
[00:00:00.000 --> 00:00:02.000]  鳳主明文大樓,弟兄姊妹平安
[00:03:20.000 --> 00:03:44.000]  他們第一很重要的,有沒有飯喫,有沒有工作,有沒有飯喫,第二,走出街,會不會被恐怖分子炸死你,會不會被恐怖分子炸死你,對不對?
[00:03:45.000 --> 00:04:07.000]  但是,很恐怖,很可惜,他們沒有想到,這兩樣東西的根源在哪裏,我剛纔說過,做爸爸的角色很重要,因爲我看完這段靈脩的時候,有一個人他就回應了,
[00:04:08.000 --> 00:04:24.000]  他說,我感謝上帝照顧我,我媽媽94歲,死了,過世了,但是我媽媽怎麼把我們照顧好呢?
[00:04:25.000 --> 00:04:49.000]  這個不知道是男人還是女人,是我哥哥姐姐,是我爸爸丟,不是丟棄,男人放棄,女人怎麼說?拋棄,拋棄我媽媽的時候,我們兄弟全部是baby,
[00:04:50.000 --> 00:05:08.000]  但是我媽媽掙扎,養大我,還活到九十多歲,請問這個故事起落的地方是什麼?孩子們有這麼好的媽媽,悲劇在哪裏?
[00:05:09.000 --> 00:05:31.000]  那個壞老是什麼?沒有良心,姐妹們,這句話你們是不是經常聽到?我從小聽到很多女人,我媽媽是師母,有很多女人和我聊天,最大的問題是什麼?
[00:05:32.000 --> 00:05:57.000]  那個沒有良心的男人是壞老,那個沒有良心的男人,貧窮是什麼?因爲做爸爸的,沒有做丈夫和爸爸,那個男人沒有盡丈夫和爸爸的責任,那個男人沒有盡父親和丈夫的責任。
[00:05:58.000 --> 00:06:23.000]  那工作重要嗎?重要,不過不是更重要,因爲新聞仔長大,他不需要喫很多東西,飽了兩塊麪包就行了,但他需要什麼?爸爸的愛,對不對?
[00:06:24.000 --> 00:06:46.000]  麪包重要,爸爸的愛更重要,麪包不是不重要,如果你沒有喫東西就會死,但你不需要西餅,明白我說什麼嗎?你不需要喫得很好,但爸爸的愛非常重要,如果這些做男士們盡他們做丈夫和爸爸的責任呢?
[00:06:47.000 --> 00:06:56.000]  如果男士們盡丈夫和父親的責任,這個貧窮的問題就解決了一大半。
[00:06:57.000 --> 00:07:25.000]  那孩子長大了嗎?沒有爸爸的教養,他變成什麼樣子的人?很多恨恨恨,對不對?現在美國第一個問題是什麼?每個人都有槍,隨時是怎樣的?殺死人,警察呢?看到黑人呢?又要向他開槍。
[00:07:26.000 --> 00:07:44.000]  是不是這個問題帶來了很多問題?沒有道德,執政的人,有沒有看到這一點呢?是道德問題,但是一邊想着有桌面有面包就行了。
[00:07:45.000 --> 00:08:05.000]  是不是有面包就會解決了呢?兄弟姐妹,我們是信耶穌的人,我們信耶穌的人,看事情要看深一點,還有,美國現在沒有安全感,9月1日爲什麼拜登會有計劃去炸你那兩棟大廈呢?
[00:08:06.000 --> 00:08:34.000]  那美國的政府和他過去有很多牙齒印,所以如果執政掌權的,在外交事務上有道德,怕不怕別人去炸你呢?
[00:08:35.000 --> 00:09:01.000]  講來講去,所有的問題,關鍵一點,人沒有道德,做丈夫的,做男人的,娶了太太,不盡丈夫的責任,有了兒女,不盡父親的責任,做了美國行政長官的人,
[00:09:02.000 --> 00:09:30.000]  只顧美國,自己自私自利,人家的死活不重要,人家的油我要自己用,有沒有道德?當然很多人不願意讓你爲所欲爲的,那不所有人都願意讓你爲所欲爲,那就向你報復,911的事情是這樣,當然我們不知道那些細節,但是大致上是這樣。
[00:09:31.000 --> 00:09:57.000]  請問今天的總統競選人,英文講得好,do they address this issue,有沒有向這個問題address,有沒有去關注這個問題呢?道德問題,道德在哪裏來呢?
[00:09:58.000 --> 00:10:13.000]  上帝,你記得我們讀聖經嗎?我們的上帝是一個有道德的上帝,他愛我們,他有沒有要求?有。
[00:10:14.000 --> 00:10:42.000]  有時候讀聖經要做很清楚一件事,上帝是一個moral god,有道德的上帝,他愛我們,他派我們兒子,這是他愛的表現,他派他的兒子來愛我們的表現,那我們是不是隻享受愛呢?他也同樣要我們有道德,那這道德在哪裏來表現呢?
[00:10:43.000 --> 00:10:58.000]  在哪裏表現呢?在十界,十界裏面,再將它summarize,大家整結起來,愛上帝,愛臨時,愛臨日。
[00:10:59.000 --> 00:11:16.000]  所以今天人們在這個世界上最大的問題是什麼呢?最大的問題是什麼呢?沒有愛,身一個作者,彼得愛,上帝就是愛,所以一個人如果沒有上帝呢?
[00:11:17.000 --> 00:11:38.000]  就沒有愛了,沒有愛的話這個世界會怎麼樣呢?就沒有道德的世界,將來地獄,不是將來,是現在的地獄,地獄其實現在有很多人在那裏,地獄有一個什麼特別的特徵呢?
[00:11:39.000 --> 00:11:57.000]  就是沒有沒有,沒有愛,你看上帝的邏輯是什麼呢?上帝的邏輯是什麼呢?你沒有愛嘛,將來你永恆的居之地方呢?就是沒有愛的地方,合不合邏輯呢?
[00:11:58.000 --> 00:12:23.000]  基督徒有愛,我們愛,因爲神先愛我們,你愛上帝,將來上帝要接你去哪裏呢?上帝要接你去哪裏呢?他家裏,他那裏有很多什麼呢?有很多愛,合不合邏輯呢?
[00:12:24.000 --> 00:12:53.000]  上帝的心願就在這裏了,但是人呢?偏偏不喜歡聽上帝的話,我們都預揚天行地路,上帝揀選的以色列人也不例外,我和大家已經讀完《聯王紀》了,國家亡了,
[00:12:54.000 --> 00:13:23.000]  不過國家亡之前的幾十年呢,就出了一位先知,在國家滅亡之前幾十年出了一位先知,我講猶大國是南國,我想猶大國南國,北國呢七二已經亡了,就北國在七二年已經亡了,現在是過了百多年之後呢,就五百八十七年呢,就南國都亡了,就舉前五百八十七年南國也滅亡,南國呢在亡之前的幾十年呢,在南國滅亡前幾十年呢,出了一位先知叫耶利米先知,
[00:13:24.000 --> 00:13:47.000]  耶利米先知出現的時候呢,國家沒有滅亡,不過國家一路走向滅亡的道路,你讀耶利米書的時候,已經沒有國家了,耶路撒冷一片瓦礫,
[00:13:48.000 --> 00:14:06.000]  我們讀聖經讀不到什麼叫一片瓦礫,你今晚打開電視機,相信電視機有鏡頭呢,911那天呢,那兩棟世貿大廈,是不是叫世貿大廈,World Trade Center,是不是變爲瓦礫啊?
[00:14:07.000 --> 00:14:26.000]  那兩棟世貿大廈呢,就變成了瓦礫,所以你說我們不知道耶路撒冷是怎麼瓦礫的嘛,如果我們不知道耶路撒冷是怎麼瓦礫的,你今晚打開電視機,看看那兩棟大廈啊,你今天打開電視,看看那兩棟大廈,不是現在啊,現在建好了是吧?
[00:14:27.000 --> 00:14:56.000]  15年前,今天,變爲瓦礫,兄弟姐妹,今天我開始講這個耶利米書,就告訴你耶利米經歷這個國家,一路滅亡,變爲瓦礫,耶路撒冷,
[00:14:57.000 --> 00:15:26.000]  地下南國滅亡,耶利米還活了多幾年,其實他一早知道啊,911是沒有人早知道的,沒有人早知道啊,沒有啊,個個睡着覺啊,沒有人知道911有兩架飛機來炸啊,
[00:15:27.000 --> 00:15:51.000]  耶利米啊,一早上帝告訴他,南國會滅亡,不同的地方啊,耶利米有上帝告訴他,因爲他的心惡不惡,你說他心惡不惡啊,讀不讀啊,
[00:15:52.000 --> 00:16:15.000]  兄弟姐妹,讀耶利米書是非常困難,耶利米書的編輯也不是順次序,相當難讀,是一件非常難讀的詩卷,耶利米所處的環境非常淒涼,
[00:16:16.000 --> 00:16:32.000]  他的信息是向地露後,住在山居埃及,山居加拿大,巴比倫,所有地方的猶太人,給他們看這本書,
[00:16:33.000 --> 00:16:58.000]  這本書是向當時山居埃及人,耶路撒冷,巴勒斯坦地,巴比倫,耶利米是和他說了很多話的,耶利米書不是耶利米寫的,有人將耶利米所說的話,收集成爲這樣的書,
[00:16:59.000 --> 00:17:22.000]  這本書有六十幾章,有五十幾章,但是字距上是相似的,如果數字是聖經第二章的詩卷,最長的詩卷是詩篇,
[00:17:23.000 --> 00:17:38.000]  我今天凌晨前想讀詩篇第七十一篇,詩篇第七十一篇的第五節,詩篇第七十一篇的第五節,
[00:17:39.000 --> 00:18:00.000]  我只讀這兩節,詩篇第七十一篇的第五節,主耶和華,你是我所盼望的,從我年幼,你是我所倚靠的,
[00:18:01.000 --> 00:18:15.000]  我曾出母胎被你扶持,使我出母胎的是你,我必常常讚美你。
[00:18:16.000 --> 00:18:38.000]  這詩不錯,剛纔說不錯,但是耶利米所會講的這個詞,詩人在這裏說,我感謝你,上帝認識一個人,他什麼時候認識你?
[00:18:39.000 --> 00:18:56.000]  在孩子之後,在媽媽肚子裏面的時候,上帝認識你,詩人,這個詩人不是耶利米,一會兒我們會見到上帝和耶利米有同樣的話,
[00:18:57.000 --> 00:19:23.000]  所以弟兄姐妹,如果你有上帝的靈性,孩子是誰的呢?雖然是你生的,不是你的,根據聖經,孩子是耶和華的產物,你是信託公司的,
[00:19:24.000 --> 00:19:47.000]  你保管的,你代客保管的,那些證書,股票證書是誰的?人客的,你試試戴在口袋上,是不是你的銀行老闆要炒你魷魚?
[00:19:48.000 --> 00:20:12.000]  警察是不是要找你聊天?你明白我說什麼嗎?託管,你好好地保管,新聞仔,孩子是屬於上帝的,所以基督教的道理是爲什麼不能墮胎?
[00:20:13.000 --> 00:20:31.000]  孩子是屬於誰的?上帝的,你奪取上帝的東西,上帝追不追究?請問今天的總統競選人,有沒有提這些?
[00:20:32.000 --> 00:20:53.000]  如果不準人墮胎呢?沒有人選你做總統。現在是什麼時代?我很喜歡保羅的這句話,現在是彎曲變貿。什麼是彎曲變貿?錯的是對的,對的是錯的。
[00:20:54.000 --> 00:21:02.000]  現在是什麼時候?楊泉島?楊泉島?楊泉島?楊泉島?楊泉島?楊泉島?楊泉島?楊泉島?楊泉島?都亂了,就這麼亂套了。
[00:21:03.000 --> 00:21:29.000]  讀聖經,就要幫我們破亂百姓,耶利米蘇是將他亡國的痛苦一一寫出來,告訴我們在哪裏錯,哪裏墮落。
[00:21:30.000 --> 00:21:48.000]  告訴我們在哪裏錯,哪裏墮落。是我們得罪上帝,所以我們由今天開始不要怨人。怨是什麼呢?怨什麼呢?是我們不聽上帝的話。
[00:21:49.000 --> 00:22:02.000]  其實大家讀耶利米蘇,你一定見到舊約的背景。以色列人,他的祖先就是亞伯拉罕。
[00:22:02.000 --> 00:22:16.000]  我現在不是跟你說諸學過程,大家應該知道了。亞伯拉罕和上帝有約,以色列人出埃及,在撒拉山,上帝和他們納約。
[00:22:19.000 --> 00:22:36.000]  明白了嗎?大家明白了嗎?以色列人要守約,約的內容是什麼呢?十誡。十誡裏面再縮農村,愛神愛人。
[00:22:36.000 --> 00:22:44.000]  以色列人有沒有遵守?沒有。上帝的眷顧呢?上帝的眷顧他就要。
[00:22:45.000 --> 00:22:55.000]  上帝要他守的十誡呢?上帝要他守的十誡呢?不守。不守。所以今天上帝要我們嚐嚐這個味道。
[00:22:55.000 --> 00:23:02.000]  今天上帝要我們嚐嚐這個味道。你要做父母的?要做父母的。你的子女要些什麼?子女要什麼?
[00:23:03.000 --> 00:23:22.000]  父母的錢我就要了。父母的錢我就要了。你給我的規矩呢?你給我的規矩呢?不愛了。我就不要。你怎麼做?怎麼做?你不要麻煩他了。你是不是由着他?繼續給錢他吧。繼續給錢他。你不聽話就由着他吧。有沒有這樣的父母?有沒有這樣的父母呢?有。
[00:23:23.000 --> 00:23:34.000]  不過你是不是這樣的人呢?你是不是這樣的人呢?我不知道,你不用告訴我。你必須告訴我。那麼上帝是怎樣的上帝呢?上帝是怎樣的上帝呢?上帝不是一個邦人。上帝就是邦人的上帝。
[00:23:35.000 --> 00:23:51.000]  他所愛的。他所愛的。下面那個是什麼?他必管教。他必管教。如果不管教呢?他如果不管教呢?這個是野孩子。那就是野孩子。有沒有讀過聖經?有沒有讀過聖經?
[00:23:52.000 --> 00:24:19.000]  你爲什麼要教你的子女?爲什麼你要教你的兒女?你生的。因爲是你生的。街邊那個那麼差,爲什麼你不教他?那個孩子那麼差。不是我生的,我爲什麼要理他?是不是這個道理很熟悉?上帝,焉有上帝不管教自己的子女呢?所以耶利米爾在處的時代就是上帝要管教、懲罰他的子女。
[00:24:20.000 --> 00:24:49.000]  大家要讀列王紀。列王紀開始在所羅蒙之後。所羅蒙是主稱九百多年。亡國呢?北國亡七二二。北國呢?有二百多年曆史。南國再多一百五十年。
[00:24:50.000 --> 00:25:13.000]  先後亡國。先後亡國。他們不聽上帝的話。他們不聽上帝的話。上帝忍了多久?上帝忍了多久?一百年。上帝多次派先知警告。上帝多次派先知警告。以便封。以便封。
[00:25:14.000 --> 00:25:26.000]  最後那個呢?亡國時代的先知呢?王國時代的先知是耶利米爾。所以這個背景大家要很清楚。這個背景大家一定要清楚。
[00:25:27.000 --> 00:25:44.000]  其實耶利米爾的書也有一個課程,是一個諸學,不過我們儘量將講道和課程加在一起。我儘量將耶利米爾當局的庫承福講到一起。現在我回到正題。現在我們講正題。
[00:25:45.000 --> 00:26:07.000]  在舊約的書卷,第二卷長的書卷,對象是被落後散居各地的猶太人。目的一樣,就是一個目的。
[00:26:08.000 --> 00:26:26.000]  你跌倒,在哪裏站起來?在哪裏爬起來?是不是這樣教兒子?這個兒子要學走路的時候,跌不跌?跌了之後怎樣?站起來,不是坐着哭。
[00:26:27.000 --> 00:26:38.000]  這個道理大家很熟悉,是不是很容易?像耶利米爾的書是一樣的。耶利米爾的書是一樣的。你跌倒,在哪裏站起來?在哪裏爬起來?
[00:26:39.000 --> 00:27:08.000]  這一卷的來源書,我要給大家知道一個概念,然後讀這一卷書有點味道。其實一卷書的成績,只要有事情發生,有人講話,大家有沒有讀過水滸卷?
[00:27:09.000 --> 00:27:28.000]  水滸卷是什麼時代的事情?宋徽宗,什麼時候成書?元朝司內庵,這隔了多少年?至少二三百年。
[00:27:29.000 --> 00:27:46.000]  宋朝下一個朝代,人們將所有的傳說,用書頭講故事,收集,就成爲小說。
[00:27:47.000 --> 00:28:05.000]  六十回的司內庵,一百二十回是羅冠宗寫的,還有金正太。我今天不是教中國文學,成書和所有文學都有同樣的背景。
[00:28:06.000 --> 00:28:27.000]  只要有事情發生,有人講話,街頭用書頭講故事,街頭流傳下來的,用書頭,在用書頭裏面講故事,講故事,人們將它收集,就成了書。
[00:28:28.000 --> 00:28:49.000]  在這一塊背景,你再看看耶利米斯,耶利米斯最先有一個書記叫巴魯,巴魯,其實這些經卷在耶利米斯里面都能看到。
[00:28:50.000 --> 00:29:18.000]  巴魯在約瓦建第五年,就是六四之前的時候,耶利米斯叫了巴魯來,巴魯在耶利米斯的口中將耶和華對耶利米斯所說的一切都寫在書卷上,耶利米斯三十六章四字。
[00:29:19.000 --> 00:29:43.000]  約瓦建將巴魯的書卷燒了,耶利米斯三十六章二十三字,於是耶利米斯又取一書卷,交給巴魯,
[00:29:44.000 --> 00:29:52.000]  巴魯就從耶利米斯的口中寫了約大王約瓦建所說的一切的話。
[00:29:53.000 --> 00:30:21.000]  約瓦建再次寫過巴魯的書卷,約瓦建的書卷再次寫過巴魯的書卷。
[00:30:22.000 --> 00:30:25.000]  所以是不是因爲我要講耶利米斯,所以我要有耶利米斯的經驗?
[00:30:25.000 --> 00:30:29.000]  所以我不是說要講耶利米斯,我是說要有耶利米斯的經驗。
[00:30:29.000 --> 00:30:36.000]  所以我這一卷呢,是我從我記憶中想起我剛纔第一篇所寫的。
[00:30:36.000 --> 00:30:38.000]  這是我以前所寫的。
[00:30:38.000 --> 00:30:42.000]  我要等艾倫瑪牧師回來的時候,我問他爲什麼這個情形?
[00:30:42.000 --> 00:30:45.000]  我要等艾倫瑪牧師回來的時候,我要問他爲什麼這個情形?
[00:30:45.000 --> 00:30:47.000]  因爲他是我的電腦顧問。
[00:30:47.000 --> 00:30:49.000]  因爲他是我的電腦顧問。
[00:30:50.000 --> 00:30:57.000]  那耶利米斯呢?那耶利米斯三十六世紀的另外又添了很多相仿的話,這個巴魯。
[00:30:57.000 --> 00:31:01.000]  那耶利米斯三十六世紀的另外又添了很多相仿的話,這個巴魯。
[00:31:01.000 --> 00:31:07.000]  那耶利米斯三十六世紀的另外又添了很多相仿的話,這個巴魯。
[00:31:07.000 --> 00:31:09.000]  那耶利米斯三十六世紀的另外又添了很多相仿的話,這個巴魯。
[00:31:09.000 --> 00:31:11.000]  那耶利米斯三十六世紀的另外又添了很多相仿的話,這個巴魯。
[00:31:11.000 --> 00:31:13.000]  那耶利米斯三十六世紀的另外又添了很多相仿的話,這個巴魯。
[00:31:14.000 --> 00:31:20.000]  那耶利米斯三十六世紀的另外又添了很多相仿的話,這個巴魯。
[00:31:20.000 --> 00:31:22.000]  那耶利米斯三十六世紀的另外又添了很多相仿的話,這個巴魯。
[00:31:22.000 --> 00:31:24.000]  那耶利米斯三十六世紀的另外又添了很多相仿的話,這個巴魯。
[00:31:24.000 --> 00:31:26.000]  那耶利米斯三十六世紀的另外又添了很多相仿的話,這個巴魯。
[00:31:26.000 --> 00:31:28.000]  那耶利米斯三十六世紀的另外又添了很多相仿的話,這個巴魯。
[00:31:28.000 --> 00:31:30.000]  那耶利米斯三十六世紀的另外又添了很多相仿的話,這個巴魯。
[00:31:30.000 --> 00:31:32.000]  那耶利米斯三十六世紀的另外又添了很多相仿的話,這個巴魯。
[00:31:33.000 --> 00:31:44.000]  那耶利米斯三十六世紀的另外又添了很多相仿的話,這個巴魯。
[00:31:44.000 --> 00:31:46.000]  那耶利米斯三十六世紀的另外又添了很多相仿的話,這個巴魯。
[00:31:46.000 --> 00:31:48.000]  那耶利米斯三十六世紀的另外又添了很多相仿的話,這個巴魯。
[00:31:48.000 --> 00:31:50.000]  那耶利米斯三十六世紀的另外又添了很多相仿的話,這個巴魯。
[00:31:50.000 --> 00:31:52.000]  那耶利米斯三十六世紀的另外又添了很多相仿的話,這個巴魯。
[00:31:52.000 --> 00:31:54.000]  那耶利米斯三十六世紀的另外又添了很多相仿的話,這個巴魯。
[00:31:54.000 --> 00:31:56.000]  那耶利米斯三十六世紀的另外又添了很多相仿的話,這個巴魯。
[00:31:57.000 --> 00:32:03.000]  那耶利米斯三十六世紀的另外又添了很多相仿的話,這個巴魯。
[00:32:03.000 --> 00:32:05.000]  那耶利米斯三十六世紀的另外又添了很多相仿的話,這個巴魯。
[00:32:05.000 --> 00:32:07.000]  那耶利米斯三十六世紀的另外又添了很多相仿的話,這個巴魯。
[00:32:07.000 --> 00:32:09.000]  那耶利米斯三十六世紀的另外又添了很多相仿的話,這個巴魯。
[00:32:09.000 --> 00:32:11.000]  那耶利米斯三十六世紀的另外又添了很多相仿的話,這個巴魯。
[00:32:11.000 --> 00:32:13.000]  那耶利米斯三十六世紀的另外又添了很多相仿的話,這個巴魯。
[00:32:13.000 --> 00:32:15.000]  那耶利米斯三十六世紀的另外又添了很多相仿的話,這個巴魯。
[00:32:16.000 --> 00:32:29.000]  那耶利米斯三十六世紀的另外又添了很多相仿的話,這個巴魯。
[00:32:29.000 --> 00:32:31.000]  那耶利米斯三十六世紀的另外又添了很多相仿的話,這個巴魯。
[00:32:31.000 --> 00:32:33.000]  那耶利米斯三十六世紀的另外又添了很多相仿的話,這個巴魯。
[00:32:33.000 --> 00:32:35.000]  那耶利米斯三十六世紀的另外又添了很多相仿的話,這個巴魯。
[00:32:35.000 --> 00:32:37.000]  那耶利米斯三十六世紀的另外又添了很多相仿的話,這個巴魯。
[00:32:37.000 --> 00:32:39.000]  那耶利米斯三十六世紀的另外又添了很多相仿的話,這個巴魯。
[00:32:39.000 --> 00:32:41.000]  那耶利米斯三十六世紀的另外又添了很多相仿的話,這個巴魯。
[00:32:42.000 --> 00:32:48.000]  那耶利米斯三十六世紀的另外又添了很多相仿的話,這個巴魯。
[00:32:48.000 --> 00:32:50.000]  那耶利米斯三十六世紀的另外又添了很多相仿的話,這個巴魯。
[00:32:50.000 --> 00:32:52.000]  那耶利米斯三十六世紀的另外又添了很多相仿的話,這個巴魯。
[00:32:52.000 --> 00:32:54.000]  那耶利米斯三十六世紀的另外又添了很多相仿的話,這個巴魯。
[00:32:54.000 --> 00:32:56.000]  那耶利米斯三十六世紀的另外又添了很多相仿的話,這個巴魯。
[00:32:56.000 --> 00:32:58.000]  那耶利米斯三十六世紀的另外又添了很多相仿的話,這個巴魯。
[00:32:58.000 --> 00:33:00.000]  那耶利米斯三十六世紀的另外又添了很多相仿的話,這個巴魯。
[00:33:01.000 --> 00:33:12.000]  那耶利米斯三十六世紀的另外又添了很多相仿的話,這個巴魯。
[00:33:12.000 --> 00:33:14.000]  那耶利米斯三十六世紀的另外又添了很多相仿的話,這個巴魯。
[00:33:14.000 --> 00:33:16.000]  那耶利米斯三十六世紀的另外又添了很多相仿的話,這個巴魯。
[00:33:16.000 --> 00:33:18.000]  那耶利米斯三十六世紀的另外又添了很多相仿的話,這個巴魯。
[00:33:18.000 --> 00:33:20.000]  那耶利米斯三十六世紀的另外又添了很多相仿的話,這個巴魯。
[00:33:20.000 --> 00:33:22.000]  那耶利米斯三十六世紀的另外又添了很多相仿的話,這個巴魯。
[00:33:22.000 --> 00:33:24.000]  那耶利米斯三十六世紀的另外又添了很多相仿的話,這個巴魯。
[00:33:25.000 --> 00:33:32.000]  那耶利米斯三十六世紀的另外又添了很多相仿的話,這個巴魯。
[00:33:32.000 --> 00:33:34.000]  那耶利米斯三十六世紀的另外又添了很多相仿的話,這個巴魯。
[00:33:34.000 --> 00:33:36.000]  那耶利米斯三十六世紀的另外又添了很多相仿的話,這個巴魯。
[00:33:36.000 --> 00:33:38.000]  那耶利米斯三十六世紀的另外又添了很多相仿的話,這個巴魯。
[00:33:38.000 --> 00:33:40.000]  那耶利米斯三十六世紀的另外又添了很多相仿的話,這個巴魯。
[00:33:40.000 --> 00:33:42.000]  那耶利米斯三十六世紀的另外又添了很多相仿的話,這個巴魯。
[00:33:42.000 --> 00:33:44.000]  那耶利米斯三十六世紀的另外又添了很多相仿的話,這個巴魯。
[00:33:45.000 --> 00:33:55.000]  那耶利米斯三十六世紀的另外又添了很多相仿的話,這個巴魯。
[00:33:55.000 --> 00:33:57.000]  那耶利米斯三十六世紀的另外又添了很多相仿的話,這個巴魯。
[00:33:57.000 --> 00:33:59.000]  那耶利米斯三十六世紀的另外又添了很多相仿的話,這個巴魯。
[00:33:59.000 --> 00:34:01.000]  那耶利米斯三十六世紀的另外又添了很多相仿的話,這個巴魯。
[00:34:01.000 --> 00:34:03.000]  那耶利米斯三十六世紀的另外又添了很多相仿的話,這個巴魯。
[00:34:03.000 --> 00:34:05.000]  那耶利米斯三十六世紀的另外又添了很多相仿的話,這個巴魯。
[00:34:05.000 --> 00:34:07.000]  那耶利米斯三十六世紀的另外又添了很多相仿的話,這個巴魯。
[00:34:08.000 --> 00:34:15.000]  那耶利米斯三十六世紀的另外又添了很多相仿的話,這個巴魯。
[00:34:15.000 --> 00:34:17.000]  那耶利米斯三十六世紀的另外又添了很多相仿的話,這個巴魯。
[00:34:17.000 --> 00:34:19.000]  那耶利米斯三十六世紀的另外又添了很多相仿的話,這個巴魯。
[00:34:19.000 --> 00:34:21.000]  那耶利米斯三十六世紀的另外又添了很多相仿的話,這個巴魯。
[00:34:21.000 --> 00:34:23.000]  那耶利米斯三十六世紀的另外又添了很多相仿的話,這個巴魯。
[00:34:23.000 --> 00:34:25.000]  那耶利米斯三十六世紀的另外又添了很多相仿的話,這個巴魯。
[00:34:25.000 --> 00:34:27.000]  那耶利米斯三十六世紀的另外又添了很多相仿的話,這個巴魯。
[00:34:28.000 --> 00:34:38.000]  那耶利米斯三十六世紀的另外又添了很多相仿的話,這個巴魯。
[00:34:38.000 --> 00:34:40.000]  那耶利米斯三十六世紀的另外又添了很多相仿的話,這個巴魯。
[00:34:40.000 --> 00:34:42.000]  那耶利米斯三十六世紀的另外又添了很多相仿的話,這個巴魯。
[00:34:42.000 --> 00:34:44.000]  那耶利米斯三十六世紀的另外又添了很多相仿的話,這個巴魯。
[00:34:44.000 --> 00:34:46.000]  那耶利米斯三十六世紀的另外又添了很多相仿的話,這個巴魯。
