
[00:00:00.000 --> 00:00:04.680]  當每次參與頂展會的洗禮的時候
[00:02:22.800 --> 00:02:24.400]  那些水有沒有什麼不同呢?
[00:02:24.400 --> 00:02:27.680]  究竟他們這個行動背後
[00:02:27.680 --> 00:02:29.680]  究竟有什麼意義呢?
[00:02:29.680 --> 00:02:31.200]  他們今天邀請你來
[00:02:31.200 --> 00:02:34.680]  他們很希望告訴你一個訊息
[00:02:34.680 --> 00:02:39.560]  向你見證他們的一個決心
[00:02:39.560 --> 00:02:43.560]  就是一生一世要跟從主耶穌
[00:02:43.560 --> 00:02:49.480]  洗禮和待會我們會舉行的聖餐禮
[00:02:49.480 --> 00:02:52.080]  是主耶穌所設立的兩個禮儀
[00:02:52.600 --> 00:02:55.000]  禮儀是有什麼作用呢?
[00:02:55.000 --> 00:02:56.520]  禮儀是看得到的
[00:02:56.520 --> 00:02:58.600]  是要將人一些看不到的東西
[00:02:58.600 --> 00:03:00.600]  就是將人裡面的信心
[00:03:00.600 --> 00:03:02.880]  將裡面的信仰
[00:03:02.880 --> 00:03:05.760]  藉著看得到的行動來表達出來
[00:03:05.760 --> 00:03:08.520]  這些行動可能已經是
[00:03:08.520 --> 00:03:12.680]  裡面的信心以前已經發生了
[00:03:12.680 --> 00:03:14.080]  已經存在了
[00:03:14.080 --> 00:03:16.160]  並不是洗禮那一刻才有
[00:03:16.160 --> 00:03:18.080]  但是藉著這個洗禮
[00:03:18.080 --> 00:03:19.880]  為了這個禮儀這個行動
[00:03:19.880 --> 00:03:22.720]  能夠將他裡面看不到的東西
[00:03:22.720 --> 00:03:23.520]  要說出來
[00:03:23.520 --> 00:03:26.600]  就好像我們經常跟夫婦說
[00:03:26.600 --> 00:03:28.600]  愛在心中要怎樣?
[00:03:28.600 --> 00:03:31.480]  口要開
[00:03:31.480 --> 00:03:33.800]  愛在心中口要開
[00:03:33.800 --> 00:03:36.120]  要告訴別人你愛他
[00:03:36.120 --> 00:03:38.520]  或者有些行動送個小禮物給他
[00:03:38.520 --> 00:03:41.240]  所以禮儀是讓我們裡面看不到的東西
[00:03:41.240 --> 00:03:42.480]  能夠表達出來
[00:03:42.480 --> 00:03:43.960]  表達我們的信仰
[00:03:43.960 --> 00:03:47.680]  這個行動成為我們的見證
[00:03:48.680 --> 00:03:51.480]  就好像一個軍隊他入伍要表達他的效忠
[00:03:51.480 --> 00:03:55.680]  宣誓要證明你是可靠的
[00:03:55.680 --> 00:03:58.240]  而婚禮也都告訴大家
[00:03:58.240 --> 00:04:00.120]  你是怎樣愛對方
[00:04:00.120 --> 00:04:01.600]  毀身於對方
[00:04:01.600 --> 00:04:04.200]  也都毀身於在婚姻當中
[00:04:04.200 --> 00:04:07.960]  洗禮要表明的
[00:04:07.960 --> 00:04:11.280]  就是我們裡面的這份信心
[00:04:11.280 --> 00:04:15.160]  以及與主的生命的連結
[00:04:15.160 --> 00:04:17.160]  究竟教會為什麼要行洗禮呢?
[00:04:17.160 --> 00:04:19.160]  為什麼要行洗禮呢?
[00:04:19.160 --> 00:04:23.320]  什麼時候會有洗禮的開始呢?
[00:04:23.320 --> 00:04:27.160]  其實在耶穌未出來傳道之先
[00:04:27.160 --> 00:04:30.640]  在猶太人當中已經有所謂的潔淨禮
[00:04:30.640 --> 00:04:33.000]  因為人當犯罪的時候
[00:04:33.000 --> 00:04:36.320]  他們的心靈裡面充滿了很多內疚
[00:04:36.320 --> 00:04:39.720]  有很多的鬱結在當中
[00:04:39.720 --> 00:04:41.000]  怎樣去解決呢?
[00:04:41.000 --> 00:04:42.560]  我得罪了這個人
[00:04:42.560 --> 00:04:46.000]  我或者好像犯了在舊約律法裡面
[00:04:46.000 --> 00:04:50.760]  不能夠碰到一些死屍的律例
[00:04:50.760 --> 00:04:53.040]  我感覺到好像跟很遙遠的一樣
[00:04:53.040 --> 00:04:54.320]  我感覺到不知道怎樣去解決
[00:04:54.320 --> 00:04:57.840]  我心靈裡面的一些罪疚感
[00:04:57.840 --> 00:04:58.880]  一些內疚感
[00:04:58.880 --> 00:05:00.400]  這些問題
[00:05:00.400 --> 00:05:03.800]  如果是你會怎樣去解決你的內疚感
[00:05:03.800 --> 00:05:05.880]  你得罪了人你會怎樣做呢?
[00:05:05.880 --> 00:05:08.600]  或者當中的親友
[00:05:08.600 --> 00:05:12.680]  當時他們就會在家中裡面
[00:05:12.680 --> 00:05:14.280]  行一些潔淨禮
[00:05:14.280 --> 00:05:15.680]  潔淨禮就是可能有些有錢人
[00:05:15.680 --> 00:05:18.480]  他們就在家中裡面建一個水池
[00:05:18.480 --> 00:05:21.880]  水池裡面就可以浸大半個人下去
[00:05:21.880 --> 00:05:23.720]  有七級的樓梯可以下去
[00:05:23.720 --> 00:05:27.080]  然後他就浸了一個人在當中的時候
[00:05:27.080 --> 00:05:30.040]  然後走到對面七級的樓梯上來的時候
[00:05:30.040 --> 00:05:32.760]  他就會相信他的罪
[00:05:32.760 --> 00:05:35.120]  就會留在水中
[00:05:35.120 --> 00:05:38.240]  他就成為一個潔淨了的人
[00:05:38.240 --> 00:05:39.600]  但是這些潔淨的禮
[00:05:39.600 --> 00:05:43.080]  不能夠使他的良心得到潔淨
[00:05:43.080 --> 00:05:44.760]  只是讓他在這個禮儀上面
[00:05:44.760 --> 00:05:46.520]  他覺得我做了
[00:05:46.520 --> 00:05:49.320]  我舒服了
[00:05:49.320 --> 00:05:51.800]  並且得罪人之後
[00:05:51.800 --> 00:05:52.880]  得罪神之後
[00:05:52.880 --> 00:05:54.280]  他又要再做
[00:05:54.280 --> 00:05:56.440]  所以有人真的脾氣不好
[00:05:56.440 --> 00:05:58.400]  有人經常說一些不好的東西
[00:05:58.400 --> 00:05:59.560]  或者思想不好的東西
[00:05:59.560 --> 00:06:01.360]  或者他身上犯罪的時候
[00:06:01.360 --> 00:06:02.960]  他一天就要怎樣?
[00:06:02.960 --> 00:06:04.840]  就要浸很多次
[00:06:04.840 --> 00:06:05.960]  一天三次
[00:06:05.960 --> 00:06:07.760]  一天七次這樣浸
[00:06:07.760 --> 00:06:09.520]  但是他良心裡面
[00:06:09.520 --> 00:06:12.800]  還不夠感到虧欠
[00:06:12.800 --> 00:06:20.280]  怎樣去解決一個良心的虧欠的問題?
[00:06:20.280 --> 00:06:21.720]  及後
[00:06:21.720 --> 00:06:23.200]  可能大家聽過施洗約翰
[00:06:23.200 --> 00:06:24.200]  施洗約翰
[00:06:24.200 --> 00:06:27.520]  他去到約旦河邊宣告一個訊息
[00:06:27.520 --> 00:06:30.280]  一個叫人悔改的訊息
[00:06:30.280 --> 00:06:32.440]  他呼籲百姓
[00:06:32.440 --> 00:06:33.800]  不單只是一個潔淨禮
[00:06:33.800 --> 00:06:35.240]  叫你能夠可以
[00:06:35.240 --> 00:06:38.760]  遇到什麼就去洗淨自己
[00:06:38.760 --> 00:06:39.960]  但是又要再洗
[00:06:39.960 --> 00:06:43.000]  他呼籲的是內心的悔改
[00:06:43.000 --> 00:06:47.840]  不是外在的洗潔的行為
[00:06:47.840 --> 00:06:49.480]  他呼籲百姓
[00:06:49.480 --> 00:06:53.320]  要結出果子來和悔改的心來相稱
[00:06:53.320 --> 00:06:56.600]  就是說你要去做洗禮的時候
[00:06:56.600 --> 00:06:59.600]  你的內心也願意悔改
[00:06:59.600 --> 00:07:04.000]  來配合外在的禮儀
[00:07:04.000 --> 00:07:06.680]  怎樣才算是悔改的心?
[00:07:06.680 --> 00:07:08.480]  也是在外在見得到
[00:07:08.480 --> 00:07:10.600]  那些人走去問他那我要悔改了
[00:07:10.600 --> 00:07:12.720]  那我可以做什麼呢?
[00:07:12.720 --> 00:07:13.880]  施洗約翰跟他說
[00:07:13.880 --> 00:07:15.240]  如果你有兩件衣服
[00:07:15.240 --> 00:07:17.080]  你就分一些給別人
[00:07:17.080 --> 00:07:17.840]  有食物的
[00:07:17.840 --> 00:07:19.480]  你也要這樣去做
[00:07:19.480 --> 00:07:20.720]  如果你是睡禮的
[00:07:20.720 --> 00:07:23.080]  你就要按照規矩去收
[00:07:23.080 --> 00:07:24.040]  不要收太多
[00:07:24.040 --> 00:07:24.880]  如果你是士兵的
[00:07:24.880 --> 00:07:26.280]  不要勒索別人
[00:07:26.280 --> 00:07:27.640]  不要敲詐別人
[00:07:27.640 --> 00:07:29.760]  自己有良享就當知足
[00:07:29.760 --> 00:07:31.600]  所以說一個悔改的生命
[00:07:31.600 --> 00:07:36.120]  他也在外在有一個行動的改變
[00:07:36.120 --> 00:07:38.560]  生命的改變
[00:07:38.560 --> 00:07:40.720]  這個叫得到我們的內心的改變
[00:07:40.720 --> 00:07:42.400]  是隨著外在生命
[00:07:42.400 --> 00:07:46.200]  是有這個證據和印證
[00:07:46.200 --> 00:07:47.720]  而當時的這個潔淨禮
[00:07:47.720 --> 00:07:50.480]  是讓那些非猶太人
[00:07:50.480 --> 00:07:53.200]  要去敬拜耶和華的時候
[00:07:53.200 --> 00:07:58.040]  去進入猶太教的一份子
[00:07:58.040 --> 00:08:01.800]  就可以行這個潔淨禮
[00:08:01.800 --> 00:08:02.880]  所以當時他們的觀念
[00:08:02.880 --> 00:08:05.360]  就好像成為上帝的選民
[00:08:05.360 --> 00:08:08.680]  就是按照種族
[00:08:08.680 --> 00:08:10.880]  但是這個施洗漢
[00:08:10.880 --> 00:08:12.280]  他也告訴我們
[00:08:12.280 --> 00:08:13.800]  要成為上帝的選民
[00:08:13.800 --> 00:08:15.080]  不是因為按照種族
[00:08:15.080 --> 00:08:18.440]  是按照你屬靈的裏面的狀況
[00:08:18.440 --> 00:08:20.560]  不是外面的種族
[00:08:20.560 --> 00:08:22.360]  只要你願意悔改
[00:08:22.360 --> 00:08:27.440]  你都能夠可以成為神的選民
[00:08:27.440 --> 00:08:29.160]  所以在哥倫多前書第六章十一節
[00:08:29.160 --> 00:08:32.120]  他說「從前你們中間也有人這樣犯罪
[00:08:32.120 --> 00:08:34.440]  但現在你們奉主耶穌基督的名
[00:08:34.440 --> 00:08:35.920]  並藉著我們神的靈
[00:08:35.920 --> 00:08:37.520]  已經潔淨
[00:08:37.520 --> 00:08:38.880]  已經成性
[00:08:38.880 --> 00:08:40.200]  已經清怡了」
[00:08:40.200 --> 00:08:42.360]  所以今天剛才洗禮的頂姐妹
[00:08:42.360 --> 00:08:44.400]  當她信主的一刻
[00:08:44.400 --> 00:08:46.440]  她們已經怎樣呢?
[00:08:46.440 --> 00:08:47.800]  潔淨了
[00:08:47.800 --> 00:08:49.360]  成性了
[00:08:49.360 --> 00:08:50.480]  清怡了
[00:08:50.480 --> 00:08:52.040]  不是在剛才那一刻
[00:08:52.040 --> 00:08:55.000]  而是在她信主的那一刻已經潔淨了
[00:08:55.000 --> 00:08:56.520]  但是剛才那一刻裏面
[00:08:56.520 --> 00:08:59.000]  是藉著這個禮而宣告
[00:08:59.000 --> 00:09:02.640]  告訴我們當中的每一位頂姐妹和親友
[00:09:02.640 --> 00:09:10.480]  她們的生命已經因耶穌而變得不一樣
[00:09:10.480 --> 00:09:12.200]  就好像
[00:09:12.200 --> 00:09:13.880]  如果我們待會離開的時候
[00:09:13.880 --> 00:09:15.840]  會收到、可以拿到
[00:09:15.840 --> 00:09:22.960]  今天移民、洗禮的頂姐妹的見證
[00:09:22.960 --> 00:09:25.440]  在見證裏面我們就見得到
[00:09:25.440 --> 00:09:28.720]  這個生命裏面神自己的工作
[00:09:28.720 --> 00:09:30.960]  所帶來的改變
[00:09:30.960 --> 00:09:32.960]  好像有一個頂姐妹她說
[00:09:32.960 --> 00:09:34.960]  「我過去是一個無神論者
[00:09:34.960 --> 00:09:39.040]  認為只要做人向善就是一個好人
[00:09:39.040 --> 00:09:42.200]  後來因為患了重病面對死亡
[00:09:42.200 --> 00:09:45.360]  心裏面覺得非常孤單和懼怕
[00:09:45.360 --> 00:09:50.360]  亦都感到不知所措和沒有倚靠
[00:09:50.360 --> 00:09:53.120]  但現在我不怕死亡
[00:09:53.120 --> 00:09:56.560]  而且心境平靜得到倚靠」
[00:09:56.560 --> 00:09:57.560]  另一位姐妹她說
[00:09:57.560 --> 00:10:00.600]  「我一直對基督教反感
[00:10:00.600 --> 00:10:03.040]  但因為我家庭裏面的困難
[00:10:03.040 --> 00:10:09.720]  但反而我現在能夠感受到天父自己的愛
[00:10:09.720 --> 00:10:12.760]  過去心靈裏面有恐懼和虛空
[00:10:12.760 --> 00:10:18.760]  但這一一都能夠向天父交託祈禱」
[00:10:18.760 --> 00:10:20.000]  有今日受洗的頂姐妹她說
[00:10:20.000 --> 00:10:22.840]  「我經驗到神奇妙的幫助和引導
[00:10:22.840 --> 00:10:25.440]  走出了情緒的困局
[00:10:25.440 --> 00:10:29.920]  知道這位耶穌才是我一生要跟從的真神
[00:10:29.920 --> 00:10:35.240]  所以我邀請牧師到我家裏拆了那些偶像
[00:10:35.240 --> 00:10:38.760]  有位他說我丈夫原先想跟我離婚
[00:10:38.760 --> 00:10:40.800]  孩子當時很小
[00:10:40.800 --> 00:10:44.120]  我躲在廁所裏面不斷地哭
[00:10:44.120 --> 00:10:47.320]  一邊哭一邊祈禱
[00:10:47.320 --> 00:10:50.360]  我將這個家交給他
[00:10:50.360 --> 00:10:53.520]  雖然這段日子很困難和痛苦
[00:10:53.520 --> 00:10:56.920]  但我知道神一直有聽我的祈禱
[00:10:56.920 --> 00:10:59.720]  我感恩我現在的家是完整的
[00:10:59.720 --> 00:11:03.960]  而我仍堅持每一晚去看聖經去祈禱
[00:11:03.960 --> 00:11:06.680]  我漸漸明白聖經的真理
[00:11:06.680 --> 00:11:14.920]  我知道我需要耶穌將我的罪洗滌除正
[00:11:14.920 --> 00:11:16.840]  我要接待主耶穌
[00:11:16.840 --> 00:11:20.280]  成為我個人的救主和生命的主」
[00:11:20.280 --> 00:11:24.760]  所以施主約翰和那些靠行為
[00:11:24.760 --> 00:11:29.600]  去幫助自己良心好一點的方式是完全不同
[00:11:29.600 --> 00:11:31.160]  主耶穌來的時候
[00:11:31.160 --> 00:11:36.120]  更加讓我們今天所設立的洗禮更加進一步
[00:11:36.120 --> 00:11:41.280]  讓我們知道我們成為神的選民不是因為種族
[00:11:41.280 --> 00:11:47.920]  乃是因為相信耶穌與耶穌連結
[00:11:47.920 --> 00:11:49.560]  就成為上帝的子民
[00:11:49.560 --> 00:11:52.040]  而今天教會所舉行的洗禮
[00:11:52.040 --> 00:11:55.760]  就是成為這個事實一個象徵的意義
[00:11:55.760 --> 00:11:58.480]  當我們受洗進入水裏的時候
[00:11:58.480 --> 00:11:59.720]  聖經告訴我們
[00:11:59.720 --> 00:12:02.040]  我們與耶穌同死
[00:12:02.040 --> 00:12:04.560]  起來的時候與耶穌同活
[00:12:04.560 --> 00:12:07.920]  有耶穌的新生命在我們裏面
[00:12:07.920 --> 00:12:09.800]  我們看看當耶穌要洗禮的時候
[00:12:09.800 --> 00:12:11.120]  有甚麼景象發生
[00:12:11.120 --> 00:12:17.360]  都與我們每一個洗禮或今天洗禮的人很有關係
[00:12:17.360 --> 00:12:19.960]  當耶穌去到施主約翰洗禮的時候
[00:12:19.960 --> 00:12:23.200]  在馬科音第一章第九節到第十一節
[00:12:23.200 --> 00:12:24.840]  裡面這樣說
[00:12:24.840 --> 00:12:27.720]  「那時耶穌從加利利的那撒勒來
[00:12:27.720 --> 00:12:31.120]  在約翰河裏受了約翰的洗
[00:12:31.120 --> 00:12:32.800]  他從水裏一上來
[00:12:32.800 --> 00:12:35.000]  就看見天裂開了
[00:12:35.000 --> 00:12:38.600]  聖靈彷彿甲子降在他身上
[00:12:38.600 --> 00:12:41.080]  也有聲音從天上來說
[00:12:41.080 --> 00:12:42.760]  你是我的愛子
[00:12:42.760 --> 00:12:45.760]  我喜悅你」
[00:12:45.760 --> 00:12:49.760]  就是當耶穌在這個水裏一上來的時候
[00:12:49.760 --> 00:12:50.760]  天為他而開
[00:12:50.760 --> 00:12:54.520]  聖靈將甲子降在他身上
[00:12:54.520 --> 00:12:57.040]  而天上有聲音說
[00:12:57.040 --> 00:12:58.280]  「你是我的愛子
[00:12:58.280 --> 00:12:59.880]  我喜悅你」
[00:12:59.880 --> 00:13:06.880]  這是天父對耶穌身份的絕對肯定
[00:13:06.880 --> 00:13:12.960]  這份肯定能夠驅走我們很多的懷疑和不安
[00:13:12.960 --> 00:13:15.720]  今天我們需要知道我們自己是甚麼身份
[00:13:15.720 --> 00:13:16.800]  在世活著
[00:13:16.800 --> 00:13:18.600]  我是誰的家人
[00:13:18.600 --> 00:13:21.200]  我是他的孩子兒女
[00:13:21.200 --> 00:13:23.200]  我們在這個群體當中有一個崗位
[00:13:23.200 --> 00:13:24.320]  我有一個身份
[00:13:24.320 --> 00:13:26.720]  可以知道我應該要做些甚麼
[00:13:26.720 --> 00:13:31.760]  或者我應該會有些甚麼的對待
[00:13:31.760 --> 00:13:38.560]  在這裏我們看見這句說話
[00:13:38.560 --> 00:13:40.120]  是有兩個的意義
[00:13:40.120 --> 00:13:43.400]  有兩個身份的涵義
[00:13:43.400 --> 00:13:44.360]  第一
[00:13:44.360 --> 00:13:47.320]  受洗是告訴我們我們成為神的兒女
[00:13:47.320 --> 00:13:48.160]  第二
[00:13:48.160 --> 00:13:51.680]  告訴我們我們是神自己的僕人
[00:13:51.680 --> 00:13:53.520]  「你是我的愛子」
[00:13:53.520 --> 00:13:57.440]  這個是來自詩篇第二篇第七節裏面所講
[00:13:57.440 --> 00:14:01.160]  耶穌基督是榮耀的君王
[00:14:01.160 --> 00:14:02.680]  而裏面亦都提到
[00:14:02.680 --> 00:14:05.000]  耶穌是神自己的愛子
[00:14:05.000 --> 00:14:05.680]  裏面這樣說
[00:14:05.680 --> 00:14:07.520]  「要傳耶和華的聖旨
[00:14:07.520 --> 00:14:08.160]  他對我說
[00:14:08.160 --> 00:14:09.080]  你是我的兒子
[00:14:09.080 --> 00:14:10.440]  我今日生了你」
[00:14:10.440 --> 00:14:13.840]  是講到耶穌是榮耀的神的獨子
[00:14:13.840 --> 00:14:16.040]  是榮耀的君王
[00:14:16.040 --> 00:14:20.640]  他的身份是叫我們能夠抬起頭來
[00:14:20.640 --> 00:14:21.640]  這個洗是告訴我們
[00:14:21.640 --> 00:14:24.280]  我們每一個歸入他的名下的人
[00:14:24.280 --> 00:14:27.600]  都是有一個榮耀的身份
[00:14:27.600 --> 00:14:31.280]  當然那些未洗禮歸主名的「鼎姊妹」
[00:14:31.280 --> 00:14:34.120]  我們都稱為「弟兄姊妹」
[00:14:34.120 --> 00:14:34.960]  我不是說「未洗禮」
[00:14:34.960 --> 00:14:35.680]  就不是「鼎姊妹」
[00:14:35.680 --> 00:14:36.520]  不是
[00:14:36.520 --> 00:14:37.920]  因為他信了主
[00:14:37.920 --> 00:14:38.760]  他是「鼎姊妹」
[00:14:38.760 --> 00:14:42.400]  但是這個洗禮是確實將這個事實
[00:14:42.400 --> 00:14:45.920]  證明了出來
[00:14:45.920 --> 00:14:47.080]  受洗加入教會
[00:14:47.080 --> 00:14:49.680]  受洗亦都好像剛才殷牧師提及
[00:14:49.680 --> 00:14:51.520]  受洗是加入教會
[00:14:51.520 --> 00:14:53.360]  我們彼此是神的兒女
[00:14:53.360 --> 00:14:56.160]  彼此是一個家庭
[00:14:56.160 --> 00:14:57.960]  加入教會代表了甚麼呢?
[00:14:57.960 --> 00:15:00.600]  代表了你願意毀身在這個地方裏面
[00:15:00.600 --> 00:15:01.760]  就好像我們結婚
[00:15:01.760 --> 00:15:03.120]  代表了甚麼?
[00:15:03.120 --> 00:15:05.320]  代表了你毀身在這個人
[00:15:05.320 --> 00:15:08.360]  你所娶或嫁的人身上
[00:15:08.360 --> 00:15:10.600]  或者毀身在婚姻裏面
[00:15:10.600 --> 00:15:11.600]  你毀身在教會裏面
[00:15:11.600 --> 00:15:13.200]  你就是認定這班人
[00:15:13.200 --> 00:15:14.400]  無論這班人是怎樣
[00:15:14.400 --> 00:15:15.320]  或者有沒有瑕疵
[00:15:15.320 --> 00:15:16.560]  或者完不完美
[00:15:16.560 --> 00:15:18.360]  或者有多少個人
[00:15:18.360 --> 00:15:20.360]  我就是要毀身在這個群體當中
[00:15:20.360 --> 00:15:22.840]  去學習耶穌教我們的甚麼呢?
[00:15:22.840 --> 00:15:25.360]  彼此相愛
[00:15:25.360 --> 00:15:27.200]  可能遇到不同的意見
[00:15:27.200 --> 00:15:28.520]  可能遇到一些
[00:15:28.520 --> 00:15:30.880]  我們甚或有一些衝突
[00:15:30.880 --> 00:15:33.800]  但是我願意毀身在這個群體裏面
[00:15:33.800 --> 00:15:34.960]  這個是我的家
[00:15:34.960 --> 00:15:40.160]  我要去和他好好處理我和他的關係
[00:15:40.160 --> 00:15:42.520]  所以我們受洗加入這個教會裏面
[00:15:42.520 --> 00:15:44.840]  我們要將我們的信仰實踐出來
[00:15:44.840 --> 00:15:45.680]  我們就要找一些
[00:15:45.680 --> 00:15:48.760]  如果我們同心同哭同行的弟兄姊妹
[00:15:48.760 --> 00:15:51.080]  並且一同去笑的群體
[00:15:51.080 --> 00:15:52.960]  去實踐這個信仰
[00:15:52.960 --> 00:15:54.880]  教會就是我們受洗之後
[00:15:54.880 --> 00:16:00.200]  要去實踐信仰的一個群體
[00:16:00.200 --> 00:16:03.640]  很喜歡建制作家裏面有一個姐妹
[00:16:03.640 --> 00:16:07.520]  她說她的見證最後一句
[00:16:07.520 --> 00:16:09.200]  她說當我受洗之後
[00:16:09.200 --> 00:16:11.120]  我有這樣的心願
[00:16:11.120 --> 00:16:12.920]  轉眼間已經九年
[00:16:12.920 --> 00:16:15.560]  我決定正式加入豐盛家
[00:16:15.560 --> 00:16:18.160]  願跟孩子們在神的眷顧下
[00:16:18.160 --> 00:16:20.480]  繼續在豐盛家成長
[00:16:20.480 --> 00:16:25.600]  一同走下去
[00:16:25.600 --> 00:16:28.080]  第二個身份是我們成為神的僕人
[00:16:28.080 --> 00:16:29.800]  「你是我的愛子,我喜悅你」
[00:16:29.800 --> 00:16:31.320]  「我喜悅你」這句說話
[00:16:31.320 --> 00:16:36.120]  是來自以賽亞書第四十二章第一節
[00:16:36.120 --> 00:16:36.880]  裏面怎樣說呢?
[00:16:36.880 --> 00:16:38.520]  他說「看!我的僕人
[00:16:38.520 --> 00:16:42.120]  我所扶持、所揀選、心裏所喜悅的
[00:16:42.120 --> 00:16:43.880]  我要將我的靈賜給他
[00:16:43.880 --> 00:16:50.360]  我必將功利傳給萬邦」
[00:16:50.360 --> 00:16:54.760]  耶穌洗禮之後是怎樣的?
[00:16:54.760 --> 00:16:55.800]  耶穌洗禮之後
[00:16:55.800 --> 00:16:57.840]  祂開展祂的事工
[00:16:57.840 --> 00:17:02.680]  但是祂是否平安喜樂就過了一生呢?
[00:17:02.680 --> 00:17:04.360]  耶穌洗禮之後就去到曠野
[00:17:04.360 --> 00:17:08.320]  面對人性裏面不信服的試探
[00:17:08.320 --> 00:17:10.200]  祂洗禮之後
[00:17:10.200 --> 00:17:12.120]  祂就開展祂的事工
[00:17:12.120 --> 00:17:16.120]  去到曠野裏面和很多窮坑逼窮的人一起
[00:17:16.120 --> 00:17:20.120]  和很多在社會裏面被排他的人一起
[00:17:20.120 --> 00:17:25.240]  去和那些人三年多單獨瞞逃
[00:17:25.240 --> 00:17:28.040]  所以這個僕人是一個受苦的僕人
[00:17:28.040 --> 00:17:30.800]  最後他還要死在十字架上
[00:17:30.800 --> 00:17:33.160]  耶穌呼召那些洗禮的人
[00:17:33.160 --> 00:17:35.000]  與他聯合的時候
[00:17:35.000 --> 00:17:36.640]  去好像他一樣
[00:17:36.640 --> 00:17:39.680]  成為一個背起十字架跟從他的人
[00:17:39.680 --> 00:17:44.400]  作為一個受苦的僕人
[00:17:44.400 --> 00:17:46.680]  所以今天我們受洗歸主明
[00:17:46.680 --> 00:17:50.520]  無論我們過去已經受洗了多少年
[00:17:50.520 --> 00:17:53.560]  或者今天剛剛是一個新鮮人
[00:17:53.560 --> 00:17:57.480]  我們都是神榮耀的孩子
[00:17:57.480 --> 00:18:00.320]  是祂的僕人
[00:18:00.320 --> 00:18:03.160]  但是洗禮不是基督徒生活的一個結束
[00:18:03.160 --> 00:18:04.240]  但是只是一個開始
[00:18:04.240 --> 00:18:06.960]  就好像婚禮不是一個戀愛的墳墓
[00:18:06.960 --> 00:18:08.120]  好像我結婚十八年
[00:18:08.120 --> 00:18:11.080]  現在還是這麼開心
[00:18:11.080 --> 00:18:16.840]  那是婚姻生活裏面更加將愛去實踐
[00:18:16.840 --> 00:18:18.560]  他主耶穌從四呼音
[00:18:18.560 --> 00:18:20.000]  祂是奉受洗
