
[00:00:00.000 --> 00:00:03.320]  這篇23篇被稱為「金詩」
[00:04:49.580 --> 00:04:52.460]  你更加會得到權柄
[00:04:52.460 --> 00:04:53.980]  這個權柄是甚麼呢?
[00:04:53.980 --> 00:04:55.560]  留意下半節
[00:04:55.560 --> 00:04:59.560]  他說到「我要把我的教會建造在這盤石上」
[00:04:59.560 --> 00:05:04.120]  「陰間的權柄不能勝過他」
[00:05:04.120 --> 00:05:06.880]  「他」記住
[00:05:06.880 --> 00:05:09.700]  這裡中文是用男性的「他」
[00:05:09.700 --> 00:05:12.860]  但如果你留意到在原文裏面
[00:05:12.860 --> 00:05:15.480]  原來是用女性的「他」
[00:05:15.480 --> 00:05:18.280]  「陰間的權柄不能勝過他」
[00:05:18.280 --> 00:05:20.100]  所以
[00:05:20.100 --> 00:05:24.280]  這個「不能勝過他」絕對不是指彼得
[00:05:24.280 --> 00:05:26.100]  我們要清楚這一點
[00:05:26.100 --> 00:05:29.620]  就是說「陰間的權柄不能勝過彼得」
[00:05:29.620 --> 00:05:31.120]  這個「他」是指甚麼呢?
[00:05:31.120 --> 00:05:32.900]  是指教會
[00:05:32.900 --> 00:05:36.760]  因為教會一向都是用女性的「他」來表達
[00:05:36.760 --> 00:05:37.580]  好了
[00:05:37.580 --> 00:05:41.180]  我們要先了解甚麼是「陰間」
[00:05:41.180 --> 00:05:42.760]  大家想一想
[00:05:42.760 --> 00:05:44.960]  甚麼是「陰間」呢?
[00:05:44.960 --> 00:05:50.300]  「陰間」和「地獄」又有沒有分別呢?
[00:05:50.300 --> 00:05:52.300]  還是是一樣東西呢?
[00:05:52.300 --> 00:05:55.020]  我們中國的傳統就說到
[00:05:55.020 --> 00:05:58.700]  「拉你落去陰曹地府」
[00:05:58.700 --> 00:06:01.660]  「陰曹地府」就是「陰間」
[00:06:01.660 --> 00:06:03.660]  但「陰間」就等於「地獄」
[00:06:03.660 --> 00:06:05.260]  因為地獄有多少層呢?
[00:06:05.260 --> 00:06:07.740]  他們當時說有十八層的
[00:06:07.740 --> 00:06:10.860]  但原來「陰間」和「地獄」
[00:06:10.860 --> 00:06:14.540]  在希伯來語裏面是有分別的
[00:06:14.540 --> 00:06:16.500]  「地獄」這個字
[00:06:16.500 --> 00:06:21.900]  其實是源自一個地方叫「恩怨子谷」
[00:06:21.900 --> 00:06:25.000]  「恩怨子谷」其實在哪裏呢?
[00:06:25.000 --> 00:06:28.380]  其實是很近耶路撒冷的
[00:06:28.380 --> 00:06:31.340]  「地獄」這個字和「恩怨子谷」這個字
[00:06:31.340 --> 00:06:32.980]  是差不多相同的
[00:06:32.980 --> 00:06:37.100]  他們往往用「恩怨子谷」來代表了「地獄」
[00:06:37.100 --> 00:06:38.540]  為甚麼呢?
[00:06:38.540 --> 00:06:41.260]  我們先看《約書一記》第十五章第八節
[00:06:41.260 --> 00:06:44.740]  就看到「恩怨子谷」究竟在哪個地方?
[00:06:44.740 --> 00:06:47.140]  「上到恩怨子谷
[00:06:47.140 --> 00:06:49.380]  貼近耶布斯的南界
[00:06:49.380 --> 00:06:53.260]  又上到恩怨谷西邊的山頂
[00:06:53.260 --> 00:06:56.780]  就是在利弗欽谷極北的邊界」
[00:06:56.780 --> 00:07:00.660]  好了 讀完可能我們都不知道在哪裏 是不是?
[00:07:00.660 --> 00:07:03.420]  原來是在耶布斯的南界
[00:07:03.420 --> 00:07:06.820]  那麼耶布斯在哪裏呢?
[00:07:06.820 --> 00:07:10.240]  只要我一說有去過以色列的
[00:07:10.240 --> 00:07:12.480]  你都會知道在哪裏
[00:07:12.480 --> 00:07:13.780]  就算沒有去過的
[00:07:13.780 --> 00:07:16.640]  你都會想到在哪裏
[00:07:16.640 --> 00:07:19.760]  原來耶布斯就是耶路撒冷
[00:07:19.760 --> 00:07:24.740]  當日大衛要人去到宮取這個地方
[00:07:24.740 --> 00:07:25.940]  耶布斯這個地方
[00:07:25.940 --> 00:07:28.180]  即是說很近耶路撒冷
[00:07:28.180 --> 00:07:32.300]  但這個地方是稱為「污穢之地」
[00:07:32.300 --> 00:07:35.480]  在這裏拆開來說
[00:07:35.480 --> 00:07:41.100]  我們知道聖經絕對不是用天堂去吸引我們
[00:07:41.100 --> 00:07:44.120]  更加不是用地獄去嚇我們
[00:07:44.120 --> 00:07:46.500]  天堂 如果你看《啟示錄》
[00:07:46.500 --> 00:07:48.660]  有講到天堂是怎樣的
[00:07:48.660 --> 00:07:50.500]  如果你發覺好像很差勁
[00:07:50.500 --> 00:07:52.020]  城市設計很差
[00:07:52.020 --> 00:07:53.420]  黃金街、碧玉城
[00:07:53.420 --> 00:07:54.660]  嘩! 搞甚麼?
[00:07:54.660 --> 00:07:56.180]  有很多馬路
[00:07:56.180 --> 00:08:00.620]  其實好像突發戶
[00:08:00.620 --> 00:08:03.820]  在家裏甚麼都要金色
[00:08:03.820 --> 00:08:06.100]  連馬桶都要裝黃金
[00:08:06.100 --> 00:08:08.600]  天堂絕對不是這個意思
[00:08:08.600 --> 00:08:11.860]  因為約翰見到這個異象的時候
[00:08:11.860 --> 00:08:17.240]  他只能用有限的言語去表達天堂的美景
[00:08:17.240 --> 00:08:21.020]  而在當時來說最貴重的是甚麼呢?
[00:08:21.020 --> 00:08:24.080]  就是黃金、碧玉、馬路
[00:08:24.080 --> 00:08:27.320]  所以他只能用這一點來描繪天堂
[00:08:27.320 --> 00:08:31.680]  代表很貴、很貴重、很美、很華美
[00:08:31.680 --> 00:08:36.600]  天堂也有多幾章聖經去講
[00:08:36.600 --> 00:08:37.880]  但是地獄呢?
[00:08:37.880 --> 00:08:41.580]  聖經裏面很少去描繪地獄
[00:08:41.580 --> 00:08:45.060]  絕對不是用地獄來嚇我們
[00:08:45.060 --> 00:08:48.800]  聖經是講到神用祂自己美麗的本性
[00:08:48.800 --> 00:08:50.560]  我們看過《河西亞書》
[00:08:50.560 --> 00:08:52.220]  就是用祂自己美麗的本性
[00:08:52.220 --> 00:08:54.140]  來拼我們歸去為妻
[00:08:54.140 --> 00:08:56.780]  今天更加不是用地獄來嚇我們
[00:08:56.780 --> 00:08:58.500]  耶利米蘇怎麽講呢?
[00:08:58.500 --> 00:09:00.780]  今天我要永遠的愛愛你
[00:09:00.780 --> 00:09:03.820]  我以神的慈愛來吸引你
[00:09:03.820 --> 00:09:05.100]  是用愛吸引我們
[00:09:05.100 --> 00:09:08.280]  我想地獄如果我沒有記錯
[00:09:08.280 --> 00:09:09.780]  只有幾樣東西可以描繪
[00:09:09.780 --> 00:09:11.780]  落在無底坑裏面
[00:09:11.780 --> 00:09:16.100]  然後就有蟲咬著你
[00:09:16.100 --> 00:09:18.100]  有不滅的火燒你
[00:09:18.100 --> 00:09:20.100]  還有是黑暗的
[00:09:20.100 --> 00:09:22.420]  這四樣就是地獄
[00:09:22.420 --> 00:09:24.660]  但是如果你合在一起
[00:09:24.660 --> 00:09:26.300]  又不是很合理
[00:09:26.300 --> 00:09:27.820]  跌在無底坑
[00:09:27.820 --> 00:09:29.280]  無底坑即是沒有底
[00:09:29.280 --> 00:09:31.600]  你永遠都是在跌的
[00:09:31.600 --> 00:09:33.100]  那條蟲怎麽咬你呢?
[00:09:33.100 --> 00:09:35.680]  咬了你一口也不能咬第二口
[00:09:35.680 --> 00:09:37.180]  因為你正在跌下去
[00:09:37.180 --> 00:09:41.080]  但是又有不滅的火燒你
[00:09:41.080 --> 00:09:42.720]  但是又黑暗的
[00:09:42.720 --> 00:09:44.920]  那是不是沒有火光的
[00:09:44.920 --> 00:09:47.700]  即是沒有光的火燒的呢?
[00:09:47.700 --> 00:09:48.980]  不會的
[00:09:48.980 --> 00:09:51.420]  其實原來地獄這個字
[00:09:51.420 --> 00:09:53.420]  就是來自恩怨子谷
[00:09:53.420 --> 00:09:55.420]  是一個很污穢的地方
[00:09:55.420 --> 00:09:57.920]  污穢不是因為有很多垃圾
[00:09:57.920 --> 00:10:00.900]  而是因為他們竟然在這個山谷裏面
[00:10:00.900 --> 00:10:02.900]  來污穢
[00:10:02.900 --> 00:10:08.580]  來將自己的兒女當成祭品
[00:10:08.580 --> 00:10:11.580]  將他們來獻祭給他們所拜的神
[00:10:11.580 --> 00:10:15.340]  是將自己的兒女親自殺了
[00:10:15.340 --> 00:10:16.620]  將他們焚燒
[00:10:16.620 --> 00:10:18.140]  特別給摩洛
[00:10:18.140 --> 00:10:23.420]  我們看看《歷代之下》第28章的第三節
[00:10:23.420 --> 00:10:25.920]  《歷代之下》第28章的第三節
[00:10:25.920 --> 00:10:28.820]  並且在恩怨子谷燒香
[00:10:28.820 --> 00:10:30.980]  用火焚燒他的兒女
[00:10:30.980 --> 00:10:32.980]  行夜活化在以色列人
[00:10:32.980 --> 00:10:35.180]  面前所驅逐的外邦人
[00:10:35.180 --> 00:10:36.940]  那可憎的事
[00:10:36.940 --> 00:10:40.800]  原來他們就是在恩怨子谷那裏拜假神
[00:10:40.800 --> 00:10:44.480]  然後甚至將自己親生的孩子
[00:10:44.480 --> 00:10:46.640]  用火來燒
[00:10:46.640 --> 00:10:49.540]  活生生的來帶去燒死
[00:10:49.540 --> 00:10:52.540]  你想想多恐怖
[00:10:52.540 --> 00:10:55.040]  現在宏福縣那裏
[00:10:55.040 --> 00:10:57.040]  一千度高溫
[00:10:57.040 --> 00:10:59.540]  你可否想像到那些熱力
[00:10:59.540 --> 00:11:02.540]  怎樣將那些人來帶去活生生燒死
[00:11:02.540 --> 00:11:06.240]  我很少去做那些桑拿
[00:11:06.240 --> 00:11:08.900]  即是那些熱的蒸汽
[00:11:08.900 --> 00:11:10.540]  當我坐久一點的時候
[00:11:10.540 --> 00:11:11.240]  我就很害怕
[00:11:11.240 --> 00:11:12.540]  因為可能我的信仰
[00:11:12.540 --> 00:11:14.540]  我想第二時在地獄裏面
[00:11:14.540 --> 00:11:15.840]  如果我們不信主的時候
[00:11:15.840 --> 00:11:18.440]  這些火是不斷的燒
[00:11:18.440 --> 00:11:20.440]  如果一個活生生的人
[00:11:20.440 --> 00:11:22.940]  在這麼高溫裏面燒死
[00:11:22.940 --> 00:11:24.440]  那也算了
[00:11:24.440 --> 00:11:26.440]  因為你很快就已經沒有知覺
[00:11:26.440 --> 00:11:28.440]  但如果將來在審判裏面
[00:11:28.440 --> 00:11:30.440]  死了的人
[00:11:30.440 --> 00:11:31.440]  他們都會復活的
[00:11:31.440 --> 00:11:32.440]  不信都會復活
[00:11:32.440 --> 00:11:33.740]  就面對這個審判
[00:11:33.740 --> 00:11:35.740]  但跟著他就在永恆裏面
[00:11:35.740 --> 00:11:37.040]  面對這個火
[00:11:37.040 --> 00:11:38.540]  是多麼可怕的事
[00:11:38.540 --> 00:11:40.740]  但這班人竟然將自己的兒女
[00:11:40.740 --> 00:11:42.740]  來找火來焚燒
[00:11:42.740 --> 00:11:47.540]  但是這個敬拜的方式
[00:11:47.540 --> 00:11:50.740]  是神特別特別特別地討厭的
[00:11:50.740 --> 00:11:54.740]  當然其實神是很討厭那些拜假神的
[00:11:54.740 --> 00:11:56.240]  但竟然有些人
[00:11:56.240 --> 00:11:57.240]  去拜假神
[00:11:57.240 --> 00:11:58.240]  譬如拜巴力那些
[00:11:58.240 --> 00:11:59.740]  就放縱情慾
[00:11:59.740 --> 00:12:02.240]  但如果拜摩洛這些神
[00:12:02.240 --> 00:12:04.740]  就要將自己的子女來帶去焚燒
[00:12:04.740 --> 00:12:06.740]  這是更加罪上加罪的
[00:12:06.740 --> 00:12:09.740]  所以你留意到
[00:12:09.740 --> 00:12:12.740]  神就一早地來帶去
[00:12:12.740 --> 00:12:14.740]  說到絕對不可以這樣做
[00:12:14.740 --> 00:12:17.740]  我們看看《列王記》第23章第10節
[00:12:17.740 --> 00:12:18.740]  另外一段是記載
[00:12:18.740 --> 00:12:20.740]  他們怎樣來帶去犯錯
[00:12:20.740 --> 00:12:22.740]  所以怎樣因亂之谷
[00:12:22.740 --> 00:12:24.740]  成為污穢的地方
[00:12:24.740 --> 00:12:27.740]  有污穢因亂之谷的陀非特
[00:12:27.740 --> 00:12:30.740]  不許人在那裏使兒女經火
[00:12:30.740 --> 00:12:32.240]  見給摩洛
[00:12:32.240 --> 00:12:34.240]  所以後來就是絕對不讓他們
[00:12:34.240 --> 00:12:35.740]  在因亂之谷裏面
[00:12:35.740 --> 00:12:38.740]  來帶去將他們的兒女獻給假神
[00:12:38.740 --> 00:12:41.740]  所以很可悲
[00:12:41.740 --> 00:12:42.740]  還有一個原因
[00:12:42.740 --> 00:12:44.740]  為甚麼有不滅的火呢?
[00:12:44.740 --> 00:12:46.740]  因亂之谷就是污穢
[00:12:46.740 --> 00:12:48.740]  是神審判的地方
[00:12:48.740 --> 00:12:51.740]  而除了他們拿這些地方來帶去獻祭
[00:12:51.740 --> 00:12:54.740]  自己的兒女給火焚燒之外
[00:12:54.740 --> 00:12:57.740]  還有就是他們會將城裏面的垃圾
[00:12:57.740 --> 00:12:59.740]  來帶去送出來
[00:12:59.740 --> 00:13:02.740]  在另外一邊來找火焚燒
[00:13:02.740 --> 00:13:06.740]  因為那時沒有垃圾焚化爐
[00:13:06.740 --> 00:13:10.740]  我們那時在香港都有垃圾的焚化爐
[00:13:10.740 --> 00:13:12.740]  將那些垃圾去焚燒
[00:13:12.740 --> 00:13:14.740]  現在叫堆填區
[00:13:14.740 --> 00:13:16.740]  因為有很多的垃圾
[00:13:16.740 --> 00:13:18.740]  所以那些火永遠不熄滅
[00:13:18.740 --> 00:13:20.740]  所以甚麼叫地獄呢?
[00:13:20.740 --> 00:13:24.740]  地獄就是死了的人要面對
[00:13:24.740 --> 00:13:26.740]  他們那時是土葬的
[00:13:26.740 --> 00:13:28.740]  所以就會有蟲咬他們
[00:13:28.740 --> 00:13:32.740]  所以有蟲子咬在地獄裏面
[00:13:32.740 --> 00:13:34.740]  有不滅的火
[00:13:34.740 --> 00:13:36.740]  就是因亂止谷
[00:13:36.740 --> 00:13:38.740]  他們除了用火焚燒自己的孩子
[00:13:38.740 --> 00:13:40.740]  就是不斷地燒垃圾
[00:13:40.740 --> 00:13:42.740]  所以這些火
[00:13:42.740 --> 00:13:43.740]  因為垃圾很多
[00:13:43.740 --> 00:13:44.740]  永遠不會熄滅的
[00:13:44.740 --> 00:13:46.740]  神是光的
[00:13:46.740 --> 00:13:48.740]  所以神是不會在當中的
[00:13:48.740 --> 00:13:50.740]  所以就是黑暗
[00:13:50.740 --> 00:13:52.740]  落在無底坑的意思
[00:13:52.740 --> 00:13:54.740]  永恆地去面對
[00:13:54.740 --> 00:13:57.740]  事實上地獄都有火
[00:13:57.740 --> 00:14:02.740]  就是神往往用火作為一個審判
[00:14:02.740 --> 00:14:06.740]  我們看看《生命記》32章第22節
[00:14:06.740 --> 00:14:09.740]  因為在我腦中有火燒起
[00:14:09.740 --> 00:14:11.740]  直燒到極深的陰間
[00:14:11.740 --> 00:14:14.740]  把地和地的出產盡都焚燒
[00:14:14.740 --> 00:14:16.740]  沙的根基也燒著了
[00:14:16.740 --> 00:14:18.740]  一會兒我們會看到陰間
[00:14:18.740 --> 00:14:22.740]  你會留意到是直燒到極深的陰間
[00:14:22.740 --> 00:14:24.740]  如果我們記得的時候
[00:14:24.740 --> 00:14:26.740]  人類不斷犯罪
[00:14:26.740 --> 00:14:28.740]  阿彌陀佛很難受
[00:14:28.740 --> 00:14:31.740]  其實給機會人類去悔改的
[00:14:31.740 --> 00:14:35.740]  記得第一次神用甚麼來滅這個世界嗎?
[00:14:35.740 --> 00:14:37.740]  世界不是兩個城市
[00:14:37.740 --> 00:14:38.740]  如果是兩個城市
[00:14:38.740 --> 00:14:40.740]  就是索多瑪和摩拉用火
[00:14:40.740 --> 00:14:44.740]  但後來神就用洪水滅了這個世界
[00:14:44.740 --> 00:14:47.740]  但後來神和羅亞納約
[00:14:47.740 --> 00:14:50.740]  說我以後不會再用洪水來滅這個世界了
[00:14:50.740 --> 00:14:54.740]  但接著神其實怎樣來審判這個世界呢?
[00:14:54.740 --> 00:14:56.740]  就是用火去焚燒
[00:14:56.740 --> 00:14:58.740]  在彼得的書信裏
[00:14:58.740 --> 00:15:01.740]  一聲巨響 所有的物質
[00:15:01.740 --> 00:15:04.740]  原來原文的意識融化了
[00:15:04.740 --> 00:15:07.740]  融化了 燒融了
[00:15:07.740 --> 00:15:10.740]  這個時候就很重要
[00:15:10.740 --> 00:15:13.740]  在這裏我又想起一個
[00:15:13.740 --> 00:15:15.740]  其實不應該在這個時候說的
[00:15:15.740 --> 00:15:18.740]  一個很特別的感受
[00:15:18.740 --> 00:15:22.740]  我以往在大埔平壤堂有位同工
[00:15:22.740 --> 00:15:25.740]  他都已經退休了 比我還早退休
[00:15:25.740 --> 00:15:27.740]  他的丈夫離開了世界
[00:15:27.740 --> 00:15:31.740]  但他的丈夫沒有回我們教會
[00:15:31.740 --> 00:15:33.740]  但他邀請我負責他的安息禮
[00:15:33.740 --> 00:15:36.740]  幸好我看了那個程序表
[00:15:36.740 --> 00:15:38.740]  為甚麼呢?
[00:15:38.740 --> 00:15:41.740]  因為我看完之後竟然在笑
[00:15:41.740 --> 00:15:44.740]  她丈夫的名字叫「熔佐」
[00:15:44.740 --> 00:15:47.740]  孔融的「融」 佐敦道的「佐」
[00:15:47.740 --> 00:15:50.740]  不過他姓蕭的 就叫蕭融佐
[00:15:50.740 --> 00:15:53.740]  我想他爸爸做甚麼都會改這個名字
[00:15:53.740 --> 00:15:57.740]  你想想原來聖經說到將來這個世界是燒融的
[00:15:57.740 --> 00:15:59.740]  是融化了的
[00:15:59.740 --> 00:16:01.740]  火代表神的審判
[00:16:01.740 --> 00:16:05.740]  事實上在新約裏面都有這個觀念
[00:16:05.740 --> 00:16:07.740]  我們很熟悉的了
[00:16:07.740 --> 00:16:09.740]  在《瑪利歐》25章第41節
[00:16:09.740 --> 00:16:15.740]  講到王要分一些良善和惡的人
[00:16:15.740 --> 00:16:19.740]  良善的就得到神從創世之先
[00:16:19.740 --> 00:16:22.740]  已經為他預備的地方
[00:16:22.740 --> 00:16:24.740]  但是刑罰是怎樣呢?
[00:16:24.740 --> 00:16:27.740]  我們看看《瑪利歐》25章第41節
[00:16:27.740 --> 00:16:29.740]  「王又要向那左邊一說:
[00:16:29.740 --> 00:16:32.740]  『你們這被咒咒的人,離開我,
[00:16:32.740 --> 00:16:37.740]  進入那為魔鬼和他的使者所預備的永火裡去』」
[00:16:37.740 --> 00:16:39.740]  有沒有留意到是永火
[00:16:39.740 --> 00:16:41.740]  永遠不熄滅的火
[00:16:41.740 --> 00:16:45.740]  所以地獄就是代表了神的審判
[00:16:45.740 --> 00:16:48.740]  人們在這個永遠的審判當中
[00:16:48.740 --> 00:16:50.740]  火就是來刑罰他們
[00:16:50.740 --> 00:16:53.740]  啟示錄就是聖經最後一本書
[00:16:53.740 --> 00:16:57.740]  更加很清晰的講出了這個刑罰
[00:16:57.740 --> 00:16:59.740]  啟示錄第20章第10節
[00:16:59.740 --> 00:17:04.740]  「那謎說他們的魔鬼被困在流亡的火湖裡
[00:17:04.740 --> 00:17:07.740]  就是受和假先知所在的地方
[00:17:07.740 --> 00:17:11.740]  他們必晝夜受痛苦直到永永遠遠」
[00:17:11.740 --> 00:17:14.740]  魔鬼和他的跟隨者
[00:17:14.740 --> 00:17:18.740]  全部要落在這個永遠的火湖裏面
[00:17:18.740 --> 00:17:20.740]  這讓我們看到甚麼是陰間
[00:17:20.740 --> 00:17:26.740]  顯示到今天最終的審判是很嚴厲
[00:17:26.740 --> 00:17:28.740]  所以我們絕對不可以輕忽
[00:17:28.740 --> 00:17:29.740]  不可以隨便
[00:17:29.740 --> 00:17:32.740]  免得我們陷入這個懲罰當中
[00:17:32.740 --> 00:17:35.740]  我們解釋了甚麼是地獄
[00:17:35.740 --> 00:17:38.740]  接著我們會看甚麼是陰間
[00:17:38.740 --> 00:17:40.740]  陰間是甚麼回事呢?
[00:17:40.740 --> 00:17:44.740]  其實陰間和地獄在猶太人的觀念裏面
[00:17:44.740 --> 00:17:46.740]  兩者是不同的
[00:17:46.740 --> 00:17:47.740]  是分開的
[00:17:47.740 --> 00:17:48.740]  陰間是甚麼呢?
[00:17:48.740 --> 00:17:50.740]  是死了的人
[00:17:50.740 --> 00:17:54.740]  他們的住處是在下界裏面
[00:17:54.740 --> 00:17:57.740]  這個字包含了有墳墓
[00:17:57.740 --> 00:17:59.740]  有地府
[00:17:59.740 --> 00:18:01.740]  和死亡的狀態
[00:18:01.740 --> 00:18:02.740]  這些觀念
[00:18:02.740 --> 00:18:06.740]  古代近東一帶都有類似的信念
[00:18:06.740 --> 00:18:12.740]  描述死了的人會落到地下一個領域裏面
[00:18:12.740 --> 00:18:17.740]  這些領域都有他們的神來掌管
[00:18:17.740 --> 00:18:21.740]  現在也有人有這樣的信念
[00:18:21.740 --> 00:18:25.740]  香港人和中國人相信地獄是誰來管的呢?
[00:18:25.740 --> 00:18:27.740]  是閻羅王管的
[00:18:27.740 --> 00:18:29.740]  閻羅王是管地獄的
[00:18:29.740 --> 00:18:33.740]  土地是管你家門口的
