
[00:00:00.000 --> 00:00:04.320]  首先多謝林牧師邀請我來到大家當中
[00:02:49.320 --> 00:02:50.720]  不能去旅行
[00:02:50.720 --> 00:02:53.320]  放假那邊的假期不能用
[00:02:53.320 --> 00:02:59.320]  就好像要在香港找旅遊地點
[00:02:59.320 --> 00:03:01.120]  不僅如此
[00:03:01.120 --> 00:03:05.320]  其實各行各業都受到或多或少的牽連
[00:03:05.320 --> 00:03:08.520]  社會經濟大受影響
[00:03:08.520 --> 00:03:10.720]  在去年七月公佈失業率
[00:03:10.720 --> 00:03:13.120]  其實是去到6.2%
[00:03:13.120 --> 00:03:15.720]  創了15年來的新高
[00:03:15.720 --> 00:03:17.320]  在去年七月
[00:03:17.320 --> 00:03:23.520]  我不知道去到去年年底的情況會是怎樣
[00:03:23.520 --> 00:03:27.120]  還有香港的政治氣候急速的轉變
[00:03:27.120 --> 00:03:29.120]  訂立香港的國安法
[00:03:29.120 --> 00:03:31.720]  立刻行使這個法案
[00:03:31.720 --> 00:03:35.320]  對相關不合法的人士進行拘捕
[00:03:35.320 --> 00:03:37.920]  檢控 聆訊 判刑
[00:03:37.920 --> 00:03:41.520]  也有很多因為2019年參與社會運動的人
[00:03:41.520 --> 00:03:43.520]  也在等候聆訊
[00:03:43.520 --> 00:03:47.720]  或者已經經過審訊之後被判定罪
[00:03:47.720 --> 00:03:51.720]  雖然也有些是無罪釋放的
[00:03:51.720 --> 00:03:54.320]  即使是這樣
[00:03:54.320 --> 00:03:58.920]  我們都知道凡事被判刑是罪有應得
[00:03:58.920 --> 00:04:01.520]  但當我們聽到一年裏面
[00:04:01.520 --> 00:04:03.720]  有這麼多這樣的事情
[00:04:03.720 --> 00:04:06.920]  我們真的都感覺到很傷感
[00:04:06.920 --> 00:04:10.120]  所以難怪網民會用「慘」
[00:04:10.120 --> 00:04:11.520]  會用「悲」
[00:04:11.520 --> 00:04:14.920]  甚至會用「怒」來形容2020年
[00:04:14.920 --> 00:04:17.520]  其實我覺得這幾個字眼都不是很正面
[00:04:17.520 --> 00:04:21.920]  但這也是很真實和很坦白的感受
[00:04:21.920 --> 00:04:26.120]  對我來說我會用一個什麼字眼來形容2020年呢
[00:04:26.120 --> 00:04:29.120]  我也是用了一些很信仰的色彩字眼
[00:04:29.120 --> 00:04:33.120]  就是我用「感恩」來總結了2020年
[00:04:33.120 --> 00:04:37.720]  雖然香港和世界都經歷了很多的不安
[00:04:37.720 --> 00:04:39.720]  其實因為我是教會的幕會
[00:04:39.720 --> 00:04:43.120]  我都很感恩教會仍然有一班
[00:04:43.120 --> 00:04:46.920]  仍然能夠成為弟兄姊妹的避風港
[00:04:46.920 --> 00:04:51.520]  但突如其來這個疫情裏面
[00:04:51.520 --> 00:04:55.720]  教會的弟兄姊妹仍然願意去尋求突破
[00:04:55.720 --> 00:04:58.320]  我們教會是一個小的堂會
[00:04:58.320 --> 00:05:01.720]  但我們都能夠繼續有直播崇拜
[00:05:01.720 --> 00:05:05.320]  我們又試過在網絡上去教聖經
[00:05:05.320 --> 00:05:09.120]  又肯拍片給兒童主一學
[00:05:09.120 --> 00:05:12.720]  又願意去嘗試透過網絡會議
[00:05:12.720 --> 00:05:14.920]  團契、祈禱會
[00:05:14.920 --> 00:05:19.320]  最近就試了兒童主一學
[00:05:19.320 --> 00:05:23.320]  不要想著一間小堂會做這些是容易的事
[00:05:23.320 --> 00:05:25.720]  因為我們不只是一間小堂會
[00:05:25.720 --> 00:05:29.520]  我們還是一班年長者
[00:05:29.520 --> 00:05:33.520]  年紀比較大的弟兄姊妹比較多的教會
[00:05:33.520 --> 00:05:34.520]  其實我很感恩
[00:05:34.520 --> 00:05:38.320]  因為弟兄姊妹能夠離開自己的安書區
[00:05:38.320 --> 00:05:43.920]  要一些六十歲以上的弟兄姊妹去學網絡
[00:05:43.920 --> 00:05:46.120]  其實真的不是一件容易的事
[00:05:46.120 --> 00:05:49.120]  但他們會這樣去努力配合教會
[00:05:49.120 --> 00:05:51.320]  真的很值得感恩
[00:05:51.320 --> 00:05:53.320]  面對這個世紀疫情
[00:05:53.320 --> 00:05:56.320]  不知道你會有甚麼體會
[00:05:56.320 --> 00:05:58.920]  約翰福音一章第十六節提醒我們
[00:05:58.920 --> 00:06:03.720]  我們都是從他豐滿的恩典中得到領受
[00:06:03.720 --> 00:06:07.520]  而且是恩上加恩的人
[00:06:07.520 --> 00:06:09.520]  所以我們不要忘記
[00:06:09.520 --> 00:06:13.520]  這份恩典在你的生命裏
[00:06:13.520 --> 00:06:16.720]  是要產生關鍵性的影響力
[00:06:16.720 --> 00:06:18.520]  在我們的生命裏
[00:06:18.520 --> 00:06:21.720]  是要產生關鍵性的影響力
[00:06:21.720 --> 00:06:24.520]  約翰福音一章的一至十八節
[00:06:24.520 --> 00:06:28.120]  其實是這本約翰福音書裏的序言
[00:06:28.120 --> 00:06:32.320]  它的序言跟另外三本福音書很不同
[00:06:32.320 --> 00:06:36.720]  約翰用了「太初」這個詞來開始
[00:06:36.720 --> 00:06:41.920]  表示要說的東西跟其他三本福音書很不同
[00:06:41.920 --> 00:06:43.720]  因為另外三本福音書
[00:06:43.720 --> 00:06:46.520]  他們都是開始用耶穌的家庭
[00:06:46.520 --> 00:06:49.720]  或者耶穌的出世來做開始
[00:06:49.720 --> 00:06:55.120]  但約翰偏偏用「太初」作為開始
[00:06:55.120 --> 00:06:59.720]  正是想跟舊約創世紀的「起初」
[00:06:59.720 --> 00:07:02.920]  可以說是做一個回音
[00:07:02.920 --> 00:07:07.920]  創世紀記載起初上帝創造天地
[00:07:07.920 --> 00:07:12.120]  約翰宣告「太初有道」
[00:07:12.120 --> 00:07:15.520]  這個道在太初已經有了
[00:07:15.520 --> 00:07:18.920]  道跟上帝同在
[00:07:18.920 --> 00:07:23.720]  當上帝在太初創造世界的時候
[00:07:23.720 --> 00:07:25.720]  道就已經存在了
[00:07:25.720 --> 00:07:30.320]  上帝也藉著這個道去創造萬有
[00:07:30.320 --> 00:07:35.920]  也就是說這個道成為了一個宗教的身份
[00:07:35.920 --> 00:07:41.120]  跟上帝一起去創造世界
[00:07:41.120 --> 00:07:43.920]  道是它的本身
[00:07:43.920 --> 00:07:46.120]  就是上帝
[00:07:46.120 --> 00:07:51.120]  現在這個道成了肉身
[00:07:51.120 --> 00:07:53.720]  這個道成了肉身
[00:07:53.720 --> 00:07:56.120]  出現在人類的面前
[00:07:56.120 --> 00:07:58.520]  它的名字就是耶穌
[00:07:58.520 --> 00:08:00.720]  耶穌作為一個真實的人
[00:08:00.720 --> 00:08:05.320]  祂有一個特定的時空去生活和工作
[00:08:05.320 --> 00:08:08.720]  那個時空就是第一世紀的以色列
[00:08:08.720 --> 00:08:12.320]  上帝就是要藉著耶穌
[00:08:12.320 --> 00:08:16.520]  將因典和真理帶到世界
[00:08:16.520 --> 00:08:18.720]  約翰福音很強調
[00:08:18.720 --> 00:08:21.920]  耶穌這種雙重的身份
[00:08:21.920 --> 00:08:24.120]  祂是太初的道
[00:08:24.120 --> 00:08:29.120]  也是成為肉身的道
[00:08:29.120 --> 00:08:32.920]  今天我們讀到的第十節至第十八節經文
[00:08:32.920 --> 00:08:35.720]  可以分成兩個段落
[00:08:35.720 --> 00:08:38.920]  第一個段落是第十至第十四節
[00:08:38.920 --> 00:08:41.520]  它提到祂來到這個世界
[00:08:41.520 --> 00:08:45.320]  雖然這個世界是由祂藉著祂做
[00:08:45.320 --> 00:08:49.120]  但是這個世界的人竟然不認識祂
[00:08:49.120 --> 00:08:53.320]  甚至連祂自己人都不接待祂
[00:08:53.320 --> 00:08:56.920]  所以它說凡接待祂的就是相信祂的人
[00:08:56.920 --> 00:09:00.120]  祂就會賜給他們權柄
[00:09:00.120 --> 00:09:03.320]  權柄做什麼呢?是做上帝的兒女
[00:09:03.320 --> 00:09:06.920]  它說這種人不是按著血統
[00:09:06.920 --> 00:09:08.720]  也不是按著情慾
[00:09:08.720 --> 00:09:11.320]  也不是因為人的意願去生
[00:09:11.320 --> 00:09:14.520]  而是因為由上帝生的
[00:09:14.520 --> 00:09:18.720]  第十四節是這段經文很重要的一節
[00:09:18.720 --> 00:09:21.120]  它提到道成為肉身
[00:09:21.120 --> 00:09:23.120]  要住在我們當中
[00:09:23.120 --> 00:09:25.720]  充滿著因典和真理
[00:09:25.720 --> 00:09:28.720]  這是我們看見祂的榮光
[00:09:28.720 --> 00:09:32.520]  正是複讀生子的榮光
[00:09:32.520 --> 00:09:35.120]  而另外一段是十五至十八節
[00:09:35.120 --> 00:09:39.520]  它提到師弟約翰再一次確認
[00:09:39.520 --> 00:09:41.520]  耶穌是那個真光
[00:09:41.520 --> 00:09:43.520]  是祂之前所說過
[00:09:43.520 --> 00:09:47.920]  是在祂自己之後來要比祂更加偉大那個
[00:09:47.920 --> 00:09:54.520]  因為耶穌比約翰更加早存在了
[00:09:54.520 --> 00:09:58.720]  我們在耶穌裡面得到這種豐盛的因典
[00:09:58.720 --> 00:10:00.120]  也領受到
[00:10:00.120 --> 00:10:04.520]  以致我們能夠在因典上欣賞佳音
[00:10:04.520 --> 00:10:06.520]  這段經文告訴我們
[00:10:06.520 --> 00:10:09.520]  上帝只是藉摩西頒佈律法
[00:10:09.520 --> 00:10:11.920]  但上帝是藉耶穌基督
[00:10:11.920 --> 00:10:15.920]  將因典和真理帶到世界
[00:10:15.920 --> 00:10:21.320]  耶穌也將上帝向人啟示
[00:10:21.320 --> 00:10:27.320]  所以我們都是一群蒙上帝因典的人
[00:10:27.320 --> 00:10:30.920]  說完一些好像很難理解的東西之後
[00:10:30.920 --> 00:10:32.520]  我們就要問
[00:10:32.520 --> 00:10:35.720]  如果我們都是一群領受上帝因典的人
[00:10:35.720 --> 00:10:38.120]  那因典是甚麼
[00:10:38.120 --> 00:10:40.720]  因典是甚麼
[00:10:40.720 --> 00:10:45.520]  因典其實我們一直說是從上帝裡面來
[00:10:45.520 --> 00:10:50.720]  是上帝給人的那種愛和憐憫
[00:10:50.720 --> 00:10:55.320]  上帝希望我們人人都得到這份因典
[00:10:55.320 --> 00:11:01.120]  不需要我們做甚麼去賺取這個因典
[00:11:01.120 --> 00:11:04.720]  這個因典是伯伯賜予給我們
[00:11:04.720 --> 00:11:09.720]  這個因典就好像上帝要給我們一份免費的禮物
[00:11:09.720 --> 00:11:11.120]  給我們的
[00:11:11.120 --> 00:11:13.520]  但問題是我們都要怎樣呢
[00:11:13.520 --> 00:11:17.120]  我們都要伸手拿去接
[00:11:17.120 --> 00:11:20.120]  我們要回應拿回來
[00:11:20.120 --> 00:11:22.720]  我們才可以拿到這份因典
[00:11:22.720 --> 00:11:26.720]  就是這樣就可以成為上帝的兒女
[00:11:26.720 --> 00:11:28.520]  但若漢方告訴你
[00:11:28.520 --> 00:11:30.720]  他來到這個世界
[00:11:30.720 --> 00:11:33.720]  自己人都不接待他
[00:11:33.720 --> 00:11:37.520]  人怎樣拒絕耶穌呢
[00:11:37.520 --> 00:11:40.720]  當猶太人聽見耶穌說
[00:11:40.720 --> 00:11:44.720]  「我是從天上降下來的娘」
[00:11:44.720 --> 00:11:46.720]  那些人私下怎樣討論呢
[00:11:46.720 --> 00:11:49.920]  他說「這不是約翰的兒子」
[00:11:49.920 --> 00:11:53.920]  他的父母我們都認識
[00:11:53.920 --> 00:11:57.120]  但他竟然這樣說
[00:11:57.120 --> 00:12:00.520]  人不信他 不接待他
[00:12:00.520 --> 00:12:04.120]  之後當耶穌在聖殿裡面教訓人的時候
[00:12:04.120 --> 00:12:07.320]  那些猶太人又怎樣說呢
[00:12:07.320 --> 00:12:09.320]  這個人沒有學過
[00:12:09.320 --> 00:12:12.720]  他怎會懂得說呢
[00:12:12.720 --> 00:12:17.520]  接著當耶穌醫好生來盲眼的人的時候
[00:12:17.520 --> 00:12:22.720]  那些法利塞人又盤問那個盲人和他的父母
[00:12:22.720 --> 00:12:24.320]  他們還說
[00:12:24.320 --> 00:12:28.920]  上帝對摩西的說話是我們知道的
[00:12:28.920 --> 00:12:33.320]  但這個人我們不知道他從哪裡來的
[00:12:33.320 --> 00:12:36.120]  當耶穌對猶太人說
[00:12:36.120 --> 00:12:40.720]  「我是從父顯出許多善事給你們看」
[00:12:40.720 --> 00:12:46.320]  「你們為那件善事去拿石頭打我」
[00:12:46.320 --> 00:12:47.720]  那些猶太人怎樣說呢
[00:12:47.720 --> 00:12:53.120]  他說「我們不是為你所做的善事去拿石頭打你」
[00:12:53.120 --> 00:12:56.120]  「我們是為你講潛望的話」
[00:12:56.120 --> 00:13:02.520]  「為你這個人反將自己當為上帝拿石頭打你」
[00:13:02.520 --> 00:13:05.920]  當時的猶太人 法利塞人就是這樣
[00:13:05.920 --> 00:13:08.320]  拒絕上帝的道
[00:13:08.320 --> 00:13:10.720]  看不見上帝那種榮耀
[00:13:10.720 --> 00:13:16.320]  最後就要將耶穌定罪釘死
[00:13:16.320 --> 00:13:17.920]  親愛的弟兄姊妹
[00:13:17.920 --> 00:13:23.920]  剛才我說恩典是白白地給我們的
[00:13:23.920 --> 00:13:27.120]  聖經裏面說恩典是白白得來
[00:13:27.120 --> 00:13:29.720]  我們也要白白地捨去
[00:13:29.720 --> 00:13:33.520]  我們都是一群蒙上帝恩典的人
[00:13:33.520 --> 00:13:37.920]  這是耶穌在《方書》對門徒的教導
[00:13:37.920 --> 00:13:40.720]  祂說要除走除存
[00:13:40.720 --> 00:13:41.720]  要這樣說
[00:13:41.720 --> 00:13:46.920]  「天國近了 醫治病人 叫死人復活」
[00:13:46.920 --> 00:13:51.720]  「將長大麻風的潔淨把鬼趕出去」
[00:13:51.720 --> 00:13:56.320]  如果我放在今時今日的香港裏面的時候
[00:13:56.320 --> 00:13:58.520]  我會這樣表達
[00:13:58.520 --> 00:14:07.120]  「醫好染了疫症的人 叫活在無望的人得到盼望」
[00:14:07.120 --> 00:14:13.120]  「叫被社會邊緣人士的處境可以有改變」
[00:14:13.120 --> 00:14:20.720]  「將那些憂慮 受煩 在強權政治的趕走」
[00:14:20.720 --> 00:14:24.520]  不但在我們活在上帝的恩典裏面
[00:14:24.520 --> 00:14:29.320]  也讓那些未認識上帝的人同樣有機會
[00:14:29.320 --> 00:14:32.120]  活在上帝的恩典當中
[00:14:32.120 --> 00:14:35.120]  重拾到上帝創造的時候
[00:14:35.120 --> 00:14:39.520]  對人性 對尊嚴和美善
[00:14:39.520 --> 00:14:42.720]  那種應該有的身份
[00:14:42.720 --> 00:14:46.720]  我們要有這個新的眼光去看這個世界
[00:14:46.720 --> 00:14:51.320]  是藉上帝的恩典成為一個新造的人
[00:14:51.320 --> 00:14:54.920]  耶穌不單止帶來恩典
[00:14:54.920 --> 00:14:57.920]  聖經裏面說祂也帶來真理
[00:14:57.920 --> 00:15:00.320]  那什麼是真理呢?
[00:15:00.320 --> 00:15:03.320]  以前有人說「有圖就有真相」
[00:15:03.320 --> 00:15:06.320]  其實有人說這句話的潛台詞就是
[00:15:06.320 --> 00:15:08.320]  「根本不信文字」
[00:15:08.320 --> 00:15:10.120]  「有圖更加重要」
[00:15:10.120 --> 00:15:15.720]  好像在說「影像傳媒就能夠講明一切」
[00:15:15.720 --> 00:15:19.920]  但當我們今時今日面對資訊科技的進步
[00:15:19.920 --> 00:15:25.120]  「有圖有影像」不等於「有真相」
[00:15:25.120 --> 00:15:28.120]  兩者沒有絕對的關係
[00:15:28.120 --> 00:15:31.120]  於是又出現了我們要fact check一些東西
[00:15:31.120 --> 00:15:35.320]  去追溯和檢證一下那些資料來源
[00:15:35.320 --> 00:15:37.720]  去尋找真相
[00:15:37.720 --> 00:15:42.920]  以致我們能夠知道什麼是真 什麼是偽
[00:15:42.920 --> 00:15:45.720]  這是一件不容易的事
[00:15:45.720 --> 00:15:50.720]  《約翰福音》第十八章當比拉多審問耶穌的時候
[00:15:50.720 --> 00:15:54.520]  問祂「祢是王嗎?」
[00:15:54.520 --> 00:15:58.320]  耶穌就說「祢說我是王」
[00:15:58.320 --> 00:16:03.320]  「我為此而生 也為此來到世間」
[00:16:03.320 --> 00:16:08.720]  耶穌沒有正面回答比拉多這句話
[00:16:08.720 --> 00:16:16.520]  之後比拉多在聖經裡代表了一些未信的人說了一句話
[00:16:16.520 --> 00:16:20.520]  「什麼是真理?」
[00:16:20.520 --> 00:16:25.520]  這正正就是我們說耶穌也將真理帶來
[00:16:25.520 --> 00:16:28.520]  然後比拉多三次說出
[00:16:28.520 --> 00:16:33.920]  「我查不出耶穌有什麼罪例」
[00:16:33.920 --> 00:16:38.920]  作為一個王他查不出耶穌有什麼罪例
[00:16:38.920 --> 00:16:40.920]  他就應該釋放祂
[00:16:40.920 --> 00:16:46.320]  但是比拉多放棄了這個可以釋放耶穌的權柄
[00:16:46.320 --> 00:16:49.920]  他選擇了聽取群眾的聲音
[00:16:49.920 --> 00:16:53.120]  最後就將耶穌釘在十字架上
[00:16:53.120 --> 00:16:55.520]  「什麼是真理?」
[00:16:55.520 --> 00:16:58.520]  有人認為真理是主觀的
[00:16:58.520 --> 00:17:02.520]  是個人的偏好 是對世界的見解
[00:17:02.520 --> 00:17:06.120]  或者有些人覺得真理只是集體的判斷
[00:17:06.120 --> 00:17:10.120]  也代表當時文化共識的產物
[00:17:10.120 --> 00:17:15.320]  也有些人根本不相信有真理的存在
[00:17:15.320 --> 00:17:18.520]  那究竟什麼是真理?
[00:17:18.520 --> 00:17:20.920]  《約翰福音》十四章六節
[00:17:20.920 --> 00:17:25.520]  耶穌對門徒宣稱自己是道老真理生命
[00:17:25.520 --> 00:17:29.520]  「若不直著他 沒人能到乎那裡」
[00:17:29.520 --> 00:17:32.520]  即是說耶穌就是真理
[00:17:32.520 --> 00:17:37.920]  意思就是祂的說話 祂所做的事就是真理
[00:17:37.920 --> 00:17:41.320]  耶穌所說過 所做過的就是真理
[00:17:41.320 --> 00:17:42.920]  親愛的弟兄姊妹
[00:17:42.920 --> 00:17:46.920]  在新的一年裏我們真的要勤讀聖經
[00:17:46.920 --> 00:17:50.720]  《約翰福音》十七章十七節告訴你
[00:17:50.720 --> 00:17:53.520]  耶穌向上帝祈求
[00:17:53.520 --> 00:18:00.720]  祈求你用真理使他們成聖 你的道就是真理
[00:18:00.720 --> 00:18:03.520]  讓我們在新的一年裏
[00:18:03.520 --> 00:18:06.320]  願意藉著上帝的話語幫助我們
[00:18:06.320 --> 00:18:08.720]  真的在生命裏成聖
[00:18:08.720 --> 00:18:12.720]  在主裏能夠日漸長大
[00:18:12.720 --> 00:18:15.720]  我們的心意能夠不斷更新
[00:18:15.720 --> 00:18:17.720]  明白上帝的旨意
[00:18:17.720 --> 00:18:21.520]  滿有能力去走未來的每一天
[00:18:21.520 --> 00:18:25.520]  我們不知道二零二一年會有什麼突然發生
[00:18:25.520 --> 00:18:30.720]  就好像我們不知道二零二零年裏有這麼大的疫情一樣
[00:18:30.720 --> 00:18:34.720]  但我們相信我們有主的話語在我們生命裏
[00:18:34.720 --> 00:18:38.520]  我們可以有平安 我們又可以有喜樂
[00:18:38.520 --> 00:18:41.920]  甚至面對這個歪曲叛逆的世代
[00:18:41.920 --> 00:18:44.320]  這個紛亂的世代
[00:18:44.320 --> 00:18:47.920]  疫情多麼猖獗 惡人如何當道
[00:18:47.920 --> 00:18:50.920]  世界如何難以持守真理
[00:18:50.920 --> 00:18:54.120]  但是我們仍然一班信主的人
[00:18:54.120 --> 00:18:59.120]  我們有沒有這個勇氣 有沒有這個膽量
[00:18:59.120 --> 00:19:03.520]  繼續去學習耶穌 活出這個真理
[00:19:03.520 --> 00:19:07.720]  是就說是 不是就說不是
[00:19:07.720 --> 00:19:11.920]  以致我們能夠在我們生活當中彰顯上帝
[00:19:11.920 --> 00:19:14.520]  在新的一年
[00:19:14.520 --> 00:19:17.520]  我盼望與弟兄姊妹彼此的互勉
[00:19:17.520 --> 00:19:19.320]  我們不要忘記
[00:19:19.320 --> 00:19:24.320]  我們都是一群藉著恩典和真理被建立的人
[00:19:24.320 --> 00:19:28.520]  我們要立志將這個百百得來的恩典
[00:19:28.520 --> 00:19:30.720]  要百百的分享出去
[00:19:30.720 --> 00:19:33.520]  更要繼續的持守在真理的上面
[00:19:33.520 --> 00:19:36.520]  作上帝無瑕疵的女兒
[00:19:36.520 --> 00:19:40.120]  像明光這樣照耀這個世代
[00:19:40.120 --> 00:19:42.120]  願主賜福我們
