
[00:00:00.000 --> 00:00:02.360]  你們是特別蒙福的一羣
[00:03:28.540 --> 00:03:30.700]  如果大家知道英國的國歌就是
[00:03:30.700 --> 00:03:33.100]  天佑女王
[00:03:33.100 --> 00:03:35.300]  或者是上帝保佑女王
[00:03:35.300 --> 00:03:37.100]  God Save the Queen
[00:03:37.100 --> 00:03:40.420]  所有人在那個時間都要是肅立的
[00:03:40.420 --> 00:03:42.660]  但是他還在盲目說話
[00:03:42.660 --> 00:03:49.620]  所以尷尬的場面就出現了
[00:03:49.620 --> 00:03:52.220]  對於英國人來說
[00:03:52.220 --> 00:03:55.820]  極端一點的就沒有禮貌
[00:03:55.820 --> 00:03:57.180]  好一點的就覺得
[00:03:57.180 --> 00:03:58.580]  你沒有做好功課
[00:03:58.580 --> 00:04:01.660]  你都不懂得皇家的禮節
[00:04:01.660 --> 00:04:03.140]  事實上
[00:04:03.140 --> 00:04:04.900]  這個是再犯的了
[00:04:04.900 --> 00:04:07.820]  因爲兩年前當他的太太來的時候
[00:04:07.820 --> 00:04:10.860]  同樣在一個皇家的聚會當中
[00:04:10.860 --> 00:04:14.700]  這個Michelle就抱着女王
[00:04:14.700 --> 00:04:16.500]  然後就搭手在肩膀上
[00:04:16.500 --> 00:04:18.420]  像朋友一樣
[00:04:18.420 --> 00:04:21.700]  其實英女王是不可以摸
[00:04:21.700 --> 00:04:22.700]  不可以碰
[00:04:22.700 --> 00:04:25.100]  不可以吻的
[00:04:25.100 --> 00:04:26.060]  爲什麼呢
[00:04:26.060 --> 00:04:28.860]  她是女王來的
[00:04:28.860 --> 00:04:31.020]  這個其實和在中國
[00:04:31.020 --> 00:04:32.060]  或者以前
[00:04:32.060 --> 00:04:34.700]  在羅馬帝國古埃及裏面來說
[00:04:34.700 --> 00:04:37.740]  是軍權神手
[00:04:37.740 --> 00:04:40.260]  所以他的權柄是上帝給他的
[00:04:40.260 --> 00:04:43.860]  所以當他到皇帝的出現
[00:04:43.860 --> 00:04:46.780]  就好像神出現一樣
[00:04:46.780 --> 00:04:49.220]  所以每個人對着英女王的時候
[00:04:49.220 --> 00:04:51.140]  只可以這樣
[00:04:51.140 --> 00:04:53.220]  女士就這樣
[00:04:53.220 --> 00:04:55.100]  男士就鞠躬
[00:04:55.100 --> 00:04:56.740]  不可以碰 不可以摸
[00:04:56.740 --> 00:04:58.180]  如果女王不伸手
[00:04:58.180 --> 00:05:00.820]  你不可以主動跟她握手
[00:05:00.820 --> 00:05:03.540]  這些皇室裏面的禮節
[00:05:03.540 --> 00:05:09.380]  由於有這樣的觀念裏面發展出來
[00:05:09.380 --> 00:05:13.700]  那今天我們來做什麼
[00:05:13.700 --> 00:05:16.020]  今天我們來敬拜上帝
[00:05:16.020 --> 00:05:18.860]  那當我們來敬拜上帝的時候
[00:05:18.860 --> 00:05:20.940]  有沒有一些敬拜上帝的禮節
[00:05:20.940 --> 00:05:21.940]  我們是疏忽了
[00:05:21.940 --> 00:05:24.260]  或者是過濾了
[00:05:24.260 --> 00:05:26.860]  當我們來敬拜上帝的時候
[00:05:26.860 --> 00:05:29.340]  我們有沒有做好功課呢
[00:05:29.340 --> 00:05:30.220]  我們有沒有預備好
[00:05:30.220 --> 00:05:33.660]  我們應該怎麼去敬拜上帝
[00:05:33.660 --> 00:05:35.740]  如果我們在過去幾個禮拜
[00:05:35.740 --> 00:05:39.460]  每個星期一來
[00:05:39.460 --> 00:05:41.180]  我們來敬拜上帝
[00:05:41.180 --> 00:05:43.140]  我們希望在敬拜當中
[00:05:43.140 --> 00:05:45.900]  能夠和上帝相會
[00:05:45.900 --> 00:05:47.580]  法治先生說
[00:05:47.580 --> 00:05:49.260]  我們不僅有上帝同在
[00:05:49.260 --> 00:05:51.380]  我們希望能夠體會到
[00:05:51.380 --> 00:05:53.100]  上帝透過不同的事情
[00:05:53.100 --> 00:05:55.020]  向我們顯現
[00:05:55.020 --> 00:05:57.660]  到底我們應該怎麼去準備我們自己
[00:05:57.660 --> 00:05:59.740]  來敬拜上帝
[00:05:59.740 --> 00:06:00.820]  前幾個禮拜
[00:06:00.820 --> 00:06:02.740]  我首先跟大家分享的時候
[00:06:02.740 --> 00:06:03.900]  我們要祈禱
[00:06:03.900 --> 00:06:05.780]  祈禱能夠見到上帝
[00:06:05.780 --> 00:06:06.940]  很多時候我們來敬拜上帝的時候
[00:06:06.940 --> 00:06:08.900]  沒有這樣的祈禱
[00:06:08.900 --> 00:06:11.780]  要祈求上帝向我們顯現
[00:06:11.780 --> 00:06:13.540]  但是我們可以這樣祈求
[00:06:13.540 --> 00:06:16.060]  但是我們要怎麼準備自己
[00:06:16.060 --> 00:06:18.180]  我們才能夠見到上帝
[00:06:18.180 --> 00:06:20.180]  聽到上帝和我們說話
[00:06:20.180 --> 00:06:21.740]  然後上個禮拜
[00:06:21.740 --> 00:06:22.780]  我們講到
[00:06:22.780 --> 00:06:26.300]  怎麼能夠見到上帝能力的彰顯
[00:06:26.300 --> 00:06:27.540]  上帝透過不同的人
[00:06:27.540 --> 00:06:28.100]  不同的事
[00:06:28.100 --> 00:06:29.180]  不同的管道
[00:06:29.180 --> 00:06:30.220]  讓我們知道
[00:06:30.220 --> 00:06:32.340]  He is here
[00:06:32.340 --> 00:06:33.420]  你有沒有這樣的經驗
[00:06:33.420 --> 00:06:35.340]  有沒有這樣的體會呢
[00:06:35.340 --> 00:06:37.180]  很可惜的是
[00:06:37.180 --> 00:06:38.420]  這些是道理
[00:06:38.420 --> 00:06:40.300]  過去幾個禮拜跟大家講過
[00:06:40.300 --> 00:06:41.940]  但是很多時候
[00:06:41.940 --> 00:06:43.660]  爲什麼我們時時好像
[00:06:43.660 --> 00:06:46.820]  經歷不了這些事情呢
[00:06:46.820 --> 00:06:50.380]  所以今天跟大家講多一個原因
[00:06:50.380 --> 00:06:53.020]  這個原因就是今天跟大家分享一個主題
[00:06:53.020 --> 00:06:54.980]  因爲當你來的時候
[00:06:54.980 --> 00:06:56.580]  我們沒有全人
[00:06:56.580 --> 00:06:58.380]  全心全意
[00:06:58.380 --> 00:07:01.540]  投入在敬拜當中
[00:07:01.540 --> 00:07:03.380]  所以很多時候我們來敬拜
[00:07:03.380 --> 00:07:05.900]  就好像來參加教會的活動
[00:07:05.900 --> 00:07:08.220]  多過來敬拜上帝
[00:07:08.220 --> 00:07:10.060]  我們來教會的時候
[00:07:10.060 --> 00:07:11.060]  特別是星期天來
[00:07:11.060 --> 00:07:13.820]  似乎只是聽聽今天哪個牧師在講道
[00:07:13.820 --> 00:07:15.260]  我們沒有期待着
[00:07:15.260 --> 00:07:16.420]  在敬拜當中
[00:07:16.420 --> 00:07:19.740]  神會跟我們說些什麼
[00:07:19.740 --> 00:07:21.740]  《詩篇》一百篇
[00:07:21.740 --> 00:07:23.660]  是一篇敬拜的詩篇
[00:07:23.660 --> 00:07:25.260]  是清澤詩
[00:07:25.260 --> 00:07:28.140]  也是一篇敬拜的詩歌
[00:07:28.140 --> 00:07:30.820]  因爲在這篇詩篇裏面來說
[00:07:30.820 --> 00:07:36.140]  它向我們顯示出人應該如何去敬拜上帝
[00:07:36.140 --> 00:07:39.780]  才能夠體驗和經歷到上帝的同在
[00:07:39.780 --> 00:07:42.780]  和向我們顯現
[00:07:42.780 --> 00:07:45.740]  我們看看這篇詩篇好不好
[00:07:45.740 --> 00:07:46.500]  《詩篇》一百篇
[00:07:46.500 --> 00:07:47.220]  很短的
[00:07:47.220 --> 00:07:49.500]  五節聖經
[00:07:49.500 --> 00:07:52.700]  我們試一下一起讀讀這五節聖經好不好
[00:07:52.700 --> 00:07:54.660]  《詩篇》第一百篇
[00:07:54.660 --> 00:07:56.780]  第一節到第五節
[00:07:56.780 --> 00:07:58.380]  我們一起讀
[00:07:58.380 --> 00:08:01.180]  普天下當向耶和華歡呼
[00:08:01.180 --> 00:08:04.100]  你們當樂意侍奉耶和華
[00:08:04.100 --> 00:08:06.420]  當來向祂歌唱
[00:08:06.420 --> 00:08:09.340]  你們當曉得耶和華是神
[00:08:09.340 --> 00:08:11.180]  我們是祂做的
[00:08:11.180 --> 00:08:12.820]  也是屬祂的
[00:08:12.820 --> 00:08:14.620]  我們是祂的民
[00:08:14.620 --> 00:08:16.980]  也是祂草場的羊
[00:08:16.980 --> 00:08:19.340]  當清澤進入祂的門
[00:08:19.340 --> 00:08:21.580]  當讚美進入祂的園
[00:08:21.580 --> 00:08:23.140]  當感謝祂
[00:08:23.140 --> 00:08:24.860]  稱重祂的名
[00:08:24.860 --> 00:08:27.380]  因爲耶和華本爲善
[00:08:27.380 --> 00:08:29.940]  祂的慈愛傳到永遠
[00:08:29.940 --> 00:08:33.660]  祂的信實直到萬代
[00:08:33.660 --> 00:08:36.460]  首先我們看到這五節聖經裏面
[00:08:36.460 --> 00:08:37.700]  最後一節是說到
[00:08:37.700 --> 00:08:39.500]  爲什麼我們要來敬拜上帝
[00:08:39.500 --> 00:08:40.900]  爲什麼我們要來敬拜上帝呢
[00:08:40.900 --> 00:08:42.300]  爲什麼我們星期天什麼都不做
[00:08:42.300 --> 00:08:44.860]  基督徒要放下所有的東西
[00:08:44.860 --> 00:08:46.300]  要來敬拜上帝呢
[00:08:46.300 --> 00:08:47.420]  理由很簡單
[00:08:47.420 --> 00:08:48.380]  第五節說得很清楚
[00:08:48.380 --> 00:08:50.500]  因爲耶和華本爲善
[00:08:50.500 --> 00:08:52.140]  祂的慈愛傳到永遠
[00:08:52.140 --> 00:08:55.420]  祂的信實是直到萬代
[00:08:55.420 --> 00:08:56.460]  如果你不是基督徒
[00:08:56.460 --> 00:08:58.900]  你不知道耶和華是上帝的名
[00:08:58.900 --> 00:08:59.900]  OK
[00:08:59.900 --> 00:09:01.460]  在敬拜裏面的時候
[00:09:01.460 --> 00:09:05.900]  我們會期待和最良善
[00:09:05.900 --> 00:09:07.500]  最慈愛
[00:09:07.500 --> 00:09:09.780]  最信實的上帝見面
[00:09:09.780 --> 00:09:13.020]  我們心裏應該存着這樣的心
[00:09:13.020 --> 00:09:15.660]  來參加我們的敬拜
[00:09:15.660 --> 00:09:19.460]  而良善、信實、慈愛
[00:09:19.460 --> 00:09:22.540]  其實這些是上帝的本性
[00:09:22.540 --> 00:09:24.780]  有人問耶穌
[00:09:24.780 --> 00:09:28.540]  我怎麼才能成爲至善的夫子
[00:09:28.540 --> 00:09:29.780]  良善的夫子
[00:09:29.780 --> 00:09:32.500]  我怎麼才能上天堂
[00:09:32.500 --> 00:09:34.780]  耶穌說只有上帝是至善的
[00:09:34.780 --> 00:09:36.300]  只有上帝是良善的
[00:09:36.300 --> 00:09:38.580]  所以這些是上帝的本性
[00:09:38.580 --> 00:09:42.780]  但很多時候基督徒太強調這幾個本性
[00:09:42.780 --> 00:09:46.620]  良善、信實、慈愛
[00:09:46.620 --> 00:09:48.020]  給我們的印象
[00:09:48.020 --> 00:09:50.900]  天父上帝就好像一個很慈祥
[00:09:50.900 --> 00:09:55.660]  沒有恩典、很平易近人的父親一樣
[00:09:55.660 --> 00:09:56.900]  其實這個是沒錯的
[00:09:56.900 --> 00:09:58.140]  特別是在《聖誕歷經》裏面
[00:09:58.140 --> 00:09:59.860]  我們時時都有這樣的信息
[00:09:59.860 --> 00:10:00.860]  所以我們祈禱
[00:10:00.860 --> 00:10:01.740]  說什麼
[00:10:01.740 --> 00:10:03.180]  天父上帝
[00:10:03.180 --> 00:10:05.420]  我很喜歡Tucker的天父爸爸
[00:10:05.420 --> 00:10:07.060]  更加親密
[00:10:07.060 --> 00:10:10.740]  真的很親密的一個父親
[00:10:10.740 --> 00:10:12.700]  而他是上帝
[00:10:12.700 --> 00:10:15.100]  感謝讚美主
[00:10:15.100 --> 00:10:17.900]  但很多時候我們會過分強調一件事
[00:10:17.900 --> 00:10:20.540]  就忘記了
[00:10:20.540 --> 00:10:24.740]  上帝也是一個自聖潔、自公義
[00:10:24.740 --> 00:10:26.540]  創造宇宙萬物
[00:10:26.540 --> 00:10:32.500]  滿有權並能力的主宰
[00:10:32.500 --> 00:10:39.180]  那時候我們輕看了神另外一面的本性
[00:10:39.180 --> 00:10:42.140]  所以我們來朝見的時候
[00:10:42.140 --> 00:10:44.100]  很casual的
[00:10:44.100 --> 00:10:45.860]  我們教本來都casual的
[00:10:45.860 --> 00:10:47.860]  牧師都沒有打太
[00:10:47.860 --> 00:10:49.620]  不過我經常跟我同工說
[00:10:49.620 --> 00:10:53.780]  星期天牧師穿衣服跟我平時上班不一樣
[00:10:53.780 --> 00:10:56.500]  不知道你看不看到
[00:10:56.500 --> 00:10:58.100]  平時你不知道我怎麼上班
[00:10:58.100 --> 00:11:00.820]  我沒有穿短褲的
[00:11:00.820 --> 00:11:03.380]  因爲我知道我是來敬拜上帝的
[00:11:03.380 --> 00:11:04.420]  我要整齊
[00:11:04.420 --> 00:11:06.500]  我要恭敬
[00:11:06.500 --> 00:11:08.500]  對這個偉大的主宰
[00:11:08.500 --> 00:11:10.300]  如果是創造神的話
[00:11:10.300 --> 00:11:14.060]  我們要必恭必敬地去敬拜祂
[00:11:14.060 --> 00:11:15.460]  如果不是的時候
[00:11:15.460 --> 00:11:16.860]  我們不瞭解
[00:11:16.860 --> 00:11:18.820]  不去掌握這些功課的時候
[00:11:18.820 --> 00:11:22.380]  我們就像奧巴馬總統米歇爾一樣
[00:11:22.380 --> 00:11:24.380]  出洋相
[00:11:24.380 --> 00:11:26.820]  誰看到誰知道
[00:11:26.820 --> 00:11:28.420]  上帝知道
[00:11:28.420 --> 00:11:30.420]  你是抱着什麼態度
[00:11:30.420 --> 00:11:34.140]  用什麼心情來跟上帝親近
[00:11:34.140 --> 00:11:36.420]  所以如果是這樣的時候
[00:11:36.420 --> 00:11:41.700]  我們怎麼才能夠全人投入在敬拜當中呢
[00:11:41.700 --> 00:11:43.460]  首先我覺得
[00:11:43.460 --> 00:11:49.860]  我之前跟大家說過一些正確的法律
[00:11:49.860 --> 00:11:52.420]  一個很基本的大前提
[00:11:52.420 --> 00:11:53.700]  我們要敬拜上帝
[00:11:53.700 --> 00:11:57.460]  我們要先相信上帝
[00:11:57.460 --> 00:12:00.180]  希伯來書十一章裏面說
[00:12:00.180 --> 00:12:03.860]  人非有信就不能得神的喜悅
[00:12:03.860 --> 00:12:05.420]  因爲到神面前來的人
[00:12:05.420 --> 00:12:10.700]  必須要相信有上帝
[00:12:10.700 --> 00:12:11.980]  如果我們在座裏面
[00:12:11.980 --> 00:12:13.500]  有些人還沒確切相信耶穌
[00:12:13.500 --> 00:12:17.500]  有多少個朋友在呢
[00:12:17.500 --> 00:12:19.740]  你來這裏可能是朋友很熱情邀請你
[00:12:19.740 --> 00:12:21.820]  或者這個新教堂開了沒多久
[00:12:21.820 --> 00:12:26.140]  來看看怎麼樣
[00:12:26.140 --> 00:12:27.420]  或者我相信
[00:12:27.420 --> 00:12:29.860]  你既然來參觀這個教堂的時候
[00:12:29.860 --> 00:12:34.060]  或者願意接受你朋友邀請來參加我們的崇拜聚會
[00:12:34.060 --> 00:12:36.700]  其實會不會在你心裏面
[00:12:36.700 --> 00:12:39.460]  你都相信冥冥中有個主宰
[00:12:39.460 --> 00:12:40.620]  這個世界有個神在
[00:12:40.620 --> 00:12:41.860]  只不過你不是很清楚
[00:12:41.860 --> 00:12:45.420]  是不是基督教所說的耶和華上帝
[00:12:45.420 --> 00:12:47.700]  是不是那個差遣耶穌來到我們當中
[00:12:47.700 --> 00:12:49.820]  拯救世人的那個耶穌
[00:12:49.820 --> 00:12:52.900]  只不過你不是很清楚
[00:12:52.900 --> 00:12:54.700]  不過如果這是你的情況的話
[00:12:54.700 --> 00:12:58.060]  今天早上在這裏我想告訴你
[00:12:58.060 --> 00:13:02.380]  這是耶穌對當日的猶太人說的
[00:13:02.380 --> 00:13:05.500]  祂說:你們尋求就必尋見
[00:13:05.500 --> 00:13:08.620]  叩門就給你們開門
[00:13:08.620 --> 00:13:10.940]  然後以色列的先知
[00:13:10.940 --> 00:13:13.340]  在他的先知書裏面又是這樣說
[00:13:13.340 --> 00:13:14.340]  他說什麼呢
[00:13:14.340 --> 00:13:18.100]  這個是耶和華上帝對你說什麼呢
[00:13:18.100 --> 00:13:19.900]  我必尋找我的羊
[00:13:19.900 --> 00:13:21.780]  我要親自尋找我的羊
[00:13:21.780 --> 00:13:26.060]  並且是尋見
[00:13:26.060 --> 00:13:27.660]  所以我想告訴你們的是
[00:13:27.660 --> 00:13:29.340]  你今天坐在這個地方
[00:13:29.340 --> 00:13:32.380]  聽牧師講到或者參加基督徒所謂的這個崇拜
[00:13:32.380 --> 00:13:35.220]  可能你不是很清楚是什麼
[00:13:35.220 --> 00:13:38.180]  不過這不是一件偶然的事
[00:13:38.180 --> 00:13:42.500]  上帝很想找到你
[00:13:42.500 --> 00:13:43.500]  上帝憐憫你
[00:13:43.500 --> 00:13:44.740]  上帝很想祝福你
[00:13:44.740 --> 00:13:47.620]  上帝很想讓你知道祂愛你
[00:13:47.620 --> 00:13:50.180]  祂是一個知良善之
[00:13:50.180 --> 00:13:54.380]  信實支持愛的主宰
[00:13:54.380 --> 00:13:55.980]  祂希望你能夠認識祂
[00:13:55.980 --> 00:13:57.860]  和接受祂的愛
[00:13:57.860 --> 00:14:00.060]  接受祂的救恩
[00:14:00.060 --> 00:14:01.060]  所以你坐在這裏
[00:14:01.060 --> 00:14:02.380]  不是偶然的事
[00:14:02.380 --> 00:14:04.580]  我希望在以下時間裏面
[00:14:04.580 --> 00:14:06.020]  你更要留心瞭解一下
[00:14:06.020 --> 00:14:08.380]  到底這個是一個什麼樣的上帝呢?
[00:14:08.380 --> 00:14:10.780]  這個是一個什麼樣的上帝呢?
[00:14:10.780 --> 00:14:12.540]  人非有信不能乘喜悅
[00:14:12.540 --> 00:14:13.660]  你信不信有上帝呢?
[00:14:13.660 --> 00:14:15.060]  如果你信有上帝
[00:14:15.060 --> 00:14:16.780]  我告訴你這個上帝
[00:14:16.780 --> 00:14:20.460]  就是聖經所啓示的耶和華神
[00:14:20.460 --> 00:14:22.540]  而對我們那些已經相信耶穌
[00:14:22.540 --> 00:14:25.540]  已經相信上帝的人來說
[00:14:25.540 --> 00:14:27.580]  我們既然知道我們來做什麼呢?
[00:14:27.580 --> 00:14:29.620]  敬拜上帝
[00:14:29.620 --> 00:14:32.180]  我們來敬拜上帝
[00:14:32.180 --> 00:14:36.780]  我們來敬拜上帝創造宇宙萬物的主宰
[00:14:36.780 --> 00:14:37.740]  所以我鼓勵大家
[00:14:37.740 --> 00:14:38.380]  我提醒大家
[00:14:38.380 --> 00:14:39.980]  給個勸念
[00:14:39.980 --> 00:14:43.460]  不要事事然地進來
[00:14:43.460 --> 00:14:44.860]  如果你去皇宮參加國宴
[00:14:44.860 --> 00:14:46.580]  你不會事事然地進來的
[00:14:46.580 --> 00:14:50.380]  你已經是挺胸
[00:14:50.380 --> 00:14:52.580]  不知怎麼說了
[00:14:52.580 --> 00:14:53.980]  你去見皇帝
[00:14:53.980 --> 00:14:55.780]  你去見女王
[00:14:55.780 --> 00:14:57.180]  你應該抱什麼心態
[00:14:57.180 --> 00:14:59.980]  你走路也不一樣
[00:14:59.980 --> 00:15:01.780]  更加不要遲到
[00:15:01.780 --> 00:15:03.780]  遲到就更加出洋相
[00:15:03.780 --> 00:15:05.380]  皇帝坐在裏面
[00:15:05.380 --> 00:15:08.780]  但是要祂等我們
[00:15:08.780 --> 00:15:10.980]  不是我們等祂
[00:15:10.980 --> 00:15:13.380]  你說多尷尬
[00:15:13.380 --> 00:15:14.780]  不知我們有沒有這種感覺呢
[00:15:14.780 --> 00:15:16.780]  當我們遲到的時候會覺得很尷尬
[00:15:16.780 --> 00:15:18.780]  因爲要上帝等我們
[00:15:18.780 --> 00:15:21.180]  不是我們等上帝的出現
[00:15:21.180 --> 00:15:22.980]  所以我們做基督徒
[00:15:22.980 --> 00:15:24.780]  求天父上帝幫助我們
[00:15:24.780 --> 00:15:26.180]  我們給一次提醒
[00:15:26.180 --> 00:15:27.180]  不要來到的時候
[00:15:27.180 --> 00:15:28.580]  當然沒有見過禮拜
[00:15:28.580 --> 00:15:30.180]  見到朋友
[00:15:30.180 --> 00:15:31.780]  弟兄姊妹都會打招呼
[00:15:31.780 --> 00:15:32.580]  說幾句
[00:15:32.580 --> 00:15:33.980]  哎呀 神寶去住了 不知道
[00:15:33.980 --> 00:15:36.980]  那就進去了
[00:15:36.980 --> 00:15:38.980]  我鼓勵大家
[00:15:38.980 --> 00:15:39.980]  如果你真的相信
[00:15:39.980 --> 00:15:42.580]  你是來敬拜上帝的話
[00:15:42.580 --> 00:15:44.380]  早點來
[00:15:44.380 --> 00:15:46.580]  起碼早十分鐘
[00:15:46.580 --> 00:15:48.580]  早十分鐘來到找個地方坐下
[00:15:48.580 --> 00:15:51.380]  我也鼓勵我們的Praise Team
[00:15:51.380 --> 00:15:52.580]  我們的敬拜隊
[00:15:52.580 --> 00:15:53.980]  甚至我們後面的弟兄姊妹
[00:15:53.980 --> 00:15:55.580]  其實我們很忙碌的
[00:15:55.580 --> 00:15:57.380]  比平時上班更早就回來
[00:15:57.380 --> 00:15:58.980]  要準備很多東西
[00:15:58.980 --> 00:16:00.780]  但是十分鐘前
[00:16:00.780 --> 00:16:03.180]  我覺得要停
[00:16:03.180 --> 00:16:04.980]  因爲你也是敬拜的人
[00:16:04.980 --> 00:16:06.180]  你也是參加敬拜的人
[00:16:06.180 --> 00:16:07.180]  當然你有侍奉
[00:16:07.180 --> 00:16:07.780]  你有工作
[00:16:07.780 --> 00:16:11.180]  但是你同樣需要在主的面前
[00:16:11.180 --> 00:16:12.980]  準備你自己
[00:16:12.980 --> 00:16:16.180]  去見你一個這麼偉大的上帝
[00:16:16.180 --> 00:16:17.180]  一個這麼有恩典
[00:16:17.180 --> 00:16:19.180]  這麼有能力的神
[00:16:19.180 --> 00:16:19.780]  問題就是
[00:16:19.780 --> 00:16:20.980]  你叫我早來
[00:16:20.980 --> 00:16:22.580]  我還坐在這裏做什麼
[00:16:22.580 --> 00:16:24.780]  早來默禱 祈禱
[00:16:24.780 --> 00:16:26.380]  聖經裏面怎麼說
[00:16:26.380 --> 00:16:28.980]  如果我們看C篇62篇的時候
[00:16:28.980 --> 00:16:30.780]  第一節就說
[00:16:30.780 --> 00:16:37.180]  我的心默默無聲 專等候神
[00:16:37.180 --> 00:16:38.380]  然後第五節同一章
[00:16:38.380 --> 00:16:39.980]  我的救恩是從他而來
[00:16:39.980 --> 00:16:43.380]  我的心你要當默默無聲 專等候神
[00:16:43.380 --> 00:16:47.980]  因爲我的盼望是從他而來
[00:16:47.980 --> 00:16:49.580]  說了兩次
[00:16:49.580 --> 00:16:52.980]  我要默默無聲 等候上帝
[00:16:52.980 --> 00:16:54.380]  所以你早點來
[00:16:54.380 --> 00:16:56.380]  就要默默無聲地去什麼
[00:16:56.380 --> 00:16:57.380]  去等候上帝
[00:16:57.380 --> 00:17:01.380]  那怎麼等候法呢
[00:17:01.380 --> 00:17:03.180]  因爲原來
[00:17:03.180 --> 00:17:05.580]  你不懂得安靜下來的時候
[00:17:05.580 --> 00:17:08.180]  很多時候我們心裏面很多問題
[00:17:08.180 --> 00:17:10.180]  是深層次的
[00:17:10.180 --> 00:17:13.180]  那些問題和傷痛就不會浮出來
[00:17:13.180 --> 00:17:14.380]  有時候你知道很多人
[00:17:14.380 --> 00:17:15.980]  特意搞得自己很忙
[00:17:15.980 --> 00:17:16.780]  因爲問題太多
[00:17:16.780 --> 00:17:17.780]  不想去想
[00:17:17.780 --> 00:17:18.780]  你繼續忙的時候
[00:17:18.780 --> 00:17:20.380]  occupy每一個時間
[00:17:20.380 --> 00:17:22.980]  你就沒時間給你煩惱
[00:17:22.980 --> 00:17:24.980]  沒時間讓你自己去反省
[00:17:24.980 --> 00:17:25.980]  沒時間讓你看看
