
[00:00:00.000 --> 00:00:03.180]  好 各位親愛的大姐妹 大家早安
[00:07:30.120 --> 00:07:34.280]  祂不只是單單留意我們在教會裏面做些什麼
[00:07:34.280 --> 00:07:37.960]  我想我們的主是更加去留意的
[00:07:37.960 --> 00:07:41.400]  就是我們離開了教會之後
[00:07:41.400 --> 00:07:44.080]  每天譬如我們回到家裏
[00:07:44.080 --> 00:07:47.640]  我們在街上 我們在辦公室
[00:07:47.640 --> 00:07:50.640]  我們甚至在隱密處
[00:07:50.640 --> 00:07:52.120]  就是我自己只有我一個人
[00:07:52.120 --> 00:07:53.760]  沒有人見到我的時候
[00:07:53.760 --> 00:07:55.520]  我是怎樣的一個人
[00:07:55.520 --> 00:08:00.200]  所以耶穌其實祂是重視我們的生命
[00:08:00.200 --> 00:08:03.760]  我們的B型
[00:08:03.760 --> 00:08:06.960]  是多過我們一些外在的行為
[00:08:06.960 --> 00:08:08.560]  是一些Doing
[00:08:08.560 --> 00:08:10.480]  所以我求主幫助我們
[00:08:10.480 --> 00:08:13.120]  第一是我們要效法耶穌
[00:08:13.120 --> 00:08:14.240]  我們要轉化生命
[00:08:14.240 --> 00:08:17.360]  第一是要求主幫助我們
[00:08:17.360 --> 00:08:20.200]  以祂的心為我們的心
[00:08:20.200 --> 00:08:22.200]  以至到我們的生命能夠
[00:08:22.200 --> 00:08:26.440]  由裏面到外面來給它改變
[00:08:26.440 --> 00:08:30.320]  然後活出這個基督的生命
[00:08:30.320 --> 00:08:33.720]  我們說想看 說講這麼久
[00:08:33.720 --> 00:08:35.920]  基督的心是怎樣的
[00:08:35.920 --> 00:08:37.640]  當然我們說看一個人的心
[00:08:37.640 --> 00:08:38.960]  剛才也說過
[00:08:38.960 --> 00:08:42.560]  生命是由心而發的
[00:08:42.560 --> 00:08:44.360]  當然我們可以看回
[00:08:44.360 --> 00:08:46.160]  我們的主耶穌基督
[00:08:46.160 --> 00:08:47.840]  祂的生命是怎樣的
[00:08:47.840 --> 00:08:51.320]  我們就了解到祂的心是怎樣的
[00:08:51.320 --> 00:08:53.880]  我們今天的經文裏面
[00:08:53.880 --> 00:08:58.280]  我想先跟大家再看回剛才的頭三節
[00:08:58.280 --> 00:09:01.760]  就是二章六至八節
[00:09:01.760 --> 00:09:03.680]  這裏其實他就說
[00:09:03.680 --> 00:09:04.800]  其實可能這段經文
[00:09:04.800 --> 00:09:07.720]  大家在程度上有點熟悉的
[00:09:07.720 --> 00:09:09.160]  我們經常都
[00:09:09.160 --> 00:09:10.440]  如果一說耶穌
[00:09:10.440 --> 00:09:13.760]  我們就會拿這段經文出來
[00:09:13.760 --> 00:09:17.760]  甚至乎我們很多詩歌都唱的
[00:09:17.760 --> 00:09:19.680]  這裏是說什麼
[00:09:19.680 --> 00:09:22.920]  我們今天再一次來看看
[00:09:22.920 --> 00:09:26.920]  這裏說耶穌本來有神的形象
[00:09:26.920 --> 00:09:29.720]  就是說祂雖然是神
[00:09:29.720 --> 00:09:33.520]  但是祂不堅持跟神平等的地位
[00:09:33.520 --> 00:09:34.600]  就是祂沒有說
[00:09:34.600 --> 00:09:35.600]  事情我真的很高
[00:09:35.600 --> 00:09:36.680]  我不能夠
[00:09:36.680 --> 00:09:39.360]  我不能夠放下這個地位
[00:09:39.360 --> 00:09:42.040]  祂謙卑地放下這個地位之餘
[00:09:42.040 --> 00:09:43.280]  祂倒空了自己
[00:09:43.280 --> 00:09:48.160]  放棄了祂一切神聖的特權
[00:09:48.160 --> 00:09:50.880]  然後祂就取了一個盧伯的形象
[00:09:50.880 --> 00:09:51.800]  成為人的樣式
[00:09:51.800 --> 00:09:53.320]  就是道成肉身
[00:09:53.320 --> 00:09:54.960]  道成肉身來到地上之餘
[00:09:54.960 --> 00:09:59.440]  更加成為一個人
[00:09:59.440 --> 00:10:01.240]  盧伯的形象
[00:10:01.240 --> 00:10:03.560]  也不是一個普通的人
[00:10:03.560 --> 00:10:06.320]  更加成為一個盧伯的形象
[00:10:06.320 --> 00:10:07.160]  更加呢
[00:10:07.160 --> 00:10:08.600]  去到第八節說
[00:10:08.600 --> 00:10:10.240]  就是卑微到
[00:10:10.240 --> 00:10:11.920]  就是至今卑微之
[00:10:11.920 --> 00:10:13.280]  寫在十字架上面
[00:10:13.280 --> 00:10:15.560]  寫在十字架上面是跟
[00:10:15.560 --> 00:10:17.880]  你記得當耶穌釘十字架的時候
[00:10:17.880 --> 00:10:21.640]  祂身邊是有兩個罪犯
[00:10:21.640 --> 00:10:23.520]  當祂釘在十字架上面
[00:10:23.520 --> 00:10:25.120]  祂至今卑微到
[00:10:25.120 --> 00:10:27.280]  自己好像跟罪犯一樣
[00:10:27.280 --> 00:10:29.680]  釘在十字架上面
[00:10:29.680 --> 00:10:32.040]  為了的是為我們承受
[00:10:32.040 --> 00:10:33.840]  我們要我們的罪
[00:10:33.840 --> 00:10:35.320]  能夠被赦免
[00:10:35.320 --> 00:10:39.800]  為我們承受最殘酷的刑罰
[00:10:39.800 --> 00:10:42.080]  以及最大的羞辱
[00:10:42.080 --> 00:10:44.360]  其實一直以來
[00:10:44.360 --> 00:10:47.120]  這段經文其實看得多
[00:10:47.120 --> 00:10:48.040]  我們經常都知道
[00:10:48.040 --> 00:10:49.960]  耶穌是很謙卑
[00:10:49.960 --> 00:10:51.440]  很捨己
[00:10:51.440 --> 00:10:52.560]  就是捕人
[00:10:52.560 --> 00:10:54.800]  其實我們都不是太陌生
[00:10:54.800 --> 00:10:56.440]  但有時候當我自己去
[00:10:56.440 --> 00:10:58.200]  做一次真真正正的去思想
[00:10:58.200 --> 00:11:00.720]  怎樣這些耶穌的生命
[00:11:00.720 --> 00:11:03.000]  怎樣影響我自己的生命的時候
[00:11:03.000 --> 00:11:05.840]  我就會想起其實
[00:11:05.840 --> 00:11:08.680]  其實耶穌為我們擺下的東西
[00:11:08.680 --> 00:11:10.480]  實在很多
[00:11:10.480 --> 00:11:14.160]  其實我是在2009年
[00:11:14.160 --> 00:11:17.640]  就擺下我之前的工作
[00:11:17.640 --> 00:11:21.520]  就全職來到教會去服侍神
[00:11:21.520 --> 00:11:25.160]  其實我自己是2003年
[00:11:25.160 --> 00:11:27.800]  就領受這個呼召
[00:11:27.800 --> 00:11:31.120]  結果是六年之後
[00:11:31.120 --> 00:11:32.720]  我才真正走出來
[00:11:32.720 --> 00:11:35.040]  當然中間有讀神課
[00:11:35.040 --> 00:11:36.480]  各樣來裝備自己
[00:11:36.480 --> 00:11:38.840]  但其實一直都未走出來
[00:11:38.840 --> 00:11:40.280]  最大的其中一個原因
[00:11:40.280 --> 00:11:43.280]  就是我覺得我自己未準備好
[00:11:43.280 --> 00:11:46.520]  去放棄很多東西
[00:11:46.520 --> 00:11:50.400]  我不是很預備好去擺下
[00:11:50.400 --> 00:11:53.760]  因為你知道做傳道人
[00:11:53.760 --> 00:11:56.880]  工資、工作環境
[00:11:56.880 --> 00:12:01.840]  各樣都好像自己放下了
[00:12:01.840 --> 00:12:05.720]  還有那份糧單上的退休金
[00:12:05.720 --> 00:12:09.480]  看完之後真的擺不下
[00:12:09.480 --> 00:12:12.120]  很多的囚算
[00:12:12.120 --> 00:12:13.080]  很多的掙扎
[00:12:13.080 --> 00:12:14.400]  直至有一天
[00:12:14.400 --> 00:12:16.160]  神終於說「順服神」
[00:12:16.160 --> 00:12:17.840]  我要走出來
[00:12:17.840 --> 00:12:21.880]  那一刻我都覺得自己很大犧牲
[00:12:21.880 --> 00:12:23.240]  慰神
[00:12:23.240 --> 00:12:25.240]  不過當我再一次想
[00:12:25.240 --> 00:12:31.360]  其實耶穌基督為我們社己謙卑的程度
[00:12:31.360 --> 00:12:34.680]  其實我擺下了算得了什麼
[00:12:34.680 --> 00:12:36.200]  不過有時候就是這樣
[00:12:36.200 --> 00:12:38.080]  人就是這樣想
[00:12:38.080 --> 00:12:41.080]  我們覺得自己慰神擺上很多
[00:12:41.080 --> 00:12:44.080]  但是想想神為我們的社己
[00:12:44.080 --> 00:12:46.800]  祂那份謙卑
[00:12:46.800 --> 00:12:49.560]  我們真的很需要去學習
[00:12:49.560 --> 00:12:52.080]  我想和大家介紹一本書
[00:12:52.080 --> 00:12:54.640]  其實是一本我很喜歡的書
[00:12:54.640 --> 00:12:56.360]  小小一本而已
[00:12:56.360 --> 00:13:02.200]  我想和大家去看
[00:13:02.200 --> 00:13:04.080]  嗯
[00:13:04.080 --> 00:13:06.760]  抱歉 等等
[00:13:06.760 --> 00:13:10.720]  先看一看
[00:13:10.720 --> 00:13:12.440]  好 這裡我就和大家說
[00:13:12.440 --> 00:13:15.480]  其實第一點就是
[00:13:15.480 --> 00:13:17.840]  我們無論怎樣都好
[00:13:17.840 --> 00:13:21.440]  我們來看看耶穌的心
[00:13:21.440 --> 00:13:23.000]  而我們剛才說到
[00:13:23.000 --> 00:13:25.120]  耶穌這三點的經文就是
[00:13:25.120 --> 00:13:26.280]  祂的謙卑
[00:13:26.280 --> 00:13:27.920]  我們看到祂的謙卑
[00:13:27.920 --> 00:13:30.360]  社己和僕人的心
[00:13:30.360 --> 00:13:31.240]  我們看到
[00:13:31.240 --> 00:13:36.240]  然後我站在這裡
[00:13:36.240 --> 00:13:38.720]  來和大家講一個比喻
[00:13:38.720 --> 00:13:41.240]  就是我曾經聽過的
[00:13:41.240 --> 00:13:43.280]  就是
[00:13:43.280 --> 00:13:46.520]  我們聽過一個比喻
[00:13:46.520 --> 00:13:47.920]  就是講到耶穌
[00:13:47.920 --> 00:13:52.120]  這個謙卑和社己的心
[00:13:52.120 --> 00:13:53.000]  就好像
[00:13:53.000 --> 00:13:53.560]  我不知道當中
[00:13:53.560 --> 00:13:54.240]  我們這裡有沒有人
[00:13:54.240 --> 00:13:55.720]  做了爺爺奶奶呢
[00:13:55.720 --> 00:13:57.520]  或者公公婆婆呢
[00:13:57.520 --> 00:13:59.160]  其實就講到
[00:13:59.160 --> 00:14:01.520]  我們耶穌這個謙卑
[00:14:01.520 --> 00:14:03.560]  社己的心
[00:14:03.560 --> 00:14:11.200]  就好像這個爺爺奶奶
[00:14:11.200 --> 00:14:12.600]  爺爺奶奶
[00:14:12.600 --> 00:14:16.600]  就是祂的心
[00:14:16.600 --> 00:14:17.480]  好像爺爺奶奶那樣
[00:14:17.480 --> 00:14:20.440]  為了愛祂的孫子
[00:14:20.440 --> 00:14:22.800]  愛祂們
[00:14:22.800 --> 00:14:25.040]  可以放下自己的身份
[00:14:25.040 --> 00:14:27.360]  其實我是爺爺奶奶
[00:14:27.360 --> 00:14:32.080]  爺爺竟然為了愛祂的孫子
[00:14:32.080 --> 00:14:35.000]  就去謙卑自己
[00:14:35.000 --> 00:14:37.160]  甚至趴在地上
[00:14:37.160 --> 00:14:39.600]  被祂當牛牛
[00:14:39.600 --> 00:14:44.200]  這樣去騎
[00:14:44.200 --> 00:14:46.040]  耶穌就是好像
[00:14:46.040 --> 00:14:48.680]  就是這樣去愛我們
[00:14:48.680 --> 00:14:50.520]  就為我們
[00:14:50.520 --> 00:14:53.520]  在十字架上
[00:14:53.520 --> 00:14:54.520]  所以呢
[00:14:54.520 --> 00:14:56.360]  我們會想想
[00:14:56.360 --> 00:14:58.960]  就是當耶穌是這樣
[00:14:58.960 --> 00:15:01.000]  也是同樣好像爺奶奶
[00:15:01.000 --> 00:15:03.080]  其實耶穌的謙卑
[00:15:03.080 --> 00:15:05.280]  社己是有過之而無不及
[00:15:05.280 --> 00:15:06.840]  祂這樣去愛我們的時候
[00:15:06.840 --> 00:15:09.280]  我們怎樣去回應祂呢
[00:15:09.280 --> 00:15:09.840]  好了
[00:15:09.840 --> 00:15:11.000]  剛才講到一本書
[00:15:11.000 --> 00:15:14.800]  想跟大家來介紹
[00:15:14.800 --> 00:15:16.960]  這一本是我喜歡的書
[00:15:16.960 --> 00:15:20.040]  是一位靈修的作家
[00:15:20.040 --> 00:15:24.160]  叫做《勞魂神父》寫的書
[00:15:24.160 --> 00:15:24.840]  書名叫做
[00:15:24.840 --> 00:15:28.680]  《向下的移動 基督的社己之路》
[00:15:28.680 --> 00:15:30.080]  這本書我覺得很好
[00:15:30.080 --> 00:15:32.240]  就是它裡面對
[00:15:32.240 --> 00:15:35.400]  耶穌基督的心平
[00:15:35.400 --> 00:15:38.760]  是有一個很好的描述
[00:15:38.760 --> 00:15:40.800]  幫助到我們讀完
[00:15:40.800 --> 00:15:42.000]  可以讀一讀
[00:15:42.000 --> 00:15:43.160]  明白多一點
[00:15:43.160 --> 00:15:47.920]  基督祂一直為我們社己的心路歷程
[00:15:47.920 --> 00:15:49.560]  不如我們一起來讀一讀
[00:15:49.560 --> 00:15:50.040]  好嗎
[00:15:50.040 --> 00:15:51.120]  我們一起讀
[00:15:51.120 --> 00:15:52.120]  看啊
[00:15:52.120 --> 00:15:53.960]  那位從起初
[00:15:53.960 --> 00:15:56.520]  就與上帝同在
[00:15:56.520 --> 00:15:57.520]  事實上
[00:15:57.520 --> 00:16:00.960]  他就是上帝那位
[00:16:00.960 --> 00:16:04.880]  如今卻透過一個無助的小嬰孩
[00:16:04.880 --> 00:16:07.560]  來啟示他自己
[00:16:07.560 --> 00:16:10.520]  他得逃難到埃及
[00:16:10.520 --> 00:16:13.600]  不當聽話的少年
[00:16:13.600 --> 00:16:16.720]  默默無聞的成年人
[00:16:16.720 --> 00:16:19.200]  在屍洗約翰面前
[00:16:19.200 --> 00:16:22.280]  以一個懺悔者的身份
[00:16:22.280 --> 00:16:24.360]  接受屍洗
[00:16:24.360 --> 00:16:27.840]  在加利利開始傳道時
[00:16:27.840 --> 00:16:31.400]  帶著一些純樸的漁夫
[00:16:31.400 --> 00:16:34.000]  與罪人一起吃飯
[00:16:34.000 --> 00:16:36.440]  與陌生人交談
[00:16:36.440 --> 00:16:38.440]  被人遺棄
[00:16:38.440 --> 00:16:40.200]  被定罪
[00:16:40.200 --> 00:16:44.640]  被他的子民當成是個威脅
[00:16:44.640 --> 00:16:49.360]  他從掌權走向毫無權力
[00:16:49.360 --> 00:16:52.200]  從偉大走向渺小
[00:16:52.200 --> 00:16:55.080]  從成功走向失敗
[00:16:55.080 --> 00:16:57.960]  從強壯走向軟弱
[00:16:57.960 --> 00:17:01.400]  從榮耀走向恥辱
[00:17:01.400 --> 00:17:04.880]  在拿撒勒人耶穌身上
[00:17:04.880 --> 00:17:08.880]  你看不到皇上的移動
[00:17:08.880 --> 00:17:12.120]  這本書叫做《向下的移動》
[00:17:12.120 --> 00:17:14.600]  它形容耶穌的生命
[00:17:14.600 --> 00:17:17.560]  就是一個向下的移動
[00:17:17.560 --> 00:17:20.320]  那向上的移動是什麼呢?
[00:17:20.320 --> 00:17:21.520]  向上的移動就是說
[00:17:21.520 --> 00:17:23.280]  我們今天會是一個什麼樣的社會
[00:17:23.280 --> 00:17:25.880]  一個充滿競爭的社會
[00:17:25.880 --> 00:17:28.720]  一出生要贏在起跑線
[00:17:28.720 --> 00:17:33.040]  這個已經很普遍了
[00:17:33.040 --> 00:17:36.560]  每一個人我們都被鼓勵
[00:17:36.560 --> 00:17:38.760]  怎樣都盡量向上爬
[00:17:38.760 --> 00:17:39.960]  最好是處高位
[00:17:39.960 --> 00:17:41.360]  成為贏家
[00:17:41.360 --> 00:17:42.880]  這些就是我們今天
[00:17:42.880 --> 00:17:46.720]  這個社會給我們的價值觀
[00:17:46.720 --> 00:17:47.800]  但是
[00:17:47.800 --> 00:17:49.960]  這個就是那個向上的移動的價值觀
[00:17:49.960 --> 00:17:50.720]  但是
[00:17:50.720 --> 00:17:52.560]  當這個世界
[00:17:52.560 --> 00:17:55.080]  個個都希望自己命成利就
[00:17:55.080 --> 00:17:56.000]  有人服侍
[00:17:56.000 --> 00:17:57.400]  但是耶穌
[00:17:57.400 --> 00:18:00.640]  他是走了一條反轉的路
[00:18:00.640 --> 00:18:02.760]  他教我們要是這樣
[00:18:02.760 --> 00:18:08.760]  你將自己由高降到最低
[00:18:08.760 --> 00:18:10.680]  那弟兄姊妹其實
[00:18:10.680 --> 00:18:11.520]  你知不知道
[00:18:11.520 --> 00:18:12.840]  或者你記不記得
[00:18:12.840 --> 00:18:15.920]  耶穌來到這個世上
[00:18:15.920 --> 00:18:19.680]  祂的使命是什麼?
[00:18:19.680 --> 00:18:22.040]  那我們如果說這個題目
[00:18:22.040 --> 00:18:24.440]  通常我們都會看《路加福音》
[00:18:24.440 --> 00:18:26.120]  四章十八十九節
[00:18:26.120 --> 00:18:28.400]  或者《二塞亞書》六十一章一節
[00:18:28.400 --> 00:18:31.520]  其實內容都是一樣的
[00:18:31.520 --> 00:18:34.360]  就是講到耶穌來到地上
[00:18:34.360 --> 00:18:36.560]  祂最主要的任務是
[00:18:36.560 --> 00:18:41.400]  祂將福音傳給貧窮的人
[00:18:41.400 --> 00:18:42.840]  這裡我們看到其實
[00:18:42.840 --> 00:18:44.760]  耶穌的心
[00:18:44.760 --> 00:18:48.160]  不只是和一些某一等的人在一起
[00:18:48.160 --> 00:18:49.280]  祂的眼睛
[00:18:49.280 --> 00:18:50.680]  祂需要服侍的
[00:18:50.680 --> 00:18:53.800]  都是一些在這個地上
[00:18:53.800 --> 00:18:55.320]  人可能看離不為
[00:18:55.320 --> 00:18:57.120]  不起眼
[00:18:57.120 --> 00:18:58.800]  甚至是弱勢
[00:18:58.800 --> 00:19:00.080]  有需要的人
[00:19:00.080 --> 00:19:04.080]  要將福音傳給貧窮人
