
[00:00:00.000 --> 00:00:06.000]  陳健波議員
[00:26:30.000 --> 00:26:36.000]  何俊仁議員
[00:27:00.000 --> 00:27:06.000]  何俊仁議員
[00:27:30.000 --> 00:27:36.000]  何俊仁議員
[00:28:00.000 --> 00:28:06.000]  何俊仁議員
[00:28:30.000 --> 00:28:36.000]  何俊仁議員
[00:29:00.000 --> 00:29:06.000]  何俊仁議員
[00:29:30.000 --> 00:29:36.000]  何俊仁議員
[00:30:00.000 --> 00:30:06.000]  何俊仁議員
[00:30:30.000 --> 00:30:36.000]  何俊仁議員
[00:31:00.000 --> 00:31:06.000]  何俊仁議員
[00:31:30.000 --> 00:31:36.000]  何俊仁議員
[00:32:00.000 --> 00:32:06.000]  何俊仁議員
[00:32:30.000 --> 00:32:36.000]  何俊仁議員
[00:33:01.000 --> 00:33:07.000]  何俊仁議員
[00:33:31.000 --> 00:33:37.000]  何俊仁議員
[00:34:01.000 --> 00:34:07.000]  何俊仁議員
[00:34:30.000 --> 00:34:36.000]  何俊仁議員
[00:35:00.000 --> 00:35:06.000]  何俊仁議員
[00:35:31.000 --> 00:35:37.000]  何俊仁議員
[00:36:00.000 --> 00:36:06.000]  何俊仁議員
[00:36:31.000 --> 00:36:37.000]  何俊仁議員
[00:37:00.000 --> 00:37:06.000]  何俊仁議員
[00:37:30.000 --> 00:37:36.000]  何俊仁議員
[00:38:01.000 --> 00:38:07.000]  何俊仁議員
[00:38:31.000 --> 00:38:37.000]  何俊仁議員
[00:39:01.000 --> 00:39:07.000]  何俊仁議員
[00:39:30.000 --> 00:39:36.000]  何俊仁議員
[00:40:00.000 --> 00:40:06.000]  何俊仁議員
[00:40:30.000 --> 00:40:36.000]  何俊仁議員
[00:41:01.000 --> 00:41:07.000]  何俊仁議員
[00:41:30.000 --> 00:41:36.000]  何俊仁議員
[00:42:00.000 --> 00:42:06.000]  何俊仁議員
[00:42:31.000 --> 00:42:37.000]  何俊仁議員
[00:43:01.000 --> 00:43:07.000]  何俊仁議員
[00:43:31.000 --> 00:43:37.000]  何俊仁議員
[00:44:00.000 --> 00:44:06.000]  何俊仁議員
[00:44:31.000 --> 00:44:37.000]  何俊仁議員
[00:45:00.000 --> 00:45:06.000]  何俊仁議員
[00:45:30.000 --> 00:45:36.000]  何俊仁議員
[00:46:00.000 --> 00:46:06.000]  何俊仁議員
[00:46:30.000 --> 00:46:36.000]  何俊仁議員
[00:47:01.000 --> 00:47:07.000]  何俊仁議員
[00:47:30.000 --> 00:47:36.000]  何俊仁議員
[00:48:00.000 --> 00:48:06.000]  何俊仁議員
[00:48:30.000 --> 00:48:36.000]  何俊仁議員
[00:49:01.000 --> 00:49:07.000]  何俊仁議員
[00:49:30.000 --> 00:49:36.000]  何俊仁議員
[00:50:00.000 --> 00:50:06.000]  何俊仁議員
[00:50:30.000 --> 00:50:36.000]  何俊仁議員
[00:51:01.000 --> 00:51:07.000]  何俊仁議員
[00:51:30.000 --> 00:51:36.000]  何俊仁議員
[00:52:01.000 --> 00:52:07.000]  何俊仁議員
[00:52:31.000 --> 00:52:37.000]  何俊仁議員
[00:53:00.000 --> 00:53:06.000]  何俊仁議員
