
[00:00:00.000 --> 00:00:02.600]  保佑支配者我們是從心的祈禱
[00:04:57.700 --> 00:04:59.700]  你的鍵盤上有個視窗鍵
[00:04:59.700 --> 00:05:00.700]  有一個視窗的鍵
[00:05:00.700 --> 00:05:01.700]  按著它
[00:05:01.700 --> 00:05:02.700]  然後按一個L
[00:05:02.700 --> 00:05:03.700]  然後按一個L
[00:05:03.700 --> 00:05:04.700]  那麼馬上就log out了
[00:05:04.700 --> 00:05:05.700]  馬上就退出了
[00:05:05.700 --> 00:05:07.700]  很多人不會這樣做
[00:05:07.700 --> 00:05:09.700]  很多人不知道怎麼做
[00:05:09.700 --> 00:05:10.700]  老闆叫你開會
[00:05:10.700 --> 00:05:13.700]  哎呀 慘了 我忘記log out了
[00:05:13.700 --> 00:05:15.700]  開會又要走出去log out 登出
[00:05:15.700 --> 00:05:16.700]  開會的時候
[00:05:16.700 --> 00:05:18.700]  哎呀 我不記得退出了
[00:05:18.700 --> 00:05:19.700]  馬上要回家退出
[00:05:19.700 --> 00:05:21.700]  電腦都有這樣的竅門
[00:05:21.700 --> 00:05:22.700]  電腦都有這樣的竅門
[00:05:22.700 --> 00:05:24.700]  教每一樣東西都有這個竅門
[00:05:24.700 --> 00:05:26.200]  每一樣都有它的竅門
[00:05:26.200 --> 00:05:27.700]  今天不是跟你講竅門
[00:05:27.700 --> 00:05:28.700]  今天不是講竅門
[00:05:28.700 --> 00:05:29.700]  怎樣用電腦
[00:05:29.700 --> 00:05:30.700]  怎樣用電腦
[00:05:30.700 --> 00:05:32.700]  今天是講一個竅門
[00:05:32.700 --> 00:05:34.200]  怎樣講一個竅門
[00:05:34.200 --> 00:05:35.700]  怎樣繼續做基督徒
[00:05:35.700 --> 00:05:37.700]  怎樣繼續做基督徒
[00:05:37.700 --> 00:05:39.700]  今天就在視窗後面唱歌
[00:05:39.700 --> 00:05:42.700]  今天就在啟示錄的最後一章來講
[00:05:42.700 --> 00:05:44.700]  作為一個學生是很重要
[00:05:44.700 --> 00:05:46.700]  作為一個學生很重要
[00:05:46.700 --> 00:05:48.700]  特別要作為一個神的學生
[00:05:48.700 --> 00:05:49.700]  是非常之重要
[00:05:49.700 --> 00:05:51.700]  特別是作為一個神的學生
[00:05:51.700 --> 00:05:52.700]  就非常重要
[00:05:52.700 --> 00:05:54.700]  如果不帶著這種
[00:05:54.700 --> 00:05:57.700]  好像向著神不斷學習的態度
[00:05:57.700 --> 00:05:59.700]  如果不帶著一種
[00:05:59.700 --> 00:06:01.700]  不斷地向神學習的態度
[00:06:01.700 --> 00:06:02.700]  我們那個時候做得久
[00:06:02.700 --> 00:06:04.700]  基督徒就會迷失了
[00:06:04.700 --> 00:06:05.700]  我們做久了
[00:06:05.700 --> 00:06:07.700]  基督徒就會迷失了
[00:06:07.700 --> 00:06:09.200]  啟示錄是寫給基督徒看的
[00:06:09.200 --> 00:06:11.700]  啟示錄是寫給基督徒看的
[00:06:11.700 --> 00:06:13.700]  特別是寫給一些信了主很久
[00:06:13.700 --> 00:06:15.700]  特別是寫給一些信了主很久
[00:06:15.700 --> 00:06:18.700]  做了十年二十年基督徒的
[00:06:18.700 --> 00:06:20.200]  做了十年二十年的基督徒
[00:06:20.200 --> 00:06:21.700]  他以為自己甚麼都懂了
[00:06:21.700 --> 00:06:23.700]  他以為自己甚麼都懂了
[00:06:23.700 --> 00:06:26.700]  他開始習慣了教會那個模式
[00:06:26.700 --> 00:06:28.700]  他習慣了教會的模式
[00:06:28.700 --> 00:06:30.700]  一年又一年這樣做下去
[00:06:30.700 --> 00:06:31.700]  一年一年做下去
[00:06:31.700 --> 00:06:33.700]  他生命沒有成長
[00:06:33.700 --> 00:06:34.700]  他生命沒有成長
[00:06:34.700 --> 00:06:35.700]  只會變得僵化
[00:06:35.700 --> 00:06:37.700]  只會變得僵化
[00:06:37.700 --> 00:06:39.700]  所以我要做一個不斷學習神道的學生
[00:06:39.700 --> 00:06:41.700]  所以我要做一個不斷學習神道的學生
[00:06:41.700 --> 00:06:44.700]  所以我要做一個不斷學習神道的學生
[00:06:44.700 --> 00:06:45.700]  有幾個要訣一定要學的
[00:06:45.700 --> 00:06:47.700]  有幾個要訣一定要學的
[00:06:47.700 --> 00:06:49.700]  啟示錄二十一章這麼多
[00:06:49.700 --> 00:06:51.700]  啟示錄二十二章這麼長
[00:06:51.700 --> 00:06:53.700]  我要問你第一章講甚麼
[00:06:53.700 --> 00:06:55.700]  你可能有點模糊
[00:06:55.700 --> 00:06:57.700]  如果我問你第一章講甚麼
[00:06:57.700 --> 00:06:58.700]  你可能會模糊
[00:06:58.700 --> 00:07:01.700]  可能你還記得是講七間教會的事情
[00:07:01.700 --> 00:07:04.700]  可能你還記得是講七間教會的事情
[00:07:04.700 --> 00:07:07.700]  但我問你第十一章講甚麼你一定不知道
[00:07:07.700 --> 00:07:09.700]  如果我問你十一章講甚麼
[00:07:09.700 --> 00:07:10.700]  你一定不記得了
[00:07:10.700 --> 00:07:13.700]  所以為甚麼作者要去到最後一章
[00:07:13.700 --> 00:07:15.700]  要很濃縮地有幾個要點
[00:07:15.700 --> 00:07:17.700]  特別兩個要點要告訴我們
[00:07:17.700 --> 00:07:21.700]  為甚麼作者在最後一章有兩個濃縮的要點
[00:07:21.700 --> 00:07:22.700]  第一樣他要學會的
[00:07:22.700 --> 00:07:23.700]  第一樣他要學會的
[00:07:23.700 --> 00:07:26.700]  作為神的好學生
[00:07:26.700 --> 00:07:28.700]  作為神的好學生
[00:07:28.700 --> 00:07:29.700]  第一樣要學會的
[00:07:29.700 --> 00:07:32.700]  只有一個對象是值得我們敬拜的
[00:07:32.700 --> 00:07:35.700]  只有一個對象是值得我們敬拜的
[00:07:35.700 --> 00:07:36.700]  就是耶和華神
[00:07:36.700 --> 00:07:37.700]  就是耶和華神
[00:07:37.700 --> 00:07:39.700]  你說沒甚麼特別
[00:07:39.700 --> 00:07:40.700]  你說沒甚麼特別
[00:07:40.700 --> 00:07:42.700]  不是的大兄姐妹
[00:07:42.700 --> 00:07:44.700]  你不要以為這件事沒甚麼特別
[00:07:44.700 --> 00:07:46.700]  你不要以為沒甚麼特別
[00:07:46.700 --> 00:07:47.700]  你做了內基督徒
[00:07:47.700 --> 00:07:49.700]  你做著做著就會忘記了
[00:07:49.700 --> 00:07:50.700]  你做了一段基督徒
[00:07:50.700 --> 00:07:52.700]  做了一下就會忘記了
[00:07:52.700 --> 00:07:53.700]  你可以看看這段聖經
[00:07:53.700 --> 00:07:54.700]  我們一起來看聖經
[00:07:54.700 --> 00:07:56.700]  從第六節到第九節
[00:07:56.700 --> 00:07:57.700]  第六到第九節
[00:07:57.700 --> 00:07:58.700]  第六節在這裡
[00:07:58.700 --> 00:08:01.700]  他說有件事很快要成就的
[00:08:01.700 --> 00:08:04.700]  他說有件事很快要成就的
[00:08:04.700 --> 00:08:05.700]  是真真實實的
[00:08:05.700 --> 00:08:06.700]  是真是真
[00:08:06.700 --> 00:08:07.700]  必定會成就的
[00:08:07.700 --> 00:08:08.700]  一定要成就的
[00:08:08.700 --> 00:08:10.700]  他說主必定會來的
[00:08:10.700 --> 00:08:11.700]  主一定要來的
[00:08:11.700 --> 00:08:12.700]  但是來呢
[00:08:12.700 --> 00:08:13.700]  他怎樣呢
[00:08:13.700 --> 00:08:15.700]  要將這本書上所講的福氣帶來給我們
[00:08:15.700 --> 00:08:18.700]  他來將這書上的福氣帶給我們
[00:08:18.700 --> 00:08:20.700]  你說都是三福氣而已
[00:08:20.700 --> 00:08:23.700]  你都是說講這些東西
[00:08:23.700 --> 00:08:24.700]  都是重重福福
[00:08:24.700 --> 00:08:25.700]  重重福福
[00:08:25.700 --> 00:08:27.700]  就是因為重重福福
[00:08:27.700 --> 00:08:28.700]  就是因為重重福福
[00:08:28.700 --> 00:08:29.700]  你就開始麻木了
[00:08:29.700 --> 00:08:30.700]  你就開始麻木了
[00:08:30.700 --> 00:08:32.700]  麻木就是怎樣呢
[00:08:32.700 --> 00:08:33.700]  錯完又錯
[00:08:33.700 --> 00:08:35.700]  麻木以後就會錯完又錯
[00:08:35.700 --> 00:08:38.700]  第八節和第九節就馬上出現錯誤了
[00:08:38.700 --> 00:08:39.700]  第八到第九節
[00:08:39.700 --> 00:08:41.700]  一個很大的錯誤
[00:08:41.700 --> 00:08:42.700]  一個很大的錯誤
[00:08:42.700 --> 00:08:43.700]  作者約翰
[00:08:43.700 --> 00:08:44.700]  作者約翰
[00:08:44.700 --> 00:08:46.700]  他聽見看見這些事情
[00:08:46.700 --> 00:08:48.700]  他聽見看見這些事情
[00:08:48.700 --> 00:08:49.700]  他重重福福說
[00:08:49.700 --> 00:08:51.700]  我真的聽見真的看見的
[00:08:51.700 --> 00:08:53.700]  他重重福福的講話
[00:08:53.700 --> 00:08:54.700]  真的聽見了看見了
[00:08:54.700 --> 00:08:56.700]  跟著他做甚麼事
[00:08:56.700 --> 00:08:57.700]  跟著他做甚麼
[00:08:57.700 --> 00:08:59.700]  聖經說他馬上跪在天使腳的面前
[00:08:59.700 --> 00:09:00.700]  跟著他馬上跪在天使腳的面前
[00:09:00.700 --> 00:09:01.700]  去拜天使
[00:09:01.700 --> 00:09:04.700]  聖經講到他跪在天使面前
[00:09:04.700 --> 00:09:05.700]  拜天使
[00:09:05.700 --> 00:09:07.700]  這個拜是真是敬拜的意思
[00:09:07.700 --> 00:09:09.700]  這個拜是真正的敬拜的意思
[00:09:09.700 --> 00:09:10.700]  如果你懂得希臘文
[00:09:10.700 --> 00:09:12.700]  這個字真是worship的意思
[00:09:12.700 --> 00:09:15.700]  在希臘文裏面真是有敬拜的意思
[00:09:15.700 --> 00:09:18.700]  不是說拜年那個拜
[00:09:18.700 --> 00:09:20.700]  不是說是拜年那個拜
[00:09:20.700 --> 00:09:21.700]  或者打個招呼
[00:09:21.700 --> 00:09:22.700]  鞠個躬
[00:09:22.700 --> 00:09:23.700]  不是那種這樣的拜
[00:09:23.700 --> 00:09:24.700]  這個真是敬拜
[00:09:24.700 --> 00:09:26.700]  這是真正的敬拜
[00:09:26.700 --> 00:09:28.700]  作者約翰
[00:09:28.700 --> 00:09:30.700]  作者約翰
[00:09:30.700 --> 00:09:33.700]  是一個德高望重的一個長老
[00:09:33.700 --> 00:09:35.700]  是一個德高望重的長老
[00:09:35.700 --> 00:09:38.700]  他在當時的教會可以說是很有老資格
[00:09:38.700 --> 00:09:40.700]  當時的教會很有資格
[00:09:40.700 --> 00:09:43.700]  用今天的現代用語叫做老教會
[00:09:43.700 --> 00:09:46.700]  用今天的話來講就是老教會
[00:09:46.700 --> 00:09:48.700]  很熟教會的東西
[00:09:48.700 --> 00:09:49.700]  很熟悉教會的
[00:09:49.700 --> 00:09:52.700]  甚至很多人都對他很尊重
[00:09:52.700 --> 00:09:53.700]  他德高望重的
[00:09:53.700 --> 00:09:55.700]  很多人對他很尊重
[00:09:55.700 --> 00:09:57.700]  但是他竟然在這裏拜天使
[00:09:57.700 --> 00:09:59.700]  他竟然在這裏拜天使
[00:09:59.700 --> 00:10:00.700]  但他不是第一次拜天使的
[00:10:00.700 --> 00:10:01.700]  大兄姐妹
[00:10:01.700 --> 00:10:02.700]  他不是第一次拜天使
[00:10:02.700 --> 00:10:05.700]  他在第十九章第十節那裏又是拜天使的
[00:10:05.700 --> 00:10:07.700]  他在十九章也是拜天使
[00:10:07.700 --> 00:10:08.700]  我們看一看好不好
[00:10:08.700 --> 00:10:10.700]  我們翻到十九章
[00:10:10.700 --> 00:10:11.700]  第十九章第十節
[00:10:11.700 --> 00:10:12.700]  第十節
[00:10:12.700 --> 00:10:16.700]  當他見完天使向他啟示一切之後
[00:10:16.700 --> 00:10:18.700]  當天使啟示他之後
[00:10:18.700 --> 00:10:22.700]  第九節那裏說天使吩咐他要寫上
[00:10:22.700 --> 00:10:30.700]  並且凡被請邀高揚之婚宴的有福了
[00:10:30.700 --> 00:10:32.700]  在第九節講天使吩咐說
[00:10:32.700 --> 00:10:37.700]  你要寫上凡被呼天使之高宴的有福了
[00:10:37.700 --> 00:10:40.700]  並且要告訴他這是真實的說話
[00:10:40.700 --> 00:10:42.700]  並且告訴他這是神真實的說話
[00:10:42.700 --> 00:10:43.700]  第十節馬上見到他
[00:10:43.700 --> 00:10:48.700]  就伏伏在天使的腳前去拜天使
[00:10:48.700 --> 00:10:51.700]  在第十節他就伏伏在天使腳前
[00:10:51.700 --> 00:10:53.700]  天使馬上跟他說
[00:10:53.700 --> 00:10:56.700]  千萬不可
[00:10:56.700 --> 00:11:00.700]  我和你並你那些為耶穌作見者的弟兄
[00:11:00.700 --> 00:11:02.700]  同時作福人的
[00:11:02.700 --> 00:11:09.700]  你要拜就去敬拜上帝了
[00:11:09.700 --> 00:11:13.700]  他第一次做過
[00:11:13.700 --> 00:11:15.700]  做錯了
[00:11:15.700 --> 00:11:17.700]  作為一個學生
[00:11:17.700 --> 00:11:20.700]  學做一個基督徒
[00:11:20.700 --> 00:11:21.700]  學做一個基督徒
[00:11:21.700 --> 00:11:23.700]  做錯了
[00:11:23.700 --> 00:11:24.700]  做錯了
[00:11:24.700 --> 00:11:25.700]  神給機會我們改
[00:11:25.700 --> 00:11:26.700]  神給機會我們改
[00:11:26.700 --> 00:11:28.700]  其實這個東西是整個基督教的特色
[00:11:28.700 --> 00:11:30.700]  這是基督教的特色
[00:11:30.700 --> 00:11:32.700]  基督教的特色就是有機會給你改
[00:11:32.700 --> 00:11:34.700]  基督教的特色就是有機會改
[00:11:34.700 --> 00:11:35.700]  不是判你死刑
[00:11:35.700 --> 00:11:36.700]  不是判你死刑
[00:11:36.700 --> 00:11:37.700]  有機會改
[00:11:37.700 --> 00:11:38.700]  有機會改
[00:11:38.700 --> 00:11:39.700]  做錯了改
[00:11:39.700 --> 00:11:40.700]  做錯了改
[00:11:40.700 --> 00:11:42.700]  廣東人都有句說話
[00:11:42.700 --> 00:11:44.700]  廣東人有句話
[00:11:44.700 --> 00:11:45.700]  錯而能改
[00:11:45.700 --> 00:11:46.700]  錯而能改
[00:11:46.700 --> 00:11:47.700]  善莫大焉
[00:11:47.700 --> 00:11:48.700]  善莫大焉
[00:11:48.700 --> 00:11:51.700]  就是沒有東西比這個更重要了
[00:11:51.700 --> 00:11:52.700]  沒有比這個更重要
[00:11:52.700 --> 00:11:53.700]  錯了
[00:11:53.700 --> 00:11:54.700]  知錯可以改
[00:11:54.700 --> 00:11:56.700]  這個人是最高品德的人
[00:11:56.700 --> 00:11:57.700]  知錯能改
[00:11:57.700 --> 00:11:59.700]  是一個人的高貴的品徵
[00:11:59.700 --> 00:12:00.700]  但是
[00:12:00.700 --> 00:12:01.700]  但是
[00:12:01.700 --> 00:12:02.700]  錯了他有沒有改呢
[00:12:02.700 --> 00:12:03.700]  錯了他有沒有改呢
[00:12:03.700 --> 00:12:05.700]  馬上回來22章
[00:12:05.700 --> 00:12:06.700]  回到22章
[00:12:06.700 --> 00:12:07.700]  他又來拜過
[00:12:07.700 --> 00:12:08.700]  他又來拜過
[00:12:08.700 --> 00:12:10.700]  天使這次跟他說什麼
[00:12:10.700 --> 00:12:11.700]  天使跟他說什麼
[00:12:11.700 --> 00:12:12.700]  我們一起讀好嗎
[00:12:12.700 --> 00:12:13.700]  第九節
[00:12:13.700 --> 00:12:14.700]  我們一起來讀第九節
[00:12:14.700 --> 00:12:15.700]  天使對我說什麼
[00:12:15.700 --> 00:12:18.700]  千萬不可
[00:12:18.700 --> 00:12:22.700]  我與你和你的弟兄眾先知
[00:12:22.700 --> 00:12:26.700]  並拿著守者書上而居之人
[00:12:26.700 --> 00:12:28.700]  同時作服人的
[00:12:28.700 --> 00:12:31.700]  你要敬拜神
[00:12:31.700 --> 00:12:35.700]  這裡天使跟他說了一模一樣的話
[00:12:35.700 --> 00:12:38.700]  天使說了一模一樣的話
[00:12:38.700 --> 00:12:40.700]  你作為一個教會領袖
[00:12:40.700 --> 00:12:42.700]  你作為一個教會領袖
[00:12:42.700 --> 00:12:43.700]  德高望重
[00:12:43.700 --> 00:12:44.700]  德高望重
[00:12:44.700 --> 00:12:47.700]  每個人都看著你
[00:12:47.700 --> 00:12:48.700]  每個人都看著你
[00:12:48.700 --> 00:12:50.700]  但是你信得主內
[00:12:50.700 --> 00:12:52.700]  信得主內
[00:12:52.700 --> 00:12:54.700]  不要代表你一定做的事情沒有錯
[00:12:54.700 --> 00:12:56.700]  不要代表你一定做的事情沒有錯
[00:12:56.700 --> 00:12:58.700]  來到這裡又錯
[00:12:58.700 --> 00:13:00.700]  來到這裡又錯了
[00:13:00.700 --> 00:13:01.700]  弟兄姊妹
[00:13:01.700 --> 00:13:03.700]  他究竟要錯多少次呢
[00:13:03.700 --> 00:13:04.700]  他究竟要錯多少次呢
[00:13:04.700 --> 00:13:06.700]  神又容許他錯多少次呢
[00:13:06.700 --> 00:13:08.700]  神又容許他錯多少次呢
[00:13:08.700 --> 00:13:09.700]  這個不是我們討論的話題
[00:13:09.700 --> 00:13:11.700]  這個不是我們討論的話題
[00:13:11.700 --> 00:13:13.700]  不過這裡的重點是要我們學會的
[00:13:13.700 --> 00:13:15.700]  不過這裡的重點是要我們學會的
[00:13:15.700 --> 00:13:18.700]  就是我們學做神的僕人
[00:13:18.700 --> 00:13:20.700]  就是我們學做神的僕人
[00:13:20.700 --> 00:13:23.700]  學做侍奉神的工人
[00:13:23.700 --> 00:13:25.700]  學做侍奉神的工人
[00:13:25.700 --> 00:13:27.700]  忠心在神裡面的基督徒
[00:13:27.700 --> 00:13:29.700]  忠心在神裡面的基督徒
[00:13:29.700 --> 00:13:30.700]  我們一路要去學
[00:13:30.700 --> 00:13:31.700]  我們一路要去學
[00:13:31.700 --> 00:13:32.700]  但會錯
[00:13:32.700 --> 00:13:33.700]  但會錯
[00:13:33.700 --> 00:13:35.700]  但有一樣東西一定不要搞錯
[00:13:35.700 --> 00:13:37.700]  但一樣事千萬不要搞錯
[00:13:37.700 --> 00:13:40.700]  就是敬拜只有一個對象
[00:13:40.700 --> 00:13:42.700]  敬拜只有一個對象
[00:13:42.700 --> 00:13:43.700]  是神自己
[00:13:43.700 --> 00:13:44.700]  是神
[00:13:44.700 --> 00:13:47.700]  你可以完全忘記啟示錄所有的內容
[00:13:47.700 --> 00:13:49.700]  你可以完全忘記啟示錄所有的內容
[00:13:49.700 --> 00:13:50.700]  你可以完全忘記啟示錄所有的內容
[00:13:50.700 --> 00:13:52.700]  但這件事你絕對不能夠忘記
[00:13:52.700 --> 00:13:53.700]  但這件事你絕對不能夠忘記
[00:13:53.700 --> 00:13:54.700]  但這件事你絕對不能夠忘記
[00:13:54.700 --> 00:13:55.700]  作者在云云聖
[00:13:55.700 --> 00:13:56.700]  作者在云云聖
[00:13:56.700 --> 00:13:57.700]  或者應該這麼說
[00:13:57.700 --> 00:13:59.700]  神在整本啟示錄這麼多的教導裡面不說
[00:13:59.700 --> 00:14:00.700]  神在整本啟示錄這麼多的教導裡面不說
[00:14:00.700 --> 00:14:01.700]  是說這件事
[00:14:01.700 --> 00:14:02.700]  是說這件事
[00:14:02.700 --> 00:14:03.700]  放到最後再重提
[00:14:03.700 --> 00:14:04.700]  神在啟示錄裡講了這麼多事情
[00:14:04.700 --> 00:14:06.700]  神在啟示錄裡講了這麼多事情
[00:14:06.700 --> 00:14:12.700]  因為這條是非常重要的題目
[00:14:12.700 --> 00:14:14.700]  你不可以去敬拜其他
[00:14:14.700 --> 00:14:15.700]  你不可以去敬拜其他
[00:14:15.700 --> 00:14:16.700]  你只能夠敬拜神
[00:14:16.700 --> 00:14:17.700]  你只能夠敬拜神
[00:14:17.700 --> 00:14:18.700]  你只能夠敬拜神
[00:14:18.700 --> 00:14:19.700]  就算你犯過錯
[00:14:19.700 --> 00:14:20.700]  就算你犯過錯
[00:14:20.700 --> 00:14:21.700]  侍奉做得不好等等
[00:14:21.700 --> 00:14:22.700]  侍奉做得不好等等
[00:14:22.700 --> 00:14:23.700]  都可以饒恕
[00:14:23.700 --> 00:14:24.700]  但這件事不能夠饒恕
[00:14:24.700 --> 00:14:25.700]  但這件事不能夠饒恕
[00:14:25.700 --> 00:14:26.700]  你可以犯錯
[00:14:26.700 --> 00:14:27.700]  但是這件事不可以饒恕
[00:14:27.700 --> 00:14:28.700]  但是這件事不可以饒恕
[00:14:28.700 --> 00:14:29.700]  不可以再錯
[00:14:29.700 --> 00:14:30.700]  不可以再錯
[00:14:30.700 --> 00:14:31.700]  一定要學好它
[00:14:31.700 --> 00:14:32.700]  一定要學好它
[00:14:32.700 --> 00:14:33.700]  一定要學好它
[00:14:33.700 --> 00:14:34.700]  為什麼呢
[00:14:34.700 --> 00:14:40.700]  因為這就是舊約聖經十誡的第一誡
[00:14:40.700 --> 00:14:43.700]  因為這就是舊約聖經十誡裡的第一誡
[00:14:43.700 --> 00:14:46.700]  隨我們的主意而在目別的神
[00:14:46.700 --> 00:14:48.700]  除我之外再沒有別的神
[00:14:48.700 --> 00:14:53.700]  這裡告訴我們一樣的道理
[00:14:53.700 --> 00:14:54.700]  如果這件事搞錯
[00:14:54.700 --> 00:14:55.700]  如果這件事搞錯
[00:14:55.700 --> 00:14:58.700]  就算你多德高望重都好
