
[00:00:00.000 --> 00:00:10.000]  我預備編導時,我求問主,到底我這個世界需不需要有主你的精兵呢?
[00:04:59.000 --> 00:05:04.000]  小路行傳說,這個群體就是叫做教會
[00:05:04.000 --> 00:05:12.000]  這個群體讓世界未認識神的人見到生命的美麗
[00:05:12.000 --> 00:05:21.000]  所以小路行傳47節提到,主將得救的人天天加給他們
[00:05:21.000 --> 00:05:33.000]  神單指復興當時的使徒們去做這件事,今日仍然將這個任務交給我們
[00:05:33.000 --> 00:05:47.000]  約翰福音14章主耶穌提到,我實實在在告訴你們,我所作的事,信我的人也要作,並且作更大的事,因為我要往乎那裡去
[00:05:47.000 --> 00:05:54.000]  原來主耶穌心裏面,我們是很寶貴,我們的地位是祂揀選出來很超然
[00:05:54.000 --> 00:06:00.000]  而祂更加希望我們勝過當時的門徒,更稱出於藍
[00:06:00.000 --> 00:06:07.000]  弟兄姊妹,我們今日如何預備好做基督耶穌的精兵呢?
[00:06:07.000 --> 00:06:14.000]  我小時候很喜歡當兵,我小學的時候就參加童軍
[00:06:14.000 --> 00:06:23.000]  不過到招募那天我就不被取錄,因為我是不夠高
[00:06:23.000 --> 00:06:31.000]  當時我很小,由小一到小六我都是做航長,即是坐第一航
[00:06:31.000 --> 00:06:38.000]  到中學後期,突然中了輻射才升上去
[00:06:38.000 --> 00:06:48.000]  弟兄姊妹,當時如果我知道要夠高,我早就做了一些預備,不用做童軍,很慘,很可惜,很可憐
[00:06:48.000 --> 00:06:57.000]  我們思想,在聖經裏面提到,如果要跟從神,做基督的精兵,我們需要如何預備?
[00:06:57.000 --> 00:07:05.000]  保羅寫書信給提摩泰,在提摩泰後書的二章三到四節,保羅勉勵他
[00:07:05.000 --> 00:07:18.000]  你要和我同壽苦難,好仗基督耶穌的精兵,凡在軍中當兵的,不將誓無前身,好叫那召他當兵的人喜悅
[00:07:18.000 --> 00:07:25.000]  保羅提到當兵,他第一樣想到的就是不讓誓無前身
[00:07:25.000 --> 00:07:38.000]  相信保羅知道一個被誓無前身的軍人是沒有辦法盡忠職守,沒有辦法保衛自己的國土,應做的那份也做不到
[00:07:38.000 --> 00:07:50.000]  所以在羅馬法典也有這個要求,我們禁止軍人參與民事的職業,軍人不被誓無前身
[00:07:50.000 --> 00:07:58.000]  所以今天有一個神學的反思就是,到底基督徒應該做些什麼呢?
[00:07:58.000 --> 00:08:04.000]  原來答案就是,基督徒應該做一個基督徒就對了
[00:08:04.000 --> 00:08:13.000]  意思是,原來今天在做基督徒,大家還是未做一個標準的基督徒
[00:08:13.000 --> 00:08:22.000]  我們試想一下,當我們跟從主的時候,我們會不會有很多誓無前身呢?其實也有很多
[00:08:22.000 --> 00:08:32.000]  在四福音裡面,主耶穌呼召門徒,曾經向哪一個說過要他撇下一切,大家有沒有印象呢?
[00:08:32.000 --> 00:08:43.000]  一班打魚的漁夫,我們今天嘗試去思想一下彼得的放下對我們有什麼刺激
[00:08:43.000 --> 00:08:56.000]  在加利利的湖邊有一個漁業的博物館,裡面收藏了很多捕漁業的文物和工具
[00:08:56.000 --> 00:09:08.000]  相信裡面的收藏家推算,裡面的物件大約是主耶穌之後兩至四百年左右的物件
[00:09:08.000 --> 00:09:10.000]  很珍貴,用錢也買不到
[00:09:10.000 --> 00:09:16.000]  途中看到這個,中間這個就是一個聖經的教師
[00:09:16.000 --> 00:09:22.000]  他帶著一班華人的聖經團去到那裡,其實正在上聖經課
[00:09:22.000 --> 00:09:36.000]  大家看到這幅圖,這幅圖的外貌很像一艘船,周圍被鐵枝拉緊
[00:09:36.000 --> 00:09:46.000]  原來這艘不是耶穌坐過的,是耶穌年代後一班漁夫常用的船
[00:09:46.000 --> 00:09:54.000]  右上角有一個字,很小的,叫耶穌船,實際上不是耶穌坐過的
[00:09:54.000 --> 00:10:00.000]  這艘船能夠保存到今天,因為有淤泥的保護下
[00:10:00.000 --> 00:10:06.000]  這艘船船長八點二米,要五六個人才能操作
[00:10:06.000 --> 00:10:14.000]  表面上看這艘船很普通,沒什麼特別,但原來裡面的木材是用十幾種木材製成
[00:10:14.000 --> 00:10:22.000]  而且木材是可以循環再用的,這個漁船的成本是貴還是便宜呢?
[00:10:22.000 --> 00:10:26.000]  貴的,不是便宜的東西
[00:10:26.000 --> 00:10:36.000]  有一位叫做康普森的聖經考古學者說,彼得和他們一班人當時擁有不止一艘這些船
[00:10:36.000 --> 00:10:48.000]  可能有五至六艘這麼多,而且當時食量需求最大的是魚,他們當時吃魚吃很多
[00:10:48.000 --> 00:10:56.000]  也就是說彼得他們當捕魚之後就將這些魚賣去市場
[00:10:56.000 --> 00:11:03.000]  也就是說彼得他們不單止是一個漁民,還可能是擁有一個中型的捕魚企業
[00:11:03.000 --> 00:11:13.000]  我們再推算,彼得和這班人應該不是太過貧窮的,他們應該有些什麼呢?
[00:11:13.000 --> 00:11:16.000]  有些錢的
[00:11:16.000 --> 00:11:20.000]  我們看上文下理和耶穌的一段對話
[00:11:20.000 --> 00:11:25.000]  在《馬特福音》十九章,耶穌對他們說
[00:11:25.000 --> 00:11:38.000]  「我實在告訴你們,財主進天國是難的,我再告訴你們,駱駝穿過針眼比財主進上帝的國還容易」
[00:11:38.000 --> 00:11:46.000]  門徒聽完之後,他們非常擔心,就問「這樣誰能得救呢?」
[00:11:46.000 --> 00:11:53.000]  為什麼他們會擔心呢?因為他們正是有些錢
[00:11:53.000 --> 00:12:03.000]  耶穌說有錢人進天國是難的,所以他們心想「那誰能進呢?」
[00:12:03.000 --> 00:12:12.000]  耶穌對著他們說「在人者是不能,在神凡事都能」
[00:12:12.000 --> 00:12:22.000]  於是彼得回應說「看!我們已經撇下一切根從尾了,我們會得到什麼呢?」
[00:12:22.000 --> 00:12:30.000]  彼得這樣說,如果彼得是很窮的,彼得會不會這樣說呢?
[00:12:30.000 --> 00:12:39.000]  彼得不會,因為如果他窮到像乞丐那樣,他撇下一切根本沒什麼特別
[00:12:39.000 --> 00:12:44.000]  應該很容易就做到的,沒什麼艱難的,沒什麼挑戰的
[00:12:44.000 --> 00:12:51.000]  但是他們並不是這樣,他們擁有一個小型的生意,小型的捕魚企業
[00:12:51.000 --> 00:12:58.000]  要撇下一切,談何容易主耶穌?
[00:12:58.000 --> 00:13:06.000]  當彼得遇到耶穌之後,耶穌駛他一晚,原本一條魚都看不到
[00:13:06.000 --> 00:13:12.000]  看了這麼多魚回來,駛到這班漁夫很驚訝
[00:13:12.000 --> 00:13:20.000]  如果彼得用一個商業頭腦去想,會想「哇,耶穌,不如你和我們一起做生意吧
[00:13:20.000 --> 00:13:25.000]  我們發達了,我們從此以後不用擔心了」
[00:13:25.000 --> 00:13:30.000]  但是彼得知道自己是不對的
[00:13:30.000 --> 00:13:36.000]  在我眼前的這位神,這位主耶穌,是在神的裡面
[00:13:36.000 --> 00:13:42.000]  耶穌是屬於神的,不是屬於我的,而我只不過是一個罪人
[00:13:42.000 --> 00:13:47.000]  所以祂跪在耶穌面前說「我是一個罪人」
[00:13:47.000 --> 00:13:54.000]  我怎麼可以叫主耶穌來幫我做生意呢?
[00:13:54.000 --> 00:13:59.000]  所以彼得的出路只得一個,彼得心裡就想
[00:13:59.000 --> 00:14:06.000]  主既然呼召我做祂的門徒,我就應該撇下一切去跟從祂
[00:14:06.000 --> 00:14:13.000]  這樣才是尊神為大,以神為中心的生活
[00:14:13.000 --> 00:14:23.000]  弟兄姊妹,我們今天容不容易活出彼得和這群人的跟從主的樣式呢?
[00:14:23.000 --> 00:14:37.000]  我有一個朋友是打乒乓球的,他教一群中學的校隊
[00:14:37.000 --> 00:14:45.000]  他很自豪地說「我比一般的父母更加快知道這群中學生是否在拍拖」
[00:14:45.000 --> 00:14:47.000]  我問他「你怎麼知道呢?」
[00:14:47.000 --> 00:14:54.000]  他說「他一邊打乒乓球一邊拿著手機講電話,應該是在拍拖」
[00:14:54.000 --> 00:15:02.000]  「你看這個人,打乒乓球毫無活力,應該是在吵架」
[00:15:02.000 --> 00:15:07.000]  他說「現在這樣玩的時候,我被他們拿著手機」
[00:15:07.000 --> 00:15:13.000]  「真是要比賽,真是要練球的時候,我就收了他們的手機」
[00:15:13.000 --> 00:15:19.000]  他說「不過有一次,有個同學因為我收了他的手機」
[00:15:19.000 --> 00:15:26.000]  「他就以後不再打乒乓球了,即是退出球隊了」
[00:15:26.000 --> 00:15:31.000]  弟兄姊妹,主耶穌要我們撇下一切跟從祂
[00:15:31.000 --> 00:15:36.000]  我們會不會聽到這個要求,我們下次不再回來
[00:15:36.000 --> 00:15:39.000]  因為這個要求太高了,主耶穌
[00:15:39.000 --> 00:15:48.000]  作為轉化世界的基督徵兵,第二個神提醒我們
[00:15:48.000 --> 00:15:51.000]  我們要用一個意象去驅動
[00:15:51.000 --> 00:15:56.000]  不過裏面有很多困難,我們要學習克服困難
[00:15:56.000 --> 00:16:04.000]  在《使徒行傳》裏面,路加寫了一封書信,叫《路加福音》
[00:16:04.000 --> 00:16:11.000]  他給一位提亞菲羅大人,希望他明白保羅這位基督徒
[00:16:11.000 --> 00:16:20.000]  他原先只是想著亞細亞傳道
[00:16:20.000 --> 00:16:26.000]  但有一晚,他見到一個馬其頓人的呼聲這個意象
[00:16:26.000 --> 00:16:34.000]  所以保羅就因為這個意象,去了一個他從未去過的地方,叫馬其頓
[00:16:34.000 --> 00:16:39.000]  原本保羅在這裏,他原本想回頭
[00:16:39.000 --> 00:16:45.000]  不過有一晚,他見到一個馬其頓人呼召他過去
[00:16:45.000 --> 00:16:53.000]  因為這個意象的緣故,他就跨了這個海口,搭去歐洲大陸
[00:16:53.000 --> 00:17:05.000]  路加甚至很熱切地提到,保羅能夠去到歐洲大陸去傳道
[00:17:05.000 --> 00:17:09.000]  他不是想著放火,更加不是用來搞叛亂的
[00:17:09.000 --> 00:17:13.000]  是神給他的意象引領他過去
[00:17:13.000 --> 00:17:20.000]  保羅就是一個一個意象,改變了他人生的侍奉計劃的人
[00:17:20.000 --> 00:17:25.000]  這份改變,就算他自己也沒有想過
[00:17:25.000 --> 00:17:30.000]  可想而知,意象是每一個基督徒的明燈
[00:17:30.000 --> 00:17:36.000]  請姐妹,我們會不會在神的裏面
[00:17:36.000 --> 00:17:40.000]  我們求他帶領我們每一天的時候,我們也求他給我們一個意象
[00:17:40.000 --> 00:17:44.000]  我們就按這個意象去活
[00:17:44.000 --> 00:17:47.000]  在《針研》第29章18節提到
[00:17:47.000 --> 00:17:51.000]  「沒有意象,民就放肆」
[00:17:51.000 --> 00:17:54.000]  這個比較古老的譯本就譯為
[00:17:54.000 --> 00:17:58.000]  「沒有意象,民就毀滅」
[00:17:58.000 --> 00:18:01.000]  可想而知,聖經提到
[00:18:01.000 --> 00:18:06.000]  如果人失去了意象,人就沒有動力去活下去
[00:18:10.000 --> 00:18:13.000]  保羅再提一次
[00:18:13.000 --> 00:18:19.000]  「你要和我同受苦難,好像基督耶穌的精兵」
[00:18:19.000 --> 00:18:22.000]  保羅提到的「受苦」
[00:18:22.000 --> 00:18:27.000]  到底基督徒為什麼要受苦和受什麼苦呢?
[00:18:27.000 --> 00:18:34.000]  聖經是怎樣提到保羅受苦呢?
[00:18:34.000 --> 00:18:37.000]  保羅是不是被人鞭打過?
[00:18:37.000 --> 00:18:41.000]  有沒有人因為做基督徒而受鞭打?
[00:18:41.000 --> 00:18:45.000]  我沒有試過,大家都應該沒有試過
[00:18:45.000 --> 00:18:52.000]  到底今天我們要進行這個意象,到底要受什麼苦呢?
[00:18:52.000 --> 00:18:54.000]  我們不如思想一個人物
[00:18:54.000 --> 00:18:56.000]  他做了一件很偉大的事
[00:18:56.000 --> 00:18:59.000]  不過他走的路一點都不容易走
[00:18:59.000 --> 00:19:04.000]  這位是瑪利亞
[00:19:04.000 --> 00:19:08.000]  我們思想一下瑪利亞走過什麼苦路
[00:19:08.000 --> 00:19:11.000]  在路加福音一章二十六到三十八節
[00:19:11.000 --> 00:19:15.000]  我們知道瑪利亞見到一個異象
[00:19:15.000 --> 00:19:18.000]  這個異象是天使加巴列跟她說
[00:19:18.000 --> 00:19:23.000]  「你已經蒙恩了,你要懷孕生子」
[00:19:23.000 --> 00:19:25.000]  這就是主耶穌基督
[00:19:25.000 --> 00:19:32.000]  「這位孩子的成長,他日後的皇權將會無窮無盡」
[00:19:32.000 --> 00:19:37.000]  相信大家同意,瑪利亞一生最偉大的事
[00:19:37.000 --> 00:19:44.000]  就是為了主耶穌,並且將他生出來養大
[00:19:44.000 --> 00:19:49.000]  按著主耶穌的領袖,讓他走一條苦的路
[00:19:49.000 --> 00:19:51.000]  不過大家有沒有想過
[00:19:51.000 --> 00:19:58.000]  原來瑪利亞一受加巴列的邀請
[00:19:58.000 --> 00:20:00.000]  去執行這個異象的時候
[00:20:00.000 --> 00:20:02.000]  她有很多挑戰
[00:20:02.000 --> 00:20:10.000]  包括第一,她要接受自己未婚生子
[00:20:10.000 --> 00:20:14.000]  今天未婚生子是不是一件很光榮的事
[00:20:14.000 --> 00:20:16.000]  絕對不是
[00:20:16.000 --> 00:20:21.000]  更何況兩千年前
[00:20:21.000 --> 00:20:27.000]  第二,她要接受神的兒子不是在聖殿誕生
[00:20:27.000 --> 00:20:31.000]  當時大部份人都覺得神的兒子要出生
[00:20:31.000 --> 00:20:34.000]  一定要通過聖殿出生
[00:20:34.000 --> 00:20:39.000]  第三,她要承擔自己養大他
[00:20:39.000 --> 00:20:42.000]  養大一個小朋友難嗎
[00:20:42.000 --> 00:20:47.000]  所以很多夫婦都不生,因為要四百萬
[00:20:47.000 --> 00:20:51.000]  正常都要四百萬
[00:20:51.000 --> 00:20:57.000]  第四,她很勇敢,因為希律好像預備殺子
[00:20:57.000 --> 00:21:02.000]  剛才提到希律計劃人口普查
[00:21:02.000 --> 00:21:06.000]  哪個家庭有兩歲以下的殺小孩
[00:21:06.000 --> 00:21:09.000]  不知道瑪利亞會不會跟加巴列說
[00:21:09.000 --> 00:21:11.000]  我生是沒有問題的
[00:21:11.000 --> 00:21:13.000]  不過現在正值殺子
[00:21:13.000 --> 00:21:15.000]  不如兩年後才生
[00:21:15.000 --> 00:21:18.000]  現在生很危險
[00:21:18.000 --> 00:21:20.000]  不知道會不會這樣說
[00:21:20.000 --> 00:21:22.000]  生是沒有問題,我絕對可以
[00:21:22.000 --> 00:21:25.000]  不過遲些再說
[00:21:25.000 --> 00:21:30.000]  不過剛才這四樣都可能是瑪利亞的擔心
[00:21:30.000 --> 00:21:37.000]  不過有七樣瑪利亞一承擔這個意象就馬上失去
[00:21:37.000 --> 00:21:38.000]  有哪七樣
[00:21:38.000 --> 00:21:42.000]  第一,周圍人士不潔
[00:21:42.000 --> 00:21:46.000]  因為未婚生子,還不是不潔
[00:21:46.000 --> 00:21:50.000]  那不潔會怎樣呢,她以後不可以進會堂
[00:21:50.000 --> 00:21:52.000]  沒有資格進會堂
[00:21:52.000 --> 00:21:56.000]  可能今天不讓回教會,不知道會不會
[00:21:56.000 --> 00:21:58.000]  不過今天教會很寬容
[00:21:58.000 --> 00:22:02.000]  不過我聽過一些未婚媽媽
[00:22:02.000 --> 00:22:06.000]  她自己都說教會讓不讓我進來
[00:22:06.000 --> 00:22:08.000]  她都有這個擔心
[00:22:08.000 --> 00:22:13.000]  第三,她一生一世被稱為人婦
[00:22:13.000 --> 00:22:15.000]  記住是一生一世
[00:22:15.000 --> 00:22:18.000]  因為不會改變,這個事實不會改變
[00:22:18.000 --> 00:22:19.000]  就是人婦
[00:22:19.000 --> 00:22:21.000]  你猜她當時跟別人說
[00:22:21.000 --> 00:22:25.000]  我沒有姦淫,是聖靈感應
[00:22:25.000 --> 00:22:27.000]  有多少人相信她
[00:22:27.000 --> 00:22:29.000]  她老公信不信
[00:22:29.000 --> 00:22:32.000]  老公都不信
[00:22:32.000 --> 00:22:39.000]  第四,她不能跟有婦之夫同台食飯和對話
[00:22:39.000 --> 00:22:41.000]  如果她坐在那裏吃東西
[00:22:41.000 --> 00:22:46.000]  有些人走過來,她就要拿走自己的食物
[00:22:46.000 --> 00:22:49.000]  她沒有資格跟別人吃飯
[00:22:49.000 --> 00:22:52.000]  第五,她要離開村莊
[00:22:52.000 --> 00:22:54.000]  因為這個村莊包容不了她
[00:22:54.000 --> 00:22:56.000]  請你走
[00:22:56.000 --> 00:22:59.000]  第六,未婚夫可以休她
[00:22:59.000 --> 00:23:02.000]  在《馬太方案》一章十九節提到
[00:23:02.000 --> 00:23:04.000]  約瑟明明想休了她
[00:23:04.000 --> 00:23:07.000]  不過不想令她難受
[00:23:07.000 --> 00:23:11.000]  第七,如果再被人發現她行淫
[00:23:11.000 --> 00:23:13.000]  可以按律法處決
[00:23:13.000 --> 00:23:16.000]  在《約翰福音》八章提到
[00:23:16.000 --> 00:23:18.000]  一個婦人被捉拿行姦淫
[00:23:18.000 --> 00:23:20.000]  有人要求主耶穌
[00:23:20.000 --> 00:23:23.000]  她可以被石頭扔死
[00:23:23.000 --> 00:23:28.000]  當瑪利亞一聽到
[00:23:28.000 --> 00:23:33.000]  神要她執行這個意象
[00:23:33.000 --> 00:23:39.000]  這七個意象就跟著她
[00:23:39.000 --> 00:23:46.000]  今天如果神要你做一件事
[00:23:46.000 --> 00:23:49.000]  不過這件事不是很風光
[00:23:49.000 --> 00:23:52.000]  不是周圍的人會支持你
[00:23:52.000 --> 00:23:55.000]  你會不會都走這條路呢?
[00:23:55.000 --> 00:23:58.000]  右邊那幅很美麗的瑪利亞
[00:23:58.000 --> 00:24:03.000]  這幅是很多人的幻想
[00:24:03.000 --> 00:24:05.000]  瑪利亞很美麗
[00:24:05.000 --> 00:24:07.000]  這個寶寶很聽話
[00:24:07.000 --> 00:24:09.000]  受到神的歌頌
[00:24:09.000 --> 00:24:11.000]  而左邊那幅
[00:24:11.000 --> 00:24:14.000]  一個很孤單的瑪利亞
[00:24:14.000 --> 00:24:16.000]  很淒涼的瑪利亞
[00:24:16.000 --> 00:24:18.000]  沒有人理睬的瑪利亞
[00:24:18.000 --> 00:24:21.000]  被視為不潔的瑪利亞
[00:24:21.000 --> 00:24:24.000]  沒有人覺得她手上這個寶寶
[00:24:24.000 --> 00:24:26.000]  就是神的兒子的瑪利亞
[00:24:26.000 --> 00:24:32.000]  董姊妹
[00:24:32.000 --> 00:24:36.000]  有時我們在侍奉裡很容易跌倒
[00:24:36.000 --> 00:24:38.000]  因為我們凝視著
[00:24:38.000 --> 00:24:40.000]  右邊那幅就是我們的未來
[00:24:40.000 --> 00:24:42.000]  董姊妹
[00:24:42.000 --> 00:24:44.000]  左邊那幅
[00:24:44.000 --> 00:24:50.000]  可能是我們活在神心裏的遭遇
[00:24:50.000 --> 00:25:02.000]  無論怎樣
[00:25:02.000 --> 00:25:06.000]  今天我們需要燃燒我們的異象
[00:25:06.000 --> 00:25:15.000]  很多弟兄姊妹在教會都很熱心
[00:25:15.000 --> 00:25:16.000]  很愛主
[00:25:16.000 --> 00:25:17.000]  很善良
[00:25:17.000 --> 00:25:20.000]  不過生活的壓力
[00:25:20.000 --> 00:25:23.000]  往往榨乾了我們對主的熱誠
[00:25:23.000 --> 00:25:25.000]  例如工作
[00:25:25.000 --> 00:25:28.000]  孩子的忙碌
[00:25:28.000 --> 00:25:30.000]  精神健康
[00:25:30.000 --> 00:25:32.000]  各方面加起來
[00:25:32.000 --> 00:25:35.000]  令我們很想多些爆豐球
[00:25:35.000 --> 00:25:37.000]  多些可以休息
[00:25:37.000 --> 00:25:40.000]  有位牧者提到
[00:25:40.000 --> 00:25:43.000]  在教會有一個二十多歲的男士
[00:25:43.000 --> 00:25:45.000]  他告訴自己
[00:25:45.000 --> 00:25:48.000]  他回來教會很乏力
[00:25:48.000 --> 00:25:51.000]  他找教會找了一段日子
[00:25:51.000 --> 00:25:54.000]  那時生活好像無主孤魂
[00:25:54.000 --> 00:25:56.000]  不知道為何要去這裏
[00:25:56.000 --> 00:25:58.000]  但他習慣了回教會
[00:25:58.000 --> 00:26:01.000]  因為他害怕如果他不回來
[00:26:01.000 --> 00:26:02.000]  神會懲罰他
[00:26:02.000 --> 00:26:06.000]  使他的生活更難
[00:26:06.000 --> 00:26:09.000]  所以他願意履行
[00:26:09.000 --> 00:26:13.000]  神要基督徒回教會的一個基本要求
[00:26:13.000 --> 00:26:18.000]  他體會到心靈和身體是分割的
[00:26:18.000 --> 00:26:20.000]  他覺得很低沉
[00:26:20.000 --> 00:26:21.000]  沒有方向
[00:26:21.000 --> 00:26:22.000]  沒有活力
[00:26:22.000 --> 00:26:24.000]  後來有一天
[00:26:24.000 --> 00:26:28.000]  他聽見一個兒童侍工的姊妹
[00:26:28.000 --> 00:26:30.000]  分享做兒童工作
[00:26:30.000 --> 00:26:34.000]  是一件很有意義和抱負的事
[00:26:34.000 --> 00:26:37.000]  他決定回應這個感動
[00:26:37.000 --> 00:26:39.000]  參與這個侍奉
[00:26:39.000 --> 00:26:44.000]  目者三個月後再次見到他
[00:26:44.000 --> 00:26:46.000]  見到他精神激烈
[00:26:46.000 --> 00:26:47.000]  神采飛揚
[00:26:47.000 --> 00:26:51.000]  他說他現在已經是八個小朋友的組長
[00:26:51.000 --> 00:26:54.000]  他可以說到每一個小朋友的名字
[00:26:54.000 --> 00:26:57.000]  了解到他家庭的情況
[00:26:57.000 --> 00:26:59.000]  他說現在每日的生活
[00:26:59.000 --> 00:27:02.000]  都是為了他們去預備
[00:27:02.000 --> 00:27:05.000]  他說他預備得充滿活力
[00:27:05.000 --> 00:27:10.000]  他說他預備繼續參與組長的培訓
[00:27:10.000 --> 00:27:14.000]  他覺得在教會的侍奉
[00:27:14.000 --> 00:27:18.000]  是他生命裏面最重要的事
[00:27:18.000 --> 00:27:24.000]  他說上班只是支持著他侍奉神的資源
[00:27:24.000 --> 00:27:27.000]  這就是意象的力量
[00:27:27.000 --> 00:27:32.000]  使一個基督徒重新做回一個基督徒
[00:27:35.000 --> 00:27:36.000]  領姐妹
[00:27:36.000 --> 00:27:40.000]  當你發覺你回來的時候
[00:27:40.000 --> 00:27:41.000]  不知道要做些什麼
[00:27:41.000 --> 00:27:44.000]  其實這是我們的意象
[00:27:44.000 --> 00:27:46.000]  可能釋了一個問題
[00:27:46.000 --> 00:27:48.000]  我們求主再給你
[00:27:48.000 --> 00:27:59.000]  當我們預備好作神的精兵的時候
[00:27:59.000 --> 00:28:01.000]  我們會問一個問題
[00:28:01.000 --> 00:28:04.000]  我覺得戰場在哪裏呢
[00:28:04.000 --> 00:28:05.000]  領姐妹
[00:28:05.000 --> 00:28:08.000]  原來戰場在我們家裏
[00:28:08.000 --> 00:28:10.000]  在我們家庭裏面
[00:28:10.000 --> 00:28:13.000]  在家裏記得活好基督的見證
[00:28:13.000 --> 00:28:14.000]  在聖經裏面
[00:28:14.000 --> 00:28:17.000]  「愛」這個字出現了828次
[00:28:17.000 --> 00:28:22.000]  不過「家」這個字出現了1378次
[00:28:22.000 --> 00:28:23.000]  可想而知
[00:28:23.000 --> 00:28:27.000]  上帝很重視家庭這個單位
[00:28:27.000 --> 00:28:31.000]  在《創世紀》六章十八到二十節
[00:28:31.000 --> 00:28:34.000]  他對羅亞方舟做的羅亞這樣說
[00:28:34.000 --> 00:28:36.000]  我卻要與你納約
[00:28:36.000 --> 00:28:40.000]  你和你的妻兒子兒媳都要進方舟
[00:28:40.000 --> 00:28:44.000]  凡有肉有血的活物
[00:28:44.000 --> 00:28:45.000]  每樣兩個
[00:28:45.000 --> 00:28:46.000]  一公一母
[00:28:46.000 --> 00:28:48.000]  你要帶進方舟
[00:28:48.000 --> 00:28:51.000]  保障你那裏保存生命
[00:28:51.000 --> 00:28:53.000]  飛鳥各從其類
[00:28:53.000 --> 00:28:55.000]  畜生各從其類
[00:28:55.000 --> 00:28:57.000]  地上的昆蟲各從其類
[00:28:57.000 --> 00:28:58.000]  每樣兩個
[00:28:58.000 --> 00:29:01.000]  要到你那裏好保存生命
[00:29:01.000 --> 00:29:03.000]  在《成雁》裏面
[00:29:03.000 --> 00:29:05.000]  視家庭為一個單位
[00:29:05.000 --> 00:29:09.000]  好東西是全家都要預備的
[00:29:09.000 --> 00:29:12.000]  有一次我收到一個
[00:29:12.000 --> 00:29:16.000]  外面的朋友的結婚
[00:29:16.000 --> 00:29:18.000]  寄個帖給我
[00:29:18.000 --> 00:29:20.000]  不過帖我收到之後
[00:29:20.000 --> 00:29:22.000]  有些疑問
