
[00:00:00.000 --> 00:00:03.040]  是和大家繼續講《但以理書》
[00:01:42.520 --> 00:01:46.440]  面對人又應該要做些甚麼
[00:01:46.440 --> 00:01:50.360]  今日就要跟大家講火鏈的信心
[00:01:50.360 --> 00:01:53.960]  這個其實就是第三章
[00:01:53.960 --> 00:01:57.280]  當但以你三個同伴在火窯裏面的時候
[00:01:57.280 --> 00:02:00.720]  他們表現出的就是火鏈的信心
[00:02:00.720 --> 00:02:02.760]  將來去到第六章會跟大家講
[00:02:02.760 --> 00:02:05.920]  在獅子坑裏面又有些甚麼信心
[00:02:05.920 --> 00:02:11.920]  今日先看看怎樣叫做是一個火鏈的信心
[00:02:11.920 --> 00:02:14.640]  其實火鏈的信心我們見到有三點
[00:02:14.640 --> 00:02:17.640]  第一個是專一的信心
[00:02:17.640 --> 00:02:20.520]  第二是剛強的信心
[00:02:20.520 --> 00:02:23.800]  第三是堅定的信心
[00:02:23.800 --> 00:02:26.280]  我們一起來看看這三點
[00:02:26.280 --> 00:02:29.520]  我們看看第一點是專一的信心
[00:02:29.520 --> 00:02:33.400]  剛才讀經文我們沒有讀三章十六節
[00:02:33.400 --> 00:02:35.200]  這個是上次讀了
[00:02:35.200 --> 00:02:36.720]  但以你書三章十六節說
[00:02:36.720 --> 00:02:43.200]  沙德拉、米薩、阿伯尼哥對王雪、尼布加尼薩亞
[00:02:43.200 --> 00:02:46.360]  這件事我們不必回答你
[00:02:46.360 --> 00:02:50.040]  上次都有講到這三個同伴
[00:02:50.040 --> 00:02:54.960]  他們講話好像很沙塵、好像很囂張
[00:02:54.960 --> 00:02:59.560]  同王說我們不必回答你
[00:02:59.560 --> 00:03:02.640]  其實基督徒成功的秘訣是甚麼
[00:03:02.640 --> 00:03:07.120]  成功的秘訣是跟從神的華語
[00:03:07.120 --> 00:03:08.120]  是跟從神
[00:03:08.120 --> 00:03:10.440]  這個是基督徒的秘訣
[00:03:10.440 --> 00:03:14.080]  但以你三個同伴亦都有這個秘訣
[00:03:14.080 --> 00:03:17.600]  他們完全應該知道他們是怎樣做
[00:03:17.600 --> 00:03:21.480]  他們跟尼布加尼薩說我們不回答你
[00:03:21.480 --> 00:03:26.200]  其實和合館的原文不是說不必回答你
[00:03:26.200 --> 00:03:30.040]  原文其實的意思是無需多講
[00:03:30.040 --> 00:03:32.080]  不需要再跟你多講
[00:03:32.080 --> 00:03:33.880]  不需要跟你磨沽
[00:03:33.880 --> 00:03:36.160]  我們已經知道怎樣做
[00:03:36.160 --> 00:03:38.080]  記不記得第二章
[00:03:38.080 --> 00:03:44.160]  但以你跟他三個同伴要跟尼布加尼薩解夢的時候
[00:03:44.160 --> 00:03:48.360]  他們是要求有多些時間 給我們多些時間
[00:03:48.360 --> 00:03:49.400]  為甚麼
[00:03:49.400 --> 00:03:52.360]  因為他要去尋求神的旨意
[00:03:52.360 --> 00:03:54.200]  所以他要多些時間
[00:03:54.200 --> 00:03:57.320]  但第三章叫他們拜偶像的時候
[00:03:57.320 --> 00:04:00.240]  神的旨意明不明白
[00:04:00.240 --> 00:04:01.640]  絕對明白
[00:04:01.640 --> 00:04:05.200]  在舊約裏面我們知道十誡已經講了
[00:04:05.200 --> 00:04:07.360]  你不可以有其他的神
[00:04:07.360 --> 00:04:11.080]  你不可以為自己雕刻偶像
[00:04:11.080 --> 00:04:13.680]  所以他們不需要再去尋求神的旨意
[00:04:13.680 --> 00:04:16.000]  神的旨意已經給了他們
[00:04:16.000 --> 00:04:18.120]  他們不需要再多講
[00:04:18.120 --> 00:04:20.960]  他們懂得怎樣做
[00:04:20.960 --> 00:04:23.760]  但其實我們基督徒真的很幸運
[00:04:23.760 --> 00:04:28.240]  我們全部神的啟示已經在三部聖經裏面
[00:04:28.240 --> 00:04:31.760]  我們比達爾利三個同伴更加幸運
[00:04:31.760 --> 00:04:34.120]  我們有新約的啟示
[00:04:34.120 --> 00:04:36.040]  全部神的話語我們都知道
[00:04:36.040 --> 00:04:38.440]  我們知道要怎樣做
[00:04:38.440 --> 00:04:41.760]  我們可以真真正正有個專一
[00:04:41.760 --> 00:04:44.000]  不變改、不動搖的信心
[00:04:44.000 --> 00:04:47.120]  因為我們有神的話語
[00:04:47.120 --> 00:04:50.120]  現在這個世界很多雜聲
[00:04:50.120 --> 00:04:53.480]  個個都想告訴我們應該要怎樣做
[00:04:53.480 --> 00:04:56.560]  電視的媒介告訴我們應該要怎樣做
[00:04:56.560 --> 00:04:59.640]  政治家告訴我們應該要怎樣做
[00:04:59.640 --> 00:05:03.200]  電影有他們說怎樣是對怎樣是錯
[00:05:03.200 --> 00:05:06.160]  書本又說怎樣是對怎樣是錯
[00:05:06.160 --> 00:05:08.680]  每人都有他的講法
[00:05:08.680 --> 00:05:11.800]  每個人都說自己有真理
[00:05:11.800 --> 00:05:13.720]  而這個世界會告訴你
[00:05:13.720 --> 00:05:15.120]  每個人都有真理
[00:05:15.120 --> 00:05:17.200]  你不可以說別人的不是真理
[00:05:17.200 --> 00:05:20.080]  你的是真理
[00:05:20.080 --> 00:05:22.080]  每個人都有真理
[00:05:22.080 --> 00:05:24.160]  這個就是現在的道道
[00:05:24.160 --> 00:05:26.560]  但是如果每個人都有真理的時候
[00:05:26.560 --> 00:05:29.120]  這個世界還有沒有真理?
[00:05:29.120 --> 00:05:30.720]  每個人都有真理的時候
[00:05:30.720 --> 00:05:33.240]  這個世界就沒有真理
[00:05:33.240 --> 00:05:36.640]  我們的真理不是人想出來的
[00:05:36.640 --> 00:05:38.920]  如果是人想出來的話你有你的真理
[00:05:38.920 --> 00:05:39.920]  我有我的真理
[00:05:39.920 --> 00:05:42.440]  公有公講婆有婆講
[00:05:42.440 --> 00:05:44.160]  我們的真理是怎樣?
[00:05:44.160 --> 00:05:45.400]  是在聖經裏面
[00:05:45.400 --> 00:05:47.400]  不是我們自己創造出來
[00:05:47.400 --> 00:05:53.200]  感謝主我們的真理是絕對是正確
[00:05:53.200 --> 00:05:54.960]  其實很多時候
[00:05:54.960 --> 00:05:57.880]  我們不需要好像說很多決定
[00:05:57.880 --> 00:06:00.840]  我們要來做決定
[00:06:00.840 --> 00:06:04.520]  其實如果我們只是選擇大的東西來做決定的話
[00:06:04.520 --> 00:06:06.240]  是已經夠了
[00:06:06.240 --> 00:06:08.680]  選擇什麼大的東西來做決定?
[00:06:08.680 --> 00:06:12.000]  最大的就是你要跟隨誰
[00:06:12.000 --> 00:06:12.760]  是不是?
[00:06:12.760 --> 00:06:14.960]  如果我們知道我們是跟隨誰的話
[00:06:14.960 --> 00:06:17.960]  其他的決定就很容易做
[00:06:17.960 --> 00:06:20.840]  上個星期說我們要將神放在第一位
[00:06:20.840 --> 00:06:22.880]  要排除所有的偶像
[00:06:22.880 --> 00:06:25.320]  這個其實就是我們要做的
[00:06:25.320 --> 00:06:29.920]  正如在約書亞的二十四章十五節講什麼?
[00:06:29.920 --> 00:06:31.560]  他說至於我和我家
[00:06:31.560 --> 00:06:34.280]  我們必定侍奉耶和華
[00:06:34.280 --> 00:06:38.080]  我和我的家人就是侍奉耶和華的
[00:06:38.080 --> 00:06:42.040]  彼得在新約在使徒行主五章二十九
[00:06:42.040 --> 00:06:45.920]  彼得還試圖他們都回答
[00:06:45.920 --> 00:06:48.840]  要順從神不順從人
[00:06:48.840 --> 00:06:50.800]  是應當的
[00:06:50.800 --> 00:06:53.120]  他們已經決定是要順從神
[00:06:53.120 --> 00:06:55.240]  就好像約書亞一樣
[00:06:55.240 --> 00:06:56.720]  無論舊約新約
[00:06:56.720 --> 00:06:59.200]  我們見到有很多很多
[00:06:59.200 --> 00:07:04.840]  是聖經的人物都說他們是要順從神
[00:07:04.840 --> 00:07:08.160]  而且不是說要等到事情發生了
[00:07:08.160 --> 00:07:10.920]  你才去考慮去順從誰
[00:07:10.920 --> 00:07:13.920]  你應該要一早作出決定
[00:07:13.920 --> 00:07:16.400]  好像但爾利三個同伴那樣
[00:07:16.400 --> 00:07:20.080]  我們在介紹但爾利書已經有講過
[00:07:20.080 --> 00:07:23.520]  其實在約西亞在位的時候
[00:07:23.520 --> 00:07:28.360]  是有耶利米先知來輔助約西亞
[00:07:28.360 --> 00:07:30.880]  當時有一個很大的復興
[00:07:30.880 --> 00:07:33.440]  相信但爾利和他三個同伴
[00:07:33.440 --> 00:07:35.760]  已經在那時候決定了
[00:07:35.760 --> 00:07:38.080]  他們是要跟隨這位神
[00:07:38.080 --> 00:07:41.120]  要跟隨祂所有的話語
[00:07:41.120 --> 00:07:45.440]  在那時候已經作了決定了
[00:07:45.440 --> 00:07:47.080]  所以當尼泊加尼撒問他們
[00:07:47.080 --> 00:07:49.320]  我給多你們一次機會
[00:07:49.320 --> 00:07:52.760]  你們聽見音樂就要俯伏敬拜我
[00:07:52.760 --> 00:07:54.560]  他三個同伴說不用想了
[00:07:54.560 --> 00:07:56.040]  我們不需要考慮
[00:07:56.040 --> 00:07:57.800]  我們已經知道怎麼做
[00:07:57.800 --> 00:08:01.880]  他們有專一的信心
[00:08:01.880 --> 00:08:04.800]  第二樣除了專一的信心之外
[00:08:04.800 --> 00:08:08.320]  我們還應該有剛強的信心
[00:08:08.320 --> 00:08:10.080]  在但爾利書三章十五節
[00:08:10.080 --> 00:08:11.560]  尼泊加尼撒問
[00:08:11.560 --> 00:08:13.080]  我要看看有哪個神
[00:08:13.080 --> 00:08:16.840]  可以將你們救脫離我的手
[00:08:16.840 --> 00:08:18.920]  他三個同伴怎樣說
[00:08:18.920 --> 00:08:20.520]  在三章十七節
[00:08:20.520 --> 00:08:22.040]  但爾利書他說
[00:08:22.040 --> 00:08:25.440]  即便如此我們所侍奉的神
[00:08:25.440 --> 00:08:28.520]  能將我們從烈火的窯中救出來
[00:08:28.520 --> 00:08:33.200]  他說他也必救我們脫離祢的手
[00:08:33.200 --> 00:08:35.920]  我們的神絕對是大能的神
[00:08:35.920 --> 00:08:39.360]  絕對是能夠救我們的神
[00:08:39.360 --> 00:08:41.640]  但是留意到他沒有叫神
[00:08:41.640 --> 00:08:44.320]  是要怎樣去救他們
[00:08:44.320 --> 00:08:46.360]  他只是說我知道祢是大能
[00:08:46.360 --> 00:08:49.440]  我知道祢一定會救我們
[00:08:49.440 --> 00:08:51.520]  但和我們的禱告很不同
[00:08:51.520 --> 00:08:54.160]  我們的禱告很多時候很具體
[00:08:54.160 --> 00:08:56.920]  連怎樣救、何時救
[00:08:56.920 --> 00:09:00.040]  救的方式全部我們都說出來
[00:09:00.040 --> 00:09:01.560]  因為我們將來說漏了
[00:09:01.560 --> 00:09:04.160]  那時候一會兒神叫祂的旨意來救
[00:09:04.160 --> 00:09:05.520]  不是我們喜歡的
[00:09:05.520 --> 00:09:07.120]  那時候不就大件事
[00:09:07.120 --> 00:09:08.920]  要說得很清楚
[00:09:08.920 --> 00:09:12.240]  千萬不要讓我入火坑
[00:09:12.240 --> 00:09:14.120]  坐牢也不好
[00:09:14.120 --> 00:09:16.920]  最好是有驚無險
[00:09:16.920 --> 00:09:18.800]  大步跨過
[00:09:18.800 --> 00:09:19.600]  這樣就好了
[00:09:19.600 --> 00:09:23.480]  千萬不要讓我有甚麼損傷
[00:09:23.480 --> 00:09:26.160]  接著還會怎樣?討教還教
[00:09:26.160 --> 00:09:29.440]  「神啊,如果你這樣這樣來救我」
[00:09:29.440 --> 00:09:32.440]  「我就會服從祢,我就會信靠祢」
[00:09:32.440 --> 00:09:34.480]  「如果你這樣這樣來救我」
[00:09:34.480 --> 00:09:36.440]  「我就終身侍奉祢」
[00:09:36.440 --> 00:09:39.600]  我們那些是還會討教還教
[00:09:39.600 --> 00:09:41.800]  來求神
[00:09:41.800 --> 00:09:44.080]  但是你們三個朋友有沒有這樣做?
[00:09:44.080 --> 00:09:46.640]  但是你們三個朋友沒有這樣做
[00:09:46.640 --> 00:09:48.440]  他說我們知道祢是大能的
[00:09:48.440 --> 00:09:49.320]  我們信靠祢
[00:09:49.320 --> 00:09:52.880]  祢是會救我們
[00:09:52.880 --> 00:09:56.520]  雖然他們不知道神是會怎樣來救他們
[00:09:56.520 --> 00:09:58.280]  他們完全信靠神
[00:09:58.280 --> 00:10:00.600]  他們完全明白到神的旨意
[00:10:00.600 --> 00:10:02.920]  和他們所希望見到的
[00:10:02.920 --> 00:10:05.080]  可能是兩回事
[00:10:05.080 --> 00:10:07.520]  可能是他們不希望見到的事
[00:10:07.520 --> 00:10:11.080]  但是他們一樣是有這樣的信心
[00:10:11.080 --> 00:10:13.040]  他們知道祂大能的神
[00:10:13.040 --> 00:10:15.040]  一定會將最好的給他們
[00:10:15.040 --> 00:10:18.120]  就好像羅馬書八章二十八節
[00:10:18.120 --> 00:10:21.520]  說我們曉得萬事都互相效力
[00:10:21.520 --> 00:10:24.880]  要叫愛神的人得益處
[00:10:24.880 --> 00:10:28.200]  就是按他旨意被召的人
[00:10:28.200 --> 00:10:31.800]  他們有信心神一定會給他們最好
[00:10:31.800 --> 00:10:34.560]  他們知道就算神要他們
[00:10:34.560 --> 00:10:36.280]  真的進到火坑
[00:10:36.280 --> 00:10:37.920]  進到火窯
[00:10:37.920 --> 00:10:44.680]  神一定會有美好的旨意給他們
[00:10:44.680 --> 00:10:48.240]  正如《路加福音》二十二章四十二節
[00:10:48.240 --> 00:10:51.320]  耶穌基督和父怎樣說
[00:10:51.320 --> 00:10:55.200]  他說「父啊,你若願意把這杯撤去
[00:10:55.200 --> 00:10:58.000]  然而不要成就我的意思
[00:10:58.000 --> 00:11:00.800]  只要成就你的意思」
[00:11:00.800 --> 00:11:04.600]  如果成就神的旨意的話
[00:11:04.600 --> 00:11:09.120]  相信神一定會將最好的給我們
[00:11:09.120 --> 00:11:11.360]  他們的禱告真的和我們
[00:11:11.360 --> 00:11:14.200]  他們的信心真的和我們的信心很不同
[00:11:14.200 --> 00:11:16.920]  他們的信心是剛強的信心
[00:11:16.920 --> 00:11:20.560]  是完全馴服在神的旨意裏面
[00:11:20.560 --> 00:11:24.040]  這個是剛強的信心
[00:11:24.040 --> 00:11:29.160]  第三樣是一個堅定的信心
[00:11:29.160 --> 00:11:32.480]  我們見到除了尊一和剛強
[00:11:32.480 --> 00:11:34.960]  他們還有一個是堅定的信心
[00:11:34.960 --> 00:11:37.000]  在《大義理書》三章十八節
[00:11:37.000 --> 00:11:38.280]  他們怎樣說
[00:11:38.280 --> 00:11:40.640]  他們說「即或不然
[00:11:40.640 --> 00:11:43.440]  王啊,你當知道我們
[00:11:43.440 --> 00:11:44.920]  決不侍奉你的神
[00:11:44.920 --> 00:11:47.760]  也不敬拜你所立的金像」
[00:11:47.760 --> 00:11:51.560]  「即或不然」是甚麼意思?
[00:11:51.560 --> 00:11:54.920]  「即或不然」是就算你不救我們的話
[00:11:54.920 --> 00:11:57.160]  我們都一樣服從
[00:11:57.160 --> 00:11:58.400]  他們毫無疑問
[00:11:58.400 --> 00:12:00.760]  在他們的心目中神是敗能的
[00:12:00.760 --> 00:12:02.000]  他們毫無疑問
[00:12:02.000 --> 00:12:05.680]  神一定會打救他們
[00:12:05.680 --> 00:12:09.800]  但是他們說就算神不救我們
[00:12:09.800 --> 00:12:12.040]  就算我們變成了燒豬
[00:12:12.040 --> 00:12:13.560]  就算變成了火炭
[00:12:13.560 --> 00:12:17.520]  我們一樣不會向尼布格尼撒的金像
[00:12:17.520 --> 00:12:19.800]  屈膝來敬拜
[00:12:19.800 --> 00:12:24.560]  這就是他們堅定的信心
[00:12:24.560 --> 00:12:28.040]  他們知道極有可能神的旨意是要他們怎樣
[00:12:28.040 --> 00:12:30.560]  是要他們死在火坑裏面
[00:12:30.560 --> 00:12:34.600]  他們尚且願意進入這個火坑
[00:12:34.600 --> 00:12:37.840]  我們的信心裏面會不會這樣?
[00:12:37.840 --> 00:12:44.840]  我們的信心裏面有沒有「即或不然」這四個字?
[00:12:44.840 --> 00:12:48.120]  我們知道神絕對是有能力
[00:12:48.120 --> 00:12:50.280]  我相信沒有人會否定
[00:12:50.280 --> 00:12:52.520]  我們亦樂於跟別人說
[00:12:52.520 --> 00:12:54.920]  我們這位神是怎樣幫過我們
[00:12:54.920 --> 00:12:56.840]  怎樣救過我們
[00:12:56.840 --> 00:12:58.800]  在我們生命中有甚麼作為
[00:12:58.800 --> 00:13:03.120]  我們很樂於這樣跟別人說的
[00:13:03.120 --> 00:13:06.240]  但是如果神不救我們呢?
[00:13:06.240 --> 00:13:08.800]  我們還會不會信靠?
[00:13:08.800 --> 00:13:10.040]  如果神不救我們呢?
[00:13:10.040 --> 00:13:12.680]  我們還會不會侍奉祂?
[00:13:12.680 --> 00:13:15.520]  這是一個很現實的問題
[00:13:15.520 --> 00:13:18.640]  一個很現實的問題
[00:13:18.640 --> 00:13:19.800]  我們很喜歡說
[00:13:19.800 --> 00:13:22.280]  「但以你」那三個同伴的故事
[00:13:22.280 --> 00:13:23.560]  為甚麼?
[00:13:23.560 --> 00:13:26.520]  他們下了火坑走出來
[00:13:26.520 --> 00:13:27.880]  我們很喜歡說的
[00:13:27.880 --> 00:13:30.520]  能夠增加我們的信心
[00:13:30.520 --> 00:13:32.200]  很開心
[00:13:32.200 --> 00:13:34.400]  但是如果「但以你」那三個同伴
[00:13:34.400 --> 00:13:35.880]  下了火坑燒死了
[00:13:35.880 --> 00:13:37.880]  走不出來呢?
[00:13:37.880 --> 00:13:42.240]  我們還會不會這麼喜歡這個故事?
[00:13:42.240 --> 00:13:44.760]  我們一起來看看希伯來書十一章
[00:13:44.760 --> 00:13:46.480]  很有意思的
[00:13:46.480 --> 00:13:53.280]  希伯來書十一章是說了很多有信心的人的故事
[00:13:53.280 --> 00:13:54.480]  有些甚麼人呢?
[00:13:54.480 --> 00:13:57.200]  在十一章三十二至三十五節說
[00:13:57.200 --> 00:13:58.960]  若要一一細說
[00:13:58.960 --> 00:14:04.400]  基澱、巴拿、參孫、耶佛、他、大衛、撒姆爾
[00:14:04.400 --> 00:14:07.640]  和眾仙之的時候就不夠了
[00:14:07.640 --> 00:14:10.960]  作者說要我講這麼多人的故事
[00:14:10.960 --> 00:14:13.720]  你看我沒時間講了
[00:14:13.720 --> 00:14:15.160]  「他們因著信
[00:14:15.160 --> 00:14:17.040]  制服了敵國
[00:14:17.040 --> 00:14:18.160]  行了公義
[00:14:18.160 --> 00:14:19.320]  得了英許
[00:14:19.320 --> 00:14:22.240]  賭了獅子的口
[00:14:22.240 --> 00:14:24.480]  滅了烈火的盲誓
[00:14:24.480 --> 00:14:27.240]  脫了刀劍的封印
[00:14:27.240 --> 00:14:29.640]  軟弱變為剛強
[00:14:29.640 --> 00:14:31.680]  爭戰顯出勇敢
[00:14:31.680 --> 00:14:33.440]  打退外邦的全軍
[00:14:33.440 --> 00:14:37.960]  有婦人得自己的死人復活
[00:14:37.960 --> 00:14:41.800]  又有人忍受嚴刑不肯苟且
[00:14:41.800 --> 00:14:43.040]  而得釋放
[00:14:43.040 --> 00:14:46.520]  為要得著更美的復活」
[00:14:46.520 --> 00:14:48.960]  哇!賭著獅子口
[00:14:48.960 --> 00:14:52.240]  滅了烈火的盲誓是講甚麼?
[00:14:52.240 --> 00:14:53.240]  但爾利書
[00:14:53.240 --> 00:14:56.440]  我們現在講的是但爾利書
[00:14:56.440 --> 00:14:57.120]  還有甚麼?
[00:14:57.120 --> 00:14:58.520]  制服敵國
[00:14:58.520 --> 00:15:01.000]  打退外邦的全軍
[00:15:01.000 --> 00:15:02.760]  死人復活
[00:15:02.760 --> 00:15:04.120]  獲得釋放
[00:15:04.120 --> 00:15:05.400]  喜歡嗎?
[00:15:05.400 --> 00:15:07.000]  喜歡
[00:15:07.000 --> 00:15:08.440]  我們很喜歡這些故事
[00:15:08.440 --> 00:15:11.080]  但爾利三個朋友的故事
[00:15:11.080 --> 00:15:12.720]  我們很喜歡講機電
[00:15:12.720 --> 00:15:18.400]  怎樣藉著神的力量來打退他的敵人
[00:15:18.400 --> 00:15:22.680]  我們很喜歡聽大衛怎樣打贏哥利亞
[00:15:22.680 --> 00:15:24.880]  一個跟著一個的勝利
[00:15:24.880 --> 00:15:26.720]  一個跟著一個
[00:15:26.720 --> 00:15:28.200]  建立我們的信心
[00:15:28.200 --> 00:15:29.240]  聽了之後
[00:15:29.240 --> 00:15:30.800]  馬上有人問
[00:15:30.800 --> 00:15:33.160]  我怎樣決戰?
[00:15:33.160 --> 00:15:35.280]  你們哪裡有舞蹈班
[00:15:35.280 --> 00:15:36.200]  會員舞蹈班
[00:15:36.200 --> 00:15:39.600]  你們哪裡有洗禮班
[00:15:39.600 --> 00:15:42.320]  個個都想做基督徒
[00:15:42.320 --> 00:15:46.400]  一個跟著一個這麼成功
[00:15:46.400 --> 00:15:47.920]  但時間到
[00:15:47.920 --> 00:15:51.120]  還未讀完
[00:15:51.120 --> 00:15:54.320]  讀完下面還有甚麼?
[00:15:54.320 --> 00:15:58.760]  還有十一、三十六至到三十八節
[00:15:58.760 --> 00:16:00.520]  講甚麼?
[00:16:00.520 --> 00:16:07.680]  又有人忍受氣籠鞭靶、困鎖、監禁
[00:16:07.680 --> 00:16:09.320]  各種磨練
[00:16:09.320 --> 00:16:12.840]  被石頭打死、被鋸鋸死
[00:16:12.840 --> 00:16:14.400]  受試探
[00:16:14.400 --> 00:16:15.440]  被刀殺
[00:16:15.440 --> 00:16:19.360]  披著綿羊山羊皮各處奔跑
[00:16:19.360 --> 00:16:21.280]  受痛罰
[00:16:21.280 --> 00:16:22.880]  患難
[00:16:22.880 --> 00:16:23.640]  苦害
[00:16:23.640 --> 00:16:27.200]  在曠野山嶺山洞地穴
[00:16:27.200 --> 00:16:32.920]  漂流無定,本是世界不配有的人
[00:16:32.920 --> 00:16:34.800]  讀了這幾節
[00:16:34.800 --> 00:16:38.600]  還想不想做基督徒呢?
[00:16:38.600 --> 00:16:41.200]  你說這些人是否沒有信心?
[00:16:41.200 --> 00:16:42.640]  所以他們沒有得救
[00:16:42.640 --> 00:16:45.080]  沒有被神救
[00:16:45.080 --> 00:16:47.040]  是否他們沒有信心?
[00:16:47.040 --> 00:16:48.200]  絕對不是
[00:16:48.200 --> 00:16:50.160]  你讀完
[00:16:50.160 --> 00:16:52.240]  希伯來書十一章三十九節
[00:16:52.240 --> 00:16:53.840]  講甚麼?
[00:16:53.840 --> 00:16:56.320]  和剛才德勝那些人一模一樣
[00:16:56.320 --> 00:16:58.400]  全部爛過報告卡
[00:16:58.400 --> 00:17:01.640]  那個成績表都是A來的
[00:17:01.640 --> 00:17:02.520]  講甚麼?
[00:17:02.520 --> 00:17:07.760]  這些人都是因信得了美好的證據
[00:17:07.760 --> 00:17:10.960]  都是因信得了美好的證據
[00:17:10.960 --> 00:17:15.600]  他們得救的方式和我們的想像不是很相同
[00:17:15.600 --> 00:17:18.600]  有些出入
[00:17:18.600 --> 00:17:22.280]  但以你三個朋友是明白這一點
[00:17:22.280 --> 00:17:24.680]  他們的神是大能的神
[00:17:24.680 --> 00:17:26.400]  是會救他們
[00:17:26.400 --> 00:17:31.880]  就算不救他們一樣是信靠神
[00:17:31.880 --> 00:17:33.520]  你有患難
[00:17:33.520 --> 00:17:35.320]  憑著信心
[00:17:35.320 --> 00:17:37.240]  神救你出患難
[00:17:37.240 --> 00:17:39.480]  當然是好
[00:17:39.480 --> 00:17:41.080]  但如果你有患難
[00:17:41.080 --> 00:17:45.560]  神救你呢?
[00:17:45.560 --> 00:17:48.520]  你是否仍然歌頌祂
[00:17:48.520 --> 00:17:50.400]  仍然讚美祂
[00:17:50.400 --> 00:17:54.320]  仍然去經歷神在你身上的危難
[00:17:54.320 --> 00:17:58.320]  這個需要更大的信心
[00:17:58.320 --> 00:17:59.360]  你有疾病
[00:17:59.360 --> 00:18:00.880]  神治好你的疾病
[00:18:00.880 --> 00:18:02.880]  你憑著信心
[00:18:02.880 --> 00:18:05.920]  神治好你的疾病當然是好
[00:18:05.920 --> 00:18:10.000]  但當神沒有治好你的疾病
[00:18:10.000 --> 00:18:16.200]  你會否仍然有信心去經歷這個疾病
[00:18:16.200 --> 00:18:18.920]  仍然歌頌神讚美神
[00:18:18.920 --> 00:18:23.600]  是需要更大的信心
[00:18:23.600 --> 00:18:25.080]  這些人
[00:18:25.080 --> 00:18:28.600]  我們剛才看到有兩批人
[00:18:28.600 --> 00:18:30.960]  他們都是藉著信心
[00:18:30.960 --> 00:18:32.360]  渡過他們的危難
[00:18:32.360 --> 00:18:34.920]  渡過他們的困境
[00:18:34.920 --> 00:18:37.240]  有些是被神打救
[00:18:37.240 --> 00:18:40.040]  有些神是沒有打救
[00:18:40.040 --> 00:18:42.040]  他們全部都是拿了A
[00:18:42.040 --> 00:18:44.520]  拿了A+
[00:18:44.520 --> 00:18:47.160]  A+
[00:18:47.160 --> 00:18:51.000]  我們的神絕對是有能力救我們
[00:18:51.000 --> 00:18:57.240]  但我們的信心裏面是否有「即或不然」這四個字
[00:18:57.240 --> 00:18:58.680]  就算神不救我們
[00:18:58.680 --> 00:19:01.000]  我們是否會「即或不然」
[00:19:01.000 --> 00:19:03.520]  仍然相信祂
[00:19:03.520 --> 00:19:04.400]  在聖經裏面
[00:19:04.400 --> 00:19:07.960]  在新約我們見到《使徒行傳》十二章
[00:19:07.960 --> 00:19:12.080]  有雅各被希律王捉了
[00:19:12.080 --> 00:19:14.480]  結果他的收場是怎樣?
[00:19:14.480 --> 00:19:16.960]  被斬頭
[00:19:16.960 --> 00:19:20.440]  同樣在《使徒行傳》十二章
[00:19:20.440 --> 00:19:25.080]  我們見到彼得也是被希律王捉了
