
[00:00:00.000 --> 00:00:04.620]  因為早幾天除了是新年期間
[00:01:43.900 --> 00:01:45.900]  那為什麼我這麼說呢
[00:01:45.900 --> 00:01:47.900]  大家知道
[00:01:47.900 --> 00:01:49.900]  我經常在青少年區域
[00:01:49.900 --> 00:01:51.900]  在青城區域
[00:01:51.900 --> 00:01:53.900]  你知不知道我經常在大街小巷
[00:01:53.900 --> 00:01:55.900]  在各大商場裡面
[00:01:55.900 --> 00:01:57.900]  久不久就會見到
[00:01:57.900 --> 00:01:59.900]  我們的大型節目在拍拖
[00:01:59.900 --> 00:02:03.900]  是真是偶然間這樣遇到的
[00:02:03.900 --> 00:02:07.900]  去宜家家師會見到
[00:02:07.900 --> 00:02:09.900]  去荷里活廣場會見到
[00:02:09.900 --> 00:02:11.900]  不是叫大家去報他們
[00:02:11.900 --> 00:02:13.900]  不用的
[00:02:13.900 --> 00:02:15.900]  這些要見到就會見到
[00:02:15.900 --> 00:02:17.900]  但是每一次見到
[00:02:17.900 --> 00:02:19.900]  差不多每次都有一個奇景出現
[00:02:19.900 --> 00:02:21.900]  大家知道我在青城區域
[00:02:21.900 --> 00:02:23.900]  都應該有些知名度
[00:02:23.900 --> 00:02:27.900]  應該沒什麼人不認識我的
[00:02:27.900 --> 00:02:29.900]  不過呢
[00:02:29.900 --> 00:02:31.900]  走在這些狀況下
[00:02:31.900 --> 00:02:33.900]  我就發現一件事
[00:02:33.900 --> 00:02:35.900]  是完全看不到我的
[00:02:35.900 --> 00:02:37.900]  他們
[00:02:37.900 --> 00:02:39.900]  是完全看不到
[00:02:39.900 --> 00:02:41.900]  我試過在旺角
[00:02:41.900 --> 00:02:43.900]  旺角這個行人主動區
[00:02:43.900 --> 00:02:45.900]  有一對
[00:02:45.900 --> 00:02:47.900]  我熟悉的男女走過
[00:02:47.900 --> 00:02:49.900]  他們拍拖當然
[00:02:49.900 --> 00:02:51.900]  我是這樣
[00:02:51.900 --> 00:02:53.900]  走過一直看著他們
[00:02:53.900 --> 00:02:55.900]  其實我專門不和他們打招呼
[00:02:55.900 --> 00:02:57.900]  為什麼呢
[00:02:57.900 --> 00:02:59.900]  就是
[00:02:59.900 --> 00:03:01.900]  可能他們是專門不和我打招呼
[00:03:01.900 --> 00:03:03.900]  也是對的
[00:03:03.900 --> 00:03:05.900]  見面不知說什麼
[00:03:05.900 --> 00:03:07.900]  我一邊鏡頭一邊掃過
[00:03:07.900 --> 00:03:09.900]  直到他們消失在我
[00:03:09.900 --> 00:03:11.900]  眼的視線下
[00:03:11.900 --> 00:03:13.900]  他們都看不到我
[00:03:13.900 --> 00:03:15.900]  起碼我感覺上
[00:03:15.900 --> 00:03:17.900]  他們當我不存在
[00:03:17.900 --> 00:03:19.900]  有一次
[00:03:19.900 --> 00:03:21.900]  在某個商場
[00:03:21.900 --> 00:03:23.900]  我搭了一條自動電梯上去
[00:03:23.900 --> 00:03:25.900]  有一對男女
[00:03:25.900 --> 00:03:27.900]  我知道他們拍拖
[00:03:27.900 --> 00:03:29.900]  在上面下來
[00:03:29.900 --> 00:03:31.900]  就是這樣
[00:03:31.900 --> 00:03:33.900]  我一直向上仰望他們
[00:03:33.900 --> 00:03:35.900]  到
[00:03:35.900 --> 00:03:37.900]  他們
[00:03:37.900 --> 00:03:39.900]  下來
[00:03:39.900 --> 00:03:41.900]  也完全沒發現我的存在
[00:03:41.900 --> 00:03:43.900]  鄧小妹
[00:03:43.900 --> 00:03:45.900]  究竟他們發生了什麼事呢
[00:03:45.900 --> 00:03:47.900]  我就
[00:03:47.900 --> 00:03:49.900]  我就發覺
[00:03:49.900 --> 00:03:51.900]  愛情是盲目的
[00:03:51.900 --> 00:03:53.900]  但是
[00:03:53.900 --> 00:03:55.900]  他們很專注
[00:03:55.900 --> 00:03:57.900]  在對方身上
[00:03:57.900 --> 00:03:59.900]  專注到一個地步
[00:03:59.900 --> 00:04:01.900]  身邊有些很熟悉的人
[00:04:01.900 --> 00:04:03.900]  我樣子也沒變
[00:04:03.900 --> 00:04:05.900]  也是一個這樣的人
[00:04:05.900 --> 00:04:07.900]  他完全不發現
[00:04:07.900 --> 00:04:09.900]  不發現我在身邊
[00:04:09.900 --> 00:04:11.900]  其實我覺得沒什麼問題
[00:04:11.900 --> 00:04:13.900]  對他所愛的人專注
[00:04:13.900 --> 00:04:15.900]  也是一件好事
[00:04:15.900 --> 00:04:17.900]  但是鄧小妹
[00:04:17.900 --> 00:04:19.900]  在我自己的
[00:04:19.900 --> 00:04:21.900]  今天預備的講道裡面
[00:04:21.900 --> 00:04:23.900]  我就想
[00:04:23.900 --> 00:04:25.900]  如果
[00:04:25.900 --> 00:04:27.900]  出現在我們的鄧小妹中間的
[00:04:27.900 --> 00:04:29.900]  不是一個熟悉的人
[00:04:29.900 --> 00:04:31.900]  而是我們的主
[00:04:31.900 --> 00:04:33.900]  出現在我們身邊的時候
[00:04:33.900 --> 00:04:35.900]  不知道我們會不會
[00:04:35.900 --> 00:04:37.900]  其實也是沒什麼為意
[00:04:37.900 --> 00:04:39.900]  他出現在我們身邊呢
[00:04:39.900 --> 00:04:41.900]  會不會我們的眼睛呢
[00:04:41.900 --> 00:04:43.900]  都留意不到我們的主呢
[00:04:43.900 --> 00:04:45.900]  向我們顯現呢
[00:04:45.900 --> 00:04:47.900]  今天我想透過一段經文
[00:04:47.900 --> 00:04:49.900]  這段經文是講
[00:04:49.900 --> 00:04:51.900]  兩個的門徒
[00:04:51.900 --> 00:04:53.900]  有一些相類似的經歷
[00:04:53.900 --> 00:04:55.900]  他們如何生命被扭轉呢
[00:04:55.900 --> 00:04:57.900]  我們在這裡學一些
[00:04:57.900 --> 00:04:59.900]  如何和我們的主同行
[00:04:59.900 --> 00:05:01.900]  我們一起看一段聖經
[00:05:01.900 --> 00:05:03.900]  今天看的聖經挺長的
[00:05:03.900 --> 00:05:05.900]  是路加福音
[00:05:05.900 --> 00:05:07.900]  二十四章
[00:05:07.900 --> 00:05:09.900]  十三節到三十五節
[00:05:09.900 --> 00:05:11.900]  都有超過二十節的聖經
[00:05:11.900 --> 00:05:13.900]  這段聖經是很豐富的
[00:05:13.900 --> 00:05:15.900]  所以我想我們一起讀完
[00:05:15.900 --> 00:05:17.900]  花點時間一起讀完這段聖經
[00:05:17.900 --> 00:05:19.900]  看看這兩個門徒的經歷是怎麼樣
[00:05:19.900 --> 00:05:21.900]  好
[00:05:21.900 --> 00:05:23.900]  可以了吧
[00:05:23.900 --> 00:05:25.900]  我們一起讀吧
[00:05:25.900 --> 00:05:27.900]  預備一二起
[00:05:27.900 --> 00:05:29.900]  正當那日
[00:05:29.900 --> 00:05:31.900]  門徒中有兩個人往一個村子去
[00:05:31.900 --> 00:05:33.900]  這村子名叫
[00:05:33.900 --> 00:05:35.900]  爾瑪吾斯
[00:05:35.900 --> 00:05:37.900]  利耶路撒冷約有
[00:05:37.900 --> 00:05:39.900]  二十五里
[00:05:39.900 --> 00:05:41.900]  他們彼此談論
[00:05:41.900 --> 00:05:43.900]  所遇見的這一切事
[00:05:43.900 --> 00:05:45.900]  正談論相問的時候
[00:05:45.900 --> 00:05:47.900]  耶穌親自就近他們
[00:05:47.900 --> 00:05:49.900]  和他們同行
[00:05:49.900 --> 00:05:51.900]  只是他們的眼睛迷糊了
[00:05:51.900 --> 00:05:53.900]  不認識他
[00:05:53.900 --> 00:05:55.900]  耶穌對他們說
[00:05:55.900 --> 00:05:57.900]  你們走路
[00:05:57.900 --> 00:05:59.900]  彼此談論的是什麼事呢
[00:05:59.900 --> 00:06:01.900]  他們就站住
[00:06:01.900 --> 00:06:03.900]  臉上戴著羞容
[00:06:03.900 --> 00:06:05.900]  二人中有一個名叫
[00:06:05.900 --> 00:06:07.900]  格留巴的
[00:06:07.900 --> 00:06:09.900]  他說
[00:06:09.900 --> 00:06:11.900]  你在耶路撒冷作客
[00:06:11.900 --> 00:06:13.900]  還不知道這幾天在那裡
[00:06:13.900 --> 00:06:15.900]  所出的事嗎
[00:06:15.900 --> 00:06:17.900]  耶穌說
[00:06:17.900 --> 00:06:19.900]  什麼事呢
[00:06:19.900 --> 00:06:21.900]  他們說
[00:06:21.900 --> 00:06:23.900]  就是拿撒勒人耶穌的事
[00:06:23.900 --> 00:06:25.900]  他時過先知
[00:06:25.900 --> 00:06:27.900]  在神和眾百姓面前
[00:06:27.900 --> 00:06:29.900]  說話行事都有大能
[00:06:29.900 --> 00:06:31.900]  祭司長和我們的官府
[00:06:31.900 --> 00:06:33.900]  竟把他解去定了死罪
[00:06:33.900 --> 00:06:35.900]  釘在十字架上
[00:06:35.900 --> 00:06:37.900]  但我們素來所盼望
[00:06:37.900 --> 00:06:39.900]  要屬以色列民的
[00:06:39.900 --> 00:06:41.900]  就是他
[00:06:41.900 --> 00:06:43.900]  不但如此
[00:06:43.900 --> 00:06:45.900]  而且這是成就
[00:06:45.900 --> 00:06:47.900]  現在已經三天了
[00:06:47.900 --> 00:06:49.900]  再者,我們中間有幾個婦女
[00:06:49.900 --> 00:06:51.900]  使我們驚奇
[00:06:51.900 --> 00:06:53.900]  她們清早到了墳墓那裡
[00:06:53.900 --> 00:06:55.900]  不見她的身體
[00:06:55.900 --> 00:06:57.900]  就回來告訴我們說
[00:06:57.900 --> 00:06:59.900]  看見了天使顯現
[00:06:59.900 --> 00:07:01.900]  說她復活了
[00:07:01.900 --> 00:07:03.900]  又有我們的幾個人
[00:07:03.900 --> 00:07:05.900]  往墳墓那裡去
[00:07:05.900 --> 00:07:07.900]  所遇見的正如
[00:07:07.900 --> 00:07:09.900]  婦女們所說的
[00:07:09.900 --> 00:07:11.900]  只是沒有看見她
[00:07:11.900 --> 00:07:13.900]  耶穌對她們說
[00:07:13.900 --> 00:07:15.900]  無知的人啊
[00:07:15.900 --> 00:07:17.900]  先知所說的一切話
[00:07:17.900 --> 00:07:19.900]  你們的心信得太遲鈍了
[00:07:19.900 --> 00:07:21.900]  基督這樣受害
[00:07:21.900 --> 00:07:23.900]  又進入她的榮耀
[00:07:23.900 --> 00:07:25.900]  豈不是應當的嗎
[00:07:25.900 --> 00:07:27.900]  於是從摩西和眾仙
[00:07:27.900 --> 00:07:29.900]  之起
[00:07:29.900 --> 00:07:31.900]  凡經上所指著自己的話
[00:07:31.900 --> 00:07:33.900]  都給他們講解明白了
[00:07:33.900 --> 00:07:35.900]  將近她們所去的村子
[00:07:35.900 --> 00:07:37.900]  耶穌好像還要往前行
[00:07:37.900 --> 00:07:39.900]  她們卻強調他說
[00:07:39.900 --> 00:07:41.900]  時候晚了
[00:07:41.900 --> 00:07:43.900]  日頭已經平息了
[00:07:43.900 --> 00:07:45.900]  請你和我們住下吧
[00:07:45.900 --> 00:07:47.900]  耶穌就進去
[00:07:47.900 --> 00:07:49.900]  要和她們住下
[00:07:49.900 --> 00:07:51.900]  到了坐直的時候
[00:07:51.900 --> 00:07:53.900]  耶穌拿起餅來
[00:07:53.900 --> 00:07:55.900]  祝謝了
[00:07:55.900 --> 00:07:57.900]  撒開低給她們
[00:07:57.900 --> 00:07:59.900]  她們的眼睛明亮了
[00:07:59.900 --> 00:08:01.900]  這才認出他來
[00:08:01.900 --> 00:08:03.900]  忽然耶穌不見了
[00:08:03.900 --> 00:08:05.900]  她們彼此說
[00:08:05.900 --> 00:08:07.900]  在路上
[00:08:07.900 --> 00:08:09.900]  他和我們說話
[00:08:09.900 --> 00:08:11.900]  給我們講解聖經的時候
[00:08:11.900 --> 00:08:13.900]  我們的心豈不是火熱的嗎
[00:08:13.900 --> 00:08:15.900]  她們就立時起身
[00:08:15.900 --> 00:08:17.900]  回耶路撒冷去
[00:08:17.900 --> 00:08:19.900]  正遇見十一個使徒
[00:08:19.900 --> 00:08:21.900]  和她們的同人
[00:08:21.900 --> 00:08:23.900]  聚集在一處
[00:08:23.900 --> 00:08:25.900]  說主果然復活
[00:08:25.900 --> 00:08:27.900]  已經引給西門漢了
[00:08:27.900 --> 00:08:29.900]  兩個人就把
[00:08:29.900 --> 00:08:31.900]  路上所遇見
[00:08:31.900 --> 00:08:33.900]  和抹餅的時候
[00:08:33.900 --> 00:08:35.900]  怎麼被她們認出來的事
[00:08:35.900 --> 00:08:37.900]  都述說了一遍
[00:08:37.900 --> 00:08:39.900]  謝謝
[00:08:39.900 --> 00:08:41.900]  這段經文一開始的時候
[00:08:41.900 --> 00:08:43.900]  正當那一天
[00:08:43.900 --> 00:08:45.900]  那一天是哪一天呢
[00:08:45.900 --> 00:08:47.900]  就是七天的頭一天
[00:08:47.900 --> 00:08:49.900]  也就是耶穌復活的那一天
[00:08:49.900 --> 00:08:51.900]  在這一天裡面
[00:08:51.900 --> 00:08:53.900]  有兩個什麼人
[00:08:53.900 --> 00:08:55.900]  離開耶路撒冷
[00:08:55.900 --> 00:08:57.900]  門徒
[00:08:57.900 --> 00:08:59.900]  門徒是什麼人
[00:08:59.900 --> 00:09:01.900]  門徒是什麼人
[00:09:01.900 --> 00:09:03.900]  門徒是什麼人
[00:09:03.900 --> 00:09:05.900]  你是不是門徒
[00:09:05.900 --> 00:09:07.900]  你是不是門徒
[00:09:07.900 --> 00:09:09.900]  那究竟門徒是什麼人
[00:09:09.900 --> 00:09:11.900]  那究竟門徒是什麼人
[00:09:11.900 --> 00:09:13.900]  簡單說
[00:09:13.900 --> 00:09:15.900]  這個門徒當然是耶穌基督的門徒
[00:09:15.900 --> 00:09:17.900]  這個門徒當然是耶穌基督的門徒
[00:09:17.900 --> 00:09:19.900]  法利昌人都有門徒
[00:09:19.900 --> 00:09:21.900]  但是這裡是說
[00:09:21.900 --> 00:09:23.900]  耶穌基督的門徒
[00:09:23.900 --> 00:09:25.900]  有兩個
[00:09:25.900 --> 00:09:27.900]  門徒是什麼人
[00:09:27.900 --> 00:09:29.900]  就是認耶穌
[00:09:29.900 --> 00:09:31.900]  做他們的老師師傅
[00:09:31.900 --> 00:09:33.900]  立志跟隨他們的人
[00:09:33.900 --> 00:09:35.900]  就是門徒
[00:09:35.900 --> 00:09:37.900]  問一下大家
[00:09:37.900 --> 00:09:39.900]  你是不是門徒
[00:09:39.900 --> 00:09:41.900]  我們都決定跟耶穌的
[00:09:41.900 --> 00:09:43.900]  我們都視耶穌為主的
[00:09:43.900 --> 00:09:45.900]  所以我們都是門徒
[00:09:45.900 --> 00:09:47.900]  這兩個門徒就在做一件事
[00:09:47.900 --> 00:09:49.900]  就是從耶路撒冷離開
[00:09:49.900 --> 00:09:51.900]  回去一條村莊
[00:09:51.900 --> 00:09:53.900]  在路上他們在聊天
[00:09:53.900 --> 00:09:55.900]  聊著聊著
[00:09:55.900 --> 00:09:57.900]  聊著聊著
[00:09:57.900 --> 00:09:59.900]  復活了的耶穌
[00:09:59.900 --> 00:10:01.900]  就來到他們身邊
[00:10:01.900 --> 00:10:03.900]  跟他們說話
[00:10:03.900 --> 00:10:05.900]  在這裡就說一件事
[00:10:05.900 --> 00:10:07.900]  在這裡就說一件事
[00:10:07.900 --> 00:10:09.900]  這個復活的主來到這兩個門徒身邊的時候
[00:10:09.900 --> 00:10:11.900]  這個復活的主來到這兩個門徒身邊的時候
[00:10:11.900 --> 00:10:13.900]  這兩個門徒居然認不到
[00:10:13.900 --> 00:10:15.900]  這個是耶穌
[00:10:15.900 --> 00:10:17.900]  為什麼呢
[00:10:17.900 --> 00:10:19.900]  按照門徒的
[00:10:19.900 --> 00:10:21.900]  過去
[00:10:21.900 --> 00:10:23.900]  他們的生活習慣
[00:10:23.900 --> 00:10:25.900]  他們跟耶穌的互動
[00:10:25.900 --> 00:10:27.900]  其實他們應該跟耶穌挺緊密的
[00:10:27.900 --> 00:10:29.900]  在過往那幾年裡面
[00:10:29.900 --> 00:10:31.900]  他們應該是跟耶穌
[00:10:31.900 --> 00:10:33.900]  同行了一段很長的時間
[00:10:33.900 --> 00:10:35.900]  他們應該是認識耶穌的
[00:10:35.900 --> 00:10:37.900]  不過在這裡說
[00:10:37.900 --> 00:10:39.900]  他們認不到這個復活了的耶穌
[00:10:39.900 --> 00:10:41.900]  那為什麼呢
[00:10:41.900 --> 00:10:43.900]  聖經這裡說一件事
[00:10:43.900 --> 00:10:45.900]  他們的眼睛做了什麼事
[00:10:45.900 --> 00:10:47.900]  迷糊了
[00:10:47.900 --> 00:10:49.900]  什麼叫眼睛迷糊呢
[00:10:49.900 --> 00:10:51.900]  什麼叫眼睛迷糊呢
[00:10:51.900 --> 00:10:53.900]  如果從字面說
[00:10:53.900 --> 00:10:55.900]  如果你是大近視的人
[00:10:55.900 --> 00:10:57.900]  你脫下眼鏡之後
[00:10:57.900 --> 00:10:59.900]  你見到一坨東西
[00:10:59.900 --> 00:11:01.900]  那些就叫迷糊了
[00:11:01.900 --> 00:11:03.900]  又或者
[00:11:03.900 --> 00:11:05.900]  如果你熟悉的人
[00:11:05.900 --> 00:11:07.900]  或者親人裡面
[00:11:07.900 --> 00:11:09.900]  甚至你自己有這個白內障的問題
[00:11:09.900 --> 00:11:11.900]  甚至你自己有這個白內障的問題
[00:11:11.900 --> 00:11:13.900]  那你會看到的東西
[00:11:13.900 --> 00:11:15.900]  就可能是一坨東西
[00:11:15.900 --> 00:11:17.900]  叫做眼睛迷糊
[00:11:17.900 --> 00:11:19.900]  不過這個字的原本解釋是什麼呢
[00:11:19.900 --> 00:11:21.900]  就是
[00:11:21.900 --> 00:11:23.900]  你被一些東西捉住了
[00:11:23.900 --> 00:11:25.900]  你被一些東西
[00:11:25.900 --> 00:11:27.900]  hold住了
[00:11:27.900 --> 00:11:29.900]  捉住了
[00:11:29.900 --> 00:11:31.900]  即是說
[00:11:31.900 --> 00:11:33.900]  原來
[00:11:33.900 --> 00:11:35.900]  門徒在這裡的眼睛
[00:11:35.900 --> 00:11:37.900]  好像被某些東西捉住了
[00:11:37.900 --> 00:11:39.900]  以致他們認不到
[00:11:39.900 --> 00:11:41.900]  這個就是他們曾經
[00:11:41.900 --> 00:11:43.900]  很熟悉很親近的耶穌
[00:11:43.900 --> 00:11:45.900]  雖然耶穌已經復活了
[00:11:45.900 --> 00:11:49.900]  所以弟兄姐妹
[00:11:49.900 --> 00:11:51.900]  第一樣東西我想挑戰大家
[00:11:51.900 --> 00:11:53.900]  或者鼓勵大家想想
[00:11:53.900 --> 00:11:55.900]  其實在我們的生活裡面
[00:11:55.900 --> 00:11:57.900]  在我們的生命裡面
[00:11:57.900 --> 00:11:59.900]  我們的眼睛有沒有被某些東西
[00:11:59.900 --> 00:12:01.900]  捉住了
[00:12:01.900 --> 00:12:03.900]  以致到
[00:12:03.900 --> 00:12:05.900]  我們經常專注在那些事件上
[00:12:05.900 --> 00:12:07.900]  我們忽略了
[00:12:07.900 --> 00:12:09.900]  我們這位復活的主
[00:12:09.900 --> 00:12:11.900]  和我們同行
[00:12:11.900 --> 00:12:13.900]  和我們走在一起
[00:12:13.900 --> 00:12:15.900]  在第15節裡面
[00:12:15.900 --> 00:12:17.900]  這裡是說一件事
[00:12:17.900 --> 00:12:21.900]  就是當這兩個門徒正在聊天的時候
[00:12:21.900 --> 00:12:23.900]  聖經怎麼說
[00:12:23.900 --> 00:12:25.900]  耶穌就就近他們
[00:12:25.900 --> 00:12:27.900]  和他們同行
[00:12:27.900 --> 00:12:29.900]  弟兄姐妹
[00:12:29.900 --> 00:12:31.900]  聖經是說得很清楚一件事
[00:12:31.900 --> 00:12:33.900]  我們這位復活的主
[00:12:33.900 --> 00:12:35.900]  是親自走近門徒
[00:12:35.900 --> 00:12:37.900]  並且
[00:12:37.900 --> 00:12:39.900]  與他們同行
[00:12:39.900 --> 00:12:41.900]  我相信到了今天
[00:12:41.900 --> 00:12:43.900]  主仍然是
[00:12:43.900 --> 00:12:45.900]  極度渴望
[00:12:45.900 --> 00:12:47.900]  與屬於他的子民
[00:12:47.900 --> 00:12:49.900]  同行
[00:12:49.900 --> 00:12:51.900]  是願意主動來親近我們
[00:12:51.900 --> 00:12:53.900]  但是在我們的生命裡面
[00:12:53.900 --> 00:12:55.900]  我們的眼睛
[00:12:55.900 --> 00:12:57.900]  有沒有被某些東西捉住了
[00:12:57.900 --> 00:12:59.900]  以致到
[00:12:59.900 --> 00:13:01.900]  主走到我們身邊
[00:13:01.900 --> 00:13:03.900]  和我們聊天
[00:13:03.900 --> 00:13:05.900]  和我們同行的時候
[00:13:05.900 --> 00:13:07.900]  其實我們都不為意
[00:13:07.900 --> 00:13:09.900]  在你的生命裡面
[00:13:09.900 --> 00:13:11.900]  有沒有什麼
[00:13:11.900 --> 00:13:13.900]  其實是比
[00:13:13.900 --> 00:13:15.900]  與你的主同行重要呢
[00:13:15.900 --> 00:13:17.900]  弟兄姐妹,這個問題
[00:13:17.900 --> 00:13:19.900]  我覺得我們值得去思考
[00:13:19.900 --> 00:13:21.900]  這兩個門徒繼續
[00:13:21.900 --> 00:13:23.900]  一路走的時候
[00:13:23.900 --> 00:13:25.900]  突然間有一個他們認為是陌生的人
[00:13:25.900 --> 00:13:27.900]  走進來他們的
[00:13:27.900 --> 00:13:29.900]  聊天的過程裡面
[00:13:29.900 --> 00:13:31.900]  弟兄姐妹,比利你會怎樣
[00:13:31.900 --> 00:13:33.900]  如果你走到街上和你的朋友聊天
[00:13:33.900 --> 00:13:35.900]  突然有個三五四七的人走過來
[00:13:35.900 --> 00:13:37.900]  問,餵,你們在說什麼
[00:13:37.900 --> 00:13:39.900]  不知道你有什麼反應
[00:13:39.900 --> 00:13:43.900]  我們通常的反應是怎樣的
[00:13:43.900 --> 00:13:45.900]  對了,你是哪位
[00:13:45.900 --> 00:13:47.900]  關你什麼事
[00:13:47.900 --> 00:13:49.900]  快點走開
[00:13:49.900 --> 00:13:51.900]  我們通常
[00:13:51.900 --> 00:13:53.900]  香港人的反應可能都是這樣
[00:13:53.900 --> 00:13:55.900]  不過我猜當時
[00:13:55.900 --> 00:13:57.900]  他們的文化
[00:13:57.900 --> 00:13:59.900]  可能是容許搭訕的
[00:13:59.900 --> 00:14:01.900]  容許搭訕
[00:14:01.900 --> 00:14:03.900]  然後呢
[00:14:03.900 --> 00:14:05.900]  這兩個門徒回答耶穌的說話
[00:14:05.900 --> 00:14:07.900]  也有些
[00:14:07.900 --> 00:14:09.900]  就是
[00:14:09.900 --> 00:14:11.900]  挺有挑戰的意味的
[00:14:11.900 --> 00:14:13.900]  其實也有點團團的
[00:14:13.900 --> 00:14:15.900]  這兩個門徒怎麼回答
[00:14:15.900 --> 00:14:17.900]  他說,餵,在這麼多
[00:14:17.900 --> 00:14:19.900]  在耶路撒冷
[00:14:19.900 --> 00:14:21.900]  做客里的人裡面
[00:14:21.900 --> 00:14:23.900]  難道只有你不知道這幾天
[00:14:23.900 --> 00:14:25.900]  在耶路撒冷發生了什麼事
[00:14:25.900 --> 00:14:27.900]  他在說耶穌
[00:14:27.900 --> 00:14:29.900]  做什麼
[00:14:29.900 --> 00:14:31.900]  比較out
[00:14:31.900 --> 00:14:33.900]  跟不上周圍發生了什麼事
[00:14:33.900 --> 00:14:35.900]  但是
[00:14:35.900 --> 00:14:37.900]  很溫柔的
[00:14:37.900 --> 00:14:39.900]  繼續追問
[00:14:39.900 --> 00:14:41.900]  其實發生了什麼事
[00:14:41.900 --> 00:14:43.900]  然後
[00:14:43.900 --> 00:14:45.900]  這兩個門徒就開始說
[00:14:45.900 --> 00:14:47.900]  他們在
[00:14:47.900 --> 00:14:49.900]  這個路程裡面討論的是什麼
[00:14:49.900 --> 00:14:51.900]  說什麼
[00:14:51.900 --> 00:14:53.900]  他們開始說在耶路撒冷發生了什麼事
[00:14:53.900 --> 00:14:55.900]  最簡單
[00:14:55.900 --> 00:14:57.900]  就是耶穌被登十字架
[00:14:57.900 --> 00:14:59.900]  被官府,被宗教領袖
[00:14:59.900 --> 00:15:01.900]  抓了去,然後審
[00:15:01.900 --> 00:15:03.900]  然後定罪,然後釘死在十字架上面
[00:15:03.900 --> 00:15:05.900]  不過等一下你們要留意
[00:15:05.900 --> 00:15:07.900]  這兩個門徒
[00:15:07.900 --> 00:15:09.900]  是怎樣
[00:15:09.900 --> 00:15:11.900]  形容耶穌的身份
[00:15:11.900 --> 00:15:13.900]  他說
[00:15:13.900 --> 00:15:15.900]  他是一個先知
[00:15:15.900 --> 00:15:17.900]  還有呢
[00:15:17.900 --> 00:15:19.900]  在
[00:15:19.900 --> 00:15:21.900]  人面前是很有什麼
[00:15:21.900 --> 00:15:23.900]  能力的
[00:15:23.900 --> 00:15:25.900]  說話有能力,做事也有能力
[00:15:25.900 --> 00:15:27.900]  那還有什麼
[00:15:27.900 --> 00:15:29.900]  他說
[00:15:29.900 --> 00:15:31.900]  而且我們在21節那裡說
[00:15:31.900 --> 00:15:33.900]  而且我們素來所盼望
[00:15:33.900 --> 00:15:35.900]  一直以來所期盼出現的
[00:15:35.900 --> 00:15:37.900]  這個耶穌是做什麼的
[00:15:37.900 --> 00:15:39.900]  是要屬以色列民
[00:15:39.900 --> 00:15:41.900]  的就是他了
[00:15:41.900 --> 00:15:43.900]  他說
