
[00:00:00.000 --> 00:00:02.100]  今天的題目「活出愛」
[00:01:36.300 --> 00:01:38.300]  好過多個敵人
[00:01:38.300 --> 00:01:40.500]  我覺得耶穌經常都提醒我們
[00:01:40.500 --> 00:01:42.500]  我們要「愛仇敵」
[00:01:42.500 --> 00:01:45.500]  大家經常覺得「愛仇敵」很難
[00:01:45.500 --> 00:01:47.600]  「愛他」怎麼搞的
[00:01:47.600 --> 00:01:48.900]  但是另一方面
[00:01:48.900 --> 00:01:50.400]  如果我多個朋友
[00:01:50.400 --> 00:01:52.500]  就少了一個敵人的時候
[00:01:52.500 --> 00:01:54.500]  「愛仇敵」的機會又少一點
[00:01:54.500 --> 00:01:57.000]  所以我們經常都這樣想
[00:01:57.000 --> 00:01:58.800]  但是為什麼會「出愛」呢
[00:01:58.800 --> 00:02:01.700]  我經常都會反省這個題目
[00:02:01.700 --> 00:02:04.500]  沒錯神給我們的教會是一個大家庭
[00:02:04.500 --> 00:02:06.500]  我們理應是彼此相愛
[00:02:06.500 --> 00:02:09.900]  但是為什麼有時在一個彼此相愛的群體
[00:02:09.900 --> 00:02:11.200]  甚至在家裡面
[00:02:11.200 --> 00:02:12.200]  家庭裡面
[00:02:12.200 --> 00:02:15.100]  我們理應在家庭裡面都應該有愛的
[00:02:15.100 --> 00:02:17.500]  但是我們卻發現很多家庭裡面
[00:02:17.500 --> 00:02:20.400]  特別在過去一段頗長的日子當中
[00:02:20.400 --> 00:02:22.500]  也都看到很多的家庭
[00:02:22.500 --> 00:02:24.500]  很多的破碎
[00:02:24.500 --> 00:02:25.900]  很多的離婚
[00:02:25.900 --> 00:02:27.100]  為什麼會這樣呢
[00:02:27.100 --> 00:02:30.100]  甚至在這三年多的新冠病毒底下
[00:02:30.100 --> 00:02:33.000]  多了很多時間在家裡
[00:02:33.000 --> 00:02:34.900]  就是爸爸媽媽在家裡
[00:02:34.900 --> 00:02:35.800]  孩子在家裡
[00:02:35.800 --> 00:02:38.800]  但反而多了時間在家裡
[00:02:38.800 --> 00:02:42.500]  還多了一些「艾薩」
[00:02:42.500 --> 00:02:44.000]  為什麼呢
[00:02:44.000 --> 00:02:46.000]  其實在家裡不好嗎
[00:02:46.000 --> 00:02:47.500]  經常看到自己的太太
[00:02:47.500 --> 00:02:49.000]  太太經常看到自己的丈夫
[00:02:49.000 --> 00:02:50.500]  原來不是的
[00:02:50.500 --> 00:02:52.000]  很多時候看到太多
[00:02:52.000 --> 00:02:56.000]  反而沒有了一些常規的分離
[00:02:56.000 --> 00:02:58.500]  就帶來了很多的掙扎
[00:02:58.500 --> 00:03:00.500]  因為你見得越多
[00:03:00.500 --> 00:03:04.000]  就會見到你的對方更多的缺點
[00:03:04.000 --> 00:03:05.000]  知不知道
[00:03:05.000 --> 00:03:06.500]  平時是看不到的
[00:03:06.500 --> 00:03:07.500]  嘩
[00:03:07.500 --> 00:03:10.500]  從早到晚24小時面對面的時候
[00:03:10.500 --> 00:03:12.500]  什麼缺點都看到了
[00:03:12.500 --> 00:03:14.000]  所以很多人問
[00:03:14.000 --> 00:03:16.500]  最近我在行過同福
[00:03:16.500 --> 00:03:18.500]  有幾個同福的姊妹
[00:03:18.500 --> 00:03:19.500]  不知道為什麼
[00:03:19.500 --> 00:03:21.500]  剛好在教會門口我走過
[00:03:21.500 --> 00:03:23.500]  她說:「好嗎?好嗎?」
[00:03:23.500 --> 00:03:26.500]  「你的皮膚真的夠滑」
[00:03:26.500 --> 00:03:28.000]  我說:「你摸過嗎?」
[00:03:28.000 --> 00:03:29.500]  她說:「還沒摸過,還沒摸過」
[00:03:29.500 --> 00:03:31.500]  「只是看到我的皮膚很好」
[00:03:31.500 --> 00:03:33.500]  我說:「七十歲了,還這麼好?」
[00:03:33.500 --> 00:03:36.500]  她說:「是啊,七十歲還能維持這個皮膚」
[00:03:36.500 --> 00:03:38.500]  她說:「已經是很開心」
[00:03:38.500 --> 00:03:41.500]  當然我也覺得自己的皮膚還可以的
[00:03:41.500 --> 00:03:44.500]  我就自己摸摸看還可以
[00:03:44.500 --> 00:03:46.500]  但是在群體裡面
[00:03:46.500 --> 00:03:48.500]  為什麼有時候我們有這麼多掙扎?
[00:03:48.500 --> 00:03:50.500]  於是我就開始想
[00:03:50.500 --> 00:03:53.500]  約翰曾經說過一句話
[00:03:53.500 --> 00:03:58.500]  他說:「我們愛,因為神仙愛我們」
[00:03:58.500 --> 00:04:00.500]  這句話我們經常都會提
[00:04:00.500 --> 00:04:02.500]  我們能夠彼此相愛
[00:04:02.500 --> 00:04:04.500]  就是因為神仙愛我們
[00:04:04.500 --> 00:04:08.500]  我嘗試從兩方面來看這句聖經
[00:04:08.500 --> 00:04:10.500]  第一,就是我們愛
[00:04:10.500 --> 00:04:13.500]  我覺得我們理應
[00:04:13.500 --> 00:04:16.500]  我們是能夠彼此相愛的
[00:04:16.500 --> 00:04:18.500]  特別在神的家裡面
[00:04:18.500 --> 00:04:21.500]  但是有時候卻不能夠彼此相愛
[00:04:21.500 --> 00:04:23.000]  有時候有些矛盾
[00:04:23.000 --> 00:04:24.500]  於是我就開始想
[00:04:24.500 --> 00:04:28.500]  我們怎樣才能夠彼此相愛呢?
[00:04:28.500 --> 00:04:31.500]  我覺得有四樣東西跟大家分享
[00:04:31.500 --> 00:04:34.500]  用四個英文字跟大家分享
[00:04:34.500 --> 00:04:37.500]  第一,如果真的能夠活出彼此相愛
[00:04:37.500 --> 00:04:43.500]  第一就是一個Learn
[00:04:43.500 --> 00:04:47.500]  原來愛是要學的
[00:04:47.500 --> 00:04:49.500]  我們經常都以為
[00:04:49.500 --> 00:04:50.500]  其實很容易的
[00:04:50.500 --> 00:04:51.500]  特別是談戀愛的人
[00:04:51.500 --> 00:04:53.500]  我愛你吧
[00:04:53.500 --> 00:04:55.500]  你要什麼都可以
[00:04:55.500 --> 00:04:56.500]  要天上的星
[00:04:56.500 --> 00:04:58.500]  地上的沙隨時都可以
[00:04:58.500 --> 00:05:00.500]  天上的星是難的
[00:05:00.500 --> 00:05:02.500]  我想去摘給你
[00:05:02.500 --> 00:05:03.500]  傻的
[00:05:03.500 --> 00:05:05.500]  聽完也傻的
[00:05:05.500 --> 00:05:07.500]  現在世上沒有這麼老套的東西
[00:05:07.500 --> 00:05:09.500]  沒有啊,現在沒有這麼老套的東西
[00:05:09.500 --> 00:05:13.500]  就是說我們很多時候說愛
[00:05:13.500 --> 00:05:18.500]  但是原來當我們真的走在一起的時候
[00:05:18.500 --> 00:05:22.500]  原來愛是要學的
[00:05:22.500 --> 00:05:24.500]  我自己和太太結婚
[00:05:24.500 --> 00:05:26.500]  今年是四十四年
[00:05:26.500 --> 00:05:29.500]  就是今年六月就是四十四年
[00:05:29.500 --> 00:05:31.500]  我已經和師母決定
[00:05:31.500 --> 00:05:36.500]  我們的結婚週年又去迪士尼
[00:05:36.500 --> 00:05:39.500]  又去騎旋轉木馬
[00:05:39.500 --> 00:05:42.500]  這是我們一年一次的旋轉木馬
[00:05:42.500 --> 00:05:44.500]  騎了幾十年
[00:05:44.500 --> 00:05:49.500]  因為這是我們家的傳統
[00:05:49.500 --> 00:05:52.500]  因為師母很喜歡旋轉木馬
[00:05:52.500 --> 00:05:54.500]  所以我們每一年結婚週年
[00:05:54.500 --> 00:05:58.500]  一定去玩玩旋轉木馬
[00:05:58.500 --> 00:06:00.500]  當然我女兒很好
[00:06:00.500 --> 00:06:03.500]  她送了一個 annual pass給我們
[00:06:03.500 --> 00:06:07.500]  所以我們今年去了迪士尼幾次
[00:06:07.500 --> 00:06:09.500]  幾十歲的人還去迪士尼?
[00:06:09.500 --> 00:06:11.500]  不是啊,人生就是這樣
[00:06:11.500 --> 00:06:14.500]  越老越想回到小朋友身上
[00:06:14.500 --> 00:06:17.500]  所以結婚四十四年
[00:06:17.500 --> 00:06:19.500]  我有時候也在想
[00:06:19.500 --> 00:06:23.500]  怎麼遺棄我們這四十四年的關係
[00:06:23.500 --> 00:06:25.500]  其實真的不容易
[00:06:25.500 --> 00:06:27.500]  我們兩個是很不同的
[00:06:27.500 --> 00:06:30.500]  因為師母的成長和我的成長
[00:06:30.500 --> 00:06:33.500]  是極之不同的一個背景
[00:06:33.500 --> 00:06:36.500]  她是一個算是較為富裕的
[00:06:36.500 --> 00:06:38.500]  家庭的成長
[00:06:38.500 --> 00:06:40.500]  我只是一個很
[00:06:40.500 --> 00:06:42.500]  我不可以說很基層的
[00:06:42.500 --> 00:06:44.500]  不過只是一個爸爸
[00:06:44.500 --> 00:06:46.500]  能夠養大我們六兄弟姐妹
[00:06:46.500 --> 00:06:47.500]  只是一個人上班
[00:06:47.500 --> 00:06:49.500]  養大我們六個
[00:06:49.500 --> 00:06:51.500]  你知道也不是簡單
[00:06:51.500 --> 00:06:52.500]  而且我在荃灣長大
[00:06:52.500 --> 00:06:54.500]  因為我住在荃灣
[00:06:54.500 --> 00:06:57.500]  在這個過程中
[00:06:57.500 --> 00:06:59.500]  我家從來都不會慶祝生日
[00:06:59.500 --> 00:07:01.500]  因為六個
[00:07:01.500 --> 00:07:02.500]  有時候我問媽媽
[00:07:02.500 --> 00:07:03.500]  媽媽我什麼時候出生?
[00:07:03.500 --> 00:07:04.500]  忘記了
[00:07:04.500 --> 00:07:06.500]  因為媽媽也不知道我什麼時候出生
[00:07:06.500 --> 00:07:08.500]  要記個人生日會多辛苦
[00:07:08.500 --> 00:07:10.500]  因為我們沒有
[00:07:10.500 --> 00:07:13.500]  我們沒有做這些所謂生日派對
[00:07:13.500 --> 00:07:14.500]  沒有這些東西
[00:07:14.500 --> 00:07:17.500]  我第一份的玩具
[00:07:17.500 --> 00:07:21.500]  是小學六年級才有
[00:07:21.500 --> 00:07:24.500]  這份玩具不是我爸爸媽媽給我
[00:07:24.500 --> 00:07:26.500]  是我大哥給我
[00:07:26.500 --> 00:07:29.500]  因為我大哥大我十八歲
[00:07:29.500 --> 00:07:30.500]  十八年
[00:07:30.500 --> 00:07:32.500]  所以我大哥那時候
[00:07:32.500 --> 00:07:34.500]  去了台灣讀醫科
[00:07:34.500 --> 00:07:36.500]  他讀醫科的過程中
[00:07:36.500 --> 00:07:37.500]  他賺到些錢
[00:07:37.500 --> 00:07:40.500]  就買了第一份玩具給我
[00:07:40.500 --> 00:07:42.500]  我才知道什麼叫玩具
[00:07:42.500 --> 00:07:43.500]  差不多知道嗎?
[00:07:43.500 --> 00:07:47.500]  我三年級打麻雀
[00:07:47.500 --> 00:07:48.500]  六年級才玩玩具
[00:07:48.500 --> 00:07:51.500]  是相反的
[00:07:51.500 --> 00:07:53.500]  應該玩玩具才打麻雀
[00:07:53.500 --> 00:07:55.500]  打麻雀才會玩玩具
[00:07:55.500 --> 00:07:57.500]  換言之
[00:07:57.500 --> 00:07:59.500]  在我們的年代
[00:07:59.500 --> 00:08:01.500]  我爸媽媽媽從來都不會買玩具
[00:08:01.500 --> 00:08:04.500]  不會給我們玩那些東西
[00:08:04.500 --> 00:08:08.500]  所以我和師母的成長很不同
[00:08:08.500 --> 00:08:10.500]  所以當我們初初結婚的時候
[00:08:10.500 --> 00:08:12.500]  很多的適應
[00:08:12.500 --> 00:08:14.500]  因為她經常問我
[00:08:14.500 --> 00:08:16.500]  我生日買什麼禮物給我
[00:08:16.500 --> 00:08:18.500]  什麼要買的
[00:08:18.500 --> 00:08:20.500]  因為我不知道要買的
[00:08:20.500 --> 00:08:22.500]  她有時候會罵我
[00:08:22.500 --> 00:08:25.500]  她曾經罵我一條很大的難題
[00:08:25.500 --> 00:08:27.500]  她說記不記得我們第一天拍拖
[00:08:27.500 --> 00:08:28.500]  我穿什麼衣服
[00:08:28.500 --> 00:08:30.500]  哇!
[00:08:30.500 --> 00:08:32.500]  阿波記住她穿什麼衣服
[00:08:32.500 --> 00:08:35.500]  問了很多次
[00:08:35.500 --> 00:08:37.500]  幸好我記得
[00:08:37.500 --> 00:08:38.500]  幸好我記得
[00:08:38.500 --> 00:08:39.500]  為什麼我記得呢?
[00:08:39.500 --> 00:08:42.500]  因為我們在拍一張照片
[00:08:42.500 --> 00:08:43.500]  拍一張照片
[00:08:43.500 --> 00:08:46.500]  我記得你穿一件黃色的風衣
[00:08:46.500 --> 00:08:48.500]  她馬上很開心
[00:08:48.500 --> 00:08:51.500]  所以真的很不同
[00:08:51.500 --> 00:08:53.500]  每一年的一些特別的日子
[00:08:53.500 --> 00:08:56.500]  她都期望我能夠送一些東西給她
[00:08:56.500 --> 00:08:57.500]  但是對我來說
[00:08:57.500 --> 00:09:00.500]  我完全沒有這種概念
[00:09:00.500 --> 00:09:02.500]  所以你說適應
[00:09:02.500 --> 00:09:04.500]  有沒有一個有?
[00:09:04.500 --> 00:09:05.500]  中國人一句話
[00:09:05.500 --> 00:09:06.500]  「相見好同住難」
[00:09:06.500 --> 00:09:10.500]  的確是一個很有智慧的一句話
[00:09:10.500 --> 00:09:13.500]  我們如何在很不同的人
[00:09:13.500 --> 00:09:15.500]  能夠去學去愛
[00:09:15.500 --> 00:09:16.500]  當然
[00:09:16.500 --> 00:09:19.500]  當我們說要學去愛
[00:09:19.500 --> 00:09:21.500]  第二就是
[00:09:21.500 --> 00:09:24.500]  我們要開放
[00:09:24.500 --> 00:09:26.500]  其實學習
[00:09:26.500 --> 00:09:28.500]  是要有一個空間
[00:09:28.500 --> 00:09:30.500]  學習去愛
[00:09:30.500 --> 00:09:31.500]  其實都需要空間
[00:09:31.500 --> 00:09:32.500]  我們在坊間
[00:09:32.500 --> 00:09:34.500]  我們經常都聽
[00:09:34.500 --> 00:09:36.500]  有五種愛的語言
[00:09:36.500 --> 00:09:37.500]  我們經常聽
[00:09:37.500 --> 00:09:40.500]  這些講過無數次
[00:09:40.500 --> 00:09:42.500]  這五種愛的語言其實很不同
[00:09:42.500 --> 00:09:44.500]  有些人喜歡買禮物
[00:09:44.500 --> 00:09:50.500]  有些是設計一個精心的晚上
[00:09:50.500 --> 00:09:52.500]  有些人喜歡服侍
[00:09:52.500 --> 00:09:55.500]  有些人說一些肯定的說話
[00:09:55.500 --> 00:09:57.500]  也有些是肢體上的
[00:09:57.500 --> 00:09:58.500]  拍一拍她
[00:09:58.500 --> 00:09:59.500]  鼓勵她
[00:09:59.500 --> 00:10:02.500]  其實你發覺這五種愛的語言
[00:10:02.500 --> 00:10:04.500]  都是看得見的
[00:10:04.500 --> 00:10:06.500]  送禮物看得見
[00:10:06.500 --> 00:10:09.500]  說一些肯定的說話也知道
[00:10:09.500 --> 00:10:11.500]  當然師母
[00:10:11.500 --> 00:10:14.500]  她很知道自己哪一樣
[00:10:14.500 --> 00:10:15.500]  她自己知道
[00:10:15.500 --> 00:10:16.500]  她就送禮物
[00:10:16.500 --> 00:10:18.500]  所以她很喜歡送禮物
[00:10:18.500 --> 00:10:20.500]  所以她去到任何學校講課
[00:10:20.500 --> 00:10:22.500]  她就一定送很多禮物
[00:10:22.500 --> 00:10:23.500]  因為她覺得
[00:10:23.500 --> 00:10:26.500]  送禮物是她自己表達愛
[00:10:26.500 --> 00:10:29.500]  所以我生日她一定買禮物給我
[00:10:29.500 --> 00:10:30.500]  因為她喜歡
[00:10:30.500 --> 00:10:32.500]  我就不是喜歡
[00:10:32.500 --> 00:10:34.500]  我是哪一樣東西呢
[00:10:34.500 --> 00:10:36.500]  我是喜歡服侍
[00:10:36.500 --> 00:10:38.500]  我喜歡行動的服侍
[00:10:38.500 --> 00:10:40.500]  所以家裡洗碗
[00:10:40.500 --> 00:10:41.500]  一定是我洗的
[00:10:41.500 --> 00:10:42.500]  我很喜歡洗碗
[00:10:42.500 --> 00:10:43.500]  不知為什麼
[00:10:43.500 --> 00:10:46.500]  因為我覺得這是服侍的行動
[00:10:46.500 --> 00:10:48.500]  我又喜歡沖咖啡給太太喝
[00:10:48.500 --> 00:10:49.500]  所以早餐
[00:10:49.500 --> 00:10:52.500]  以往早餐都是我做的
[00:10:52.500 --> 00:10:54.500]  沖咖啡都是我沖的
[00:10:54.500 --> 00:10:56.500]  因為我常常覺得她沖得不好喝
[00:10:56.500 --> 00:10:57.500]  我沖得好喝
[00:10:57.500 --> 00:10:58.500]  當然
[00:10:58.500 --> 00:11:01.500]  原來沖咖啡
[00:11:01.500 --> 00:11:05.500]  原來丈夫沖咖啡是合乎聖經原則
[00:11:05.500 --> 00:11:08.500]  為什麼叫合乎聖經原則呢
[00:11:08.500 --> 00:11:11.500]  因為聖經裡面有一個字
[00:11:11.500 --> 00:11:14.500]  擺明是丈夫沖咖啡
[00:11:14.500 --> 00:11:18.500]  這個字就是希伯羅書的英文
[00:11:18.500 --> 00:11:20.500]  是什麼
[00:11:20.500 --> 00:11:23.500]  He brews
[00:11:23.500 --> 00:11:25.500]  是不是
[00:11:25.500 --> 00:11:27.500]  你走去那些咖啡室
[00:11:27.500 --> 00:11:30.500]  Today's brews
[00:11:30.500 --> 00:11:33.500]  誰不是He brews
[00:11:33.500 --> 00:11:35.500]  是He brews
[00:11:35.500 --> 00:11:39.500]  所以我覺得我做事是合乎聖經原則
[00:11:39.500 --> 00:11:41.500]  所以我早上一定會沖咖啡
[00:11:41.500 --> 00:11:43.500]  所以我是喜歡的
[00:11:43.500 --> 00:11:45.500]  我是享受的
[00:11:45.500 --> 00:11:47.500]  但是如果我們兩個人
[00:11:47.500 --> 00:11:49.500]  大家常常覺得不配合
[00:11:49.500 --> 00:11:51.500]  不信你喝一杯給我
[00:11:51.500 --> 00:11:52.500]  你就不愛我的
[00:11:52.500 --> 00:11:53.500]  那不是的
[00:11:53.500 --> 00:11:55.500]  其實我服侍她不是愛的
[00:11:55.500 --> 00:11:58.500]  如果我們沒有這五種語言在坊間出現
[00:11:58.500 --> 00:12:00.500]  家庭裡面有很多的掙扎
[00:12:00.500 --> 00:12:01.500]  很多的挑戰
[00:12:01.500 --> 00:12:05.500]  但是當我們說要學的時候
[00:12:05.500 --> 00:12:07.500]  我們就要開放我們自己
[00:12:07.500 --> 00:12:09.500]  我們的胸襟
[00:12:09.500 --> 00:12:13.500]  其實愛人很多時候是一個胸襟
[00:12:13.500 --> 00:12:15.500]  我們怎樣看一個人
[00:12:15.500 --> 00:12:18.500]  我們可以用很狹窄去看一個人
[00:12:18.500 --> 00:12:20.500]  也可以很闊去看一個人
[00:12:20.500 --> 00:12:23.500]  我們怎樣去看到人的長處
[00:12:23.500 --> 00:12:27.500]  當然我相信這個世界沒有一個完美的人
[00:12:27.500 --> 00:12:29.500]  我們一定有很多挑戰
[00:12:29.500 --> 00:12:30.500]  很多的掙扎
[00:12:30.500 --> 00:12:32.500]  很多的學習
[00:12:32.500 --> 00:12:34.500]  但是如果我們的胸襟不闊的時候
[00:12:34.500 --> 00:12:37.500]  我們很難去學新東西
[00:12:37.500 --> 00:12:40.500]  所以當我和師母這五年
[00:12:40.500 --> 00:12:42.500]  特別是這四年
[00:12:42.500 --> 00:12:46.500]  我們開始玩直播之後
[00:12:46.500 --> 00:12:48.500]  我們才發覺原來直播
[00:12:48.500 --> 00:12:49.500]  由我們不懂
[00:12:49.500 --> 00:12:50.500]  到我們懂
[00:12:50.500 --> 00:12:52.500]  到我們現在懂得打燈
[00:12:52.500 --> 00:12:54.500]  懂得配字幕
[00:12:54.500 --> 00:12:56.500]  又懂得自己配字幕
[00:12:56.500 --> 00:12:59.500]  其實都是一個學習
[00:12:59.500 --> 00:13:00.500]  如果我們說
[00:13:00.500 --> 00:13:01.500]  我會老的
[00:13:01.500 --> 00:13:02.500]  七十歲
[00:13:02.500 --> 00:13:03.500]  還學這些東西
[00:13:03.500 --> 00:13:05.500]  做什麼呢
[00:13:05.500 --> 00:13:08.500]  因為師母最不喜歡我講一個字
[00:13:08.500 --> 00:13:09.500]  講什麼字呢
[00:13:09.500 --> 00:13:11.500]  難
[00:13:11.500 --> 00:13:12.500]  她說如果很難
[00:13:12.500 --> 00:13:13.500]  你就不學了
[00:13:13.500 --> 00:13:14.500]  知不知道
[00:13:14.500 --> 00:13:15.500]  很難
[00:13:15.500 --> 00:13:16.500]  那就是不想做了
[00:13:16.500 --> 00:13:17.500]  她說不准講難字
[00:13:17.500 --> 00:13:19.500]  那我們一起去學
[00:13:19.500 --> 00:13:21.500]  去學怎樣去做直播
[00:13:21.500 --> 00:13:25.500]  怎樣去做一個奇音的KOL
[00:13:25.500 --> 00:13:28.500]  現在我們的YouTube頻道也不錯
[00:13:28.500 --> 00:13:30.500]  我們雙肩合壁的YouTube頻道
[00:13:30.500 --> 00:13:34.500]  已經去到三千七百二十幾個訂閱
[00:13:34.500 --> 00:13:36.500]  我們希望去到四千
[00:13:36.500 --> 00:13:38.500]  現在我們繼續努力去到四千
[00:13:38.500 --> 00:13:39.500]  為什麼呢
[00:13:39.500 --> 00:13:41.500]  就因為我覺得這個城市
[00:13:41.500 --> 00:13:42.500]  過去幾年
[00:13:42.500 --> 00:13:44.500]  很多的聲音
[00:13:44.500 --> 00:13:46.500]  很多人講很多的東西
[00:13:46.500 --> 00:13:48.500]  但是我覺得
[00:13:48.500 --> 00:13:50.500]  我們會不會講一些正面的東西
[00:13:50.500 --> 00:13:52.500]  所以我們當時起步的時候
[00:13:52.500 --> 00:13:54.500]  我們很想在這個城市那邊
[00:13:54.500 --> 00:13:56.500]  講一些很正面的東西
[00:13:56.500 --> 00:13:59.500]  而當我們能夠帶到這個城市
[00:13:59.500 --> 00:14:01.500]  更多的正面的時候
[00:14:01.500 --> 00:14:03.500]  我們能夠可以一起
[00:14:03.500 --> 00:14:05.500]  去為這個城市去感謝
[00:14:05.500 --> 00:14:07.500]  可以強調我不是阿Q
[00:14:07.500 --> 00:14:09.500]  不是說這個城市沒問題
[00:14:09.500 --> 00:14:10.500]  但是我深信
[00:14:10.500 --> 00:14:13.500]  這個城市同樣有很多地方
[00:14:13.500 --> 00:14:15.500]  值得我們去愛
[00:14:15.500 --> 00:14:17.500]  值得我們去鼓勵
[00:14:17.500 --> 00:14:19.500]  以致到當我自己去想
[00:14:19.500 --> 00:14:21.500]  這個open的時候
[00:14:21.500 --> 00:14:22.500]  我們的home come
[00:14:22.500 --> 00:14:24.500]  鄧堅姊妹 我們剛才吃飯的時候
[00:14:24.500 --> 00:14:25.500]  大家很開心對不對
[00:14:25.500 --> 00:14:26.500]  很開心
[00:14:26.500 --> 00:14:28.500]  吃到都不想過來這裡
[00:14:28.500 --> 00:14:30.500]  最好吃到晚上十點鐘
[00:14:30.500 --> 00:14:31.500]  為什麼呢
[00:14:31.500 --> 00:14:35.500]  原來吃東西是很重要
[00:14:35.500 --> 00:14:37.500]  我今天寫一篇文章
[00:14:37.500 --> 00:14:39.500]  因為我今年會出第二本書
[00:14:39.500 --> 00:14:42.500]  就是現在寫第二本書的文章
[00:14:42.500 --> 00:14:44.500]  就講到食
[00:14:44.500 --> 00:14:45.500]  講到食
[00:14:45.500 --> 00:14:46.500]  就是民以食為先
[00:14:46.500 --> 00:14:48.500]  是我的這個題目
[00:14:48.500 --> 00:14:50.500]  我發覺原來聖經
[00:14:50.500 --> 00:14:52.500]  大家可以回去自己研究一下
[00:14:52.500 --> 00:14:54.500]  原來四福音
[00:14:54.500 --> 00:14:56.500]  講到食東西
[00:14:56.500 --> 00:14:58.500]  差不多超過百幾次
[00:14:58.500 --> 00:15:00.500]  原來耶穌很喜歡食東西
[00:15:00.500 --> 00:15:02.500]  耶穌很喜歡赴婚宴
[00:15:02.500 --> 00:15:04.500]  耶穌去瑞利家裡吃飯
[00:15:04.500 --> 00:15:06.500]  耶穌真的很多時候
[00:15:06.500 --> 00:15:08.500]  在曠野有五餅二魚
[00:15:08.500 --> 00:15:10.500]  就是去野餐
[00:15:10.500 --> 00:15:12.500]  我發覺原來耶穌
[00:15:12.500 --> 00:15:13.500]  有魚節晚餐
[00:15:13.500 --> 00:15:14.500]  剛才講了
[00:15:14.500 --> 00:15:17.500]  原來食是很重要
[00:15:17.500 --> 00:15:19.500]  所以剛才大家喜歡食
[00:15:19.500 --> 00:15:21.500]  是很合乎聖經原則的
[00:15:21.500 --> 00:15:22.500]  大家知道嗎
[00:15:22.500 --> 00:15:23.500]  所以我覺得有時候
[00:15:23.500 --> 00:15:26.500]  有這樣的聚會是很好的
[00:15:26.500 --> 00:15:28.500]  所以胸襟
[00:15:28.500 --> 00:15:29.500]  我想我們做人
[00:15:29.500 --> 00:15:31.500]  要有很闊的胸襟
[00:15:31.500 --> 00:15:32.500]  當我們闊胸襟的時候
[00:15:32.500 --> 00:15:34.500]  我們就容易去學
[00:15:34.500 --> 00:15:35.500]  當然第三
[00:15:35.500 --> 00:15:37.500]  我用了visible
[00:15:37.500 --> 00:15:38.500]  看得見
[00:15:38.500 --> 00:15:40.500]  這個不需要多解釋
[00:15:40.500 --> 00:15:43.500]  當我們真的能夠願意付出
[00:15:43.500 --> 00:15:44.500]  我們的行動的時候
[00:15:44.500 --> 00:15:46.500]  人看到
[00:15:46.500 --> 00:15:48.500]  其實慢慢慢慢
[00:15:48.500 --> 00:15:49.500]  我和師母就
[00:15:49.500 --> 00:15:51.500]  大家去配合了
[00:15:51.500 --> 00:15:53.500]  她慢慢慢慢知道
[00:15:53.500 --> 00:15:56.500]  我曾經不是很喜歡送禮物
[00:15:56.500 --> 00:15:59.500]  但是原來夫妻相
[00:15:59.500 --> 00:16:01.500]  是真的有的
