
[00:00:00.000 --> 00:00:02.960]  今日和大家分享到上人傳第十八章
[00:03:39.640 --> 00:03:42.120]  讓我們安慰去勝過這些難處
[00:03:42.120 --> 00:03:46.160]  看回保羅的人生 他由達瑪錫被蒙召之後
[00:03:46.160 --> 00:03:49.760]  他很久才有機會去到安提拉福斯
[00:03:49.760 --> 00:03:52.480]  接著他出去宣教的時候
[00:03:52.480 --> 00:03:54.320]  有機會經歷馬其道異象
[00:03:54.320 --> 00:03:56.160]  神帶領他去到菲律賓
[00:03:56.160 --> 00:03:59.160]  但一直都有很多的荊棘 一直都有很多的難處
[00:03:59.160 --> 00:04:01.280]  見到果子很少
[00:04:01.280 --> 00:04:03.440]  保羅在這裡侍奉大概十幾二十年裡面
[00:04:03.440 --> 00:04:06.520]  其實見到很多果子的時間不多
[00:04:06.520 --> 00:04:09.600]  真的有一個比較大的平台去發展的時候
[00:04:09.600 --> 00:04:12.560]  是保羅在哥倫多這兩年的時候
[00:04:12.560 --> 00:04:14.040]  接著保羅在這兩年之後
[00:04:14.040 --> 00:04:16.480]  保羅回到耶路撒冷地區
[00:04:16.480 --> 00:04:18.280]  接著有三年的伊弗所
[00:04:18.280 --> 00:04:20.280]  前後這五年的時間
[00:04:20.280 --> 00:04:23.040]  可以說是保羅很豐盛的五年
[00:04:23.040 --> 00:04:25.680]  但這個哥倫多宗在開展的時候
[00:04:25.680 --> 00:04:28.400]  保羅有很多的戰經、很多的艱難
[00:04:28.400 --> 00:04:30.160]  或者對保羅開荒來說
[00:04:30.160 --> 00:04:34.800]  是一個又辛勞又曾經經歷了很多艱辛的時候
[00:04:34.800 --> 00:04:37.000]  如果看回第十八章第三節
[00:04:37.000 --> 00:04:43.000]  請記載保羅是一個參與大職侍奉職匠盤的工作
[00:04:43.000 --> 00:04:45.920]  聖經沒有詳細介紹保羅在其他地方
[00:04:45.920 --> 00:04:47.960]  有沒有做職匠盤的工作
[00:04:47.960 --> 00:04:52.880]  不過在伊弗所保羅是雙手去賺取他的金錢
[00:04:52.880 --> 00:04:54.800]  可能保羅在伊弗所都有做
[00:04:54.800 --> 00:04:57.680]  其他地區有沒有做聖經沒有詳細的講論
[00:04:57.680 --> 00:05:01.080]  無論如何這段時間保羅又要做辛勞的工作
[00:05:01.080 --> 00:05:02.520]  又要勤奮的侍奉
[00:05:02.520 --> 00:05:04.040]  又是孤單的時候
[00:05:04.040 --> 00:05:05.480]  我想是不容易
[00:05:05.480 --> 00:05:08.560]  聖經裏面記載了保羅這段其中的心情
[00:05:08.560 --> 00:05:11.240]  就在哥倫多前書第二章第三節
[00:05:11.240 --> 00:05:12.640]  我們一起讀
[00:05:12.640 --> 00:05:19.360]  「我在你們那裏又軟弱又懼怕又甚戰驚」
[00:05:19.360 --> 00:05:22.040]  保羅是一個很堅強的人
[00:05:22.040 --> 00:05:23.920]  很少講到自己的懼怕
[00:05:23.920 --> 00:05:25.160]  但是特別強調他說
[00:05:25.160 --> 00:05:26.760]  我去到你那時候
[00:05:26.760 --> 00:05:32.880]  那時候我的階段是一個又軟弱又懼怕又甚戰驚的時候
[00:05:32.880 --> 00:05:35.360]  我想保羅在這個大城市裏面的服侍
[00:05:35.360 --> 00:05:36.320]  很不容易
[00:05:36.320 --> 00:05:39.240]  保羅在菲律賓裏面遭遇逼迫
[00:05:39.240 --> 00:05:40.880]  看回頭影
[00:05:40.880 --> 00:05:46.000]  哥倫多是一個很大的城市
[00:05:46.000 --> 00:05:51.640]  這個城市裏面當時大概有五十萬到七十萬的人口
[00:05:51.640 --> 00:05:52.680]  我看回頭影
[00:05:52.680 --> 00:05:58.120]  當時保羅去哥倫多之前是去雅典
[00:05:58.120 --> 00:06:00.560]  雅典大概有十萬人口
[00:06:00.560 --> 00:06:02.640]  對香港來說七百多萬人口
[00:06:02.640 --> 00:06:03.720]  幾十萬好像不多
[00:06:03.720 --> 00:06:06.640]  但是當時來說幾十萬是一個很大的人口
[00:06:06.640 --> 00:06:08.640]  保羅去的人口很多的人
[00:06:08.640 --> 00:06:11.080]  而哥倫多是一個貿易的商港
[00:06:11.080 --> 00:06:14.160]  他們在這個地圖裏面
[00:06:14.160 --> 00:06:20.600]  左邊西面有個海峽可以去到羅馬地方
[00:06:20.600 --> 00:06:25.040]  右邊這個可以東面去到土耳其和耶路撒冷地方
[00:06:25.040 --> 00:06:27.120]  所以是一個貿易的大中心
[00:06:27.120 --> 00:06:28.480]  生意很蓬勃
[00:06:28.480 --> 00:06:29.480]  那些人都很有錢
[00:06:29.480 --> 00:06:31.080]  貧富懸殊
[00:06:31.080 --> 00:06:32.640]  可能都有他的驕傲
[00:06:32.640 --> 00:06:37.160]  但最特別是這個地方他們有很多神明的殿
[00:06:37.160 --> 00:06:41.680]  其中一個神明的殿養了一千個妙妓
[00:06:41.680 --> 00:06:47.200]  所以很多淫亂情慾很氾濫的地方
[00:06:47.200 --> 00:06:51.640]  當時希臘語說到哥倫多一個表達
[00:06:51.640 --> 00:06:52.840]  就好像英文
[00:06:52.840 --> 00:06:55.000]  我列了這個英文字
[00:06:55.000 --> 00:06:58.880]  希臘語Torintia Joma
[00:06:58.880 --> 00:07:02.080]  這個字就說淫亂荒唐
[00:07:02.080 --> 00:07:07.280]  就用哥倫多的表達形容荒唐或淫亂等情況
[00:07:07.280 --> 00:07:09.440]  所以這個地方可能被人印象得很荒唐
[00:07:09.440 --> 00:07:10.880]  很淫亂的情況
[00:07:10.880 --> 00:07:12.960]  所以保羅去到這個地方的全度
[00:07:12.960 --> 00:07:14.360]  我想都不容易
[00:07:14.360 --> 00:07:15.800]  其中保羅的驚懼
[00:07:15.800 --> 00:07:17.000]  我想其中一個原因就是
[00:07:17.000 --> 00:07:19.720]  保羅經歷過馬其頓異象之後
[00:07:19.720 --> 00:07:21.720]  在菲律賓被鞭打
[00:07:21.720 --> 00:07:22.920]  困在內監
[00:07:22.920 --> 00:07:26.080]  可能傷都未完全康復
[00:07:26.080 --> 00:07:27.680]  然後面對一個新的挑戰
[00:07:27.680 --> 00:07:29.280]  孤單的挑戰裏面
[00:07:29.280 --> 00:07:30.480]  又不容易
[00:07:30.480 --> 00:07:33.920]  再加上保羅去到這個鐵撒羅尼加
[00:07:33.920 --> 00:07:35.040]  去到其他地方的時候
[00:07:35.040 --> 00:07:37.000]  不斷被猶太人攻擊
[00:07:37.000 --> 00:07:38.560]  可能保羅覺得很奇怪
[00:07:38.560 --> 00:07:39.920]  神帶領去馬其頓
[00:07:39.920 --> 00:07:42.480]  但一直以來受攻擊多
[00:07:42.480 --> 00:07:43.960]  果子不多
[00:07:43.960 --> 00:07:44.960]  可能在這個時間
[00:07:44.960 --> 00:07:47.520]  在去到哥倫多服侍的時候
[00:07:47.520 --> 00:07:50.400]  保羅有一段驚懼的時候
[00:07:50.400 --> 00:07:51.920]  所以看回基督徒一樣
[00:07:51.920 --> 00:07:53.920]  我們可能都有驚懼的時候
[00:07:53.920 --> 00:07:55.680]  我們最其中一個很重要的觀念
[00:07:55.680 --> 00:07:59.080]  就是經歷神耶穌給我們的寶貴的應許
[00:07:59.080 --> 00:08:00.280]  就是同在
[00:08:00.280 --> 00:08:03.040]  在這個時候我們經歷到主的提醒
[00:08:03.040 --> 00:08:03.880]  安慰
[00:08:03.880 --> 00:08:05.720]  無微不至的保守
[00:08:05.720 --> 00:08:07.160]  所以今天跟大家分享重點
[00:08:07.160 --> 00:08:09.240]  我們分享第九第十節
[00:08:09.240 --> 00:08:11.800]  我們繼續一起再讀第九第十節
[00:08:11.800 --> 00:08:15.440]  耶加主在異象中對保羅說
[00:08:15.440 --> 00:08:17.360]  不要怕子觀國
[00:08:17.360 --> 00:08:18.960]  不要閉口
[00:08:18.960 --> 00:08:21.040]  有我與你同在
[00:08:21.040 --> 00:08:23.560]  必沒有人下手害你
[00:08:23.560 --> 00:08:25.360]  因為在這城裏
[00:08:25.360 --> 00:08:28.040]  我有許多的百姓
[00:08:28.040 --> 00:08:31.080]  有時候當人突然間害怕的時候
[00:08:31.080 --> 00:08:32.920]  可能很多事情就會慌張
[00:08:32.920 --> 00:08:34.600]  很多的擔心
[00:08:34.600 --> 00:08:36.520]  突然間覺得自己好像什麼都沒有了
[00:08:36.520 --> 00:08:38.080]  什麼都不知道怎麼做
[00:08:38.080 --> 00:08:39.520]  曾彥華
[00:08:39.520 --> 00:08:42.440]  懼怕人的陷入網羅
[00:08:42.440 --> 00:08:45.760]  唯有倚靠耶華的必得安穩
[00:08:45.760 --> 00:08:48.760]  但有時候懼怕會突然間臨到
[00:08:48.760 --> 00:08:51.280]  我們有時候都不是自己控制到自己
[00:08:51.280 --> 00:08:53.280]  我自己最近有機會暑假
[00:08:53.280 --> 00:08:55.040]  就跟家人去了美國
[00:08:55.040 --> 00:08:58.040]  參觀以前20年前牧羊的教會
[00:08:58.040 --> 00:09:00.040]  那時讀博士學位的教會
[00:09:00.040 --> 00:09:05.760]  自己難得有機會帶子女去見聞等等情況
[00:09:05.760 --> 00:09:08.360]  我自己下飛機在紐約
[00:09:08.360 --> 00:09:10.680]  由租車駕駛到密西根州
[00:09:10.680 --> 00:09:13.320]  這行程大概十八個小時
[00:09:13.320 --> 00:09:14.520]  二十個小時左右
[00:09:14.520 --> 00:09:16.160]  以前一天就駕駛
[00:09:16.160 --> 00:09:17.480]  這次知道自己不行了
[00:09:17.480 --> 00:09:18.480]  分兩天駕駛
[00:09:18.480 --> 00:09:20.000]  但是去的時候
[00:09:20.000 --> 00:09:21.800]  剛好出發前有五十肩
[00:09:21.800 --> 00:09:22.920]  有點痛
[00:09:22.920 --> 00:09:24.200]  拿了藥
[00:09:24.200 --> 00:09:25.520]  去到的時候
[00:09:25.520 --> 00:09:28.120]  下飛機的時候不知為何右腳都麻痺了
[00:09:28.120 --> 00:09:30.000]  不知為何坐飛機太久
[00:09:30.000 --> 00:09:31.440]  走路不太好
[00:09:31.440 --> 00:09:32.680]  想著要撐下去
[00:09:32.680 --> 00:09:33.560]  就駕車
[00:09:33.560 --> 00:09:35.120]  駕到密西根州的時候
[00:09:35.120 --> 00:09:36.680]  腳基本上走不了
[00:09:36.680 --> 00:09:39.120]  睡覺的時候大起超痛
[00:09:39.120 --> 00:09:41.080]  根本完全走不了
[00:09:41.080 --> 00:09:42.920]  後來有個住在朋友家裡的朋友
[00:09:42.920 --> 00:09:45.920]  借我老人家的Walker推著
[00:09:45.920 --> 00:09:49.120]  Walker都不是怎麼走的
[00:09:49.120 --> 00:09:53.040]  那時想著如果腳塞血管什麼的
[00:09:53.040 --> 00:09:54.040]  會不會瘸了
[00:09:54.040 --> 00:09:55.960]  如果去美國看醫生有沒有保險
[00:09:55.960 --> 00:09:57.160]  很多的思想
[00:09:57.160 --> 00:10:00.440]  買了一些很便宜的旅行保險
[00:10:00.440 --> 00:10:01.720]  不知道包不包
[00:10:01.720 --> 00:10:05.000]  就扔下子女去熟的朋友家裡
[00:10:05.000 --> 00:10:06.880]  讓他們自己去看醫生
[00:10:06.880 --> 00:10:07.960]  去到緊急治療
[00:10:07.960 --> 00:10:09.240]  照一下奧斯拉生
[00:10:09.240 --> 00:10:10.560]  他說照完奧斯拉生
[00:10:10.560 --> 00:10:12.280]  腳都好像沒有塞住
[00:10:12.280 --> 00:10:13.280]  不知道什麼事
[00:10:13.280 --> 00:10:14.560]  總之你跛跛地
[00:10:14.560 --> 00:10:16.000]  給了一些消炎藥
[00:10:16.000 --> 00:10:17.800]  自己也吃了一些買的消炎藥
[00:10:17.800 --> 00:10:18.440]  不知道怎樣吃
[00:10:18.440 --> 00:10:19.240]  吃了一下
[00:10:19.240 --> 00:10:20.040]  很奇怪
[00:10:20.040 --> 00:10:20.840]  突然一吃
[00:10:20.840 --> 00:10:22.160]  第二天早上就沒有了
[00:10:22.160 --> 00:10:23.600]  總之不知道是祈禱
[00:10:23.600 --> 00:10:24.120]  還是什麼的
[00:10:24.120 --> 00:10:25.280]  總之第二天就沒有了
[00:10:25.280 --> 00:10:26.600]  但當時什麼都在想
[00:10:26.600 --> 00:10:28.480]  哎呀 跛了怎麼辦呢
[00:10:28.480 --> 00:10:29.280]  有車怎麼還呢
[00:10:29.280 --> 00:10:30.280]  有什麼事呢
[00:10:30.280 --> 00:10:32.560]  從此以後就跛了
[00:10:32.560 --> 00:10:33.160]  人就是這樣
[00:10:33.160 --> 00:10:34.280]  突然間很害怕的時候
[00:10:34.280 --> 00:10:35.640]  什麼都在想
[00:10:35.640 --> 00:10:38.440]  可能人生裡面
[00:10:38.440 --> 00:10:39.880]  就是有些光景
[00:10:39.880 --> 00:10:42.160]  我們突然間覺得自己懼怕
[00:10:42.160 --> 00:10:44.040]  懼怕的時候有慌張
[00:10:44.040 --> 00:10:45.760]  我們怎樣面對這個懼怕
[00:10:45.760 --> 00:10:47.360]  對什麼情況
[00:10:47.360 --> 00:10:49.560]  有時合宜的懼怕
[00:10:49.560 --> 00:10:51.320]  都未必不好
[00:10:51.320 --> 00:10:53.800]  有人說過真誠的懼怕
[00:10:53.800 --> 00:10:55.800]  如果讓我們有審慎
[00:10:55.800 --> 00:10:57.160]  讓我們思考
[00:10:57.160 --> 00:10:58.600]  讓我們不魯莽
[00:10:58.600 --> 00:11:01.440]  讓我們不要不理現實
[00:11:01.440 --> 00:11:02.800]  不要盲目
[00:11:02.800 --> 00:11:04.400]  有些懼怕也好
[00:11:04.400 --> 00:11:06.480]  郭培里這樣說
[00:11:06.480 --> 00:11:08.520]  合宜的懼怕是好的
[00:11:08.520 --> 00:11:11.240]  讓我們敏銳地面對實況
[00:11:11.240 --> 00:11:12.760]  逼我們去裝備
[00:11:12.760 --> 00:11:14.520]  去面對挑戰
[00:11:14.520 --> 00:11:16.760]  舉例說有些父母教子女
[00:11:16.760 --> 00:11:18.040]  子女說不怕的
[00:11:18.040 --> 00:11:19.800]  肥佬也不怕
[00:11:19.800 --> 00:11:20.920]  升不到大學也不怕
[00:11:20.920 --> 00:11:21.840]  沒工作也不怕
[00:11:21.840 --> 00:11:23.160]  那你就怕了
[00:11:23.160 --> 00:11:24.880]  有時有些懼怕
[00:11:24.880 --> 00:11:27.720]  讓他們勤奮去奮鬥
[00:11:27.720 --> 00:11:28.600]  都是好事
[00:11:28.600 --> 00:11:32.200]  懼怕也不是一個絕對的不好
[00:11:32.200 --> 00:11:34.560]  有時也給我們一種準備
[00:11:34.560 --> 00:11:36.400]  我回來怕再受傷
[00:11:36.400 --> 00:11:37.480]  要多做運動
[00:11:37.480 --> 00:11:39.520]  我講道那幾次之後
[00:11:39.520 --> 00:11:40.560]  一會兒節目教我
[00:11:40.560 --> 00:11:41.440]  前揮多少
[00:11:41.440 --> 00:11:42.520]  後揮多少
[00:11:42.520 --> 00:11:44.040]  舉高雙手
[00:11:44.040 --> 00:11:46.480]  很多智慧告訴我
[00:11:46.480 --> 00:11:47.680]  我自己最近回來也很忙
[00:11:47.680 --> 00:11:50.200]  沒空去驗身看醫生
[00:11:50.200 --> 00:11:51.240]  但無論如何
[00:11:51.240 --> 00:11:53.160]  在保羅這個處境裏面
[00:11:53.160 --> 00:11:55.720]  其實保羅所擔心的事真是實現
[00:11:55.720 --> 00:11:56.840]  第六節講到
[00:11:56.840 --> 00:12:00.120]  他們在會堂裏面被猶太人拒絕
[00:12:00.120 --> 00:12:02.120]  接著被猶太人毀謗
[00:12:02.120 --> 00:12:03.760]  保羅接著說
[00:12:03.760 --> 00:12:06.680]  你們的罪歸到你們的頭上
[00:12:06.680 --> 00:12:08.080]  與我無關
[00:12:08.080 --> 00:12:09.920]  因為從今以後
[00:12:09.920 --> 00:12:12.320]  我就往外幫他
[00:12:12.320 --> 00:12:14.320]  保羅開始經歷到
[00:12:14.320 --> 00:12:16.800]  猶太人會不會再次逼迫他的危機
[00:12:16.800 --> 00:12:18.080]  保羅這句說話
[00:12:18.080 --> 00:12:19.000]  與他無關
[00:12:19.000 --> 00:12:20.160]  是耶穌的教導
[00:12:20.160 --> 00:12:22.520]  我看路加分第九章第五節
[00:12:22.520 --> 00:12:23.760]  一起讀
[00:12:23.760 --> 00:12:25.720]  「凡不接待你們的
[00:12:25.720 --> 00:12:27.960]  你們離開那城的時候
[00:12:27.960 --> 00:12:30.800]  要把腳上的塵土奪下去
[00:12:30.800 --> 00:12:33.200]  見證他們的不是」
[00:12:33.200 --> 00:12:34.680]  有時在工作也好
[00:12:34.680 --> 00:12:35.640]  家庭教會也好
[00:12:35.640 --> 00:12:36.160]  社會也好
[00:12:36.160 --> 00:12:37.520]  有時我要說的說了
[00:12:37.520 --> 00:12:38.960]  但效果怎樣不知道
[00:12:38.960 --> 00:12:40.440]  傳福音都是這樣
[00:12:40.440 --> 00:12:42.600]  保羅都是盡力向同胞傳
[00:12:42.600 --> 00:12:43.800]  但沒有效果
[00:12:43.800 --> 00:12:45.040]  他們沒有反應
[00:12:45.040 --> 00:12:45.960]  有些少量反應
[00:12:45.960 --> 00:12:47.160]  但很多人都抗拒
[00:12:47.160 --> 00:12:48.920]  甚至毀謗
[00:12:48.920 --> 00:12:49.680]  在這個時候
[00:12:49.680 --> 00:12:51.160]  保羅可能都會再擔心
[00:12:51.160 --> 00:12:52.440]  有沒有再經歷
[00:12:52.440 --> 00:12:56.080]  好像切薩羅雷加那些逼迫的情況
[00:12:56.080 --> 00:12:57.760]  有時懼怕臨到的時候
[00:12:57.760 --> 00:12:59.880]  如果我們被一些沒有信心的懼怕
[00:12:59.880 --> 00:13:01.840]  控制了我們的時候
[00:13:01.840 --> 00:13:02.880]  好像有一些用法
[00:13:02.880 --> 00:13:05.320]  就是我們心就消化、融化
[00:13:05.320 --> 00:13:07.520]  好像完全脅殺、僵決
[00:13:07.520 --> 00:13:09.120]  我們就不會再奮鬥
[00:13:09.120 --> 00:13:10.560]  或者甚至我們在道德
[00:13:10.560 --> 00:13:13.320]  或者在信仰裏面去妥協
[00:13:13.320 --> 00:13:14.560]  美國一個很出名的
[00:13:14.560 --> 00:13:18.840]  上世紀一個很出名的棒球明星
[00:13:18.840 --> 00:13:20.400]  叫做Babe Wolf
[00:13:20.400 --> 00:13:22.440]  他用一個棒球比喻就說
[00:13:22.440 --> 00:13:23.960]  如果你打棒球的時候
[00:13:23.960 --> 00:13:28.120]  你站在這個擊球手位置的時候
[00:13:28.120 --> 00:13:30.120]  隨時對方扔三個好球
[00:13:30.120 --> 00:13:31.040]  三個strike
[00:13:31.040 --> 00:13:32.760]  那你就出局了
[00:13:32.760 --> 00:13:34.040]  但如果你每次都很害怕
[00:13:34.040 --> 00:13:35.880]  他扔的球打不打到呢
[00:13:35.880 --> 00:13:36.600]  打不打到呢
[00:13:36.600 --> 00:13:38.480]  通常你都打不到
[00:13:38.480 --> 00:13:41.800]  但當你面對這個扔球很快的人
[00:13:41.800 --> 00:13:44.040]  你說他越扔這個好球的時候
[00:13:44.040 --> 00:13:45.920]  如果我越認真打的時候
[00:13:45.920 --> 00:13:47.640]  可能我就打一個傳你打
[00:13:47.640 --> 00:13:49.200]  打一個很漂亮的球
[00:13:49.200 --> 00:13:51.800]  你目標要積極去面對的時候
[00:13:51.800 --> 00:13:55.040]  可能你有積極的後果也不奇怪
[00:13:55.040 --> 00:13:56.960]  師父真是另一個表達就是說
[00:13:56.960 --> 00:13:59.280]  我們人生一半的懼怕
[00:13:59.280 --> 00:14:01.880]  是因為我們忽略聖經
[00:14:01.880 --> 00:14:05.240]  聖經裏面可能教我們不要行差踏錯
[00:14:05.240 --> 00:14:09.040]  我們行差踏錯就產生被懲罰的懼怕
[00:14:09.040 --> 00:14:10.920]  或者因為聖經裏面有很多應許鼓勵
[00:14:10.920 --> 00:14:13.480]  我們沒有拿著神經應許的時候
[00:14:13.480 --> 00:14:19.160]  就是自己往往的擔心往往的懼怕
[00:14:19.160 --> 00:14:20.800]  所以聖經裏面一個很重要的提醒
[00:14:20.800 --> 00:14:22.920]  就是教我們不要怕
[00:14:22.920 --> 00:14:24.400]  我們看聖經裏面的人物
[00:14:24.400 --> 00:14:25.920]  好像保羅這些人物
[00:14:25.920 --> 00:14:27.080]  見到他的低谷
[00:14:27.080 --> 00:14:28.560]  見到他的懼怕
[00:14:28.560 --> 00:14:30.400]  見到他的掙扎的時候
[00:14:30.400 --> 00:14:32.680]  有時對我來說是一種安慰
[00:14:32.680 --> 00:14:35.720]  因為他這樣都有掙扎都有懼怕
[00:14:35.720 --> 00:14:36.960]  我有掙扎懼怕
[00:14:36.960 --> 00:14:39.040]  也不是很壞也不是很遠
[00:14:39.040 --> 00:14:41.800]  他過得到我也過得到
[00:14:41.800 --> 00:14:43.400]  心裏面有安慰
[00:14:43.400 --> 00:14:44.280]  人就是這樣
[00:14:44.280 --> 00:14:45.400]  在聖經裏面
[00:14:45.400 --> 00:14:48.240]  當神去遇見人的時候
[00:14:48.240 --> 00:14:52.120]  很多時候神第一句說話就叫不要怕
[00:14:52.120 --> 00:14:53.400]  神對阿巴罕
[00:14:53.400 --> 00:14:54.480]  對雅各
[00:14:54.480 --> 00:14:55.640]  對約斯亞
[00:14:55.640 --> 00:14:57.160]  對很多先知
[00:14:57.160 --> 00:14:58.960]  就遷使對牧羊人
[00:14:58.960 --> 00:15:02.200]  遷使向邁阿顯然
[00:15:02.200 --> 00:15:04.400]  都說不要怕
[00:15:04.400 --> 00:15:06.800]  可能人就是很多見到
[00:15:06.800 --> 00:15:07.880]  面對問題的時候
[00:15:07.880 --> 00:15:09.600]  面對一個異象的時候
[00:15:09.600 --> 00:15:12.280]  或者面對一個難關的時候
[00:15:12.280 --> 00:15:14.360]  就容易懼怕
[00:15:14.360 --> 00:15:17.640]  一個能夠靠神的恩典去勝過懼怕的人
[00:15:17.640 --> 00:15:18.840]  是很大的恩典
[00:15:18.840 --> 00:15:21.120]  還有他的見證很激勵人
[00:15:21.120 --> 00:15:22.600]  所以一個人要學其中一個學習
[00:15:22.600 --> 00:15:23.920]  即是耶穌教導保羅
[00:15:23.920 --> 00:15:25.960]  有經驗的牧者也是
[00:15:25.960 --> 00:15:28.080]  要學習依靠神
[00:15:28.080 --> 00:15:30.120]  經歷神賜的能力
[00:15:30.120 --> 00:15:32.600]  讓我們驅走這個懼怕
[00:15:32.600 --> 00:15:35.080]  還有機會看一個見證
[00:15:35.080 --> 00:15:38.040]  在四川受災一個人物的見證
[00:15:38.040 --> 00:15:39.840]  叫廖志
[00:15:39.840 --> 00:15:42.680]  這個人物其實
[00:15:42.680 --> 00:15:45.280]  最近康復之後就跳舞
[00:15:45.280 --> 00:15:48.560]  用義肢被稱為美麗的雙腿
[00:15:48.560 --> 00:15:50.040]  但其實看回故事裡面
[00:15:50.040 --> 00:15:52.240]  其實他應該有很多的震驚
[00:15:52.240 --> 00:15:53.840]  很多的膽怯
[00:15:53.840 --> 00:15:54.800]  在地震的時候
[00:15:54.800 --> 00:15:57.920]  他的婆婆和女兒一起被壓著
[00:15:57.920 --> 00:15:59.800]  在他旁邊看著
[00:15:59.800 --> 00:16:03.120]  聽到他的婆婆和女兒死亡
[00:16:03.120 --> 00:16:05.920]  後來在沒有路的時候
[00:16:05.920 --> 00:16:09.640]  被瓦礫埋了二十七個小時的時候
[00:16:09.640 --> 00:16:10.840]  他不是叫逃
[00:16:10.840 --> 00:16:14.160]  但當時有一個向天上的神
[00:16:14.160 --> 00:16:15.560]  或天上的神明祈禱
[00:16:15.560 --> 00:16:19.000]  他說如果你能夠幫我活著的時候
[00:16:19.000 --> 00:16:20.760]  我願意一生去服侍你
[00:16:20.760 --> 00:16:23.360]  我一生將你愛傳出去
[00:16:23.360 --> 00:16:25.600]  結果在二十七小時的埋藏之後
[00:16:25.600 --> 00:16:27.840]  他竟然被救
[00:16:27.840 --> 00:16:30.040]  去醫院切了一隻腳之後
[00:16:30.040 --> 00:16:32.080]  很奇怪他沒有憂憂愁愁
