
[00:00:00.000 --> 00:00:03.000]  好,今天大會要我講的人物
[00:02:25.160 --> 00:02:27.980]  這個背景是記載在《列王記下》第九章
[00:02:28.060 --> 00:02:29.060]  和第十章
[00:02:29.060 --> 00:02:32.820]  重點是放在這兩章裡面
[00:02:32.820 --> 00:02:35.980]  所以我們先看看地圖
[00:02:35.980 --> 00:02:36.980]  這個地圖呢
[00:02:36.980 --> 00:02:40.040]  就是你看到很多不同的圈
[00:02:40.040 --> 00:02:42.940]  是一些地方的位置
[00:02:42.940 --> 00:02:46.440]  有些地方的名字在經文有出現過
[00:02:46.440 --> 00:02:48.500]  但是在地圖沒有出現過
[00:02:48.500 --> 00:02:51.340]  不過我就給大家一些觀念
[00:02:51.340 --> 00:02:54.360]  這個八哈幹,神樂家
[00:02:54.360 --> 00:02:57.140]  一直找不到這個地方所在,所以不知道在哪裡
[00:02:57.140 --> 00:03:00.180]  但是聖經裡面出現過這個八哈幹的地方
[00:03:00.180 --> 00:03:03.200]  有一個我們根本就從來沒有聽過
[00:03:03.200 --> 00:03:06.200]  200年的古爾波
[00:03:06.200 --> 00:03:09.200]  聽過沒有?我也沒有聽過,我也忘了有這個名字
[00:03:09.200 --> 00:03:14.200]  他就說是在這個耶穌列平原的南部
[00:03:14.200 --> 00:03:17.200]  在那個圈,綠色的大圈
[00:03:17.200 --> 00:03:20.200]  就是耶穌列的平原的南部
[00:03:20.200 --> 00:03:23.200]  就不知道哪個位置
[00:03:23.200 --> 00:03:26.200]  只是南部,而有一個白吉
[00:03:26.200 --> 00:03:29.200]  白吉是在耶穌列
[00:03:29.200 --> 00:03:32.200]  和撒馬尼亞,你看到有兩個圈
[00:03:32.200 --> 00:03:35.200]  一個是耶穌列,一個是撒馬尼亞的中間
[00:03:35.200 --> 00:03:38.200]  還有一個拉末,拉末是在右邊的一個地方
[00:03:38.200 --> 00:03:41.200]  我們記得這些地方
[00:03:41.200 --> 00:03:44.200]  因為這些城市是很重要
[00:03:44.200 --> 00:03:47.200]  為什麼這些城市很重要呢
[00:03:47.200 --> 00:03:50.200]  就是當以利沙
[00:03:50.200 --> 00:03:53.200]  他差派一個先知門徒去拉末
[00:03:53.200 --> 00:03:56.200]  去拉末
[00:03:56.200 --> 00:03:59.200]  神要他去拉末
[00:03:59.200 --> 00:04:02.200]  去鼓勵耶穌做皇帝
[00:04:02.200 --> 00:04:06.200]  耶穌是耶穌皇朝的第一個皇帝
[00:04:06.200 --> 00:04:09.200]  他之前的皇朝就是阿哈皇朝
[00:04:09.200 --> 00:04:12.200]  所以阿哈皇朝最後一個皇帝
[00:04:12.200 --> 00:04:15.200]  叫做若蘭
[00:04:15.200 --> 00:04:18.200]  神就鼓勵了耶穌
[00:04:18.200 --> 00:04:21.200]  要做皇帝
[00:04:21.200 --> 00:04:24.200]  為何要鼓勵呢
[00:04:24.200 --> 00:04:27.200]  我帶一支東西給大家看看
[00:04:27.200 --> 00:04:30.200]  這支東西有人送給我的
[00:04:30.200 --> 00:04:33.200]  是一個洋閣,但是封了
[00:04:33.200 --> 00:04:36.200]  因為這裡是真空的
[00:04:36.200 --> 00:04:39.200]  他說舊約的祭司
[00:04:39.200 --> 00:04:42.200]  要去鼓勵別人的時候
[00:04:42.200 --> 00:04:45.200]  就把油倒進去
[00:04:45.200 --> 00:04:48.200]  然後去到那個人面前
[00:04:48.200 --> 00:04:51.200]  試我覆杯滿日
[00:04:51.200 --> 00:04:54.200]  又去到鬍子,又去到腳
[00:04:54.200 --> 00:04:57.200]  很大桶油,這個已經算小
[00:04:57.200 --> 00:05:00.200]  他說我感動,送給我
[00:05:00.200 --> 00:05:03.200]  我說不用,這支東西很貴
[00:05:03.200 --> 00:05:06.200]  還有燈台
[00:05:06.200 --> 00:05:09.200]  這裡有燈台
[00:05:09.200 --> 00:05:12.200]  他說感動送給我
[00:05:12.200 --> 00:05:15.200]  還有一支摩西的象給我
[00:05:15.200 --> 00:05:18.200]  他說如果誰睡覺,打一打
[00:05:18.200 --> 00:05:21.200]  就叫醒他
[00:05:21.200 --> 00:05:24.200]  是神叫伊利沙
[00:05:24.200 --> 00:05:27.200]  伊利沙就叫了一個先知門徒
[00:05:27.200 --> 00:05:30.200]  去到拉末
[00:05:30.200 --> 00:05:33.200]  去鼓勵了耶穌
[00:05:33.200 --> 00:05:36.200]  然後他給他一個使命
[00:05:36.200 --> 00:05:39.200]  一個使命,很清楚
[00:05:39.200 --> 00:05:42.200]  是神要給耶穌一個使命
[00:05:42.200 --> 00:05:45.200]  使我消滅主人阿哈
[00:05:45.200 --> 00:05:48.200]  即是說他要消滅
[00:05:48.200 --> 00:05:51.200]  阿哈王朝的人,包括他的子孫
[00:05:51.200 --> 00:05:54.200]  包括一些男丁
[00:05:54.200 --> 00:05:57.200]  包括無論他是奴隸也好,自由也好
[00:05:57.200 --> 00:06:00.200]  住在不同的地方也好,都要殺了他
[00:06:00.200 --> 00:06:03.200]  所以為什麼那麼多圈的地方
[00:06:03.200 --> 00:06:06.200]  無論是耶穌也好,拉末也好
[00:06:06.200 --> 00:06:09.200]  或者是平原也好,不同的地方也好
[00:06:09.200 --> 00:06:12.200]  薩馬尼亞也好
[00:06:12.200 --> 00:06:15.200]  這些地方你都要找到那些人
[00:06:15.200 --> 00:06:18.200]  殺了他,只要是阿哈的子孫
[00:06:18.200 --> 00:06:21.200]  各位弟兄姊妹,這個是神親自
[00:06:21.200 --> 00:06:24.200]  鼓勵他,甚至他跟耶穌王說
[00:06:24.200 --> 00:06:27.200]  他說你知不知道
[00:06:27.200 --> 00:06:30.200]  你會見到耶洗別,耶洗別是
[00:06:30.200 --> 00:06:33.200]  阿哈王的太太,一個皇后
[00:06:33.200 --> 00:06:36.200]  不過她是一個很殘忍的皇后
[00:06:36.200 --> 00:06:39.200]  是偶像的皇后
[00:06:39.200 --> 00:06:42.200]  曾經當以利亞,不是以利沙
[00:06:42.200 --> 00:06:45.200]  是以利沙的師父,以利亞
[00:06:45.200 --> 00:06:48.200]  當他為神大發熱心
[00:06:48.200 --> 00:06:51.200]  去跟巴黎先知鬥法的時候,他贏了
[00:06:51.200 --> 00:06:54.200]  贏了之後,耶洗別要追殺這個以利亞
[00:06:54.200 --> 00:06:57.200]  以至以利亞在《李王記》上十九章
[00:06:57.200 --> 00:07:00.200]  以利亞去到一個地步求死,知不知道
[00:07:00.200 --> 00:07:03.200]  她說死了他,神經病,怎麼搞的
[00:07:03.200 --> 00:07:06.200]  神大發熱心,換來是耶洗別追殺我
[00:07:06.200 --> 00:07:09.200]  她受不了,她說
[00:07:09.200 --> 00:07:12.200]  神啊,不如給我一條命,她求死
[00:07:12.200 --> 00:07:15.200]  就是說很多人,我們侍奉的人
[00:07:15.200 --> 00:07:18.200]  真的會這樣,侍奉的人很多時候
[00:07:18.200 --> 00:07:21.200]  為了大發熱心,更多的侍奉,但是換來
[00:07:21.200 --> 00:07:24.200]  哎呀,這麼多人對我都不好
[00:07:24.200 --> 00:07:27.200]  有很多人
[00:07:27.200 --> 00:07:30.200]  放棄了高薪厚職,去侍奉
[00:07:30.200 --> 00:07:33.200]  結果被教會趕走
[00:07:33.200 --> 00:07:36.200]  怎麼搞的,我只是為了侍奉,又不是為了我
[00:07:36.200 --> 00:07:39.200]  以利亞一樣
[00:07:39.200 --> 00:07:42.200]  你不要以為以利亞很厲害,一樣求死
[00:07:42.200 --> 00:07:45.200]  神叫她睡覺,神不要打她,神叫她睡覺
[00:07:45.200 --> 00:07:48.200]  睡醒之後,找一些烏鴉
[00:07:48.200 --> 00:07:51.200]  給她吃薄餅,給她喝水
[00:07:51.200 --> 00:07:54.200]  她精神起來,睡著了,又吃了東西
[00:07:54.200 --> 00:07:57.200]  精神起來
[00:07:57.200 --> 00:08:00.200]  然後,神用微小的聲音
[00:08:00.200 --> 00:08:03.200]  神用很微小的聲音跟她說,說什麼呢
[00:08:03.200 --> 00:08:06.200]  就記在《堯王記》上,十九章,十五節到十六節
[00:08:06.200 --> 00:08:09.200]  你回去再詳細自己看
[00:08:09.200 --> 00:08:12.200]  一邊提到說,以利亞
[00:08:12.200 --> 00:08:15.200]  你要為我去鼓勵耶穆
[00:08:15.200 --> 00:08:18.200]  耶穆,我剛才說過
[00:08:18.200 --> 00:08:21.200]  是誰鼓勵的呢,以利沙
[00:08:21.200 --> 00:08:24.200]  派一個先知門徒去鼓勵
[00:08:24.200 --> 00:08:27.200]  這個耶穆,但是在以利亞做先知的時候
[00:08:27.200 --> 00:08:30.200]  神已經跟以利亞說
[00:08:30.200 --> 00:08:33.200]  你要去鼓勵耶穆,也要鼓勵
[00:08:33.200 --> 00:08:36.200]  以利沙,你明白我的意思嗎
[00:08:36.200 --> 00:08:39.200]  就是說,很多神學家就開始想
[00:08:39.200 --> 00:08:42.200]  為什麼會是一個這樣的情況呢
[00:08:42.200 --> 00:08:45.200]  所以,耶穆,如果看回一點背景
[00:08:45.200 --> 00:08:48.200]  一個總結,耶穆原本是以色列王若蘭
[00:08:48.200 --> 00:08:51.200]  的元帥,一個大元帥
[00:08:51.200 --> 00:08:54.200]  他從來沒有過要謀朝篡位
[00:08:54.200 --> 00:08:57.200]  但是,神親自要他
[00:08:57.200 --> 00:09:00.200]  去做一個皇帝,他要殺了若蘭
[00:09:00.200 --> 00:09:03.200]  阿哈的後代,殺了
[00:09:03.200 --> 00:09:06.200]  然後,不單止殺了若蘭王
[00:09:06.200 --> 00:09:09.200]  當時若蘭王在耶穌這個地方養傷
[00:09:09.200 --> 00:09:12.200]  就殺了他,還殺了南國一個皇帝
[00:09:12.200 --> 00:09:15.200]  當時叫阿哈謝,去探望若蘭
[00:09:15.200 --> 00:09:18.200]  就死了,而最後
[00:09:18.200 --> 00:09:21.200]  他真是親眼見到耶穌別
[00:09:21.200 --> 00:09:24.200]  在一個樓房上給三個太監
[00:09:24.200 --> 00:09:27.200]  把他扔到地上
[00:09:27.200 --> 00:09:30.200]  給一些野狗吃他的身體
[00:09:30.200 --> 00:09:33.200]  所以,他認不到這是耶穌別
[00:09:33.200 --> 00:09:36.200]  加上,阿哈還有七十個孫子
[00:09:36.200 --> 00:09:39.200]  在撒瑪尼亞,耶穌就說
[00:09:39.200 --> 00:09:42.200]  在裡面的首領
[00:09:42.200 --> 00:09:45.200]  如果真的忠於我做皇帝
[00:09:45.200 --> 00:09:48.200]  你幫我殺了這七十個兒子
[00:09:48.200 --> 00:09:51.200]  把他們全殺了
[00:09:51.200 --> 00:09:54.200]  把他們的頭腦,七十個頭腦
[00:09:54.200 --> 00:09:57.200]  帶去給耶穌
[00:09:57.200 --> 00:10:00.200]  這齣戲,如果是戲
[00:10:00.200 --> 00:10:03.200]  肯定三級
[00:10:03.200 --> 00:10:06.200]  肯定三級,很血腥,知不知道
[00:10:06.200 --> 00:10:09.200]  四幾個人,而且不單止
[00:10:09.200 --> 00:10:12.200]  耶穌還騙了
[00:10:12.200 --> 00:10:15.200]  那些巴力先知
[00:10:15.200 --> 00:10:18.200]  去到一個地方,全殺了
[00:10:18.200 --> 00:10:21.200]  全殺了
[00:10:21.200 --> 00:10:24.200]  所以,我們怎樣看
[00:10:24.200 --> 00:10:27.200]  這個耶穌的一生
[00:10:27.200 --> 00:10:30.200]  我們嘗試讀四節聖經
[00:10:30.200 --> 00:10:33.200]  在以往記下第十章
[00:10:33.200 --> 00:10:36.200]  一起讀一讀,準備,1,2,3
[00:10:36.200 --> 00:10:39.200]  耶穌就這樣從以來清除了
[00:10:39.200 --> 00:10:42.200]  巴力的痕跡
[00:10:42.200 --> 00:10:45.200]  然而他沒有摧毀
[00:10:45.200 --> 00:10:48.200]  伯特利和丹的小金牛
[00:10:48.200 --> 00:10:51.200]  尼伯的兒子耶羅波安
[00:10:51.200 --> 00:10:54.200]  曾用他們使以色列人犯罪
[00:10:54.200 --> 00:10:57.200]  儘管如此,上主對耶穌說
[00:10:57.200 --> 00:11:00.200]  你聽從我的指示,摧毀了阿哈家
[00:11:00.200 --> 00:11:03.200]  你做得很好,因此你的後代
[00:11:03.200 --> 00:11:06.200]  要作以色列的王,直到第四代
[00:11:06.200 --> 00:11:09.200]  有全心全意遵守上帝
[00:11:09.200 --> 00:11:12.200]  以色列上帝的法
[00:11:12.200 --> 00:11:15.200]  拒絕離開耶羅波安時
[00:11:15.200 --> 00:11:18.200]  以色列陷在罪中的那些罪
[00:11:18.200 --> 00:11:21.200]  這四節給我一個今天的題目
[00:11:21.200 --> 00:11:24.200]  就是怎樣定這個耶穌
[00:11:24.200 --> 00:11:27.200]  善還是惡
[00:11:27.200 --> 00:11:30.200]  為甚麼我這樣說呢
[00:11:30.200 --> 00:11:33.200]  有三樣東西我們要反省
[00:11:33.200 --> 00:11:36.200]  一是神揀選,大家明白嗎
[00:11:36.200 --> 00:11:39.200]  他真的是神揀選
[00:11:39.200 --> 00:11:42.200]  不單是以利沙
[00:11:42.200 --> 00:11:45.200]  在以利亞時代已經揀選了耶穌
[00:11:45.200 --> 00:11:48.200]  所以耶穌才能成為皇帝
[00:11:48.200 --> 00:11:51.200]  他要謀朝三位
[00:11:51.200 --> 00:11:54.200]  其實是神親自用揚國的義由
[00:11:54.200 --> 00:11:57.200]  去告他,他去做皇帝
[00:11:57.200 --> 00:12:00.200]  他原本是一個大元帥
[00:12:00.200 --> 00:12:03.200]  他不需要自己去做一個皇帝
[00:12:03.200 --> 00:12:06.200]  而是神親自安立他
[00:12:06.200 --> 00:12:09.200]  揀選他做一個皇帝
[00:12:09.200 --> 00:12:12.200]  所以當我們回看聖經的時候
[00:12:12.200 --> 00:12:18.200]  用以利亞的名聲作為一個權柄
[00:12:18.200 --> 00:12:21.200]  去到以利沙去成就這件事
[00:12:21.200 --> 00:12:24.200]  所以他做一個皇帝
[00:12:24.200 --> 00:12:27.200]  不單是以利沙突然間感動
[00:12:27.200 --> 00:12:30.200]  傳到以利沙,以利沙作為印證
[00:12:30.200 --> 00:12:33.200]  如果用今天的術語作為印證
[00:12:33.200 --> 00:12:36.200]  然後真的去告立耶穌
[00:12:36.200 --> 00:12:39.200]  這是神揀選
[00:12:39.200 --> 00:12:42.200]  第二,我們看到耶穌聽話
[00:12:42.200 --> 00:12:45.200]  他真的殺了什麼
[00:12:45.200 --> 00:12:48.200]  阿哈加那邊所有的人
[00:12:48.200 --> 00:12:51.200]  真的殺了
[00:12:51.200 --> 00:12:54.200]  聽話到這樣,大家明白嗎
[00:12:54.200 --> 00:12:57.200]  或是當神說,賀捷迪
[00:12:57.200 --> 00:13:00.200]  你去殺了那個人
[00:13:00.200 --> 00:13:03.200]  我命令你去殺那個人,我也不會
[00:13:03.200 --> 00:13:06.200]  殺人填命
[00:13:06.200 --> 00:13:09.200]  我也會說,不是,上帝
[00:13:09.200 --> 00:13:12.200]  這是假的,這個是殺彈的
[00:13:12.200 --> 00:13:15.200]  怎麼會叫我殺人呢
[00:13:15.200 --> 00:13:18.200]  這不是,是神親自吩咐他
[00:13:18.200 --> 00:13:21.200]  各位弟兄姊妹,當我自己看回耶穌的時候
[00:13:21.200 --> 00:13:24.200]  其中一節我剛才讀了,大家不知道有沒有留意
[00:13:24.200 --> 00:13:27.200]  就是第三節
[00:13:27.200 --> 00:13:30.200]  那裡說,儘管如此
[00:13:30.200 --> 00:13:33.200]  上主迎對耶穌說
[00:13:33.200 --> 00:13:36.200]  你,什麼
[00:13:36.200 --> 00:13:39.200]  聽從我的指示,摧毀了什麼
[00:13:39.200 --> 00:13:42.200]  阿哈加,下面那幾個字多多
[00:13:42.200 --> 00:13:45.200]  哇
[00:13:48.200 --> 00:13:51.200]  他做得好不好
[00:13:51.200 --> 00:13:54.200]  我做了四十年,神沒有跟我說過
[00:13:54.200 --> 00:13:57.200]  何牧師,你做得很好,沒有
[00:13:57.200 --> 00:14:00.200]  沒有
[00:14:00.200 --> 00:14:03.200]  不是我說的,聖經不是我寫的
[00:14:03.200 --> 00:14:06.200]  這裡說什麼,你做得很好
[00:14:06.200 --> 00:14:09.200]  因此你會有四代
[00:14:09.200 --> 00:14:12.200]  所以阿哈王朝有五個皇帝
[00:14:12.200 --> 00:14:15.200]  十九個皇帝當中有五個是阿哈王朝
[00:14:15.200 --> 00:14:18.200]  不是,是耶穌王朝
[00:14:18.200 --> 00:14:21.200]  所以很明顯祝福他四代
[00:14:21.200 --> 00:14:24.200]  四代
[00:14:24.200 --> 00:14:27.200]  很多人就說
[00:14:27.200 --> 00:14:30.200]  不錯,但是到最後
[00:14:30.200 --> 00:14:33.200]  神有說
[00:14:33.200 --> 00:14:36.200]  耶穌,你並不是全心全意
[00:14:36.200 --> 00:14:39.200]  遵守律法
[00:14:39.200 --> 00:14:42.200]  還在拜金口毒
[00:14:42.200 --> 00:14:45.200]  而拜金口毒,你沒有離開耶羅波安
[00:14:45.200 --> 00:14:48.200]  當時他拜金口毒的原因
[00:14:48.200 --> 00:14:51.200]  不單止將所謂的
[00:14:51.200 --> 00:14:54.200]  耶路撒冷的敬拜
[00:14:54.200 --> 00:14:57.200]  帶到北國,而是引誘
[00:14:57.200 --> 00:15:00.200]  當時以色列民一起去犯罪
[00:15:00.200 --> 00:15:03.200]  他說你不要忘,你不要除去這件事
[00:15:03.200 --> 00:15:06.200]  沒錯,你將巴力,沒有了,這是對的
[00:15:06.200 --> 00:15:09.200]  但是你仍然存有這個金口毒
[00:15:09.200 --> 00:15:12.200]  而這個金口毒的敬拜
[00:15:12.200 --> 00:15:15.200]  是影響了整個以色列國家
[00:15:15.200 --> 00:15:18.200]  所以很多人說,如果耶穌王
[00:15:18.200 --> 00:15:21.200]  他真的沒有做下面的金口毒
[00:15:21.200 --> 00:15:24.200]  他是北國以色列的
[00:15:24.200 --> 00:15:27.200]  當中一個皇帝
[00:15:27.200 --> 00:15:30.200]  可以令北國以色列是一個遠距點
[00:15:30.200 --> 00:15:33.200]  他可以成為一個好皇帝
[00:15:33.200 --> 00:15:36.200]  然後延續下去,有些好皇帝出現
[00:15:36.200 --> 00:15:39.200]  最後他說,我沒有遵守
[00:15:39.200 --> 00:15:42.200]  耶和華的規法,沒有全心全意
[00:15:42.200 --> 00:15:45.200]  遵守耶和華的規法
[00:15:45.200 --> 00:15:48.200]  當時我也有些困難
[00:15:48.200 --> 00:15:51.200]  有時全心全意,你問你旁邊有沒有全心全意愛主
[00:15:51.200 --> 00:15:54.200]  我也不敢說,誰敢說自己全心全意
[00:15:54.200 --> 00:15:57.200]  你怎樣定這個全心全意呢?
[00:15:57.200 --> 00:16:00.200]  但當時我也在想,為什麼耶和華神會跟他說
[00:16:00.200 --> 00:16:03.200]  你沒有全心全意遵守耶和華的規法
[00:16:03.200 --> 00:16:06.200]  他仍然在拜金牛毒
[00:16:06.200 --> 00:16:09.200]  沒錯,他沒有巴力,但他仍然存在金牛毒在他的生命當中
[00:16:09.200 --> 00:16:12.200]  而金牛毒的問題是什麼呢?
[00:16:12.200 --> 00:16:15.200]  金牛毒的問題不單止他犯罪
[00:16:15.200 --> 00:16:18.200]  他會令整個以色列百姓都犯罪
[00:16:18.200 --> 00:16:21.200]  就是說,如果在香港,你自己吸毒最大
[00:16:21.200 --> 00:16:24.200]  還是反毒最大呢?
[00:16:24.200 --> 00:16:27.200]  反毒一定最大,因為反毒不是你自己吸不吸毒
[00:16:27.200 --> 00:16:30.200]  而是你令很多人去吸毒
[00:16:30.200 --> 00:16:33.200]  現在太空游,你販賣太空游罪很大
[00:16:33.200 --> 00:16:36.200]  你自己吸太空游罪比較輕
[00:16:36.200 --> 00:16:39.200]  因為你自己選擇
[00:16:39.200 --> 00:16:42.200]  但是你叫人選擇的時候,叫人去吃的時候罪很大
[00:16:42.200 --> 00:16:45.200]  就是說,當他拜金牛毒的時候
[00:16:45.200 --> 00:16:48.200]  他讓他不單止他自己犯罪
[00:16:48.200 --> 00:16:51.200]  他還影響別人犯罪
[00:16:51.200 --> 00:16:54.200]  所以耶和華神的問題不是他沒有做事
[00:16:54.200 --> 00:16:57.200]  不是他沒有做耶和華神的使命
[00:16:57.200 --> 00:17:00.200]  不過,他做多了
[00:17:00.200 --> 00:17:03.200]  做多了什麼呢?
[00:17:03.200 --> 00:17:06.200]  第一,神母錯,不起予巴力
[00:17:06.200 --> 00:17:09.200]  但是神母因為祂除去巴力的先知的命
[00:17:09.200 --> 00:17:12.200]  祝福祂
[00:17:12.200 --> 00:17:15.200]  祂只說,儘管如此
[00:17:15.200 --> 00:17:18.200]  你聽話,消滅了什麼?
[00:17:18.200 --> 00:17:21.200]  阿哈家
[00:17:21.200 --> 00:17:24.200]  祂只說阿哈家,祝福祂,四代
[00:17:24.200 --> 00:17:27.200]  耶和華神沒有說
[00:17:27.200 --> 00:17:30.200]  你要殺光巴力的先知
[00:17:30.200 --> 00:17:33.200]  除去巴力是對的
[00:17:33.200 --> 00:17:36.200]  但是神說,你的大法而心
[00:17:36.200 --> 00:17:39.200]  有些問題
[00:17:39.200 --> 00:17:42.200]  問題就是你沒有遵守祂的法
[00:17:42.200 --> 00:17:45.200]  我怎麼看到他沒有遵守祂的法呢?
[00:17:45.200 --> 00:17:48.200]  聖經沒有怎麼說,為什麼會覺得沒有遵守祂的法呢?
[00:17:48.200 --> 00:17:51.200]  第一,當然他仍然拜金牛毒
[00:17:51.200 --> 00:17:54.200]  一會兒再說多一點
[00:17:54.200 --> 00:17:57.200]  第一,神祝福祂多少?四代
[00:17:57.200 --> 00:18:00.200]  如果回看十誡
[00:18:00.200 --> 00:18:03.200]  十誡的時候,耶和華神說
[00:18:03.200 --> 00:18:06.200]  如果你犯罪,是追討你多少代?
[00:18:06.200 --> 00:18:09.200]  三、四代
[00:18:09.200 --> 00:18:12.200]  但是如果你聽話,祝福多少代?
[00:18:12.200 --> 00:18:15.200]  千代
[00:18:15.200 --> 00:18:18.200]  今天如果你聽話,祝福你千代
[00:18:18.200 --> 00:18:21.200]  不用怕,不用只誇一代
[00:18:21.200 --> 00:18:24.200]  一千代
[00:18:24.200 --> 00:18:27.200]  但是神祝福祂多少代?
[00:18:27.200 --> 00:18:30.200]  千代
[00:18:30.200 --> 00:18:33.200]  所以預言應驗了
[00:18:33.200 --> 00:18:36.200]  到第五個皇帝之後就沒有了
[00:18:36.200 --> 00:18:39.200]  這個耶和華王朝
[00:18:39.200 --> 00:18:42.200]  所以有人說,其實為什麼會這樣?
[00:18:42.200 --> 00:18:45.200]  其實他對神的法
[00:18:45.200 --> 00:18:48.200]  有些補救
[00:18:48.200 --> 00:18:51.200]  第二呢,很明顯就是
[00:18:51.200 --> 00:18:54.200]  當我們回看耶和華的時候
[00:18:54.200 --> 00:18:57.200]  我們會看到祂不單止沒有遵守祂的法
[00:18:57.200 --> 00:19:00.200]  祂甚至是繼續拜金牛
[00:19:00.200 --> 00:19:03.200]  拜金牛的原因
[00:19:03.200 --> 00:19:06.200]  就是因為
[00:19:06.200 --> 00:19:09.200]  剛才說了,金牛是影響下面的人
[00:19:09.200 --> 00:19:12.200]  一起去拜金牛,一起去犯罪
[00:19:12.200 --> 00:19:15.200]  以至到
[00:19:15.200 --> 00:19:18.200]  耶和華之後四十年左右
[00:19:18.200 --> 00:19:21.200]  出現了一個先知
[00:19:21.200 --> 00:19:24.200]  叫做河西亞
[00:19:24.200 --> 00:19:27.200]  河西亞先知居然在
[00:19:27.200 --> 00:19:30.200]  河西亞書的第一章第四節
[00:19:30.200 --> 00:19:33.200]  說了下面的話
[00:19:33.200 --> 00:19:36.200]  我們一起讀一讀河西亞怎麼說
[00:19:36.200 --> 00:19:39.200]  上主說
[00:19:39.200 --> 00:19:42.200]  要給這孩子起名叫耶穌列
[00:19:42.200 --> 00:19:45.200]  因為我要懲罰耶和王朝
[00:19:45.200 --> 00:19:48.200]  報復他在耶穌列進行的屠殺
[00:19:48.200 --> 00:19:51.200]  事實上我要使
[00:19:51.200 --> 00:19:54.200]  以色列不再獨立自主
[00:19:54.200 --> 00:19:57.200]  耶和華信
[00:19:57.200 --> 00:20:00.200]  在後期河西亞先知說
[00:20:00.200 --> 00:20:03.200]  他說,耶和華要懲罰他
[00:20:03.200 --> 00:20:06.200]  因為他在耶穌列
[00:20:06.200 --> 00:20:09.200]  所做的屠殺
