
[00:00:00.000 --> 00:00:03.940]  當我們要去發展 要去擴展的時候
[00:01:44.120 --> 00:01:48.160]  我們就知道以色列民曾經在一個處境裡面
[00:01:48.160 --> 00:01:49.800]  他們很不聽話 很頑皮
[00:01:49.800 --> 00:01:53.260]  犯罪才斥責他們
[00:01:53.260 --> 00:01:57.200]  在這一段以創亞書54章
[00:01:57.200 --> 00:02:02.520]  不再講在53章的時候受了什麼苦了
[00:02:02.520 --> 00:02:04.760]  那個歷史的處境
[00:02:04.760 --> 00:02:06.600]  就是一幫以色列民
[00:02:06.600 --> 00:02:12.560]  在早前587年秘魯去到巴比倫
[00:02:12.560 --> 00:02:15.880]  秘魯去到巴比倫的強權底下他們生活
[00:02:15.880 --> 00:02:18.320]  所以他們在巴比倫的河邊
[00:02:18.320 --> 00:02:23.740]  就哭訴喊 思想他們的故鄉
[00:02:23.740 --> 00:02:25.200]  但是到了那一刻
[00:02:25.200 --> 00:02:29.040]  在這個時間 寫這一章的時候
[00:02:29.040 --> 00:02:31.680]  波斯已經興起
[00:02:31.680 --> 00:02:35.520]  波斯傾覆巴比倫
[00:02:35.520 --> 00:02:37.880]  就有一個懷柔的政策
[00:02:37.880 --> 00:02:42.720]  可以讓一些以色列人回到他們自己的故鄉
[00:02:42.720 --> 00:02:46.480]  所以他們要建城牆 要建神的殿
[00:02:46.480 --> 00:02:53.440]  但是他們在巴比倫還沒回到自己的地方的時候
[00:02:53.440 --> 00:02:58.360]  以塞亞先知就去講述接下來的處境
[00:02:58.360 --> 00:03:02.880]  經歷好像被神所遺忘
[00:03:02.880 --> 00:03:05.840]  在一個異鄉受壓迫
[00:03:05.840 --> 00:03:08.080]  在一個異鄉寄人籬下
[00:03:08.080 --> 00:03:13.440]  那種苦情未必我們在座每一位所能夠理解
[00:03:13.440 --> 00:03:15.840]  前一章以塞亞所提的苦難
[00:03:15.840 --> 00:03:17.680]  已經不再提了
[00:03:17.680 --> 00:03:20.800]  新的時代已經來了
[00:03:20.800 --> 00:03:24.920]  是一個輕快愉悅的樂章
[00:03:24.920 --> 00:03:31.080]  在失望 黑暗裏面燃點盼望和光明
[00:03:31.080 --> 00:03:35.320]  因為他們知道苦難要過去
[00:03:35.320 --> 00:03:38.960]  重現神那份的榮美
[00:03:38.960 --> 00:03:41.600]  所以當我們去看這一段的時候
[00:03:41.600 --> 00:03:45.160]  我們不得不想 不得不去想
[00:03:45.160 --> 00:03:49.480]  究竟我們這一位的神 是一位什麼樣的神
[00:03:49.480 --> 00:03:51.760]  當我們看這一段的時候
[00:03:51.760 --> 00:03:56.800]  就似乎在講不懷孕 不生養的
[00:03:56.800 --> 00:03:59.000]  要比有丈夫要多
[00:03:59.000 --> 00:04:00.280]  其實就用一個類比
[00:04:00.280 --> 00:04:03.440]  其實神就是以色列民的丈夫
[00:04:03.440 --> 00:04:06.040]  感覺好像被遺棄
[00:04:06.040 --> 00:04:09.400]  但是接著他怎麼說呢 第二節
[00:04:09.400 --> 00:04:14.000]  他說要擴張你帳幕之地
[00:04:14.000 --> 00:04:17.600]  張大你居所的民子 不要限子
[00:04:17.600 --> 00:04:22.440]  要放長你的繩子 堅固你的卻子
[00:04:22.440 --> 00:04:24.200]  堅固你的卻子的時候
[00:04:24.200 --> 00:04:26.800]  我們想 究竟我們可以怎樣呢
[00:04:26.800 --> 00:04:29.280]  是為神去做更大的事
[00:04:29.280 --> 00:04:33.000]  前面究竟有什麼目標 有什麼方向
[00:04:33.000 --> 00:04:36.760]  兄弟姐妹 有沒有路不營
[00:04:36.760 --> 00:04:39.600]  野營那種 不是生活營
[00:04:39.600 --> 00:04:45.360]  有牆那種 有房子那種 不是生活營那種
[00:04:45.360 --> 00:04:47.240]  是政府給你的那種
[00:04:47.240 --> 00:04:49.680]  現在在半澳也有
[00:04:49.680 --> 00:04:53.800]  如果你想去住一下 你就去半澳
[00:04:53.800 --> 00:04:57.640]  過了今天就應該有很多地方住了
[00:04:57.640 --> 00:05:00.200]  很多地方你可以去紮營
[00:05:00.200 --> 00:05:02.040]  紮營的設施是怎樣
[00:05:02.040 --> 00:05:04.800]  大的營一定要長的繩子 粗的繩子
[00:05:04.800 --> 00:05:10.560]  你的營釘一定要深深的放在泥土下
[00:05:10.560 --> 00:05:13.200]  紮在一個合適的地方
[00:05:13.200 --> 00:05:18.040]  水漲的時候不會浸著營
[00:05:18.040 --> 00:05:20.520]  我有一次帶一些少年人
[00:05:20.520 --> 00:05:25.520]  是兒童級小六 他們小學畢業
[00:05:25.520 --> 00:05:26.680]  他們小學畢業
[00:05:26.680 --> 00:05:31.200]  我就帶我的兒子和教會兩個少年人
[00:05:31.200 --> 00:05:34.400]  就走去大浪西灣紮營
[00:05:34.400 --> 00:05:37.080]  大浪西灣又帶煲又帶爐
[00:05:37.080 --> 00:05:41.120]  我一個大人就帶著三個男孩子就去了
[00:05:41.120 --> 00:05:42.160]  我很久沒有紮營了
[00:05:42.160 --> 00:05:43.880]  其實走大浪西有沒有走過
[00:05:43.880 --> 00:05:46.120]  要一個小時起碼
[00:05:46.120 --> 00:05:48.440]  下車然後去找一個營
[00:05:48.440 --> 00:05:51.080]  因為很久沒有試過紮營了
[00:05:51.080 --> 00:05:53.680]  就去找 這裡沒有草
[00:05:53.680 --> 00:05:57.760]  沒有草 又有沙
[00:05:57.760 --> 00:06:02.160]  就鋪 紮營了
[00:06:02.160 --> 00:06:06.720]  沒有什麼人 整個營地就只有我
[00:06:06.720 --> 00:06:08.840]  你們那個營
[00:06:08.840 --> 00:06:12.800]  原來到了晚上風雨來
[00:06:12.800 --> 00:06:14.920]  下雨
[00:06:14.920 --> 00:06:17.160]  下雨不止
[00:06:17.160 --> 00:06:21.160]  原來我紮的營地下面是有螞蟻
[00:06:21.160 --> 00:06:23.120]  螞蟻窩
[00:06:23.120 --> 00:06:24.800]  然後水浸
[00:06:24.800 --> 00:06:26.440]  背脊濕的時候才起來
[00:06:26.440 --> 00:06:29.120]  然後走去大浪西那些士多
[00:06:29.120 --> 00:06:34.680]  上面有紅帳的就露宿一宵了
[00:06:34.680 --> 00:06:36.440]  我都紮得很緊的了
[00:06:36.440 --> 00:06:38.800]  誰知道大水來了
[00:06:38.800 --> 00:06:44.360]  在那個螞蟻窩裏面就要起了一個營釘
[00:06:44.360 --> 00:06:47.720]  但是以色列民當時
[00:06:47.720 --> 00:06:50.520]  他們面對的一個處境是什麼處境呢
[00:06:50.520 --> 00:06:51.800]  神就告訴你
[00:06:51.800 --> 00:06:54.840]  要擴大你帳幕的地方
[00:06:54.840 --> 00:06:56.240]  其實這一席的經文
[00:06:56.240 --> 00:06:59.040]  我們作為一個浸信會的弟兄姊妹
[00:06:59.040 --> 00:07:03.600]  我們一定要認識
[00:07:03.600 --> 00:07:05.160]  作為浸信會的弟兄姊妹
[00:07:05.160 --> 00:07:07.080]  你又關心猜拳宣教的
[00:07:07.080 --> 00:07:10.720]  更加要認識
[00:07:10.720 --> 00:07:14.880]  在這一節的聖經54章2節
[00:07:14.880 --> 00:07:16.920]  是誰所引述的呢
[00:07:16.920 --> 00:07:23.480]  就是在1792年5月31日
[00:07:23.480 --> 00:07:27.480]  在英國一個Catherine的地方
[00:07:27.480 --> 00:07:32.240]  一位宣教的先鋒
[00:07:32.240 --> 00:07:35.080]  威尼·赫連
[00:07:35.080 --> 00:07:39.280]  就對著一群浸信會的牧師
[00:07:39.280 --> 00:07:42.800]  要去決定是否猜派
[00:07:42.800 --> 00:07:49.840]  他去一個陌生的地方去宣教的時候
[00:07:49.840 --> 00:07:55.520]  赫利·威廉就向一群開會的教牧
[00:07:55.520 --> 00:07:58.520]  浸信會的牧師說
[00:07:58.520 --> 00:08:02.080]  我們要向神期望大事
[00:08:02.080 --> 00:08:05.640]  我們要為神作大事
[00:08:05.640 --> 00:08:10.400]  Expect great things from God
[00:08:10.400 --> 00:08:15.600]  Attempt great things for God
[00:08:15.600 --> 00:08:17.280]  弟兄姊妹
[00:08:17.280 --> 00:08:21.400]  當時是18世紀
[00:08:21.400 --> 00:08:25.400]  220年前
[00:08:25.400 --> 00:08:27.960]  他講了這一段的聖經
[00:08:27.960 --> 00:08:31.400]  然後向一群浸信會牧師
[00:08:31.400 --> 00:08:34.160]  準備決定是否要成立一個組織
[00:08:34.160 --> 00:08:36.040]  一個猜會的時候
[00:08:36.040 --> 00:08:40.080]  赫利·威廉就引述這一節的聖經
[00:08:40.080 --> 00:08:41.960]  他是一位浸信會的牧師
[00:08:41.960 --> 00:08:43.720]  最終幾個月之後
[00:08:43.720 --> 00:08:45.160]  1792年
[00:08:45.160 --> 00:08:46.360]  大家數一數
[00:08:46.360 --> 00:08:50.000]  是不是220年前的10月2日
[00:08:50.000 --> 00:08:54.960]  他就成立了浸信會猜會
[00:08:54.960 --> 00:09:02.520]  他作為一個宣教的先鋒就去了印度
[00:09:02.520 --> 00:09:04.440]  印度現在有11億人
[00:09:04.440 --> 00:09:08.200]  比中國人少2億人
[00:09:08.200 --> 00:09:10.520]  一個很大的和場
[00:09:10.520 --> 00:09:11.320]  弟兄姊妹
[00:09:11.320 --> 00:09:14.720]  我和你都是屬神的子民
[00:09:14.720 --> 00:09:18.040]  我們怎樣為他擴張這個地界呢?
[00:09:18.040 --> 00:09:22.080]  我們怎樣發揮神在這個地上的影響力呢?
[00:09:22.080 --> 00:09:25.920]  我們怎樣容讓人的心被神去管治呢?
[00:09:25.920 --> 00:09:31.160]  我們怎樣可以同心合意的去興旺福音呢?
[00:09:31.160 --> 00:09:33.600]  一定不是一個人
[00:09:33.600 --> 00:09:37.240]  一定不是一個人的能力可以做到
[00:09:37.240 --> 00:09:39.840]  要經歷神的大能
[00:09:39.840 --> 00:09:41.240]  不去限制
[00:09:41.240 --> 00:09:43.120]  很重要
[00:09:43.120 --> 00:09:47.480]  不要為自己設框框
[00:09:47.480 --> 00:09:49.240]  我女兒有一次問我
[00:09:49.240 --> 00:09:52.760]  爹地
[00:09:52.760 --> 00:09:56.840]  這裏沒有任何模範的對香港男生或中國男生
[00:09:56.840 --> 00:09:57.840]  她說爹地
[00:09:57.840 --> 00:10:01.320]  我有機會不會嫁給香港人
[00:10:01.320 --> 00:10:05.040]  你怎樣看?
[00:10:05.040 --> 00:10:06.440]  我說
[00:10:06.440 --> 00:10:09.440]  神要你嫁什麼人就嫁什麼人
[00:10:09.440 --> 00:10:10.640]  都是地球人
[00:10:10.640 --> 00:10:13.080]  你不要嫁外星人就可以了
[00:10:13.080 --> 00:10:14.800]  你不要嫁外星人就可以了
[00:10:14.800 --> 00:10:17.800]  你喜歡什麼
[00:10:17.800 --> 00:10:19.720]  你喜歡哪個有人追求你
[00:10:19.720 --> 00:10:20.600]  神的恩典
[00:10:20.600 --> 00:10:25.240]  神的帶領你就跟他結婚吧
[00:10:25.240 --> 00:10:26.760]  地球上這麼多人
[00:10:26.760 --> 00:10:31.040]  為什麼要限制一定是某些人是那個對象
[00:10:31.040 --> 00:10:32.640]  地球上這麼多的民族
[00:10:32.640 --> 00:10:37.200]  為什麼一定要限制我們向香港人傳
[00:10:37.200 --> 00:10:38.480]  中國人傳
[00:10:38.480 --> 00:10:40.320]  或者印度人傳
[00:10:40.320 --> 00:10:44.560]  我們不知道神要帶領你去哪裡傳
[00:10:44.560 --> 00:10:49.320]  只要你知道這是神給你的一個目標方向
[00:10:49.320 --> 00:10:51.320]  你就順服去做
[00:10:51.320 --> 00:10:53.720]  屬神的子民為神擴張地界
[00:10:53.720 --> 00:10:55.680]  就要發揮我們的影響力
[00:10:55.680 --> 00:10:56.920]  經過昨晚之後
[00:10:56.920 --> 00:10:57.960]  我都悔改了
[00:10:57.960 --> 00:11:01.760]  昨晚我們有一個「怎樣牧養青少年」
[00:11:01.760 --> 00:11:04.240]  今天青少年在哪裏
[00:11:04.240 --> 00:11:07.280]  有一部份
[00:11:07.280 --> 00:11:10.560]  39樓崇拜
[00:11:10.560 --> 00:11:12.720]  我都有點悔改
[00:11:12.720 --> 00:11:15.480]  因為我現在還在用「八的風」
[00:11:15.480 --> 00:11:17.200]  是不能掃的
[00:11:17.200 --> 00:11:22.520]  據統計現在有七、八成人在用智能電話
[00:11:22.520 --> 00:11:25.720]  智能電話即是那些iPhone
[00:11:25.720 --> 00:11:30.280]  Galaxy free那些
[00:11:30.280 --> 00:11:31.360]  已經可以掃了
[00:11:31.360 --> 00:11:32.800]  他說現在不是了
[00:11:32.800 --> 00:11:34.480]  這個世代不能用了
[00:11:34.480 --> 00:11:36.880]  你現在不可以用電話問
[00:11:36.880 --> 00:11:38.400]  今天你零收了沒有
[00:11:38.400 --> 00:11:40.200]  那很尷尬的
[00:11:40.200 --> 00:11:42.360]  他的方式就是
[00:11:42.360 --> 00:11:45.120]  牧師弄了一些經文
[00:11:45.120 --> 00:11:46.800]  寫一百幾十字
[00:11:46.800 --> 00:11:49.440]  零收的得著分享
[00:11:49.440 --> 00:11:53.400]  就發WhatsApp給一些青少年人
[00:11:53.400 --> 00:11:55.120]  告訴他們
[00:11:55.120 --> 00:11:56.560]  這個就是零收的訊息
[00:11:56.560 --> 00:11:58.480]  今天就要看了
[00:11:58.480 --> 00:11:59.960]  弟兄姊妹
[00:11:59.960 --> 00:12:01.680]  原來可以這樣「牧養」
[00:12:01.680 --> 00:12:04.640]  我現在還在用電話
[00:12:04.640 --> 00:12:06.000]  問我們的弟兄姊妹
[00:12:06.000 --> 00:12:07.120]  今天你怎樣了
[00:12:07.120 --> 00:12:09.080]  上星期不見你
[00:12:09.080 --> 00:12:12.840]  現在不流行這樣
[00:12:12.840 --> 00:12:15.760]  我覺得我好像很嘔心
[00:12:15.760 --> 00:12:19.480]  特別對青少年的牧養工作
[00:12:19.480 --> 00:12:21.240]  如果我們做好青少年的牧養工作
[00:12:21.240 --> 00:12:23.440]  原來今天的E世代
[00:12:23.440 --> 00:12:25.840]  E即是電子化的世代
[00:12:25.840 --> 00:12:27.240]  我們要做好牧養工作
[00:12:27.240 --> 00:12:28.200]  或者呼音工作
[00:12:28.200 --> 00:12:30.720]  原來有很多不同的媒介
[00:12:30.720 --> 00:12:33.600]  我們怎樣可以給自己限制呢
[00:12:33.600 --> 00:12:35.280]  我發覺我這個月有錢了
[00:12:35.280 --> 00:12:38.160]  我應該可以買一部
[00:12:38.160 --> 00:12:41.280]  買一部比較好的手機
[00:12:41.280 --> 00:12:45.880]  昨天本來叫倩姑娘幫我籌錢的
[00:12:45.880 --> 00:12:47.600]  昨天有五、六十人回來
[00:12:47.600 --> 00:12:49.280]  叫一人給五十元
[00:12:49.280 --> 00:12:50.680]  然後牧師出一半
[00:12:50.680 --> 00:12:53.560]  可以叫牧師做好牧養工作
[00:12:53.560 --> 00:12:55.960]  你說多大壓力啊
[00:12:55.960 --> 00:12:57.320]  弟兄姊妹
[00:12:57.320 --> 00:12:59.200]  擴張神的地界
[00:12:59.200 --> 00:13:02.200]  我們怎樣可以為他做得更加好
[00:13:02.200 --> 00:13:05.720]  這個是我們今天要想
[00:13:05.720 --> 00:13:08.040]  我們弟兄很積極
[00:13:08.040 --> 00:13:10.320]  他面對他要做的目標
[00:13:10.320 --> 00:13:14.160]  他要發明電燈的時候
[00:13:14.160 --> 00:13:16.800]  他經歷過超過一千次的實驗
[00:13:16.800 --> 00:13:18.880]  他沒有說他不成功
[00:13:18.880 --> 00:13:22.120]  他說我成功地找到一千種
[00:13:22.120 --> 00:13:25.280]  不能夠發明電燈的方法
[00:13:25.280 --> 00:13:26.480]  多積極啊
[00:13:26.480 --> 00:13:28.400]  我成功地找到一千種
[00:13:28.400 --> 00:13:32.160]  不能夠發明電燈的方法
[00:13:32.160 --> 00:13:33.160]  他問我
[00:13:33.160 --> 00:13:34.480]  許先生
[00:13:34.480 --> 00:13:35.360]  盧姑娘
[00:13:35.360 --> 00:13:37.400]  我們應該有一種這樣的積極
[00:13:37.400 --> 00:13:38.480]  閃姑娘也是
[00:13:38.480 --> 00:13:42.760]  我已經成功知道怎樣牧養好我們的弟兄姊妹
[00:13:42.760 --> 00:13:43.400]  弟兄姊妹
[00:13:43.400 --> 00:13:47.080]  你怎樣去回應呢?
[00:13:47.080 --> 00:13:48.280]  在我們的生命裏面
[00:13:48.280 --> 00:13:49.240]  我們要擴張
[00:13:49.240 --> 00:13:50.680]  我們要知道普天之下
[00:13:50.680 --> 00:13:52.680]  原來都是神的地界的時候
[00:13:52.680 --> 00:13:55.320]  我們就不要限制我們自己
[00:13:55.320 --> 00:13:56.000]  弟兄姊妹
[00:13:56.000 --> 00:14:00.920]  不要覺得我們這裏二千多呎的地方很少
[00:14:00.920 --> 00:14:03.000]  二千多呎的地方
[00:14:03.000 --> 00:14:04.720]  有的時候我們覺得很大的虧欠
[00:14:04.720 --> 00:14:05.320]  為什麼?
[00:14:05.320 --> 00:14:09.560]  我們只是用禮拜日上午
[00:14:09.560 --> 00:14:11.680]  下午呢?
[00:14:11.680 --> 00:14:13.520]  禮拜一呢?
[00:14:13.520 --> 00:14:15.320]  禮拜二呢?
[00:14:15.320 --> 00:14:17.400]  所以我常常都有個夢想
[00:14:17.400 --> 00:14:19.000]  七十一
[00:14:19.000 --> 00:14:20.960]  就是說
[00:14:20.960 --> 00:14:23.920]  那種的營運模式
[00:14:23.920 --> 00:14:27.160]  就是二十四小時
[00:14:27.160 --> 00:14:29.160]  弟兄姊妹
[00:14:29.160 --> 00:14:32.400]  不要覺得沒有可能
[00:14:32.400 --> 00:14:34.200]  在我們的生命裏面
[00:14:34.200 --> 00:14:38.480]  我們不要限制神的工作
[00:14:38.480 --> 00:14:41.000]  但是先知繼續說
[00:14:41.000 --> 00:14:42.640]  他說我們要擴張的時候
[00:14:42.640 --> 00:14:46.000]  我們面對的是一個什麼樣的挑戰呢?
[00:14:46.000 --> 00:14:47.920]  除了放長你的繩
[00:14:47.920 --> 00:14:50.920]  兼顧你的缺脂
[00:14:50.920 --> 00:14:55.160]  這個是一個扎穩根基的工程
[00:14:55.160 --> 00:14:55.760]  弟兄姊妹
[00:14:55.760 --> 00:14:59.800]  我們怎樣可以扎穩根基呢?
[00:14:59.800 --> 00:15:03.120]  在第四節
[00:15:03.120 --> 00:15:06.880]  這一節都成為我們一個很重要的體會
[00:15:06.880 --> 00:15:08.360]  他說不要懼怕
[00:15:08.360 --> 00:15:11.160]  因為你必不致蒙羞
[00:15:11.160 --> 00:15:12.960]  也不要抱愧
[00:15:12.960 --> 00:15:15.920]  因為你必不致羞辱
[00:15:15.920 --> 00:15:18.720]  你必忘記幼年的羞愧
[00:15:18.720 --> 00:15:24.640]  不再紀念你寡居的羞辱
[00:15:24.640 --> 00:15:29.360]  這裡說的是他們被老的過程裏面所受的羞辱
[00:15:29.360 --> 00:15:30.840]  沒有自尊
[00:15:30.840 --> 00:15:32.840]  寄人籬下的時候是一個什麼樣的生活
[00:15:32.840 --> 00:15:35.000]  不是我們能夠想像
[00:15:35.000 --> 00:15:37.920]  有沒有住過別人的地方
[00:15:37.920 --> 00:15:41.400]  有沒有被迫住別人的地方
[00:15:41.400 --> 00:15:43.400]  好像什麼都不是你的
[00:15:43.400 --> 00:15:47.520]  還要在別人的管轄底下
[00:15:47.520 --> 00:15:48.040]  弟兄姊妹
[00:15:48.040 --> 00:15:50.560]  我們擴張的條件
[00:15:50.560 --> 00:15:53.520]  不是在浮沙上面
[00:15:53.520 --> 00:15:59.240]  我們不希望好像有些經濟的處境是有虛火
[00:15:59.240 --> 00:16:01.440]  是有水分
[00:16:01.440 --> 00:16:06.280]  我們要有一個堅實要去扎穩根基
[00:16:06.280 --> 00:16:08.560]  當我們有一個根基的時候
[00:16:08.560 --> 00:16:10.360]  那個條件原來是什麼
[00:16:10.360 --> 00:16:11.120]  弟兄姊妹
[00:16:11.120 --> 00:16:13.760]  你什麼情況下不動
[00:16:13.760 --> 00:16:15.400]  被人威嚇
[00:16:15.400 --> 00:16:16.680]  舉手不動
[00:16:16.680 --> 00:16:17.600]  那一刻你不動
[00:16:17.600 --> 00:16:19.960]  因為你的性命受到威脅
[00:16:19.960 --> 00:16:23.080]  你就乖乖聽話
[00:16:23.080 --> 00:16:26.000]  什麼情況下你又不動
[00:16:26.000 --> 00:16:29.400]  你就覺得你很沒用
[00:16:29.400 --> 00:16:31.160]  很沒能力
[00:16:31.160 --> 00:16:34.240]  你很不配
[00:16:34.240 --> 00:16:35.440]  你滿有罪惡
[00:16:35.440 --> 00:16:37.880]  我不配去服侍
[00:16:37.880 --> 00:16:39.200]  我不應該去侍奉
[00:16:39.200 --> 00:16:42.000]  因為神不會閱立
[00:16:42.000 --> 00:16:44.160]  是不是這樣呢?
[00:16:44.160 --> 00:16:45.800]  這裡就很清楚說
[00:16:45.800 --> 00:16:49.240]  祂說你不要懼怕
[00:16:49.240 --> 00:16:51.360]  你不要害怕
[00:16:51.360 --> 00:16:54.640]  原來懼怕、恐懼
[00:16:54.640 --> 00:16:57.160]  我們面對著我們自己的羞辱
[00:16:57.160 --> 00:17:01.480]  我們覺得很自卑的情況下
[00:17:01.480 --> 00:17:03.280]  就會癱瘓我們
[00:17:03.280 --> 00:17:05.360]  先癱瘓我們的思想
[00:17:05.360 --> 00:17:07.760]  接著核製我們的行為
[00:17:07.760 --> 00:17:09.320]  癱瘓我們的行為
[00:17:09.320 --> 00:17:12.160]  什麼都不用做了
[00:17:12.160 --> 00:17:14.040]  我們要學的是什麼
[00:17:14.040 --> 00:17:15.560]  當我們要扎穩根基
[00:17:15.560 --> 00:17:20.920]  我們要學的是忘記
[00:17:20.920 --> 00:17:25.160]  忘記什麼
[00:17:25.160 --> 00:17:27.360]  忘記我們一些失敗的經驗
[00:17:27.360 --> 00:17:31.760]  忘記甚至我們成功的經驗
[00:17:31.760 --> 00:17:33.240]  我們以為我們很厲害
[00:17:33.240 --> 00:17:35.080]  還仍然停留在過往的時候
[00:17:35.080 --> 00:17:39.360]  我們那種風光也不夠
[00:17:39.360 --> 00:17:42.680]  忘記我們以前那種失敗
[00:17:42.680 --> 00:17:45.520]  我們才能夠向前
[00:17:45.520 --> 00:17:46.720]  更加要忘記
[00:17:46.720 --> 00:17:48.760]  我們曾經被羞辱
[00:17:48.760 --> 00:17:50.320]  就好像以色列人
[00:17:50.320 --> 00:17:52.080]  他們那種歷史
[00:17:52.080 --> 00:17:54.960]  在一個處境裡面他們蒙羞
[00:17:54.960 --> 00:17:56.520]  但是往後的日子
[00:17:56.520 --> 00:17:58.240]  神告訴他們
[00:17:58.240 --> 00:18:01.680]  你要蒙福
[00:18:01.680 --> 00:18:03.800]  擴張的過程
[00:18:03.800 --> 00:18:06.080]  堅固那口營釘
[00:18:06.080 --> 00:18:08.400]  不會鬆脫
[00:18:08.400 --> 00:18:10.200]  不會生鏽
[00:18:10.200 --> 00:18:12.240]  很重要
[00:18:12.240 --> 00:18:13.600]  我們是誰
[00:18:13.600 --> 00:18:15.800]  我們是什麼人
[00:18:15.800 --> 00:18:17.360]  其實
[00:18:17.360 --> 00:18:19.600]  我很想告訴大家
[00:18:19.600 --> 00:18:22.200]  神不是很在乎你做過什麼
[00:18:22.200 --> 00:18:23.520]  你懂得做什麼
[00:18:23.520 --> 00:18:24.800]  你有什麼能力
[00:18:24.800 --> 00:18:26.040]  你有什麼學位
[00:18:26.040 --> 00:18:28.320]  你有什麼才幹
[00:18:28.320 --> 00:18:33.680]  神不是最在乎這些
[00:18:33.680 --> 00:18:37.560]  神在乎的是你和祂的關係
[00:18:37.560 --> 00:18:41.240]  神在乎的是你自己本身
[00:18:41.240 --> 00:18:43.960]  你那個本相就是祂做你的
[00:18:43.960 --> 00:18:46.480]  祂完全接納你的本我
[00:18:46.480 --> 00:18:50.520]  多於你曾經為祂做過什麼
[00:18:50.520 --> 00:18:52.280]  成就功績
[00:18:52.280 --> 00:18:54.720]  失敗的經歷的背後
[00:18:54.720 --> 00:18:59.680]  這個都不是神最關心的
[00:18:59.680 --> 00:19:03.000]  當我們知道我們的罪
[00:19:03.000 --> 00:19:05.800]  知道我們曾經受過一些羞辱
[00:19:05.800 --> 00:19:08.000]  我們在覺醒的過程
[00:19:08.000 --> 00:19:10.800]  我們就經歷更新
[00:19:10.800 --> 00:19:12.080]  等於姐妹
[00:19:12.080 --> 00:19:13.760]  這裡我們要學
[00:19:13.760 --> 00:19:15.400]  怎麼樣依靠神的恩典
[00:19:15.400 --> 00:19:16.400]  我們要堅固
[00:19:16.400 --> 00:19:18.160]  原來人生的經歷裡面
[00:19:18.160 --> 00:19:19.400]  我們很多地方
[00:19:19.400 --> 00:19:22.520]  我們可以藉著神的話語去堅固我們
[00:19:22.520 --> 00:19:23.840]  我們可以去學習
[00:19:23.840 --> 00:19:25.280]  去裝備我們自己
[00:19:25.280 --> 00:19:27.880]  我們可以在屬靈上面有操練
[00:19:27.880 --> 00:19:30.680]  甚至在我們人生的閱歷裡面
[00:19:30.680 --> 00:19:33.040]  我們可以經歷它
[00:19:33.040 --> 00:19:37.680]  原來人有多少個不同的範疇
[00:19:37.680 --> 00:19:40.440]  第一個就是我們的靈性
[00:19:40.440 --> 00:19:43.240]  我們與神認識
[00:19:43.240 --> 00:19:45.120]  我們知道有這位主
[00:19:45.120 --> 00:19:45.840]  很重要
[00:19:45.840 --> 00:19:46.960]  Spiritual
[00:19:46.960 --> 00:19:48.680]  靈性
[00:19:48.680 --> 00:19:50.320]  第二就是你的心
[00:19:50.320 --> 00:19:52.240]  你的心思
[00:19:52.240 --> 00:19:53.400]  當你要去服侍的時候
[00:19:53.400 --> 00:19:56.800]  究竟你的心是為了什麼
[00:19:56.800 --> 00:20:01.360]  你有沒有自己在神裡面
[00:20:01.360 --> 00:20:04.880]  一份很積極的心懷要去服侍
