
[00:00:00.000 --> 00:00:03.660]  各位觀眾好,我們今天的題目是為兒受苦
[00:04:08.060 --> 00:04:11.380]  你和我說這些東西,結果很生我的氣
[00:04:11.380 --> 00:04:15.320]  朋友都沒得做,本來吃飯,位都沒坐落就走了
[00:04:15.320 --> 00:04:18.140]  我當時非常的傷痛
[00:04:18.140 --> 00:04:21.880]  又或者我們會看到在職場裏面,工作裏面
[00:04:21.880 --> 00:04:25.860]  你去分享信仰,真是一點都不容易
[00:04:25.860 --> 00:04:28.380]  我聽到一些弟兄姐妹說
[00:04:28.380 --> 00:04:31.740]  我不想告訴別人我是一個基督徒
[00:04:31.740 --> 00:04:34.340]  因為在太複雜的環境裏面
[00:04:34.340 --> 00:04:36.020]  我隨時會令人跌倒
[00:04:36.020 --> 00:04:37.580]  如果我說我是一個基督徒的時候
[00:04:37.580 --> 00:04:39.660]  別人會說:嘩!你這樣啊!這樣啊!
[00:04:39.660 --> 00:04:41.860]  真是不敢說
[00:04:41.860 --> 00:04:45.900]  我想我們基督徒去做見證的時候
[00:04:45.900 --> 00:04:48.620]  甚至親友可能都反感
[00:04:48.620 --> 00:04:51.780]  和我們傷了我們的感情都不一定
[00:04:51.780 --> 00:04:53.940]  所以真是很不容易
[00:04:53.940 --> 00:04:55.820]  但是主耶穌基督告訴我們
[00:04:55.820 --> 00:04:58.380]  我們是世上的光、世上的鹽
[00:04:58.380 --> 00:05:01.620]  祂說如果鹽沒有了鹹味
[00:05:01.620 --> 00:05:04.540]  就怎能再叫鹽呢?
[00:05:04.540 --> 00:05:06.660]  所以我想我們真是
[00:05:06.660 --> 00:05:09.180]  雖然我們有一個身份,很尊貴的身份
[00:05:09.180 --> 00:05:11.500]  但是我們有沒有將這個身份
[00:05:11.500 --> 00:05:14.300]  去和別人分享、去做一個見證
[00:05:14.300 --> 00:05:16.980]  以致別人得到一個祝福
[00:05:16.980 --> 00:05:18.620]  特別是福音的好處
[00:05:18.620 --> 00:05:20.660]  以致在當中得到生命
[00:05:20.660 --> 00:05:22.700]  這個是很重要的
[00:05:22.700 --> 00:05:25.300]  或者我們這次看看
[00:05:25.300 --> 00:05:27.780]  是《約翰福音》在這段經文
[00:05:27.780 --> 00:05:33.940]  是十一章四十五節到五十七節
[00:05:33.940 --> 00:05:35.060]  在這段經文之前
[00:05:35.060 --> 00:05:37.500]  耶穌基督行了一個很大的神蹟
[00:05:37.500 --> 00:05:39.980]  就是祂叫一個因為病危
[00:05:39.980 --> 00:05:42.940]  就是依照死亡的拉撒路
[00:05:42.940 --> 00:05:45.780]  祂叫他從死裡面復生
[00:05:45.780 --> 00:05:48.500]  這個是一個很大的神蹟
[00:05:48.500 --> 00:05:51.780]  但是當耶穌基督做這個神蹟
[00:05:51.780 --> 00:05:53.220]  其實沒有一個很大的險
[00:05:53.220 --> 00:05:55.220]  如果我們之前看上文
[00:05:55.220 --> 00:05:59.340]  猶太人當時已經說要用石頭扔死祂
[00:05:59.340 --> 00:06:01.180]  所以祂來到拉撒路的地方
[00:06:01.180 --> 00:06:04.380]  其實是距離一些要扔死祂的人很近的
[00:06:04.380 --> 00:06:07.260]  然後殺了這些宗教的領袖要這樣對待祂
[00:06:07.260 --> 00:06:09.460]  而拉撒路的地方是一個伯達尼
[00:06:09.460 --> 00:06:12.220]  是非常之近然後殺人的地方
[00:06:12.220 --> 00:06:14.660]  所以耶穌基督做這個神蹟
[00:06:14.660 --> 00:06:17.020]  更加是很轟動的時候
[00:06:17.020 --> 00:06:21.620]  更加引起猶太人的一個警覺、一個觸覺
[00:06:21.620 --> 00:06:25.820]  以致是導致他們這班猶太人
[00:06:25.820 --> 00:06:29.740]  要將耶穌基督在這個經文處死
[00:06:29.740 --> 00:06:33.020]  或者商議將祂謀害
[00:06:33.020 --> 00:06:36.860]  我們會看到一個這樣的一個情況
[00:06:36.860 --> 00:06:42.300]  但是耶穌基督卻是為了挽救人的生命
[00:06:42.300 --> 00:06:43.380]  當然是拉撒路
[00:06:43.380 --> 00:06:46.580]  但是最重要祂是挽救了很多人的生命
[00:06:46.580 --> 00:06:49.780]  藉著這個神蹟
[00:06:49.780 --> 00:06:52.460]  說明祂就是那個尼塞亞
[00:06:52.460 --> 00:06:55.300]  祂就是在這個很重要的聲稱
[00:06:55.300 --> 00:06:58.460]  祂說「復活在我 生命也在我」
[00:06:58.460 --> 00:07:01.540]  生命的根源也是復活的根源
[00:07:01.540 --> 00:07:05.020]  以致這個神蹟是叫所有的人
[00:07:05.020 --> 00:07:07.340]  相信祂是神的兒子耶穌基督
[00:07:07.340 --> 00:07:10.460]  並且相信祂的名得著生命
[00:07:10.460 --> 00:07:13.180]  所以這是一個很重要的神蹟
[00:07:13.180 --> 00:07:16.220]  我們看看有兩個的反應
[00:07:16.220 --> 00:07:21.020]  或者我們首先在46節看到有兩個反應
[00:07:21.020 --> 00:07:25.340]  這裡說「於是來看馬利亞的猶太人」
[00:07:25.340 --> 00:07:27.420]  這裡沒有說馬大
[00:07:27.420 --> 00:07:31.420]  因為馬大馬利亞是拉撒路的姐姐
[00:07:31.420 --> 00:07:33.620]  可能馬利亞有更多的朋友
[00:07:33.620 --> 00:07:35.620]  所以用她來代表
[00:07:35.620 --> 00:07:39.460]  其實有很多人從耶路撒冷那裡來到巴達尼
[00:07:39.460 --> 00:07:42.340]  去慰問他們兩姐妹
[00:07:42.340 --> 00:07:45.300]  因為拉撒路已經死了
[00:07:45.300 --> 00:07:47.180]  其實也帶來殺機
[00:07:47.180 --> 00:07:50.300]  因為猶太人在耶路撒冷的地方
[00:07:50.300 --> 00:07:52.380]  很多宗教領袖
[00:07:52.380 --> 00:07:55.860]  一些可能是善人或者怎樣也好
[00:07:55.860 --> 00:07:57.260]  他們來到巴達尼
[00:07:57.260 --> 00:07:59.260]  看到這個神蹟
[00:07:59.260 --> 00:08:02.060]  但有兩方面 有兩種的反應
[00:08:02.060 --> 00:08:06.460]  一種是說很多人看到耶穌所做的事
[00:08:06.460 --> 00:08:07.860]  就信了祂
[00:08:07.860 --> 00:08:11.820]  同樣另外一班人看到這些事情
[00:08:11.820 --> 00:08:13.820]  就告訴法利賽人
[00:08:13.820 --> 00:08:15.420]  把耶穌所做的事
[00:08:15.420 --> 00:08:17.900]  經文特別重複這兩個字眼
[00:08:17.900 --> 00:08:20.620]  大家都看到同樣耶穌基督所做的事
[00:08:20.620 --> 00:08:21.980]  而這個事是眾數
[00:08:21.980 --> 00:08:23.260]  不單止一樣
[00:08:23.260 --> 00:08:25.780]  耶穌基督一年做了很多的神蹟
[00:08:25.780 --> 00:08:28.500]  一個又一個很強的神蹟
[00:08:28.500 --> 00:08:32.420]  之前是一個叫「生來乞眼」的人做一個神蹟
[00:08:32.420 --> 00:08:33.580]  已經很大
[00:08:33.580 --> 00:08:34.940]  現在這個更加大
[00:08:34.940 --> 00:08:36.140]  叫「死人復活」
[00:08:36.140 --> 00:08:38.140]  叫「死人復生」
[00:08:38.140 --> 00:08:39.980]  所以有一個很大的神蹟
[00:08:39.980 --> 00:08:42.180]  但是有信有不信
[00:08:42.180 --> 00:08:45.180]  同樣當我們將我們的生命
[00:08:45.180 --> 00:08:49.580]  向人去表達我們的信仰的時候
[00:08:49.580 --> 00:08:51.460]  也都有兩種
[00:08:51.460 --> 00:08:53.300]  一種會很領受
[00:08:53.300 --> 00:08:57.260]  原來有這麼好的消息
[00:08:57.260 --> 00:08:59.860]  但是有些會惹來很大的反感
[00:08:59.860 --> 00:09:00.860]  有兩個
[00:09:00.860 --> 00:09:02.500]  但是無論怎樣也好
[00:09:02.500 --> 00:09:04.100]  神給我們的身份就是這樣
[00:09:04.100 --> 00:09:07.340]  我們有沒有在我們周圍的生活裏面
[00:09:07.340 --> 00:09:11.100]  去向人展現我們的見證呢?
[00:09:11.100 --> 00:09:13.100]  我就很欣賞一位弟兄
[00:09:13.100 --> 00:09:14.460]  他是開的士的
[00:09:14.460 --> 00:09:16.140]  他告訴我以前
[00:09:16.140 --> 00:09:21.540]  他開的士的時候做法跟信主很不同
[00:09:21.540 --> 00:09:23.540]  錢對很多人都重要
[00:09:23.540 --> 00:09:26.500]  這位弟兄也不例外
[00:09:26.500 --> 00:09:29.460]  他說原來開的士很多時候
[00:09:29.460 --> 00:09:32.460]  坐的士的人很多時候
[00:09:32.460 --> 00:09:33.380]  給多了錢
[00:09:33.380 --> 00:09:34.100]  為什麼給多了錢呢?
[00:09:34.100 --> 00:09:35.300]  因為銀錯了
[00:09:35.300 --> 00:09:36.420]  給錯了
[00:09:36.420 --> 00:09:39.980]  特別是晚上的燈
[00:09:39.980 --> 00:09:41.980]  有點蒙蒙的
[00:09:41.980 --> 00:09:43.980]  他說有一次有一個
[00:09:43.980 --> 00:09:44.980]  本來給50元的
[00:09:44.980 --> 00:09:45.980]  給了500元的
[00:09:45.980 --> 00:09:47.980]  他在未信主的時候
[00:09:47.980 --> 00:09:49.980]  有這樣的經歷
[00:09:49.980 --> 00:09:50.980]  他馬上放在袋子裏
[00:09:50.980 --> 00:09:52.980]  因為如果被他發現這是500元的
[00:09:52.980 --> 00:09:54.980]  他就拿回來了
[00:09:54.980 --> 00:09:56.980]  很多這些
[00:09:56.980 --> 00:09:58.980]  但是當他信了主之後
[00:09:58.980 --> 00:09:59.980]  他的做法就不同了
[00:09:59.980 --> 00:10:01.980]  他說有一次在晚上裏面
[00:10:01.980 --> 00:10:03.980]  有一位女士乘車
[00:10:03.980 --> 00:10:06.980]  本來是20多元的的士錢
[00:10:06.980 --> 00:10:09.980]  打算用100元去給錢
[00:10:09.980 --> 00:10:11.980]  誰知道就給了1000元
[00:10:11.980 --> 00:10:13.980]  這位弟兄拿了1000元就說
[00:10:13.980 --> 00:10:16.980]  女士你給錯錢了
[00:10:16.980 --> 00:10:18.980]  這裏是1000元
[00:10:18.980 --> 00:10:21.980]  原來這位女士是一個清潔的工人
[00:10:21.980 --> 00:10:24.980]  那一晚就是做到身碎身汗
[00:10:24.980 --> 00:10:26.980]  然後當天拿了一些糧
[00:10:26.980 --> 00:10:28.980]  出了糧
[00:10:28.980 --> 00:10:30.980]  然後就是這樣
[00:10:30.980 --> 00:10:31.980]  如果他給錯錢
[00:10:31.980 --> 00:10:33.980]  他有很大的損失
[00:10:33.980 --> 00:10:35.980]  於是很感謝這位弟兄
[00:10:35.980 --> 00:10:37.980]  謝謝你
[00:10:37.980 --> 00:10:38.980]  你真是很好
[00:10:38.980 --> 00:10:39.980]  這位弟兄就說
[00:10:39.980 --> 00:10:40.980]  你不用多謝
[00:10:40.980 --> 00:10:41.980]  其實我應該這樣做
[00:10:41.980 --> 00:10:44.980]  因為我是一個基督徒
[00:10:44.980 --> 00:10:46.980]  真是很不同的生命
[00:10:46.980 --> 00:10:48.980]  他又說另外一件事情
[00:10:48.980 --> 00:10:50.980]  他說以前我未信主的時候
[00:10:50.980 --> 00:10:53.980]  做的士都不錯的
[00:10:53.980 --> 00:10:55.980]  他說很多時候有人留下錢包
[00:10:55.980 --> 00:10:57.980]  留下錢包的時候
[00:10:57.980 --> 00:10:58.980]  他通常怎樣做呢
[00:10:58.980 --> 00:10:59.980]  拿了一些錢
[00:10:59.980 --> 00:11:01.980]  然後把錢包扔到垃圾桶裏
[00:11:01.980 --> 00:11:02.980]  就是這樣
[00:11:02.980 --> 00:11:03.980]  有什麼手機呢
[00:11:03.980 --> 00:11:05.980]  手機就是錢
[00:11:05.980 --> 00:11:07.980]  馬上就變壞了
[00:11:07.980 --> 00:11:09.980]  現在很不同
[00:11:09.980 --> 00:11:12.980]  他會追尋誰是機主
[00:11:12.980 --> 00:11:14.980]  還有他說有一次
[00:11:14.980 --> 00:11:15.980]  撿到一個錢包
[00:11:15.980 --> 00:11:17.980]  有一個錢包裏面
[00:11:17.980 --> 00:11:18.980]  又沒有名字
[00:11:18.980 --> 00:11:20.980]  但看到一個卡片
[00:11:20.980 --> 00:11:22.980]  這個卡片就是說
[00:11:22.980 --> 00:11:24.980]  是高爾夫球的一個會員
[00:11:24.980 --> 00:11:26.980]  這個卡片
[00:11:26.980 --> 00:11:29.980]  他就希望做到最好
[00:11:29.980 --> 00:11:32.980]  就打電話去這個球會
[00:11:32.980 --> 00:11:34.980]  說有一個人有這個號碼
[00:11:34.980 --> 00:11:36.980]  你可不可以叫他聯絡我
[00:11:36.980 --> 00:11:38.980]  結果就馬上聯絡上了
[00:11:38.980 --> 00:11:40.980]  他就找到物歸元主
[00:11:40.980 --> 00:11:41.980]  這個元主就說
[00:11:41.980 --> 00:11:43.980]  你這麼好人
[00:11:43.980 --> 00:11:44.980]  你真是好人
[00:11:44.980 --> 00:11:46.980]  不如我給你幾百元
[00:11:46.980 --> 00:11:47.980]  他說不用了
[00:11:47.980 --> 00:11:48.980]  我這樣做是應份的
[00:11:48.980 --> 00:11:51.980]  因為我是一個基督徒
[00:11:51.980 --> 00:11:55.980]  隨時都可以做一個見證
[00:11:55.980 --> 00:11:57.980]  我們有沒有這樣呢
[00:11:57.980 --> 00:11:58.980]  我們有沒有把握機會
[00:11:58.980 --> 00:12:01.980]  將我們基督徒的身份
[00:12:01.980 --> 00:12:02.980]  跟別人說
[00:12:02.980 --> 00:12:04.980]  因為這個是跟生命有關的
[00:12:04.980 --> 00:12:07.980]  你願意別人得到福音的好處
[00:12:07.980 --> 00:12:09.980]  你會去跟別人分享
[00:12:09.980 --> 00:12:13.980]  我們剛才說過有兩個回應
[00:12:13.980 --> 00:12:15.980]  我們接著看耶穌基督的回應
[00:12:15.980 --> 00:12:17.980]  就是對著那班宗教領袖
[00:12:17.980 --> 00:12:19.980]  他們的反應
[00:12:19.980 --> 00:12:21.980]  就是極端的差
[00:12:21.980 --> 00:12:24.980]  他要將耶穌基督置諸死地
[00:12:24.980 --> 00:12:28.980]  我們從47節到53節
[00:12:28.980 --> 00:12:31.980]  我們接著留意看看
[00:12:31.980 --> 00:12:34.980]  這裡說是祭司長和法利塞人
[00:12:34.980 --> 00:12:36.980]  召開這個會議
[00:12:36.980 --> 00:12:38.980]  這個議會
[00:12:38.980 --> 00:12:39.980]  對不起
[00:12:39.980 --> 00:12:42.980]  議會就是一個機構
[00:12:42.980 --> 00:12:46.980]  當時猶太人在羅馬政府所統治之下
[00:12:46.980 --> 00:12:48.980]  他們能夠獨立自主
[00:12:48.980 --> 00:12:50.980]  做一些立法
[00:12:50.980 --> 00:12:51.980]  司法
[00:12:51.980 --> 00:12:53.980]  或者是執法
[00:12:53.980 --> 00:12:55.980]  很重要的一個機關
[00:12:55.980 --> 00:12:57.980]  但這一次似乎不是一個正式的會議
[00:12:57.980 --> 00:12:59.980]  因為看他們說話
[00:12:59.980 --> 00:13:00.980]  好像一班人
[00:13:00.980 --> 00:13:01.980]  你又說一下 我又說一下
[00:13:01.980 --> 00:13:04.980]  正常的程序就是由大祭司這樣說
[00:13:04.980 --> 00:13:06.980]  然後這裡如果我們看到
[00:13:06.980 --> 00:13:08.980]  大祭司是戈雅法
[00:13:08.980 --> 00:13:10.980]  但是他在說的時候
[00:13:10.980 --> 00:13:13.980]  然後才說其中有一個人名叫戈雅法
[00:13:13.980 --> 00:13:18.980]  好像是一個很一般的見面的談話
[00:13:18.980 --> 00:13:20.980]  他們談話的焦點只有一個
[00:13:20.980 --> 00:13:22.980]  就是說
[00:13:22.980 --> 00:13:24.980]  這個人行了很多神蹟
[00:13:24.980 --> 00:13:26.980]  這個是眾數的神蹟
[00:13:26.980 --> 00:13:29.980]  但是他們沒有看一下究竟是什麼意思
[00:13:29.980 --> 00:13:31.980]  反而就是說這個是一個問題
[00:13:31.980 --> 00:13:33.980]  他說我們怎樣辦呢
[00:13:33.980 --> 00:13:35.980]  我們怎樣去修課呢
[00:13:35.980 --> 00:13:37.980]  就是說我們做了很多事
[00:13:37.980 --> 00:13:38.980]  又去跟他辯駁
[00:13:38.980 --> 00:13:40.980]  又去想捉拿他
[00:13:40.980 --> 00:13:41.980]  但是沒有用
[00:13:41.980 --> 00:13:43.980]  他越來越是做很多事
[00:13:43.980 --> 00:13:45.980]  他如果繼續這樣下去
[00:13:45.980 --> 00:13:46.980]  人人都信了他
[00:13:46.980 --> 00:13:48.980]  問題在哪裡呢
[00:13:48.980 --> 00:13:51.980]  因為耶穌基督這麼受歡迎
[00:13:51.980 --> 00:13:53.980]  就是說代表很多人承認
[00:13:53.980 --> 00:13:55.980]  他就是舊約所議員的尼塞亞
[00:13:55.980 --> 00:13:57.980]  猶太人的君王
[00:13:57.980 --> 00:14:00.980]  這個就會觸動羅馬人的神經
[00:14:00.980 --> 00:14:01.980]  用什麼呢
[00:14:01.980 --> 00:14:03.980]  走來帶軍臨下
[00:14:03.980 --> 00:14:05.980]  將他們拿走
[00:14:05.980 --> 00:14:07.980]  消滅他們的聖殿
[00:14:07.980 --> 00:14:11.980]  或者連他們民族自主的權都拿走
[00:14:11.980 --> 00:14:13.980]  這個就是他擔心的
[00:14:13.980 --> 00:14:15.980]  那怎樣解決呢
[00:14:15.980 --> 00:14:18.980]  他說其中有一個人叫做戈雅法
[00:14:18.980 --> 00:14:20.980]  這個戈雅法就是
[00:14:20.980 --> 00:14:22.980]  他說那年當大祭司
[00:14:22.980 --> 00:14:24.980]  他的意思不是說
[00:14:24.980 --> 00:14:26.980]  那一年才做祭司
[00:14:26.980 --> 00:14:28.980]  他就是說其實戈雅法
[00:14:28.980 --> 00:14:30.980]  我們查一些考據
[00:14:30.980 --> 00:14:32.980]  他做了很多年的祭司
[00:14:32.980 --> 00:14:33.980]  這裡只不過是
[00:14:33.980 --> 00:14:35.980]  當他任期之內的事情發生
[00:14:35.980 --> 00:14:37.980]  那一年很有意思
[00:14:37.980 --> 00:14:39.980]  就是說這個大祭司
[00:14:39.980 --> 00:14:41.980]  他有這樣的職位
[00:14:41.980 --> 00:14:43.980]  但是發生在這一年
[00:14:43.980 --> 00:14:44.980]  這個重要的年份
[00:14:44.980 --> 00:14:47.980]  就是耶穌基督被釘十字架
[00:14:47.980 --> 00:14:49.980]  這個是約翰
[00:14:49.980 --> 00:14:52.980]  史奴約翰特別著名的一個說法
[00:14:52.980 --> 00:14:54.980]  那這個大祭司
[00:14:54.980 --> 00:14:56.980]  你看他講了些什麼
[00:14:56.980 --> 00:14:58.980]  他就說你什麼都不知道
[00:14:58.980 --> 00:15:00.980]  這句話你就會知道
[00:15:00.980 --> 00:15:02.980]  這個是什麼人
[00:15:02.980 --> 00:15:04.980]  很驕傲
[00:15:04.980 --> 00:15:06.980]  好像除了他之外
[00:15:06.980 --> 00:15:08.980]  個個都是無知的人一樣
[00:15:08.980 --> 00:15:10.980]  他接著就講了一個
[00:15:10.980 --> 00:15:12.980]  他覺得自己是很高明的一個看法
[00:15:12.980 --> 00:15:14.980]  他說也不想想
[00:15:14.980 --> 00:15:16.980]  一個人替百姓死
[00:15:16.980 --> 00:15:18.980]  免得整個民族滅亡
[00:15:18.980 --> 00:15:20.980]  這對你們是有利的
[00:15:20.980 --> 00:15:22.980]  就是說
[00:15:22.980 --> 00:15:23.980]  很簡單
[00:15:23.980 --> 00:15:25.980]  如果耶穌基督招惹
[00:15:25.980 --> 00:15:27.980]  這個羅馬政府的神經
[00:15:27.980 --> 00:15:29.980]  怕著威脅他們
[00:15:29.980 --> 00:15:30.980]  簡單了
[00:15:30.980 --> 00:15:31.980]  如果將他們滅了
[00:15:31.980 --> 00:15:33.980]  那猶太人和羅馬人
[00:15:33.980 --> 00:15:37.980]  應該沒有什麼問題存在
[00:15:37.980 --> 00:15:39.980]  也沒有什麼危機發生
[00:15:39.980 --> 00:15:41.980]  所以這樣解決就好了
[00:15:41.980 --> 00:15:43.980]  這個方案
[00:15:43.980 --> 00:15:45.980]  那你表面聽起來
[00:15:45.980 --> 00:15:47.980]  這個干亞法
[00:15:47.980 --> 00:15:49.980]  好像是顧全大局
[00:15:49.980 --> 00:15:51.980]  很為民族著想
[00:15:51.980 --> 00:15:53.980]  但是你留意這一句
[00:15:53.980 --> 00:15:55.980]  他說這對你們是有利的
[00:15:55.980 --> 00:15:57.980]  其實是為了智利
[00:15:57.980 --> 00:15:59.980]  簡單來說
[00:15:59.980 --> 00:16:01.980]  如果羅馬政府
[00:16:01.980 --> 00:16:03.980]  他沒有了這些權
[00:16:03.980 --> 00:16:05.980]  或者那些統治權
[00:16:05.980 --> 00:16:07.980]  其實這幫領袖
[00:16:07.980 --> 00:16:09.980]  他們一直以來的權力地位
[00:16:09.980 --> 00:16:11.980]  或者所有的好處
[00:16:11.980 --> 00:16:13.980]  都完全沒有了
[00:16:13.980 --> 00:16:15.980]  與其說他顧全大局
[00:16:15.980 --> 00:16:17.980]  倒不如說他用了一種
[00:16:17.980 --> 00:16:19.980]  政治的手腕
[00:16:19.980 --> 00:16:21.980]  能夠為了個人的利益
[00:16:21.980 --> 00:16:23.980]  反而漠視了神顯現的真理
[00:16:23.980 --> 00:16:25.980]  耶穌基督
[00:16:25.980 --> 00:16:27.980]  更明顯是尼塞亞
[00:16:27.980 --> 00:16:29.980]  竟然堅決地去對抗
[00:16:29.980 --> 00:16:31.980]  去反叛
[00:16:31.980 --> 00:16:33.980]  完全不理會神
[00:16:33.980 --> 00:16:35.980]  向他講出來的
[00:16:35.980 --> 00:16:37.980]  一個意義
[00:16:37.980 --> 00:16:39.980]  他竟然做了這個
[00:16:39.980 --> 00:16:41.980]  我們就會看到
[00:16:41.980 --> 00:16:43.980]  其實他是一個這樣的人
[00:16:43.980 --> 00:16:45.980]  我們如果再看下去
[00:16:45.980 --> 00:16:47.980]  我們會知道
[00:16:47.980 --> 00:16:49.980]  再看後章一點
[00:16:49.980 --> 00:16:51.980]  我們會看到
[00:16:51.980 --> 00:16:53.980]  當他真的將耶穌基督
[00:16:53.980 --> 00:16:55.980]  介入羅馬政府的時候
[00:16:55.980 --> 00:16:57.980]  這個總督比拉多
[00:16:57.980 --> 00:16:59.980]  他就講明
[00:16:59.980 --> 00:17:01.980]  在他身上
[00:17:01.980 --> 00:17:03.980]  根本你們所控告
[00:17:03.980 --> 00:17:05.980]  這些領袖控告他一切的罪
[00:17:05.980 --> 00:17:07.980]  沒有一件事是成立的
[00:17:07.980 --> 00:17:09.980]  他變成講明
[00:17:09.980 --> 00:17:11.980]  這個人沒有什麼該死的罪
[00:17:11.980 --> 00:17:13.980]  如果在盧伯福音你會看到
[00:17:13.980 --> 00:17:15.980]  比拉多更加凝重
[00:17:15.980 --> 00:17:17.980]  這個人一點罪都沒有
[00:17:17.980 --> 00:17:19.980]  如果你們將他處死
[00:17:19.980 --> 00:17:21.980]  是罪大惡極的
[00:17:21.980 --> 00:17:23.980]  所以他寧願將盤洗手
[00:17:23.980 --> 00:17:25.980]  不關我的事
[00:17:25.980 --> 00:17:27.980]  表示耶穌基督絕對的清白
[00:17:27.980 --> 00:17:29.980]  也沒有做什麼危害
[00:17:29.980 --> 00:17:31.980]  當地政府的事情
[00:17:31.980 --> 00:17:33.980]  如果我們看
[00:17:33.980 --> 00:17:35.980]  盧伯福音繼續後來
[00:17:35.980 --> 00:17:37.980]  比拉多質問耶穌的時候
[00:17:37.980 --> 00:17:39.980]  盤問他的時候
[00:17:39.980 --> 00:17:41.980]  耶穌基督說
