
[00:00:00.000 --> 00:00:05.500]  我無論如何也要提一提《一字九節》的前背景
[00:02:26.500 --> 00:02:28.500]  沒人...OK的
[00:02:28.500 --> 00:02:30.500]  但是你看看是不是真的OK呢
[00:02:30.500 --> 00:02:32.000]  十一、十二節
[00:02:32.000 --> 00:02:34.000]  當河西的支派
[00:02:34.000 --> 00:02:36.000]  他們說那些領袖聽到
[00:02:36.000 --> 00:02:39.500]  然後那些會眾一聽見的時候
[00:02:39.500 --> 00:02:42.500]  問都不問就已經很大的反應
[00:02:42.500 --> 00:02:45.000]  他們就聚集在一個地方
[00:02:45.000 --> 00:02:48.000]  他們說要興師問罪,要去打他們了
[00:02:48.000 --> 00:02:51.000]  為什麼這麼大反應呢?大家要知道
[00:02:51.000 --> 00:02:52.500]  原來他們說
[00:02:52.500 --> 00:02:56.000]  怎麼可以在不是神簡選的地方
[00:02:56.000 --> 00:02:59.000]  起祭壇的?
[00:02:59.000 --> 00:03:03.500]  原來他們非常遵守摩西的律法
[00:03:03.500 --> 00:03:05.000]  其實《五經》裡面
[00:03:05.000 --> 00:03:06.500]  《生命記》裡面有提過
[00:03:06.500 --> 00:03:08.000]  他們說你們要謹慎
[00:03:08.000 --> 00:03:12.500]  不可在你所看中的各處獻繁祭
[00:03:12.500 --> 00:03:14.500]  真的不可以隨便想到哪裡
[00:03:14.500 --> 00:03:17.000]  你喜歡在哪裡起祭,在哪裡起的
[00:03:17.000 --> 00:03:20.500]  唯獨耶和華從你哪一支派中所選擇的地方
[00:03:20.500 --> 00:03:23.000]  你就要在那裡獻繁祭
[00:03:23.000 --> 00:03:24.500]  而大家要留意
[00:03:24.500 --> 00:03:26.000]  以色列民族
[00:03:26.000 --> 00:03:28.500]  其實他們對於一個中央聖所的概念
[00:03:28.500 --> 00:03:30.000]  非常之看重的
[00:03:30.000 --> 00:03:31.500]  所以大家後期你知道
[00:03:31.500 --> 00:03:34.500]  當耶路撒冷起了聖殿的時候
[00:03:34.500 --> 00:03:38.000]  就是他們所有人要一起去朝拜
[00:03:38.000 --> 00:03:39.500]  去獻祭的地方
[00:03:39.500 --> 00:03:41.500]  這個也都在《五經》裡面提到
[00:03:41.500 --> 00:03:44.000]  而當時未有耶路撒冷聖殿之前
[00:03:44.000 --> 00:03:48.000]  他們就設立了一個會幕就在侍羅這個地方
[00:03:48.000 --> 00:03:50.500]  以色列傳會眾都聚集在侍羅
[00:03:50.500 --> 00:03:52.500]  把會幕設立在那裡
[00:03:52.500 --> 00:03:55.000]  而且他們按著摩西的吩咐
[00:03:55.000 --> 00:03:58.000]  所有的男丁是要一年三次
[00:03:58.000 --> 00:04:00.500]  要去朝見主耶和華的
[00:04:00.500 --> 00:04:03.000]  所以在那時候所有的男丁
[00:04:03.000 --> 00:04:06.500]  不是說是單是在迦南地的男丁
[00:04:06.500 --> 00:04:08.500]  是十二支派他們都要
[00:04:08.500 --> 00:04:11.000]  那兩個半支派的男丁都要過回那條河
[00:04:11.000 --> 00:04:15.000]  一年三次去侍羅那裡一起去敬拜
[00:04:15.000 --> 00:04:17.500]  就好像後期耶路撒冷的聖殿
[00:04:17.500 --> 00:04:21.000]  你都看到所有的基督徒就算在海外的
[00:04:21.000 --> 00:04:23.500]  都要一年三次過節
[00:04:23.500 --> 00:04:27.000]  就要回去耶路撒冷那裡朝聖
[00:04:27.000 --> 00:04:30.000]  其實和我們中國人的概念都很相似
[00:04:30.000 --> 00:04:34.000]  我們中國人我們那些村莊
[00:04:34.000 --> 00:04:38.000]  村落不是很喜歡建那些叫做祠堂的
[00:04:38.000 --> 00:04:41.500]  祠堂就是當我們很多不同的族
[00:04:41.500 --> 00:04:45.000]  很多的兄弟的時候分了去不同的地方的時候
[00:04:45.000 --> 00:04:47.000]  我們就要聚集在那裡
[00:04:47.000 --> 00:04:50.000]  其實是一個合一 一個支派連結
[00:04:50.000 --> 00:04:53.000]  其實他們都是怕大家會分裂
[00:04:53.000 --> 00:04:55.000]  我們起碼一起見三次
[00:04:55.000 --> 00:04:58.000]  有些什麼就在那裡拆穿它
[00:04:58.000 --> 00:05:05.000]  這個中國人和猶太人很像的一個傳統
[00:05:05.000 --> 00:05:10.000]  這次當然是事態嚴重不得了
[00:05:10.000 --> 00:05:15.000]  你這幫人都剛剛才回去
[00:05:15.000 --> 00:05:19.000]  你就在河邊那裡建了座壇
[00:05:19.000 --> 00:05:23.000]  於是他們全會眾當然是聚集在侍羅的地方
[00:05:23.000 --> 00:05:25.500]  想都不想 不需要解釋
[00:05:25.500 --> 00:05:27.500]  解釋都不用解釋 談都不用談
[00:05:27.500 --> 00:05:30.000]  砌他們 就去打他們
[00:05:30.000 --> 00:05:32.000]  就這樣就分裂
[00:05:32.000 --> 00:05:37.000]  因為這件事真的牽涉到他們對耶和華的忠誠
[00:05:37.000 --> 00:05:39.500]  他們對他們很尊重耶和華
[00:05:39.500 --> 00:05:42.000]  或者《摩西五經》裡面的教導
[00:05:42.000 --> 00:05:44.000]  所以誤會的產生
[00:05:44.000 --> 00:05:47.500]  一邊就自把自為 不用商量
[00:05:47.500 --> 00:05:51.500]  建就建 我喜歡建座壇關你什麼事
[00:05:51.500 --> 00:05:54.500]  這一邊就聽了就當看了
[00:05:54.500 --> 00:05:58.000]  聽了就當是 談都不談
[00:05:58.000 --> 00:06:00.500]  於是誤會就會產生
[00:06:00.500 --> 00:06:02.500]  而且因為不會產生
[00:06:02.500 --> 00:06:05.000]  隨時會產生很大的殺傷力
[00:06:05.000 --> 00:06:08.000]  隨時兩邊就會開火
[00:06:08.000 --> 00:06:12.000]  其實一幫河西的支派
[00:06:12.000 --> 00:06:14.000]  他們更加擔心的是什麼呢
[00:06:14.000 --> 00:06:17.000]  是連累了整個的以色列民族
[00:06:17.000 --> 00:06:19.000]  因為在經文裡面跟著他這麼說的
[00:06:19.000 --> 00:06:21.000]  第一 他們懷疑他們
[00:06:21.000 --> 00:06:23.000]  即是未審就先判
[00:06:23.000 --> 00:06:27.000]  主觀判斷他們建座壇當然是去拜別臣
[00:06:27.000 --> 00:06:30.500]  十六節這樣說 你們今天轉去不從跟隨耶和華
[00:06:30.500 --> 00:06:32.500]  去干犯以色列的臣
[00:06:32.500 --> 00:06:36.000]  為自己去築一座壇 叛逆了耶和華
[00:06:36.000 --> 00:06:38.000]  這犯是什麼罪呢
[00:06:38.000 --> 00:06:40.500]  不需要審了 未審就判了他們了
[00:06:40.500 --> 00:06:43.500]  他們一定是拜偶像 用這座壇
[00:06:43.500 --> 00:06:46.500]  第二 會累街坊
[00:06:46.500 --> 00:06:48.500]  第十八節這樣說
[00:06:48.500 --> 00:06:51.000]  你們今天既叛逆耶和華
[00:06:51.000 --> 00:06:55.000]  明日他必向以色列傳會眾法奴
[00:06:55.000 --> 00:06:57.000]  你們就做一件事
[00:06:57.000 --> 00:06:59.000]  我們要陪你一起受罰
[00:06:59.000 --> 00:07:02.500]  嘩 不要制 一定要停止你們
[00:07:02.500 --> 00:07:05.500]  然後最後還要翻舊帳
[00:07:05.500 --> 00:07:10.500]  翻舊帳在第十七節和二十節裡面這樣說
[00:07:10.500 --> 00:07:14.500]  他說 從前拜彼爾的罪孽還算少嗎
[00:07:14.500 --> 00:07:18.500]  從前阿肝豈不是在那當滅之物上犯了罪嗎
[00:07:18.500 --> 00:07:21.500]  就是憤怒淋到以色列傳會
[00:07:21.500 --> 00:07:26.000]  你知不知道憤怒會淋到以色列傳會眾的 神的憤怒
[00:07:26.000 --> 00:07:31.500]  回到舊帳 你知不知道我們以前失敗過什麼
[00:07:31.500 --> 00:07:34.000]  拜偶像
[00:07:34.000 --> 00:07:38.500]  而且好像阿肝那樣在當滅之物上犯了罪
[00:07:38.500 --> 00:07:42.500]  於是就在說這三樣東西
[00:07:42.500 --> 00:07:47.000]  就是河西的支派他們顧慮的事情
[00:07:47.000 --> 00:07:50.000]  但畢竟血濃於水 是不是
[00:07:50.000 --> 00:07:54.500]  快要開戰 其實一班兄弟手足要搞到要打仗
[00:07:54.500 --> 00:07:56.500]  其實他們都非常之痛苦
[00:07:56.500 --> 00:08:01.500]  結果河西支派 其實大祭司菲尼哈於是就出來了
[00:08:01.500 --> 00:08:06.000]  菲尼哈就和當時那九個半支派的領袖一起說
[00:08:06.000 --> 00:08:10.000]  且慢 等我們過去和他們過河
[00:08:10.000 --> 00:08:13.000]  去和河東的兄弟聊聊天
[00:08:13.000 --> 00:08:15.500]  先理論一下 大家一起
[00:08:15.500 --> 00:08:18.000]  那這位菲尼哈究竟是哪位呢
[00:08:18.000 --> 00:08:23.500]  其實他是以色列全民族的第三代大祭司
[00:08:23.500 --> 00:08:27.500]  是十二支派一起的大祭司
[00:08:27.500 --> 00:08:29.500]  他不單止有這個位份
[00:08:29.500 --> 00:08:32.500]  在他少年時代他也有一些功績
[00:08:32.500 --> 00:08:36.500]  所以整個十二支派都很尊重他
[00:08:36.500 --> 00:08:40.500]  在《文數記》二十五章就提到這個菲尼哈
[00:08:40.500 --> 00:08:45.500]  因為當時一班以色列人他們淫亂 拜偶像
[00:08:45.500 --> 00:08:49.500]  所拜的偶像就是剛才提到的比爾
[00:08:49.500 --> 00:08:54.000]  於是耶和華怒氣發作 讓瘟疫
[00:08:54.000 --> 00:08:57.500]  令到當時以色列人死了二萬四千人
[00:08:57.500 --> 00:09:02.000]  少年的菲尼哈就出來用槍刺死了
[00:09:02.000 --> 00:09:06.000]  那個行淫亂的以色列人和那個米甸的女子
[00:09:06.000 --> 00:09:08.500]  於是那個瘟疫就止息了
[00:09:08.500 --> 00:09:11.000]  而且耶和華有話臨到
[00:09:11.000 --> 00:09:16.000]  他說這個菲尼哈讓我對以色列這班民眾的怒氣
[00:09:16.000 --> 00:09:18.500]  息了 我不生你們的氣了
[00:09:18.500 --> 00:09:22.000]  所以我要將平安的約賜給菲尼哈
[00:09:22.000 --> 00:09:26.500]  而且他和他的後裔要永遠作神的祭司
[00:09:26.500 --> 00:09:28.500]  所以這個人大有來頭
[00:09:28.500 --> 00:09:30.500]  第三代的大祭司
[00:09:30.500 --> 00:09:33.000]  一個神喜悅的僕人
[00:09:33.000 --> 00:09:35.000]  全民尊敬的領袖
[00:09:35.000 --> 00:09:38.500]  有權並有領導才能
[00:09:38.500 --> 00:09:41.000]  就是這樣 有分別
[00:09:41.000 --> 00:09:45.000]  民眾就想著開拖 開火
[00:09:45.000 --> 00:09:47.500]  但是菲尼哈和眾首領就說
[00:09:47.500 --> 00:09:50.500]  我們先和對方見見面
[00:09:50.500 --> 00:09:53.000]  給我們一個機會跟他們說
[00:09:53.000 --> 00:09:55.000]  我們對事情有什麼看法
[00:09:55.000 --> 00:09:58.500]  還有我們有什麼憂慮 有什麼關心
[00:09:58.500 --> 00:10:02.000]  還有我們也給他們一個空間解釋一下
[00:10:02.000 --> 00:10:04.500]  究竟他們在做什麼
[00:10:04.500 --> 00:10:08.000]  做什麼 有什麼出發點
[00:10:08.000 --> 00:10:10.500]  這個分別在於什麼呢
[00:10:10.500 --> 00:10:17.000]  我們很多時候很想很快就去到一個結論
[00:10:17.000 --> 00:10:20.000]  我們很想經常都Do the right thing
[00:10:20.000 --> 00:10:22.000]  做對的事
[00:10:22.000 --> 00:10:25.500]  做對的事自然就會有一些主觀判斷
[00:10:25.500 --> 00:10:27.500]  我們認為對的事
[00:10:27.500 --> 00:10:29.500]  在這件事裡面認為對的事
[00:10:29.500 --> 00:10:31.000]  當然是去打他們
[00:10:31.000 --> 00:10:32.500]  當然是拆了他們座壇
[00:10:32.500 --> 00:10:33.500]  因為他們錯嘛
[00:10:33.500 --> 00:10:36.000]  錯就當然要改變他們
[00:10:36.000 --> 00:10:37.500]  這個就是Do the right thing
[00:10:37.500 --> 00:10:39.000]  但是我覺得在這裡當中
[00:10:39.000 --> 00:10:42.000]  菲尼哈所做出來的東西
[00:10:42.000 --> 00:10:43.500]  更加教導我們
[00:10:43.500 --> 00:10:47.000]  在人與人之間的相交更加重要的是
[00:10:47.000 --> 00:10:50.000]  Do the thing right
[00:10:50.000 --> 00:10:53.000]  是要把事情做好
[00:10:53.000 --> 00:10:57.000]  所以當中是涉及一個重視的過程和方法
[00:10:57.000 --> 00:10:58.500]  是的 我們的家裡面
[00:10:58.500 --> 00:11:01.500]  通常都有這樣的小事情發生
[00:11:01.500 --> 00:11:04.500]  太太經常都跟我說
[00:11:04.500 --> 00:11:06.500]  我覺得你說的東西對
[00:11:06.500 --> 00:11:08.500]  不過我不喜歡你的態度
[00:11:08.500 --> 00:11:11.500]  所以我不喜歡聽你說話
[00:11:11.500 --> 00:11:12.500]  是不是
[00:11:12.500 --> 00:11:14.500]  一個不合適的方法
[00:11:14.500 --> 00:11:16.500]  或者不合適的過程
[00:11:16.500 --> 00:11:19.000]  通常還會有一個反效果
[00:11:19.000 --> 00:11:20.000]  所以你用一個合適的方法
[00:11:20.000 --> 00:11:23.500]  過程你就會帶到一個合適的結果裡面
[00:11:23.500 --> 00:11:25.500]  這次他們就是願意去
[00:11:25.500 --> 00:11:28.000]  很想去跟對方坦誠去溝通
[00:11:28.000 --> 00:11:31.500]  去嘗試去明白一下這件事究竟是一件什麼事
[00:11:31.500 --> 00:11:33.500]  不要立刻去動氣
[00:11:33.500 --> 00:11:36.500]  透過溝通 理解 聆聽
[00:11:36.500 --> 00:11:38.500]  希望可以達到一個合一的
[00:11:38.500 --> 00:11:42.000]  和平的解決方法
[00:11:42.000 --> 00:11:44.000]  我們教會都是一個群體
[00:11:44.000 --> 00:11:46.500]  很多的資訊往來
[00:11:46.500 --> 00:11:49.000]  教會很多時候有些新的政策
[00:11:49.000 --> 00:11:50.500]  他們會制定了
[00:11:50.500 --> 00:11:52.000]  會發一些文件
[00:11:52.000 --> 00:11:55.500]  用電郵 用群組
[00:11:55.500 --> 00:11:57.500]  發到同工的群體裡面
[00:11:57.500 --> 00:11:59.500]  通常如果我們就這樣打開電郵
[00:11:59.500 --> 00:12:02.500]  打開那個文件看了
[00:12:02.500 --> 00:12:04.500]  十居其九有很多問題
[00:12:04.500 --> 00:12:07.000]  十居其九會有很多疑惑
[00:12:07.000 --> 00:12:09.500]  揣測 甚至乎誤解
[00:12:09.500 --> 00:12:11.500]  但通常很好的
[00:12:11.500 --> 00:12:13.000]  牧師不會就這樣算的
[00:12:13.000 --> 00:12:14.500]  把文件丟給我們
[00:12:14.500 --> 00:12:16.500]  他通常會有一些簡報會
[00:12:16.500 --> 00:12:18.000]  有一些答問會
[00:12:18.000 --> 00:12:20.000]  聚集我們一班同工
[00:12:20.000 --> 00:12:21.500]  細心的解釋
[00:12:21.500 --> 00:12:23.500]  希望我們明白裡面的內容
[00:12:23.500 --> 00:12:25.000]  有什麼注意的地方
[00:12:25.000 --> 00:12:26.500]  有什麼的改變
[00:12:26.500 --> 00:12:31.000]  這個就是能夠達到有效的溝通的一個方法
[00:12:31.000 --> 00:12:33.000]  所以剛才大家都覺得
[00:12:33.000 --> 00:12:37.500]  誤會真的隨時隨地都會發生的
[00:12:37.500 --> 00:12:39.000]  所以在我們當中
[00:12:39.000 --> 00:12:41.000]  能夠設立一些渠道
[00:12:41.000 --> 00:12:43.000]  能夠可以溝通分享
[00:12:43.000 --> 00:12:44.000]  我們在主裡面
[00:12:44.000 --> 00:12:45.000]  我們甚至乎可以
[00:12:45.000 --> 00:12:46.000]  我們很重要的
[00:12:46.000 --> 00:12:48.000]  我們可以一起去禱告
[00:12:48.000 --> 00:12:52.000]  就是可以能夠去避免誤會產生的糾紛
[00:12:52.000 --> 00:12:54.000]  或者一些的衝突
[00:12:54.000 --> 00:12:58.000]  也都避免給魔鬼撒旦有位
[00:12:58.000 --> 00:13:00.500]  去搞破壞 搞分裂
[00:13:00.500 --> 00:13:01.500]  這是第一點
[00:13:01.500 --> 00:13:04.000]  誤會是會發生的
[00:13:04.000 --> 00:13:07.000]  不是我們去避免
[00:13:07.000 --> 00:13:09.000]  可以避免到的
[00:13:09.000 --> 00:13:10.500]  第二我們要學習的是
[00:13:10.500 --> 00:13:11.500]  有誤會發生之後
[00:13:11.500 --> 00:13:13.500]  我們怎樣化解在這裡
[00:13:13.500 --> 00:13:15.000]  二十一至二十八節
[00:13:15.000 --> 00:13:17.000]  我設錄了一些經文
[00:13:17.000 --> 00:13:19.000]  大家去看看 一起讀好嗎
[00:13:19.000 --> 00:13:21.000]  於是樓面人 加德人
[00:13:21.000 --> 00:13:22.500]  馬拿西半支派的人
[00:13:22.500 --> 00:13:25.500]  回答以色列軍中的統領說
[00:13:25.500 --> 00:13:27.000]  大能者神耶和華
[00:13:27.000 --> 00:13:29.000]  大能者神耶和華
[00:13:29.000 --> 00:13:30.500]  是知道的
[00:13:30.500 --> 00:13:32.000]  以色列人也必知道
[00:13:32.000 --> 00:13:34.000]  我們若有撥逆的意思
[00:13:34.000 --> 00:13:36.000]  或是干犯耶和華
[00:13:36.000 --> 00:13:39.000]  願祢今日不保佑我們
[00:13:39.000 --> 00:13:40.000]  為自己祝壇
[00:13:40.000 --> 00:13:42.500]  要轉去不跟從耶和華
[00:13:42.500 --> 00:13:45.500]  或要將繁祭 數祭 平安祭
[00:13:45.500 --> 00:13:47.000]  獻在壇上
[00:13:47.000 --> 00:13:49.500]  願耶和華親自討我們的罪
[00:13:49.500 --> 00:13:52.000]  我們行這事並非無故
[00:13:52.000 --> 00:13:54.000]  是特意做的
[00:13:54.000 --> 00:13:56.000]  不如為自己祝一座壇
[00:13:56.000 --> 00:13:59.500]  不是為獻繁祭 也不是為獻別的祭
[00:13:59.500 --> 00:14:01.500]  乃是為你我中間
[00:14:01.500 --> 00:14:04.500]  和你我後人中間作證據
[00:14:04.500 --> 00:14:06.000]  免得你們的子孫
[00:14:06.000 --> 00:14:08.000]  日後對我們的子孫說
[00:14:08.000 --> 00:14:11.000]  你們與耶和華無分了
[00:14:11.000 --> 00:14:15.000]  乃是為你作你我中間的證據
[00:14:15.000 --> 00:14:18.000]  談判團來到了
[00:14:18.000 --> 00:14:20.000]  他面對質問
[00:14:20.000 --> 00:14:22.000]  我們看到兩個支派
[00:14:22.000 --> 00:14:25.000]  不是用氣來對抗
[00:14:25.000 --> 00:14:27.000]  我不是立即反駁他們
[00:14:27.000 --> 00:14:28.000]  不是對他們說
[00:14:28.000 --> 00:14:29.500]  你為何要冤枉我
[00:14:29.500 --> 00:14:32.000]  你只是不相信我
[00:14:32.000 --> 00:14:33.000]  他們沒有這樣做
[00:14:33.000 --> 00:14:36.500]  但我們看到的是他們轉向
[00:14:36.500 --> 00:14:38.500]  他們去尋求耶和華
[00:14:38.500 --> 00:14:42.000]  一連兩次所說的大能者神耶和華
[00:14:42.000 --> 00:14:46.000]  是三個對神很重要的稱呼
[00:14:46.000 --> 00:14:48.000]  意譯出來就是耶和華
[00:14:48.000 --> 00:14:50.000]  祢是偉大的神
[00:14:50.000 --> 00:14:51.000]  我們應付不來
[00:14:51.000 --> 00:14:52.500]  祢來幫我吧
[00:14:52.500 --> 00:14:54.000]  祢知道我們的心
[00:14:54.000 --> 00:14:56.000]  我們是絕對沒有意思
[00:14:56.000 --> 00:14:58.500]  在壇上去拜其他神的
[00:14:58.500 --> 00:15:00.000]  如果我們有這樣的意思
[00:15:00.000 --> 00:15:01.500]  他直接說到
[00:15:01.500 --> 00:15:04.000]  願祢今天不要保佑我們
[00:15:04.000 --> 00:15:07.500]  願耶和華祢親自去討我們的罪
[00:15:07.500 --> 00:15:09.500]  更加的去清楚去表明
[00:15:09.500 --> 00:15:11.500]  在神的面前去表明
[00:15:11.500 --> 00:15:14.500]  他們不會用這座壇去憲制
[00:15:14.500 --> 00:15:16.500]  或者去拜其他的神
[00:15:16.500 --> 00:15:18.500]  所以我們看到兩個半支派
[00:15:18.500 --> 00:15:21.000]  他們真是真心的仰望神
[00:15:21.000 --> 00:15:25.500]  他們拒絕用他們的情緒來反駁
[00:15:25.500 --> 00:15:28.000]  用他們的情緒來對抗
[00:15:28.000 --> 00:15:31.000]  這樣大家才有話可說
[00:15:31.000 --> 00:15:33.000]  而且對方那邊過來的
[00:15:33.000 --> 00:15:36.500]  還要是我們尊敬的大祭司
[00:15:36.500 --> 00:15:38.500]  他們的勸誡我們也要聽聽
[00:15:38.500 --> 00:15:40.000]  聽聽他們的想法
[00:15:40.000 --> 00:15:43.000]  為何覺得我們有不對
[00:15:43.000 --> 00:15:44.000]  也給我們一個解釋
[00:15:44.000 --> 00:15:45.000]  給我們一個機會
[00:15:45.000 --> 00:15:48.500]  解釋一下我們為何會這樣做
[00:15:48.500 --> 00:15:50.500]  大家都有這樣的溝通
[00:15:50.500 --> 00:15:54.500]  原來當大家平心靜氣的時候
[00:15:54.500 --> 00:15:57.500]  他們就把他們自己的心底話說了出來
[00:15:57.500 --> 00:16:01.000]  原來他們就是怕河西派的子孫
[00:16:01.000 --> 00:16:04.500]  將來會說河東派的子孫
[00:16:04.500 --> 00:16:06.000]  跟耶和華沒有份
[00:16:06.000 --> 00:16:08.500]  於是就令到我們的子孫
[00:16:08.500 --> 00:16:10.500]  就不再敬畏耶和華
[00:16:10.500 --> 00:16:13.500]  其實真是很語重心長
[00:16:13.500 --> 00:16:14.500]  對後輩
[00:16:14.500 --> 00:16:17.000]  好像公公婆婆爺爺奶奶那樣
[00:16:17.000 --> 00:16:19.500]  我的孫子孫女將來
[00:16:19.500 --> 00:16:25.000]  我怕你們說他不敬畏耶和華
[00:16:25.000 --> 00:16:26.000]  不愛主
[00:16:26.000 --> 00:16:27.000]  其實他們很愛主的
[00:16:27.000 --> 00:16:29.500]  我們很竭力地叫他們很愛主的
[00:16:29.500 --> 00:16:32.000]  於是我們就故意的
[00:16:32.000 --> 00:16:33.500]  還不是說無意的
[00:16:33.500 --> 00:16:35.500]  我故意起座談的
[00:16:35.500 --> 00:16:38.500]  起座談出來就要告訴你們
[00:16:38.500 --> 00:16:41.500]  我們的後代很愛主的
[00:16:41.500 --> 00:16:43.500]  這個是後話
[00:16:43.500 --> 00:16:45.500]  但是起碼他們肯說
[00:16:45.500 --> 00:16:49.500]  他們肯說出他們為什麼要有這個行動
[00:16:49.500 --> 00:16:52.500]  所以去解決誤會
[00:16:52.500 --> 00:16:54.500]  我們不要用血氣
[00:16:54.500 --> 00:16:58.000]  不要用血氣去反駁
[00:16:58.000 --> 00:16:59.000]  去理論
[00:16:59.000 --> 00:17:00.000]  沒有用的
[00:17:00.000 --> 00:17:02.500]  只會越描越黑
[00:17:02.500 --> 00:17:04.500]  我們回到神那裡
[00:17:04.500 --> 00:17:06.000]  尋求神的幫助
[00:17:06.000 --> 00:17:08.000]  祂最清楚人的心
[00:17:08.000 --> 00:17:10.000]  我們縱然被人誤會也好
[00:17:10.000 --> 00:17:11.000]  我們在神面前
[00:17:11.000 --> 00:17:13.000]  我們最重要坦言無懼
[00:17:13.000 --> 00:17:14.500]  我們要守結心清
[00:17:14.500 --> 00:17:18.000]  等神去幫助我們
[00:17:18.000 --> 00:17:19.000]  有誤會當中
[00:17:19.000 --> 00:17:22.500]  我們更加不要在背後有議論
[00:17:22.500 --> 00:17:24.500]  在那裡遲遲暫暫
[00:17:24.500 --> 00:17:26.500]  造謠
[00:17:26.500 --> 00:17:27.500]  每個人都知道
[00:17:27.500 --> 00:17:29.000]  還是對方不知道
[00:17:29.000 --> 00:17:30.000]  是不是
[00:17:30.000 --> 00:17:33.000]  還有很多的批評論斷
[00:17:33.000 --> 00:17:35.000]  我們也不要
[00:17:35.000 --> 00:17:38.500]  好像當表面我們真的是一個合一的群體
[00:17:38.500 --> 00:17:40.000]  沒事的
[00:17:40.000 --> 00:17:41.000]  將所有東西掃
[00:17:41.000 --> 00:17:46.000]  掃到地毯底下將事情美化淡化
[00:17:46.000 --> 00:17:47.500]  當中我們學習的
[00:17:47.500 --> 00:17:48.500]  在這裡學習到
[00:17:48.500 --> 00:17:51.000]  我們要用愛心說誠實話
[00:17:51.000 --> 00:17:53.500]  在主裡面互相信任
[00:17:53.500 --> 00:17:55.000]  互相去溝通
[00:17:55.000 --> 00:17:59.000]  很重要的在主裡面
[00:17:59.000 --> 00:18:03.500]  教會我想都二十多年前的事了
[00:18:03.500 --> 00:18:05.500]  現在拿出來跟大家說
[00:18:05.500 --> 00:18:06.500]  很多人未必知道
