
[00:00:00.000 --> 00:00:04.000]  我們的恩主,我們要向禰獻上感恩
[00:03:06.000 --> 00:03:08.000]  所以這段聖經的描述對我們來說
[00:03:08.000 --> 00:03:10.000]  沒有什麼驚訝的地方
[00:03:10.000 --> 00:03:12.000]  只是覺得耶穌真的厲害了
[00:03:12.000 --> 00:03:16.000]  這麼早已經預言了他要踏上十字架的路
[00:03:16.000 --> 00:03:18.000]  這麼早已經預言了救恩
[00:03:18.000 --> 00:03:21.000]  但是對當時的西門彼得來說
[00:03:21.000 --> 00:03:23.000]  是一個很大的震撼
[00:03:23.000 --> 00:03:25.000]  爲什麼會這樣呢?
[00:03:25.000 --> 00:03:28.000]  先理解從此其實是說什麼呢?
[00:03:28.000 --> 00:03:29.000]  如果打開聖經
[00:03:29.000 --> 00:03:32.000]  你看看前面第八章發生了什麼事
[00:03:32.000 --> 00:03:33.000]  第八章開始的時候
[00:03:33.000 --> 00:03:37.000]  就發生了耶穌餵飽了四千人
[00:03:37.000 --> 00:03:39.000]  聖經裏面說他用七個名
[00:03:39.000 --> 00:03:41.000]  餵飽了四千人
[00:03:41.000 --> 00:03:44.000]  接着當門徒和耶穌一起上船的時候
[00:03:44.000 --> 00:03:46.000]  耶穌就跟他們說
[00:03:46.000 --> 00:03:48.000]  要他們謹慎
[00:03:48.000 --> 00:03:52.000]  因爲要防備法利塞人的教和希律的教
[00:03:52.000 --> 00:03:53.000]  什麼意思呢?
[00:03:53.000 --> 00:03:55.000]  就是說有些法利塞人和希律的人
[00:03:55.000 --> 00:03:58.000]  他們在當中可能會引起很多問題
[00:03:58.000 --> 00:04:01.000]  甚至好像麪糰的面教會發大
[00:04:01.000 --> 00:04:03.000]  可能很小的影響變成很大的影響
[00:04:03.000 --> 00:04:04.000]  所以要小心
[00:04:04.000 --> 00:04:06.000]  耶穌用這個比喻
[00:04:06.000 --> 00:04:08.000]  就是麪糰裏面的面教的發大
[00:04:08.000 --> 00:04:11.000]  去比喻要小心一些其他的聲音
[00:04:11.000 --> 00:04:14.000]  其他的信息會參雜會影響
[00:04:14.000 --> 00:04:16.000]  一個好的教導
[00:04:16.000 --> 00:04:18.000]  但是門徒誤會了
[00:04:18.000 --> 00:04:19.000]  門徒誤會了什麼呢?
[00:04:19.000 --> 00:04:20.000]  門徒說
[00:04:20.000 --> 00:04:24.000]  是不是因爲耶穌怪責我們沒有帶餅啊?
[00:04:24.000 --> 00:04:27.000]  聖經裏面在八章第十七節
[00:04:27.000 --> 00:04:28.000]  耶穌就說
[00:04:28.000 --> 00:04:30.000]  你們不明白嗎?
[00:04:30.000 --> 00:04:31.000]  耶穌再說
[00:04:31.000 --> 00:04:32.000]  你不記得嗎?
[00:04:32.000 --> 00:04:34.000]  五餅如魚餵飽五千人剩下多少個饢啊?
[00:04:34.000 --> 00:04:37.000]  四千人餵飽之後剩下多少個饢啊?
[00:04:37.000 --> 00:04:38.000]  提醒他們
[00:04:38.000 --> 00:04:42.000]  曾經耶穌用餅餵飽了很多很多的人
[00:04:42.000 --> 00:04:44.000]  所以沒有帶餅根本就不是問題
[00:04:44.000 --> 00:04:46.000]  接着在二十一節
[00:04:46.000 --> 00:04:47.000]  耶穌就說
[00:04:47.000 --> 00:04:50.000]  你們還不明白嗎?
[00:04:50.000 --> 00:04:52.000]  接着耶穌就醫好了一個殼子
[00:04:52.000 --> 00:04:55.000]  接着耶穌就在路上問門徒
[00:04:55.000 --> 00:04:56.000]  門徒門徒
[00:04:56.000 --> 00:04:57.000]  你們覺得我是誰啊?
[00:04:57.000 --> 00:04:59.000]  那些人說我是誰啊?
[00:04:59.000 --> 00:05:00.000]  他們說是斯德約翰
[00:05:00.000 --> 00:05:01.000]  他們說是以色列啊
[00:05:01.000 --> 00:05:03.000]  說是其中一個先知
[00:05:03.000 --> 00:05:05.000]  接着彼得就回答了
[00:05:05.000 --> 00:05:06.000]  耶穌是基督
[00:05:06.000 --> 00:05:08.000]  這是第二十九節
[00:05:08.000 --> 00:05:09.000]  第三十節
[00:05:09.000 --> 00:05:12.000]  於是耶穌就切切地祝福他們
[00:05:12.000 --> 00:05:16.000]  不要對任何人說這些話
[00:05:16.000 --> 00:05:17.000]  這就是背景
[00:05:17.000 --> 00:05:19.000]  這就是背後所說的經歷
[00:05:19.000 --> 00:05:21.000]  他們經歷了耶穌的很多豐富
[00:05:21.000 --> 00:05:22.000]  耶穌的神蹟
[00:05:22.000 --> 00:05:24.000]  耶穌的醫治
[00:05:24.000 --> 00:05:26.000]  但是其實他們不明白
[00:05:26.000 --> 00:05:28.000]  他們誤會耶穌說他們
[00:05:28.000 --> 00:05:29.000]  耶穌借一些
[00:05:29.000 --> 00:05:30.000]  是不是借一個比喻來說
[00:05:30.000 --> 00:05:33.000]  我不記得帶餅呢?
[00:05:33.000 --> 00:05:36.000]  接着當彼得認出耶穌是基督
[00:05:36.000 --> 00:05:37.000]  不知道爲什麼他認出
[00:05:37.000 --> 00:05:38.000]  可能是聖靈感動
[00:05:38.000 --> 00:05:40.000]  或者可能他只是覺得
[00:05:40.000 --> 00:05:41.000]  應該都是這樣
[00:05:41.000 --> 00:05:43.000]  耶穌就說不要說
[00:05:43.000 --> 00:05:44.000]  但是接着這段經文就說
[00:05:44.000 --> 00:05:47.000]  耶穌很清楚明白地說
[00:05:47.000 --> 00:05:48.000]  一個很大的落差
[00:05:48.000 --> 00:05:50.000]  有一個叫門徒不要提
[00:05:50.000 --> 00:05:53.000]  接着耶穌就親自提一個很重要的信息
[00:05:53.000 --> 00:05:55.000]  所以這裏很清楚
[00:05:55.000 --> 00:05:59.000]  耶穌看到門徒不明白的原因
[00:05:59.000 --> 00:06:00.000]  好了
[00:06:00.000 --> 00:06:02.000]  解釋了背景之後就停一停
[00:06:02.000 --> 00:06:04.000]  背景之後在你的屬靈生命當中
[00:06:04.000 --> 00:06:05.000]  信仰裏面
[00:06:05.000 --> 00:06:07.000]  你多不多東西不明白?
[00:06:07.000 --> 00:06:08.000]  有些人說很多
[00:06:08.000 --> 00:06:10.000]  我經常看聖經都不明白
[00:06:10.000 --> 00:06:12.000]  我經常去教會聽崇拜都不明白
[00:06:12.000 --> 00:06:14.000]  又或者我自己去思考信仰的時候
[00:06:14.000 --> 00:06:16.000]  經常都不明白
[00:06:16.000 --> 00:06:18.000]  當然不明白有什麼方法呢?
[00:06:18.000 --> 00:06:20.000]  不明白就可以去問
[00:06:20.000 --> 00:06:21.000]  可以參與查經班
[00:06:21.000 --> 00:06:22.000]  可以去聽多一點
[00:06:22.000 --> 00:06:24.000]  可以去分享多一點
[00:06:24.000 --> 00:06:26.000]  但是不明白是常見的
[00:06:26.000 --> 00:06:28.000]  因爲有些東西我們真的不明白
[00:06:28.000 --> 00:06:30.000]  因爲我們沒經歷到
[00:06:30.000 --> 00:06:31.000]  因爲我們沒體會到
[00:06:31.000 --> 00:06:33.000]  甚至我們覺得應該是這樣
[00:06:33.000 --> 00:06:35.000]  有時我們不明白是因爲
[00:06:35.000 --> 00:06:37.000]  其實不是腦子裏不明白
[00:06:37.000 --> 00:06:40.000]  而是我們覺得不應該是這樣
[00:06:40.000 --> 00:06:43.000]  甚至我們不相信會這樣發生
[00:06:43.000 --> 00:06:45.000]  爲什麼這羣門徒這麼緊張
[00:06:45.000 --> 00:06:48.000]  甚至爲什麼緊張得要斥責耶穌
[00:06:48.000 --> 00:06:49.000]  要罵耶穌
[00:06:49.000 --> 00:06:50.000]  責備耶穌
[00:06:50.000 --> 00:06:52.000]  是因爲什麼呢?
[00:06:52.000 --> 00:06:53.000]  是因爲他聽不明白耶穌這句話
[00:06:53.000 --> 00:06:55.000]  說他受苦?
[00:06:55.000 --> 00:06:56.000]  很明顯不是
[00:06:56.000 --> 00:06:58.000]  是因爲他聽到耶穌說他要受苦
[00:06:58.000 --> 00:07:00.000]  甚至要死
[00:07:00.000 --> 00:07:02.000]  所以就覺得不應該
[00:07:02.000 --> 00:07:03.000]  沒可能
[00:07:03.000 --> 00:07:05.000]  不是這樣的
[00:07:05.000 --> 00:07:07.000]  因爲他們心目中的耶穌
[00:07:07.000 --> 00:07:09.000]  他們心目中的基督救主
[00:07:09.000 --> 00:07:11.000]  是要拯救他們的
[00:07:11.000 --> 00:07:14.000]  是要拯救他們在當時的困苦當中
[00:07:14.000 --> 00:07:16.000]  當時他們被羅馬政府統治
[00:07:16.000 --> 00:07:17.000]  他們生活困苦
[00:07:17.000 --> 00:07:20.000]  可能他們在想的基督尼賽亞的拯救者
[00:07:20.000 --> 00:07:23.000]  就是將他們從羅馬政府裏面救出來
[00:07:23.000 --> 00:07:26.000]  讓以色列讓猶太的民族
[00:07:26.000 --> 00:07:28.000]  可以服了他們的國家
[00:07:28.000 --> 00:07:30.000]  這個可能是當時大部分的叛徒
[00:07:30.000 --> 00:07:31.000]  跟從耶穌
[00:07:31.000 --> 00:07:34.000]  其中一個很重要的想法和原因
[00:07:34.000 --> 00:07:36.000]  所以當耶穌說了一個
[00:07:36.000 --> 00:07:37.000]  他們明不明白
[00:07:37.000 --> 00:07:40.000]  甚至覺得不應該是這樣的事的時候
[00:07:40.000 --> 00:07:42.000]  他們就斥責耶穌
[00:07:42.000 --> 00:07:44.000]  頂端有時候我們也是這樣
[00:07:44.000 --> 00:07:46.000]  可能很多時候
[00:07:46.000 --> 00:07:47.000]  我們都會覺得
[00:07:47.000 --> 00:07:49.000]  信仰不應該是這樣
[00:07:49.000 --> 00:07:51.000]  甚至有時候覺得耶穌上帝不應該是這樣
[00:07:51.000 --> 00:07:53.000]  當我們見到這個世界很多的問題
[00:07:53.000 --> 00:07:54.000]  很多的狀況
[00:07:54.000 --> 00:07:55.000]  無論是我們的社會
[00:07:55.000 --> 00:07:56.000]  這個世界各地
[00:07:56.000 --> 00:07:58.000]  或者天災或者人禍
[00:07:58.000 --> 00:08:00.000]  或者你和我身上發生的事的時候
[00:08:00.000 --> 00:08:02.000]  我們就去問上帝
[00:08:02.000 --> 00:08:04.000]  上帝應該不是這樣的
[00:08:04.000 --> 00:08:06.000]  甚至我們不是問上帝
[00:08:06.000 --> 00:08:07.000]  我們是責備上帝
[00:08:07.000 --> 00:08:09.000]  上帝不可以是這樣的
[00:08:09.000 --> 00:08:10.000]  我這麼愛主
[00:08:10.000 --> 00:08:11.000]  我這麼乖
[00:08:11.000 --> 00:08:12.000]  我這麼努力
[00:08:12.000 --> 00:08:14.000]  爲什麼我會遭遇這些災害
[00:08:14.000 --> 00:08:16.000]  爲什麼這個世界會有這麼多苦難
[00:08:16.000 --> 00:08:18.000]  爲什麼這個社會會這麼不公義
[00:08:18.000 --> 00:08:22.000]  爲什麼上帝會讓這些事情繼續發生
[00:08:22.000 --> 00:08:24.000]  很多的爲什麼
[00:08:24.000 --> 00:08:25.000]  很多的疑問
[00:08:25.000 --> 00:08:26.000]  很多的不相信
[00:08:26.000 --> 00:08:28.000]  很多的覺得不應該是這樣
[00:08:28.000 --> 00:08:31.000]  變成很多的不明白
[00:08:31.000 --> 00:08:32.000]  結果是什麼呢
[00:08:32.000 --> 00:08:34.000]  結果我們就不想
[00:08:34.000 --> 00:08:36.000]  覺得信仰不應該是這樣
[00:08:36.000 --> 00:08:37.000]  聖經不是這麼說的
[00:08:37.000 --> 00:08:39.000]  耶穌不是這麼要求的
[00:08:39.000 --> 00:08:41.000]  世界不應該是這樣的
[00:08:41.000 --> 00:08:43.000]  甚至有人拒絕信仰
[00:08:43.000 --> 00:08:45.000]  甚至有人斥責耶穌
[00:08:45.000 --> 00:08:46.000]  耶穌怎麼回應呢
[00:08:46.000 --> 00:08:47.000]  33節
[00:08:47.000 --> 00:08:49.000]  耶穌轉身來看着門徒
[00:08:49.000 --> 00:08:51.000]  責備彼得說
[00:08:51.000 --> 00:08:52.000]  撒旦
[00:08:52.000 --> 00:08:54.000]  退到我後面去
[00:08:54.000 --> 00:08:56.000]  因爲你不體會上帝的心意
[00:08:56.000 --> 00:08:59.000]  而是體會人的意思
[00:08:59.000 --> 00:09:04.000]  耶穌用撒旦去形容彼得
[00:09:04.000 --> 00:09:06.000]  撒旦就是敵黨主
[00:09:06.000 --> 00:09:08.000]  敵黨上帝的意思
[00:09:08.000 --> 00:09:09.000]  在這一刻
[00:09:09.000 --> 00:09:11.000]  這個耶穌的大弟子
[00:09:11.000 --> 00:09:12.000]  這個門徒
[00:09:12.000 --> 00:09:13.000]  這個耶穌所愛的
[00:09:13.000 --> 00:09:16.000]  突然間變成了敵黨上帝
[00:09:16.000 --> 00:09:18.000]  突然間變成了撒旦
[00:09:18.000 --> 00:09:21.000]  是因爲他不體貼上帝的心意
[00:09:21.000 --> 00:09:23.000]  他明白耶穌說什麼
[00:09:23.000 --> 00:09:24.000]  他知道耶穌說的話
[00:09:24.000 --> 00:09:27.000]  甚至他相信耶穌說的話會行
[00:09:27.000 --> 00:09:29.000]  不過他不想
[00:09:29.000 --> 00:09:31.000]  他覺得不應該
[00:09:31.000 --> 00:09:33.000]  所以這一刻
[00:09:33.000 --> 00:09:36.000]  耶穌用撒旦去稱呼他
[00:09:36.000 --> 00:09:40.000]  這個那麼深那麼重的描述
[00:09:40.000 --> 00:09:42.000]  今天對你和我有什麼意思呢
[00:09:42.000 --> 00:09:44.000]  可能都是提醒我們
[00:09:44.000 --> 00:09:45.000]  第一個提醒就是
[00:09:45.000 --> 00:09:47.000]  不要以爲自己很厲害
[00:09:47.000 --> 00:09:48.000]  有時我們以爲自己也很厲害
[00:09:48.000 --> 00:09:49.000]  回到教會一段時間
[00:09:49.000 --> 00:09:50.000]  打開今天的聖經
[00:09:50.000 --> 00:09:51.000]  聽完讀完之後
[00:09:51.000 --> 00:09:53.000]  我明白了
[00:09:53.000 --> 00:09:54.000]  聽過了
[00:09:54.000 --> 00:09:55.000]  行了
[00:09:55.000 --> 00:09:56.000]  信仰我知道了
[00:09:56.000 --> 00:09:58.000]  或者你覺得我回到教會這麼久
[00:09:58.000 --> 00:09:59.000]  還有什麼我沒聽過呢
[00:09:59.000 --> 00:10:01.000]  我都應該懂的
[00:10:01.000 --> 00:10:03.000]  很多時候我們就自己以爲
[00:10:03.000 --> 00:10:04.000]  我們懂了
[00:10:04.000 --> 00:10:05.000]  自己以爲明白了
[00:10:05.000 --> 00:10:06.000]  其實我們體會了
[00:10:06.000 --> 00:10:07.000]  人的意思
[00:10:07.000 --> 00:10:08.000]  覺得這樣舒服點
[00:10:08.000 --> 00:10:09.000]  這樣好點
[00:10:09.000 --> 00:10:10.000]  所以聖經裏面
[00:10:10.000 --> 00:10:12.000]  那些我們聽得合適的話
[00:10:12.000 --> 00:10:13.000]  就聽完
[00:10:13.000 --> 00:10:14.000]  就受了
[00:10:14.000 --> 00:10:15.000]  那些覺得一般般合適的
[00:10:15.000 --> 00:10:17.000]  就假裝聽不到
[00:10:17.000 --> 00:10:19.000]  那些覺得完全和自己的想法不同的
[00:10:19.000 --> 00:10:20.000]  就當他沒出現過
[00:10:20.000 --> 00:10:22.000]  這個時候
[00:10:22.000 --> 00:10:23.000]  耶穌的描述就是
[00:10:23.000 --> 00:10:24.000]  撒旦
[00:10:24.000 --> 00:10:26.000]  退到我後面去
[00:10:26.000 --> 00:10:28.000]  提醒我們
[00:10:28.000 --> 00:10:29.000]  提醒你
[00:10:29.000 --> 00:10:30.000]  也提醒我
[00:10:30.000 --> 00:10:31.000]  當我們這樣想的時候
[00:10:31.000 --> 00:10:32.000]  我們會變成撒旦
[00:10:32.000 --> 00:10:34.000]  我們會變成敵黨耶穌的勢力
[00:10:34.000 --> 00:10:37.000]  我們原來不是在體貼上你的心意
[00:10:37.000 --> 00:10:39.000]  原來我們只是在體貼自己
[00:10:39.000 --> 00:10:41.000]  耶穌裏面繼續說
[00:10:41.000 --> 00:10:42.000]  耶穌叫了所有門徒來繼續說
[00:10:42.000 --> 00:10:43.000]  祂說什麼呢
[00:10:43.000 --> 00:10:44.000]  祂說如果有人要跟從我
[00:10:44.000 --> 00:10:47.000]  就要寫幾背自己的十字架來跟從我
[00:10:47.000 --> 00:10:50.000]  因爲凡要救自己生命的必喪失生命
[00:10:50.000 --> 00:10:53.000]  凡爲我和福音喪失生命的
[00:10:53.000 --> 00:10:55.000]  必救自己的生命
[00:10:55.000 --> 00:10:57.000]  耶穌說了一個生命的要求
[00:10:57.000 --> 00:10:59.000]  耶穌說了一個描述
[00:10:59.000 --> 00:11:03.000]  祂說有些人很努力去想救自己生命
[00:11:03.000 --> 00:11:05.000]  最後他喪失生命
[00:11:05.000 --> 00:11:08.000]  但是有些人爲了耶穌和福音的緣故
[00:11:08.000 --> 00:11:10.000]  他好像喪失了生命
[00:11:10.000 --> 00:11:12.000]  最後他救了他的生命
[00:11:12.000 --> 00:11:14.000]  這裏說什麼呢
[00:11:14.000 --> 00:11:18.000]  生命這個字在聖經裏面有幾個不同的描述
[00:11:18.000 --> 00:11:20.000]  這個字眼原本說的
[00:11:20.000 --> 00:11:22.000]  不單止是肉體的生命
[00:11:22.000 --> 00:11:24.000]  我們也有肉體的生命
[00:11:24.000 --> 00:11:25.000]  有一天我們都會老去
[00:11:25.000 --> 00:11:27.000]  有一天我們都會離開這個世界
[00:11:27.000 --> 00:11:28.000]  這裏說的生命
[00:11:28.000 --> 00:11:29.000]  除了肉體生命之外
[00:11:29.000 --> 00:11:30.000]  同樣也在說
[00:11:30.000 --> 00:11:32.000]  魂裏面和上帝
[00:11:32.000 --> 00:11:34.000]  和這個世界感通、溝通的那種生命
[00:11:34.000 --> 00:11:35.000]  就是說什麼呢
[00:11:35.000 --> 00:11:37.000]  包括生命裏面的尊嚴
[00:11:37.000 --> 00:11:39.000]  生命裏面的價值
[00:11:39.000 --> 00:11:43.000]  生命裏面內涵的一些很寶貴的意思
[00:11:43.000 --> 00:11:46.000]  有人可能爲了追求
[00:11:46.000 --> 00:11:49.000]  以爲得到生命就是肉身
[00:11:49.000 --> 00:11:51.000]  身體裏面的滿足
[00:11:51.000 --> 00:11:52.000]  結果就沒有了
[00:11:52.000 --> 00:11:55.000]  生命裏面應該有內涵的價值
[00:11:55.000 --> 00:11:57.000]  不用說得那麼圓
[00:11:57.000 --> 00:11:58.000]  說得那麼複雜
[00:11:58.000 --> 00:12:00.000]  可能我們身邊已經看到很多例子
[00:12:00.000 --> 00:12:02.000]  很多人爲了追求名利
[00:12:02.000 --> 00:12:04.000]  追求自己以爲有的生活
[00:12:04.000 --> 00:12:06.000]  結果怎麼樣呢
[00:12:06.000 --> 00:12:07.000]  放下尊嚴
[00:12:07.000 --> 00:12:09.000]  放下道德
[00:12:09.000 --> 00:12:11.000]  甚至放下自己的一切
[00:12:11.000 --> 00:12:13.000]  以爲這樣就是成功
[00:12:13.000 --> 00:12:14.000]  最後可能他得到了
[00:12:14.000 --> 00:12:16.000]  生命一些人看來的豐富
[00:12:16.000 --> 00:12:18.000]  但是他生命裏面的內涵
[00:12:18.000 --> 00:12:19.000]  喪失了
[00:12:19.000 --> 00:12:21.000]  甚至他自己本身有的
[00:12:21.000 --> 00:12:22.000]  個人的價值、道德
[00:12:22.000 --> 00:12:25.000]  甚至人格都沒有了
[00:12:25.000 --> 00:12:26.000]  這個在我們身邊
[00:12:26.000 --> 00:12:28.000]  其實看到很多這些例子
[00:12:28.000 --> 00:12:29.000]  同樣後面說的
[00:12:29.000 --> 00:12:32.000]  有人爲了耶穌和福音緣故
[00:12:32.000 --> 00:12:34.000]  喪失生命的
[00:12:34.000 --> 00:12:35.000]  我們又想起可能世界上
[00:12:35.000 --> 00:12:37.000]  歷史上很多人
[00:12:37.000 --> 00:12:38.000]  爲了信仰的緣故
[00:12:38.000 --> 00:12:41.000]  被很多的壓迫、被很多的迫害
[00:12:41.000 --> 00:12:42.000]  甚至宣教士或者信仰緣故
[00:12:42.000 --> 00:12:44.000]  去到很多世界不同的地方
[00:12:44.000 --> 00:12:46.000]  最後可能犧牲他的生命
[00:12:46.000 --> 00:12:47.000]  但是因爲這樣
[00:12:47.000 --> 00:12:49.000]  而帶來很多人認識信仰
[00:12:49.000 --> 00:12:51.000]  很多人的生命得到改變
[00:12:51.000 --> 00:12:53.000]  所以他留下的是很有價值
[00:12:53.000 --> 00:12:55.000]  他的生命繼續能夠
[00:12:55.000 --> 00:12:58.000]  去讓更多人得到豐富
[00:12:58.000 --> 00:13:00.000]  耶穌問一個問題
[00:13:00.000 --> 00:13:01.000]  這個問題就是
[00:13:01.000 --> 00:13:03.000]  人就是賺得全世界
[00:13:03.000 --> 00:13:05.000]  賠償自己的生命
[00:13:05.000 --> 00:13:07.000]  有什麼益處呢
[00:13:07.000 --> 00:13:09.000]  這裏不是叫我們不要賺錢
[00:13:09.000 --> 00:13:11.000]  這裏不是叫我們不要努力
[00:13:11.000 --> 00:13:12.000]  這裏只是問一個問題
[00:13:12.000 --> 00:13:16.000]  如果要比較賺取全世界
[00:13:16.000 --> 00:13:18.000]  和你的生命的話
[00:13:18.000 --> 00:13:20.000]  耶穌說其實沒得比
[00:13:20.000 --> 00:13:23.000]  生命比所有東西都重要
[00:13:23.000 --> 00:13:24.000]  是的,這個世界很多人努力
[00:13:24.000 --> 00:13:26.000]  爲了賺取這個世界
[00:13:26.000 --> 00:13:27.000]  是不是
[00:13:27.000 --> 00:13:28.000]  我們要造世界
[00:13:28.000 --> 00:13:29.000]  挨世界
[00:13:29.000 --> 00:13:30.000]  貪世界
[00:13:30.000 --> 00:13:33.000]  我不知道這個世界對你來說是什麼
[00:13:33.000 --> 00:13:34.000]  可能你努力的
[00:13:34.000 --> 00:13:35.000]  每天生活賺錢
[00:13:35.000 --> 00:13:37.000]  當然要賺錢
[00:13:37.000 --> 00:13:38.000]  要努力向上爬
[00:13:38.000 --> 00:13:40.000]  才能夠有很好的生活
[00:13:40.000 --> 00:13:41.000]  不要說很好
[00:13:41.000 --> 00:13:42.000]  香港可能很簡單
[00:13:42.000 --> 00:13:44.000]  有個好地方去住
[00:13:44.000 --> 00:13:45.000]  有個穩定的生活
[00:13:45.000 --> 00:13:46.000]  已經很辛苦
[00:13:46.000 --> 00:13:49.000]  要挨世界捱得很辛苦
[00:13:49.000 --> 00:13:51.000]  沒錯,我們生命裏都需要努力
[00:13:51.000 --> 00:13:52.000]  但是這裏說
[00:13:52.000 --> 00:13:56.000]  如果你爲了賺取世界
[00:13:56.000 --> 00:13:58.000]  而最後賠償生命
[00:13:58.000 --> 00:14:00.000]  是完全不值得
[00:14:00.000 --> 00:14:02.000]  因爲沒有東西可以換取
[00:14:02.000 --> 00:14:03.000]  沒有東西可以換取
[00:14:03.000 --> 00:14:07.000]  生命裏應該有的價值
[00:14:07.000 --> 00:14:08.000]  在生命裏
