
[00:00:00.000 --> 00:00:02.480]  好,各位太古城堂頂子們,早晨
[00:04:06.240 --> 00:04:08.240]  我們真的摸著石頭過河
[00:04:08.240 --> 00:04:11.920]  哪怕我們有些老人家教你怎麼做,怎麼做,我們都不會聽的
[00:04:11.920 --> 00:04:17.120]  上一輩的,你不用這麼陰沉,媽媽,我自己有分數了
[00:04:17.120 --> 00:04:22.720]  但可能到你老的時候,你就陰沉回你下一代的人
[00:04:22.720 --> 00:04:27.360]  似乎我們都是一方面,我們又是小兒子
[00:04:27.360 --> 00:04:30.960]  第二方面,我們都在飾演父親的角色
[00:04:30.960 --> 00:04:34.400]  但同樣,我們是在飾演大兒子
[00:04:34.400 --> 00:04:38.000]  所以今天這個故事,其實是非常豐富
[00:04:38.000 --> 00:04:43.360]  在不同的人,有不同的角度,其實會有不同的領袖
[00:04:43.360 --> 00:04:49.360]  特別這幅畫,其中一個很著名的作者叫勞雲神父
[00:04:49.360 --> 00:04:52.320]  不知道大家有沒有聽過這位作者
[00:04:52.320 --> 00:04:57.440]  一個荷蘭籍的神父,很出名的
[00:04:57.440 --> 00:05:01.520]  我三十幾年前第一次看他的書的時候驚為天人
[00:05:01.520 --> 00:05:07.280]  覺得好像在講我心裏面很隱藏,很深層的問題
[00:05:07.280 --> 00:05:13.840]  特別他最著名的一本書,也用這幅畫作為他的素材
[00:05:13.840 --> 00:05:16.000]  就是《浪子回頭》
[00:05:16.000 --> 00:05:19.760]  裡面說,勞雲神父說了一句話,就是說
[00:05:19.760 --> 00:05:22.640]  差不多這個浪子的比喻
[00:05:22.640 --> 00:05:28.080]  是整個聖經裏面,將福音表現得最淋漓盡致
[00:05:28.080 --> 00:05:33.200]  以及將福音全部的意義都能夠反映出來
[00:05:33.200 --> 00:05:36.080]  聽起來大家會不會覺得有點誇張呢?
[00:05:36.080 --> 00:05:38.880]  不知道大家有什麼理解
[00:05:38.880 --> 00:05:44.640]  但是當我們細心看的時候,我們確實是
[00:05:44.640 --> 00:05:49.040]  這個故事,這幅就不是林布蘭那一幅了
[00:05:49.040 --> 00:05:52.480]  這幅是另一個插圖
[00:05:52.480 --> 00:05:55.120]  這個故事,大家都耳熟能詳
[00:05:55.120 --> 00:05:59.200]  剛才主席已經將故事讀過一遍出來
[00:05:59.200 --> 00:06:03.840]  我不再重複裏面的情節
[00:06:03.840 --> 00:06:07.520]  相信教會內的頂子媒,你都在不同的場合
[00:06:07.520 --> 00:06:10.800]  甚至可能今年的港道,你都聽過一次這個經文
[00:06:10.800 --> 00:06:14.640]  不知道大家有沒有,有沒有大家印象當中
[00:06:14.640 --> 00:06:17.360]  因為這麼巧,我們德生團契有幾個傳道人
[00:06:17.360 --> 00:06:20.800]  我們不小心撞了,一個星期講完,下個星期又講
[00:06:20.800 --> 00:06:23.280]  有個傳道人這樣
[00:06:23.280 --> 00:06:25.760]  因為這段經文實在太重要
[00:06:25.760 --> 00:06:28.320]  特別當李牧師,李應新牧師
[00:06:28.320 --> 00:06:33.440]  他說邀請我來港道的時候,講父親節的芳主日
[00:06:33.440 --> 00:06:36.000]  我心裏一想就是想這段聖經
[00:06:36.000 --> 00:06:39.760]  因為覺得,這真是一個父親的聖經
[00:06:39.760 --> 00:06:43.920]  一個是一個慈父的聖經
[00:06:43.920 --> 00:06:46.960]  當我們細心看這段聖經的時候
[00:06:46.960 --> 00:06:48.960]  我們有幾個層次
[00:06:48.960 --> 00:06:51.360]  這段聖經的特點
[00:06:51.360 --> 00:06:55.920]  其實是一系列叫做尋找的比喻當中其中一個
[00:06:55.920 --> 00:07:00.320]  如果大家看上文下理,老阿福音有尋羊的比喻
[00:07:00.320 --> 00:07:04.160]  有尋找錢的比喻,有尋找羊的比喻
[00:07:04.160 --> 00:07:07.760]  一系列一連戲有三個的比喻
[00:07:07.760 --> 00:07:13.280]  是講神怎樣尋找人的一個比喻
[00:07:13.280 --> 00:07:18.800]  所以簡單來說,其實這個比喻是一個很明顯的主線
[00:07:18.800 --> 00:07:22.400]  就是今天,不是因為我們尋找上帝
[00:07:22.400 --> 00:07:24.960]  是因為神主動尋找我們
[00:07:24.960 --> 00:07:28.160]  這是一個充滿恩典的神學
[00:07:28.160 --> 00:07:32.080]  所以有人說,基督教其實是一個什麼樣的宗教呢?
[00:07:32.080 --> 00:07:34.080]  是一個什麼樣的信仰呢?
[00:07:34.080 --> 00:07:36.880]  其實簡單來說,歸納就兩個字
[00:07:36.880 --> 00:07:41.120]  例如我們循道衛理會,我們經常說循道衛理會的神學
[00:07:41.120 --> 00:07:43.200]  其實是歸納在兩個字
[00:07:43.200 --> 00:07:47.760]  我們的宗派經常都說這個字,就是愛和恩典
[00:07:47.760 --> 00:07:56.480]  愛和恩典,就是整個基督教最核心的事情
[00:07:56.480 --> 00:08:00.560]  在今天,不知道大家有什麼感受
[00:08:00.560 --> 00:08:02.320]  當我們看浪子的比喻的時候
[00:08:02.320 --> 00:08:05.600]  裡面沒有很高深的神學的字眼
[00:08:05.600 --> 00:08:11.680]  也沒有很多很複雜的,我叫做串連著舊約的一些情況
[00:08:11.680 --> 00:08:13.680]  一些各樣的事情
[00:08:13.680 --> 00:08:20.400]  它不是一個神學,一個很深的理論,像保羅式的教導
[00:08:20.400 --> 00:08:22.480]  它是一個故事
[00:08:22.480 --> 00:08:24.880]  這個故事一聽的時候
[00:08:24.880 --> 00:08:29.680]  其實不同的人就會有不同的共鳴產生
[00:08:29.680 --> 00:08:31.280]  但我當我看這個故事的時候
[00:08:31.280 --> 00:08:35.120]  我覺得第一個我們應該有的一個角度
[00:08:35.120 --> 00:08:38.560]  就是我們今天都是迷失了
[00:08:38.560 --> 00:08:42.400]  不知道大家同不同意現在越來越迷失的感覺
[00:08:42.400 --> 00:08:46.720]  有時候真的,起床的時候就上班了
[00:08:46.720 --> 00:08:50.800]  其實有時候退休也很迷失,不上班做什麼呢
[00:08:50.800 --> 00:08:52.800]  做一下運動吧
[00:08:52.800 --> 00:08:57.440]  或者今天等誰的子女約我們喝茶
[00:08:57.440 --> 00:08:59.920]  或者朋友,或者弟兄姊妹
[00:08:59.920 --> 00:09:04.240]  某程度上我們好像很有計劃
[00:09:04.240 --> 00:09:06.800]  但也很不知道怎樣的計劃
[00:09:06.800 --> 00:09:11.200]  那些計劃都寫在心裡說,到時候再說吧
[00:09:11.200 --> 00:09:14.400]  所以我曾經和我的家人,特別是我外婆
[00:09:14.400 --> 00:09:16.720]  我和外婆住了很多年的一起
[00:09:16.720 --> 00:09:20.640]  每次想去旅行,她就說到時候再說吧
[00:09:20.640 --> 00:09:24.560]  我就很生氣,到時候再說吧,婆婆,到時候再說吧
[00:09:24.560 --> 00:09:27.840]  就是我外婆,因為要計劃的
[00:09:27.840 --> 00:09:32.000]  後來我初時也不明白,後來我明白了
[00:09:32.000 --> 00:09:35.280]  原來就是說,我都不知道我明天的身體怎樣
[00:09:35.280 --> 00:09:37.280]  我都不知道我的精神如何
[00:09:37.280 --> 00:09:40.480]  現在說到這麼遠的事情,說到半年後
[00:09:40.480 --> 00:09:44.160]  我都不知道半年後有什麼事情
[00:09:44.160 --> 00:09:47.360]  所以無論我們今天個人的限制
[00:09:47.360 --> 00:09:51.360]  不同的處境,整個社會的氛圍
[00:09:51.360 --> 00:09:53.920]  整個世界的格局
[00:09:53.920 --> 00:09:56.240]  其實都越來越覺得
[00:09:56.240 --> 00:09:59.120]  沒有東西可以掌握得很實,大家同不同意嗎
[00:09:59.120 --> 00:10:04.400]  特別香港人經過2003年的沙士
[00:10:04.400 --> 00:10:11.680]  又有豬流感,又有剛剛的新冠病毒
[00:10:11.680 --> 00:10:14.560]  越來越覺得真的很誇張
[00:10:14.560 --> 00:10:19.280]  那種病毒竟然可以讓世界癱瘓這麼多年
[00:10:19.280 --> 00:10:20.800]  真的沒有想過
[00:10:20.800 --> 00:10:23.760]  而那個影響,其實今天還沒停的
[00:10:23.760 --> 00:10:26.880]  很多人說已經復常,其實很多事情還沒復常
[00:10:26.880 --> 00:10:28.960]  可能永遠都復常不了的
[00:10:28.960 --> 00:10:35.200]  再復不了我們以前的時代,或者我們以前的日子
[00:10:35.200 --> 00:10:40.160]  這個迷失在我們不同的層面都出現
[00:10:40.160 --> 00:10:45.200]  我們很多寶貴生命的價值,我們漸漸失去了
[00:10:45.200 --> 00:10:48.480]  特別香港人今天面對很多人移民的問題
[00:10:48.480 --> 00:10:52.880]  突然間兒女說,爸爸,我兩個禮拜後走了,真的
[00:10:52.880 --> 00:10:56.480]  爸爸就是大腕牧師,我兒子兩個禮拜後走了
[00:10:56.480 --> 00:10:58.640]  那我怎麼辦
[00:10:58.640 --> 00:11:06.560]  很多的關係,越來越感覺到很多的壓力
[00:11:06.560 --> 00:11:11.440]  我們面對的醫療系統好像很健全
[00:11:11.440 --> 00:11:13.760]  但是我們不知道為什麼,我們身體越來越弱
[00:11:13.760 --> 00:11:15.840]  我們花更多時間要看醫生
[00:11:15.840 --> 00:11:18.080]  大家是不是很忙碌地覆診的?
[00:11:18.080 --> 00:11:19.920]  日曆那裡是不是全都記下來了?
[00:11:19.920 --> 00:11:24.320]  哪天哪天覆診?幾點吃什麼藥?
[00:11:24.320 --> 00:11:29.040]  我們整個人好像聖經裡面所說
[00:11:29.040 --> 00:11:32.320]  年輕的時候自由地走動,努力的時候
[00:11:32.320 --> 00:11:37.120]  我們被束縛,被人牽著走
[00:11:37.120 --> 00:11:45.040]  這個迷失,這種價值令我們越來越有時會很衝動
[00:11:45.040 --> 00:11:49.520]  特別我面對很多的年輕人,他們都是走錯路
[00:11:49.520 --> 00:11:55.520]  他們每個人都很年輕,很健康
[00:11:55.520 --> 00:12:02.560]  但是因為一個念頭想錯了,整個人生就不同了
[00:12:02.560 --> 00:12:05.600]  但是有時候我們想想,我們可能也是這樣
[00:12:05.600 --> 00:12:08.400]  不應該說的話,我們已經說出口了
[00:12:08.400 --> 00:12:12.640]  我們有些決定,本來我知道不是這樣的
[00:12:12.640 --> 00:12:16.560]  但是因為種種的因素,我們走了一個方向
[00:12:16.560 --> 00:12:19.360]  但是事情就一直這樣發生下去
[00:12:19.360 --> 00:12:25.280]  令到我們好像,哎呀,如果讓我從頭再來過
[00:12:25.280 --> 00:12:29.200]  我就會怎樣怎樣,但當然事實不可能這樣
[00:12:29.200 --> 00:12:32.480]  很多的事情已經發生了
[00:12:32.480 --> 00:12:36.240]  很多的關係也都破碎了
[00:12:36.240 --> 00:12:39.760]  很多的事情我們都感到後悔
[00:12:39.760 --> 00:12:42.800]  這個就是無論什麼人,包括基督徒
[00:12:42.800 --> 00:12:48.000]  其實我們都在面對這種心靈的掙扎
[00:12:48.000 --> 00:12:53.920]  某程度上,我們都是浪子
[00:12:53.920 --> 00:12:56.880]  這個浪子,《四季經》裡面說的這個浪子
[00:12:56.880 --> 00:13:02.720]  其實裡面有什麼心理的黑暗的面呢?
[00:13:02.720 --> 00:13:05.040]  起碼有幾樣東西,第一,他很自我中心
[00:13:05.040 --> 00:13:07.360]  覺得真是老奉的,是不是?
[00:13:07.360 --> 00:13:10.960]  《四季經》裡面說,父親,你將我應得的
[00:13:10.960 --> 00:13:13.280]  如果你兒子現在跟你說,老爸
[00:13:13.280 --> 00:13:15.600]  你將我應得的,給我這樣
[00:13:15.600 --> 00:13:19.040]  今天你怎樣應他?你會怎樣應他?
[00:13:19.040 --> 00:13:20.640]  大家不敢回答,是不是?
[00:13:20.640 --> 00:13:22.960]  你這個臭小子,我們不會打的
[00:13:22.960 --> 00:13:25.600]  你這個臭小子,你什麼是應得的
[00:13:25.600 --> 00:13:28.160]  什麼都是老爸給你的
[00:13:28.160 --> 00:13:32.960]  你都是我生的,以前我們那一輩的
[00:13:32.960 --> 00:13:37.600]  你生得催,打得你大,是不是這樣?
[00:13:37.600 --> 00:13:40.240]  到現在不會了,我們是把兒子當成皇帝
[00:13:40.240 --> 00:13:43.280]  是,是,是,你應得的,你應得的
[00:13:43.280 --> 00:13:46.080]  我們經常都說,以前就叫兒子回來了
[00:13:46.080 --> 00:13:48.400]  不准出去玩了,現在又怎樣?
[00:13:48.400 --> 00:13:52.320]  兒子,請你去吧,看你不要在房間裡
[00:13:52.320 --> 00:13:54.400]  希望你參加什麼班,什麼班
[00:13:54.400 --> 00:13:56.640]  以前我們是要求父母幫我們學習的
[00:13:56.640 --> 00:13:59.840]  現在是父母要求兒子去學習的,是不是?
[00:13:59.840 --> 00:14:05.040]  是不是很有趣?整件事情現在是反過來的
[00:14:05.040 --> 00:14:07.840]  這個浪子心裡面,他很自我中心
[00:14:07.840 --> 00:14:12.960]  他覺得整個世界是圍繞他來轉的
[00:14:12.960 --> 00:14:17.360]  他覺得他目中無父,也目中無人
[00:14:17.360 --> 00:14:19.520]  只有他自己的享受
[00:14:19.520 --> 00:14:23.360]  只有他覺得他要拿到他以為應得的東西
[00:14:23.360 --> 00:14:27.840]  這種某程度上,他是冷目無情
[00:14:27.840 --> 00:14:30.880]  這種,你想想,這些話真是挺難聽的,是不是?
[00:14:30.880 --> 00:14:32.880]  老爸我要,還要聖經裡面說
[00:14:32.880 --> 00:14:39.600]  不多時,沒多久,分完家產還要走
[00:14:39.600 --> 00:14:46.800]  你想想,真的,普通我們做朋友都不會這麼絕情
[00:14:46.800 --> 00:14:50.160]  竟然對自己的父親可以說出這樣的說話
[00:14:50.160 --> 00:14:52.080]  不但要拿他的家產
[00:14:52.080 --> 00:14:55.760]  但原來聖經原文當中這個「家產」這個字
[00:14:55.760 --> 00:14:57.280]  其實有幾個含義的
[00:14:57.280 --> 00:15:01.200]  第一,有資財的含義,是錢的含義,聖經原文
[00:15:01.200 --> 00:15:04.320]  第二個含義,原來有生命的含義
[00:15:04.320 --> 00:15:05.600]  原來這麼有趣
[00:15:05.600 --> 00:15:09.840]  當希伯來人,或以色列人用這個字的時候
[00:15:09.840 --> 00:15:12.320]  背後有生命的含義
[00:15:12.320 --> 00:15:14.080]  如果以廣東話來說,就是什麼?
[00:15:14.080 --> 00:15:16.080]  你拿了我的命,明白嗎?
[00:15:16.080 --> 00:15:18.240]  你分了家產,就是分了什麼?
[00:15:18.240 --> 00:15:20.240]  分了我的命,這樣子
[00:15:20.240 --> 00:15:23.600]  某程度上,真的很膽小,是不是?
[00:15:23.600 --> 00:15:28.160]  真的很膽小,拿了老爸的命,這樣子
[00:15:28.160 --> 00:15:31.120]  也說以色列人的傳統
[00:15:31.120 --> 00:15:34.240]  原來當時分家產,大概的分配是這樣的
[00:15:34.240 --> 00:15:36.480]  如果父親有兩個兒子
[00:15:36.480 --> 00:15:39.760]  很明顯這個故事有大兒子,有小兒子
[00:15:39.760 --> 00:15:42.400]  大兒子就會分到
[00:15:42.400 --> 00:15:45.600]  如果一個家產有兩個兒子
[00:15:45.600 --> 00:15:48.560]  父親就會將他分成三份
[00:15:48.560 --> 00:15:50.240]  三個平均分的三份
[00:15:50.240 --> 00:15:52.640]  將兩份給大兒子
[00:15:52.640 --> 00:15:55.120]  小兒子就拿一份,這樣子
[00:15:55.120 --> 00:15:59.040]  都是更掌輕的,不知道為什麼
[00:15:59.040 --> 00:16:00.640]  古代的人都是
[00:16:00.640 --> 00:16:04.240]  大兒子是比較有利的
[00:16:04.240 --> 00:16:07.440]  這個叫做他們的理解
[00:16:07.440 --> 00:16:09.120]  日後鋪一條伏線
[00:16:09.120 --> 00:16:11.200]  待會我們看大兒子的時候
[00:16:11.200 --> 00:16:13.680]  我們會更加講多一點點
[00:16:13.680 --> 00:16:14.960]  但是很明顯
[00:16:14.960 --> 00:16:18.480]  這個小兒子,他心裡面知道,明白嗎?
[00:16:18.480 --> 00:16:21.840]  就是他要大概拿到多少錢,他覺得,明白嗎?
[00:16:21.840 --> 00:16:24.640]  說老爸,你不要騙我,這樣子
[00:16:24.640 --> 00:16:28.720]  我知道,我算了一筆帳的,這樣子
[00:16:28.720 --> 00:16:32.320]  但是問題就是,他那種的放縱
[00:16:32.320 --> 00:16:34.560]  他那種的驕傲
[00:16:34.560 --> 00:16:36.640]  其實都是來自他的無知
[00:16:36.640 --> 00:16:38.480]  大家同不同意嗎?
[00:16:38.480 --> 00:16:39.600]  他忘記了
[00:16:39.600 --> 00:16:42.480]  他今天跟老爸這麼多的錢
[00:16:42.480 --> 00:16:44.000]  這麼多的東西
[00:16:44.000 --> 00:16:46.320]  真的享受不絕,其實
[00:16:46.320 --> 00:16:49.280]  他竟然以為那三份一家產
[00:16:49.280 --> 00:16:52.080]  可以洗個勢,他真的誤會了,這樣子
[00:16:52.080 --> 00:16:53.920]  拿了一點點的家產
[00:16:53.920 --> 00:16:55.200]  我就天下無敵了
[00:16:55.200 --> 00:16:57.520]  不知道年輕人是不是真的這樣
[00:16:57.520 --> 00:16:59.600]  我有一張信用卡就天下無敵了
[00:16:59.600 --> 00:17:02.240]  信用卡,以為用卡不用還錢的
[00:17:02.240 --> 00:17:04.160]  年輕人真的以為這樣
[00:17:04.160 --> 00:17:08.720]  那張信用卡有兩萬元就已經很厲害了,這樣子
[00:17:08.720 --> 00:17:12.800]  其實這是他來自對世界的不認識
[00:17:12.800 --> 00:17:15.520]  對於環境的低估
[00:17:15.520 --> 00:17:18.800]  也對於自己那種的傲慢
[00:17:18.800 --> 00:17:21.760]  他的自視過高了
[00:17:21.760 --> 00:17:24.960]  某程度上我們都是這樣
[00:17:24.960 --> 00:17:28.240]  我們有時會不會覺得我們都很自我中心呢?
[00:17:28.240 --> 00:17:31.520]  這個世界都是要圍繞我們自己轉的
[00:17:31.520 --> 00:17:33.840]  我們有很多東西覺得,我應得的
[00:17:33.840 --> 00:17:38.800]  我呢,為什麼我沒有啊,我付出這樣
[00:17:38.800 --> 00:17:42.960]  某程度上,我們都有時候都是幾冷漠無情
[00:17:42.960 --> 00:17:45.440]  我們對於人,對於關係
[00:17:45.440 --> 00:17:49.200]  似乎當某一些叫做一說到錢的時候
[00:17:49.200 --> 00:17:51.920]  就是老爸都沒有情講,這樣子
[00:17:51.920 --> 00:17:54.560]  就是朋友都沒得講
[00:17:54.560 --> 00:17:56.400]  似乎這個物質的世界
[00:17:56.400 --> 00:17:59.200]  因為現代的資本主義的世界
[00:17:59.200 --> 00:18:03.360]  令到我們太過可能見到
[00:18:03.360 --> 00:18:08.160]  錢或者物質有時高過人的生命
[00:18:08.160 --> 00:18:13.760]  有時是高過上帝
[00:18:13.760 --> 00:18:18.320]  這個浪子拿了一筆錢就走了
[00:18:18.320 --> 00:18:20.800]  走聖經裡面,大家都會知道
[00:18:20.800 --> 00:18:24.960]  他就走去花天酒地,耗盡之財
[00:18:24.960 --> 00:18:26.560]  聖經裡面講
[00:18:26.560 --> 00:18:28.720]  終於聖經裡面說
[00:18:28.720 --> 00:18:33.920]  當時遇到一個社會的情勢就是大饑荒
[00:18:33.920 --> 00:18:35.360]  當時有個大的饑荒
[00:18:35.360 --> 00:18:39.920]  是全部人都無法控制的事來的
[00:18:39.920 --> 00:18:41.520]  對於今天我們都是
[00:18:41.520 --> 00:18:46.800]  我們以為讀了書,我有本事了,有學歷了
[00:18:46.800 --> 00:18:49.760]  有少少的英文叫Capital
[00:18:49.760 --> 00:18:54.880]  有少少資本,勇闖天下
[00:18:54.880 --> 00:18:56.560]  所以很多職清
[00:18:56.560 --> 00:19:00.000]  可能他大學的時代都很愛主
[00:19:00.000 --> 00:19:02.000]  中學的時候更加好乖
[00:19:02.000 --> 00:19:04.320]  一到職清做事的時候
[00:19:04.320 --> 00:19:06.720]  突然第一次出糧幾萬元
[00:19:06.720 --> 00:19:08.080]  以為天下無敵
[00:19:08.080 --> 00:19:10.880]  以為真的好像電視機那樣
[00:19:10.880 --> 00:19:15.040]  去喝兩杯東西,簽個名就收工了
[00:19:15.040 --> 00:19:20.160]  自然又去遊山玩水,不用怎麼做
[00:19:20.160 --> 00:19:24.640]  被傳媒欺騙了,以為穿件衣服漂亮一點
[00:19:24.640 --> 00:19:28.000]  就等於自己很高尚了
[00:19:28.000 --> 00:19:32.000]  被整個世界迷失了
[00:19:32.000 --> 00:19:34.240]  但是環境突然間
[00:19:34.240 --> 00:19:36.800]  他想不到這麼大的浪會衝過來
[00:19:36.800 --> 00:19:38.880]  這個世界會有
[00:19:38.880 --> 00:19:41.920]  原來全民會失業的有機會
[00:19:41.920 --> 00:19:44.000]  所有東西你以為有保障的
[00:19:44.000 --> 00:19:45.280]  其實也不是保障
[00:19:45.280 --> 00:19:46.800]  因為你的老闆已經被解僱了
[00:19:46.800 --> 00:19:48.000]  那天回去你很羨慕
[00:19:48.000 --> 00:19:51.680]  那個老闆是我的上線,我的上司
[00:19:51.680 --> 00:19:54.240]  他本來很好的,他做目標
[00:19:54.240 --> 00:19:56.320]  假設我也是年輕人
[00:19:56.320 --> 00:19:58.480]  但有一天上班的時候發覺
[00:19:58.480 --> 00:20:00.640]  我老闆被解僱了
[00:20:00.640 --> 00:20:02.880]  或者老闆自己都不行了
[00:20:02.880 --> 00:20:05.760]  最近真的有個年輕人跟我說
[00:20:05.760 --> 00:20:10.400]  我的老闆突然間辭職了,回去
[00:20:10.400 --> 00:20:13.120]  他很徬徨
[00:20:13.120 --> 00:20:15.920]  所以你看到原來人生
[00:20:15.920 --> 00:20:18.000]  有很多事情是自己沒辦法控制
[00:20:18.000 --> 00:20:20.160]  更加沒想到
[00:20:20.160 --> 00:20:23.680]  所以這個浪子最後要幫人打工
[00:20:23.680 --> 00:20:27.040]  幫人做豬欄的工作
[00:20:27.040 --> 00:20:30.160]  某程度上,還要吃豬的豆角
[00:20:30.160 --> 00:20:32.400]  其實豬對猶太人來說是一個厭惡
[00:20:32.400 --> 00:20:34.000]  在利美記已經說得很清楚
[00:20:34.000 --> 00:20:36.000]  豬是不潔的
[00:20:36.000 --> 00:20:37.600]  你想想挺奇怪的,是不是?
[00:20:37.600 --> 00:20:40.400]  有沒有猶太人去以色列吃豬的?
[00:20:40.400 --> 00:20:42.880]  應該沒有,那養豬來做什麼呢?
[00:20:42.880 --> 00:20:44.240]  為什麼有人養豬呢?
[00:20:44.240 --> 00:20:45.600]  沒有人吃的,為什麼養豬呢?
[00:20:45.600 --> 00:20:47.360]  養牛也理解得到,是不是?
[00:20:47.360 --> 00:20:50.880]  養羊也理解得到,為什麼養豬呢?
[00:20:50.880 --> 00:20:55.200]  原來豬這個動物不是給人吃的
[00:20:55.200 --> 00:20:57.280]  就是說這個行業
[00:20:57.280 --> 00:20:59.600]  在以色列眼中已經被人鄙視,第一
[00:20:59.600 --> 00:21:01.200]  而且它的價值
[00:21:01.200 --> 00:21:03.600]  其實不是想得今天豬很貴的
[00:21:03.600 --> 00:21:05.600]  因為你街市賣的豬肉
[00:21:05.600 --> 00:21:09.280]  中國人的豬肉檔也不便宜的
[00:21:09.280 --> 00:21:10.800]  但是猶太人其實不是
[00:21:10.800 --> 00:21:13.120]  豬的用途不是用來吃的
[00:21:13.120 --> 00:21:16.880]  是做一些生活上的一些用途
[00:21:16.880 --> 00:21:18.480]  但是想想,豬的豆莢
[00:21:18.480 --> 00:21:19.520]  就是餵豬的東西
[00:21:19.520 --> 00:21:22.480]  就是顯示這個比喻用得很盡的耶穌基督
[00:21:22.480 --> 00:21:24.720]  就是用最低賤的一個行業
[00:21:24.720 --> 00:21:26.400]  最低賤的動物
[00:21:26.400 --> 00:21:30.240]  用來最低賤的食物,這些豆莢
[00:21:30.240 --> 00:21:32.160]  原來在拉比的傳統
[00:21:32.160 --> 00:21:34.960]  就是我們叫猶太人的拉比的傳統裡面
