
[00:00:00.000 --> 00:00:02.800]  當我剛才一路參與崇拜的時候
[00:01:09.680 --> 00:01:11.720]  要準備這個講道
[00:01:11.720 --> 00:01:15.320]  So get back to the topic then
[00:01:15.320 --> 00:01:16.960]  the title is
[00:01:16.960 --> 00:01:19.720]  The Feeling of Repetitive Age
[00:01:19.720 --> 00:01:21.360]  我今天準備的講道的題目是
[00:01:21.360 --> 00:01:25.480]  活在不斷輪迴的世代
[00:01:25.480 --> 00:01:28.080]  So I'm guarantee that my message
[00:01:28.080 --> 00:01:31.000]  is not the repetition
[00:01:31.000 --> 00:01:32.880]  我可以保證我的信息
[00:01:32.880 --> 00:01:34.680]  並不是重複以前
[00:01:34.680 --> 00:01:36.240]  Yeah, every time is new
[00:01:36.240 --> 00:01:38.080]  每一次都是新的
[00:01:38.080 --> 00:01:40.120]  So one day while I was working
[00:01:40.120 --> 00:01:42.040]  in my womb that
[00:01:42.040 --> 00:01:45.160]  I heard my daughter listening her music
[00:01:45.160 --> 00:01:47.360]  有一次我在我房間工作的時候
[00:01:47.360 --> 00:01:50.840]  我聽到我的女兒在聽她的音樂
[00:01:50.840 --> 00:01:53.680]  The song she was playing surprised me
[00:01:53.680 --> 00:01:57.880]  當中的這個歌曲讓我感到很吃驚
[00:01:57.880 --> 00:02:00.040]  I didn't recognize this young singer
[00:02:00.040 --> 00:02:02.680]  However, the style
[00:02:02.680 --> 00:02:04.560]  that really surprised me
[00:02:04.560 --> 00:02:07.120]  我並不認識這個年輕的歌手
[00:02:07.120 --> 00:02:09.960]  驚訝的也不單單是當中的歌詞
[00:02:09.960 --> 00:02:11.320]  It's not the lyrics
[00:02:11.320 --> 00:02:13.760]  but the beat and the singing style
[00:02:13.760 --> 00:02:16.200]  and the arrangement of the music
[00:02:16.200 --> 00:02:18.800]  that clearly is remnants
[00:02:18.800 --> 00:02:22.000]  of the style of 50s and 60s
[00:02:22.000 --> 00:02:24.640]  我驚訝的是她的這些節拍
[00:02:24.640 --> 00:02:26.680]  唱法或者是編排
[00:02:26.680 --> 00:02:29.480]  明明就是五六十年代的風格
[00:02:29.480 --> 00:02:31.280]  I wonder why a young singer
[00:02:31.280 --> 00:02:33.680]  would create and sing such kind of songs
[00:02:33.680 --> 00:02:35.480]  我很奇怪一個年輕的歌手
[00:02:35.480 --> 00:02:37.600]  為什麼會唱這樣的歌呢
[00:02:37.600 --> 00:02:39.400]  Later I asked Caitlin
[00:02:39.400 --> 00:02:41.200]  why you are listening to these songs
[00:02:41.200 --> 00:02:43.400]  with 50s and 65s
[00:02:43.400 --> 00:02:45.120]  後來我問凱琳
[00:02:45.120 --> 00:02:46.880]  為什麼她會聽這些
[00:02:46.880 --> 00:02:49.800]  六十年代的這些舊歌
[00:02:49.800 --> 00:02:50.720]  So she said
[00:02:50.720 --> 00:02:54.320]  This singer is one of the most popular artists today
[00:02:54.320 --> 00:02:56.800]  and many of her castmates also listen to her
[00:02:56.800 --> 00:02:58.360]  但是她說這個歌手
[00:02:58.360 --> 00:03:00.360]  是最近很流行的一個歌手
[00:03:00.360 --> 00:03:03.080]  而且她的同學都在聽
[00:03:03.080 --> 00:03:04.160]  Have you noticed that
[00:03:04.160 --> 00:03:07.560]  despite the rapid advancement of the technology
[00:03:07.560 --> 00:03:10.520]  people always seem to yearn for the past
[00:03:10.520 --> 00:03:11.840]  大家有沒有留意到
[00:03:11.840 --> 00:03:13.080]  雖然現在的科技
[00:03:13.080 --> 00:03:14.840]  在不斷的日新月異
[00:03:14.840 --> 00:03:17.480]  但是人們總是在緬懷過去
[00:03:17.480 --> 00:03:21.440]  We like to present the old memories in the new ways
[00:03:21.440 --> 00:03:23.360]  我們只是用新的方法
[00:03:23.360 --> 00:03:25.160]  來緬懷以前的回憶
[00:03:25.160 --> 00:03:26.160]  It's like a teenager
[00:03:26.160 --> 00:03:28.400]  watching an old episode of Friends
[00:03:28.400 --> 00:03:30.240]  on the streaming platform
[00:03:30.240 --> 00:03:31.960]  就好像一個十多歲的孩子
[00:03:31.960 --> 00:03:33.240]  在這個平台上
[00:03:33.240 --> 00:03:34.480]  還繼續的收看
[00:03:34.480 --> 00:03:36.960]  Friends 老友記這樣的舊節目
[00:03:36.960 --> 00:03:39.440]  As if in the movie
[00:03:39.440 --> 00:03:40.840]  Guardian of the Galaxy
[00:03:40.840 --> 00:03:42.720]  the protagonist remnants
[00:03:42.720 --> 00:03:45.160]  the songs of 80s and 90s
[00:03:45.160 --> 00:03:47.680]  就是在好像在銀河保衛隊中的
[00:03:47.680 --> 00:03:49.280]  電影主角緬懷的
[00:03:49.280 --> 00:03:51.360]  卻都是八九十年代的舊歌
[00:03:51.360 --> 00:03:53.600]  Hollywood earned a big money
[00:03:53.600 --> 00:03:56.840]  by remaking all those classics
[00:03:56.840 --> 00:04:00.280]  這個好萊塢也要花很大的價錢
[00:04:00.280 --> 00:04:03.680]  卻是不斷的翻拍以往的經典的電影
[00:04:03.680 --> 00:04:04.760]  You can think about
[00:04:04.760 --> 00:04:05.960]  I can name a few
[00:04:05.960 --> 00:04:07.120]  You know Top Gun
[00:04:07.120 --> 00:04:08.600]  Doom live action
[00:04:08.600 --> 00:04:09.680]  Disney movie
[00:04:09.680 --> 00:04:11.000]  and Mad Max
[00:04:11.000 --> 00:04:13.800]  and even the reason is inside out
[00:04:13.800 --> 00:04:15.760]  就好像Top Gun
[00:04:15.760 --> 00:04:18.000]  還有這個沙丘
[00:04:18.000 --> 00:04:19.760]  這個計劃
[00:04:19.760 --> 00:04:21.640]  或者是真版的沙丘
[00:04:21.640 --> 00:04:22.760]  這個真人版的
[00:04:22.760 --> 00:04:24.200]  這個Disney的電影
[00:04:24.200 --> 00:04:25.200]  Mad Max
[00:04:25.200 --> 00:04:26.760]  或者最近大家可能知道
[00:04:26.760 --> 00:04:29.280]  Inside Out 2
[00:04:29.280 --> 00:04:30.280]  You know what
[00:04:30.280 --> 00:04:31.800]  Even NASA
[00:04:31.800 --> 00:04:33.920]  Today's business project
[00:04:33.920 --> 00:04:35.840]  is getting back to the moon
[00:04:35.840 --> 00:04:37.040]  你們知道嗎
[00:04:37.040 --> 00:04:39.080]  甚至美國太空總署
[00:04:39.080 --> 00:04:40.280]  最忙碌的計劃
[00:04:40.280 --> 00:04:42.920]  卻是重返地球
[00:04:42.920 --> 00:04:45.680]  It's as if we are living in a society
[00:04:45.680 --> 00:04:48.120]  that suffer from Alzheimer's disease
[00:04:48.120 --> 00:04:51.400]  我們好像生活在一個老年痴呆症的社會
[00:04:51.400 --> 00:04:54.280]  We feel lost when we're looking ahead
[00:04:54.280 --> 00:04:57.000]  That's why we cannot create new memory
[00:04:57.000 --> 00:04:58.320]  for the future
[00:04:58.320 --> 00:05:01.280]  因為對前面的感覺很迷茫
[00:05:01.280 --> 00:05:02.840]  所以對將來的事情
[00:05:02.840 --> 00:05:04.600]  我們沒有辦法產生新的記憶
[00:05:04.600 --> 00:05:06.760]  So we can only keep reminiscing
[00:05:06.760 --> 00:05:09.520]  about the so-called Golden Age of the past
[00:05:09.520 --> 00:05:13.040]  我們只能對著以往的所謂的黃金歲月
[00:05:13.040 --> 00:05:14.840]  不斷地去緬懷
[00:05:14.840 --> 00:05:17.800]  New idea actually get us nowhere
[00:05:17.800 --> 00:05:19.720]  But the new technology application
[00:05:19.720 --> 00:05:23.880]  continuously repeat the glorious day of the past
[00:05:23.880 --> 00:05:25.760]  新的思想並沒有突破
[00:05:25.760 --> 00:05:27.280]  新科技的應用
[00:05:27.280 --> 00:05:29.000]  卻是在不斷地重複
[00:05:29.000 --> 00:05:31.440]  以往的光輝歲月
[00:05:31.440 --> 00:05:33.680]  It's like a popular thesis
[00:05:33.680 --> 00:05:36.400]  being repeated over and over
[00:05:36.400 --> 00:05:39.080]  But just with new fonts and new formatting
[00:05:39.080 --> 00:05:41.680]  But the content remain the same
[00:05:41.680 --> 00:05:44.600]  就好像一篇很受歡迎的論文
[00:05:44.600 --> 00:05:48.560]  雖然配上了新的字體和編排的格式
[00:05:48.560 --> 00:05:50.280]  卻不斷地印刷
[00:05:50.280 --> 00:05:53.400]  但是內容都是一樣的
[00:05:53.400 --> 00:05:56.360]  The preacher described this deeply
[00:05:56.360 --> 00:05:58.280]  in the Achaiasis
[00:05:58.280 --> 00:06:03.280]  傳道者在傳道書中有深切的描繪
[00:06:03.280 --> 00:06:04.920]  我讀完這一段
[00:06:04.920 --> 00:06:06.160]  OK
[00:06:06.160 --> 00:06:09.120]  The sun's wise and the sun's sad
[00:06:09.120 --> 00:06:12.320]  And hurry back to where it rises
[00:06:12.320 --> 00:06:14.240]  The wind blows to the south
[00:06:14.240 --> 00:06:15.880]  And turn to the north
[00:06:15.880 --> 00:06:17.840]  One and one it goes
[00:06:17.840 --> 00:06:20.480]  Ever returning on its course
[00:06:20.480 --> 00:06:23.040]  All streams fall into the sea
[00:06:23.040 --> 00:06:25.640]  Yet the sea is never full
[00:06:25.640 --> 00:06:28.640]  To the place of the streams come from
[00:06:28.640 --> 00:06:30.680]  There they return again
[00:06:30.680 --> 00:06:32.880]  All things are wearisome
[00:06:32.880 --> 00:06:35.120]  More than one can say
[00:06:35.120 --> 00:06:38.240]  The eyes never has enough of seeing
[00:06:38.240 --> 00:06:41.240]  Long the year is filled of hearing
[00:06:41.240 --> 00:06:43.720]  What has been will be again
[00:06:43.720 --> 00:06:46.520]  What has been done will be done again
[00:06:46.520 --> 00:06:49.680]  There is nothing new under the sun
[00:06:49.680 --> 00:06:52.160]  哇 這個很長
[00:06:52.160 --> 00:06:54.840]  日頭出來 日頭又落下
[00:06:54.840 --> 00:06:57.200]  即歸所出之處
[00:06:57.200 --> 00:07:00.240]  風往南瓜 又往北轉
[00:07:00.240 --> 00:07:01.600]  不住地旋轉
[00:07:01.600 --> 00:07:04.680]  而且返回原來的道路
[00:07:04.680 --> 00:07:07.360]  江河都往海裡面流
[00:07:07.360 --> 00:07:09.440]  但是海卻不滿
[00:07:09.440 --> 00:07:12.000]  江河從何處流出來
[00:07:12.000 --> 00:07:13.680]  又歸回何處
[00:07:13.680 --> 00:07:15.920]  萬事都令人厭煩
[00:07:15.920 --> 00:07:17.680]  人卻不能說盡
[00:07:17.680 --> 00:07:19.320]  眼看看不飽
[00:07:19.320 --> 00:07:21.040]  耳聽聽不足
[00:07:21.040 --> 00:07:23.760]  已有的事 事後必再有
[00:07:23.760 --> 00:07:26.480]  已行的事 事後必再行
[00:07:26.480 --> 00:07:29.440]  日光之下無心事
[00:07:29.440 --> 00:07:31.760]  How can we convey the gospel
[00:07:31.760 --> 00:07:34.120]  that brings hope in this era?
[00:07:34.120 --> 00:07:35.480]  在這樣的一個時代
[00:07:35.480 --> 00:07:37.720]  我們如何能夠傳遞
[00:07:37.720 --> 00:07:39.960]  使人有盼望的福音呢
[00:07:39.960 --> 00:07:47.560]  保羅稱我們的神是有盼望的神
[00:07:47.560 --> 00:07:50.320]  Jeremiah 29 11說
[00:07:50.320 --> 00:07:52.960]  For I know the pants I have for you
[00:07:52.960 --> 00:07:56.200]  Declare the Lord pants to prosper you
[00:07:56.200 --> 00:07:57.880]  and not to harm you
[00:07:57.880 --> 00:08:01.040]  pants to give you hope and future
[00:08:01.040 --> 00:08:01.880]  在耶利米說
[00:08:01.880 --> 00:08:03.960]  二十九章十一節耶和華說
[00:08:03.960 --> 00:08:06.720]  我知道我向你們所懷的意念
[00:08:06.720 --> 00:08:08.040]  是指平安的意念
[00:08:08.040 --> 00:08:09.800]  不是講災禍的意念
[00:08:09.800 --> 00:08:12.520]  是要叫你們末後有指望
[00:08:12.520 --> 00:08:15.840]  Hope and meaning are inseparable
[00:08:15.840 --> 00:08:19.040]  這個盼望和意義是分不開的
[00:08:19.040 --> 00:08:20.280]  When we don't have hope
[00:08:20.280 --> 00:08:21.400]  When we don't have meaning
[00:08:21.400 --> 00:08:23.720]  Everything just repeat again
[00:08:23.720 --> 00:08:26.320]  現在的人的困境就好像
[00:08:26.320 --> 00:08:27.280]  一切都沒有意義
[00:08:27.280 --> 00:08:28.320]  一切都沒有方向
[00:08:28.320 --> 00:08:30.560]  看到的事情是不斷的在重複的
[00:08:30.560 --> 00:08:32.920]  The current predicament of people
[00:08:32.920 --> 00:08:34.920]  is that everything seems meaningless
[00:08:34.920 --> 00:08:36.680]  and directionless
[00:08:36.680 --> 00:08:40.960]  and with events constantly repeating themselves
[00:08:40.960 --> 00:08:43.360]  As Achaeus says
[00:08:43.360 --> 00:08:45.040]  Meaningless, meaningless
[00:08:45.040 --> 00:08:47.480]  Everything is meaningless
[00:08:47.480 --> 00:08:48.840]  What has happened
[00:08:48.840 --> 00:08:51.160]  It will happen again
[00:08:51.160 --> 00:08:52.360]  現在的困境
[00:08:52.360 --> 00:08:53.360]  人的困境就好像
[00:08:53.360 --> 00:08:54.320]  一切都沒有意義
[00:08:54.320 --> 00:08:55.000]  沒有方向
[00:08:55.000 --> 00:08:56.440]  也看不到事情的
[00:08:56.440 --> 00:08:57.320]  不斷的重複
[00:08:57.320 --> 00:08:59.440]  就好像傳道書中所說
[00:08:59.440 --> 00:09:00.040]  沒有意義
[00:09:00.040 --> 00:09:00.800]  沒有意義
[00:09:00.800 --> 00:09:01.960]  虛空的虛空
[00:09:01.960 --> 00:09:03.520]  以前發生的事情
[00:09:03.520 --> 00:09:06.160]  就必然會重新再來
[00:09:06.160 --> 00:09:08.920]  But those of us who trust in the law
[00:09:08.920 --> 00:09:10.760]  do not see the world this way
[00:09:10.760 --> 00:09:12.640]  但是我們相信神的人
[00:09:12.640 --> 00:09:14.040]  不是這樣看世界的
[00:09:14.040 --> 00:09:15.760]  We firmly believe that the law
[00:09:15.760 --> 00:09:18.840]  still have his plan to this world
[00:09:18.840 --> 00:09:20.400]  我們相信我們的主
[00:09:20.400 --> 00:09:22.160]  還是這個世界的主
[00:09:22.160 --> 00:09:24.040]  Although the world is chaotic
[00:09:24.040 --> 00:09:25.840]  but God is still in control
[00:09:25.840 --> 00:09:27.640]  雖然這個世界很混亂
[00:09:27.640 --> 00:09:29.840]  但是神仍然掌權
[00:09:29.840 --> 00:09:33.240]  God still have his plan for this created world
[00:09:33.240 --> 00:09:36.160]  and especially for those who believe in him
[00:09:36.160 --> 00:09:38.400]  神對信他的人
[00:09:38.400 --> 00:09:39.920]  和他所創造的世界
[00:09:39.920 --> 00:09:41.240]  是有他的計劃的
[00:09:41.240 --> 00:09:44.080]  所以事情是可以有意義的
[00:09:44.080 --> 00:09:47.360]  Therefore things can still be meaningful
[00:09:47.360 --> 00:09:49.040]  Because of this belief
[00:09:49.040 --> 00:09:50.840]  we see that the events happen
[00:09:50.840 --> 00:09:54.480]  not just its meaningless repetition
[00:09:54.480 --> 00:09:55.840]  正因為這樣的堅信
[00:09:55.840 --> 00:09:57.040]  我們看到了
[00:09:57.040 --> 00:09:58.880]  這個發生的事情
[00:09:58.880 --> 00:10:01.280]  不是沒有意義的重複
[00:10:01.280 --> 00:10:06.760]  We seek to live out the meaning
[00:10:06.760 --> 00:10:09.200]  and purpose in every day
[00:10:09.200 --> 00:10:11.760]  我們尋求活出的意義和目的
[00:10:11.760 --> 00:10:14.800]  在每天的日常生活當中
[00:10:14.800 --> 00:10:17.760]  In the seemingly repetitive daily routine
[00:10:17.760 --> 00:10:19.240]  we contemplate
[00:10:19.240 --> 00:10:22.760]  how can we fulfill God's will in it
[00:10:22.760 --> 00:10:23.720]  我們的思想
[00:10:23.720 --> 00:10:25.920]  怎樣可以在每天的生活當中
[00:10:25.920 --> 00:10:27.640]  完成神的旨意
[00:10:27.640 --> 00:10:29.600]  神的旨意總是好的
[00:10:29.600 --> 00:10:32.240]  and His will ultimately
[00:10:32.240 --> 00:10:34.760]  will lead to perfect conclusion
[00:10:34.760 --> 00:10:36.800]  神的旨意總是好的
[00:10:36.800 --> 00:10:38.680]  祂的旨意最終能夠
[00:10:38.680 --> 00:10:40.360]  成就美好的結局
[00:10:40.360 --> 00:10:43.440]  When we live with a reference heart
[00:10:43.440 --> 00:10:45.200]  we participate in God's plan
[00:10:45.200 --> 00:10:47.360]  through our mundane routine
[00:10:47.360 --> 00:10:48.440]  我們用敬畏的心
[00:10:48.440 --> 00:10:49.840]  在每天的生活當中
[00:10:49.840 --> 00:10:52.400]  以行動來參與神的計劃
[00:10:52.400 --> 00:10:54.960]  We therefore do not remain stuck
[00:10:54.960 --> 00:10:57.960]  in the women's scene
[00:10:57.960 --> 00:10:59.200]  我們不會停留在
[00:10:59.200 --> 00:11:01.720]  只是在緬懷過去
[00:11:01.720 --> 00:11:03.280]  We seize the present
[00:11:03.280 --> 00:11:05.640]  我們要掌握現在
[00:11:05.640 --> 00:11:08.400]  Take advantage of today's opportunities
[00:11:08.400 --> 00:11:10.360]  我們要把握今天的機會
[00:11:10.360 --> 00:11:12.680]  and hope to advance the purpose
[00:11:12.680 --> 00:11:14.440]  and the kingdom of God
[00:11:14.440 --> 00:11:18.000]  這樣就可以配合神的旨意
[00:11:18.000 --> 00:11:20.240]  推進天國的目的
[00:11:20.240 --> 00:11:21.640]  Then you may ask
[00:11:21.640 --> 00:11:24.240]  How can someone as insignificant as I
[00:11:24.240 --> 00:11:26.040]  推進 the kingdom of God?
[00:11:26.040 --> 00:11:27.520]  接著你可能會問
[00:11:27.520 --> 00:11:31.120]  哎呀 我這個人這麼樣的渺小
[00:11:31.120 --> 00:11:33.520]  我怎麼能推進天國的事業呢?
[00:11:33.520 --> 00:11:37.320]  這真的是一個很合理的問題
[00:11:37.320 --> 00:11:40.600]  Indeed, if we look at ourselves alone
[00:11:40.600 --> 00:11:43.240]  we feel that we are incapable of influence
[00:11:43.240 --> 00:11:44.920]  in this godless world
[00:11:44.920 --> 00:11:47.480]  的確 如果我們只是看重自己
[00:11:47.480 --> 00:11:49.480]  就真的不會對這個
[00:11:49.480 --> 00:11:50.880]  沒有上帝的世界
[00:11:50.880 --> 00:11:52.440]  有什麼樣的影響
[00:11:52.440 --> 00:11:53.920]  But brother and sister
[00:11:53.920 --> 00:11:56.400]  We are not fighting this battle alone
[00:11:56.400 --> 00:11:57.760]  但是弟兄姊妹們
[00:11:57.760 --> 00:12:00.880]  我們並不是在孤身奮戰
[00:12:00.880 --> 00:12:02.120]  When we understand that
[00:12:02.120 --> 00:12:04.240]  the vision of God's kingdom
[00:12:04.240 --> 00:12:05.560]  We realize that
[00:12:05.560 --> 00:12:09.360]  kingdom itself is a collective concept
[00:12:09.360 --> 00:12:11.360]  當我們明白天國的意向
[00:12:11.360 --> 00:12:13.280]  我們就明白天國呢
[00:12:13.280 --> 00:12:15.280]  他是一個群體的概念
[00:12:15.280 --> 00:12:17.080]  Kingdom's vision
[00:12:17.080 --> 00:12:19.480]  is also the vision of the church
[00:12:19.480 --> 00:12:22.480]  天國的意向也是教會的意向
[00:12:22.480 --> 00:12:24.920]  Instead of asking how I
[00:12:24.920 --> 00:12:27.640]  as an insignificant individual
[00:12:27.640 --> 00:12:29.640]  can influence the world
[00:12:29.640 --> 00:12:31.960]  以及問我 人這樣的渺小
[00:12:31.960 --> 00:12:34.880]  怎麼能夠影響這個世界
[00:12:34.880 --> 00:12:37.480]  We should ask how we
[00:12:37.480 --> 00:12:39.080]  can become a community
[00:12:39.080 --> 00:12:42.240]  that bear witnesses to Christ
[00:12:42.240 --> 00:12:43.920]  我們不如去問
[00:12:43.920 --> 00:12:46.000]  我們怎樣才能成為一個
[00:12:46.000 --> 00:12:48.600]  見證基督的群體
[00:12:48.600 --> 00:12:50.160]  To influence the world
[00:12:50.160 --> 00:12:54.120]  We will ask what kind of community we are
[00:12:54.120 --> 00:12:55.040]  要影響世界
[00:12:55.040 --> 00:12:57.920]  我要問我們是一個怎樣的群體呢
[00:12:57.920 --> 00:13:02.240]  Do we love each other
[00:13:02.240 --> 00:13:03.600]  我們當中有愛嗎
[00:13:03.600 --> 00:13:05.800]  我們彼此相愛嗎
[00:13:05.800 --> 00:13:07.320]  Do we accept those
[00:13:07.320 --> 00:13:08.960]  who are different from us
[00:13:08.960 --> 00:13:10.320]  我們有寬恕和接納
[00:13:10.320 --> 00:13:12.080]  和我們不同的人嗎
[00:13:12.080 --> 00:13:14.040]  Do we care for
[00:13:14.040 --> 00:13:16.840]  to reach out for those in need
[00:13:16.840 --> 00:13:21.360]  我們有關心這些需要我們幫助的人嗎
[00:13:21.360 --> 00:13:24.560]  Do we forgive those who offense us
[00:13:24.560 --> 00:13:27.280]  我們有寬恕原諒那些
[00:13:27.280 --> 00:13:28.880]  得罪我們的人嗎
[00:13:28.880 --> 00:13:30.440]  Do we constantly reminding
[00:13:30.440 --> 00:13:33.400]  how to lead others to Christ
[00:13:33.400 --> 00:13:35.080]  我們有常常的想到
[00:13:35.080 --> 00:13:37.960]  怎樣讓人認識耶穌基督嗎
[00:13:37.960 --> 00:13:41.000]  Do we put aside our interest
[00:13:41.000 --> 00:13:43.480]  and work together for the kingdom
[00:13:43.480 --> 00:13:45.920]  that the church want to advance
[00:13:45.920 --> 00:13:47.840]  我們有沒有謙卑自己
[00:13:47.840 --> 00:13:50.080]  懷著同樣的這個心思
[00:13:50.080 --> 00:13:51.680]  一同為教會
[00:13:51.680 --> 00:13:54.640]  所推進的天國的施工努力呢
[00:13:54.640 --> 00:13:56.400]  By focusing on this question
[00:13:56.400 --> 00:13:58.040]  and act upon them
[00:13:58.040 --> 00:14:00.800]  We become a strong and united body
[00:14:00.800 --> 00:14:03.880]  capable of making a significant impact
[00:14:03.880 --> 00:14:05.560]  通過關注這些問題
[00:14:05.560 --> 00:14:07.280]  如果付諸行動的話
[00:14:07.280 --> 00:14:08.400]  我們就可以成為一個
[00:14:08.400 --> 00:14:10.480]  強大而團結的身體
[00:14:10.480 --> 00:14:12.360]  能夠產生重大的影響
[00:14:12.360 --> 00:14:14.320]  Our collective effort
[00:14:14.320 --> 00:14:17.440]  driven by love, forgiveness, care
[00:14:17.440 --> 00:14:18.920]  and shared vision
[00:14:18.920 --> 00:14:21.920]  can truly advance the cause of the kingdom
[00:14:21.920 --> 00:14:24.240]  我們如果集體的努力
[00:14:24.240 --> 00:14:28.240]  由愛、寬恕和共同的願景所驅動
[00:14:28.240 --> 00:14:31.520]  我們就能夠推進神國的事業
[00:14:31.520 --> 00:14:32.760]  Just recently
[00:14:32.760 --> 00:14:35.480]  we complete the 40-day campaign of SHAPE
[00:14:35.480 --> 00:14:36.800]  剛剛我們完成了
[00:14:36.800 --> 00:14:39.520]  40天的生命特製的運動
[00:14:39.520 --> 00:14:40.920]  If you look at the campaign
[00:14:40.920 --> 00:14:43.360]  with the self-centered perspective
[00:14:43.360 --> 00:14:46.200]  it will always be somewhat lacking
[00:14:46.200 --> 00:14:49.600]  那如果我們只是專注於看自己
[00:14:49.600 --> 00:14:52.440]  我們總會感到這是美中不足的
[00:14:52.440 --> 00:14:54.720]  No matter how much self-awareness
[00:14:54.720 --> 00:14:56.800]  we gain in the campaign
[00:14:56.800 --> 00:15:00.320]  if we focus mainly solely on ourselves
[00:15:00.320 --> 00:15:04.400]  we risk becoming a self-centered individual
[00:15:04.400 --> 00:15:07.280]  in this consumeristic culture
[00:15:07.280 --> 00:15:08.920]  因為我們無論對自己
[00:15:08.920 --> 00:15:10.680]  有多少的認識
[00:15:10.680 --> 00:15:16.760]  如果你只是專注在自己身上的話
[00:15:16.760 --> 00:15:19.240]  在這個消費主義的現代社會當中
[00:15:19.240 --> 00:15:24.000]  我們還是會成為一個以自我為中心的人
[00:15:24.000 --> 00:15:26.680]  The main focus of the 40-day campaign
[00:15:26.680 --> 00:15:28.960]  is Christ, not ourselves
[00:15:28.960 --> 00:15:33.680]  在這個40天的學習運動當中的主角
[00:15:33.680 --> 00:15:35.800]  不是我們而是基督
[00:15:35.800 --> 00:15:38.600]  The emphasis should be on the kingdom
[00:15:38.600 --> 00:15:41.040]  not about self-fulfillment
[00:15:41.040 --> 00:15:42.960]  這個重點應該是天國
[00:15:42.960 --> 00:15:45.080]  而不是我們自我的實現
[00:15:45.080 --> 00:15:46.680]  We must understand that
[00:15:46.680 --> 00:15:48.520]  finding our own shape
[00:15:48.520 --> 00:15:52.640]  is about discover our place in that kingdom
[00:15:52.640 --> 00:15:55.720]  我們要明白自己是獨特的形狀的
[00:15:55.720 --> 00:15:58.480]  是為了這個目的是為了找到
[00:15:58.480 --> 00:16:00.520]  自己在天國當中的位置
[00:16:00.520 --> 00:16:03.280]  What role will you play in that kingdom?
[00:16:03.280 --> 00:16:06.040]  你在天國當中要有什麼樣的位置呢
[00:16:06.040 --> 00:16:09.280]  How can you proactively take responsibility
[00:16:09.280 --> 00:16:12.280]  and express your own shape?
[00:16:12.280 --> 00:16:14.720]  你是不是可以主動的承擔責任
[00:16:14.720 --> 00:16:17.160]  發揮獨特的你呢
[00:16:17.160 --> 00:16:18.440]  No one can replace you
[00:16:18.440 --> 00:16:20.840]  if you do not participate in church
[00:16:20.840 --> 00:16:22.560]  沒有人可以取代你
[00:16:22.560 --> 00:16:26.560]  如果你不參加在這個教會當中
[00:16:26.560 --> 00:16:29.320]  The church is the body of Christ
[00:16:29.320 --> 00:16:31.720]  這個教會就是基督的身體
[00:16:31.720 --> 00:16:36.520]  I once used an analogy in the Cantonese congregation
[00:16:36.520 --> 00:16:39.040]  A person with two eyes
[00:16:39.040 --> 00:16:41.120]  我曾經講過一個比喻
[00:16:41.120 --> 00:16:43.240]  就是一個人有兩隻眼睛
[00:16:43.240 --> 00:16:45.720]  If one eye chooses not to see
[00:16:45.720 --> 00:16:46.840]  Don't you say that
[00:16:46.840 --> 00:16:50.000]  the other eye can replace the non-seeing eye?
[00:16:50.000 --> 00:16:52.440]  如果你的一隻眼睛選擇不看見
[00:16:52.440 --> 00:16:54.080]  你就不能只說
