
[00:00:00.000 --> 00:00:03.000]  今天的題目叫「當親近神」
[00:06:00.000 --> 00:06:01.000]  很可惜
[00:06:01.000 --> 00:06:03.000]  當然人類就是犯罪
[00:06:03.000 --> 00:06:06.000]  以致他落在罪惡的權勢裏面
[00:06:06.000 --> 00:06:08.000]  我們真的失去了
[00:06:08.000 --> 00:06:10.000]  我們最寶貴的身份
[00:06:10.000 --> 00:06:12.000]  我們本來每天都可以和上帝聊天
[00:06:12.000 --> 00:06:14.000]  你記得亞當夏娃都是這樣
[00:06:14.000 --> 00:06:15.000]  但是跟著他們就
[00:06:15.000 --> 00:06:16.000]  和上帝是越來越疏遠
[00:06:16.000 --> 00:06:18.000]  是因為罪的關係
[00:06:18.000 --> 00:06:20.000]  究竟罪是從哪裏來的呢
[00:06:20.000 --> 00:06:21.000]  而那個身為魔鬼
[00:06:21.000 --> 00:06:23.000]  是不是一定是這麼恐怖的事呢
[00:06:23.000 --> 00:06:24.000]  我們長話短說
[00:06:24.000 --> 00:06:27.000]  因為鳳園祈禱已經提過這個內容
[00:06:27.000 --> 00:06:29.000]  我們在我們聖經裏面
[00:06:29.000 --> 00:06:31.000]  是讓我們去明白上帝
[00:06:31.000 --> 00:06:34.000]  明白上帝所創造的天地
[00:06:34.000 --> 00:06:36.000]  但是我們很多時候
[00:06:36.000 --> 00:06:37.000]  在那個理解上面
[00:06:37.000 --> 00:06:39.000]  我們一直就看到花草樹木
[00:06:39.000 --> 00:06:40.000]  做動物
[00:06:40.000 --> 00:06:41.000]  做我們的故事
[00:06:41.000 --> 00:06:42.000]  但是你要知道
[00:06:42.000 --> 00:06:44.000]  在第一節說得很清楚
[00:06:44.000 --> 00:06:45.000]  他說起初上帝創造
[00:06:45.000 --> 00:06:46.000]  我們這個天地的時候
[00:06:46.000 --> 00:06:49.000]  那個地是空虛混沌
[00:06:49.000 --> 00:06:50.000]  冤面黑暗的
[00:06:50.000 --> 00:06:54.000]  就是說在那裏是一個狀態或一個空間
[00:06:54.000 --> 00:06:55.000]  我們不知道怎麼去形容
[00:06:55.000 --> 00:06:58.000]  但是如果你看哥勞西書的一章十六節
[00:06:58.000 --> 00:06:59.000]  我們比較清楚一點
[00:06:59.000 --> 00:07:01.000]  他講到上帝的創造
[00:07:01.000 --> 00:07:03.000]  原來不只是我們看
[00:07:03.000 --> 00:07:05.000]  那個創造故事的花草樹木
[00:07:05.000 --> 00:07:07.000]  那個的開端
[00:07:07.000 --> 00:07:09.000]  原來他說上帝是創造了一個
[00:07:09.000 --> 00:07:10.000]  看得見的世界
[00:07:10.000 --> 00:07:12.000]  和一個看不到的世界
[00:07:12.000 --> 00:07:16.000]  就是說靈界都是上帝的創造
[00:07:16.000 --> 00:07:17.000]  甚至很多簡經學家
[00:07:17.000 --> 00:07:20.000]  其實這個就是說地是空虛混沌之前
[00:07:20.000 --> 00:07:22.000]  那個的景況
[00:07:22.000 --> 00:07:24.000]  就是一個靈界的狀態
[00:07:24.000 --> 00:07:26.000]  然後才出現了
[00:07:26.000 --> 00:07:27.000]  我們今天看到
[00:07:27.000 --> 00:07:28.000]  摸得到
[00:07:28.000 --> 00:07:29.000]  眼見得到的
[00:07:29.000 --> 00:07:30.000]  所謂這個是世界
[00:07:30.000 --> 00:07:32.000]  而在整本聖經裏面
[00:07:32.000 --> 00:07:33.000]  點點滴滴
[00:07:33.000 --> 00:07:34.000]  聚積下來的時候
[00:07:34.000 --> 00:07:36.000]  我們看到一幅圖畫
[00:07:36.000 --> 00:07:37.000]  就是在靈界裏面
[00:07:37.000 --> 00:07:40.000]  上帝創造了一樣的東西
[00:07:40.000 --> 00:07:42.000]  那樣東西我們簡單來講
[00:07:42.000 --> 00:07:44.000]  我們就叫做靈
[00:07:44.000 --> 00:07:46.000]  因為它是靈界
[00:07:46.000 --> 00:07:47.000]  但是靈的裏面
[00:07:47.000 --> 00:07:48.000]  原來突然間發現
[00:07:48.000 --> 00:07:51.000]  有分別了善和惡的
[00:07:51.000 --> 00:07:52.000]  我們一般看到
[00:07:52.000 --> 00:07:53.000]  覺得尾善的
[00:07:53.000 --> 00:07:55.000]  那個就是天使
[00:07:55.000 --> 00:07:56.000]  我們用這個形容
[00:07:56.000 --> 00:07:57.000]  天使
[00:07:57.000 --> 00:07:58.000]  但是
[00:07:58.000 --> 00:07:59.000]  我們如果是覺得
[00:07:59.000 --> 00:08:00.000]  那個天使是很惡的
[00:08:00.000 --> 00:08:01.000]  惡魔的
[00:08:01.000 --> 00:08:03.000]  我們通常就叫他惡魔
[00:08:03.000 --> 00:08:04.000]  邪靈
[00:08:04.000 --> 00:08:07.000]  或者是叫做魔鬼
[00:08:07.000 --> 00:08:08.000]  所以我簡單來講
[00:08:08.000 --> 00:08:09.000]  就是說
[00:08:09.000 --> 00:08:12.000]  在我們人類出現的這個世界裏面
[00:08:12.000 --> 00:08:15.000]  事實上靈界是存在的
[00:08:15.000 --> 00:08:17.000]  而當中的管轄者
[00:08:17.000 --> 00:08:18.000]  或者那個帶領者
[00:08:18.000 --> 00:08:20.000]  就是那惡者
[00:08:20.000 --> 00:08:21.000]  我們叫做撒旦
[00:08:21.000 --> 00:08:22.000]  那個敵黨上帝的
[00:08:22.000 --> 00:08:24.000]  或者叫做LUCIFER
[00:08:24.000 --> 00:08:25.000]  something like that
[00:08:25.000 --> 00:08:26.000]  總之他是有
[00:08:26.000 --> 00:08:29.000]  三分之一被創造的天使
[00:08:29.000 --> 00:08:30.000]  跟著他
[00:08:30.000 --> 00:08:31.000]  你都是去墮落
[00:08:31.000 --> 00:08:34.000]  而他是活在一個世界裏面
[00:08:34.000 --> 00:08:36.000]  這個世界裏面上是框著的
[00:08:36.000 --> 00:08:38.000]  就是一個敵黨上帝的勢力
[00:08:38.000 --> 00:08:40.000]  凝聚了在somewhere
[00:08:40.000 --> 00:08:41.000]  我們簡單來講
[00:08:41.000 --> 00:08:43.000]  就是稱這個叫做聚
[00:08:43.000 --> 00:08:45.000]  聚的權勢
[00:08:45.000 --> 00:08:47.000]  耶穌基督要寫十字架上面
[00:08:47.000 --> 00:08:49.000]  去粉碎的
[00:08:49.000 --> 00:08:51.000]  就是這個權勢
[00:08:51.000 --> 00:08:52.000]  還有為什麼上帝
[00:08:52.000 --> 00:08:54.000]  是要粉碎這個權勢呢
[00:08:54.000 --> 00:08:56.000]  這個是值得我們注意的
[00:08:56.000 --> 00:08:59.000]  原因是因為他所愛的人類
[00:08:59.000 --> 00:09:03.000]  卻被那惡者引誘犯罪
[00:09:03.000 --> 00:09:05.000]  從上帝的這一邊
[00:09:05.000 --> 00:09:08.000]  走了過去他那邊
[00:09:08.000 --> 00:09:10.000]  成為他的俘虜
[00:09:10.000 --> 00:09:13.000]  於是整個救恩
[00:09:13.000 --> 00:09:15.000]  就是上帝出現的
[00:09:15.000 --> 00:09:16.000]  一個拯救的計劃
[00:09:16.000 --> 00:09:18.000]  以致耶穌基督要講
[00:09:18.000 --> 00:09:19.000]  寫十字架上面
[00:09:19.000 --> 00:09:20.000]  諸如此類的事情
[00:09:20.000 --> 00:09:22.000]  為的事就是要粉碎了
[00:09:22.000 --> 00:09:24.000]  瓦解了這個KK元
[00:09:24.000 --> 00:09:26.000]  把這個人類
[00:09:26.000 --> 00:09:29.000]  在當中救出來
[00:09:29.000 --> 00:09:31.000]  大約是這樣
[00:09:31.000 --> 00:09:32.000]  所以這個例子
[00:09:32.000 --> 00:09:33.000]  大家應該會理解一點
[00:09:33.000 --> 00:09:34.000]  問題來了
[00:09:34.000 --> 00:09:37.000]  問題就是我們這班人類
[00:09:37.000 --> 00:09:39.000]  特別我們這班基督徒
[00:09:39.000 --> 00:09:41.000]  今天我們信了主
[00:09:41.000 --> 00:09:43.000]  我們因為聖靈的光照
[00:09:43.000 --> 00:09:45.000]  聖靈的內著
[00:09:45.000 --> 00:09:47.000]  的而且確令到我們
[00:09:47.000 --> 00:09:49.000]  對於這個世界
[00:09:49.000 --> 00:09:50.000]  有另一個的認識
[00:09:50.000 --> 00:09:53.000]  我們知道有正有邪的這一邊
[00:09:53.000 --> 00:09:55.000]  我們經常都會說
[00:09:55.000 --> 00:09:56.000]  屬靈爭戰
[00:09:56.000 --> 00:09:57.000]  但是今天我很想
[00:09:57.000 --> 00:10:00.000]  每一個頂姐妹你要理解
[00:10:00.000 --> 00:10:02.000]  有時候我們太過
[00:10:02.000 --> 00:10:04.000]  誇大了魔鬼的勢力
[00:10:04.000 --> 00:10:05.000]  有時候你見到
[00:10:05.000 --> 00:10:06.000]  很多人都會說
[00:10:06.000 --> 00:10:08.000]  這個屬靈爭戰
[00:10:08.000 --> 00:10:09.000]  有時候魔鬼攻擊
[00:10:09.000 --> 00:10:11.000]  這裡又有什麼邪靈合祭
[00:10:11.000 --> 00:10:14.000]  總之很多不同的terms
[00:10:14.000 --> 00:10:15.000]  有沒有想過
[00:10:15.000 --> 00:10:16.000]  其實我們的嘴巴
[00:10:16.000 --> 00:10:18.000]  是用來讚美主
[00:10:18.000 --> 00:10:20.000]  用來頌讚主的
[00:10:20.000 --> 00:10:21.000]  但是往往我們
[00:10:21.000 --> 00:10:23.000]  都是提魔鬼
[00:10:23.000 --> 00:10:25.000]  就是多過提我們的上帝
[00:10:25.000 --> 00:10:27.000]  雖然癡默都是
[00:10:27.000 --> 00:10:28.000]  always在一個
[00:10:28.000 --> 00:10:29.000]  都是禱告服侍
[00:10:29.000 --> 00:10:30.000]  這個趕鬼
[00:10:30.000 --> 00:10:32.000]  或者釋放事工的裏面
[00:10:32.000 --> 00:10:33.000]  但是你見到我們很少
[00:10:33.000 --> 00:10:35.000]  拿那些出來講見證
[00:10:35.000 --> 00:10:36.000]  最重要就是
[00:10:36.000 --> 00:10:38.000]  為什麼我們要經常提那惡者
[00:10:38.000 --> 00:10:39.000]  是不是
[00:10:39.000 --> 00:10:40.000]  反而我們要去讚美
[00:10:40.000 --> 00:10:41.000]  我們要去講見證的
[00:10:41.000 --> 00:10:43.000]  是應該要告訴別人
[00:10:43.000 --> 00:10:45.000]  我們的上帝是何等的真實
[00:10:45.000 --> 00:10:47.000]  所以如果你的心目當中
[00:10:47.000 --> 00:10:49.000]  想像出現了這幅圖畫
[00:10:49.000 --> 00:10:50.000]  我今天希望你
[00:10:50.000 --> 00:10:52.000]  能夠重新校正你的想法
[00:10:52.000 --> 00:10:53.000]  第一
[00:10:53.000 --> 00:10:55.000]  跟Galileo講
[00:10:55.000 --> 00:10:57.000]  魔鬼是沒有能力
[00:10:57.000 --> 00:10:59.000]  跟耶穌鬥的
[00:10:59.000 --> 00:11:03.000]  我們太看得起他了
[00:11:03.000 --> 00:11:05.000]  經常以為神魔大戰
[00:11:05.000 --> 00:11:07.000]  就像拿渣那樣
[00:11:07.000 --> 00:11:10.000]  魔鬼被創造
[00:11:10.000 --> 00:11:12.000]  聖經講得很清楚
[00:11:12.000 --> 00:11:13.000]  他的角色
[00:11:13.000 --> 00:11:14.000]  他的身份
[00:11:14.000 --> 00:11:16.000]  他只是一個復役的靈
[00:11:16.000 --> 00:11:19.000]  意思就是說
[00:11:19.000 --> 00:11:21.000]  他不是創造主
[00:11:21.000 --> 00:11:22.000]  我們所信的神
[00:11:22.000 --> 00:11:23.000]  是三位一體的上帝
[00:11:23.000 --> 00:11:25.000]  他最重要的是創造主
[00:11:25.000 --> 00:11:27.000]  靈界是他創造的
[00:11:27.000 --> 00:11:29.000]  物質的世界是他創造的
[00:11:29.000 --> 00:11:30.000]  那惡者
[00:11:30.000 --> 00:11:32.000]  都是上帝的創造
[00:11:32.000 --> 00:11:33.000]  ok
[00:11:33.000 --> 00:11:34.000]  當然你會問
[00:11:34.000 --> 00:11:35.000]  為甚麼他會叛逆
[00:11:35.000 --> 00:11:36.000]  諸如此類
[00:11:36.000 --> 00:11:37.000]  很坦白
[00:11:37.000 --> 00:11:38.000]  我們都信耶穌
[00:11:38.000 --> 00:11:39.000]  我們都很叛逆
[00:11:39.000 --> 00:11:40.000]  所以這個其他先講
[00:11:40.000 --> 00:11:44.000]  當拿惡者出現了的時候
[00:11:44.000 --> 00:11:46.000]  叛變或者五逆的勢力
[00:11:46.000 --> 00:11:47.000]  出現了的時候
[00:11:47.000 --> 00:11:48.000]  上帝怎樣做
[00:11:48.000 --> 00:11:51.000]  上帝是沒有切行救法的
[00:11:51.000 --> 00:11:52.000]  I am sorry
[00:11:52.000 --> 00:11:54.000]  我真的不得不承認
[00:11:54.000 --> 00:11:56.000]  因為我三十多年前
[00:11:56.000 --> 00:11:57.000]  第一個個案
[00:11:57.000 --> 00:11:59.000]  被人挑戰過這個問題
[00:11:59.000 --> 00:12:01.000]  剛剛最近遇到的個案
[00:12:01.000 --> 00:12:02.000]  都是一樣
[00:12:02.000 --> 00:12:03.000]  我只是知道
[00:12:03.000 --> 00:12:04.000]  我們人類要感謝上帝
[00:12:04.000 --> 00:12:06.000]  因為上帝有拯救我們
[00:12:06.000 --> 00:12:07.000]  究竟上帝怎樣去處理
[00:12:07.000 --> 00:12:09.000]  叛逆了的魔鬼
[00:12:09.000 --> 00:12:10.000]  這個可能
[00:12:10.000 --> 00:12:11.000]  將來我們有機會知道
[00:12:11.000 --> 00:12:12.000]  這個大結局
[00:12:12.000 --> 00:12:13.000]  ok
[00:12:13.000 --> 00:12:14.000]  但聖經只說
[00:12:14.000 --> 00:12:15.000]  這個的
[00:12:15.000 --> 00:12:17.000]  反叛的靈
[00:12:17.000 --> 00:12:18.000]  這個魔鬼撒旦
[00:12:18.000 --> 00:12:19.000]  是被上帝
[00:12:19.000 --> 00:12:21.000]  在天上面去摔下
[00:12:21.000 --> 00:12:23.000]  然後有個範圍
[00:12:23.000 --> 00:12:24.000]  這個就是
[00:12:24.000 --> 00:12:26.000]  他暫時處理的地方
[00:12:26.000 --> 00:12:27.000]  將來
[00:12:27.000 --> 00:12:29.000]  其實他the end of the world
[00:12:29.000 --> 00:12:31.000]  他會落到所謂地獄裡面
[00:12:31.000 --> 00:12:33.000]  那個就是最終審判的時候
[00:12:33.000 --> 00:12:35.000]  為什麼這段時間會拖長
[00:12:35.000 --> 00:12:36.000]  頂子妹
[00:12:36.000 --> 00:12:37.000]  我們要去做一個
[00:12:37.000 --> 00:12:38.000]  很感激的心
[00:12:38.000 --> 00:12:39.000]  上帝說
[00:12:39.000 --> 00:12:40.000]  為什麼時間擔延
[00:12:40.000 --> 00:12:42.000]  為什麼主你不馬上回來
[00:12:42.000 --> 00:12:44.000]  因為上帝是想
[00:12:44.000 --> 00:12:45.000]  多一個人可以得救
[00:12:45.000 --> 00:12:46.000]  同教理去說
[00:12:46.000 --> 00:12:48.000]  上帝願意人人都得救
[00:12:48.000 --> 00:12:51.000]  耶穌基督降世的偉大
[00:12:51.000 --> 00:12:52.000]  是在於
[00:12:52.000 --> 00:12:54.000]  祂要在這個罪惡當中
[00:12:54.000 --> 00:12:57.000]  將人類拯救回來
[00:12:57.000 --> 00:12:58.000]  這一個對於我來說
[00:12:58.000 --> 00:13:00.000]  是一個很重要的階任
[00:13:00.000 --> 00:13:02.000]  今天我們憑什麼說
[00:13:02.000 --> 00:13:04.000]  我們不需要害怕那惡者
[00:13:04.000 --> 00:13:06.000]  是因為當信主耶穌之後
[00:13:06.000 --> 00:13:09.000]  罪的權勢已經被拆毀
[00:13:09.000 --> 00:13:11.000]  我們被釋放
[00:13:11.000 --> 00:13:13.000]  我們的身份是回來了
[00:13:13.000 --> 00:13:14.000]  記住
[00:13:14.000 --> 00:13:15.000]  我們是誰
[00:13:15.000 --> 00:13:17.000]  我們是上帝的兒女
[00:13:17.000 --> 00:13:20.000]  這一個是我們無可推諉的
[00:13:20.000 --> 00:13:21.000]  無論你是什麼樣子
[00:13:21.000 --> 00:13:23.000]  無論你覺得自己好與不好
[00:13:23.000 --> 00:13:25.000]  你的身份是不會改變
[00:13:25.000 --> 00:13:27.000]  我相信做父母就明白
[00:13:27.000 --> 00:13:30.000]  無論你的子女有多困難
[00:13:30.000 --> 00:13:31.000]  多墮落
[00:13:31.000 --> 00:13:33.000]  甚至可能坐牢
[00:13:33.000 --> 00:13:34.000]  但是
[00:13:34.000 --> 00:13:37.000]  只要他被釋放出來的時候
[00:13:37.000 --> 00:13:39.000]  父母一定會打開雙手
[00:13:39.000 --> 00:13:41.000]  迎接他回來
[00:13:41.000 --> 00:13:42.000]  所以我們
[00:13:42.000 --> 00:13:43.000]  在神的面前
[00:13:43.000 --> 00:13:45.000]  真是存在著一個很感恩的心
[00:13:45.000 --> 00:13:46.000]  想得愛我們
[00:13:46.000 --> 00:13:48.000]  愛到一個這樣的地步
[00:13:48.000 --> 00:13:49.000]  真是不計較
[00:13:49.000 --> 00:13:51.000]  我們在什麼狀態
[00:13:51.000 --> 00:13:52.000]  只是因為
[00:13:52.000 --> 00:13:54.000]  我們是祂的兒女
[00:13:54.000 --> 00:13:56.000]  所以《雅各書》裡說
[00:13:56.000 --> 00:13:58.000]  為什麼今天這麼多基督徒
[00:13:58.000 --> 00:14:01.000]  都常常在一個所謂屬靈的爭戰裡
[00:14:01.000 --> 00:14:03.000]  某程度來說
[00:14:03.000 --> 00:14:04.000]  是屬靈
[00:14:04.000 --> 00:14:05.000]  但是也是屬肉體
[00:14:05.000 --> 00:14:07.000]  《雅各書》第一次說
[00:14:07.000 --> 00:14:08.000]  你們中間的爭鬥
[00:14:08.000 --> 00:14:10.000]  你的戰爭是從哪裡來的
[00:14:10.000 --> 00:14:14.000]  豈不是從我們百體當中的私慾出來
[00:14:14.000 --> 00:14:16.000]  如果在激烈神奇會
[00:14:16.000 --> 00:14:18.000]  一路上一路下
[00:14:18.000 --> 00:14:19.000]  你就知道
[00:14:19.000 --> 00:14:21.000]  我們是被上帝教導
[00:14:21.000 --> 00:14:23.000]  好好地面對的是自己
