
[00:00:00.000 --> 00:00:06.520]  今天跟大家講的主題就是
[00:04:03.700 --> 00:04:06.300]  是神有一個永恆的救恩計劃
[00:04:06.300 --> 00:04:09.740]  從創世以前開始預備了救恩
[00:04:09.740 --> 00:04:11.660]  到人類的創造
[00:04:11.660 --> 00:04:14.060]  後來人類的犯罪墜落
[00:04:14.060 --> 00:04:16.260]  以至到一路發展人類的歷史
[00:04:16.260 --> 00:04:21.140]  到最後將來神要更新、變化全地和所有人
[00:04:21.140 --> 00:04:22.620]  整個的救恩計劃
[00:04:22.620 --> 00:04:24.340]  神已經預備好
[00:04:24.340 --> 00:04:26.340]  而且啟示在聖經裏面
[00:04:26.340 --> 00:04:28.340]  所以給我們一個十足的信心
[00:04:28.340 --> 00:04:30.780]  就是知道今天我們所面對的困境
[00:04:30.780 --> 00:04:32.140]  神一早知道
[00:04:32.140 --> 00:04:36.420]  我們所面對的這些人類歷史當中的艱難和挑戰
[00:04:36.420 --> 00:04:38.020]  神在那裏掌管
[00:04:38.020 --> 00:04:41.940]  而最終的祂是帶出一個救恩
[00:04:41.940 --> 00:04:45.260]  這就是祂整個永恆救恩的中心
[00:04:45.260 --> 00:04:49.700]  就是為這個罪和在困境當中的人類
[00:04:49.700 --> 00:04:51.460]  來開一條出路
[00:04:51.460 --> 00:04:53.180]  而且是唯一的出路
[00:04:53.180 --> 00:04:55.900]  這條唯一的出路就是耶穌基督在人類歷史當中
[00:04:55.900 --> 00:04:57.980]  親自來過我們當中
[00:04:57.980 --> 00:05:01.380]  為我們預備了永恆的救恩
[00:05:01.380 --> 00:05:03.100]  所以今天當我們去思想
[00:05:03.100 --> 00:05:05.100]  竟然在創世紀的時候
[00:05:05.100 --> 00:05:08.740]  這些人物記載下來和他們生平的歷史當中
[00:05:08.740 --> 00:05:10.380]  原來這麼奇妙
[00:05:10.380 --> 00:05:13.340]  我們成就了在幾千年之後
[00:05:13.340 --> 00:05:16.660]  耶穌基督為我們預備的救恩
[00:05:16.660 --> 00:05:20.140]  這些仔細的安排
[00:05:20.140 --> 00:05:24.900]  讓我們讚嘆上帝是耿古常傳的神
[00:05:24.900 --> 00:05:28.220]  也讓我們更加的專心信靠祂
[00:05:28.220 --> 00:05:31.340]  面對我們有限短暫的人生
[00:05:31.340 --> 00:05:36.140]  我們知道有一位永恆無限的主在掌管
[00:05:36.140 --> 00:05:37.580]  所以今天和大家去思想
[00:05:37.580 --> 00:05:40.220]  第一個人物就是默基西德
[00:05:40.220 --> 00:05:43.740]  他記載在創世紀第十四章
[00:05:43.740 --> 00:05:48.380]  默基西德是至高神的祭司
[00:05:48.380 --> 00:05:51.220]  如果你留意創世紀
[00:05:51.220 --> 00:05:52.620]  到了第十一、十二章
[00:05:52.620 --> 00:05:55.380]  特別是十二章就轉了一個角度
[00:05:55.380 --> 00:05:58.620]  就是神從全世界本來創造全人類
[00:05:58.620 --> 00:06:01.460]  一直收集收集收集
[00:06:01.460 --> 00:06:03.100]  去揀選了一個人
[00:06:03.100 --> 00:06:04.620]  就是亞伯拉罕
[00:06:04.620 --> 00:06:07.340]  而亞伯拉罕就發展出一個新的族類
[00:06:07.340 --> 00:06:10.940]  就是希伯來人和以色列的民族
[00:06:10.940 --> 00:06:12.540]  神要透過這個民族
[00:06:12.540 --> 00:06:16.500]  來啟示祂的救贖計劃
[00:06:16.500 --> 00:06:19.340]  所以我們看到正本聖經一直下來的時候
[00:06:19.340 --> 00:06:24.420]  摩西五經歷史書就集中在以色列的歷史
[00:06:24.420 --> 00:06:27.460]  先知書也是以色列的歷史
[00:06:27.460 --> 00:06:28.780]  但是在這些過程裡面
[00:06:28.780 --> 00:06:31.660]  我們發覺他偶爾提到萬國萬族
[00:06:31.660 --> 00:06:34.300]  其他外邦國家等等
[00:06:34.300 --> 00:06:37.420]  原來我們發覺到創世紀十二章
[00:06:37.420 --> 00:06:39.980]  在轉到收集的角度
[00:06:39.980 --> 00:06:44.580]  去到亞伯拉罕和祂的家族裡面的時候
[00:06:44.580 --> 00:06:48.980]  但是其他世界各國的人還在存活
[00:06:48.980 --> 00:06:51.260]  原來我們看到神是預備
[00:06:51.260 --> 00:06:52.500]  到了第十四章
[00:06:52.500 --> 00:06:56.580]  忽然間走出一個不是亞伯拉罕的民族
[00:06:56.580 --> 00:06:59.380]  但是祂是高於亞伯拉罕的
[00:06:59.380 --> 00:07:03.500]  你看到神仍然掌管全地和作為
[00:07:03.500 --> 00:07:04.980]  祂有祂的作為
[00:07:04.980 --> 00:07:06.220]  所以我們看到
[00:07:06.220 --> 00:07:09.020]  為什麼忽然間走出一個墨跡洗德呢?
[00:07:09.020 --> 00:07:11.500]  因為祂有一個很強烈的預表性
[00:07:11.500 --> 00:07:14.380]  我們看看創世紀第十四章
[00:07:14.380 --> 00:07:17.500]  我們選讀十七到二十節的經文
[00:07:17.500 --> 00:07:19.660]  大家找到的時候
[00:07:19.660 --> 00:07:21.820]  一起讀出這幾節經文
[00:07:21.820 --> 00:07:23.260]  請讀
[00:07:23.260 --> 00:07:27.140]  亞伯拉罕撒拜基大老馬
[00:07:27.140 --> 00:07:30.460]  和與他同盟的王回來的時候
[00:07:30.460 --> 00:07:32.220]  所多馬王出來
[00:07:32.220 --> 00:07:34.820]  在沙媚谷迎接他
[00:07:34.820 --> 00:07:36.620]  沙媚谷就是王谷
[00:07:36.620 --> 00:07:39.940]  就是當時四王和五王爭戰
[00:07:39.940 --> 00:07:42.860]  有很多的王都在那裡聚集
[00:07:42.860 --> 00:07:44.100]  又有撒冷王
[00:07:44.100 --> 00:07:44.980]  這是其中一個王
[00:07:44.980 --> 00:07:47.140]  撒冷王就是墨跡洗德
[00:07:47.140 --> 00:07:50.340]  帶著餅和酒出來迎接
[00:07:50.340 --> 00:07:53.820]  他是至高上帝的祭司
[00:07:53.820 --> 00:07:55.380]  十九節
[00:07:55.380 --> 00:07:58.500]  他為亞伯蘭祝福說
[00:07:58.500 --> 00:07:59.900]  願天地的主
[00:07:59.900 --> 00:08:03.180]  至高的上帝賜福於亞伯蘭
[00:08:03.180 --> 00:08:06.420]  至高的上帝把敵人交在你手裡
[00:08:06.420 --> 00:08:08.260]  是應當稱頌的
[00:08:08.260 --> 00:08:12.940]  亞伯蘭就把所得的拿出十分之一來
[00:08:12.940 --> 00:08:15.220]  給墨跡洗德
[00:08:15.220 --> 00:08:19.020]  所以這幾節經文簡單記載了這個人物
[00:08:19.020 --> 00:08:22.460]  這個人物很清楚地說
[00:08:22.460 --> 00:08:24.980]  是很特別的
[00:08:24.980 --> 00:08:28.860]  他一介紹就說是至高上帝的祭司
[00:08:28.860 --> 00:08:30.340]  而且他是認識天地的主
[00:08:30.340 --> 00:08:32.140]  至高的神
[00:08:32.140 --> 00:08:33.500]  在這裡記載
[00:08:33.500 --> 00:08:36.300]  真的只有這一次
[00:08:36.300 --> 00:08:37.460]  在舊約
[00:08:37.460 --> 00:08:38.940]  所以是前無古人
[00:08:38.940 --> 00:08:40.100]  後無來者
[00:08:40.100 --> 00:08:42.380]  忽然間就走出這個人物
[00:08:42.380 --> 00:08:45.540]  他很明顯有一個非常的獨特性
[00:08:45.540 --> 00:08:50.700]  還有我們知道他有一個很強烈的基督語表性
[00:08:50.700 --> 00:08:51.660]  在這裡有幾個重點
[00:08:51.660 --> 00:08:52.740]  第一他是撒冷王
[00:08:52.740 --> 00:08:53.980]  他是一個王
[00:08:53.980 --> 00:08:57.100]  雖然是個小的國家
[00:08:57.100 --> 00:08:59.260]  而且是很特別的一個國家
[00:08:59.260 --> 00:09:00.620]  他是撒冷王
[00:09:00.620 --> 00:09:03.300]  我們知道以色列將來的歷史
[00:09:03.300 --> 00:09:05.980]  是離不開耶路撒冷
[00:09:05.980 --> 00:09:08.140]  到後來新天新地的時候
[00:09:08.140 --> 00:09:10.060]  都會叫新耶路撒冷
[00:09:10.060 --> 00:09:13.460]  所以撒冷特別神揀選了這個地方
[00:09:13.460 --> 00:09:16.340]  他叫做至高神的祭司
[00:09:16.340 --> 00:09:18.300]  至高神的祭司
[00:09:18.300 --> 00:09:21.660]  他是認識這位至高的上帝的
[00:09:21.660 --> 00:09:25.460]  而且神立他為他獨特的祭司
[00:09:25.460 --> 00:09:29.780]  當時以色列還沒有祭司制度
[00:09:29.780 --> 00:09:31.780]  就已經有了這個祭司
[00:09:31.780 --> 00:09:33.540]  是神選立出來的
[00:09:33.540 --> 00:09:35.980]  他帶著餅和酒
[00:09:35.980 --> 00:09:40.300]  帶出來表達這種供應的來源
[00:09:40.300 --> 00:09:44.580]  餅和酒我們相信也是很有儒表的意義
[00:09:44.580 --> 00:09:46.460]  為亞伯蘭祝福
[00:09:46.460 --> 00:09:48.940]  然後亞伯蘭就向他獻十分之一
[00:09:48.940 --> 00:09:51.940]  這裡簡單記載了這幾個重點
[00:09:51.940 --> 00:09:55.340]  所以在這個默基西德出現來說
[00:09:55.340 --> 00:09:56.060]  我們再說
[00:09:56.060 --> 00:09:59.860]  當時除了亞伯拉罕之外
[00:09:59.860 --> 00:10:02.220]  在世界上其他的民族當中
[00:10:02.220 --> 00:10:03.420]  神顧不顧念
[00:10:03.420 --> 00:10:04.860]  有沒有祂的作為
[00:10:04.860 --> 00:10:06.540]  有沒有祂的掌管
[00:10:06.540 --> 00:10:07.540]  有
[00:10:07.540 --> 00:10:12.580]  因為雖然鏡頭集中在亞伯拉罕和他後來的事
[00:10:12.580 --> 00:10:15.100]  但忽然間拉出來看
[00:10:15.100 --> 00:10:18.980]  原來神在其他地方是有祂的作為
[00:10:18.980 --> 00:10:26.100]  忽然間顯現出人類當中一個特別的人物
[00:10:26.100 --> 00:10:28.580]  是神在撒冷城當中
[00:10:28.580 --> 00:10:30.460]  在王裡面動了功
[00:10:30.460 --> 00:10:33.780]  然後叫他成為侍奉神的祭司
[00:10:33.780 --> 00:10:39.900]  所以我們看到神就設立他為至高神的祭司
[00:10:39.900 --> 00:10:41.940]  是預表耶穌基督
[00:10:41.940 --> 00:10:44.860]  他是神所設立的大祭司
[00:10:44.860 --> 00:10:47.940]  耶穌基督就是神與人的宗報
[00:10:47.940 --> 00:10:52.340]  這個預表性為何能夠解釋清楚呢?
[00:10:52.340 --> 00:10:53.740]  我們就要看新約了
[00:10:53.740 --> 00:10:56.020]  因為在希伯來書第七章
[00:10:56.020 --> 00:10:57.260]  新約的聖經裡面
[00:10:57.260 --> 00:11:01.940]  將這個詳細的預表的意義解釋得很清楚
[00:11:01.940 --> 00:11:04.620]  所以我們讀一讀希伯來書的經文
[00:11:04.620 --> 00:11:08.060]  我們由第一節讀到差不多尾
[00:11:08.060 --> 00:11:08.980]  二十幾節的
[00:11:08.980 --> 00:11:10.340]  大家慢慢讀好嗎?
[00:11:10.340 --> 00:11:12.780]  請大家一起讀出
[00:11:12.780 --> 00:11:15.500]  「這默基西德就是撒冷王
[00:11:15.500 --> 00:11:18.340]  又是至高上帝的祭司
[00:11:18.340 --> 00:11:20.900]  本是長遠為祭司的
[00:11:20.900 --> 00:11:24.300]  他當亞伯拉罕撒拜諸王回來的時候
[00:11:24.300 --> 00:11:25.500]  就迎接他
[00:11:25.500 --> 00:11:27.020]  給他祝福
[00:11:27.020 --> 00:11:29.780]  亞伯拉罕也將自己所得來的
[00:11:29.780 --> 00:11:31.540]  取十分之一給他
[00:11:31.540 --> 00:11:32.500]  他投了個名
[00:11:32.500 --> 00:11:35.300]  翻出來就是仁義王
[00:11:35.300 --> 00:11:38.420]  他又叫又名撒冷王
[00:11:38.420 --> 00:11:39.380]  撒冷是什麼意思呢?
[00:11:39.380 --> 00:11:42.060]  就是平安王的意思
[00:11:42.060 --> 00:11:42.660]  第三節
[00:11:42.660 --> 00:11:45.620]  他無父無母無族譜
[00:11:45.620 --> 00:11:47.900]  無生之始無命之終
[00:11:47.900 --> 00:11:50.300]  乃是與上帝的兒子相似」
[00:11:50.300 --> 00:11:53.220]  所以我們看到預表性就在這裡
[00:11:53.220 --> 00:11:54.300]  「你們想一想
[00:11:54.300 --> 00:11:58.020]  先祖亞伯拉罕將自己所拿來上等之物
[00:11:58.020 --> 00:11:59.980]  取十分之一給他
[00:11:59.980 --> 00:12:03.220]  這人是何等尊貴呢?
[00:12:03.220 --> 00:12:06.540]  那得祭司職任的利微子孫
[00:12:06.540 --> 00:12:10.140]  領名照例向百姓取十分之一
[00:12:10.140 --> 00:12:12.780]  這百姓是自己的兄弟
[00:12:12.780 --> 00:12:15.620]  須是從亞伯拉罕身上生的
[00:12:15.620 --> 00:12:17.660]  還是照例取十分之一」
[00:12:17.660 --> 00:12:19.700]  這個意思就是說其他那些人
[00:12:19.700 --> 00:12:23.460]  都拿十分之一給侍奉神的利微子孫
[00:12:23.460 --> 00:12:25.700]  這些祭司
[00:12:25.700 --> 00:12:27.860]  唯獨墨基齊德反過來
[00:12:27.860 --> 00:12:29.300]  不與他們同袍
[00:12:29.300 --> 00:12:30.460]  他不是利微人
[00:12:30.460 --> 00:12:33.500]  「倒收納亞伯拉罕之十分之一
[00:12:33.500 --> 00:12:37.540]  為那蒙英許的亞伯拉罕祝福
[00:12:37.540 --> 00:12:39.220]  從來為份大的
[00:12:39.220 --> 00:12:40.540]  給為份少的祝福
[00:12:40.540 --> 00:12:43.340]  這是不可倒的禮
[00:12:43.340 --> 00:12:44.980]  在這裡收十分之一的
[00:12:44.980 --> 00:12:46.860]  就是必死的人」
[00:12:46.860 --> 00:12:48.180]  意思是
[00:12:48.180 --> 00:12:51.060]  墨基齊德也是凡人
[00:12:51.060 --> 00:12:52.140]  他也會死的
[00:12:52.140 --> 00:12:53.940]  「但在那裡收十分之一的
[00:12:53.940 --> 00:12:56.100]  有為他作見證的說
[00:12:56.100 --> 00:12:57.420]  他是活的」
[00:12:57.420 --> 00:13:00.260]  他所預表出來的將來這位
[00:13:00.260 --> 00:13:01.660]  是耶穌基督
[00:13:01.660 --> 00:13:03.860]  他就是永遠活著的
[00:13:03.860 --> 00:13:04.460]  第九節
[00:13:04.460 --> 00:13:06.940]  「並且可說那收十分之一的利微
[00:13:06.940 --> 00:13:10.460]  也是值亞伯拉罕納了十分之一」
[00:13:10.460 --> 00:13:13.580]  所以利微都要向墨基齊德
[00:13:13.580 --> 00:13:15.780]  這個新的祭司系統
[00:13:15.780 --> 00:13:17.740]  來獻十分之一
[00:13:17.740 --> 00:13:18.580]  第十節
[00:13:18.580 --> 00:13:21.140]  「因為墨基齊德迎接亞伯拉罕的時候
[00:13:21.140 --> 00:13:23.660]  利微已經在他先祖的身中
[00:13:23.660 --> 00:13:29.140]  從前百姓在利微人祭司職任以下受律法
[00:13:29.140 --> 00:13:32.180]  倘若藉著職任能得完全
[00:13:32.180 --> 00:13:34.660]  又何用另外興一位祭司
[00:13:34.660 --> 00:13:36.460]  照墨基齊德的等次
[00:13:36.460 --> 00:13:38.780]  不照亞倫的等次呢
[00:13:38.780 --> 00:13:40.580]  祭司的職任既已更改
[00:13:40.580 --> 00:13:42.940]  律法也必須更改」
[00:13:42.940 --> 00:13:44.260]  所以這裡我們看見
[00:13:44.260 --> 00:13:45.700]  就是解釋到
[00:13:45.700 --> 00:13:47.300]  原來利微
[00:13:47.300 --> 00:13:50.540]  他們是屬於亞伯拉罕的子孫
[00:13:50.540 --> 00:13:53.900]  我們知道他是亞國其中一個兒子
[00:13:53.900 --> 00:13:54.860]  就是利微
[00:13:54.860 --> 00:13:56.660]  他們的後代
[00:13:56.660 --> 00:13:58.380]  所以亞伯拉罕是他們的先祖
[00:13:58.380 --> 00:14:01.740]  這裏厲害到有科學的意義
[00:14:01.740 --> 00:14:05.060]  他們的DNA早就在他們裏面
[00:14:05.060 --> 00:14:07.300]  他們的生命是從那裏而來的
[00:14:07.300 --> 00:14:10.620]  所以亞伯拉罕代表了整個他們的族類
[00:14:10.620 --> 00:14:13.140]  就像亞當代表了人類一樣
[00:14:13.140 --> 00:14:17.340]  所以我們看見亞伯拉罕向墨基齊德獻祭
[00:14:17.340 --> 00:14:19.380]  那時候還沒有祭司制度
[00:14:19.380 --> 00:14:22.500]  換句話說,這裏亞伯拉罕作者的意思是
[00:14:22.500 --> 00:14:24.660]  他是另一個等次
[00:14:24.660 --> 00:14:27.820]  而這個等次是能夠達成到
[00:14:27.820 --> 00:14:31.300]  律法當時不能夠達到的功效
[00:14:31.300 --> 00:14:32.900]  十三節
[00:14:32.900 --> 00:14:34.700]  「因為這話所指的
[00:14:34.700 --> 00:14:36.060]  本屬別的支派
[00:14:36.060 --> 00:14:38.940]  那支派從來沒有一個人事後祭壇
[00:14:38.940 --> 00:14:42.420]  因為我們的主分明是從猶大出來的
[00:14:42.420 --> 00:14:45.180]  但這支派摩西並沒有提到祭司
[00:14:45.180 --> 00:14:47.220]  只有利微有祭司
[00:14:47.220 --> 00:14:48.820]  猶大支派沒有祭司的
[00:14:48.820 --> 00:14:50.380]  而耶穌基督從猶大出來
[00:14:50.380 --> 00:14:51.740]  那祂怎麼可以做到祭司呢?
[00:14:51.740 --> 00:14:53.780]  怎麼可以做到神的大祭司呢?
[00:14:53.780 --> 00:14:56.740]  可見祂不是跟著舊約律法的制度
[00:14:56.740 --> 00:14:58.260]  祂是另一個制度
[00:14:58.260 --> 00:15:00.420]  這是跟著墨基齊德的等次
[00:15:00.420 --> 00:15:02.700]  倘若照墨基齊德的樣式
[00:15:02.700 --> 00:15:04.940]  另外興起一位祭司來
[00:15:04.940 --> 00:15:08.140]  我的話更是顯然而見了」
[00:15:08.140 --> 00:15:08.900]  十六節
[00:15:08.900 --> 00:15:12.500]  「他成為祭司並不是照屬肉體的條例
[00:15:12.500 --> 00:15:15.900]  乃是照無窮之生命的大能
[00:15:15.900 --> 00:15:18.020]  因為有給他作見證的說
[00:15:18.020 --> 00:15:22.580]  你是照墨基齊德的等次永遠為祭司」
[00:15:22.580 --> 00:15:24.740]  我們跳了幾節
[00:15:24.740 --> 00:15:26.540]  讀最後這兩節
[00:15:26.540 --> 00:15:29.540]  「這位既是永遠常存的
[00:15:29.540 --> 00:15:33.380]  他祭司的職任就長久不更換
[00:15:33.380 --> 00:15:36.420]  凡靠著他進到上帝面前的人
[00:15:36.420 --> 00:15:38.660]  他都能拯救到底
[00:15:38.660 --> 00:15:40.860]  因為他是長遠活著
[00:15:40.860 --> 00:15:43.580]  替他們祈求」
[00:15:43.580 --> 00:15:47.100]  所以我們從希伯來書
[00:15:47.100 --> 00:15:50.660]  可以了解整個預表
[00:15:50.660 --> 00:15:53.260]  神要帶出來的一些很重要的真理
[00:15:53.260 --> 00:15:56.620]  耶穌基督就是照著墨基齊德的等次
[00:15:56.620 --> 00:15:57.580]  剛才我們說過
[00:15:57.580 --> 00:15:58.980]  本來祂不是利尾人
[00:15:58.980 --> 00:16:00.020]  為何可以做祭司呢?
[00:16:00.020 --> 00:16:02.140]  因為祂是跟隨另外一個神
[00:16:02.140 --> 00:16:05.380]  比摩西五經時代更早
[00:16:05.380 --> 00:16:10.340]  比摩西律法和利尾祭司的制度更早
[00:16:10.340 --> 00:16:11.660]  之前就有的
[00:16:11.660 --> 00:16:13.540]  所設立的一個制度
[00:16:13.540 --> 00:16:14.940]  祂是早過
[00:16:14.940 --> 00:16:16.820]  而且更重要的
[00:16:16.820 --> 00:16:18.140]  所以我們看到
[00:16:18.140 --> 00:16:22.580]  祂是一個更高的等次
[00:16:22.580 --> 00:16:24.180]  在這個預表裏面有幾個真理
[00:16:24.180 --> 00:16:25.020]  我們可以看的
[00:16:25.020 --> 00:16:26.100]  第一
[00:16:26.100 --> 00:16:27.740]  祂的名字
[00:16:27.740 --> 00:16:29.980]  這個墨基齊德的名字
[00:16:29.980 --> 00:16:31.780]  除了撒冷王
[00:16:31.780 --> 00:16:34.860]  希伯來書說祂另一個名字叫仁義王
[00:16:34.860 --> 00:16:36.460]  放在一起就很有意思了
[00:16:36.460 --> 00:16:39.060]  仁義就是代表神的公義
[00:16:39.060 --> 00:16:40.100]  神審判罪惡
[00:16:40.100 --> 00:16:41.100]  祂是聖潔的
[00:16:41.100 --> 00:16:45.180]  罪必須要對付和被審判
[00:16:45.180 --> 00:16:48.540]  罪人要面對罪帶來的後果
[00:16:48.540 --> 00:16:50.300]  但是祂又叫撒冷王
[00:16:50.300 --> 00:16:52.740]  撒冷就是平安的意思
[00:16:52.740 --> 00:16:55.620]  所以我們可能聽過Shalom
[00:16:55.620 --> 00:16:58.460]  Shalom就是希伯來猶太人
[00:16:58.460 --> 00:17:00.260]  最平常打招呼的意思
[00:17:00.260 --> 00:17:01.220]  就是大家平安
[00:17:01.220 --> 00:17:02.660]  耶穌基督見到門徒
[00:17:02.660 --> 00:17:04.460]  願你們平安
[00:17:04.460 --> 00:17:05.460]  都是用這個字
[00:17:05.460 --> 00:17:06.500]  Shalom
[00:17:06.500 --> 00:17:08.540]  就是代表平安
[00:17:08.540 --> 00:17:10.060]  所以耶穌基督
[00:17:10.060 --> 00:17:12.500]  祂是帶來不單止公義
[00:17:12.500 --> 00:17:13.860]  也帶來平安
[00:17:13.860 --> 00:17:16.260]  在默基采德的名字上
[00:17:16.260 --> 00:17:18.540]  就可以表達出來
[00:17:18.540 --> 00:17:20.020]  所以我們見到
[00:17:20.020 --> 00:17:22.540]  今天我們能夠面對
[00:17:22.540 --> 00:17:24.980]  上帝聖潔公義的審判
[00:17:24.980 --> 00:17:26.500]  能夠得著平安
[00:17:26.500 --> 00:17:29.740]  是因為耶穌基督的救贖的原因
[00:17:29.740 --> 00:17:31.980]  第二我們見到祂的來源
[00:17:31.980 --> 00:17:32.740]  在這裡解釋
[00:17:32.740 --> 00:17:35.660]  祂說祂是無始無終
[00:17:35.660 --> 00:17:38.420]  什麼叫無始無終
[00:17:38.420 --> 00:17:40.820]  當然祂的人當然有父有母
[00:17:40.820 --> 00:17:44.900]  意思就是說聖經特別將祂記錄下來
[00:17:44.900 --> 00:17:46.860]  透過聖靈的默示
[00:17:46.860 --> 00:17:47.980]  只是記載這個
[00:17:47.980 --> 00:17:51.340]  追溯不了祂究竟是從哪裡來的
[00:17:51.340 --> 00:17:52.380]  祂的父母從哪裡來的
[00:17:52.380 --> 00:17:53.500]  屬於什麼人來的
