
[00:00:00.000 --> 00:00:03.000]  今日我們基金生命見證崇拜蘭
[00:02:11.000 --> 00:02:14.000]  實在令人心碎心痛
[00:02:14.000 --> 00:02:15.000]  但是親愛的主
[00:02:15.000 --> 00:02:17.000]  你是因著愛我的緣故
[00:02:17.000 --> 00:02:19.000]  甘心 願意 順服
[00:02:19.000 --> 00:02:21.000]  甚至你犧牲自己的生命
[00:02:21.000 --> 00:02:26.000]  為的就是要成就千百年來最偉大的救恩
[00:02:26.000 --> 00:02:29.000]  所以主耶穌 我們多謝你
[00:02:29.000 --> 00:02:32.000]  此刻我們也要翻開聖言的時候
[00:02:32.000 --> 00:02:33.000]  求你幫助我們
[00:02:33.000 --> 00:02:35.000]  透過今天的經文
[00:02:35.000 --> 00:02:37.000]  主你親自向我們說話
[00:02:37.000 --> 00:02:38.000]  教導我們
[00:02:38.000 --> 00:02:41.000]  如何走好我們生命前面的每一步
[00:02:41.000 --> 00:02:44.000]  活好你所賜予的人生
[00:02:44.000 --> 00:02:47.000]  多謝主 誰聽我們在你面前的同心禱告
[00:02:47.000 --> 00:02:49.000]  奉教耶穌基督寶貴的聖名
[00:02:49.000 --> 00:02:50.000]  阿們
[00:02:50.000 --> 00:02:52.000]  說回應驗
[00:02:52.000 --> 00:02:54.000]  剛才我劇透了一點
[00:02:54.000 --> 00:02:56.000]  今天的段落我們會看到幾次的應驗
[00:02:56.000 --> 00:02:58.000]  我們先看第一個
[00:02:58.000 --> 00:03:00.000]  我們慢慢讀出來好嗎
[00:03:00.000 --> 00:03:02.000]  1 2 3
[00:03:02.000 --> 00:03:05.000]  耶穌還在說話的時候
[00:03:05.000 --> 00:03:09.000]  忽然十二仕途之一的猶大來了
[00:03:09.000 --> 00:03:12.000]  還有一群人帶著刀棒
[00:03:12.000 --> 00:03:17.000]  從祭司長 民事和長老那裡跟他同來
[00:03:17.000 --> 00:03:21.000]  那出賣耶穌的人曾給他們一個暗號
[00:03:21.000 --> 00:03:24.000]  說 我親誰 誰就是
[00:03:24.000 --> 00:03:28.000]  你們把他抓住 穩妥地帶走
[00:03:28.000 --> 00:03:32.000]  猶大來了 隨即到耶穌跟前
[00:03:32.000 --> 00:03:35.000]  說 拉比 就跟他親吻
[00:03:35.000 --> 00:03:38.000]  他們就下手抓住他
[00:03:38.000 --> 00:03:42.000]  旁邊站著的人 有一個拔出刀來
[00:03:42.000 --> 00:03:45.000]  把大祭司的僕人斬了一刀
[00:03:45.000 --> 00:03:48.000]  削掉了他一隻耳朵
[00:03:48.000 --> 00:03:50.000]  耶穌回應他們說
[00:03:50.000 --> 00:03:53.000]  你們帶著刀棒來拿我
[00:03:53.000 --> 00:03:55.000]  如同拿強盜嗎
[00:03:55.000 --> 00:03:57.000]  我天天教導人
[00:03:57.000 --> 00:03:59.000]  和你們在店裡
[00:03:59.000 --> 00:04:02.000]  你們並沒有找我
[00:04:02.000 --> 00:04:05.000]  但這次要應驗經上的話
[00:04:05.000 --> 00:04:07.000]  門徒都離開他
[00:04:07.000 --> 00:04:09.000]  逃走了
[00:04:09.000 --> 00:04:11.000]  這是第一個應驗
[00:04:11.000 --> 00:04:14.000]  是說耶穌被捉拿 被羞辱
[00:04:14.000 --> 00:04:17.000]  最終死在十架之上
[00:04:17.000 --> 00:04:20.000]  這就應驗了經上的話
[00:04:20.000 --> 00:04:22.000]  那究竟應驗了什麼話呢
[00:04:22.000 --> 00:04:24.000]  我們看看
[00:04:24.000 --> 00:04:27.000]  第一個在二剎書13章說
[00:04:27.000 --> 00:04:31.000]  他被欺壓 受苦 他不開口
[00:04:31.000 --> 00:04:35.000]  他好像羔羊一樣被牽去宰殺
[00:04:35.000 --> 00:04:38.000]  又好像羊在指毛的人手下無聲
[00:04:38.000 --> 00:04:41.000]  他也是這樣不開口
[00:04:41.000 --> 00:04:44.000]  還有一段在撒加利亞書
[00:04:44.000 --> 00:04:46.000]  13章7節這樣說
[00:04:46.000 --> 00:04:48.000]  萬軍之猶話說
[00:04:48.000 --> 00:04:50.000]  刀劍拿 要擊打牧人
[00:04:50.000 --> 00:04:53.000]  羊就分散了
[00:04:53.000 --> 00:04:56.000]  有時候我們做基督徒做得久一點
[00:04:56.000 --> 00:04:59.000]  我們看耶穌上十架的路
[00:04:59.000 --> 00:05:01.000]  覺得好像很理所當然一樣
[00:05:01.000 --> 00:05:03.000]  感覺就是
[00:05:03.000 --> 00:05:06.000]  耶穌基督降世為人
[00:05:06.000 --> 00:05:08.000]  為了拯救罪人
[00:05:08.000 --> 00:05:11.000]  祂為我們死 且死在十架閘上
[00:05:11.000 --> 00:05:13.000]  這個已經命定了
[00:05:13.000 --> 00:05:15.000]  聖經預言了
[00:05:15.000 --> 00:05:17.000]  實在是的
[00:05:17.000 --> 00:05:19.000]  主的話必不返回
[00:05:19.000 --> 00:05:21.000]  聖經或先知所預言的
[00:05:21.000 --> 00:05:23.000]  必定要成真
[00:05:23.000 --> 00:05:25.000]  但另一方面
[00:05:25.000 --> 00:05:27.000]  耶穌不單單是神的兒子
[00:05:27.000 --> 00:05:30.000]  滿有神的權能和屬性
[00:05:30.000 --> 00:05:32.000]  他同時也是人子
[00:05:32.000 --> 00:05:34.000]  意思是祂也是人
[00:05:34.000 --> 00:05:36.000]  祂和我們一樣 有人的一般反應
[00:05:36.000 --> 00:05:38.000]  你們有沒有印象
[00:05:38.000 --> 00:05:42.000]  祂生氣的時候 耶穌會做什麼
[00:05:42.000 --> 00:05:44.000]  在聖殿裡面
[00:05:44.000 --> 00:05:47.000]  潔淨聖殿祂會返台
[00:05:47.000 --> 00:05:49.000]  當祂傷心的時候
[00:05:49.000 --> 00:05:51.000]  和我們一樣會哭
[00:05:51.000 --> 00:05:53.000]  祂害怕的時候
[00:05:53.000 --> 00:05:56.000]  你會說 耶穌會害怕嗎
[00:05:56.000 --> 00:05:58.000]  是的 整本聖經我們看到一次
[00:05:58.000 --> 00:06:00.000]  記載耶穌很害怕
[00:06:00.000 --> 00:06:02.000]  正正在馬赫福音早一點的段落
[00:06:02.000 --> 00:06:05.000]  我們看到馬赫這樣記載
[00:06:05.000 --> 00:06:08.000]  耶穌驚恐起來 極其難過
[00:06:08.000 --> 00:06:10.000]  祂對他們說
[00:06:10.000 --> 00:06:12.000]  我心裡非常憂傷 幾乎要死
[00:06:12.000 --> 00:06:14.000]  在赫西瑪利園
[00:06:14.000 --> 00:06:16.000]  你們留在這裡要警醒
[00:06:16.000 --> 00:06:19.000]  然後祂就稍往前走
[00:06:19.000 --> 00:06:22.000]  撫服在地 禱告說
[00:06:22.000 --> 00:06:27.000]  如果可能 就叫那時候離開他
[00:06:27.000 --> 00:06:30.000]  原來耶穌也是人
[00:06:30.000 --> 00:06:33.000]  祂面對苦難的時候 祂會做什麼
[00:06:33.000 --> 00:06:35.000]  祂會祈禱
[00:06:35.000 --> 00:06:37.000]  不過祈禱最原初的禱告
[00:06:37.000 --> 00:06:39.000]  你們看到嗎
[00:06:39.000 --> 00:06:41.000]  祂都很想逃過這一劫
[00:06:41.000 --> 00:06:45.000]  祂都很想叫那時候離開他
[00:06:45.000 --> 00:06:47.000]  那祂就不用面對苦悶
[00:06:47.000 --> 00:06:49.000]  不用面對苦難
[00:06:49.000 --> 00:06:50.000]  不過大家記得
[00:06:50.000 --> 00:06:52.000]  這不是禱文的結束項
[00:06:52.000 --> 00:06:54.000]  經文接著是這樣記載
[00:06:54.000 --> 00:06:57.000]  他說 阿爸父 在你凡事都能
[00:06:57.000 --> 00:07:00.000]  求你將這個杯撤去
[00:07:00.000 --> 00:07:02.000]  然而不是照我所願的
[00:07:02.000 --> 00:07:04.000]  是照你所願的
[00:07:04.000 --> 00:07:06.000]  耶穌基督知道
[00:07:06.000 --> 00:07:09.000]  如果天父要將這個所謂的劫拿走
[00:07:09.000 --> 00:07:11.000]  是可以的 絕對可以
[00:07:11.000 --> 00:07:15.000]  然而 祂願意降服在天父的主權底下
[00:07:15.000 --> 00:07:18.000]  就如同在主通文我們常常背誦的
[00:07:18.000 --> 00:07:20.000]  願主的旨意
[00:07:20.000 --> 00:07:22.000]  成就 成就在地上
[00:07:22.000 --> 00:07:24.000]  成就在耶穌的身上
[00:07:24.000 --> 00:07:26.000]  其實在司徒裡面是說
[00:07:26.000 --> 00:07:28.000]  耶穌能夠這樣說
[00:07:28.000 --> 00:07:29.000]  已經很不得了
[00:07:29.000 --> 00:07:32.000]  因為這個是要負上極重的代價
[00:07:32.000 --> 00:07:34.000]  祂是要死的
[00:07:34.000 --> 00:07:37.000]  在這裡和你分享一個小小的片段
[00:07:37.000 --> 00:07:38.000]  關於我自己
[00:07:38.000 --> 00:07:41.000]  想起來其實都有點害羞
[00:07:41.000 --> 00:07:43.000]  因為這個是我和上帝
[00:07:43.000 --> 00:07:45.000]  一個很私密的對話
[00:07:45.000 --> 00:07:48.000]  話說之前我在海外
[00:07:48.000 --> 00:07:49.000]  以老師的身份
[00:07:49.000 --> 00:07:51.000]  服侍了幾年的時間
[00:07:51.000 --> 00:07:53.000]  中途有一刻 不知道為什麼
[00:07:53.000 --> 00:07:56.000]  上帝突然讓我想到一件事
[00:07:56.000 --> 00:07:57.000]  那是什麼呢
[00:07:57.000 --> 00:07:58.000]  那句話就是
[00:07:58.000 --> 00:08:03.000]  如果主繼續要使用我在海外服侍
[00:08:03.000 --> 00:08:04.000]  但是
[00:08:04.000 --> 00:08:06.000]  但是要我單身
[00:08:06.000 --> 00:08:08.000]  要我沒有老公
[00:08:08.000 --> 00:08:10.000]  要我無法嫁人
[00:08:10.000 --> 00:08:12.000]  我肯不肯呢
[00:08:12.000 --> 00:08:15.000]  底下有些姐妹就笑了
[00:08:15.000 --> 00:08:16.000]  肯不肯呢
[00:08:16.000 --> 00:08:18.000]  比起你 肯不肯呢
[00:08:19.000 --> 00:08:21.000]  那一刻不要問我為什麼真的會想到這樣的問題
[00:08:21.000 --> 00:08:22.000]  可能上帝叮一聲就這樣
[00:08:22.000 --> 00:08:24.000]  不過我真的很認真地想
[00:08:24.000 --> 00:08:26.000]  但是很快
[00:08:26.000 --> 00:08:29.000]  很快我的眼淚就流下來
[00:08:29.000 --> 00:08:31.000]  我哭著跟神說
[00:08:31.000 --> 00:08:34.000]  如果這個是祢的旨意
[00:08:34.000 --> 00:08:36.000]  如果這樣好的話
[00:08:36.000 --> 00:08:37.000]  那就這樣吧
[00:08:37.000 --> 00:08:39.000]  我的廣東話是這樣
[00:08:39.000 --> 00:08:40.000]  那就這樣吧
[00:08:40.000 --> 00:08:41.000]  那就這樣
[00:08:41.000 --> 00:08:43.000]  因為我的核心信仰是
[00:08:43.000 --> 00:08:45.000]  如果主要這樣安排的話
[00:08:45.000 --> 00:08:48.000]  這個必然是最最好的安排
[00:08:49.000 --> 00:08:50.000]  不過主很幽默
[00:08:50.000 --> 00:08:53.000]  他不是馬上扔了個男朋友給我
[00:08:53.000 --> 00:08:54.000]  讓我結婚
[00:08:54.000 --> 00:08:55.000]  不是不是
[00:08:55.000 --> 00:08:58.000]  他很快就讓我轉念一上
[00:08:58.000 --> 00:08:59.000]  我再想一想
[00:08:59.000 --> 00:09:01.000]  之前我不是零收過
[00:09:01.000 --> 00:09:03.000]  在《創世紀》這樣說
[00:09:03.000 --> 00:09:05.000]  在主裡面
[00:09:05.000 --> 00:09:07.000]  豈有難成的事呢
[00:09:07.000 --> 00:09:09.000]  在主裡面
[00:09:09.000 --> 00:09:11.000]  沒有什麼是難成的
[00:09:11.000 --> 00:09:13.000]  難道這兩者之間
[00:09:13.000 --> 00:09:15.000]  就是去服侍
[00:09:15.000 --> 00:09:17.000]  和結婚
[00:09:17.000 --> 00:09:18.000]  這兩者之間
[00:09:18.000 --> 00:09:20.000]  只是可以Idle One
[00:09:20.000 --> 00:09:21.000]  二擇其一嗎
[00:09:21.000 --> 00:09:23.000]  如果上帝要給的
[00:09:23.000 --> 00:09:25.000]  難的再難的
[00:09:25.000 --> 00:09:27.000]  都可以成事
[00:09:27.000 --> 00:09:28.000]  所以很快
[00:09:28.000 --> 00:09:29.000]  那一刻想到
[00:09:29.000 --> 00:09:31.000]  上帝裡面豈有難成的事
[00:09:31.000 --> 00:09:33.000]  我心裡就釋懷
[00:09:33.000 --> 00:09:35.000]  但是今天
[00:09:35.000 --> 00:09:36.000]  當我再想一想
[00:09:36.000 --> 00:09:38.000]  其實我有一點欣賞
[00:09:38.000 --> 00:09:41.000]  願意降服於主的自己
[00:09:41.000 --> 00:09:42.000]  因為我覺得
[00:09:42.000 --> 00:09:44.000]  我真的把人生當中
[00:09:44.000 --> 00:09:46.000]  一件很大很大的事
[00:09:46.000 --> 00:09:47.000]  交託給主
[00:09:47.000 --> 00:09:50.000]  而且是一件我不願意做的事
[00:09:50.000 --> 00:09:53.000]  回想起來都挺難的
[00:09:53.000 --> 00:09:54.000]  是不是
[00:09:54.000 --> 00:09:56.000]  但其實我只是說
[00:09:56.000 --> 00:09:57.000]  我人生的一部份
[00:09:57.000 --> 00:09:58.000]  說婚姻
[00:09:58.000 --> 00:10:01.000]  我生命裡面的某個部份
[00:10:01.000 --> 00:10:03.000]  但這個部份
[00:10:03.000 --> 00:10:04.000]  我們的主耶穌
[00:10:04.000 --> 00:10:06.000]  祂經過深切的禱告
[00:10:06.000 --> 00:10:09.000]  祂願意信服主的主權
[00:10:09.000 --> 00:10:11.000]  祂甚至要擺上自己的生命
[00:10:11.000 --> 00:10:13.000]  祂不單單說得出
[00:10:13.000 --> 00:10:15.000]  耶穌還做得到
[00:10:15.000 --> 00:10:16.000]  人做了承諾
[00:10:16.000 --> 00:10:18.000]  很容易失信
[00:10:18.000 --> 00:10:20.000]  我們會看到今天彼得
[00:10:20.000 --> 00:10:21.000]  他也說了
[00:10:21.000 --> 00:10:23.000]  然後又失信了
[00:10:23.000 --> 00:10:25.000]  但是主耶穌
[00:10:25.000 --> 00:10:27.000]  祂的行動怎樣證明
[00:10:27.000 --> 00:10:29.000]  反映祂的信服
[00:10:29.000 --> 00:10:31.000]  我們看回經文
[00:10:31.000 --> 00:10:33.000]  是不是上去的
[00:10:33.000 --> 00:10:34.000]  不好意思
[00:10:34.000 --> 00:10:38.000]  我們看回經文
[00:10:38.000 --> 00:10:42.000]  當猶大帶著一大幫人
[00:10:42.000 --> 00:10:44.000]  帶著刀棒的人來捉拿耶穌
[00:10:44.000 --> 00:10:45.000]  正常的人會怎樣
[00:10:45.000 --> 00:10:46.000]  會害怕
[00:10:46.000 --> 00:10:47.000]  會走
[00:10:47.000 --> 00:10:48.000]  會反抗
[00:10:48.000 --> 00:10:50.000]  就好像耶穌身邊的彼得一樣
[00:10:50.000 --> 00:10:51.000]  一看到場面
[00:10:51.000 --> 00:10:52.000]  嘩
[00:10:52.000 --> 00:10:53.000]  勢頭不對勁
[00:10:53.000 --> 00:10:55.000]  拿刀馬上斬對方
[00:10:55.000 --> 00:10:59.000]  耶穌明知猶大要派人來捉他
[00:10:59.000 --> 00:11:00.000]  來勢洶洶
[00:11:00.000 --> 00:11:02.000]  但是他沒有怯場
[00:11:02.000 --> 00:11:03.000]  那麼多人
[00:11:03.000 --> 00:11:04.000]  最應該走的是誰
[00:11:04.000 --> 00:11:05.000]  最應該走的是耶穌
[00:11:05.000 --> 00:11:07.000]  但是他沒有走
[00:11:07.000 --> 00:11:08.000]  他的門徒都走了
[00:11:08.000 --> 00:11:09.000]  他自己也沒有走
[00:11:09.000 --> 00:11:12.000]  因為什麼原因
[00:11:12.000 --> 00:11:13.000]  第一個
[00:11:13.000 --> 00:11:15.000]  他看到時候到了
[00:11:15.000 --> 00:11:16.000]  什麼意思
[00:11:16.000 --> 00:11:17.000]  as a time
[00:11:17.000 --> 00:11:19.000]  現在就是這個時候
[00:11:19.000 --> 00:11:20.000]  什麼時候
[00:11:20.000 --> 00:11:22.000]  人子要被出賣
[00:11:22.000 --> 00:11:24.000]  在罪人的手裡
[00:11:24.000 --> 00:11:26.000]  他知道這是命定的時候
[00:11:26.000 --> 00:11:30.000]  而且帶著刀棒來捉他
[00:11:30.000 --> 00:11:34.000]  為了應驗經上的話
[00:11:34.000 --> 00:11:36.000]  他一點都沒有想逃走
[00:11:36.000 --> 00:11:38.000]  就乖乖地站在那裡就範
[00:11:38.000 --> 00:11:39.000]  等人捉
[00:11:39.000 --> 00:11:41.000]  等被賣
[00:11:41.000 --> 00:11:43.000]  他的不抵抗不抵抗
[00:11:43.000 --> 00:11:44.000]  是因為他之前
[00:11:44.000 --> 00:11:46.000]  真的有深切的禱告
[00:11:46.000 --> 00:11:48.000]  讓他的眼神
[00:11:48.000 --> 00:11:51.000]  專心堅定地去信服上帝
[00:11:51.000 --> 00:11:53.000]  學下父輩
[00:11:53.000 --> 00:11:55.000]  另外他的不抵抗
[00:11:55.000 --> 00:11:56.000]  是因為他知道
[00:11:56.000 --> 00:11:58.000]  他必須要這樣做
[00:11:58.000 --> 00:12:01.000]  以至經上的話得到應驗
[00:12:01.000 --> 00:12:05.000]  最終成就救恩
[00:12:05.000 --> 00:12:08.000]  國際環球福音會的創辦人
[00:12:08.000 --> 00:12:10.000]  史達德先生這樣說
[00:12:10.000 --> 00:12:12.000]  如果耶穌基督是神
[00:12:12.000 --> 00:12:15.000]  並且為我們去死的時候
[00:12:15.000 --> 00:12:18.000]  就沒有更加大的犧牲
[00:12:18.000 --> 00:12:20.000]  我不願意為祂做
[00:12:20.000 --> 00:12:21.000]  中文好像有點不濟
[00:12:21.000 --> 00:12:23.000]  我嘗試英文讀一次
[00:12:23.000 --> 00:12:25.000]  大家可以看看
[00:12:25.000 --> 00:12:28.000]  If Jesus Christ be God and died for me
[00:12:28.000 --> 00:12:30.000]  no sacrifice can be too great for me
[00:12:30.000 --> 00:12:33.000]  to make for Him
[00:12:33.000 --> 00:12:34.000]  其實有時候我們說
[00:12:34.000 --> 00:12:36.000]  我們為主拜上神
[00:12:36.000 --> 00:12:38.000]  或是宣教士為主拜上
[00:12:38.000 --> 00:12:41.000]  剛才外基金他們做這麼多事情
[00:12:41.000 --> 00:12:44.000]  其實都算不上什麼
[00:12:44.000 --> 00:12:46.000]  因為耶穌基督是神
[00:12:46.000 --> 00:12:48.000]  祂愛我們
[00:12:48.000 --> 00:12:49.000]  為了拯救我們
[00:12:49.000 --> 00:12:52.000]  祂甘心放棄自己的權利
[00:12:52.000 --> 00:12:53.000]  甘心選擇
[00:12:53.000 --> 00:12:55.000]  他選擇他選擇的
[00:12:55.000 --> 00:12:56.000]  去受苦
[00:12:56.000 --> 00:12:58.000]  受冤屈
[00:12:58.000 --> 00:12:59.000]  受死
[00:12:59.000 --> 00:13:01.000]  我們為祂擺上什麼
[00:13:01.000 --> 00:13:04.000]  算得上什麼呢
[00:13:04.000 --> 00:13:06.000]  第一個應驗
[00:13:06.000 --> 00:13:08.000]  來得毫不容易
[00:13:08.000 --> 00:13:09.000]  毫不簡單
[00:13:09.000 --> 00:13:11.000]  一切
[00:13:11.000 --> 00:13:13.000]  由禱告開始
[00:13:13.000 --> 00:13:14.000]  一切
[00:13:14.000 --> 00:13:17.000]  由主耶穌基督的信服開始
[00:13:17.000 --> 00:13:19.000]  你呢
[00:13:19.000 --> 00:13:22.000]  你願不願意效法愛我們的主
[00:13:22.000 --> 00:13:24.000]  若然今天
[00:13:24.000 --> 00:13:25.000]  天父說
[00:13:25.000 --> 00:13:28.000]  你願不願意為祂擺上什麼
[00:13:28.000 --> 00:13:31.000]  你願不願意呢
[00:13:31.000 --> 00:13:32.000]  第二個應驗
[00:13:32.000 --> 00:13:35.000]  是今天最後一個段落
[00:13:35.000 --> 00:13:37.000]  你當中看不到應驗這兩個字
[00:13:37.000 --> 00:13:39.000]  不過是之前耶穌
[00:13:39.000 --> 00:13:41.000]  曾經預言的事得到應驗
[00:13:41.000 --> 00:13:43.000]  讓我們一起讀經文
[00:13:43.000 --> 00:13:46.000]  彼得在下邊原子裡
[00:13:46.000 --> 00:13:49.000]  大祭司的一個使女來了
[00:13:49.000 --> 00:13:51.000]  見彼得取暖
[00:13:51.000 --> 00:13:53.000]  就看著她說
[00:13:53.000 --> 00:13:55.000]  你素來也是
[00:13:55.000 --> 00:13:57.000]  和那撒勒人耶穌一起的
[00:13:57.000 --> 00:13:59.000]  彼得卻不承認
[00:13:59.000 --> 00:14:00.000]  說
[00:14:00.000 --> 00:14:01.000]  我不知道
[00:14:01.000 --> 00:14:02.000]  也不明白
[00:14:02.000 --> 00:14:04.000]  你說的是什麼
[00:14:04.000 --> 00:14:06.000]  於是她出來
[00:14:06.000 --> 00:14:07.000]  到了前院
[00:14:07.000 --> 00:14:09.000]  雞就叫了
[00:14:09.000 --> 00:14:11.000]  那使女看見他
[00:14:11.000 --> 00:14:13.000]  又對旁邊站著的人說
[00:14:13.000 --> 00:14:16.000]  這個人也是他們一伙的
[00:14:16.000 --> 00:14:19.000]  彼得又不承認
[00:14:19.000 --> 00:14:20.000]  過了不久
[00:14:20.000 --> 00:14:22.000]  旁邊站著的人
[00:14:22.000 --> 00:14:23.000]  又對彼得說
[00:14:23.000 --> 00:14:26.000]  你真是他們一伙的
[00:14:26.000 --> 00:14:28.000]  因為你也是伽利利人
[00:14:28.000 --> 00:14:31.000]  彼得就倒咒發誓說
[00:14:31.000 --> 00:14:34.000]  我不認得你們說的這個人
[00:14:34.000 --> 00:14:35.000]  立刻
[00:14:35.000 --> 00:14:38.000]  雞就叫你要第二片
[00:14:38.000 --> 00:14:41.000]  彼得想起耶穌對他所說的話
[00:14:41.000 --> 00:14:43.000]  雞叫兩片而先
[00:14:43.000 --> 00:14:46.000]  你要三次不認我
[00:14:46.000 --> 00:14:49.000]  他就忍不住哭了
[00:14:49.000 --> 00:14:52.000]  這一段是令人很責心的一段段落
[00:14:52.000 --> 00:14:54.000]  事情發展得太快了
[00:14:54.000 --> 00:14:56.000]  經文這樣記載
[00:14:56.000 --> 00:14:58.000]  當耶穌被抓了之後
[00:14:58.000 --> 00:15:00.000]  他所有的門徒都離開他逃走了
[00:15:00.000 --> 00:15:03.000]  後來我沒有在這裡展示出來
[00:15:03.000 --> 00:15:04.000]  馬可其實記錄到
[00:15:04.000 --> 00:15:06.000]  還有一個年輕人
[00:15:06.000 --> 00:15:08.000]  他身披一塊麻布
[00:15:08.000 --> 00:15:10.000]  嘗試跟著耶穌
[00:15:10.000 --> 00:15:11.000]  不過當之後
[00:15:11.000 --> 00:15:13.000]  眾人要抓他的時候
[00:15:13.000 --> 00:15:15.000]  他連一塊布都不要了
[00:15:15.000 --> 00:15:16.000]  他就跑走了
[00:15:16.000 --> 00:15:19.000]  到最後我們還剩下誰
[00:15:19.000 --> 00:15:21.000]  還剩下彼得
[00:15:21.000 --> 00:15:24.000]  經文記載他遠遠的跟著耶穌
[00:15:24.000 --> 00:15:27.000]  直進到大祭司的院子
[00:15:27.000 --> 00:15:29.000]  這個門徒其實也算是這樣
[00:15:29.000 --> 00:15:32.000]  仍然記掛著他的夫子耶穌
[00:15:32.000 --> 00:15:33.000]  所以他回頭
[00:15:33.000 --> 00:15:36.000]  悄悄的跟著耶穌
[00:15:36.000 --> 00:15:37.000]  很可惜
[00:15:37.000 --> 00:15:39.000]  我們讀了剛剛這段經文
[00:15:39.000 --> 00:15:41.000]  人都很靠不住
[00:15:41.000 --> 00:15:44.000]  當那件事關係到自身安危的時候
[00:15:44.000 --> 00:15:45.000]  我們即時的反應
[00:15:45.000 --> 00:15:47.000]  很可能就是保護自己
[00:15:47.000 --> 00:15:50.000]  就像彼得剛才還沒拿刀出來砍人
[00:15:50.000 --> 00:15:51.000]  砍人耳朵一樣
[00:15:51.000 --> 00:15:54.000]  很即時的即時反應
[00:15:54.000 --> 00:15:57.000]  當那個侍女發現到他
[00:15:57.000 --> 00:15:59.000]  原來跟耶穌是同一伙的時候
[00:15:59.000 --> 00:16:01.000]  彼得的即時反應是
[00:16:01.000 --> 00:16:02.000]  我不知道
[00:16:02.000 --> 00:16:04.000]  我不明白你說什麼
[00:16:04.000 --> 00:16:06.000]  如果我再將這件事
[00:16:06.000 --> 00:16:07.000]  口語化一點
[00:16:07.000 --> 00:16:08.000]  應該是說
[00:16:08.000 --> 00:16:09.000]  不關我的事
[00:16:09.000 --> 00:16:11.000]  我不知道你在說什麼
