
[00:00:00.000 --> 00:00:03.000]  地震前面的朋友們 早安
[00:02:29.300 --> 00:02:31.800]  你們要膽壯能夠進去
[00:02:31.800 --> 00:02:33.800]  得到你們所要的那個地
[00:02:33.800 --> 00:02:37.800]  聖經說那是牛奶與蜜之地
[00:02:37.800 --> 00:02:40.200]  剛才我們說是有山有谷
[00:02:40.200 --> 00:02:42.400]  雨水滋潤之地
[00:02:42.400 --> 00:02:44.500]  就是我們這個地方
[00:02:44.500 --> 00:02:46.400]  各位你們可能不知道
[00:02:46.400 --> 00:02:51.400]  我們以前是住在605 East Sunset Way
[00:02:51.400 --> 00:02:53.000]  日落大道
[00:02:53.000 --> 00:02:56.900]  現在我們搬到65 Front Street
[00:02:56.900 --> 00:02:59.400]  搬到前街來了
[00:02:59.400 --> 00:03:02.500]  從日落之處搬到前街來了
[00:03:02.500 --> 00:03:03.600]  是不是
[00:03:03.600 --> 00:03:04.700]  更上一層樓
[00:03:04.700 --> 00:03:05.300]  不是嗎
[00:03:05.300 --> 00:03:07.500]  感謝神 讚美神
[00:03:07.500 --> 00:03:08.800]  好的
[00:03:08.800 --> 00:03:10.700]  但是神講這句話的時候
[00:03:10.700 --> 00:03:13.000]  他前面還有幾件事情
[00:03:13.000 --> 00:03:14.100]  我們沒有打出來
[00:03:14.100 --> 00:03:16.600]  我就跟各位很快的講一下
[00:03:16.600 --> 00:03:20.400]  他說耶和華提醒以色列的百姓
[00:03:20.400 --> 00:03:23.900]  生命祭意思就是說他再一次重申神的命令
[00:03:23.900 --> 00:03:25.900]  他提醒這些百姓說
[00:03:25.900 --> 00:03:28.500]  神怎樣使紅海的水分開
[00:03:28.500 --> 00:03:30.400]  怎樣使你們渡過去
[00:03:30.400 --> 00:03:34.900]  怎麼樣淹沒了埃及的兵兵跟戰馬車
[00:03:34.900 --> 00:03:35.900]  你們看到了
[00:03:35.900 --> 00:03:37.100]  不是嗎
[00:03:37.100 --> 00:03:39.600]  所以你們知道神的作為
[00:03:39.600 --> 00:03:43.900]  所以你們也相信神會怎麼樣帶領我們的
[00:03:43.900 --> 00:03:45.100]  他要提到說
[00:03:45.100 --> 00:03:47.200]  劉備恩的兒子
[00:03:47.200 --> 00:03:49.400]  子孫伊麗嘉的兒子
[00:03:49.400 --> 00:03:52.600]  還有譬如說是大同雅比蘭等
[00:03:52.600 --> 00:03:55.600]  他們怎麼樣在曠野地的時候
[00:03:55.600 --> 00:04:01.800]  怎麼樣跟可拉黨一起來反對摩西跟亞倫
[00:04:01.800 --> 00:04:04.100]  說為什麼你們帶領我們
[00:04:04.100 --> 00:04:05.700]  為什麼你做領袖
[00:04:05.700 --> 00:04:07.700]  為什麼你做祭司呢
[00:04:07.700 --> 00:04:10.300]  哦 神很生氣
[00:04:10.300 --> 00:04:12.400]  神說這是我呼召出來
[00:04:12.400 --> 00:04:14.100]  是為我來做功的
[00:04:14.100 --> 00:04:15.600]  為我來做事的
[00:04:15.600 --> 00:04:18.500]  所以神就使地裂開
[00:04:18.500 --> 00:04:21.800]  結果可拉黨跟伊麗嘉的兒子們
[00:04:21.800 --> 00:04:24.600]  都掉到地洞裡面去了
[00:04:24.600 --> 00:04:28.200]  這是神讓以色列百姓看到
[00:04:28.200 --> 00:04:32.200]  但是他說那是你們的祖先啊
[00:04:32.200 --> 00:04:34.500]  你們現在是在曠野出生的第二代
[00:04:34.500 --> 00:04:36.500]  現在要進入迦南平原的時候
[00:04:36.500 --> 00:04:41.200]  你們沒有看到我當初怎麼樣的赤瑪拿
[00:04:41.200 --> 00:04:44.200]  我當初怎麼樣的叫磐石出水
[00:04:44.200 --> 00:04:48.900]  我當初怎樣叫鵪鶉降下來給你們吃
[00:04:48.900 --> 00:04:50.100]  你們都不知道
[00:04:50.100 --> 00:04:52.200]  紅海怎麼分開來的
[00:04:52.200 --> 00:04:54.100]  哦 你們都不知道
[00:04:54.100 --> 00:04:57.800]  所以神說我要再一次申訴這個命令
[00:04:57.800 --> 00:05:00.600]  神說你們要過去德納地
[00:05:00.600 --> 00:05:03.400]  乃是牛奶與蜜之地
[00:05:03.400 --> 00:05:05.600]  神要我們興起來
[00:05:05.600 --> 00:05:10.300]  但是神說我吩咐你們的一切誡命
[00:05:10.300 --> 00:05:12.500]  使你們膽壯能以進去
[00:05:12.500 --> 00:05:14.900]  得到你們要得的納地
[00:05:14.900 --> 00:05:16.800]  所以我們膽壯
[00:05:16.800 --> 00:05:20.000]  因為我們沒有看到這些神蹟騎士
[00:05:20.000 --> 00:05:23.000]  但是神吩咐的一切誡命
[00:05:23.000 --> 00:05:24.600]  就可以使我們膽壯
[00:05:24.600 --> 00:05:27.100]  哇 太棒了
[00:05:27.100 --> 00:05:29.400]  今天有的時候我看到聖經
[00:05:29.400 --> 00:05:32.500]  今天我碰到什麼事情
[00:05:32.500 --> 00:05:36.600]  人家說聖經上面有好幾千個祝福
[00:05:36.600 --> 00:05:38.400]  還有神的恩典在裡面
[00:05:38.400 --> 00:05:40.000]  隨便你怎麼翻
[00:05:40.000 --> 00:05:41.800]  都是神的祝福
[00:05:41.800 --> 00:05:45.100]  哦 甚至於有的時候我說連十戒
[00:05:45.100 --> 00:05:46.400]  都是神的祝福
[00:05:46.400 --> 00:05:47.600]  不是嗎
[00:05:47.600 --> 00:05:49.000]  我講過不止一次
[00:05:49.000 --> 00:05:50.000]  不可殺人
[00:05:50.000 --> 00:05:51.200]  你殺不殺人啊
[00:05:51.200 --> 00:05:52.200]  不殺人
[00:05:52.200 --> 00:05:54.600]  所以殺人是保護你的嘛
[00:05:54.600 --> 00:05:55.600]  是祝福你的
[00:05:55.600 --> 00:05:56.600]  不是嗎
[00:05:56.600 --> 00:05:58.600]  感謝神 讚美神
[00:05:58.600 --> 00:06:02.200]  所以我們就靠著神所吩咐的誡命
[00:06:02.200 --> 00:06:05.200]  得以膽壯進入那地方去
[00:06:05.200 --> 00:06:08.900]  那個地業就是第九節他所說的
[00:06:08.900 --> 00:06:10.200]  得以長久
[00:06:10.200 --> 00:06:12.900]  那是牛奶與蜜之地
[00:06:12.900 --> 00:06:14.100]  哈雷路亞
[00:06:14.100 --> 00:06:15.300]  奶是什麼
[00:06:15.300 --> 00:06:17.600]  奶是動物的精華
[00:06:17.600 --> 00:06:18.400]  是不是
[00:06:18.400 --> 00:06:20.100]  小孩子要喝奶
[00:06:20.100 --> 00:06:21.700]  小牛要喝牛奶
[00:06:21.700 --> 00:06:23.700]  小羊要喝羊奶
[00:06:23.700 --> 00:06:27.700]  那是動物所能產生出來的精華
[00:06:27.700 --> 00:06:29.200]  那麼蜜是什麼
[00:06:29.200 --> 00:06:31.300]  蜜是植物的精華
[00:06:31.300 --> 00:06:34.000]  蜂採植物的花蕾
[00:06:34.000 --> 00:06:34.900]  花蜜
[00:06:34.900 --> 00:06:36.800]  然後做成了蜂蜜
[00:06:36.800 --> 00:06:39.100]  所以動物植物的精華
[00:06:39.100 --> 00:06:41.800]  在那地方通通都有
[00:06:41.800 --> 00:06:44.300]  就好像我們在這裡一樣
[00:06:44.300 --> 00:06:46.600]  我們這裡有山不是嗎
[00:06:46.600 --> 00:06:49.100]  我們這裡也有谷不是嗎
[00:06:49.100 --> 00:06:50.200]  不是那個谷
[00:06:50.200 --> 00:06:51.800]  是山谷的谷
[00:06:51.800 --> 00:06:53.200]  我們這裡還有什麼
[00:06:53.200 --> 00:06:55.200]  雨水之潤不是嗎
[00:06:55.200 --> 00:06:56.100]  每次外面下雨
[00:06:56.100 --> 00:06:58.300]  我們地下室也漏水不是嗎
[00:06:58.300 --> 00:07:00.100]  雨水之潤之地
[00:07:00.100 --> 00:07:01.700]  哈雷路亞 讚美神
[00:07:01.700 --> 00:07:04.600]  所以這是神應許我們的
[00:07:04.600 --> 00:07:08.000]  而且我們的神要眷顧保守
[00:07:08.000 --> 00:07:09.500]  帶領 賜福我們
[00:07:09.500 --> 00:07:11.300]  進入新的一年
[00:07:11.300 --> 00:07:12.800]  讓我們來憑著信心
[00:07:12.800 --> 00:07:14.500]  我們要來領受
[00:07:14.500 --> 00:07:15.400]  哈雷路亞
[00:07:15.400 --> 00:07:18.000]  不要有任何疑惑
[00:07:18.000 --> 00:07:20.100]  要自己沒有心裡面
[00:07:20.100 --> 00:07:22.200]  沒有任何轉動的影兒
[00:07:22.200 --> 00:07:25.100]  要知道神要醫治你
[00:07:25.100 --> 00:07:26.700]  要知道神要帶領你
[00:07:26.700 --> 00:07:27.500]  神要保守你
[00:07:27.500 --> 00:07:29.000]  神要祝福你
[00:07:29.000 --> 00:07:32.100]  你所要的神要給你
[00:07:32.100 --> 00:07:33.500]  哈雷路亞 讚美神
[00:07:33.500 --> 00:07:36.400]  沒有if and but then what
[00:07:36.400 --> 00:07:39.000]  沒有這些轉接
[00:07:39.000 --> 00:07:41.200]  乃是確確實實的
[00:07:41.200 --> 00:07:43.900]  祂要眷顧我們
[00:07:43.900 --> 00:07:45.900]  什麼叫眷顧我們呢
[00:07:45.900 --> 00:07:48.200]  他說耶和華女神所眷顧的
[00:07:48.200 --> 00:07:50.600]  從歲首到年終
[00:07:50.600 --> 00:07:52.900]  耶和華女神的眼目時常
[00:07:52.900 --> 00:07:54.600]  看顧那地
[00:07:54.600 --> 00:07:56.000]  什麼叫眷顧
[00:07:56.000 --> 00:07:57.200]  眷顧就是
[00:07:57.200 --> 00:07:59.500]  哦 好像look over
[00:07:59.500 --> 00:08:00.900]  從上面看
[00:08:00.900 --> 00:08:02.200]  前前後後
[00:08:02.200 --> 00:08:03.600]  看得仔細
[00:08:03.600 --> 00:08:05.200]  你知道嗎
[00:08:05.200 --> 00:08:06.700]  哦 有的時候
[00:08:06.700 --> 00:08:10.400]  我們新生一個孩子下來
[00:08:10.400 --> 00:08:11.700]  抱在手上
[00:08:11.700 --> 00:08:13.300]  哇 前看後看
[00:08:13.300 --> 00:08:14.600]  左看右看
[00:08:14.600 --> 00:08:16.200]  看得好高興呢
[00:08:16.200 --> 00:08:18.100]  哦 一下說是像我
[00:08:18.100 --> 00:08:19.400]  一下又說像媽媽
[00:08:19.400 --> 00:08:21.600]  一下又說像爺爺
[00:08:21.600 --> 00:08:23.300]  一下又說像舅舅
[00:08:23.300 --> 00:08:24.800]  哦 什麼都像
[00:08:24.800 --> 00:08:26.700]  因為你從你每一個角度
[00:08:26.700 --> 00:08:28.200]  你眷顧他
[00:08:28.200 --> 00:08:29.400]  你裡裡外外
[00:08:29.400 --> 00:08:31.600]  都看得清清楚楚他
[00:08:31.600 --> 00:08:33.900]  這叫做看前顧後
[00:08:33.900 --> 00:08:35.600]  這叫做眷顧
[00:08:35.600 --> 00:08:37.700]  神也是這樣看我們的
[00:08:37.700 --> 00:08:39.600]  神也這樣保護你們
[00:08:39.600 --> 00:08:40.300]  我們的
[00:08:40.300 --> 00:08:41.600]  以賽亞書說
[00:08:41.600 --> 00:08:43.700]  自從我們出了母胎
[00:08:43.700 --> 00:08:45.700]  神就保抱我們
[00:08:45.700 --> 00:08:46.500]  懷揣我們
[00:08:46.500 --> 00:08:48.600]  讓我們年老髮白
[00:08:48.600 --> 00:08:49.900]  神原來保抱我們
[00:08:49.900 --> 00:08:50.800]  懷揣我們
[00:08:50.800 --> 00:08:53.900]  所以不管你是多有成就
[00:08:53.900 --> 00:08:55.300]  你是多偉大
[00:08:55.300 --> 00:08:56.800]  或者是多富裕
[00:08:56.800 --> 00:09:00.100]  或者是多怎麼樣
[00:09:00.100 --> 00:09:02.400]  甚至你是多窩囊
[00:09:02.400 --> 00:09:03.600]  多低下
[00:09:03.600 --> 00:09:04.800]  多卑賤
[00:09:04.800 --> 00:09:05.900]  多卑微
[00:09:05.900 --> 00:09:07.600]  甚至於多貧窮
[00:09:07.600 --> 00:09:09.800]  神都眷顧你
[00:09:09.800 --> 00:09:11.400]  哈雷路亞讚美神
[00:09:11.400 --> 00:09:13.900]  他看前顧後的
[00:09:13.900 --> 00:09:15.400]  帶領保守
[00:09:15.400 --> 00:09:16.500]  賜福
[00:09:16.500 --> 00:09:18.100]  眷顧我們
[00:09:18.100 --> 00:09:21.500]  而且使我們保足有力量
[00:09:21.500 --> 00:09:23.000]  十三節他說
[00:09:23.000 --> 00:09:25.500]  就是聽他的吩咐
[00:09:25.500 --> 00:09:27.200]  愛我們的神
[00:09:27.200 --> 00:09:30.300]  盡心盡意地侍奉他
[00:09:30.300 --> 00:09:31.700]  他就怎麼樣
[00:09:31.700 --> 00:09:34.200]  使我們得飽足
[00:09:34.200 --> 00:09:36.300]  哈雷路亞使我們吃得飽
[00:09:36.300 --> 00:09:37.500]  喝得足
[00:09:37.500 --> 00:09:38.500]  就有力量
[00:09:38.500 --> 00:09:39.300]  不是嗎
[00:09:39.300 --> 00:09:40.700]  就身體就強健
[00:09:40.700 --> 00:09:41.900]  不是嗎
[00:09:41.900 --> 00:09:43.400]  我常常講
[00:09:43.400 --> 00:09:46.100]  你再有多好的保險
[00:09:46.100 --> 00:09:48.900]  並不保證你身體健康
[00:09:48.900 --> 00:09:51.300]  你再有多好的菜
[00:09:51.300 --> 00:09:52.700]  多好的飯食
[00:09:52.700 --> 00:09:55.300]  並不保證你吃得下
[00:09:55.300 --> 00:09:57.300]  你再有多好的床
[00:09:57.300 --> 00:09:58.500]  多好的被子
[00:09:58.500 --> 00:09:59.900]  多棒的枕頭
[00:09:59.900 --> 00:10:02.500]  並不保證你睡得沉
[00:10:02.500 --> 00:10:04.000]  睡得熟
[00:10:04.000 --> 00:10:06.100]  那是我們的神不一樣
[00:10:06.100 --> 00:10:07.800]  他要使我們飽足
[00:10:07.800 --> 00:10:09.600]  真是就像我
[00:10:09.600 --> 00:10:10.400]  吃得飽
[00:10:10.400 --> 00:10:11.700]  喝得足一樣
[00:10:11.700 --> 00:10:13.100]  哈雷路亞讚美神
[00:10:13.100 --> 00:10:14.300]  睡得沉
[00:10:14.300 --> 00:10:15.100]  起來
[00:10:15.100 --> 00:10:16.400]  滿了力量
[00:10:16.400 --> 00:10:17.500]  Refresh
[00:10:17.500 --> 00:10:20.100]  重新再次恢復我的力量
[00:10:20.100 --> 00:10:22.900]  這是神要保守我們的
[00:10:22.900 --> 00:10:25.700]  神而且要使我們得到那個地
[00:10:25.700 --> 00:10:29.000]  要經退我們的仇敵
[00:10:29.000 --> 00:10:30.000]  哈雷路亞
[00:10:30.000 --> 00:10:32.100]  在二十三章
[00:10:32.100 --> 00:10:35.100]  十一章二十三到二十五節
[00:10:35.100 --> 00:10:36.200]  他仍然是說
[00:10:36.200 --> 00:10:37.800]  你們要謹守遵循
[00:10:37.800 --> 00:10:40.100]  我所吩咐這一切誡命
[00:10:40.100 --> 00:10:42.000]  也就是他要
[00:10:42.000 --> 00:10:43.100]  在我們面前
[00:10:43.100 --> 00:10:45.800]  趕出這一些外國
[00:10:45.800 --> 00:10:47.200]  更強大的民
[00:10:47.200 --> 00:10:49.500]  他使我們站在這地
[00:10:49.500 --> 00:10:52.500]  凡我們腳掌所踏之地
[00:10:52.500 --> 00:10:54.200]  都要被我們所得到
[00:10:54.200 --> 00:10:56.200]  哈雷路亞讚美神
[00:10:56.200 --> 00:10:57.600]  我多年來
[00:10:57.600 --> 00:10:59.300]  在這塊地方
[00:10:59.300 --> 00:11:00.200]  我們憑著信心
[00:11:00.200 --> 00:11:01.600]  奉主耶穌基督的名
[00:11:01.600 --> 00:11:02.600]  我們宣告
[00:11:02.600 --> 00:11:05.500]  我們要得到以神誇這個地方
[00:11:05.500 --> 00:11:07.200]  我們還拜訪過
[00:11:07.200 --> 00:11:08.700]  這個City Mayor
[00:11:08.700 --> 00:11:09.800]  市長
[00:11:09.800 --> 00:11:11.800]  今年我想還要
[00:11:11.800 --> 00:11:15.000]  再去拜訪以神誇這個市的市長
[00:11:15.000 --> 00:11:15.700]  還有
[00:11:15.700 --> 00:11:16.600]  Sammamish
[00:11:16.600 --> 00:11:18.300]  Sammamish的市長
[00:11:18.300 --> 00:11:20.400]  說不定我們今年還要去拜訪
[00:11:20.400 --> 00:11:22.100]  這個Bellevue的市長
[00:11:22.100 --> 00:11:23.800]  Redmond的市長
[00:11:23.800 --> 00:11:25.900]  市長說你拜訪我幹什麼
[00:11:25.900 --> 00:11:27.600]  因為我要宣告
[00:11:27.600 --> 00:11:29.700]  這地方要被神所得到
[00:11:29.700 --> 00:11:30.900]  我們要宣告
[00:11:30.900 --> 00:11:33.000]  這是神所賜給我們的
[00:11:33.000 --> 00:11:34.500]  所以我們來拜訪你
[00:11:34.500 --> 00:11:36.100]  你是這個地方的頭兒
[00:11:36.100 --> 00:11:38.100]  我們來拜訪你
[00:11:38.100 --> 00:11:38.600]  是的
[00:11:38.600 --> 00:11:39.300]  感謝神
[00:11:39.300 --> 00:11:40.700]  因為我們憑著信心
[00:11:40.700 --> 00:11:42.400]  我們要來做這樣的事情
[00:11:42.400 --> 00:11:43.800]  包括Kirkland
[00:11:43.800 --> 00:11:45.600]  包括Renton Tacoma
[00:11:45.600 --> 00:11:47.600]  包括
[00:11:47.600 --> 00:11:48.400]  Linwood
[00:11:48.400 --> 00:11:49.600]  包括Seattle
[00:11:49.600 --> 00:11:50.200]  等
[00:11:50.200 --> 00:11:50.900]  哈雷路亞
[00:11:50.900 --> 00:11:53.100]  所以我們要得到那地
[00:11:53.100 --> 00:11:55.000]  我們要剛強壯膽
[00:11:55.000 --> 00:11:57.700]  路過約旦河
[00:11:57.700 --> 00:11:59.300]  進入嘉南平原
[00:11:59.300 --> 00:12:00.600]  我們要征戰
[00:12:00.600 --> 00:12:02.300]  我們要得到那地
[00:12:02.300 --> 00:12:03.800]  我常常喜歡講
[00:12:03.800 --> 00:12:05.600]  神賜給我們什麼
[00:12:05.600 --> 00:12:08.000]  固然祂已經給我們準備好了
[00:12:08.000 --> 00:12:08.900]  給我們了
[00:12:08.900 --> 00:12:09.600]  但是
[00:12:09.600 --> 00:12:11.100]  祂不會你坐在家中
[00:12:11.100 --> 00:12:11.800]  坐在床上
[00:12:11.800 --> 00:12:14.500]  碰碰就掉到你的肚子上面
[00:12:14.500 --> 00:12:16.000]  沒有那麼好事情的
[00:12:16.000 --> 00:12:17.600]  你必定要憑著信心
[00:12:17.600 --> 00:12:19.000]  奉主耶穌基督的命令
[00:12:19.000 --> 00:12:21.500]  要宣告你要來執取
[00:12:21.500 --> 00:12:23.000]  你要來獲取
[00:12:23.000 --> 00:12:24.400]  你要來征戰
[00:12:24.400 --> 00:12:27.400]  你要來勝過你的靈命的軟弱
[00:12:27.400 --> 00:12:29.900]  你要來勝過撒旦摩根的迷惑
[00:12:29.900 --> 00:12:31.000]  說你憑什麼
[00:12:31.000 --> 00:12:32.300]  你配得嗎
[00:12:32.300 --> 00:12:33.800]  為什麼會給你
[00:12:33.800 --> 00:12:35.900]  天下哪有白吃的飯
[00:12:35.900 --> 00:12:36.500]  No
[00:12:36.500 --> 00:12:38.600]  從耶和華來的福樂
[00:12:38.600 --> 00:12:39.900]  是沒有憂愁
[00:12:39.900 --> 00:12:41.400]  不加憂慮的
[00:12:41.400 --> 00:12:42.600]  所以我們知道
[00:12:42.600 --> 00:12:44.200]  神是要帶領我們
[00:12:44.200 --> 00:12:46.300]  神是要給我們那地的
[00:12:46.300 --> 00:12:47.100]  好的
[00:12:47.100 --> 00:12:48.400]  就讓我們來看
[00:12:48.400 --> 00:12:50.800]  第十節
[00:12:50.800 --> 00:12:52.500]  第十節祂怎麼說
[00:12:52.500 --> 00:12:55.300]  祂說你們要進去德維艷的那地
[00:12:55.300 --> 00:12:57.900]  本不像你出來的埃及地
[00:12:57.900 --> 00:12:59.600]  你在那裡撒種
[00:12:59.600 --> 00:13:01.000]  用腳澆灌
[00:13:01.000 --> 00:13:03.000]  像澆灌菜園一樣
[00:13:03.000 --> 00:13:05.000]  你們要過去德維艷的那地
[00:13:05.000 --> 00:13:05.900]  是有山有谷
[00:13:05.900 --> 00:13:07.900]  雨水滋潤之地
[00:13:07.900 --> 00:13:10.200]  這裡就有兩個情況
[00:13:10.200 --> 00:13:11.200]  第一個是
[00:13:11.200 --> 00:13:13.100]  像在埃及地
[00:13:13.100 --> 00:13:13.900]  第二個
[00:13:13.900 --> 00:13:16.200]  是在牛奶與蜜之地
[00:13:16.200 --> 00:13:19.700]  一個是暫時萎生之處
[00:13:19.700 --> 00:13:21.900]  暫時存活的地方
[00:13:21.900 --> 00:13:22.800]  另外一個是
[00:13:22.800 --> 00:13:24.800]  神的應許之地
[00:13:24.800 --> 00:13:26.300]  這中間不一樣
[00:13:26.300 --> 00:13:27.500]  您知道嗎
[00:13:27.500 --> 00:13:29.900]  埃及地我們常常比作是什麼
[00:13:29.900 --> 00:13:31.300]  世界
[00:13:31.300 --> 00:13:33.000]  我們在世界打滾
[00:13:33.000 --> 00:13:35.100]  我們在世界上面求活
[00:13:35.100 --> 00:13:37.200]  我們在世界上面做工
[00:13:37.200 --> 00:13:39.600]  我們在世界上面養家糊口
[00:13:39.600 --> 00:13:41.300]  我們在世界上面
[00:13:41.300 --> 00:13:42.800]  得榮華富貴
[00:13:42.800 --> 00:13:44.000]  得大名
[00:13:44.000 --> 00:13:46.300]  我們甚至於有許許多多的
[00:13:46.300 --> 00:13:47.800]  好的事情
[00:13:47.800 --> 00:13:49.400]  這都很棒
[00:13:49.400 --> 00:13:51.700]  但是那是埃及地
[00:13:51.700 --> 00:13:53.700]  埃及地是說什麼
[00:13:53.700 --> 00:13:55.500]  在那裡撒種
[00:13:55.500 --> 00:13:57.500]  用腳澆灌
[00:13:57.500 --> 00:13:58.600]  然後
[00:13:58.600 --> 00:14:00.800]  菜園子一樣
[00:14:00.800 --> 00:14:02.500]  意思是說
[00:14:02.500 --> 00:14:04.200]  那裡有一條河
[00:14:04.200 --> 00:14:06.300]  神為你預備了
[00:14:06.300 --> 00:14:07.400]  然後呢
[00:14:07.400 --> 00:14:08.800]  你就在那裡
[00:14:08.800 --> 00:14:10.100]  用腳澆灌
[00:14:10.100 --> 00:14:12.400]  就是踩水輪
[00:14:12.400 --> 00:14:14.900]  踩著踩著把水打上來
[00:14:14.900 --> 00:14:15.900]  那澆灌
[00:14:15.900 --> 00:14:18.400]  澆灌的不過是一個菜園子而已
[00:14:18.400 --> 00:14:19.700]  您知道嗎
[00:14:19.700 --> 00:14:21.800]  那個水
[00:14:21.800 --> 00:14:23.100]  除非是
[00:14:23.100 --> 00:14:23.800]  怎麼樣
[00:14:23.800 --> 00:14:25.400]  那個尼羅河的水
[00:14:25.400 --> 00:14:27.000]  那埃及地的水
[00:14:27.000 --> 00:14:28.400]  能夠滋潤
[00:14:28.400 --> 00:14:30.100]  你所需要的一切
[00:14:30.100 --> 00:14:32.600]  但是那不過是菜園
[00:14:32.600 --> 00:14:34.900]  而神要帶領我們去
[00:14:34.900 --> 00:14:36.400]  乃是有山有谷
[00:14:36.400 --> 00:14:37.700]  雨水滋潤
[00:14:37.700 --> 00:14:39.300]  雨水是什麼
[00:14:39.300 --> 00:14:41.800]  雨水你要去耕種耕地的時候
[00:14:41.800 --> 00:14:44.000]  不是叫你用腳去澆灌
[00:14:44.000 --> 00:14:46.100]  而是說你要憑著信心
[00:14:46.100 --> 00:14:49.200]  如果今年不能夠風調雨順的話
[00:14:49.200 --> 00:14:50.900]  雨水就沒了
[00:14:50.900 --> 00:14:51.600]  是不是
[00:14:51.600 --> 00:14:52.500]  你要憑著信心
[00:14:52.500 --> 00:14:53.900]  奉主耶穌基督裡面
[00:14:53.900 --> 00:14:56.000]  不斷的倚靠他
[00:14:56.000 --> 00:14:56.500]  哦
[00:14:56.500 --> 00:14:57.700]  上面就講說那有
[00:14:57.700 --> 00:14:59.600]  河適河宜的
[00:14:59.600 --> 00:15:01.900]  秋雨跟春雨
[00:15:01.900 --> 00:15:03.400]  就要降下來
[00:15:03.400 --> 00:15:05.400]  這是神要給我們的
[00:15:05.400 --> 00:15:06.900]  所以祂要我們是說
[00:15:06.900 --> 00:15:09.800]  你不要靠你自己
[00:15:09.800 --> 00:15:12.400]  你要倚靠上帝
[00:15:12.400 --> 00:15:14.700]  要靠我們的神
[00:15:14.700 --> 00:15:17.500]  然後遵行祂的一切誡命
[00:15:17.500 --> 00:15:19.500]  祂的律例典章
[00:15:19.500 --> 00:15:22.500]  然後祂就按時降雨
[00:15:22.500 --> 00:15:24.300]  在我們的地上
[00:15:24.300 --> 00:15:25.000]  哦
