
[00:00:00.000 --> 00:00:02.720]  撒姆爾傳的第三講
[00:01:31.720 --> 00:01:34.680]  每個人都是做自己認為對的事
[00:01:34.680 --> 00:01:36.560]  充滿了罪惡
[00:01:36.560 --> 00:01:40.480]  雖然神是有差派士司去到以色列人那裡
[00:01:40.480 --> 00:01:42.320]  但是神的話語
[00:01:42.320 --> 00:01:45.520]  他的異象可以說是很稀少
[00:01:45.520 --> 00:01:48.440]  直至到撒姆爾出現的時候
[00:01:48.440 --> 00:01:52.480]  神再次是向以色列人說話
[00:01:52.480 --> 00:01:56.320]  這個和兩約之間
[00:01:56.320 --> 00:01:59.720]  就是新舊約之間的時候很相似
[00:01:59.720 --> 00:02:01.560]  有四百多年
[00:02:01.560 --> 00:02:03.400]  神是沒有任何的密事
[00:02:03.400 --> 00:02:06.400]  是被以色列人沒有任何的言語
[00:02:06.400 --> 00:02:10.200]  直至到耶穌基督在新約出現
[00:02:10.200 --> 00:02:12.480]  有沒有見到耶穌基督和撒姆爾
[00:02:12.480 --> 00:02:15.520]  真的有很多相似的地方
[00:02:15.520 --> 00:02:18.960]  我也說了撒姆爾記介紹的時候
[00:02:18.960 --> 00:02:20.240]  我說過
[00:02:20.240 --> 00:02:26.440]  耶穌基督和撒姆爾都是好像摩西一樣的先知
[00:02:26.440 --> 00:02:28.080]  摩西自己呢
[00:02:28.080 --> 00:02:30.040]  當神差派摩西
[00:02:30.040 --> 00:02:33.400]  去到以色列人那裡傳達他的話語
[00:02:33.400 --> 00:02:35.880]  以色列人正在埃及
[00:02:35.880 --> 00:02:37.480]  多少年了
[00:02:37.480 --> 00:02:39.280]  四百多年
[00:02:39.280 --> 00:02:41.200]  你說相不相似
[00:02:41.200 --> 00:02:44.240]  所以耶穌基督和撒姆爾
[00:02:44.240 --> 00:02:47.640]  真的好像摩西一樣的先知
[00:02:47.640 --> 00:02:51.960]  而撒姆爾是比較近的預言
[00:02:51.960 --> 00:02:55.200]  但是耶穌基督是比較遠的預言
[00:02:55.200 --> 00:02:56.400]  我時時都說
[00:02:56.400 --> 00:02:58.080]  在聖經裡面的預言
[00:02:58.080 --> 00:03:03.480]  很多都有近和遠的預表
[00:03:03.480 --> 00:03:04.920]  喏
[00:03:04.920 --> 00:03:09.560]  人民怎樣領袖都是怎樣
[00:03:09.560 --> 00:03:13.240]  一個國家如果的領袖不能夠對神專一
[00:03:13.240 --> 00:03:16.520]  就好像大祭司以利一樣
[00:03:16.520 --> 00:03:20.000]  他縱容兩個兒子
[00:03:20.000 --> 00:03:21.920]  他不專敬神
[00:03:21.920 --> 00:03:22.760]  結果怎樣
[00:03:22.760 --> 00:03:24.880]  他不能夠向神專一
[00:03:24.880 --> 00:03:27.600]  反映出人民都是一樣
[00:03:27.600 --> 00:03:32.000]  在撒姆爾上的一章和二章
[00:03:32.000 --> 00:03:33.080]  我們看到
[00:03:33.080 --> 00:03:35.640]  以利加拿就是一個例子
[00:03:35.640 --> 00:03:38.240]  他的太太沒有兒子生
[00:03:38.240 --> 00:03:42.200]  他就立刻找娶二奶
[00:03:42.200 --> 00:03:44.640]  就是對他的妻子不專一
[00:03:44.640 --> 00:03:47.760]  以致我們看到也是反映出
[00:03:47.760 --> 00:03:53.200]  當時的領袖也不能夠向神專一
[00:03:53.200 --> 00:03:55.720]  結果娶了二奶
[00:03:55.720 --> 00:03:57.920]  搞到家曹屋斃
[00:03:57.920 --> 00:04:02.160]  我們現在美國年底就會大選
[00:04:02.160 --> 00:04:03.560]  有很多人說
[00:04:03.560 --> 00:04:06.200]  又是這兩個候選人嗎
[00:04:06.200 --> 00:04:12.120]  有沒有一些合適的候選人
[00:04:12.120 --> 00:04:14.000]  為什麼選來選去都這兩個
[00:04:14.000 --> 00:04:17.440]  個個都認為不是好的候選人
[00:04:17.440 --> 00:04:20.560]  我們應該看回自己
[00:04:20.560 --> 00:04:23.960]  其實可能是美國的人民出現了問題
[00:04:23.960 --> 00:04:26.480]  以致領袖都出現問題
[00:04:26.480 --> 00:04:29.360]  這個是聖經教我們
[00:04:29.360 --> 00:04:32.120]  其實我們應該像哈拿一樣
[00:04:32.120 --> 00:04:34.960]  來為美國來禱告
[00:04:34.960 --> 00:04:38.200]  我們首先是由自己做起
[00:04:38.200 --> 00:04:39.760]  要改變自己
[00:04:39.760 --> 00:04:42.400]  以致我們能夠改變我們的家庭
[00:04:42.400 --> 00:04:45.320]  以致我們能夠改變我們的社區
[00:04:45.320 --> 00:04:49.360]  以致我們能夠有一個好的國家
[00:04:49.360 --> 00:04:51.640]  所以人民反映出領袖
[00:04:51.640 --> 00:04:53.360]  這個真的是聖經的教導
[00:04:53.360 --> 00:04:58.240]  在聖經裡面重複地出現給我們看到
[00:04:58.240 --> 00:05:02.080]  哈拿得到了薩姆爾之後
[00:05:02.080 --> 00:05:04.480]  他在薩姆爾上的第二章
[00:05:04.480 --> 00:05:07.800]  他就用詩歌來讚美神
[00:05:07.800 --> 00:05:09.760]  很多人都不明白
[00:05:09.760 --> 00:05:13.320]  將自己或者將自己最好的獻給神
[00:05:13.320 --> 00:05:16.640]  以及讚美神的關係
[00:05:16.640 --> 00:05:18.800]  其實我們看到這兩樣東西
[00:05:18.800 --> 00:05:22.760]  是一起重複地出現在聖經裡面
[00:05:22.760 --> 00:05:26.360]  昔日以色列人當他們將他們最好的
[00:05:26.360 --> 00:05:29.080]  帶去聖殿獻給神的時候
[00:05:29.080 --> 00:05:32.760]  他們都會唱詩歌讚美神
[00:05:32.760 --> 00:05:34.400]  我們看到大衛
[00:05:34.400 --> 00:05:36.800]  當他經歷苦難的時候
[00:05:36.800 --> 00:05:37.840]  他怎樣做
[00:05:37.840 --> 00:05:40.200]  他是作詩歌來讚美神
[00:05:40.200 --> 00:05:45.120]  所以詩篇裡面是充滿了大衛的詩歌
[00:05:45.120 --> 00:05:48.400]  我們在下一年就會講大衛的事
[00:05:48.400 --> 00:05:51.360]  大衛的故事 大衛傳
[00:05:51.360 --> 00:05:55.400]  今年英文堂和國語堂都會講詩篇
[00:05:55.400 --> 00:05:58.120]  唯獨我們粵語堂不講為什麼
[00:05:58.120 --> 00:06:02.560]  因為我知道下一年就會跟大家講大衛的故事
[00:06:02.560 --> 00:06:06.320]  有很多大衛的詩篇要跟大家分享
[00:06:06.320 --> 00:06:10.080]  然後我就會選一個時間專門講詩篇
[00:06:10.080 --> 00:06:15.960]  所以我們今年講到的次序
[00:06:15.960 --> 00:06:18.560]  是有一點點調轉了
[00:06:18.560 --> 00:06:20.360]  還有例子
[00:06:20.360 --> 00:06:24.400]  耶穌基督當他要將自己獻上
[00:06:24.400 --> 00:06:27.640]  幫我們成為我們的獻祭
[00:06:27.640 --> 00:06:30.440]  在十字架上釘十字架之前
[00:06:30.440 --> 00:06:32.320]  他在最後的晚餐
[00:06:32.320 --> 00:06:35.480]  和門徒一起唱詩歌
[00:06:35.480 --> 00:06:39.000]  《馬太福音》的二十六章第三十節
[00:06:39.000 --> 00:06:41.680]  還有《使徒行傳》裡面
[00:06:41.680 --> 00:06:46.040]  無論是彼得在《使徒行傳》的第五章
[00:06:46.040 --> 00:06:48.880]  無論是保羅在《使徒行傳》的十六章
[00:06:48.880 --> 00:06:50.800]  當他們被捕入獄
[00:06:50.800 --> 00:06:53.400]  當他們被毆打的時候
[00:06:53.400 --> 00:06:54.520]  他們怎樣呢
[00:06:54.520 --> 00:06:57.760]  同樣是唱詩歌來讚美神
[00:06:57.760 --> 00:07:00.360]  今日哈拿得到了撒姆爾
[00:07:00.360 --> 00:07:02.520]  他將撒姆爾獻給神
[00:07:02.520 --> 00:07:05.360]  同時他向神獻上
[00:07:05.360 --> 00:07:10.920]  他的詩歌在《撒姆爾》上的二章一至十一節
[00:07:10.920 --> 00:07:12.800]  很多人都不明白
[00:07:12.800 --> 00:07:17.960]  為什麼禱告前我們先要讚美神的重要性
[00:07:17.960 --> 00:07:20.880]  因為讚美神是能夠幫助我們
[00:07:20.880 --> 00:07:25.160]  將注意力放在神的榮耀的身上
[00:07:25.160 --> 00:07:29.120]  而不是放在我們自己的需要的上面
[00:07:29.120 --> 00:07:30.760]  這個很重要
[00:07:30.760 --> 00:07:33.240]  當我們見到神的偉大的時候
[00:07:33.240 --> 00:07:35.720]  明白到神的偉大的時候
[00:07:35.720 --> 00:07:39.480]  我們對我們的生命是有一個正確的觀點
[00:07:39.480 --> 00:07:41.880]  在這個時候禱告
[00:07:41.880 --> 00:07:44.560]  我覺得才是最好
[00:07:44.560 --> 00:07:50.520]  哈拿他讚美的詩歌是高舉神的榮耀
[00:07:50.520 --> 00:07:54.480]  在《聖經》裡面有三個詩歌都很相似
[00:07:54.480 --> 00:07:57.240]  一個就是我們今天哈拿的詩歌
[00:07:57.240 --> 00:07:59.120]  撒姆爾上的第二章
[00:07:59.120 --> 00:08:03.200]  另一個就是大衛的讚美詩歌
[00:08:03.200 --> 00:08:05.680]  在《撒姆爾》以下的二十二章
[00:08:05.680 --> 00:08:08.200]  以及瑪利亞在《新約》
[00:08:08.200 --> 00:08:11.280]  盧卡福音的第一章也有讚美詩
[00:08:11.280 --> 00:08:14.400]  三首詩歌都有很相似的地方
[00:08:14.400 --> 00:08:16.560]  都是講出了三點
[00:08:16.560 --> 00:08:19.880]  第一點就是神給人的恩典
[00:08:19.880 --> 00:08:21.960]  是人所不配接受的
[00:08:21.960 --> 00:08:23.560]  這個是第一點
[00:08:23.560 --> 00:08:25.000]  第二點呢
[00:08:25.000 --> 00:08:27.920]  所有的三個詩歌都講到
[00:08:27.920 --> 00:08:34.720]  讚美神如何幫助他們勝過他們的敵人
[00:08:34.720 --> 00:08:36.200]  還有第三點
[00:08:36.200 --> 00:08:39.480]  就是神用不可思議的神蹟其事
[00:08:39.480 --> 00:08:42.000]  來達到這個目的
[00:08:42.000 --> 00:08:45.760]  瑪利亞的詩歌和哈拿的詩歌
[00:08:45.760 --> 00:08:49.880]  是特別的接近 特別的相似
[00:08:49.880 --> 00:08:53.720]  其實哈拿的詩歌 讚美的詩歌
[00:08:53.720 --> 00:08:55.840]  可以說是有一個大綱
[00:08:55.840 --> 00:08:57.640]  一共有五點
[00:08:57.640 --> 00:09:01.120]  第一點 只有一點是關於他自己
[00:09:01.120 --> 00:09:03.280]  就是講到他主內的喜樂
[00:09:03.280 --> 00:09:06.040]  唯有這一點是關於他自己
[00:09:06.040 --> 00:09:08.240]  《撒姆爾》上的二章一節
[00:09:08.240 --> 00:09:10.520]  其餘的都是關於神
[00:09:10.520 --> 00:09:12.360]  二至三節是講到
[00:09:12.360 --> 00:09:16.400]  第二點是講到神的權柄 神的權威
[00:09:16.400 --> 00:09:21.840]  第三點是四至八節是講到神的恩典
[00:09:21.840 --> 00:09:26.320]  第四點 八至十節是講到神的保護
[00:09:26.320 --> 00:09:33.320]  而最後一點 十至十一節是講到神的統治
[00:09:33.320 --> 00:09:38.960]  我沒有時間和大家詳細講哈拿的讚美詩
[00:09:38.960 --> 00:09:41.960]  因為有很多經文我想講
[00:09:41.960 --> 00:09:45.040]  今天我會講第二第三章
[00:09:45.040 --> 00:09:47.600]  兩章書很多經文
[00:09:47.600 --> 00:09:51.080]  我們都不能夠將這些經文完全讀完
[00:09:51.080 --> 00:09:54.000]  剛才我們只不過讀了一個部分
[00:09:54.000 --> 00:09:56.440]  主席已經說很長了
[00:09:56.440 --> 00:09:58.080]  所以我希望大家
[00:09:58.080 --> 00:10:01.280]  如果知道我是講哪章哪節的時候
[00:10:01.280 --> 00:10:04.200]  哪章書就先讀了
[00:10:04.200 --> 00:10:06.120]  然後你走來聽我說
[00:10:06.120 --> 00:10:09.840]  這個訊息就會更加事半功倍
[00:10:09.840 --> 00:10:13.680]  所以希望大家都能夠先讀經文
[00:10:13.680 --> 00:10:16.560]  其實我們都應該有讀經的計劃
[00:10:16.560 --> 00:10:19.880]  我們都應該有一個讀經的習慣
[00:10:19.880 --> 00:10:22.680]  最好就是你知道我講哪章
[00:10:22.680 --> 00:10:26.640]  你就先讀完 然後才回來聽
[00:10:26.640 --> 00:10:30.560]  我們看到當哈拿禱告神就回應
[00:10:30.560 --> 00:10:31.960]  哈拿去到聖殿
[00:10:31.960 --> 00:10:35.720]  本來是以一個破碎的心去到聖殿
[00:10:35.720 --> 00:10:38.200]  但是當他願意服從神
[00:10:38.200 --> 00:10:41.160]  走在神的旨意向神禱告
[00:10:41.160 --> 00:10:45.120]  神就給了他一個兒子就是薩姆爾
[00:10:45.120 --> 00:10:49.120]  哈拿和她丈夫以利加那
[00:10:49.120 --> 00:10:52.760]  當薩姆爾懷孕大概三歲的時候
[00:10:52.760 --> 00:10:55.840]  就將薩姆爾帶到聖殿
[00:10:55.840 --> 00:11:01.400]  將薩姆爾給以利去撫養
[00:11:01.400 --> 00:11:04.320]  還願 這是他還願
[00:11:04.320 --> 00:11:06.600]  許他自己的諾言
[00:11:06.600 --> 00:11:09.520]  將薩姆爾獻給神
[00:11:09.520 --> 00:11:12.440]  當一個丈夫和一個妻子
[00:11:12.440 --> 00:11:15.080]  兩個都將最好的獻給神
[00:11:15.080 --> 00:11:17.800]  兩個都願意一起來敬拜神
[00:11:17.800 --> 00:11:19.160]  一起來禱告
[00:11:19.160 --> 00:11:22.120]  這真是一個非常美麗的圖畫
[00:11:22.120 --> 00:11:28.560]  我們看到神就祝福以利加那和哈拿
[00:11:28.560 --> 00:11:31.440]  給了他們一共有五個弟弟
[00:11:31.440 --> 00:11:33.800]  三男二女
[00:11:33.800 --> 00:11:37.480]  哈拿將一個兒子獻給神
[00:11:37.480 --> 00:11:41.240]  神就反過來五倍歸還
[00:11:41.240 --> 00:11:46.280]  賜五個弟弟給哈拿和以利加那
[00:11:46.280 --> 00:11:47.760]  神的恩典
[00:11:47.760 --> 00:11:51.280]  神真是充滿了他的恩典
[00:11:51.280 --> 00:11:54.080]  薩姆爾的成長
[00:11:54.080 --> 00:11:57.520]  他去到聖殿是做一個學師
[00:11:57.520 --> 00:12:00.560]  他是學習如何做祭司
[00:12:00.560 --> 00:12:03.840]  當時以利是大祭司
[00:12:03.840 --> 00:12:07.920]  以利當然是穿著他細麻布的長袍
[00:12:07.920 --> 00:12:10.440]  還有以弗德就是祭司
[00:12:10.440 --> 00:12:12.720]  在神的面前獻祭
[00:12:12.720 --> 00:12:15.280]  在神的面前點燈
[00:12:15.280 --> 00:12:19.320]  薩姆爾站在以利的旁邊
[00:12:19.320 --> 00:12:21.680]  他又穿著一件長袍
[00:12:21.680 --> 00:12:23.960]  穿著以弗德
[00:12:23.960 --> 00:12:26.800]  以利做什麼 薩姆爾就做什麼
[00:12:26.800 --> 00:12:28.080]  你想不想像
[00:12:28.080 --> 00:12:32.160]  我相信薩姆爾當時真的很可愛
[00:12:32.160 --> 00:12:33.720]  好像現在的小朋友
[00:12:33.720 --> 00:12:35.800]  兩三歲喜歡做什麼
[00:12:35.800 --> 00:12:37.160]  喜歡學大人
[00:12:37.160 --> 00:12:39.320]  大人做什麼 他又做什麼
[00:12:39.320 --> 00:12:43.200]  所以我相信當年在聖殿就是這樣的情形
[00:12:43.200 --> 00:12:46.760]  而每年哈拿都會帶一些新衣服
[00:12:46.760 --> 00:12:49.280]  當他們去侍羅敬拜神的時候
[00:12:49.280 --> 00:12:52.760]  就會做一些新衣服帶給薩姆爾
[00:12:52.760 --> 00:12:57.400]  聖經裡面三時時都有屬靈的意義
[00:12:57.400 --> 00:12:59.680]  新衣服是代表什麼
[00:12:59.680 --> 00:13:02.160]  第一是代表一個新的開始
[00:13:02.160 --> 00:13:07.240]  第二除了一個弟弟身體的成長
[00:13:07.240 --> 00:13:09.800]  也代表他靈命的成長
[00:13:09.800 --> 00:13:12.760]  這就是聖經裡面的教導
[00:13:12.760 --> 00:13:15.320]  例如在福音書裡面
[00:13:15.320 --> 00:13:18.120]  我們看到耶穌基督都是一樣
[00:13:18.120 --> 00:13:20.080]  我剛剛才說過
[00:13:20.080 --> 00:13:23.680]  耶穌基督和薩姆爾都很相似
[00:13:23.680 --> 00:13:26.680]  都是好像摩西一樣的先知
[00:13:26.680 --> 00:13:30.240]  你看看路加福音的二章五十二節怎麼說
[00:13:30.240 --> 00:13:32.440]  耶穌的智慧和新良
[00:13:32.440 --> 00:13:35.240]  並神和人喜愛祂的心
[00:13:35.240 --> 00:13:37.480]  都一起增長
[00:13:37.480 --> 00:13:39.560]  這句經文大家要記得
[00:13:39.560 --> 00:13:44.080]  稍後我們會看到描述薩姆爾的經文是一模一樣
[00:13:44.080 --> 00:13:47.600]  人和神喜愛祂的心
[00:13:47.600 --> 00:13:50.520]  都是繼續的增長
[00:13:50.520 --> 00:13:52.760]  大衛也是一樣
[00:13:52.760 --> 00:13:55.000]  當他成長的時候
[00:13:55.000 --> 00:14:00.320]  聖經告訴我們是有神與他同在
[00:14:00.320 --> 00:14:05.160]  其實經文是很明顯
[00:14:05.160 --> 00:14:10.360]  是將薩姆爾和以利兩個兒子比較
[00:14:10.360 --> 00:14:12.200]  很清楚的
[00:14:12.200 --> 00:14:16.080]  我們看到一方面以利兩個兒子
[00:14:16.080 --> 00:14:18.840]  藐視神的祭物
[00:14:18.840 --> 00:14:23.160]  在會幕裡面犯監禁
[00:14:23.160 --> 00:14:25.680]  在會幕的外面犯監禁
[00:14:25.680 --> 00:14:30.200]  但是薩姆爾我們看到很相對
[00:14:30.200 --> 00:14:33.800]  薩姆爾是事立在耶和華的面前
[00:14:33.800 --> 00:14:37.080]  在會幕裡面是侍奉神
[00:14:37.080 --> 00:14:39.760]  薩姆爾上的二章十八節
[00:14:39.760 --> 00:14:40.800]  還有呢
[00:14:40.800 --> 00:14:43.120]  兩個人都不認識神
[00:14:43.120 --> 00:14:45.760]  以利兩個兒子不認識神
[00:14:45.760 --> 00:14:47.320]  但是薩姆爾呢
[00:14:47.320 --> 00:14:49.320]  他在會幕中侍奉
[00:14:49.320 --> 00:14:53.480]  耶和華與人越來越喜愛祂
[00:14:53.480 --> 00:14:55.920]  薩姆爾上的二章二十六節
[00:14:55.920 --> 00:15:00.000]  這就是我剛才所說的路加福音二章五十二節
[00:15:00.000 --> 00:15:02.840]  說耶穌基督的時候都是一模一樣
[00:15:02.840 --> 00:15:09.720]  人和神都是越來越喜愛薩姆爾和耶穌基督
[00:15:09.720 --> 00:15:10.840]  還有呢
[00:15:10.840 --> 00:15:12.440]  以利的家族
[00:15:12.440 --> 00:15:17.320]  很快他們祭司的職責就會被割除
[00:15:17.320 --> 00:15:18.800]  但是薩姆爾呢
[00:15:18.800 --> 00:15:19.920]  很相對
[00:15:19.920 --> 00:15:21.760]  他被神呼召
[00:15:21.760 --> 00:15:24.360]  將會成為神的發言人
[00:15:24.360 --> 00:15:26.760]  成為神的先知
[00:15:26.760 --> 00:15:30.040]  在屬於薩姆爾上的三章十九節還說
[00:15:30.040 --> 00:15:34.400]  神使他所說的話一句都不落空
[00:15:34.400 --> 00:15:36.400]  他所說的話都應驗
[00:15:36.400 --> 00:15:38.360]  沒有一句話是落空
[00:15:38.360 --> 00:15:42.160]  這就是最好辨別真假先知
[00:15:42.160 --> 00:15:45.480]  我們知道在新命記的十八章二十二節
[00:15:45.480 --> 00:15:50.320]  說先知奉耶和華所說的話
[00:15:50.320 --> 00:15:55.360]  若果沒有實驗或不應驗
[00:15:55.360 --> 00:15:58.960]  這話就是耶和華未曾吩咐的
[00:15:58.960 --> 00:16:01.840]  而是那先知善自說的話
[00:16:01.840 --> 00:16:05.080]  你們不必怕他
[00:16:05.080 --> 00:16:08.000]  一個假的先知說的話不會實驗
[00:16:08.000 --> 00:16:12.200]  但是薩姆爾所說的每一句話都實驗
[00:16:12.200 --> 00:16:13.480]  就被人看到
[00:16:13.480 --> 00:16:15.560]  他真的是神的先知
[00:16:15.560 --> 00:16:18.280]  然後在經文
[00:16:18.280 --> 00:16:21.920]  在薩姆爾上的三章二十節
[00:16:21.920 --> 00:16:24.240]  說從丹去到別時巴
[00:16:24.240 --> 00:16:26.360]  所有的以色列人都知道
[00:16:26.360 --> 00:16:29.840]  耶和華立薩姆爾為先知
[00:16:29.840 --> 00:16:31.160]  但在哪裏?
[00:16:31.160 --> 00:16:33.080]  在以色列的北邊
[00:16:33.080 --> 00:16:36.040]  別時巴在以色列的南邊
[00:16:36.040 --> 00:16:40.080]  即是說以色列全國由北邊到南邊
[00:16:40.080 --> 00:16:41.520]  沒有一個人不知道
[00:16:41.520 --> 00:16:49.000]  薩姆爾就是神所安立的先知
[00:16:49.000 --> 00:16:53.280]  經文其實有一個轉捩點
[00:16:53.280 --> 00:16:55.640]  在第二和第三章
[00:16:55.640 --> 00:16:59.480]  第二章十一節之前
[00:16:59.480 --> 00:17:02.760]  就是講到以利家那
[00:17:02.760 --> 00:17:05.200]  他一個家庭的故事
[00:17:05.200 --> 00:17:07.840]  但是在二章十二節開始
[00:17:07.840 --> 00:17:09.880]  到三章二十一節
[00:17:09.880 --> 00:17:13.400]  就是講到以利家的故事
[00:17:13.400 --> 00:17:16.120]  經文我們剛才都有讀到
[00:17:16.120 --> 00:17:20.440]  以利年紀老邁老眼昏花
[00:17:20.440 --> 00:17:24.480]  所以他把他的工作給了兩個兒子來做
[00:17:24.480 --> 00:17:28.520]  就是河伐尼和匪尼哈兩個
[00:17:28.520 --> 00:17:29.720]  但是很可惜
[00:17:29.720 --> 00:17:31.040]  聖經告訴我們
[00:17:31.040 --> 00:17:33.520]  他們兩個都不認識神
[00:17:33.520 --> 00:17:36.560]  甚至聖經用到匪列之子
[00:17:36.560 --> 00:17:39.040]  來形容這兩個兒子
[00:17:39.040 --> 00:17:43.240]  在舊約希伯來文講到匪列這個字
[00:17:43.240 --> 00:17:47.720]  就是那些公然敵對神的人
[00:17:47.720 --> 00:17:49.480]  在舊約裏面這個字
[00:17:49.480 --> 00:17:52.520]  時時被翻譯為匪類
[00:17:52.520 --> 00:17:55.720]  我們說
[00:17:55.720 --> 00:17:57.840]  就是那些胡作非為
[00:17:57.840 --> 00:18:00.040]  為非作歹的人
[00:18:00.040 --> 00:18:01.800]  就是匪類
[00:18:01.800 --> 00:18:03.800]  他們不認識神
[00:18:03.800 --> 00:18:06.720]  這些就是匪列之子
[00:18:06.720 --> 00:18:09.680]  而在舊約保羅
[00:18:09.680 --> 00:18:12.640]  在舊哥倫多後書的六章十五節
[00:18:12.640 --> 00:18:16.440]  用這個字來形容誰
[00:18:16.440 --> 00:18:18.960]  是作為撒旦的名字
[00:18:18.960 --> 00:18:24.360]  你可想而知這個字負面的意念有多大
[00:18:24.360 --> 00:18:29.720]  說到以利兩個兒子就是匪列之子
[00:18:29.720 --> 00:18:33.480]  他們兩個兒子是藐視祭物
[00:18:33.480 --> 00:18:37.240]  其實在聖經裏面很清楚告訴我們
[00:18:37.240 --> 00:18:40.440]  祭物哪個部份是屬於神
[00:18:40.440 --> 00:18:43.040]  哪個部份是屬於祭司
[00:18:43.040 --> 00:18:46.880]  在《利尾記》第七章講得很清楚
[00:18:46.880 --> 00:18:50.160]  豬油的部份是屬於神
[00:18:50.160 --> 00:18:53.000]  烘肉和右邊的大腿
[00:18:53.000 --> 00:18:55.520]  不要搞錯 是右邊的大腿
[00:18:55.520 --> 00:18:57.520]  是屬於祭司
[00:18:57.520 --> 00:19:03.520]  其他的部份是可以給憲制者分泌食
[00:19:03.520 --> 00:19:08.200]  以利兩個兒子不滿足自己所得到的部份
[00:19:08.200 --> 00:19:09.320]  他們怎樣
[00:19:09.320 --> 00:19:11.120]  差派他們的僕人
[00:19:11.120 --> 00:19:14.760]  去到那些憲制者在煮肉
[00:19:14.760 --> 00:19:16.680]  在鍋裏面煮肉
[00:19:16.680 --> 00:19:19.080]  他們的僕人會拿著三叉
[00:19:19.080 --> 00:19:21.400]  叉下去刺到哪一塊肉
[00:19:21.400 --> 00:19:24.760]  那塊肉就屬於以利兩個兒子
[00:19:24.760 --> 00:19:27.520]  連神之油的部份
[00:19:27.520 --> 00:19:30.680]  他們也拿了 據為己有
[00:19:30.680 --> 00:19:32.520]  他們還怎樣
[00:19:32.520 --> 00:19:35.280]  認為水煮的沒有什麼味道
[00:19:35.280 --> 00:19:38.160]  他們叫祭司給他們的生肉
[00:19:38.160 --> 00:19:39.880]  他們可以烤來吃
[00:19:39.880 --> 00:19:41.320]  他們要燒烤
[00:19:41.320 --> 00:19:44.240]  好像我們現在美國人很喜歡燒烤
[00:19:44.240 --> 00:19:46.240]  這樣才是和味
[00:19:46.240 --> 00:19:49.760]  正如聖經所說
[00:19:49.760 --> 00:19:51.840]  薩姆以上的二章十七節
[00:19:51.840 --> 00:19:54.960]  他們是藐視神的供物
[00:19:54.960 --> 00:19:56.560]  二章二十九節
[00:19:56.560 --> 00:19:59.880]  甚至踐踏神的祭物
[00:19:59.880 --> 00:20:01.800]  他們兩個兒子還怎樣
[00:20:01.800 --> 00:20:07.640]  還與會幕前侍後耶和華的婦女來到糾合
[00:20:07.640 --> 00:20:10.880]  在說薩姆以上的二章二十二節
[00:20:10.880 --> 00:20:13.880]  在說出哀及忌的三十八章八節
[00:20:13.880 --> 00:20:20.200]  告訴我們真的有婦女在會幕的前面侍奉
[00:20:20.200 --> 00:20:24.080]  他們兩個人不單止藐視祭物
[00:20:24.080 --> 00:20:25.760]  藐視會幕
[00:20:25.760 --> 00:20:30.240]  他們最終是藐視神
[00:20:30.240 --> 00:20:32.360]  就在這個時候
[00:20:32.360 --> 00:20:35.160]  神向薩姆爾來顯現
[00:20:35.160 --> 00:20:40.480]  神要呼召薩姆爾來代替以利
[00:20:40.480 --> 00:20:43.320]  很多時神呼召祂的僕人的時候
[00:20:43.320 --> 00:20:46.160]  都有很特別的情形出現
[00:20:46.160 --> 00:20:48.520]  例如當神呼召摩西
[00:20:48.520 --> 00:20:51.000]  在說出哀及忌的第三章
