
[00:00:00.000 --> 00:00:03.800]  再次向大家問候 各位聽眾平安
[00:03:35.300 --> 00:03:38.300]  以色列家啊,你們回轉
[00:03:38.300 --> 00:03:41.300]  回轉離開惡道吧
[00:03:41.300 --> 00:03:43.300]  何必死亡呢?
[00:03:43.300 --> 00:03:47.300]  今天跟大家分享的是以西傑書
[00:03:47.300 --> 00:03:53.300]  經文裡說到人子就是上帝對以西傑說
[00:03:53.300 --> 00:03:58.300]  以西傑書很多學者都認為是以西傑所寫的
[00:03:58.300 --> 00:04:01.300]  以西傑是耶路撒冷在主前586年
[00:04:01.300 --> 00:04:04.300]  陷落之前和之後
[00:04:04.300 --> 00:04:07.300]  在耶路撒冷做先知
[00:04:07.300 --> 00:04:11.300]  約有27年時間
[00:04:11.300 --> 00:04:14.300]  在被擄之後
[00:04:14.300 --> 00:04:16.300]  他也是被擄的一份子
[00:04:16.300 --> 00:04:18.300]  隨著一部分被擄的人
[00:04:18.300 --> 00:04:23.300]  到了巴比倫住在加巴魯河邊
[00:04:23.300 --> 00:04:25.300]  過著流亡的生活
[00:04:25.300 --> 00:04:28.300]  所以他也不能倖免被擄
[00:04:28.300 --> 00:04:30.300]  以西傑的主要職責
[00:04:30.300 --> 00:04:33.300]  是將上帝要他說的話
[00:04:33.300 --> 00:04:36.300]  原原本本傳給百姓
[00:04:36.300 --> 00:04:38.300]  希望百姓可以覺醒
[00:04:38.300 --> 00:04:43.300]  因為以西傑的罪行導致他們國破家亡
[00:04:43.300 --> 00:04:45.300]  不是因為其他原因
[00:04:45.300 --> 00:04:47.300]  是因為他們的罪行
[00:04:47.300 --> 00:04:50.300]  所以他們要國破家亡,流離失所
[00:04:50.300 --> 00:04:54.300]  在被擄之後,以西傑鼓勵百姓
[00:04:54.300 --> 00:04:59.300]  要對國家復國復興有一個盼望的心
[00:04:59.300 --> 00:05:03.300]  如果有機會可以翻開以西傑書
[00:05:03.300 --> 00:05:06.300]  傳書裡,以西傑強調
[00:05:06.300 --> 00:05:11.300]  人要為自己所犯的罪去負責
[00:05:11.300 --> 00:05:14.300]  並免百姓要轉離惡行
[00:05:14.300 --> 00:05:18.300]  國家的復興必指日可待
[00:05:18.300 --> 00:05:22.300]  其實在以西傑書的三章一至十一節
[00:05:22.300 --> 00:05:27.300]  提到上帝呼召以西傑的情景下
[00:05:27.300 --> 00:05:30.300]  用現代的說話來說
[00:05:30.300 --> 00:05:33.300]  他邀請以西傑和他打工
[00:05:33.300 --> 00:05:35.300]  做上帝的代言人
[00:05:35.300 --> 00:05:39.300]  向以西人宣講上帝要他宣佈的訊息
[00:05:39.300 --> 00:05:42.300]  不過上帝馬上就說
[00:05:42.300 --> 00:05:45.300]  你說就照直說
[00:05:45.300 --> 00:05:48.300]  不過我預了他們是不會聽你說的
[00:05:48.300 --> 00:05:51.300]  還會對你不客氣
[00:05:51.300 --> 00:05:54.300]  但是無論他們聽不聽從也好
[00:05:54.300 --> 00:05:57.300]  你都要說
[00:05:57.300 --> 00:06:00.300]  可能你聽完我剛才說的說話
[00:06:00.300 --> 00:06:03.300]  你會說這是什麼工?這麼難?
[00:06:03.300 --> 00:06:06.300]  就好像我們的老闆跟我們說
[00:06:06.300 --> 00:06:08.300]  你好幫我們投資
[00:06:08.300 --> 00:06:10.300]  不過這麼差的環境
[00:06:10.300 --> 00:06:12.300]  虧損的機會也很大
[00:06:12.300 --> 00:06:14.300]  不過你還是要盡力去做
[00:06:14.300 --> 00:06:17.300]  還要有高的回報
[00:06:17.300 --> 00:06:22.300]  上帝想以西傑做以色列民的守望者
[00:06:22.300 --> 00:06:25.300]  確實是一份吃力不討好的差事
[00:06:25.300 --> 00:06:28.300]  有一種感覺就是要罰人
[00:06:28.300 --> 00:06:33.300]  但是上帝又要警告人
[00:06:33.300 --> 00:06:36.300]  可能大家都覺得很難明白
[00:06:36.300 --> 00:06:38.300]  不過如果你做過父母
[00:06:38.300 --> 00:06:41.300]  你就會明白這是一個什麼心腸
[00:06:41.300 --> 00:06:43.300]  其實上帝不是想你死
[00:06:43.300 --> 00:06:45.300]  而是想你改
[00:06:45.300 --> 00:06:49.300]  守望者即是看水
[00:06:49.300 --> 00:06:52.300]  或者我們可能叫保安
[00:06:52.300 --> 00:06:54.300]  或者是一個告示派
[00:06:54.300 --> 00:06:57.300]  上帝的審判刑罰即將來臨
[00:06:57.300 --> 00:06:58.300]  就在眼前
[00:06:58.300 --> 00:07:01.300]  以西傑需要去警告百姓
[00:07:01.300 --> 00:07:04.300]  百姓如果不聽從乎魯蘭尼的話
[00:07:04.300 --> 00:07:06.300]  災禍來到的時候
[00:07:06.300 --> 00:07:10.300]  百姓自己要承擔自己的責任
[00:07:10.300 --> 00:07:14.300]  如果以西傑沒有去警告百姓
[00:07:14.300 --> 00:07:16.300]  百姓因為災禍而滅亡
[00:07:16.300 --> 00:07:18.300]  雖然他們是罪有應得
[00:07:18.300 --> 00:07:20.300]  但是上帝都會追究以西傑
[00:07:20.300 --> 00:07:25.300]  要他去為民眾的死來賠償性命
[00:07:25.300 --> 00:07:26.300]  不知道大家有沒有機會
[00:07:26.300 --> 00:07:29.300]  看過之前的一個視頻
[00:07:29.300 --> 00:07:32.300]  提到一個地方
[00:07:32.300 --> 00:07:34.300]  我不太清楚是什麼地方
[00:07:34.300 --> 00:07:38.300]  就是一個扶手電梯的前面
[00:07:38.300 --> 00:07:42.300]  當時我也看了一下
[00:07:42.300 --> 00:07:44.300]  為什麼有一個視頻是這樣的
[00:07:44.300 --> 00:07:46.300]  最初是沒有人走過的
[00:07:46.300 --> 00:07:48.300]  但是地上有點翹起了
[00:07:48.300 --> 00:07:49.300]  有些不同的顏色
[00:07:49.300 --> 00:07:52.300]  我以為那張是紙皮
[00:07:52.300 --> 00:07:54.300]  然後有些人走過
[00:07:54.300 --> 00:07:56.300]  有對老夫婦
[00:07:56.300 --> 00:07:59.300]  好像看到有些異樣
[00:07:59.300 --> 00:08:00.300]  於是她就繞了一圈路
[00:08:00.300 --> 00:08:02.300]  沒有走過那裡
[00:08:02.300 --> 00:08:05.300]  然後有一對夫婦走過的時候
[00:08:05.300 --> 00:08:09.300]  女兒就踏進去
[00:08:09.300 --> 00:08:12.300]  原來不是紙皮是鐵皮
[00:08:12.300 --> 00:08:14.300]  就掉進去整個
[00:08:14.300 --> 00:08:19.300]  旁邊那個不知道是不是先生
[00:08:19.300 --> 00:08:20.300]  一手拉不過拉不到
[00:08:20.300 --> 00:08:24.300]  就立刻趴下來
[00:08:24.300 --> 00:08:27.300]  周圍的人就來幫忙
[00:08:27.300 --> 00:08:32.300]  最幸運的是救了那個人上來
[00:08:32.300 --> 00:08:35.300]  我不知道那個是什麼地方
[00:08:35.300 --> 00:08:41.300]  也沒有說掉下去的是什麼位置
[00:08:41.300 --> 00:08:46.300]  很明顯看到沒有任何的告示
[00:08:46.300 --> 00:08:48.300]  我想如果這個是香港
[00:08:48.300 --> 00:08:51.300]  如果當事人有傷亡的話
[00:08:51.300 --> 00:08:53.300]  我想地理公司很難持其咎
[00:08:53.300 --> 00:08:56.300]  或者是那間商場很難持其咎
[00:08:56.300 --> 00:08:59.300]  會被檢控負上刑事和民事的責任
[00:08:59.300 --> 00:09:01.300]  就算沒有傷亡的話
[00:09:01.300 --> 00:09:05.300]  也讓人對這個地方失去信心
[00:09:05.300 --> 00:09:07.300]  也是相遇掃地
[00:09:07.300 --> 00:09:09.300]  但是如果有告示
[00:09:09.300 --> 00:09:10.300]  有圍欄
[00:09:10.300 --> 00:09:12.300]  有人站在那裡告訴別人
[00:09:12.300 --> 00:09:14.300]  不要走過來
[00:09:14.300 --> 00:09:16.300]  有人不理警告
[00:09:16.300 --> 00:09:18.300]  我喜歡我走過去的話
[00:09:18.300 --> 00:09:20.300]  那當然是與人無關
[00:09:20.300 --> 00:09:22.300]  與人有什麼關係呢
[00:09:22.300 --> 00:09:24.300]  當事人說許仲偉
[00:09:24.300 --> 00:09:25.300]  如果有人要救他的時候
[00:09:25.300 --> 00:09:30.300]  可能就要被追究浪費警力
[00:09:30.300 --> 00:09:32.300]  同樣信你吩咐以西傑
[00:09:32.300 --> 00:09:34.300]  去用不同的方法
[00:09:34.300 --> 00:09:38.300]  就好像剛才我說的這個例子
[00:09:38.300 --> 00:09:41.300]  是一個告示派
[00:09:41.300 --> 00:09:44.300]  去告示警戒以西傑
[00:09:44.300 --> 00:09:47.300]  如果你有機會去看以西傑書的時候
[00:09:47.300 --> 00:09:50.300]  上帝不單叫以西傑說
[00:09:50.300 --> 00:09:52.300]  還要做默劇
[00:09:52.300 --> 00:09:54.300]  教以西傑怎麼做
[00:09:54.300 --> 00:09:56.300]  去引起以西傑的注意
[00:09:56.300 --> 00:09:59.300]  讓他們留心上帝的警告
[00:09:59.300 --> 00:10:01.300]  其中一個很極端的例子
[00:10:01.300 --> 00:10:05.300]  是在24章的15節
[00:10:05.300 --> 00:10:08.300]  這段經文是這樣說的
[00:10:08.300 --> 00:10:10.300]  人子漢啊
[00:10:10.300 --> 00:10:14.300]  我要以災病奪取你眼中所喜愛的
[00:10:14.300 --> 00:10:17.300]  我應該有個經文在這裡
[00:10:17.300 --> 00:10:19.300]  人子漢啊
[00:10:19.300 --> 00:10:23.300]  我要以災病奪取你眼中所喜愛的
[00:10:23.300 --> 00:10:26.300]  你卻不可悲哀哭泣
[00:10:26.300 --> 00:10:28.300]  也不可流淚
[00:10:28.300 --> 00:10:30.300]  只可嘆息
[00:10:30.300 --> 00:10:31.300]  不可出聲
[00:10:31.300 --> 00:10:33.300]  不可辦理喪事
[00:10:33.300 --> 00:10:36.300]  果上頭巾腳上穿鞋
[00:10:36.300 --> 00:10:38.300]  不可
[00:10:38.300 --> 00:10:40.300]  忍耐自己的鬍鬚
[00:10:40.300 --> 00:10:43.300]  也不可吃一般人的食物
[00:10:43.300 --> 00:10:45.300]  這句話說什麼呢
[00:10:45.300 --> 00:10:47.300]  原來就是當以西傑
[00:10:47.300 --> 00:10:49.300]  在上午告訴百姓
[00:10:49.300 --> 00:10:51.300]  這番說話之後
[00:10:51.300 --> 00:10:55.300]  晚上他所愛的
[00:10:55.300 --> 00:10:57.300]  奪了你所愛的
[00:10:57.300 --> 00:10:59.300]  那個就是他的妻子
[00:10:59.300 --> 00:11:02.300]  他晚上的妻子就死了
[00:11:02.300 --> 00:11:04.300]  是真的
[00:11:04.300 --> 00:11:06.300]  百姓當然很好奇
[00:11:06.300 --> 00:11:08.300]  白天你這麼跟我說這番話
[00:11:08.300 --> 00:11:10.300]  晚上我就見到你太太
[00:11:10.300 --> 00:11:11.300]  過世了
[00:11:11.300 --> 00:11:13.300]  於是就追問以西傑
[00:11:13.300 --> 00:11:15.300]  這件事跟我有什麼關係
[00:11:15.300 --> 00:11:17.300]  以西傑就說
[00:11:17.300 --> 00:11:21.300]  因為上帝要洗去的聖所被褻瀆
[00:11:21.300 --> 00:11:24.300]  就是以色列好誇耀
[00:11:24.300 --> 00:11:26.300]  眼裡所喜愛
[00:11:26.300 --> 00:11:29.300]  心中所愛惜的聖殿
[00:11:29.300 --> 00:11:34.300]  並且要除掉百姓所看重的疑慮
[00:11:34.300 --> 00:11:36.300]  就好像今天
[00:11:36.300 --> 00:11:39.300]  以西傑所遭遇的一樣
[00:11:39.300 --> 00:11:42.300]  上帝用很多不同的方法
[00:11:42.300 --> 00:11:46.300]  包括先知自己親身的經驗
[00:11:46.300 --> 00:11:49.300]  是想告誡、勸誡以色列民
[00:11:49.300 --> 00:11:52.300]  希望他們會轉
[00:11:52.300 --> 00:11:55.300]  而以西傑也因為愛同胞
[00:11:55.300 --> 00:11:58.300]  甘願成為上帝的代言人
[00:11:58.300 --> 00:12:00.300]  不知道大家有沒有覺得
[00:12:00.300 --> 00:12:02.300]  做一個守望者
[00:12:02.300 --> 00:12:04.300]  做上帝的守望者
[00:12:04.300 --> 00:12:06.300]  其實真的很難
[00:12:06.300 --> 00:12:08.300]  當時百姓看到
[00:12:08.300 --> 00:12:12.300]  聽到上帝的警告有什麼反應呢
[00:12:12.300 --> 00:12:16.300]  在以西傑書中的十二章二十七節
[00:12:16.300 --> 00:12:20.300]  他們同意災禍是會發生的
[00:12:20.300 --> 00:12:22.300]  就好像以西傑所說的
[00:12:22.300 --> 00:12:23.300]  所遭遇的一樣
[00:12:23.300 --> 00:12:25.300]  不過沒有這麼快
[00:12:25.300 --> 00:12:28.300]  有很長一段時間
[00:12:28.300 --> 00:12:30.300]  經文這樣說
[00:12:30.300 --> 00:12:34.300]  他所見的異象是很多日子後的事
[00:12:34.300 --> 00:12:38.300]  所說的預言是指著遙遠的事
[00:12:38.300 --> 00:12:39.300]  會
[00:12:39.300 --> 00:12:41.300]  以西傑所說的話是會實現的
[00:12:41.300 --> 00:12:43.300]  不過不是現在
[00:12:43.300 --> 00:12:44.300]  很久很久很久很久
[00:12:44.300 --> 00:12:46.300]  不要來煩我
[00:12:46.300 --> 00:12:47.300]  上帝用心良苦
[00:12:47.300 --> 00:12:50.300]  希望以色列民因為以西傑這些奇怪的舉動
[00:12:50.300 --> 00:12:52.300]  以及令人心痛的遭遇
[00:12:52.300 --> 00:12:54.300]  而去留意上帝的警告
[00:12:54.300 --> 00:12:55.300]  不過
[00:12:55.300 --> 00:12:57.300]  以色列民真是連理都傻
[00:12:57.300 --> 00:13:00.300]  他們已經習慣了不理會上帝
[00:13:00.300 --> 00:13:01.300]  口裡說有上帝
[00:13:01.300 --> 00:13:05.300]  其實心裡已經把他當死了
[00:13:05.300 --> 00:13:07.300]  不過當大難臨頭
[00:13:07.300 --> 00:13:10.300]  災難大過以色列民所能夠想像
[00:13:10.300 --> 00:13:13.300]  大過他們的能力所能夠承擔的時候
[00:13:13.300 --> 00:13:14.300]  他們就會知道
[00:13:14.300 --> 00:13:17.300]  上帝真是那位有真有偽的神
[00:13:17.300 --> 00:13:19.300]  上帝說過的話
[00:13:19.300 --> 00:13:21.300]  就真的會發生
[00:13:21.300 --> 00:13:25.300]  今天的經文是上帝再次吩咐以色列
[00:13:25.300 --> 00:13:28.300]  要他們做以色列家的守望者
[00:13:28.300 --> 00:13:30.300]  上帝要以色列
[00:13:30.300 --> 00:13:33.300]  以色列警告哪個人
[00:13:33.300 --> 00:13:34.300]  惡人啊
[00:13:34.300 --> 00:13:35.300]  你要死
[00:13:35.300 --> 00:13:37.300]  以色列就要說
[00:13:37.300 --> 00:13:39.300]  上帝當然期望
[00:13:39.300 --> 00:13:41.300]  那個人聽了勸告之後
[00:13:41.300 --> 00:13:43.300]  就要離開惡行
[00:13:43.300 --> 00:13:46.300]  如果那個人沒有離開惡行的話
[00:13:46.300 --> 00:13:49.300]  那個人因為自己所犯的罪而死
[00:13:49.300 --> 00:13:51.300]  以色列不需要負責任
[00:13:51.300 --> 00:13:54.300]  但是如果以色列不出聲的話
[00:13:54.300 --> 00:13:56.300]  就大件事了
[00:13:56.300 --> 00:13:59.300]  那個惡人固然要為他所做的事
[00:13:59.300 --> 00:14:01.300]  受上帝審判
[00:14:01.300 --> 00:14:07.300]  但是以色列也難逃上帝的追究
[00:14:07.300 --> 00:14:08.300]  是的
[00:14:08.300 --> 00:14:12.300]  原來做上帝所交的任務是很難的
[00:14:12.300 --> 00:14:15.300]  難為守望者
[00:14:15.300 --> 00:14:17.300]  又試想像一下
[00:14:17.300 --> 00:14:22.300]  現在香港是否不准在室內的食肆吸煙
[00:14:22.300 --> 00:14:23.300]  不知道大家有沒有試過
[00:14:23.300 --> 00:14:26.300]  你見過有些人在室內吸煙的時候
[00:14:26.300 --> 00:14:29.300]  你有什麼反應
[00:14:29.300 --> 00:14:34.300]  你有什麼反應
[00:14:34.300 --> 00:14:37.300]  希望他機靈一點
[00:14:37.300 --> 00:14:38.300]  他不理會
[00:14:38.300 --> 00:14:42.300]  那怎麼辦
[00:14:42.300 --> 00:14:47.300]  如果你好心走過去
[00:14:47.300 --> 00:14:48.300]  跟他說
[00:14:48.300 --> 00:14:51.300]  先生這裡不准吸煙
[00:14:51.300 --> 00:14:52.300]  不知道大家會不會覺得
[00:14:52.300 --> 00:14:54.300]  他一定會跟你說一句話
[00:14:54.300 --> 00:14:57.300]  關你什麼事
[00:14:57.300 --> 00:14:59.300]  他說關你什麼事
[00:14:59.300 --> 00:15:02.300]  可能已經很給面子了
[00:15:02.300 --> 00:15:03.300]  你再出聲
[00:15:03.300 --> 00:15:06.300]  可能就會發生肢體衝撞或者暴力事件
[00:15:06.300 --> 00:15:12.300]  當然當你已經做了這些事
[00:15:12.300 --> 00:15:14.300]  其實侍應也看到
[00:15:14.300 --> 00:15:15.300]  總之你跟侍應說
[00:15:15.300 --> 00:15:17.300]  我想侍應也不敢出聲
[00:15:17.300 --> 00:15:18.300]  真的
[00:15:18.300 --> 00:15:20.300]  看完以色列這段經文的時候
[00:15:20.300 --> 00:15:21.300]  我的感覺就是
[00:15:21.300 --> 00:15:22.300]  出聲又死
[00:15:22.300 --> 00:15:24.300]  不出聲又死
[00:15:24.300 --> 00:15:26.300]  不出聲都死
[00:15:26.300 --> 00:15:27.300]  出聲就被人打死
[00:15:27.300 --> 00:15:30.300]  不出聲就被上帝懲罰
[00:15:30.300 --> 00:15:33.300]  守望者這份差事真的不容易做
[00:15:33.300 --> 00:15:36.300]  我記得有一年我去澳門
[00:15:36.300 --> 00:15:40.300]  我忘了跟什麼
[00:15:40.300 --> 00:15:43.300]  不太記得跟哪個團體
[00:15:43.300 --> 00:15:44.300]  可能跟區會
[00:15:44.300 --> 00:15:46.300]  尋根團去澳門
[00:15:46.300 --> 00:15:49.300]  然後就要過拱北的關口
[00:15:49.300 --> 00:15:52.300]  當時的領導遊跟我們說
[00:15:52.300 --> 00:15:54.300]  在過拱北關口之前
[00:15:54.300 --> 00:15:55.300]  他跟我們說
[00:15:55.300 --> 00:15:58.300]  大家要小心你的財物
[00:15:58.300 --> 00:15:59.300]  第一
[00:15:59.300 --> 00:16:00.300]  第二件事
[00:16:00.300 --> 00:16:03.300]  如果你在過關口的時候
[00:16:03.300 --> 00:16:06.300]  見到有人偷東西的說話
[00:16:06.300 --> 00:16:08.300]  或者打荷包
[00:16:08.300 --> 00:16:10.300]  請你不要出聲
[00:16:10.300 --> 00:16:12.300]  我第一次聽到之後
[00:16:12.300 --> 00:16:14.300]  我真的張開嘴巴
[00:16:14.300 --> 00:16:15.300]  吓
[00:16:15.300 --> 00:16:17.300]  不出聲
[00:16:17.300 --> 00:16:18.300]  怎麼可能
[00:16:18.300 --> 00:16:20.300]  這不是香港的文化
[00:16:20.300 --> 00:16:22.300]  我真的覺得很驚訝
[00:16:22.300 --> 00:16:24.300]  我記得有一次跟一個教友聊天的時候
[00:16:24.300 --> 00:16:26.300]  他告訴我他的遭遇
[00:16:26.300 --> 00:16:27.300]  在國內
[00:16:27.300 --> 00:16:29.300]  因為他也是香港人
[00:16:29.300 --> 00:16:30.300]  跟我一樣
[00:16:30.300 --> 00:16:32.300]  見到有人打荷包
[00:16:32.300 --> 00:16:33.300]  於是他第一時間
[00:16:33.300 --> 00:16:34.300]  吓
[00:16:34.300 --> 00:16:38.300]  想提一下被人打荷包的那個人
[00:16:38.300 --> 00:16:40.300]  那個人當然發現了
[00:16:40.300 --> 00:16:41.300]  於是就
[00:16:41.300 --> 00:16:43.300]  下手的那個人下不了
[00:16:43.300 --> 00:16:46.300]  然後他見到周圍有人看著他
[00:16:46.300 --> 00:16:48.300]  他先生很聰明
[00:16:48.300 --> 00:16:49.300]  馬上拉他
[00:16:49.300 --> 00:16:52.300]  走上去一間酒店
[00:16:52.300 --> 00:16:54.300]  那天沒事
[00:16:54.300 --> 00:16:55.300]  然後他先生
[00:16:55.300 --> 00:16:56.300]  因為他先生是國內人
[00:16:56.300 --> 00:16:58.300]  就說你為什麼要出聲
[00:16:58.300 --> 00:17:00.300]  你知不知道很危險
[00:17:00.300 --> 00:17:01.300]  這麼多人看著你
[00:17:01.300 --> 00:17:04.300]  其實是同黨
[00:17:04.300 --> 00:17:07.300]  我想如果個個都不出聲
[00:17:07.300 --> 00:17:09.300]  會有什麼後果呢
[00:17:09.300 --> 00:17:12.300]  只會造就惡人橫行
[00:17:12.300 --> 00:17:15.300]  無法無天
[00:17:15.300 --> 00:17:17.300]  就好像我們今天所看到的
[00:17:17.300 --> 00:17:19.300]  我也記得有一個例子
[00:17:19.300 --> 00:17:22.300]  話說這個發生在外國
[00:17:22.300 --> 00:17:24.300]  香港的學生
[00:17:24.300 --> 00:17:26.300]  大家知道香港的學生
[00:17:26.300 --> 00:17:28.300]  都是很乖的
[00:17:28.300 --> 00:17:29.300]  說得好聽是乖
[00:17:29.300 --> 00:17:32.300]  說得不好聽就是很怕事
[00:17:32.300 --> 00:17:34.300]  他就在外國讀書
[00:17:34.300 --> 00:17:36.300]  要住宿舍
[00:17:36.300 --> 00:17:37.300]  有一天
[00:17:37.300 --> 00:17:40.300]  社監就招聚了所有的
[00:17:40.300 --> 00:17:41.300]  宿生走來
[00:17:41.300 --> 00:17:42.300]  就說
[00:17:42.300 --> 00:17:45.300]  有一位宿生說不見了錢
[00:17:45.300 --> 00:17:47.300]  我希望在明天之前
[00:17:47.300 --> 00:17:49.300]  偷了錢的人就要拿出來
[00:17:49.300 --> 00:17:50.300]  如果不是的話
[00:17:50.300 --> 00:17:52.300]  所有宿生夾錢
[00:17:52.300 --> 00:17:54.300]  賠給他
[00:17:54.300 --> 00:17:57.300]  當時香港的學生覺得
[00:17:57.300 --> 00:18:00.300]  有沒有搞錯
[00:18:00.300 --> 00:18:02.300]  但一直都不敢出聲
[00:18:02.300 --> 00:18:05.300]  就想想外國人都應該
[00:18:05.300 --> 00:18:08.300]  有些勇氣
[00:18:08.300 --> 00:18:10.300]  想想誰會出聲
[00:18:10.300 --> 00:18:15.300]  他打算做支持那個
[00:18:15.300 --> 00:18:17.300]  但等了一會都沒人出聲
[00:18:17.300 --> 00:18:19.300]  他覺得這件事很不公道
[00:18:19.300 --> 00:18:21.300]  於是他就很怯地舉手說
[00:18:21.300 --> 00:18:23.300]  他就跟社監說
[00:18:23.300 --> 00:18:25.300]  這樣做不對
[00:18:25.300 --> 00:18:27.300]  知不知道這個措施
[00:18:27.300 --> 00:18:29.300]  會令到甚麼事發生呢
[00:18:29.300 --> 00:18:32.300]  令到大家不再去
[00:18:32.300 --> 00:18:35.300]  好好地保管自己的財物
[00:18:35.300 --> 00:18:37.300]  因為反正不見了
[00:18:37.300 --> 00:18:39.300]  大家一起去賠錢給我
[00:18:39.300 --> 00:18:40.300]  第二件事
[00:18:40.300 --> 00:18:42.300]  更加不能夠
[00:18:42.300 --> 00:18:47.300]  對於那些根本沒有所謂
[00:18:47.300 --> 00:18:49.300]  看管自己的財物
[00:18:49.300 --> 00:18:50.300]  也沒有去偷竊別人的
[00:18:50.300 --> 00:18:53.300]  其他的宿生是很不公平的
[00:18:53.300 --> 00:18:55.300]  於是說完這番說話之後
[00:18:55.300 --> 00:18:57.300]  其他人就窩囧
[00:18:57.300 --> 00:18:59.300]  最後這個措施
