
[00:00:00.000 --> 00:00:05.240]  好了 我們今天看《數羅》第二個課題
[00:09:11.420 --> 00:09:14.420]  但是我仍然相信有一定的影響力
[00:09:14.420 --> 00:09:16.420]  那個拿兵器的人
[00:09:16.420 --> 00:09:18.420]  是跟隨著若拿丹
[00:09:18.420 --> 00:09:20.420]  他義無反顧的
[00:09:20.420 --> 00:09:22.420]  但是他樂於跟隨若拿丹
[00:09:22.420 --> 00:09:25.420]  我們看看第七節
[00:09:25.420 --> 00:09:29.420]  拿兵器的對他說 隨你的心與行白
[00:09:29.420 --> 00:09:33.420]  你可以上去 我必跟隨你 與你同心
[00:09:33.420 --> 00:09:35.420]  哇 若拿丹說 好
[00:09:35.420 --> 00:09:40.420]  我想去勾集菲律師人的房型
[00:09:40.420 --> 00:09:43.420]  跟隨的只有一個少年人
[00:09:43.420 --> 00:09:44.420]  他說 好啊
[00:09:44.420 --> 00:09:47.420]  如果你去 我跟隨你
[00:09:47.420 --> 00:09:49.420]  喂 傻的
[00:09:49.420 --> 00:09:52.420]  竟然跟隨他
[00:09:52.420 --> 00:09:54.420]  但是因為若拿丹跟他說
[00:09:54.420 --> 00:09:57.420]  我們的德性不在乎人多人少
[00:09:57.420 --> 00:10:00.420]  我深深體會到一個領袖
[00:10:00.420 --> 00:10:02.420]  特別熟練的領袖
[00:10:02.420 --> 00:10:05.420]  他的信心是很重要
[00:10:05.420 --> 00:10:08.420]  絕對不是那些虛假的信心
[00:10:08.420 --> 00:10:11.420]  啊 現在我們由自入兄了
[00:10:11.420 --> 00:10:13.420]  而是我們會看到
[00:10:13.420 --> 00:10:17.420]  很多時候特別教會裡面的弟兄姊妹
[00:10:17.420 --> 00:10:20.420]  跟隨的不是一個計劃
[00:10:20.420 --> 00:10:23.420]  是要跟隨一個領袖
[00:10:23.420 --> 00:10:25.420]  只要他相信這個領袖
[00:10:25.420 --> 00:10:28.420]  他知道原來自己現在在做什麼
[00:10:28.420 --> 00:10:30.420]  以及帶領我們在做什麼
[00:10:30.420 --> 00:10:33.420]  他也知道不是假大空
[00:10:33.420 --> 00:10:36.420]  而是做這件事的時候
[00:10:36.420 --> 00:10:38.420]  是會有什麼的風險
[00:10:38.420 --> 00:10:40.420]  有什麼的危機
[00:10:40.420 --> 00:10:42.420]  有什麼的困難
[00:10:42.420 --> 00:10:45.420]  但仍然要付代價去做
[00:10:45.420 --> 00:10:47.420]  人們就會跟隨這個計劃
[00:10:47.420 --> 00:10:50.420]  當年我帶領命運堂的時候
[00:10:50.420 --> 00:10:52.420]  我們搬到大園村
[00:10:52.420 --> 00:10:54.420]  一個很大的地方
[00:10:54.420 --> 00:10:56.420]  我就說 其實我們預備這麼大的地方
[00:10:56.420 --> 00:10:58.420]  不要只星期六 星期日用
[00:10:58.420 --> 00:11:00.420]  我們一致用來做社會服務
[00:11:00.420 --> 00:11:02.420]  我就跟他說
[00:11:02.420 --> 00:11:05.420]  我記得也說過一篇
[00:11:05.420 --> 00:11:08.420]  就是失之止語
[00:11:08.420 --> 00:11:09.420]  就是說什麼呢
[00:11:09.420 --> 00:11:12.420]  不要想著我們很偉大去做社會服務
[00:11:12.420 --> 00:11:14.420]  我們會有很多的挑戰
[00:11:14.420 --> 00:11:16.420]  我們開放了那個地方
[00:11:16.420 --> 00:11:18.420]  我們的地方可能會亂
[00:11:18.420 --> 00:11:19.420]  會髒
[00:11:19.420 --> 00:11:21.420]  甚至教會的質素
[00:11:21.420 --> 00:11:23.420]  可能會即時降低也不一定
[00:11:23.420 --> 00:11:26.420]  果然不幸比我而嚴重
[00:11:26.420 --> 00:11:29.420]  但是 弟兄姊妹知道
[00:11:29.420 --> 00:11:31.420]  我們最終的目的是什麼
[00:11:31.420 --> 00:11:33.420]  所以他知道要付代價
[00:11:33.420 --> 00:11:34.420]  但是願意
[00:11:34.420 --> 00:11:36.420]  所以很多時候弟兄姊妹就是
[00:11:36.420 --> 00:11:38.420]  他會知道領袖
[00:11:38.420 --> 00:11:40.420]  知道自己在做什麼
[00:11:40.420 --> 00:11:42.420]  他知道有什麼的風險
[00:11:42.420 --> 00:11:44.420]  千萬不要只給一些很美麗的圖畫
[00:11:44.420 --> 00:11:46.420]  而不需要講付代價
[00:11:46.420 --> 00:11:47.420]  那就糟糕了
[00:11:47.420 --> 00:11:48.420]  正如這個少年人
[00:11:48.420 --> 00:11:50.420]  難道他不知道跟約拿丹一起去的時候
[00:11:50.420 --> 00:11:52.420]  只有兩個人
[00:11:52.420 --> 00:11:54.420]  怎樣去對抗這麼大群的
[00:11:54.420 --> 00:11:56.420]  菲律師的敵軍呢
[00:11:56.420 --> 00:11:58.420]  所以 他知道
[00:11:58.420 --> 00:12:00.420]  但是仍然樂於
[00:12:00.420 --> 00:12:03.420]  跟約拿丹並肩作戰
[00:12:03.420 --> 00:12:05.420]  這就是約拿丹的信心
[00:12:05.420 --> 00:12:08.420]  感染到他旁邊的人
[00:12:08.420 --> 00:12:10.420]  我都很希望弟兄姊妹
[00:12:10.420 --> 00:12:13.420]  你的信心能夠感染到你的家人
[00:12:13.420 --> 00:12:15.420]  感染到你所認識的人
[00:12:15.420 --> 00:12:17.420]  這是很重要的
[00:12:17.420 --> 00:12:18.420]  好了 我們看看
[00:12:18.420 --> 00:12:20.420]  約拿丹也不是隨便的
[00:12:20.420 --> 00:12:23.420]  他期望有神聖的指引
[00:12:23.420 --> 00:12:26.420]  很多時候我們決定一些事的時候
[00:12:26.420 --> 00:12:28.420]  很難即時了解到
[00:12:28.420 --> 00:12:30.420]  這是不是神的應許
[00:12:30.420 --> 00:12:32.420]  或者神的指示呢
[00:12:32.420 --> 00:12:34.420]  我很想求一些引證
[00:12:34.420 --> 00:12:36.420]  求神來確認
[00:12:36.420 --> 00:12:38.420]  去確認我們的計劃
[00:12:38.420 --> 00:12:40.420]  行不行呢
[00:12:40.420 --> 00:12:42.420]  我們可以怎樣做呢
[00:12:42.420 --> 00:12:44.420]  約拿丹知道
[00:12:44.420 --> 00:12:46.420]  信心是需要引證的
[00:12:46.420 --> 00:12:48.420]  於是他定了一個方法
[00:12:48.420 --> 00:12:50.420]  這個方法是什麼呢
[00:12:50.420 --> 00:12:52.420]  大家留意一下這段經文
[00:12:52.420 --> 00:12:54.420]  他定的方法
[00:12:54.420 --> 00:12:56.420]  是不是古古怪怪呢
[00:12:56.420 --> 00:12:58.420]  好 第八到第十節
[00:12:58.420 --> 00:13:00.420]  約拿丹說
[00:13:00.420 --> 00:13:02.420]  我們要過到那些人那裡去
[00:13:02.420 --> 00:13:04.420]  使他們看見我們
[00:13:04.420 --> 00:13:06.420]  他們若對我們說
[00:13:06.420 --> 00:13:08.420]  你們站住
[00:13:08.420 --> 00:13:10.420]  等我們到你們那裡去
[00:13:10.420 --> 00:13:12.420]  我們就站住
[00:13:12.420 --> 00:13:14.420]  不想他們那裡去
[00:13:14.420 --> 00:13:16.420]  他們若說你們想到我們這裡來
[00:13:16.420 --> 00:13:18.420]  這話就是我們的證據
[00:13:18.420 --> 00:13:20.420]  我們便上去
[00:13:20.420 --> 00:13:22.420]  因為耶和華將他們
[00:13:22.420 --> 00:13:24.420]  交在我們手裡了
[00:13:24.420 --> 00:13:28.420]  約拿丹就有一個測試方法
[00:13:28.420 --> 00:13:30.420]  究竟我們打這場仗
[00:13:30.420 --> 00:13:32.420]  是不是神容許呢
[00:13:32.420 --> 00:13:34.420]  很簡單的
[00:13:34.420 --> 00:13:36.420]  他竟然冒險
[00:13:36.420 --> 00:13:38.420]  現身在敵人的面前
[00:13:38.420 --> 00:13:40.420]  即是將自己暴露在他們眼前
[00:13:40.420 --> 00:13:42.420]  所以這就不是偷襲
[00:13:42.420 --> 00:13:44.420]  這就是明戰
[00:13:44.420 --> 00:13:46.420]  他接著就說
[00:13:46.420 --> 00:13:48.420]  好 我們一定的距離
[00:13:48.420 --> 00:13:50.420]  一定不會馬上跟他們搏鬥
[00:13:50.420 --> 00:13:52.420]  如果敵人說
[00:13:52.420 --> 00:13:54.420]  你們站住
[00:13:54.420 --> 00:13:56.420]  等我們到你們那裡去
[00:13:56.420 --> 00:13:58.420]  即是敵人說
[00:13:58.420 --> 00:14:00.420]  站住 不要走
[00:14:00.420 --> 00:14:02.420]  我們要抓你
[00:14:02.420 --> 00:14:04.420]  這時候他們便會立即離開
[00:14:04.420 --> 00:14:06.420]  他叫不要走
[00:14:06.420 --> 00:14:08.420]  他們便會立即離開
[00:14:08.420 --> 00:14:10.420]  因為表示暫時
[00:14:10.420 --> 00:14:12.420]  不會將敵人交在手裡
[00:14:12.420 --> 00:14:14.420]  但如果敵人這樣說
[00:14:14.420 --> 00:14:16.420]  你們上來我們這裡
[00:14:16.420 --> 00:14:18.420]  等我們到那裡去抓你
[00:14:18.420 --> 00:14:20.420]  你要到那裡去受死
[00:14:20.420 --> 00:14:22.420]  這時候
[00:14:22.420 --> 00:14:24.420]  即是說
[00:14:24.420 --> 00:14:26.420]  你們兩個傢伙們
[00:14:26.420 --> 00:14:28.420]  不怕死 是不是
[00:14:28.420 --> 00:14:30.420]  好 你夠膽就上來
[00:14:30.420 --> 00:14:32.420]  襲擊我們
[00:14:32.420 --> 00:14:34.420]  看我們會不會抓到你
[00:14:34.420 --> 00:14:36.420]  如果敵人這樣說
[00:14:36.420 --> 00:14:38.420]  叫我們上去的時候
[00:14:38.420 --> 00:14:40.420]  這就是神秘的印證
[00:14:40.420 --> 00:14:42.420]  我們可以贏這場仗
[00:14:42.420 --> 00:14:44.420]  大家想一想
[00:14:44.420 --> 00:14:46.420]  正常情況之下
[00:14:46.420 --> 00:14:48.420]  兩個敵人在你面前
[00:14:48.420 --> 00:14:50.420]  你會怎樣呢
[00:14:50.420 --> 00:14:52.420]  你立即去追捕他
[00:14:52.420 --> 00:14:54.420]  即是警察
[00:14:54.420 --> 00:14:56.420]  見到賊的時候
[00:14:56.420 --> 00:14:58.420]  會說 你好上來 我要抓你
[00:14:58.420 --> 00:15:00.420]  你不要走 我要追你
[00:15:00.420 --> 00:15:02.420]  警察便會去抓賊
[00:15:02.420 --> 00:15:04.420]  所以
[00:15:04.420 --> 00:15:06.420]  菲律師人
[00:15:06.420 --> 00:15:08.420]  如果很不正常地
[00:15:08.420 --> 00:15:10.420]  兩個傢伙上來
[00:15:10.420 --> 00:15:12.420]  我們來抓你
[00:15:12.420 --> 00:15:14.420]  這就是神秘的印證
[00:15:14.420 --> 00:15:16.420]  神有時都會
[00:15:16.420 --> 00:15:18.420]  用一些特殊的情況
[00:15:18.420 --> 00:15:20.420]  讓人知道他的心意
[00:15:20.420 --> 00:15:22.420]  正如
[00:15:22.420 --> 00:15:24.420]  摩西見到荊棘著火
[00:15:24.420 --> 00:15:26.420]  荊棘著火
[00:15:26.420 --> 00:15:28.420]  在中東
[00:15:28.420 --> 00:15:30.420]  一些很熱的地方
[00:15:30.420 --> 00:15:32.420]  是一個普遍的現象
[00:15:32.420 --> 00:15:34.420]  但最大的問題是
[00:15:34.420 --> 00:15:36.420]  荊棘沒有燒毀
[00:15:36.420 --> 00:15:38.420]  所以吸引到他去
[00:15:38.420 --> 00:15:40.420]  還有 記不記得
[00:15:40.420 --> 00:15:42.420]  神呼召基殿
[00:15:42.420 --> 00:15:44.420]  基殿是很害怕的
[00:15:44.420 --> 00:15:46.420]  他便要去
[00:15:46.420 --> 00:15:48.420]  求神給他一些印證
[00:15:48.420 --> 00:15:50.420]  開頭讓羊毛在
[00:15:50.420 --> 00:15:52.420]  神說 如果是的話
[00:15:52.420 --> 00:15:54.420]  今晚你被羊毛濕了
[00:15:54.420 --> 00:15:56.420]  那為甚麼真的可以
[00:15:56.420 --> 00:15:58.420]  他還不夠膽去想
[00:15:58.420 --> 00:16:00.420]  會不會那兩隻狗
[00:16:00.420 --> 00:16:02.420]  把東西扔進去呢
[00:16:02.420 --> 00:16:04.420]  然後他再跟神說
[00:16:04.420 --> 00:16:06.420]  神今次周圍的地方都濕了
[00:16:06.420 --> 00:16:08.420]  但羊毛要乾的
[00:16:08.420 --> 00:16:10.420]  這些是很難做到的
[00:16:10.420 --> 00:16:12.420]  那時候他便要求你一個印證
[00:16:12.420 --> 00:16:14.420]  今天在我們人生裡面
[00:16:14.420 --> 00:16:16.420]  有一些很重要的抉擇
[00:16:16.420 --> 00:16:18.420]  或許是你的志業
[00:16:18.420 --> 00:16:20.420]  或是你離開熟悉的地方
[00:16:20.420 --> 00:16:22.420]  或許你要
[00:16:22.420 --> 00:16:24.420]  去選擇一個職業
[00:16:24.420 --> 00:16:26.420]  甚至你有一個配偶
[00:16:26.420 --> 00:16:28.420]  你想去跟他共孩連理
[00:16:28.420 --> 00:16:30.420]  又或者
[00:16:30.420 --> 00:16:32.420]  你要奉獻做傳道人
[00:16:32.420 --> 00:16:34.420]  我們有沒有求神給我們
[00:16:34.420 --> 00:16:36.420]  有這個指示
[00:16:36.420 --> 00:16:38.420]  我們除了親近神
[00:16:38.420 --> 00:16:40.420]  多些去體會神的心意之外
[00:16:40.420 --> 00:16:42.420]  我們可以請一些屬靈的長者
[00:16:42.420 --> 00:16:44.420]  為我們去祈禱分析
