
[00:00:00.000 --> 00:00:04.120]  羅馬尼亞在歐洲的東部
[00:01:55.840 --> 00:01:58.720]  那時候我在大學讀書
[00:01:58.720 --> 00:02:05.960]  我還記得烏干達有個總統的暴君叫做E.D.A.Mean
[00:02:05.960 --> 00:02:08.400]  這個E.D.A.Mean是很離譜的
[00:02:08.400 --> 00:02:10.720]  他拜巫術
[00:02:10.720 --> 00:02:13.400]  他將人殺了來獻祭
[00:02:13.400 --> 00:02:16.280]  他逼白殘殺基督徒
[00:02:16.280 --> 00:02:21.520]  那個國家那時候的愛滋病人口是三分一以上
[00:02:21.520 --> 00:02:25.720]  基督徒的比例很低
[00:02:25.720 --> 00:02:27.880]  但是又是這樣
[00:02:27.880 --> 00:02:31.240]  有一位牧師叫做慕約翰
[00:02:31.240 --> 00:02:34.120]  他說我們要為烏干達禱告
[00:02:34.120 --> 00:02:36.600]  求上帝改變烏干達
[00:02:36.600 --> 00:02:41.160]  求上帝讓我們的國家得著復興
[00:02:41.160 --> 00:02:43.920]  好奇妙上帝又聽禱告
[00:02:43.920 --> 00:02:49.200]  結果這個E.D.A.Mean被殺
[00:02:49.200 --> 00:02:50.640]  政權被推翻
[00:02:50.640 --> 00:02:54.360]  現在烏干達百分之九十是基督徒
[00:02:54.360 --> 00:02:56.960]  回教徒就跌到6%
[00:02:56.960 --> 00:03:01.240]  神職、騎士、義能、橫掃全國
[00:03:01.240 --> 00:03:06.920]  在國家裏面很多重要的崗位領袖都得救歸主
[00:03:06.920 --> 00:03:10.920]  政府將國家奉獻給神
[00:03:10.920 --> 00:03:14.000]  而愛滋病的人以為不能康復
[00:03:14.000 --> 00:03:16.120]  竟然奇妙地康復
[00:03:16.120 --> 00:03:18.000]  經濟蓬勃發展
[00:03:18.000 --> 00:03:20.520]  在非洲位居第二
[00:03:20.520 --> 00:03:26.920]  這個奇妙都是因為禱告的緣故
[00:03:26.920 --> 00:03:32.080]  所以今日我講到改變國運的禱告
[00:03:32.080 --> 00:03:36.120]  其實我們香港面對的情況都很嚴峻
[00:03:36.120 --> 00:03:38.520]  我們經濟下行
[00:03:38.520 --> 00:03:40.440]  我們政治動盪
[00:03:40.440 --> 00:03:44.760]  疫情仍然蔓延
[00:03:44.760 --> 00:03:47.520]  我們怎樣去做呢?
[00:03:47.520 --> 00:03:49.200]  我們其實有事可做
[00:03:49.200 --> 00:03:50.640]  我們祈禱
[00:03:50.640 --> 00:03:52.760]  或者不單止講到香港
[00:03:52.760 --> 00:03:55.480]  講到國家、講到世界
[00:03:55.480 --> 00:03:56.840]  講到你自己
[00:03:56.840 --> 00:03:59.200]  可能你都面對一些困難當中
[00:03:59.200 --> 00:04:01.600]  或者是身體疾病
[00:04:01.600 --> 00:04:05.360]  或者是經濟問題
[00:04:05.360 --> 00:04:10.760]  或者是心情的緣故
[00:04:10.760 --> 00:04:14.840]  或者是一些經歷令你痛不欲生
[00:04:14.840 --> 00:04:17.280]  或者面對人事
[00:04:17.280 --> 00:04:19.640]  家庭那方面的困難
[00:04:19.640 --> 00:04:21.640]  不知何去何從
[00:04:21.640 --> 00:04:24.080]  你可以回到上帝那裡祈禱
[00:04:24.080 --> 00:04:27.160]  上帝會聽你的禱告
[00:04:27.160 --> 00:04:29.760]  今日的經文我們看到
[00:04:29.760 --> 00:04:32.960]  以色列的最後一次講道
[00:04:32.960 --> 00:04:33.960]  第九章
[00:04:33.960 --> 00:04:39.720]  講到以色列的禱告如何改變猶太國的國運
[00:04:39.720 --> 00:04:42.760]  我們希望在這個禱告中學習到
[00:04:42.760 --> 00:04:45.440]  如何為我們現在的社會、國家
[00:04:45.440 --> 00:04:47.240]  又如何為我們自己禱告
[00:04:47.240 --> 00:04:51.200]  究竟上帝是如何聽禱告的呢?
[00:04:51.200 --> 00:04:54.000]  甚麼禱告是上帝會聽的呢?
[00:04:54.000 --> 00:04:57.360]  甚麼禱告是他不會聽的呢?
[00:04:57.360 --> 00:05:00.520]  我們首先看到以色列
[00:05:00.520 --> 00:05:06.160]  剛才讀到多謝Grace跟我們讀一下這個禱告
[00:05:06.160 --> 00:05:09.360]  其實背後有很多事情發生
[00:05:09.360 --> 00:05:13.520]  我們看看它如何改變整個民族的命運
[00:05:13.520 --> 00:05:16.240]  首先我們要看一看歷史
[00:05:16.240 --> 00:05:19.080]  你最初看這段經文時
[00:05:19.080 --> 00:05:20.960]  覺得上帝好像有點古怪
[00:05:20.960 --> 00:05:25.360]  為何不准猶太人跟他們結婚呢?
[00:05:25.360 --> 00:05:27.080]  跟外族人結婚呢?
[00:05:27.080 --> 00:05:29.120]  這不是種族歧視嗎?
[00:05:29.120 --> 00:05:30.560]  其實不是的
[00:05:30.560 --> 00:05:33.520]  上帝愛世界上每一個人
[00:05:33.520 --> 00:05:36.240]  上帝在公元前大約二千年
[00:05:36.240 --> 00:05:38.400]  即是距離現在四千年的時間
[00:05:38.400 --> 00:05:41.320]  他呼召了一個人叫阿伯拉罕
[00:05:41.320 --> 00:05:44.040]  他說你要離開你的種族、父家
[00:05:44.040 --> 00:05:46.120]  我要帶你去一個新的地方
[00:05:46.120 --> 00:05:47.680]  有一個新的開始
[00:05:47.680 --> 00:05:49.920]  你要成為一個新的國度
[00:05:49.920 --> 00:05:52.840]  而這個國度要透過這個新的國家
[00:05:52.840 --> 00:05:54.840]  要祝福全世界
[00:05:54.840 --> 00:05:56.840]  成為萬國之福
[00:05:56.840 --> 00:05:59.920]  不過首先你要脫離他們
[00:05:59.920 --> 00:06:00.600]  為甚麼呢?
[00:06:00.600 --> 00:06:04.720]  因為他們是敗壞的、污穢的
[00:06:04.720 --> 00:06:07.800]  他們不知道誰是真神
[00:06:07.800 --> 00:06:09.000]  敬拜假神
[00:06:09.000 --> 00:06:12.000]  而且那些風俗習慣很離譜
[00:06:12.000 --> 00:06:16.840]  將自己的子女經火燒死來獻祭
[00:06:16.840 --> 00:06:20.960]  就好像烏干達的EDA
[00:06:20.960 --> 00:06:23.280]  所以上帝對阿伯拉罕說
[00:06:23.280 --> 00:06:24.640]  如果你想祝福他們
[00:06:24.640 --> 00:06:27.160]  第一件事就是要脫離他們
[00:06:27.160 --> 00:06:29.800]  分別為聖歸於我
[00:06:29.800 --> 00:06:33.800]  然後我就可以建立一個聖基的國度
[00:06:33.800 --> 00:06:37.440]  這個國度就成為其他民族的榜樣
[00:06:37.440 --> 00:06:40.880]  和其他民族的力量的來源
[00:06:40.880 --> 00:06:42.120]  祝福他們
[00:06:42.120 --> 00:06:45.240]  這個其實對我們基督徒也是這樣
[00:06:45.240 --> 00:06:47.320]  我們怎樣叫聖徒呢?
[00:06:47.320 --> 00:06:48.720]  聖經說:聖徒
[00:06:48.720 --> 00:06:50.600]  你和我是不是很神聖呢?
[00:06:50.600 --> 00:06:52.920]  你知道你和我都不是很好的
[00:06:52.920 --> 00:06:54.920]  但是上帝稱我們為聖徒
[00:06:54.920 --> 00:06:57.480]  聖徒的「聖」的意思就是分別出來
[00:06:57.480 --> 00:06:58.480]  分別為聖
[00:06:58.480 --> 00:07:01.080]  所以如果我們要祝福其他的人
[00:07:01.080 --> 00:07:03.600]  首先第一件事我們要分別出來
[00:07:03.600 --> 00:07:06.760]  成為神的兒女
[00:07:06.760 --> 00:07:14.080]  成為祂的培訓對象
[00:07:14.080 --> 00:07:17.000]  以致有一天我們可以長大成人
[00:07:17.000 --> 00:07:20.880]  有屬靈的生命去祝福其他的人
[00:07:20.880 --> 00:07:22.960]  阿伯拉罕出來了
[00:07:22.960 --> 00:07:26.560]  他的兒子以撒瓦各
[00:07:26.560 --> 00:07:27.760]  瓦各有十多個兒子
[00:07:27.760 --> 00:07:30.720]  他們去了埃及
[00:07:30.720 --> 00:07:32.200]  在那裡留了四百年
[00:07:32.200 --> 00:07:33.720]  做人家的奴隸
[00:07:33.720 --> 00:07:37.160]  上帝呼召摩西拯救他們出來
[00:07:37.160 --> 00:07:38.800]  在曠野四十年
[00:07:38.800 --> 00:07:41.080]  然後進入加南地
[00:07:41.080 --> 00:07:45.520]  加南地過了三百年的事司
[00:07:45.520 --> 00:07:48.680]  上帝安排一些人
[00:07:48.680 --> 00:07:50.600]  一些領袖去管他們
[00:07:50.600 --> 00:07:54.360]  三百年後進入君王時期
[00:07:54.360 --> 00:07:56.920]  有蘇羅、大衛、索羅門
[00:07:56.920 --> 00:08:02.360]  大衛、索羅門是以色列歷史最興盛的
[00:08:02.360 --> 00:08:03.760]  尤其是索羅門王
[00:08:03.760 --> 00:08:05.040]  最興盛的時候
[00:08:05.040 --> 00:08:10.880]  但索羅門在晚年已經開始變差了
[00:08:10.880 --> 00:08:13.480]  他娶了很多外族公主
[00:08:13.480 --> 00:08:15.800]  或者為了政治目的
[00:08:15.800 --> 00:08:18.080]  但是跟從他們拜偶像
[00:08:18.080 --> 00:08:22.640]  之後他們的兒子子子孫孫都是這樣
[00:08:22.640 --> 00:08:24.360]  雖然間中有些好的皇帝
[00:08:24.360 --> 00:08:25.720]  但大部分都不好
[00:08:25.720 --> 00:08:30.440]  以致他們犯了上帝叫阿伯拉罕
[00:08:30.440 --> 00:08:33.920]  叫摩西不好做的事
[00:08:33.920 --> 00:08:36.160]  就是要分別為誠
[00:08:36.160 --> 00:08:39.400]  然後才可以成為其他國家的祝福
[00:08:39.400 --> 00:08:40.400]  他沒有做到
[00:08:40.400 --> 00:08:45.240]  結果最後在公元前587年亡國
[00:08:45.240 --> 00:08:51.400]  亡國後50年索羅伯伯回歸重建聖殿
[00:08:51.400 --> 00:08:56.200]  我們幾個星期前看《以色列記》
[00:08:56.200 --> 00:09:00.240]  開始看這個歷史
[00:09:00.240 --> 00:09:03.720]  聖殿建了20年才建完
[00:09:03.720 --> 00:09:06.560]  20年建完之後
[00:09:06.560 --> 00:09:08.520]  再等多60年
[00:09:08.520 --> 00:09:10.880]  以色列才回來
[00:09:10.880 --> 00:09:18.800]  聖殿完成和以色列回來中間的60年
[00:09:18.800 --> 00:09:21.520]  也是以色列的時代
[00:09:21.520 --> 00:09:28.640]  以色列皇后拯救秘魯的以色列人
[00:09:28.640 --> 00:09:29.840]  但是我們不說那樣
[00:09:29.840 --> 00:09:32.720]  現在說到公元前458年
[00:09:32.720 --> 00:09:33.960]  以色列回歸
[00:09:33.960 --> 00:09:36.760]  這段時間就是春秋時代
[00:09:36.760 --> 00:09:38.760]  孔子的時代就是這段時代
[00:09:38.760 --> 00:09:41.800]  戰國時代就是這段時代
[00:09:41.800 --> 00:09:43.800]  以色列回來
[00:09:43.800 --> 00:09:45.800]  回來多久都不夠幾個月
[00:09:45.800 --> 00:09:47.800]  領袖跟他說
[00:09:47.800 --> 00:09:50.840]  我們現在又犯錯了
[00:09:50.840 --> 00:09:51.840]  怎麼犯錯呢?
[00:09:51.840 --> 00:09:55.440]  因為猶太人過了這60年
[00:09:55.440 --> 00:09:57.040]  過了一個懶惰的生活
[00:09:57.040 --> 00:10:00.760]  又開始和外族的人通婚
[00:10:00.760 --> 00:10:03.240]  學了他們不應該學的東西
[00:10:03.240 --> 00:10:05.400]  敬拜偶像
[00:10:05.400 --> 00:10:08.400]  又染上了一些不好的風俗
[00:10:08.400 --> 00:10:10.880]  以色列變得很悲痛
[00:10:10.880 --> 00:10:12.440]  就禱告
[00:10:12.440 --> 00:10:17.160]  剛才那段經文就是他的禱告
[00:10:17.160 --> 00:10:20.640]  而這個禱告是一個轉捩點
[00:10:20.640 --> 00:10:22.920]  若果以色列沒有這個禱告
[00:10:22.920 --> 00:10:24.520]  你可以想像
[00:10:24.520 --> 00:10:26.680]  一路每況愈下
[00:10:26.680 --> 00:10:28.680]  那時李希米都不用再回來
[00:10:28.680 --> 00:10:31.240]  因為再過十幾年
[00:10:31.240 --> 00:10:34.240]  李希米就回來重建聖祥
[00:10:34.240 --> 00:10:38.400]  但其實在以色列回來時
[00:10:38.400 --> 00:10:42.840]  整個猶太民族是相當混亂
[00:10:42.840 --> 00:10:43.840]  很麻煩
[00:10:43.840 --> 00:10:47.520]  如果沒有以色列的回歸
[00:10:47.520 --> 00:10:49.520]  猶太民族已經不再存在
[00:10:49.520 --> 00:10:51.520]  因為他們一直和外族通婚
[00:10:51.520 --> 00:10:52.320]  學了他們的東西
[00:10:52.320 --> 00:10:53.520]  拜過偶像
[00:10:53.520 --> 00:10:55.080]  做了不好的風俗
[00:10:55.080 --> 00:10:58.520]  到現在其實沒有以色列
[00:10:58.520 --> 00:11:01.360]  但因為以色列的改變
[00:11:01.360 --> 00:11:07.000]  它帶領以色列人回到神那裏
[00:11:07.000 --> 00:11:11.840]  所以雖然繼續被外族統治
[00:11:11.840 --> 00:11:13.840]  接著就羅馬帝國
[00:11:13.840 --> 00:11:15.280]  一直到現在
[00:11:15.280 --> 00:11:17.440]  但神保守他們復興
[00:11:17.440 --> 00:11:19.720]  所以以色列這個禱告
[00:11:19.720 --> 00:11:26.120]  可以說是由以色列民族一個關鍵一刻
[00:11:26.120 --> 00:11:28.600]  就好像我們中國八年抗戰
[00:11:28.600 --> 00:11:30.240]  抵抗日本的關鍵一刻
[00:11:30.240 --> 00:11:31.720]  打輸了之後
[00:11:31.720 --> 00:11:34.720]  可能你和我都會改為日本人
[00:11:34.720 --> 00:11:36.320]  但是我們不說中國
[00:11:36.320 --> 00:11:37.320]  現在說以色列
[00:11:37.320 --> 00:11:39.880]  以色列面對這樣的情況
[00:11:39.880 --> 00:11:42.880]  它就悲痛禱告
[00:11:42.880 --> 00:11:44.240]  我們看看它怎樣禱告
[00:11:44.240 --> 00:11:47.120]  它穿著撕裂的衣服和外袍
[00:11:47.120 --> 00:11:48.920]  雙膝跪下
[00:11:48.920 --> 00:11:52.640]  向耶和華我的神張開雙手
[00:11:52.640 --> 00:11:54.000]  這個禱告
[00:11:54.000 --> 00:11:57.320]  它沒有勸人民不要這樣做
[00:11:57.320 --> 00:11:58.320]  它只是祈禱
[00:11:58.320 --> 00:12:00.480]  接著就有些改變
[00:12:00.480 --> 00:12:02.920]  當它在祈禱的時候
[00:12:02.920 --> 00:12:06.160]  剛才Grace和我們讀到第九章
[00:12:06.160 --> 00:12:07.560]  到十五節的禱告
[00:12:07.560 --> 00:12:09.960]  接著就到第十章
[00:12:09.960 --> 00:12:11.840]  第一節就開始說
[00:12:11.840 --> 00:12:13.120]  以色列禱告
[00:12:13.120 --> 00:12:14.440]  認罪哭泣
[00:12:14.440 --> 00:12:17.080]  俯伏在神的殿前的時候
[00:12:17.080 --> 00:12:18.880]  有一大群以色列人
[00:12:18.880 --> 00:12:21.000]  包括男女小孩
[00:12:21.000 --> 00:12:22.440]  在他面前聚集
[00:12:22.440 --> 00:12:24.880]  眾人也都哄哭
[00:12:24.880 --> 00:12:27.880]  這些人是怎樣改變的?
[00:12:27.880 --> 00:12:31.200]  不是以色列用電視廣播
[00:12:31.200 --> 00:12:32.720]  叫他們回歸
[00:12:32.720 --> 00:12:34.400]  是以色列的禱告
[00:12:34.400 --> 00:12:36.040]  神聽了他們的禱告
[00:12:36.040 --> 00:12:38.920]  神的靈感動人心
[00:12:38.920 --> 00:12:41.520]  叫人悔改
[00:12:41.520 --> 00:12:42.880]  羅馬尼亞這個國家
[00:12:42.880 --> 00:12:45.880]  這個牧師和他的回眾禱告
[00:12:45.880 --> 00:12:50.120]  竟然令到整個國家改變
[00:12:50.120 --> 00:12:53.720]  烏康達、毛約翰牧師和他的信徒禱告
[00:12:53.720 --> 00:12:56.200]  竟然令到整個國家改變
[00:12:56.200 --> 00:12:57.440]  以色列禱告
[00:12:57.440 --> 00:12:59.600]  令到整個國家民族改變
[00:12:59.600 --> 00:13:05.120]  所以今日我們基督徒最重要
[00:13:05.120 --> 00:13:07.120]  面對我們個人的光景
[00:13:07.120 --> 00:13:08.840]  面對香港的情況
[00:13:08.840 --> 00:13:12.480]  面對這個世界的凹凸不平
[00:13:12.480 --> 00:13:14.640]  你和我的能力有限
[00:13:14.640 --> 00:13:16.480]  但我們祈禱
[00:13:16.480 --> 00:13:18.640]  神就應運
[00:13:18.640 --> 00:13:21.400]  所以禱告是一個非常重要
[00:13:21.400 --> 00:13:24.480]  可以說是最重要的侍奉
[00:13:24.480 --> 00:13:26.520]  以色列的禱告
[00:13:26.520 --> 00:13:29.440]  有幾個元素值得我們學習
[00:13:29.440 --> 00:13:31.360]  因為這五個元素
[00:13:31.360 --> 00:13:33.360]  令到神垂聽他的禱告
[00:13:33.360 --> 00:13:35.960]  這是很值得我們思考的
[00:13:35.960 --> 00:13:39.120]  第一個是生活敬虔
[00:13:39.120 --> 00:13:42.320]  他過一個敬畏神的生活
[00:13:42.320 --> 00:13:45.000]  第二個元素是他的態度真誠
[00:13:45.000 --> 00:13:48.280]  有些人祈禱是欺騙上帝的
[00:13:48.280 --> 00:13:51.120]  有些人去拜神
[00:13:51.120 --> 00:13:53.120]  去王大仙拜神其實是欺騙人的
[00:13:53.120 --> 00:13:55.440]  不過那個王大仙不知道你是欺騙他還是欺騙他
[00:13:55.440 --> 00:13:57.080]  因為他是假神
[00:13:57.080 --> 00:13:58.760]  但我們來到真神面前
[00:13:58.760 --> 00:14:00.640]  態度要真誠
[00:14:00.640 --> 00:14:02.760]  什麼承認過犯
[00:14:02.760 --> 00:14:06.040]  我們來到神面前不承認過犯
[00:14:06.040 --> 00:14:07.720]  這個就已經不是真誠了
[00:14:07.720 --> 00:14:10.640]  你已經不知道自己有錯
[00:14:10.640 --> 00:14:11.880]  不肯承認
[00:14:11.880 --> 00:14:13.600]  這個就不得神的喜悅
[00:14:13.600 --> 00:14:16.440]  我們憑信心依靠上帝
[00:14:16.440 --> 00:14:20.200]  我們在以色列的紀念看到這些元素
[00:14:20.200 --> 00:14:21.920]  然後立志更生
[00:14:21.920 --> 00:14:26.360]  我們試試看以色列的禱告裡面這五個元素
[00:14:26.360 --> 00:14:31.480]  我們如何在這本聖經裡面顯明出來
[00:14:31.480 --> 00:14:32.480]  生活敬虔
[00:14:32.480 --> 00:14:36.080]  我們在以色列第七章第十節看到
[00:14:36.080 --> 00:14:41.320]  因為以色列專心尋求研究耶和華的律法
[00:14:41.320 --> 00:14:44.400]  並且進行在以色列人中
[00:14:44.400 --> 00:14:47.160]  教導律法和典章
[00:14:47.160 --> 00:14:53.600]  他專心尋求、進行,進行神的話就是敬虔
[00:14:53.600 --> 00:14:54.720]  所以弟兄姊妹
[00:14:54.720 --> 00:14:56.960]  你能夠每天讀聖經
[00:14:56.960 --> 00:14:58.760]  來遵從神的話
[00:14:58.760 --> 00:15:03.320]  這是好的
[00:15:03.320 --> 00:15:05.640]  第二點就是態度真誠
[00:15:05.640 --> 00:15:08.240]  如何看出他的態度真誠呢?
[00:15:08.240 --> 00:15:11.840]  剛才Grace跟我們讀第九章已經提到
[00:15:11.840 --> 00:15:13.520]  他獻晚祭的時候
[00:15:13.520 --> 00:15:15.240]  他在禁食中起來
[00:15:15.240 --> 00:15:17.840]  穿著撕裂的衣服和外衣
[00:15:17.840 --> 00:15:20.280]  雙膝跪下向耶和華
[00:15:20.280 --> 00:15:22.360]  「我的神」張開雙手
[00:15:22.360 --> 00:15:24.680]  一個真誠的禱告
[00:15:24.680 --> 00:15:26.640]  第三,承認過犯
[00:15:26.640 --> 00:15:27.840]  第六到第七節說
[00:15:27.840 --> 00:15:30.800]  「我的神,我感覺羞恥、慚愧
[00:15:30.800 --> 00:15:33.280]  不敢向我的神你仰臉
[00:15:33.280 --> 00:15:36.000]  因為我們的罪孽多至滅頂
[00:15:36.000 --> 00:15:37.840]  我們的罪惡滔天
[00:15:37.840 --> 00:15:40.360]  從我們列祖的日子直到今天
[00:15:40.360 --> 00:15:41.960]  我們的罪惡深重」
[00:15:41.960 --> 00:15:49.240]  他想起以前從阿巴拉罕一直到現在
[00:15:49.240 --> 00:15:55.600]  那種1500年來面對這麼多罪惡的歷史
[00:15:55.600 --> 00:15:57.360]  第四,信心倚靠
[00:15:57.360 --> 00:15:59.520]  其中一位耶傑的兒子
[00:15:59.520 --> 00:16:01.440]  釋迦尼對以色列說
[00:16:01.440 --> 00:16:03.000]  「我們對神不忠
[00:16:03.000 --> 00:16:06.680]  現在我們應當與神立約
[00:16:06.680 --> 00:16:11.920]  按著我主那些因我們神的誡命而戰經的人所議定的
[00:16:11.920 --> 00:16:13.560]  照著律法而行
[00:16:13.560 --> 00:16:16.240]  我們要立志用信心
[00:16:16.240 --> 00:16:18.040]  你起來為這事
[00:16:18.040 --> 00:16:19.720]  因為這事存在你身上
[00:16:19.720 --> 00:16:20.640]  我們支持你
[00:16:20.640 --> 00:16:22.160]  你當堅強去做
[00:16:22.160 --> 00:16:24.680]  憑信心去倚靠
[00:16:24.680 --> 00:16:26.760]  然後在神面前立志
[00:16:26.760 --> 00:16:30.520]  以斯拉濟斯站起來對他們說
[00:16:30.520 --> 00:16:31.840]  你們對神不忠
[00:16:31.840 --> 00:16:34.200]  取了外族的女子為妻
[00:16:34.200 --> 00:16:36.400]  增添了以色列人的罪過
[00:16:36.400 --> 00:16:40.560]  現在你們要向日和華你們列祖的神認罪
[00:16:40.560 --> 00:16:42.800]  遵行祂所喜悅的旨意
[00:16:42.800 --> 00:16:45.280]  全體會眾都大聲回答說
[00:16:45.280 --> 00:16:46.520]  你怎樣說
[00:16:46.520 --> 00:16:48.440]  我們就怎樣謀行」
[00:16:48.440 --> 00:16:50.800]  我這裡要再強調一下
[00:16:50.800 --> 00:16:55.800]  上帝不是反對我們與外國人結婚
[00:16:55.800 --> 00:16:57.480]  如果你看我後面的照片
[00:16:57.480 --> 00:17:01.040]  我兒子也與一個加拿大女子結婚
[00:17:01.040 --> 00:17:03.400]  但是這裡的問題
[00:17:03.400 --> 00:17:04.600]  我剛才所說
[00:17:04.600 --> 00:17:08.760]  上帝首先要以色列的民族分別為聖
[00:17:08.760 --> 00:17:11.000]  因為當時的社會
[00:17:11.000 --> 00:17:14.760]  周圍的國家都是拜偶像
[00:17:14.760 --> 00:17:16.600]  將活人獻祭
[00:17:16.600 --> 00:17:21.000]  行淫
[00:17:21.000 --> 00:17:23.000]  很多不應該做的事情都做了
[00:17:23.000 --> 00:17:25.400]  如果以色列人不出來
[00:17:25.400 --> 00:17:26.600]  不分別出來的話
[00:17:26.600 --> 00:17:28.000]  他就學了他們的東西
[00:17:28.000 --> 00:17:31.960]  就變成沒辦法成為一個聖基督國度
[00:17:31.960 --> 00:17:35.880]  也沒辦法將神的祝福傳出去給他們
[00:17:35.880 --> 00:17:39.840]  所以第一步他們要出來分別為聖
[00:17:39.840 --> 00:17:41.680]  你和我都是
[00:17:41.680 --> 00:17:43.600]  很多時候我們上班
[00:17:43.600 --> 00:17:44.840]  就另一個人
[00:17:44.840 --> 00:17:46.240]  上到教會
[00:17:46.240 --> 00:17:48.520]  一個星期一天上到教會
[00:17:48.520 --> 00:17:49.360]  現在還沒有
[00:17:49.360 --> 00:17:51.720]  現在在Zoom一個小時
[00:17:51.720 --> 00:17:58.240]  其實我們的生命應該分別為聖
[00:17:58.240 --> 00:18:00.240]  這樣的時候
[00:18:00.240 --> 00:18:02.560]  我們就得到神的喜悅
[00:18:02.560 --> 00:18:08.320]  你說這五個元素可不可以用一句歸納呢?
[00:18:08.320 --> 00:18:11.320]  因為五個很難全部記住
[00:18:11.320 --> 00:18:12.920]  你記多一個
[00:18:12.920 --> 00:18:14.920]  這個就歸納了五個
[00:18:14.920 --> 00:18:19.560]  你如果以神為你生命裏面的第一位
[00:18:19.560 --> 00:18:21.560]  祂是No.1
[00:18:21.560 --> 00:18:24.160]  你每一樣東西都看著祂
[00:18:24.160 --> 00:18:25.160]  你聽祂的話
[00:18:25.160 --> 00:18:27.800]  你做祂要做的事
[00:18:27.800 --> 00:18:29.200]  你討祂的喜悅
[00:18:29.200 --> 00:18:31.000]  祂是佔首位的
[00:18:31.000 --> 00:18:34.280]  那你就很自然做足那樣東西
[00:18:34.280 --> 00:18:36.800]  當你以上帝為No.1的時候
[00:18:36.800 --> 00:18:40.600]  你就會聽祂的話
[00:18:40.600 --> 00:18:43.240]  聖經是祂給你的信
[00:18:43.240 --> 00:18:45.840]  有人說是一份情書
[00:18:45.840 --> 00:18:47.400]  又有教導你的
[00:18:47.400 --> 00:18:49.280]  聖經是神所默示的
[00:18:49.280 --> 00:18:51.680]  以教訓督責使人歸正
[00:18:51.680 --> 00:18:53.800]  引導人學義都是有益的
[00:18:53.800 --> 00:18:55.560]  那你生活自然會健健
[00:18:55.560 --> 00:18:58.400]  你錯都不會錯得太多
[00:18:58.400 --> 00:19:00.920]  你如果以神為第一位的話
[00:19:00.920 --> 00:19:03.240]  你對祂的態度當然是真誠
[00:19:03.240 --> 00:19:06.280]  你來到祂面前很自然就承認過犯
[00:19:06.280 --> 00:19:08.640]  你又以信心依靠祂
[00:19:08.640 --> 00:19:10.440]  在祂面前立志
[00:19:10.440 --> 00:19:11.160]  所以第一件事
[00:19:11.160 --> 00:19:12.880]  如果你忘記了所有的東西
[00:19:12.880 --> 00:19:18.720]  你記得上帝是配在你生命裏面居首位
[00:19:18.720 --> 00:19:19.720]  你生命裏面
[00:19:19.720 --> 00:19:24.480]  你想像你的心裏面有個寶座
[00:19:24.480 --> 00:19:26.800]  這個寶座不應該你自己坐
[00:19:26.800 --> 00:19:29.480]  不應該你其他的人坐
[00:19:29.480 --> 00:19:32.040]  不應該你的職業
[00:19:32.040 --> 00:19:33.320]  你的金錢
[00:19:33.320 --> 00:19:35.920]  這個寶座應該是上帝坐的
[00:19:35.920 --> 00:19:37.360]  當你這樣做的時候
[00:19:37.360 --> 00:19:47.520]  你的禱告就得蒙垂聽
[00:19:47.520 --> 00:19:49.840]  我們講回香港
