
[00:00:00.000 --> 00:00:05.760]  如果大家有印象,我這幾次的講道
[00:03:46.400 --> 00:03:46.880]  但是不要緊
[00:03:46.880 --> 00:03:48.720]  你儘管可以試一下
[00:03:48.720 --> 00:03:57.560]  以神爲中心的生命的基督徒應該是怎樣的呢?
[00:03:57.560 --> 00:04:00.360]  好,差不多了
[00:04:00.360 --> 00:04:02.840]  講着講着就會講到去哪裏喫飯了
[00:04:02.840 --> 00:04:08.960]  所以大聲喊出答案吧
[00:04:08.960 --> 00:04:13.000]  你也知道大家這裏很平民化
[00:04:13.000 --> 00:04:14.280]  大聲喊出答案
[00:04:14.280 --> 00:04:19.080]  是不是有東西想說?
[00:04:19.080 --> 00:04:21.400]  有愛
[00:04:21.400 --> 00:04:22.280]  愛受敵
[00:04:22.280 --> 00:04:22.920]  愛受敵
[00:04:22.920 --> 00:04:24.160]  OK,好,愛受敵
[00:04:24.160 --> 00:04:27.320]  好,還有呢?
[00:04:27.320 --> 00:04:29.000]  讓神去管理生命的
[00:04:29.000 --> 00:04:34.000]  讓神去管理生命,還有呢?
[00:04:34.000 --> 00:04:35.080]  社稷
[00:04:35.080 --> 00:04:37.880]  做什麼都先問神
[00:04:37.880 --> 00:04:39.640]  買西瓜都要先問神
[00:04:39.640 --> 00:04:41.080]  去哪家店買
[00:04:41.080 --> 00:04:43.640]  OK,還有呢?
[00:04:43.640 --> 00:04:45.680]  還有沒有?
[00:04:45.680 --> 00:04:46.920]  去不去買
[00:04:46.920 --> 00:04:48.840]  今天買不買
[00:04:48.840 --> 00:04:51.720]  哪個價錢纔買
[00:04:51.720 --> 00:04:53.240]  5.8不買
[00:04:53.240 --> 00:04:55.120]  等到5.4纔買
[00:04:55.120 --> 00:04:56.920]  OK,還有呢?
[00:04:56.920 --> 00:05:00.320]  哦,是,差不多了
[00:05:00.320 --> 00:05:01.640]  3.5好像是吧
[00:05:01.640 --> 00:05:04.400]  百佳還是維康都有
[00:05:04.400 --> 00:05:06.640]  所以其實類似是這些
[00:05:06.640 --> 00:05:07.640]  內在生命的展現
[00:05:07.640 --> 00:05:09.600]  所以不是說
[00:05:09.600 --> 00:05:11.440]  只是星期一上課
[00:05:11.440 --> 00:05:12.440]  星期一上課會
[00:05:12.440 --> 00:05:14.160]  喫飯之前會祈禱
[00:05:14.160 --> 00:05:17.400]  或者發生什麼事情都會說Hallelujah
[00:05:17.400 --> 00:05:18.960]  這個就是一個好的基督徒
[00:05:18.960 --> 00:05:22.040]  或者是一個以神爲生命中心的基督徒
[00:05:22.040 --> 00:05:23.200]  不是
[00:05:23.200 --> 00:05:23.920]  所以其實呢
[00:05:23.920 --> 00:05:25.840]  我在這裏差一點點也有關係
[00:05:25.840 --> 00:05:30.520]  有時候我也會和一些未婚的弟兄姐妹們分享
[00:05:30.520 --> 00:05:34.160]  你們要開始爲你們將來另一半祈禱了
[00:05:34.160 --> 00:05:36.640]  你有什麼條件
[00:05:36.640 --> 00:05:42.440]  有什麼盤口
[00:05:42.440 --> 00:05:44.280]  開什麼盤口出來
[00:05:44.280 --> 00:05:47.440]  他們很多時候都說一定是基督徒
[00:05:47.440 --> 00:05:51.800]  但是有一次我就和某個弟兄姐妹說
[00:05:51.800 --> 00:05:53.480]  哇,基督徒就可以了
[00:05:53.480 --> 00:05:56.240]  是不是說如果他沒有手沒有腳甚至沒有頭
[00:05:56.240 --> 00:05:57.720]  只需要是基督徒
[00:05:57.720 --> 00:05:58.720]  那就OK了
[00:05:58.720 --> 00:06:00.560]  就可以成爲一個基督徒了
[00:06:00.560 --> 00:06:03.240]  成爲你將來的另一半了
[00:06:03.240 --> 00:06:05.080]  當然不是
[00:06:05.080 --> 00:06:06.080]  因爲
[00:06:06.080 --> 00:06:08.560]  因爲其實基督徒真的有很多種
[00:06:08.560 --> 00:06:09.680]  真的有很多種
[00:06:09.680 --> 00:06:14.320]  甚至有些是假的基督徒
[00:06:14.320 --> 00:06:17.640]  所以耶穌在《馬太福音》
[00:06:17.640 --> 00:06:20.000]  七章十五到二十三節裏面
[00:06:20.000 --> 00:06:24.000]  講了一段非常耐人尋味的說話
[00:06:24.000 --> 00:06:25.000]  非常耐人尋味
[00:06:25.000 --> 00:06:27.000]  怎麼耐人尋味呢?
[00:06:27.000 --> 00:06:28.320]  我讀出來
[00:06:28.320 --> 00:06:30.680]  就說你們要防備假先知
[00:06:30.680 --> 00:06:32.040]  他們到你們這裏來
[00:06:32.040 --> 00:06:33.640]  外面披着羊皮
[00:06:33.640 --> 00:06:35.720]  裏面卻是殘暴的狼
[00:06:35.720 --> 00:06:38.800]  憑着他們的果子就可以認出他們來
[00:06:38.800 --> 00:06:40.880]  荊棘上豈能摘葡萄
[00:06:40.880 --> 00:06:43.320]  擇泥裏豈能摘無花果
[00:06:43.320 --> 00:06:46.160]  這樣凡好樹都結好果子
[00:06:46.160 --> 00:06:48.600]  唯獨壞樹結壞果子
[00:06:48.600 --> 00:06:50.320]  好樹不能結壞果子
[00:06:50.320 --> 00:06:52.800]  壞樹不能結好果子
[00:06:52.800 --> 00:06:54.800]  凡不結好果子的樹
[00:06:54.800 --> 00:06:55.600]  就坎下來
[00:06:55.600 --> 00:06:56.840]  凋在火裏
[00:06:56.840 --> 00:06:58.240]  所以憑着他們的果子
[00:06:58.240 --> 00:07:00.600]  就可以認出他們來
[00:07:00.600 --> 00:07:02.640]  凡稱呼我主呀主呀的人
[00:07:02.640 --> 00:07:04.400]  不能都進天國
[00:07:04.400 --> 00:07:08.040]  唯獨遵行我天父旨的人才能進去
[00:07:08.040 --> 00:07:10.440]  當那日必有許多人對我說
[00:07:10.440 --> 00:07:11.680]  主呀主呀
[00:07:11.680 --> 00:07:13.240]  我們不是奉你的名傳道
[00:07:13.240 --> 00:07:14.360]  奉你的名趕鬼
[00:07:14.360 --> 00:07:16.400]  奉你的名行許多異能
[00:07:16.400 --> 00:07:18.440]  我就明明地告訴他們說
[00:07:18.440 --> 00:07:21.000]  我從來不認識你們
[00:07:21.000 --> 00:07:22.520]  你們這些作惡的人
[00:07:22.520 --> 00:07:25.640]  離開我去吧
[00:07:25.640 --> 00:07:27.440]  這段經文
[00:07:27.440 --> 00:07:32.280]  講了一個很耐人尋味的信息
[00:07:32.280 --> 00:07:33.160]  原來
[00:07:33.160 --> 00:07:35.720]  識趕鬼
[00:07:35.720 --> 00:07:38.080]  識行異能
[00:07:38.080 --> 00:07:40.640]  原來都進不到天國
[00:07:40.640 --> 00:07:44.200]  有可能進不到天國
[00:07:44.200 --> 00:07:47.120]  不知道你們有沒有想過這個問題
[00:07:47.120 --> 00:07:48.840]  你識趕鬼
[00:07:48.840 --> 00:07:50.040]  識行異能
[00:07:50.040 --> 00:07:53.040]  叫人從死裏復活等等
[00:07:53.040 --> 00:07:58.040]  這樣你都不能進入天國
[00:07:58.040 --> 00:08:03.960]  其實在這裏講的是什麼呢
[00:08:03.960 --> 00:08:05.480]  耶穌說有三樣
[00:08:05.480 --> 00:08:06.600]  第一
[00:08:06.600 --> 00:08:08.560]  在他生命裏
[00:08:08.560 --> 00:08:11.960]  他是不是憑什麼
[00:08:11.960 --> 00:08:16.680]  他是不是遵行天父旨意的人呢
[00:08:16.680 --> 00:08:17.160]  第二
[00:08:17.160 --> 00:08:18.040]  在他生命裏
[00:08:18.040 --> 00:08:21.440]  是不是有生命的果子呢
[00:08:21.440 --> 00:08:22.560]  第三
[00:08:22.560 --> 00:08:24.040]  他是不是一個真正的基督徒
[00:08:24.040 --> 00:08:26.000]  是不是以神爲中心的基督徒
[00:08:26.000 --> 00:08:26.560]  他就說
[00:08:26.560 --> 00:08:29.880]  和上帝之間的關係來分辨
[00:08:29.880 --> 00:08:33.240]  因爲剛纔在經文裏面說
[00:08:33.240 --> 00:08:34.880]  我從來不認識你們
[00:08:34.880 --> 00:08:36.680]  圓文認識不是說
[00:08:36.680 --> 00:08:38.880]  耶穌除了認識
[00:08:38.880 --> 00:08:41.360]  而是說有一個很緊密的關係
[00:08:41.360 --> 00:08:42.040]  就是說
[00:08:42.040 --> 00:08:44.200]  我都不跟你沒有一個緊密的關係
[00:08:44.200 --> 00:08:45.080]  你離開我吧
[00:08:45.080 --> 00:08:46.640]  你這些作惡的人
[00:08:46.640 --> 00:08:48.200]  你離開我吧
[00:08:48.200 --> 00:08:49.200]  甚至有一段經文
[00:08:49.200 --> 00:08:51.440]  另外一個是講這件事
[00:08:51.440 --> 00:08:54.720]  耶穌說你要去到哪個地方呢
[00:08:54.720 --> 00:08:58.040]  就是爲魔鬼預備的永火裏面
[00:08:58.040 --> 00:09:02.320]  就是說如果你只是懂得
[00:09:02.320 --> 00:09:03.920]  就是說趕鬼
[00:09:03.920 --> 00:09:06.320]  或者是行異能等等
[00:09:06.320 --> 00:09:08.880]  其實都不是表達出
[00:09:08.880 --> 00:09:11.040]  你是一個真正的基督徒
[00:09:11.040 --> 00:09:12.800]  這一點對於我們基督徒來說
[00:09:12.800 --> 00:09:14.200]  在末世裏面
[00:09:14.200 --> 00:09:15.640]  是很大的危機
[00:09:15.640 --> 00:09:16.600]  因爲我們
[00:09:16.600 --> 00:09:20.400]  以及每一個服事人的人的警惕
[00:09:20.400 --> 00:09:21.480]  因爲在末世裏面
[00:09:21.480 --> 00:09:24.000]  世界有太多A4的基督徒
[00:09:24.000 --> 00:09:25.160]  假的
[00:09:25.160 --> 00:09:26.000]  就是假的基督徒
[00:09:26.000 --> 00:09:28.560]  甚至假A4的先知
[00:09:28.560 --> 00:09:30.200]  A4的基督等等
[00:09:30.200 --> 00:09:32.640]  所以聖經預言到將來末世
[00:09:32.640 --> 00:09:34.880]  有很多的基督徒
[00:09:34.880 --> 00:09:37.800]  都會跟隨那些假先知假基督
[00:09:37.800 --> 00:09:40.920]  所以我們真的要懂得分辨
[00:09:40.920 --> 00:09:42.920]  就是我們要學分辨
[00:09:42.920 --> 00:09:46.480]  好像有些證課或者假課
[00:09:46.480 --> 00:09:47.880]  我們都要憑些什麼
[00:09:47.880 --> 00:09:51.160]  真人子假人子你都懂得分吧
[00:09:51.160 --> 00:09:53.160]  至少摸摸看
[00:09:53.160 --> 00:09:56.160]  假人子應該和真人子的質地不同
[00:09:56.160 --> 00:09:57.000]  有水印
[00:09:57.000 --> 00:09:58.920]  有什麼防危的那條線
[00:09:58.920 --> 00:10:00.680]  等等其實你都懂得分
[00:10:00.680 --> 00:10:01.880]  那就是
[00:10:01.880 --> 00:10:04.840]  我們不是單憑那個人
[00:10:04.840 --> 00:10:06.640]  能不能夠行神蹟
[00:10:06.640 --> 00:10:07.920]  行異能
[00:10:07.920 --> 00:10:10.640]  去分辨他是不是一個活在
[00:10:10.640 --> 00:10:13.120]  以神爲中心生命的人
[00:10:13.120 --> 00:10:14.880]  耶穌說
[00:10:14.880 --> 00:10:16.240]  其中一件事
[00:10:16.240 --> 00:10:18.480]  是要用他的果子來做分辨
[00:10:18.480 --> 00:10:22.200]  那什麼是生命的果子呢?
[00:10:22.200 --> 00:10:23.400]  先這麼說吧
[00:10:23.400 --> 00:10:27.760]  我們要憑他生命的果子來辨認
[00:10:27.760 --> 00:10:29.920]  其實剛纔大家都說了一些
[00:10:29.920 --> 00:10:30.840]  就說當我問
[00:10:30.840 --> 00:10:33.600]  怎麼纔算是一個以神爲中心的人
[00:10:33.600 --> 00:10:35.880]  他們都說了生命裏面有些什麼的展現
[00:10:35.880 --> 00:10:37.640]  就是當一個人
[00:10:37.640 --> 00:10:38.720]  相信耶穌
[00:10:38.720 --> 00:10:40.400]  然後他的生命在悔改
[00:10:40.400 --> 00:10:42.200]  然後生命裏面
[00:10:42.200 --> 00:10:43.720]  聖靈在他生命裏面做工
[00:10:43.720 --> 00:10:45.600]  漸漸改變他的生命
[00:10:45.600 --> 00:10:47.000]  使得他的生命裏面
[00:10:47.000 --> 00:10:49.680]  不論性格、價值觀、思想
[00:10:49.680 --> 00:10:51.800]  生活、言行舉止
[00:10:51.800 --> 00:10:53.240]  漸漸像耶穌基督
[00:10:53.240 --> 00:10:54.520]  就是說
[00:10:54.520 --> 00:10:55.760]  在他生命裏面
[00:10:55.760 --> 00:10:57.600]  正如我之前所說的
[00:10:57.600 --> 00:11:00.400]  一個被聖靈充滿
[00:11:00.400 --> 00:11:02.760]  又或者以神爲中心生命的人
[00:11:02.760 --> 00:11:06.720]  在他生命裏面一定會看到聖靈的果子的其中一個特性
[00:11:06.720 --> 00:11:08.680]  上次第一次講了什麼?
[00:11:08.680 --> 00:11:09.880]  人愛
[00:11:09.880 --> 00:11:11.440]  對上一次講了喜樂
[00:11:11.440 --> 00:11:13.000]  這次講什麼?
[00:11:13.000 --> 00:11:13.840]  和平的
[00:11:13.840 --> 00:11:15.120]  那我們一起打開
[00:11:15.120 --> 00:11:15.960]  打開聖經
[00:11:15.960 --> 00:11:17.160]  就是
[00:11:17.160 --> 00:11:18.320]  加拉太書
[00:11:18.320 --> 00:11:21.960]  五章二十二到二十五節
[00:11:21.960 --> 00:11:22.840]  我想這段呢
[00:11:22.840 --> 00:11:24.360]  如果你們可以背的話
[00:11:24.360 --> 00:11:25.680]  可以背了就是
[00:11:25.680 --> 00:11:27.240]  聖靈的
[00:11:27.240 --> 00:11:32.120]  就是聖靈果子的九個特性
[00:11:32.120 --> 00:11:35.440]  再找一齊讀下去,好嗎?
[00:11:35.440 --> 00:11:39.360]  聖靈所結的果子
[00:11:39.360 --> 00:11:47.480]  就是人愛、喜樂、和平、忍耐、恩慈、良善、信實、溫柔、節制
[00:11:47.480 --> 00:11:50.200]  這樣的事沒有律法禁止
[00:11:50.200 --> 00:11:52.640]  凡屬基督耶穌的人
[00:11:52.640 --> 00:11:54.640]  是已經把肉體
[00:11:54.640 --> 00:11:57.000]  連肉體的邪情私慾
[00:11:57.000 --> 00:12:00.080]  都銅釘在十字架上了
[00:12:00.080 --> 00:12:02.760]  我們若是靠聖靈得生
[00:12:02.760 --> 00:12:05.080]  就當靠聖靈行事
[00:12:05.080 --> 00:12:05.800]  OK,對了
[00:12:05.800 --> 00:12:07.120]  那就
[00:12:09.120 --> 00:12:10.440]  當提到和平
[00:12:10.440 --> 00:12:12.680]  今天會講和平這一個果子
[00:12:12.680 --> 00:12:14.280]  相信大家會想到
[00:12:14.280 --> 00:12:15.080]  啊,對了
[00:12:15.080 --> 00:12:17.320]  現在世界很不和平
[00:12:17.320 --> 00:12:18.040]  需要和平而已
[00:12:18.040 --> 00:12:19.960]  特別是敘利亞、以色列
[00:12:19.960 --> 00:12:21.040]  之前泰國
[00:12:21.040 --> 00:12:23.120]  或者埃及等等
[00:12:23.120 --> 00:12:24.920]  很多地方都需要和平
[00:12:24.920 --> 00:12:27.160]  或者烏克蘭等等這些地方
[00:12:27.160 --> 00:12:29.040]  當然是的
[00:12:29.040 --> 00:12:31.920]  世界所有的
[00:12:31.920 --> 00:12:34.000]  很多地方是恩若末世
[00:12:34.000 --> 00:12:35.360]  耶穌基督再回來之前
[00:12:35.360 --> 00:12:39.680]  都會越來越不和平、越來越動盪
[00:12:39.680 --> 00:12:43.560]  但是當你做了人一段時間
[00:12:43.560 --> 00:12:44.920]  你都會知道
[00:12:44.920 --> 00:12:48.360]  全世界最不和平的地方
[00:12:48.360 --> 00:12:49.640]  其實不是在中東
[00:12:49.640 --> 00:12:50.440]  不是在烏克蘭
[00:12:50.440 --> 00:12:51.320]  不是在泰國
[00:12:51.320 --> 00:12:52.280]  不是在以色列
[00:12:52.280 --> 00:12:55.400]  不是在歐洲等等的地方
[00:12:55.400 --> 00:12:58.320]  全世界最不和平的地方
[00:12:58.320 --> 00:13:00.760]  其實在你的心裏面
[00:13:00.760 --> 00:13:02.280]  全世界最不和平的地方
[00:13:02.280 --> 00:13:03.680]  其實在你的生命裏面
[00:13:03.680 --> 00:13:08.200]  希伯來文說和平
[00:13:08.200 --> 00:13:09.600]  或者平安
[00:13:09.600 --> 00:13:13.480]  其實在聖經裏面是同一個字的意思
[00:13:13.480 --> 00:13:14.240]  交替使用
[00:13:14.240 --> 00:13:15.680]  有時候用和平這個字
[00:13:15.680 --> 00:13:17.400]  有時候用平安這個字
[00:13:17.400 --> 00:13:21.560]  希伯來文說平安這個字
[00:13:21.560 --> 00:13:24.360]  就是"Shalom"
[00:13:24.360 --> 00:13:26.800]  不是"Salam"
[00:13:26.800 --> 00:13:30.760]  因爲"Salam"雖然都有打招呼的意思
[00:13:30.760 --> 00:13:33.160]  但是其實沒有了那種平安
[00:13:33.160 --> 00:13:34.840]  希伯來文就是"Shalom"
[00:13:34.840 --> 00:13:38.320]  所以有時候會見到一些以色列人
[00:13:38.320 --> 00:13:39.120]  就是猶太人
[00:13:39.120 --> 00:13:40.800]  你可以跟他們說"Shalom"
[00:13:40.800 --> 00:13:41.840]  可能他們會嚇一嚇
[00:13:41.840 --> 00:13:43.440]  爲什麼中國人都會說這句話
[00:13:43.440 --> 00:13:44.520]  就是跟他們打招呼
[00:13:44.520 --> 00:13:49.320]  那麼英文就翻譯成"Peace"
[00:13:49.320 --> 00:13:51.840]  中文翻譯爲和平
[00:13:51.840 --> 00:13:52.840]  平安
[00:13:52.840 --> 00:13:53.800]  或者和睦
[00:13:53.800 --> 00:13:54.680]  好像我剛剛所說
[00:13:54.680 --> 00:13:55.840]  其實聖經是同一個字
[00:13:55.840 --> 00:13:57.680]  所以你看中文聖經
[00:13:57.680 --> 00:14:00.480]  如果你看到和平、平安、和睦
[00:14:00.480 --> 00:14:01.840]  其實都是同樣的
[00:14:01.840 --> 00:14:04.160]  都是"Shalom"這一個字
[00:14:04.160 --> 00:14:07.920]  就是當你想起平安、和平、和睦
[00:14:07.920 --> 00:14:09.760]  你一定會想起
[00:14:09.760 --> 00:14:11.040]  無風無雨
[00:14:11.040 --> 00:14:12.240]  很平靜
[00:14:12.240 --> 00:14:15.440]  就算之前打仗打得多厲害
[00:14:15.440 --> 00:14:18.000]  當和平、平安出現的時候
[00:14:18.000 --> 00:14:19.480]  就什麼都沒有事發生
[00:14:19.480 --> 00:14:20.720]  大家很開心
[00:14:20.720 --> 00:14:23.240]  活在一個非常開心的狀態
[00:14:23.240 --> 00:14:27.360]  不過有時候你看回現在這個世界
[00:14:27.360 --> 00:14:28.360]  其實很諷刺
[00:14:28.360 --> 00:14:33.280]  我記得有一次我看一個紀錄片
[00:14:33.280 --> 00:14:35.840]  我忘記了是介紹哪個國家的軍隊
[00:14:35.840 --> 00:14:39.200]  那個紀錄片的節目訪問了一個士兵
[00:14:39.200 --> 00:14:40.480]  爲什麼你要參軍
[00:14:40.480 --> 00:14:43.880]  爲什麼你要做軍人
[00:14:43.880 --> 00:14:46.440]  當時那個年輕人去回答
[00:14:46.440 --> 00:14:48.840]  因爲我要來捍衛和平
[00:14:48.840 --> 00:14:49.800]  我當時聽完之後
[00:14:49.800 --> 00:14:51.760]  我覺得很諷刺
[00:14:51.760 --> 00:14:56.000]  就是用暴力來捍衛和平
[00:14:56.000 --> 00:14:58.600]  用一些殺人
[00:14:58.600 --> 00:15:04.520]  用一些很仇恨或者暴力來捍衛和平
[00:15:04.520 --> 00:15:06.920]  你會看到人類就是這樣
[00:15:06.920 --> 00:15:09.240]  特別在發生很多戰亂的地方
[00:15:09.240 --> 00:15:10.800]  爲什麼要打仗
[00:15:10.800 --> 00:15:11.720]  他們可能會跟你說
[00:15:11.720 --> 00:15:13.720]  因爲我要捍衛和平
[00:15:13.720 --> 00:15:15.040]  我要維持和平
[00:15:15.040 --> 00:15:17.160]  所以聯合國成立的目的
[00:15:17.160 --> 00:15:20.080]  其實你看回聯合國的憲章
[00:15:20.080 --> 00:15:21.120]  和當時的介紹
[00:15:21.120 --> 00:15:22.600]  爲什麼聯合國要成立
[00:15:22.600 --> 00:15:28.200]  其實聯合國是很想做一個和平的製造者
[00:15:28.200 --> 00:15:30.000]  Peacemaker
[00:15:30.000 --> 00:15:31.200]  就是英文Peacemaker
[00:15:31.200 --> 00:15:33.000]  但是很不幸的
[00:15:33.000 --> 00:15:34.720]  你會看到聯合國成立了
[00:15:34.720 --> 00:15:36.520]  四幾年成立到現在
[00:15:36.520 --> 00:15:39.080]  其實他能不能做到和平的製造者
[00:15:39.080 --> 00:15:40.040]  做不到
[00:15:40.040 --> 00:15:41.760]  最多是和平的維持者
[00:15:41.760 --> 00:15:43.920]  有些地方都維持不了和平
[00:15:43.920 --> 00:15:47.040]  就是那些什麼維持和平部隊去到那個地方
[00:15:47.040 --> 00:15:47.640]  都不行
[00:15:47.640 --> 00:15:52.200]  因爲其實在這個世界裏面
[00:15:52.200 --> 00:15:54.880]  我們要達到真正的和平
[00:15:54.880 --> 00:15:56.480]  不是靠暴力
[00:15:56.480 --> 00:15:57.800]  達到真正的和平
[00:15:57.800 --> 00:15:59.800]  不是靠其他東西
[00:15:59.800 --> 00:16:02.160]  而是靠人的生命在裏面
[00:16:02.160 --> 00:16:03.160]  所以其實呢
[00:16:03.160 --> 00:16:04.960]  現在這段時間
[00:16:04.960 --> 00:16:07.160]  講這件事都蠻敏感
[00:16:07.160 --> 00:16:09.840]  但是我覺得有一次我看一個訪問
[00:16:09.840 --> 00:16:11.360]  就是講佔中
[00:16:11.360 --> 00:16:13.400]  裏面佔中三子
[00:16:13.400 --> 00:16:16.720]  裏面他訪問了戴耀廷
[00:16:16.720 --> 00:16:18.360]  那個記者訪問他
[00:16:18.360 --> 00:16:21.440]  其實爲什麼你要搞這些東西
[00:16:21.440 --> 00:16:24.200]  爲什麼你要做這些事情
[00:16:24.200 --> 00:16:25.240]  他這麼說
[00:16:25.240 --> 00:16:27.960]  他就說其實搞政治不是我的目標
[00:16:27.960 --> 00:16:32.280]  他就說我想做的是人心文化的改變
[00:16:32.280 --> 00:16:34.360]  人心改變了
[00:16:34.360 --> 00:16:36.520]  制度才能夠改變
[00:16:36.520 --> 00:16:37.640]  我明白了
[00:16:37.640 --> 00:16:40.400]  其實他看到問題的核心不在於制度
[00:16:40.400 --> 00:16:43.440]  問題的核心在於在我們的生命裏面
[00:16:43.440 --> 00:16:44.880]  在我們的心裏面
[00:16:44.880 --> 00:16:46.080]  所以其實呢
[00:16:46.080 --> 00:16:47.800]  在聖經裏面這麼說
[00:16:47.800 --> 00:16:50.520]  我們看到平安這個詞
[00:16:50.520 --> 00:16:53.440]  就是說我們這個屬靈的果子
[00:16:53.440 --> 00:16:54.320]  平安
[00:16:54.320 --> 00:16:56.480]  其實是在講我們的心態
[00:16:56.480 --> 00:17:00.200]  在舊約聖經裏面講平安這個詞
[00:17:00.200 --> 00:17:01.480]  至少在舊約裏面
[00:17:01.480 --> 00:17:05.120]  這個詞前前後後出現了250次以上
[00:17:05.120 --> 00:17:08.240]  從出現的經文裏面所表達的含義
