
[00:00:00.000 --> 00:00:04.920]  我們這個題目就是《從聖經看疫症大流行》
[00:05:53.720 --> 00:05:55.720]  當然如果從
[00:05:55.720 --> 00:05:57.720]  醫學的角度
[00:05:57.720 --> 00:05:59.720]  為何會發生
[00:05:59.720 --> 00:06:01.720]  知道是什麼細菌
[00:06:01.720 --> 00:06:03.720]  開始知道怎樣傳播
[00:06:03.720 --> 00:06:05.720]  開始知道
[00:06:05.720 --> 00:06:07.720]  怎樣去殺人
[00:06:07.720 --> 00:06:09.720]  全球都在面對
[00:06:09.720 --> 00:06:11.720]  疫苗都還沒出
[00:06:11.720 --> 00:06:13.720]  醫學的角度不是我們的範
[00:06:13.720 --> 00:06:15.720]  但是我們會看到
[00:06:15.720 --> 00:06:17.720]  在聖經
[00:06:17.720 --> 00:06:19.720]  的確會有
[00:06:19.720 --> 00:06:21.720]  提到這些疫症的事
[00:06:21.720 --> 00:06:23.720]  你想想
[00:06:23.720 --> 00:06:25.720]  其實只是百多年前
[00:06:25.720 --> 00:06:27.720]  才知道原來
[00:06:27.720 --> 00:06:29.720]  這些感染的途徑
[00:06:29.720 --> 00:06:31.720]  是透過
[00:06:31.720 --> 00:06:33.720]  飛沫或者接觸
[00:06:33.720 --> 00:06:35.720]  即連細菌
[00:06:35.720 --> 00:06:37.720]  或者病毒
[00:06:37.720 --> 00:06:39.720]  這些資訊
[00:06:39.720 --> 00:06:41.720]  只不過最近百多年
[00:06:41.720 --> 00:06:43.720]  才發現到
[00:06:43.720 --> 00:06:45.720]  以前的醫生
[00:06:45.720 --> 00:06:47.720]  可能他不知道
[00:06:47.720 --> 00:06:49.720]  他還不知道洗手是對的
[00:06:49.720 --> 00:06:51.720]  第一個人提出這件事
[00:06:51.720 --> 00:06:53.720]  去洗手
[00:06:53.720 --> 00:06:55.720]  那個人後來被人杯葛
[00:06:55.720 --> 00:06:57.720]  被人
[00:06:57.720 --> 00:06:59.720]  去說他
[00:06:59.720 --> 00:07:01.720]  到後來才
[00:07:01.720 --> 00:07:03.720]  為他平反
[00:07:03.720 --> 00:07:05.720]  原來他做的事是對的
[00:07:05.720 --> 00:07:07.720]  原來細菌會碰到手
[00:07:07.720 --> 00:07:09.720]  我想醫學的角度
[00:07:09.720 --> 00:07:11.720]  我們都期望
[00:07:11.720 --> 00:07:13.720]  快點解決
[00:07:13.720 --> 00:07:15.720]  全球的努力
[00:07:15.720 --> 00:07:17.720]  可以幫到我們去解決
[00:07:17.720 --> 00:07:19.720]  這個病症
[00:07:19.720 --> 00:07:21.720]  我們信仰不會否定
[00:07:21.720 --> 00:07:23.720]  醫學的角色
[00:07:23.720 --> 00:07:25.720]  但我們會有一些看法
[00:07:25.720 --> 00:07:27.720]  當你說聖經的時候
[00:07:27.720 --> 00:07:29.720]  我嘗試從一個
[00:07:29.720 --> 00:07:31.720]  再闊一點的看法
[00:07:31.720 --> 00:07:33.720]  其實
[00:07:33.720 --> 00:07:35.720]  所謂
[00:07:35.720 --> 00:07:37.720]  疫症背後影響我們的
[00:07:37.720 --> 00:07:39.720]  是一個病
[00:07:39.720 --> 00:07:41.720]  我們怎樣看病呢?
[00:07:41.720 --> 00:07:43.720]  我們怎樣看
[00:07:43.720 --> 00:07:45.720]  死亡呢?
[00:07:45.720 --> 00:07:47.720]  或者這個疫症
[00:07:47.720 --> 00:07:49.720]  在聖經裡面的記載
[00:07:49.720 --> 00:07:51.720]  多數是一個怎樣的情況出現呢?
[00:07:51.720 --> 00:07:53.720]  我們看看聖經怎樣說
[00:07:53.720 --> 00:07:55.720]  雖然聖經大家都知道
[00:07:55.720 --> 00:07:57.720]  是一本很古老的書
[00:07:57.720 --> 00:07:59.720]  但是
[00:07:59.720 --> 00:08:01.720]  你會很詫異
[00:08:01.720 --> 00:08:03.720]  聖經說
[00:08:03.720 --> 00:08:05.720]  疫症的時候
[00:08:05.720 --> 00:08:07.720]  一來有記載
[00:08:07.720 --> 00:08:09.720]  疫症
[00:08:09.720 --> 00:08:11.720]  二來特別說
[00:08:11.720 --> 00:08:13.720]  傳染病
[00:08:13.720 --> 00:08:15.720]  其實聖經
[00:08:15.720 --> 00:08:17.720]  在舊約聖經
[00:08:17.720 --> 00:08:19.720]  最初說五卷書
[00:08:19.720 --> 00:08:21.720]  就叫摩西五經
[00:08:21.720 --> 00:08:23.720]  是說以色列人的律法
[00:08:23.720 --> 00:08:25.720]  其實在利未記
[00:08:25.720 --> 00:08:27.720]  十三章二十五章
[00:08:27.720 --> 00:08:29.720]  已經說
[00:08:29.720 --> 00:08:31.720]  有些所謂的大麻風
[00:08:31.720 --> 00:08:33.720]  其實他用這個大麻風
[00:08:33.720 --> 00:08:35.720]  或者麻風的翻譯
[00:08:35.720 --> 00:08:37.720]  如果你看回中文聖經
[00:08:37.720 --> 00:08:39.720]  就是在說一些傳染病
[00:08:39.720 --> 00:08:41.720]  譬如說癬
[00:08:41.720 --> 00:08:43.720]  譬如說麻風
[00:08:43.720 --> 00:08:45.720]  或者是
[00:08:45.720 --> 00:08:47.720]  其他類似的
[00:08:47.720 --> 00:08:49.720]  這些傳染病的病症
[00:08:49.720 --> 00:08:51.720]  聖經已經在說要隔離
[00:08:51.720 --> 00:08:53.720]  現在我們
[00:08:53.720 --> 00:08:55.720]  一般來說
[00:08:55.720 --> 00:08:57.720]  要隔離多少天呢
[00:08:57.720 --> 00:08:59.720]  就是十四天
[00:08:59.720 --> 00:09:01.720]  其實如果你看回
[00:09:01.720 --> 00:09:03.720]  我們說
[00:09:03.720 --> 00:09:05.720]  要隔離
[00:09:05.720 --> 00:09:07.720]  在近代的時候
[00:09:07.720 --> 00:09:09.720]  就是
[00:09:09.720 --> 00:09:11.720]  用隔離的方法
[00:09:11.720 --> 00:09:13.720]  是說在什麼地方
[00:09:13.720 --> 00:09:15.720]  隔離四十天
[00:09:15.720 --> 00:09:17.720]  你會看到
[00:09:17.720 --> 00:09:19.720]  英文本身
[00:09:19.720 --> 00:09:21.720]  前面的前字詞
[00:09:21.720 --> 00:09:23.720]  是quad
[00:09:23.720 --> 00:09:25.720]  就是說四十
[00:09:25.720 --> 00:09:27.720]  所以其實
[00:09:27.720 --> 00:09:29.720]  四十天是那時候
[00:09:29.720 --> 00:09:31.720]  Quarantine這個字
[00:09:31.720 --> 00:09:33.720]  表達到的一個情況
[00:09:33.720 --> 00:09:35.720]  但一般來說
[00:09:35.720 --> 00:09:37.720]  就是隔離十四天
[00:09:37.720 --> 00:09:39.720]  去處理
[00:09:39.720 --> 00:09:41.720]  所以你看到現在
[00:09:41.720 --> 00:09:43.720]  全世界幾乎都是這樣
[00:09:43.720 --> 00:09:45.720]  隔離十四天
[00:09:45.720 --> 00:09:47.720]  很詫異其實在聖經那裡
[00:09:47.720 --> 00:09:49.720]  剛才我說的利未記
[00:09:49.720 --> 00:09:51.720]  律法書那裡
[00:09:51.720 --> 00:09:53.720]  人們有疫症
[00:09:53.720 --> 00:09:55.720]  他要去
[00:09:55.720 --> 00:09:57.720]  關鎖七天
[00:09:57.720 --> 00:09:59.720]  他又要去獨居
[00:09:59.720 --> 00:10:01.720]  隔離
[00:10:01.720 --> 00:10:03.720]  隔離在營外
[00:10:03.720 --> 00:10:05.720]  譬如說住的地方
[00:10:05.720 --> 00:10:07.720]  住的地方外面
[00:10:07.720 --> 00:10:09.720]  等於現在
[00:10:09.720 --> 00:10:11.720]  住在其他地方去隔離
[00:10:11.720 --> 00:10:13.720]  接著
[00:10:13.720 --> 00:10:15.720]  如果他隔離了七天
[00:10:15.720 --> 00:10:17.720]  後來他的病症好了
[00:10:17.720 --> 00:10:19.720]  發覺有沒有
[00:10:19.720 --> 00:10:21.720]  如果他有事
[00:10:21.720 --> 00:10:23.720]  他繼續隔離
[00:10:23.720 --> 00:10:25.720]  如果他好了
[00:10:25.720 --> 00:10:27.720]  他在住的地方
[00:10:27.720 --> 00:10:29.720]  隔離七天之後
[00:10:29.720 --> 00:10:31.720]  應該說進去住的地方
[00:10:31.720 --> 00:10:33.720]  隔離七天
[00:10:33.720 --> 00:10:35.720]  接著再進去
[00:10:35.720 --> 00:10:37.720]  在住的屋外又要隔離七天
[00:10:37.720 --> 00:10:39.720]  其實前後就是十四天
[00:10:39.720 --> 00:10:41.720]  你就會看到
[00:10:41.720 --> 00:10:43.720]  原來聖經
[00:10:43.720 --> 00:10:45.720]  是其中一本
[00:10:45.720 --> 00:10:47.720]  世界上最古典的著作
[00:10:47.720 --> 00:10:49.720]  寫這個
[00:10:49.720 --> 00:10:51.720]  律法經文
[00:10:51.720 --> 00:10:53.720]  距離現在
[00:10:53.720 --> 00:10:55.720]  已經是三千多年歷史
[00:10:55.720 --> 00:10:57.720]  已經是在說
[00:10:57.720 --> 00:10:59.720]  隔離
[00:10:59.720 --> 00:11:01.720]  所以你要知道
[00:11:01.720 --> 00:11:03.720]  那個時候
[00:11:03.720 --> 00:11:05.720]  醫學又不是很昌明
[00:11:05.720 --> 00:11:07.720]  剛才也說了
[00:11:07.720 --> 00:11:09.720]  病人近來才知道細菌的問題
[00:11:09.720 --> 00:11:11.720]  但他已經說隔離
[00:11:11.720 --> 00:11:13.720]  還說要洗澡
[00:11:13.720 --> 00:11:15.720]  還說要用水
[00:11:15.720 --> 00:11:17.720]  去洗手
[00:11:17.720 --> 00:11:19.720]  有說過
[00:11:19.720 --> 00:11:21.720]  微微的十五章
[00:11:21.720 --> 00:11:23.720]  還要是他摸到誰
[00:11:23.720 --> 00:11:25.720]  誰就會不潔淨
[00:11:25.720 --> 00:11:27.720]  所以
[00:11:27.720 --> 00:11:29.720]  你也可以看到
[00:11:29.720 --> 00:11:31.720]  聖經的智慧
[00:11:31.720 --> 00:11:33.720]  當然
[00:11:33.720 --> 00:11:35.720]  當時的衛生
[00:11:35.720 --> 00:11:37.720]  醫學也不是很昌明
[00:11:37.720 --> 00:11:39.720]  所以我們
[00:11:39.720 --> 00:11:41.720]  從聖經怎樣看疫症
[00:11:41.720 --> 00:11:43.720]  我們當然不是用那時候的
[00:11:43.720 --> 00:11:45.720]  聖經去量度
[00:11:45.720 --> 00:11:47.720]  現在我們應該怎樣做
[00:11:47.720 --> 00:11:49.720]  我剛才說的
[00:11:49.720 --> 00:11:51.720]  只是看到聖經
[00:11:51.720 --> 00:11:53.720]  原來和現在的醫學
[00:11:53.720 --> 00:11:55.720]  很相近
[00:11:55.720 --> 00:11:57.720]  那種處理手法
[00:11:57.720 --> 00:11:59.720]  譬如說現在
[00:11:59.720 --> 00:12:01.720]  新冠肺炎
[00:12:01.720 --> 00:12:03.720]  更厲害
[00:12:03.720 --> 00:12:05.720]  隔離十四天也不夠
[00:12:05.720 --> 00:12:07.720]  因為潛伏期很高
[00:12:07.720 --> 00:12:09.720]  傳染性也很高
[00:12:09.720 --> 00:12:11.720]  聖經也沒有說
[00:12:11.720 --> 00:12:13.720]  要潛伏二十八天
[00:12:13.720 --> 00:12:15.720]  我們不用爭辯
[00:12:15.720 --> 00:12:17.720]  我們看到
[00:12:17.720 --> 00:12:19.720]  聖經給了我們一個原則
[00:12:19.720 --> 00:12:21.720]  很簡單
[00:12:21.720 --> 00:12:23.720]  在傳染病的角度
[00:12:23.720 --> 00:12:25.720]  聖經一早已經說
[00:12:25.720 --> 00:12:27.720]  我們應該用一種衛生
[00:12:27.720 --> 00:12:29.720]  和正常的
[00:12:29.720 --> 00:12:31.720]  醫學的知識去處理
[00:12:31.720 --> 00:12:33.720]  所以
[00:12:33.720 --> 00:12:35.720]  我們盡量
[00:12:35.720 --> 00:12:37.720]  看這些疫症
[00:12:37.720 --> 00:12:39.720]  或者醫病
[00:12:39.720 --> 00:12:41.720]  聖經絕對不會
[00:12:41.720 --> 00:12:43.720]  反對人去
[00:12:43.720 --> 00:12:45.720]  看醫生
[00:12:45.720 --> 00:12:47.720]  或者有這樣的看法
[00:12:47.720 --> 00:12:49.720]  反過來
[00:12:49.720 --> 00:12:51.720]  還支持這件事
[00:12:51.720 --> 00:12:53.720]  聖經
[00:12:53.720 --> 00:12:55.720]  不是說有時候
[00:12:55.720 --> 00:12:57.720]  有些未信的朋友
[00:12:57.720 --> 00:12:59.720]  甚至有時候信主的人也有誤解
[00:12:59.720 --> 00:13:01.720]  就覺得祈禱就可以
[00:13:01.720 --> 00:13:03.720]  不用看醫生
[00:13:03.720 --> 00:13:05.720]  不是這樣的
[00:13:05.720 --> 00:13:07.720]  這不是聖經的思想
[00:13:07.720 --> 00:13:09.720]  聖經
[00:13:09.720 --> 00:13:11.720]  一直給我們看到
[00:13:11.720 --> 00:13:13.720]  有病症
[00:13:13.720 --> 00:13:15.720]  但也有醫生去醫
[00:13:15.720 --> 00:13:17.720]  聖經在其他經文
[00:13:17.720 --> 00:13:19.720]  也有說到
[00:13:19.720 --> 00:13:21.720]  神是會醫治
[00:13:21.720 --> 00:13:23.720]  我們也會看到
[00:13:23.720 --> 00:13:25.720]  聖經是鼓勵
[00:13:25.720 --> 00:13:27.720]  容讓
[00:13:27.720 --> 00:13:29.720]  人一路發展
[00:13:29.720 --> 00:13:31.720]  有新的醫學
[00:13:31.720 --> 00:13:33.720]  去面對不同的病症
[00:13:33.720 --> 00:13:35.720]  和疫症,是沒有衝突的
[00:13:35.720 --> 00:13:37.720]  只不過就是說
[00:13:37.720 --> 00:13:39.720]  在這些病裡面
[00:13:39.720 --> 00:13:41.720]  有時候我們也發覺
[00:13:41.720 --> 00:13:43.720]  很多限制很無助
[00:13:43.720 --> 00:13:45.720]  或者
[00:13:45.720 --> 00:13:47.720]  人的醫學也有限
[00:13:47.720 --> 00:13:49.720]  還有我們知道
[00:13:49.720 --> 00:13:51.720]  我們所相信的神
[00:13:51.720 --> 00:13:53.720]  是創造世界的神
[00:13:53.720 --> 00:13:55.720]  所以我們會向祈禱
[00:13:55.720 --> 00:13:57.720]  去依靠這個神
[00:13:57.720 --> 00:13:59.720]  待會我也會多說一點
[00:13:59.720 --> 00:14:01.720]  所以有關利未記
[00:14:01.720 --> 00:14:03.720]  我就不會很詳細說
[00:14:03.720 --> 00:14:05.720]  另外我們會看到
[00:14:05.720 --> 00:14:07.720]  關於
[00:14:07.720 --> 00:14:09.720]  疫症
[00:14:09.720 --> 00:14:11.720]  是什麼的
[00:14:11.720 --> 00:14:13.720]  事呢
[00:14:13.720 --> 00:14:15.720]  其實在
[00:14:15.720 --> 00:14:17.720]  聖經裡面
[00:14:17.720 --> 00:14:19.720]  無論舊藥新藥
[00:14:19.720 --> 00:14:21.720]  也有說到疫症
[00:14:21.720 --> 00:14:23.720]  但是剛才
[00:14:23.720 --> 00:14:25.720]  給了一個經文給大家看
[00:14:25.720 --> 00:14:27.720]  如果大家看到這裡就是傳道書
[00:14:27.720 --> 00:14:29.720]  生有時死有時
[00:14:29.720 --> 00:14:31.720]  凡事都有定時
[00:14:31.720 --> 00:14:33.720]  我們教會
[00:14:33.720 --> 00:14:35.720]  在看傳道書
[00:14:35.720 --> 00:14:37.720]  還沒查到第三章
[00:14:37.720 --> 00:14:39.720]  但這裡很出名的
[00:14:39.720 --> 00:14:41.720]  其他人也會看到
[00:14:41.720 --> 00:14:43.720]  其實聖經這個作者
[00:14:43.720 --> 00:14:45.720]  這個所謂
[00:14:45.720 --> 00:14:47.720]  傳道者
[00:14:47.720 --> 00:14:49.720]  他真的體會到這個世界很多東西
[00:14:49.720 --> 00:14:51.720]  都似乎是有種管理
[00:14:51.720 --> 00:14:53.720]  有種時間的
[00:14:53.720 --> 00:14:55.720]  安排
[00:14:55.720 --> 00:14:57.720]  那個時間的安排
[00:14:57.720 --> 00:14:59.720]  包括了很多東西
[00:14:59.720 --> 00:15:01.720]  他觀察到人的生有時死有時
[00:15:01.720 --> 00:15:03.720]  這個其實我們也掛在後面
[00:15:03.720 --> 00:15:05.720]  很簡單
[00:15:05.720 --> 00:15:07.720]  人沒有能力掌管他的生命
[00:15:07.720 --> 00:15:09.720]  不知道什麼時候會離開世界
[00:15:09.720 --> 00:15:11.720]  不知道什麼時候會有意外
[00:15:11.720 --> 00:15:13.720]  撞車
[00:15:13.720 --> 00:15:15.720]  有很多東西我們有一定的
[00:15:15.720 --> 00:15:17.720]  知識和管理
[00:15:17.720 --> 00:15:19.720]  但是人生有時候是很無常的
[00:15:19.720 --> 00:15:21.720]  所以生有時
[00:15:21.720 --> 00:15:23.720]  死有時
[00:15:23.720 --> 00:15:25.720]  栽種有時
[00:15:25.720 --> 00:15:27.720]  殺戮有時
[00:15:27.720 --> 00:15:29.720]  醫治有時
[00:15:29.720 --> 00:15:31.720]  拆毀有時
[00:15:31.720 --> 00:15:33.720]  建造有時
[00:15:33.720 --> 00:15:35.720]  病
[00:15:35.720 --> 00:15:37.720]  其實也有一個
[00:15:37.720 --> 00:15:39.720]  好像很難避免的
[00:15:39.720 --> 00:15:41.720]  人的
[00:15:41.720 --> 00:15:43.720]  生老病死
[00:15:43.720 --> 00:15:45.720]  醫治與不醫治
[00:15:45.720 --> 00:15:47.720]  其實是很自然的事
[00:15:47.720 --> 00:15:49.720]  也會有終結
[00:15:49.720 --> 00:15:51.720]  這是聖經的看法
[00:15:51.720 --> 00:15:53.720]  接著我們看下面
[00:15:53.720 --> 00:15:55.720]  剛才說到
[00:15:55.720 --> 00:15:57.720]  你說說到瘟疫
[00:15:57.720 --> 00:15:59.720]  聖經有沒有說呢?很多
[00:15:59.720 --> 00:16:01.720]  其實舊約聖經
[00:16:01.720 --> 00:16:03.720]  這次我就不說太多
[00:16:03.720 --> 00:16:05.720]  但是舊約聖經很明顯
[00:16:05.720 --> 00:16:07.720]  是說到
[00:16:07.720 --> 00:16:09.720]  有瘟疫
[00:16:09.720 --> 00:16:11.720]  這些瘟疫通常
[00:16:11.720 --> 00:16:13.720]  都是有些人
[00:16:13.720 --> 00:16:15.720]  犯罪
[00:16:15.720 --> 00:16:17.720]  這個神透過瘟疫
[00:16:17.720 --> 00:16:19.720]  其實不止瘟疫
[00:16:19.720 --> 00:16:21.720]  可能有其他的方式
[00:16:21.720 --> 00:16:23.720]  來對這些犯罪的人
[00:16:23.720 --> 00:16:25.720]  進行一些審判
[00:16:25.720 --> 00:16:27.720]  所以有大瘟疫的時候
[00:16:27.720 --> 00:16:29.720]  很多時候
[00:16:29.720 --> 00:16:31.720]  都會在舊約聖經
[00:16:31.720 --> 00:16:33.720]  會看到
[00:16:33.720 --> 00:16:35.720]  有一些很大的問題
[00:16:35.720 --> 00:16:37.720]  出現,有很多例子
[00:16:37.720 --> 00:16:39.720]  譬如說剛才說的
[00:16:39.720 --> 00:16:41.720]  摩西五經裏面文素記
[00:16:41.720 --> 00:16:43.720]  有班人
[00:16:43.720 --> 00:16:45.720]  去
[00:16:45.720 --> 00:16:47.720]  反對
[00:16:47.720 --> 00:16:49.720]  摩西
[00:16:49.720 --> 00:16:51.720]  神又透過瘟疫
[00:16:51.720 --> 00:16:53.720]  來審判他
[00:16:53.720 --> 00:16:55.720]  在聖經其他地方
[00:16:55.720 --> 00:16:57.720]  舊約講到大胃王
[00:16:57.720 --> 00:16:59.720]  他自己的驕傲
[00:16:59.720 --> 00:17:01.720]  看到瘟疫又出來了
[00:17:01.720 --> 00:17:03.720]  等等,我不詳細說
[00:17:03.720 --> 00:17:05.720]  但是舊約多數
