
[00:00:00.000 --> 00:00:03.760]  我今天做的事情有少許不同
[00:05:51.740 --> 00:05:55.340]  這裡又用另外一個去講到
[00:05:55.340 --> 00:05:57.340]  關於別加摩這個地方
[00:05:57.340 --> 00:06:00.840]  就是有撒旦座位之柱
[00:06:00.840 --> 00:06:03.040]  有撒旦座位之柱
[00:06:03.040 --> 00:06:05.040]  大家要知道
[00:06:05.040 --> 00:06:06.540]  一個的教會
[00:06:06.540 --> 00:06:07.540]  一個的地方
[00:06:07.540 --> 00:06:08.940]  別加摩是一個地方
[00:06:08.940 --> 00:06:10.940]  是一個城市
[00:06:10.940 --> 00:06:12.540]  而這個城市裡面
[00:06:12.540 --> 00:06:16.240]  居然有撒旦的座位在這裡
[00:06:16.240 --> 00:06:18.240]  大家可想而知
[00:06:18.240 --> 00:06:20.240]  這個城市是會怎麼樣的
[00:06:20.240 --> 00:06:22.740]  為什麼會講到撒旦的座位呢?
[00:06:22.740 --> 00:06:24.040]  我們一路一路看
[00:06:24.040 --> 00:06:25.740]  我和大家去分析這件事
[00:06:25.740 --> 00:06:28.340]  當我忠心的見證人安提帕
[00:06:28.340 --> 00:06:29.440]  在你們中間
[00:06:29.440 --> 00:06:32.040]  在撒旦所住的地方被殺之時
[00:06:32.040 --> 00:06:34.040]  你還堅守我的名
[00:06:34.040 --> 00:06:36.040]  會否認對我的信仰
[00:06:36.040 --> 00:06:38.040]  原來當時這個教會
[00:06:38.040 --> 00:06:41.040]  別加摩這個地方的教會
[00:06:41.040 --> 00:06:43.040]  他們是受到逼迫
[00:06:43.040 --> 00:06:46.040]  甚至是有人殉道的
[00:06:46.040 --> 00:06:49.040]  是甚至有人殉道的
[00:06:49.040 --> 00:06:53.040]  受逼迫已經是挺普遍的事
[00:06:53.040 --> 00:06:54.040]  再加上
[00:06:54.040 --> 00:06:58.040]  甚至有些是被他的家產、財物
[00:06:58.040 --> 00:07:01.540]  被人去剝奪、搶奪他
[00:07:01.540 --> 00:07:04.540]  甚至有人是要去被處死的
[00:07:04.540 --> 00:07:06.040]  去被殺的
[00:07:06.040 --> 00:07:07.040]  有一點就是
[00:07:07.040 --> 00:07:11.040]  其實當時不是廣泛性的去屠殺
[00:07:11.040 --> 00:07:13.540]  或者去害基督徒的
[00:07:13.540 --> 00:07:15.040]  是有的
[00:07:15.040 --> 00:07:15.540]  不是沒有
[00:07:15.540 --> 00:07:18.040]  不過不是這麼廣泛性
[00:07:18.040 --> 00:07:20.040]  這麼明顯地去做的
[00:07:20.040 --> 00:07:22.040]  在這個教會的歷史裡面
[00:07:22.040 --> 00:07:25.040]  有些時代、有些地方是很厲害的
[00:07:25.040 --> 00:07:27.540]  但也有很多是因為一種的逼迫
[00:07:27.540 --> 00:07:30.040]  一種的歧視
[00:07:30.040 --> 00:07:32.540]  這裡說到撒贊的座位
[00:07:32.540 --> 00:07:33.540]  在原文裡面
[00:07:33.540 --> 00:07:35.540]  不是一個椅子座位這麼簡單
[00:07:35.540 --> 00:07:37.540]  其實原文我也寫給大家
[00:07:37.540 --> 00:07:40.040]  就是一個寶座
[00:07:40.040 --> 00:07:42.540]  可以說皇帝坐的寶座
[00:07:42.540 --> 00:07:45.540]  或者是法官去坐的位置
[00:07:45.540 --> 00:07:49.040]  其實皇帝和法官有什麼共通點呢?
[00:07:49.040 --> 00:07:51.040]  法官很明顯我們很清楚知道
[00:07:51.040 --> 00:07:53.040]  法官就是判案
[00:07:53.040 --> 00:07:55.040]  有什麼事情來到法官那裡
[00:07:55.040 --> 00:07:57.540]  要拿到去受審判的時候
[00:07:57.540 --> 00:07:59.540]  他要去判斷
[00:07:59.540 --> 00:08:01.540]  誰有罪、誰無罪
[00:08:01.540 --> 00:08:03.540]  皇帝也是做這件事的
[00:08:03.540 --> 00:08:04.540]  是不是?
[00:08:04.540 --> 00:08:06.540]  皇帝也是要去做決定的
[00:08:06.540 --> 00:08:08.540]  所有做領導的
[00:08:08.540 --> 00:08:09.540]  都有一個共通點
[00:08:09.540 --> 00:08:12.040]  他一定要去做決定
[00:08:12.040 --> 00:08:13.540]  事情拿到他那裡
[00:08:13.540 --> 00:08:14.540]  他要去做決定
[00:08:14.540 --> 00:08:15.540]  所以我們看到
[00:08:15.540 --> 00:08:18.040]  聖經裡面在舊約有士司記
[00:08:18.040 --> 00:08:20.040]  士司就不是皇帝
[00:08:20.040 --> 00:08:22.040]  但是其實英文
[00:08:22.040 --> 00:08:23.540]  如果大家看英文聖經
[00:08:23.540 --> 00:08:25.040]  叫Judges的
[00:08:25.040 --> 00:08:27.040]  他叫The Book of Judges
[00:08:27.040 --> 00:08:28.540]  Judge就是法官
[00:08:28.540 --> 00:08:30.540]  中文我們譯為士司
[00:08:30.540 --> 00:08:32.540]  其實當時他們是一些
[00:08:32.540 --> 00:08:34.540]  神興起的領導
[00:08:34.540 --> 00:08:36.540]  領袖,有男有女的
[00:08:36.540 --> 00:08:38.540]  而他們就是拯救以色列人
[00:08:38.540 --> 00:08:40.540]  當他們敗壞墮落
[00:08:40.540 --> 00:08:43.540]  神就藉著外邦人去審判他們
[00:08:43.540 --> 00:08:46.540]  其實有時被攻擊
[00:08:46.540 --> 00:08:49.040]  都是神的一個懲罰、審判來的
[00:08:49.040 --> 00:08:51.040]  神去用一些外邦的人
[00:08:51.040 --> 00:08:53.040]  去審判他們、去攻打他們
[00:08:53.040 --> 00:08:54.540]  當他們不行的時候
[00:08:54.540 --> 00:08:56.540]  就叫救命、求神
[00:08:56.540 --> 00:08:58.540]  又興起一些士司去解救他們
[00:08:58.540 --> 00:09:00.540]  那段時間
[00:09:00.540 --> 00:09:02.540]  有些十年也不定,幾十年也不定
[00:09:02.540 --> 00:09:05.540]  他又再一次來犧牲
[00:09:05.540 --> 00:09:07.540]  直接在士司記
[00:09:07.540 --> 00:09:09.540]  一個循環地做完又做
[00:09:09.540 --> 00:09:11.540]  所以士司也是一個Judge來的
[00:09:11.540 --> 00:09:13.540]  皇帝也是一個Judge來的
[00:09:13.540 --> 00:09:16.540]  他說這裡是有撒旦的座位在這裡
[00:09:16.540 --> 00:09:18.540]  就是說撒旦在那裡
[00:09:18.540 --> 00:09:21.540]  是有他的權柄在那裡
[00:09:21.540 --> 00:09:22.540]  撒旦在那裡
[00:09:22.540 --> 00:09:24.540]  是有權柄在那裡
[00:09:24.540 --> 00:09:26.540]  你可想而知一個地方
[00:09:26.540 --> 00:09:28.540]  甚至都形容到
[00:09:28.540 --> 00:09:31.540]  這個地方是有撒旦的座位在那裡
[00:09:31.540 --> 00:09:33.540]  其實這個世界也有這樣的情況
[00:09:33.540 --> 00:09:35.540]  以美國為論
[00:09:35.540 --> 00:09:38.540]  你不要以為美國所有這麼多的State
[00:09:38.540 --> 00:09:40.540]  這麼多的州
[00:09:40.540 --> 00:09:42.540]  加拿大是講省的,美國是講州的
[00:09:42.540 --> 00:09:44.540]  都是一樣的
[00:09:44.540 --> 00:09:46.540]  有些地方可能是
[00:09:46.540 --> 00:09:49.540]  那個道德比較的水平是低一點的
[00:09:49.540 --> 00:09:51.540]  我記得我以前
[00:09:51.540 --> 00:09:54.540]  是七零年代
[00:09:54.540 --> 00:09:56.540]  我聽見有些人說
[00:09:56.540 --> 00:09:58.540]  有首歌也有唱
[00:09:58.540 --> 00:09:59.540]  你如果去三藩市
[00:09:59.540 --> 00:10:01.540]  你要帶一朵花在那裡
[00:10:01.540 --> 00:10:03.540]  而那時候是很流行什麼的
[00:10:03.540 --> 00:10:05.540]  大家知不知道
[00:10:05.540 --> 00:10:09.540]  If you are going to San Francisco
[00:10:09.540 --> 00:10:12.540]  有些人點頭
[00:10:12.540 --> 00:10:14.540]  我那個年代聽見這些歌
[00:10:14.540 --> 00:10:17.540]  那時候很流行同性戀
[00:10:17.540 --> 00:10:19.540]  很流行同性戀
[00:10:19.540 --> 00:10:21.540]  但是你可不可以說
[00:10:21.540 --> 00:10:22.540]  全美國每一個地方都是這樣呢
[00:10:22.540 --> 00:10:23.540]  當然不可以這麼說
[00:10:23.540 --> 00:10:25.540]  有些的州份
[00:10:25.540 --> 00:10:27.540]  可能他們的
[00:10:27.540 --> 00:10:29.540]  比較上是基督教的
[00:10:29.540 --> 00:10:31.540]  濃厚一點的
[00:10:31.540 --> 00:10:33.540]  我聽人說美國南邊
[00:10:33.540 --> 00:10:35.540]  基督教是濃厚一點的
[00:10:35.540 --> 00:10:37.540]  所以我們講美南浸信會
[00:10:37.540 --> 00:10:39.540]  所以那個地方不同
[00:10:39.540 --> 00:10:41.540]  但是這個地方
[00:10:41.540 --> 00:10:43.540]  特別是很猖獗
[00:10:43.540 --> 00:10:45.540]  撒旦的勢力
[00:10:45.540 --> 00:10:47.540]  撒旦的工作是很猖獗的
[00:10:47.540 --> 00:10:50.540]  這裡其實有一個因素
[00:10:50.540 --> 00:10:51.540]  什麼因素呢
[00:10:51.540 --> 00:10:53.540]  有可能是指
[00:10:53.540 --> 00:10:55.540]  各式的神廟建造
[00:10:55.540 --> 00:10:57.540]  在別加摩的山那裡
[00:10:57.540 --> 00:10:58.540]  別加摩有一個山
[00:10:58.540 --> 00:10:59.540]  不是很高
[00:10:59.540 --> 00:11:01.540]  三百公尺左右
[00:11:01.540 --> 00:11:03.540]  有很多不同的神廟
[00:11:03.540 --> 00:11:05.540]  有一個宙斯的祭壇
[00:11:05.540 --> 00:11:09.540]  有一個叫阿克里比亞蛇神
[00:11:09.540 --> 00:11:11.540]  這個阿克里比亞蛇神
[00:11:11.540 --> 00:11:12.540]  很有趣的
[00:11:12.540 --> 00:11:14.540]  就是說他有醫治的能力
[00:11:14.540 --> 00:11:16.540]  我就不是很肯定
[00:11:16.540 --> 00:11:17.540]  這個有沒有關係
[00:11:17.540 --> 00:11:18.540]  大家有沒有印象
[00:11:18.540 --> 00:11:21.540]  那些醫學有一個logo的
[00:11:21.540 --> 00:11:23.540]  是不是有一條蛇在那裡
[00:11:23.540 --> 00:11:24.540]  有沒有
[00:11:24.540 --> 00:11:25.540]  有條蛇在那裡
[00:11:25.540 --> 00:11:26.540]  我見過的
[00:11:26.540 --> 00:11:28.540]  我以前就在想
[00:11:28.540 --> 00:11:31.540]  會不會跟摩西在抗疫舉蛇
[00:11:31.540 --> 00:11:32.540]  有醫治的能力
[00:11:32.540 --> 00:11:33.540]  記不記得
[00:11:33.540 --> 00:11:36.540]  那些人是被蛇咬的
[00:11:36.540 --> 00:11:37.540]  摩西弄了一條銅蛇
[00:11:37.540 --> 00:11:38.540]  摩西在抗疫
[00:11:38.540 --> 00:11:39.540]  怎樣舉蛇
[00:11:39.540 --> 00:11:40.540]  人質怎樣被舉起
[00:11:40.540 --> 00:11:42.540]  耶穌都引用的
[00:11:42.540 --> 00:11:46.540]  難道那個logo
[00:11:46.540 --> 00:11:48.540]  那個徽是用這個原因嗎
[00:11:48.540 --> 00:11:50.540]  但是也有人跟我說
[00:11:50.540 --> 00:11:51.540]  我沒有查過
[00:11:51.540 --> 00:11:52.540]  如果你們有研究
[00:11:52.540 --> 00:11:53.540]  就告訴我
[00:11:53.540 --> 00:11:54.540]  有人就說
[00:11:54.540 --> 00:11:57.540]  是因為在這些希臘的文化裡面
[00:11:57.540 --> 00:11:59.540]  他們有一個神
[00:11:59.540 --> 00:12:00.540]  是叫蛇神
[00:12:00.540 --> 00:12:01.540]  這個蛇神
[00:12:01.540 --> 00:12:04.540]  是特別有醫治的能力
[00:12:04.540 --> 00:12:06.540]  我真的不知道是誰是對的
[00:12:06.540 --> 00:12:08.540]  所以如果大家找到的
[00:12:08.540 --> 00:12:10.540]  都send message給我
[00:12:10.540 --> 00:12:11.540]  讓我知道
[00:12:11.540 --> 00:12:12.540]  認識一下這個
[00:12:12.540 --> 00:12:14.540]  甚至當時
[00:12:14.540 --> 00:12:17.540]  除了他們有很多的希臘神話
[00:12:17.540 --> 00:12:19.540]  那些敬拜的偶像
[00:12:19.540 --> 00:12:21.540]  敬拜的神之外
[00:12:21.540 --> 00:12:24.540]  還有當時的羅馬王
[00:12:24.540 --> 00:12:25.540]  不是所有
[00:12:25.540 --> 00:12:26.540]  大家要小心
[00:12:26.540 --> 00:12:28.540]  不要以為每個羅馬王
[00:12:28.540 --> 00:12:30.540]  都自己稱自己做神
[00:12:30.540 --> 00:12:33.540]  其實羅馬的議會
[00:12:33.540 --> 00:12:35.540]  你知道羅馬祖城
[00:12:35.540 --> 00:12:36.540]  他有王的
[00:12:36.540 --> 00:12:39.540]  我們叫做凱撒大帝
[00:12:39.540 --> 00:12:41.540]  凱撒其實是Caesar
[00:12:41.540 --> 00:12:42.540]  就是王的意思
[00:12:42.540 --> 00:12:44.540]  埃及就叫做法老王
[00:12:44.540 --> 00:12:45.540]  其實有很多法老王
[00:12:45.540 --> 00:12:48.540]  羅馬他們叫Caesar
[00:12:48.540 --> 00:12:51.540]  在羅馬的王來說
[00:12:51.540 --> 00:12:54.540]  他們有個別是將自己
[00:12:54.540 --> 00:12:56.540]  自比為神
[00:12:56.540 --> 00:12:57.540]  自稱為神
[00:12:57.540 --> 00:13:00.540]  甚至他稱自己做救主
[00:13:00.540 --> 00:13:01.540]  有人稱他為救主
[00:13:01.540 --> 00:13:03.540]  但不是每個人都是這樣的
[00:13:03.540 --> 00:13:04.540]  而為什麼
[00:13:04.540 --> 00:13:06.540]  因為在羅馬這個帝國裡面
[00:13:06.540 --> 00:13:07.540]  是有一個勢力
[00:13:07.540 --> 00:13:08.540]  很強大的勢力
[00:13:08.540 --> 00:13:10.540]  是抗拒這件事的
[00:13:10.540 --> 00:13:11.540]  你可能會說
[00:13:11.540 --> 00:13:12.540]  這麼奇怪
[00:13:12.540 --> 00:13:15.540]  有什麼會去抗拒這件事
[00:13:15.540 --> 00:13:16.540]  有哪些人
[00:13:16.540 --> 00:13:17.540]  有這樣的勢力
[00:13:17.540 --> 00:13:20.540]  這麼夠膽去抗拒他呢
[00:13:20.540 --> 00:13:22.540]  原來就是羅馬那些
[00:13:22.540 --> 00:13:25.540]  叫元老級的人
[00:13:25.540 --> 00:13:28.540]  羅馬有些在民間
[00:13:28.540 --> 00:13:30.540]  或者是有官職的
[00:13:30.540 --> 00:13:31.540]  他們是一些元老
[00:13:31.540 --> 00:13:32.540]  他們不是皇帝
[00:13:32.540 --> 00:13:33.540]  他們是元老
[00:13:33.540 --> 00:13:35.540]  而他們有個議會
[00:13:35.540 --> 00:13:36.540]  往往來說
[00:13:36.540 --> 00:13:38.540]  議會和皇帝
[00:13:38.540 --> 00:13:42.540]  應該彼此一起去管治國家
[00:13:42.540 --> 00:13:43.540]  但有時候
[00:13:43.540 --> 00:13:45.540]  如果皇帝權力大的時候
[00:13:45.540 --> 00:13:46.540]  皇帝說一句話
[00:13:46.540 --> 00:13:48.540]  那些人就去聽他做
[00:13:48.540 --> 00:13:49.540]  換言之
[00:13:49.540 --> 00:13:52.540]  這個議會的勢力就沒那麼大
[00:13:52.540 --> 00:13:53.540]  他們未必一定
[00:13:53.540 --> 00:13:55.540]  完全一樣的意見
[00:13:55.540 --> 00:13:57.540]  所以羅馬的議會
[00:13:57.540 --> 00:13:59.540]  基本上是不喜歡皇帝
[00:13:59.540 --> 00:14:00.540]  自稱為神
[00:14:00.540 --> 00:14:04.540]  甚至變成像神一樣這麼高地位
[00:14:05.540 --> 00:14:08.540]  所以尼祿王
[00:14:08.540 --> 00:14:09.540]  其實尼祿王
[00:14:09.540 --> 00:14:11.540]  就是想將自己自稱為神
[00:14:11.540 --> 00:14:14.540]  以致羅馬的議會
[00:14:14.540 --> 00:14:15.540]  抗拒他
[00:14:15.540 --> 00:14:16.540]  他要逃跑
[00:14:16.540 --> 00:14:17.540]  他要自殺
[00:14:17.540 --> 00:14:19.540]  尼祿王據稱
[00:14:19.540 --> 00:14:20.540]  歷史裡面記載
[00:14:20.540 --> 00:14:21.540]  是自殺死的
[00:14:21.540 --> 00:14:23.540]  所以在這樣的情況下
[00:14:23.540 --> 00:14:25.540]  而別加摩這個地方
[00:14:25.540 --> 00:14:28.540]  他是有皇帝稱自己是主
[00:14:28.540 --> 00:14:31.540]  是救世主
[00:14:31.540 --> 00:14:33.540]  還有一個叫做竇米田
[00:14:33.540 --> 00:14:35.540]  竇米田有些人也叫做多米田
[00:14:35.540 --> 00:14:36.540]  Domitian
[00:14:36.540 --> 00:14:38.540]  這個就是約翰
[00:14:38.540 --> 00:14:42.540]  史奴約翰時代的皇帝
[00:14:42.540 --> 00:14:44.540]  他要求百姓
[00:14:44.540 --> 00:14:45.540]  稱他為主
[00:14:45.540 --> 00:14:46.540]  稱他為神
[00:14:46.540 --> 00:14:48.540]  來稱呼他
[00:14:48.540 --> 00:14:50.540]  所以敬拜皇帝
[00:14:50.540 --> 00:14:55.540]  或者敬拜那些不同的希臘
[00:14:55.540 --> 00:14:56.540]  羅馬的神
[00:14:56.540 --> 00:15:00.540]  是當時很普遍的事情
[00:15:00.540 --> 00:15:01.540]  安提柏
[00:15:01.540 --> 00:15:04.540]  這個安提柏是一個殉道者
[00:15:04.540 --> 00:15:06.540]  他被稱為忠心的見證人
[00:15:06.540 --> 00:15:08.540]  在這個啟述第一章第五節那裡
[00:15:08.540 --> 00:15:12.540]  主耶穌基督都有相同的稱呼
[00:15:12.540 --> 00:15:15.540]  我們看到這個見證人
[00:15:15.540 --> 00:15:17.540]  安提柏這個見證人
[00:15:17.540 --> 00:15:20.540]  他是被稱為一個忠心的見證人
[00:15:20.540 --> 00:15:21.540]  正如我剛才說了
[00:15:21.540 --> 00:15:23.540]  其實在第一章那裡
[00:15:23.540 --> 00:15:26.540]  形容耶穌基督都是一個忠心的見證人
[00:15:26.540 --> 00:15:29.540]  耶穌基督怎樣忠心去見證
[00:15:29.540 --> 00:15:32.540]  他見證神是怎樣的
[00:15:32.540 --> 00:15:34.540]  耶穌來到這個世
[00:15:34.540 --> 00:15:35.540]  其實我經常都這樣說
[00:15:35.540 --> 00:15:36.540]  耶穌來到這個世上
[00:15:36.540 --> 00:15:38.540]  這句話是不對的
[00:15:38.540 --> 00:15:40.540]  應該是神的兒子來到這個世上
[00:15:40.540 --> 00:15:41.540]  成為一個人
[00:15:41.540 --> 00:15:43.540]  他的名字叫做耶穌
[00:15:43.540 --> 00:15:46.540]  大家明白我說什麼嗎
[00:15:46.540 --> 00:15:50.540]  因為當神的兒子來到這個世上
[00:15:50.540 --> 00:15:51.540]  成為一個人的時候
[00:15:51.540 --> 00:15:53.540]  那個人的名字就叫做耶穌
[00:15:53.540 --> 00:15:55.540]  神的兒子是基督
[00:15:55.540 --> 00:15:57.540]  是神的受告者
[00:15:57.540 --> 00:15:59.540]  基督這個名字的意思就是受告者
[00:15:59.540 --> 00:16:00.540]  尼采瓦這個名字
[00:16:00.540 --> 00:16:02.540]  只不過是希伯來文叫法
