
[00:00:00.000 --> 00:00:02.240]  在聆聽主導以先
[00:02:26.960 --> 00:02:31.440]  它最輕微的情況是連病徵都沒有的
[00:02:31.440 --> 00:02:34.960]  無論在怎樣的程度
[00:02:34.960 --> 00:02:38.440]  我們相信無論哪一種的病毒都好
[00:02:38.440 --> 00:02:40.960]  不只是說新冠狀病毒
[00:02:40.960 --> 00:02:44.160]  其實我們都不希望將這個病毒
[00:02:44.160 --> 00:02:46.160]  如果當我自己感染了之後
[00:02:46.160 --> 00:02:48.960]  去傳給其他的人
[00:02:48.960 --> 00:02:51.960]  所以我相信在這兩年的裏面
[00:02:51.960 --> 00:02:53.960]  大家都學會了一樣東西
[00:02:53.960 --> 00:02:55.960]  就是如果可行的話
[00:02:55.960 --> 00:02:58.960]  盡量戴上口罩
[00:02:58.960 --> 00:03:03.960]  勤用消毒藥去清潔家居
[00:03:03.960 --> 00:03:06.960]  或者甚至用清潔的消毒紙
[00:03:06.960 --> 00:03:08.960]  去抹很多不同的地方
[00:03:08.960 --> 00:03:11.960]  而如果當你外出的時候
[00:03:11.960 --> 00:03:13.960]  碰到不同的東西
[00:03:13.960 --> 00:03:18.960]  勤用消毒液去洗自己的手
[00:03:18.960 --> 00:03:22.960]  我看到有些人更加很緊張
[00:03:22.960 --> 00:03:25.960]  他可能甚至戴上一些面罩
[00:03:25.960 --> 00:03:27.960]  去外出或者
[00:03:27.960 --> 00:03:30.960]  當他在工作的時候就戴著面罩
[00:03:30.960 --> 00:03:33.960]  我覺得這些都是大家可以做到的事
[00:03:33.960 --> 00:03:37.960]  是一個負責任的一個人
[00:03:37.960 --> 00:03:40.960]  應該有的一個處事的態度
[00:03:40.960 --> 00:03:42.960]  更重要的是
[00:03:42.960 --> 00:03:45.960]  如果當自己知道自己是不舒服
[00:03:45.960 --> 00:03:51.960]  無論是真的患了新冠病毒肺炎的病毒的影響
[00:03:51.960 --> 00:03:53.960]  還是其他的病
[00:03:53.960 --> 00:03:56.960]  都應該留在家裏休息
[00:03:56.960 --> 00:04:00.960]  免得去外面參加聚會
[00:04:00.960 --> 00:04:03.960]  或者和其他人去接觸的時候
[00:04:03.960 --> 00:04:07.960]  導致這個病毒更加的傳開
[00:04:07.960 --> 00:04:09.960]  但是如果當我們去看看
[00:04:09.960 --> 00:04:11.960]  在這兩年之間
[00:04:11.960 --> 00:04:16.960]  雖然有不少的人都很自律地去做這些
[00:04:16.960 --> 00:04:19.960]  這麼謹慎的預防工作
[00:04:19.960 --> 00:04:22.960]  但是其實也有不少的人
[00:04:22.960 --> 00:04:27.960]  他是趁著這種情況去表現出
[00:04:27.960 --> 00:04:32.960]  他那種對戴維的風氣的一種抗拒
[00:04:32.960 --> 00:04:36.960]  當然我在這裏不是說打這個疫苗
[00:04:36.960 --> 00:04:38.960]  或者等等這個問題
[00:04:38.960 --> 00:04:41.960]  這個其實也不是我們要討論的問題
[00:04:41.960 --> 00:04:44.960]  不過有些人在這種情況之下
[00:04:44.960 --> 00:04:47.960]  那種私心就顯露出來
[00:04:47.960 --> 00:04:50.960]  並且顯露得淋漓盡致
[00:04:50.960 --> 00:04:56.960]  真的完全將自己那種自私的行為去表現出來
[00:04:56.960 --> 00:05:02.960]  當每個人都是盡量去嘗試減低一些群眾的接觸
[00:05:02.960 --> 00:05:08.960]  希望盡量將這個病毒去減少他對其他人的影響的時候
[00:05:08.960 --> 00:05:12.960]  有些人他就趁著這個機會就會說
[00:05:12.960 --> 00:05:14.960]  既然你們這麼自律
[00:05:14.960 --> 00:05:17.960]  那好了這個機會就來了
[00:05:17.960 --> 00:05:20.960]  那我們就可以更盡情去放縱
[00:05:20.960 --> 00:05:21.960]  你們不出街
[00:05:21.960 --> 00:05:24.960]  我們就給更多機會我們去出街
[00:05:24.960 --> 00:05:28.960]  至於打疫苗他們就變成一種什麼東西
[00:05:28.960 --> 00:05:30.960]  是一種藉口
[00:05:30.960 --> 00:05:32.960]  這種藉口是什麼東西
[00:05:32.960 --> 00:05:36.960]  就說打了疫苗之後我就天下無敵了
[00:05:36.960 --> 00:05:38.960]  那我可以出外面
[00:05:38.960 --> 00:05:40.960]  怎樣活動都可以
[00:05:40.960 --> 00:05:43.960]  這些病就不會來到我身上
[00:05:43.960 --> 00:05:47.960]  有些甚至連口罩都不帶
[00:05:47.960 --> 00:05:49.960]  至於他病
[00:05:49.960 --> 00:05:51.960]  如果真的染了病
[00:05:51.960 --> 00:05:53.960]  他都不會真的留在家裡
[00:05:53.960 --> 00:05:56.960]  他覺得病很普遍的
[00:05:56.960 --> 00:05:57.960]  我撐得住
[00:05:57.960 --> 00:05:59.960]  又沒什麼大礙
[00:05:59.960 --> 00:06:03.960]  特別來到現在這個所謂Omicron的版本的
[00:06:03.960 --> 00:06:06.960]  這個變種的新冠狀病毒
[00:06:06.960 --> 00:06:09.960]  他覺得有什麼大礙
[00:06:09.960 --> 00:06:11.960]  我出去就出去
[00:06:11.960 --> 00:06:12.960]  我喜歡怎樣去做
[00:06:12.960 --> 00:06:14.960]  我的自由來的
[00:06:14.960 --> 00:06:16.960]  那於是乎怎樣
[00:06:16.960 --> 00:06:18.960]  雖然自己病
[00:06:18.960 --> 00:06:19.960]  他又不戴口罩
[00:06:19.960 --> 00:06:21.960]  還到處去
[00:06:21.960 --> 00:06:22.960]  去不同的地方
[00:06:22.960 --> 00:06:25.960]  很容易就將他自己身上的病
[00:06:25.960 --> 00:06:27.960]  傳給其他人
[00:06:27.960 --> 00:06:29.960]  那他們甚至說
[00:06:29.960 --> 00:06:33.960]  如果我真的傳給你的時候
[00:06:33.960 --> 00:06:35.960]  是你自己差東西
[00:06:35.960 --> 00:06:38.960]  身體差才這麼容易中招
[00:06:38.960 --> 00:06:39.960]  如果不是
[00:06:39.960 --> 00:06:41.960]  你看看我哪裡有問題
[00:06:41.960 --> 00:06:45.960]  這種種的思維
[00:06:45.960 --> 00:06:48.960]  其實是反映出很多人
[00:06:48.960 --> 00:06:51.960]  其實是一種自私
[00:06:51.960 --> 00:06:57.960]  和一種罔顧其他人的心理狀態
[00:06:57.960 --> 00:06:59.960]  這種心理狀態
[00:06:59.960 --> 00:07:03.960]  其實是反映出那個人的性情是怎樣
[00:07:03.960 --> 00:07:05.960]  如果用淑齡一點的角度來算
[00:07:05.960 --> 00:07:08.960]  這種情況其實是反映一個人的靈
[00:07:08.960 --> 00:07:10.960]  他的靈性究竟是怎樣
[00:07:10.960 --> 00:07:12.960]  靈性不是只有基督徒才有
[00:07:12.960 --> 00:07:14.960]  每個人都有
[00:07:14.960 --> 00:07:15.960]  不過他的靈性
[00:07:15.960 --> 00:07:18.960]  是跌入了罪的裡面的時候
[00:07:18.960 --> 00:07:22.960]  他就罔顧其他人他們的情況
[00:07:22.960 --> 00:07:26.960]  只求自己的意願得到達
[00:07:26.960 --> 00:07:28.960]  自己的自由
[00:07:28.960 --> 00:07:30.960]  他說知道你們大家是怎樣
[00:07:30.960 --> 00:07:32.960]  你死你的問題
[00:07:32.960 --> 00:07:34.960]  而這種的情況
[00:07:34.960 --> 00:07:35.960]  他很多時候
[00:07:35.960 --> 00:07:37.960]  有一種的言論就是說
[00:07:37.960 --> 00:07:40.960]  你看我就算我中了招都好
[00:07:40.960 --> 00:07:41.960]  我都沒事
[00:07:41.960 --> 00:07:43.960]  如果你因為我傳了給你
[00:07:43.960 --> 00:07:45.960]  然後你身體不好
[00:07:45.960 --> 00:07:47.960]  然後你病到五顏六色的話
[00:07:47.960 --> 00:07:49.960]  錯不在我
[00:07:49.960 --> 00:07:51.960]  是你自己的問題
[00:07:51.960 --> 00:07:54.960]  這種的說法其實
[00:07:54.960 --> 00:07:59.960]  反映出這種歪理的思維
[00:07:59.960 --> 00:08:05.960]  其實是很廣泛地流傳在人的裡面
[00:08:05.960 --> 00:08:07.960]  如果你問我
[00:08:07.960 --> 00:08:10.960]  牧師為什麼人會有這樣的想法呢
[00:08:10.960 --> 00:08:11.960]  其實無他而已
[00:08:11.960 --> 00:08:13.960]  都是同一個答案
[00:08:13.960 --> 00:08:15.960]  人的罪性
[00:08:15.960 --> 00:08:17.960]  人的罪性
[00:08:17.960 --> 00:08:20.960]  很容易就使到人
[00:08:20.960 --> 00:08:23.960]  去說很多不是理由的理由
[00:08:23.960 --> 00:08:25.960]  或者我們簡單的來說
[00:08:25.960 --> 00:08:27.960]  就是一些歪理
[00:08:27.960 --> 00:08:31.960]  而很多人就把持著這種歪理的心態
[00:08:31.960 --> 00:08:34.960]  而去活在這個地上的裡面
[00:08:34.960 --> 00:08:37.960]  不單只是說疫情的問題
[00:08:37.960 --> 00:08:39.960]  其實甚至可能我們會看見
[00:08:39.960 --> 00:08:41.960]  在工作的環境
[00:08:41.960 --> 00:08:45.960]  或者在家庭生活的層次上面
[00:08:45.960 --> 00:08:48.960]  或者你是做生意的
[00:08:48.960 --> 00:08:52.960]  或者你在一間公司是做管理階層的
[00:08:52.960 --> 00:08:54.960]  或者你甚至是一個職員仔的
[00:08:54.960 --> 00:08:57.960]  這種歪理的思維
[00:08:57.960 --> 00:09:00.960]  其實是非常之普遍
[00:09:00.960 --> 00:09:02.960]  而我們會經常見到的
[00:09:02.960 --> 00:09:04.960]  而當問題出了的時候
[00:09:04.960 --> 00:09:07.960]  而也都因為他們而導致的
[00:09:07.960 --> 00:09:09.960]  他往往的態度表現出來就說
[00:09:09.960 --> 00:09:10.960]  錯不在我
[00:09:10.960 --> 00:09:11.960]  是你的問題而已
[00:09:11.960 --> 00:09:13.960]  你做得不好而已
[00:09:13.960 --> 00:09:14.960]  你做管理層
[00:09:14.960 --> 00:09:16.960]  你沒有看好的情況
[00:09:16.960 --> 00:09:20.960]  所以你容許了這個問題出現而已
[00:09:20.960 --> 00:09:21.960]  他從來沒有想過
[00:09:21.960 --> 00:09:25.960]  是因為他自己的自私思維而去造成
[00:09:25.960 --> 00:09:28.960]  今天我們不是研究疫情
[00:09:28.960 --> 00:09:31.960]  只不過我是想藉著疫情
[00:09:31.960 --> 00:09:35.960]  來點出一個很重要的重點
[00:09:35.960 --> 00:09:37.960]  就是今天我們是生活在一個
[00:09:37.960 --> 00:09:40.960]  不講理由的世界
[00:09:40.960 --> 00:09:41.960]  因為我們處於一個
[00:09:41.960 --> 00:09:45.960]  就是罪的世界裏面
[00:09:45.960 --> 00:09:48.960]  當我們活在一個這樣的世界裏面的時候
[00:09:48.960 --> 00:09:52.960]  其實我們只有兩個選擇
[00:09:52.960 --> 00:09:53.960]  第一個選擇
[00:09:53.960 --> 00:09:56.960]  就是我們不隨波逐流
[00:09:56.960 --> 00:10:00.960]  這些不講道理的表現
[00:10:00.960 --> 00:10:02.960]  我們不要跟著他去做
[00:10:02.960 --> 00:10:05.960]  我抗拒不跟著他
[00:10:05.960 --> 00:10:07.960]  另一種的選擇就是我們
[00:10:07.960 --> 00:10:10.960]  既然他都這樣了
[00:10:10.960 --> 00:10:12.960]  這麼無賴了
[00:10:12.960 --> 00:10:16.960]  講出一些不是理由的理由
[00:10:16.960 --> 00:10:17.960]  既然是這樣
[00:10:17.960 --> 00:10:19.960]  那就不好了
[00:10:19.960 --> 00:10:20.960]  你既然做初一
[00:10:20.960 --> 00:10:23.960]  不如我也做完十五了
[00:10:23.960 --> 00:10:25.960]  明不明白這句話是什麼意思
[00:10:25.960 --> 00:10:27.960]  不如我們同流合污
[00:10:27.960 --> 00:10:30.960]  免得我做這些事不做的時候
[00:10:30.960 --> 00:10:32.960]  我吃虧了
[00:10:32.960 --> 00:10:34.960]  既然你做了出來傷害到我
[00:10:34.960 --> 00:10:37.960]  不如我也做了傷害你
[00:10:37.960 --> 00:10:44.960]  這種情況其實是很多人的一種想法
[00:10:44.960 --> 00:10:46.960]  因為既然如此
[00:10:46.960 --> 00:10:48.960]  不如大家一起犯罪
[00:10:48.960 --> 00:10:50.960]  我也講過一個例子
[00:10:50.960 --> 00:10:53.960]  好像加拿大的總理杜魯多一樣
[00:10:53.960 --> 00:10:56.960]  他自己年輕的時候吃大麻
[00:10:56.960 --> 00:10:57.960]  於是怎麼樣
[00:10:57.960 --> 00:10:59.960]  就將大麻合法化
[00:10:59.960 --> 00:11:00.960]  以後大家都不要講我了
[00:11:00.960 --> 00:11:02.960]  大麻每個人都可以吃
[00:11:02.960 --> 00:11:04.960]  但是他沒有想過
[00:11:04.960 --> 00:11:09.960]  這種做法其實是抱著一起死的思維
[00:11:09.960 --> 00:11:14.960]  就導致大麻毒害整個國家
[00:11:14.960 --> 00:11:19.960]  這種思維其實不單只是在疫情
[00:11:19.960 --> 00:11:22.960]  不只是吃大麻
[00:11:22.960 --> 00:11:24.960]  其實很多層次裡面
[00:11:24.960 --> 00:11:26.960]  都很多人不講道理
[00:11:26.960 --> 00:11:28.960]  既然不講道理
[00:11:28.960 --> 00:11:30.960]  不如齊齊不要講道理
[00:11:30.960 --> 00:11:32.960]  於是乎就好了
[00:11:32.960 --> 00:11:35.960]  就等同於如果那個人有逃稅
[00:11:35.960 --> 00:11:37.960]  那我又去交稅
[00:11:37.960 --> 00:11:38.960]  沒那麼笨
[00:11:38.960 --> 00:11:40.960]  不如我也逃稅
[00:11:40.960 --> 00:11:42.960]  免得我交了給他
[00:11:42.960 --> 00:11:46.960]  享受了稅款所帶來的益處
[00:11:46.960 --> 00:11:48.960]  所以弟兄姊妹
[00:11:48.960 --> 00:11:51.960]  有一首流行曲
[00:11:51.960 --> 00:11:52.960]  有一句歌詞
[00:11:52.960 --> 00:11:55.960]  就反映了今天這個世界
[00:11:55.960 --> 00:11:58.960]  這兩種的情況
[00:11:58.960 --> 00:11:59.960]  兩個的選擇
[00:11:59.960 --> 00:12:01.960]  這句歌詞是什麼?
[00:12:01.960 --> 00:12:02.960]  他說
[00:12:02.960 --> 00:12:04.960]  我努力興建
[00:12:04.960 --> 00:12:05.960]  但是怎樣?
[00:12:05.960 --> 00:12:09.960]  同時間有一批人就是盡情的破壞
[00:12:09.960 --> 00:12:11.960]  在這樣的狀態之下
[00:12:11.960 --> 00:12:14.960]  我們作為神的子民
[00:12:14.960 --> 00:12:18.960]  作為耶穌基督的跟隨者
[00:12:18.960 --> 00:12:20.960]  我們應該怎樣去做選擇呢?
[00:12:20.960 --> 00:12:23.960]  也怎樣去面對這樣的情況呢?
[00:12:23.960 --> 00:12:27.960]  這就是今天我想和大家一起討論的焦點
[00:12:27.960 --> 00:12:31.960]  也是這段經文耶穌所提出的重點
[00:12:31.960 --> 00:12:33.960]  今天這段經文是什麼呢?
[00:12:33.960 --> 00:12:35.960]  我們會看到或者聽到
[00:12:35.960 --> 00:12:40.960]  耶穌基督是怎樣針對當時猶太人
[00:12:40.960 --> 00:12:44.960]  另一種的似是而非的所謂信仰口號
[00:12:44.960 --> 00:12:46.960]  或者說得好聽一點
[00:12:46.960 --> 00:12:48.960]  神學口號
[00:12:48.960 --> 00:12:52.960]  耶穌在這裡要作出一個很清晰的糾正
[00:12:52.960 --> 00:12:59.960]  使那些能夠有聖靈內著屬於神的子民或者兒女
[00:12:59.960 --> 00:13:01.960]  他們要活出
[00:13:01.960 --> 00:13:06.960]  配得起這個所謂天國子民的身份
[00:13:06.960 --> 00:13:10.960]  並且從今天開始在這個世界裡面
[00:13:10.960 --> 00:13:13.960]  就要活出這個身份
[00:13:13.960 --> 00:13:19.960]  成為一個我們所謂神國的和平使者
[00:13:19.960 --> 00:13:22.960]  和平使者
[00:13:22.960 --> 00:13:24.960]  我們就在這段經文裡面
[00:13:24.960 --> 00:13:27.960]  耶穌其實是要將這個主題帶出來
[00:13:27.960 --> 00:13:29.960]  所以今天這條講題
[00:13:29.960 --> 00:13:30.960]  為什麼我就說
[00:13:30.960 --> 00:13:33.960]  神子民在不義中的風範
[00:13:33.960 --> 00:13:35.960]  在一個不義的世界裡面
[00:13:35.960 --> 00:13:39.960]  他怎樣活出一個屬神應有的風範
[00:13:39.960 --> 00:13:42.960]  不如我們回到我們今天所看的經文
[00:13:42.960 --> 00:13:45.960]  是一段可以說是家傳戶曉
[00:13:45.960 --> 00:13:49.960]  連未信主的人都非常熟悉的經文
[00:13:49.960 --> 00:13:54.960]  就是《馬太福音》第五章第38至42節
[00:13:54.960 --> 00:13:55.960]  不如這樣
[00:13:55.960 --> 00:13:57.960]  我們一起打開這段經文
[00:13:57.960 --> 00:13:59.960]  我們一起去讀一次好不好?
[00:13:59.960 --> 00:14:03.960]  我們會以和合本的版本來一起去重讀
[00:14:03.960 --> 00:14:05.960]  如果你是看英語的版本的
[00:14:05.960 --> 00:14:10.960]  我們也將英語的經文列在我們的螢光屏上面
[00:14:10.960 --> 00:14:13.960]  請大家可以一起去讀
[00:14:13.960 --> 00:14:15.960]  好
[00:14:15.960 --> 00:14:20.960]  《馬太福音》第五章第38至42節
[00:14:20.960 --> 00:14:22.960]  「你們聽見有話說
[00:14:22.960 --> 00:14:24.960]  以眼還眼
[00:14:24.960 --> 00:14:26.960]  以牙還牙
[00:14:26.960 --> 00:14:28.960]  只是我告訴你們
[00:14:28.960 --> 00:14:31.960]  不要與惡人作對
[00:14:31.960 --> 00:14:34.960]  有人打你的右臉
[00:14:34.960 --> 00:14:38.960]  連左臉也轉過來由他打
[00:14:38.960 --> 00:14:40.960]  有人想要告你
[00:14:40.960 --> 00:14:43.960]  要拿你的女衣
[00:14:43.960 --> 00:14:46.960]  連外衣也由他拿去
[00:14:46.960 --> 00:14:49.960]  有人強迫你走一里路
[00:14:49.960 --> 00:14:52.960]  你就和他走二里
[00:14:52.960 --> 00:14:54.960]  有求你的
[00:14:54.960 --> 00:14:56.960]  就給他
[00:14:56.960 --> 00:14:58.960]  有向你借貸的
[00:14:58.960 --> 00:15:01.960]  不可推辭」
[00:15:01.960 --> 00:15:07.960]  這段經文我們會分為兩個部分一起去看
[00:15:07.960 --> 00:15:12.960]  第一部分我們會純粹去看第38節
[00:15:12.960 --> 00:15:14.960]  第38節這裡我給了一個副題
[00:15:14.960 --> 00:15:19.960]  它叫做「錯投焦點的信仰」
[00:15:19.960 --> 00:15:23.960]  Wrong Focus on Our Faith
[00:15:23.960 --> 00:15:27.960]  一開始這段經文是承接著
[00:15:27.960 --> 00:15:30.960]  登山補訓的經文
[00:15:30.960 --> 00:15:34.960]  特別是從第五章的第21節
[00:15:34.960 --> 00:15:37.960]  27節和23節
[00:15:37.960 --> 00:15:40.960]  當中我們有一個很熟悉的陳述
[00:15:40.960 --> 00:15:42.960]  就是「你們聽見有話說」
[00:15:42.960 --> 00:15:44.960]  就引了一句話
[00:15:44.960 --> 00:15:47.960]  「聽見」這個動詞又再次出現
[00:15:47.960 --> 00:15:51.960]  是讓我們去了解到耶穌要引述
[00:15:51.960 --> 00:15:59.960]  當時猶太人都已經耳熟能詳的一種講論
[00:15:59.960 --> 00:16:00.960]  就是什麼呢?
[00:16:00.960 --> 00:16:01.960]  就是這句
[00:16:01.960 --> 00:16:10.960]  「以眼還眼,以牙還牙,an eye for an eye, and a tooth for a tooth」
[00:16:10.960 --> 00:16:15.960]  這種耳熟能詳的事物或者講論
[00:16:15.960 --> 00:16:19.960]  其實就算今天我們都很普遍經常會聽見
[00:16:19.960 --> 00:16:25.960]  不過單純耶穌指導當時坐在祂面前的群眾
[00:16:25.960 --> 00:16:32.960]  他們已經很熟悉的這句可以說是朗朗上口的說話
[00:16:32.960 --> 00:16:36.960]  究竟這兩句說話的出自哪裡呢?
[00:16:36.960 --> 00:16:41.960]  我們就要重新看回這兩句說話
[00:16:41.960 --> 00:16:46.960]  原來它是節錄於兩段的經文
[00:16:46.960 --> 00:16:52.960]  第一段的經文就是在出埃及記第21章
[00:16:52.960 --> 00:16:55.960]  從第22節至第25節
[00:16:55.960 --> 00:17:01.960]  被引用的是第24節裡的其中兩句說話
[00:17:01.960 --> 00:17:03.960]  就是「以眼還眼,以牙還牙」
[00:17:03.960 --> 00:17:10.960]  而另一段引述的經文就是利未記第24章
[00:17:10.960 --> 00:17:14.960]  從第17節至第22節
[00:17:14.960 --> 00:17:20.960]  也同樣在這段落中節錄了第20節裡的兩句說話
[00:17:20.960 --> 00:17:25.960]  亦都是「以眼還眼,以牙還牙」
[00:17:25.960 --> 00:17:28.960]  我們就需要看回
[00:17:28.960 --> 00:17:33.960]  既然耶穌引用當時大家家團互曉的說話
[00:17:33.960 --> 00:17:38.960]  究竟原本的出處其實是想說些什麼呢?
[00:17:38.960 --> 00:17:40.960]  不如我們就逐段看看吧
[00:17:40.960 --> 00:17:48.960]  第一段就是出埃及記第21章第22節至25節
[00:17:48.960 --> 00:17:50.960]  或者我讀一次
[00:17:50.960 --> 00:17:53.960]  跟大家一起去看看這段經文說些什麼吧
[00:17:53.960 --> 00:18:01.960]  「人若彼此爭鬥,傷害友人的婦人,甚至罪胎
[00:18:01.960 --> 00:18:06.960]  隨後卻無別害,那傷害他的
[00:18:06.960 --> 00:18:13.960]  總要按婦人的丈夫所要的,照審判官所斷的受罰
[00:18:13.960 --> 00:18:22.960]  若有別害,就要以命償命,以眼還眼,以牙還牙
[00:18:22.960 --> 00:18:26.960]  以手還手,以腳還腳
[00:18:26.960 --> 00:18:33.960]  以落還落,以傷還傷,以打還打」
[00:18:33.960 --> 00:18:37.960]  在剛才我們讀完這段經文的時候
[00:18:37.960 --> 00:18:41.960]  我們會發覺耶穌說你們已經聽慣聽熟這兩句說話
[00:18:41.960 --> 00:18:45.960]  其實只不過在整段的陳述裡面
[00:18:45.960 --> 00:18:50.960]  只是24節裡面的頭兩句
[00:18:50.960 --> 00:18:52.960]  24節也不只是這兩句
[00:18:52.960 --> 00:18:55.960]  24節其實有四句說話
[00:18:55.960 --> 00:18:59.960]  以眼還眼,以牙還牙,以手還手,以腳還腳
[00:18:59.960 --> 00:19:05.960]  但是作者,耶穌在這裡直著馬胎
[00:19:05.960 --> 00:19:07.960]  記錄下來讓我們知道
[00:19:07.960 --> 00:19:12.960]  普遍的人,原來只記得這兩句說話
[00:19:12.960 --> 00:19:16.960]  我們就要問,為什麼人們只記得這兩句說話呢?
[00:19:16.960 --> 00:19:20.960]  我們就要再詳細看看這段經文說什麼
[00:19:20.960 --> 00:19:23.960]  剛才說過這段經文的背景是說到
[00:19:23.960 --> 00:19:26.960]  有兩個或者更多的男人
[00:19:26.960 --> 00:19:28.960]  簡單來說,還有丈夫
[00:19:28.960 --> 00:19:32.960]  因為這裡涉及有妻子,有個孕婦
[00:19:32.960 --> 00:19:35.960]  這些男人在這裡打架
[00:19:35.960 --> 00:19:37.960]  為什麼打架呢?
[00:19:37.960 --> 00:19:40.960]  你們想一下吧,一會兒我們再詳細說說
[00:19:40.960 --> 00:19:46.960]  就導致其中一方的懷孕妻子
[00:19:46.960 --> 00:19:50.960]  在打架的時候打傷了她
[00:19:50.960 --> 00:19:52.960]  打了她之後怎麼樣呢?
[00:19:52.960 --> 00:19:55.960]  這個孕婦就導致了早產
[00:19:55.960 --> 00:20:01.960]  早產可以可大可小的
[00:20:01.960 --> 00:20:05.960]  早產其實對嬰兒也不好,對媽媽也不好
[00:20:05.960 --> 00:20:07.960]  會死人的
[00:20:07.960 --> 00:20:10.960]  要不就死媽媽,要不就死嬰兒
[00:20:10.960 --> 00:20:13.960]  所以孕婦是很小心的
[00:20:13.960 --> 00:20:15.960]  在這樣的情況之下
[00:20:15.960 --> 00:20:18.960]  可能有兩個後果,這裡陳列了
[00:20:18.960 --> 00:20:21.960]  一個後果是沒有嚴重傷害的
[00:20:21.960 --> 00:20:24.960]  沒有嚴重傷害是怎麼樣呢?
[00:20:24.960 --> 00:20:28.960]  按照受傷了的孕婦的丈夫
[00:20:28.960 --> 00:20:33.960]  就帶這件事到審判官那裡
[00:20:33.960 --> 00:20:36.960]  要求審判官作出懲處
[00:20:36.960 --> 00:20:38.960]  怎樣懲處呢?
[00:20:38.960 --> 00:20:42.960]  官審了,有個官來做公道
[00:20:42.960 --> 00:20:47.960]  另一個情況就是造成了傷害
[00:20:47.960 --> 00:20:50.960]  而且這些傷害按照和合本裡面
[00:20:50.960 --> 00:20:52.960]  就說有別害
[00:20:52.960 --> 00:20:55.960]  但如果我們去看原文聖經裡面
[00:20:55.960 --> 00:20:58.960]  就說有嚴重的傷害
[00:20:58.960 --> 00:21:00.960]  嚴重的傷害可大可小的
