
[00:00:00.000 --> 00:00:06.000]  幸福法律人生是每人都嚮往尋求
[00:01:35.000 --> 00:01:36.000]  他坐在那裏
[00:01:36.000 --> 00:01:38.000]  很奇妙
[00:01:38.000 --> 00:01:39.000]  教會同工告訴我
[00:01:39.000 --> 00:01:40.000]  那晚陳先生坐在那裏
[00:01:40.000 --> 00:01:43.000]  他聽我講之後有點尷尬
[00:01:43.000 --> 00:01:48.000]  但後來就分組去討論一些信仰問題
[00:01:48.000 --> 00:01:50.000]  他覺得很特別
[00:01:50.000 --> 00:01:55.000]  那些日子他去到哪裏都被人用很奇特的眼光看他
[00:01:55.000 --> 00:01:59.000]  那晚雖然我講到關於他的事情
[00:01:59.000 --> 00:02:01.000]  但是
[00:02:01.000 --> 00:02:04.000]  當時的弟兄姊妹沒有任何人
[00:02:04.000 --> 00:02:07.000]  用奇特的眼光看他
[00:02:07.000 --> 00:02:11.000]  他覺得教會就是不一樣
[00:02:11.000 --> 00:02:12.000]  為什麼他來到呢
[00:02:12.000 --> 00:02:15.000]  很奇妙地帶領原來他的司機
[00:02:15.000 --> 00:02:18.000]  是我們教會的一個弟兄
[00:02:18.000 --> 00:02:20.000]  那時陳先生很不開心
[00:02:20.000 --> 00:02:23.000]  發覺他周圍很多事情都不如意
[00:02:23.000 --> 00:02:24.000]  很大壓力
[00:02:24.000 --> 00:02:26.000]  他說陳先生不如去教會吧
[00:02:26.000 --> 00:02:31.000]  於是他就去了我們教會參加啟發課程
[00:02:31.000 --> 00:02:36.000]  走上另一條人生之路
[00:02:36.000 --> 00:02:39.000]  英國的經濟學人雜誌
[00:02:39.000 --> 00:02:42.000]  有很多很深度的報導
[00:02:42.000 --> 00:02:44.000]  有一年他做了一個封面專題
[00:02:44.000 --> 00:02:46.000]  我一看見就很開心
[00:02:46.000 --> 00:02:48.000]  特意買了一本來看看
[00:02:48.000 --> 00:02:50.000]  並且我上網搜尋一下
[00:02:50.000 --> 00:02:52.000]  他的題目叫做
[00:02:52.000 --> 00:02:55.000]  U型快樂指數
[00:02:55.000 --> 00:02:57.000]  他說人生的快樂指數
[00:02:57.000 --> 00:02:59.000]  呈U型的走勢
[00:02:59.000 --> 00:03:01.000]  一出生就很開心
[00:03:01.000 --> 00:03:02.000]  英語很開心
[00:03:02.000 --> 00:03:04.000]  一直長大就不開心
[00:03:04.000 --> 00:03:06.000]  到了中年就谷底了
[00:03:06.000 --> 00:03:08.000]  他甚至計算出
[00:03:08.000 --> 00:03:09.000]  多少歲最不開心
[00:03:09.000 --> 00:03:11.000]  一定中的
[00:03:11.000 --> 00:03:12.000]  46、47歲
[00:03:12.000 --> 00:03:14.000]  誰舉手
[00:03:14.000 --> 00:03:16.000]  他的分析就是
[00:03:16.000 --> 00:03:18.000]  人到中年
[00:03:18.000 --> 00:03:20.000]  第一經濟壓力越來越大
[00:03:20.000 --> 00:03:24.000]  子女進入青春反叛期
[00:03:24.000 --> 00:03:26.000]  或者進大學了
[00:03:26.000 --> 00:03:28.000]  讀書又要錢
[00:03:28.000 --> 00:03:30.000]  還有到了中年
[00:03:30.000 --> 00:03:32.000]  特別是男性
[00:03:32.000 --> 00:03:34.000]  如果人到中年你發覺
[00:03:34.000 --> 00:03:36.000]  你沒有什麼傑出的成就
[00:03:36.000 --> 00:03:38.000]  周圍的同學周圍的朋友
[00:03:38.000 --> 00:03:40.000]  個個都說
[00:03:40.000 --> 00:03:42.000]  風生水起你還是差不多
[00:03:42.000 --> 00:03:44.000]  很大壓力
[00:03:44.000 --> 00:03:46.000]  而且都差不多了
[00:03:46.000 --> 00:03:48.000]  人到中年都沒有什麼成就
[00:03:48.000 --> 00:03:50.000]  很多心理壓力
[00:03:50.000 --> 00:03:52.000]  慢慢又上升了
[00:03:52.000 --> 00:03:54.000]  老了凡事看得開一點
[00:03:54.000 --> 00:03:56.000]  還有英國有比較好的
[00:03:56.000 --> 00:03:58.000]  老人的保障
[00:03:58.000 --> 00:04:00.000]  老了退休其實都挺安樂的
[00:04:00.000 --> 00:04:02.000]  當我拿著這個U型曲線人生
[00:04:02.000 --> 00:04:04.000]  相比於香港社會
[00:04:04.000 --> 00:04:06.000]  我覺得
[00:04:06.000 --> 00:04:08.000]  我們的走勢不是這樣的
[00:04:10.000 --> 00:04:12.000]  前年
[00:04:12.000 --> 00:04:14.000]  應該是大概前年
[00:04:14.000 --> 00:04:16.000]  在一間基督教學校
[00:04:16.000 --> 00:04:18.000]  發生一個校園的悲劇
[00:04:18.000 --> 00:04:20.000]  有一個
[00:04:20.000 --> 00:04:22.000]  小學女生
[00:04:22.000 --> 00:04:24.000]  上學沒多久
[00:04:24.000 --> 00:04:26.000]  八點多跳樓
[00:04:26.000 --> 00:04:28.000]  學校當時
[00:04:28.000 --> 00:04:30.000]  處得不是太好
[00:04:30.000 --> 00:04:32.000]  沒有即時召救護車
[00:04:32.000 --> 00:04:34.000]  打救傷隊
[00:04:34.000 --> 00:04:36.000]  結果那個女生送到醫院
[00:04:36.000 --> 00:04:38.000]  證實死亡
[00:04:38.000 --> 00:04:40.000]  她承受很大壓力
[00:04:40.000 --> 00:04:42.000]  為什麼要將校餘
[00:04:42.000 --> 00:04:44.000]  置諸於
[00:04:44.000 --> 00:04:46.000]  孩子的生命之上
[00:04:46.000 --> 00:04:48.000]  整間學校就陷於一個很大的壓力
[00:04:48.000 --> 00:04:52.000]  今年他們的
[00:04:52.000 --> 00:04:54.000]  新任的
[00:04:54.000 --> 00:04:56.000]  校務
[00:04:56.000 --> 00:04:58.000]  校董會的成員
[00:04:58.000 --> 00:05:00.000]  一個牧師打給我
[00:05:00.000 --> 00:05:02.000]  他說我快要上任了
[00:05:02.000 --> 00:05:04.000]  怎麼辦呢社長
[00:05:04.000 --> 00:05:06.000]  你上來我幫你惡補
[00:05:06.000 --> 00:05:08.000]  危機管理
[00:05:08.000 --> 00:05:10.000]  上完之後我跟著說
[00:05:10.000 --> 00:05:12.000]  我很想跟這些
[00:05:12.000 --> 00:05:14.000]  學校的校長
[00:05:14.000 --> 00:05:16.000]  老師有一天的分享
[00:05:16.000 --> 00:05:18.000]  總之我很忙我覺得這個時候我就要出動了
[00:05:18.000 --> 00:05:20.000]  當日我就去了學校
[00:05:20.000 --> 00:05:22.000]  跟他們一個好的分享
[00:05:22.000 --> 00:05:24.000]  再講一下很多情況
[00:05:24.000 --> 00:05:26.000]  了解這些情況
[00:05:26.000 --> 00:05:28.000]  當人有
[00:05:28.000 --> 00:05:30.000]  不幸
[00:05:30.000 --> 00:05:32.000]  當人有壓力的時候
[00:05:32.000 --> 00:05:34.000]  很需要幫助
[00:05:34.000 --> 00:05:36.000]  領事的弟兄
[00:05:36.000 --> 00:05:38.000]  很努力去帶動
[00:05:38.000 --> 00:05:40.000]  鼓吹大家的情緒
[00:05:40.000 --> 00:05:42.000]  但我發覺一半的會友
[00:05:42.000 --> 00:05:44.000]  是目無表情的
[00:05:44.000 --> 00:05:46.000]  是目無表情的
[00:05:46.000 --> 00:05:48.000]  是動不了你們的
[00:05:48.000 --> 00:05:50.000]  特別是講到
[00:05:50.000 --> 00:05:52.000]  你就是我的天使
[00:05:52.000 --> 00:05:54.000]  我這句說話有一點語病
[00:05:54.000 --> 00:05:56.000]  你有沒有問過我
[00:05:56.000 --> 00:05:58.000]  為什麼強迫我是你的天使
[00:05:58.000 --> 00:06:02.000]  你只要這樣說
[00:06:02.000 --> 00:06:04.000]  我就是你的天使
[00:06:04.000 --> 00:06:06.000]  我就是你的天使
[00:06:06.000 --> 00:06:08.000]  但當你發覺我不可以說
[00:06:08.000 --> 00:06:10.000]  就不要說了
[00:06:10.000 --> 00:06:12.000]  我們不可以要求別人成為我的天使
[00:06:12.000 --> 00:06:14.000]  但我們可以要求自己
[00:06:14.000 --> 00:06:16.000]  我成為你的天使
[00:06:16.000 --> 00:06:18.000]  這就是我們需要在主義裡面
[00:06:18.000 --> 00:06:20.000]  講愛心的誠實話
[00:06:20.000 --> 00:06:22.000]  如果我剛才觀察
[00:06:22.000 --> 00:06:24.000]  大家在領事時間的表情
[00:06:24.000 --> 00:06:28.000]  很多人有很多心事
[00:06:28.000 --> 00:06:30.000]  很疲累的
[00:06:30.000 --> 00:06:32.000]  有一點愁眉
[00:06:32.000 --> 00:06:34.000]  是不是
[00:06:34.000 --> 00:06:36.000]  香港人誰會這麼開心呢
[00:06:36.000 --> 00:06:40.000]  有一個故事我經常說的
[00:06:40.000 --> 00:06:42.000]  我有一個人
[00:06:42.000 --> 00:06:44.000]  頭頭碰著黑處碰釘
[00:06:44.000 --> 00:06:46.000]  很多不如意事
[00:06:46.000 --> 00:06:48.000]  總覺得全世界欠了他
[00:06:48.000 --> 00:06:50.000]  他全世界最笨的人
[00:06:50.000 --> 00:06:52.000]  身邊人提點他
[00:06:52.000 --> 00:06:54.000]  你去到這個
[00:06:54.000 --> 00:06:56.000]  深山有個智者
[00:06:56.000 --> 00:06:58.000]  很厲害的他能夠解開
[00:06:58.000 --> 00:07:00.000]  你的愁眉
[00:07:00.000 --> 00:07:02.000]  能夠有些靈丹妙藥給你吃了
[00:07:02.000 --> 00:07:04.000]  就會開心一點
[00:07:04.000 --> 00:07:06.000]  他真的找到一個智者
[00:07:06.000 --> 00:07:08.000]  你講你生命的故事給我聽
[00:07:08.000 --> 00:07:10.000]  他如數家珍講講講
[00:07:10.000 --> 00:07:12.000]  這個很簡單
[00:07:12.000 --> 00:07:14.000]  我手頭上的藥
[00:07:14.000 --> 00:07:16.000]  有得吃就行了
[00:07:16.000 --> 00:07:18.000]  藥可以送給你
[00:07:18.000 --> 00:07:20.000]  但藥就要用水
[00:07:20.000 --> 00:07:22.000]  去煮才行
[00:07:22.000 --> 00:07:24.000]  水很容易
[00:07:24.000 --> 00:07:26.000]  我給你一個缽
[00:07:26.000 --> 00:07:28.000]  你就要去
[00:07:28.000 --> 00:07:30.000]  拜訪不同的人家
[00:07:30.000 --> 00:07:32.000]  你看哪個人家
[00:07:32.000 --> 00:07:34.000]  拿到一碗清水就行
[00:07:34.000 --> 00:07:36.000]  清水也很容易
[00:07:36.000 --> 00:07:38.000]  什麼叫清水呢
[00:07:38.000 --> 00:07:40.000]  你跟他聊天
[00:07:40.000 --> 00:07:42.000]  他跟你聊天他沒有苦水
[00:07:42.000 --> 00:07:44.000]  沒有一套苦水那才是清水
[00:07:44.000 --> 00:07:46.000]  這位朋友
[00:07:46.000 --> 00:07:48.000]  於是就拿著一個缽
[00:07:48.000 --> 00:07:50.000]  到處去訪問很多人家
[00:07:50.000 --> 00:07:52.000]  逛了很多戶
[00:07:52.000 --> 00:07:54.000]  表面上很開心很幸福的家庭
[00:07:54.000 --> 00:07:56.000]  但總有很多
[00:07:56.000 --> 00:07:58.000]  苦水
[00:07:58.000 --> 00:08:00.000]  總有很多問題
[00:08:00.000 --> 00:08:02.000]  家家有本
[00:08:02.000 --> 00:08:04.000]  難念的經
[00:08:04.000 --> 00:08:06.000]  教會的好處
[00:08:06.000 --> 00:08:08.000]  就是我們是一個愛的群體
[00:08:08.000 --> 00:08:10.000]  但真正體會愛的群體
[00:08:10.000 --> 00:08:12.000]  就是我們能夠向個別
[00:08:12.000 --> 00:08:14.000]  都不是全部的弟兄姊妹
[00:08:14.000 --> 00:08:16.000]  能夠傾訴
[00:08:16.000 --> 00:08:18.000]  心事
[00:08:18.000 --> 00:08:20.000]  一個有可以依傍的
[00:08:20.000 --> 00:08:22.000]  膊頭
[00:08:22.000 --> 00:08:24.000]  信任的心靈
[00:08:24.000 --> 00:08:26.000]  一個願意聆聽你
[00:08:26.000 --> 00:08:28.000]  吐苦水
[00:08:28.000 --> 00:08:30.000]  忠心聆聽的耳朵
[00:08:30.000 --> 00:08:32.000]  在外面很難找
[00:08:32.000 --> 00:08:34.000]  但如果你回來教會這麼久
[00:08:34.000 --> 00:08:36.000]  你仍然沒有三幾個這樣的
[00:08:36.000 --> 00:08:38.000]  知己同行的天國伴侶
[00:08:38.000 --> 00:08:40.000]  其實
[00:08:40.000 --> 00:08:42.000]  是你的問題
[00:08:42.000 --> 00:08:44.000]  因為我們自己沒有開放
[00:08:44.000 --> 00:08:46.000]  人生路
[00:08:46.000 --> 00:08:48.000]  總是兜兜轉轉
[00:08:48.000 --> 00:08:50.000]  有時候我會上一些特別的課
[00:08:50.000 --> 00:08:52.000]  我向學員有一個
[00:08:52.000 --> 00:08:54.000]  很特別的練習
[00:08:54.000 --> 00:08:56.000]  就是將你
[00:08:56.000 --> 00:08:58.000]  的人生的路線
[00:08:58.000 --> 00:09:00.000]  好像U型曲線
[00:09:00.000 --> 00:09:02.000]  我給你一張紙你嘗試畫一下
[00:09:02.000 --> 00:09:04.000]  你人生的路是怎樣走
[00:09:04.000 --> 00:09:06.000]  然後就根據路線
[00:09:06.000 --> 00:09:08.000]  高高低低
[00:09:08.000 --> 00:09:10.000]  你說出來
[00:09:10.000 --> 00:09:12.000]  幫我們整理我們生命故事
[00:09:12.000 --> 00:09:14.000]  一個很重要的練習
[00:09:14.000 --> 00:09:16.000]  如果你有團契的
[00:09:16.000 --> 00:09:18.000]  有小組的
[00:09:18.000 --> 00:09:20.000]  有天國的家庭
[00:09:20.000 --> 00:09:22.000]  每個人就畫上你自己的
[00:09:22.000 --> 00:09:24.000]  大半生的路線
[00:09:24.000 --> 00:09:26.000]  什麼時候最開心
[00:09:26.000 --> 00:09:28.000]  什麼時候跌到谷底
[00:09:28.000 --> 00:09:30.000]  什麼時候彈起來
[00:09:30.000 --> 00:09:32.000]  你嘗試一下
[00:09:32.000 --> 00:09:34.000]  不是簡單的U型曲線
[00:09:34.000 --> 00:09:36.000]  人生我相信是由上帝去帶領
[00:09:36.000 --> 00:09:38.000]  為什麼帶領
[00:09:38.000 --> 00:09:40.000]  但不像旅行團那樣
[00:09:40.000 --> 00:09:42.000]  很多人去追求信仰
[00:09:42.000 --> 00:09:44.000]  去參加人生旅行團
[00:09:44.000 --> 00:09:46.000]  有個領隊的
[00:09:46.000 --> 00:09:48.000]  安排好了的
[00:09:48.000 --> 00:09:50.000]  去哪裡吃三餐八餐
[00:09:50.000 --> 00:09:52.000]  去幾個景點
[00:09:52.000 --> 00:09:54.000]  不是這樣的
[00:09:54.000 --> 00:09:56.000]  一個信仰人生
[00:09:56.000 --> 00:09:58.000]  其實有時候
[00:09:58.000 --> 00:10:00.000]  會更加曲折
[00:10:00.000 --> 00:10:02.000]  甚至很多時候
[00:10:02.000 --> 00:10:04.000]  是走窄路
[00:10:04.000 --> 00:10:08.000]  很多年前
[00:10:08.000 --> 00:10:10.000]  有個香港名嘴
[00:10:10.000 --> 00:10:12.000]  很兇的 罵人那個
[00:10:12.000 --> 00:10:14.000]  信了耶穌
[00:10:14.000 --> 00:10:16.000]  他是我
[00:10:16.000 --> 00:10:18.000]  一個相識多年的
[00:10:18.000 --> 00:10:20.000]  好朋友
[00:10:20.000 --> 00:10:22.000]  我們認識於微時
[00:10:22.000 --> 00:10:24.000]  大家都還沒那麼威風的時候
[00:10:24.000 --> 00:10:26.000]  就已經認識了
[00:10:26.000 --> 00:10:28.000]  所以耶穌當時
[00:10:28.000 --> 00:10:30.000]  我們都有幾個好朋友一起
[00:10:30.000 --> 00:10:32.000]  相識 其中一個叫張堅庭
[00:10:32.000 --> 00:10:34.000]  導演
[00:10:34.000 --> 00:10:36.000]  李碧森
[00:10:36.000 --> 00:10:38.000]  一個在商台的主持
[00:10:38.000 --> 00:10:40.000]  他是他的學生
[00:10:40.000 --> 00:10:42.000]  他說 信了主
[00:10:42.000 --> 00:10:44.000]  很難得我們去祈禱
[00:10:44.000 --> 00:10:46.000]  不過大家知道他的性格
[00:10:46.000 --> 00:10:48.000]  狂傲不羈
[00:10:48.000 --> 00:10:50.000]  目中無人
[00:10:50.000 --> 00:10:52.000]  他說 這次要師兄你出馬
[00:10:52.000 --> 00:10:54.000]  是你才能搞定
[00:10:54.000 --> 00:10:56.000]  因為他是信任你和尊敬你
[00:10:56.000 --> 00:10:58.000]  可不可以親自出馬
[00:10:58.000 --> 00:11:00.000]  帶茶經班
[00:11:00.000 --> 00:11:02.000]  我們一起用聖經
[00:11:02.000 --> 00:11:04.000]  來改變他
[00:11:04.000 --> 00:11:06.000]  我一口答應
[00:11:06.000 --> 00:11:08.000]  於是我就組織了一個茶經小組
[00:11:08.000 --> 00:11:10.000]  那個小組有12個人
[00:11:10.000 --> 00:11:12.000]  我不受女的
[00:11:12.000 --> 00:11:14.000]  只受男的
[00:11:14.000 --> 00:11:16.000]  因為我們討論很多男人的問題
[00:11:16.000 --> 00:11:18.000]  我茶口大為生平
[00:11:18.000 --> 00:11:20.000]  人生的起點
[00:11:20.000 --> 00:11:22.000]  英雄有淚
[00:11:22.000 --> 00:11:24.000]  性跌倒 性誘惑
[00:11:24.000 --> 00:11:26.000]  埋身的
[00:11:26.000 --> 00:11:28.000]  所以不受女的 12個男人
[00:11:28.000 --> 00:11:30.000]  我上第一堂的時候
[00:11:30.000 --> 00:11:32.000]  我對著這位好朋友
[00:11:32.000 --> 00:11:34.000]  我說 什麼什麼
[00:11:34.000 --> 00:11:36.000]  我們認識這麼多年都不用客氣
[00:11:38.000 --> 00:11:40.000]  嘩
[00:11:40.000 --> 00:11:42.000]  信耶穌和我們以前
[00:11:42.000 --> 00:11:44.000]  你拜其他的觀世音菩薩
[00:11:44.000 --> 00:11:46.000]  提天大聖不同
[00:11:46.000 --> 00:11:48.000]  信耶穌就是要
[00:11:48.000 --> 00:11:50.000]  人從天緣
[00:11:50.000 --> 00:11:52.000]  你拜其他菩薩
[00:11:52.000 --> 00:11:54.000]  無非希望天從人 如果天聽你的話
[00:11:54.000 --> 00:11:56.000]  信耶穌不是
[00:11:56.000 --> 00:11:58.000]  你聽神的
[00:11:58.000 --> 00:12:00.000]  你放不下
[00:12:00.000 --> 00:12:02.000]  你不接受
[00:12:02.000 --> 00:12:04.000]  我們不要說聖經
[00:12:04.000 --> 00:12:06.000]  我和你說一下兩岸風雲
[00:12:06.000 --> 00:12:08.000]  香港政府罵董建華
[00:12:08.000 --> 00:12:10.000]  他看著我
[00:12:10.000 --> 00:12:12.000]  其實眼中有淚
[00:12:12.000 --> 00:12:16.000]  跟別人說
[00:12:16.000 --> 00:12:18.000]  我會不明 我會不信
[00:12:18.000 --> 00:12:20.000]  我認識你多少年
[00:12:20.000 --> 00:12:22.000]  你升到年輕
[00:12:22.000 --> 00:12:24.000]  我認識你 升到記者
[00:12:24.000 --> 00:12:26.000]  我看著你很快
[00:12:26.000 --> 00:12:28.000]  紮上去 看著你
[00:12:28.000 --> 00:12:30.000]  做記者 做到總編輯
[00:12:30.000 --> 00:12:32.000]  總編輯你不做
[00:12:32.000 --> 00:12:34.000]  搞什麼時代論壇 搞什麼報紙
[00:12:34.000 --> 00:12:36.000]  這些就是人從天緣
[00:12:36.000 --> 00:12:38.000]  我怎麼會不明
[00:12:38.000 --> 00:12:40.000]  明就行了
[00:12:40.000 --> 00:12:42.000]  我打開聖經 讀詩篇
[00:12:42.000 --> 00:12:44.000]  講大衛生
[00:12:44.000 --> 00:12:46.000]  天從人緣
[00:12:46.000 --> 00:12:48.000]  人從天緣是我這麼多年來
[00:12:48.000 --> 00:12:50.000]  在信仰歷程上
[00:12:50.000 --> 00:12:52.000]  一個很深的體會
[00:12:52.000 --> 00:12:54.000]  因為我主持很多報道聚會
[00:12:54.000 --> 00:12:56.000]  很強調一件事
[00:12:56.000 --> 00:12:58.000]  我從來不騙人信耶穌
[00:12:58.000 --> 00:13:00.000]  我有些報道會有時候會騙人信耶穌
[00:13:00.000 --> 00:13:02.000]  所以耶穌什麼都可以
[00:13:02.000 --> 00:13:04.000]  你看看這些人破產
[00:13:04.000 --> 00:13:06.000]  所以耶穌說生意會反彈
[00:13:06.000 --> 00:13:08.000]  這個就是癌症會康復
[00:13:08.000 --> 00:13:10.000]  在我心靈當中
[00:13:10.000 --> 00:13:12.000]  見到很多很好的基督徒
[00:13:12.000 --> 00:13:16.000]  不知為何
[00:13:16.000 --> 00:13:18.000]  都遭遇橫禍
[00:13:18.000 --> 00:13:20.000]  很多很年輕
[00:13:20.000 --> 00:13:22.000]  橫禍中離開
[00:13:22.000 --> 00:13:26.000]  特別我講到
[00:13:26.000 --> 00:13:28.000]  人生的U型曲線
[00:13:28.000 --> 00:13:30.000]  香港的老人家其實
[00:13:30.000 --> 00:13:32.000]  很不開心
[00:13:32.000 --> 00:13:34.000]  香港沒有一個
[00:13:34.000 --> 00:13:36.000]  原地的一個
[00:13:36.000 --> 00:13:38.000]  退休保障
[00:13:38.000 --> 00:13:40.000]  很多孤獨老人
[00:13:40.000 --> 00:13:42.000]  特別
[00:13:42.000 --> 00:13:44.000]  中年或老年的喪偶
[00:13:44.000 --> 00:13:46.000]  是最痛苦的事情
[00:13:46.000 --> 00:13:48.000]  是有苦自己知的
[00:13:48.000 --> 00:13:50.000]  所以一個群體
[00:13:50.000 --> 00:13:52.000]  的相處是如何的重要
[00:13:52.000 --> 00:13:54.000]  主內弟兄姊妹的
[00:13:54.000 --> 00:13:56.000]  相關愛是如何的
[00:13:56.000 --> 00:13:58.000]  重要
[00:13:58.000 --> 00:14:00.000]  我們需要一個可以
[00:14:00.000 --> 00:14:02.000]  傾訴的對象
[00:14:02.000 --> 00:14:04.000]  或者不需要那麼多不必要的安慰
[00:14:04.000 --> 00:14:06.000]  如果有人肯聽你講
[00:14:06.000 --> 00:14:08.000]  你信一個他能夠向他傾訴已經很好
[00:14:08.000 --> 00:14:10.000]  師父今天
[00:14:10.000 --> 00:14:12.000]  和大家講的主題
[00:14:12.000 --> 00:14:14.000]  經文是來自
[00:14:14.000 --> 00:14:16.000]  一個很有戲劇性
[00:14:16.000 --> 00:14:18.000]  的一段經文
[00:14:18.000 --> 00:14:22.000]  《初學及記》第十五章
[00:14:22.000 --> 00:14:24.000]  經文是一個片段
[00:14:24.000 --> 00:14:26.000]  我們不可以過份抽離
[00:14:26.000 --> 00:14:28.000]  起碼我們要承接
[00:14:28.000 --> 00:14:30.000]  十四章所描繪
[00:14:30.000 --> 00:14:32.000]  一個很壯觀的神蹟
[00:14:32.000 --> 00:14:34.000]  在人類歷史上
[00:14:34.000 --> 00:14:36.000]  一個最壯觀的神蹟是幾百萬人
[00:14:36.000 --> 00:14:38.000]  一起經歷的神蹟
[00:14:38.000 --> 00:14:40.000]  就是以色列人過紅海
[00:14:40.000 --> 00:14:42.000]  是幾百萬人
[00:14:42.000 --> 00:14:44.000]  見到一個大自然的
[00:14:44.000 --> 00:14:46.000]  神蹟
[00:14:46.000 --> 00:14:48.000]  上帝很少干預
[00:14:48.000 --> 00:14:50.000]  大自然的運作
[00:14:50.000 --> 00:14:52.000]  祂需要能力
[00:14:52.000 --> 00:14:54.000]  很少干預大自然的運作
[00:14:54.000 --> 00:14:56.000]  所以上帝出手
[00:14:56.000 --> 00:14:58.000]  一夜的東風
[00:14:58.000 --> 00:15:00.000]  令到洪水和海水分開
[00:15:00.000 --> 00:15:02.000]  幾百萬人一起
[00:15:02.000 --> 00:15:04.000]  經歷一個移山倒海的神蹟
[00:15:04.000 --> 00:15:06.000]  那個時候
[00:15:06.000 --> 00:15:08.000]  其實是前無去路
[00:15:08.000 --> 00:15:10.000]  後有追兵
[00:15:10.000 --> 00:15:12.000]  埃及的軍隊
[00:15:12.000 --> 00:15:14.000]  馬上殺之
[00:15:14.000 --> 00:15:16.000]  但他們能夠安然度過
[00:15:16.000 --> 00:15:18.000]  紅海
[00:15:18.000 --> 00:15:20.000]  當埃及軍隊趕的時候
[00:15:20.000 --> 00:15:22.000]  海水復合
[00:15:22.000 --> 00:15:24.000]  時間剛剛好
[00:15:24.000 --> 00:15:26.000]  將埃及的追兵
[00:15:26.000 --> 00:15:28.000]  全軍淹死
[00:15:28.000 --> 00:15:30.000]  十四章記載了這段神蹟
[00:15:30.000 --> 00:15:32.000]  同時更加記載
[00:15:32.000 --> 00:15:34.000]  以色列人一個很盛大的
[00:15:34.000 --> 00:15:36.000]  慶功宴
[00:15:36.000 --> 00:15:38.000]  摩西一門三傑
[00:15:38.000 --> 00:15:40.000]  摩西是一個
[00:15:40.000 --> 00:15:42.000]  卓越的僕人領袖
[00:15:42.000 --> 00:15:44.000]  亞倫是一個
[00:15:44.000 --> 00:15:46.000]  魅力領袖 能言善辯
[00:15:46.000 --> 00:15:48.000]  你可能不認識摩西的妹妹
[00:15:48.000 --> 00:15:50.000]  叫做米利安
[00:15:50.000 --> 00:15:52.000]  是一個藝術領袖
[00:15:52.000 --> 00:15:54.000]  心靈領袖
[00:15:54.000 --> 00:15:56.000]  他懂得彈琴 唱歌
[00:15:56.000 --> 00:15:58.000]  跳舞 作曲 填詞
[00:15:58.000 --> 00:16:00.000]  很厲害的
[00:16:00.000 --> 00:16:02.000]  馬上作首得勝的海歌
[00:16:02.000 --> 00:16:04.000]  全民歡呼
[00:16:04.000 --> 00:16:06.000]  多開心啊
[00:16:06.000 --> 00:16:08.000]  幾百萬人
[00:16:08.000 --> 00:16:10.000]  在大喊當中
[00:16:10.000 --> 00:16:12.000]  晝夜高歌跳舞
[00:16:12.000 --> 00:16:14.000]  慶功 得勝
[00:16:14.000 --> 00:16:16.000]  感謝上帝 讚美神恩
[00:16:16.000 --> 00:16:18.000]  開心嗎
[00:16:18.000 --> 00:16:20.000]  接著看下去
[00:16:20.000 --> 00:16:22.000]  摩西大利人
[00:16:22.000 --> 00:16:24.000]  從紅海往前行 行到
[00:16:24.000 --> 00:16:26.000]  舒爾的曠野
[00:16:26.000 --> 00:16:28.000]  在曠野行了三天 找不著水
