
[00:00:00.000 --> 00:00:06.840]  幾年之前我就去Tasmania環島旅遊
[00:06:50.440 --> 00:06:54.360]  誰知道有一天先知拿丹來找大胃王
[00:06:54.360 --> 00:06:59.280]  將大胃王犯過的過錯說了出來
[00:06:59.280 --> 00:07:02.160]  通過拿丹這個先知
[00:07:02.160 --> 00:07:04.360]  神和大胃這樣說
[00:07:04.360 --> 00:07:08.280]  神說:你為什麼藐視耶和華的命令
[00:07:08.280 --> 00:07:11.160]  行他眼中看為我的事呢?
[00:07:11.160 --> 00:07:14.360]  你借阿滿人手的刀
[00:07:14.360 --> 00:07:17.360]  殺了這個婦人的丈夫
[00:07:17.360 --> 00:07:20.360]  又娶了她為妻
[00:07:20.360 --> 00:07:22.360]  你既然這樣來藐視我
[00:07:22.360 --> 00:07:24.560]  娶了這個婦人為妻的時候
[00:07:24.560 --> 00:07:28.360]  刀劍必永不離開你的家
[00:07:28.360 --> 00:07:33.160]  雖然大胃是一個一直尋求神的
[00:07:33.160 --> 00:07:35.360]  我們叫他忠心僕人
[00:07:35.360 --> 00:07:37.760]  不過在整整一年有沒有發覺
[00:07:37.760 --> 00:07:39.960]  從犯罪到拿丹見他的時候
[00:07:39.960 --> 00:07:41.960]  有一年的時間
[00:07:41.960 --> 00:07:44.960]  一年的時間他都沒有認罪
[00:07:44.960 --> 00:07:46.560]  這一年我們不禁要問
[00:07:46.560 --> 00:07:49.760]  他這一年是怎樣過的呢?
[00:07:49.760 --> 00:07:55.560]  在這裡大胃就說出來了
[00:07:55.560 --> 00:07:57.160]  在這一年他說
[00:07:57.160 --> 00:08:00.160]  我閉口不認罪的時候
[00:08:00.160 --> 00:08:03.360]  因終日哀慌而骨頭枯乾
[00:08:03.360 --> 00:08:07.760]  在這裡大胃用一個很形象化的形容來繪畫
[00:08:07.760 --> 00:08:08.960]  他說骨頭枯乾
[00:08:08.960 --> 00:08:09.560]  什麼意思?
[00:08:09.560 --> 00:08:11.360]  當然不是骨乾了
[00:08:11.360 --> 00:08:12.560]  不是骨質疏鬆
[00:08:12.560 --> 00:08:14.160]  這裡所說的就是
[00:08:14.160 --> 00:08:17.360]  在身體上、精神上、靈性上
[00:08:17.360 --> 00:08:19.960]  已經去到一個消磨殆盡的階段
[00:08:19.960 --> 00:08:20.560]  好了
[00:08:20.560 --> 00:08:22.360]  終日哀慌指的是什麼?
[00:08:22.360 --> 00:08:25.160]  指到他整個人身心以零
[00:08:25.160 --> 00:08:28.760]  都是一個極度的內心掙扎與痛苦的裡面
[00:08:28.760 --> 00:08:29.760]  極度的不安
[00:08:29.760 --> 00:08:33.160]  極度的精神受到很大的壓力
[00:08:33.160 --> 00:08:34.360]  很明顯
[00:08:34.360 --> 00:08:37.560]  大胃這裡所經驗的不單是身體上的痛苦
[00:08:37.560 --> 00:08:42.560]  也是心靈上、精神上、靈性上
[00:08:42.560 --> 00:08:47.160]  從大胃或者剛才我說的那位超市偷東西的那位女士
[00:08:47.160 --> 00:08:48.360]  這兩個例子
[00:08:48.360 --> 00:08:53.160]  我們可以做一個我覺得很有力的結論
[00:08:53.160 --> 00:08:58.360]  當人犯了罪而不承認的時候
[00:08:58.360 --> 00:09:02.360]  這一個在良心上是一個很大的重擔
[00:09:02.360 --> 00:09:06.560]  雖然大胃仍然是一個皇帝
[00:09:06.560 --> 00:09:09.560]  但是在他生命的深處
[00:09:09.560 --> 00:09:12.760]  他的生命是漸漸的遠離神
[00:09:12.760 --> 00:09:18.160]  神的手應該是引導扶持大胃的
[00:09:18.160 --> 00:09:24.160]  不過當大胃拒絕承認在神面前所犯過的過錯的時候
[00:09:24.160 --> 00:09:27.960]  神的手變得相當的沉重
[00:09:27.960 --> 00:09:28.760]  大胃怎麼說?
[00:09:28.760 --> 00:09:34.560]  大胃說這個沉重的手令我精液耗盡如同夏天的乾寒
[00:09:34.560 --> 00:09:39.960]  這個精液原文是指水佛
[00:09:39.960 --> 00:09:43.560]  就指到神的滋潤、神的供應
[00:09:43.560 --> 00:09:45.760]  就好像詩篇那裡說
[00:09:45.760 --> 00:09:48.160]  當我們在神的供應裡面的時候
[00:09:48.160 --> 00:09:51.160]  就好像一棵樹栽在溪水旁
[00:09:51.160 --> 00:09:54.360]  按時結果子葉子也不枯乾
[00:09:54.360 --> 00:09:57.360]  這一種的滋潤、這一種的供應
[00:09:57.360 --> 00:10:00.360]  其實大胃很清楚知道
[00:10:00.360 --> 00:10:05.960]  他整年的那種不安是來自神的
[00:10:05.960 --> 00:10:11.560]  他也知道神的手的沉重並不是要毀滅他
[00:10:11.560 --> 00:10:14.560]  神的手在他生命中沉重的原因
[00:10:14.560 --> 00:10:20.360]  是要讓大胃懂得去悔改
[00:10:20.360 --> 00:10:23.160]  不知道大家同不同意
[00:10:23.160 --> 00:10:25.560]  如果你犯了罪
[00:10:25.560 --> 00:10:27.560]  而你又不肯認罪的那段時間
[00:10:27.560 --> 00:10:31.560]  如果你很舒適、很開心、很安樂的時候
[00:10:31.560 --> 00:10:33.560]  這個反而是和幻
[00:10:33.560 --> 00:10:35.560]  神的恩典臨到的時候
[00:10:35.560 --> 00:10:38.560]  必會讓他所愛的人在他犯罪之後
[00:10:38.560 --> 00:10:42.560]  心靈裡面是會受到罪疚的指責
[00:10:42.560 --> 00:10:47.560]  是會受到聖靈的催逼
[00:10:47.560 --> 00:10:50.560]  神的恩典臨到的時候
[00:10:50.560 --> 00:10:54.560]  神就會用人的內疚、人內心的不安
[00:10:54.560 --> 00:10:58.560]  去將我們挽回到他身邊
[00:10:58.560 --> 00:11:00.560]  我們可以想像大胃那段時間
[00:11:00.560 --> 00:11:03.560]  在那年裡面的生活是極度的悲慘的
[00:11:03.560 --> 00:11:04.560]  為什麼呢?
[00:11:04.560 --> 00:11:07.560]  因為一方面他要裝出我還是皇帝的樣子
[00:11:07.560 --> 00:11:08.560]  我有皇帝的尊嚴
[00:11:08.560 --> 00:11:10.560]  在眾多的將領面前
[00:11:10.560 --> 00:11:12.560]  我仍要扮剛強
[00:11:12.560 --> 00:11:14.560]  不過他自己承認
[00:11:14.560 --> 00:11:15.560]  經文裡面說
[00:11:15.560 --> 00:11:17.560]  在生命裡面他是骨頭枯乾
[00:11:17.560 --> 00:11:19.560]  生命的力量被內心的痛苦
[00:11:19.560 --> 00:11:21.560]  不斷地耗盡
[00:11:21.560 --> 00:11:24.560]  不知道大家有沒有類似的經驗呢?
[00:11:24.560 --> 00:11:25.560]  有沒有啊?
[00:11:25.560 --> 00:11:28.560]  就是當你為了自己所犯的過錯而感到內疚
[00:11:28.560 --> 00:11:30.560]  但是還要扮剛強
[00:11:30.560 --> 00:11:34.560]  當你被罪的重擔壓到沒力的時候
[00:11:34.560 --> 00:11:35.560]  你還要扮輕鬆
[00:11:35.560 --> 00:11:38.560]  這一種向人歡笑
[00:11:38.560 --> 00:11:41.560]  背人流淚的感受
[00:11:41.560 --> 00:11:43.560]  絕不好受啊
[00:11:43.560 --> 00:11:44.560]  不過
[00:11:44.560 --> 00:11:47.560]  聖經這裡給了我們一個很好的消息
[00:11:47.560 --> 00:11:49.560]  人的盡頭就是神的開始
[00:11:49.560 --> 00:11:56.560]  我們不需要活在隱藏罪惡的痛苦裡面
[00:11:56.560 --> 00:11:58.560]  神希望我們知道
[00:11:58.560 --> 00:12:01.560]  其實是有出路的
[00:12:01.560 --> 00:12:03.560]  其實是有出路的
[00:12:03.560 --> 00:12:04.560]  在這個詩篇
[00:12:04.560 --> 00:12:06.560]  大衛跟我們分享了
[00:12:06.560 --> 00:12:09.560]  他在這個困局裡面的一個出路
[00:12:09.560 --> 00:12:16.560]  神讓他知道他過錯的時候
[00:12:16.560 --> 00:12:19.560]  大衛就在神面前傾倒
[00:12:19.560 --> 00:12:24.560]  向他表白他內心的掙扎
[00:12:24.560 --> 00:12:26.560]  在第五節的時候
[00:12:26.560 --> 00:12:28.560]  我想大家留意第五節
[00:12:28.560 --> 00:12:31.560]  大衛用了三個不同的字
[00:12:31.560 --> 00:12:34.560]  來形容他所犯過的過錯
[00:12:34.560 --> 00:12:35.560]  第一個是罪
[00:12:35.560 --> 00:12:36.560]  第二個是惡
[00:12:36.560 --> 00:12:38.560]  第三個是過犯
[00:12:38.560 --> 00:12:41.560]  他用這三個字告訴我們
[00:12:41.560 --> 00:12:44.560]  他用了這三個不同的字
[00:12:44.560 --> 00:12:46.560]  來形容他的過犯之後
[00:12:46.560 --> 00:12:51.560]  他用了三個動詞來告訴讀者
[00:12:51.560 --> 00:12:54.560]  他如何處理他這三個過犯
[00:12:54.560 --> 00:12:55.560]  第一是陳明
[00:12:55.560 --> 00:12:57.560]  第二是不隱瞞
[00:12:57.560 --> 00:12:59.560]  第三是承認
[00:12:59.560 --> 00:13:04.560]  你可以說這是一個很漂亮的文學表達技巧
[00:13:04.560 --> 00:13:07.560]  我相信這三組的形容詞
[00:13:07.560 --> 00:13:10.560]  除了是一個文學的表達技巧之外
[00:13:10.560 --> 00:13:13.560]  我相信也表達了一個很重要的事實
[00:13:13.560 --> 00:13:15.560]  就是大衛是很有決心
[00:13:15.560 --> 00:13:17.560]  他所有的過錯
[00:13:17.560 --> 00:13:19.560]  他都有決心來處理
[00:13:19.560 --> 00:13:22.560]  面對在神的面前
[00:13:22.560 --> 00:13:27.560]  毫無保留的向神來承認他的過錯
[00:13:27.560 --> 00:13:28.560]  我想大家留意
[00:13:28.560 --> 00:13:32.560]  大衛所說的罪
[00:13:32.560 --> 00:13:34.560]  我向你陳明
[00:13:34.560 --> 00:13:36.560]  我的罪
[00:13:36.560 --> 00:13:37.560]  很多時候我們分頭做
[00:13:37.560 --> 00:13:39.560]  我的罪
[00:13:39.560 --> 00:13:43.560]  意思是這個罪是我的
[00:13:43.560 --> 00:13:45.560]  是我犯的
[00:13:45.560 --> 00:13:47.560]  這個絕不簡單
[00:13:47.560 --> 00:13:49.560]  我們通常以為你犯了罪
[00:13:49.560 --> 00:13:51.560]  當然要承認
[00:13:51.560 --> 00:13:52.560]  對不起
[00:13:52.560 --> 00:13:54.560]  在現實上很多時候都不是這樣
[00:13:54.560 --> 00:13:56.560]  當有事情出錯的時候
[00:13:56.560 --> 00:13:57.560]  人的傾向是怎樣的
[00:13:57.560 --> 00:13:59.560]  不是我錯
[00:13:59.560 --> 00:14:00.560]  隔壁那個
[00:14:00.560 --> 00:14:01.560]  政府的錯
[00:14:01.560 --> 00:14:02.560]  教會的錯
[00:14:02.560 --> 00:14:03.560]  牧師的錯
[00:14:03.560 --> 00:14:05.560]  總是有難的就賴
[00:14:05.560 --> 00:14:06.560]  好像大衛那樣
[00:14:06.560 --> 00:14:08.560]  這是我所犯的過錯
[00:14:08.560 --> 00:14:12.560]  如果我們能夠客觀地檢討自己的錯處
[00:14:12.560 --> 00:14:14.560]  能夠知錯認錯
[00:14:14.560 --> 00:14:15.560]  我告訴大家
[00:14:15.560 --> 00:14:18.560]  這是智者與勇者的行為
[00:14:18.560 --> 00:14:20.560]  大衛在這裡
[00:14:20.560 --> 00:14:23.560]  按照他的經驗做了一個總結
[00:14:23.560 --> 00:14:25.560]  總結是
[00:14:25.560 --> 00:14:27.560]  得赦免其過
[00:14:27.560 --> 00:14:29.560]  遮蓋其罪的
[00:14:29.560 --> 00:14:31.560]  這人是有福的
[00:14:31.560 --> 00:14:33.560]  留意大衛怎樣說
[00:14:33.560 --> 00:14:35.560]  他說你犯了罪之後
[00:14:35.560 --> 00:14:37.560]  如果能夠得到神的赦免
[00:14:37.560 --> 00:14:39.560]  你一個人有福的
[00:14:39.560 --> 00:14:41.560]  大家會不會覺得這樣說很奇怪
[00:14:41.560 --> 00:14:42.560]  你會不會覺得
[00:14:42.560 --> 00:14:43.560]  如果讓我講
[00:14:43.560 --> 00:14:44.560]  我不是這樣說
[00:14:44.560 --> 00:14:45.560]  讓我講可能會說
[00:14:45.560 --> 00:14:46.560]  沒有犯罪的
[00:14:46.560 --> 00:14:48.560]  這人是有福的
[00:14:48.560 --> 00:14:51.560]  但是為什麼不這樣說
[00:14:51.560 --> 00:14:53.560]  告訴大家
[00:14:53.560 --> 00:14:55.560]  沒有犯罪的
[00:14:55.560 --> 00:14:58.560]  這個不會在現實上發生
[00:14:58.560 --> 00:15:01.560]  大家同不同意
[00:15:01.560 --> 00:15:03.560]  每一個人
[00:15:03.560 --> 00:15:05.560]  在一個被罪所侵佔
[00:15:05.560 --> 00:15:07.560]  所污染的世界裏
[00:15:07.560 --> 00:15:09.560]  每一個人都會犯罪
[00:15:09.560 --> 00:15:11.560]  但是當我們犯罪的時候
[00:15:11.560 --> 00:15:13.560]  我們如何去面對
[00:15:13.560 --> 00:15:14.560]  我們所犯的過錯
[00:15:14.560 --> 00:15:15.560]  這個就是決定
[00:15:15.560 --> 00:15:17.560]  我們在神面前的
[00:15:17.560 --> 00:15:19.560]  神賜否接納
[00:15:19.560 --> 00:15:21.560]  大衛在這裡說
[00:15:21.560 --> 00:15:23.560]  這人是有福的
[00:15:23.560 --> 00:15:24.560]  我想問大家
[00:15:24.560 --> 00:15:26.560]  這裡所說的有福是什麼意思
[00:15:26.560 --> 00:15:29.560]  在新年的時候
[00:15:29.560 --> 00:15:30.560]  特別是農曆年
[00:15:30.560 --> 00:15:31.560]  大家見到面的時候
[00:15:31.560 --> 00:15:33.560]  同樣會說什麼
[00:15:33.560 --> 00:15:35.560]  大吉大利的說話
[00:15:35.560 --> 00:15:39.560]  剛才有位女士跟我說
[00:15:39.560 --> 00:15:40.560]  恭喜發財
[00:15:40.560 --> 00:15:41.560]  我也喜歡說這些
[00:15:41.560 --> 00:15:42.560]  恭喜發財
[00:15:42.560 --> 00:15:43.560]  財源廣眾
[00:15:43.560 --> 00:15:44.560]  生長志氣成龍
[00:15:44.560 --> 00:15:45.560]  馬精神出入平安
[00:15:45.560 --> 00:15:47.560]  我上次在蘋果節的時候
[00:15:47.560 --> 00:15:48.560]  寫一些祝福語的時候
[00:15:48.560 --> 00:15:50.560]  有一位妙齡少女
[00:15:50.560 --> 00:15:51.560]  走過來跟我說
[00:15:51.560 --> 00:15:52.560]  你可不可以跟我寫
[00:15:52.560 --> 00:15:54.560]  考試必過
[00:15:54.560 --> 00:15:56.560]  很可愛
[00:15:56.560 --> 00:15:58.560]  好 我幫你寫
[00:15:58.560 --> 00:16:02.560]  大家會不會同意
[00:16:02.560 --> 00:16:05.560]  聖經裡面所說的有福了
[00:16:05.560 --> 00:16:09.560]  是等同健康財富與成功呢
[00:16:09.560 --> 00:16:12.560]  有一個故事是這樣的
[00:16:12.560 --> 00:16:14.560]  一家四口
[00:16:14.560 --> 00:16:16.560]  將要開飯的時候
[00:16:16.560 --> 00:16:17.560]  有人敲門
[00:16:17.560 --> 00:16:19.560]  父親開門的時候
[00:16:19.560 --> 00:16:20.560]  有四個老人
[00:16:20.560 --> 00:16:22.560]  站在門外
[00:16:22.560 --> 00:16:23.560]  四個老人
[00:16:23.560 --> 00:16:25.560]  每個人都拿著牌
[00:16:25.560 --> 00:16:27.560]  牌分別是
[00:16:27.560 --> 00:16:31.560]  健康 財富 成功 和諧
[00:16:31.560 --> 00:16:32.560]  四個牌
[00:16:32.560 --> 00:16:33.560]  這四個老人
[00:16:33.560 --> 00:16:38.560]  就跟家中的父母子女說
[00:16:38.560 --> 00:16:41.560]  你們誰邀請我們其中一個進去的時候
[00:16:41.560 --> 00:16:45.560]  你就可以得到我手拿的福氣
[00:16:45.560 --> 00:16:47.560]  父親一看到的時候
[00:16:47.560 --> 00:16:48.560]  我什麼都高
[00:16:48.560 --> 00:16:49.560]  三高
[00:16:49.560 --> 00:16:50.560]  什麼都高
[00:16:50.560 --> 00:16:51.560]  只是高度不夠高
[00:16:51.560 --> 00:16:53.560]  我當然要健康
[00:16:53.560 --> 00:16:55.560]  馬上想到就捉健康進去
[00:16:55.560 --> 00:16:57.560]  不過有一隻更快的手
[00:16:57.560 --> 00:16:58.560]  捉住他
[00:16:58.560 --> 00:16:59.560]  不要亂來
[00:16:59.560 --> 00:17:00.560]  健康
[00:17:01.560 --> 00:17:03.560]  如果沒有錢的話
[00:17:03.560 --> 00:17:05.560]  要這麼長命有健康做什麼
[00:17:05.560 --> 00:17:07.560]  有錢才有健康
[00:17:07.560 --> 00:17:09.560]  正所謂打跛雙腳都有排碳
[00:17:09.560 --> 00:17:10.560]  我當然要財富
[00:17:10.560 --> 00:17:13.560]  當媽媽想捉財富進屋的時候
[00:17:13.560 --> 00:17:14.560]  兒子就說
[00:17:14.560 --> 00:17:15.560]  不要啊
[00:17:15.560 --> 00:17:18.560]  父母都差不多一年多了
[00:17:18.560 --> 00:17:19.560]  要財富
[00:17:19.560 --> 00:17:21.560]  要健康也不是很久
[00:17:21.560 --> 00:17:23.560]  我現在年輕力壯
[00:17:23.560 --> 00:17:24.560]  最重要是什麼
[00:17:24.560 --> 00:17:25.560]  最重要是成功
[00:17:25.560 --> 00:17:26.560]  我有成功的時候
[00:17:26.560 --> 00:17:27.560]  我就有錢
[00:17:27.560 --> 00:17:28.560]  我就有健康
[00:17:28.560 --> 00:17:30.560]  正當兒子想捉成功進去的時候
[00:17:30.560 --> 00:17:31.560]  女兒就說
[00:17:31.560 --> 00:17:33.560]  不要說那麼多
[00:17:33.560 --> 00:17:34.560]  馬上一個箭步出去
[00:17:34.560 --> 00:17:36.560]  捉了一個和諧進屋
[00:17:36.560 --> 00:17:40.560]  既然進了屋
[00:17:40.560 --> 00:17:42.560]  中國人說米已成炊
[00:17:42.560 --> 00:17:44.560]  一起坐一起吃飯
[00:17:44.560 --> 00:17:46.560]  正當快要開飯的時候
[00:17:46.560 --> 00:17:48.560]  這個和諧的老人家
[00:17:48.560 --> 00:17:50.560]  就會開了門
[00:17:50.560 --> 00:17:53.560]  邀請另外那三個老人家
[00:17:53.560 --> 00:17:55.560]  一起進來
