
[00:00:00.000 --> 00:00:05.520]  讓大家看看我所設計的part point
[00:04:43.600 --> 00:04:45.600]  很多人都要在自己住的地方
[00:04:45.600 --> 00:04:48.200]  回家鄉去報名上策
[00:04:48.200 --> 00:04:49.200]  因着這個緣故
[00:04:49.200 --> 00:04:52.800]  其實很多人在那裏很擠用
[00:04:52.800 --> 00:04:54.800]  不過正正因爲報名上策
[00:04:54.800 --> 00:04:55.800]  這個時間
[00:04:55.800 --> 00:04:57.600]  同一時段發生的
[00:04:57.600 --> 00:04:59.000]  就是馬里亞
[00:04:59.000 --> 00:05:01.200]  他快要生了
[00:05:01.200 --> 00:05:03.200]  最終同一時間
[00:05:03.200 --> 00:05:04.800]  又要趕着報名上策
[00:05:04.800 --> 00:05:06.600]  又要生寶寶的時候
[00:05:06.600 --> 00:05:07.800]  周圍都太多人了
[00:05:07.800 --> 00:05:09.200]  找不到地方住
[00:05:09.200 --> 00:05:10.800]  最終經文這樣講
[00:05:10.800 --> 00:05:12.000]  沒有地方了
[00:05:12.000 --> 00:05:13.200]  就在馬槽裏面
[00:05:13.200 --> 00:05:16.800]  就是耶穌降生的地方
[00:05:16.800 --> 00:05:21.200]  今天去到重要的內容的時候
[00:05:21.200 --> 00:05:22.400]  對我們來講
[00:05:22.400 --> 00:05:24.400]  剛纔我祈禱都是這麼講
[00:05:24.400 --> 00:05:27.800]  我想我看一看大家
[00:05:27.800 --> 00:05:29.400]  我認識了很久的頂姐妹
[00:05:29.400 --> 00:05:30.600]  很多成人默區的
[00:05:30.600 --> 00:05:32.200]  我自己也有小學生
[00:05:32.200 --> 00:05:34.200]  一年班就回教會
[00:05:34.200 --> 00:05:35.400]  我聽的福音
[00:05:35.400 --> 00:05:37.800]  我每一年聽了很多很多次
[00:05:37.800 --> 00:05:40.000]  我可以背得很通透
[00:05:40.000 --> 00:05:42.200]  但是今天我去預備的時候
[00:05:42.200 --> 00:05:44.000]  我都帶着很大的壓力
[00:05:44.000 --> 00:05:45.200]  究竟我對着
[00:05:45.200 --> 00:05:47.000]  可能信了耶穌幾十年的
[00:05:47.000 --> 00:05:49.000]  成人默區的好朋友
[00:05:49.000 --> 00:05:49.800]  你是家長
[00:05:49.800 --> 00:05:51.000]  你要教小朋友的時候
[00:05:51.000 --> 00:05:51.800]  或者你自己
[00:05:51.800 --> 00:05:53.800]  跟神經歷幾十年
[00:05:53.800 --> 00:05:55.200]  今天這個耳熟能詳
[00:05:55.200 --> 00:05:58.200]  好像很古老很老土的內容
[00:05:58.200 --> 00:06:01.000]  不知道會不會再次激動你的心
[00:06:01.000 --> 00:06:04.200]  看着背後的背景
[00:06:04.200 --> 00:06:05.800]  每一年的聖誕節
[00:06:05.800 --> 00:06:08.400]  我仍然希望耶穌基督降生
[00:06:08.400 --> 00:06:12.200]  真的可以搞動激動你的心
[00:06:12.200 --> 00:06:15.400]  所以我今天去預備了四個向道
[00:06:15.400 --> 00:06:17.000]  從耶穌基督降生
[00:06:17.000 --> 00:06:19.000]  四個向道跟大家分享
[00:06:19.000 --> 00:06:21.000]  有什麼重要的事情
[00:06:21.000 --> 00:06:22.400]  第一個
[00:06:22.400 --> 00:06:23.400]  上帝的宣告
[00:06:23.400 --> 00:06:25.400]  經文記載在2張8-9節
[00:06:25.400 --> 00:06:27.600]  我們一起重讀預備起
[00:06:27.600 --> 00:06:29.600]  在伯利恆之野地裏
[00:06:29.600 --> 00:06:31.000]  有牧羊的人
[00:06:31.000 --> 00:06:34.200]  夜間按着奸刺看守羊羣
[00:06:34.200 --> 00:06:37.600]  有主的使者站在他們旁邊
[00:06:37.600 --> 00:06:40.600]  主的榮光四面照着他們
[00:06:40.600 --> 00:06:44.600]  牧羊的人就甚懼怕
[00:06:44.600 --> 00:06:46.600]  經文很簡單地說
[00:06:46.600 --> 00:06:48.600]  耶穌基督降生
[00:06:48.600 --> 00:06:50.800]  除了祂的經歷過程之外
[00:06:50.800 --> 00:06:52.800]  有一件事是我們不可以忽略的
[00:06:52.800 --> 00:06:55.400]  就是信息的傳遞
[00:06:55.400 --> 00:06:57.800]  今天是誰傳遞信息的呢
[00:06:57.800 --> 00:06:59.400]  經文看到
[00:06:59.400 --> 00:07:02.400]  天使首先向牧羊人宣告
[00:07:02.400 --> 00:07:04.800]  救主誕生的信息
[00:07:04.800 --> 00:07:07.400]  而這羣牧羊人有什麼特別
[00:07:07.400 --> 00:07:09.600]  他們是一羣被人視爲
[00:07:09.600 --> 00:07:13.200]  很卑微、很卑微的牧羊人
[00:07:13.200 --> 00:07:16.200]  這是上帝的宣告
[00:07:16.200 --> 00:07:20.400]  2張8-9節
[00:07:20.400 --> 00:07:22.400]  天使的報喜
[00:07:22.400 --> 00:07:25.600]  2張10-11節以及13-15節
[00:07:25.600 --> 00:07:28.000]  我們再一次重讀預備起
[00:07:28.000 --> 00:07:30.000]  那天使對他們說
[00:07:30.000 --> 00:07:31.400]  不要懼怕
[00:07:31.400 --> 00:07:33.800]  我報給你們大喜的信息
[00:07:33.800 --> 00:07:35.800]  是關乎萬民的
[00:07:35.800 --> 00:07:38.200]  因今天在大位的城裏
[00:07:38.200 --> 00:07:40.200]  爲你們伸了救主
[00:07:40.200 --> 00:07:42.000]  就是主基督
[00:07:42.000 --> 00:07:44.200]  忽然有一大隊天兵
[00:07:44.200 --> 00:07:46.800]  和那天使讚美神說
[00:07:46.800 --> 00:07:49.800]  在至高之處榮耀歸於神
[00:07:49.800 --> 00:07:53.800]  在地上平安歸於他所喜悅的人
[00:07:53.800 --> 00:07:56.000]  衆天使離開他們
[00:07:56.000 --> 00:07:57.600]  昇天去了
[00:07:57.600 --> 00:07:59.600]  牧羊的人彼此說
[00:07:59.600 --> 00:08:01.600]  我們往伯利行去
[00:08:01.600 --> 00:08:03.600]  康康所成的事
[00:08:03.600 --> 00:08:08.000]  就是主所指示我們的事
[00:08:08.000 --> 00:08:10.600]  耶穌剛纔在歷史裏說了
[00:08:10.600 --> 00:08:13.800]  是凱撒爾古斯都管治的時期
[00:08:13.800 --> 00:08:16.200]  這個皇帝翻查歷史
[00:08:16.200 --> 00:08:18.000]  不是衰皇帝也好
[00:08:18.000 --> 00:08:20.200]  因爲他用盡他的方法
[00:08:20.200 --> 00:08:23.000]  去和其他周邊的國家打仗
[00:08:23.000 --> 00:08:24.000]  以至打勝仗
[00:08:24.000 --> 00:08:25.000]  贏了之後
[00:08:25.000 --> 00:08:29.000]  他的國民可以得到安穩的生活
[00:08:29.000 --> 00:08:31.200]  知道這個皇他統治的時間
[00:08:31.200 --> 00:08:33.600]  在歷史裏怎麼被稱重嗎
[00:08:33.600 --> 00:08:35.400]  有個名稱這樣說
[00:08:35.400 --> 00:08:38.800]  當凱撒爾古斯都管治羅馬帝國的時間
[00:08:38.800 --> 00:08:44.600]  後人專稱他爲羅馬和平的時期
[00:08:44.600 --> 00:08:45.600]  不容易的
[00:08:45.600 --> 00:08:48.800]  很多皇在歷史裏都是很衰很差很弱
[00:08:48.800 --> 00:08:52.600]  但他的管治是被稱爲羅馬和平的時期
[00:08:52.600 --> 00:08:53.800]  你可以想象
[00:08:53.800 --> 00:08:56.600]  在當時當年身處的人民
[00:08:56.600 --> 00:08:59.000]  是得着很好的平安
[00:08:59.000 --> 00:09:01.200]  但在這裏我要強調一件事
[00:09:01.200 --> 00:09:04.200]  羅馬帝國的平安是靠打仗
[00:09:04.200 --> 00:09:05.800]  靠戰爭
[00:09:05.800 --> 00:09:07.400]  剿滅其他的人
[00:09:07.400 --> 00:09:09.000]  纔得到他們肉體上
[00:09:09.000 --> 00:09:11.400]  生活上一絲的安穩
[00:09:11.400 --> 00:09:13.400]  但心靈裏面
[00:09:13.400 --> 00:09:15.000]  等下我們想想心靈裏面
[00:09:15.000 --> 00:09:19.800]  誰纔可以給他心靈裏面的安恕和安穩
[00:09:19.800 --> 00:09:23.000]  不是羅馬帝國的皇帝
[00:09:23.000 --> 00:09:24.400]  是唯有神
[00:09:24.400 --> 00:09:27.400]  纔可以給人有心底裏面的安恕
[00:09:27.400 --> 00:09:30.600]  和安穩的平安
[00:09:30.600 --> 00:09:33.400]  正正在這個歷史的背景之下
[00:09:33.400 --> 00:09:36.400]  路加就以天使作爲宣告
[00:09:36.400 --> 00:09:40.200]  就是剛纔我們所讀的二章十到十五節
[00:09:40.200 --> 00:09:41.400]  有什麼目的呢
[00:09:41.400 --> 00:09:44.200]  他要達出真正的拯救者
[00:09:44.200 --> 00:09:46.200]  不是帝國的皇帝
[00:09:46.200 --> 00:09:49.200]  而是因着耶穌基督的降生
[00:09:49.200 --> 00:09:53.000]  我們纔可以得到肉體和心靈上的平安
[00:09:53.000 --> 00:09:56.000]  這是天使報喜的最重要的信息
[00:09:56.000 --> 00:09:57.800]  這位拯救者是誰
[00:09:57.800 --> 00:09:59.600]  拯救者是萬民之主
[00:09:59.600 --> 00:10:01.400]  是上帝的兒子
[00:10:01.400 --> 00:10:03.600]  路加要告訴大家
[00:10:03.600 --> 00:10:06.600]  大喜的信息是關乎萬民
[00:10:06.600 --> 00:10:09.000]  你們看下二章十節
[00:10:09.000 --> 00:10:12.800]  他報給你們的大喜信息是關乎萬民
[00:10:12.800 --> 00:10:14.400]  路加再次說出
[00:10:14.400 --> 00:10:17.000]  這不是屬於你自己一個人的信息
[00:10:17.000 --> 00:10:21.600]  這也不是屬於社會地位很高的貴族的信息
[00:10:21.600 --> 00:10:25.600]  這是屬於全世界每個人都可以享有的信息
[00:10:25.600 --> 00:10:28.000]  包括被遺棄
[00:10:28.000 --> 00:10:31.800]  以及被視爲卑微忽略的人
[00:10:31.800 --> 00:10:34.200]  走私之前第一點
[00:10:34.200 --> 00:10:39.600]  牧羊人被很多人都認爲是卑微低賤的人
[00:10:39.600 --> 00:10:41.000]  去到第三點
[00:10:41.000 --> 00:10:42.800]  耶穌的記號
[00:10:42.800 --> 00:10:44.000]  基本上很簡單
[00:10:44.000 --> 00:10:45.000]  一節
[00:10:45.000 --> 00:10:47.400]  二章十二節
[00:10:47.400 --> 00:10:49.000]  你們要看見一個嬰孩
[00:10:49.000 --> 00:10:51.200]  巴作報我在馬槽裏
[00:10:51.200 --> 00:10:54.000]  那就是記號了
[00:10:54.000 --> 00:10:55.200]  蝙蝠不多
[00:10:55.200 --> 00:10:56.400]  直接了當
[00:10:56.400 --> 00:10:57.600]  路加就說
[00:10:57.600 --> 00:10:59.400]  你會看到一個嬰孩
[00:10:59.400 --> 00:11:00.800]  很簡單的
[00:11:00.800 --> 00:11:03.200]  巴作報我在馬槽裏
[00:11:03.200 --> 00:11:05.600]  那就是記號了
[00:11:05.600 --> 00:11:08.200]  最後這一點
[00:11:08.200 --> 00:11:10.000]  牧羊人的反應
[00:11:10.000 --> 00:11:11.400]  二章九到十節
[00:11:11.400 --> 00:11:12.400]  先看第一段
[00:11:12.400 --> 00:11:14.400]  我和大家重讀
[00:11:14.400 --> 00:11:16.600]  有主的使者站在他們旁邊
[00:11:16.600 --> 00:11:19.000]  主的榮光四面照着他們
[00:11:19.000 --> 00:11:21.400]  牧羊的人就甚懼怕
[00:11:21.400 --> 00:11:22.400]  天使對他們說
[00:11:22.400 --> 00:11:23.600]  不需要懼怕
[00:11:23.600 --> 00:11:25.600]  我報給你們大喜的信息
[00:11:25.600 --> 00:11:28.400]  是關乎萬民的
[00:11:28.400 --> 00:11:29.800]  很明顯在經文裏面
[00:11:29.800 --> 00:11:32.000]  誰和誰說話
[00:11:32.000 --> 00:11:34.000]  使者站在牧羊人的旁邊
[00:11:34.000 --> 00:11:35.800]  和他們說
[00:11:35.800 --> 00:11:38.600]  就是之前所說的大喜信息
[00:11:38.600 --> 00:11:40.800]  但我們見到牧羊人有什麼反應
[00:11:40.800 --> 00:11:43.000]  第一個反應
[00:11:43.000 --> 00:11:44.600]  第九節
[00:11:44.600 --> 00:11:47.800]  牧羊的人就甚懼怕
[00:11:47.800 --> 00:11:49.600]  很害怕
[00:11:49.600 --> 00:11:50.400]  對他們來說
[00:11:50.400 --> 00:11:53.200]  沒有想象過天使神的使者
[00:11:53.200 --> 00:11:55.200]  會親自和他們說話
[00:11:55.200 --> 00:11:56.400]  牧羊人很害怕
[00:11:56.400 --> 00:11:58.400]  他第一個感覺和反應就是
[00:11:58.400 --> 00:12:00.800]  我很懼怕
[00:12:00.800 --> 00:12:03.400]  但原來不要懼怕這個詞語
[00:12:03.400 --> 00:12:04.600]  在《路加福音》
[00:12:04.600 --> 00:12:07.000]  一章和第二章
[00:12:07.000 --> 00:12:08.400]  完全不陌生
[00:12:08.400 --> 00:12:10.400]  因爲你不只是第一次看
[00:12:10.400 --> 00:12:13.000]  你會看到第三次
[00:12:13.000 --> 00:12:14.400]  怎麼說呢
[00:12:14.400 --> 00:12:17.000]  原來兩章的經文裏面
[00:12:17.000 --> 00:12:19.200]  一章十三節
[00:12:19.200 --> 00:12:22.400]  第一次天使和撒加利亞說
[00:12:22.400 --> 00:12:24.400]  撒加利亞不要害怕
[00:12:24.400 --> 00:12:26.600]  因爲你的祈禱已經被聽見
[00:12:26.600 --> 00:12:29.800]  你的妻子伊麗莎白要給你新一個兒子
[00:12:29.800 --> 00:12:31.600]  你要給他起名叫約翰
[00:12:31.600 --> 00:12:34.000]  這是第一次
[00:12:34.000 --> 00:12:36.000]  第二次是一章三十節
[00:12:36.000 --> 00:12:38.600]  天使對瑪利亞說
[00:12:38.600 --> 00:12:40.200]  瑪利亞不要怕
[00:12:40.200 --> 00:12:43.400]  你在神面前已經蒙恩了
[00:12:43.400 --> 00:12:45.800]  而第三次呢
[00:12:45.800 --> 00:12:47.200]  是今天講到的經文
[00:12:47.200 --> 00:12:49.000]  二章十節
[00:12:49.000 --> 00:12:50.600]  天使和牧羊人說
[00:12:50.600 --> 00:12:51.800]  不要懼怕
[00:12:51.800 --> 00:12:54.000]  我報給你們帶來的信息
[00:12:54.000 --> 00:12:57.400]  是關乎萬民的
[00:12:57.400 --> 00:12:59.800]  原來不陌生不要懼怕
[00:12:59.800 --> 00:13:03.400]  到今天二章十節已經是第三次
[00:13:03.400 --> 00:13:04.600]  彰顯給大家聽
[00:13:04.600 --> 00:13:09.600]  不要懼怕
[00:13:09.600 --> 00:13:11.600]  再看多一次剛纔那段經文
[00:13:11.600 --> 00:13:14.800]  第九和第十節
[00:13:14.800 --> 00:13:16.800]  天使和牧羊人說
[00:13:16.800 --> 00:13:18.600]  不需要懼怕
[00:13:18.600 --> 00:13:20.200]  有些頂姐妹都會想
[00:13:20.200 --> 00:13:21.800]  沒可能的
[00:13:21.800 --> 00:13:23.200]  我面對着一些我很擔心
[00:13:23.200 --> 00:13:24.600]  我很害怕的事情
[00:13:24.600 --> 00:13:27.200]  難道你講一句不用怕就不會怕嗎
[00:13:27.200 --> 00:13:28.200]  你們都試過是吧
[00:13:28.200 --> 00:13:29.800]  當你很害怕的時候
[00:13:29.800 --> 00:13:31.600]  身邊的人會跟你說
[00:13:31.600 --> 00:13:33.200]  不要那麼緊張
[00:13:33.200 --> 00:13:34.800]  不要那麼擔心
[00:13:34.800 --> 00:13:36.000]  到時再說吧
[00:13:36.000 --> 00:13:37.800]  來到再說吧
[00:13:37.800 --> 00:13:40.200]  你覺得別人跟你說這句話
[00:13:40.200 --> 00:13:41.600]  你是不是馬上會沒事
[00:13:41.600 --> 00:13:43.200]  我不怕了
[00:13:43.200 --> 00:13:45.000]  當然不會了
[00:13:45.000 --> 00:13:48.400]  你試過考試之前很緊張嗎
[00:13:48.400 --> 00:13:50.800]  你試過你作爲婦女太太
[00:13:50.800 --> 00:13:52.800]  你懷孕生子之前
[00:13:52.800 --> 00:13:54.400]  哎呀 作動了 要生寶寶了
[00:13:54.400 --> 00:13:56.400]  去到醫院你緊不緊張
[00:13:56.400 --> 00:13:57.800]  不緊張一定沒事的
[00:13:57.800 --> 00:13:58.800]  不 不會的
[00:13:58.800 --> 00:14:00.600]  每個媽媽都很緊張
[00:14:00.600 --> 00:14:03.200]  很怕寶寶出生的時候平不平安
[00:14:03.200 --> 00:14:04.800]  你很緊張
[00:14:04.800 --> 00:14:06.600]  難道你丈夫講一句
[00:14:06.600 --> 00:14:08.600]  不用緊張 一定沒事的
[00:14:08.600 --> 00:14:09.600]  你就不緊張嗎
[00:14:09.600 --> 00:14:11.000]  不會的
[00:14:11.000 --> 00:14:13.000]  原來那份平安那份恐懼
[00:14:13.000 --> 00:14:15.000]  不是你身邊人單單講一句
[00:14:15.000 --> 00:14:18.600]  你不用緊張 你就不會緊張
[00:14:18.600 --> 00:14:21.200]  但爲什麼神的使者天使
[00:14:21.200 --> 00:14:24.600]  仍然跟牧羊人說不要懼怕
[00:14:24.600 --> 00:14:26.600]  爲什麼他有這麼大的力量
[00:14:26.600 --> 00:14:30.800]  去肯定你們不用害怕呢
[00:14:30.800 --> 00:14:32.400]  答案就在這裏
[00:14:32.400 --> 00:14:35.600]  因爲當喜樂存在的時候
[00:14:35.600 --> 00:14:38.400]  懼怕就會被除去
[00:14:38.400 --> 00:14:40.200]  第十節怎麼說的
[00:14:40.200 --> 00:14:45.200]  不要懼怕 我報給你們大喜的信息
[00:14:45.200 --> 00:14:48.000]  是關乎萬民的
[00:14:48.000 --> 00:14:50.200]  天使很肯定跟牧羊人說
[00:14:50.200 --> 00:14:51.800]  你不需要擔心
[00:14:51.800 --> 00:14:53.400]  雖然今天你面對經歷的事
[00:14:53.400 --> 00:14:56.600]  你覺得很奇怪 很神奇
[00:14:56.600 --> 00:14:58.800]  你沒有想過你接受不了
[00:14:58.800 --> 00:15:02.000]  但這個大的信息是關乎萬民的
[00:15:02.000 --> 00:15:03.200]  因着這份喜樂
[00:15:03.200 --> 00:15:04.800]  因着耶穌基督的降生
[00:15:04.800 --> 00:15:09.600]  你不再需要懼怕
[00:15:09.600 --> 00:15:11.000]  心情一轉
[00:15:11.000 --> 00:15:13.800]  由天使跟牧羊人說
[00:15:13.800 --> 00:15:15.000]  牧羊人很害怕的時候
[00:15:15.000 --> 00:15:16.200]  不要懼怕
[00:15:16.200 --> 00:15:19.200]  我給大家看第四點的第二段經文
[00:15:19.200 --> 00:15:20.800]  二章十五到二十節
[00:15:20.800 --> 00:15:23.000]  你們會看到牧羊人
[00:15:23.000 --> 00:15:25.000]  由一個懼怕的心情
[00:15:25.000 --> 00:15:27.200]  轉爲一個怎樣的心情
[00:15:27.200 --> 00:15:30.200]  二章十五節
[00:15:30.200 --> 00:15:31.600]  牧羊人彼此說
[00:15:31.600 --> 00:15:33.000]  我們往巴黎行去
[00:15:33.000 --> 00:15:34.400]  康康所成的事
[00:15:34.400 --> 00:15:38.200]  就是主所指示我們的
[00:15:38.200 --> 00:15:42.200]  到最後二章二十節
[00:15:42.200 --> 00:15:43.600]  經文這樣說
[00:15:43.600 --> 00:15:45.200]  牧羊人回去了
[00:15:45.200 --> 00:15:47.600]  因爲所聽見所看見一切事
[00:15:47.600 --> 00:15:50.000]  正如天使向他們所說的
[00:15:50.000 --> 00:15:54.400]  就歸榮耀與神讚美他
[00:15:54.400 --> 00:15:56.200]  還記不記得
[00:15:56.200 --> 00:15:58.400]  之前牧羊人是怎樣的
[00:15:58.400 --> 00:15:59.800]  我很害怕
[00:15:59.800 --> 00:16:02.000]  所以神的使者跟他說
[00:16:02.000 --> 00:16:04.000]  你不需要懼怕
[00:16:04.000 --> 00:16:06.000]  去安撫他
[00:16:06.000 --> 00:16:09.600]  到這一刻整個心情被扭轉
[00:16:09.600 --> 00:16:12.400]  整羣牧羊人去商量
[00:16:12.400 --> 00:16:13.800]  不如我們去看看
[00:16:13.800 --> 00:16:14.800]  我們真的去
[00:16:14.800 --> 00:16:16.600]  按着使者所說的
[00:16:16.600 --> 00:16:18.200]  就去
[00:16:18.200 --> 00:16:19.600]  十六十七十八十九
[00:16:19.600 --> 00:16:22.000]  描述他們去到尋找的過程
[00:16:22.000 --> 00:16:24.200]  並且真的見到
[00:16:24.200 --> 00:16:27.400]  最終牧羊人因爲所看見一切事
[00:16:27.400 --> 00:16:29.200]  所經歷的事情
[00:16:29.200 --> 00:16:37.400]  就歸榮耀給神讚美他
[00:16:37.400 --> 00:16:41.400]  我用了大概十三分鐘
