
[00:00:00.000 --> 00:00:11.000]  親愛的朋友,親愛的弟兄姊妹,平安!
[00:02:28.000 --> 00:02:36.000]  今日是甚麼主日,傳道主日
[00:02:36.000 --> 00:02:42.000]  根據尖浸的傳統,傳道主日不是叫人奉獻去做傳道
[00:02:42.000 --> 00:02:47.000]  如果要奉獻去做傳道,我們有一個叫神學教育主日
[00:02:47.000 --> 00:02:52.000]  我們傳道主日是等於一般教會叫做報道主日
[00:02:52.000 --> 00:02:57.000]  是要挑旺弟兄姊妹有報道的心智
[00:02:57.000 --> 00:03:03.000]  為甚麼教會不厭其煩,每年都一定會有這個主日
[00:03:03.000 --> 00:03:11.000]  一而再,再而三,強調我們每個人都要去報道,去傳福音
[00:03:11.000 --> 00:03:17.000]  因為這個是關乎永生和永死的問題
[00:03:17.000 --> 00:03:21.000]  因為除去以外,別無拯救
[00:03:21.000 --> 00:03:28.000]  天下人間沒有此刻別的命,使我們可以得救
[00:03:28.000 --> 00:03:32.000]  這是教會存留在這個世上最重要的意義
[00:03:32.000 --> 00:03:39.000]  弟兄姊妹,將來回到天家,我們需不需要傳福音
[00:03:39.000 --> 00:03:44.000]  不需要了,我們沒理由和使徒保羅傳福音
[00:03:44.000 --> 00:03:47.000]  沒理由和彼得去傳福音
[00:03:47.000 --> 00:03:52.000]  我們傳福音是我們今生的事
[00:03:52.000 --> 00:03:57.000]  只是這一生,只是有這個機會
[00:03:57.000 --> 00:04:03.000]  所以報道、傳道更加不是傳道報一報的事
[00:04:03.000 --> 00:04:10.000]  這是關乎所有弟兄姊妹的事,在座每一位的事
[00:04:10.000 --> 00:04:14.000]  親愛的弟兄姊妹,搶救靈魂
[00:04:14.000 --> 00:04:20.000]  從來都是我們基督門徒活在這個世上最重要的照明
[00:04:20.000 --> 00:04:24.000]  沒有事比這件事重要
[00:04:24.000 --> 00:04:29.000]  古林多前書剛才我們所看,九章二十三到二十七節
[00:04:29.000 --> 00:04:35.000]  使徒保羅究竟是以什麼態度來過他在世寄居客旅的生活
[00:04:35.000 --> 00:04:40.000]  他怎樣做一個搶救靈魂的救兵
[00:04:40.000 --> 00:04:44.000]  二十五節我們一起讀
[00:05:10.000 --> 00:05:15.000]  古語有云,功欲善其事
[00:05:15.000 --> 00:05:18.000]  下一句,必先利其器
[00:05:18.000 --> 00:05:20.000]  一定要有所準備
[00:05:20.000 --> 00:05:24.000]  那個最重要的兵器是什麼
[00:05:24.000 --> 00:05:27.000]  那個兵器就是我們自己
[00:05:27.000 --> 00:05:30.000]  如果我們要做一個搶救靈魂的救兵
[00:05:30.000 --> 00:05:36.000]  其實有幾方面值得我們留心
[00:05:36.000 --> 00:05:41.000]  首先我們要認識我是誰
[00:05:41.000 --> 00:05:45.000]  我是誰,當然我知道自己的名字是誰
[00:05:45.000 --> 00:05:49.000]  不只是單單知道自己的名字
[00:05:49.000 --> 00:05:52.000]  我們可能很了解我們的仇敵
[00:05:52.000 --> 00:05:56.000]  但可能我們對自己不太認識
[00:05:56.000 --> 00:05:58.000]  要認識真正的自己
[00:05:58.000 --> 00:06:01.000]  有時要通過生活上的鍛鍊
[00:06:01.000 --> 00:06:05.000]  才能夠知道自己的強,知道自己的弱在哪裡
[00:06:05.000 --> 00:06:07.000]  二十五節使徒保羅說
[00:06:07.000 --> 00:06:12.000]  凡較力增盛的諸事都有節制
[00:06:12.000 --> 00:06:17.000]  什麼叫做諸事
[00:06:17.000 --> 00:06:22.000]  接下來是新的農曆年,是什麼年
[00:06:22.000 --> 00:06:26.000]  所以有些人見到揮春的時候,諸事順利
[00:06:26.000 --> 00:06:29.000]  諸事是指什麼呢
[00:06:29.000 --> 00:06:31.000]  和修的翻譯
[00:06:31.000 --> 00:06:37.000]  凡參加競賽的在各方面都要有節制
[00:06:37.000 --> 00:06:41.000]  各方面,每一個層面
[00:06:41.000 --> 00:06:44.000]  節制這個字很有意思
[00:06:44.000 --> 00:06:49.000]  意思是要對你自己,對我們這個肉身
[00:06:49.000 --> 00:06:51.000]  行使一個主權
[00:06:51.000 --> 00:06:52.000]  什麼主權呢
[00:06:52.000 --> 00:06:55.000]  就是要使我們的思想,慾望,行為
[00:06:55.000 --> 00:07:00.000]  都在這種控制,在這種掌握裡
[00:07:00.000 --> 00:07:04.000]  是不讓任何一方面放縱泛濫
[00:07:04.000 --> 00:07:06.000]  要控制
[00:07:06.000 --> 00:07:10.000]  攻克己身,叫身伏我
[00:07:10.000 --> 00:07:12.000]  另外一個翻譯
[00:07:12.000 --> 00:07:15.000]  他說我克制己身
[00:07:15.000 --> 00:07:19.000]  使他完全順服
[00:07:19.000 --> 00:07:25.000]  節制是很重要的
[00:07:25.000 --> 00:07:27.000]  你知道那些運動員
[00:07:27.000 --> 00:07:31.000]  我不知道我們在座中間有沒有職業運動員
[00:07:31.000 --> 00:07:32.000]  如果沒有職業運動員
[00:07:32.000 --> 00:07:36.000]  或者我們接下來會跑渣打螞蟻蟲
[00:07:36.000 --> 00:07:39.000]  你就知道如果你要跑得好
[00:07:39.000 --> 00:07:44.000]  你有很多除了體能和技巧的鍛鍊之外
[00:07:44.000 --> 00:07:47.000]  有些東西你不要吃那麼多
[00:07:47.000 --> 00:07:49.000]  你在生活上都有一些操守
[00:07:49.000 --> 00:07:50.000]  你要留意
[00:07:50.000 --> 00:07:51.000]  在飲食上你要節制
[00:07:51.000 --> 00:07:54.000]  起居,作息你都要有所節制
[00:07:54.000 --> 00:07:59.000]  務求你要保持一個最佳的作戰狀態
[00:07:59.000 --> 00:08:05.000]  在比賽的時候發揮得最好
[00:08:05.000 --> 00:08:07.000]  如果你喜歡看足球比賽
[00:08:07.000 --> 00:08:10.000]  我自己很喜歡看
[00:08:10.000 --> 00:08:13.000]  不過星期六就不看
[00:08:13.000 --> 00:08:15.000]  因為也沒有教
[00:08:15.000 --> 00:08:17.000]  因為教了你就會看
[00:08:17.000 --> 00:08:19.000]  所以星期六一看
[00:08:19.000 --> 00:08:22.000]  不可能,時間很長
[00:08:22.000 --> 00:08:26.000]  但你看看歐洲那些頂級的足球聯賽
[00:08:26.000 --> 00:08:28.000]  你會發覺有不少的足球員
[00:08:28.000 --> 00:08:32.000]  他們即使練過30有半
[00:08:32.000 --> 00:08:36.000]  仍然可以繼續打球
[00:08:36.000 --> 00:08:37.000]  有哪些呢?
[00:08:37.000 --> 00:08:38.000]  如果你熟悉
[00:08:38.000 --> 00:08:41.000]  有沒有聽過一個叫伊巴謙莫域
[00:08:41.000 --> 00:08:44.000]  今年他多少歲?
[00:08:44.000 --> 00:08:46.000]  38歲
[00:08:46.000 --> 00:08:50.000]  有沒有聽過一個叫做寶芳?
[00:08:50.000 --> 00:08:52.000]  這是意大利的江門
[00:08:52.000 --> 00:08:54.000]  41歲
[00:08:54.000 --> 00:08:56.000]  比我年輕
[00:08:56.000 --> 00:09:00.000]  但是他們是因著他們生活上的節制
[00:09:00.000 --> 00:09:03.000]  而保持自己在最佳的狀態
[00:09:03.000 --> 00:09:07.000]  可以打足90分鐘激烈的賽事
[00:09:07.000 --> 00:09:10.000]  因為他們有節制
[00:09:10.000 --> 00:09:13.000]  為了在場上奪冠
[00:09:13.000 --> 00:09:14.000]  弟兄姊妹
[00:09:14.000 --> 00:09:19.000]  如果你和我為了福音
[00:09:19.000 --> 00:09:23.000]  我們會不會有節制?
[00:09:23.000 --> 00:09:25.000]  加拿大書五章二十二到二十三節
[00:09:25.000 --> 00:09:28.000]  我們很熟悉的經文
[00:09:28.000 --> 00:09:31.000]  那裏說聖靈的果子就是
[00:09:31.000 --> 00:09:33.000]  仁愛
[00:09:33.000 --> 00:09:35.000]  喜樂
[00:09:35.000 --> 00:09:36.000]  和平
[00:09:36.000 --> 00:09:37.000]  忍耐
[00:09:37.000 --> 00:09:39.000]  恩慈
[00:09:39.000 --> 00:09:40.000]  良善
[00:09:40.000 --> 00:09:41.000]  信實
[00:09:41.000 --> 00:09:42.000]  溫柔
[00:09:42.000 --> 00:09:44.000]  還有一個是什麼?
[00:09:44.000 --> 00:09:46.000]  節制
[00:09:46.000 --> 00:09:48.000]  弟兄姊妹
[00:09:48.000 --> 00:09:51.000]  我們會為了福音
[00:09:51.000 --> 00:09:52.000]  為了全福音
[00:09:52.000 --> 00:09:54.000]  更好的狀態
[00:09:54.000 --> 00:09:58.000]  我有些東西我會節制
[00:09:58.000 --> 00:10:00.000]  今天你和我都要找出
[00:10:00.000 --> 00:10:03.000]  我們需要節制的地方
[00:10:03.000 --> 00:10:05.000]  或許可能是金錢
[00:10:05.000 --> 00:10:08.000]  或許可能是享受
[00:10:08.000 --> 00:10:10.000]  或許可能是物質
[00:10:10.000 --> 00:10:12.000]  但是我們要節制的目的
[00:10:12.000 --> 00:10:14.000]  為的是只有一個
[00:10:14.000 --> 00:10:22.000]  就是要與人同得福音的好處
[00:10:22.000 --> 00:10:23.000]  司徒保羅說
[00:10:23.000 --> 00:10:26.000]  我們作為一群被主救贖的人
[00:10:26.000 --> 00:10:30.000]  要知道我們究竟是為了什麼而活
[00:10:30.000 --> 00:10:32.000]  我們要有一個清晰的目標
[00:10:32.000 --> 00:10:34.000]  所以二十六節那裏怎麼說?
[00:10:34.000 --> 00:10:35.000]  我們一起讀
[00:10:35.000 --> 00:10:38.000]  二十六節
[00:10:44.000 --> 00:10:52.000]  如果我們去跑馬拉松
[00:10:52.000 --> 00:10:55.000]  我們不會和別人相反地跑
[00:10:55.000 --> 00:10:56.000]  除非你說很辛苦
[00:10:56.000 --> 00:10:58.000]  還是跑回家算了
[00:10:58.000 --> 00:11:00.000]  你是一定向著那個目標
[00:11:00.000 --> 00:11:01.000]  一直地跑
[00:11:01.000 --> 00:11:03.000]  無論是十公里
[00:11:03.000 --> 00:11:04.000]  無論是半馬
[00:11:04.000 --> 00:11:05.000]  或者全馬
[00:11:05.000 --> 00:11:07.000]  你都知道有一個目標在那裏前面
[00:11:07.000 --> 00:11:08.000]  司徒保羅說
[00:11:08.000 --> 00:11:11.000]  我們跑不是好像沒有方向地跑
[00:11:11.000 --> 00:11:13.000]  鬥拳不是在打空氣
[00:11:13.000 --> 00:11:15.000]  如果你鬥拳在打空氣
[00:11:15.000 --> 00:11:16.000]  即是打不中
[00:11:16.000 --> 00:11:17.000]  那你會被人打
[00:11:17.000 --> 00:11:19.000]  即是你打不中他
[00:11:19.000 --> 00:11:20.000]  你在打空氣
[00:11:20.000 --> 00:11:22.000]  這裏說我們基督徒的人生
[00:11:22.000 --> 00:11:24.000]  其實我們要有一個很清晰
[00:11:24.000 --> 00:11:27.000]  很正確的目標
[00:11:27.000 --> 00:11:29.000]  不浪費每一分力氣
[00:11:29.000 --> 00:11:32.000]  在那些無關痛癢的事上
[00:11:32.000 --> 00:11:33.000]  其實值得注意的
[00:11:33.000 --> 00:11:34.000]  你想想
[00:11:34.000 --> 00:11:37.000]  司徒保羅和他同時代的信徒
[00:11:37.000 --> 00:11:38.000]  或者那些使徒
[00:11:38.000 --> 00:11:43.000]  都有一個很強烈的末世觀
[00:11:43.000 --> 00:11:50.000]  他們認為耶穌很快會回來
[00:11:50.000 --> 00:11:52.000]  結果一等
[00:11:52.000 --> 00:11:53.000]  等了很久
[00:11:53.000 --> 00:11:56.000]  耶穌都還沒有回來
[00:11:56.000 --> 00:11:58.000]  但是當時在他們的心目中認為
[00:11:58.000 --> 00:12:00.000]  耶穌要很快回來
[00:12:00.000 --> 00:12:02.000]  我們要好好努力去傳福音
[00:12:02.000 --> 00:12:05.000]  很多人都還沒有得救
[00:12:05.000 --> 00:12:07.000]  今天我不知道你渴不渴想
[00:12:07.000 --> 00:12:14.000]  耶穌快點回來
[00:12:14.000 --> 00:12:16.000]  還是你說
[00:12:16.000 --> 00:12:18.000]  耶穌不要這麼快回來
[00:12:18.000 --> 00:12:21.000]  我們都還沒有得救
[00:12:21.000 --> 00:12:22.000]  如果耶穌一回來
[00:12:22.000 --> 00:12:27.000]  就一切都終止
[00:12:27.000 --> 00:12:29.000]  但是他們又很渴望耶穌
[00:12:29.000 --> 00:12:31.000]  祂會回來
[00:12:31.000 --> 00:12:34.000]  所以要努力
[00:12:34.000 --> 00:12:38.000]  不知道你覺得主回來的日子近不近
[00:12:38.000 --> 00:12:39.000]  聖經記載
[00:12:39.000 --> 00:12:41.000]  主回來的日子近
[00:12:41.000 --> 00:12:45.000]  就好像站在門外
[00:12:45.000 --> 00:12:49.000]  就好像站在門外敲門那麼近
[00:12:49.000 --> 00:12:51.000]  那天我有一次看新聞
[00:12:51.000 --> 00:12:54.000]  剛剛在去年的年底
[00:12:54.000 --> 00:13:00.000]  那天說德國下暴雪
[00:13:00.000 --> 00:13:02.000]  下得很深
[00:13:02.000 --> 00:13:04.000]  但是下一個鏡頭是說哪裡呢?
[00:13:04.000 --> 00:13:07.000]  說以色列的戈蘭高地
[00:13:07.000 --> 00:13:09.000]  都同樣下暴雪
[00:13:09.000 --> 00:13:13.000]  是這麼多年來很少遇到
[00:13:13.000 --> 00:13:18.000]  白白的雪遮蓋戈蘭高地
[00:13:18.000 --> 00:13:23.000]  主回來是否真的近呢?
[00:13:23.000 --> 00:13:25.000]  如果主回來真的近的話
[00:13:25.000 --> 00:13:28.000]  我們就要想
[00:13:28.000 --> 00:13:34.000]  身邊還有很多人還沒有認識
[00:13:34.000 --> 00:13:38.000]  但是他們的時間不是很多
[00:13:38.000 --> 00:13:42.000]  或許你說你叫我去報道
[00:13:42.000 --> 00:13:45.000]  你叫我出去
[00:13:45.000 --> 00:13:47.000]  傳播音我很害怕
[00:13:47.000 --> 00:13:50.000]  我不敢出去
[00:13:50.000 --> 00:13:52.000]  但是如果那些是
[00:13:52.000 --> 00:13:54.000]  就算你說好我不出去
[00:13:54.000 --> 00:13:57.000]  但是在你身邊有很多家人
[00:13:57.000 --> 00:13:59.000]  很多好的朋友
[00:13:59.000 --> 00:14:01.000]  很多你的好同事
[00:14:01.000 --> 00:14:03.000]  很多你的親友
[00:14:03.000 --> 00:14:11.000]  他們仍然在福音的門外
[00:14:11.000 --> 00:14:14.000]  所以士同寶來說
[00:14:14.000 --> 00:14:16.000]  我們是有目標
[00:14:16.000 --> 00:14:19.000]  跑的時候知道在跑去哪裡
[00:14:19.000 --> 00:14:22.000]  鬥拳的時候我們不是在打空氣
[00:14:22.000 --> 00:14:23.000]  為什麼這樣說?
[00:14:23.000 --> 00:14:24.000]  27節他繼續
[00:14:24.000 --> 00:14:27.000]  他說恐怕我傳播音給別人
[00:14:27.000 --> 00:14:32.000]  自己被棄絕了
[00:14:32.000 --> 00:14:35.000]  什麼叫棄絕?
[00:14:35.000 --> 00:14:38.000]  什麼叫棄絕?
[00:14:38.000 --> 00:14:40.000]  我收板翻譯為
[00:14:40.000 --> 00:14:44.000]  反而被淘汰
[00:14:44.000 --> 00:14:46.000]  被淘汰
[00:14:46.000 --> 00:14:48.000]  你知道保羅說的時候
[00:14:48.000 --> 00:14:49.000]  是用運動的比喻
[00:14:49.000 --> 00:14:51.000]  比喻我們基督徒的人生
[00:14:51.000 --> 00:14:54.000]  他說這裡其實保羅不是說
[00:14:54.000 --> 00:14:56.000]  他自己得不得救的問題
[00:14:56.000 --> 00:14:59.000]  他很肯定清楚知道他自己得救
[00:14:59.000 --> 00:15:00.000]  從大馬骰的路上
[00:15:00.000 --> 00:15:02.000]  他一生已經被改變
[00:15:02.000 --> 00:15:04.000]  他不可能不清楚自己得不得救
[00:15:04.000 --> 00:15:06.000]  他不是說這件事
[00:15:06.000 --> 00:15:07.000]  他說那些運動員
[00:15:07.000 --> 00:15:09.000]  他被取消資格
[00:15:09.000 --> 00:15:11.000]  可能因為不能夠接受考驗
[00:15:11.000 --> 00:15:13.000]  又或者在比賽中犯規
[00:15:13.000 --> 00:15:19.000]  而不再能夠參加比賽而被淘汰
[00:15:19.000 --> 00:15:21.000]  他說如果這些應用在
[00:15:21.000 --> 00:15:24.000]  我史禄保羅的身上是什麼呢?
[00:15:24.000 --> 00:15:26.000]  他說我怕
[00:15:26.000 --> 00:15:30.000]  我怕上帝有一天將我放在一邊
[00:15:30.000 --> 00:15:33.000]  我被淘汰
[00:15:33.000 --> 00:15:36.000]  不再被他使用
[00:15:36.000 --> 00:15:40.000]  他說這個是他最擔心的
[00:15:40.000 --> 00:15:43.000]  所以他說我絕對不掉以輕心
[00:15:43.000 --> 00:15:45.000]  他是小心翼翼
[00:15:45.000 --> 00:15:46.000]  全力以赴
[00:15:46.000 --> 00:15:50.000]  為他侍奉傳福音的態度
[00:15:50.000 --> 00:15:51.000]  丁姊妹
[00:15:51.000 --> 00:15:54.000]  這個是不是你和我
[00:15:54.000 --> 00:16:03.000]  今天侍奉和傳福音的態度呢?
[00:16:03.000 --> 00:16:05.000]  不知道大家家裡
[00:16:05.000 --> 00:16:09.000]  有沒有一張O字頭
[00:16:09.000 --> 00:16:13.000]  開頭的按摩椅
[00:16:13.000 --> 00:16:16.000]  這個O字頭的按摩椅
[00:16:16.000 --> 00:16:18.000]  原本這個創辦人
[00:16:18.000 --> 00:16:23.000]  只是一個賣麵的很窮的人
[00:16:23.000 --> 00:16:27.000]  他現在擁有十億美元的身家
[00:16:27.000 --> 00:16:30.000]  O閃這個按摩椅
[00:16:30.000 --> 00:16:33.000]  O代表全球
[00:16:33.000 --> 00:16:36.000]  閃是他的姓氏
[00:16:36.000 --> 00:16:38.000]  他姓沈
[00:16:38.000 --> 00:16:45.000]  市場的定位就是我希望做到保健產品界的賓士
[00:16:45.000 --> 00:16:48.000]  他這份豪氣和自信
[00:16:48.000 --> 00:16:50.000]  他很有膽識
[00:16:50.000 --> 00:16:53.000]  早年新加坡的經濟還很衰退的時候
[00:16:53.000 --> 00:16:57.000]  代理這些保健產品是很冷門
[00:16:57.000 --> 00:17:00.000]  但是他立志要將它發揚光大
[00:17:00.000 --> 00:17:03.000]  他說如果市場從零開始
[00:17:03.000 --> 00:17:05.000]  才有機會做到贏家
[00:17:05.000 --> 00:17:09.000]  他說人家就很難動搖到你的地位
[00:17:09.000 --> 00:17:12.000]  他說而且亞洲區遲早都會蓬勃起來
[00:17:12.000 --> 00:17:16.000]  他說有閒錢的人自然就會要求生活更加舒適
[00:17:16.000 --> 00:17:21.000]  就會將這些按摩椅買在家裡來享受
[00:17:21.000 --> 00:17:23.000]  一定會受歡迎
[00:17:23.000 --> 00:17:25.000]  有記者問他
[00:17:25.000 --> 00:17:28.000]  他說即使你有信心成功
[00:17:28.000 --> 00:17:32.000]  有沒有想過如果失敗了怎麼辦?
[00:17:32.000 --> 00:17:36.000]  他回答從來沒有
[00:17:36.000 --> 00:17:38.000]  從來沒有
[00:17:38.000 --> 00:17:40.000]  他說一旦我決定了方向
[00:17:40.000 --> 00:17:42.000]  我就不再負恐懼
[00:17:42.000 --> 00:17:43.000]  我就不再害怕
[00:17:43.000 --> 00:17:46.000]  他說因為我的心態放在正確的方向
[00:17:46.000 --> 00:17:52.000]  我就會不斷改進並且尋求解決之道
[00:17:52.000 --> 00:17:54.000]  親愛的兄弟姐妹
[00:17:54.000 --> 00:17:56.000]  我們為福音
[00:17:56.000 --> 00:17:58.000]  有沒有這個夢想?
[00:17:58.000 --> 00:18:01.000]  有沒有這個冒險?
[00:18:01.000 --> 00:18:04.000]  司徒保羅都有
[00:18:04.000 --> 00:18:08.000]  所以他在肥勒比書有一個非凡的志向
[00:18:08.000 --> 00:18:11.000]  他說我只有一件事
[00:18:11.000 --> 00:18:14.000]  就是忘記背後
[00:18:14.000 --> 00:18:16.000]  努力面前
[00:18:16.000 --> 00:18:18.000]  向著標竿直跑
[00:18:18.000 --> 00:18:21.000]  要得上帝在基督耶穌裡
[00:18:21.000 --> 00:18:24.000]  從上面召我來得的獎賞
[00:18:24.000 --> 00:18:26.000]  這個獎賞是什麼呢?
[00:18:26.000 --> 00:18:27.000]  二十五節
[00:18:27.000 --> 00:18:31.000]  他說凡教力增聖諸事都有節制
[00:18:31.000 --> 00:18:34.000]  不過是要得能壞的冠冕
[00:18:34.000 --> 00:18:37.000]  我們卻是要得不能壞的冠冕
[00:18:37.000 --> 00:18:40.000]  這個不能壞的冠冕是指著什麼呢?
[00:18:40.000 --> 00:18:45.000]  就是指著耶穌基督再回來的那一天
[00:18:45.000 --> 00:18:46.000]  不知道是什麼時候
[00:18:46.000 --> 00:18:50.000]  我們跟基督徹底的聯合
[00:18:50.000 --> 00:18:52.000]  分享祂的榮耀
[00:18:52.000 --> 00:18:55.000]  分享祂對萬有的統治權
[00:18:55.000 --> 00:18:57.000]  這個就是我們的榮耀
[00:18:57.000 --> 00:18:59.000]  這個就是我們的目標
[00:18:59.000 --> 00:19:02.000]  這個就是我們的願像
[00:19:02.000 --> 00:19:04.000]  弟兄姊妹
[00:19:04.000 --> 00:19:10.000]  我們有沒有這樣的目標呢?
[00:19:10.000 --> 00:19:15.000]  你是不是認識你自己是哪一個呢?
[00:19:15.000 --> 00:19:16.000]  為了福音
[00:19:16.000 --> 00:19:20.000]  可不可以有節制呢?
[00:19:20.000 --> 00:19:26.000]  只是為了我們想救多一些人
[00:19:26.000 --> 00:19:34.000]  如果我們為了去搶救這些靈魂
[00:19:34.000 --> 00:19:38.000]  究竟我們可以獻上多少呢?
[00:19:38.000 --> 00:19:40.000]  或者我們可能單為自己的生命
[00:19:40.000 --> 00:19:41.000]  在這裡憂慮
[00:19:41.000 --> 00:19:42.000]  在這裡受煩
[00:19:42.000 --> 00:19:43.000]  在這裡勞碌
[00:19:43.000 --> 00:19:44.000]  但是如果你和我有機會
[00:19:44.000 --> 00:19:46.000]  活出更好的生命
[00:19:46.000 --> 00:19:47.000]  去為主做公
[00:19:47.000 --> 00:19:52.000]  為什麼我們不願意呢?
[00:19:52.000 --> 00:19:56.000]  但願我們每一個都像史圖保羅那樣說
[00:19:56.000 --> 00:19:58.000]  犯我所行的
[00:19:58.000 --> 00:20:01.000]  都是為福音的緣故
[00:20:01.000 --> 00:20:09.000]  為要與人同得這福音的好處
[00:20:09.000 --> 00:20:14.000]  有一齣電影叫做雷霆救兵
[00:20:14.000 --> 00:20:18.000]  不知道有多少弟兄姊妹看過
[00:20:18.000 --> 00:20:21.000]  我一看原來這齣電影已經很久了
[00:20:21.000 --> 00:20:24.000]  1998年上映
[00:20:24.000 --> 00:20:28.000]  我還很記得當時我看的片段
[00:20:28.000 --> 00:20:32.000]  1998年荷里活的大製作雷霆救兵
[00:20:32.000 --> 00:20:37.000]  是由名導演很出名的史提芬斯匹普去執導
[00:20:37.000 --> 00:20:40.000]  演員包括我們很熟悉的湯翰斯
[00:20:40.000 --> 00:20:47.000]  他飾演陸軍騎兵營的第二營的連長米勒常委
[00:20:47.000 --> 00:20:51.000]  另外麥迪文是101空降師
[00:20:51.000 --> 00:20:54.000]  506團的二等兵Ryan
[00:20:54.000 --> 00:20:57.000]  電影的序幕就是1944年6月6日
[00:20:57.000 --> 00:21:04.000]  盟軍在二戰中反攻被德軍佔領的歐洲大陸開始
[00:21:04.000 --> 00:21:06.000]  史稱D-Day
[00:21:06.000 --> 00:21:10.000]  那天你看那齣片開頭的時候
[00:21:10.000 --> 00:21:12.000]  有些隆隆的炮火聲
[00:21:12.000 --> 00:21:14.000]  有些人撿回自己的對手
[00:21:14.000 --> 00:21:19.000]  那種戰爭的慘烈搶灘的場面
[00:21:19.000 --> 00:21:21.000]  盟軍成功登陸之後
[00:21:21.000 --> 00:21:25.000]  軍方發現Ryan他的家裡有四個兒子
[00:21:25.000 --> 00:21:28.000]  參與前線的戰爭
[00:21:28.000 --> 00:21:33.000]  但是三個已經在兩週內陸續陣亡
[00:21:33.000 --> 00:21:35.000]  這個家庭只剩下一個兒子
[00:21:35.000 --> 00:21:38.000]  就是Ryan
[00:21:38.000 --> 00:21:43.000]  所以美國國防部得到這個消息
[00:21:43.000 --> 00:21:46.000]  陸軍參謀長知道這件事
[00:21:46.000 --> 00:21:48.000]  出於人道的考量
[00:21:48.000 --> 00:21:51.000]  要把這個Ryan帶回家
[00:21:51.000 --> 00:21:54.000]  所以就派出拖漢斯他們一組
[00:21:54.000 --> 00:21:57.000]  一隊八人的小隊
[00:21:57.000 --> 00:22:00.000]  就去深入敵方
[00:22:00.000 --> 00:22:05.000]  將在人海茫茫中找回這個二等兵Ryan
[00:22:05.000 --> 00:22:12.000]  這齣戲最觸動我最後的一部分
[00:22:12.000 --> 00:22:15.000]  當連長他已經垂死在掙扎
[00:22:15.000 --> 00:22:22.000]  拿著手槍打著一隻迫近的坦克車的時候
[00:22:22.000 --> 00:22:25.000]  他仍然掛著Ryan
[00:22:25.000 --> 00:22:30.000]  叫他過來 叫他過來 過來我身邊
[00:22:30.000 --> 00:22:33.000]  他已經受到重創
[00:22:33.000 --> 00:22:38.000]  他在他耳邊說臨終的時候跟Ryan說
[00:22:38.000 --> 00:22:46.000]  他說我們犧牲了八個人的生命來救你一個
[00:22:46.000 --> 00:22:50.000]  希望你今後要做個好人
[00:22:50.000 --> 00:22:54.000]  好讓我們犧牲是值得的
[00:22:54.000 --> 00:22:56.000]  鏡頭一轉
[00:22:56.000 --> 00:23:00.000]  你知道他已經是一個垂垂老矣的老人家
[00:23:00.000 --> 00:23:03.000]  他的子孫在他後面
[00:23:03.000 --> 00:23:06.000]  他回頭望著他的子孫
[00:23:06.000 --> 00:23:13.000]  他問他的子孫我是不是一個好人
[00:23:13.000 --> 00:23:19.000]  那些奸人就抱著他在痛哭
[00:23:19.000 --> 00:23:27.000]  丁子妹以八個人的生命去救一個人的生命是不是值得
