
[00:00:00.000 --> 00:00:08.120]  很多謝邱太達和龔牧師在我們當中分享這麼好聽的福音樂曲
[00:03:18.640 --> 00:03:21.960]  就是天國的福音的「福」
[00:03:21.960 --> 00:03:27.320]  盼望今天我們藉著《馬太福音》五章一至十二節
[00:03:27.320 --> 00:03:31.640]  藉著神給他的子民的神級的幸福
[00:03:31.640 --> 00:03:35.440]  我們知道怎樣去引導我們的生命
[00:03:35.440 --> 00:03:39.480]  首先我們要了解一下這個經文的背景
[00:03:39.480 --> 00:03:41.640]  耶穌說八福的時候
[00:03:41.640 --> 00:03:47.800]  其實當時猶太人經歷著有不同的帝國在管治他們
[00:03:47.800 --> 00:03:50.600]  即是由於他們亡了國
[00:03:50.600 --> 00:03:54.280]  而曾經經歷過不同的國家去管治他們
[00:03:54.280 --> 00:03:56.880]  所以他們就好像蟻民一樣
[00:03:56.880 --> 00:04:01.280]  生活在一個低下階層被人管治的生活裏面
[00:04:01.280 --> 00:04:03.280]  而當時的宗教領袖
[00:04:03.280 --> 00:04:08.040]  亦都為了他們自身的利益分黨分派
[00:04:08.040 --> 00:04:12.600]  宗教亦都成為了當時擴展勢力的一些手段
[00:04:12.600 --> 00:04:14.560]  所以整個的社會
[00:04:14.560 --> 00:04:18.200]  無論在政治、宗教或者生活當中
[00:04:18.200 --> 00:04:25.800]  都令到以色列民處於缺乏、沮喪和絕望的境況裏面
[00:04:25.800 --> 00:04:28.840]  百姓基本上不要說有什麼幸福
[00:04:28.840 --> 00:04:31.960]  他們只是期盼著有人能夠將他們
[00:04:31.960 --> 00:04:38.800]  在欺壓、不公義、貧富懸殊和暴力的境況之中救拔出來
[00:04:38.800 --> 00:04:45.040]  而他們就相信上帝所應許的彌賽亞可以拯救他們
[00:04:45.040 --> 00:04:48.360]  而這就是他們唯一的盼望
[00:04:48.360 --> 00:04:50.880]  所以在《馬太福音》的筆下
[00:04:50.880 --> 00:04:54.840]  當耶穌展開他傳道的工作的時候
[00:04:54.840 --> 00:04:58.000]  耶穌就做了很多的神蹟
[00:04:58.000 --> 00:04:59.560]  如果你有聖經的話
[00:04:59.560 --> 00:05:05.680]  你可以打開在《馬太福音》4章23至24節
[00:05:05.680 --> 00:05:09.920]  即是我們這段經文之前的那幾節的經文
[00:05:09.920 --> 00:05:11.360]  他這樣說
[00:05:11.360 --> 00:05:13.520]  4章23節這樣說
[00:05:13.520 --> 00:05:15.360]  「耶穌走遍加利利
[00:05:15.360 --> 00:05:17.600]  在國會堂裡教導人
[00:05:17.600 --> 00:05:19.640]  宣講天國的福音
[00:05:19.640 --> 00:05:22.480]  醫治百姓各樣的疾病」
[00:05:22.480 --> 00:05:26.880]  耶穌令到很多人脫離了他們身體的痛苦
[00:05:26.880 --> 00:05:28.480]  醫治了他們
[00:05:28.480 --> 00:05:31.560]  你想想當時如果你是其中的一個
[00:05:31.560 --> 00:05:33.760]  你會覺得怎樣呢?
[00:05:33.760 --> 00:05:35.440]  當然是很開心
[00:05:35.440 --> 00:05:37.680]  這簡直是大喜的訊息
[00:05:37.680 --> 00:05:41.080]  因為這個病可能煎熬了他們很久
[00:05:41.080 --> 00:05:44.120]  而當時耶穌就醫治了他們
[00:05:44.120 --> 00:05:47.000]  所以去到第24節就這樣說
[00:05:47.000 --> 00:05:50.120]  「耶穌的名聲傳遍了敘利亞
[00:05:50.120 --> 00:05:52.280]  那裡的人把一切病人
[00:05:52.280 --> 00:06:00.840]  就是有各樣疾病和疼痛、被鬼附、癲癇癱瘓的人都帶來了
[00:06:00.840 --> 00:06:03.240]  耶穌就治好了他們」
[00:06:03.240 --> 00:06:07.280]  很多人都希望得著耶穌的這個祝福
[00:06:07.280 --> 00:06:10.800]  耶穌都很願意和很樂意去醫治他們
[00:06:10.800 --> 00:06:14.360]  因為這個都是耶穌拯救的一個部分
[00:06:14.360 --> 00:06:15.400]  不過
[00:06:15.400 --> 00:06:19.840]  這個並不是耶穌拯救的最終的目的
[00:06:19.840 --> 00:06:22.000]  因為在環境之中
[00:06:22.000 --> 00:06:23.600]  我們無病無痛
[00:06:23.600 --> 00:06:26.080]  沒有什麼擔心生活的需要
[00:06:26.080 --> 00:06:29.440]  按道理,人人都會幸福,是不是?
[00:06:29.440 --> 00:06:30.320]  不過
[00:06:30.320 --> 00:06:32.560]  我們知道人生的幸福
[00:06:32.560 --> 00:06:39.040]  不是單單因為我們外在的環境所賜予給我們的東西而獲得幸福
[00:06:39.040 --> 00:06:40.720]  就正如一個小朋友
[00:06:40.720 --> 00:06:43.200]  他將一顆糖送給你
[00:06:43.200 --> 00:06:45.640]  你感到很幸福、很快樂
[00:06:45.640 --> 00:06:48.240]  不是單單這一顆糖的本身
[00:06:48.240 --> 00:06:51.280]  而是你感受到愛和關懷
[00:06:51.280 --> 00:06:53.400]  所以縱然你沒有這一顆糖
[00:06:53.400 --> 00:06:57.280]  但是如果你獲得別人對你的愛和關懷
[00:06:57.280 --> 00:06:59.280]  你都會感受到很幸福
[00:06:59.280 --> 00:07:03.520]  並且祂能夠更加長久地滋潤你
[00:07:03.520 --> 00:07:04.320]  所以
[00:07:04.320 --> 00:07:06.880]  耶穌見到這一群人的時候
[00:07:06.880 --> 00:07:10.400]  就是一群正在追求幸福的人
[00:07:10.400 --> 00:07:13.920]  耶穌就用白福來指示他們
[00:07:13.920 --> 00:07:20.480]  怎樣才能夠真正得到神所給予的神級的幸福
[00:07:20.480 --> 00:07:23.680]  就是縱然我們在現實生活裏面
[00:07:23.680 --> 00:07:26.880]  充斥著很多的痛苦和失望
[00:07:26.880 --> 00:07:30.960]  但是我們仍然都會經驗到幸福
[00:07:30.960 --> 00:07:33.280]  並且耶穌也藉著這白福
[00:07:33.280 --> 00:07:37.680]  很具體地指示我們怎樣走在這條路裏面
[00:07:37.680 --> 00:07:42.400]  所以今天我們就逐一去看一看白福的內容
[00:07:42.400 --> 00:07:46.240]  由於其實白福是一個很豐富的經文
[00:07:46.240 --> 00:07:51.440]  所以今天我主要就是以靈修的角度去怎樣看每一節經文
[00:07:51.440 --> 00:07:54.880]  對應我們內在生命的情況
[00:07:54.880 --> 00:07:58.000]  也都要知道這個白福並不是
[00:07:58.000 --> 00:08:00.320]  雖然它們彼此是有關聯
[00:08:00.320 --> 00:08:03.920]  但不是等於它要有了一樣才有第二樣
[00:08:03.920 --> 00:08:07.280]  而是幫助我們在不同的處境裏面
[00:08:07.280 --> 00:08:10.160]  我們怎樣選取我們的生活態度
[00:08:10.160 --> 00:08:11.920]  去對應這些處境
[00:08:11.920 --> 00:08:16.080]  以至於我們可以經歷上帝給我們的福祿
[00:08:16.080 --> 00:08:19.120]  好了,我們就看看這些經文內容
[00:08:19.120 --> 00:08:21.200]  其實在這些經文裏面
[00:08:21.200 --> 00:08:24.640]  它們都有相同的格式
[00:08:24.640 --> 00:08:26.720]  在希臘文的排序裏面
[00:08:26.720 --> 00:08:31.120]  其實每一句都是由兩組的字句組成的
[00:08:31.120 --> 00:08:33.280]  第一組就是用祝福語
[00:08:33.280 --> 00:08:35.680]  「有福了」作為開始
[00:08:35.680 --> 00:08:39.120]  所以在希臘文,即是原文裏面的翻譯
[00:08:39.120 --> 00:08:43.120]  原本就是「有福了,心靈貧窮的人」
[00:08:43.120 --> 00:08:46.400]  就解釋了當時處境的人
[00:08:46.400 --> 00:08:49.600]  第二組的字就是由「因為」開始
[00:08:49.600 --> 00:08:52.640]  就是解釋他們經驗到甚麼的幸福
[00:08:52.640 --> 00:08:56.720]  就是「因為天國是他們的」
[00:08:56.720 --> 00:09:00.080]  這個就是白福它的格式
[00:09:00.080 --> 00:09:03.680]  而今天我主要以兩大部份去講
[00:09:03.680 --> 00:09:08.480]  第一個部份就是有關人與上帝復和的福份
[00:09:08.480 --> 00:09:09.520]  即是幸福
[00:09:09.520 --> 00:09:13.520]  第二部份就是人與人復和之福
[00:09:13.520 --> 00:09:15.600]  我們首先看看第一部份
[00:09:15.600 --> 00:09:17.760]  就是人與上帝復和之福
[00:09:17.760 --> 00:09:19.840]  就是第一句心靈
[00:09:19.840 --> 00:09:22.480]  應該我用希臘文的排序
[00:09:22.480 --> 00:09:24.640]  可能大家有不同的理解
[00:09:24.640 --> 00:09:27.440]  「有福了,心靈貧窮的人
[00:09:27.440 --> 00:09:30.480]  因為天國正是他們的」
[00:09:30.480 --> 00:09:32.880]  這一句「心靈貧窮」
[00:09:32.880 --> 00:09:35.840]  在英文譯就是「the poor in spirit」
[00:09:35.840 --> 00:09:39.360]  即是解作「靈性的貧乏」
[00:09:39.360 --> 00:09:41.120]  所以在這裡所講的
[00:09:41.120 --> 00:09:43.120]  並不是外在的貧乏
[00:09:43.120 --> 00:09:46.080]  而是有關內心的態度
[00:09:46.080 --> 00:09:47.840]  對於物質和慾望
[00:09:47.840 --> 00:09:50.720]  我們知道知足就會常樂
[00:09:50.720 --> 00:09:52.080]  因為我們知道
[00:09:52.080 --> 00:09:55.040]  如果我們追求這些物質和慾望
[00:09:55.040 --> 00:09:56.960]  其實是沒完沒了的
[00:09:56.960 --> 00:09:58.480]  並且我們知道
[00:09:58.480 --> 00:10:02.160]  物質和慾望並不是我們幸福的來源
[00:10:02.160 --> 00:10:05.840]  上帝才是賜人幸福的那一位
[00:10:05.840 --> 00:10:11.120]  但是如果人的心被世界的物慾所填滿
[00:10:11.120 --> 00:10:12.960]  我們又怎會有空間
[00:10:12.960 --> 00:10:16.080]  容讓上帝在我們心裏面呢?
[00:10:16.080 --> 00:10:19.280]  唯有知道心靈貧乏的人
[00:10:19.280 --> 00:10:21.680]  才知道自己的不足
[00:10:21.680 --> 00:10:24.000]  才會追尋上帝
[00:10:24.000 --> 00:10:26.480]  所以我們才可以倒空自己
[00:10:26.480 --> 00:10:28.960]  再被上帝所傾注
[00:10:28.960 --> 00:10:31.040]  耶穌就是這樣宣告
[00:10:31.040 --> 00:10:33.120]  這個靈性貧乏的人
[00:10:33.120 --> 00:10:35.440]  可以得到天國
[00:10:35.440 --> 00:10:36.720]  意思就是
[00:10:36.720 --> 00:10:38.560]  他這個人
[00:10:38.560 --> 00:10:41.840]  當他知道自己心靈貧乏的時候
[00:10:41.840 --> 00:10:45.680]  他就會讓上帝在心裏面去掌管
[00:10:45.680 --> 00:10:47.920]  能夠讓上帝的信實
[00:10:47.920 --> 00:10:50.800]  公義和慈愛所填滿
[00:10:50.800 --> 00:10:52.320]  而天國的價值
[00:10:52.320 --> 00:10:56.160]  就可以重新建造他的生命
[00:10:56.160 --> 00:10:58.000]  而這個建造的過程
[00:10:58.000 --> 00:11:02.080]  也都讓我們對生命有一個重新檢視的力量
[00:11:02.080 --> 00:11:05.600]  看到我們和上帝的關係的光景
[00:11:05.600 --> 00:11:08.880]  所以和第二句的「有福了」
[00:11:08.880 --> 00:11:11.280]  也都是非常之有關連的
[00:11:11.280 --> 00:11:12.720]  第二句這樣說
[00:11:12.720 --> 00:11:17.440]  「有福了,哀動的人,因為他們必得安慰。」
[00:11:17.440 --> 00:11:19.520]  哀動原文的意思就是
[00:11:19.520 --> 00:11:23.680]  人心裏面很深層次的悲痛
[00:11:23.680 --> 00:11:28.480]  就好像喪失了親人一樣那麼痛苦
[00:11:28.480 --> 00:11:31.520]  當我們經歷過喪失親人的時候
[00:11:31.520 --> 00:11:33.040]  我們就會更加明白
[00:11:33.040 --> 00:11:35.440]  甚麼叫「珍惜眼前人」
[00:11:35.440 --> 00:11:37.680]  因為在失去親人的當中
[00:11:37.680 --> 00:11:42.000]  你會思考很多錯失了的片段
[00:11:42.000 --> 00:11:43.520]  而且你會明白
[00:11:43.520 --> 00:11:48.160]  你不能夠再重新在這個人身上去做了
[00:11:48.160 --> 00:11:50.800]  所以當在這個經驗之中
[00:11:50.800 --> 00:11:54.080]  你就會知道你不想再重蹈覆轍
[00:11:54.080 --> 00:11:56.800]  所以對於現有身邊的人
[00:11:56.800 --> 00:12:00.880]  你會以不一樣的態度去對待他們
[00:12:00.880 --> 00:12:03.120]  而這個深切的悲痛
[00:12:03.120 --> 00:12:06.240]  對於以色列人來說並不陌生
[00:12:06.240 --> 00:12:09.280]  因為他們曾經經歷過亡國
[00:12:09.280 --> 00:12:14.560]  就正如感覺好像失去了親人一樣的痛苦
[00:12:14.560 --> 00:12:18.560]  而令到他們處於別人的管治下
[00:12:18.560 --> 00:12:20.800]  而這些事的根源
[00:12:20.800 --> 00:12:24.960]  是因為他們叛逆和離棄上帝
[00:12:24.960 --> 00:12:26.480]  而耶穌就宣告
[00:12:26.480 --> 00:12:30.480]  當他們能夠真正在深切的懊悔的時候
[00:12:30.480 --> 00:12:32.240]  他們是幸福的
[00:12:32.240 --> 00:12:36.000]  因為那些無法為生命中的缺陷
[00:12:36.000 --> 00:12:38.320]  和失望而悲痛的人
[00:12:38.320 --> 00:12:40.880]  他們只會繼續重蹈覆轍
[00:12:40.880 --> 00:12:45.920]  活在他們舊有的生命所帶來的痛苦之中
[00:12:45.920 --> 00:12:49.280]  所以耶穌宣告哀動的人
[00:12:49.280 --> 00:12:52.560]  必得著上帝而來的安慰
[00:12:52.560 --> 00:12:55.280]  德國靈修大師古倫神父
[00:12:55.280 --> 00:12:58.800]  就對哀動有這樣的描述
[00:12:58.800 --> 00:13:05.840]  哀動的意思是藉由傷痛來穿越失望
[00:13:05.840 --> 00:13:10.480]  哀動能夠帶領我們到達自己的靈魂深處
[00:13:10.480 --> 00:13:13.680]  在那裏我們能夠獲得安慰
[00:13:13.680 --> 00:13:16.160]  安慰就是堅定內心
[00:13:16.160 --> 00:13:19.680]  因為我們經驗到新的穩固地基
[00:13:19.680 --> 00:13:24.240]  我們就能夠面對自己和我們當前的生命
[00:13:24.240 --> 00:13:29.360]  上帝的安慰是因為祂賜給人新的生命的盼望
[00:13:29.360 --> 00:13:31.120]  這個穩固的地基
[00:13:31.120 --> 00:13:34.080]  令到我們不會停留在悲痛之中
[00:13:34.080 --> 00:13:38.000]  而是穿越在這個失望重新被建造
[00:13:38.000 --> 00:13:40.240]  產生了真正的信心
[00:13:40.240 --> 00:13:44.480]  能夠面對自己和我們當前的生命
[00:13:44.480 --> 00:13:46.400]  剛才說的這兩個福
[00:13:46.400 --> 00:13:50.960]  令到我們經歷到我們怎樣和上帝的關係復和
[00:13:50.960 --> 00:13:54.400]  而我們知道我們一切的福祿
[00:13:54.400 --> 00:13:58.160]  都是莫過於生命和上帝的連結
[00:13:58.160 --> 00:14:01.600]  因為祂正正成為了我們生命的力量
[00:14:01.600 --> 00:14:07.120]  去推動我們和自己和身邊的人有整全的關係
[00:14:07.120 --> 00:14:09.280]  而人與人之間的復和
[00:14:09.280 --> 00:14:14.240]  也正正是讓天國實現在我們生活的處境之中
[00:14:14.240 --> 00:14:15.600]  所以第二部分
[00:14:15.600 --> 00:14:21.120]  我們就是說有關人與人之間復和的幸福
[00:14:21.120 --> 00:14:23.280]  第五節就這樣說
[00:14:23.280 --> 00:14:28.160]  「有福了,謙和的人,因為他們必承受土地」
[00:14:28.160 --> 00:14:30.720]  謙和是有溫柔的意思
[00:14:30.720 --> 00:14:34.160]  就是不用暴力、友善的人
[00:14:34.160 --> 00:14:36.160]  要知道耶穌的時代
[00:14:36.160 --> 00:14:41.520]  其實很多人都不斷用暴力去擴展他們的國土
[00:14:41.520 --> 00:14:46.880]  不過我們知道暴力不單止是武力的意思
[00:14:46.880 --> 00:14:52.400]  如果是憤恨、嚴厲、忽視、不饒恕
[00:14:52.400 --> 00:14:55.920]  或者不讓人生命有盼望等等等等
[00:14:55.920 --> 00:14:59.680]  這些對自己和別人殘酷的態度
[00:14:59.680 --> 00:15:02.320]  其實都是一種暴力
[00:15:02.320 --> 00:15:03.680]  而很多時候
[00:15:03.680 --> 00:15:05.440]  這些殘酷的態度
[00:15:05.440 --> 00:15:09.920]  通常都是基於人內心深處的恐懼
[00:15:09.920 --> 00:15:11.680]  害怕自己失敗
[00:15:11.680 --> 00:15:14.400]  害怕自己無法得到幸福
[00:15:14.400 --> 00:15:17.360]  所以做了一些行為去保護自己
[00:15:17.360 --> 00:15:21.920]  阻隔了人與人和與上帝之間的關係
[00:15:21.920 --> 00:15:23.600]  所以謙和的人
[00:15:23.600 --> 00:15:27.280]  其實就是在經歷著自己內心的一種復和
[00:15:27.280 --> 00:15:30.720]  他有勇氣去接納內心的一切
[00:15:30.720 --> 00:15:35.200]  包括了一些的恐懼和脆弱的部分
[00:15:35.200 --> 00:15:36.800]  人能夠謙和
[00:15:36.800 --> 00:15:38.080]  不跟別人爭
[00:15:38.080 --> 00:15:39.360]  不怕吃虧
[00:15:39.360 --> 00:15:41.200]  是因為他的安全感
[00:15:41.200 --> 00:15:44.320]  是建基於在上帝的那一道
[00:15:44.320 --> 00:15:46.400]  並且他將這一切
[00:15:46.400 --> 00:15:48.560]  代入在人與人之間
[00:15:48.560 --> 00:15:52.160]  和上帝之間的相遇裏面
[00:15:52.160 --> 00:15:54.560]  不會因為恐懼而退縮
[00:15:54.560 --> 00:15:57.280]  也都不會因為脆弱而拒絕
[00:15:57.280 --> 00:16:00.160]  反而讓愛能夠繼續傾流
[00:16:00.160 --> 00:16:02.720]  去滋潤別人的心
[00:16:02.720 --> 00:16:05.680]  而耶穌就祝福這些謙和的人
[00:16:05.680 --> 00:16:08.160]  他們可以承受土地
[00:16:08.160 --> 00:16:12.160]  就是他們的心有更廣闊的土地
[00:16:12.160 --> 00:16:14.560]  可以有一個更加廣闊的心
[00:16:14.560 --> 00:16:17.680]  擁有更多的位置
[00:16:17.680 --> 00:16:20.720]  而當我們生命的空間擴展的時候
[00:16:20.720 --> 00:16:22.400]  他們的土地就不限於
[00:16:22.400 --> 00:16:24.720]  只是有關自己生命的領域
[00:16:24.720 --> 00:16:27.440]  也都關注生命的尾線
[00:16:27.440 --> 00:16:30.960]  會不會在其他人生命裏面延續
[00:16:30.960 --> 00:16:34.480]  所以也都和第四個福有關
[00:16:34.480 --> 00:16:37.680]  就是有福了,饑渴無二的人
[00:16:37.680 --> 00:16:41.120]  因為他們必得飽足
[00:16:41.120 --> 00:16:44.960]  饑渴是一個非常之強烈的字眼
[00:16:44.960 --> 00:16:49.760]  對於人來說是維持生命的一個警號
[00:16:49.760 --> 00:16:52.640]  你想吃東西,你需要吃東西
[00:16:52.640 --> 00:16:56.320]  和你必須吃東西是不同的層次
[00:16:56.320 --> 00:16:58.560]  我們很多時候都是我們想吃東西
[00:16:58.560 --> 00:17:00.800]  而不是我們必須吃東西
[00:17:00.800 --> 00:17:04.640]  我們必須吃東西是你缺乏到
[00:17:04.640 --> 00:17:07.600]  你不能夠維生的那個位置
[00:17:07.600 --> 00:17:12.800]  所以饑渴的程度是你必須要吃東西
[00:17:12.800 --> 00:17:17.040]  否則你就不能夠繼續維持你的生命
[00:17:17.040 --> 00:17:19.680]  所以饑渴無二是知道
[00:17:19.680 --> 00:17:23.920]  義這件事是必須要實踐的
[00:17:23.920 --> 00:17:26.960]  而在這裏經文裏面所講的義
[00:17:26.960 --> 00:17:29.520]  其實是分為三個層次
[00:17:29.520 --> 00:17:32.880]  第一個就是為做一些受欺壓
[00:17:32.880 --> 00:17:36.960]  或者不公平的人對待伸張正義
[00:17:36.960 --> 00:17:40.640]  第二個層次就是想超越罪的纏繞
[00:17:40.640 --> 00:17:43.760]  追求個人道德的義
[00:17:43.760 --> 00:17:50.480]  第三個層次就是渴望神對世人施行拯救的義
[00:17:50.480 --> 00:17:57.360]  而饑渴無二的人就是期盼和實踐著這三個層次的義
[00:17:57.360 --> 00:18:01.840]  耶穌宣告為公義而努力的人
[00:18:01.840 --> 00:18:05.120]  神是會滿足我們的努力的
[00:18:05.120 --> 00:18:09.360]  因為我們會經歷天國生命所帶來的變化
[00:18:09.360 --> 00:18:13.280]  我們就會與人一同得飽足
[00:18:13.280 --> 00:18:16.240]  不過要知道尋求公義的時候
[00:18:16.240 --> 00:18:20.720]  我們必須要有憐憫的心
[00:18:20.720 --> 00:18:24.000]  因為如果公義沒有憐憫的話
[00:18:24.000 --> 00:18:27.520]  我們就會很容易成為一個判官
[00:18:27.520 --> 00:18:30.160]  所以第五個福就這樣講
[00:18:30.160 --> 00:18:32.480]  「有福了憐憫的人」
[00:18:32.480 --> 00:18:34.480]  憐憫人的人
[00:18:34.480 --> 00:18:38.000]  因為他們必蒙憐憫
[00:18:38.000 --> 00:18:42.800]  憐憫人的人也有仁慈待人的意思
[00:18:42.800 --> 00:18:50.320]  仁慈待人不是單單是內心對人有深受感動的感受
[00:18:50.320 --> 00:18:52.800]  而是要付諸實行的
[00:18:52.800 --> 00:18:55.680]  就是我們怎樣恩慈地對待人
[00:18:55.680 --> 00:18:58.400]  恩慈地去接待人
[00:18:58.400 --> 00:19:02.960]  不過很多時候我們去善待其他人
[00:19:02.960 --> 00:19:07.920]  是當那個人達到我們某一種期望或標準的時候
[00:19:07.920 --> 00:19:09.840]  我們才會善待他
[00:19:09.840 --> 00:19:13.920]  相反當對方未達到我們期望或標準的時候
[00:19:13.920 --> 00:19:16.160]  我們就難以善待
[00:19:16.160 --> 00:19:20.240]  每一個人對這個期望和標準都可能有些不同
[00:19:20.240 --> 00:19:24.400]  但普遍都會覺得很慘的人或弱者
[00:19:24.400 --> 00:19:31.520]  我們就會特別有憐憫和仁慈的心去對待他們
[00:19:31.520 --> 00:19:35.440]  這也表示在這個憐憫的裏面
[00:19:35.440 --> 00:19:39.040]  其實我們心裏面有了一個判官
[00:19:39.040 --> 00:19:44.640]  裁定了這個人是否值得或是否配我們去憐憫
[00:19:44.640 --> 00:19:48.240]  但耶穌宣告這個神級的幸福
[00:19:48.240 --> 00:19:52.800]  是來自於當我們仁慈地去對待其他人
[00:19:52.800 --> 00:19:57.120]  不管那個人是否達到我們的期望或目標
[00:19:57.120 --> 00:20:01.920]  我們仍然去仁慈地去對待他
[00:20:01.920 --> 00:20:03.840]  當我們這樣做的時候
[00:20:03.840 --> 00:20:05.360]  我們就能夠體會
[00:20:05.360 --> 00:20:09.360]  上帝同樣如何去仁慈地去對待我們
[00:20:09.360 --> 00:20:11.200]  因為同樣我們回想
[00:20:11.200 --> 00:20:13.840]  其實我們是否真的值得
[00:20:13.840 --> 00:20:18.560]  和配得上帝對我們仁慈和憐憫呢?
[00:20:18.560 --> 00:20:21.440]  如果我們明白和體會的話
[00:20:21.440 --> 00:20:28.160]  我們就會超越一切應酬式的行善的行為
[00:20:28.160 --> 00:20:30.640]  並且當我們這樣做的時候
[00:20:30.640 --> 00:20:35.120]  上帝都會參與在我們當中
[00:20:35.120 --> 00:20:37.840]  好了,去到第六個「福」
[00:20:37.840 --> 00:20:40.480]  就是「有福了,清心的人
[00:20:40.480 --> 00:20:43.760]  因為他們必得見上帝」
[00:20:43.760 --> 00:20:48.480]  「清心」是有潔淨和純潔的意思
[00:20:48.480 --> 00:20:51.680]  「純潔」並不是指毫無過失
[00:20:51.680 --> 00:20:55.600]  而是指清澈和沒有其他意圖
[00:20:55.600 --> 00:20:57.520]  其實古代的人
[00:20:57.520 --> 00:21:00.880]  很喜歡以觀看上帝的創造
[00:21:00.880 --> 00:21:02.800]  去認識上帝
[00:21:02.800 --> 00:21:03.840]  如果你看詩篇
[00:21:03.840 --> 00:21:06.720]  很多時候你們都會見到不同的經文
[00:21:06.720 --> 00:21:10.400]  譬如像詩篇第八篇這樣說
[00:21:10.400 --> 00:21:13.200]  「我觀看你手所做的天
[00:21:13.200 --> 00:21:15.840]  並你所陳設的月亮星宿
[00:21:15.840 --> 00:21:18.400]  人算甚麼你竟顧念他
[00:21:18.400 --> 00:21:21.920]  世人算甚麼你竟眷顧他」
[00:21:21.920 --> 00:21:25.440]  當時的人就會以觀看上帝的創造
[00:21:25.440 --> 00:21:27.360]  去明白上帝的心意
[00:21:27.360 --> 00:21:30.080]  並且去認識上帝
[00:21:30.080 --> 00:21:33.520]  同樣,我們有沒有以潔淨的眼睛
[00:21:33.520 --> 00:21:36.480]  去觀看上帝所創造的呢?
