
[00:00:00.000 --> 00:00:04.000]  天壤之法門,天國子民的軟實力。
[00:02:26.000 --> 00:02:32.000]  度假旅行嗰啲,唔知啦,你係Visiting,唔係Shopping。
[00:02:32.000 --> 00:02:35.000]  我哋好多人去過度假。
[00:02:35.000 --> 00:02:38.000]  你去搵教會又何?Church Shopping。
[00:02:38.000 --> 00:02:43.000]  究竟,你想搵間咩教會呢?
[00:02:43.000 --> 00:02:46.000]  究竟間咩呀?原理嘅教會啦,係咪呀?
[00:02:46.000 --> 00:02:49.000]  有一間嗰啲喺世界上面。
[00:02:49.000 --> 00:03:04.000]  唔錯仔,呢間教會有冇呢個字呀?
[00:03:04.000 --> 00:03:10.000]  喺美國阿蘭大洲呀,一條街名嘅,嗰個招牌寫住咩呀?
[00:03:10.000 --> 00:03:14.000]  唉,有啲好硬嗰啲喺度啦,嫌硬呀,寫住咩呀?
[00:03:14.000 --> 00:03:20.000]  The Perfect Church,Perfect Church呀。
[00:03:20.000 --> 00:03:24.000]  有冇呢度呀?Perfect Church太萌啦,嗰個resolution唔夠呀。
[00:03:24.000 --> 00:03:29.000]  唉,真係,有喎,有一間,我哋先搵Perfect Church,去Atlanta啦。
[00:03:29.000 --> 00:03:33.000]  美國嗰度有間叫Perfect Church,佢自己叫佢自己叫Perfect Church。
[00:03:33.000 --> 00:03:37.000]  不過呢,搵畀人笑死呀,行過就笑死,我行過就笑一餐㗎啦。
[00:03:37.000 --> 00:03:43.000]  Perfect Church,唉,Sorry,我咁錯仔,唔識用呢個,OK,好啦。
[00:03:45.000 --> 00:03:51.000]  施暴真,出名嘅英國嘅浸聖會嘅牧師呀,Charles Virgin,施暴真牧師呀。
[00:03:51.000 --> 00:04:01.000]  佢講過,佢話,The day we find the Perfect Church, it becomes imperfect the moment we join in。
[00:04:01.000 --> 00:04:12.000]  中文就係話,嗰一日呢,你搵到一間完美嘅教會呢,我哋一參加嗰一刻呢,嗰間教會馬上變成不完美。
[00:04:12.000 --> 00:04:18.000]  嘩,所以你搵啦,你搵,咁你去搵到嗰間呢,馬上變成不完美。
[00:04:18.000 --> 00:04:22.000]  嘩,真係咁㗎喎,施暴真嘅教會好大嘅,幾千人聽佢講到嘅。
[00:04:22.000 --> 00:04:27.000]  有本書叫做The Perfect Church,小說嚟嘅。
[00:04:27.000 --> 00:04:33.000]  嘩,我行過見到,即係睇睇英國嘅事呢,我就搵過The Perfect Church。
[00:04:33.000 --> 00:04:39.000]  原來係一個小說,係講到有一個自稱為完美嘅教會,
[00:04:39.000 --> 00:04:49.000]  裏面充滿住嗰啲叫做咩呀?嘩,欺騙呀,勾心鬥角呀,扮嘢呀,等等等等。
[00:04:49.000 --> 00:04:52.000]  但係都用啲最美麗嘅名詞去講。
[00:04:52.000 --> 00:05:02.000]  咁所以呢,如果你搵到一間教會,邊一間教會,佢自己話佢自己係最完美嘅教會嘅話,
[00:05:02.000 --> 00:05:06.000]  嗰一間肯定係異於,甚至係邪教。
[00:05:06.000 --> 00:05:14.000]  呢個說話係我講嘅,我作為一個異端邪教專家,我講嘅,你可以引用我講嘅。
[00:05:14.000 --> 00:05:19.000]  邊一間教會佢自己係最完美嘅呢?嗰一間教會肯定係異端或者係邪教。
[00:05:19.000 --> 00:05:30.000]  譬如好似,例如話天聖人啦,好似耶穌基督聖徒末世教會啦,即係羅門教會啦,或者而家好流行嘅叫做高湯閃電呀。
[00:05:30.000 --> 00:05:36.000]  佢話自己係最完美嘅。佢話畀你聽,其他教會都有問題嘅,嗰一間教會冇嘅。
[00:05:36.000 --> 00:05:48.000]  所以你嚟參加我呢間教會。呢間教會就係獲得冇嘢,係自己創造嘅,係自己救贖嘅,自己成立嘅,係耶穌基督唯一嘅教會,最完美嘅教會,係以赤家。
[00:05:48.000 --> 00:05:54.000]  如果有咁嘅教會,佢自稱嘅話呢,你反而要去小心。
[00:05:54.000 --> 00:05:59.000]  好啦,咁究竟比其他嘅教會係咪比其他嘅教會更加完美呢?
[00:05:59.000 --> 00:06:06.000]  本來叫做乜嘢呀?記唔記得,琵琶比書第一章第一節,琵琶比書第一章第一節點講呀?
[00:06:06.000 --> 00:06:15.000]  話畀佢聽佢係住在琵琶比嘅宗聖徒喎,佢係聖徒嚟㗎喎,宗聖徒喎,見唔見得第一章第一節講㗎喇,第一堂係講㗎喇。
[00:06:15.000 --> 00:06:31.000]  然後呢度佢有話喎,第四章講到,佢係我嘅觀念,係我嘅喜悅喎,係咪呀?嘩!真係,即係佢對佢高度贊揚喎,係咪呀?咁佢係咪一個比其他教會更完美嘅,或者係一間完美嘅教會呢?
[00:06:31.000 --> 00:06:51.000]  Far from being that,絕對唔係。不過,琵琶比嘅教會呢,係面對住一啲佢嘅問題,佢有三樣嘢,就係喺琵琶比書第四章第二節到第七節講嘅。
[00:06:51.000 --> 00:07:10.000]  佢有三種嘅軟實力,能夠讓佢喺佢嘅不完美嘅當中,甚至我會講嘅,喺佢嘅衝突糾紛當中呢,仍然可以成為一個暗世嘅明光,作為一個明光嘅照耀。
[00:07:10.000 --> 00:07:30.000]  佢有三樣嘢,即係要講嘅。第一樣嘢,佢識得和解,或者佢尋求緊和解,消除唔同嘅意見。第二樣嘢呢,就係要謙讓,佢能夠接受一個敵意嘅,敵視佢哋嘅世界嘅,嗰個嘅法寶,或者法門。
[00:07:30.000 --> 00:07:41.000]  第三,係平安,佢係平安嚟守護佢嘅心懷意念,呢三點,就係第二節到第七節。
[00:07:41.000 --> 00:08:09.000]  好喇,第一樣嘢呢,第二節講嘅我,好耐講喇,我勸有兩個姐妹,有阿爹,唔係朋友嘅,係爸爸,你唔好搞錯咗,新月本叫有阿爹,同埋秦高基,我勸佢哋喺主理面同心,我有求你者真實同一額嘅。
[00:08:09.000 --> 00:08:25.000]  要幫助者兩個女人,因為佢哋喺福音上曾與我格力爾,和我其餘之同工,一同無悔,佢哋嘅名字都在生命冊上。
[00:08:25.000 --> 00:08:49.000]  原來有兩個姐妹喺度不和,所以勸佢同心,嗌交,呢度見到喺菲臘比嘅教會裏面,姐妹嘅地位係好高,唔怪得,因為有一個叫做女底牙,就係保羅喺菲臘比傳撲金嘅時候,第一個係聖主嘅結果子。
[00:08:49.000 --> 00:09:10.000]  甚至於女底牙嘅屋企裏面,嚟到佢盡會,同佢喺河邊嗰度盡會,就係一群聖主嘅係姐妹,而喺嗰度地方,商業比較繁盛嘅地方,受羅馬文化影響好激昂嘅地方,啲女人嘅地位可能高啲咁多。
[00:09:10.000 --> 00:09:19.000]  咁所以佢哋有兩位喺教會嘅好可能係開創嘅時候就喺度嘅主力分子,就有阿蝶同埋傳撲基。
[00:09:19.000 --> 00:09:33.000]  呢兩個姐妹,唔係淨係講姐妹有衝突㗎,甚至於有其他地方講對弟兄都有衝突㗎,好耐都同另一個弟兄有過衝突嘅,就係邊個呀?巴拿巴佢嘅同工嘅嘛,係咪?
[00:09:33.000 --> 00:09:41.000]  所以呢,呢個講有阿蝶同埋傳撲基講衝突,唔係特登針對姐妹話姐妹就搞事搞非權人,絕對冇咁嘅意思。
[00:09:41.000 --> 00:09:46.000]  但係係啲兩位嘅姐妹呢,係有啲嘅意見呢,令到教會有問題。
[00:09:46.000 --> 00:09:55.000]  所以本來要寫呢封信呀,肥辣比嘅書信呢,去勸導佢呀,喺第一章已經勸導佢哋㗎啦,我所討估嘅第一章就九節啦。
[00:09:55.000 --> 00:10:02.000]  我所討估嘅就係,要佢哋嘅愛心喺知識同埋覺悟見識上不斷嘅增加,要佢哋有愛心。
[00:10:02.000 --> 00:10:07.000]  第二章要佢哋呢,有四個若有,四個相同,係咪呀?
[00:10:07.000 --> 00:10:12.000]  呢個叫,叫佢哋同心呀。
[00:10:12.000 --> 00:10:24.000]  好多時候呢,比併實力呢,就諗起啦,我哋有冇睇過嗰首,有一個十幾年,十年前嘅一個電視劇呀,我好鍾意呢首歌,好鍾意呢首歌㗎。
[00:10:24.000 --> 00:10:36.000]  「孫英雄」,跟住點呀?「願稱霸」,有冇睇過呀?知唔知出嚟呀?「雍正王」字,睇過嘅?舉手。
[00:10:36.000 --> 00:10:46.000]  舉高啲啦,好好㗎,係呀係呀。你聽我講㗎嘛,講雍正王同埋佢嘅細佬白炎王呢,係咪呀?
[00:10:46.000 --> 00:10:54.000]  嘩,由未登位之前,已經爭到死,係咪呀?終究係點樣呀?不如死咗先啦,係咪呀?
[00:10:54.000 --> 00:11:02.000]  劇中啦,嗰個係虛設嘅,虛擬嘅一個結尾啦,白炎王就同雍正王講啦,
[00:11:02.000 --> 00:11:10.000]  「我,我就輸咗啦,爭咗咁耐爭唔到第二位嘛,不過你冇贏到喎。」係咪呀?記唔記得嗰個故事呀?係咪呀?
[00:11:10.000 --> 00:11:18.000]  「守英雄,論成敗。」呢個故事,佢哋爭啲乜嘢嘢呢?咁有啲局面嘅,三個局面嘅啫,
[00:11:18.000 --> 00:11:26.000]  一個係雙贏局面,大家都贏,係咪呀?win-win。第二呢,就係我贏,你輸,或者你輸,我贏。
[00:11:26.000 --> 00:11:39.000]  咁呢種贏法呢,就唔係贏,呢種叫慘勝,慘勝。第三種呢,雙輸,好多時候咪必雙贏㗎喎,大家都輸喎,嗰啲叫咩呀?慘敗,係咪呀?
[00:11:39.000 --> 00:11:51.000]  所以每一個理想嘅局面呢,就係雙贏,係咪呀?雙贏。好喇。咁要雙贏呢,就要靠預演實力㗎。
[00:11:51.000 --> 00:12:10.000]  喺呢度呢,本來提咗一個人,要佢去做前庭嘅工作,嗰個叫做第三節嚟起,第三節,我可以投你,借真實同婦一握嘅。呢個你,借真實同婦一握嘅,唔係夏文定、格力爾喎,唔係其他人喎。
[00:12:10.000 --> 00:12:21.000]  係一個佢嘅同工,係寫信嗰本《薛達比教會》呢,會提佢嘅名嘅,要佢話佢能夠同婦一握嘅,同佢能夠同婦一握嘅。
[00:12:21.000 --> 00:12:35.000]  有啲嘅修辯本咁就話,嗰個係真心同奴嘅同工,要我真心同奴同同婦嘅同工,係咪呀?咁佢會提佢名嘅,呢個係真心同婦一握,呢個同婦一握呢?
[00:12:35.000 --> 00:12:49.000]  你見到我講,信與不信,不能同婦一握。舊約裏面講嘅,牛同女,奴唔可以共婦一握。意思就係,牛去郊田,佢嘅握係要定做嘅。
[00:12:49.000 --> 00:13:01.000]  因為每隻牛嘅頸嘅位,肩甲嘅位係唔同嘅,所以一定要度身定做嘅。而,每隻牛呢,一定要能夠係彼此配合嘅,先至能夠向前行嘅。
[00:13:01.000 --> 00:13:08.000]  如果隻牛同一隻女呢,大家高矮唔同呀,根本就唔可以去泥地嘅,唔可以向前進嘅。
[00:13:08.000 --> 00:13:18.000]  信與不信,不能同婦一握,原本唔係講同啲外邦人結婚嘅問題呀,係講侍奉嘅同心同工嘅問題。
[00:13:18.000 --> 00:13:25.000]  所以話呢個能夠同我同婦一握嘅,係一齊背奉十字架,一齊侍奉神嘅,要我同婦一握嘅。
[00:13:25.000 --> 00:13:33.000]  咁我提及到呢,又有隔離面嘅,隔離面係一個好流行嘅羅馬嘅名嚟嘅,羅馬人嚟嘅。
[00:13:33.000 --> 00:13:43.000]  同埋攞其餘嘅同工,佢話見佢哋呢,即係叫呢個真實同婦一握嘅,幫助呢兩個女人。
[00:13:43.000 --> 00:13:48.000]  因為佢曾經同我呀,同埋其他嘅同工,一齊嘅良苦。
[00:13:48.000 --> 00:13:56.000]  咁除咗隔離面之外呢,仲有好多其餘嘅同工望,係冇咩呀,冇提名嘅,係咪呀?
[00:13:56.000 --> 00:14:01.000]  得提名嘅只有三個人,有辣椒、秦道基同埋隔離面,冇名嘅。
[00:14:01.000 --> 00:14:07.000]  仲有呢佢話呢,佢哋同我一齊嘅名字呀,都喺生命冊上面嘅。
[00:14:07.000 --> 00:14:15.000]  生命冊上面名字太多,喺菲律賓書,不能盡錄,係咪呀?係咪呀?好多呢啲係不能盡錄嘅,無名嘅。
[00:14:15.000 --> 00:14:21.000]  其實好多真心嘅英雄,喺普羅所屬講嘅人呢,係無名嘅英雄,係咪呀?
[00:14:21.000 --> 00:14:29.000]  英雄呢啲字可能唔啱嘅,係咪呀?呢啲字係錯動咗數英雄,用成敗嚟講嘅啫,講成敗嘅啫,係咪呀?
[00:14:29.000 --> 00:14:33.000]  其實呢啲英雄呢,唔係自己請英雄呀,係咪呀?
[00:14:33.000 --> 00:14:39.000]  喺天局嘅英雄,好多時候都係呢啲無名嘅人,係咪呀?無名嘅傳道者。
[00:14:39.000 --> 00:14:51.000]  為之殉道嘅人,係無名嘅。我一次喺中東,喺阿拉伯半島一個地方,去短聲講文。
[00:14:51.000 --> 00:15:04.000]  當地嘅人帶我去睇一個墳地,係喺離開時好遠好遠好遙遠嘅地方,原來係好多年前嘅西教士,喺嗰度傳福音,俾人哋殺咗,殉道。
[00:15:04.000 --> 00:15:18.000]  然後呢,就葬喺嗰個地方,而嗰個墳墓係無名嘅。墳墓都寫,No unto God,主之名呀,No unto God,主之名。
[00:15:18.000 --> 00:15:23.000]  真正英雄,好多時候係無名嘅英雄,係主之道嘅名字呀。
[00:15:23.000 --> 00:15:27.000]  所以成敗得失,就唔係去咁點樣嘅囉。
[00:15:27.000 --> 00:15:34.000]  好啦,跟住睇落去囉囉。咁如果有呢兩位姊妹,喺度有一個衝突起到嘅時候,係如何化解呢個衝突呢?
[00:15:34.000 --> 00:15:37.000]  嗱,教會就要顯出我哋嘅語言實力啦。
[00:15:37.000 --> 00:15:47.000]  即係話呢個世界上好流行講人家,喺工作崗位上面,喺職場上面,家庭都有嘅,講化解衝突呀,Conflict Resolution,係咪呀?
[00:15:47.000 --> 00:15:52.000]  你哋嘅公司裏面有冇啲嘢要去處理㗎?
[00:15:52.000 --> 00:15:59.000]  好多嘅Conflict Resolution,夫妻倆要㗎,咩都要㗎,呢個世界上面。
[00:15:59.000 --> 00:16:13.000]  好啦,但係呢,喺呢度呢,從化解有壓抑,同埋從高基嘅不同心呢,就有七個嘅原則。
[00:16:13.000 --> 00:16:30.000]  唔係Exhausted嘅總原則,而係從呢個嘅過往裏面呢,見到保羅同埋菲律賓嘅教會,同埋有阿傑,同埋隔壁面,同埋嗰位真實同善意呃嘅,同埋其餘嘅同工,一齊去做嘅嗰樣嘢。
[00:16:30.000 --> 00:16:40.000]  咁樣嘢呢,即係第一樣嘢,教會去處理衝突就唔可以妥協嘅,點樣妥協呀?真理絕不妥協。
[00:16:40.000 --> 00:16:50.000]  愚蠢唔可以妥協,假先知唔可以同佢妥協,違背真理嘅,違背信仰嘅,唔可以妥協。
[00:16:50.000 --> 00:16:57.000]  而喺呢上嚟,有阿傑同埋從中D嘅問題呢,其實係小問題,係咪呀?
[00:16:57.000 --> 00:17:11.000]  係㗎啦,女人啲問題都係茶杯裏嘅風波,佢哋有冇睇笑茶杯裏嘅風波呀?好多啲大風波都係從茶杯裏嘅小風波搞打搞到咁大㗎咋。
[00:17:11.000 --> 00:17:19.000]  如果你唔處理佢嘅話,OK?其實好多時候教會嘅風波呀,就係茶杯裏嘅風波,係咪呀?
[00:17:19.000 --> 00:17:27.000]  所以風波起,茶杯裏就冇咩嘢嘅啫,而第二樣嘢呢,不同嘅意見呢,意見係可以商量嘅,係咪呀?
[00:17:27.000 --> 00:17:42.000]  我勸佢哋喺處理嘅要同心呀,係咪呀?要同佢同心,佢哋睇到呢,呢個第二章第二節嘅嗰度,要有同一嘅心思嗰個同心,呢個心係嗰個心呀,同一個嘅心思嘅意見嘅思想呀。
[00:17:42.000 --> 00:17:57.000]  第三呢,其實講福音迷頌,佢話,嗱,佢好肯定呢兩位同埋其他嘅人,係同我曾經喺福今上面呢,係咪呀?同用苦嘅,一同用苦嘅。
[00:17:57.000 --> 00:18:13.000]  第四呢,佢出面呀,佢話出面勸佢哋喎,係咪呀?所以一定要聽從目者嘅勸勉喎。有咩問題,一定要聽目者嘅勸勉,因為佢係熟明嘅長者。
[00:18:13.000 --> 00:18:28.000]  咁你話啦,有時啲教會係嗰啲目者同,目者,或者目者同信徒,有啲衝突喎,都係要搵一個目者出嚟。
[00:18:28.000 --> 00:18:45.000]  唔知有冇意思,一個熟悟嘅事情,唔係熟悉嘅事情,一定要搵一個目者出頭,或者教會嘅熟明嘅長者,係最目亮嘅工作嘅,佢可能係傳動人,即係嗰個目者嘅意思,唔一定係目師嘅意思。
[00:18:45.000 --> 00:19:02.000]  終於接受同道嘅填評喎,然後呢,呢個目者保羅就派呢個黎明嘅英雄,哲珍,即係那珍、佛陀、傅英克嘅弟兄,我哋始終唔知呢個,去填評喎。
[00:19:02.000 --> 00:19:16.000]  接受同道嘅填評,然後呢,要尊重對方嘅奴婦喎,佢話肯定呢兩個人喎,係咪呀?因為佢哋嘅不和呢,就抹殺哂佢喺曾經同佢喺都金遜嘅一同奴婦喎。
[00:19:16.000 --> 00:19:40.000]  仲有,記住呀,你嘅名都記喺生命冊上面㗎,即係點解呀?人類一日,天家路窄,係天堂,會再見面㗎喎,係咁嘅意思㗎喎,係咪呀?佢哋得救㗎,佢哋係外人嚟㗎,係咪呀?一家人嚟㗎喎,係咪呀?天家會見面㗎喎。
[00:19:40.000 --> 00:19:56.000]  咁你嘅仇恨怨氣等等,而家唔發解,幾時發解呀?其實本來都表現咗一個,即係佢自己嘅處理衝突嘅,敵對佢嘅敵意嘅嗰啲嘅問題。
[00:19:56.000 --> 00:20:21.000]  即係喺第一章嗰度講過呀,要反移呀,要何妨呀嗰啲嘅嘢,係咪呀?只有何妨呢?好啦,跟住我哋轉第二點喎,即係當我哋可以將衝突,人哋對你嘅唔同意見,或者你唔對人嘅唔同意見,有時都係唔係一啲大事情嘅啫,小事情嘅啫,係咪呀?
[00:20:21.000 --> 00:20:37.000]  冇大件事嘅呀,大件事就要精銳嘅衝突嘅呀,係咪呀?或者犯罪呀,即係犯罪喎,姦淫呀,偷渡呀,嗰啲喎,係咪呀?殺人呀,放火呀,嗰啲呀,冇嗰啲。
[00:20:37.000 --> 00:21:00.000]  嗰啲要明白呢,將衝突變成正能量呀,畀人哋知道,嗰個尋求嘅係unity合一呀,唔係uniformity。嗱,記住喎,我哋係,真信會係特別係強調呢,係要合一同埋民主,但係容許不同嘅意見喎,喺教會裏面嘅喎,如果冇不同嘅意見,就唔需要民主㗎喇,係咪呀?
[00:21:00.000 --> 00:21:15.000]  你咩要民主呀?即係有唔同嘅意見呀嘛,你明唔明白個道理呀?喂,真信會嘅傳統就係呢樣嘢喎,合一但係唔係或一,唔係uniformity,大家一樣,一個冇吸出嚟,絕對冇咁樣嘅意思嘅。
[00:21:15.000 --> 00:21:38.000]  大家每個人喺神面前係領袖呀嘛,係咪呀?每個人都喺神面前係神負責嘅,而唔同意見呢,同唔同嘅做法呢,有唔同嘅政見,唔同嘅風格呢,都係唔係罪嚟嘅。
[00:21:38.000 --> 00:21:52.000]  所以我哋要明白,大家有同嘅唔同嘅話呢,任何嘅意見呢,我哋會有一個協議呀,agree to disagree,佢有佢嘅意見,我尊重佢嘅意見,係咪呀?彼此尊重大家嘅意見,大家嘅立場。
[00:21:52.000 --> 00:22:21.000]  然後呢,呢個嘅化解衝突呢個嘅過程,其實係尋求神嘅心意呀,喺個聖靈俾我哋嘅description呀,嗰個紅色嘅光照當中呢,去尋求佢嘅心意。其實好多時候喺我哋嘅閱會當中,係我哋全會友喺度學習,喺聖靈嘅引導底下,喺神嘅真理嘅光照底下,喺基督嘅主權所管理底下,我哋去尋求神嘅心意,一切尋求神嘅心意嘅一個過程嚟嘅。
[00:22:21.000 --> 00:22:27.000]  唔係人多客人少嘅,呢個課佢比冇上下嚟嘅。
[00:22:27.000 --> 00:22:56.000]  仲有,最緊要要輔咒呀。怎會唔會菲律賓先會話俾我聽,驚佢倒空自己,不堅持自己嘅崇高嘅地位,係咪呀?佢倒空自己,嚟到我哋當中,係取咗一個最低嘅姿態,去到死嘅地步,去到落獄嘅地步,係咪呀?喺個最低嘅地方,嚟到去輔咒我哋啲驚異嘅人。
[00:22:56.000 --> 00:23:13.000]  當我哋能夠咁做嘅時候,因為菲律比教會先話俾我聽咁做嘅時候,所以有任何嘅衝突,都會變成正能量。而呢啲衝突,包括你屋企裏面嘅夫妻關係都可以嘅喎,可以借用嘅喎,雖然係另外一回事啦。
[00:23:13.000 --> 00:23:29.000]  所以呢,第一樣嘢,俾教會嘅正能量係咩嘢?佢能夠有與基督福音相稱嘅同僚同埋同工,一齊同工,Labor合作。
[00:23:29.000 --> 00:23:49.000]  我哋提個嘢嘛,第一章第27節:「尊重於的是,你們行私為人,要與基督的福音相稱。」係咪呀?只要無論我來見你哋,或不在你哋那裏,都可以聽到你哋嘅警方。係咪呀?第一章已經講過俾你聽啦。
[00:23:49.000 --> 00:24:06.000]  好啦,然後呢,第二個演習係咩呢?「喜樂」嘛,跟住嗰段講「喜樂」嘅。你哋要第四節,你哋要「靠主上神喜樂,我再說,你們要喜樂,要第六眼,要喜樂。」
[00:24:06.000 --> 00:24:22.000]  我講咗㗎啦,開頭已經講咗,「喜樂」係一個滿入咗基督嘅流量嚟嘅。「喜樂」係咩意思呢?讀到呢度為止嘅時候,我哋明白到「喜樂」係一種積極嘅,對人生積極嘅,誤解同埋積極嘅態度。
[00:24:22.000 --> 00:24:42.000]  係我哋乜嘢嘅環境,國慾嘅環境,信仰嘅環境,有敵意喺我哋周圍,攻擊我哋,俾我哋攔住嘅環境,即係話係大家一齊同工,一齊同心去示奉嘅環境。都好,因為我哋嘅人生,我哋嘅示奉係俾基督嘅主權。
[00:24:42.000 --> 00:24:59.000]  我哋已經唔係我哋屬於自己㗎啦,我哋嘅一次榮辱得失都係基督㗎啦,我將我自己榮辱得失擺埋一邊,係為咗以彰顯基督,為咗基督嘅肢體,為咗福音嘅緣故,讓佢支配。
[00:24:59.000 --> 00:25:18.000]  懷住信心同埋懷住盼望,呢個嘅喜樂就自然嘅流露出嚟㗎啦,以致可以遇到啲敵人攻擊佢,佢話這又何妨呢?鍾意啲艱難,俾人哋埋怨,俾人哋陷害,這又何妨呢?
[00:25:18.000 --> 00:25:35.000]  我哋唔會將執怨呀,嗰啲bitterness埋喺心裏面,唔會陷害到一落,因為我有喜樂掩蓋咗佢,充滿咗佢。
[00:25:35.000 --> 00:25:58.000]  你知唔知嘛,老羅宣戀佢哋,要有愛心,要佢哋彼此嘅同心,要有四個的若有,四個嘅相同,第二章,第二節比,目的係點呀?使我嘅喜樂得而滿足。
[00:25:58.000 --> 00:26:14.000]  即係話,個喜樂係會因為我哋能夠咁樣去處理我哋嘅生命,對生命有種咁嘅不如意嘅態度,係積極嘅、樂觀嘅。
[00:26:14.000 --> 00:26:33.000]  所以好似保羅咁豁達呀,而點解要俾你哋嗰啲埋怨嗰啲苦毒呀,嗰啲仇恨呀,係毒你,毒到你半條人命,毒到你死,唔單止毒死你喎,毒死埋你周圍嘅人喎。
[00:26:33.000 --> 00:26:53.000]  點樣咁呢?個豁達嘅心,係一種喜樂嘅心,就係有種咁嘅開懷,就係對生命呢種嘅因著追悼嘅緣故,嘅積極嘅了解,去看透咗人生,然後你有呢種嘅反應,生命嘅態度。
[00:26:53.000 --> 00:27:10.000]  所以相信吓大家,你而家屬人嘅狀況,個喜樂呀,嗰個指數,係咩嘢呢?呢個喜樂唔係因為環境改變而改變㗎喎。
[00:27:10.000 --> 00:27:24.000]  你換咗個環境一樣,你將你嘅不起落,帶咗去個惡心環境嘅時候,你搵一個完美嘅教會,你去到參加嗰日,就教會變成不完美啦,因為你將你嘅苦毒帶咗去,將你嘅不完美帶咗去。
[00:27:24.000 --> 00:27:46.000]  係咪呀?師本性講得冇錯㗎。好似宣揚,宣揚係咩意思呀?睇佢地下面嗰節,要讓眾人知道你宣揚嘅心,主已經緊要。呢個主先緊要嘅意思,唔單止係主必快樂嘅意思㗎,主先緊要係一個唔單止係時間上主要快樂,
[00:27:46.000 --> 00:28:03.000]  係一個空間上主係好接近你呀,就係你身邊左右周圍,睇住你與你同在嘅意思。所以有主接近你嘅時候,你就要俾人知道你嘅宣揚嘅心,而唔係冇個心嘅,知道你嘅宣揚。
