
[00:00:00.000 --> 00:00:04.220]  各位聽眾朋友,我們要繼續查考哥倫多前後書
[00:03:05.900 --> 00:03:08.300]  我不知道你每次手餐的時候
[00:03:08.300 --> 00:03:11.300]  有沒有自己心裡面很迫切的祈禱
[00:03:11.300 --> 00:03:14.900]  主耶穌我真的渴望見到祢的面
[00:03:14.900 --> 00:03:17.300]  我很等著祢回來
[00:03:17.300 --> 00:03:19.900]  求祢快點回來
[00:03:19.900 --> 00:03:24.700]  如果我們每個基督徒都有這個愛慕主的心
[00:03:24.700 --> 00:03:28.100]  我們都祈求早日可以見到祢
[00:03:28.100 --> 00:03:30.500]  早日見到耶穌多好啊
[00:03:30.500 --> 00:03:34.500]  求主給我們有這個愛慕祂的心
[00:03:34.500 --> 00:03:40.300]  每次手煮餐我們都帶著一個很恭敬的態度
[00:03:40.300 --> 00:03:46.500]  餅就表明耶穌祂的身體被剝開
[00:03:46.500 --> 00:03:51.100]  杯就代表耶穌流出祂的補血
[00:03:51.100 --> 00:03:52.700]  有一首詩歌說
[00:03:52.700 --> 00:03:55.300]  The power of His blood
[00:03:55.300 --> 00:03:57.900]  藉著耶穌補血的能力
[00:03:57.900 --> 00:04:00.100]  我們才能夠得潔淨
[00:04:00.100 --> 00:04:06.900]  耶穌的補血大有能力能夠潔淨我們一切的罪過
[00:04:06.900 --> 00:04:08.500]  所以各位弟兄姊妹
[00:04:08.500 --> 00:04:11.100]  讓每次我們手煮餐的時候
[00:04:11.100 --> 00:04:13.300]  都帶著一個敬虔的心
[00:04:13.300 --> 00:04:14.900]  親近主
[00:04:14.900 --> 00:04:16.300]  紀念主
[00:04:16.300 --> 00:04:19.300]  從手煮餐裡面我們得提醒
[00:04:19.300 --> 00:04:20.500]  得激勵
[00:04:20.500 --> 00:04:23.300]  叫我們的靈性可以復興
[00:04:23.300 --> 00:04:26.300]  更靠近我們的主
[00:04:26.300 --> 00:04:33.700]  然後在十二到第十四章保羅就說了一個很重要很重要的問題
[00:04:33.700 --> 00:04:37.500]  就是屬靈的因子
[00:04:37.500 --> 00:04:39.500]  我發覺在今天教會
[00:04:39.500 --> 00:04:43.700]  都有很多弟兄姊妹忽略了屬靈的因子
[00:04:43.700 --> 00:04:47.100]  聖經是很清楚告訴我們
[00:04:47.100 --> 00:04:53.300]  每一個弟兄姊妹都有屬靈的因子
[00:04:53.300 --> 00:04:55.500]  屬靈的因子分很多種
[00:04:55.500 --> 00:04:58.300]  有些人是可以能夠醫病
[00:04:58.300 --> 00:05:01.500]  有些人是可以講智慧的言語
[00:05:01.500 --> 00:05:04.100]  有些人是有辨識的能力
[00:05:04.100 --> 00:05:06.500]  有些人是有服侍的因子
[00:05:06.500 --> 00:05:08.900]  有些人是有宣講的因子
[00:05:08.900 --> 00:05:12.100]  有些人是有能夠講方言
[00:05:12.100 --> 00:05:13.300]  翻方言
[00:05:13.300 --> 00:05:15.500]  或者醫病的因子
[00:05:15.500 --> 00:05:17.500]  個個都不一樣
[00:05:17.500 --> 00:05:23.100]  但是每一個人都一定分到一些屬靈的因子
[00:05:23.100 --> 00:05:26.100]  可能你的屬靈因子就是去幫助人
[00:05:26.100 --> 00:05:27.900]  救濟窮人
[00:05:27.900 --> 00:05:31.900]  或者你是很慷慨的
[00:05:31.900 --> 00:05:37.500]  很願意輔助身邊有需要有軟弱的弟兄姊妹
[00:05:37.500 --> 00:05:38.900]  所以保羅說
[00:05:38.900 --> 00:05:44.700]  聖靈將因子分了給我們
[00:05:44.700 --> 00:05:46.500]  已經分完了
[00:05:46.500 --> 00:05:47.700]  人人都有份
[00:05:47.700 --> 00:05:49.300]  沒有人沒有份的
[00:05:49.300 --> 00:05:50.700]  所以你千萬不要說
[00:05:50.700 --> 00:05:53.700]  我沒有因子我什麼都不懂
[00:05:53.700 --> 00:05:56.100]  所以我在教會裡面不用幫忙
[00:05:56.100 --> 00:05:58.100]  沒有藉口
[00:05:58.100 --> 00:06:03.500]  每個人都必須要運用神給過我們的那份因子
[00:06:03.500 --> 00:06:04.700]  因子是什麼?
[00:06:04.700 --> 00:06:06.500]  就是禮物
[00:06:06.500 --> 00:06:08.700]  Spiritual gifts
[00:06:08.700 --> 00:06:10.900]  是神給我們的禮物
[00:06:10.900 --> 00:06:13.300]  有禮物你為什麼要不打開呢?
[00:06:13.300 --> 00:06:15.100]  有禮物就是給你用
[00:06:15.100 --> 00:06:19.300]  試過師母送個鬚刨給我
[00:06:19.300 --> 00:06:21.100]  她說你有用嗎?
[00:06:21.100 --> 00:06:22.700]  當然要用
[00:06:22.700 --> 00:06:23.900]  電鬚刨
[00:06:23.900 --> 00:06:27.500]  所以我們每一個人都要有因子
[00:06:27.500 --> 00:06:30.100]  神就將因子給了我們
[00:06:30.100 --> 00:06:32.700]  我們要運用我們的因子
[00:06:32.700 --> 00:06:34.900]  去服侍我們的主
[00:06:34.900 --> 00:06:35.900]  我們的神
[00:06:35.900 --> 00:06:40.100]  所以求神給我們各人運用自己的因子
[00:06:40.100 --> 00:06:43.100]  然後保羅舉了身體做例子
[00:06:43.100 --> 00:06:45.500]  他的身體有很多不同的器官
[00:06:45.500 --> 00:06:47.500]  有眼耳口鼻
[00:06:47.500 --> 00:06:49.100]  有手有腳
[00:06:49.100 --> 00:06:51.700]  手不能夠對腳說
[00:06:51.700 --> 00:06:53.500]  「我替你了」
[00:06:53.500 --> 00:06:55.500]  腳又不能夠對手說
[00:06:55.500 --> 00:06:56.900]  「我替你了」
[00:06:56.900 --> 00:06:59.300]  因為每一個手手腳腳
[00:06:59.300 --> 00:07:00.700]  我們的眼耳口鼻
[00:07:00.700 --> 00:07:03.500]  各有不同的功能
[00:07:03.500 --> 00:07:06.500]  當我們各人都發揮功能的時候
[00:07:06.500 --> 00:07:08.300]  我們就可以彼此配搭
[00:07:08.300 --> 00:07:10.300]  我的眼睛望到前面
[00:07:10.300 --> 00:07:13.100]  我就不會撞到牆上
[00:07:13.100 --> 00:07:16.700]  所以腳去到牆上就會停的
[00:07:16.700 --> 00:07:17.500]  不要再走
[00:07:17.500 --> 00:07:20.300]  否則你就會撞到牆上
[00:07:20.300 --> 00:07:24.300]  所以求神給我們各人按不同的因子
[00:07:24.300 --> 00:07:28.500]  如果教會裡面所有的弟兄姊妹都發揮他們的因子
[00:07:28.500 --> 00:07:31.100]  是多麼美的一幅圖畫
[00:07:31.100 --> 00:07:34.900]  大家一起建立神的家
[00:07:34.900 --> 00:07:37.500]  各人運用自己不同的因子
[00:07:37.500 --> 00:07:40.300]  有些弟兄姊妹很有傳福音的因子
[00:07:40.300 --> 00:07:43.100]  有些弟兄姊妹很有代求因子
[00:07:43.100 --> 00:07:46.100]  有些弟兄姊妹很有奉獻的因子
[00:07:46.100 --> 00:07:49.100]  有些弟兄姊妹很有宣講的因子
[00:07:49.100 --> 00:07:52.100]  就讓他們各自配搭
[00:07:52.100 --> 00:07:55.900]  叫神的教會更加的興旺
[00:07:55.900 --> 00:07:59.100]  所以求主用我們每一位弟兄姊妹
[00:07:59.100 --> 00:08:01.900]  將我們的因子都發揮
[00:08:01.900 --> 00:08:04.700]  然後叫神的家得建立
[00:08:04.700 --> 00:08:08.700]  神的家越來越興旺
[00:08:08.700 --> 00:08:12.100]  所以這個也是我心裡面一個禱告
[00:08:12.100 --> 00:08:14.500]  求神祝福每一位弟兄姊妹
[00:08:14.500 --> 00:08:18.700]  你一定要發揮自己的那份因子
[00:08:18.700 --> 00:08:20.100]  請你不要看別人
[00:08:20.100 --> 00:08:22.900]  不要比較那個人這麼厲害
[00:08:22.900 --> 00:08:24.900]  如果我好像他這樣就好了
[00:08:24.900 --> 00:08:25.900]  不要
[00:08:25.900 --> 00:08:28.700]  因為每個人的因子都不同
[00:08:28.700 --> 00:08:33.300]  神將來要按祂給我們的因子
[00:08:33.300 --> 00:08:35.700]  來審判我們
[00:08:35.700 --> 00:08:37.700]  我給了這麼多因子給你
[00:08:37.700 --> 00:08:39.900]  為什麼你不用?
[00:08:39.900 --> 00:08:41.900]  神會責備你
[00:08:41.900 --> 00:08:44.700]  但如果你有了因子你去運用
[00:08:44.700 --> 00:08:46.500]  神就很開心了
[00:08:46.500 --> 00:08:48.900]  因為你越運用你的因子
[00:08:48.900 --> 00:08:50.900]  你的因子就越好
[00:08:50.900 --> 00:08:53.100]  你越運用你的因子
[00:08:53.100 --> 00:08:56.500]  你的因子就更能夠榮耀神
[00:08:56.500 --> 00:08:59.100]  我多謝神給我有講道的因子
[00:08:59.100 --> 00:09:00.900]  所以我就要宣講
[00:09:00.900 --> 00:09:02.500]  當我宣講的時候
[00:09:02.500 --> 00:09:04.300]  我心裡面充滿喜樂
[00:09:04.300 --> 00:09:06.700]  當有教會邀請我去講道
[00:09:06.700 --> 00:09:09.100]  我從來沒有推遲的
[00:09:09.100 --> 00:09:13.300]  我會去然後求神給我剋星的說話
[00:09:13.300 --> 00:09:16.100]  可以鼓勵弟兄姊妹
[00:09:16.100 --> 00:09:20.500]  所以各人要運用自己的因子
[00:09:20.500 --> 00:09:23.900]  叫神的家更加的興旺
[00:09:23.900 --> 00:09:29.100]  然後第十五章就講一個很重要的題目
[00:09:29.100 --> 00:09:33.300]  就是主的復活
[00:09:33.300 --> 00:09:36.300]  主復活是一件事實
[00:09:36.300 --> 00:09:39.300]  然後我們每一個屬神的兒女
[00:09:39.300 --> 00:09:42.900]  都將來會復活
[00:09:42.900 --> 00:09:49.300]  所以保羅在哥倫多前書十五章二十節說
[00:09:49.300 --> 00:09:56.500]  基督復活成了初熟的果子
[00:09:56.500 --> 00:09:59.700]  就是夢夠熟的人
[00:09:59.700 --> 00:10:03.100]  將來都必定復活
[00:10:03.100 --> 00:10:04.900]  當一棵樹
[00:10:04.900 --> 00:10:09.100]  你看到那些蘋果本來是綠色的
[00:10:09.100 --> 00:10:13.700]  慢慢有幾個蘋果開始轉紅了
[00:10:13.700 --> 00:10:15.700]  這些就是初熟
[00:10:15.700 --> 00:10:18.300]  剛剛熟的果子
[00:10:18.300 --> 00:10:19.700]  你就估計
[00:10:19.700 --> 00:10:23.700]  將來這棵樹上面所有的蘋果
[00:10:23.700 --> 00:10:26.100]  都會全部熟了
[00:10:26.100 --> 00:10:29.300]  因為你看到剛剛熟的果子
[00:10:29.300 --> 00:10:30.900]  因為有些沒那麼快
[00:10:30.900 --> 00:10:32.700]  有些快一點
[00:10:32.700 --> 00:10:37.900]  證明將來我們都會好像耶穌那樣
[00:10:37.900 --> 00:10:40.500]  從死裡復活
[00:10:40.500 --> 00:10:44.300]  所以保羅在第五十五到五十八節
[00:10:44.300 --> 00:10:47.500]  他就有一個勝利的讚美
[00:10:47.500 --> 00:10:50.300]  死呀!你的獨勾在哪裡?
[00:10:50.300 --> 00:10:53.300]  死呀!你的得勝的權勢在哪裡?
[00:10:53.300 --> 00:10:55.100]  我不怕你的
[00:10:55.100 --> 00:10:58.500]  因為我已經勝過死亡
[00:10:58.500 --> 00:11:04.100]  所以復活是神給我們的盼望
[00:11:04.100 --> 00:11:08.100]  我們將來都會從死裡復活
[00:11:08.100 --> 00:11:10.700]  我們有第一次的死
[00:11:10.700 --> 00:11:13.100]  就不會有第二次的死
[00:11:13.100 --> 00:11:15.900]  我們這個肉身都會有一天腐壞
[00:11:15.900 --> 00:11:19.700]  要扭壞腐化
[00:11:19.700 --> 00:11:22.500]  所以人人必有一死
[00:11:22.500 --> 00:11:23.700]  但不要緊
[00:11:23.700 --> 00:11:27.300]  因為有一天我們都要從死裡復活
[00:11:27.300 --> 00:11:29.700]  主耶穌接我們去到天上
[00:11:29.700 --> 00:11:32.500]  與祂一同作王
[00:11:32.500 --> 00:11:34.100]  所以各位弟兄姊妹
[00:11:34.100 --> 00:11:36.500]  叫我們時時都帶著盼望
[00:11:36.500 --> 00:11:40.500]  我們將來有機會復活
[00:11:40.500 --> 00:11:42.300]  最後第十六章
[00:11:42.300 --> 00:11:44.700]  再講到籌款
[00:11:44.700 --> 00:11:47.700]  保羅特別鼓勵哥倫多教會
[00:11:47.700 --> 00:11:50.100]  你們要懂得去奉獻
[00:11:50.100 --> 00:11:52.700]  奉獻是神給我們一個
[00:11:52.700 --> 00:11:53.900]  你說怎樣?
[00:11:53.900 --> 00:11:57.100]  是一個很樂意去做的
[00:11:57.100 --> 00:12:01.900]  「捐得樂意是神所喜悅」
[00:12:01.900 --> 00:12:03.300]  奉獻的時候
[00:12:03.300 --> 00:12:05.700]  你要預先預備
[00:12:05.700 --> 00:12:08.700]  所以當星期天你回教會的時候
[00:12:08.700 --> 00:12:11.100]  麻煩你帶好一些錢
[00:12:11.100 --> 00:12:13.500]  是你打算奉獻給神
[00:12:13.500 --> 00:12:14.900]  不要到時候抄一下
[00:12:14.900 --> 00:12:16.700]  看看有什麼碎紙
[00:12:16.700 --> 00:12:19.500]  扔一兩個大銀下去
[00:12:19.500 --> 00:12:21.300]  預備好
[00:12:21.300 --> 00:12:24.100]  將你的奉獻流出來
[00:12:24.100 --> 00:12:26.100]  在七天的第一天
[00:12:26.100 --> 00:12:29.900]  帶到教會來奉獻
[00:12:29.900 --> 00:12:33.700]  若有人不愛主
[00:12:33.700 --> 00:12:37.300]  保羅說:這個人可救可助
[00:12:37.300 --> 00:12:38.500]  各位弟兄姊妹
[00:12:38.500 --> 00:12:41.100]  我們必須要越來越愛主
[00:12:41.100 --> 00:12:43.100]  在末世的時候
[00:12:43.100 --> 00:12:44.900]  耶穌已經預言
[00:12:44.900 --> 00:12:49.500]  人愛主的心會越來越冷淡
[00:12:49.500 --> 00:12:51.900]  但是我們必須要眺望
[00:12:51.900 --> 00:12:53.500]  我們愛主的心
[00:12:53.500 --> 00:12:57.500]  讓我們裡面好像一把火一樣
[00:12:57.500 --> 00:13:00.100]  火熱的來愛主
[00:13:00.100 --> 00:13:02.900]  求神叫我們愛主更深
[00:13:02.900 --> 00:13:04.900]  若有人不愛主
[00:13:04.900 --> 00:13:07.100]  這個人可救可助
[00:13:07.100 --> 00:13:08.700]  求神幫助我們
[00:13:08.700 --> 00:13:10.500]  在哥倫多前書裡面
[00:13:10.500 --> 00:13:11.900]  我們得到提醒
[00:13:11.900 --> 00:13:13.500]  得到警戒
[00:13:13.500 --> 00:13:16.500]  我們成為一個堅正神
[00:13:16.500 --> 00:13:18.100]  很有力的人
[00:13:18.100 --> 00:13:20.100]  願神賜福給各位
