
[00:00:00.000 --> 00:00:02.000]  利用姊妹 平安
[00:03:26.000 --> 00:03:31.000]  各位我們可以把這個問題無限制的延伸下去
[00:03:31.000 --> 00:03:33.000]  但是我們要再看到
[00:03:33.000 --> 00:03:36.000]  耶穌怎麼去回應法利塞人
[00:03:36.000 --> 00:03:39.000]  或者是今天我們想要問的這個問題
[00:03:39.000 --> 00:03:42.000]  耶穌回答問題的方式特別的特別
[00:03:42.000 --> 00:03:44.000]  非常的不同
[00:03:44.000 --> 00:03:47.000]  基本上他是把這個問題給否定了
[00:03:47.000 --> 00:03:49.000]  你知道嗎
[00:03:49.000 --> 00:03:51.000]  但是這段經文如果你讀四福音書
[00:03:51.000 --> 00:03:54.000]  你看耶穌跟人之間的一個對話
[00:03:54.000 --> 00:03:58.000]  你就會發現耶穌很少正面去回答一個人的問題
[00:03:58.000 --> 00:04:00.000]  很少有問必答
[00:04:00.000 --> 00:04:03.000]  常常有的時候你讀耶穌的話
[00:04:03.000 --> 00:04:04.000]  你看到耶穌的回應
[00:04:04.000 --> 00:04:06.000]  有一點點答非所問
[00:04:06.000 --> 00:04:08.000]  有一點點人家問的問題
[00:04:08.000 --> 00:04:11.000]  你沒有正面去回答爲什麼
[00:04:11.000 --> 00:04:14.000]  耶穌的回答不是要解決人的問題
[00:04:14.000 --> 00:04:19.000]  耶穌的回答常常是要解決問問題的人
[00:04:19.000 --> 00:04:23.000]  耶穌的回答寫明件事情
[00:04:23.000 --> 00:04:26.000]  問題不是你問的問題
[00:04:26.000 --> 00:04:27.000]  最大的問題
[00:04:27.000 --> 00:04:29.000]  最需要被解決的問題
[00:04:29.000 --> 00:04:31.000]  就是那個問問題的人
[00:04:31.000 --> 00:04:33.000]  你纔是最大的問題
[00:04:33.000 --> 00:04:34.000]  在這個問題的人
[00:04:34.000 --> 00:04:35.000]  問這個問題的人
[00:04:35.000 --> 00:04:37.000]  充滿了對主的試探
[00:04:37.000 --> 00:04:40.000]  充滿了各樣的私慾在裏邊
[00:04:40.000 --> 00:04:43.000]  其實每一個丈夫每一個妻子
[00:04:43.000 --> 00:04:45.000]  每一個家庭都有它
[00:04:45.000 --> 00:04:47.000]  都有它不同的問題對不對
[00:04:47.000 --> 00:04:49.000]  都有不同的狀況
[00:04:49.000 --> 00:04:50.000]  問題多的不得了
[00:04:50.000 --> 00:04:51.000]  複雜的不得了
[00:04:51.000 --> 00:04:52.000]  所以中國人有一句話
[00:04:52.000 --> 00:04:54.000]  清官都難斷家務事
[00:04:54.000 --> 00:04:55.000]  有的時候啊
[00:04:55.000 --> 00:04:56.000]  所以我們做教幕
[00:04:56.000 --> 00:04:57.000]  我們做同工的
[00:04:57.000 --> 00:05:00.000]  我們遇到一些家庭問題去處理的時候
[00:05:00.000 --> 00:05:02.000]  哎呀這個丈夫或者妻子就會說
[00:05:02.000 --> 00:05:06.000]  牧師你不知道我們的情況很特殊
[00:05:06.000 --> 00:05:08.000]  我們的情況很複雜
[00:05:08.000 --> 00:05:09.000]  所以呢
[00:05:09.000 --> 00:05:12.000]  你知道嗎今天很多的心理輔導也好
[00:05:12.000 --> 00:05:13.000]  婚姻輔導也好
[00:05:13.000 --> 00:05:15.000]  都在處理這個狀況
[00:05:15.000 --> 00:05:17.000]  都在處理那個事情
[00:05:17.000 --> 00:05:19.000]  但是你發現耶穌不是這樣
[00:05:19.000 --> 00:05:23.000]  耶穌從來不是跟你就事論事
[00:05:23.000 --> 00:05:28.000]  耶穌把整個問題提升到一個地步
[00:05:28.000 --> 00:05:29.000]  回到起初
[00:05:29.000 --> 00:05:30.000]  回到聖經
[00:05:30.000 --> 00:05:35.000]  他說這經你們沒有念過嗎對不對
[00:05:35.000 --> 00:05:39.000]  哎經上有柴米油鹽醬醋茶嗎
[00:05:39.000 --> 00:05:40.000]  經上有寫婆媳問題
[00:05:40.000 --> 00:05:42.000]  該怎麼處理嗎
[00:05:42.000 --> 00:05:44.000]  經上有寫理財嗎
[00:05:44.000 --> 00:05:46.000]  沒有嗎
[00:05:46.000 --> 00:05:49.000]  那爲什麼耶穌說要回到聖經呢
[00:05:49.000 --> 00:05:50.000]  讓我這樣說
[00:05:50.000 --> 00:05:51.000]  基本上
[00:05:51.000 --> 00:05:54.000]  福音不會去直接的解決
[00:05:54.000 --> 00:05:56.000]  一個丈夫和一個妻子之間
[00:05:56.000 --> 00:05:58.000]  那些具體的問題
[00:05:58.000 --> 00:06:00.000]  福音所使用的一種方式
[00:06:00.000 --> 00:06:01.000]  是一種間接的
[00:06:01.000 --> 00:06:04.000]  是一種迂迴的戰術
[00:06:04.000 --> 00:06:06.000]  那對於我們基督徒而言
[00:06:06.000 --> 00:06:07.000]  意思就是說
[00:06:07.000 --> 00:06:09.000]  當你在婚姻當中
[00:06:09.000 --> 00:06:10.000]  當你在生活當中
[00:06:10.000 --> 00:06:12.000]  遇到一個具體的問題的時候
[00:06:12.000 --> 00:06:14.000]  福音就給我們一種思維方式
[00:06:14.000 --> 00:06:15.000]  這種思維方式就是
[00:06:15.000 --> 00:06:18.000]  不要就事論事
[00:06:18.000 --> 00:06:20.000]  不要把你的心思
[00:06:20.000 --> 00:06:21.000]  把你的關注點
[00:06:21.000 --> 00:06:24.000]  全部傾注在你所要面對的
[00:06:24.000 --> 00:06:27.000]  那個問題本身上面
[00:06:27.000 --> 00:06:28.000]  你告訴嗎
[00:06:28.000 --> 00:06:29.000]  我告訴你
[00:06:29.000 --> 00:06:30.000]  如果有人告訴你
[00:06:30.000 --> 00:06:31.000]  他的問題就是
[00:06:31.000 --> 00:06:33.000]  就是這個老公不做家務
[00:06:33.000 --> 00:06:34.000]  我告訴你
[00:06:34.000 --> 00:06:36.000]  不要跟他談家務問題
[00:06:36.000 --> 00:06:37.000]  如果一個人告訴你
[00:06:37.000 --> 00:06:39.000]  哎呀 老婆太嘮叨了
[00:06:39.000 --> 00:06:41.000]  不要跟他談那個說話的
[00:06:41.000 --> 00:06:43.000]  說話的藝術
[00:06:43.000 --> 00:06:44.000]  你要跟他談什麼呢
[00:06:44.000 --> 00:06:46.000]  你要問他
[00:06:46.000 --> 00:06:47.000]  你認爲
[00:06:47.000 --> 00:06:49.000]  婚姻的意義是什麼
[00:06:49.000 --> 00:06:51.000]  你要把他從那個
[00:06:51.000 --> 00:06:54.000]  具體的問題當中帶出來
[00:06:54.000 --> 00:06:56.000]  讓他來認識耶穌
[00:06:56.000 --> 00:06:58.000]  讓他來到聖經
[00:06:58.000 --> 00:06:59.000]  來到起初
[00:06:59.000 --> 00:07:01.000]  回到上帝面前
[00:07:01.000 --> 00:07:03.000]  婚姻是上帝設計的
[00:07:03.000 --> 00:07:04.000]  你要讓他
[00:07:04.000 --> 00:07:06.000]  帶領他認識上帝的愛
[00:07:06.000 --> 00:07:09.000]  就是基督跟教會之間
[00:07:09.000 --> 00:07:10.000]  那個救贖的愛
[00:07:10.000 --> 00:07:12.000]  這是聖經在處理
[00:07:12.000 --> 00:07:14.000]  一切具體問題的時候的
[00:07:14.000 --> 00:07:15.000]  一種方式
[00:07:15.000 --> 00:07:18.000]  除非我們認識這位
[00:07:18.000 --> 00:07:20.000]  婚姻的創造者
[00:07:20.000 --> 00:07:21.000]  設計者
[00:07:21.000 --> 00:07:22.000]  安排者
[00:07:22.000 --> 00:07:24.000]  否則各位
[00:07:24.000 --> 00:07:25.000]  我們永遠沒有辦法
[00:07:25.000 --> 00:07:28.000]  處理完這個層出不窮
[00:07:28.000 --> 00:07:31.000]  那個小小各樣具體的問題
[00:07:31.000 --> 00:07:33.000]  那耶穌怎麼處理這個問題呢
[00:07:33.000 --> 00:07:35.000]  耶穌把法利三的問題
[00:07:35.000 --> 00:07:37.000]  帶回到聖經
[00:07:37.000 --> 00:07:38.000]  帶回到起初
[00:07:38.000 --> 00:07:39.000]  耶穌這裏說
[00:07:39.000 --> 00:07:41.000]  起初不是這樣的
[00:07:41.000 --> 00:07:42.000]  你問的這個問題
[00:07:42.000 --> 00:07:44.000]  起初根本不存在
[00:07:44.000 --> 00:07:46.000]  不存在
[00:07:46.000 --> 00:07:48.000]  起初神造男造女
[00:07:48.000 --> 00:07:49.000]  造人的時候說
[00:07:49.000 --> 00:07:51.000]  人要離開父母
[00:07:51.000 --> 00:07:52.000]  與妻子聯合
[00:07:52.000 --> 00:07:54.000]  二人成爲一體
[00:07:54.000 --> 00:07:55.000]  英雄姊妹
[00:07:55.000 --> 00:07:57.000]  婚姻是什麼呢
[00:07:57.000 --> 00:07:59.000]  婚姻是二人成爲一體
[00:07:59.000 --> 00:08:01.000]  是一個全人的合一
[00:08:01.000 --> 00:08:02.000]  這個term
[00:08:02.000 --> 00:08:05.000]  這個二人一體這種關係
[00:08:05.000 --> 00:08:06.000]  讓我告訴各位
[00:08:06.000 --> 00:08:11.000]  單單隻出現在夫妻之間
[00:08:11.000 --> 00:08:13.000]  這個關係沒有用在
[00:08:13.000 --> 00:08:15.000]  父母與兒女之間
[00:08:15.000 --> 00:08:18.000]  這個關係沒有用在手足情深
[00:08:18.000 --> 00:08:20.000]  親兄弟親姐妹之間
[00:08:20.000 --> 00:08:21.000]  只有夫妻
[00:08:21.000 --> 00:08:23.000]  纔會用這個term來表達
[00:08:23.000 --> 00:08:25.000]  二人成爲一體
[00:08:25.000 --> 00:08:29.000]  結了婚兩個人就成爲一個了嗎
[00:08:29.000 --> 00:08:31.000]  明明還是兩個人對吧
[00:08:31.000 --> 00:08:33.000]  有人說結了婚久了
[00:08:33.000 --> 00:08:35.000]  就有夫妻相了
[00:08:35.000 --> 00:08:37.000]  你們越長越來越像夫妻了
[00:08:37.000 --> 00:08:38.000]  他們的關係特別好
[00:08:38.000 --> 00:08:39.000]  但是不管怎麼再好
[00:08:39.000 --> 00:08:41.000]  不管怎麼再有夫妻相
[00:08:41.000 --> 00:08:42.000]  男的就是男的
[00:08:42.000 --> 00:08:44.000]  女的就是女的
[00:08:44.000 --> 00:08:45.000]  丈夫還是丈夫
[00:08:45.000 --> 00:08:47.000]  妻子還是妻子對吧
[00:08:47.000 --> 00:08:51.000]  夫妻成爲一體意味着什麼呢
[00:08:51.000 --> 00:08:56.000]  這裏有一個詞叫做成爲
[00:08:56.000 --> 00:08:58.000]  成爲這個詞呢
[00:08:58.000 --> 00:09:00.000]  在希伯來文叫做dabak
[00:09:00.000 --> 00:09:02.000]  這個dabak這個詞其實是
[00:09:02.000 --> 00:09:04.000]  在舊約當中出現的次數不多
[00:09:04.000 --> 00:09:05.000]  只有五次
[00:09:05.000 --> 00:09:08.000]  但是非常重要的一個描述
[00:09:08.000 --> 00:09:10.000]  神跟人之間的那個
[00:09:10.000 --> 00:09:12.000]  聖約的關係的一個詞
[00:09:12.000 --> 00:09:14.000]  這個詞的原意是
[00:09:14.000 --> 00:09:17.000]  粘在一起附着在一起
[00:09:17.000 --> 00:09:19.000]  粘貼在一起的意思
[00:09:19.000 --> 00:09:21.000]  那這個詞當用在
[00:09:21.000 --> 00:09:23.000]  神和人之間的關係的時候
[00:09:23.000 --> 00:09:24.000]  我列舉了三個經文
[00:09:24.000 --> 00:09:25.000]  同樣一個詞
[00:09:25.000 --> 00:09:26.000]  它說什麼呢
[00:09:26.000 --> 00:09:28.000]  在神明經那裏說
[00:09:28.000 --> 00:09:31.000]  爲你們專靠耶爾華的人
[00:09:31.000 --> 00:09:34.000]  耶爾華你們的神的人
[00:09:34.000 --> 00:09:38.000]  都活着不死
[00:09:38.000 --> 00:09:39.000]  什麼意思呢
[00:09:39.000 --> 00:09:40.000]  這裏說這裏翻譯成
[00:09:40.000 --> 00:09:43.000]  你專門的去依靠
[00:09:43.000 --> 00:09:44.000]  那另外一處也翻譯成專靠
[00:09:44.000 --> 00:09:46.000]  你要盡爲耶爾華你的神
[00:09:46.000 --> 00:09:47.000]  侍奉他
[00:09:47.000 --> 00:09:48.000]  專靠他
[00:09:48.000 --> 00:09:50.000]  那詩篇那裏翻譯成
[00:09:50.000 --> 00:09:54.000]  我心緊緊依靠你
[00:09:54.000 --> 00:09:56.000]  無論是緊緊依靠
[00:09:56.000 --> 00:09:58.000]  或者是專一的來投靠
[00:09:58.000 --> 00:10:00.000]  這個詞就是成爲
[00:10:00.000 --> 00:10:02.000]  Dabak這個詞
[00:10:02.000 --> 00:10:03.000]  所以你知道嗎
[00:10:03.000 --> 00:10:05.000]  夫妻之間產生了一種
[00:10:05.000 --> 00:10:07.000]  聖約的關係
[00:10:07.000 --> 00:10:08.000]  專一的
[00:10:08.000 --> 00:10:09.000]  緊密的
[00:10:09.000 --> 00:10:11.000]  親密無間的關係
[00:10:11.000 --> 00:10:12.000]  我喜歡用這樣的一句話
[00:10:12.000 --> 00:10:14.000]  來表達這個詞
[00:10:14.000 --> 00:10:16.000]  什麼叫做二人成爲一體
[00:10:16.000 --> 00:10:18.000]  各位結了婚的人
[00:10:18.000 --> 00:10:19.000]  要結婚的人
[00:10:19.000 --> 00:10:20.000]  想結婚的人
[00:10:20.000 --> 00:10:23.000]  二人成爲一體就是
[00:10:23.000 --> 00:10:25.000]  你媽就是我媽
[00:10:25.000 --> 00:10:27.000]  我的錢就是你的錢
[00:10:27.000 --> 00:10:28.000]  然後呢
[00:10:28.000 --> 00:10:31.000]  你的神就是我的神
[00:10:31.000 --> 00:10:34.000]  是一個全人的結合
[00:10:34.000 --> 00:10:36.000]  我曾經知道一對夫妻
[00:10:36.000 --> 00:10:38.000]  年輕的夫妻
[00:10:38.000 --> 00:10:39.000]  他們結了婚以後
[00:10:39.000 --> 00:10:40.000]  他們的賬戶是
[00:10:40.000 --> 00:10:43.000]  銀行賬戶是完全分開的
[00:10:43.000 --> 00:10:44.000]  他們要還房貸
[00:10:44.000 --> 00:10:46.000]  房貸也是分得清清楚楚
[00:10:46.000 --> 00:10:48.000]  按照比例分割的
[00:10:48.000 --> 00:10:50.000]  如此的精確
[00:10:50.000 --> 00:10:52.000]  他們所有的開銷
[00:10:52.000 --> 00:10:53.000]  到了最後他們生了孩子
[00:10:53.000 --> 00:10:55.000]  養孩子都是一人一半
[00:10:55.000 --> 00:10:57.000]  哇哦
[00:10:57.000 --> 00:10:58.000]  想到這樣的一種婚姻
[00:10:58.000 --> 00:10:59.000]  什麼意思呢
[00:10:59.000 --> 00:11:01.000]  意味着我們可以住在一起
[00:11:01.000 --> 00:11:04.000]  但我的錢不是你的錢
[00:11:04.000 --> 00:11:05.000]  你知道這表達了什麼
[00:11:05.000 --> 00:11:07.000]  這表達了我的身體
[00:11:07.000 --> 00:11:09.000]  沒有我的存款重要
[00:11:09.000 --> 00:11:10.000]  對不對
[00:11:10.000 --> 00:11:12.000]  我可以把身體給你
[00:11:12.000 --> 00:11:13.000]  對不起
[00:11:13.000 --> 00:11:15.000]  我可以把我的銀行卡給你
[00:11:15.000 --> 00:11:17.000]  有的時候我可以把我的銀行卡給你
[00:11:17.000 --> 00:11:19.000]  但是你媽我不要
[00:11:19.000 --> 00:11:21.000]  你媽不是我媽
[00:11:21.000 --> 00:11:22.000]  弟兄姊妹
[00:11:22.000 --> 00:11:23.000]  這不叫合一
[00:11:23.000 --> 00:11:24.000]  這叫什麼
[00:11:24.000 --> 00:11:26.000]  這比較像合作
[00:11:26.000 --> 00:11:28.000]  這比較像合夥
[00:11:28.000 --> 00:11:29.000]  合夥
[00:11:29.000 --> 00:11:30.000]  搭伴
[00:11:30.000 --> 00:11:31.000]  過個日子
[00:11:31.000 --> 00:11:32.000]  有點像
[00:11:32.000 --> 00:11:34.000]  這不是二人成爲一體
[00:11:34.000 --> 00:11:35.000]  這有點像
[00:11:35.000 --> 00:11:37.000]  叫做中國有一種商業模式
[00:11:37.000 --> 00:11:41.000]  叫做合租合營合作社
[00:11:41.000 --> 00:11:43.000]  弟兄姊妹
[00:11:43.000 --> 00:11:45.000]  用一中國的一個成語
[00:11:45.000 --> 00:11:48.000]  叫做貌合神離
[00:11:48.000 --> 00:11:50.000]  什麼叫神離啊
[00:11:50.000 --> 00:11:51.000]  就是其實本質上
[00:11:51.000 --> 00:11:53.000]  其實這一切的不合
[00:11:53.000 --> 00:11:55.000]  財務上的不合
[00:11:55.000 --> 00:11:56.000]  家庭上的不合
[00:11:56.000 --> 00:11:57.000]  各樣的不合
[00:11:57.000 --> 00:11:59.000]  都是信仰的不合
[00:11:59.000 --> 00:12:02.000]  神離就是他有他的神
[00:12:02.000 --> 00:12:03.000]  你有你的神
[00:12:03.000 --> 00:12:06.000]  兩個人信的不一樣的神
[00:12:06.000 --> 00:12:07.000]  這就是爲什麼
[00:12:07.000 --> 00:12:09.000]  各位基督徒有一個觀念
[00:12:09.000 --> 00:12:11.000]  叫做信的和不信的
[00:12:11.000 --> 00:12:13.000]  是不可以同父異惡的
[00:12:13.000 --> 00:12:17.000]  婚姻的惡是信仰的合一
[00:12:17.000 --> 00:12:19.000]  靈魂的合一
[00:12:19.000 --> 00:12:20.000]  各位
[00:12:20.000 --> 00:12:24.000]  如果一個不信耶穌的人
[00:12:24.000 --> 00:12:25.000]  一個不相信耶穌
[00:12:25.000 --> 00:12:26.000]  爲他的罪
[00:12:26.000 --> 00:12:27.000]  釘死在石架上的人
[00:12:27.000 --> 00:12:29.000]  你愛上了這樣一個人
[00:12:29.000 --> 00:12:30.000]  這個人也愛上了你
[00:12:30.000 --> 00:12:31.000]  其實我告訴你
[00:12:31.000 --> 00:12:32.000]  一定是很悲劇的
[00:12:32.000 --> 00:12:33.000]  爲什麼
[00:12:33.000 --> 00:12:35.000]  如果他不相信耶穌愛他
[00:12:35.000 --> 00:12:37.000]  但他卻相信你很愛他
[00:12:37.000 --> 00:12:39.000]  這就意味着結婚以後
[00:12:39.000 --> 00:12:40.000]  他會把你當成耶穌
[00:12:40.000 --> 00:12:42.000]  你知道嗎
[00:12:42.000 --> 00:12:43.000]  接下來
[00:12:43.000 --> 00:12:44.000]  他不信耶穌
[00:12:44.000 --> 00:12:45.000]  爲他釘上石子架了
[00:12:45.000 --> 00:12:48.000]  他就會把你釘上石子架
[00:12:48.000 --> 00:12:49.000]  一定的
[00:12:49.000 --> 00:12:52.000]  除非我們一同仰望那一位
[00:12:52.000 --> 00:12:54.000]  爲你 爲我
[00:12:54.000 --> 00:12:56.000]  爲丈夫 爲妻子
[00:12:56.000 --> 00:12:58.000]  釘上石子架的耶穌
[00:12:58.000 --> 00:13:02.000]  否則哪有二人成爲一體呢
[00:13:02.000 --> 00:13:03.000]  我用兩個概念來解釋
[00:13:03.000 --> 00:13:04.000]  這個二人成爲一體
[00:13:04.000 --> 00:13:07.000]  一個叫做同盟生命之恩
[00:13:07.000 --> 00:13:10.000]  一個叫做同受使命之招
[00:13:10.000 --> 00:13:14.000]  這裏說上帝造男造女
[00:13:14.000 --> 00:13:17.000]  上帝是照着他自己的形象
[00:13:17.000 --> 00:13:18.000]  造男造女
[00:13:18.000 --> 00:13:20.000]  意味着他們是同樣的尊貴
[00:13:20.000 --> 00:13:21.000]  同樣的榮耀
[00:13:21.000 --> 00:13:22.000]  同尊同榮
[00:13:22.000 --> 00:13:26.000]  意味着他們本質上是完全平等
[00:13:26.000 --> 00:13:27.000]  他們的來源
[00:13:27.000 --> 00:13:29.000]  他們共享一個相同的來源
[00:13:29.000 --> 00:13:30.000]  他們都源於上帝
[00:13:30.000 --> 00:13:31.000]  當然
[00:13:31.000 --> 00:13:33.000]  當亞當見到夏娃的時候
[00:13:33.000 --> 00:13:36.000]  說了人生歷史上第一個情書
[00:13:36.000 --> 00:13:37.000]  第一首情歌
[00:13:37.000 --> 00:13:40.000]  他說我的骨中骨 我的肉中肉
[00:13:40.000 --> 00:13:42.000]  有人用這句話來做文章
[00:13:42.000 --> 00:13:45.000]  他說什麼叫骨中骨肉中肉
[00:13:45.000 --> 00:13:47.000]  亞當是什麼做的
[00:13:47.000 --> 00:13:49.000]  塵土做的對不對
[00:13:49.000 --> 00:13:51.000]  夏娃是什麼做的
[00:13:51.000 --> 00:13:52.000]  亞當做的對不對
[00:13:52.000 --> 00:13:55.000]  所以亞當是iphone14
[00:13:55.000 --> 00:13:59.000]  夏娃叫做iphone14pro
[00:13:59.000 --> 00:14:01.000]  這就叫骨中骨肉中肉的意思
[00:14:01.000 --> 00:14:03.000]  anyway 這玩笑話
[00:14:03.000 --> 00:14:07.000]  但是當亞當講這句話的時候
[00:14:07.000 --> 00:14:09.000]  他意味着
[00:14:09.000 --> 00:14:12.000]  他要跟眼前這個叫夏娃的女人
[00:14:12.000 --> 00:14:13.000]  分享生命
[00:14:13.000 --> 00:14:15.000]  他跟這個人之間
[00:14:15.000 --> 00:14:17.000]  有一個血肉相連的
[00:14:17.000 --> 00:14:20.000]  一個依的一個關係
[00:14:20.000 --> 00:14:21.000]  讓我說
[00:14:21.000 --> 00:14:22.000]  在現代
[00:14:22.000 --> 00:14:24.000]  在今天這個社會這個時代當中
[00:14:24.000 --> 00:14:26.000]  夫妻之間的合一
[00:14:26.000 --> 00:14:27.000]  對於年輕人而言
[00:14:27.000 --> 00:14:29.000]  這個壓力是越來越大的
[00:14:29.000 --> 00:14:32.000]  這個挑戰是越來越大的
[00:14:32.000 --> 00:14:33.000]  你知道爲什麼嗎
[00:14:33.000 --> 00:14:35.000]  因爲在傳統社會
[00:14:35.000 --> 00:14:37.000]  各位在傳統社會結婚是比較早呢
[00:14:37.000 --> 00:14:40.000]  還是比較晚
[00:14:40.000 --> 00:14:41.000]  是比較早對吧
[00:14:41.000 --> 00:14:48.000]  這是最近列的一個結婚年齡
[00:14:48.000 --> 00:14:50.000]  所以25歲以前結婚的
[00:14:50.000 --> 00:14:53.000]  就那兩個小人而已
[00:14:53.000 --> 00:14:56.000]  然後接下來是25歲至多少歲
[00:14:56.000 --> 00:15:00.000]  這28歲佔了不太到一半
[00:15:00.000 --> 00:15:02.000]  然後29歲到34歲
[00:15:02.000 --> 00:15:04.000]  最後34歲以後其實還蠻多的
[00:15:04.000 --> 00:15:05.000]  而且我告訴你
[00:15:05.000 --> 00:15:07.000]  這是整個中國社會
[00:15:07.000 --> 00:15:09.000]  而在城市當中
[00:15:09.000 --> 00:15:11.000]  其實這個比率
[00:15:11.000 --> 00:15:13.000]  這個結婚的年齡
[00:15:13.000 --> 00:15:14.000]  往後推遲的更多
[00:15:14.000 --> 00:15:16.000]  你知道
[00:15:16.000 --> 00:15:17.000]  在傳統社會
[00:15:17.000 --> 00:15:19.000]  當你結婚比較早
[00:15:19.000 --> 00:15:21.000]  當一個人比較早進入婚姻
[00:15:21.000 --> 00:15:23.000]  和今天這個社會有什麼不一樣嗎
[00:15:23.000 --> 00:15:24.000]  在傳統社會
[00:15:24.000 --> 00:15:26.000]  當你沒有進入婚姻的時候
