
[00:00:00.000 --> 00:00:05.000]  今天我們繼續講天長地久的實現
[00:01:28.600 --> 00:01:33.200]  我們今天再看路德記第二章的時候
[00:01:33.200 --> 00:01:37.800]  是講到波亞斯與路德的關係
[00:01:37.800 --> 00:01:39.700]  我們特別留意第二章
[00:01:39.700 --> 00:01:41.700]  他們還沒有結婚
[00:01:41.700 --> 00:01:44.300]  路德記是一個愛情的故事
[00:01:44.300 --> 00:01:46.700]  如果大家回去看完這幾章聖經
[00:01:46.700 --> 00:01:47.800]  很短的
[00:01:47.800 --> 00:01:50.800]  但是給我們有很多的感想
[00:01:50.800 --> 00:01:53.300]  給我們有很多的回味
[00:01:53.300 --> 00:01:55.500]  他們還沒有結婚之前
[00:01:55.500 --> 00:01:58.800]  這個關係是一個什麼關係呢?
[00:01:58.800 --> 00:02:00.700]  所以我們想用一個字
[00:02:00.700 --> 00:02:04.100]  就是因典的關係
[00:02:04.100 --> 00:02:05.800]  今天如果你忘記牧師講什麼
[00:02:05.800 --> 00:02:07.000]  你只記得這個字
[00:02:07.000 --> 00:02:09.600]  是因典的關係
[00:02:09.600 --> 00:02:11.400]  不如我們先讀一節聖經
[00:02:11.400 --> 00:02:15.500]  詩篇65篇第11節
[00:02:15.500 --> 00:02:17.900]  我們一起開聲讀
[00:02:17.900 --> 00:02:21.100]  你以因典為年歲的冠冕
[00:02:21.100 --> 00:02:23.800]  你的路徑都敵下之尤
[00:02:23.800 --> 00:02:25.500]  我們再讀一次
[00:02:25.500 --> 00:02:27.700]  我們知道神為我們所預備的
[00:02:27.700 --> 00:02:29.700]  是一個因典之路
[00:02:29.700 --> 00:02:31.000]  因典的路
[00:02:31.000 --> 00:02:32.000]  是年歲的冠冕
[00:02:32.000 --> 00:02:33.800]  我覺得最榮耀的是什麼呢?
[00:02:33.800 --> 00:02:36.200]  是神給我們很多的因典
[00:02:36.200 --> 00:02:38.100]  當我們回頭看的時候
[00:02:38.100 --> 00:02:40.400]  我們發覺全部都是因典
[00:02:40.400 --> 00:02:43.900]  所以詩篇第23篇裡面講到什麼是因典
[00:02:43.900 --> 00:02:47.600]  我一生一世必有什麼跟著我們呢?
[00:02:47.600 --> 00:02:51.800]  因為慈愛神的因典跟著我們
[00:02:51.800 --> 00:02:53.400]  如果我們回頭看的時候
[00:02:53.400 --> 00:02:57.700]  我們發覺原來我們所經歷的都是因典
[00:02:57.700 --> 00:02:59.600]  我們知道現在這個社會上
[00:02:59.600 --> 00:03:02.700]  不是講到因典的時候
[00:03:02.700 --> 00:03:05.900]  這個社會是講到法律的時候
[00:03:05.900 --> 00:03:09.500]  我們最近都知道美國的健保問題
[00:03:09.500 --> 00:03:10.700]  大家知道
[00:03:10.700 --> 00:03:13.500]  健保現在奧巴馬總統說
[00:03:13.500 --> 00:03:15.400]  人人都要買保險
[00:03:15.400 --> 00:03:17.500]  如果你不買就要罰的
[00:03:17.500 --> 00:03:20.500]  我們知道這個大法官
[00:03:20.500 --> 00:03:21.800]  John Roberts
[00:03:21.800 --> 00:03:24.500]  現在我們講到叫做Roberts Rule
[00:03:24.500 --> 00:03:25.900]  就說是對的
[00:03:25.900 --> 00:03:28.300]  奧巴馬這麼做是可以的
[00:03:28.300 --> 00:03:30.900]  換言之就是用立一個律法
[00:03:30.900 --> 00:03:35.500]  來逼人們要買保險
[00:03:35.500 --> 00:03:39.100]  很多人就覺得這件事很不對
[00:03:39.100 --> 00:03:43.800]  就是說立一個律法逼人們做一些
[00:03:43.800 --> 00:03:45.700]  他可以volunteer做的事情
[00:03:45.700 --> 00:03:48.900]  我們知道前面有很多很多的問題
[00:03:48.900 --> 00:03:52.500]  我們發覺原來用一個律法去解決
[00:03:52.500 --> 00:03:54.900]  社會的問題是解決不了的
[00:03:54.900 --> 00:03:57.900]  我們回頭看歐洲的債務
[00:03:57.900 --> 00:04:00.500]  歐洲我們知道很多國家都不行
[00:04:00.500 --> 00:04:02.900]  所以歐元現在不斷在跌
[00:04:02.900 --> 00:04:05.900]  為什麼?因為欠別人錢
[00:04:05.900 --> 00:04:08.500]  我想怎麼才可以收貨呢?
[00:04:08.500 --> 00:04:09.700]  真的沒有辦法
[00:04:09.700 --> 00:04:12.100]  現在他們每一次
[00:04:12.100 --> 00:04:15.200]  每一路的支出都是借錢回來的
[00:04:15.200 --> 00:04:18.000]  全個國家都是借錢借錢借錢
[00:04:18.000 --> 00:04:22.000]  我們發覺所以全球的經濟很慘
[00:04:22.000 --> 00:04:23.600]  似乎沒有什麼出路
[00:04:23.600 --> 00:04:24.800]  如果用律法來說
[00:04:24.800 --> 00:04:27.000]  有錢就要還錢
[00:04:27.000 --> 00:04:29.000]  欠別人錢就要還錢
[00:04:29.000 --> 00:04:31.000]  但是他們沒有辦法去還
[00:04:31.000 --> 00:04:32.000]  所以我想來想去
[00:04:32.000 --> 00:04:35.600]  其實應該從一個因典的角度去看
[00:04:35.600 --> 00:04:39.800]  如果有人能夠免了他們的債就真的好了
[00:04:39.800 --> 00:04:42.000]  就是說他們不用再還債了
[00:04:42.000 --> 00:04:43.800]  這樣就可以有新的開始了
[00:04:43.800 --> 00:04:46.800]  那麼誰可以去免他們的債呢?
[00:04:46.800 --> 00:04:49.800]  這是一個因典的角度
[00:04:49.800 --> 00:04:51.800]  所以社會上的問題
[00:04:51.800 --> 00:04:54.800]  是需要因典去處理
[00:04:54.800 --> 00:04:57.200]  我們回頭看我們人的問題
[00:04:57.200 --> 00:04:59.800]  我們人本來是有罪的
[00:04:59.800 --> 00:05:02.200]  如果用律法的角度來看
[00:05:02.200 --> 00:05:03.800]  我們死定了
[00:05:03.800 --> 00:05:06.400]  律法的角度是因為人人都有罪
[00:05:06.400 --> 00:05:08.000]  只有規決了神的名譽
[00:05:08.000 --> 00:05:11.000]  有罪的就應該離開神
[00:05:11.000 --> 00:05:14.000]  這個意思就是受罪的懲罰
[00:05:14.000 --> 00:05:16.200]  但是神怎麼來救我們呢?
[00:05:16.200 --> 00:05:18.000]  用因典來救我們
[00:05:18.000 --> 00:05:19.000]  用因典
[00:05:19.000 --> 00:05:21.000]  這個因典就是「救恩」
[00:05:21.000 --> 00:05:23.800]  耶穌基督為我們釘在十字架上
[00:05:23.800 --> 00:05:26.800]  釘十字架是一個很大的因典
[00:05:26.800 --> 00:05:31.400]  就是說祂為我們受了罪的懲罰
[00:05:31.400 --> 00:05:34.000]  這個因典是何等的大
[00:05:34.000 --> 00:05:35.400]  所以有一首歌說
[00:05:35.400 --> 00:05:37.200]  耶穌奇妙的救恩
[00:05:37.200 --> 00:05:38.400]  當我們想到的時候
[00:05:38.400 --> 00:05:41.800]  我們人是不可以還這個罪債的
[00:05:41.800 --> 00:05:44.600]  所以耶穌的祈禱文裡面說到
[00:05:44.600 --> 00:05:45.600]  主禱文說
[00:05:45.600 --> 00:05:48.800]  「免我們的債,如同我們免了人的債」
[00:05:48.800 --> 00:05:50.800]  這是一個因典
[00:05:50.800 --> 00:05:52.000]  所以有人說
[00:05:52.000 --> 00:05:55.600]  基督教的核心思想就是因典
[00:05:55.600 --> 00:05:56.000]  因典
[00:05:56.000 --> 00:05:58.800]  我們今天說到這兩個人的關係
[00:05:58.800 --> 00:06:01.800]  波亞斯和路德的關係
[00:06:01.800 --> 00:06:02.600]  是什麼呢?
[00:06:02.600 --> 00:06:04.600]  是一個因典的關係
[00:06:04.600 --> 00:06:07.000]  不是一個律法以下的關係
[00:06:07.000 --> 00:06:08.600]  所以加拿大書也說到
[00:06:08.600 --> 00:06:12.200]  這個因典能夠勝過律法
[00:06:12.200 --> 00:06:13.800]  不受律法所限制
[00:06:13.800 --> 00:06:15.200]  是超乎律法
[00:06:15.200 --> 00:06:16.400]  不是廢掉律法
[00:06:16.400 --> 00:06:20.200]  是成就律法所不能成就的事
[00:06:20.200 --> 00:06:23.600]  這是因典
[00:06:23.600 --> 00:06:25.200]  我們留心看第一點
[00:06:25.200 --> 00:06:31.200]  就是說到路德來了一個新的地方
[00:06:31.200 --> 00:06:33.600]  不知道大家上個星期在不在這裡
[00:06:33.600 --> 00:06:36.800]  上個星期我們說到路德決定
[00:06:36.800 --> 00:06:38.800]  跟著他的婆婆
[00:06:38.800 --> 00:06:40.800]  拿娥美
[00:06:40.800 --> 00:06:41.800]  或者是拿娥米
[00:06:41.800 --> 00:06:42.800]  翻譯而已
[00:06:42.800 --> 00:06:45.800]  日分是拿娥美
[00:06:45.800 --> 00:06:46.800]  比較漂亮
[00:06:46.800 --> 00:06:49.400]  但是拿娥米就跟她的原音比較像
[00:06:49.400 --> 00:06:50.800]  跟著他奶奶
[00:06:50.800 --> 00:06:53.400]  他生命當中
[00:06:53.400 --> 00:06:59.000]  其實這家人是一個很經歷很苦痛的事
[00:06:59.000 --> 00:07:00.400]  特別是這個奶奶
[00:07:00.400 --> 00:07:02.800]  她自己丈夫死了
[00:07:02.800 --> 00:07:04.800]  兩個兒子死了
[00:07:04.800 --> 00:07:05.800]  什麼都沒有
[00:07:05.800 --> 00:07:06.800]  很窮困
[00:07:06.800 --> 00:07:08.800]  現在要離開
[00:07:08.800 --> 00:07:12.800]  由摩亞地回到自己的鄉下
[00:07:12.800 --> 00:07:13.800]  回到自己的鄉下
[00:07:13.800 --> 00:07:15.800]  那些人說拿娥米
[00:07:15.800 --> 00:07:17.800]  拿娥米本來的意思是
[00:07:17.800 --> 00:07:20.800]  人見人愛的意思
[00:07:20.800 --> 00:07:21.800]  但是拿娥米說
[00:07:21.800 --> 00:07:22.800]  你不要叫我拿娥米
[00:07:22.800 --> 00:07:23.800]  叫我馬拉
[00:07:23.800 --> 00:07:25.800]  馬拉是痛苦的意思
[00:07:25.800 --> 00:07:27.800]  所以你們吃馬拉糕要小心
[00:07:27.800 --> 00:07:28.800]  不是甜的
[00:07:28.800 --> 00:07:29.800]  是苦的
[00:07:29.800 --> 00:07:32.800]  她在生命當中很苦的
[00:07:32.800 --> 00:07:39.800]  路德要跟著他的奶奶回去這個地方
[00:07:39.800 --> 00:07:43.800]  這個地方是一個以色列的地方
[00:07:43.800 --> 00:07:44.800]  猶太人的地方
[00:07:44.800 --> 00:07:47.800]  猶太人看不起外邦人
[00:07:47.800 --> 00:07:48.800]  特別是摩亞人
[00:07:48.800 --> 00:07:51.800]  我們知道摩亞人是怎麼來的
[00:07:51.800 --> 00:07:56.800]  是羅德和他兩個女兒亂亂所生的後裔
[00:07:56.800 --> 00:07:57.800]  所以對猶太人來說
[00:07:57.800 --> 00:08:00.800]  他們對一些混血的人很看不起
[00:08:00.800 --> 00:08:03.800]  所以路德要面對一個這樣的情況
[00:08:03.800 --> 00:08:06.800]  一個窮困的地方
[00:08:06.800 --> 00:08:08.800]  他自己的丈夫死了
[00:08:08.800 --> 00:08:10.800]  已經是一個很大的傷害
[00:08:10.800 --> 00:08:11.800]  很大的創傷
[00:08:11.800 --> 00:08:12.800]  接著要搬家
[00:08:12.800 --> 00:08:14.800]  搬離自己的家鄉
[00:08:14.800 --> 00:08:16.800]  見不到自己的親人
[00:08:16.800 --> 00:08:17.800]  見不到自己的媽媽爸爸
[00:08:17.800 --> 00:08:19.800]  見不到他的兄弟姐妹
[00:08:19.800 --> 00:08:21.800]  去一個新的地方
[00:08:21.800 --> 00:08:22.800]  這個新的地方
[00:08:22.800 --> 00:08:26.800]  明知對他這個族裔的人是有歧視的
[00:08:26.800 --> 00:08:27.800]  你想想
[00:08:27.800 --> 00:08:31.800]  在路德的生命當中
[00:08:31.800 --> 00:08:32.800]  他會怎麼想呢
[00:08:32.800 --> 00:08:34.800]  如果你面對這樣的問題
[00:08:34.800 --> 00:08:36.800]  如果你家裡突然有人過世
[00:08:36.800 --> 00:08:38.800]  你最靠的你最愛的人
[00:08:38.800 --> 00:08:40.800]  突然離開世界
[00:08:40.800 --> 00:08:44.800]  現在你又要跟著一個窮困的奶奶
[00:08:44.800 --> 00:08:46.800]  她同樣是受創傷的
[00:08:46.800 --> 00:08:48.800]  她的創傷更加大
[00:08:48.800 --> 00:08:50.800]  你跟著一個更加創傷的人
[00:08:50.800 --> 00:08:52.800]  面對前面的路
[00:08:52.800 --> 00:08:54.800]  你要走這條路
[00:08:54.800 --> 00:08:57.800]  你是怎麼走上這條路呢
[00:08:57.800 --> 00:09:00.800]  有時候我們要問神怎麼去帶領
[00:09:00.800 --> 00:09:02.800]  其實我們想到這一點的時候
[00:09:02.800 --> 00:09:04.800]  我們看到
[00:09:04.800 --> 00:09:08.800]  現在美國最大的最嚴重的病
[00:09:08.800 --> 00:09:11.800]  其實不是癌症
[00:09:11.800 --> 00:09:12.800]  美國最嚴重的病
[00:09:12.800 --> 00:09:14.800]  大家知不知道是什麼病
[00:09:14.800 --> 00:09:17.800]  Depression
[00:09:17.800 --> 00:09:20.800]  抑鬱症
[00:09:20.800 --> 00:09:25.800]  在7月份的時代雜誌裡面
[00:09:25.800 --> 00:09:27.800]  他就說One a day
[00:09:27.800 --> 00:09:30.800]  現在可能有些人已經收到
[00:09:30.800 --> 00:09:31.800]  在雜誌裡看到
[00:09:31.800 --> 00:09:33.800]  什麼是One a day呢
[00:09:33.800 --> 00:09:35.800]  原來每一天
[00:09:35.800 --> 00:09:37.800]  一個在職的軍人
[00:09:37.800 --> 00:09:39.800]  在職的軍人
[00:09:39.800 --> 00:09:40.800]  參與軍人
[00:09:40.800 --> 00:09:43.800]  每一天有一個兵自殺
[00:09:43.800 --> 00:09:45.800]  One a day
[00:09:45.800 --> 00:09:47.800]  更加可怕的就是說
[00:09:47.800 --> 00:09:50.800]  如果包括那些退役的軍人回來之後
[00:09:50.800 --> 00:09:52.800]  每80分鐘
[00:09:52.800 --> 00:09:54.800]  就是一小時來20分鐘
[00:09:54.800 --> 00:09:58.800]  有一個軍人自殺
[00:09:58.800 --> 00:10:00.800]  有一個士兵自殺
[00:10:00.800 --> 00:10:02.800]  我們看到這些士兵
[00:10:02.800 --> 00:10:06.800]  本來是一個最受訓練的人
[00:10:06.800 --> 00:10:08.800]  他們能夠面對敵人的
[00:10:08.800 --> 00:10:09.800]  他們打仗可以說
[00:10:09.800 --> 00:10:12.800]  美國有最強大的最好的武器
[00:10:12.800 --> 00:10:14.800]  沒什麼不可以打的
[00:10:14.800 --> 00:10:16.800]  但是打不到
[00:10:16.800 --> 00:10:18.800]  最大的障礙就是depression
[00:10:18.800 --> 00:10:20.800]  最大的障礙就是我們內心裡面
[00:10:20.800 --> 00:10:21.800]  很多的抑鬱
[00:10:21.800 --> 00:10:23.800]  人生裡面看到
[00:10:23.800 --> 00:10:25.800]  當他們離鄉別井的時候
[00:10:25.800 --> 00:10:26.800]  去到打仗的時候
[00:10:26.800 --> 00:10:29.800]  他們思想人生的問題
[00:10:29.800 --> 00:10:30.800]  發覺沒有出路
[00:10:30.800 --> 00:10:32.800]  所以有些兵就打電話
[00:10:32.800 --> 00:10:34.800]  就跟女兒說
[00:10:34.800 --> 00:10:38.800]  女兒請你為我do me a favor
[00:10:38.800 --> 00:10:40.800]  你給媽媽一個刻
[00:10:40.800 --> 00:10:41.800]  告訴她
[00:10:41.800 --> 00:10:42.800]  我很愛她
[00:10:42.800 --> 00:10:44.800]  打完這個電話她就自殺
[00:10:44.800 --> 00:10:47.800]  很多很多很多這樣的情況
[00:10:47.800 --> 00:10:49.800]  我們看回路德
[00:10:49.800 --> 00:10:52.800]  路德在面對這樣的困難當中
[00:10:52.800 --> 00:10:54.800]  要計算人來看
[00:10:54.800 --> 00:10:57.800]  他應該是一個很受抑鬱的地方
[00:10:57.800 --> 00:10:59.800]  一個這樣的情況
[00:10:59.800 --> 00:11:01.800]  他需要很多人的安慰
[00:11:01.800 --> 00:11:03.800]  但是他有一個勇氣
[00:11:03.800 --> 00:11:06.800]  有一個勇氣他能夠面對前面
[00:11:06.800 --> 00:11:08.800]  這個勇氣是什麼呢
[00:11:08.800 --> 00:11:10.800]  這個勇氣就是相信
[00:11:10.800 --> 00:11:12.800]  神是美善
[00:11:12.800 --> 00:11:14.800]  神仍然是美善
[00:11:14.800 --> 00:11:17.800]  相信神前面有一個恩典的安排
[00:11:17.800 --> 00:11:19.800]  恩典的配合
[00:11:19.800 --> 00:11:21.800]  我們怎樣知道神是美善呢
[00:11:21.800 --> 00:11:24.800]  原來神在我們的前路
[00:11:24.800 --> 00:11:27.800]  是放了很多很多恩典當中
[00:11:27.800 --> 00:11:29.800]  讓我們去拿到
[00:11:29.800 --> 00:11:31.800]  可以去用那些恩典
[00:11:31.800 --> 00:11:32.800]  人生裡面
[00:11:32.800 --> 00:11:34.800]  我們前面的路程
[00:11:34.800 --> 00:11:37.800]  神就為我們預備了一些恩典的配合
[00:11:37.800 --> 00:11:40.800]  我們看到第一節到第六節
[00:11:40.800 --> 00:11:42.800]  這個故事
[00:11:42.800 --> 00:11:43.800]  第一節說到
[00:11:43.800 --> 00:11:45.800]  波瓦斯是大財主
[00:11:45.800 --> 00:11:46.800]  第二節說到
[00:11:46.800 --> 00:11:49.800]  摩訶女子路德對拿訛米說
[00:11:49.800 --> 00:11:51.800]  我去田裡撿食物
[00:11:51.800 --> 00:11:53.800]  我在誰眼前蒙恩
[00:11:53.800 --> 00:11:56.800]  就跟著誰人的背後去點墨水
[00:11:56.800 --> 00:11:57.800]  拿訛米說
[00:11:57.800 --> 00:11:58.800]  女兒啊
[00:11:58.800 --> 00:11:59.800]  他不單當她是媳婦
[00:11:59.800 --> 00:12:01.800]  當她是女兒
[00:12:01.800 --> 00:12:02.800]  你儘管去吧
[00:12:02.800 --> 00:12:03.800]  路德就去了
[00:12:03.800 --> 00:12:04.800]  去到田裡
[00:12:04.800 --> 00:12:06.800]  去到修葛人後面
[00:12:06.800 --> 00:12:08.800]  去撿墨水
[00:12:08.800 --> 00:12:10.800]  剛剛好來到
[00:12:10.800 --> 00:12:11.800]  以利米勒同族的人
[00:12:11.800 --> 00:12:13.800]  波瓦斯的田裡
[00:12:13.800 --> 00:12:15.800]  波瓦斯剛剛好從伯利行
[00:12:15.800 --> 00:12:17.800]  來到修葛人那裡
[00:12:17.800 --> 00:12:19.800]  對修葛人說
[00:12:19.800 --> 00:12:21.800]  願耶和華與你們同在
[00:12:21.800 --> 00:12:23.800]  他的傭人就回答他
[00:12:23.800 --> 00:12:26.800]  願耶和華賜福給你
[00:12:26.800 --> 00:12:28.800]  波瓦斯就問監督修葛的僕人
[00:12:28.800 --> 00:12:31.800]  誰是這個誰家的姑娘
[00:12:31.800 --> 00:12:33.800]  監督修葛的人就說
[00:12:33.800 --> 00:12:36.800]  她是拿訛米從摩訶地帶回來的
[00:12:36.800 --> 00:12:38.800]  摩訶女子
[00:12:38.800 --> 00:12:41.800]  這個故事說的剛剛好
[00:12:41.800 --> 00:12:43.800]  剛剛好
[00:12:43.800 --> 00:12:45.800]  人生的前面
[00:12:45.800 --> 00:12:46.800]  似乎有些命運
[00:12:46.800 --> 00:12:48.800]  我們中國人很多時候相信命運
[00:12:48.800 --> 00:12:51.800]  如果照計路德就會說
[00:12:51.800 --> 00:12:53.800]  自己的命很苦
[00:12:53.800 --> 00:12:55.800]  有沒有聽過
[00:12:55.800 --> 00:12:56.800]  我們有時候都會相信
[00:12:56.800 --> 00:12:58.800]  我的命很苦
[00:12:58.800 --> 00:13:00.800]  有沒有相信過
[00:13:00.800 --> 00:13:01.800]  當你不開心的時候說
[00:13:01.800 --> 00:13:03.800]  命運啊命運啊
[00:13:03.800 --> 00:13:06.800]  其實我們信主人
[00:13:06.800 --> 00:13:08.800]  不要相信命運
[00:13:08.800 --> 00:13:10.800]  不要相信你的命很苦
[00:13:10.800 --> 00:13:12.800]  因為我們有一位
[00:13:12.800 --> 00:13:14.800]  創造天地萬物的主
[00:13:14.800 --> 00:13:17.800]  在我們前面引領我們的路
[00:13:17.800 --> 00:13:19.800]  為我們安排
[00:13:19.800 --> 00:13:21.800]  當我們想到的時候
[00:13:21.800 --> 00:13:23.800]  真的很感謝神
[00:13:23.800 --> 00:13:25.800]  我們剛才所唱的詩
[00:13:25.800 --> 00:13:27.800]  第一首歌是講到創造
[00:13:27.800 --> 00:13:29.800]  第一首歌第二首歌我忘記了
[00:13:29.800 --> 00:13:31.800]  就是神創造
[00:13:31.800 --> 00:13:33.800]  這位創造天地萬物的主
[00:13:33.800 --> 00:13:35.800]  care about you
[00:13:35.800 --> 00:13:38.800]  祂連你細心的思想
[00:13:38.800 --> 00:13:40.800]  你前面每一個move
[00:13:40.800 --> 00:13:42.800]  祂都知道
[00:13:42.800 --> 00:13:44.800]  當我們想到的時候
[00:13:44.800 --> 00:13:46.800]  我們就何等的欣慰
[00:13:46.800 --> 00:13:49.800]  所以我們人不是迷信
[00:13:49.800 --> 00:13:51.800]  大家千萬不要迷信
[00:13:51.800 --> 00:13:52.800]  迷信是什麼呢
[00:13:52.800 --> 00:13:54.800]  是信一股力量
[00:13:54.800 --> 00:13:56.800]  命是注定的
[00:13:56.800 --> 00:13:57.800]  不是啊
[00:13:57.800 --> 00:14:00.800]  我們人不是相信close future
[00:14:00.800 --> 00:14:02.800]  前面不是注定的
[00:14:02.800 --> 00:14:04.800]  我們信open future
[00:14:04.800 --> 00:14:06.800]  是生的
[00:14:06.800 --> 00:14:09.800]  神對我們的意念是高過我們意念
[00:14:09.800 --> 00:14:11.800]  神對我們的意念是生的
[00:14:11.800 --> 00:14:13.800]  是活潑的意念
[00:14:13.800 --> 00:14:15.800]  是非常好的意念
[00:14:15.800 --> 00:14:19.800]  所以我們見到路德前面安排所有的事
[00:14:19.800 --> 00:14:21.800]  剛剛好去到田裡
[00:14:21.800 --> 00:14:23.800]  這麼多塊田不去
[00:14:23.800 --> 00:14:25.800]  就去到邦亞斯的田
[00:14:25.800 --> 00:14:27.800]  你說對不對
[00:14:27.800 --> 00:14:31.800]  剛剛好邦亞斯從伯利行回到田裡
[00:14:31.800 --> 00:14:33.800]  剛剛好
[00:14:33.800 --> 00:14:35.800]  是不是啊
[00:14:35.800 --> 00:14:38.800]  我們見到這麼巧合
[00:14:38.800 --> 00:14:41.800]  你有沒有發覺你生命當中有什麼事這麼巧合
[00:14:41.800 --> 00:14:44.800]  不是命運來的
[00:14:44.800 --> 00:14:49.800]  是神為你預備了一個恩典的配合
[00:14:49.800 --> 00:14:51.800]  想一想
[00:14:51.800 --> 00:14:55.800]  我們說到婚姻
[00:14:55.800 --> 00:14:57.800]  我相信如果我問大家
[00:14:57.800 --> 00:14:59.800]  很多人會舉手
[00:14:59.800 --> 00:15:01.800]  我同感
[00:15:01.800 --> 00:15:03.800]  你碰到你的配偶
[00:15:03.800 --> 00:15:05.800]  不是命運來的
[00:15:05.800 --> 00:15:07.800]  是神的帶領
[00:15:07.800 --> 00:15:09.800]  神的帶領
[00:15:09.800 --> 00:15:11.800]  很奇妙的事
[00:15:11.800 --> 00:15:13.800]  我自己也有見證
[00:15:13.800 --> 00:15:15.800]  我太太
[00:15:15.800 --> 00:15:17.800]  剛剛好來到
[00:15:17.800 --> 00:15:19.800]  跟我一起教書在香港
[00:15:19.800 --> 00:15:21.800]  剛剛好坐在旁邊
[00:15:21.800 --> 00:15:23.800]  剛剛好認識
[00:15:23.800 --> 00:15:25.800]  我們今年結婚32週年
[00:15:25.800 --> 00:15:27.800]  感謝神
[00:15:27.800 --> 00:15:29.800]  回想起來真的很奇妙的事
[00:15:29.800 --> 00:15:31.800]  人生當中
[00:15:31.800 --> 00:15:33.800]  我相信大家都有很多這樣的見證
[00:15:33.800 --> 00:15:35.800]  神的帶領
[00:15:35.800 --> 00:15:37.800]  神的帶領
[00:15:37.800 --> 00:15:39.800]  當我們回頭想的時候
[00:15:39.800 --> 00:15:41.800]  是恩典來的
[00:15:41.800 --> 00:15:43.800]  恩典的配合
[00:15:43.800 --> 00:15:45.800]  所以人生的轉捩點當中
[00:15:45.800 --> 00:15:51.800]  我們不要被我們以前負面的經驗去牽制我們
[00:15:51.800 --> 00:15:55.800]  沒錯,我們以前有些負面的經歷
[00:15:55.800 --> 00:15:57.800]  有些負面的經歷,好像老德那樣
[00:15:57.800 --> 00:15:59.800]  生命裏面真的有很多負面的經歷
[00:15:59.800 --> 00:16:01.800]  最大的創傷就是
[00:16:01.800 --> 00:16:03.800]  自己所愛的人
[00:16:03.800 --> 00:16:05.800]  最親的人
[00:16:05.800 --> 00:16:07.800]  突然離開世界
[00:16:07.800 --> 00:16:09.800]  這個負面的經驗沒有牽制他
[00:16:09.800 --> 00:16:11.800]  不相信神
[00:16:11.800 --> 00:16:13.800]  反而是一個信念
[00:16:13.800 --> 00:16:15.800]  他看到在拿訛米的身上
[00:16:15.800 --> 00:16:17.800]  他說你的神就是我的神
[00:16:17.800 --> 00:16:19.800]  你的國就是我的國
[00:16:19.800 --> 00:16:21.800]  他很清楚
[00:16:21.800 --> 00:16:25.800]  他肯定跟隨神自己
[00:16:25.800 --> 00:16:29.800]  跟隨創造天地萬物的主宰
[00:16:29.800 --> 00:16:31.800]  我們在灣區裏面很喜歡問方向
[00:16:31.800 --> 00:16:33.800]  你公司有什麼方向?
[00:16:33.800 --> 00:16:35.800]  或者有什麼計劃?
[00:16:35.800 --> 00:16:37.800]  有沒有聽過?
[00:16:37.800 --> 00:16:39.800]  教會有什麼方向?有什麼計劃?
[00:16:39.800 --> 00:16:43.800]  其實我們人真的沒有什麼方向
[00:16:43.800 --> 00:16:45.800]  我告訴大家
[00:16:45.800 --> 00:16:47.800]  你不需要有地圖
[00:16:47.800 --> 00:16:49.800]  你只需要有GPS
[00:16:49.800 --> 00:16:51.800]  你需要肯定跟隨誰就行了
[00:16:51.800 --> 00:16:55.800]  人生的方向就是跟隨耶穌基督
[00:16:55.800 --> 00:16:57.800]  人生的方向
[00:16:57.800 --> 00:16:59.800]  所以我們每天祈禱在求問神
[00:16:59.800 --> 00:17:01.800]  求問神就是
