
[00:00:00.000 --> 00:00:03.820]  所以我們今天要談到全家侍奉主
[00:04:40.120 --> 00:04:44.320]  要為他造一個配偶做什麼
[00:04:44.320 --> 00:04:47.800]  幫助他 請問幫助他說什麼
[00:04:47.800 --> 00:04:50.240]  管理 懂這意思嗎
[00:04:50.240 --> 00:04:52.560]  亞當一個人管太辛苦了
[00:04:52.560 --> 00:04:57.480]  所以上帝說夏娃你來管 你幫著他管
[00:04:57.480 --> 00:04:59.000]  丁子妹 請你記得一件事情
[00:04:59.000 --> 00:05:00.640]  這是上帝的計畫
[00:05:00.640 --> 00:05:03.440]  可是今天你看見多少的家庭夫妻之間
[00:05:03.440 --> 00:05:09.600]  大家真要做誰來管 有沒有
[00:05:09.600 --> 00:05:11.600]  有人說 這個很簡單
[00:05:11.600 --> 00:05:15.400]  我們家大事都是我先生在管
[00:05:15.400 --> 00:05:18.040]  小事都是我管
[00:05:18.040 --> 00:05:22.160]  但是大事小事誰決定呢
[00:05:22.160 --> 00:05:25.960]  太太決定
[00:05:25.960 --> 00:05:28.680]  沒有大事 我們家沒有大事只有小事
[00:05:28.680 --> 00:05:30.480]  所以家裡面到底是誰管
[00:05:30.480 --> 00:05:33.240]  你看有沒有
[00:05:33.240 --> 00:05:36.280]  我們對這些世界上的道理
[00:05:36.280 --> 00:05:39.240]  耳熟能詳 道備如流
[00:05:39.240 --> 00:05:40.280]  可是親愛丁子妹
[00:05:40.280 --> 00:05:43.040]  聖經告訴我們的原則是什麼
[00:05:43.040 --> 00:05:45.480]  做妻子的責任是什麼
[00:05:45.480 --> 00:05:50.800]  是幫助這個頭 幫助這個老公
[00:05:50.800 --> 00:05:52.040]  幫助丈夫
[00:05:52.040 --> 00:05:53.720]  所以這是神設立的
[00:05:53.720 --> 00:05:55.720]  然後再下面一個很重要
[00:05:55.720 --> 00:05:58.160]  你這樣講牧師又來了
[00:05:58.160 --> 00:06:01.080]  你老是告訴我們姐妹們
[00:06:01.080 --> 00:06:01.920]  丁子妹我告訴你
[00:06:01.920 --> 00:06:04.640]  你是被這個世界洗腦了
[00:06:04.640 --> 00:06:06.240]  我們被這個世界洗腦了
[00:06:06.240 --> 00:06:09.000]  認為說做頭的
[00:06:09.000 --> 00:06:12.160]  那個所謂做老大的才是最偉大
[00:06:12.160 --> 00:06:13.840]  你錯了
[00:06:13.840 --> 00:06:16.480]  你做過頭嗎
[00:06:16.480 --> 00:06:22.480]  我們當中有多少人你是做老大的
[00:06:22.480 --> 00:06:23.840]  排行老大
[00:06:23.840 --> 00:06:25.080]  丁子妹我告訴你
[00:06:25.080 --> 00:06:28.680]  我們家有三個孩子我告訴你
[00:06:28.680 --> 00:06:32.240]  我可以坦白講老大最辛苦
[00:06:32.240 --> 00:06:33.600]  是不是
[00:06:33.600 --> 00:06:35.960]  碗沒人洗
[00:06:35.960 --> 00:06:38.760]  碗沒人洗誰洗
[00:06:38.760 --> 00:06:40.120]  老大
[00:06:40.120 --> 00:06:43.560]  很多事情老二老三老四老五
[00:06:43.560 --> 00:06:44.840]  反正丟了就不管了
[00:06:44.840 --> 00:06:45.400]  是不是
[00:06:45.400 --> 00:06:47.920]  誰會管老大
[00:06:47.920 --> 00:06:49.840]  因為爸爸媽媽從小一開始
[00:06:49.840 --> 00:06:51.440]  老大一定是會告訴他
[00:06:51.440 --> 00:06:52.720]  你要這樣子你要那樣
[00:06:52.720 --> 00:06:56.600]  所以這是一般
[00:06:56.600 --> 00:06:58.000]  丁子妹做頭容不容易
[00:06:58.000 --> 00:06:59.320]  不容易
[00:06:59.320 --> 00:07:01.280]  你以為做爸爸容易嗎
[00:07:01.280 --> 00:07:03.480]  你以為做先生容易嗎
[00:07:03.480 --> 00:07:04.720]  不容易
[00:07:04.720 --> 00:07:05.360]  是不是
[00:07:05.360 --> 00:07:08.440]  所以上帝設立的有次序
[00:07:08.440 --> 00:07:11.080]  你按照上帝的次序去做
[00:07:11.080 --> 00:07:13.920]  就會美滿就會快樂
[00:07:13.920 --> 00:07:18.160]  跟你旁邊說按照次序來
[00:07:18.160 --> 00:07:18.800]  丁子妹
[00:07:18.800 --> 00:07:23.480]  所以他要照下巴這個來幫助他
[00:07:23.480 --> 00:07:24.960]  然後下面說什麼
[00:07:24.960 --> 00:07:29.920]  因此人要離開父母與妻子聯合
[00:07:29.920 --> 00:07:33.680]  二人成為什麼一體
[00:07:33.680 --> 00:07:38.800]  上帝的心意是要夫妻成為一體
[00:07:38.800 --> 00:07:42.000]  不單單是身體的結合
[00:07:42.000 --> 00:07:44.960]  今天魔鬼讓很多的年輕人
[00:07:44.960 --> 00:07:46.960]  有一個錯誤的一個觀念
[00:07:46.960 --> 00:07:50.520]  認為說我愛你你愛我兩個人
[00:07:50.520 --> 00:07:55.520]  就身體就發生關係
[00:07:55.520 --> 00:08:01.120]  往往你會發現很多家庭出問題
[00:08:01.120 --> 00:08:03.200]  你根據研究
[00:08:03.200 --> 00:08:07.280]  很多年輕人在婚前發生性行為
[00:08:07.280 --> 00:08:13.000]  其實也是他婚後問題的其中一個很重要的來源
[00:08:13.000 --> 00:08:15.040]  夫妻之間缺乏信任
[00:08:15.040 --> 00:08:15.800]  為什麼
[00:08:15.800 --> 00:08:20.560]  因為既然你在之前你可以這樣子跟我
[00:08:20.560 --> 00:08:22.320]  那你會不會也跟別人呢
[00:08:22.320 --> 00:08:25.640]  你懂這意思嗎
[00:08:25.640 --> 00:08:27.360]  所以如果你過去曾經這樣
[00:08:27.360 --> 00:08:30.520]  你要悔改在神的面前
[00:08:30.520 --> 00:08:32.440]  你要在神的面前悔改
[00:08:32.440 --> 00:08:34.800]  神的寶血遮蓋
[00:08:34.800 --> 00:08:39.840]  把這一個仇敵在你們家中放到一個破口
[00:08:39.840 --> 00:08:43.720]  把它堵起來
[00:08:43.720 --> 00:08:47.360]  只有在婚姻裡面的性的關係
[00:08:47.360 --> 00:08:50.400]  才是上帝所祝福的
[00:08:50.400 --> 00:08:53.360]  不是在婚姻裡面的性的關係
[00:08:53.360 --> 00:08:55.400]  如果你嫁做
[00:08:55.400 --> 00:09:01.240]  神要在你的身上種下這個咒詛和聖牌
[00:09:01.240 --> 00:09:05.560]  所以上帝要夫妻能夠聯合在一起
[00:09:05.560 --> 00:09:06.840]  不單單是身體的
[00:09:06.840 --> 00:09:10.040]  還有心靈的靈裡面的
[00:09:10.040 --> 00:09:12.480]  這是神的設計
[00:09:12.480 --> 00:09:13.760]  那為什麼你注意看
[00:09:13.760 --> 00:09:15.360]  我剛講這是神所看中
[00:09:15.360 --> 00:09:16.680]  這是神所設計的
[00:09:16.680 --> 00:09:19.040]  但是魔鬼他也很清楚知道
[00:09:19.040 --> 00:09:21.640]  所以他魔鬼一定要在
[00:09:21.640 --> 00:09:25.000]  在這些神所計劃的這些事情上面破壞
[00:09:25.000 --> 00:09:26.560]  對不對
[00:09:26.560 --> 00:09:29.240]  所以剛才我們講的夫妻之間的這個問題
[00:09:29.240 --> 00:09:30.880]  這個淫亂的問題是今天
[00:09:30.880 --> 00:09:32.160]  我想不僅僅是美國
[00:09:32.160 --> 00:09:35.280]  全世界 台灣 香港 中國大陸
[00:09:35.280 --> 00:09:37.960]  全世界現在都是一個很嚴重的問題
[00:09:37.960 --> 00:09:39.960]  因為魔鬼知道
[00:09:39.960 --> 00:09:43.040]  一旦破壞了神本來計劃
[00:09:43.040 --> 00:09:46.880]  只有夫妻之間的那個關係
[00:09:46.880 --> 00:09:49.160]  他就知道這個家庭
[00:09:49.160 --> 00:09:55.520]  就會走向滅亡之路
[00:09:55.520 --> 00:09:59.000]  好 那麼怎麼解決這個問題呢
[00:09:59.000 --> 00:10:01.480]  既然家庭是這麼重要
[00:10:01.480 --> 00:10:03.080]  同學們
[00:10:03.080 --> 00:10:07.160]  神對家庭的心意是什麼呢
[00:10:07.160 --> 00:10:08.600]  我想第一件事情
[00:10:08.600 --> 00:10:12.400]  始祖行傳剛才我們所讀的那段聖經裡面
[00:10:12.400 --> 00:10:13.960]  是一個代表的經文
[00:10:13.960 --> 00:10:17.480]  但是其實不是在始祖行傳裡面
[00:10:17.480 --> 00:10:19.680]  神才提到說他對家庭
[00:10:19.680 --> 00:10:21.800]  一個家庭得救的一個觀念
[00:10:21.800 --> 00:10:24.080]  一個重要性
[00:10:24.080 --> 00:10:27.040]  我自己清楚
[00:10:27.040 --> 00:10:29.080]  這個我成長的教會
[00:10:29.080 --> 00:10:33.560]  那麼就是這個巡禮會
[00:10:33.560 --> 00:10:39.080]  那你知道巡禮會的聖光神學院
[00:10:39.080 --> 00:10:42.640]  傳道人都是這個聖光神學院塑造出來的
[00:10:42.640 --> 00:10:47.040]  那聖光神學院的早期的院長
[00:10:47.040 --> 00:10:54.040]  是戴紹增
[00:10:54.040 --> 00:10:56.160]  他也是華城的院長
[00:10:56.160 --> 00:10:58.920]  戴紹增的父親戴永勉
[00:10:58.920 --> 00:11:03.040]  他們都是聖光的院長
[00:11:03.040 --> 00:11:11.320]  所以在這個這樣子的一個背景裡面
[00:11:11.320 --> 00:11:14.320]  其實我們那個年代
[00:11:14.320 --> 00:11:18.640]  你會發現都是這些西方的宣教士
[00:11:18.640 --> 00:11:22.080]  還有這些他們所訓練出來的傳道人
[00:11:22.080 --> 00:11:25.520]  所以我們對整個美國的那種西方的
[00:11:25.520 --> 00:11:28.000]  那種的這個基督教的文化
[00:11:28.000 --> 00:11:31.360]  其實我們是比較熟悉的
[00:11:31.360 --> 00:11:32.600]  但是我也發現
[00:11:32.600 --> 00:11:35.880]  後來我到了美國我才慢慢地感覺到
[00:11:35.880 --> 00:11:42.240]  原來為什麼西方人講佈道傳福音的時候呢
[00:11:42.240 --> 00:11:44.920]  你可以看見格裡漢穆斯
[00:11:44.920 --> 00:11:47.200]  或者這些講道的時候都是怎麼樣
[00:11:47.200 --> 00:11:51.440]  好今天你如果願意接受耶穌基督的
[00:11:51.440 --> 00:11:53.400]  做你personal savior
[00:11:53.400 --> 00:11:55.400]  你個人救主的請舉起手來
[00:11:55.400 --> 00:11:56.800]  好了舉起手來了
[00:11:56.800 --> 00:11:57.840]  請到前面來
[00:11:57.840 --> 00:11:58.720]  好到前面來
[00:11:58.720 --> 00:12:01.000]  然後做了覺知禱告怎麼樣
[00:12:01.000 --> 00:12:03.520]  回家了
[00:12:03.520 --> 00:12:07.440]  回家之後爸爸媽媽一聽說你信耶穌了
[00:12:07.440 --> 00:12:08.840]  哇
[00:12:08.840 --> 00:12:09.920]  媽
[00:12:09.920 --> 00:12:11.720]  甚至有的打
[00:12:11.720 --> 00:12:14.320]  不讓他去教會啊
[00:12:14.320 --> 00:12:16.920]  所以你看我們很多時候這一代
[00:12:16.920 --> 00:12:19.160]  我們這一代的基督徒很辛苦啊
[00:12:19.160 --> 00:12:21.480]  因為我們都是來自不幸的家庭
[00:12:21.480 --> 00:12:24.520]  所以我們成為那個第一個信耶穌的
[00:12:24.520 --> 00:12:26.880]  回到家裡面就面臨到家裡的逼迫
[00:12:26.880 --> 00:12:29.880]  家裡的不諒解
[00:12:29.880 --> 00:12:32.560]  但是你可以看見其實聖經裡面讓我們看見
[00:12:32.560 --> 00:12:37.000]  神的救恩是要臨到家庭的
[00:12:37.000 --> 00:12:42.880]  也就是說教會更應該看見的是家庭要得救
[00:12:42.880 --> 00:12:45.600]  全家要得救
[00:12:45.600 --> 00:12:48.840]  請問在創這個
[00:12:48.840 --> 00:12:52.160]  在這個創世紀裡面講到
[00:12:52.160 --> 00:12:55.040]  羅亞進方舟
[00:12:55.040 --> 00:12:57.800]  請問羅亞進方舟
[00:12:57.800 --> 00:13:02.440]  是羅亞一個人進
[00:13:02.440 --> 00:13:04.720]  聖經上說什麼
[00:13:04.720 --> 00:13:07.840]  你注意看啊
[00:13:07.840 --> 00:13:12.240]  神跟羅亞說你和你怎麼樣
[00:13:12.240 --> 00:13:15.400]  全家
[00:13:15.400 --> 00:13:17.080]  全家都要進入方舟
[00:13:17.080 --> 00:13:19.360]  我們都知道從這個你讀舊約
[00:13:19.360 --> 00:13:23.760]  舊約你知道說這個方舟預表救恩對不對
[00:13:23.760 --> 00:13:26.200]  所以羅亞全家進方舟
[00:13:26.200 --> 00:13:29.400]  表明一件事情就是說神的心意
[00:13:29.400 --> 00:13:35.920]  就是全家都要得到救恩
[00:13:35.920 --> 00:13:39.480]  救恩還有好多例子我不一一講了
[00:13:39.480 --> 00:13:43.680]  那到了新約的時候呢
[00:13:43.680 --> 00:13:45.720]  這個是發生在什麼時候
[00:13:45.720 --> 00:13:49.360]  保羅跟希臘在監獄裡面還記不記得
[00:13:49.360 --> 00:13:52.120]  半夜的時候他們怎麼樣
[00:13:52.120 --> 00:13:54.760]  他們在那邊唱詩歌讚美神
[00:13:54.760 --> 00:13:56.480]  哇唱到一個地步
[00:13:56.480 --> 00:13:58.960]  然後呢
[00:13:58.960 --> 00:14:01.640]  整個地大震動好像地震一樣
[00:14:01.640 --> 00:14:06.320]  現在如果我們的這個敬拜到達一個地步
[00:14:06.320 --> 00:14:08.440]  哇地震了
[00:14:08.440 --> 00:14:11.360]  哇天開了
[00:14:11.360 --> 00:14:14.160]  門接門打開了
[00:14:14.160 --> 00:14:16.280]  你是典獄長你是那個獄卒
[00:14:16.280 --> 00:14:17.760]  你會如何感覺
[00:14:17.760 --> 00:14:19.800]  太好了太好了
[00:14:19.800 --> 00:14:22.720]  沒有這個獄卒當時候看到這個情形發生
[00:14:22.720 --> 00:14:24.240]  嚇壞了
[00:14:24.240 --> 00:14:25.360]  犯人要逃跑了
[00:14:25.360 --> 00:14:29.720]  請問獄卒他的結果是什麼
[00:14:29.720 --> 00:14:31.560]  他一定被處罰是不是
[00:14:31.560 --> 00:14:32.880]  甚至很可能在那個年代
[00:14:32.880 --> 00:14:36.440]  很可能這個獄卒會被處死的
[00:14:36.440 --> 00:14:40.960]  獄卒說在這時候他嚇得不得了啊
[00:14:40.960 --> 00:14:44.600]  因此他怎麼說呢
[00:14:44.600 --> 00:14:47.400]  他就說我該怎麼辦
[00:14:47.400 --> 00:14:49.600]  那保羅就跟他講說
[00:14:49.600 --> 00:14:53.480]  當信主耶穌你和你一家都必得救
[00:14:53.480 --> 00:14:55.520]  丁子妹如果你是保羅的話
[00:14:55.520 --> 00:14:57.440]  你跟獄卒你會怎麼說
[00:14:57.440 --> 00:15:00.160]  按照我們這個視律也好
[00:15:00.160 --> 00:15:01.480]  或者是福音學也好
[00:15:01.480 --> 00:15:02.640]  你受的訓練也好
[00:15:02.640 --> 00:15:04.280]  你會怎麼說
[00:15:04.280 --> 00:15:06.800]  你會怎麼說坦白講
[00:15:06.800 --> 00:15:09.840]  你今天在外面碰到一個鄰居
[00:15:09.840 --> 00:15:12.360]  或者你在路上面碰到有一個人
[00:15:12.360 --> 00:15:13.520]  你跟他傳福音
[00:15:13.520 --> 00:15:16.280]  那麼你會怎麼說
[00:15:16.280 --> 00:15:18.080]  你就說你信耶穌
[00:15:18.080 --> 00:15:18.520]  對不對
[00:15:18.520 --> 00:15:19.640]  你信耶穌就得救
[00:15:19.640 --> 00:15:19.960]  對不對
[00:15:19.960 --> 00:15:21.080]  你信耶穌就得救
[00:15:21.080 --> 00:15:22.080]  對不對
[00:15:22.080 --> 00:15:25.400]  保羅那一天怎麼會想到
[00:15:25.400 --> 00:15:26.280]  你想想看
[00:15:26.280 --> 00:15:29.920]  請問這個獄卒的家人在哪裡
[00:15:29.920 --> 00:15:32.200]  會不會在監獄裡面
[00:15:32.200 --> 00:15:33.280]  不會
[00:15:33.280 --> 00:15:35.240]  這個獄卒的家人在哪裡
[00:15:35.240 --> 00:15:36.560]  在家裡對不對
[00:15:36.560 --> 00:15:39.440]  那一天保羅跟這個獄卒講到
[00:15:39.440 --> 00:15:40.800]  他不僅僅跟他講
[00:15:40.800 --> 00:15:47.600]  他說你和你一家怎麼樣都必得救
[00:15:47.600 --> 00:15:53.520]  所以保羅這個獄卒就把他帶到他家裡面去
[00:15:53.520 --> 00:15:55.560]  然後他們全家聽保羅講
[00:15:55.560 --> 00:15:57.040]  保羅講給他們聽之後
[00:15:57.040 --> 00:16:00.120]  他們全家就怎麼樣
[00:16:00.120 --> 00:16:01.800]  就信了神
[00:16:01.800 --> 00:16:03.560]  下面說什麼
[00:16:03.560 --> 00:16:07.880]  都很喜樂
[00:16:07.880 --> 00:16:11.120]  他們全家因為信了耶穌
[00:16:11.120 --> 00:16:13.200]  就很喜樂
[00:16:13.200 --> 00:16:20.520]  瓊子妹你的家裡面是不是都信了耶穌呢
[00:16:20.520 --> 00:16:25.800]  你說我的兩個兒子一定是跟我信耶穌了
[00:16:25.800 --> 00:16:28.240]  我們家的那一對兒女
[00:16:28.240 --> 00:16:30.360]  他們一定是信耶穌的
[00:16:30.360 --> 00:16:31.600]  瓊子妹是嗎
[00:16:31.600 --> 00:16:34.160]  不見得
[00:16:34.160 --> 00:16:35.920]  我是牧師啊
[00:16:35.920 --> 00:16:37.320]  我的小孩一定信耶穌的
[00:16:37.320 --> 00:16:39.040]  是嗎
[00:16:39.040 --> 00:16:45.440]  戴季忠牧師跟我講他說他17歲的時候才真正重生得救
[00:16:45.440 --> 00:16:50.120]  請問戴季忠他爸爸是誰
[00:16:50.120 --> 00:16:52.000]  戴肇真是不是
[00:16:52.000 --> 00:16:55.040]  請問他爸爸是誰
[00:16:55.040 --> 00:16:56.560]  他爸爸不僅僅是牧師
[00:16:56.560 --> 00:16:58.240]  他爸爸是宣教士
[00:16:58.240 --> 00:17:00.360]  他爸爸是歐元府的創辦人
[00:17:00.360 --> 00:17:04.080]  這個總主任對不對
[00:17:04.080 --> 00:17:08.520]  那所以你想想看他兒子在這樣子的一個家庭長大
[00:17:08.520 --> 00:17:10.480]  他應該是耶穌吧
[00:17:10.480 --> 00:17:17.880]  他17歲他才清楚重生得救
[00:17:17.880 --> 00:17:19.120]  瓊子妹
[00:17:19.120 --> 00:17:25.320]  所以今天我第一個對我們家這些做父母親的
[00:17:25.320 --> 00:17:27.400]  你要make sure
[00:17:27.400 --> 00:17:36.440]  你的孩子每一個都是清清楚楚的重生得救
[00:17:36.440 --> 00:17:38.280]  所以我常講
[00:17:38.280 --> 00:17:43.040]  我們從孩子小的時候常常禱告一件事情
[00:17:43.040 --> 00:17:44.400]  禱告什麼
[00:17:44.400 --> 00:17:47.040]  禱告祝望重生他們
[00:17:47.040 --> 00:17:51.360]  因為我知道那不是我做牧師可以做得到的事情
[00:17:51.360 --> 00:17:52.720]  我可以講道給他們聽
[00:17:52.720 --> 00:17:54.520]  我可以把福音告訴他們
[00:17:54.520 --> 00:17:57.240]  但是我沒有辦法使他們重生
[00:17:57.240 --> 00:17:58.440]  你懂意思嗎
[00:17:58.440 --> 00:18:02.080]  只有聖靈能夠使他們重生
[00:18:02.080 --> 00:18:06.120]  特別我們這一代信了主之後
[00:18:06.120 --> 00:18:08.960]  我們一定把我們的孩子從小帶到教會來
[00:18:08.960 --> 00:18:11.920]  可是帶到教會不代表就是他就會認識神
[00:18:11.920 --> 00:18:14.960]  請記得這件事情
[00:18:14.960 --> 00:18:18.720]  所以我們要為著我們的家人信主來禱告
[00:18:18.720 --> 00:18:21.000]  我們要為著我們家人的信主
[00:18:21.000 --> 00:18:25.040]  可能是你自己在中國在台灣在香港
[00:18:25.040 --> 00:18:26.640]  在個別的地方
[00:18:26.640 --> 00:18:29.400]  你家裡面的你的父母親或者你家裡面還有誰
[00:18:29.400 --> 00:18:30.960]  你的兄弟姐妹哥哥姐姐
[00:18:30.960 --> 00:18:32.560]  他還沒有信耶穌的
[00:18:32.560 --> 00:18:37.840]  我不知道你有沒有想到說他們還沒有認識耶穌
[00:18:37.840 --> 00:18:39.280]  時間很快就過去了
[00:18:39.280 --> 00:18:41.320]  你看這一次的這個疫情
[00:18:41.320 --> 00:18:45.880]  這一次的疫情有多少的人就在這樣子一下子就過去了
[00:18:45.880 --> 00:18:54.240]  根本都沒有機會聽到福音就走了
[00:18:54.240 --> 00:18:58.640]  所以全家都要信主
[00:18:58.640 --> 00:19:02.960]  全家怎麼能夠信主呢
[00:19:02.960 --> 00:19:08.640]  坦白講跟自己家人傳福音是最困難傳不得人
[00:19:08.640 --> 00:19:11.640]  是不是
[00:19:11.640 --> 00:19:16.440]  跟自己家人分享福音是最不容易的
[00:19:16.440 --> 00:19:20.040]  所以剛才我們第一個提到要禱告
[00:19:20.040 --> 00:19:22.040]  要禱告
[00:19:22.040 --> 00:19:30.280]  因為禱告是讓神做公
[00:19:30.280 --> 00:19:32.760]  你要宣告
[00:19:32.760 --> 00:19:35.520]  這個宣告不是喊口號
[00:19:35.520 --> 00:19:38.960]  這個宣告是你看見神的心意
[00:19:38.960 --> 00:19:42.480]  因此你在禱告中說主啊
[00:19:42.480 --> 00:19:43.840]  你的話這樣說
[00:19:43.840 --> 00:19:48.160]  我常常在我們家人在我明白了這個真理之後
[00:19:48.160 --> 00:19:50.160]  我開始為家裡面的人禱告的時候
[00:19:50.160 --> 00:19:51.320]  我常常這樣禱告
[00:19:51.320 --> 00:19:52.920]  我說主啊
[00:19:52.920 --> 00:19:55.160]  你的話說當信主耶穌
[00:19:55.160 --> 00:19:57.840]  你和你一家都必得救
[00:19:57.840 --> 00:19:59.640]  我就說禱告說主啊
[00:19:59.640 --> 00:20:03.640]  主啊我相信我的全家都要得救
[00:20:03.640 --> 00:20:05.240]  就這樣禱告
[00:20:05.240 --> 00:20:07.080]  我甚至於很長一段時間
[00:20:07.080 --> 00:20:10.320]  天天為這個事情禱告
[00:20:10.320 --> 00:20:13.480]  不是我自己會的
[00:20:13.480 --> 00:20:17.520]  兄子們是因為我曾經聽到牧師講道的時候
[00:20:17.520 --> 00:20:19.560]  那一次深深的感動我
[00:20:19.560 --> 00:20:22.160]  讓我看見說我應當為我的家人
[00:20:22.160 --> 00:20:27.600]  這樣子的父太家人為他們禱告
