
[00:00:00.000 --> 00:00:08.000]  戴德星先生的一生都在內地會的歷史當中記述
[00:11:03.000 --> 00:11:06.000]  而且禁止他們再用耶穌的名字
[00:11:06.000 --> 00:11:09.000]  來講福音去教訓人
[00:11:09.000 --> 00:11:11.000]  在十九二十節講到
[00:11:11.000 --> 00:11:13.000]  彼得約翰就說
[00:11:13.000 --> 00:11:15.000]  他們毫不畏懼
[00:11:15.000 --> 00:11:17.000]  稱從你們不稱從神
[00:11:17.000 --> 00:11:20.000]  在神面前合不合理
[00:11:20.000 --> 00:11:23.000]  你們自己著量吧
[00:11:23.000 --> 00:11:25.000]  我們所看到所聽到的
[00:11:25.000 --> 00:11:28.000]  不能夠不講
[00:11:28.000 --> 00:11:30.000]  憑著得醫治
[00:11:30.000 --> 00:11:34.000]  但有能力的名
[00:11:34.000 --> 00:11:36.000]  當時的問題就是說
[00:11:36.000 --> 00:11:38.000]  猶太人的法庭
[00:11:38.000 --> 00:11:42.000]  以為自己是神的代言人
[00:11:42.000 --> 00:11:44.000]  彼得卻提醒他們
[00:11:44.000 --> 00:11:48.000]  那個不過是人的組織
[00:11:48.000 --> 00:11:52.000]  在兩者有衝突的時候
[00:11:52.000 --> 00:11:57.000]  順從神必然是過於順從人
[00:11:57.000 --> 00:12:00.000]  法庭又再威嚇他們一番
[00:12:00.000 --> 00:12:03.000]  然後釋放了他們兩個人
[00:12:03.000 --> 00:12:07.000]  他們不可能懲罰仕途
[00:12:07.000 --> 00:12:12.000]  眾人因為所行的歧視
[00:12:12.000 --> 00:12:16.000]  都將榮耀歸給神自己
[00:12:16.000 --> 00:12:19.000]  和大家分享一位蘇丹女子
[00:12:19.000 --> 00:12:25.000]  嫁給基督徒的事跡
[00:12:25.000 --> 00:12:28.000]  這位米利安在2011年
[00:12:28.000 --> 00:12:32.000]  嫁給擁有美國公民身份的基督徒
[00:12:32.000 --> 00:12:34.000]  丹爾尼
[00:12:34.000 --> 00:12:35.000]  在2013年
[00:12:35.000 --> 00:12:40.000]  米利安的一位親戚控告她叛教
[00:12:40.000 --> 00:12:43.000]  指她的父親是伊斯蘭教徒
[00:12:43.000 --> 00:12:46.000]  當地法例規定孩子的宗教
[00:12:46.000 --> 00:12:50.000]  必定要跟隨他的父親
[00:12:50.000 --> 00:12:56.000]  故此相信基督教就是叛教
[00:12:56.000 --> 00:13:00.000]  她嫁給基督徒是一個非法行為
[00:13:00.000 --> 00:13:01.000]  米利安說
[00:13:01.000 --> 00:13:04.000]  她自己的父親早在她六歲的時候
[00:13:04.000 --> 00:13:07.000]  已經離開了她
[00:13:07.000 --> 00:13:11.000]  她是被一個基督徒母親養育成人
[00:13:11.000 --> 00:13:13.000]  奉行基督教信仰
[00:13:13.000 --> 00:13:18.000]  從未接觸或奉行伊斯蘭教信仰
[00:13:18.000 --> 00:13:21.000]  法庭不接受她的解釋
[00:13:21.000 --> 00:13:25.000]  亦拒絕讓證人出庭證明
[00:13:25.000 --> 00:13:31.000]  米利安從來不是一個伊斯蘭教徒
[00:13:31.000 --> 00:13:35.000]  本來米利安只需要向法庭承認
[00:13:35.000 --> 00:13:38.000]  她自己是一位伊斯蘭教徒
[00:13:38.000 --> 00:13:44.000]  就可以免除刑罰
[00:13:44.000 --> 00:13:47.000]  但她堅決表示
[00:13:47.000 --> 00:13:51.000]  從過去到現在甚至將來
[00:13:51.000 --> 00:13:54.000]  她一直都是基督徒
[00:13:54.000 --> 00:13:59.000]  故此法庭裁判她是叛教和通姦
[00:13:59.000 --> 00:14:05.000]  她丈夫丹爾尼尋求美國駐當地大使館協助
[00:14:05.000 --> 00:14:11.000]  並向他們出示結婚證書
[00:14:11.000 --> 00:14:17.000]  和一歲半兒子出生證明書
[00:14:17.000 --> 00:14:20.000]  但大使館竟然要求他出示
[00:14:20.000 --> 00:14:24.000]  他兒子的DNA報告
[00:14:24.000 --> 00:14:29.000]  亦沒有打算拯救他在獄中的太太
[00:14:29.000 --> 00:14:37.000]  丹爾尼需要取得身在獄中兒子的DNA樣本
[00:14:37.000 --> 00:14:41.000]  然後寄去美國核實他的身份
[00:14:41.000 --> 00:14:43.000]  是屬於他的兒子
[00:14:43.000 --> 00:14:48.000]  丹爾尼表示他太太米利安缺乏足夠的醫療支援
[00:14:48.000 --> 00:14:51.000]  在獄中被虐打
[00:14:51.000 --> 00:14:55.000]  因為亦有被囚的伊斯蘭教徒
[00:14:55.000 --> 00:14:58.000]  他們聯手去欺負米利安
[00:14:58.000 --> 00:15:03.000]  她一歲半的兒子處於驚恐狀態中
[00:15:03.000 --> 00:15:06.000]  因為獄中的衛生情況欠佳
[00:15:06.000 --> 00:15:09.000]  亦病了
[00:15:09.000 --> 00:15:13.000]  在審判期間
[00:15:13.000 --> 00:15:22.000]  米利安一直懷著她20個月大的孩子
[00:15:22.000 --> 00:15:30.000]  在恩圖曼的監獄中服刑
[00:15:30.000 --> 00:15:34.000]  直至她產下一個女孩
[00:15:34.000 --> 00:15:37.000]  依照當地的法律
[00:15:37.000 --> 00:15:48.000]  她的丈夫丹爾尼不可以去監獄探望她和孩子
[00:15:48.000 --> 00:15:56.000]  米利安所表達的法庭並沒有理會
[00:15:56.000 --> 00:16:02.000]  法官不但判處她100下鞭刑
[00:16:02.000 --> 00:16:07.000]  亦加上吊刑處死她
[00:16:07.000 --> 00:16:12.000]  這項宣判引起國際震驚
[00:16:12.000 --> 00:16:17.000]  國際特赦組織和英國人權專家一再呼籲
[00:16:17.000 --> 00:16:21.000]  蘇丹政府必須修正此法律
[00:16:21.000 --> 00:16:25.000]  蘇丹自1983年起強迫
[00:16:25.000 --> 00:16:32.000]  穆斯林必須遵從伊斯蘭教法
[00:16:32.000 --> 00:16:39.000]  規定穆斯林女性不能嫁給非穆斯林男性為妻
[00:16:39.000 --> 00:16:45.000]  否則被視為通姦處以死刑
[00:16:45.000 --> 00:16:56.000]  對於公會的禁令和威嚇
[00:16:56.000 --> 00:16:59.000]  司徒有什麼反應呢?
[00:16:59.000 --> 00:17:02.000]  路加告訴我們
[00:17:02.000 --> 00:17:05.000]  當他們兩個人被釋放後
[00:17:05.000 --> 00:17:18.000]  主內弟兄對他們說有關祭司跟他們說的話
[00:17:18.000 --> 00:17:23.000]  然後和心合二一起禱告
[00:17:23.000 --> 00:17:25.000]  去稱頌神
[00:17:25.000 --> 00:17:30.000]  就是和信徒一起有一個好的團契生活
[00:17:30.000 --> 00:17:34.000]  他們第一句說話就是去稱頌神
[00:17:34.000 --> 00:17:37.000]  創造天地萬有的主宰
[00:17:37.000 --> 00:17:43.000]  祂是造天地海和其中的萬物
[00:17:43.000 --> 00:17:46.000]  祂是啟示的神
[00:17:46.000 --> 00:17:51.000]  祂藉著聖靈托理僕人大衛的口
[00:17:51.000 --> 00:17:55.000]  說道世上的君王一起起來
[00:17:55.000 --> 00:17:58.000]  神宰也聚集
[00:17:58.000 --> 00:18:03.000]  要敵黨主和主的受高者
[00:18:03.000 --> 00:18:08.000]  在詩篇第二篇第一第二節裏
[00:18:08.000 --> 00:18:13.000]  預言到世人如何去敵黨基督
[00:18:13.000 --> 00:18:17.000]  祂就是掌管歷史的主
[00:18:17.000 --> 00:18:20.000]  祂是令到祂的仇敵
[00:18:20.000 --> 00:18:22.000]  在經文裏列出
[00:18:22.000 --> 00:18:25.000]  有希律和彼拉多
[00:18:25.000 --> 00:18:27.000]  愛邦人和以色列人
[00:18:27.000 --> 00:18:30.000]  一同謀害耶穌
[00:18:30.000 --> 00:18:32.000]  在耶七節裏說
[00:18:32.000 --> 00:18:40.000]  成就祂手和祂衣紙所預定必有的事情
[00:18:40.000 --> 00:18:44.000]  這是早期教會對神的一個認識
[00:18:44.000 --> 00:18:48.000]  耶穌就是那位創造萬物
[00:18:48.000 --> 00:18:51.000]  掌管歷史
[00:18:51.000 --> 00:18:55.000]  向祂的兒女啟示的一位真神
[00:18:55.000 --> 00:19:00.000]  他們很清楚認定神之後
[00:19:00.000 --> 00:19:05.000]  就是這班信教主的人
[00:19:05.000 --> 00:19:09.000]  很謙卑的來到神的面前
[00:19:09.000 --> 00:19:12.000]  發出三個請求
[00:19:12.000 --> 00:19:17.000]  求主監察他們所受的恐嚇
[00:19:17.000 --> 00:19:21.000]  求主去記著這些行動
[00:19:21.000 --> 00:19:25.000]  求主讓他們作為主的僕人
[00:19:25.000 --> 00:19:30.000]  能夠大有膽量
[00:19:30.000 --> 00:19:34.000]  不受公會的禁令去攔阻他們
[00:19:34.000 --> 00:19:38.000]  也不怕他們一些的威嚇
[00:19:38.000 --> 00:19:41.000]  求神伸出祂的手來
[00:19:41.000 --> 00:19:44.000]  是醫治疾病
[00:19:44.000 --> 00:19:49.000]  因為耶穌的名能夠靠著祂的名
[00:19:49.000 --> 00:19:52.000]  行神跡其事
[00:19:52.000 --> 00:19:55.000]  正如騎腿的人
[00:19:55.000 --> 00:19:58.000]  祂可以起來行走
[00:19:58.000 --> 00:20:03.000]  他們同心的很恩切禱告讚美神
[00:20:03.000 --> 00:20:08.000]  帶來的結果就是聚會的地方振動
[00:20:08.000 --> 00:20:11.000]  他們都再次被聖靈充滿
[00:20:11.000 --> 00:20:15.000]  他們放膽去講神的道
[00:20:15.000 --> 00:20:21.000]  這就是神應許了他們一個很真實的祈求
[00:20:21.000 --> 00:20:26.000]  這裡沒有提到神是否應運了
[00:20:26.000 --> 00:20:30.000]  醫治疾病的神跡
[00:20:30.000 --> 00:20:35.000]  但在使徒人主五章十二節可以知道
[00:20:35.000 --> 00:20:42.000]  提到使徒在民間行了許多神跡其事
[00:20:42.000 --> 00:20:47.000]  就是他們的呼求神已經應運了
[00:20:47.000 --> 00:20:52.000]  我們可以學習使徒他們的榜樣
[00:20:52.000 --> 00:20:57.000]  我們禱告的時候去讚美神
[00:20:57.000 --> 00:21:02.000]  雖然他們當時遭遇困難
[00:21:02.000 --> 00:21:06.000]  將他們的困難去告訴神
[00:21:06.000 --> 00:21:11.000]  但他們不是首先將困難告訴神
[00:21:11.000 --> 00:21:14.000]  他們首先去讚美神
[00:21:14.000 --> 00:21:19.000]  他們沒有求神拿走這些困難
[00:21:19.000 --> 00:21:26.000]  是求神幫助他們去經歷去面對這些困難
[00:21:26.000 --> 00:21:34.000]  神真的幫助他們去有勇氣宣講神的道
[00:21:34.000 --> 00:21:38.000]  叫更多人去認識神
[00:21:38.000 --> 00:21:41.000]  也給大家一個挑戰
[00:21:41.000 --> 00:21:45.000]  今年的11月30日至12月3日
[00:21:45.000 --> 00:21:52.000]  在香港大球場有一個主愛臨香港的報道大會
[00:21:52.000 --> 00:21:55.000]  四日裡有七場的報道大會
[00:21:55.000 --> 00:22:00.000]  都是鼓勵弟兄姊妹關心你身邊人
[00:22:00.000 --> 00:22:04.000]  他們心靈的需要
[00:22:04.000 --> 00:22:07.000]  認識主的需要
[00:22:07.000 --> 00:22:14.000]  大會都很希望各教會弟兄姊妹能夠同心去禱告交託
[00:22:14.000 --> 00:22:17.000]  亦都同心去服事
[00:22:17.000 --> 00:22:22.000]  求神賜給我們智慧勇氣為主去作見證
[00:22:22.000 --> 00:22:29.000]  有勇氣去邀請親友、父會為他們禱告
[00:22:29.000 --> 00:22:33.000]  有心來參與當中的服事
[00:22:33.000 --> 00:22:39.000]  包括陪探、施事、施班等等
[00:22:39.000 --> 00:22:44.000]  大會說需要五千位的陪探員
[00:22:44.000 --> 00:22:49.000]  希望大家都能夠積極來回應
[00:22:49.000 --> 00:22:52.000]  藉著聖靈的幫助
[00:22:52.000 --> 00:22:58.000]  彼得勇敢地在公會之前去見證主耶穌
[00:22:58.000 --> 00:23:01.000]  司徒雖然是受著威嚇
[00:23:01.000 --> 00:23:04.000]  仍然繼續傳揚主的道
[00:23:04.000 --> 00:23:08.000]  他們同心合意禱告去讚美神
[00:23:08.000 --> 00:23:16.000]  神就讓他們被聖靈去充滿放膽講論神的道
[00:23:16.000 --> 00:23:18.000]  為同心禱告
[00:23:23.000 --> 00:23:32.000]  親愛的主,多謝祢席著祢的僕人彼得、約翰、祢的門徒
[00:23:32.000 --> 00:23:37.000]  他們帶著勇氣去見證祢
[00:23:37.000 --> 00:23:40.000]  雖然被拉、被威嚇
[00:23:40.000 --> 00:23:43.000]  他們得到釋放
[00:23:43.000 --> 00:23:52.000]  但仍然勇敢地來當眾宣告主祢是獨一的神
[00:23:52.000 --> 00:23:55.000]  祢施行拯救
[00:23:55.000 --> 00:23:58.000]  祢是奇妙的救主
[00:23:58.000 --> 00:24:03.000]  願主的靈同樣感動你眾兒女
[00:24:03.000 --> 00:24:08.000]  有這份勇氣、信心、愛心
[00:24:08.000 --> 00:24:13.000]  關愛我們身邊很多未認識你的人
[00:24:13.000 --> 00:24:16.000]  或者有不同需要的人
[00:24:16.000 --> 00:24:24.000]  願意去幫助、去代求
[00:24:24.000 --> 00:24:34.000]  求主的恩典繼續引領我們來到你的根前
[00:24:34.000 --> 00:24:41.000]  樂意地將自己獻情去服侍你和有需要的人
[00:24:41.000 --> 00:24:45.000]  我們一生祈禱 防止耶穌基督的來臨
