
[00:00:00.000 --> 00:00:02.800]  各位訂閱字幕係平安
[00:04:40.160 --> 00:04:43.200]  當中史提反指出三個重點
[00:04:43.200 --> 00:04:46.920]  第一是神從始至終
[00:04:46.920 --> 00:04:51.800]  都是那位願意主動地向人顯現啟示的神
[00:04:51.800 --> 00:04:54.720]  其實神不住人手所做的電
[00:04:54.720 --> 00:04:59.560]  神曾經向昔日在吾爾的阿伯拉罕顯現
[00:04:59.560 --> 00:05:01.680]  在約瑟被賣的時候
[00:05:01.680 --> 00:05:04.760]  在埃及與約瑟同在
[00:05:04.760 --> 00:05:06.560]  當摩西落難的時候
[00:05:06.560 --> 00:05:12.280]  神亦在御地呼召他拯救以色列民
[00:05:12.280 --> 00:05:15.200]  但史提反同樣提出了一個重點
[00:05:15.200 --> 00:05:17.960]  就是以色列人在人性之中
[00:05:17.960 --> 00:05:20.080]  都是不斷地抗拒神
[00:05:20.080 --> 00:05:22.480]  雖然神一而再再而三
[00:05:22.480 --> 00:05:24.960]  去猜險神的僕人和先知
[00:05:24.960 --> 00:05:27.400]  去到子民當中宣講
[00:05:27.400 --> 00:05:30.320]  但都一一被子民拒絕
[00:05:30.320 --> 00:05:33.680]  甚至被殺害
[00:05:33.680 --> 00:05:37.200]  而最重點是史提反指出
[00:05:37.200 --> 00:05:41.240]  耶穌基督其實就是神所預備的那位尼塞亞
[00:05:41.240 --> 00:05:43.080]  神對人的救贖計劃
[00:05:43.080 --> 00:05:45.000]  一切的預表和應許
[00:05:45.000 --> 00:05:48.960]  都是指向神的兒子主耶穌
[00:05:48.960 --> 00:05:50.720]  但很可惜
[00:05:50.720 --> 00:05:56.240]  當時神的子民同樣棄絕耶穌
[00:05:56.240 --> 00:05:57.720]  沒有接受到祂
[00:05:57.720 --> 00:05:59.720]  今天讓我們將我們的焦點
[00:05:59.720 --> 00:06:04.440]  集中在第七章51至60節的經文當中
[00:06:04.440 --> 00:06:07.320]  我們嘗試看看一個真正跟隨主
[00:06:07.320 --> 00:06:08.640]  見證主的門徒
[00:06:08.640 --> 00:06:10.240]  當他面對拒絕
[00:06:10.240 --> 00:06:12.680]  甚至為了信仰面對苦難的時候
[00:06:12.680 --> 00:06:15.320]  去展現出一個怎樣的生命呢?
[00:06:15.320 --> 00:06:18.840]  讓我們一起同心去禱告
[00:06:18.840 --> 00:06:20.720]  慈愛的天父我們感謝祢
[00:06:20.720 --> 00:06:22.080]  感謝祢給我們這一刻
[00:06:22.080 --> 00:06:24.680]  眾弟兄姊妹能夠帶著平安
[00:06:24.680 --> 00:06:27.280]  來敬拜祢、親近祢
[00:06:27.280 --> 00:06:29.000]  求天父去引導
[00:06:29.000 --> 00:06:31.280]  願聖靈親自去幫助我們
[00:06:31.280 --> 00:06:33.840]  藉著祢的話語不單止明白
[00:06:33.840 --> 00:06:36.120]  並且有力量去跟隨
[00:06:36.120 --> 00:06:37.160]  我們同心禱告
[00:06:37.160 --> 00:06:40.120]  奉靠主耶穌基督的名字而求
[00:06:40.120 --> 00:06:42.600]  阿門
[00:06:42.600 --> 00:06:45.480]  在經文七章第51節裡提到
[00:06:45.480 --> 00:06:47.280]  「你們這硬著頸汗
[00:06:47.280 --> 00:06:49.920]  心如已未受割禮的人哪
[00:06:49.920 --> 00:06:51.680]  事上抗拒聖靈
[00:06:51.680 --> 00:06:53.320]  你們的祖宗怎樣
[00:06:53.320 --> 00:06:55.360]  你們也怎樣?」
[00:06:55.360 --> 00:06:58.160]  一開始我們見到史提反在公會裡
[00:06:58.160 --> 00:07:00.560]  向著當時這群猶太領袖
[00:07:00.560 --> 00:07:03.400]  發出了一個很嚴厲的斥責
[00:07:03.400 --> 00:07:06.080]  當中提到「硬著頸汗」
[00:07:06.080 --> 00:07:08.280]  即是很固執
[00:07:08.280 --> 00:07:09.560]  不願意低頭
[00:07:09.560 --> 00:07:11.080]  拒絕送福神
[00:07:11.080 --> 00:07:12.800]  廣東話有一句很傳神的
[00:07:12.800 --> 00:07:14.520]  就是「死牛一辮頸」
[00:07:14.520 --> 00:07:16.920]  形容得好像一個很固執
[00:07:16.920 --> 00:07:21.320]  不願意被主人牽引的一個新畜
[00:07:21.320 --> 00:07:25.440]  接著他說到「心如已未受割禮」
[00:07:25.440 --> 00:07:28.280]  我們知道割禮就是神給以色列民
[00:07:28.280 --> 00:07:30.640]  一個納藥的記號
[00:07:30.640 --> 00:07:32.000]  但當中指出
[00:07:32.000 --> 00:07:34.960]  原來他們雖然做了外表
[00:07:34.960 --> 00:07:38.080]  外在一個宗教割禮的儀式
[00:07:38.080 --> 00:07:39.840]  但原來最重要的是
[00:07:39.840 --> 00:07:43.880]  內心仍然對神緊閉著
[00:07:43.880 --> 00:07:46.920]  他們的耳朵聽不進神的話語
[00:07:46.920 --> 00:07:49.080]  他們不願信服神
[00:07:49.080 --> 00:07:52.600]  接著說到「事上抗拒聖靈」
[00:07:52.600 --> 00:07:54.160]  「抗拒」這個動詞有
[00:07:54.160 --> 00:07:57.600]  「長期、持續、對抗」的意思
[00:07:57.600 --> 00:08:00.920]  即是說他們不斷抗拒
[00:08:00.920 --> 00:08:06.600]  神積著聖靈對子民的提醒和引導
[00:08:06.600 --> 00:08:11.040]  接著之後的經文52至53節更加是說
[00:08:11.040 --> 00:08:12.680]  史提反說
[00:08:12.680 --> 00:08:17.600]  「先知裡面有誰並不是受你們祖宗的迫害呢?」
[00:08:17.600 --> 00:08:22.920]  「他們將預先要宣告那位義者要來的人殺了」
[00:08:22.920 --> 00:08:27.440]  「如今你們成為了這位義者的出賣者和兇手了」
[00:08:27.440 --> 00:08:31.080]  「你們領受了從天使所頒布給你們的律法」
[00:08:31.080 --> 00:08:33.160]  「竟不遵守」
[00:08:33.160 --> 00:08:35.120]  史提反指出
[00:08:35.120 --> 00:08:39.400]  當時的以色列民自以為他們不斷在維持
[00:08:39.400 --> 00:08:42.600]  維護摩西的律法和聖殿
[00:08:42.600 --> 00:08:45.560]  但實際上他們正在不斷重演
[00:08:45.560 --> 00:08:49.760]  他們的祖宗對神的抗拒這個罪
[00:08:49.760 --> 00:08:51.320]  領受了神的律法
[00:08:51.320 --> 00:08:53.000]  應該知道神的話語
[00:08:53.000 --> 00:08:54.920]  但不願意去遵行
[00:08:54.920 --> 00:08:58.400]  神一次一次差遣屬神的人
[00:08:58.400 --> 00:09:00.400]  神的僕人才來到
[00:09:00.400 --> 00:09:02.720]  但他們一次一次拒絕
[00:09:02.720 --> 00:09:07.320]  更甚的就是這位公義的救主耶穌基督
[00:09:07.320 --> 00:09:12.320]  他們到最後都同樣地拒絕和出賣
[00:09:12.320 --> 00:09:19.120]  當史提反向當時這群領袖揭示真理的時候
[00:09:19.120 --> 00:09:23.520]  其實是指出了他們的問題和當中的錯誤
[00:09:23.520 --> 00:09:25.320]  這一番話一出
[00:09:25.320 --> 00:09:31.120]  其實可以是當時這群群眾悔改的機會
[00:09:31.120 --> 00:09:33.120]  但他們沒有這樣選擇
[00:09:33.120 --> 00:09:34.720]  他們選擇什麼呢?
[00:09:34.720 --> 00:09:37.920]  繼續選擇拒絕到底
[00:09:37.920 --> 00:09:40.920]  第五十四字的經文記錄了他們的反應
[00:09:40.920 --> 00:09:44.720]  就是說他們心中極其惱怒
[00:09:44.720 --> 00:09:48.520]  向史提反咬牙切齒
[00:09:48.520 --> 00:09:51.320]  極其惱怒這個字的意思就是
[00:09:51.320 --> 00:09:54.920]  原來有被割的意思
[00:09:54.920 --> 00:09:58.120]  就是說當史提反宣告這番話的時候
[00:09:58.120 --> 00:10:02.920]  聽眾的心好像一直被割緊
[00:10:02.920 --> 00:10:05.520]  無法忍受這種痛
[00:10:05.520 --> 00:10:07.920]  於是就更加反彈
[00:10:07.920 --> 00:10:10.720]  準備去激怒
[00:10:10.720 --> 00:10:13.720]  要作出一些報復的行動
[00:10:13.720 --> 00:10:18.720]  而咬牙切齒就說他們內心充滿敵意
[00:10:18.720 --> 00:10:23.720]  準備撲向史提反用暴力去對付他
[00:10:23.720 --> 00:10:25.920]  但值得我們留心
[00:10:25.920 --> 00:10:29.920]  當史提反明知當時的群眾
[00:10:29.920 --> 00:10:31.920]  或者當時的一些宗教領袖
[00:10:31.920 --> 00:10:33.720]  他們位高權重
[00:10:33.720 --> 00:10:36.520]  縱然面對當時很多人的敵對
[00:10:36.520 --> 00:10:40.320]  史提反可能惹來殺身之禍
[00:10:40.320 --> 00:10:43.920]  但史提反沒有選擇閉口不說
[00:10:43.920 --> 00:10:46.320]  他沒有選擇息事寧人
[00:10:46.320 --> 00:10:50.320]  他繼續放膽地在這麼抗拒的環境當中
[00:10:50.320 --> 00:10:52.720]  繼續宣告神的救恩
[00:10:52.720 --> 00:10:55.520]  為主耶穌作見證
[00:10:55.520 --> 00:10:56.920]  所以弟兄姊妹
[00:10:56.920 --> 00:10:59.920]  史提反的生命確實是
[00:10:59.920 --> 00:11:03.920]  當他在充滿艱難抗拒的環境當中
[00:11:03.920 --> 00:11:06.520]  他繼續願意宣告神的救恩
[00:11:06.520 --> 00:11:08.520]  勇敢地放膽去見證
[00:11:08.520 --> 00:11:13.520]  他的生命確實能夠成為我們的榜樣和激勵
[00:11:13.520 --> 00:11:15.520]  所以今日求主幫助我們
[00:11:15.520 --> 00:11:17.520]  當我們感受到
[00:11:17.520 --> 00:11:21.320]  知道神的話語指出了我們的問題的時候
[00:11:21.320 --> 00:11:22.720]  求主幫助我們
[00:11:22.720 --> 00:11:25.720]  有一個願意聆聽悔改的心
[00:11:25.720 --> 00:11:27.520]  我們作為一個監界
[00:11:27.520 --> 00:11:29.520]  我們不要硬著頸看
[00:11:29.520 --> 00:11:31.720]  當我們知道神藉著聖靈
[00:11:31.720 --> 00:11:33.720]  去引導和幫助我們的時候
[00:11:33.720 --> 00:11:38.120]  願意我們都順服聖靈的引導
[00:11:38.120 --> 00:11:40.920]  在這一處提到當時的群眾
[00:11:40.920 --> 00:11:42.320]  很多的敵黨
[00:11:42.320 --> 00:11:44.120]  對耶穌基督的信仰
[00:11:44.120 --> 00:11:45.720]  很多的抗拒
[00:11:45.720 --> 00:11:48.720]  我和大家分享我印象當中
[00:11:48.720 --> 00:11:51.320]  當我準備想相信耶穌
[00:11:51.320 --> 00:11:52.520]  跟隨耶穌的時候
[00:11:52.520 --> 00:11:55.320]  第一次第一次感受到
[00:11:55.320 --> 00:11:57.720]  因為信耶穌的緣故
[00:11:57.720 --> 00:12:00.520]  而帶來一些迫害
[00:12:00.520 --> 00:12:02.320]  或者一些恐懼
[00:12:02.320 --> 00:12:03.920]  很深刻
[00:12:03.920 --> 00:12:06.720]  話說當時我年紀很小
[00:12:06.720 --> 00:12:08.920]  大概七八歲
[00:12:08.920 --> 00:12:14.320]  當時有些教會來我們村裡傳福音
[00:12:14.320 --> 00:12:18.120]  他們初期都會送一些小禮物給小朋友
[00:12:18.120 --> 00:12:20.920]  我們會覺得收了這麼多次禮物
[00:12:20.920 --> 00:12:24.320]  接著他們邀請我們回教會
[00:12:24.320 --> 00:12:27.920]  當時我父母沒有反對
[00:12:27.920 --> 00:12:31.720]  希望他們可以認識多一點
[00:12:31.720 --> 00:12:33.520]  回到教會之後
[00:12:33.520 --> 00:12:36.120]  我兩個姐姐三姊弟
[00:12:36.120 --> 00:12:38.520]  回到教會之後沒多久
[00:12:38.520 --> 00:12:41.120]  我姐姐可能長大了一點
[00:12:41.120 --> 00:12:42.720]  她信得比較認真
[00:12:42.720 --> 00:12:45.120]  於是有一天就跟我媽說
[00:12:45.120 --> 00:12:49.120]  我姐姐大姐姐要接受水禮
[00:12:49.120 --> 00:12:52.720]  這個信息一說出來之後
[00:12:52.720 --> 00:12:56.520]  你猜我媽媽有什麼反應呢?
[00:12:56.520 --> 00:12:59.320]  我媽媽有很大的反應
[00:12:59.320 --> 00:13:02.720]  可能因為她是傳統的拜偶像
[00:13:02.720 --> 00:13:05.520]  拜祖先 拜觀音的婦女
[00:13:05.520 --> 00:13:08.520]  於是我媽媽竟然很大聲地
[00:13:08.520 --> 00:13:12.120]  我形容也不介意
[00:13:12.120 --> 00:13:15.120]  是很狠毒地說了一句話
[00:13:15.120 --> 00:13:16.520]  很害怕
[00:13:16.520 --> 00:13:18.920]  她說:你去受水禮?
[00:13:18.920 --> 00:13:21.720]  你回來我用刀斬你
[00:13:21.720 --> 00:13:24.520]  這句話一說
[00:13:24.520 --> 00:13:26.120]  對一個七歲八歲的小朋友
[00:13:26.120 --> 00:13:27.720]  你說害不害怕?
[00:13:27.720 --> 00:13:30.520]  一直以來在家裡的媽媽
[00:13:30.520 --> 00:13:33.120]  印象中是很仁慈的
[00:13:33.120 --> 00:13:34.920]  很疼我們
[00:13:34.920 --> 00:13:36.720]  原來到了一個地步
[00:13:36.720 --> 00:13:40.120]  當我們要相信耶穌 跟主的時候
[00:13:40.120 --> 00:13:43.920]  原來家裡會出現這樣的情況
[00:13:43.920 --> 00:13:46.720]  會帶來這樣的破壞
[00:13:46.720 --> 00:13:49.320]  當時是很害怕的
[00:13:49.320 --> 00:13:52.520]  雖然媽媽不是說要斬我
[00:13:52.520 --> 00:13:55.320]  但這種語言的暴力
[00:13:55.320 --> 00:13:57.320]  我發覺很深刻
[00:13:57.320 --> 00:13:59.120]  我現在還是很記得
[00:13:59.120 --> 00:14:01.720]  是很深刻的印象
[00:14:01.720 --> 00:14:03.920]  好了 我大姐姐
[00:14:03.920 --> 00:14:06.120]  當然之後還是沒事的
[00:14:06.120 --> 00:14:08.320]  因為我大姐姐現在還在
[00:14:08.320 --> 00:14:10.920]  到我二姐姐
[00:14:10.920 --> 00:14:12.920]  過了若干幾年之後
[00:14:12.920 --> 00:14:14.320]  到我二姐姐了
[00:14:14.320 --> 00:14:16.920]  二姐姐說:還是想受水禮
[00:14:16.920 --> 00:14:19.520]  你猜媽媽又怎樣了?
[00:14:19.520 --> 00:14:20.520]  為何我會這麼記得呢?
[00:14:20.520 --> 00:14:22.120]  可能當時雖然年紀小
[00:14:22.120 --> 00:14:26.120]  但她說:弟弟大家一起祈禱吧
[00:14:26.120 --> 00:14:28.320]  到我接受水禮了
[00:14:28.320 --> 00:14:30.720]  所以每一次都會記得
[00:14:30.720 --> 00:14:34.720]  到我二姐姐向媽媽說要接受水禮的時候
[00:14:34.720 --> 00:14:38.320]  我媽媽說:你要接受水禮了
[00:14:38.320 --> 00:14:41.320]  你回來我不讓你進入門口
[00:14:41.320 --> 00:14:45.520]  但好像輕微了
[00:14:45.520 --> 00:14:50.720]  好像這種壓迫已經減輕了
[00:14:50.720 --> 00:14:52.320]  我發覺很感恩
[00:14:52.320 --> 00:14:55.320]  因為雖然當時對一些小朋友
[00:14:55.320 --> 00:14:58.120]  我姐姐最多十多歲
[00:14:58.120 --> 00:14:59.520]  我七八歲
[00:14:59.520 --> 00:15:01.720]  但我大姐姐 二姐姐
[00:15:01.720 --> 00:15:03.320]  繼續堅持
[00:15:03.320 --> 00:15:06.120]  沒有因為爸爸媽媽的反對
[00:15:06.120 --> 00:15:09.920]  於是她說:算了 我不相信了
[00:15:09.920 --> 00:15:11.320]  因為我是最小的
[00:15:11.320 --> 00:15:16.320]  當時我和二姐姐沒有能夠再回家
[00:15:16.320 --> 00:15:19.520]  只有大姐姐可以繼續回教會
[00:15:19.520 --> 00:15:21.720]  但大姐姐和二姐姐
[00:15:21.720 --> 00:15:25.720]  因為相信耶穌知道要接受水禮
[00:15:25.720 --> 00:15:28.120]  見證主的行動
[00:15:28.120 --> 00:15:30.320]  於是也放在我心裡
[00:15:30.320 --> 00:15:31.920]  雖然我不能回家
[00:15:31.920 --> 00:15:35.320]  但我也同樣把耶穌放在心裡
[00:15:35.320 --> 00:15:36.320]  所以弟兄姊妹
[00:15:36.320 --> 00:15:38.920]  原來我們也很需要見證人
[00:15:38.920 --> 00:15:40.520]  雖然是很艱難
[00:15:40.520 --> 00:15:42.320]  但當我們願意為勇敢的
[00:15:42.320 --> 00:15:43.920]  為耶穌作見證的時候
[00:15:43.920 --> 00:15:47.120]  我們深信是能夠彼此激勵
[00:15:47.120 --> 00:15:48.120]  弟兄姊妹
[00:15:48.120 --> 00:15:50.120]  不知道今天在你的校園
[00:15:50.120 --> 00:15:51.320]  職場、家庭
[00:15:51.320 --> 00:15:53.920]  或者在你的微信朋友圈子當中
[00:15:53.920 --> 00:15:57.520]  他們怎樣看你的信仰?
[00:15:57.520 --> 00:16:00.920]  會否因為當中他們很強硬
[00:16:00.920 --> 00:16:02.520]  或者很不喜歡
[00:16:02.520 --> 00:16:05.720]  或者朋友常常在星期日約你出街
[00:16:05.720 --> 00:16:07.120]  你說要回教會
[00:16:07.120 --> 00:16:08.320]  很不明白
[00:16:08.320 --> 00:16:11.120]  有少許疏離、排斥
[00:16:11.120 --> 00:16:12.720]  不知道會否出現這些情況
[00:16:12.720 --> 00:16:14.920]  但是我們也盼望
[00:16:14.920 --> 00:16:17.920]  不會因為這些緣故而退縮
[00:16:17.920 --> 00:16:20.920]  我們願意繼續為主作見證
[00:16:20.920 --> 00:16:22.720]  雖然當中很多人不明白
[00:16:22.720 --> 00:16:25.120]  我們繼續為主傳福音
[00:16:25.120 --> 00:16:26.920]  正如我記得我姐姐他們
[00:16:26.920 --> 00:16:28.320]  雖然在這件事情上
[00:16:28.320 --> 00:16:31.320]  好像沒有聽媽媽的話
[00:16:31.320 --> 00:16:33.320]  但在其他生活中
[00:16:33.320 --> 00:16:36.320]  都是很順服地做一個很乖的女兒
[00:16:36.320 --> 00:16:40.120]  並且不斷有機會繼續和家人傳福音
[00:16:40.120 --> 00:16:40.920]  所以主啊
[00:16:40.920 --> 00:16:42.720]  我們也求主幫助我們
[00:16:42.720 --> 00:16:44.520]  我們不要氣餒
[00:16:44.520 --> 00:16:46.920]  願意繼續為主作見證
[00:16:46.920 --> 00:16:47.920]  縱然有時
[00:16:47.920 --> 00:16:50.720]  可能會聽到一些說話
[00:16:50.720 --> 00:16:54.320]  「你不要繼續和父母傳福音」
[00:16:54.320 --> 00:16:55.920]  「我們不相信的」
[00:16:55.920 --> 00:16:58.320]  「不要和父母繼續傳」
[00:16:58.320 --> 00:16:59.920]  「不行的」
[00:16:59.920 --> 00:17:01.720]  不知道會否有這些聲音
[00:17:01.720 --> 00:17:03.320]  可能在家族當中
[00:17:03.320 --> 00:17:04.920]  當我們要為主作見證
[00:17:04.920 --> 00:17:07.120]  都可能會面對一些壓力
[00:17:07.120 --> 00:17:09.120]  未信的親朋戚友
[00:17:09.120 --> 00:17:10.320]  他們未明白
[00:17:10.320 --> 00:17:12.520]  但盼望我們可以抓緊
[00:17:12.520 --> 00:17:15.120]  神給我們合適的時機
[00:17:15.120 --> 00:17:17.720]  我們憑愛心和合意的態度
[00:17:17.720 --> 00:17:20.120]  繼續為主作見證
[00:17:20.120 --> 00:17:21.920]  可能對方聽了之後
[00:17:21.920 --> 00:17:23.920]  他的反應我們控制不了
[00:17:23.920 --> 00:17:26.520]  但我們將結果交回給神
[00:17:26.520 --> 00:17:27.520]  當事提反
[00:17:27.520 --> 00:17:29.320]  忠心去宣講真理
[00:17:29.320 --> 00:17:32.920]  在地上所面對的群眾
[00:17:32.920 --> 00:17:35.720]  他們不聽、拒絕、抗拒的時候
[00:17:35.720 --> 00:17:39.120]  事提反面對如此艱難的局面
[00:17:39.120 --> 00:17:42.320]  原來他沒有單單看著這些
[00:17:42.320 --> 00:17:44.920]  他的眼目是轉移了
[00:17:44.920 --> 00:17:46.320]  轉移到看甚麼呢?
[00:17:46.320 --> 00:17:48.320]  在經文第55節
[00:17:48.320 --> 00:17:49.120]  他說道
[00:17:49.120 --> 00:17:51.120]  「但事提反滿有聖靈
[00:17:51.120 --> 00:17:52.720]  定睛望天
[00:17:52.720 --> 00:17:54.120]  看見神的榮耀
[00:17:54.120 --> 00:17:57.920]  又看見耶穌站在神的右邊」
[00:17:57.920 --> 00:17:59.120]  在這裏我們看到
[00:17:59.120 --> 00:18:02.520]  原來事提反定睛望天
[00:18:02.520 --> 00:18:05.520]  他看見聖靈充滿他
[00:18:05.520 --> 00:18:08.720]  然後仰望看見神的榮耀
[00:18:08.720 --> 00:18:11.120]  當中經文有一個很重要的連接詞
[00:18:11.120 --> 00:18:12.720]  就是「但」這個字
[00:18:12.720 --> 00:18:14.920]  但出了一個很強烈的對比
[00:18:14.920 --> 00:18:17.520]  當時事提反所面對的群眾
[00:18:17.520 --> 00:18:19.520]  他們的內心是怎樣呢?
[00:18:19.520 --> 00:18:22.720]  是充滿著憤怒的
[00:18:22.720 --> 00:18:24.720]  並且抗拒聖靈
[00:18:24.720 --> 00:18:28.720]  但事提反被形容為滿有聖靈
[00:18:28.720 --> 00:18:30.720]  被聖靈充滿
[00:18:30.720 --> 00:18:32.720]  原來在《仕途人傳》第6章
[00:18:32.720 --> 00:18:34.320]  一開始已經記載
[00:18:34.320 --> 00:18:36.720]  事提反雖然不是仕途
[00:18:36.720 --> 00:18:39.720]  但他持續滿有聖靈
[00:18:39.720 --> 00:18:42.720]  有智慧、有恩惠、有能力
[00:18:42.720 --> 00:18:46.720]  並且勇敢為主宣講
[00:18:46.720 --> 00:18:47.920]  並且在當中
[00:18:47.920 --> 00:18:49.920]  因為聖靈充滿緣故
[00:18:49.920 --> 00:18:52.120]  神也藉著他在民間
[00:18:52.120 --> 00:18:55.720]  施行了很多大騎士和神蹟
[00:18:55.720 --> 00:18:57.920]  去見證神的大能
[00:18:57.920 --> 00:19:01.720]  現在來到他生命的最後一刻
[00:19:01.720 --> 00:19:03.320]  聖靈充滿他的生命
[00:19:03.320 --> 00:19:06.720]  更加凸顯出來
[00:19:06.720 --> 00:19:08.320]  事提反滿有聖靈
[00:19:08.320 --> 00:19:10.720]  並不代表他因為這個緣故
[00:19:10.720 --> 00:19:12.720]  就完全沒有痛苦
[00:19:12.720 --> 00:19:14.720]  也不代表因為滿有聖靈
[00:19:14.720 --> 00:19:19.320]  他能夠面對死亡也不害怕
[00:19:19.320 --> 00:19:20.120]  乃是說
[00:19:20.120 --> 00:19:22.320]  縱然面對這麼艱難的情況
[00:19:22.320 --> 00:19:25.120]  在聖靈的掌管和加力之下
[00:19:25.120 --> 00:19:27.520]  是沒有改變的
[00:19:27.520 --> 00:19:29.320]  聖靈的充滿令到事提反
[00:19:29.320 --> 00:19:32.120]  他有一個不一樣的屬靈看見
