
[00:00:00.000 --> 00:00:03.600]  大姐妹早安 很開心來到大家當中
[00:04:53.000 --> 00:04:57.400]  反而有時兩邊家裏有中國故事吵架
[00:04:57.400 --> 00:05:00.200]  我一月份離開城寨工作
[00:05:00.200 --> 00:05:01.600]  去到神樂園空間一些
[00:05:01.600 --> 00:05:03.000]  就成立了Facebook
[00:05:03.000 --> 00:05:05.200]  試過寫一些中國題目
[00:05:05.200 --> 00:05:09.000]  我發覺我自己教會一個執事和弟兄在吵架
[00:05:09.000 --> 00:05:12.600]  我都不敢加入這個論戰
[00:05:12.600 --> 00:05:16.400]  所以年青人喜歡說中國叫強國人
[00:05:16.400 --> 00:05:19.800]  有很多字眼等等情況
[00:05:19.800 --> 00:05:21.400]  中國是很崛起
[00:05:21.400 --> 00:05:25.200]  以前幫中國或者國內建堂很便宜
[00:05:25.200 --> 00:05:28.000]  很久以前五萬元去建堂
[00:05:28.000 --> 00:05:29.600]  後來五十萬
[00:05:29.600 --> 00:05:31.800]  前幾年有個國內的城市
[00:05:31.800 --> 00:05:33.200]  去到城寨找我們傾計
[00:05:33.200 --> 00:05:35.800]  想我們參加他們的建堂計劃
[00:05:35.800 --> 00:05:37.000]  我問他幾多預算
[00:05:37.000 --> 00:05:38.000]  幾千萬
[00:05:38.000 --> 00:05:41.800]  我們說為你祈禱
[00:05:41.800 --> 00:05:45.800]  中國有些很大的教堂
[00:05:45.800 --> 00:05:48.600]  北京一個不算很大的教堂
[00:05:48.600 --> 00:05:50.800]  座位一千人開殿堂
[00:05:50.800 --> 00:05:53.200]  雖然崇拜聽聞五六千人
[00:05:53.200 --> 00:05:54.600]  連續很多堂都爆
[00:05:54.600 --> 00:05:57.600]  最近在北大等等地區
[00:05:57.600 --> 00:06:00.000]  杭州崇一堂下面兩張
[00:06:00.000 --> 00:06:02.600]  是被號稱中國其中最大的一個教堂
[00:06:02.600 --> 00:06:05.400]  坐幾千人的教堂
[00:06:05.400 --> 00:06:07.600]  他們在杭州開了另一個新的教堂
[00:06:07.600 --> 00:06:08.400]  叫盤石堂
[00:06:08.400 --> 00:06:10.400]  都很靚很大
[00:06:10.400 --> 00:06:12.200]  我自己在城市服務的時候
[00:06:12.200 --> 00:06:14.000]  講極都未講到建堂
[00:06:14.000 --> 00:06:15.400]  人家都建了
[00:06:15.400 --> 00:06:18.000]  有時都覺得自卑
[00:06:18.000 --> 00:06:19.600]  所以今日和中國交往
[00:06:19.600 --> 00:06:21.800]  未必二十年前三十年前
[00:06:21.800 --> 00:06:23.600]  我們很高位去幫他
[00:06:23.600 --> 00:06:25.000]  有時很複雜感受
[00:06:25.000 --> 00:06:28.800]  我記得幾年前新年的時候
[00:06:28.800 --> 00:06:31.800]  深圳有個親戚下來探我們鄉下
[00:06:31.800 --> 00:06:33.200]  探我家母親
[00:06:33.200 --> 00:06:37.400]  臨走死於塞幾百元錢給我兒女
[00:06:37.400 --> 00:06:38.600]  很尷尬
[00:06:38.600 --> 00:06:41.200]  給利是但塞錢我們不習慣
[00:06:41.200 --> 00:06:43.000]  那時很深的感受
[00:06:43.000 --> 00:06:45.000]  二三十年前三四十年前
[00:06:45.000 --> 00:06:48.000]  我爸我媽經常捐錢給家裏的親戚
[00:06:48.000 --> 00:06:50.200]  今日到他們來塞錢給我們
[00:06:50.200 --> 00:06:53.000]  這個感覺真是很得意
[00:06:53.000 --> 00:06:54.400]  很微妙
[00:06:54.400 --> 00:06:57.400]  所以中國裏面很多的故事
[00:06:57.400 --> 00:06:59.600]  這個強勢一面又有複雜的一面
[00:06:59.600 --> 00:07:01.200]  在教會一樣
[00:07:01.200 --> 00:07:04.800]  三五年前我關心中國的事件
[00:07:04.800 --> 00:07:07.600]  叫中國一個家庭教會
[00:07:07.600 --> 00:07:10.000]  他們因為犯了千幾人
[00:07:10.000 --> 00:07:12.600]  商場被政府不讓去租
[00:07:12.600 --> 00:07:16.200]  所以那天就走到公園崇拜
[00:07:16.200 --> 00:07:18.600]  剛好是北京的初雪
[00:07:18.600 --> 00:07:20.600]  在大雪裏面的崇拜
[00:07:20.600 --> 00:07:22.800]  他們是一個很多知份子的教會
[00:07:22.800 --> 00:07:24.800]  他們的牧師是清華背景
[00:07:24.800 --> 00:07:26.600]  清華大學畢業的背景
[00:07:26.600 --> 00:07:28.200]  當時我自己有崗位
[00:07:28.200 --> 00:07:30.200]  不方便很張揚
[00:07:30.200 --> 00:07:31.600]  所以低調寫一篇文
[00:07:31.600 --> 00:07:36.000]  叫做《李學望在雪中敬拜》
[00:07:36.000 --> 00:07:38.400]  當時看到他們在網上的分享
[00:07:38.400 --> 00:07:39.400]  很大感動
[00:07:39.400 --> 00:07:40.800]  有姊妹說
[00:07:40.800 --> 00:07:43.600]  來到這個公園崇拜
[00:07:43.600 --> 00:07:45.000]  剛好下雪
[00:07:45.000 --> 00:07:47.000]  看到自己手都冰了
[00:07:47.000 --> 00:07:49.600]  但看到自己一些八十幾歲的老姊妹
[00:07:49.600 --> 00:07:51.600]  都很大力的唱詩歌的時候
[00:07:51.600 --> 00:07:53.200]  她說手是冰
[00:07:53.200 --> 00:07:55.400]  心裏是很大的火熱
[00:07:55.400 --> 00:07:56.800]  有姊兄就說
[00:07:56.800 --> 00:07:58.600]  我今天是去到我人生裏面
[00:07:58.600 --> 00:08:00.600]  去過最大的教堂
[00:08:00.600 --> 00:08:02.400]  在翩翩雨雪裏面
[00:08:02.400 --> 00:08:03.800]  在天地之間
[00:08:03.800 --> 00:08:07.600]  在詩班琴聲和歌聲裏面去讚美神
[00:08:07.600 --> 00:08:10.000]  我從來沒有這樣明白到
[00:08:10.000 --> 00:08:11.200]  而蔡叔說
[00:08:11.200 --> 00:08:13.000]  天是我的座位
[00:08:13.000 --> 00:08:15.200]  地是我的腳凳
[00:08:15.200 --> 00:08:17.800]  有時他們國內某些地區
[00:08:17.800 --> 00:08:20.400]  要走的路給我們很多艱難
[00:08:20.400 --> 00:08:22.400]  能夠和他們同走一段路
[00:08:22.400 --> 00:08:23.800]  扶持一下
[00:08:23.800 --> 00:08:25.600]  都是神給我們的恩典
[00:08:25.600 --> 00:08:27.400]  國內有很多問題
[00:08:27.400 --> 00:08:30.600]  在香港現在言論的空間都很敏感
[00:08:30.600 --> 00:08:32.800]  但有時想到國內有些學者
[00:08:32.800 --> 00:08:37.200]  或者教徒願意為不平去說話的時候
[00:08:37.200 --> 00:08:39.200]  看到他們有很大的勇氣
[00:08:39.200 --> 00:08:42.200]  我認識一位北京人民大學
[00:08:42.200 --> 00:08:43.800]  一位基督徒出名的學者
[00:08:43.800 --> 00:08:45.600]  何光滬教授
[00:08:45.600 --> 00:08:47.400]  在兩年前他寫了一篇文章
[00:08:47.400 --> 00:08:49.400]  寫給政治局常委
[00:08:49.400 --> 00:08:51.200]  標題很大膽的
[00:08:51.200 --> 00:08:54.000]  停止逼迫挽救良心
[00:08:54.000 --> 00:08:56.200]  減少衝突
[00:08:56.200 --> 00:08:58.000]  構建和諧
[00:08:58.000 --> 00:08:59.600]  他說當今的社會
[00:08:59.600 --> 00:09:02.400]  道德上已經患上癌症
[00:09:02.400 --> 00:09:05.400]  病症的根源是熱恆的體制
[00:09:05.400 --> 00:09:07.600]  中國很需要社會的良心
[00:09:07.600 --> 00:09:09.600]  但這良心太少了
[00:09:09.600 --> 00:09:13.600]  但相反這良心卻是很多的逼迫萎縮
[00:09:13.600 --> 00:09:15.600]  他說又出現一些人
[00:09:15.600 --> 00:09:18.400]  為挽救中國良心去努力
[00:09:18.400 --> 00:09:20.800]  這些就是全國的基督徒
[00:09:20.800 --> 00:09:23.600]  當時我看到他寫這篇文章的時候很害怕
[00:09:23.600 --> 00:09:25.200]  那時候會坐牢的
[00:09:25.200 --> 00:09:26.600]  會不下來的
[00:09:26.600 --> 00:09:28.600]  有一次知道來到香港
[00:09:28.600 --> 00:09:32.200]  中國果然文明了很多
[00:09:32.200 --> 00:09:33.800]  雖然有很多困難
[00:09:33.800 --> 00:09:35.200]  但有恩典
[00:09:35.200 --> 00:09:37.600]  像你剛才說的這位嘉年教會的牧師
[00:09:37.600 --> 00:09:39.200]  他現在有少許軟禁
[00:09:39.200 --> 00:09:40.800]  但軟禁了又文明了
[00:09:40.800 --> 00:09:42.000]  可以上網的
[00:09:42.000 --> 00:09:44.200]  間中可以下去走一圈的
[00:09:44.200 --> 00:09:46.600]  所以我們這一代很有趣
[00:09:46.600 --> 00:09:49.200]  有時有些人批評中國很多腐敗
[00:09:49.200 --> 00:09:50.800]  但有些人有看他的進步
[00:09:50.800 --> 00:09:53.200]  我記得有時跟中聯辦的官員聊天
[00:09:53.200 --> 00:09:54.000]  在香港
[00:09:54.000 --> 00:09:56.400]  他說香港人經常看我們的艱難
[00:09:56.400 --> 00:09:58.000]  我們經常看你的進步
[00:09:58.000 --> 00:09:59.200]  你稱讚他兩句
[00:09:59.200 --> 00:10:00.800]  我已經進步了一些
[00:10:00.800 --> 00:10:02.000]  經常批評我
[00:10:02.000 --> 00:10:05.200]  所以在這個故事裏面很複雜的感受
[00:10:05.200 --> 00:10:06.400]  有時其中一個問題就是
[00:10:06.400 --> 00:10:09.600]  我們這麼微小的生命和力量
[00:10:09.600 --> 00:10:11.400]  可不可以祝福到中國
[00:10:11.400 --> 00:10:12.600]  或者當時代
[00:10:12.600 --> 00:10:14.000]  用意思帖來說
[00:10:14.000 --> 00:10:15.000]  可不可以改變
[00:10:15.000 --> 00:10:17.400]  祝福到這個國家這個帝國
[00:10:17.400 --> 00:10:19.400]  當時聖經裏面的意思很有意思
[00:10:19.400 --> 00:10:21.000]  第一章第一節怎麼說呢
[00:10:21.000 --> 00:10:23.000]  一起讀吧 第一章第一節
[00:10:23.000 --> 00:10:25.400]  阿哈隋魯作王
[00:10:25.400 --> 00:10:28.000]  從印度直到古實
[00:10:28.000 --> 00:10:30.800]  統管一百二十七省
[00:10:30.800 --> 00:10:33.800]  很特別一開始就說這個帝國很龐大
[00:10:33.800 --> 00:10:35.800]  從印度直到埃及
[00:10:35.800 --> 00:10:38.200]  有一百二十七個省份
[00:10:38.200 --> 00:10:40.400]  當然省份可能比中國省份小一點
[00:10:40.400 --> 00:10:43.200]  但當時都是極浩大的帝國
[00:10:43.200 --> 00:10:44.800]  想想這個帝國的小國
[00:10:44.800 --> 00:10:46.000]  這個小民
[00:10:46.000 --> 00:10:47.000]  這個小臣
[00:10:47.000 --> 00:10:47.800]  末底改
[00:10:47.800 --> 00:10:50.400]  怎麼能夠敵對這些強大的勢力
[00:10:50.400 --> 00:10:53.800]  甚至是在這個世界榮耀神的名字
[00:10:53.800 --> 00:10:55.200]  當時興起一個
[00:10:55.200 --> 00:10:57.600]  敵對末底改的一個大臣
[00:10:57.600 --> 00:11:00.000]  國家第二位的哈曼
[00:11:00.000 --> 00:11:01.800]  個個人都跪拜他
[00:11:01.800 --> 00:11:03.200]  剛才已經記載
[00:11:03.200 --> 00:11:05.000]  紅色字一起讀
[00:11:05.000 --> 00:11:08.600]  唯獨末底改不跪不拜
[00:11:08.600 --> 00:11:10.400]  很硬朗有骨頭
[00:11:10.400 --> 00:11:13.400]  對這個強悍的人
[00:11:13.400 --> 00:11:15.400]  一個惡霸不跪不拜
[00:11:15.400 --> 00:11:17.400]  如果你在公司裏面
[00:11:17.400 --> 00:11:20.000]  在社會裏面對一個所謂惡霸
[00:11:20.000 --> 00:11:21.400]  不跪不拜
[00:11:21.400 --> 00:11:25.400]  你猜贊你的多還是提你的多
[00:11:25.400 --> 00:11:27.400]  有些家庭的情況就是
[00:11:27.400 --> 00:11:28.600]  年輕的朋友就說
[00:11:28.600 --> 00:11:30.800]  厲害 夠英雄
[00:11:30.800 --> 00:11:31.800]  媽媽就提你
[00:11:31.800 --> 00:11:35.200]  你小心死 有後果的
[00:11:35.200 --> 00:11:37.400]  有時很複雜的感受
[00:11:37.400 --> 00:11:40.800]  實際上當他不跪不拜的時候
[00:11:40.800 --> 00:11:43.400]  這個哈曼就立起心牆
[00:11:43.400 --> 00:11:47.000]  要滅了末底改的整個民族
[00:11:47.000 --> 00:11:48.200]  他跟皇帝說
[00:11:48.200 --> 00:11:50.000]  我們國家很多少數民族
[00:11:50.000 --> 00:11:52.200]  有些民族不適合我們的風格
[00:11:52.200 --> 00:11:55.200]  不如我用錢買起你的民族
[00:11:55.200 --> 00:11:57.000]  殺光他們
[00:11:57.000 --> 00:11:59.000]  用多少錢買起這個民族
[00:11:59.000 --> 00:12:02.400]  用一萬他倫德的銀子
[00:12:02.400 --> 00:12:03.800]  他倫德的重量
[00:12:03.800 --> 00:12:05.600]  英文翻譯叫talent
[00:12:05.600 --> 00:12:11.600]  有些計算大概35公斤77磅
[00:12:11.600 --> 00:12:13.200]  在當代來說
[00:12:13.200 --> 00:12:16.400]  一個他倫德的銀子的份量
[00:12:16.400 --> 00:12:19.200]  大概4到5磅的黃金
[00:12:19.200 --> 00:12:21.400]  4到5磅黃金多少錢
[00:12:21.400 --> 00:12:23.600]  大概70到80盎司
[00:12:23.600 --> 00:12:26.600]  1盎司的黃金多少錢
[00:12:26.600 --> 00:12:27.800]  都一萬多
[00:12:27.800 --> 00:12:31.600]  70到80盎司的黃金多少錢
[00:12:31.600 --> 00:12:34.600]  都70萬或者一百萬
[00:12:34.600 --> 00:12:37.000]  請問不是一個他倫德
[00:12:37.000 --> 00:12:38.600]  是一萬個他倫德
[00:12:38.600 --> 00:12:41.000]  即是多少錢
[00:12:41.000 --> 00:12:43.000]  70億到100億
[00:12:43.000 --> 00:12:45.800]  請問這個哈曼富不富貴
[00:12:45.800 --> 00:12:47.800]  人激親他一句
[00:12:47.800 --> 00:12:49.600]  他要買他全族
[00:12:49.600 --> 00:12:52.800]  用100億左右去滅這個氣
[00:12:52.800 --> 00:12:54.400]  厲害嗎
[00:12:54.400 --> 00:12:55.200]  所以有些人說
[00:12:55.200 --> 00:12:56.800]  回到公司不要得罪秘書
[00:12:56.800 --> 00:12:59.600]  特別老闆的秘書很危險的
[00:12:59.600 --> 00:13:01.600]  有些人你遇到的那些人
[00:13:01.600 --> 00:13:04.600]  不要得罪他得罪他很危險的
[00:13:04.600 --> 00:13:09.200]  這個末底改得罪了哈曼
[00:13:09.200 --> 00:13:11.200]  死刑就臨到
[00:13:11.200 --> 00:13:16.200]  當時這個被佔領的民族
[00:13:16.200 --> 00:13:17.600]  被擄的猶太人
[00:13:17.600 --> 00:13:19.200]  神的子民可以做甚麼呢
[00:13:19.200 --> 00:13:20.400]  就好像基督徒一樣
[00:13:20.400 --> 00:13:23.000]  有時艱難日子只可以祈禱
[00:13:23.000 --> 00:13:27.400]  因為滅門滅族的情況要12月就出現
[00:13:27.400 --> 00:13:30.400]  當時他們哀哭祈禱
[00:13:30.400 --> 00:13:33.200]  末底改就找皇后醫治帖
[00:13:33.200 --> 00:13:35.200]  皇帝不知道他是猶太人
[00:13:35.200 --> 00:13:37.800]  他說皇后你為我講話吧
[00:13:37.800 --> 00:13:40.600]  皇后說很多日皇帝都沒有見我
[00:13:40.600 --> 00:13:42.200]  如果我走去見他
[00:13:42.200 --> 00:13:44.000]  他不喜歡殺了我
[00:13:44.000 --> 00:13:45.400]  你既然要我去見
[00:13:45.400 --> 00:13:49.000]  你就為我三日禁食祈禱吧
[00:13:49.000 --> 00:13:51.000]  但很多時就像基督徒經歷一樣
[00:13:51.000 --> 00:13:52.600]  當你很敬虔
[00:13:52.600 --> 00:13:54.000]  當你很艱難
[00:13:54.000 --> 00:13:55.800]  當你去祈禱的時候
[00:13:55.800 --> 00:14:00.200]  往往有些時候不是立刻聽禱告
[00:14:00.200 --> 00:14:01.600]  有些人越艱難的時候
[00:14:01.600 --> 00:14:03.800]  又一波未平
[00:14:03.800 --> 00:14:05.400]  一波又起
[00:14:05.400 --> 00:14:06.600]  有些人侍奉主
[00:14:06.600 --> 00:14:07.800]  參加一個崗位的時候
[00:14:07.800 --> 00:14:09.400]  突然工作困難
[00:14:09.400 --> 00:14:12.400]  突然媽媽家人有癌症
[00:14:12.400 --> 00:14:13.800]  有時又問牧師
[00:14:13.800 --> 00:14:15.200]  牧師呀
[00:14:15.200 --> 00:14:16.600]  信耶穌不是蒙福嗎
[00:14:16.600 --> 00:14:18.200]  為何有艱難
[00:14:18.200 --> 00:14:19.800]  有時真的很難回答
[00:14:19.800 --> 00:14:21.200]  如果大膽一點就說
[00:14:21.200 --> 00:14:23.600]  耶穌說要天天背上十字架
[00:14:23.600 --> 00:14:25.200]  不過忘記了
[00:14:25.200 --> 00:14:27.600]  有時都有些挑戰
[00:14:27.600 --> 00:14:30.400]  當他們禁食祈禱的時候
[00:14:30.400 --> 00:14:33.600]  災禍更大臨到這個墓底蓋
[00:14:33.600 --> 00:14:36.400]  當皇后邀請哈曼飲宴
[00:14:36.400 --> 00:14:38.200]  哈曼覺得連皇后私人派對
[00:14:38.200 --> 00:14:39.800]  都請我的時候很開心
[00:14:39.800 --> 00:14:41.200]  但走出去見到墓底蓋
[00:14:41.200 --> 00:14:43.200]  仍然不跪不拜
[00:14:43.200 --> 00:14:45.200]  回到家就不開心
[00:14:45.200 --> 00:14:46.000]  回到家的時候
[00:14:46.000 --> 00:14:49.400]  他太太跟她的豬朋狗友說
[00:14:49.400 --> 00:14:51.000]  不用緊張
[00:14:51.000 --> 00:14:53.600]  皇帝將整個民族都給你
[00:14:53.600 --> 00:14:54.600]  不如這樣
[00:14:54.600 --> 00:14:56.600]  藍色字一起讀在下面
[00:14:56.600 --> 00:15:00.200]  不如立一個五丈高的木架
[00:15:00.200 --> 00:15:04.800]  明早求王將墓底蓋掛在其上
[00:15:04.800 --> 00:15:09.600]  然後你可以歡歡喜喜地隨王附席
[00:15:09.600 --> 00:15:10.800]  很容易
[00:15:10.800 --> 00:15:12.800]  皇帝將整個民族都給你殺了
[00:15:12.800 --> 00:15:14.000]  去到十二月
[00:15:14.000 --> 00:15:15.200]  不如不緊張
[00:15:15.200 --> 00:15:17.200]  你今天弄一個木架高一點
[00:15:17.200 --> 00:15:20.000]  明早皇帝就掛了它
[00:15:20.000 --> 00:15:21.400]  你猜整個城市
[00:15:21.400 --> 00:15:23.400]  首都書山城的時候
[00:15:23.400 --> 00:15:27.000]  知不知道這個墓底蓋得罪哈曼
[00:15:27.000 --> 00:15:29.200]  要殺一個民族很大件事
[00:15:29.200 --> 00:15:32.400]  你猜你知道哈曼弄了一個木架
[00:15:32.400 --> 00:15:35.000]  哈曼的朋友都說你死了
[00:15:35.000 --> 00:15:37.800]  想著年尾都給你送殯
[00:15:37.800 --> 00:15:40.800]  明天就送殯了
[00:15:40.800 --> 00:15:43.200]  這件事怎麼可能有出路呢
[00:15:43.200 --> 00:15:44.800]  這麼大的勢力
[00:15:44.800 --> 00:15:47.000]  這麼軟弱的生命
[00:15:47.000 --> 00:15:50.600]  有時人在一個強勢的環境裏面
[00:15:50.600 --> 00:15:52.400]  都很多的迷失
[00:15:52.400 --> 00:15:55.800]  記得我自己在大學的時代
[00:15:55.800 --> 00:15:59.800]  剛剛看著中國改革開放
[00:15:59.800 --> 00:16:01.200]  在入了大學的時候
[00:16:01.200 --> 00:16:03.800]  其中一個口號叫「認中關社」
[00:16:03.800 --> 00:16:06.200]  留在中國時看到傷痕文學
[00:16:06.200 --> 00:16:10.200]  當時有一句說話很流行叫「苦戀」
[00:16:10.200 --> 00:16:12.400]  有一個戲劇
[00:16:12.400 --> 00:16:13.400]  講一個故事
[00:16:13.400 --> 00:16:15.400]  是基於一些歷史的故事
[00:16:15.400 --> 00:16:18.600]  講到一個人物叫做寧神光
[00:16:18.600 --> 00:16:22.800]  他離開美洲回到中國要建設新中國
[00:16:22.800 --> 00:16:24.400]  但怎樣去到新中國的時候
[00:16:24.400 --> 00:16:26.800]  就經歷反右經歷文革
[00:16:26.800 --> 00:16:28.600]  很多的傷痛
[00:16:28.600 --> 00:16:31.200]  他女兒經歷這麼多事情的時候
[00:16:31.200 --> 00:16:33.800]  在文革之後就想離開祖國
[00:16:33.800 --> 00:16:36.200]  但爸爸勸女兒留下
[00:16:36.200 --> 00:16:38.400]  女兒就問爸爸一句說話
[00:16:38.400 --> 00:16:40.600]  藍色的字一起唸
[00:16:40.600 --> 00:16:46.000]  「你愛這個國家,苦苦地戀著這個國家
[00:16:46.000 --> 00:16:49.200]  可這個國家愛你」
[00:16:49.200 --> 00:16:52.600]  當時這句說話在中國有很大的迴響
[00:16:52.600 --> 00:16:55.600]  劇中最後講到朱元璋在雪地
[00:16:55.600 --> 00:16:57.000]  爬一個問號
[00:16:57.000 --> 00:16:59.400]  他自己想不通這個問題
