
[00:00:00.000 --> 00:00:03.680]  今天和大家講的題目是「愛侶團圓」
[00:04:34.500 --> 00:04:36.540]  好像行生指數起跌一樣
[00:04:36.540 --> 00:04:39.340]  庇譽她人生的起跌
[00:04:39.340 --> 00:04:42.500]  她最先被爸爸寵愛
[00:04:42.500 --> 00:04:44.460]  被哥哥賣到埃及
[00:04:44.460 --> 00:04:47.340]  去了護衛長波提弗家中跌
[00:04:47.340 --> 00:04:49.620]  然後在主人眼前蒙恩
[00:04:49.620 --> 00:04:50.900]  將一切交給她
[00:04:50.900 --> 00:04:51.620]  升
[00:04:51.620 --> 00:04:54.140]  然後拒絕主人妻的愛
[00:04:54.140 --> 00:04:54.980]  老闆娘的愛
[00:04:54.980 --> 00:04:56.060]  被誣告下獄
[00:04:56.060 --> 00:04:56.700]  跌
[00:04:56.700 --> 00:04:59.020]  接著有機會出來
[00:04:59.020 --> 00:05:00.060]  酒精解夢
[00:05:00.060 --> 00:05:01.580]  怎知酒精釋放了
[00:05:01.580 --> 00:05:02.700]  就忘記了她
[00:05:02.700 --> 00:05:04.180]  又升又跌
[00:05:04.180 --> 00:05:06.500]  然後就幫法老解夢當官
[00:05:06.500 --> 00:05:08.020]  兩個箭咀向上升
[00:05:08.020 --> 00:05:09.420]  接著我覺得她的高峰
[00:05:09.420 --> 00:05:11.820]  就是在七個豐年最豐盛的時候
[00:05:11.820 --> 00:05:12.860]  生了兩個兒子
[00:05:12.860 --> 00:05:14.180]  然後到四十二章
[00:05:14.180 --> 00:05:16.380]  跟哥哥重逢
[00:05:16.380 --> 00:05:18.180]  大團圓結局
[00:05:18.180 --> 00:05:20.740]  為何能夠大團圓呢
[00:05:20.740 --> 00:05:22.300]  當中發生了甚麼事
[00:05:22.300 --> 00:05:24.340]  有甚麼事令到約瑟
[00:05:24.340 --> 00:05:25.860]  由最初被哥哥恨
[00:05:25.860 --> 00:05:28.700]  到後來跟他們擁抱
[00:05:28.700 --> 00:05:31.900]  在當中我有三點想跟大家分享
[00:05:31.900 --> 00:05:32.700]  第一
[00:05:32.700 --> 00:05:33.580]  信
[00:05:33.580 --> 00:05:35.100]  「這不在乎我」
[00:05:35.100 --> 00:05:37.140]  是上帝 忘和愛
[00:05:37.140 --> 00:05:38.180]  第一點信
[00:05:38.180 --> 00:05:39.460]  「這不在乎我」
[00:05:39.460 --> 00:05:41.940]  是神
[00:05:41.940 --> 00:05:46.620]  在我們人生的起跌、幽谷裏
[00:05:46.620 --> 00:05:48.700]  我覺得這句是很重要的
[00:05:48.700 --> 00:05:50.820]  「這不在乎我」是神
[00:05:50.820 --> 00:05:53.180]  要我們在我們人生的每一個處境裏
[00:05:53.180 --> 00:05:55.540]  我們要發現上帝
[00:05:55.540 --> 00:05:57.860]  《創世紀》四十一章十六節
[00:05:57.860 --> 00:05:59.660]  約瑟回答法老說
[00:05:59.660 --> 00:06:00.860]  「這不在乎我」
[00:06:00.860 --> 00:06:03.780]  神必將平安的話回答法老
[00:06:03.780 --> 00:06:05.060]  是甚麼時候說的呢
[00:06:05.060 --> 00:06:06.700]  是有人告訴法老
[00:06:06.700 --> 00:06:08.100]  因為法老作了一個夢
[00:06:08.100 --> 00:06:09.220]  沒有人能夠解釋
[00:06:09.220 --> 00:06:11.100]  有人說不如約瑟
[00:06:11.100 --> 00:06:12.500]  推介他
[00:06:12.500 --> 00:06:13.820]  見到約瑟
[00:06:13.820 --> 00:06:16.220]  然後約瑟就回答法老
[00:06:16.220 --> 00:06:17.380]  我想問你
[00:06:17.380 --> 00:06:21.340]  當時約瑟解了夢了嗎
[00:06:21.340 --> 00:06:22.420]  解了嗎
[00:06:22.420 --> 00:06:24.140]  未解夢
[00:06:24.140 --> 00:06:25.620]  未解夢之前
[00:06:25.620 --> 00:06:26.820]  他已經知道
[00:06:26.820 --> 00:06:27.660]  不是他自己
[00:06:27.660 --> 00:06:28.900]  是誰幫他回答
[00:06:28.900 --> 00:06:31.260]  是上帝幫他回答
[00:06:31.260 --> 00:06:33.340]  所以你再看下一句聖經
[00:06:33.340 --> 00:06:35.060]  當約瑟見到他的哥哥說
[00:06:35.060 --> 00:06:39.780]  「猜我到這裏來的不是你們,乃是神」
[00:06:39.780 --> 00:06:41.260]  他的哥哥見到約瑟很害怕
[00:06:41.260 --> 00:06:43.300]  因為當時約瑟已經升官
[00:06:43.300 --> 00:06:44.980]  然後約瑟跟他說
[00:06:44.980 --> 00:06:46.460]  「猜我來到這裏
[00:06:46.460 --> 00:06:49.300]  其實明明是哥哥將他買了去埃及」
[00:06:49.300 --> 00:06:50.140]  他說「不是」
[00:06:50.140 --> 00:06:50.940]  「是誰」
[00:06:50.940 --> 00:06:52.820]  「上帝」
[00:06:52.820 --> 00:06:53.820]  「今天有沒有新來賓」
[00:06:53.820 --> 00:06:55.860]  「我剛才因為太多人開會」
[00:06:55.860 --> 00:06:57.020]  「我沒有機會坐」
[00:06:57.020 --> 00:06:58.780]  「今天有沒有新來賓」
[00:06:58.780 --> 00:07:00.220]  「有」
[00:07:00.220 --> 00:07:02.100]  「新來賓你一定會覺得」
[00:07:02.100 --> 00:07:04.300]  「是誰帶你來的」
[00:07:04.300 --> 00:07:06.100]  「你的朋友是嗎」
[00:07:06.100 --> 00:07:07.460]  「但我告訴你不是」
[00:07:07.460 --> 00:07:08.500]  「是誰」
[00:07:08.500 --> 00:07:09.660]  「上帝」
[00:07:09.660 --> 00:07:10.420]  「是嗎」
[00:07:10.420 --> 00:07:10.940]  「是的」
[00:07:10.940 --> 00:07:12.460]  我們就是這樣相信
[00:07:12.460 --> 00:07:14.220]  因為在我們生命裏
[00:07:14.220 --> 00:07:15.620]  沒有甚麼叫做偶遇
[00:07:15.620 --> 00:07:18.500]  很多事都是有安排的
[00:07:18.500 --> 00:07:21.980]  在一個多星期之前
[00:07:21.980 --> 00:07:23.020]  我在Facebook
[00:07:23.020 --> 00:07:26.540]  見到一個人的一些消息
[00:07:26.540 --> 00:07:29.380]  你知道我Facebook濫交
[00:07:29.380 --> 00:07:30.740]  其實我認識他
[00:07:30.740 --> 00:07:32.020]  他又不知道認不認識我
[00:07:32.020 --> 00:07:34.100]  總之我們彼此不相識
[00:07:34.100 --> 00:07:35.020]  但我看到這個消息
[00:07:35.020 --> 00:07:36.380]  我就說
[00:07:36.380 --> 00:07:38.820]  是否要關心他呢
[00:07:38.820 --> 00:07:40.780]  他寫的訊息很無奈
[00:07:40.780 --> 00:07:42.740]  因為真的不知道他認不認識我
[00:07:42.740 --> 00:07:43.420]  我就說
[00:07:43.420 --> 00:07:44.060]  「祈禱」
[00:07:44.060 --> 00:07:44.620]  「頭主」
[00:07:44.620 --> 00:07:47.500]  「如果是你叫這個人來找我」
[00:07:47.500 --> 00:07:49.380]  「三天前他找了我」
[00:07:49.380 --> 00:07:51.380]  「我們見面了嗎」
[00:07:51.380 --> 00:07:52.260]  他問
[00:07:52.260 --> 00:07:53.500]  「為甚麼你會見我」
[00:07:53.500 --> 00:07:56.900]  我說「因為上帝」
[00:07:56.900 --> 00:08:00.180]  約瑟的故事也有一些頭條
[00:08:00.180 --> 00:08:02.220]  讓你看看
[00:08:02.220 --> 00:08:03.700]  頭條是甚麼呢
[00:08:03.700 --> 00:08:05.900]  「耶和華與他同在」
[00:08:05.900 --> 00:08:07.020]  是約瑟的故事
[00:08:07.020 --> 00:08:09.620]  有人說是它的核心訊息
[00:08:09.620 --> 00:08:10.860]  我們讀一讀這兩節
[00:08:10.860 --> 00:08:12.020]  1、2、3
[00:08:12.020 --> 00:08:15.580]  「約瑟住在他主人埃及人的家中」
[00:08:15.580 --> 00:08:17.540]  「耶和華與他同在」
[00:08:17.540 --> 00:08:19.660]  「他就百事順利」
[00:08:19.660 --> 00:08:22.060]  「但耶華與約瑟同在」
[00:08:22.060 --> 00:08:23.380]  「向他施恩」
[00:08:23.380 --> 00:08:26.860]  「使他在施辱的眼前蒙恩」
[00:08:26.860 --> 00:08:28.860]  這裡說的是兩個很不同的處境
[00:08:28.860 --> 00:08:31.060]  一個是他在主人家裡
[00:08:31.060 --> 00:08:32.340]  他幫主人打工
[00:08:32.340 --> 00:08:33.620]  很多人以為
[00:08:33.620 --> 00:08:35.060]  上帝同在甚麼都不用做
[00:08:35.060 --> 00:08:35.980]  不是的
[00:08:35.980 --> 00:08:37.060]  他要做
[00:08:37.060 --> 00:08:39.140]  然後他就百事順利
[00:08:39.140 --> 00:08:40.420]  下一節
[00:08:40.420 --> 00:08:42.180]  約瑟在哪裡
[00:08:42.180 --> 00:08:43.340]  在監獄裡
[00:08:43.340 --> 00:08:44.900]  逆境裡
[00:08:44.900 --> 00:08:47.180]  然後「耶華又與他同在」
[00:08:47.180 --> 00:08:48.220]  你是不是覺得很興奮
[00:08:48.220 --> 00:08:49.660]  你有沒有覺得很興奮
[00:08:49.660 --> 00:08:51.300]  原來不只是順境
[00:08:51.300 --> 00:08:52.940]  逆境就算坐在監獄裡
[00:08:52.940 --> 00:08:56.220]  「耶華都與他同在」
[00:08:56.220 --> 00:08:57.340]  我認識一位弟兄
[00:08:57.340 --> 00:09:00.060]  我不知道他在不在
[00:09:00.060 --> 00:09:02.460]  他後來信了耶穌在監獄裡
[00:09:02.460 --> 00:09:03.900]  我問他
[00:09:03.900 --> 00:09:05.380]  「你聽到耶穌的名字」
[00:09:05.380 --> 00:09:07.380]  「聽到上帝的名字在哪裡」
[00:09:07.380 --> 00:09:09.780]  他說他在很遙遠的地方坐牢的時候
[00:09:09.780 --> 00:09:12.020]  居然每一天都有人走過跟他說
[00:09:12.020 --> 00:09:14.220]  「Good morning, God bless you」
[00:09:14.220 --> 00:09:17.620]  他是這樣開始聽到有神這個名字
[00:09:17.620 --> 00:09:18.940]  我們的上帝就是這樣
[00:09:18.940 --> 00:09:21.020]  無論在多麼幽暗的角落裡
[00:09:21.020 --> 00:09:23.220]  他都會跟別人說話
[00:09:23.220 --> 00:09:24.820]  不過問題
[00:09:24.820 --> 00:09:27.180]  不是上帝是我們
[00:09:27.180 --> 00:09:28.580]  我們的問題是什麼呢
[00:09:28.580 --> 00:09:30.900]  我們遇到困惑的處境
[00:09:30.900 --> 00:09:33.300]  我們就會好像下面那張圖畫一樣
[00:09:33.300 --> 00:09:35.260]  那隻女孩一樣
[00:09:35.260 --> 00:09:36.780]  埋怨
[00:09:36.780 --> 00:09:39.060]  自憐
[00:09:39.060 --> 00:09:40.340]  有個故事是這樣說的
[00:09:40.340 --> 00:09:42.460]  有個主人帶著一隻女孩走
[00:09:42.460 --> 00:09:47.100]  誰知道那女孩不小心掉進垃圾的陷阱裡
[00:09:47.100 --> 00:09:48.140]  主人就覺得算了
[00:09:48.140 --> 00:09:48.860]  她也沒用
[00:09:48.860 --> 00:09:50.100]  就把她扔掉
[00:09:50.100 --> 00:09:52.420]  那女孩在坑裡就開始罵
[00:09:52.420 --> 00:09:53.460]  第一罵她主人
[00:09:53.460 --> 00:09:54.100]  「有沒有搞錯啊」
[00:09:54.100 --> 00:09:55.460]  「你這麼忘恩負義」
[00:09:55.460 --> 00:09:56.860]  「這樣不要我」
[00:09:56.860 --> 00:09:59.660]  接著罵那些扔垃圾的人
[00:09:59.660 --> 00:10:01.060]  每天都有人扔垃圾進去
[00:10:01.060 --> 00:10:02.220]  「搞錯啊又扔垃圾」
[00:10:02.220 --> 00:10:03.260]  「很臭啊」
[00:10:03.260 --> 00:10:04.460]  「你要環保啊」
[00:10:04.460 --> 00:10:05.260]  我不知道她在罵什麼
[00:10:05.260 --> 00:10:06.860]  總之每天都罵
[00:10:06.860 --> 00:10:08.820]  有一天
[00:10:08.820 --> 00:10:10.620]  這個女孩突然想了想
[00:10:10.620 --> 00:10:12.220]  其實那些垃圾
[00:10:12.220 --> 00:10:13.820]  疊著疊著
[00:10:13.820 --> 00:10:15.140]  越疊越高
[00:10:15.140 --> 00:10:17.460]  我就可以踩著那些垃圾
[00:10:17.460 --> 00:10:19.980]  離開這個坑
[00:10:19.980 --> 00:10:22.620]  故事就說她的雷生態度改變了
[00:10:22.620 --> 00:10:23.340]  因為她是雷
[00:10:23.340 --> 00:10:25.580]  所以不是人生態度
[00:10:25.580 --> 00:10:28.380]  「叮」就叮了
[00:10:28.380 --> 00:10:29.580]  可能你就會說
[00:10:29.580 --> 00:10:31.300]  「是啊,我其實也很想的」
[00:10:31.300 --> 00:10:32.900]  「我也做到好像一隻雷一樣」
[00:10:32.900 --> 00:10:35.580]  「我也很想我的雷生態度改變」
[00:10:35.580 --> 00:10:41.660]  「有什麼辦法呢」
[00:10:41.660 --> 00:10:44.260]  「我要做一個告白」
[00:10:44.260 --> 00:10:46.260]  「我要做一個告白」
[00:10:46.260 --> 00:10:47.460]  「什麼告白呢」
[00:10:47.460 --> 00:10:49.660]  「我相信耶穌三十幾年」
[00:10:49.660 --> 00:10:51.060]  「你問我有沒有靈修」
[00:10:51.060 --> 00:10:52.380]  「有時候有」
[00:10:52.380 --> 00:10:55.580]  「有時都不知道怎樣靈修」
[00:10:55.580 --> 00:10:57.900]  「因為聖經揭來揭去」
[00:10:57.900 --> 00:11:00.580]  「看著看著會欺騙著的」
[00:11:00.580 --> 00:11:02.260]  「不知道你有沒有」
[00:11:02.260 --> 00:11:03.060]  「逼自己」
[00:11:03.060 --> 00:11:06.460]  「因為做師母要靈修」
[00:11:06.460 --> 00:11:08.340]  「有時我們講道很好的」
[00:11:08.340 --> 00:11:10.060]  「因為講道呢」
[00:11:10.060 --> 00:11:12.340]  「你就當了講道預備是靈修」
[00:11:12.340 --> 00:11:14.020]  「最開心那個禮拜要我講道」
[00:11:14.020 --> 00:11:15.100]  「然後每天都看」
[00:11:15.100 --> 00:11:17.420]  「嘩!這樣還不是靈修」
[00:11:17.420 --> 00:11:19.140]  「不是囉」
[00:11:19.140 --> 00:11:21.300]  「但我老公很好的」
[00:11:21.300 --> 00:11:22.980]  「他又不會揭穿我」
[00:11:22.980 --> 00:11:25.020]  「雖然我很怕他在台上就問」
[00:11:25.020 --> 00:11:29.420]  「你們今天靈修了沒有」
[00:11:29.420 --> 00:11:30.620]  「用各種的方法」
[00:11:30.620 --> 00:11:32.860]  「我相信上帝有時都是這樣」
[00:11:32.860 --> 00:11:36.060]  「讓我們慢慢慢慢學習去親近祂」
[00:11:36.060 --> 00:11:38.820]  「去年十一月二十七日」
[00:11:38.820 --> 00:11:40.500]  「祂拿了一本叫作」
[00:11:40.500 --> 00:11:44.860]  「TWA Time with Abba的圖文回來」
[00:11:44.860 --> 00:11:46.900]  「祂說你跟著這個圖文」
[00:11:46.900 --> 00:11:48.620]  「每天看四段聖經」
[00:11:48.620 --> 00:11:50.740]  「舊約、新約、詩篇、針研」
[00:11:50.740 --> 00:11:54.060]  「然後給本寶來抄下它」
[00:11:54.060 --> 00:11:56.660]  「我當時很大反應抄」
[00:11:56.660 --> 00:11:59.100]  「很久沒有抄東西了」
[00:11:59.100 --> 00:12:02.140]  「不是,抄的是觸動你而已」
[00:12:02.140 --> 00:12:04.340]  「恐怕觸動你也不是很多節」
[00:12:04.340 --> 00:12:07.060]  (笑聲)
[00:12:07.060 --> 00:12:08.700]  「於是就抄了」
[00:12:08.700 --> 00:12:11.700]  「在那天,我第一次看」
[00:12:11.700 --> 00:12:14.300]  「抄下的時候」
[00:12:14.300 --> 00:12:17.220]  「突然出現了一些句子」
[00:12:17.220 --> 00:12:20.900]  「然後就開始寫在Facebook上」
[00:12:20.900 --> 00:12:23.420]  「一邊寫,心裏有個聲音說」
[00:12:23.420 --> 00:12:25.940]  「這是我給你的突破雜誌」
[00:12:25.940 --> 00:12:28.020]  「你寫吧」
[00:12:28.020 --> 00:12:29.220]  「如果你有看我的Facebook」
[00:12:29.220 --> 00:12:31.780]  「你就知道我不停有東西出」
[00:12:31.780 --> 00:12:33.020]  「有些人說你想了很久」
[00:12:33.020 --> 00:12:34.540]  「不用想的」
[00:12:34.540 --> 00:12:37.140]  「做完靈修」
[00:12:37.140 --> 00:12:39.420]  「寫」
[00:12:39.420 --> 00:12:41.260]  「然後讓上帝工作」
[00:12:41.260 --> 00:12:43.500]  「有些人說你寫中我的」
[00:12:43.500 --> 00:12:45.900]  「我說我不知道你甚麼事」
[00:12:45.900 --> 00:12:47.220]  「很坦白說」
[00:12:47.220 --> 00:12:48.260]  「裏面有很多掙扎」
[00:12:48.260 --> 00:12:50.340]  「我用我們的,我沒有說你的」
[00:12:50.340 --> 00:12:54.140]  「It's my struggle」
[00:12:54.140 --> 00:12:57.340]  「在一兩個星期之前」
[00:12:57.340 --> 00:12:58.740]  「遇上了一些弟兄姊妹」
[00:12:58.740 --> 00:13:01.140]  「看到他們工作很辛苦」
[00:13:01.140 --> 00:13:02.460]  「看到他們愁眉心鎖」
[00:13:02.460 --> 00:13:04.380]  「欲言又止,壓力很重」
[00:13:04.380 --> 00:13:05.500]  「覺得多努力」
[00:13:05.500 --> 00:13:08.700]  「換來都是挑剔和不被賞識」
[00:13:08.700 --> 00:13:10.180]  「看到人心險渣」
[00:13:10.180 --> 00:13:11.220]  「視你被歪曲」
[00:13:11.220 --> 00:13:14.860]  「想申訴欲變無恥」
[00:13:14.860 --> 00:13:15.620]  「甚至有人問我」
[00:13:15.620 --> 00:13:18.820]  「漫漫長夜何時才天亮」
[00:13:18.820 --> 00:13:21.220]  「於是我就寫了以下這段說話」
[00:13:21.220 --> 00:13:22.940]  「我想告訴你」
[00:13:22.940 --> 00:13:25.300]  「別人以為你的努力沒人看見」
[00:13:25.300 --> 00:13:27.660]  「其實你在做,在看」
[00:13:27.660 --> 00:13:29.260]  「也有人看見的」
[00:13:29.260 --> 00:13:32.140]  「別為人心難測而灰心喪志」
[00:13:32.140 --> 00:13:33.660]  「其實人的心」
[00:13:33.660 --> 00:13:35.860]  「有時連自己也測不透」
[00:13:35.860 --> 00:13:37.580]  「更何況旁人」
[00:13:37.580 --> 00:13:41.060]  「或許不申訴也是一種申訴」
[00:13:41.060 --> 00:13:43.300]  「等待時機解釋也是一種智慧」
[00:13:43.300 --> 00:13:45.860]  「少說一句也不會壞事」
[00:13:45.860 --> 00:13:48.980]  「別被惡言冷語打亂了你的陣腳」
[00:13:48.980 --> 00:13:50.700]  「只要你看準目標」
[00:13:50.700 --> 00:13:53.140]  「知道為誰而爭,為何而戰」
[00:13:53.140 --> 00:13:56.340]  「只能橫眉冷對千夫子」
[00:13:56.340 --> 00:13:58.580]  「還有的是知道你為人的我」
[00:13:58.580 --> 00:14:01.340]  「會默默紀念,為你們加油」
[00:14:01.340 --> 00:14:02.940]  「天將發亮」
[00:14:02.940 --> 00:14:06.180]  「我們就知道主的恩典無窮盡」
[00:14:06.180 --> 00:14:09.420]  「主的心意無難阻」
[00:14:09.420 --> 00:14:11.300]  最近就將Facebook寫了一些東西
[00:14:11.300 --> 00:14:13.260]  放在這本書裏
[00:14:13.260 --> 00:14:14.540]  弟兄姊妹
[00:14:14.540 --> 00:14:16.940]  讓我們在不同的境況裏
[00:14:16.940 --> 00:14:18.980]  我們最緊要知道
[00:14:18.980 --> 00:14:20.660]  我們要發現誰在這裏
[00:14:20.660 --> 00:14:21.620]  上帝在這裏
[00:14:21.620 --> 00:14:23.460]  我們要重新發現他
[00:14:23.460 --> 00:14:24.220]  第二
[00:14:24.220 --> 00:14:28.980]  「忘神的意思,原是好的」
[00:14:28.980 --> 00:14:30.980]  若瑟見到哥哥
[00:14:30.980 --> 00:14:33.300]  哥哥其實是很討厭的
[00:14:33.300 --> 00:14:36.180]  若瑟就跟他們說了兩句很重要的話
[00:14:36.180 --> 00:14:37.700]  第一句若瑟對他們說
[00:14:37.700 --> 00:14:40.820]  「不要害怕,我豈能代替神」
[00:14:40.820 --> 00:14:42.580]  當一個人做了虧心事的時候
[00:14:42.580 --> 00:14:44.900]  就最怕報復或者報應
[00:14:44.900 --> 00:14:46.180]  但若瑟第一句就跟他們說
[00:14:46.180 --> 00:14:46.980]  「你不要害怕」
[00:14:46.980 --> 00:14:48.180]  是面對他們的情緒
[00:14:48.180 --> 00:14:49.180]  第二句就是
[00:14:49.180 --> 00:14:53.220]  「我不可以代替神做審判官」
[00:14:53.220 --> 00:14:55.780]  希臘版本的舊約聖經LXX
[00:14:55.780 --> 00:14:58.740]  曾經截錄了若瑟說的一句說話
[00:14:58.740 --> 00:14:59.820]  是更加清楚
[00:14:59.820 --> 00:15:02.740]  他說「你不需要害怕報應」
[00:15:02.740 --> 00:15:04.300]  「因為我有上帝」
[00:15:04.300 --> 00:15:07.460]  我經常叫做「提高一線的角度」
[00:15:07.460 --> 00:15:10.700]  「And endeavor above retaliation」
[00:15:10.700 --> 00:15:13.660]  「我不會報復的」
[00:15:13.660 --> 00:15:15.220]  五十章二十節
[00:15:15.220 --> 00:15:16.700]  這句我還覺得精彩
[00:15:16.700 --> 00:15:17.660]  我們一起讀好不好
[00:15:17.660 --> 00:15:18.940]  一二三
