
[00:00:00.000 --> 00:00:02.880]  中國人的農曆新年快要到來
[00:09:28.120 --> 00:09:30.120]  就去了埃及
[00:09:30.120 --> 00:09:32.120]  亦有蒙修的時候
[00:09:32.120 --> 00:09:34.120]  為什麼去到埃及
[00:09:34.120 --> 00:09:36.120]  還有去到菲律賓的地方
[00:09:36.120 --> 00:09:37.120]  分別都說
[00:09:37.120 --> 00:09:39.120]  我的太太
[00:09:39.120 --> 00:09:40.120]  撒拉
[00:09:40.120 --> 00:09:42.120]  並不是我的太太
[00:09:42.120 --> 00:09:44.120]  因為她是我妹妹
[00:09:44.120 --> 00:09:46.120]  為了自己保命
[00:09:46.120 --> 00:09:50.120]  為了自己不會被生命危害
[00:09:50.120 --> 00:09:52.120]  所以說謊
[00:09:52.120 --> 00:09:54.120]  作故事
[00:09:54.120 --> 00:09:56.120]  有重大的失敗
[00:09:56.120 --> 00:10:00.120]  令到埃及的法老王
[00:10:00.120 --> 00:10:01.120]  整個民族
[00:10:01.120 --> 00:10:03.120]  差點被滅亡
[00:10:03.120 --> 00:10:06.120]  同樣的亞比米勒王
[00:10:06.120 --> 00:10:09.120]  這個菲律賓王
[00:10:09.120 --> 00:10:11.120]  同樣的民族
[00:10:11.120 --> 00:10:13.120]  差點被他危害
[00:10:14.120 --> 00:10:16.120]  還有
[00:10:16.120 --> 00:10:18.120]  他勇氣可嘉
[00:10:18.120 --> 00:10:20.120]  因為為了他的侄兒
[00:10:20.120 --> 00:10:23.120]  可以安身立命
[00:10:23.120 --> 00:10:25.120]  所以說
[00:10:25.120 --> 00:10:27.120]  豪氣地說
[00:10:27.120 --> 00:10:28.120]  你看看
[00:10:28.120 --> 00:10:30.120]  你喜歡去那裡
[00:10:30.120 --> 00:10:32.120]  就去那裡
[00:10:32.120 --> 00:10:33.120]  你去左我就去右
[00:10:33.120 --> 00:10:35.120]  你去上我就去下
[00:10:35.120 --> 00:10:36.120]  所以他的侄兒
[00:10:36.120 --> 00:10:38.120]  就選擇了約旦河以東
[00:10:38.120 --> 00:10:41.120]  南地的一個平原地方
[00:10:41.120 --> 00:10:44.120]  他的侄兒選平原
[00:10:44.120 --> 00:10:45.120]  即是說
[00:10:45.120 --> 00:10:47.120]  阿伯拉罕有什麼選擇
[00:10:47.120 --> 00:10:49.120]  山地
[00:10:49.120 --> 00:10:51.120]  以為就是
[00:10:51.120 --> 00:10:54.120]  長輩會被尊重
[00:10:54.120 --> 00:10:55.120]  但是
[00:10:55.120 --> 00:10:57.120]  時移勢易
[00:10:57.120 --> 00:11:00.120]  他慘痛的經歷
[00:11:00.120 --> 00:11:01.120]  但是呢
[00:11:01.120 --> 00:11:02.120]  在慘痛的經歷的時候
[00:11:02.120 --> 00:11:03.120]  神就安慰他
[00:11:03.120 --> 00:11:04.120]  不用怕
[00:11:04.120 --> 00:11:06.120]  因為我對你的應許
[00:11:06.120 --> 00:11:07.120]  你的後裔
[00:11:07.120 --> 00:11:09.120]  多於天上的星星
[00:11:09.120 --> 00:11:11.120]  多於海面的沙
[00:11:11.120 --> 00:11:13.120]  就是當他灰心
[00:11:13.120 --> 00:11:14.120]  失望
[00:11:14.120 --> 00:11:15.120]  軟弱的時候
[00:11:15.120 --> 00:11:17.120]  神就安慰他
[00:11:17.120 --> 00:11:19.120]  神就在他身邊
[00:11:19.120 --> 00:11:21.120]  最後
[00:11:21.120 --> 00:11:23.120]  他為了要生一個兒子
[00:11:23.120 --> 00:11:26.120]  所以你就用盡自己的方法
[00:11:26.120 --> 00:11:28.120]  甚至就取
[00:11:28.120 --> 00:11:30.120]  就納妾
[00:11:30.120 --> 00:11:31.120]  納妾
[00:11:31.120 --> 00:11:33.120]  來為他生一個兒子
[00:11:33.120 --> 00:11:35.120]  生了二十馬里
[00:11:35.120 --> 00:11:38.120]  就是承繼家業的人
[00:11:38.120 --> 00:11:40.120]  很好的
[00:11:40.120 --> 00:11:41.120]  但是神說不是
[00:11:41.120 --> 00:11:43.120]  這個不是
[00:11:43.120 --> 00:11:44.120]  不是你的繼承人
[00:11:44.120 --> 00:11:47.120]  因為不是你的元配
[00:11:47.120 --> 00:11:51.120]  不是你的真正的兒子
[00:11:51.120 --> 00:11:53.120]  神沒有選擇
[00:11:53.120 --> 00:11:54.120]  不是二十馬里
[00:11:54.120 --> 00:11:55.120]  是以撒
[00:11:55.120 --> 00:11:58.120]  一定要改名是以撒
[00:11:58.120 --> 00:12:00.120]  他的經歷
[00:12:00.120 --> 00:12:03.120]  他感到很嘩然
[00:12:03.120 --> 00:12:06.120]  為什麼會有這樣的事情發生
[00:12:06.120 --> 00:12:08.120]  最後我們看到
[00:12:08.120 --> 00:12:10.120]  在二十二章記載
[00:12:10.120 --> 00:12:12.120]  他要獻上他的
[00:12:12.120 --> 00:12:14.120]  獨生所愛的兒子
[00:12:14.120 --> 00:12:16.120]  以撒
[00:12:16.120 --> 00:12:18.120]  我們看回
[00:12:18.120 --> 00:12:20.120]  他過去的
[00:12:20.120 --> 00:12:22.120]  生平紀錄的時候
[00:12:22.120 --> 00:12:24.120]  成績表
[00:12:24.120 --> 00:12:26.120]  阿巴拉罕的成績表
[00:12:26.120 --> 00:12:28.120]  現在應該給多少分呢
[00:12:28.120 --> 00:12:30.120]  大家說
[00:12:30.120 --> 00:12:32.120]  四十分
[00:12:32.120 --> 00:12:33.120]  五十分
[00:12:33.120 --> 00:12:35.120]  七十分還是一百分呢
[00:12:36.120 --> 00:12:37.120]  經過考慮
[00:12:37.120 --> 00:12:39.120]  我相信大家都有結果了
[00:12:39.120 --> 00:12:41.120]  阿巴拉罕的生平
[00:12:41.120 --> 00:12:42.120]  他的經歷
[00:12:42.120 --> 00:12:44.120]  其實正正是一個基督徒的經歷
[00:12:44.120 --> 00:12:47.120]  一個生命的進程
[00:12:47.120 --> 00:12:50.120]  我們說是一個生命成長之旅
[00:12:50.120 --> 00:12:51.120]  其實我們
[00:12:51.120 --> 00:12:54.120]  從我們初訊到成長到今天
[00:12:54.120 --> 00:12:57.120]  我們都是面對不同的考驗
[00:12:57.120 --> 00:13:00.120]  我們的成績
[00:13:00.120 --> 00:13:04.120]  我們在神面前的成績是多少呢
[00:13:04.120 --> 00:13:06.120]  你說神不會計算的
[00:13:06.120 --> 00:13:08.120]  但我們思考一下
[00:13:08.120 --> 00:13:10.120]  我們今天的光景是怎樣呢
[00:13:10.120 --> 00:13:14.120]  在十六世紀
[00:13:14.120 --> 00:13:16.120]  有一位英國的傳道者
[00:13:16.120 --> 00:13:18.120]  叫做約翰本人
[00:13:18.120 --> 00:13:20.120]  我們有時稱他為本人約翰
[00:13:20.120 --> 00:13:22.120]  在他的傳道生涯裡面
[00:13:22.120 --> 00:13:24.120]  面對很多的困難
[00:13:24.120 --> 00:13:25.120]  困難在什麼呢
[00:13:25.120 --> 00:13:26.120]  就是不讓他傳道
[00:13:26.120 --> 00:13:28.120]  不讓他講道
[00:13:28.120 --> 00:13:31.120]  他一意孤行
[00:13:31.120 --> 00:13:33.120]  或者他堅持
[00:13:33.120 --> 00:13:36.120]  因為神的訊息是要傳開去的
[00:13:36.120 --> 00:13:37.120]  對的
[00:13:37.120 --> 00:13:38.120]  就在這樣的情況
[00:13:38.120 --> 00:13:40.120]  他被監禁
[00:13:40.120 --> 00:13:42.120]  足足有十二年的時間
[00:13:42.120 --> 00:13:43.120]  在十二年的時間裡面
[00:13:43.120 --> 00:13:44.120]  他就去思考
[00:13:44.120 --> 00:13:47.120]  為什麼會面對這麼多的困難
[00:13:47.120 --> 00:13:49.120]  面對這麼多的掙扎呢
[00:13:49.120 --> 00:13:50.120]  在成長的路上
[00:13:50.120 --> 00:13:51.120]  原來每一個基督徒
[00:13:51.120 --> 00:13:56.120]  都要面對著成長不同的情況
[00:13:56.120 --> 00:13:58.120]  不同的掙扎
[00:13:58.120 --> 00:14:01.120]  在監獄裡面
[00:14:01.120 --> 00:14:02.120]  他思考
[00:14:02.120 --> 00:14:03.120]  他明白
[00:14:03.120 --> 00:14:04.120]  他了解
[00:14:04.120 --> 00:14:06.120]  其實不是他單單是他自己
[00:14:06.120 --> 00:14:08.120]  在困難
[00:14:08.120 --> 00:14:10.120]  在軟弱
[00:14:10.120 --> 00:14:14.120]  在無助的時候
[00:14:14.120 --> 00:14:16.120]  向神發聲
[00:14:16.120 --> 00:14:18.120]  神啊你怎樣幫助我
[00:14:18.120 --> 00:14:19.120]  原來每一個基督徒
[00:14:19.120 --> 00:14:21.120]  都會面對著
[00:14:21.120 --> 00:14:24.120]  種種的考驗和挑戰
[00:14:24.120 --> 00:14:27.120]  所以他寫作裡面
[00:14:27.120 --> 00:14:29.120]  一本很出名的寫作
[00:14:29.120 --> 00:14:30.120]  就是天路歷程
[00:14:30.120 --> 00:14:32.120]  因為他覺得
[00:14:32.120 --> 00:14:35.120]  每一個基督徒都是天路客
[00:14:35.120 --> 00:14:39.120]  他們從初信直到去天家
[00:14:39.120 --> 00:14:41.120]  是經歷不同的情況
[00:14:41.120 --> 00:14:42.120]  不同的挑戰
[00:14:42.120 --> 00:14:43.120]  不同的困難
[00:14:43.120 --> 00:14:45.120]  不同的險阻
[00:14:45.120 --> 00:14:46.120]  包括有什麼呢
[00:14:46.120 --> 00:14:48.120]  包括有一個憂鬱谷
[00:14:48.120 --> 00:14:50.120]  就是罪的指控
[00:14:50.120 --> 00:14:53.120]  德行鎮以為自己可以做得到
[00:14:53.120 --> 00:14:56.120]  閘門重新開始
[00:14:56.120 --> 00:15:00.120]  艱難山撒旦的攻擊
[00:15:00.120 --> 00:15:04.120]  這個世界虛華迷惑絕望
[00:15:04.120 --> 00:15:08.120]  最後都能夠去到終極的地點
[00:15:08.120 --> 00:15:11.120]  但是原來在過程裡面
[00:15:11.120 --> 00:15:14.120]  神的說話是不少得的
[00:15:14.120 --> 00:15:16.120]  不單是這樣
[00:15:16.120 --> 00:15:20.120]  神為他預備了很多的幫助者
[00:15:20.120 --> 00:15:22.120]  當我們說軟弱
[00:15:22.120 --> 00:15:24.120]  我們困乏
[00:15:24.120 --> 00:15:26.120]  我們無力的時候
[00:15:26.120 --> 00:15:28.120]  在我們身邊有很多人提醒我們
[00:15:28.120 --> 00:15:29.120]  鼓勵我們
[00:15:29.120 --> 00:15:30.120]  扶持我們
[00:15:30.120 --> 00:15:31.120]  幫助我們
[00:15:31.120 --> 00:15:33.120]  勸告我們
[00:15:33.120 --> 00:15:38.120]  這些就是神給我們的幫助者
[00:15:38.120 --> 00:15:40.120]  阿伯拉罕的生平
[00:15:40.120 --> 00:15:42.120]  他面對的種種
[00:15:42.120 --> 00:15:43.120]  也是我們的挑戰
[00:15:43.120 --> 00:15:44.120]  我們面對的考驗
[00:15:44.120 --> 00:15:50.120]  今天我們面對什麼新的考驗呢
[00:15:50.120 --> 00:15:54.120]  我們的考驗就是我們屬靈的生命不夠強
[00:15:54.120 --> 00:15:59.120]  我們軟弱過人
[00:15:59.120 --> 00:16:01.120]  我們很多時候都為自己評論
[00:16:01.120 --> 00:16:03.120]  給分數的
[00:16:03.120 --> 00:16:05.120]  是不是
[00:16:05.120 --> 00:16:08.120]  但是你不要忘記
[00:16:08.120 --> 00:16:12.120]  其實過去的屬靈的
[00:16:12.120 --> 00:16:14.120]  我們說的屬靈的偉人
[00:16:14.120 --> 00:16:16.120]  信心之父
[00:16:16.120 --> 00:16:18.120]  他是何等的軟弱
[00:16:18.120 --> 00:16:21.120]  何等的灰心
[00:16:21.120 --> 00:16:23.120]  有神的幫助
[00:16:23.120 --> 00:16:24.120]  有神的說話
[00:16:24.120 --> 00:16:27.120]  能夠是重新起來
[00:16:27.120 --> 00:16:29.120]  今天我們願不願意呢
[00:16:29.120 --> 00:16:31.120]  以神的說話成為我們腳前的燈
[00:16:31.120 --> 00:16:32.120]  路上的光
[00:16:32.120 --> 00:16:34.120]  成為我們隨時的幫助
[00:16:34.120 --> 00:16:35.120]  弟兄姊妹在我們身邊
[00:16:35.120 --> 00:16:37.120]  來鼓勵扶持
[00:16:37.120 --> 00:16:38.120]  來安慰的時候
[00:16:38.120 --> 00:16:40.120]  我們學怎樣去接受
[00:16:40.120 --> 00:16:43.120]  也學怎樣來鼓勵扶持安慰
[00:16:43.120 --> 00:16:46.120]  扶弟兄姊妹一把
[00:16:46.120 --> 00:16:51.120]  是何等的需要呢
[00:16:51.120 --> 00:16:53.120]  由今天開始
[00:16:53.120 --> 00:16:55.120]  下年的成績
[00:16:55.120 --> 00:16:58.120]  我想會出來
[00:16:58.120 --> 00:17:00.120]  神給我們的考驗
[00:17:00.120 --> 00:17:01.120]  挑戰
[00:17:01.120 --> 00:17:03.120]  是每天都有
[00:17:03.120 --> 00:17:07.120]  每天都是新的
[00:17:07.120 --> 00:17:11.120]  我們看看試驗的背後是什麼
[00:17:11.120 --> 00:17:13.120]  神給亞伯拉罕和以撒
[00:17:13.120 --> 00:17:17.120]  背後是什麼意思呢
[00:17:17.120 --> 00:17:21.120]  當我們看到這幅油畫的時候
[00:17:21.120 --> 00:17:25.120]  亞伯拉罕準備在摩尼亞一座山上
[00:17:25.120 --> 00:17:26.120]  捉好祭壇
[00:17:26.120 --> 00:17:28.120]  放好柴
[00:17:28.120 --> 00:17:33.120]  準備要獻以殺為梵祭
[00:17:33.120 --> 00:17:35.120]  我們看到
[00:17:35.120 --> 00:17:38.120]  是很震驚的
[00:17:38.120 --> 00:17:42.120]  因為對於一個老人家來說
[00:17:42.120 --> 00:17:44.120]  在一百歲生一個兒子
[00:17:44.120 --> 00:17:46.120]  看著他長大
[00:17:46.120 --> 00:17:51.120]  有足夠的年歲跟隨他一起攀山攝嶺
[00:17:51.120 --> 00:17:55.120]  又是他的繼承人
[00:17:55.120 --> 00:17:57.120]  本應可以安定下來
[00:17:57.120 --> 00:18:00.120]  本應無憂無慮
[00:18:00.120 --> 00:18:04.120]  本應可以有子萬事足
[00:18:04.120 --> 00:18:06.120]  但在這個時候
[00:18:06.120 --> 00:18:08.120]  神給他的考驗
[00:18:08.120 --> 00:18:12.120]  神給他一個新重大的考驗
[00:18:12.120 --> 00:18:18.120]  就是敬畏神有多少呢
[00:18:18.120 --> 00:18:20.120]  聖經裡面說
[00:18:20.120 --> 00:18:22.120]  你要帶著你的兒子
[00:18:22.120 --> 00:18:24.120]  就是你獨生的兒子
