
[00:00:00.000 --> 00:00:03.600]  這次我們開始這個新的系列
[00:01:47.740 --> 00:01:53.420]  用鐵鏈或者padlock鎖住他們在床或者傢俬上
[00:01:53.420 --> 00:01:57.480]  一年之中洗一次澡
[00:01:57.480 --> 00:02:01.860]  也不讓他們上廁所
[00:02:01.860 --> 00:02:05.160]  讓他們就這樣去
[00:02:05.160 --> 00:02:08.940]  總之用一些我們覺得很殘酷的方式
[00:02:08.940 --> 00:02:11.100]  去對待這群孩子
[00:02:11.100 --> 00:02:13.440]  甚至是不讓他們吃東西
[00:02:13.440 --> 00:02:20.740]  將一些很香的薄餅放在他們面前
[00:02:20.740 --> 00:02:22.180]  但鎖住他們不讓他們吃
[00:02:22.180 --> 00:02:24.580]  讓他們肚餓
[00:02:24.580 --> 00:02:29.780]  警方當救了這群小朋友出來的時候
[00:02:29.780 --> 00:02:33.380]  其中一個28歲最大的女兒
[00:02:33.380 --> 00:02:35.820]  只有82磅
[00:02:35.820 --> 00:02:37.720]  所以抓了他們之後
[00:02:37.720 --> 00:02:43.560]  判刑 判了一個終身監禁
[00:02:43.560 --> 00:02:45.860]  但這對夫婦當他們自辯的時候
[00:02:45.860 --> 00:02:46.960]  他們不是有什麼精神病
[00:02:46.960 --> 00:02:49.700]  我們覺得他們有些心理問題
[00:02:49.700 --> 00:02:50.600]  他們不是有精神病
[00:02:50.600 --> 00:02:52.040]  他們自辯的時候
[00:02:52.040 --> 00:02:55.240]  我們在用基督教的homeschooling
[00:02:55.240 --> 00:02:58.880]  一個家庭的教學法
[00:02:58.880 --> 00:03:05.020]  用一些我們覺得是我們的宗教信仰裡面的紀律
[00:03:05.020 --> 00:03:06.320]  去訓練我們的子女
[00:03:06.320 --> 00:03:08.020]  以致他們能夠成材
[00:03:08.020 --> 00:03:11.400]  面對世俗的世代
[00:03:11.400 --> 00:03:12.720]  所以他們自辯的時候
[00:03:12.720 --> 00:03:15.360]  他們覺得這是一個homeschooling的方法
[00:03:15.360 --> 00:03:18.000]  你看看David他怎麼說的
[00:03:18.000 --> 00:03:21.700]  他說我為著我們所有的子女感到自豪
[00:03:21.700 --> 00:03:25.300]  我將會去懷念他們
[00:03:25.300 --> 00:03:27.540]  我會為他們祈禱
[00:03:27.540 --> 00:03:29.580]  我用的homeschooling
[00:03:29.580 --> 00:03:32.680]  家庭的教育和紀律
[00:03:32.680 --> 00:03:36.420]  是有一個好的目的的
[00:03:36.420 --> 00:03:39.320]  你看看他太太怎麼說的
[00:03:39.320 --> 00:03:43.020]  她說我為著對我子女受的傷害
[00:03:43.020 --> 00:03:46.520]  我感覺到很慚愧
[00:03:46.520 --> 00:03:49.660]  但很愛我的子女
[00:03:49.660 --> 00:03:53.960]  我感到成為他們的媽媽是一種祝福
[00:03:53.960 --> 00:03:57.040]  我只是很想他們做得最好
[00:03:57.040 --> 00:03:58.540]  給他們最好的
[00:03:58.540 --> 00:04:00.640]  因為他們的快樂幸福
[00:04:00.640 --> 00:04:04.280]  對我來說是很重要的
[00:04:04.280 --> 00:04:05.580]  我想看姐妹
[00:04:05.580 --> 00:04:06.920]  大部份的父母
[00:04:06.920 --> 00:04:08.120]  我不敢說全部
[00:04:08.120 --> 00:04:10.860]  因為真的有些是我們覺得很奇怪
[00:04:10.860 --> 00:04:11.920]  為什麼
[00:04:11.920 --> 00:04:14.520]  但是大部份的父母
[00:04:14.520 --> 00:04:16.320]  我們的出發點都是
[00:04:16.320 --> 00:04:22.000]  好像這兩個自辯的終身監禁的父母一樣
[00:04:22.000 --> 00:04:24.960]  我們都很想給最好的我們的子女
[00:04:24.960 --> 00:04:29.300]  我們很想他們有幸福快樂
[00:04:29.300 --> 00:04:32.140]  但問題是我們用什麼方法
[00:04:32.140 --> 00:04:33.840]  去教養他們
[00:04:33.840 --> 00:04:37.940]  去幫助他們達成這個目的呢
[00:04:37.940 --> 00:04:39.380]  有人說
[00:04:39.380 --> 00:04:40.380]  有一個noble end
[00:04:40.380 --> 00:04:41.540]  有一個好的目標
[00:04:41.540 --> 00:04:43.540]  用什麼方法達到都不要緊
[00:04:43.540 --> 00:04:44.980]  跳跳大路通羅馬
[00:04:44.980 --> 00:04:46.920]  但是在這個案件裡面
[00:04:46.920 --> 00:04:47.860]  我們看到的就是
[00:04:47.860 --> 00:04:49.920]  不單止有一個好的目的
[00:04:49.920 --> 00:04:52.660]  更加我們都要懂得用什麼方法
[00:04:52.660 --> 00:04:56.300]  才能夠幫助子女走正確的路
[00:04:56.300 --> 00:05:02.000]  和真的達到他們應該享受的幸福和快樂
[00:05:02.000 --> 00:05:03.200]  另外一宗案件
[00:05:03.200 --> 00:05:05.980]  大家也都聽過了
[00:05:05.980 --> 00:05:10.240]  就是我們很出名的入學的scandal
[00:05:10.240 --> 00:05:13.380]  就是入學的貪污案
[00:05:13.380 --> 00:05:17.720]  就是美國司法部同類案件裡面最大宗的
[00:05:17.720 --> 00:05:20.020]  現在已經起訴了50個人
[00:05:20.020 --> 00:05:21.980]  其中一些就是
[00:05:21.980 --> 00:05:23.220]  我們叫做rich and famous
[00:05:23.220 --> 00:05:25.660]  一些很有錢的或者是一些明星
[00:05:25.660 --> 00:05:27.160]  已經起訴了50人
[00:05:27.160 --> 00:05:30.900]  參與的有300多人
[00:05:30.900 --> 00:05:31.760]  很簡單
[00:05:31.760 --> 00:05:32.900]  這宗案件就是
[00:05:32.900 --> 00:05:35.540]  有些父母給錢一些中介人
[00:05:35.540 --> 00:05:38.440]  或者去賄賂一些學校的
[00:05:38.440 --> 00:05:45.000]  能夠幫助學生入學的一些學校人員
[00:05:45.000 --> 00:05:46.540]  進入一些名校
[00:05:46.540 --> 00:05:47.840]  包括Yale
[00:05:47.840 --> 00:05:49.780]  Stanford
[00:05:49.780 --> 00:05:52.620]  University of Texas at Austin
[00:05:52.620 --> 00:05:55.780]  你知道我在這裡畢業的
[00:05:55.780 --> 00:05:57.860]  名校
[00:05:57.860 --> 00:06:02.220]  就是去給一些錢
[00:06:02.220 --> 00:06:03.020]  包括什麼呢?
[00:06:03.020 --> 00:06:04.900]  我看到真的很神奇
[00:06:04.900 --> 00:06:09.660]  包括不僅是去賄賂學校的行政人員
[00:06:09.660 --> 00:06:11.460]  學校的教練
[00:06:11.460 --> 00:06:16.040]  用Photoshop將子女的照片放在運動員那裡
[00:06:16.040 --> 00:06:20.740]  去創作運動員的履歷
[00:06:20.740 --> 00:06:27.580]  給錢在香港考入學試或者是SAT試
[00:06:27.580 --> 00:06:30.260]  在香港給錢一些人代
[00:06:30.260 --> 00:06:32.080]  當然他已經給錢了
[00:06:32.080 --> 00:06:33.620]  那些考官之類的
[00:06:33.620 --> 00:06:38.720]  代那些人去考一些數學試
[00:06:38.720 --> 00:06:43.040]  家長知道香港人的數學可能不行
[00:06:43.040 --> 00:06:46.440]  跨國去找一些人代他們考
[00:06:46.440 --> 00:06:48.340]  什麼都出齊
[00:06:48.340 --> 00:06:49.140]  有一個家長
[00:06:49.140 --> 00:06:50.040]  有一個明星
[00:06:50.040 --> 00:06:52.240]  Laurie Loughlin
[00:06:52.240 --> 00:06:54.980]  用了50萬美金
[00:06:54.980 --> 00:06:57.880]  50萬美金幫他們兩個女兒入USC
[00:06:57.880 --> 00:06:59.220]  大家看YouTube都知道
[00:06:59.220 --> 00:07:00.880]  女兒上YouTube
[00:07:00.880 --> 00:07:04.120]  全部放出來說I don't care about school
[00:07:04.120 --> 00:07:05.620]  我不喜歡上學的
[00:07:05.620 --> 00:07:06.620]  放我進來
[00:07:06.620 --> 00:07:08.500]  用50萬美金
[00:07:08.500 --> 00:07:10.000]  說他們兩個女兒是
[00:07:10.000 --> 00:07:11.560]  Rolling Club
[00:07:11.560 --> 00:07:14.060]  一個蛙艇會的成員
[00:07:14.060 --> 00:07:16.360]  但其實他們兩個不懂蛙艇
[00:07:16.360 --> 00:07:17.760]  50萬
[00:07:17.760 --> 00:07:19.600]  他不認罪
[00:07:19.600 --> 00:07:21.460]  但其中一個認了罪的
[00:07:21.460 --> 00:07:22.800]  荷里活的明星
[00:07:22.800 --> 00:07:25.380]  就是Felicity Hoffman
[00:07:25.380 --> 00:07:26.780]  你看她說什麼
[00:07:26.780 --> 00:07:29.480]  我感覺到很羞恥
[00:07:29.480 --> 00:07:32.080]  她說我女兒根本不知道為什麼我要這樣做
[00:07:32.080 --> 00:07:34.780]  為她做這麼錯的事
[00:07:34.780 --> 00:07:36.520]  出賣了她
[00:07:36.520 --> 00:07:38.160]  其實我的目的
[00:07:38.160 --> 00:07:39.460]  我盼望就是
[00:07:39.460 --> 00:07:41.560]  我想幫我的女兒
[00:07:41.560 --> 00:07:43.220]  入一間好的學校
[00:07:43.220 --> 00:07:45.220]  但我卻是
[00:07:45.220 --> 00:07:47.260]  破壞了法律
[00:07:47.260 --> 00:07:48.600]  觸犯了法律
[00:07:48.600 --> 00:07:49.700]  並且
[00:07:49.700 --> 00:07:51.360]  我是不誠實
[00:07:51.360 --> 00:07:52.900]  我對我的家人
[00:07:52.900 --> 00:07:54.200]  我的朋友
[00:07:54.200 --> 00:07:55.940]  我的同工
[00:07:55.940 --> 00:07:57.940]  甚至是法律界的人士
[00:07:57.940 --> 00:08:00.140]  還有所有
[00:08:00.140 --> 00:08:03.280]  努力爭取入這些學校的學生
[00:08:03.280 --> 00:08:05.480]  說一聲對不起
[00:08:05.480 --> 00:08:07.480]  因為他們用了很多的努力
[00:08:07.480 --> 00:08:10.080]  入這些學校
[00:08:10.080 --> 00:08:10.860]  頂住
[00:08:10.860 --> 00:08:12.060]  今天還有一些
[00:08:12.060 --> 00:08:13.160]  案件還沒完
[00:08:13.160 --> 00:08:15.160]  因為有一些家長
[00:08:15.160 --> 00:08:17.160]  正在控告這些學校
[00:08:17.160 --> 00:08:19.500]  因為他們的小朋友
[00:08:19.500 --> 00:08:21.700]  全部考SAT滿分
[00:08:21.700 --> 00:08:23.140]  TOEFL滿分
[00:08:23.140 --> 00:08:25.140]  GPA滿分
[00:08:25.140 --> 00:08:29.340]  幾十項的extracurricular的credential
[00:08:29.340 --> 00:08:30.540]  都入不了
[00:08:30.540 --> 00:08:32.140]  家長們不服氣
[00:08:32.140 --> 00:08:34.140]  又告一輪
[00:08:34.140 --> 00:08:37.120]  等我們看到這些的時候
[00:08:37.120 --> 00:08:38.880]  我再次問
[00:08:38.880 --> 00:08:40.280]  是不是
[00:08:40.280 --> 00:08:41.620]  我們不單要有一個目標
[00:08:41.620 --> 00:08:43.120]  我們也會想我們子女
[00:08:43.120 --> 00:08:45.380]  成材入名校
[00:08:45.380 --> 00:08:46.920]  我們想我們子女
[00:08:46.920 --> 00:08:49.560]  有一個好的未來的職業
[00:08:49.560 --> 00:08:51.800]  有一個好的未來的配偶
[00:08:51.800 --> 00:08:53.160]  這些都是重要的
[00:08:53.160 --> 00:08:55.900]  沒錯 這些都是重要的
[00:08:55.900 --> 00:08:58.760]  但是哪樣東西最重要呢
[00:08:58.760 --> 00:09:03.480]  做上帝合而的事重要
[00:09:03.480 --> 00:09:04.480]  是更加重要的
[00:09:04.480 --> 00:09:05.480]  我不是說
[00:09:05.480 --> 00:09:06.480]  做的事不重要
[00:09:06.480 --> 00:09:07.240]  這些事都是重要的
[00:09:07.240 --> 00:09:08.380]  但是
[00:09:08.380 --> 00:09:10.320]  哪樣東西是更加重要的
[00:09:10.320 --> 00:09:12.180]  所以英文有一句話
[00:09:12.180 --> 00:09:15.760]  Which one is more important
[00:09:15.760 --> 00:09:18.380]  Going to Harvard
[00:09:18.380 --> 00:09:22.000]  or going to heaven
[00:09:22.000 --> 00:09:25.000]  不是說你上天堂你就不應該去哈佛
[00:09:25.000 --> 00:09:26.800]  不是
[00:09:26.800 --> 00:09:27.800]  但是做家長的
[00:09:27.800 --> 00:09:29.160]  我們能不能想到的就是
[00:09:29.160 --> 00:09:30.840]  苦心自問
[00:09:30.840 --> 00:09:33.040]  你對你的子女
[00:09:33.040 --> 00:09:35.400]  入名校重要
[00:09:35.400 --> 00:09:39.540]  因為幫助他們上天堂重要
[00:09:39.540 --> 00:09:42.020]  入名校重要
[00:09:42.020 --> 00:09:43.780]  因為幫助他們認識上帝
[00:09:43.780 --> 00:09:48.580]  他們生命裡面的心意更加重要
[00:09:48.580 --> 00:09:49.780]  當我講這篇信息的時候
[00:09:49.780 --> 00:09:50.580]  真的苦心自問
[00:09:50.580 --> 00:09:52.460]  我不想得罪任何人
[00:09:52.460 --> 00:09:54.760]  但是我也要講
[00:09:54.760 --> 00:09:56.160]  我今天發覺
[00:09:56.160 --> 00:09:57.660]  教會用了很多的方法
[00:09:57.660 --> 00:09:59.260]  你說Intergen也好
[00:09:59.260 --> 00:10:00.900]  Orange Kid也好
[00:10:00.900 --> 00:10:02.900]  Gear up system也好
[00:10:02.900 --> 00:10:04.400]  去幫助我們家長
[00:10:04.400 --> 00:10:09.500]  去幫我們的小朋友去成長
[00:10:09.500 --> 00:10:11.100]  但是各位家長苦心自問
[00:10:11.100 --> 00:10:14.780]  我們自己是不是真的覺得
[00:10:14.780 --> 00:10:16.980]  成為主的門徒
[00:10:16.980 --> 00:10:18.680]  尋求主在我們生命裡面的心意
[00:10:18.680 --> 00:10:19.680]  真的這麼重要
[00:10:19.680 --> 00:10:23.220]  真的最重要在我們人生裡面
[00:10:23.220 --> 00:10:25.120]  如果我們不是這麼重要的話
[00:10:25.120 --> 00:10:26.660]  回到家裡子女看見我們
[00:10:26.660 --> 00:10:28.400]  根本我們也不是顯示出
[00:10:28.400 --> 00:10:29.320]  是這麼重要的
[00:10:29.320 --> 00:10:32.600]  為什麼我們的子女
[00:10:32.600 --> 00:10:35.040]  要聽教會講
[00:10:35.040 --> 00:10:38.040]  要聽聖經講
[00:10:38.040 --> 00:10:43.640]  這就是最根本的教導下一代的基礎
[00:10:43.640 --> 00:10:45.640]  但是弟兄姊妹
[00:10:45.640 --> 00:10:47.840]  我們要有屬靈的子女
[00:10:47.840 --> 00:10:50.240]  要有愛上帝的子女
[00:10:50.240 --> 00:10:56.180]  我們必須要有愛上帝的爸爸媽媽
[00:10:56.180 --> 00:10:59.860]  是一個親身的示範
[00:10:59.860 --> 00:11:02.660]  愛上帝的爸爸媽媽未必一定
[00:11:02.660 --> 00:11:05.660]  自然地會有愛上帝的子女
[00:11:05.660 --> 00:11:08.700]  但是這是必須的條件
[00:11:08.700 --> 00:11:11.560]  所以今天我們嘗試從這篇聖經裡面
[00:11:11.560 --> 00:11:13.340]  一個大家都很熟悉的一篇聖經
[00:11:13.340 --> 00:11:15.040]  但是重新去看
[00:11:15.040 --> 00:11:18.600]  究竟所羅門王在這兩篇上行之詩裡面
[00:11:18.600 --> 00:11:19.600]  究竟在講什麼
[00:11:19.600 --> 00:11:22.280]  大家都知道上行之詩我們叫song of accents
[00:11:22.280 --> 00:11:24.440]  或者叫programmed psalms
[00:11:24.440 --> 00:11:28.780]  這些詩歌是寫給當時去耶路撒冷
[00:11:28.780 --> 00:11:30.320]  你知道那些猶太人
[00:11:30.320 --> 00:11:32.220]  他們每年至少有三次
[00:11:32.220 --> 00:11:34.560]  一些很敬虔的猶太人
[00:11:34.560 --> 00:11:38.360]  都會上路去到耶路撒冷聖殿裡面
[00:11:38.360 --> 00:11:40.360]  去敬拜憲制
[00:11:40.360 --> 00:11:42.160]  去敬拜我們的上帝
[00:11:42.160 --> 00:11:44.160]  無論他們住多遠都好
[00:11:44.160 --> 00:11:46.940]  他們都會travel回去耶路撒冷
[00:11:46.940 --> 00:11:49.440]  當時大家都知道沒有uber
[00:11:49.440 --> 00:11:50.800]  沒有的士
[00:11:50.800 --> 00:11:52.240]  你去的沒有車
[00:11:52.240 --> 00:11:55.680]  那些貧窮的人也不會有身後可以騎著去
[00:11:55.680 --> 00:11:58.220]  於是他們都只會走路去
[00:11:58.220 --> 00:12:00.520]  通常都是在整個巴勒斯坦地裡面
[00:12:00.520 --> 00:12:04.020]  花幾天的時間可以去到耶路撒冷當中
[00:12:04.020 --> 00:12:05.520]  你想想上路
[00:12:05.520 --> 00:12:06.520]  很多時候
[00:12:06.520 --> 00:12:08.460]  男人上路去敬拜的時候
[00:12:08.460 --> 00:12:10.760]  家裡就不覺得真的很安全
[00:12:10.760 --> 00:12:14.160]  擺太太或者子女在家裡
[00:12:14.160 --> 00:12:17.700]  有些人還會帶著全家一起
[00:12:17.700 --> 00:12:19.240]  攀山越嶺
[00:12:19.240 --> 00:12:21.400]  去到這三大節日
[00:12:21.400 --> 00:12:24.040]  如月節、鑄鵬節和五旬節
[00:12:24.040 --> 00:12:27.000]  去敬拜上帝
[00:12:27.000 --> 00:12:31.440]  那幾天攀山越嶺做些什麼呢?
[00:12:31.440 --> 00:12:34.680]  你沒有iPhone
[00:12:34.680 --> 00:12:36.680]  沒有Nintendo Switch
[00:12:36.680 --> 00:12:38.580]  你沒有東西玩
[00:12:38.580 --> 00:12:40.820]  沒有電台可以開
[00:12:40.820 --> 00:12:43.320]  你旅行的旅程沒有電台可以開
[00:12:43.320 --> 00:12:44.320]  做些什麼呢?
[00:12:44.320 --> 00:12:46.060]  所以上行之詩就是這樣
[00:12:46.060 --> 00:12:50.760]  索羅門王、大衛王或者其他的作者
[00:12:50.760 --> 00:12:55.340]  寫的詩就是讓他們上行去耶路撒冷敬拜的時候
[00:12:55.340 --> 00:12:57.440]  在路上去唱
[00:12:57.440 --> 00:13:00.480]  讓人們和他們的下一代
[00:13:00.480 --> 00:13:01.680]  更加明白
[00:13:01.680 --> 00:13:04.320]  你想想路靖幾天不停地唱這些歌
[00:13:04.320 --> 00:13:06.140]  洗腦嘛
[00:13:06.140 --> 00:13:07.520]  不停地唱
[00:13:07.520 --> 00:13:09.020]  去幫助他們
[00:13:09.020 --> 00:13:11.520]  去認清楚
[00:13:11.520 --> 00:13:14.160]  為什麼我要去耶路撒冷敬拜
[00:13:14.160 --> 00:13:17.060]  為什麼我們要這麼辛苦走這麼遠的路程
[00:13:17.060 --> 00:13:19.660]  為什麼我們要
[00:13:19.660 --> 00:13:21.760]  一家人一起
[00:13:21.760 --> 00:13:24.860]  這樣去敬拜上帝
[00:13:24.860 --> 00:13:27.260]  很值得我們再次重新思想
[00:13:27.260 --> 00:13:31.940]  這些對我們的提醒和看法
[00:13:31.940 --> 00:13:34.000]  各位家長們
[00:13:34.000 --> 00:13:37.240]  我們子女需要IQ高
[00:13:37.240 --> 00:13:40.220]  我們子女需要EQ高
[00:13:40.220 --> 00:13:43.780]  但我們子女也需要SQ高
[00:13:43.780 --> 00:13:46.380]  SQ不僅是Social Quotient
[00:13:46.380 --> 00:13:50.320]  更加是Spiritual Quotient
[00:13:50.320 --> 00:13:53.060]  以前我叫它做Divine Quotient
[00:13:53.060 --> 00:13:54.660]  DQ
[00:13:54.660 --> 00:13:56.560]  但是DQ不太好聽
[00:13:56.560 --> 00:13:59.200]  所以還是SQ比較好
[00:13:59.200 --> 00:14:00.460]  SQ
[00:14:00.460 --> 00:14:03.400]  我們看
[00:14:03.400 --> 00:14:07.740]  我重申我不是覺得IQ不重要
[00:14:07.740 --> 00:14:09.880]  EQ不重要
[00:14:09.880 --> 00:14:14.920]  但是我們更加需要教導我們子女有一個好的SQ
[00:14:14.920 --> 00:14:17.580]  教導他們如何依靠我們上帝
[00:14:17.580 --> 00:14:20.760]  去成為他們生活的一部分
[00:14:20.760 --> 00:14:23.860]  兩個很重要的大前提就是耶和華是我家之主
[00:14:23.860 --> 00:14:25.120]  大家都很熟悉耶和華
[00:14:25.120 --> 00:14:26.860]  有時候耶和華建造火
[00:14:26.860 --> 00:14:28.460]  建造的人就枉然勞力
[00:14:28.460 --> 00:14:29.800]  有時候耶和華看守聖旨
[00:14:29.800 --> 00:14:31.800]  看守的人就枉然警醒
[00:14:31.800 --> 00:14:34.540]  你們大家試著形象化一下
[00:14:34.540 --> 00:14:37.440]  一家人當他們走攀山越嶺
[00:14:37.440 --> 00:14:38.340]  看不到越嶺就越嶺
[00:14:38.340 --> 00:14:39.940]  但在路程裏面
[00:14:39.940 --> 00:14:41.980]  這個提醒他們就是
[00:14:41.980 --> 00:14:43.380]  我們這個家
[00:14:43.380 --> 00:14:49.180]  這個家不是單純物質上的房屋
[00:14:49.180 --> 00:14:53.520]  這個家庭是誰建造的
[00:14:53.520 --> 00:14:55.060]  大家都知道
[00:14:55.060 --> 00:14:57.720]  老生常談當然是耶和華
[00:14:57.720 --> 00:14:58.520]  清醒起來
[00:14:58.520 --> 00:14:59.220]  夜晚按揭
[00:14:59.220 --> 00:15:00.220]  吃籠籠得來的飯
[00:15:00.220 --> 00:15:01.260]  本是枉然
[00:15:01.260 --> 00:15:02.760]  唯有耶和華所親愛的
[00:15:02.760 --> 00:15:05.440]  必安然睡覺
[00:15:05.440 --> 00:15:07.840]  《兩字聖經》裏面用了三個字
[00:15:07.840 --> 00:15:08.900]  Vanity
[00:15:08.900 --> 00:15:10.700]  叫做枉然
[00:15:10.700 --> 00:15:11.540]  甚麼是枉然呢
[00:15:11.540 --> 00:15:12.240]  我曾經說過
[00:15:12.240 --> 00:15:13.940]  就是在教育裏面
[00:15:13.940 --> 00:15:17.280]  這是一個做生意的用詞
[00:15:17.280 --> 00:15:18.040]  就是說
[00:15:18.040 --> 00:15:20.520]  你用盡所有的成本
[00:15:20.520 --> 00:15:21.720]  計算過所有的數目
[00:15:21.720 --> 00:15:23.460]  以及你賺到的錢得回來
[00:15:23.460 --> 00:15:25.480]  原來是得過零
[00:15:25.480 --> 00:15:29.660]  我們廣東話叫做親懵得過吉
[00:15:29.660 --> 00:15:32.960]  實際上那個字就是吉都沒有
[00:15:32.960 --> 00:15:34.300]  得過零頭
[00:15:34.300 --> 00:15:36.800]  就是你沒有賺到什麼
[00:15:36.800 --> 00:15:38.660]  英文譯做Vanity
[00:15:38.660 --> 00:15:39.840]  虛空的虛空
[00:15:39.840 --> 00:15:41.000]  像一陣風一樣
[00:15:41.000 --> 00:15:42.340]  好像在翻譜一樣
[00:15:42.340 --> 00:15:46.740]  薄薄一聲就消失了
[00:15:46.740 --> 00:15:52.740]  希伯來人用了三個三次在《兩字聖經》裏面
[00:15:52.740 --> 00:15:54.920]  大家都知道是很重要的一個字
[00:15:54.920 --> 00:15:56.480]  這裏說的是甚麼呢
[00:15:56.480 --> 00:15:57.480]  《聖經》告訴我們
[00:15:57.480 --> 00:15:59.220]  《聖經》告訴我們
[00:15:59.220 --> 00:16:01.720]  你做所有的事情不是錯的
[00:16:01.720 --> 00:16:03.620]  你為子女鋪排
[00:16:03.620 --> 00:16:06.620]  為他們去教育
[00:16:06.620 --> 00:16:10.500]  我在香港做牧師的時候
[00:16:10.500 --> 00:16:14.840]  每年入學之前的暑假
[00:16:14.840 --> 00:16:17.500]  就經常寫那些推薦信
[00:16:17.500 --> 00:16:18.940]  因為有筆計
[00:16:18.940 --> 00:16:21.340]  我們浸信會有幾間名校
[00:16:21.340 --> 00:16:22.980]  叫做名校
[00:16:22.980 --> 00:16:25.380]  就是要寫推薦信
[00:16:25.380 --> 00:16:26.040]  然後又寫得多
[00:16:26.040 --> 00:16:26.980]  越寫越多
[00:16:26.980 --> 00:16:28.980]  有一年寫了二百多封
[00:16:28.980 --> 00:16:30.080]  就說不要了
[00:16:30.080 --> 00:16:32.280]  全部給我秘書一色印出來
[00:16:32.280 --> 00:16:33.480]  扔印算了
[00:16:33.480 --> 00:16:34.680]  簽不了那麼多名
[00:16:34.680 --> 00:16:36.180]  而且寫的都是
[00:16:36.180 --> 00:16:38.460]  當然我們不會說謊
[00:16:38.460 --> 00:16:39.560]  但寫的都是
[00:16:39.560 --> 00:16:42.460]  他有小祖,有崇拜
[00:16:42.460 --> 00:16:44.400]  成為良好的基督徒
[00:16:44.400 --> 00:16:47.360]  希望校長考慮他的子女入學
[00:16:47.360 --> 00:16:50.900]  這些夫婦做很多事情
[00:16:50.900 --> 00:16:52.240]  香港你也知道
[00:16:52.240 --> 00:16:55.340]  媽媽帶著肚子已經去排幼兒園了
[00:16:55.340 --> 00:16:57.800]  兩年之後要入幼兒園的時候
[00:16:57.800 --> 00:16:59.780]  要排隊
[00:16:59.780 --> 00:17:00.780]  這些夫婦就是
[00:17:00.780 --> 00:17:03.280]  子女放學之後
[00:17:03.280 --> 00:17:06.480]  當然是補習天王
[00:17:06.480 --> 00:17:08.580]  然後週末當然是學習
[00:17:08.580 --> 00:17:12.180]  小提琴、鋼琴、跆拳道、空手道
[00:17:12.180 --> 00:17:13.560]  總之呢
[00:17:13.560 --> 00:17:14.820]  十八般武藝
[00:17:14.820 --> 00:17:18.420]  為著的都是要考進一間好的學校
[00:17:18.420 --> 00:17:20.100]  幼兒園入學
[00:17:20.100 --> 00:17:21.100]  其中一個問題就是
[00:17:21.100 --> 00:17:23.500]  叫那些孩子寫兩個字
[00:17:23.500 --> 00:17:25.900]  叫警察
[00:17:25.900 --> 00:17:30.640]  嘩,有些大人未必寫得對
[00:17:30.640 --> 00:17:31.980]  警察
[00:17:31.980 --> 00:17:34.080]  幼兒園入學
[00:17:34.080 --> 00:17:37.680]  所以你要想想那些壓力有多大
[00:17:37.680 --> 00:17:39.080]  幸好我們做很多事情
[00:17:39.080 --> 00:17:40.820]  為子女甚至搬家
[00:17:40.820 --> 00:17:41.780]  香港你也知道
[00:17:41.780 --> 00:17:43.180]  這裡也是
[00:17:43.180 --> 00:17:45.060]  搬去Cupertino
[00:17:45.060 --> 00:17:46.760]  Palo Alto
[00:17:46.760 --> 00:17:48.160]  租一間房子
