
[00:00:00.000 --> 00:00:03.760]  我想和你再想想保羅的書信
[00:02:48.000 --> 00:02:49.760]  談電話
[00:02:49.760 --> 00:02:51.120]  比如說
[00:02:51.120 --> 00:02:53.320]  其實你又不在那個房間
[00:02:53.320 --> 00:02:55.920]  你聽到鄰居在那裏講電話
[00:02:55.920 --> 00:02:57.760]  他講得很大聲
[00:02:57.760 --> 00:02:58.960]  但是你聽人講電話的時候
[00:02:58.960 --> 00:03:01.040]  你聽不到對方有什麼反應
[00:03:01.040 --> 00:03:02.120]  你明白嗎
[00:03:02.120 --> 00:03:04.760]  我們聽到一邊人在那裏講電話
[00:03:04.760 --> 00:03:05.840]  然後他停了
[00:03:05.840 --> 00:03:06.840]  然後另一邊講
[00:03:06.840 --> 00:03:08.400]  你聽不到人家在那裏講什麼
[00:03:08.400 --> 00:03:09.680]  只是你隔牆聽到保羅
[00:03:09.680 --> 00:03:10.840]  所以你知道
[00:03:10.840 --> 00:03:13.440]  你讀這29張聖經最大的問題是什麼
[00:03:13.440 --> 00:03:14.040]  因爲保羅說
[00:03:14.040 --> 00:03:15.280]  之前我寫了一封信給你
[00:03:15.280 --> 00:03:17.080]  那你寫對什麼
[00:03:17.080 --> 00:03:17.920]  我又不知道
[00:03:17.920 --> 00:03:19.560]  然後他們寫回來
[00:03:19.560 --> 00:03:21.160]  問什麼我們又不知道
[00:03:21.160 --> 00:03:22.760]  我們是猜疑
[00:03:22.760 --> 00:03:24.320]  用很多的猜想
[00:03:24.320 --> 00:03:26.040]  所以你讀聖經
[00:03:26.040 --> 00:03:28.080]  尤其是《哥羅多》前後書
[00:03:28.080 --> 00:03:29.880]  是很大的困難
[00:03:29.880 --> 00:03:33.640]  我們要去假設了很多東西
[00:03:33.640 --> 00:03:35.000]  不過
[00:03:35.000 --> 00:03:36.960]  有一件事是很清晰的
[00:03:36.960 --> 00:03:39.000]  就是《哥羅多教會》的問題
[00:03:39.000 --> 00:03:40.120]  不是外患
[00:03:40.120 --> 00:03:41.640]  是內憂
[00:03:41.640 --> 00:03:43.080]  你明白我的意思嗎
[00:03:43.080 --> 00:03:44.600]  爲什麼我說不是外患
[00:03:44.600 --> 00:03:45.880]  是內憂呢
[00:03:45.880 --> 00:03:49.240]  因爲保羅其中一個最早的信件
[00:03:49.240 --> 00:03:51.000]  是在貼薩羅尼加前後
[00:03:51.000 --> 00:03:54.600]  貼薩羅尼加的教會是受到嚴重的迫害
[00:03:54.600 --> 00:03:55.960]  就是保羅離開之後
[00:03:55.960 --> 00:03:57.640]  那間教會不斷被人阻擋
[00:03:57.640 --> 00:03:58.920]  但是他堅持
[00:03:58.920 --> 00:04:00.680]  所以保羅在貼薩羅尼加的時候
[00:04:00.680 --> 00:04:01.920]  是很開心的
[00:04:01.920 --> 00:04:03.320]  他說我感謝上帝
[00:04:03.320 --> 00:04:04.600]  因爲你們的信心
[00:04:04.600 --> 00:04:04.920]  是什麼
[00:04:04.920 --> 00:04:07.240]  是逼迫中的信心
[00:04:07.240 --> 00:04:09.160]  所以貼薩羅尼加的問題
[00:04:09.160 --> 00:04:10.840]  當時叫他們堅持
[00:04:10.840 --> 00:04:13.400]  一定是和外憂有關係的
[00:04:13.400 --> 00:04:14.240]  但是
[00:04:14.240 --> 00:04:14.560]  不是
[00:04:14.560 --> 00:04:15.560]  外患有關係
[00:04:15.560 --> 00:04:18.320]  但是我們知道
[00:04:18.320 --> 00:04:20.880]  這個
[00:04:20.880 --> 00:04:22.280]  高雄多前後書
[00:04:22.280 --> 00:04:25.240]  你看到它是沒有外在的壓力的
[00:04:25.240 --> 00:04:27.120]  外在壓力不是問題
[00:04:27.120 --> 00:04:29.600]  問題是全部裏面
[00:04:29.600 --> 00:04:31.880]  那些五臟衰竭得很厲害
[00:04:31.880 --> 00:04:33.160]  很不妥
[00:04:33.160 --> 00:04:36.040]  我給了一個題目給他
[00:04:36.040 --> 00:04:38.040]  題目就叫做
[00:04:38.040 --> 00:04:39.160]  十面埋伏
[00:04:39.160 --> 00:04:41.120]  十萬火急
[00:04:41.120 --> 00:04:42.600]  那麼
[00:04:42.600 --> 00:04:45.760]  因此當然是保羅
[00:04:45.760 --> 00:04:46.440]  OK
[00:04:46.440 --> 00:04:49.480]  那爲什麼我想和你這麼說呢
[00:04:49.480 --> 00:04:51.920]  我想你看高雄多前後書
[00:04:51.920 --> 00:04:54.360]  因爲今天我早上都講不完
[00:04:54.360 --> 00:04:55.640]  晚上都要繼續了
[00:04:55.640 --> 00:04:56.960]  中間如果你有時間
[00:04:56.960 --> 00:04:58.480]  你給一點時間
[00:04:58.480 --> 00:05:01.160]  可以看看高雄多前後書
[00:05:01.160 --> 00:05:02.200]  我想告訴你
[00:05:02.200 --> 00:05:03.280]  就是很多時候
[00:05:03.280 --> 00:05:05.000]  我們去看高雄多前後書的時候
[00:05:05.000 --> 00:05:06.240]  我們都會在想
[00:05:06.240 --> 00:05:08.840]  高雄多教會是什麼狀況
[00:05:08.840 --> 00:05:09.720]  OK
[00:05:09.720 --> 00:05:11.000]  我想你的注意力
[00:05:11.000 --> 00:05:11.800]  你的眼光
[00:05:11.800 --> 00:05:13.760]  不要想那麼多那間教會
[00:05:13.760 --> 00:05:18.040]  想多一些保羅作爲高雄多教會的目者
[00:05:18.040 --> 00:05:20.600]  他是怎麼面對這個十面埋伏
[00:05:20.600 --> 00:05:22.160]  十萬火急
[00:05:22.160 --> 00:05:24.120]  就是這麼說
[00:05:24.120 --> 00:05:26.240]  高雄多教會其實很不妥
[00:05:26.240 --> 00:05:28.400]  但是他知不知道自己不妥呢
[00:05:28.400 --> 00:05:29.960]  不知道嘛
[00:05:29.960 --> 00:05:31.400]  誰幫他急呢
[00:05:31.400 --> 00:05:32.840]  他的牧師
[00:05:32.840 --> 00:05:34.560]  皇帝不急
[00:05:34.560 --> 00:05:35.480]  太監急嘛
[00:05:35.480 --> 00:05:39.040]  所以現在保羅不停地警告他們
[00:05:39.040 --> 00:05:40.160]  他說你這裏不行
[00:05:40.160 --> 00:05:41.160]  這裏不行不行不行
[00:05:41.160 --> 00:05:44.640]  他說你現在這樣就弄死你了
[00:05:44.640 --> 00:05:45.680]  但是高雄多教會
[00:05:45.680 --> 00:05:47.440]  沒問題我們多好
[00:05:47.440 --> 00:05:49.040]  你越是覺得自己多好
[00:05:49.040 --> 00:05:51.880]  你越是問題的所在
[00:05:51.880 --> 00:05:53.040]  OK
[00:05:53.040 --> 00:05:54.640]  我不知道你有沒有聽過人說
[00:05:54.640 --> 00:05:57.800]  高雄多前書後書的講道
[00:05:57.800 --> 00:06:00.240]  其實高雄多前書
[00:06:00.240 --> 00:06:03.040]  在我們外國也好
[00:06:03.040 --> 00:06:05.240]  香港去一些英語教會
[00:06:05.240 --> 00:06:07.320]  都挺流行喜歡講的
[00:06:07.320 --> 00:06:08.560]  但是他講的時候
[00:06:08.560 --> 00:06:11.040]  通常一出閘
[00:06:11.040 --> 00:06:12.320]  就撲倒了
[00:06:12.320 --> 00:06:13.040]  爲什麼呢
[00:06:13.040 --> 00:06:16.040]  你讀一讀開始會怎樣
[00:06:16.040 --> 00:06:19.040]  開始高雄多前書的第一章第二
[00:06:19.040 --> 00:06:21.040]  第一章第一節第二節這麼說
[00:06:21.040 --> 00:06:22.040]  他說
[00:06:22.040 --> 00:06:28.160]  奉上帝旨意蒙召作基督耶穌使徒的保羅
[00:06:28.160 --> 00:06:30.600]  同弟兄所提尼
[00:06:30.600 --> 00:06:34.360]  寫信給在高雄多上帝的教會
[00:06:34.360 --> 00:06:37.640]  就是在基督耶穌裏承聖
[00:06:37.640 --> 00:06:39.960]  蒙召作聖徒的
[00:06:39.960 --> 00:06:42.760]  以及在所有各處求告
[00:06:42.760 --> 00:06:46.120]  我主耶穌基督之名的人
[00:06:46.120 --> 00:06:47.040]  這些人說
[00:06:47.040 --> 00:06:47.880]  其實你繼續看下去
[00:06:47.880 --> 00:06:50.840]  你知道高雄多教會很不行
[00:06:50.840 --> 00:06:53.680]  不行到差到我們的教會
[00:06:53.680 --> 00:06:54.560]  你明白嗎
[00:06:54.560 --> 00:06:57.120]  有時候你看看菲律賓書
[00:06:57.120 --> 00:06:59.440]  你不會說你教會好過菲律賓教會
[00:06:59.440 --> 00:07:01.800]  你講不出這句話的
[00:07:01.800 --> 00:07:04.120]  但是在高雄多教會
[00:07:04.120 --> 00:07:05.840]  牧師我終於找到一間教會
[00:07:05.840 --> 00:07:07.120]  身價很差的
[00:07:07.120 --> 00:07:08.920]  差過我們
[00:07:08.920 --> 00:07:12.120]  如果這間這麼差的教會
[00:07:12.120 --> 00:07:14.080]  保羅都是說他們都是聖徒
[00:07:14.080 --> 00:07:15.600]  因爲耶穌基督的緣故
[00:07:15.600 --> 00:07:18.440]  恩訊輕易避免萬難
[00:07:18.440 --> 00:07:19.880]  我們都可以的
[00:07:19.880 --> 00:07:21.880]  牧師不用那麼緊張
[00:07:21.880 --> 00:07:23.600]  我覺得你這樣看
[00:07:23.600 --> 00:07:24.720]  其實很危險
[00:07:24.720 --> 00:07:26.880]  這是一個叫Keep Grace
[00:07:26.880 --> 00:07:27.880]  廉價恩憐
[00:07:27.880 --> 00:07:29.840]  他就說盡管他們不行
[00:07:29.840 --> 00:07:30.800]  在耶穌基督裏面
[00:07:30.800 --> 00:07:32.320]  他們仍然都是這樣
[00:07:32.320 --> 00:07:34.480]  你要很小心去講這件事
[00:07:34.480 --> 00:07:36.360]  但是我想告訴你
[00:07:36.360 --> 00:07:40.480]  在近代的文獻裏面
[00:07:40.480 --> 00:07:44.400]  都有很多這些錯用的前後書
[00:07:44.400 --> 00:07:46.920]  來證明一種錯誤的理念
[00:07:46.920 --> 00:07:48.800]  我不知道你有沒有看過這本書
[00:07:48.800 --> 00:07:50.560]  這本書是很有名的
[00:07:50.560 --> 00:07:51.800]  D.L.Moody
[00:07:51.800 --> 00:07:53.360]  就是美國不知道二十世紀
[00:07:53.360 --> 00:07:56.040]  十九二十世紀的一個報道家
[00:07:56.040 --> 00:07:58.000]  他報道厲害
[00:07:58.000 --> 00:08:00.240]  不過神學就一般般
[00:08:00.240 --> 00:08:02.720]  在這本書叫Overcoming Life裏面
[00:08:02.720 --> 00:08:05.160]  他就說這個世界有兩種基督徒
[00:08:05.160 --> 00:08:06.960]  一種叫做Carnal Christian
[00:08:06.960 --> 00:08:07.800]  你有沒有聽過
[00:08:07.800 --> 00:08:09.280]  屬肉體的基督徒
[00:08:09.280 --> 00:08:11.280]  另一種叫Spiritual Christian
[00:08:11.280 --> 00:08:14.240]  他很多當中的解經
[00:08:14.240 --> 00:08:16.560]  就是基於多不多前書
[00:08:16.560 --> 00:08:18.760]  我們今天都要討論的
[00:08:18.760 --> 00:08:23.160]  我記得那時候我在新加坡
[00:08:23.160 --> 00:08:24.880]  我就看過這本書
[00:08:24.880 --> 00:08:26.160]  就是寄這本書給我看
[00:08:26.160 --> 00:08:27.640]  那時候我又不懂
[00:08:27.640 --> 00:08:28.800]  因爲還沒讀神學
[00:08:28.800 --> 00:08:30.760]  又覺得原來是這樣
[00:08:30.760 --> 00:08:32.320]  當然那時候是學武的
[00:08:32.320 --> 00:08:36.480]  我當然是想做一個Spiritual的基督徒
[00:08:36.480 --> 00:08:38.400]  但是當時的理念就是
[00:08:38.400 --> 00:08:40.760]  原來這個世界有很多Carnal Christian
[00:08:40.760 --> 00:08:42.080]  就是屬肉體基督徒
[00:08:42.080 --> 00:08:43.680]  就是我們教會大把
[00:08:43.680 --> 00:08:44.480]  不是這裏
[00:08:44.480 --> 00:08:45.880]  我講的是我的教會
[00:08:45.880 --> 00:08:46.960]  我又大把
[00:08:46.960 --> 00:08:49.560]  他說原來這些屬肉體基督徒
[00:08:49.560 --> 00:08:52.280]  都會耿耿得咎的
[00:08:52.280 --> 00:08:56.520]  我想這個想法其實是有些問題的
[00:08:56.520 --> 00:08:59.000]  因爲剛纔我們都有弟兄講
[00:08:59.000 --> 00:09:01.720]  你看聖經就不只是看一段
[00:09:01.720 --> 00:09:03.920]  你看聖經要整體來講
[00:09:03.920 --> 00:09:06.240]  整體就包括整個新約
[00:09:06.240 --> 00:09:06.920]  你明白嗎
[00:09:06.920 --> 00:09:08.040]  當你去整個新約
[00:09:08.040 --> 00:09:09.720]  你尤其是你從福音書開始看
[00:09:09.720 --> 00:09:12.400]  耶穌在講什麼叫做不圖等等
[00:09:12.400 --> 00:09:13.520]  去到啓示錄
[00:09:13.520 --> 00:09:17.040]  就逼迫忠心
[00:09:17.040 --> 00:09:19.600]  堅持到底奉上生命的
[00:09:19.600 --> 00:09:20.800]  纔得到官免的
[00:09:20.800 --> 00:09:22.320]  你有沒有留意
[00:09:22.320 --> 00:09:24.240]  你去到啓示錄的時候
[00:09:24.240 --> 00:09:25.280]  是忍耐到底
[00:09:25.280 --> 00:09:26.560]  淵源得救那一種的
[00:09:26.560 --> 00:09:28.320]  要堅守到底
[00:09:28.320 --> 00:09:29.680]  纔可以得到官免
[00:09:29.680 --> 00:09:35.080]  再沒有這些卡爾諾基督的概念
[00:09:35.080 --> 00:09:37.840]  所以你不可以斷章取義
[00:09:37.840 --> 00:09:39.600]  說這段是這個意思
[00:09:39.600 --> 00:09:41.240]  但是你有沒有留意到
[00:09:41.240 --> 00:09:42.360]  整本聖經
[00:09:42.360 --> 00:09:45.440]  整個新約聖經27本書裏面
[00:09:45.440 --> 00:09:48.760]  其他集體的見證
[00:09:48.760 --> 00:09:51.640]  所以我要你很小心去想這件事
[00:09:51.640 --> 00:09:54.680]  我想給你一點點意見去想
[00:09:54.680 --> 00:09:56.680]  如何去明白十面埋伏
[00:09:56.680 --> 00:09:57.320]  十脈搏擊
[00:09:57.320 --> 00:10:01.480]  接着我們可以停去喫飯了
[00:10:01.480 --> 00:10:04.920]  我想你去想這兩本書
[00:10:04.920 --> 00:10:05.960]  這個教會的時候
[00:10:05.960 --> 00:10:08.880]  是保羅作爲一個他們的目者
[00:10:08.880 --> 00:10:12.600]  是奮了身去想救這間教會
[00:10:12.600 --> 00:10:14.240]  所以你會發覺在當中
[00:10:14.240 --> 00:10:15.640]  保羅不斷強調一件事
[00:10:15.640 --> 00:10:18.440]  你們一定要悔改悔改悔改
[00:10:18.440 --> 00:10:20.040]  保羅可以說
[00:10:20.040 --> 00:10:23.480]  我相信你們是真的信徒
[00:10:23.480 --> 00:10:25.840]  不過真的信徒有一件事一定會做的
[00:10:25.840 --> 00:10:29.400]  就是當他聽到上帝的話語的訓練的時候
[00:10:29.400 --> 00:10:30.480]  他一定會悔改
[00:10:30.480 --> 00:10:31.600]  真正的悔改
[00:10:31.600 --> 00:10:33.720]  持續的悔改
[00:10:33.720 --> 00:10:36.400]  所以保羅是在要求
[00:10:36.400 --> 00:10:38.440]  也是在期待他們真正的悔改
[00:10:38.440 --> 00:10:40.280]  如果你不悔改
[00:10:40.280 --> 00:10:42.720]  其實你不可以說他們得救
[00:10:42.720 --> 00:10:44.960]  保羅自己也是知道的
[00:10:44.960 --> 00:10:49.880]  有另外一件事你要留意的就是
[00:10:49.880 --> 00:10:52.920]  哥倫多不是一間教會
[00:10:52.920 --> 00:10:54.520]  哥倫多的教會
[00:10:54.520 --> 00:10:57.560]  我們相信是很多的家庭教會
[00:10:57.560 --> 00:10:59.120]  就是家庭的教會
[00:10:59.120 --> 00:11:00.720]  可能有四間五間
[00:11:00.720 --> 00:11:02.360]  如果你讀了那麼多前書的時候
[00:11:02.360 --> 00:11:03.840]  你發現保羅說
[00:11:03.840 --> 00:11:07.040]  某一個家庭的人來探訪他
[00:11:07.040 --> 00:11:10.000]  報告告訴你他們當中有分裂
[00:11:10.000 --> 00:11:11.520]  然後第一章也有
[00:11:11.520 --> 00:11:13.240]  第十六章也有
[00:11:13.240 --> 00:11:16.240]  所以他有不同的家庭的教會
[00:11:16.240 --> 00:11:18.600]  來和保羅報告
[00:11:18.600 --> 00:11:21.400]  哥倫多整體發生的是什麼
[00:11:21.400 --> 00:11:24.720]  就是說在這些不同的家庭教會當中
[00:11:24.720 --> 00:11:27.520]  有一些是出了很大的問題
[00:11:27.520 --> 00:11:32.280]  但是有另外一些是忠心的
[00:11:32.280 --> 00:11:34.840]  所以他們會來和保羅多些交往
[00:11:34.840 --> 00:11:36.360]  所以如果這麼看來
[00:11:36.360 --> 00:11:37.600]  保羅絕對是相信
[00:11:37.600 --> 00:11:40.480]  不是所有自稱爲基督徒
[00:11:40.480 --> 00:11:42.880]  是教會的人都會得救的
[00:11:42.880 --> 00:11:46.560]  他是警告當中犯罪的人一定要悔改
[00:11:46.560 --> 00:11:51.600]  否則他們沒有辦法得到真正的得救
[00:11:51.600 --> 00:11:53.960]  從另一個角度來說
[00:11:53.960 --> 00:11:56.840]  保羅是一個熟明的爸爸
[00:11:56.840 --> 00:11:58.720]  他很愛他的兒子
[00:11:58.720 --> 00:12:00.720]  這個兒子叫做哥倫多
[00:12:00.720 --> 00:12:01.880]  而愛到一個地步
[00:12:01.880 --> 00:12:06.080]  如果他見到他的兒子的手中毒的話
[00:12:06.080 --> 00:12:07.680]  他斬不斬呢
[00:12:07.680 --> 00:12:10.120]  斬你不斬他就沒命了
[00:12:10.120 --> 00:12:12.200]  你斬了就沒了他的手
[00:12:12.200 --> 00:12:15.000]  所以保羅是一個很狠的老爸
[00:12:15.000 --> 00:12:16.120]  他在這裏說
[00:12:16.120 --> 00:12:17.400]  如果這個人不悔改怎麼辦
[00:12:17.400 --> 00:12:18.400]  就把他撤了
[00:12:18.400 --> 00:12:19.080]  爲什麼
[00:12:19.080 --> 00:12:22.040]  因爲你要保住整個生命
[00:12:22.040 --> 00:12:25.680]  所以保羅在講這個教會的時候
[00:12:25.680 --> 00:12:30.480]  他是一個願意爲他的孩子節肢的爸爸
[00:12:30.480 --> 00:12:33.240]  因爲他要保住這個生命
[00:12:33.240 --> 00:12:36.920]  如果你去想哥倫多前後書的時候
[00:12:36.920 --> 00:12:40.360]  你應該要想好像一部電影
[00:12:40.360 --> 00:12:42.120]  我不知道你們有沒有看過《Ticket》
[00:12:42.120 --> 00:12:42.960]  我不是叫你們去看
[00:12:42.960 --> 00:12:45.800]  應該是不值得看的
[00:12:45.800 --> 00:12:46.840]  《Ticket》有trilogy
[00:12:46.840 --> 00:12:48.320]  就是有1、2、3的
[00:12:48.320 --> 00:12:50.600]  這個故事是講什麼呢
[00:12:50.600 --> 00:12:53.920]  就是講這個爸爸
[00:12:53.920 --> 00:12:56.480]  他以前是做特務的
[00:12:56.480 --> 00:12:59.560]  三個故事都是他的女兒被人抓了
[00:12:59.560 --> 00:13:01.080]  於是他奮不顧身
[00:13:01.080 --> 00:13:04.320]  瘋狂地環遊世界去救他的女兒
[00:13:04.320 --> 00:13:06.440]  你可以想想現在的成龍電影
[00:13:06.440 --> 00:13:08.680]  成龍現在年紀大一點
[00:13:08.680 --> 00:13:10.080]  當然有個女兒被人抓了
[00:13:10.080 --> 00:13:11.880]  於是成龍就
[00:13:11.880 --> 00:13:13.760]  當你看這部電影的時候
[00:13:13.760 --> 00:13:15.520]  你知道主角不是女兒
[00:13:15.520 --> 00:13:17.240]  主角是一個爸爸
[00:13:17.240 --> 00:13:18.160]  你明白嗎
[00:13:18.160 --> 00:13:21.080]  所以當你讀哥倫多前後書的時候
[00:13:21.080 --> 00:13:22.840]  主角不是哥倫多教會
[00:13:22.840 --> 00:13:24.800]  主角是保羅
[00:13:24.800 --> 00:13:26.880]  作爲一個奮不顧身
[00:13:26.880 --> 00:13:28.440]  就是瘋了的爸爸
[00:13:28.440 --> 00:13:34.400]  怎麼去營救張殘的兒女
[00:13:34.400 --> 00:13:35.720]  你用這個角度去看
[00:13:35.720 --> 00:13:37.800]  我想你就會明白
[00:13:37.800 --> 00:13:41.520]  究竟哥倫多前後書是什麼一回事
[00:13:41.520 --> 00:13:43.760]  就是十萬福十萬火急
[00:13:43.760 --> 00:13:46.920]  我們看到保羅的心腸
[00:13:46.920 --> 00:13:49.000]  我想帶你看多兩節聖經
[00:13:49.000 --> 00:13:50.640]  我們就可以結束了
[00:13:50.640 --> 00:13:52.960]  這個是保羅的心腸
[00:13:52.960 --> 00:13:54.680]  保羅說他自己是
[00:13:54.680 --> 00:13:57.440]  哥倫多教會的屬靈的父親
[00:13:57.440 --> 00:14:00.880]  我寫這些話不是要你們收攜
[00:14:00.880 --> 00:14:02.600]  而是要警戒你們
[00:14:02.600 --> 00:14:05.760]  抱着所愛的人類一樣
[00:14:05.760 --> 00:14:08.640]  雖然你們在基督裏有無數的道士
[00:14:08.640 --> 00:14:11.040]  卻沒有許多的父親
[00:14:11.040 --> 00:14:14.560]  因我在基督耶穌裏用福音生了你們
[00:14:14.560 --> 00:14:19.720]  所以我求你們要效法我
[00:14:19.720 --> 00:14:22.480]  這個是保羅最後那個
[00:14:22.480 --> 00:14:25.200]  我跟你說第一章到第四章的高峯
[00:14:25.200 --> 00:14:26.600]  他最終不是要他們
[00:14:26.600 --> 00:14:27.680]  不要再吵了
[00:14:27.680 --> 00:14:30.280]  可不可以一起喫一餐飯這麼簡單
[00:14:30.280 --> 00:14:34.280]  他是說我要你們停止對世界的追求
[00:14:34.280 --> 00:14:36.200]  停止給自己的憎恨
[00:14:36.200 --> 00:14:39.480]  因爲你們要面向我
[00:14:39.480 --> 00:14:42.640]  來效法我正如我效法基督的樣子
[00:14:42.640 --> 00:14:45.760]  因爲他之後在第十一章第一節裏面會說
[00:14:45.760 --> 00:14:47.960]  效法我正如我效法基督的樣子
[00:14:47.960 --> 00:14:50.880]  他們要他們回到那條天路
[00:14:50.880 --> 00:14:54.880]  這個是哥倫多前後書最終的目的
[00:14:54.880 --> 00:14:56.320]  好,我們暫時停在這裏
[00:14:56.320 --> 00:14:59.000]  我們做一個祈禱
[00:14:59.000 --> 00:15:00.280]  天哥我們感謝你
[00:15:00.280 --> 00:15:02.920]  因爲雖然今天早上我們花了
[00:15:02.920 --> 00:15:05.000]  不多的時間去講這本書
[00:15:05.000 --> 00:15:07.280]  但我們花了很多時間做了一個
[00:15:07.280 --> 00:15:09.040]  很值得的事情
[00:15:09.040 --> 00:15:10.600]  就是我們可以彼此認識
[00:15:10.600 --> 00:15:13.560]  也都在當中我們看見
[00:15:13.560 --> 00:15:15.720]  行天路的重要性
[00:15:15.720 --> 00:15:18.720]  主我們的信仰一定要基於你的聖經
[00:15:18.720 --> 00:15:21.520]  而你的聖經是一個超然的聖經
[00:15:21.520 --> 00:15:25.520]  它不是隻是要我們停留在這個世界上
[00:15:25.520 --> 00:15:28.080]  叫我們過得好一點
[00:15:28.080 --> 00:15:31.000]  相反主耶穌基督呼召我們
[00:15:31.000 --> 00:15:34.240]  從我們的安息
[00:15:34.240 --> 00:15:36.520]  我們自己的舒適
[00:15:36.520 --> 00:15:39.440]  和我們自己貪戀這個世界的東西
