
[00:00:00.000 --> 00:00:05.800]  我和大家一起來讀獵王記下的故事
[00:03:13.900 --> 00:03:15.000]  他的子民不聽話
[00:03:15.000 --> 00:03:17.400]  但上帝沒有把他們right off
[00:03:17.400 --> 00:03:18.600]  沒有把他們撇下
[00:03:18.600 --> 00:03:20.400]  上帝沒有將他們撇開
[00:03:20.400 --> 00:03:22.100]  各位兄弟姐妹
[00:03:22.100 --> 00:03:25.400]  讀《聖經》的態度呢?
[00:03:25.400 --> 00:03:28.100]  保羅拿到了
[00:03:28.100 --> 00:03:31.800]  我們是罪人
[00:03:31.800 --> 00:03:34.900]  世界上沒有一個好人
[00:03:34.900 --> 00:03:37.700]  你知道這句話是誰說的嗎?
[00:03:37.700 --> 00:03:39.700]  保羅
[00:03:39.700 --> 00:03:44.400]  連一個藝人也沒有
[00:03:44.400 --> 00:03:45.700]  就算這個人是
[00:03:45.700 --> 00:03:46.900]  總之是女人生的人
[00:03:46.900 --> 00:03:49.900]  沒有一個好人
[00:03:49.900 --> 00:03:51.000]  除了耶穌罪之外
[00:03:51.000 --> 00:03:53.200]  耶穌也是女人生的
[00:03:53.200 --> 00:03:55.800]  但耶穌的爸爸是誰?
[00:03:55.800 --> 00:03:59.100]  耶穌是從哪裡感人?
[00:03:59.100 --> 00:04:01.500]  聖誕節過了知道嗎?
[00:04:01.500 --> 00:04:03.600]  聖靈感人
[00:04:03.600 --> 00:04:09.400]  耶穌是不是從人與人的結合來生?
[00:04:09.400 --> 00:04:11.600]  如果是的話
[00:04:11.600 --> 00:04:12.400]  如果是的話
[00:04:12.400 --> 00:04:14.600]  對不起,你又不得救了
[00:04:14.600 --> 00:04:18.400]  對不對?陳孟宏
[00:04:18.400 --> 00:04:20.300]  我們的主耶穌
[00:04:20.300 --> 00:04:26.200]  是聖靈使瑪利亞懷孕
[00:04:26.200 --> 00:04:30.700]  所以耶穌雖然是婦人生
[00:04:30.700 --> 00:04:32.600]  祂跟我們不同
[00:04:32.600 --> 00:04:34.600]  祂沒有罪
[00:04:34.600 --> 00:04:37.700]  只有耶穌是好的
[00:04:37.700 --> 00:04:39.200]  我們今天人類當中
[00:04:39.200 --> 00:04:41.000]  有誰不是人與人所生的?
[00:04:41.000 --> 00:04:42.100]  你告訴我
[00:04:42.100 --> 00:04:43.000]  在我們人當中
[00:04:43.000 --> 00:04:45.700]  哪一個不是人和人生的呢?
[00:04:45.700 --> 00:04:47.300]  既然是的話
[00:04:47.300 --> 00:04:48.000]  既然這樣
[00:04:48.000 --> 00:04:49.800]  保羅就說
[00:04:49.800 --> 00:04:52.900]  世人都犯了罪
[00:04:52.900 --> 00:04:55.600]  一個藝人都沒有
[00:04:55.600 --> 00:04:59.500]  包括亞伯拉罕大衛在內
[00:04:59.500 --> 00:05:01.900]  耶穌也在內
[00:05:01.900 --> 00:05:04.100]  我們現在就讀到耶穌了
[00:05:04.100 --> 00:05:05.700]  我們今天就讀到耶穌
[00:05:05.700 --> 00:05:08.500]  我今天曾經說是耶穌之子
[00:05:08.500 --> 00:05:10.100]  我們的題目是《耶護之志》
[00:05:10.100 --> 00:05:12.100]  為什麼會給這個名字呢?
[00:05:12.100 --> 00:05:16.300]  因為在《列王記》下的第九章
[00:05:16.300 --> 00:05:22.400]  祂已經殺死了兩個王
[00:05:22.400 --> 00:05:26.800]  南北國的王死在祂手上
[00:05:26.800 --> 00:05:29.200]  還有王的媽媽
[00:05:29.200 --> 00:05:33.200]  王太后耶駒別
[00:05:33.200 --> 00:05:35.700]  也都死在祂手上
[00:05:35.700 --> 00:05:39.400]  這個我剛剛上次已經說完了
[00:05:39.400 --> 00:05:42.100]  來到第九章
[00:05:42.100 --> 00:05:45.000]  我讀到《列王記》下的第九章
[00:05:45.000 --> 00:05:45.700]  我的情懷
[00:05:45.700 --> 00:05:47.700]  so far so good
[00:05:47.700 --> 00:05:49.500]  到第九章
[00:05:49.500 --> 00:05:50.400]  讀到這裡
[00:05:50.400 --> 00:05:52.400]  都不錯
[00:05:52.400 --> 00:05:53.700]  第十章開始
[00:05:53.700 --> 00:05:56.400]  第十章
[00:05:56.400 --> 00:05:58.300]  祂的醜態就露了
[00:05:58.300 --> 00:06:00.000]  祂的醜態已經露了
[00:06:00.000 --> 00:06:01.400]  各位讀書兄弟
[00:06:01.400 --> 00:06:02.600]  作者沒有這麼說
[00:06:02.600 --> 00:06:03.700]  只是很含蓄
[00:06:03.700 --> 00:06:05.300]  只是說祂怎樣做事
[00:06:05.300 --> 00:06:07.300]  但是我讀《聖經》的那個
[00:06:07.300 --> 00:06:08.400]  sentiment
[00:06:08.400 --> 00:06:09.600]  就是我們的情緒覺得
[00:06:09.600 --> 00:06:11.300]  祂的醜態露了
[00:06:11.300 --> 00:06:13.100]  作者沒有這麼詳細講出來
[00:06:13.100 --> 00:06:15.600]  用一些更加直接的說法
[00:06:15.600 --> 00:06:17.900]  祂的骯髒的東西
[00:06:17.900 --> 00:06:19.900]  骯髒的東西
[00:06:19.900 --> 00:06:20.700]  出來了
[00:06:20.700 --> 00:06:23.200]  祂那些骯髒的事情就顯現出來了
[00:06:23.200 --> 00:06:23.700]  廣東話
[00:06:23.700 --> 00:06:26.900]  骯髒招出來了
[00:06:26.900 --> 00:06:27.700]  沒有骯髒招
[00:06:27.700 --> 00:06:28.200]  不要緊
[00:06:28.200 --> 00:06:31.300]  你說過了
[00:06:31.300 --> 00:06:32.900]  祂的骯髒招
[00:06:32.900 --> 00:06:35.000]  是很斯文地出現的
[00:06:35.000 --> 00:06:36.800]  祂的一些骯髒的招數
[00:06:36.800 --> 00:06:39.800]  就很斯文地出現了
[00:06:39.800 --> 00:06:42.100]  「二斬定天下」
[00:06:42.100 --> 00:06:43.500]  「二斬定天下」
[00:06:43.500 --> 00:06:44.300]  這個「斬」字
[00:06:44.300 --> 00:06:46.600]  我特地借了在中國的俗話
[00:06:46.600 --> 00:06:48.100]  「一斬」是一封信
[00:06:48.100 --> 00:06:49.200]  兩封信
[00:06:49.200 --> 00:06:50.200]  「斬」是信
[00:06:50.200 --> 00:06:51.500]  以前的俗話是用「斬」字
[00:06:51.500 --> 00:06:53.400]  所以我想短一點
[00:06:53.400 --> 00:06:54.300]  就是「二斬」
[00:06:54.300 --> 00:06:56.700]  根本是兩封信就搞定了
[00:06:56.700 --> 00:06:59.600]  就是兩封信就搞定了
[00:06:59.600 --> 00:07:00.400]  OK
[00:07:00.400 --> 00:07:03.000]  大家手上應該是有這個大綱的
[00:07:03.000 --> 00:07:05.300]  大家手上應該是有這個大綱的
[00:07:05.300 --> 00:07:06.000]  各位聽眾
[00:07:06.000 --> 00:07:08.200]  我們讀《獵王記》
[00:07:08.200 --> 00:07:12.700]  我們讀《獵王記》
[00:07:12.700 --> 00:07:14.700]  心情呢
[00:07:14.700 --> 00:07:17.300]  其實是很有興奮的
[00:07:17.300 --> 00:07:19.000]  讀《獵王記》的心情
[00:07:19.000 --> 00:07:20.100]  也很有興趣的
[00:07:20.100 --> 00:07:21.200]  也很有興趣
[00:07:21.200 --> 00:07:23.200]  如果你喜歡看水滸傳的話
[00:07:23.200 --> 00:07:24.400]  如果你喜歡看水滸傳的話
[00:07:24.400 --> 00:07:25.800]  斬國演義的話
[00:07:25.800 --> 00:07:26.400]  斬國演義
[00:07:26.400 --> 00:07:27.600]  隋唐演義的話
[00:07:27.600 --> 00:07:28.600]  隋唐演義
[00:07:28.600 --> 00:07:31.600]  《獵王記》下的經文
[00:07:31.600 --> 00:07:33.400]  《獵王記》下的經文
[00:07:33.400 --> 00:07:37.600]  不比中國這些書
[00:07:37.600 --> 00:07:38.700]  低不低
[00:07:38.700 --> 00:07:40.400]  好過他們
[00:07:40.400 --> 00:07:41.400]  不比那些
[00:07:41.400 --> 00:07:42.400]  中國那些名著
[00:07:42.400 --> 00:07:42.800]  謝謝
[00:07:42.800 --> 00:07:45.600]  不比中國文學遜色
[00:07:45.600 --> 00:07:48.500]  因為聖經文學是更加高級的
[00:07:48.500 --> 00:07:50.600]  因為聖經文學是更加高級的
[00:07:50.600 --> 00:07:51.800]  不容易欣賞
[00:07:51.800 --> 00:07:52.600]  不容易欣賞
[00:07:52.600 --> 00:07:53.500]  所以各位聽眾
[00:07:53.500 --> 00:07:54.900]  今天的經文
[00:07:54.900 --> 00:07:55.900]  今天的經文
[00:07:55.900 --> 00:07:57.100]  不是容易讀到的
[00:07:57.100 --> 00:07:58.200]  不容易讀到
[00:07:58.200 --> 00:08:00.200]  我一路讀一路學
[00:08:00.200 --> 00:08:01.800]  我一路讀一路學
[00:08:01.800 --> 00:08:03.700]  我跟大家分享
[00:08:03.700 --> 00:08:04.500]  我跟大家分享
[00:08:04.500 --> 00:08:05.500]  我未讀到的
[00:08:05.500 --> 00:08:06.700]  有人讀到的
[00:08:06.700 --> 00:08:08.900]  是可以的
[00:08:08.900 --> 00:08:10.200]  不過
[00:08:10.200 --> 00:08:12.500]  現在我將我看到的
[00:08:12.500 --> 00:08:13.300]  跟大家分享
[00:08:13.300 --> 00:08:14.500]  我將我所看到的
[00:08:14.500 --> 00:08:15.600]  跟大家分享
[00:08:15.600 --> 00:08:18.400]  大家手上應該有大綱
[00:08:18.400 --> 00:08:20.000]  大家手上有大綱
[00:08:20.000 --> 00:08:20.600]  OK
[00:08:20.600 --> 00:08:23.600]  現在我的序就是
[00:08:23.600 --> 00:08:26.300]  我要翻《獵王記》上21章21節
[00:08:26.300 --> 00:08:27.400]  這個序我講的
[00:08:27.400 --> 00:08:30.200]  我要翻《獵王記》上21章21節
[00:08:30.200 --> 00:08:33.400]  以利亞先知和阿哈王說了
[00:08:33.400 --> 00:08:35.400]  以利亞先知和阿哈王說
[00:08:35.400 --> 00:08:36.400]  請彭麗幫我讀
[00:08:36.400 --> 00:08:37.500]  耶和華說
[00:08:37.500 --> 00:08:40.000]  我必時災禍臨到你
[00:08:40.000 --> 00:08:41.200]  將你除盡
[00:08:41.200 --> 00:08:43.300]  凡屬你的艱難兵
[00:08:43.300 --> 00:08:45.600]  無論困住的自由的
[00:08:45.600 --> 00:08:48.000]  都從以色列中檢出
[00:08:48.000 --> 00:08:48.500]  不用記了
[00:08:48.500 --> 00:08:49.700]  21章21節
[00:08:49.700 --> 00:08:51.100]  21章21節
[00:08:51.100 --> 00:08:54.100]  在以利亞還沒去之前
[00:08:54.100 --> 00:08:55.100]  向阿哈王
[00:08:55.100 --> 00:08:56.400]  阿哈王還沒死
[00:08:56.400 --> 00:08:57.400]  講了的了
[00:08:57.400 --> 00:09:00.200]  是以前的以利亞對阿哈王所講的
[00:09:00.200 --> 00:09:01.700]  而這個預言呢
[00:09:01.700 --> 00:09:02.600]  這個預言呢
[00:09:02.600 --> 00:09:04.800]  在今天這個經文看到了
[00:09:04.800 --> 00:09:06.800]  在今天經文看到了
[00:09:06.800 --> 00:09:08.300]  喏
[00:09:08.300 --> 00:09:10.400]  先知的預言應驗
[00:09:10.400 --> 00:09:13.400]  先知的預言應驗
[00:09:13.400 --> 00:09:16.100]  不論出自任何人的手筆
[00:09:16.100 --> 00:09:18.900]  不論出過盒子的手
[00:09:18.900 --> 00:09:20.400]  dirty or clean
[00:09:20.400 --> 00:09:23.300]  不論這個手筆是乾淨還是骯髒
[00:09:23.300 --> 00:09:25.100]  不管是出自盒子人的手
[00:09:25.100 --> 00:09:26.700]  上帝講了的說話
[00:09:26.700 --> 00:09:27.500]  上帝所說的
[00:09:27.500 --> 00:09:28.600]  就會成就了
[00:09:28.600 --> 00:09:29.400]  就會成就
[00:09:29.400 --> 00:09:32.700]  你見到在第九章的時候呢
[00:09:32.700 --> 00:09:33.500]  在第九章的時候
[00:09:33.500 --> 00:09:34.700]  我剛才講了
[00:09:34.700 --> 00:09:36.700]  耶護被高納為王之後
[00:09:36.700 --> 00:09:39.000]  剷除了阿哈王的兒子
[00:09:39.000 --> 00:09:40.300]  約蘭王
[00:09:40.300 --> 00:09:41.300]  約蘭王
[00:09:41.300 --> 00:09:42.700]  耶護被高於之後呢
[00:09:42.700 --> 00:09:45.000]  剷除了阿哈王的兒子
[00:09:45.000 --> 00:09:46.900]  約蘭王
[00:09:46.900 --> 00:09:48.700]  又剷除了南國的王
[00:09:48.700 --> 00:09:50.100]  也是阿哈王的女婿
[00:09:50.100 --> 00:09:51.300]  或者孫女婿
[00:09:51.300 --> 00:09:52.500]  叫做阿哈姐
[00:09:52.500 --> 00:09:56.100]  又剷除了南國的女王
[00:09:56.100 --> 00:09:58.000]  猶大阿哈姐
[00:09:58.000 --> 00:10:00.600]  是阿哈王的女婿
[00:10:00.600 --> 00:10:01.900]  或者孫女婿
[00:10:01.900 --> 00:10:03.300]  是阿哈王的女婿
[00:10:03.300 --> 00:10:04.900]  或者說孫女婿
[00:10:04.900 --> 00:10:09.500]  又剷除了阿哈王的太太
[00:10:09.500 --> 00:10:11.200]  耶洗別皇后
[00:10:11.200 --> 00:10:13.400]  又剷除了阿哈王的太太
[00:10:13.400 --> 00:10:14.000]  耶洗別皇后
[00:10:14.000 --> 00:10:14.900]  各位聽眾朋友
[00:10:14.900 --> 00:10:16.100]  在上一章看到了
[00:10:16.100 --> 00:10:21.700]  根本就是拿白葡萄園故事的大結局
[00:10:21.700 --> 00:10:26.500]  上一章就是拿白葡萄園故事的大結局
[00:10:26.500 --> 00:10:28.300]  現在我要補充一筆
[00:10:28.300 --> 00:10:29.200]  第九章尾的時候
[00:10:29.200 --> 00:10:30.700]  我們看到什麼呢
[00:10:30.700 --> 00:10:32.700]  在第九章尾的時候
[00:10:32.700 --> 00:10:34.000]  我們看到什麼呢
[00:10:34.000 --> 00:10:37.300]  上帝容許無辜人受害
[00:10:37.300 --> 00:10:40.000]  上帝允許無辜人受害
[00:10:40.000 --> 00:10:41.600]  這句話你聽清楚
[00:10:41.600 --> 00:10:43.500]  無辜人受害
[00:10:43.500 --> 00:10:44.500]  無辜人受害
[00:10:44.500 --> 00:10:45.700]  上帝是容許的
[00:10:45.700 --> 00:10:46.500]  上帝允許的
[00:10:46.500 --> 00:10:48.000]  答了你很多問題了
[00:10:48.000 --> 00:10:48.700]  答了很多問題
[00:10:48.700 --> 00:10:50.800]  因為日本
[00:10:50.800 --> 00:10:55.000]  是不是今年還是去年
[00:10:55.000 --> 00:10:56.600]  那個海嘯
[00:10:56.600 --> 00:10:57.800]  日本的海嘯
[00:10:57.800 --> 00:10:59.400]  前年的海嘯
[00:10:59.400 --> 00:11:01.300]  哪一年
[00:11:01.300 --> 00:11:01.900]  2011
[00:11:01.900 --> 00:11:04.500]  Thank you
[00:11:04.500 --> 00:11:06.000]  還有1995年
[00:11:06.000 --> 00:11:09.800]  是不是2005年的印尼
[00:11:09.800 --> 00:11:14.100]  海嘯
[00:11:14.100 --> 00:11:15.300]  2004年的聖誕節
[00:11:15.300 --> 00:11:16.300]  聖誕節後一天
[00:11:16.300 --> 00:11:17.300]  現在是多少了
[00:11:17.300 --> 00:11:18.300]  還有南亞海嘯
[00:11:18.300 --> 00:11:21.100]  差不多anniversary了
[00:11:21.100 --> 00:11:23.000]  大家看到嗎
[00:11:23.000 --> 00:11:24.300]  這些災難來到
[00:11:24.300 --> 00:11:25.300]  很多人問這個問題
[00:11:25.300 --> 00:11:27.600]  為什麼無辜人受害
[00:11:27.600 --> 00:11:29.100]  當在災難來臨的時候
[00:11:29.100 --> 00:11:29.900]  很多人會問
[00:11:29.900 --> 00:11:33.000]  為什麼連到無辜的人呢
[00:11:33.000 --> 00:11:34.800]  我們是不是經常都問這個問題
[00:11:34.800 --> 00:11:35.900]  我們是不是都在思考
[00:11:35.900 --> 00:11:38.300]  現在聖經有沒有向我們答這個問題
[00:11:38.300 --> 00:11:40.300]  聖經有沒有回答這個問題
[00:11:40.300 --> 00:11:40.900]  今天聖經說
[00:11:40.900 --> 00:11:43.000]  無辜人是會受害的
[00:11:43.000 --> 00:11:44.200]  喇叭這個故事
[00:11:44.200 --> 00:11:45.600]  喇叭沒有犯什麼罪
[00:11:45.600 --> 00:11:47.000]  但是他受害
[00:11:47.000 --> 00:11:48.400]  喇叭沒有犯什麼罪
[00:11:48.400 --> 00:11:49.400]  但是他受害
[00:11:49.400 --> 00:11:51.300]  上帝容許這些事情發生
[00:11:51.300 --> 00:11:53.400]  上帝允許這樣的事情發生
[00:11:53.400 --> 00:11:54.400]  如果你想問上帝
[00:11:54.400 --> 00:11:55.300]  為什麼你容許呢
[00:11:55.300 --> 00:11:57.500]  以後你看到他問上帝
[00:11:57.500 --> 00:11:59.900]  你會問
[00:11:59.900 --> 00:12:01.000]  以後你會問
[00:12:01.000 --> 00:12:01.900]  見到上帝的時候
[00:12:01.900 --> 00:12:03.900]  原因我們很難接受
[00:12:03.900 --> 00:12:05.700]  不過這些事情是發生了
[00:12:05.700 --> 00:12:07.000]  這樣的事情發生了
[00:12:07.000 --> 00:12:08.400]  不論是現在
[00:12:08.400 --> 00:12:09.200]  不論現在
[00:12:09.200 --> 00:12:10.500]  或者古時
[00:12:10.500 --> 00:12:11.400]  還是古時候
[00:12:11.400 --> 00:12:12.400]  但是
[00:12:12.400 --> 00:12:13.700]  這個但是很重要
[00:12:13.700 --> 00:12:15.100]  但是
[00:12:15.100 --> 00:12:17.700]  上帝會為那些義人
[00:12:17.700 --> 00:12:18.900]  去伸冤
[00:12:18.900 --> 00:12:21.600]  上帝會為義人伸冤
[00:12:21.600 --> 00:12:24.300]  害死喇叭的是哪一位
[00:12:24.300 --> 00:12:26.000]  害死喇叭的是誰呢
[00:12:26.000 --> 00:12:26.900]  禍首
[00:12:26.900 --> 00:12:28.300]  元兇禍首
[00:12:28.300 --> 00:12:30.400]  是不是阿哈兩夫婦
[00:12:30.400 --> 00:12:32.400]  元兇是阿哈兩夫婦
[00:12:32.400 --> 00:12:33.500]  對嘛
[00:12:33.500 --> 00:12:34.900]  第九章他們的結局
[00:12:34.900 --> 00:12:35.800]  大家看到了
[00:12:35.800 --> 00:12:37.700]  第九章有結局
[00:12:37.700 --> 00:12:40.900]  上帝會為義人伸冤
[00:12:40.900 --> 00:12:42.200]  上帝會為義人伸冤
[00:12:42.200 --> 00:12:45.300]  我們讀聖經就是拿到這些原則
[00:12:45.300 --> 00:12:46.200]  我們讀聖經
[00:12:46.200 --> 00:12:48.800]  應該問一個對的題目
[00:12:48.800 --> 00:12:51.800]  不要問上帝為什麼無辜人受害
[00:12:51.800 --> 00:12:52.800]  這句話
[00:12:52.800 --> 00:12:54.500]  你問了沒得答的
[00:12:54.500 --> 00:12:56.600]  不要問上帝為什麼無辜人受害
[00:12:56.600 --> 00:12:58.200]  在約伯記當中
[00:12:58.200 --> 00:12:59.000]  約伯記當中
[00:12:59.000 --> 00:13:00.700]  約伯記當中 約百十個子女
[00:13:00.700 --> 00:13:02.800]  約伯記當中 無端發事
[00:13:02.800 --> 00:13:03.900]  被風吹垮屋子
[00:13:03.900 --> 00:13:04.700]  被風吹垮屋子 砸死了
[00:13:04.700 --> 00:13:06.500]  被風吹垮屋子 砸死了
[00:13:06.500 --> 00:13:07.400]  你問為什麼
[00:13:07.400 --> 00:13:08.300]  他們有什麼罪
[00:13:08.300 --> 00:13:09.600]  你會問他們有什麼罪
[00:13:09.600 --> 00:13:10.600]  沒得答的
[00:13:10.600 --> 00:13:11.100]  沒有
[00:13:11.100 --> 00:13:13.700]  耶穌在新約也有答過
[00:13:13.700 --> 00:13:15.800]  有人被牆壁砸塌了
[00:13:15.800 --> 00:13:20.700]  有人被食物混合了
[00:13:20.700 --> 00:13:23.500]  混合了藕醬又死了
[00:13:23.500 --> 00:13:24.900]  耶穌沒有答案
[00:13:24.900 --> 00:13:26.400]  耶穌沒有答案
[00:13:26.400 --> 00:13:27.100]  耶穌只是問
[00:13:27.100 --> 00:13:28.800]  你們若不悔改
[00:13:28.800 --> 00:13:29.900]  都要如此滅亡
[00:13:29.900 --> 00:13:31.900]  耶穌就是這樣回答我們
[00:13:31.900 --> 00:13:33.600]  如果不悔改都會滅亡
[00:13:33.600 --> 00:13:34.300]  所以各位姐妹
[00:13:34.300 --> 00:13:36.500]  我們有很多事情我們不知道
[00:13:36.500 --> 00:13:37.700]  有很多事情我們不知道
[00:13:37.700 --> 00:13:39.300]  但知道一件事是什麼
[00:13:39.300 --> 00:13:40.700]  但我們知道什麼
[00:13:40.700 --> 00:13:42.400]  惡人
[00:13:42.400 --> 00:13:44.300]  上帝會報應
[00:13:44.300 --> 00:13:46.300]  這個聖經說了的
[00:13:46.300 --> 00:13:47.300]  聖經說了的
[00:13:47.300 --> 00:13:48.600]  我們可以說了
[00:13:48.600 --> 00:13:49.300]  我們可以說了
[00:13:49.300 --> 00:13:50.300]  我們知道了
[00:13:50.300 --> 00:13:51.100]  我們知道了
[00:13:51.100 --> 00:13:52.800]  學得這麼好就是
[00:13:52.800 --> 00:13:53.900]  惡人上帝要報應
[00:13:53.900 --> 00:13:55.100]  那你就不要做惡人
[00:13:55.100 --> 00:13:56.100]  對不對
[00:13:56.100 --> 00:13:57.500]  上帝要得報應
[00:13:57.500 --> 00:14:01.100]  所以大家不要做惡人
[00:14:01.100 --> 00:14:02.700]  其實你看到
[00:14:02.700 --> 00:14:05.600]  阿哈王在生的時候
[00:14:05.600 --> 00:14:09.700]  叫考取豪奪
[00:14:09.700 --> 00:14:10.800]  但是現在我們看到
[00:14:10.800 --> 00:14:13.300]  連後代都得到報應了
[00:14:13.300 --> 00:14:16.100]  阿哈王在生前叫考取豪奪
[00:14:16.100 --> 00:14:17.800]  他後代得到了報應
[00:14:17.800 --> 00:14:21.200]  他不單止殺死喇叭
[00:14:21.200 --> 00:14:22.700]  他不單止殺死喇叭
[00:14:22.700 --> 00:14:24.700]  喇叭全家都被他殺死
[00:14:24.700 --> 00:14:26.500]  他的喇叭全家都被他殺死
[00:14:26.500 --> 00:14:28.200]  他的屍體是
[00:14:28.200 --> 00:14:31.400]  攤在喇叭葡萄園的地上
[00:14:31.400 --> 00:14:36.100]  屍體在喇叭的葡萄園上面
[00:14:36.100 --> 00:14:37.900]  約蘭王
[00:14:37.900 --> 00:14:43.200]  他的屍體也是放在同樣的地方
[00:14:43.200 --> 00:14:44.300]  聖經就告訴我們
[00:14:44.300 --> 00:14:47.100]  這個就是報應
[00:14:47.100 --> 00:14:48.300]  這個是私人層面
[00:14:48.300 --> 00:14:49.600]  但是最大的層面
[00:14:49.600 --> 00:14:51.500]  他是帶領以色列人
[00:14:51.500 --> 00:14:53.100]  這兩夫婦帶領以色列人
[00:14:53.100 --> 00:14:54.100]  作為君王
[00:14:54.100 --> 00:15:00.500]  帶領以色列人拜偶像
[00:15:00.500 --> 00:15:04.000]  喊以色列人以不義
[00:15:04.000 --> 00:15:07.000]  惹上帝的怒氣
[00:15:07.000 --> 00:15:08.700]  這個罪是最大的
[00:15:08.700 --> 00:15:12.900]  這是最大的罪
[00:15:12.900 --> 00:15:15.200]  另外有耶穌基督的一生
[00:15:15.200 --> 00:15:19.300]  另外耶穌基督他最惡的一生
[00:15:19.300 --> 00:15:20.700]  我上次都講過了
[00:15:20.700 --> 00:15:21.900]  我們上次也講了
[00:15:21.900 --> 00:15:24.200]  他生的時候多麼的威風
[00:15:24.200 --> 00:15:25.600]  他生的時候很悽慘
[00:15:25.600 --> 00:15:27.200]  死的時候剩下什麼
[00:15:27.200 --> 00:15:27.900]  他死的時候只剩下
[00:15:27.900 --> 00:15:28.900]  聖經特別記載
[00:15:28.900 --> 00:15:31.400]  他只剩下頭骨腳和手掌
[00:15:31.400 --> 00:15:33.300]  只剩下頭骨腳和手掌
[00:15:33.300 --> 00:15:35.100]  他的肉就被狗吃了
[00:15:35.100 --> 00:15:38.400]  他的肉就被狗吃了
[00:15:38.400 --> 00:15:40.500]  所以各位兄弟妹
[00:15:40.500 --> 00:15:42.600]  人的榮耀
[00:15:42.600 --> 00:15:44.800]  所以人的榮耀
[00:15:44.800 --> 00:15:45.700]  很快過去的
[00:15:45.700 --> 00:15:48.000]  很快過去
[00:15:48.000 --> 00:15:49.300]  但是問題
[00:15:49.300 --> 00:15:50.800]  你所做的事
[00:15:50.800 --> 00:15:51.900]  但是你所做的事
[00:15:51.900 --> 00:15:52.900]  上帝記住
[00:15:52.900 --> 00:15:54.900]  上帝記住
[00:15:54.900 --> 00:15:57.300]  上帝要按你所做的報應你
[00:15:57.300 --> 00:15:59.000]  上帝能按你所做的報應你
