
[00:00:00.000 --> 00:00:03.960]  今天我們的題目叫《完美的終結》
[00:03:05.840 --> 00:03:08.360]  但是蔡偉言牧師
[00:03:08.360 --> 00:03:10.440]  一個很資深的國際講員
[00:03:10.440 --> 00:03:12.040]  他推薦你寫 你寫吧
[00:03:12.040 --> 00:03:13.040]  當時我去到執事會
[00:03:13.040 --> 00:03:13.840]  已經兩三年前
[00:03:13.840 --> 00:03:16.480]  都說這些書有人看嗎
[00:03:16.480 --> 00:03:18.080]  又或者英文那本書
[00:03:18.080 --> 00:03:21.560]  是李思敬的院長推崇
[00:03:21.560 --> 00:03:23.640]  你寫英文 你寫出去吧
[00:03:23.640 --> 00:03:24.680]  會有人看的嗎
[00:03:24.680 --> 00:03:26.840]  他也會推薦
[00:03:26.840 --> 00:03:31.160]  結果有不同的學者會寫推薦
[00:03:31.160 --> 00:03:33.400]  當然在推薦裏面
[00:03:33.400 --> 00:03:36.240]  不單止我們互相推薦
[00:03:36.240 --> 00:03:37.440]  也都我會推薦
[00:03:37.440 --> 00:03:40.400]  例如臺北的牧者出一本書
[00:03:40.400 --> 00:03:41.280]  我會推薦
[00:03:41.280 --> 00:03:44.040]  或者近期中國神學研究院的院長
[00:03:44.040 --> 00:03:45.760]  出一本書我會推薦
[00:03:45.760 --> 00:03:48.560]  但是我們要改變那個文化
[00:03:48.560 --> 00:03:50.240]  很喜歡投訴的文化
[00:03:50.240 --> 00:03:51.960]  我們可能要改變
[00:03:51.960 --> 00:03:52.960]  在神的家裏面
[00:03:52.960 --> 00:03:55.320]  我們會互相欣賞
[00:03:55.320 --> 00:03:58.120]  不是我們沒有不好的東西
[00:03:58.120 --> 00:04:00.800]  但是我們更加有很多好的東西
[00:04:00.800 --> 00:04:02.640]  對不對
[00:04:02.640 --> 00:04:04.360]  我們要開始學習
[00:04:04.360 --> 00:04:09.520]  更加我們如何活出基督的樣式
[00:04:09.520 --> 00:04:11.040]  我們可以在這想一想
[00:04:11.040 --> 00:04:12.640]  有沒有人推薦我們呢
[00:04:12.640 --> 00:04:15.600]  我們別人的眼中是一個什麼人呢
[00:04:15.600 --> 00:04:17.480]  可能是一個很努力的人
[00:04:17.480 --> 00:04:19.440]  一個很燦爛的人
[00:04:19.440 --> 00:04:21.120]  很努力上班的人
[00:04:21.120 --> 00:04:24.120]  又跟神家有什麼關係呢
[00:04:24.120 --> 00:04:27.600]  又或者有什麼人你很值得推薦的呢
[00:04:27.600 --> 00:04:29.440]  我們可以慢慢學習
[00:04:29.440 --> 00:04:32.240]  究竟我們一個神家裏面
[00:04:32.240 --> 00:04:34.360]  可以如何去活出每一天
[00:04:34.360 --> 00:04:35.440]  不單止這樣
[00:04:35.440 --> 00:04:39.840]  我們繼續看下去有很多的名字
[00:04:39.840 --> 00:04:43.040]  剛纔說很多很像的東西
[00:04:43.040 --> 00:04:45.840]  第三節到第十五節
[00:04:45.840 --> 00:04:47.680]  是很多很像的東西
[00:04:47.680 --> 00:04:50.200]  我只叫大家讀四節而已
[00:04:50.200 --> 00:04:53.480]  五節三四五六七
[00:04:53.480 --> 00:04:55.160]  我們讀完之後看看大家
[00:04:55.160 --> 00:04:57.360]  又找到什麼樣的寶藏
[00:04:57.360 --> 00:04:59.400]  好 我們先讀這五節的經文
[00:04:59.400 --> 00:05:00.600]  一二三
[00:05:00.600 --> 00:05:04.480]  問伯基拉和 下居乃岸
[00:05:04.480 --> 00:05:08.280]  下無所知都耶穌對於我同工
[00:05:08.280 --> 00:05:13.040]  也爲我的名將自己的名堂持之到來
[00:05:13.040 --> 00:05:15.200]  那我感謝他們
[00:05:15.200 --> 00:05:19.000]  就算愛國的宗教會也感謝他們
[00:05:19.000 --> 00:05:22.680]  又問在他們家中的教會
[00:05:22.680 --> 00:05:26.360]  問我所親愛的和愛的父母
[00:05:26.360 --> 00:05:30.880]  那在廈世那次會繼續挫折的果子
[00:05:30.880 --> 00:05:33.000]  又問瑪利亞安
[00:05:33.000 --> 00:05:35.760]  瑪利雲們所受勞苦
[00:05:35.760 --> 00:05:39.520]  又問我所屬於愛的同屬家的安
[00:05:39.520 --> 00:05:42.560]  瑪利雲獲有地下安
[00:05:42.560 --> 00:05:46.000]  三歲是同宗是有名望的
[00:05:46.000 --> 00:05:49.080]  也是比我先在基督內
[00:05:49.080 --> 00:05:51.480]  好了 剛纔我們讀了很多個名字
[00:05:51.480 --> 00:05:54.120]  我先問大家找的寶藏
[00:05:54.120 --> 00:05:54.960]  第一
[00:05:54.960 --> 00:06:00.440]  你找到什麼字經常都重複的
[00:06:00.440 --> 00:06:02.880]  安 安之前有個字
[00:06:02.880 --> 00:06:07.560]  我先不讀太多
[00:06:07.560 --> 00:06:10.600]  一開始我們找到一個很有趣的東西
[00:06:10.600 --> 00:06:15.400]  他問安 問安 問安 問安
[00:06:15.400 --> 00:06:18.800]  他提了很多個名字
[00:06:18.800 --> 00:06:19.680]  我不知道大家知不知道
[00:06:19.680 --> 00:06:25.800]  保羅一共提了多少人和多少名字
[00:06:25.800 --> 00:06:27.320]  這是非比塵尚
[00:06:27.320 --> 00:06:29.080]  在保羅斯信的結尾
[00:06:29.080 --> 00:06:30.120]  他都會提名字
[00:06:30.120 --> 00:06:33.160]  但是不會這麼多名字提出來
[00:06:33.160 --> 00:06:36.960]  他總共提了27個人
[00:06:36.960 --> 00:06:40.360]  裏面有名字的是24人
[00:06:40.360 --> 00:06:43.720]  這是一個非比塵尚的結語
[00:06:43.720 --> 00:06:45.040]  他從來沒有一口氣
[00:06:45.040 --> 00:06:46.960]  嘩 這麼多東西
[00:06:46.960 --> 00:06:50.400]  究竟他想講些什麼呢
[00:06:50.400 --> 00:06:53.040]  如果我們知道羅馬書的結構
[00:06:53.040 --> 00:06:54.440]  或者我重複提一提
[00:06:54.440 --> 00:06:55.640]  大家會更加清楚
[00:06:55.640 --> 00:06:57.000]  一開始第一章
[00:06:57.000 --> 00:06:59.000]  他講到神的憤怒
[00:06:59.000 --> 00:07:00.120]  到人的身上
[00:07:00.120 --> 00:07:02.800]  爲什麼這個世界充滿罪惡
[00:07:02.800 --> 00:07:04.720]  今天也是
[00:07:04.720 --> 00:07:07.240]  哇 這樣的命案都發生了
[00:07:07.240 --> 00:07:09.480]  這樣的搶劫可以發生
[00:07:09.480 --> 00:07:12.160]  這樣的戰役可以發生
[00:07:12.160 --> 00:07:16.440]  這樣的例如天氣的變化
[00:07:16.440 --> 00:07:20.080]  因爲繼續的碳排放繼續發生
[00:07:20.080 --> 00:07:22.000]  他講到罪惡的世界裏面
[00:07:22.000 --> 00:07:25.040]  當日源自人不敬虔
[00:07:25.040 --> 00:07:26.160]  一章十八節
[00:07:26.160 --> 00:07:28.400]  人對別人不宜
[00:07:28.400 --> 00:07:31.800]  所以這種關係裏面
[00:07:31.800 --> 00:07:33.840]  聖經裏面提到羅馬書第三章
[00:07:33.840 --> 00:07:35.120]  沒有二人
[00:07:35.120 --> 00:07:36.440]  連一個也沒有
[00:07:36.440 --> 00:07:39.160]  所有人都在審判底下
[00:07:39.160 --> 00:07:41.080]  意思是所有人都完蛋了
[00:07:41.080 --> 00:07:43.880]  但是差遣耶穌來叫我們
[00:07:43.880 --> 00:07:46.360]  白白地清二
[00:07:46.360 --> 00:07:50.200]  叫我們獻上生命當作活祭
[00:07:50.200 --> 00:07:53.000]  接着到最後就數了很多人
[00:07:53.000 --> 00:07:56.040]  代表人原來真的可以經歷主的
[00:07:56.040 --> 00:07:58.320]  人可以改變的
[00:07:58.320 --> 00:07:59.800]  人可以不一樣的
[00:07:59.800 --> 00:08:00.840]  Amen
[00:08:00.840 --> 00:08:02.880]  所以看看你旁邊的那個
[00:08:02.880 --> 00:08:05.360]  你說他有沒有不同了
[00:08:05.360 --> 00:08:07.560]  他的樣子可能肥了
[00:08:07.560 --> 00:08:09.760]  更重要是心不同了
[00:08:09.760 --> 00:08:10.560]  真的會的
[00:08:10.560 --> 00:08:12.880]  一羣人出來
[00:08:12.880 --> 00:08:15.040]  他講到很多人提名
[00:08:15.040 --> 00:08:18.320]  值得他去到逐個民安
[00:08:18.320 --> 00:08:19.120]  不單止是這樣
[00:08:19.120 --> 00:08:20.760]  我們再看下去就知道了
[00:08:20.760 --> 00:08:22.200]  不單止逐個民安
[00:08:22.200 --> 00:08:23.320]  每個人的名字
[00:08:23.320 --> 00:08:25.520]  他仔細描述
[00:08:25.520 --> 00:08:26.560]  他做了些什麼
[00:08:26.560 --> 00:08:28.200]  與我同工
[00:08:28.200 --> 00:08:29.720]  他不是講一下
[00:08:29.720 --> 00:08:31.280]  他知道的
[00:08:31.280 --> 00:08:34.120]  爲保羅的命
[00:08:34.120 --> 00:08:36.000]  因爲他傳福音很多危險
[00:08:36.000 --> 00:08:38.960]  這些人可以獻上他的生命
[00:08:38.960 --> 00:08:40.920]  井漢至書道外
[00:08:40.920 --> 00:08:44.520]  他又提到這些是初熟的果子
[00:08:44.520 --> 00:08:45.480]  Amen信主
[00:08:45.480 --> 00:08:47.080]  有些是受勞苦
[00:08:47.080 --> 00:08:48.320]  和他一起坐牢
[00:08:48.320 --> 00:08:51.200]  保羅經常坐牢爲福音
[00:08:51.200 --> 00:08:53.480]  有些是有名望
[00:08:53.480 --> 00:08:56.880]  有些比保羅更早在基督裏
[00:08:56.880 --> 00:08:59.320]  有些是多受勞苦
[00:08:59.320 --> 00:09:00.800]  他仔細描述到
[00:09:00.800 --> 00:09:02.560]  沒有人做了什麼
[00:09:02.560 --> 00:09:03.240]  所以第一樣東西
[00:09:03.240 --> 00:09:05.120]  我們學習到的
[00:09:05.120 --> 00:09:08.920]  就是我們要懂得答謝
[00:09:08.920 --> 00:09:12.000]  懂得數算我們旁邊
[00:09:12.000 --> 00:09:13.840]  其實很多人
[00:09:13.840 --> 00:09:14.920]  是和我們一起
[00:09:14.920 --> 00:09:17.800]  經歷人生的起點
[00:09:17.800 --> 00:09:18.640]  Amen
[00:09:18.640 --> 00:09:22.080]  在一個不懂得感恩的社會中
[00:09:22.080 --> 00:09:26.080]  我們要懂得感謝
[00:09:26.080 --> 00:09:28.120]  所以我們不如也和旁邊人說
[00:09:28.120 --> 00:09:29.960]  多謝有你
[00:09:29.960 --> 00:09:32.520]  多謝有你
[00:09:32.520 --> 00:09:34.560]  保羅很珍惜他們
[00:09:34.560 --> 00:09:35.680]  很珍惜到一個地步
[00:09:35.680 --> 00:09:39.400]  他逐個提名並且推薦他們
[00:09:39.400 --> 00:09:40.800]  甚至他知道推薦他們
[00:09:40.800 --> 00:09:41.760]  去不同的地方
[00:09:41.760 --> 00:09:43.560]  好讓他們可以繼續
[00:09:43.560 --> 00:09:45.360]  去做神的宗族
[00:09:45.360 --> 00:09:46.200]  在五百年前
[00:09:46.200 --> 00:09:48.000]  耶穌會一個始祖
[00:09:48.000 --> 00:09:49.320]  人家非常出名
[00:09:49.320 --> 00:09:50.160]  Egnatius
[00:09:50.160 --> 00:09:51.200]  他這麼說
[00:09:51.200 --> 00:09:52.280]  我們其中一個最大
[00:09:52.280 --> 00:09:53.000]  不是其中
[00:09:53.000 --> 00:09:54.480]  他說最大的罪
[00:09:54.480 --> 00:09:55.520]  最致命的罪
[00:09:55.520 --> 00:09:59.240]  就是我們不懂感恩
[00:09:59.240 --> 00:10:00.240]  我們不懂感恩
[00:10:00.240 --> 00:10:02.040]  我們會覺得很寂寞
[00:10:02.040 --> 00:10:02.920]  我們不懂感恩
[00:10:02.920 --> 00:10:04.680]  我們不會知道有多少東西
[00:10:04.680 --> 00:10:06.280]  我們其實已經有
[00:10:06.280 --> 00:10:07.480]  我們不懂感恩
[00:10:07.480 --> 00:10:08.440]  我們會常常覺得
[00:10:08.440 --> 00:10:12.000]  人家是一個邪惡的裏面
[00:10:12.000 --> 00:10:13.840]  感恩是重要的
[00:10:13.840 --> 00:10:14.640]  在很多年前
[00:10:14.640 --> 00:10:15.840]  美國《泰晤士報》
[00:10:15.840 --> 00:10:17.200]  曾經出了一個題目
[00:10:17.200 --> 00:10:19.560]  它公開徵求答案
[00:10:19.560 --> 00:10:20.960]  這個題目是什麼呢
[00:10:20.960 --> 00:10:24.240]  就是從倫敦去羅馬
[00:10:24.240 --> 00:10:27.360]  怎樣走路纔是最短
[00:10:27.360 --> 00:10:28.560]  我再說一次這個題目
[00:10:28.560 --> 00:10:30.400]  你待會兒也要給我答案
[00:10:30.400 --> 00:10:32.000]  從倫敦
[00:10:32.000 --> 00:10:33.280]  我先想想倫敦在哪
[00:10:33.280 --> 00:10:34.440]  大家知道吧
[00:10:34.440 --> 00:10:35.440]  去羅馬
[00:10:35.440 --> 00:10:36.560]  大家知道羅馬在哪嗎
[00:10:36.560 --> 00:10:37.120]  知道
[00:10:37.120 --> 00:10:39.640]  怎樣走路纔是最短
[00:10:39.640 --> 00:10:41.320]  大家試試答吧
[00:10:41.320 --> 00:10:43.840]  有什麼方法去到最快
[00:10:43.840 --> 00:10:45.360]  最短
[00:10:45.360 --> 00:10:46.400]  坐尾機
[00:10:46.400 --> 00:10:50.200]  還有呢
[00:10:50.200 --> 00:10:51.040]  上一堂課的人說
[00:10:51.040 --> 00:10:52.880]  可以搭船可以嗎
[00:10:52.880 --> 00:10:54.800]  是可以的 我真的不懂
[00:10:54.800 --> 00:10:56.120]  還有呢
[00:10:56.120 --> 00:10:57.640]  搭火車
[00:10:57.640 --> 00:11:00.360]  那路線圖是怎樣的
[00:11:00.360 --> 00:11:01.400]  不知道吧
[00:11:01.400 --> 00:11:03.040]  我有一次
[00:11:03.040 --> 00:11:05.760]  有人說最快是什麼呢
[00:11:05.760 --> 00:11:08.760]  上網這樣
[00:11:08.760 --> 00:11:10.760]  很多人寫很多不同的答案
[00:11:10.760 --> 00:11:12.000]  就像大家這樣
[00:11:12.000 --> 00:11:14.320]  搭不同的交通工具
[00:11:14.320 --> 00:11:17.960]  地理上找什麼地理路線
[00:11:17.960 --> 00:11:19.800]  不過全部都是落選
[00:11:19.800 --> 00:11:22.720]  最後有一個答案是獲獎
[00:11:22.720 --> 00:11:24.200]  這個答案知道是什麼嗎
[00:11:24.200 --> 00:11:25.840]  這個答案他就這麼說
[00:11:25.840 --> 00:11:28.680]  我有一個好朋友
[00:11:28.680 --> 00:11:30.680]  相伴同行
[00:11:30.680 --> 00:11:34.200]  這個旅程就很短了
[00:11:34.200 --> 00:11:35.280]  哇
[00:11:35.280 --> 00:11:36.000]  行不行
[00:11:36.000 --> 00:11:37.000]  可以吧
[00:11:37.000 --> 00:11:38.360]  即是說多長的旅程
[00:11:38.360 --> 00:11:40.920]  有些好的相伴都不會長
[00:11:40.920 --> 00:11:42.680]  多難的人生
[00:11:42.680 --> 00:11:44.880]  有好的同伴都不會很難
[00:11:44.880 --> 00:11:46.080]  是嗎
[00:11:46.080 --> 00:11:47.440]  哇 真是很有智慧的
[00:11:47.440 --> 00:11:48.440]  有智慧嗎
[00:11:48.440 --> 00:11:50.160]  有啊 真的
[00:11:50.160 --> 00:11:50.640]  真的
[00:11:50.640 --> 00:11:53.400]  當我回想去到這裏寫道的時候
[00:11:53.400 --> 00:11:54.480]  我都想起
[00:11:54.480 --> 00:11:58.240]  哇 我有很好的家人
[00:11:58.240 --> 00:12:00.360]  我有很好的弟兄姊妹
[00:12:00.360 --> 00:12:02.920]  我有很好的同工
[00:12:02.920 --> 00:12:04.720]  我有很好的領袖
[00:12:04.720 --> 00:12:05.960]  就是你們
[00:12:05.960 --> 00:12:08.360]  就是我同伴結伴同行
[00:12:08.360 --> 00:12:11.120]  亦都是我推薦的人
[00:12:11.120 --> 00:12:12.120]  不如你也給點掌聲
[00:12:12.120 --> 00:12:14.840]  你旁邊的一個 好嗎
[00:12:14.840 --> 00:12:16.200]  又或者這麼說
[00:12:16.200 --> 00:12:18.040]  當我們有時生日
[00:12:18.040 --> 00:12:19.440]  我們有弟兄姊妹送東西給我們
[00:12:19.440 --> 00:12:20.480]  覺得很開心
[00:12:20.480 --> 00:12:21.880]  開不開心 又不送東西給你
[00:12:21.880 --> 00:12:22.560]  開心
[00:12:22.560 --> 00:12:24.120]  有人請你喫飯
[00:12:24.120 --> 00:12:25.000]  開不開心
[00:12:25.000 --> 00:12:25.560]  開心
[00:12:25.560 --> 00:12:26.880]  你會不會說多謝
[00:12:26.880 --> 00:12:28.160]  會
[00:12:28.160 --> 00:12:29.560]  但我們更加要就是
[00:12:29.560 --> 00:12:31.800]  多謝我們身邊的家人
[00:12:31.800 --> 00:12:33.520]  因爲人日煮飯
[00:12:33.520 --> 00:12:34.680]  煮了幾十年
[00:12:34.680 --> 00:12:35.840]  或者你日煮飯
[00:12:35.840 --> 00:12:37.640]  被人煮了幾十年
[00:12:37.640 --> 00:12:39.040]  所以如果坐在你旁邊的
[00:12:39.040 --> 00:12:40.480]  那個是你家人呢
[00:12:40.480 --> 00:12:42.400]  你說兩次多謝 好嗎
[00:12:42.400 --> 00:12:43.360]  現在說 好嗎
[00:12:43.360 --> 00:12:44.400]  多謝
[00:12:44.400 --> 00:12:45.280]  多謝
[00:12:45.280 --> 00:12:46.880]  真的 又給點掌聲他吧
[00:12:46.880 --> 00:12:49.120]  耶
[00:12:49.120 --> 00:12:51.280]  好了 我們講十六章十六節
[00:12:51.280 --> 00:12:53.200]  那個你要親嘴問安
[00:12:53.200 --> 00:12:54.360]  不是真的你好
[00:12:54.360 --> 00:12:55.440]  求奇奇
[00:12:55.440 --> 00:12:56.920]  拜拜
[00:12:56.920 --> 00:12:59.880]  是真正的 你好嘛
[00:12:59.880 --> 00:13:01.320]  問安 親嘴
[00:13:01.320 --> 00:13:03.320]  你摸摸旁邊那個 親嘴
[00:13:03.320 --> 00:13:04.600]  不用了
[00:13:04.600 --> 00:13:05.720]  這是他們的禮儀
[00:13:05.720 --> 00:13:06.760]  當時一開始
[00:13:06.760 --> 00:13:08.400]  很緊密地
[00:13:08.400 --> 00:13:09.640]  可以擁抱一下
[00:13:09.640 --> 00:13:12.640]  彼此無要成結民安
[00:13:12.640 --> 00:13:13.920]  真的
[00:13:13.920 --> 00:13:14.920]  潘博華這麼說
[00:13:14.920 --> 00:13:18.280]  信徒要在生活的小節上
[00:13:18.280 --> 00:13:20.360]  都謝恩
[00:13:20.360 --> 00:13:21.920]  讓我們都學習
[00:13:21.920 --> 00:13:22.880]  我們可以寫得出
[00:13:22.880 --> 00:13:24.640]  每個人爲你做些什麼
[00:13:24.640 --> 00:13:25.960]  他有什麼特性
[00:13:25.960 --> 00:13:29.200]  成爲真正你有關係推薦力的人
[00:13:29.200 --> 00:13:31.000]  我也鼓勵大家
[00:13:31.000 --> 00:13:32.400]  保羅就在這裏鼓勵大家
[00:13:32.400 --> 00:13:37.200]  有着大家一起走前路
[00:13:37.200 --> 00:13:40.080]  誰是你作伴的人呢
[00:13:40.080 --> 00:13:43.240]  誰你可以答謝
[00:13:43.240 --> 00:13:45.480]  又或者誰會答謝你
[00:13:45.480 --> 00:13:47.840]  我們值得停留一下
[00:13:47.840 --> 00:13:49.120]  想一想
[00:13:49.120 --> 00:13:52.000]  讓保羅這個內容
[00:13:52.000 --> 00:13:55.560]  成爲我們一生的祝福
[00:13:55.560 --> 00:13:57.000]  剛纔看了很多名字
[00:13:57.000 --> 00:13:59.040]  27個
[00:13:59.040 --> 00:14:00.640]  裏面有24個名字
[00:14:00.640 --> 00:14:01.560]  都還沒完
[00:14:01.560 --> 00:14:03.360]  還有保障
[00:14:03.360 --> 00:14:04.600]  去到第二點
[00:14:04.600 --> 00:14:05.440]  剛纔我們看到
[00:14:05.440 --> 00:14:08.520]  民安民安民安民安民安
[00:14:08.520 --> 00:14:09.400]  還有些什麼呢
[00:14:09.400 --> 00:14:10.880]  我們逐個名字去看下
[00:14:10.880 --> 00:14:13.800]  哇 很多個名字
[00:14:13.800 --> 00:14:14.760]  看到沒有
[00:14:14.760 --> 00:14:16.440]  那我儘管說一下其中的名字
[00:14:16.440 --> 00:14:19.080]  我感恩因爲很多新約學者
[00:14:19.080 --> 00:14:20.920]  他們逐個名字去找
[00:14:20.920 --> 00:14:22.800]  所以我還少了很多工作
[00:14:22.800 --> 00:14:25.320]  要不然我們今晚不用走了
[00:14:25.320 --> 00:14:26.680]  在這裏繼續留下
[00:14:26.680 --> 00:14:28.120]  例如
[00:14:28.120 --> 00:14:30.600]  伯基拉英文是什麼
[00:14:30.600 --> 00:14:31.440]  Priscilla
[00:14:31.440 --> 00:14:33.400]  這裏有沒有人叫Priscilla
[00:14:33.400 --> 00:14:34.840]  有沒有
[00:14:34.840 --> 00:14:37.200]  阿居拉是否Aquina
[00:14:37.200 --> 00:14:38.960]  他們找到原來
[00:14:38.960 --> 00:14:40.840]  那個不多錢需要提過
[00:14:40.840 --> 00:14:43.240]  他們是一個比較富裕
[00:14:43.240 --> 00:14:47.160]  很多人在家裏已經可以家庭有教會
[00:14:47.160 --> 00:14:50.520]  我們今天都有在家崇拜
[00:14:50.520 --> 00:14:51.560]  他們當時第一世紀
[00:14:51.560 --> 00:14:53.760]  很多時候在家裏有教會
[00:14:53.760 --> 00:14:54.720]  好了 我們看多些名字
[00:14:54.720 --> 00:14:55.680]  很有趣的
[00:14:55.680 --> 00:14:59.480]  安多尼古 有沒有看到
[00:14:59.480 --> 00:15:02.880]  他們找到他是猶太族的基督徒
[00:15:02.880 --> 00:15:04.680]  猶太人來的本身
[00:15:04.680 --> 00:15:06.320]  但我們又看下有個名字
[00:15:06.320 --> 00:15:08.920]  叫爾巴勞
[00:15:08.920 --> 00:15:10.160]  看到沒有
[00:15:10.160 --> 00:15:11.320]  爾巴勞有沒有看到
[00:15:11.320 --> 00:15:13.160]  先找到幾個照片
[00:15:13.160 --> 00:15:14.680]  有個勞字的名字
[00:15:14.680 --> 00:15:16.280]  當然是勞帝
[00:15:16.280 --> 00:15:17.880]  他不是因爲有個勞字的勞帝
[00:15:17.880 --> 00:15:18.760]  因爲是逆音
[00:15:18.760 --> 00:15:20.040]  但他真是勞帝
[00:15:20.040 --> 00:15:24.440]  他是外邦人 羅馬人的勞帝
[00:15:24.440 --> 00:15:25.400]  找到了
[00:15:25.400 --> 00:15:27.200]  有猶太人 有有錢的
[00:15:27.200 --> 00:15:28.360]  有窮的 看到嗎
[00:15:28.360 --> 00:15:29.200]  開始有了
[00:15:29.200 --> 00:15:30.520]  我們找多些寶貝
[00:15:30.520 --> 00:15:31.920]  是寶藏
