
[00:00:00.000 --> 00:00:02.440]  今天的題目是應節的
[00:04:07.960 --> 00:04:09.080]  這個就是CHARITY
[00:04:09.080 --> 00:04:11.520]  這個就是CHI-RIS這個字
[00:04:11.520 --> 00:04:12.840]  並不是出於自己
[00:04:12.840 --> 00:04:14.200]  不是出於行為
[00:04:14.200 --> 00:04:16.280]  因為是上帝所賜
[00:04:16.280 --> 00:04:17.640]  「因」大家很清楚
[00:04:17.640 --> 00:04:19.640]  福,今天主要說福
[00:04:19.640 --> 00:04:22.600]  福有一個很抽象的東西
[00:04:22.600 --> 00:04:24.440]  甚麼叫做福
[00:04:24.440 --> 00:04:27.720]  不知道甚麼叫做福
[00:04:27.720 --> 00:04:28.880]  福我知道
[00:04:28.880 --> 00:04:29.920]  即是那些福頭
[00:04:29.920 --> 00:04:31.880]  通常是肥肥的那些
[00:04:31.880 --> 00:04:36.720]  因為以前香港報紙有一個漫畫
[00:04:36.720 --> 00:04:37.640]  一個晚報
[00:04:37.640 --> 00:04:39.080]  大家看到一個福
[00:04:39.080 --> 00:04:41.000]  通常是很肥、矮
[00:04:41.000 --> 00:04:44.600]  但是很有福氣的樣子
[00:04:44.600 --> 00:04:50.360]  所以人們認定了福一定是吃得很飽
[00:04:50.360 --> 00:04:53.560]  很滿足、很多錢、很健康
[00:04:53.560 --> 00:04:57.240]  我們很幼稚的層次是這樣想的
[00:04:57.240 --> 00:04:58.680]  農曆新年當中
[00:04:58.680 --> 00:05:00.960]  我們經常用很多祝福的語
[00:05:00.960 --> 00:05:04.120]  通常我們祝福就是身體健康
[00:05:04.120 --> 00:05:05.280]  工作順利
[00:05:05.280 --> 00:05:06.840]  錢財豐足
[00:05:06.840 --> 00:05:08.040]  兒孫滿堂
[00:05:08.040 --> 00:05:10.640]  其實我們個個都想得到
[00:05:10.640 --> 00:05:12.400]  我不是說這些不好
[00:05:12.400 --> 00:05:17.200]  但是我們知道這些不是一定就是我們的福氣
[00:05:17.200 --> 00:05:18.760]  你兒孫滿堂又怎樣
[00:05:18.760 --> 00:05:20.360]  如果個個都不理你
[00:05:20.360 --> 00:05:21.760]  個個都不理你的
[00:05:21.760 --> 00:05:25.760]  你又好像一家人在吃飯都吵的
[00:05:25.760 --> 00:05:26.960]  每頓飯
[00:05:26.960 --> 00:05:29.360]  那你都不是那麼大福氣
[00:05:29.360 --> 00:05:30.160]  是不是
[00:05:30.160 --> 00:05:34.120]  我們真的福氣不是這樣
[00:05:34.120 --> 00:05:36.160]  之前就很久以前
[00:05:36.160 --> 00:05:38.640]  英國開始有一個六合彩那時候
[00:05:38.640 --> 00:05:39.360]  現在也有了
[00:05:39.360 --> 00:05:41.480]  我不是鼓勵你們買
[00:05:41.480 --> 00:05:45.040]  老人院有一班老人家合夥買
[00:05:45.040 --> 00:05:46.040]  貪玩而已
[00:05:46.040 --> 00:05:46.880]  其實我公司也有的
[00:05:46.880 --> 00:05:48.880]  不過我從來都不合夥而已
[00:05:48.880 --> 00:05:51.280]  護士同事就說
[00:05:51.280 --> 00:05:52.040]  有一天Andre說
[00:05:52.040 --> 00:05:53.720]  你看到我個個不上班
[00:05:53.720 --> 00:05:55.480]  你知道什麼事了
[00:05:55.480 --> 00:05:57.160]  我說 哦 是啊
[00:05:57.160 --> 00:05:58.600]  現在三十年後
[00:05:58.600 --> 00:06:01.640]  他們還在上班
[00:06:01.640 --> 00:06:04.000]  我沒聽過他們中過
[00:06:04.000 --> 00:06:07.120]  現在老人院那十個八個老人家
[00:06:07.120 --> 00:06:08.440]  真的圍在一起買
[00:06:08.440 --> 00:06:10.440]  真的中了頭獎
[00:06:10.440 --> 00:06:14.240]  有幾百萬英鎊
[00:06:14.240 --> 00:06:17.880]  每人有幾十萬英鎊
[00:06:17.880 --> 00:06:19.960]  不得了了
[00:06:19.960 --> 00:06:23.880]  這班老人家平時沒有人貪他們
[00:06:23.880 --> 00:06:25.680]  那天開了彩之後
[00:06:25.680 --> 00:06:27.600]  知道他們中了
[00:06:27.600 --> 00:06:28.880]  那個老人院
[00:06:28.880 --> 00:06:30.520]  就好像我們今天教會那樣
[00:06:30.520 --> 00:06:31.640]  坐滿了人
[00:06:31.640 --> 00:06:32.360]  擠滿了
[00:06:32.360 --> 00:06:34.040]  連車都進不了
[00:06:34.040 --> 00:06:36.000]  泊不到車位
[00:06:36.000 --> 00:06:37.040]  為什麼
[00:06:37.040 --> 00:06:38.840]  他們的子女 孫子
[00:06:38.840 --> 00:06:40.520]  阿媽 阿公
[00:06:40.520 --> 00:06:41.360]  怎樣啊你
[00:06:41.360 --> 00:06:42.640]  很久沒見了
[00:06:42.640 --> 00:06:44.240]  新年快樂
[00:06:44.240 --> 00:06:45.560]  而且很精神
[00:06:45.560 --> 00:06:46.920]  為什麼
[00:06:46.920 --> 00:06:49.560]  因為他們中了六合彩
[00:06:49.560 --> 00:06:50.640]  所以兒孫的學業
[00:06:50.640 --> 00:06:53.920]  不一定是有福氣
[00:06:53.920 --> 00:06:56.520]  還有你說身體健康
[00:06:56.520 --> 00:06:57.240]  當然是福氣
[00:06:57.240 --> 00:07:00.200]  但是是不是永遠都這麼健康呢
[00:07:00.200 --> 00:07:02.360]  一定不是
[00:07:02.360 --> 00:07:03.400]  年紀大了
[00:07:03.400 --> 00:07:05.040]  毛病多了
[00:07:05.040 --> 00:07:06.400]  進入醫院也多了
[00:07:06.400 --> 00:07:08.960]  我今年也進入醫院多了
[00:07:08.960 --> 00:07:11.120]  你明不明白
[00:07:11.120 --> 00:07:12.440]  這些是一個定律
[00:07:12.440 --> 00:07:14.520]  我們是沒有辦法
[00:07:14.520 --> 00:07:16.800]  我們所謂開心指數是什麼呢
[00:07:16.800 --> 00:07:19.160]  是不是真的健康就開心呢
[00:07:19.160 --> 00:07:23.280]  是不是物質得到所有就開心呢
[00:07:23.280 --> 00:07:26.200]  其實我們講來講去就是
[00:07:26.200 --> 00:07:28.480]  真的
[00:07:28.480 --> 00:07:30.760]  用物質來衡量而已
[00:07:30.760 --> 00:07:33.360]  今天我們個個穿得紅彤彤
[00:07:33.360 --> 00:07:34.680]  好像麗士風一樣
[00:07:34.680 --> 00:07:36.440]  是不是真的這麼開心呢
[00:07:36.440 --> 00:07:37.680]  是 今天開心
[00:07:37.680 --> 00:07:38.720]  那明天呢
[00:07:38.720 --> 00:07:39.760]  後天呢
[00:07:39.760 --> 00:07:42.400]  就是你回復正常了
[00:07:42.400 --> 00:07:44.640]  所以在今天的動盪世界當中
[00:07:44.640 --> 00:07:45.680]  我們的快樂
[00:07:45.680 --> 00:07:47.200]  指數是怎麼計算的呢
[00:07:47.200 --> 00:07:49.520]  是不是高薪厚職就是開心呢
[00:07:49.520 --> 00:07:51.080]  你今天可以高薪厚職
[00:07:51.080 --> 00:07:53.040]  明天可以被老闆炒魷魚
[00:07:53.040 --> 00:07:53.880]  是不是
[00:07:53.880 --> 00:07:54.800]  一個出錯
[00:07:54.800 --> 00:07:56.240]  或者老闆看你不順眼
[00:07:56.240 --> 00:07:58.080]  他就可以炒你魷魚
[00:07:58.080 --> 00:07:58.680]  是不是
[00:07:58.680 --> 00:08:02.200]  你今天可能有很多的投資物業
[00:08:02.200 --> 00:08:04.280]  明天可能你負資產
[00:08:04.280 --> 00:08:06.200]  樓價跌 股票跌
[00:08:06.200 --> 00:08:07.960]  你可能什麼都沒有了
[00:08:07.960 --> 00:08:10.920]  甚至是負數
[00:08:10.920 --> 00:08:11.400]  是不是
[00:08:11.400 --> 00:08:13.240]  天有不測的風雲
[00:08:13.240 --> 00:08:16.080]  所以我們不可以用物質
[00:08:16.080 --> 00:08:19.200]  來去衡量福氣
[00:08:19.200 --> 00:08:21.240]  福氣真的很抽象
[00:08:21.240 --> 00:08:22.400]  所以福氣呢
[00:08:22.400 --> 00:08:24.760]  第一不是絕對
[00:08:24.760 --> 00:08:27.680]  第二福氣不是永恆
[00:08:27.680 --> 00:08:29.720]  但這個就是最大的問題
[00:08:29.720 --> 00:08:32.440]  那究竟福氣的福字
[00:08:32.440 --> 00:08:35.360]  應該是怎樣譯呢
[00:08:35.360 --> 00:08:37.000]  那我就上網找阿哥
[00:08:37.000 --> 00:08:40.600]  找阿谷哥哥哥去查一下
[00:08:40.600 --> 00:08:42.120]  他就Blessing
[00:08:42.120 --> 00:08:44.040]  Blessing 其實是錯的
[00:08:44.040 --> 00:08:45.080]  Blessing這個字
[00:08:45.080 --> 00:08:47.120]  他硬是做了一個Noun
[00:08:47.120 --> 00:08:48.160]  做了一個名詞
[00:08:48.160 --> 00:08:50.120]  其實他是動詞的Bless的字
[00:08:50.120 --> 00:08:52.040]  Bless是解「賜福」
[00:08:52.040 --> 00:08:55.400]  上帝賜福給我
[00:08:55.400 --> 00:08:56.000]  大家明白吧
[00:08:56.000 --> 00:08:58.000]  Bless 是不是
[00:08:58.000 --> 00:09:00.040]  也解釋不了福字的意思
[00:09:00.040 --> 00:09:01.280]  上帝賜福給我
[00:09:01.280 --> 00:09:02.440]  那福是甚麼呢
[00:09:02.440 --> 00:09:03.520]  他沒有說過名字
[00:09:03.520 --> 00:09:04.520]  所以他硬是說
[00:09:04.520 --> 00:09:07.320]  上帝給了我一個Blessing
[00:09:07.320 --> 00:09:09.760]  解釋不了福字是甚麼來的
[00:09:09.760 --> 00:09:11.440]  也是解釋不了
[00:09:11.440 --> 00:09:12.600]  看回聖經好不好
[00:09:12.600 --> 00:09:13.840]  聖經怎麼說呢
[00:09:13.840 --> 00:09:16.480]  聖經有很多不同的譯本
[00:09:16.480 --> 00:09:17.400]  英文
[00:09:17.400 --> 00:09:18.400]  英文就
[00:09:18.400 --> 00:09:19.960]  中文多數是講福的
[00:09:19.960 --> 00:09:22.040]  英文有很多不同的譯本
[00:09:22.040 --> 00:09:25.160]  那如果說NIV最多人看
[00:09:25.160 --> 00:09:27.520]  就是新國際那個版本
[00:09:27.520 --> 00:09:28.600]  New International
[00:09:28.600 --> 00:09:29.640]  它是Prosperity
[00:09:29.640 --> 00:09:30.720]  這個其實也不對
[00:09:30.720 --> 00:09:33.160]  Prosperity就是很昌盛
[00:09:33.160 --> 00:09:34.840]  很繁榮
[00:09:34.840 --> 00:09:39.200]  上帝的福氣就不是昌盛繁榮
[00:09:39.200 --> 00:09:40.240]  我覺得是不對的
[00:09:40.240 --> 00:09:41.080]  是錯的
[00:09:41.080 --> 00:09:42.200]  因為這樣就變了
[00:09:42.200 --> 00:09:45.040]  又是用物質來衡量
[00:09:45.040 --> 00:09:45.840]  是不是
[00:09:45.840 --> 00:09:47.440]  那我們要回到甚麼
[00:09:47.440 --> 00:09:48.800]  凡是通常我們有爭論
[00:09:48.800 --> 00:09:50.640]  就回到希伯來文
[00:09:50.640 --> 00:09:51.360]  OK
[00:09:51.360 --> 00:09:52.680]  希伯來文
[00:09:52.680 --> 00:09:55.400]  那通常我說甚麼文希伯來文呢
[00:09:55.400 --> 00:09:55.920]  希臘文
[00:09:55.920 --> 00:09:59.760]  通常我可以亂說也可以的
[00:09:59.760 --> 00:10:03.280]  只有牧師才知道我是錯的
[00:10:03.280 --> 00:10:05.720]  其他人可能不知道希望
[00:10:05.720 --> 00:10:06.520]  其實不是的
[00:10:06.520 --> 00:10:11.160]  希伯來文的福就是Good
[00:10:11.160 --> 00:10:12.480]  很簡單的
[00:10:12.480 --> 00:10:13.880]  原來是Good
[00:10:13.880 --> 00:10:14.560]  Good boy
[00:10:14.560 --> 00:10:15.560]  Good girl
[00:10:15.560 --> 00:10:16.160]  Good
[00:10:16.160 --> 00:10:17.120]  經常都是Good的
[00:10:17.120 --> 00:10:20.560]  是不是你們茶座最低班都會說個Good字
[00:10:20.560 --> 00:10:22.680]  Very Good
[00:10:22.680 --> 00:10:23.560]  是不是
[00:10:23.560 --> 00:10:24.240]  Good
[00:10:24.240 --> 00:10:26.640]  原來就是這麼簡單
[00:10:26.640 --> 00:10:30.400]  原來因為就是這麼簡單
[00:10:30.400 --> 00:10:31.400]  問題就是
[00:10:31.400 --> 00:10:32.640]  你怎麼知道是Good
[00:10:32.640 --> 00:10:33.960]  很簡單的
[00:10:33.960 --> 00:10:37.400]  因為希伯來文的福字
[00:10:37.400 --> 00:10:39.400]  在聖經出現過很多次
[00:10:39.400 --> 00:10:40.640]  例如
[00:10:40.640 --> 00:10:42.120]  舊約
[00:10:42.120 --> 00:10:44.640]  創世的一章三至四節
[00:10:44.640 --> 00:10:46.880]  上帝說要有光就有光
[00:10:46.880 --> 00:10:51.080]  上帝看光是好的
[00:10:51.080 --> 00:10:53.800]  這個好就是Good
[00:10:53.800 --> 00:10:56.080]  有甚麼不好
[00:10:56.080 --> 00:10:57.720]  你問上帝才知道
[00:10:57.720 --> 00:10:59.880]  但這個就是福氣
[00:10:59.880 --> 00:11:00.480]  就是Good
[00:11:00.480 --> 00:11:01.200]  就是那個字
[00:11:01.200 --> 00:11:02.200]  就是福那個字
[00:11:02.200 --> 00:11:05.200]  就是大家讀約伯記福字的那個字
[00:11:05.200 --> 00:11:06.800]  就是Good
[00:11:06.800 --> 00:11:10.360]  新約的那個字就是Agatha
[00:11:10.360 --> 00:11:12.480]  是希臘文
[00:11:12.480 --> 00:11:15.000]  但都是Good
[00:11:15.000 --> 00:11:17.360]  《老家福音》十章四十二節
[00:11:17.360 --> 00:11:18.080]  記不記得
[00:11:18.080 --> 00:11:19.040]  有兩姐妹
[00:11:19.040 --> 00:11:21.360]  馬大馬利亞
[00:11:21.360 --> 00:11:24.400]  馬大在廚房忙
[00:11:24.400 --> 00:11:27.280]  就像我們教會的總務
[00:11:27.280 --> 00:11:28.240]  對吧
[00:11:28.240 --> 00:11:34.360]  但他忙到沒有時間給上帝
[00:11:34.360 --> 00:11:35.920]  就是給主耶穌基督
[00:11:35.920 --> 00:11:39.320]  但馬利亞就坐在主耶穌基督旁邊
[00:11:39.320 --> 00:11:40.640]  聽到
[00:11:40.640 --> 00:11:42.600]  馬大就在外面發脾氣
[00:11:42.600 --> 00:11:43.840]  說我踢了腳
[00:11:43.840 --> 00:11:44.880]  你也不來幫忙
[00:11:44.880 --> 00:11:46.800]  對吧
[00:11:46.800 --> 00:11:50.040]  有時候就像我躺在那裡看福音時
[00:11:50.040 --> 00:11:52.520]  我家的同屋主就在那裡
[00:11:52.520 --> 00:11:54.600]  說廚房弄得亂七八糟
[00:11:54.600 --> 00:11:56.400]  你不幫我收拾一下
[00:11:56.400 --> 00:11:57.600]  我沒有說是誰
[00:11:57.600 --> 00:11:58.600]  明白嗎
[00:11:58.600 --> 00:12:04.400]  馬大就發脾氣出來罵
[00:12:04.400 --> 00:12:05.320]  對吧
[00:12:05.320 --> 00:12:06.280]  沒理由的
[00:12:06.280 --> 00:12:07.440]  利物浦贏了三比零
[00:12:07.440 --> 00:12:10.560]  沒理由不看下去
[00:12:10.560 --> 00:12:13.240]  但耶穌說了一句什麼話
[00:12:13.240 --> 00:12:13.600]  他說
[00:12:13.600 --> 00:12:15.880]  但是不可少的只有一件
[00:12:15.880 --> 00:12:20.640]  馬利亞已選擇了那尚好的福份
[00:12:20.640 --> 00:12:21.280]  這個福份
[00:12:21.280 --> 00:12:22.200]  這個字就是Agatha
[00:12:22.200 --> 00:12:24.960]  就是原文的good
[00:12:24.960 --> 00:12:26.400]  因為英文是
[00:12:26.400 --> 00:12:29.240]  Mary has chosen that good part
[00:12:29.240 --> 00:12:30.400]  which shall not be taken away
[00:12:30.400 --> 00:12:35.560]  這個古老英文的譯就是good
[00:12:35.560 --> 00:12:37.680]  所以呢
[00:12:37.680 --> 00:12:40.600]  所謂福就是好
[00:12:40.600 --> 00:12:42.720]  越難解釋的東西
[00:12:42.720 --> 00:12:48.560]  我們要用一些最簡單的方法去解釋才行
[00:12:48.560 --> 00:12:49.720]  就是讓你去想一下
[00:12:49.720 --> 00:12:51.560]  什麼叫good
[00:12:51.560 --> 00:12:53.680]  一個好的老師
[00:12:53.680 --> 00:12:58.160]  就是通常他用一些很簡單的方法
[00:12:58.160 --> 00:13:02.600]  去解釋一些東西
[00:13:02.600 --> 00:13:05.360]  不要以為他幾個博士學位很厲害
[00:13:05.360 --> 00:13:07.120]  這個老師一定是會教書的
[00:13:07.120 --> 00:13:07.880]  一定未必的
[00:13:07.880 --> 00:13:09.640]  有時候那些東西學生都不明白
[00:13:09.640 --> 00:13:10.680]  複雜化
[00:13:10.680 --> 00:13:14.600]  以前我認識一個大學的講師就是
[00:13:14.600 --> 00:13:17.800]  他將一些簡單的東西複雜了
[00:13:17.800 --> 00:13:20.320]  講完就只有他自己明白
[00:13:20.320 --> 00:13:23.800]  每個學生都不知道在說什麼
[00:13:23.800 --> 00:13:25.160]  不是一個好老師
[00:13:25.160 --> 00:13:27.200]  聰明的人未必是好老師
[00:13:27.200 --> 00:13:29.360]  但一個好老師就是要用最簡單的詞語
[00:13:29.360 --> 00:13:32.440]  用簡單的方法來讓你可以明白
[00:13:32.440 --> 00:13:34.600]  所以其實最簡單的福就是good
[00:13:34.600 --> 00:13:35.080]  是這麼簡單
[00:13:35.080 --> 00:13:36.040]  你想想什麼叫good
[00:13:36.040 --> 00:13:37.880]  大家都知道什麼叫good
[00:13:37.880 --> 00:13:41.240]  問題就是上帝看為好的
[00:13:41.240 --> 00:13:43.080]  不是人看為好的
[00:13:43.080 --> 00:13:45.400]  上帝看為好的這個重點
[00:13:45.400 --> 00:13:47.000]  所以你說我good
[00:13:47.000 --> 00:13:53.320]  good就是我銀行有六七八個位數字的存款
[00:13:53.320 --> 00:13:54.200]  就是good
[00:13:54.200 --> 00:13:55.880]  very good
[00:13:55.880 --> 00:13:58.560]  我們可能是這樣想
[00:13:58.560 --> 00:13:59.680]  我們幼稚
[00:13:59.680 --> 00:14:01.320]  我們新年
[00:14:01.320 --> 00:14:03.080]  我們今天開年
[00:14:03.080 --> 00:14:05.960]  今晚最好有包心刺肚
[00:14:05.960 --> 00:14:06.840]  都挺難的
[00:14:06.840 --> 00:14:09.240]  這樣就good了
[00:14:09.240 --> 00:14:13.160]  因為我們用一些人的眼光去看good
[00:14:13.160 --> 00:14:13.800]  不是
[00:14:13.800 --> 00:14:18.800]  上帝說我看為好的才是福
[00:14:18.800 --> 00:14:20.200]  不是人看為好的
[00:14:20.200 --> 00:14:23.760]  上帝看為好的第一件事就是
[00:14:23.760 --> 00:14:27.200]  上帝有他的公義在
[00:14:27.200 --> 00:14:27.760]  公義在
[00:14:27.760 --> 00:14:29.400]  這個我覺得是很重要的
[00:14:29.400 --> 00:14:34.200]  福氣是跟公義是拆不開的
[00:14:34.200 --> 00:14:37.920]  以塞亞書六一章十節
[00:14:37.920 --> 00:14:40.520]  我因耶和華大大歡喜
[00:14:40.520 --> 00:14:43.000]  我的心靠神快樂
[00:14:43.000 --> 00:14:43.920]  很有福氣
[00:14:43.920 --> 00:14:45.120]  大大歡喜快樂
[00:14:45.120 --> 00:14:48.840]  因他以拯救為依給我穿上
[00:14:48.840 --> 00:14:52.000]  以公義為袍給我披上
[00:14:52.000 --> 00:14:52.840]  這兩句很熟悉
[00:14:52.840 --> 00:14:54.320]  為什麼
[00:14:54.320 --> 00:14:56.640]  剛才唱了十次八次那首歌
[00:14:56.640 --> 00:14:58.200]  是不是
[00:14:58.200 --> 00:14:59.560]  公義為袍
[00:14:59.560 --> 00:15:00.560]  是不是
[00:15:00.560 --> 00:15:01.800]  拯救為依
[00:15:01.800 --> 00:15:02.440]  是不是
[00:15:02.440 --> 00:15:04.880]  好象新郎戴上華冠
[00:15:04.880 --> 00:15:08.200]  又象新婦佩戴裝飾
[00:15:08.200 --> 00:15:10.120]  原來上帝給我們的福氣
[00:15:10.120 --> 00:15:12.120]  是包含了公義
[00:15:12.120 --> 00:15:13.080]  約百
[00:15:13.080 --> 00:15:14.280]  一會兒再說約百
[00:15:14.280 --> 00:15:15.720]  就是我穿上公義
[00:15:15.720 --> 00:15:17.280]  他遮蔽我
[00:15:17.280 --> 00:15:21.160]  我的公平和愛抱和冠冕
[00:15:21.160 --> 00:15:23.520]  我今天穿上的是公義
[00:15:23.520 --> 00:15:27.360]  所以上帝的福氣是公義
[00:15:27.360 --> 00:15:33.360]  之前很多基督徒是為香港去祈禱
[00:15:33.360 --> 00:15:36.840]  求上帝賜福給香港這個地方
[00:15:36.840 --> 00:15:37.920]  大家是否知道
[00:15:37.920 --> 00:15:40.160]  我們一路祈禱
[00:15:40.160 --> 00:15:40.920]  賜什麼福
[00:15:40.920 --> 00:15:43.800]  不是賜香港繁榮
[00:15:43.800 --> 00:15:46.640]  不是賜樓價要一路高下去
[00:15:46.640 --> 00:15:49.880]  不是賜人人有功做
[00:15:49.880 --> 00:15:52.560]  這是低層次人的想法
[00:15:52.560 --> 00:15:55.600]  是希望公義可以來到香港
