
[00:00:00.000 --> 00:00:03.440]  看回學明她的生命的改變
[00:01:25.120 --> 00:01:30.160]  其實就要說一些背景資料給大家知道
[00:01:30.160 --> 00:01:32.640]  在當時是一個羅馬時代
[00:01:32.640 --> 00:01:36.040]  奴僕 奴隸跟我們現在是很不同的
[00:01:36.040 --> 00:01:38.960]  你不要以為現在你家裡的印傭是菲傭
[00:01:38.960 --> 00:01:39.880]  是你的奴隸
[00:01:39.880 --> 00:01:41.880]  不是 是僱傭來的
[00:01:41.880 --> 00:01:43.880]  大家有合約保障
[00:01:43.880 --> 00:01:45.440]  但是在羅馬時代
[00:01:45.440 --> 00:01:50.200]  一個奴隸基本上是被視為好像一隻牛
[00:01:50.200 --> 00:01:51.520]  一隻小驢一樣
[00:01:51.520 --> 00:01:53.760]  是一個主人的財產
[00:01:53.760 --> 00:01:57.080]  所以主人是有權去處置
[00:01:57.080 --> 00:02:00.840]  按照他的心意去處置一個奴隸
[00:02:00.840 --> 00:02:03.160]  例如如果奴隸做得不好的時候
[00:02:03.160 --> 00:02:04.640]  主人可以打他
[00:02:04.640 --> 00:02:07.240]  甚至如果不滿意這個奴隸
[00:02:07.240 --> 00:02:08.800]  覺得這個奴隸不好
[00:02:08.800 --> 00:02:11.480]  可以拿這個奴隸去市場
[00:02:11.480 --> 00:02:13.640]  奴隸市場賣了他
[00:02:13.640 --> 00:02:15.400]  換另一個奴隸
[00:02:15.400 --> 00:02:16.880]  再嚴重一點就是
[00:02:16.880 --> 00:02:18.760]  如果他不喜歡這個奴隸
[00:02:18.760 --> 00:02:20.200]  很痛恨這個奴隸
[00:02:20.200 --> 00:02:22.680]  他可以將這個奴隸釘他十字架
[00:02:22.680 --> 00:02:23.800]  殺死他
[00:02:23.800 --> 00:02:25.720]  所以可想而知
[00:02:25.720 --> 00:02:29.560]  當阿尼西牟要回到肥利門身邊的時候
[00:02:29.560 --> 00:02:31.800]  他的恐懼是多麼的厲害
[00:02:31.800 --> 00:02:36.360]  這就是我們所謂的文化差異
[00:02:36.360 --> 00:02:38.280]  我們現在可能覺得很殘忍
[00:02:38.280 --> 00:02:40.680]  但是在當時來說其實是很普遍的
[00:02:40.680 --> 00:02:44.280]  就正如我小時候和我奶奶
[00:02:44.280 --> 00:02:45.480]  去街市買雞
[00:02:45.480 --> 00:02:46.840]  我是習慣看熟
[00:02:46.840 --> 00:02:48.280]  我不覺得是一回事
[00:02:48.280 --> 00:02:48.920]  那個雞販
[00:02:48.920 --> 00:02:49.760]  不是 我奶奶
[00:02:49.760 --> 00:02:51.320]  在雞籠裡拿一隻雞出來
[00:02:51.320 --> 00:02:53.520]  轉過身對著屁股吹兩吹
[00:02:53.520 --> 00:02:54.360]  嗯 這隻對了
[00:02:54.360 --> 00:02:56.680]  就代表那個小販
[00:02:56.680 --> 00:02:59.000]  那個小販咬他雞頭一刀腳
[00:02:59.000 --> 00:02:59.960]  一聲血就出來
[00:02:59.960 --> 00:03:01.760]  然後扔到桶裡啪啪啪啪
[00:03:01.760 --> 00:03:04.000]  然後就拿回去剝毛
[00:03:04.000 --> 00:03:05.720]  我習慣看熟不覺得是一回事
[00:03:05.720 --> 00:03:09.480]  直到我有些外國朋友帶他去參觀街市
[00:03:09.480 --> 00:03:12.320]  當他去到街市看到這麼震撼的場面的時候
[00:03:12.320 --> 00:03:15.920]  他才知道原來我們中國人是這樣吃雞的
[00:03:15.920 --> 00:03:17.560]  這就是文化差異
[00:03:17.560 --> 00:03:18.920]  在當時來說
[00:03:18.920 --> 00:03:20.880]  你在羅馬走著走著
[00:03:20.880 --> 00:03:21.720]  看到一棵樹上
[00:03:21.720 --> 00:03:23.680]  咦 陳生的奴隸在這裡
[00:03:23.680 --> 00:03:24.440]  再走著走著
[00:03:24.440 --> 00:03:26.520]  咦 梁太的奴隸又掛著在這裡
[00:03:26.520 --> 00:03:28.400]  是很普遍的事情
[00:03:28.400 --> 00:03:30.520]  所以保羅很明白
[00:03:30.520 --> 00:03:34.040]  亞彌西某要面對的處境是多麼的厲害
[00:03:34.040 --> 00:03:35.640]  保羅他寫這封求情信
[00:03:35.640 --> 00:03:36.840]  他一開頭
[00:03:36.840 --> 00:03:38.920]  他先為肥理門帶來祝福
[00:03:38.920 --> 00:03:39.840]  他說什麼呢
[00:03:39.840 --> 00:03:42.600]  願平安恩惠
[00:03:42.600 --> 00:03:46.080]  從我們的父上帝和主耶穌基督歸於你們
[00:03:46.080 --> 00:03:49.440]  保羅他不是一開始就對人發出要求
[00:03:49.440 --> 00:03:53.080]  縱使肥理門是他的屬靈的兒子
[00:03:53.080 --> 00:03:55.960]  原來肥理門是保羅帶他去信主的
[00:03:55.960 --> 00:03:59.080]  但是每一次保羅他寫信的時候
[00:03:59.080 --> 00:04:01.040]  他願意以祝福為先
[00:04:01.040 --> 00:04:04.800]  他不是要求以命令為先
[00:04:04.800 --> 00:04:08.360]  相反他願意過一個帶著祝福的生命
[00:04:08.360 --> 00:04:09.280]  弟兄姊妹
[00:04:09.280 --> 00:04:12.560]  我們的生命是不是時常以祝福人
[00:04:12.560 --> 00:04:15.040]  成為我們的優先次序呢
[00:04:15.040 --> 00:04:18.280]  當保羅祝福完肥理門之後
[00:04:18.280 --> 00:04:22.120]  保羅開始為阿彌西某去求情
[00:04:22.120 --> 00:04:23.200]  他怎樣說呢
[00:04:23.200 --> 00:04:26.800]  他先說他欣賞肥理門的愛心
[00:04:26.800 --> 00:04:30.960]  這個愛心不只是單單停留在言語上
[00:04:30.960 --> 00:04:34.480]  而是有實際行動上
[00:04:34.480 --> 00:04:37.280]  這個實際行動的愛心
[00:04:37.280 --> 00:04:40.320]  曾經令到保羅非常之欣賞
[00:04:40.320 --> 00:04:42.680]  甚至得到舒暢
[00:04:42.680 --> 00:04:46.720]  因此保羅很希望肥理門繼續這個愛心
[00:04:46.720 --> 00:04:49.920]  不要讓仇恨不要讓傷害
[00:04:49.920 --> 00:04:51.440]  將這個愛心摧毀
[00:04:51.440 --> 00:04:52.040]  沒錯
[00:04:52.040 --> 00:04:54.120]  阿彌西某曾經傷害過他
[00:04:54.120 --> 00:04:57.920]  這本書沒有說到阿彌西某
[00:04:57.920 --> 00:05:00.720]  因為甚麼原因要逃跑
[00:05:00.720 --> 00:05:04.120]  可能他是因為跟主人不合得來
[00:05:04.120 --> 00:05:05.560]  可能他覺得辛苦
[00:05:05.560 --> 00:05:08.920]  甚至可能他很想過新的人生
[00:05:08.920 --> 00:05:10.440]  當他要走的時候
[00:05:10.440 --> 00:05:11.640]  他是一個奴隸
[00:05:11.640 --> 00:05:12.920]  他沒有銀行戶口
[00:05:12.920 --> 00:05:14.200]  他沒有他的財產
[00:05:14.200 --> 00:05:15.240]  於是怎樣呢
[00:05:15.240 --> 00:05:17.800]  唯有在他的主人那裡偷了一些錢
[00:05:17.800 --> 00:05:19.320]  當他偷了這些錢的時候
[00:05:19.320 --> 00:05:22.320]  他就開始過著一個逃亡的生涯
[00:05:22.320 --> 00:05:24.960]  他以為他可以過著一個新的人生
[00:05:24.960 --> 00:05:27.000]  他以為他可以有自由
[00:05:27.000 --> 00:05:29.200]  有海闊天空
[00:05:29.200 --> 00:05:31.760]  但是當他拿著這些錢
[00:05:31.760 --> 00:05:33.520]  一個人孤零零
[00:05:33.520 --> 00:05:36.480]  套用我們現代的處境
[00:05:36.480 --> 00:05:38.320]  就是夜半三更
[00:05:38.320 --> 00:05:39.720]  站在碼頭上面
[00:05:39.720 --> 00:05:41.200]  拿著盤川
[00:05:41.200 --> 00:05:44.520]  等待大飛來接你雀草回大陸的時候
[00:05:44.520 --> 00:05:47.440]  你看著海面
[00:05:47.440 --> 00:05:51.000]  黑暗、污漬、漆黑的海面
[00:05:51.000 --> 00:05:54.080]  你就會覺得人海茫茫
[00:05:54.080 --> 00:05:55.320]  前路茫茫
[00:05:55.320 --> 00:05:57.360]  究竟我何去何從呢
[00:05:57.360 --> 00:05:58.720]  亞歷山盟就是這樣
[00:05:58.720 --> 00:06:00.400]  帶著一個這麼忐忑的心
[00:06:00.400 --> 00:06:02.080]  輾轉流浪
[00:06:02.080 --> 00:06:03.840]  最後他去到一個地方
[00:06:03.840 --> 00:06:04.680]  羅馬
[00:06:04.680 --> 00:06:08.560]  他知道這個地方有一個人經常講學
[00:06:08.560 --> 00:06:09.440]  為甚麼呢
[00:06:09.440 --> 00:06:11.960]  因為當時保羅就在這裡坐牢
[00:06:11.960 --> 00:06:15.040]  保羅坐牢在羅馬時代的時候坐牢
[00:06:15.040 --> 00:06:18.440]  跟我們現在坐牢很不同
[00:06:18.440 --> 00:06:20.320]  我很多時候都跟一些囚友說
[00:06:20.320 --> 00:06:21.880]  不要介意我說風涼話
[00:06:21.880 --> 00:06:23.760]  在香港坐牢其實很舒服的
[00:06:23.760 --> 00:06:25.880]  雖然失去自由都很慘
[00:06:25.880 --> 00:06:28.760]  但是相比羅馬時代是很舒服的
[00:06:28.760 --> 00:06:29.240]  為甚麼呢
[00:06:29.240 --> 00:06:31.720]  在香港坐牢有人服侍你吃飯
[00:06:31.720 --> 00:06:33.640]  有人安排你做工作
[00:06:33.640 --> 00:06:35.400]  所有的作息都有定時
[00:06:35.400 --> 00:06:36.920]  你病了有醫生看
[00:06:36.920 --> 00:06:39.640]  你不開心有臨床心理學家跟你聊天
[00:06:39.640 --> 00:06:42.840]  有宗教班有電腦班
[00:06:42.840 --> 00:06:45.720]  有中英文班給你慢慢去學
[00:06:45.720 --> 00:06:47.320]  我不是鼓勵你去坐牢
[00:06:47.320 --> 00:06:51.240]  不過比起羅馬的時代是有分別的
[00:06:51.240 --> 00:06:52.320]  羅馬又怎樣呢
[00:06:52.320 --> 00:06:53.640]  在羅馬的時期
[00:06:53.640 --> 00:06:55.920]  坐牢是你要自己銀河包
[00:06:55.920 --> 00:06:57.040]  去租一間屋
[00:06:57.040 --> 00:06:58.480]  然後你自己住進去
[00:06:58.480 --> 00:07:01.120]  政府就派兩個士兵守住你的門口
[00:07:01.120 --> 00:07:04.120]  但是你的起居飲食三餐
[00:07:04.120 --> 00:07:05.560]  你要自己搞定的
[00:07:05.560 --> 00:07:06.840]  你要可能
[00:07:06.840 --> 00:07:09.520]  請一個工人來幫你煮飯吃
[00:07:09.520 --> 00:07:12.320]  你要付錢給工人出去買菜給你
[00:07:12.320 --> 00:07:14.520]  又或者如果你請不起工人的
[00:07:14.520 --> 00:07:15.120]  你又怎樣呢
[00:07:15.120 --> 00:07:15.840]  叫外賣
[00:07:15.840 --> 00:07:17.960]  即是請外面的人煮好了
[00:07:17.960 --> 00:07:19.520]  帶飯來送給你吃
[00:07:19.520 --> 00:07:21.720]  另外你的衣服要自己洗的
[00:07:21.720 --> 00:07:24.840]  穿破了要更換
[00:07:24.840 --> 00:07:26.720]  你就要去買新的衣服
[00:07:26.720 --> 00:07:28.000]  新的衣服鞋襪
[00:07:28.000 --> 00:07:30.520]  全部都要自己打點的
[00:07:30.520 --> 00:07:33.520]  因此當時保羅在一個地方住的時候
[00:07:33.520 --> 00:07:36.520]  有一些童工去照顧他
[00:07:36.520 --> 00:07:38.720]  保羅在那個地方住的時候
[00:07:38.720 --> 00:07:40.720]  他就開始把自己的家
[00:07:40.720 --> 00:07:43.440]  或者他住的監獄開放了
[00:07:43.440 --> 00:07:45.640]  就讓人來聽他講福音
[00:07:45.640 --> 00:07:47.400]  原來在羅馬時代
[00:07:47.400 --> 00:07:48.920]  探監是很自由的
[00:07:48.920 --> 00:07:50.920]  只要犯人不要離開那個房間
[00:07:50.920 --> 00:07:52.440]  你多少人進去他的家
[00:07:52.440 --> 00:07:53.520]  住在一起都可以的
[00:07:53.520 --> 00:07:57.120]  這就和現在的坐監有些不同了
[00:07:57.120 --> 00:08:01.320]  保羅就將他的房間變成一個學堂
[00:08:01.320 --> 00:08:04.120]  讓人明白他的福音
[00:08:04.120 --> 00:08:07.440]  阿彌陀佛聽到有一個地方有人講學
[00:08:07.440 --> 00:08:08.920]  還要是不收錢的
[00:08:08.920 --> 00:08:11.320]  阿彌陀佛就想去聽一下
[00:08:11.320 --> 00:08:13.120]  希望得到一些啟發
[00:08:13.120 --> 00:08:15.920]  甚至為他的人生帶來方向
[00:08:15.920 --> 00:08:19.920]  結果阿彌陀佛就在這個地方認識了主
[00:08:19.920 --> 00:08:21.320]  認識了保羅
[00:08:21.320 --> 00:08:24.120]  而當他想到反正我竭然一身
[00:08:24.120 --> 00:08:26.120]  我又不知道何去何從
[00:08:26.120 --> 00:08:27.320]  我認識了主
[00:08:27.320 --> 00:08:28.920]  我知道保羅有這個需要
[00:08:28.920 --> 00:08:31.720]  我就留在這裡照顧保羅
[00:08:31.720 --> 00:08:36.720]  阿彌陀佛就在這個地方開始去服侍保羅
[00:08:36.720 --> 00:08:38.920]  而當保羅在阿彌陀佛的口中
[00:08:38.920 --> 00:08:41.120]  慢慢慢慢聽到他的背景
[00:08:41.120 --> 00:08:43.320]  知道他背後的故事之後
[00:08:43.320 --> 00:08:47.120]  保羅鼓勵他要面對自己的過去
[00:08:47.120 --> 00:08:49.320]  要面對自己的責任
[00:08:49.320 --> 00:08:51.520]  因此保羅就寫了這封信
[00:08:51.520 --> 00:08:55.520]  鼓勵阿彌陀佛要去面對自己的責任
[00:08:55.520 --> 00:08:57.520]  在監房裏面我們很多時候
[00:08:57.520 --> 00:08:59.520]  遇到一些我們叫還押的犯人
[00:08:59.520 --> 00:09:01.320]  即是說他被人抓了
[00:09:01.320 --> 00:09:03.520]  在等待上法庭的時候
[00:09:03.520 --> 00:09:04.720]  我們都會和他聊天
[00:09:04.720 --> 00:09:06.920]  他們的內心充滿著不安
[00:09:06.920 --> 00:09:10.120]  他們不知道他們的人生何去何從
[00:09:10.120 --> 00:09:13.520]  有時候他們心裏都會存著一些僥倖的心態
[00:09:13.520 --> 00:09:16.320]  他會說我是有做過
[00:09:16.320 --> 00:09:19.920]  但是很希望神網開一面讓我逃脫
[00:09:19.920 --> 00:09:23.120]  逃脫了我會出去做這件好事
[00:09:23.120 --> 00:09:26.920]  那件好事來彌補我的過錯
[00:09:26.920 --> 00:09:28.920]  但很多時候我們都會鼓勵他
[00:09:28.920 --> 00:09:31.720]  你要學習面對你自己的責任
[00:09:31.720 --> 00:09:33.520]  如果你真心悔改的時候
[00:09:33.520 --> 00:09:37.920]  你去面對我們樂而陪你一起去面對
[00:09:37.920 --> 00:09:40.320]  於是很多時候我們就需要
[00:09:40.320 --> 00:09:43.320]  好像保羅一樣寫這些求情信
[00:09:43.320 --> 00:09:44.520]  我們做牧師
[00:09:44.520 --> 00:09:47.120]  監房的牧師其中一個要學的功課
[00:09:47.120 --> 00:09:48.720]  就是怎樣去寫求情信
[00:09:48.720 --> 00:09:50.920]  所以為什麼要經常講肥利門書
[00:09:50.920 --> 00:09:52.920]  就是要學原則
[00:09:52.920 --> 00:09:57.120]  當保羅去寫這封求情信的時候
[00:09:57.120 --> 00:10:00.120]  保羅他不是帶著命令的方式
[00:10:00.120 --> 00:10:03.720]  留意喔 保羅是肥利門的屬靈父親
[00:10:03.720 --> 00:10:07.720]  是保羅帶領肥利門得道救恩的
[00:10:07.720 --> 00:10:09.520]  但是保羅他沒有站在一個
[00:10:09.520 --> 00:10:11.720]  比肥利門高一級的姿態
[00:10:11.720 --> 00:10:14.720]  去吩咐肥利門接納亞尼西牟
[00:10:14.720 --> 00:10:16.520]  相反保羅說什麼呢
[00:10:16.520 --> 00:10:19.120]  我雖然可以靠著基督能夠放膽
[00:10:19.120 --> 00:10:20.720]  吩咐你該做的事
[00:10:20.720 --> 00:10:24.520]  但是好像我這個上了年紀的保羅
[00:10:24.520 --> 00:10:26.920]  現在又是為了耶穌基督被囚的
[00:10:26.920 --> 00:10:30.320]  我寧可憑著愛心去求你
[00:10:30.320 --> 00:10:33.720]  就是我在困所之中所生的兒子
[00:10:33.720 --> 00:10:36.320]  亞尼西牟去求你
[00:10:36.320 --> 00:10:39.320]  保羅他好像原本他站在一個高位
[00:10:39.320 --> 00:10:42.120]  他可以吩咐肥利門做一些事
[00:10:42.120 --> 00:10:45.520]  但是這一刻他選擇離開他的位置
[00:10:45.520 --> 00:10:48.120]  站在亞尼西牟的旁邊
[00:10:48.120 --> 00:10:51.920]  將自己視為亞尼西牟的同伴
[00:10:51.920 --> 00:10:53.520]  然後跟他說什麼呢
[00:10:53.520 --> 00:10:58.520]  肥利門我求你接納他
[00:10:58.520 --> 00:10:59.320]  保羅說什麼
[00:10:59.320 --> 00:11:00.920]  我不是想命令你
[00:11:00.920 --> 00:11:02.720]  我是憑愛心去求你
[00:11:02.720 --> 00:11:06.520]  因為我希望你的善行不是出於勉強
[00:11:06.520 --> 00:11:09.120]  我希望你是真心樂意的
[00:11:09.120 --> 00:11:12.720]  去接納這個弟兄亞尼西牟
[00:11:12.720 --> 00:11:16.120]  如果他曾經拿了你什麼
[00:11:16.120 --> 00:11:17.720]  他若虧負你
[00:11:17.720 --> 00:11:19.120]  或者欠你什麼
[00:11:19.120 --> 00:11:21.120]  算在我帳上
[00:11:21.120 --> 00:11:22.920]  我必償還
[00:11:22.920 --> 00:11:25.720]  如果他過去有什麼欠了你
[00:11:25.720 --> 00:11:28.120]  現在我幫他背
[00:11:28.120 --> 00:11:29.720]  保羅在這裡做什麼呢
[00:11:29.720 --> 00:11:31.920]  其實他在效法耶穌基督
[00:11:31.920 --> 00:11:33.320]  當我們還是罪人
[00:11:33.320 --> 00:11:34.320]  我們站在神的面前
[00:11:34.320 --> 00:11:35.720]  我們沒有辦法
[00:11:35.720 --> 00:11:37.120]  我們也沒有任何的本錢
[00:11:37.120 --> 00:11:38.920]  跟神討價還價
[00:11:38.920 --> 00:11:41.120]  我們只能夠惶恐戰慄的
[00:11:41.120 --> 00:11:43.320]  等待著神的審判的時候
[00:11:43.320 --> 00:11:45.720]  基督來到我們的身邊
[00:11:45.720 --> 00:11:47.120]  祂站在我們的身邊
[00:11:47.120 --> 00:11:48.320]  祂跟天父說
[00:11:48.320 --> 00:11:52.920]  他們的罪債承擔在我身上
[00:11:52.920 --> 00:11:54.720]  讓我去償還
[00:11:54.720 --> 00:11:56.720]  保羅在這一刻正在學習
[00:11:56.720 --> 00:11:58.920]  耶穌基督的那份心腸
[00:11:58.920 --> 00:12:01.520]  他願意承擔亞尼西牟
[00:12:01.520 --> 00:12:05.320]  傷害或者虧欠了肥利門的所有東西
[00:12:05.320 --> 00:12:07.720]  我曾經聽過一個弟兄
[00:12:07.720 --> 00:12:09.120]  他分享一個見證
[00:12:09.120 --> 00:12:12.120]  他本身是一間教會的執事
[00:12:12.120 --> 00:12:15.320]  但是因為一個商業的罪行
[00:12:15.320 --> 00:12:17.120]  他被抓了
[00:12:17.120 --> 00:12:18.320]  當他被抓的時候
[00:12:18.320 --> 00:12:21.120]  他自己很慚愧
[00:12:21.120 --> 00:12:23.120]  他不敢通知他家人
[00:12:23.120 --> 00:12:25.120]  只是通知他的弟弟
[00:12:25.120 --> 00:12:28.120]  還通知了他的主任牧師
[00:12:28.120 --> 00:12:30.120]  當他上庭的那一刻
[00:12:30.120 --> 00:12:31.720]  法官開始審訊
[00:12:31.720 --> 00:12:34.920]  他很希望能夠得到保釋
[00:12:34.920 --> 00:12:37.920]  於是向法官提出申請保釋
[00:12:37.920 --> 00:12:39.720]  當時法官要求
[00:12:39.720 --> 00:12:41.520]  他的保釋金是一百萬
[00:12:41.520 --> 00:12:43.920]  而他的資產已經被凍結了
[00:12:43.920 --> 00:12:45.120]  他沒有一百萬
[00:12:45.120 --> 00:12:46.320]  他看著他弟弟
[00:12:46.320 --> 00:12:48.320]  他弟弟也愛莫能助
[00:12:48.320 --> 00:12:49.520]  在這個時候
[00:12:49.520 --> 00:12:51.520]  他的主任牧師走出來
[00:12:51.520 --> 00:12:52.920]  向法官說
[00:12:52.920 --> 00:12:56.320]  法官 我願意擔保這個當事人
[00:12:56.320 --> 00:12:57.920]  法官問這個主任牧師
[00:12:57.920 --> 00:13:02.320]  他說 一百萬 你有沒有?
[00:13:02.320 --> 00:13:04.720]  可能當時牧師穿著牧師的衣服
[00:13:04.720 --> 00:13:06.920]  所以法官就說
[00:13:06.920 --> 00:13:08.720]  牧師 你有沒有一百萬?
[00:13:08.720 --> 00:13:10.720]  這個主任牧師說
[00:13:10.720 --> 00:13:12.920]  法官 我沒有一百萬
[00:13:12.920 --> 00:13:14.120]  但是我的房子
[00:13:14.120 --> 00:13:16.920]  是我跟我太太和我兒子一起住的
[00:13:16.920 --> 00:13:19.120]  我願意將我的房子拿出來
[00:13:19.120 --> 00:13:21.720]  去保釋這位弟兄
[00:13:21.720 --> 00:13:23.920]  當這位弟兄站在犯人欄的時候
[00:13:23.920 --> 00:13:25.320]  聽到他的主任牧師
[00:13:25.320 --> 00:13:28.120]  竟然將自己住的那間屋
[00:13:28.120 --> 00:13:30.320]  拿出來去保釋他
[00:13:30.320 --> 00:13:33.720]  眼淚馬上從他的眼流出來
[00:13:33.720 --> 00:13:35.320]  他很感受到什麼叫
[00:13:35.320 --> 00:13:37.720]  基督捨身的愛
[00:13:37.720 --> 00:13:39.320]  當他判了
[00:13:39.320 --> 00:13:41.120]  真的要服刑的時候
[00:13:41.120 --> 00:13:42.920]  他進到監房的時候
[00:13:42.920 --> 00:13:45.120]  他因為這份愛的緣故
[00:13:45.120 --> 00:13:48.120]  他深深地反省 深深地悔改
[00:13:48.120 --> 00:13:49.520]  他在監房裏面
[00:13:49.520 --> 00:13:51.720]  他很熱心地回到宗教班
[00:13:51.720 --> 00:13:53.920]  很熱心地去查考聖經
[00:13:53.920 --> 00:13:56.320]  很熱心地反省自己的過錯
[00:13:56.320 --> 00:13:59.120]  過往他因為有錢的緣故
[00:13:59.120 --> 00:14:01.520]  他在社會上地位的緣故
[00:14:01.520 --> 00:14:02.920]  他有很多的特權
[00:14:02.920 --> 00:14:04.320]  當他進到監房的時候
[00:14:04.320 --> 00:14:06.320]  他不願意享受任何的特權
[00:14:06.320 --> 00:14:08.920]  他願意很刻苦地過著最辛苦
[00:14:08.920 --> 00:14:10.520]  最基本的生活
[00:14:10.520 --> 00:14:13.120]  他慢慢地磨練自己那種
[00:14:13.120 --> 00:14:14.920]  磨走自己那種
[00:14:14.920 --> 00:14:19.120]  追求日落或者追求榮譽的心態
[00:14:19.120 --> 00:14:21.520]  當他服刑完結的時候
[00:14:21.520 --> 00:14:23.320]  他很熱心地回到教會
[00:14:23.320 --> 00:14:24.520]  由低做起
[00:14:24.520 --> 00:14:26.920]  他重新地參加團契
[00:14:26.920 --> 00:14:29.120]  在團契裏面學習服侍
[00:14:29.120 --> 00:14:31.920]  學習去愛一些弟兄
[00:14:31.920 --> 00:14:33.520]  而當他這樣投入的時候
[00:14:33.520 --> 00:14:35.520]  教會帶來很大的改變
[00:14:35.520 --> 00:14:37.920]  教會開始更加關心一些
[00:14:37.920 --> 00:14:39.520]  社會上邊緣的群體
[00:14:39.520 --> 00:14:41.920]  無論是吸毒的 露宿的
[00:14:41.920 --> 00:14:45.720]  或者是一些有黑社會背景的
[00:14:45.720 --> 00:14:47.120]  曾經坐過監的
[00:14:47.120 --> 00:14:50.120]  教會開始很積極地去關心這些人
[00:14:50.120 --> 00:14:52.120]  整個教會的氣氛都不同了
[00:14:52.120 --> 00:14:55.120]  今天這個弟兄成為了我們的團長
[00:14:55.120 --> 00:14:56.720]  我們同樂人團契的團長
[00:14:56.720 --> 00:14:58.320]  他繼續地去服侍
[00:14:58.320 --> 00:15:00.320]  和我們一起回到監獄裏面
[00:15:00.320 --> 00:15:02.520]  去服侍很多在囚的人士
[00:15:02.520 --> 00:15:06.520]  當他還在法庭的時候
[00:15:06.520 --> 00:15:08.520]  為什麼他會有這麼大的改變呢
[00:15:08.520 --> 00:15:11.520]  就是源於有人曾經毫無保留的
[00:15:11.520 --> 00:15:15.320]  願意將他僅有的拿出來去擔保他
[00:15:15.320 --> 00:15:16.520]  這份捨身的愛
[00:15:16.520 --> 00:15:18.520]  這份不捨身的愛
[00:15:18.520 --> 00:15:20.920]  令他感受到什麼叫接納
[00:15:20.920 --> 00:15:22.520]  什麼叫寬恕
[00:15:22.520 --> 00:15:26.320]  可能當我們坐在這麼舒適的環境
[00:15:26.320 --> 00:15:28.520]  有冷氣在教會四面牆裏面
[00:15:28.520 --> 00:15:30.920]  去講寬恕 去講接納
[00:15:30.920 --> 00:15:33.920]  聽起來在理論上可能很容易
[00:15:33.920 --> 00:15:36.720]  但我不知道在座當中有沒有弟兄姊妹
[00:15:36.720 --> 00:15:39.320]  你曾經經歷過有人是好心好心的
[00:15:39.320 --> 00:15:41.320]  去傷害過你
[00:15:41.320 --> 00:15:43.520]  如果有的話我相信你會明白
[00:15:43.520 --> 00:15:46.720]  寬恕的難度有多深
[00:15:46.720 --> 00:15:49.720]  如果有人曾經害過你
[00:15:49.720 --> 00:15:51.920]  令你損失了很多的金錢
[00:15:51.920 --> 00:15:53.720]  如果有人曾經害過你
[00:15:53.720 --> 00:15:55.520]  令你的親人受傷
[00:15:55.520 --> 00:15:56.920]  甚至有人害過你
[00:15:56.920 --> 00:15:59.720]  令你可能是失去了你的工作
[00:15:59.720 --> 00:16:02.320]  甚至可能是失去過你的自由
[00:16:02.320 --> 00:16:04.320]  甚至可能令你的親人
[00:16:04.320 --> 00:16:06.120]  失去了生命的時候
[00:16:06.120 --> 00:16:10.720]  你會明白寬恕的難度有多困難
[00:16:10.720 --> 00:16:12.720]  保羅在這裡正正就是會出
[00:16:12.720 --> 00:16:14.720]  基督那種寬恕的精神
[00:16:14.720 --> 00:16:16.520]  當我們還是罪人的時候
[00:16:16.520 --> 00:16:18.120]  我們對我們的罪債
