
[00:00:00.000 --> 00:00:04.100]  能夠見到大家是一件很開心的事情
[00:02:50.500 --> 00:02:52.900]  以為所見的是雲
[00:02:52.900 --> 00:02:54.000]  耶穌說
[00:02:54.000 --> 00:02:56.000]  你們為什麼受煩
[00:02:56.000 --> 00:02:59.000]  為什麼心裡起疑念呢?
[00:02:59.000 --> 00:03:02.500]  你們看我的手我的腳
[00:03:02.500 --> 00:03:05.300]  就知道實在是我了
[00:03:05.300 --> 00:03:07.100]  我我看看
[00:03:07.100 --> 00:03:09.000]  雲無骨無肉
[00:03:09.000 --> 00:03:10.200]  你們看看
[00:03:10.200 --> 00:03:12.100]  我是有的
[00:03:12.100 --> 00:03:16.100]  說了者說就把手和腳給他們看
[00:03:16.100 --> 00:03:18.500]  他們正起得不敢信
[00:03:18.500 --> 00:03:20.300]  並且稀奇
[00:03:20.300 --> 00:03:21.700]  耶穌就說
[00:03:21.700 --> 00:03:24.400]  你們這類有什麼吃的沒有
[00:03:24.400 --> 00:03:27.000]  他們便給他一片笑語
[00:03:27.000 --> 00:03:28.400]  他接過來
[00:03:28.400 --> 00:03:31.500]  在他們面前吃了」
[00:03:31.500 --> 00:03:35.300]  這就是復活的耶穌的顯現
[00:03:35.300 --> 00:03:36.900]  祂對祂的門徒說
[00:03:36.900 --> 00:03:40.100]  「你們看我的手我的腳
[00:03:40.100 --> 00:03:44.000]  就知道實在是我了」
[00:03:44.000 --> 00:03:45.900]  我們大家都知道
[00:03:45.900 --> 00:03:47.200]  耶穌的手
[00:03:47.200 --> 00:03:49.900]  耶穌的腳有釘痕
[00:03:49.900 --> 00:03:52.700]  有釘十字架留下的痕跡
[00:03:52.700 --> 00:03:56.200]  有受過大苦的記號
[00:03:56.200 --> 00:04:00.000]  復活的耶穌沒有變得皮光肉滑
[00:04:00.000 --> 00:04:06.100]  祂保留著人間慘痛經歷留下的記號
[00:04:06.100 --> 00:04:07.700]  今天
[00:04:07.700 --> 00:04:09.700]  我們一起看看祂的手
[00:04:09.700 --> 00:04:14.500]  看看祂的腳
[00:04:14.500 --> 00:04:17.100]  人間多有苦難
[00:04:17.100 --> 00:04:20.600]  加害人的人
[00:04:20.600 --> 00:04:22.900]  會千方百計
[00:04:22.900 --> 00:04:27.300]  將苦難的痕跡洗淨
[00:04:27.300 --> 00:04:29.400]  最深刻的畫面
[00:04:29.400 --> 00:04:31.400]  莫如一套電影
[00:04:31.400 --> 00:04:34.300]  滿城盡帶黃金甲
[00:04:34.300 --> 00:04:36.700]  裡面的一幕
[00:04:36.700 --> 00:04:39.700]  一場屠殺過後
[00:04:39.700 --> 00:04:41.600]  轉眼間
[00:04:41.600 --> 00:04:44.100]  那些屍體就被移走
[00:04:44.100 --> 00:04:46.700]  那個血地就被洗淨
[00:04:46.700 --> 00:04:48.500]  然後瞬間
[00:04:48.500 --> 00:04:52.300]  就鋪滿了金黃色的菊花
[00:04:52.300 --> 00:04:56.600]  一片太平盛世的景象
[00:04:56.600 --> 00:04:58.000]  加害人的人
[00:04:58.000 --> 00:05:00.600]  一定會這樣做
[00:05:00.600 --> 00:05:03.800]  然而人類的良知和歷史的意識
[00:05:03.800 --> 00:05:06.500]  並不輕易忘記苦難
[00:05:06.500 --> 00:05:10.800]  總是要讓苦難留下一個痕跡
[00:05:10.800 --> 00:05:14.200]  歷史發生過很多場大屠殺
[00:05:14.200 --> 00:05:16.900]  之後也有一些屠殺紀念館
[00:05:16.900 --> 00:05:18.200]  將這些苦難
[00:05:18.200 --> 00:05:22.700]  永遠記在人類的靈魂深處
[00:05:22.700 --> 00:05:25.500]  中國有南京大屠殺
[00:05:25.500 --> 00:05:28.700]  盂蘭同胞紀念館
[00:05:28.700 --> 00:05:30.900]  柬埔寨的金邊有
[00:05:30.900 --> 00:05:33.700]  土司廉屠殺博物館
[00:05:33.700 --> 00:05:36.000]  然而最出名的
[00:05:36.000 --> 00:05:41.000]  應該就是以色列耶路撒冷的大屠殺紀念館
[00:05:41.000 --> 00:05:43.200]  在耶路撒冷的大屠殺紀念館裏面
[00:05:43.200 --> 00:05:47.600]  有個地方叫盂蘭兒童紀念館
[00:05:47.600 --> 00:05:50.500]  The Children's Memorial
[00:05:50.500 --> 00:05:52.800]  在那裏沒有燈光
[00:05:52.800 --> 00:05:55.300]  只有燭光
[00:05:55.300 --> 00:05:57.200]  然後很慢的
[00:05:57.200 --> 00:05:59.500]  有個背景的廣播
[00:05:59.500 --> 00:06:06.100]  慢慢的唸出每一個受難兒童的名字
[00:06:06.100 --> 00:06:08.600]  每一個都是人
[00:06:08.600 --> 00:06:11.200]  每一個都有名
[00:06:11.200 --> 00:06:15.500]  每一個原先都是將神的光彩
[00:06:15.500 --> 00:06:18.800]  帶來這個人間
[00:06:18.800 --> 00:06:24.200]  但是他們在人類造成的苦難裏面死去
[00:06:24.200 --> 00:06:29.800]  但是人類要永遠唸著他們的名字
[00:06:29.800 --> 00:06:34.600]  一個又一個的名字
[00:06:34.600 --> 00:06:37.800]  他要永遠地唸出他們的名字
[00:06:37.800 --> 00:06:40.100]  因為每一個的名字
[00:06:40.100 --> 00:06:44.200]  都包含著無限的苦難
[00:06:44.200 --> 00:06:47.700]  然後在我們這個人類苦難的
[00:06:47.700 --> 00:06:49.700]  整個歷史的紀念館裏面
[00:06:49.700 --> 00:06:53.700]  我們聽到耶穌的名字
[00:06:53.700 --> 00:06:55.900]  耶穌
[00:06:55.900 --> 00:06:59.100]  今天祂永遠活著
[00:06:59.100 --> 00:07:00.400]  祂永遠活著
[00:07:00.400 --> 00:07:04.100]  就意味著祂永遠地向我們每一個人
[00:07:04.100 --> 00:07:07.500]  展示著祂的手和祂的腳
[00:07:07.500 --> 00:07:10.200]  祂永遠地向我們呼喚
[00:07:10.200 --> 00:07:13.900]  看我的手、我的腳
[00:07:13.900 --> 00:07:19.500]  看看我的手和我的腳所承受的苦難
[00:07:19.500 --> 00:07:22.000]  千真萬確
[00:07:22.000 --> 00:07:28.400]  是一堆人類加起來的苦難
[00:07:28.400 --> 00:07:29.900]  千真萬確
[00:07:29.900 --> 00:07:31.200]  永恆地
[00:07:31.200 --> 00:07:33.800]  永恆地不會磨滅
[00:07:33.800 --> 00:07:36.100]  不會消退
[00:07:36.100 --> 00:07:39.300]  耶穌的手、耶穌的腳
[00:07:39.300 --> 00:07:42.300]  就好像所有的屠殺紀念館一樣
[00:07:42.300 --> 00:07:47.600]  永恆地展示著這個苦難的真實
[00:07:47.600 --> 00:07:52.200]  永恆地叫我們每一個人不要忘記
[00:07:52.200 --> 00:07:54.900]  永恆地要人類正視
[00:07:54.900 --> 00:07:59.500]  這就是人類加比另外一個人類的苦難
[00:07:59.500 --> 00:08:01.500]  復活的耶穌
[00:08:01.500 --> 00:08:08.200]  沒有展示完美、健康、幸福無比的身體
[00:08:08.200 --> 00:08:12.500]  祂永遠地展示著祂的手和腳
[00:08:12.500 --> 00:08:16.600]  人類的苦難刻在祂的身上
[00:08:16.600 --> 00:08:22.500]  也永遠地刻在上帝的身上
[00:08:22.500 --> 00:08:24.500]  永恆地
[00:08:24.500 --> 00:08:27.700]  上帝記得人類的殘酷
[00:08:27.700 --> 00:08:33.000]  上帝以自己為苦難的紀念碑
[00:08:33.000 --> 00:08:37.700]  讓人類永遠不要忘記
[00:08:37.700 --> 00:08:39.700]  在聯合國的網頁裏面
[00:08:39.700 --> 00:08:42.200]  有一個網頁
[00:08:42.200 --> 00:08:48.800]  那個題目叫做《大屠殺教育的意義何在》
[00:08:48.800 --> 00:08:50.600]  那個網頁上面這樣寫
[00:08:50.600 --> 00:08:57.400]  它說大屠殺的歷史能夠讓我們明白
[00:08:57.400 --> 00:09:02.600]  你應保護所有人安全和權利的社會
[00:09:02.600 --> 00:09:08.000]  和相關的機構是何等脆弱
[00:09:08.000 --> 00:09:19.600]  甚至這些機構會轉身針對我們中間特定的群體
[00:09:19.600 --> 00:09:20.800]  它繼續寫
[00:09:20.800 --> 00:09:24.200]  大屠殺歷史能夠讓我們明白
[00:09:24.200 --> 00:09:29.300]  人類行為的某些方面會影響到整個社會
[00:09:29.300 --> 00:09:34.000]  譬如尋找替罪羊
[00:09:34.000 --> 00:09:39.400]  又或者以簡單的方案去敷衍複雜的問題
[00:09:39.400 --> 00:09:40.800]  極端的暴力
[00:09:40.800 --> 00:09:44.400]  或者濫用權力的可能性
[00:09:44.400 --> 00:09:45.600]  恐懼
[00:09:45.600 --> 00:09:47.400]  同齊的壓力
[00:09:47.400 --> 00:09:48.400]  冷漠
[00:09:48.400 --> 00:09:49.400]  貪婪
[00:09:49.400 --> 00:09:51.000]  怨恨
[00:09:51.000 --> 00:09:58.800]  所有這些因素在社會政治關係裏面所扮演的角色
[00:09:58.800 --> 00:10:01.000]  大屠殺的歷史
[00:10:01.000 --> 00:10:04.600]  就讓我們永遠去知道
[00:10:04.600 --> 00:10:05.800]  去反省
[00:10:05.800 --> 00:10:07.800]  所有剛才所說的因素
[00:10:07.800 --> 00:10:13.400]  在社會政治上所扮演的角色
[00:10:13.400 --> 00:10:15.000]  簡言之
[00:10:15.000 --> 00:10:17.000]  紀念人類的苦難
[00:10:17.000 --> 00:10:22.600]  就是讓人類認清自己的軟弱和罪性
[00:10:22.600 --> 00:10:25.200]  耶穌向我們所有的人說
[00:10:25.200 --> 00:10:26.600]  來吧
[00:10:26.600 --> 00:10:28.200]  看看我的手
[00:10:28.200 --> 00:10:30.200]  看看我的腳
[00:10:30.200 --> 00:10:34.200]  是要我們每一個人都認清這個事實
[00:10:34.200 --> 00:10:37.000]  無論我們人類多麼進步
[00:10:37.000 --> 00:10:39.000]  社會多麼繁榮
[00:10:39.000 --> 00:10:41.200]  經濟多麼興旺
[00:10:41.200 --> 00:10:43.800]  在我們人性的深處
[00:10:43.800 --> 00:10:46.600]  都隱藏著
[00:10:46.600 --> 00:10:49.800]  異我者
[00:10:49.800 --> 00:10:52.800]  我們要排斥你
[00:10:52.800 --> 00:10:58.000]  我們對異於我者的敵對和殺機
[00:10:58.000 --> 00:11:02.000]  永遠都藏在我們人類的深處
[00:11:02.000 --> 00:11:04.200]  我們人性背後的殘忍
[00:11:04.200 --> 00:11:06.800]  令人不寒而慄
[00:11:06.800 --> 00:11:09.400]  看看耶穌的手和腳
[00:11:09.400 --> 00:11:11.000]  我們就知道
[00:11:11.000 --> 00:11:13.600]  我們每一個人
[00:11:13.600 --> 00:11:17.200]  只不過是軟弱無比的罪人
[00:11:17.200 --> 00:11:18.800]  看看耶穌的手
[00:11:18.800 --> 00:11:20.800]  看看祂的腳
[00:11:20.800 --> 00:11:22.400]  你就會明白
[00:11:22.400 --> 00:11:27.400]  你完全沒有自滿、自負、驕傲的理由
[00:11:27.400 --> 00:11:32.000]  由神的身體建造起來的
[00:11:32.000 --> 00:11:35.000]  不是勝利的紀念碑
[00:11:35.000 --> 00:11:38.400]  而是屠殺的紀念館
[00:11:38.400 --> 00:11:42.400]  在這裡讓我們每一個人永遠安靜
[00:11:42.400 --> 00:11:44.200]  永遠沉思
[00:11:44.200 --> 00:11:46.200]  永遠懺悔
[00:11:46.200 --> 00:11:51.200]  復活的耶穌永恆地
[00:11:51.200 --> 00:11:54.600]  保存著人間受難的標記
[00:11:54.600 --> 00:11:57.400]  這個不單是告訴世人
[00:11:57.400 --> 00:11:59.400]  世人真正的面目
[00:11:59.400 --> 00:12:02.200]  同時也告訴我們每一個世人
[00:12:02.200 --> 00:12:04.400]  上帝真正的面目
[00:12:04.400 --> 00:12:08.400]  上帝是怎樣的呢?
[00:12:08.400 --> 00:12:12.800]  在耶穌的手和腳裡
[00:12:12.800 --> 00:12:14.000]  我們看到
[00:12:14.000 --> 00:12:17.200]  我們的上帝就是那位進入人間
[00:12:17.200 --> 00:12:20.800]  受盡人間苦楚的上帝
[00:12:20.800 --> 00:12:24.800]  這位上帝不是自我清高
[00:12:24.800 --> 00:12:28.400]  隔岸觀火的上帝
[00:12:28.400 --> 00:12:31.800]  祂和人類同受苦難
[00:12:31.800 --> 00:12:36.800]  苦難的英文就是passion
[00:12:36.800 --> 00:12:39.600]  同受苦難
[00:12:39.600 --> 00:12:41.400]  就加個"cum"字
[00:12:41.400 --> 00:12:44.600]  compassion
[00:12:44.600 --> 00:12:48.800]  英文就變成了憐憫的意思
[00:12:49.600 --> 00:12:51.000]  同受苦難
[00:12:51.000 --> 00:12:54.400]  就是憐憫的真正含義
[00:12:54.400 --> 00:12:56.000]  真正的憐憫
[00:12:56.000 --> 00:12:58.600]  就是進入一個苦境裡
[00:12:58.600 --> 00:13:01.400]  與那些受苦的人一起同在
[00:13:01.400 --> 00:13:07.600]  有些傳道人為了讓那些露宿者
[00:13:07.600 --> 00:13:10.800]  多一些感覺人間的溫暖
[00:13:10.800 --> 00:13:13.000]  會和那些露宿者一起
[00:13:13.000 --> 00:13:17.000]  睡在街頭同受淒涼
[00:13:17.000 --> 00:13:21.000]  這就是compassion
[00:13:21.000 --> 00:13:25.000]  我知道有一種神觀
[00:13:25.000 --> 00:13:28.000]  有一種對上帝的看法
[00:13:28.000 --> 00:13:30.000]  就是認為真正的上帝
[00:13:30.000 --> 00:13:32.800]  是永遠不會受苦的
[00:13:32.800 --> 00:13:37.600]  受苦的只不過是人性的耶穌
[00:13:37.600 --> 00:13:42.600]  或者說耶穌的人性的一面
[00:13:42.600 --> 00:13:46.400]  但是在這個復活顯現的記載裡
[00:13:46.400 --> 00:13:47.800]  我們看到
[00:13:47.800 --> 00:13:51.400]  這是復活的耶穌
[00:13:51.400 --> 00:13:55.000]  讓我們看到祂的身體記號
[00:13:55.000 --> 00:13:56.400]  這個復活的耶穌
[00:13:56.400 --> 00:14:02.000]  其實已經是回復祂的神聖生命
[00:14:02.000 --> 00:14:03.600]  而這個復活的耶穌
[00:14:03.600 --> 00:14:05.600]  是要升到天上
[00:14:05.600 --> 00:14:07.800]  坐在父神的右邊
[00:14:07.800 --> 00:14:11.600]  成為萬有之主
[00:14:11.600 --> 00:14:13.600]  這樣就已經說明
[00:14:13.600 --> 00:14:16.400]  其實復活的耶穌
[00:14:16.400 --> 00:14:21.400]  應該顯明了祂與天父為一
[00:14:21.400 --> 00:14:26.800]  祂就是上帝的本身
[00:14:26.800 --> 00:14:28.800]  而這個耶穌
[00:14:28.800 --> 00:14:30.200]  祂就是上帝
[00:14:30.200 --> 00:14:32.200]  而在祂的身體上
[00:14:32.200 --> 00:14:37.800]  仍然永恆地帶著人類苦難的痕跡
[00:14:37.800 --> 00:14:39.400]  祂叫我們看看祂的手
[00:14:39.400 --> 00:14:42.000]  看看祂的腳
[00:14:42.000 --> 00:14:45.400]  看看祂受苦的記號
[00:14:45.400 --> 00:14:51.200]  如何永恆地落在上帝的生命裡
[00:14:51.200 --> 00:14:52.600]  我們就知道
[00:14:52.600 --> 00:14:56.200]  我們的上帝是會受苦的
[00:14:56.200 --> 00:15:02.000]  並且祂永遠與受苦的人同在
[00:15:02.000 --> 00:15:03.800]  很多人問我
[00:15:03.800 --> 00:15:05.400]  世間有這麼多苦難
[00:15:05.400 --> 00:15:09.000]  為什麼神坐視不理呢?
[00:15:09.000 --> 00:15:11.000]  為什麼神不用神跡
[00:15:11.000 --> 00:15:14.600]  變走一切的苦難呢?
[00:15:14.600 --> 00:15:16.800]  言下之意
[00:15:16.800 --> 00:15:17.800]  就是說
[00:15:17.800 --> 00:15:22.600]  神要負一切的責任
[00:15:22.600 --> 00:15:26.600]  這個想法合不合理呢?
[00:15:26.600 --> 00:15:28.800]  人類歷史的浩劫
[00:15:28.800 --> 00:15:32.000]  都是人類自己搞出來的
[00:15:32.000 --> 00:15:34.400]  人不為此負責
[00:15:34.400 --> 00:15:36.200]  而要神負責
[00:15:36.200 --> 00:15:40.000]  這樣合不合理呢?
[00:15:40.000 --> 00:15:41.800]  面對人類的苦難
[00:15:41.800 --> 00:15:43.800]  神沒有變走苦難
[00:15:43.800 --> 00:15:46.600]  但其實祂沒有坐視不理
[00:15:46.600 --> 00:15:49.000]  祂用一種我們想不到
[00:15:49.000 --> 00:15:50.600]  意想不到的方式
[00:15:50.600 --> 00:15:53.200]  祂採取了行動
[00:15:53.200 --> 00:15:54.800]  祂靜靜地
[00:15:54.800 --> 00:15:56.000]  默默地
[00:15:56.000 --> 00:15:58.600]  卑微地來到人間
[00:15:58.600 --> 00:16:01.200]  然後陪伴著所有受苦的人
[00:16:01.200 --> 00:16:05.400]  成為受苦人之中最受苦的一個
[00:16:05.400 --> 00:16:08.000]  祂陪伴著那些孤獨的人
[00:16:08.000 --> 00:16:12.400]  事實上有誰比耶穌更加孤獨呢?
[00:16:12.400 --> 00:16:15.400]  祂陪伴被社會遺棄的人
[00:16:15.400 --> 00:16:20.200]  事實上有誰比耶穌更被社會遺棄呢?
[00:16:20.200 --> 00:16:21.800]  祂去到十字架
[00:16:21.800 --> 00:16:23.600]  釘在十字架上
[00:16:23.600 --> 00:16:25.800]  陪伴那些釘十字架的人
[00:16:25.800 --> 00:16:32.800]  事實上有誰比祂更受人間苦楚呢?
[00:16:32.800 --> 00:16:36.000]  請不要怨上帝袖手旁觀
[00:16:36.000 --> 00:16:39.000]  其實祂進入人間的火海
[00:16:39.000 --> 00:16:43.000]  比你和我進入得更加深
[00:16:43.000 --> 00:16:44.400]  看看祂的手
[00:16:44.400 --> 00:16:47.200]  看看祂的腳
[00:16:47.200 --> 00:16:50.800]  留下了深刻的
[00:16:50.800 --> 00:16:53.400]  痛苦的痕跡
[00:16:53.400 --> 00:16:55.600]  對於我們每一個人來說
[00:16:55.600 --> 00:16:59.600]  這樣是否已經足夠呢?
[00:16:59.600 --> 00:17:01.000]  看看祂的手
[00:17:01.000 --> 00:17:04.200]  看看祂的腳
[00:17:04.200 --> 00:17:07.000]  我們就知道我們每一個人的苦難
[00:17:07.000 --> 00:17:10.200]  其實上帝都有份
[00:17:10.200 --> 00:17:12.800]  在你的苦難的深處
[00:17:12.800 --> 00:17:15.200]  其實上帝在那裡
[00:17:15.200 --> 00:17:16.800]  對你來說
[00:17:16.800 --> 00:17:23.800]  這樣是否已經足夠呢?
[00:17:23.800 --> 00:17:25.800]  有時想
[00:17:25.800 --> 00:17:30.400]  究竟一個會變法術的上帝好
[00:17:30.400 --> 00:17:40.600]  還是一個陪著你同道苦難的上帝好呢?
[00:17:40.600 --> 00:17:41.600]  耶穌說
[00:17:41.600 --> 00:17:43.600]  你看看
[00:17:43.600 --> 00:17:46.000]  這是上帝的手
[00:17:46.000 --> 00:17:48.800]  這是上帝的腳
[00:17:48.800 --> 00:17:52.400]  我們的上帝陪伴著我們每一個受苦的人
[00:17:52.400 --> 00:17:54.800]  祂自己都受盡苦楚
[00:17:54.800 --> 00:17:56.600]  在祂的生命裡
[00:17:56.600 --> 00:17:59.600]  祂永遠都記得受苦的人
[00:17:59.600 --> 00:18:01.600]  永遠與他們同在
[00:18:01.600 --> 00:18:08.200]  這就是我們的上帝
[00:18:08.200 --> 00:18:14.400]  人類建築這麼多屠殺的紀念館
[00:18:14.400 --> 00:18:17.000]  最後我想說的就是
[00:18:17.000 --> 00:18:21.200]  祂不只是為了回憶
[00:18:21.200 --> 00:18:26.000]  祂不只是為了重述過去的歷史
[00:18:26.000 --> 00:18:30.200]  祂不只是為了挑起我們的傷感
[00:18:30.200 --> 00:18:32.600]  而是為了將來
[00:18:32.600 --> 00:18:36.400]  為了將來不再重蹈覆轍
[00:18:36.400 --> 00:18:41.800]  為了有一天人類不再需要建築起
[00:18:41.800 --> 00:18:48.600]  另外一間新的屠殺博物館
[00:18:48.600 --> 00:18:52.000]  這就是真正回憶的意義
[00:18:52.000 --> 00:18:53.800]  德國有個神學家
[00:18:53.800 --> 00:18:57.400]  中文翻譯叫做麥茨
[00:18:57.400 --> 00:19:04.000]  Johan Baptiste Metz
[00:19:04.000 --> 00:19:06.400]  他提出了一個觀念
[00:19:06.400 --> 00:19:09.600]  他說基督教講的回憶
[00:19:09.600 --> 00:19:13.000]  重點不是向過去回望
[00:19:13.000 --> 00:19:17.000]  更重要的是向將來展望
[00:19:17.000 --> 00:19:22.400]  所以這是一個面向將來的回憶
[00:19:22.400 --> 00:19:25.000]  英文來講就是Remembering
[00:19:25.000 --> 00:19:28.600]  Looking forward
[00:19:28.600 --> 00:19:31.200]  回憶不只是向後
[00:19:31.200 --> 00:19:34.400]  回憶其實是可以向前展望
[00:19:34.400 --> 00:19:37.800]  譬如我們熟悉的聖餐
[00:19:37.800 --> 00:19:40.000]  以聖餐來說
[00:19:40.000 --> 00:19:43.400]  如果我們用哥林多前書的經文
[00:19:43.400 --> 00:19:45.400]  那個經文這樣說
[00:19:45.400 --> 00:19:49.200]  「你們每逢吃者餅喝者杯
[00:19:49.200 --> 00:19:51.200]  是表明主的死」
[00:19:51.200 --> 00:19:52.800]  這是回憶的部分
[00:19:52.800 --> 00:19:54.000]  接著有一句
[00:19:54.000 --> 00:19:57.200]  「直等到他來」
[00:19:57.200 --> 00:20:00.200]  回憶主的死不是結尾
[00:20:00.200 --> 00:20:04.800]  而是重點在「直等到他來」
[00:20:04.800 --> 00:20:09.200]  回憶主的死是向將來展望的
[00:20:09.200 --> 00:20:12.400]  如果我們用馬太福音的經文
[00:20:12.400 --> 00:20:14.400]  主耶穌說
[00:20:14.400 --> 00:20:15.600]  「我告訴你們
[00:20:15.600 --> 00:20:19.000]  從今以後我不再喝者葡萄汁
[00:20:19.000 --> 00:20:22.800]  直到我在我父的國裡
[00:20:22.800 --> 00:20:26.400]  與你們喝新的那日子」
[00:20:26.400 --> 00:20:30.800]  同樣回憶那裡不是一個結尾
[00:20:30.800 --> 00:20:32.800]  那個結尾的部分是
[00:20:32.800 --> 00:20:37.000]  「等待喝新的那日子」
[00:20:37.000 --> 00:20:40.200]  回憶或者紀念
[00:20:40.200 --> 00:20:43.600]  為的不是握緊過去
[00:20:43.600 --> 00:20:49.800]  是讓我們有正確的生命面向將來
[00:20:49.800 --> 00:20:51.200]  耶穌說「看」
[00:20:51.200 --> 00:20:54.200]  你看看我的手、我的腳
[00:20:54.200 --> 00:20:56.600]  耶穌以祂自己的身體
[00:20:56.600 --> 00:20:59.600]  作為人類苦難的紀念館
[00:20:59.600 --> 00:21:01.600]  祂永恆地展示
[00:21:01.600 --> 00:21:06.600]  人類加比無辜受害者的痛苦
[00:21:06.600 --> 00:21:09.000]  耶穌告訴我們每一個人
[00:21:09.000 --> 00:21:12.000]  留在上帝的永恆裡
[00:21:12.000 --> 00:21:16.400]  不是勝利者的那種歷史的書寫
[00:21:16.400 --> 00:21:19.800]  而是每一個受苦的人的生命
[00:21:19.800 --> 00:21:21.200]  在人間
[00:21:21.200 --> 00:21:25.800]  勝利者用勝利的口吻書寫歷史
[00:21:25.800 --> 00:21:30.400]  但是在永恆的領域
[00:21:30.400 --> 00:21:32.600]  神永遠記得的
[00:21:32.600 --> 00:21:38.000]  是受害者充滿傷痕的身體
[00:21:38.000 --> 00:21:42.200]  耶穌以自己的身體書寫著人類苦難的歷史
[00:21:42.200 --> 00:21:49.400]  是讓我們對現世的一切
[00:21:49.400 --> 00:21:54.600]  包括經濟、社會、科技、政治的強大力量
[00:21:54.600 --> 00:21:57.600]  加以深刻的反省
[00:21:57.600 --> 00:21:59.600]  祂不是向後回望
[00:21:59.600 --> 00:22:02.400]  祂是要向當下反省
[00:22:02.400 --> 00:22:05.000]  然後向前展望
[00:22:05.000 --> 00:22:08.600]  從受苦的人的角度反省
[00:22:08.600 --> 00:22:15.200]  反省人類為何不斷地用這些力量
[00:22:15.200 --> 00:22:20.000]  從受苦的人歷史的角度展望
[00:22:20.000 --> 00:22:24.600]  就是展望有一天一切的力量
[00:22:24.600 --> 00:22:26.600]  再不是暴力
[00:22:26.600 --> 00:22:29.400]  而是人外的力量
[00:22:29.400 --> 00:22:33.000]  耶穌用祂自己的苦難的身體
[00:22:33.000 --> 00:22:36.400]  讓我們向前展望
[00:22:36.400 --> 00:22:40.000]  藉此去反對一切的暴力
[00:22:40.000 --> 00:22:44.800]  耶穌以苦難去反對暴力
[00:22:44.800 --> 00:22:48.400]  然後讓我們特別留意
[00:22:48.400 --> 00:22:49.800]  在今天
