
[00:00:00.000 --> 00:00:03.640]  七位天父!我們一羣熟悉禰的子孫女女
[00:02:58.600 --> 00:03:01.480]  於是他就朝着這個方向去
[00:03:01.480 --> 00:03:04.840]  他沒有說他自己做了什麼功夫
[00:03:04.840 --> 00:03:05.600]  什麼努力
[00:03:05.600 --> 00:03:06.600]  沒有
[00:03:06.600 --> 00:03:09.200]  他只是很希望有一天成爲歌手
[00:03:09.200 --> 00:03:10.880]  好了,表演開始了
[00:03:10.880 --> 00:03:14.920]  這個男子唱了十秒左右
[00:03:14.920 --> 00:03:16.560]  幾個評判
[00:03:16.560 --> 00:03:17.480]  包括我
[00:03:17.480 --> 00:03:18.680]  我看YouTube的
[00:03:18.680 --> 00:03:19.680]  都睜開了雙眼
[00:03:19.680 --> 00:03:21.640]  哇,原來他唱功很厲害
[00:03:21.640 --> 00:03:23.840]  聲線很雄厚
[00:03:23.840 --> 00:03:27.080]  接着大概唱了40秒左右
[00:03:27.080 --> 00:03:30.560]  兩個評判加上當中的觀衆哭了
[00:03:30.560 --> 00:03:33.040]  流出眼淚
[00:03:33.040 --> 00:03:35.400]  原來他不僅唱得好
[00:03:35.400 --> 00:03:40.080]  他的歌曲裏面帶着很強的感染力
[00:03:40.080 --> 00:03:41.440]  就是這樣的水準
[00:03:41.440 --> 00:03:43.680]  到結果是怎樣
[00:03:43.680 --> 00:03:45.800]  那當然是贏了
[00:03:45.800 --> 00:03:52.320]  後來他還被邀請去其他國家做表演
[00:03:52.320 --> 00:03:55.760]  但這些年輕人根本就不知道他自己唱得這麼好
[00:03:55.760 --> 00:03:57.360]  完全不知道
[00:03:57.360 --> 00:03:59.160]  他只是下了一個決心
[00:03:59.160 --> 00:04:03.080]  排除萬難都要做什麼
[00:04:03.080 --> 00:04:05.040]  他都要做一個歌手
[00:04:05.040 --> 00:04:07.080]  這個就是他的夢想
[00:04:07.080 --> 00:04:08.160]  我不知道
[00:04:08.160 --> 00:04:09.320]  不過我相信
[00:04:09.320 --> 00:04:12.280]  他一定是付了相當的代價的
[00:04:12.280 --> 00:04:15.560]  兄弟姐妹,請問你在屬靈裏面
[00:04:15.560 --> 00:04:21.240]  有沒有夢想和目標?
[00:04:21.240 --> 00:04:25.120]  你希望自己成爲一個什麼樣的基督徒?
[00:04:25.120 --> 00:04:26.960]  在屬靈的方面
[00:04:26.960 --> 00:04:28.680]  人有我有
[00:04:28.680 --> 00:04:30.080]  事事淡淡
[00:04:30.080 --> 00:04:31.840]  你是屬於這種
[00:04:31.840 --> 00:04:35.120]  還是你希望是進步的?
[00:04:35.120 --> 00:04:37.440]  就是說你對自己有要求的
[00:04:37.440 --> 00:04:42.240]  你是希望上帝將來你可以得到基督的賞賜
[00:04:42.240 --> 00:04:43.680]  還是有一句話說
[00:04:43.680 --> 00:04:46.640]  我在天堂門口掃地都可以
[00:04:46.640 --> 00:04:48.920]  請問你是屬於哪種?
[00:04:48.920 --> 00:04:52.320]  如果你希望得到上主的賞賜
[00:04:52.320 --> 00:04:54.320]  我想請問
[00:04:54.320 --> 00:04:58.840]  你爲你自己的屬靈生命
[00:04:58.840 --> 00:05:01.240]  下了什麼功夫?
[00:05:01.240 --> 00:05:06.200]  今天講題是信心與決心
[00:05:06.200 --> 00:05:09.360]  我相信你的經文是非常熟悉的
[00:05:09.360 --> 00:05:11.640]  不過我們一起讀一次
[00:05:11.640 --> 00:05:16.280]  看看經文裏面你能不能找出信心和決心
[00:05:16.280 --> 00:05:17.960]  我們一起讀一次
[00:05:17.960 --> 00:05:19.200]  預備
[00:05:19.200 --> 00:05:20.440]  有一個女人
[00:05:20.440 --> 00:05:23.040]  患了十二年的血流
[00:05:23.040 --> 00:05:26.560]  在好些醫生手裏受了許多的苦
[00:05:26.560 --> 00:05:30.880]  又花盡了她所有的一點也不見好
[00:05:30.880 --> 00:05:33.360]  病逝反倒更重了
[00:05:33.360 --> 00:05:35.360]  她聽見耶穌的事
[00:05:35.360 --> 00:05:36.920]  就從後頭來
[00:05:36.920 --> 00:05:38.720]  站在衆人中間
[00:05:38.720 --> 00:05:40.440]  摸耶穌的衣裳
[00:05:40.440 --> 00:05:43.560]  意思說:我只摸她的衣裳
[00:05:43.560 --> 00:05:44.920]  就必痊癒
[00:05:44.920 --> 00:05:46.920]  於是她血流的源頭
[00:05:46.920 --> 00:05:48.280]  立刻幹了
[00:05:48.280 --> 00:05:52.000]  她便覺得身上的災病好了
[00:05:52.000 --> 00:05:54.800]  耶穌頓時覺得
[00:05:54.800 --> 00:05:56.680]  從自己身上出去
[00:05:56.680 --> 00:05:58.960]  就在衆人中間轉過來
[00:05:58.960 --> 00:06:01.320]  說:誰摸我的衣裳?
[00:06:01.320 --> 00:06:02.920]  門徒對她說
[00:06:02.920 --> 00:06:04.640]  你看衆人擁擠你
[00:06:04.640 --> 00:06:06.880]  還說:誰摸我嗎?
[00:06:06.880 --> 00:06:08.720]  耶穌周圍觀看
[00:06:08.720 --> 00:06:11.200]  要見做這事的女人
[00:06:11.200 --> 00:06:15.720]  那女人知道在自己身上所成的事
[00:06:15.720 --> 00:06:17.360]  就恐懼戰驚
[00:06:17.360 --> 00:06:19.840]  來福伏在耶穌跟前
[00:06:19.840 --> 00:06:22.800]  將實情全告訴她
[00:06:22.800 --> 00:06:24.280]  耶穌對她說
[00:06:24.280 --> 00:06:25.080]  女兒
[00:06:25.080 --> 00:06:26.920]  你的信救了你
[00:06:26.920 --> 00:06:29.960]  平平安安地回去吧
[00:06:29.960 --> 00:06:32.440]  你的災病痊癒了
[00:06:32.440 --> 00:06:36.320]  姐妹們,你們看到這個女人的信心和決心嗎?
[00:06:36.320 --> 00:06:37.960]  看到了吧?
[00:06:37.960 --> 00:06:40.960]  當中有幾個因素
[00:06:40.960 --> 00:06:42.400]  或者幾個重點
[00:06:42.400 --> 00:06:45.000]  我們一定要搞清楚
[00:06:45.000 --> 00:06:46.120]  因爲是和你
[00:06:46.120 --> 00:06:50.000]  和我的屬靈生命息息相關
[00:06:50.000 --> 00:06:51.600]  相信如果你搞清楚
[00:06:51.600 --> 00:06:53.480]  相信一定對你有幫助
[00:06:53.480 --> 00:06:55.760]  第一件事
[00:06:55.760 --> 00:07:00.160]  要懂得抓緊決定時刻
[00:07:00.160 --> 00:07:01.440]  這裏說有個女人
[00:07:01.440 --> 00:07:04.200]  混了十二年血流
[00:07:04.200 --> 00:07:05.760]  就是說
[00:07:05.760 --> 00:07:07.800]  是一個婦女的經血
[00:07:07.800 --> 00:07:09.200]  流量過多
[00:07:09.200 --> 00:07:12.200]  而且還是經常這樣流
[00:07:12.200 --> 00:07:13.880]  是很糟糕的
[00:07:13.880 --> 00:07:17.200]  一定影響健康
[00:07:17.200 --> 00:07:19.920]  她患了多少年這個病?
[00:07:19.920 --> 00:07:21.600]  十二年
[00:07:21.600 --> 00:07:22.920]  你可以想象
[00:07:22.920 --> 00:07:25.480]  十二年來這樣流發
[00:07:25.480 --> 00:07:28.960]  這個人的健康是怎樣的?
[00:07:28.960 --> 00:07:31.040]  一定在水底
[00:07:31.040 --> 00:07:33.320]  是很糟糕的
[00:07:33.320 --> 00:07:35.320]  一定是氣虛血弱
[00:07:35.320 --> 00:07:37.400]  飄着飄着
[00:07:37.400 --> 00:07:38.920]  另外一件事
[00:07:38.920 --> 00:07:40.480]  她是猶太人
[00:07:40.480 --> 00:07:42.240]  患了這一類病
[00:07:42.240 --> 00:07:46.320]  就會被撥歸那種叫做不潔症
[00:07:46.320 --> 00:07:48.120]  那不潔症的人
[00:07:48.120 --> 00:07:51.640]  就要怎樣?
[00:07:51.640 --> 00:07:53.640]  就要離羣
[00:07:53.640 --> 00:07:56.280]  你又不可以住在你家族那裏
[00:07:56.280 --> 00:07:59.000]  又不可以去店裏敬拜
[00:07:59.000 --> 00:08:00.200]  人家碰到你
[00:08:00.200 --> 00:08:02.640]  那個人都叫做不潔症
[00:08:02.640 --> 00:08:03.960]  那你想一想
[00:08:03.960 --> 00:08:09.440]  那她過什麼日子?
[00:08:09.440 --> 00:08:12.640]  潮州話叫做一支弓
[00:08:12.640 --> 00:08:14.520]  一支弓的日子
[00:08:14.520 --> 00:08:17.920]  十二年來是這樣的人生
[00:08:17.920 --> 00:08:19.880]  人們見到她都走開
[00:08:19.880 --> 00:08:21.920]  你可以想象
[00:08:21.920 --> 00:08:24.240]  她的人生真是孤苦伶仃
[00:08:24.240 --> 00:08:26.960]  而且健康差到不得了
[00:08:26.960 --> 00:08:28.040]  經文記載
[00:08:28.040 --> 00:08:32.520]  她在很多醫生手下受了很多
[00:08:32.520 --> 00:08:34.800]  苦啊原來,不是幫助,是苦啊
[00:08:34.800 --> 00:08:37.040]  又花光了所有的錢
[00:08:37.040 --> 00:08:39.520]  都不見好,還壞
[00:08:39.520 --> 00:08:41.600]  你可以看到這個婦女
[00:08:41.600 --> 00:08:46.800]  她面對着她什麼樣的光景的人生
[00:08:46.800 --> 00:08:49.640]  但是接着經文記載
[00:08:49.640 --> 00:08:51.760]  她聽到耶穌的事
[00:08:51.760 --> 00:08:53.200]  就怎樣?
[00:08:53.200 --> 00:08:56.280]  就從後頭來,集中在中間
[00:08:56.280 --> 00:08:58.080]  希望往耶穌見三
[00:08:58.080 --> 00:08:59.400]  我想請問你
[00:08:59.400 --> 00:09:01.240]  只是看這一句經文
[00:09:01.240 --> 00:09:05.200]  這個婦女對自己死心了沒有?
[00:09:05.200 --> 00:09:06.360]  當然沒有了
[00:09:06.360 --> 00:09:08.840]  如果死心了她就不找耶穌了
[00:09:08.840 --> 00:09:11.560]  這個人沒有死心
[00:09:11.560 --> 00:09:13.960]  可能她知道耶穌不是經常有空
[00:09:13.960 --> 00:09:15.360]  走過她附近
[00:09:15.360 --> 00:09:17.720]  所以她就把握了這個機會
[00:09:17.720 --> 00:09:19.800]  她抓緊了一個決定的時刻
[00:09:19.800 --> 00:09:23.480]  她真的去找耶穌
[00:09:23.480 --> 00:09:24.520]  親姐妹
[00:09:24.520 --> 00:09:26.280]  我們是不是這樣?
[00:09:26.280 --> 00:09:28.560]  我們是不是抓緊了決定的時刻?
[00:09:28.560 --> 00:09:30.240]  在找耶穌
[00:09:30.240 --> 00:09:34.360]  我以前國內的宗教政策還沒那麼緊的時候
[00:09:34.360 --> 00:09:38.040]  我都經常去國內做一些探訪
[00:09:38.040 --> 00:09:39.920]  扶貧作學類似的
[00:09:39.920 --> 00:09:43.680]  有一次就去到國內一個地方
[00:09:43.680 --> 00:09:46.320]  認識了一個大學生
[00:09:46.320 --> 00:09:48.840]  這個大學生的成績很標青
[00:09:48.840 --> 00:09:51.560]  他都還沒大學畢業
[00:09:51.560 --> 00:09:55.120]  那些國家級的機構已經想着羅織他了
[00:09:55.120 --> 00:09:57.440]  即將來那裏打工
[00:09:57.440 --> 00:10:00.440]  他很好奇
[00:10:00.440 --> 00:10:04.880]  我們一羣基督徒爲什麼又坐飛機又轉車
[00:10:04.880 --> 00:10:07.640]  又去那些窮鄉僻壤
[00:10:07.640 --> 00:10:13.360]  做了他心裏認爲那些貼錢買爛售的工作
[00:10:13.360 --> 00:10:14.880]  即是我們沒有收益
[00:10:14.880 --> 00:10:16.600]  純粹是付出而已
[00:10:16.600 --> 00:10:17.720]  他就不是很明白
[00:10:17.720 --> 00:10:18.840]  所以他問我
[00:10:18.840 --> 00:10:21.000]  他問我當然回答
[00:10:21.000 --> 00:10:22.600]  我不是犯法
[00:10:22.600 --> 00:10:23.800]  於是我們告訴他
[00:10:23.800 --> 00:10:25.400]  因爲耶穌基督的愛
[00:10:25.400 --> 00:10:26.720]  激勵了我們
[00:10:26.720 --> 00:10:28.040]  我們就來了
[00:10:28.040 --> 00:10:30.400]  於是這個人就更加不明白
[00:10:30.400 --> 00:10:33.240]  什麼什麼什麼耶穌
[00:10:33.240 --> 00:10:34.800]  只是故事人物而已
[00:10:34.800 --> 00:10:35.760]  虛構而已
[00:10:35.760 --> 00:10:37.720]  類似郭靖黃蓉
[00:10:37.720 --> 00:10:39.840]  你會不會爲了郭靖黃蓉
[00:10:39.840 --> 00:10:41.680]  走去這裏那裏
[00:10:41.680 --> 00:10:43.280]  當然不會了
[00:10:43.280 --> 00:10:44.840]  他就搞不明白這件事
[00:10:44.840 --> 00:10:45.480]  他問
[00:10:45.480 --> 00:10:47.040]  那我們就回答
[00:10:47.040 --> 00:10:48.760]  於是就有答案
[00:10:48.760 --> 00:10:50.080]  就是揭下聖經
[00:10:50.080 --> 00:10:51.400]  不如你每一天來
[00:10:51.400 --> 00:10:52.880]  我們給你揭下聖經
[00:10:52.880 --> 00:10:54.160]  看看搞清楚
[00:10:54.160 --> 00:10:57.720]  耶穌基督到底是真的還是假的
[00:10:57.720 --> 00:10:58.720]  他說好
[00:10:58.720 --> 00:11:00.120]  於是他每一天
[00:11:00.120 --> 00:11:01.560]  放了學之後
[00:11:01.560 --> 00:11:02.080]  他就來
[00:11:02.080 --> 00:11:03.440]  我們給他查聖經
[00:11:03.440 --> 00:11:05.960]  查了兩天
[00:11:05.960 --> 00:11:07.640]  他接着就說
[00:11:07.640 --> 00:11:10.560]  我可不可以中午都過來
[00:11:10.560 --> 00:11:11.440]  那當然可以
[00:11:11.440 --> 00:11:12.240]  中午你喫飯
[00:11:12.240 --> 00:11:14.120]  那我可以不喫都可以
[00:11:14.120 --> 00:11:15.840]  他中午飯都不喫
[00:11:15.840 --> 00:11:17.920]  過來變成一天兩次
[00:11:17.920 --> 00:11:22.480]  接着七天之後
[00:11:22.480 --> 00:11:24.240]  他信了耶穌
[00:11:24.240 --> 00:11:26.360]  他說決定信耶穌
[00:11:26.360 --> 00:11:29.160]  那決定信耶穌好不好啊
[00:11:29.160 --> 00:11:31.600]  那就帶他去祈禱了
[00:11:31.600 --> 00:11:34.640]  但是他接着就回答了一句話
[00:11:34.640 --> 00:11:36.480]  我很想像你們一樣
[00:11:36.480 --> 00:11:38.880]  堂堂正正信耶穌
[00:11:38.880 --> 00:11:41.360]  你明不明白這句話是什麼意思
[00:11:41.360 --> 00:11:44.160]  就是他不想隱藏他的身份
[00:11:44.160 --> 00:11:45.920]  他信耶穌可以
[00:11:45.920 --> 00:11:48.840]  信到全世界都不知道他信了耶穌
[00:11:48.840 --> 00:11:50.280]  這樣都可以
[00:11:50.280 --> 00:11:51.360]  但是他不想這樣做
[00:11:51.360 --> 00:11:52.920]  他想像你們一樣
[00:11:52.920 --> 00:11:54.800]  堂堂正正做基督徒
[00:11:54.800 --> 00:11:59.040]  意思就是他想將他的基督徒身份曝光
[00:11:59.040 --> 00:12:02.880]  你在美國曝光基督徒身份沒什麼
[00:12:02.880 --> 00:12:04.840]  但是他在國內
[00:12:04.840 --> 00:12:07.680]  還要那些國家級機構想羅織他
[00:12:07.680 --> 00:12:10.240]  如果這樣曝光的話
[00:12:10.240 --> 00:12:14.680]  那人家就可能會不請他
[00:12:14.680 --> 00:12:17.120]  請問對他的前途有沒有影響
[00:12:17.120 --> 00:12:18.920]  當然有影響
[00:12:18.920 --> 00:12:22.200]  但是他決定這樣做
[00:12:22.200 --> 00:12:24.360]  我們問他爲什麼
[00:12:24.360 --> 00:12:26.120]  他告訴我們
[00:12:26.120 --> 00:12:29.080]  他說這是一個很重要的機遇
[00:12:29.080 --> 00:12:32.360]  如果他錯過了的話
[00:12:32.360 --> 00:12:34.720]  他不知道他這一生這一世
[00:12:34.720 --> 00:12:36.760]  還有沒有這樣的機會
[00:12:36.760 --> 00:12:39.920]  所以他覺得機不可失
[00:12:39.920 --> 00:12:40.960]  兄弟姐妹
[00:12:40.960 --> 00:12:42.320]  我覺得這個男子
[00:12:42.320 --> 00:12:45.760]  直接是在走決定時刻
[00:12:45.760 --> 00:12:48.480]  他有沒有決心
[00:12:48.480 --> 00:12:49.840]  他有沒有行動
[00:12:49.840 --> 00:12:51.720]  哎呀
[00:12:51.720 --> 00:12:54.200]  他就好像這個血流賦人一樣
[00:12:54.200 --> 00:12:55.400]  在找着時機
[00:12:55.400 --> 00:12:57.160]  多大都不放手
[00:12:57.160 --> 00:12:58.560]  兄弟姐妹
[00:12:58.560 --> 00:13:02.360]  成事的關鍵往往跟我們的信心
[00:13:02.360 --> 00:13:04.080]  和決心有關
[00:13:04.080 --> 00:13:06.600]  現在我們是信耶穌的
[00:13:06.600 --> 00:13:10.080]  在座有沒有沒信耶穌的新朋友
[00:13:10.080 --> 00:13:10.960]  可能有的
[00:13:10.960 --> 00:13:13.000]  你不用告訴我
[00:13:13.000 --> 00:13:14.880]  但是大部分都是基督徒
[00:13:14.880 --> 00:13:17.040]  我們信了耶穌的我們
[00:13:17.040 --> 00:13:19.800]  你覺得
[00:13:19.800 --> 00:13:22.360]  你現在進步得怎麼樣
[00:13:22.360 --> 00:13:25.040]  因爲我親眼見過很多的基督徒
[00:13:25.040 --> 00:13:26.160]  他信了耶穌
[00:13:26.160 --> 00:13:29.800]  他的信仰就好像畫了記號一樣
[00:13:29.800 --> 00:13:31.960]  聖經又不多看
[00:13:31.960 --> 00:13:34.080]  祈禱又很少祈禱
[00:13:34.080 --> 00:13:35.440]  默想就是靈脩
[00:13:35.440 --> 00:13:38.400]  靈脩就是
[00:13:38.400 --> 00:13:39.320]  靈
[00:13:39.320 --> 00:13:41.320]  修就是把聖經摺起來
[00:13:41.320 --> 00:13:41.840]  修
[00:13:41.840 --> 00:13:43.440]  拜拜
[00:13:43.440 --> 00:13:45.000]  兄弟姐妹
[00:13:45.000 --> 00:13:47.840]  你今天有時候我們要想
[00:13:47.840 --> 00:13:50.480]  我們今天我們的自己
[00:13:50.480 --> 00:13:55.840]  我們是處在一個什麼的光景裏面呢
[00:13:55.840 --> 00:13:58.320]  你是處在那種
[00:13:58.320 --> 00:14:02.720]  屬靈生命非常之進步的當中
[00:14:02.720 --> 00:14:04.440]  還是那種叫做
[00:14:04.440 --> 00:14:06.880]  死下死下那種
[00:14:06.880 --> 00:14:08.360]  兄弟姐妹我們要謹記一樣東西
[00:14:08.360 --> 00:14:10.120]  成事的關鍵
[00:14:10.120 --> 00:14:11.880]  是跟我們的信心
[00:14:11.880 --> 00:14:13.040]  和決心
[00:14:13.040 --> 00:14:14.640]  很有關係的
[00:14:14.640 --> 00:14:16.600]  你想成爲一個什麼樣的基督徒
[00:14:16.600 --> 00:14:19.200]  就看你的信心和決心
[00:14:19.200 --> 00:14:21.720]  這個患血流的婦女
[00:14:21.720 --> 00:14:23.920]  她抓緊了決定時刻
[00:14:23.920 --> 00:14:25.800]  影響了她一輩子
[00:14:25.800 --> 00:14:27.400]  不單止是這樣
[00:14:27.400 --> 00:14:30.000]  她除了懂得抓緊時機之外
[00:14:30.000 --> 00:14:31.760]  她還有一個重點
[00:14:31.760 --> 00:14:34.600]  就是她絕對不是隻有一個港字
[00:14:34.600 --> 00:14:36.360]  她聽到耶穌的事
[00:14:36.360 --> 00:14:38.160]  她就從後面來
[00:14:38.160 --> 00:14:39.680]  就站在衆人中間
[00:14:39.680 --> 00:14:41.520]  摸耶穌的衣服
[00:14:41.520 --> 00:14:43.560]  兄弟姐妹你有沒有上過主一學
[00:14:43.560 --> 00:14:46.360]  有沒有解過這字經文啊
[00:14:46.360 --> 00:14:48.240]  爲什麼不是從前頭來
[00:14:48.240 --> 00:14:50.000]  哈耶穌我在這裏
[00:14:50.000 --> 00:14:52.520]  請你幫幫我
[00:14:52.520 --> 00:14:55.560]  爲什麼從後頭來
[00:14:55.560 --> 00:14:58.720]  大家知不知道啊
[00:14:58.720 --> 00:15:00.360]  喂
[00:15:00.360 --> 00:15:02.680]  不要用不辯認萬辯對着我
[00:15:02.680 --> 00:15:04.240]  一動都不動
[00:15:04.240 --> 00:15:05.560]  一是知一是不知
[00:15:05.560 --> 00:15:09.440]  爲什麼
[00:15:09.440 --> 00:15:11.840]  大家記不記得他患什麼病
[00:15:11.840 --> 00:15:13.200]  血流病
[00:15:13.200 --> 00:15:14.880]  被視爲不潔的嗎
[00:15:14.880 --> 00:15:17.680]  可不可以夾在衆人中間
[00:15:17.680 --> 00:15:19.160]  可不可以啊
[00:15:19.160 --> 00:15:19.760]  你好啊
[00:15:19.760 --> 00:15:21.160]  我想找耶穌
[00:15:21.160 --> 00:15:21.960]  請借一借名
[00:15:21.960 --> 00:15:24.160]  不行的
[00:15:24.160 --> 00:15:25.800]  別人會拋走他的
[00:15:25.800 --> 00:15:26.760]  如果他強行離開
[00:15:26.760 --> 00:15:28.400]  別人可以用石頭扔他
[00:15:28.400 --> 00:15:29.600]  你明不明白
[00:15:29.600 --> 00:15:30.720]  所以兄弟姐妹
[00:15:30.720 --> 00:15:31.960]  他在後頭來
[00:15:31.960 --> 00:15:35.560]  我相信他是按照猶太婦女的傳統
[00:15:35.560 --> 00:15:38.560]  就是有一塊大布
[00:15:38.560 --> 00:15:40.120]  壓着自己的頭
[00:15:40.120 --> 00:15:42.520]  然後就夾夾夾夾夾夾
[00:15:42.520 --> 00:15:45.200]  走去找耶穌
[00:15:45.200 --> 00:15:47.360]  兄弟姐妹
[00:15:47.360 --> 00:15:50.120]  他根本不可以在前頭來
[00:15:50.120 --> 00:15:52.960]  他一定要在後面來
[00:15:52.960 --> 00:15:55.560]  那你就上一上吧
[00:15:55.560 --> 00:15:58.320]  但是他的健康是怎樣
[00:15:58.320 --> 00:16:00.280]  很弱的
[00:16:00.280 --> 00:16:02.240]  很輕的
[00:16:02.240 --> 00:16:05.480]  但是圍繞着耶穌的那些是什麼人
[00:16:05.480 --> 00:16:10.120]  絕大多數都是那些叫大男人
[00:16:10.120 --> 00:16:11.360]  你明不明白
[00:16:11.360 --> 00:16:13.320]  他要死夾爛夾
[00:16:13.320 --> 00:16:14.480]  死撕爛撕
[00:16:14.480 --> 00:16:15.760]  死撥爛撥
[00:16:15.760 --> 00:16:19.840]  在後面可以夾到前面
[00:16:19.840 --> 00:16:21.720]  耶穌不是跟從者
[00:16:21.720 --> 00:16:23.240]  只有十二門徒
[00:16:23.240 --> 00:16:24.240]  你明不明白
[00:16:24.240 --> 00:16:26.760]  耶穌當時是風頭等
[00:16:26.760 --> 00:16:29.800]  所以很多人在他旁邊
[00:16:29.800 --> 00:16:32.360]  但是這個婦女出盡力量
[00:16:32.360 --> 00:16:34.680]  他不是隻有講字
[00:16:34.680 --> 00:16:36.600]  真的會在耶穌旁邊
[00:16:36.600 --> 00:16:42.240]  她覺得自己的災病好了
[00:16:42.240 --> 00:16:47.000]  連耶穌都覺得有力量在他身上出去了
[00:16:47.000 --> 00:16:49.160]  於是耶穌就轉過來了
[00:16:49.160 --> 00:16:51.200]  我們看回第31節
[00:16:51.200 --> 00:16:52.560]  耶穌轉過來
[00:16:52.560 --> 00:16:55.160]  想找出碰到他的那個人
[00:16:55.160 --> 00:16:56.560]  那門徒就跟他說
[00:16:56.560 --> 00:16:57.600]  哇 你看
[00:16:57.600 --> 00:16:58.880]  那些人這樣夾着你
[00:16:58.880 --> 00:17:00.160]  你還說是誰摸我
[00:17:00.160 --> 00:17:01.840]  意思是什麼
[00:17:01.840 --> 00:17:04.480]  多不多人碰到耶穌啊
[00:17:04.480 --> 00:17:06.440]  一整村人都碰到耶穌了
[00:17:06.440 --> 00:17:07.720]  那麼多人圍着他
[00:17:07.720 --> 00:17:09.040]  比如你是耶穌
[00:17:09.040 --> 00:17:11.840]  哇 整個Crossbone Church都圍着你
[00:17:11.840 --> 00:17:13.040]  夾啊夾啊夾
