
[00:00:00.000 --> 00:00:04.260]  保羅在他人生的晚年
[00:02:08.340 --> 00:02:10.040]  如果每一個活在群體當中的人
[00:02:10.040 --> 00:02:11.540]  都是為自己的利益
[00:02:11.540 --> 00:02:15.840]  自己的夢想的成就而去生活的時候
[00:02:15.840 --> 00:02:21.640]  整個群體就會好像一盤散沙一樣
[00:02:21.640 --> 00:02:23.540]  不需要特別說什麼撕裂
[00:02:23.540 --> 00:02:26.640]  已經是散沙入盤
[00:02:26.640 --> 00:02:28.740]  但如果我們每一個人都願意
[00:02:28.740 --> 00:02:31.740]  讓聖靈去引導生命的時候
[00:02:31.740 --> 00:02:35.440]  我們相信聖靈就是將我們眾人去結連
[00:02:35.440 --> 00:02:41.340]  讓我們能夠彼此扶持幫助
[00:02:41.340 --> 00:02:44.440]  人類的成長本身都是由一個依賴的狀態
[00:02:44.440 --> 00:02:49.240]  去獨立而去到一個所謂彼此的依靠的狀態
[00:02:49.240 --> 00:02:52.740]  但今天 社會的文化
[00:02:52.740 --> 00:02:56.740]  好像錯誤地去強調了某部份的生命的狀態
[00:02:56.740 --> 00:03:00.540]  以致很容易我們將這種
[00:03:00.540 --> 00:03:05.540]  不健康的 不是最理想的生命的形態
[00:03:05.540 --> 00:03:07.940]  帶入了教會 帶入了信仰的時候
[00:03:07.940 --> 00:03:14.340]  就形成了很多很多教會的合一的問題
[00:03:14.340 --> 00:03:18.940]  很多很多相交建立不足的問題
[00:03:18.940 --> 00:03:22.340]  保羅在這裡強調
[00:03:22.340 --> 00:03:27.540]  他說 我以你們的信心為貢獻的祭物
[00:03:27.540 --> 00:03:31.540]  我若被曉奠在其上 也是喜樂
[00:03:31.540 --> 00:03:34.840]  並且與你們眾人一同喜樂
[00:03:34.840 --> 00:03:38.140]  你們也要照樣喜樂
[00:03:38.140 --> 00:03:40.540]  並且與我一同喜樂
[00:03:40.540 --> 00:03:44.640]  不知道大家是否明白那種喜樂是什麼一回事
[00:03:44.640 --> 00:03:48.340]  什麼叫曉奠其上呢
[00:03:48.340 --> 00:03:51.140]  原來曉奠這兩個字
[00:03:51.140 --> 00:03:54.440]  是指一個叫做奠祭
[00:03:54.440 --> 00:03:58.140]  中國人去拜神都很多時候會做的
[00:03:58.140 --> 00:04:02.140]  但因為我們拜神的過程不是跟希伯來人一樣
[00:04:02.140 --> 00:04:04.240]  他們是獻祭的時候
[00:04:04.240 --> 00:04:08.440]  在舊約有五個基本的祭
[00:04:08.440 --> 00:04:11.940]  在五個基本的祭之外 還有這個奠祭
[00:04:11.940 --> 00:04:16.840]  就是將這些酒灑在這個祭物的身上
[00:04:16.840 --> 00:04:21.140]  這個祭品被焚燒的時候 再灑上酒的時候
[00:04:21.140 --> 00:04:25.740]  你就會突然間看到一堆的火
[00:04:25.740 --> 00:04:26.540]  噗一聲
[00:04:26.540 --> 00:04:29.140]  就好像有時候你在西餐廳看到的
[00:04:29.140 --> 00:04:33.440]  什麼火焰扒 火焰煮食的方法
[00:04:33.440 --> 00:04:35.040]  看到那些火在那裡
[00:04:35.040 --> 00:04:39.240]  令到那件祭物本身好像突然間
[00:04:39.240 --> 00:04:41.040]  很有力量 很有榮耀
[00:04:41.040 --> 00:04:45.540]  將那種火焰更加提升出來一樣
[00:04:45.540 --> 00:04:49.840]  保羅作為神的功人
[00:04:49.840 --> 00:04:52.340]  他很強調這件事
[00:04:52.340 --> 00:04:55.540]  我們要將自己的生命
[00:04:55.540 --> 00:04:58.240]  特別是一個已經接近最成熟
[00:04:58.240 --> 00:05:01.340]  甚至去到終局狀態的生命的時候
[00:05:01.340 --> 00:05:05.640]  他的期盼不是再看自己生命的成就
[00:05:05.640 --> 00:05:10.140]  他的期盼是將自己生命最後的點滴
[00:05:10.140 --> 00:05:11.840]  去貢獻 去祝福
[00:05:11.840 --> 00:05:14.340]  去讓其他的信徒
[00:05:14.340 --> 00:05:18.640]  他的信心 他的獻上 他的侍奉
[00:05:18.640 --> 00:05:23.940]  是被光照起來 是被豐富起來
[00:05:23.940 --> 00:05:31.340]  頂智妹 這個就是曉澱的意思
[00:05:31.340 --> 00:05:34.240]  有人這樣翻譯十七節
[00:05:34.240 --> 00:05:38.240]  我被曉澱在你們信心的祭物和侍奉上
[00:05:38.240 --> 00:05:39.940]  也是喜樂
[00:05:39.940 --> 00:05:43.940]  原來使別人的侍奉 別人的信心 別人的獻上
[00:05:43.940 --> 00:05:46.940]  更加榮耀 更加光輝
[00:05:46.940 --> 00:05:49.540]  是一種喜悅
[00:05:49.540 --> 00:05:51.340]  我們有沒有這種的喜樂
[00:05:51.340 --> 00:05:53.540]  有沒有這種的開心呢
[00:05:53.540 --> 00:05:57.140]  如果你是一個師父 你是一個父母親
[00:05:57.140 --> 00:05:58.640]  你都會感受到
[00:05:58.640 --> 00:06:00.640]  如果你能夠將你的生命
[00:06:00.640 --> 00:06:02.240]  其實貢獻在下一代
[00:06:02.240 --> 00:06:04.640]  讓他們更加成功
[00:06:04.640 --> 00:06:06.840]  當然這個成功不是世界的成功
[00:06:06.840 --> 00:06:10.240]  是更加成功的走在神的心意裡面
[00:06:10.240 --> 00:06:12.840]  能夠將神託付給他照命
[00:06:12.840 --> 00:06:15.340]  信心的建立越來越指向神
[00:06:15.340 --> 00:06:16.740]  越來越對準神
[00:06:16.740 --> 00:06:20.540]  越來越曉得去榮神益人的時候
[00:06:20.540 --> 00:06:24.140]  心裡面那份滿足 老懷安慰
[00:06:24.140 --> 00:06:29.240]  就會很大 很開心
[00:06:29.240 --> 00:06:32.740]  弟兄姊妹 這個不只是老人家應該獨享的
[00:06:32.740 --> 00:06:34.440]  這個是需要每個弟兄姊妹
[00:06:34.440 --> 00:06:35.640]  無論你在哪個年紀
[00:06:35.640 --> 00:06:37.740]  你就要開始建立這種信念
[00:06:37.740 --> 00:06:40.240]  這種生命的態度
[00:06:40.240 --> 00:06:42.940]  一方面 要知道
[00:06:42.940 --> 00:06:45.440]  今天你的侍奉
[00:06:45.440 --> 00:06:48.440]  是有很多人曾經將他們的生命
[00:06:48.440 --> 00:06:51.140]  曉奠在你的生命上面
[00:06:51.140 --> 00:06:53.340]  讓你去成長
[00:06:53.340 --> 00:06:55.440]  讓你有機會去成功
[00:06:55.440 --> 00:06:57.840]  讓你有機會更多的
[00:06:57.840 --> 00:07:02.440]  將神給你的恩賜能力發揮出來
[00:07:02.440 --> 00:07:05.640]  同樣的 當你成熟一點的人
[00:07:05.640 --> 00:07:06.740]  多走幾步的時候
[00:07:06.740 --> 00:07:07.940]  我們開始要照顧
[00:07:07.940 --> 00:07:09.940]  屬靈的下一代的時候
[00:07:09.940 --> 00:07:12.340]  我們有沒有這種曉奠的態度呢
[00:07:12.340 --> 00:07:14.440]  我們有沒有這種的
[00:07:14.440 --> 00:07:21.040]  毀身在別人的侍奉成長成功的事上呢
[00:07:21.040 --> 00:07:23.340]  當我看這段經文
[00:07:23.340 --> 00:07:26.240]  看到這個圖畫的時候
[00:07:26.240 --> 00:07:31.940]  神就讓我想起中國有兩種的體育教練
[00:07:31.940 --> 00:07:33.940]  其中兩種
[00:07:33.940 --> 00:07:35.940]  浮現在我腦海裡面
[00:07:35.940 --> 00:07:38.540]  很多年前 可能也說了十幾二十年前
[00:07:38.540 --> 00:07:44.440]  不知道大家有沒有聽過中國長跑有馬家軍
[00:07:44.440 --> 00:07:47.040]  你聽到馬家軍 你明不明白
[00:07:47.040 --> 00:07:48.740]  教練當然姓馬
[00:07:48.740 --> 00:07:51.340]  不會姓葉
[00:07:51.340 --> 00:07:53.540]  是很高調
[00:07:53.540 --> 00:07:55.740]  他的侍奉
[00:07:55.740 --> 00:07:57.240]  他的訓練方式
[00:07:57.240 --> 00:07:58.540]  是很有效的
[00:07:58.540 --> 00:08:01.240]  去訓練到各省級
[00:08:01.240 --> 00:08:07.640]  各家級 甚至亞洲級的長跑冠軍出來
[00:08:07.640 --> 00:08:09.340]  這個教練
[00:08:09.340 --> 00:08:11.540]  他的心態是什麼呢
[00:08:11.540 --> 00:08:13.640]  這個教練的心態
[00:08:13.640 --> 00:08:16.240]  是要用運動員
[00:08:16.240 --> 00:08:19.940]  成為他的成功
[00:08:19.940 --> 00:08:22.140]  明白嗎
[00:08:22.140 --> 00:08:24.840]  他要建立的不是這些運動員
[00:08:24.840 --> 00:08:28.840]  他要建立的是他的成功
[00:08:28.840 --> 00:08:31.540]  好像中國人古代的言語說
[00:08:31.540 --> 00:08:36.140]  是那些所謂一將功成萬骨枯的領袖
[00:08:36.140 --> 00:08:39.140]  所以他去推動這些運動員訓練的時候
[00:08:39.140 --> 00:08:40.940]  魔鬼式的訓練
[00:08:40.940 --> 00:08:43.840]  令他們不斷的突破
[00:08:43.840 --> 00:08:45.540]  甚至有些教練用禁藥
[00:08:45.540 --> 00:08:48.140]  他們好像喝了什麼特殊的湯
[00:08:48.140 --> 00:08:50.040]  令他們的體力提升
[00:08:50.040 --> 00:08:52.340]  血的大量能力提升
[00:08:52.340 --> 00:08:54.740]  總之是藥檢驗不出的東西
[00:08:54.740 --> 00:08:56.040]  去跑
[00:08:56.040 --> 00:08:57.740]  忍住痛去跑
[00:08:57.740 --> 00:09:00.640]  超越人的極限去跑
[00:09:00.640 --> 00:09:03.140]  當然現在這個跑步熱潮
[00:09:03.140 --> 00:09:05.240]  在全世界
[00:09:05.240 --> 00:09:07.440]  當然不會去到那個水平
[00:09:07.440 --> 00:09:09.940]  後來我記得我看了一段紀錄片
[00:09:09.940 --> 00:09:11.940]  是講馬瓜軍一個
[00:09:11.940 --> 00:09:16.340]  半軍級的女跑手
[00:09:16.340 --> 00:09:18.640]  退役之後幾年
[00:09:18.640 --> 00:09:20.440]  你知不知道她怎樣
[00:09:20.440 --> 00:09:23.340]  從此之後殘廢
[00:09:23.340 --> 00:09:26.640]  因為她的關節過度磨損
[00:09:26.640 --> 00:09:29.940]  她的筋肌過度的損傷
[00:09:29.940 --> 00:09:31.640]  無法復原
[00:09:31.640 --> 00:09:33.440]  她拿著一堆獎牌
[00:09:33.440 --> 00:09:36.240]  我說拿出去賣也沒人要
[00:09:36.240 --> 00:09:37.740]  不值錢
[00:09:37.740 --> 00:09:40.240]  她說我這一輩子都不會讓我的小朋友
[00:09:40.240 --> 00:09:41.640]  去跑長跑
[00:09:41.640 --> 00:09:44.040]  去參加這些比賽
[00:09:44.040 --> 00:09:47.740]  我人生被這些獎牌摧毀了
[00:09:47.740 --> 00:09:50.140]  其實她人生更大的摧毀
[00:09:50.140 --> 00:09:52.240]  是因為她跟錯了一個
[00:09:52.240 --> 00:09:56.740]  自私自利的教練
[00:09:56.740 --> 00:09:58.140]  頂姐妹
[00:09:58.140 --> 00:09:59.940]  其實我們每一個人都是領袖
[00:09:59.940 --> 00:10:03.740]  我們每一個人都是人生命的教練
[00:10:03.740 --> 00:10:05.340]  至少
[00:10:05.340 --> 00:10:09.240]  通常可能是我們自己的家人
[00:10:09.240 --> 00:10:11.240]  弟弟妹妹
[00:10:11.240 --> 00:10:14.340]  或者自己的兒女的生命教練
[00:10:14.340 --> 00:10:17.840]  或者是我們屬靈的子女的生命教練
[00:10:17.840 --> 00:10:20.940]  究竟今天我們的侍奉
[00:10:20.940 --> 00:10:23.940]  當我們做這些人的教練
[00:10:23.940 --> 00:10:26.840]  生命的教練的時候
[00:10:26.840 --> 00:10:29.940]  我是用這些服侍來滿足自己
[00:10:29.940 --> 00:10:31.340]  肯定自己的能力
[00:10:31.340 --> 00:10:33.540]  肯定自己的價值
[00:10:33.540 --> 00:10:39.040]  抑或我們是毀身在他們的成功裡面
[00:10:39.040 --> 00:10:42.440]  接著我也想起另一個教練
[00:10:42.440 --> 00:10:43.440]  不過我忘記了他的名字
[00:10:43.440 --> 00:10:45.240]  我沒有刻意去查
[00:10:45.240 --> 00:10:47.740]  大家都認識劉翔
[00:10:47.740 --> 00:10:49.840]  出不出名
[00:10:49.840 --> 00:10:51.540]  很出名
[00:10:51.540 --> 00:10:53.040]  他教練呢 出不出名
[00:10:53.040 --> 00:10:53.640]  其實很出名
[00:10:53.640 --> 00:10:56.640]  不過我們不是很多頂姐妹知道他的名字
[00:10:56.640 --> 00:10:59.640]  因為他相對地低調
[00:10:59.640 --> 00:11:02.140]  他看劉翔的成功
[00:11:02.140 --> 00:11:04.440]  就是他的成功
[00:11:04.440 --> 00:11:06.840]  他沒有藉著劉翔
[00:11:06.840 --> 00:11:09.640]  將自己的事業一直推上更大的高峰
[00:11:09.640 --> 00:11:10.740]  更大的成就
[00:11:10.740 --> 00:11:12.540]  去滿足自己
[00:11:12.540 --> 00:11:14.540]  所以當劉翔受傷的時候
[00:11:14.540 --> 00:11:16.440]  他會不會繼續逼他跑
[00:11:16.440 --> 00:11:17.440]  不會
[00:11:17.440 --> 00:11:19.240]  他送他去看醫生
[00:11:19.240 --> 00:11:20.940]  送他去接受治療
[00:11:20.940 --> 00:11:22.940]  不逼他在兩年裡面
[00:11:22.940 --> 00:11:25.240]  拿了所有世界的冠軍
[00:11:25.240 --> 00:11:27.440]  將自己作為一個最厲害的
[00:11:27.440 --> 00:11:30.840]  110米高欄的一個教練
[00:11:30.840 --> 00:11:32.940]  推到最高
[00:11:32.940 --> 00:11:34.240]  去拿到這個榮譽
[00:11:34.240 --> 00:11:35.240]  他看的
[00:11:35.240 --> 00:11:38.940]  是怎樣令到劉翔在他
[00:11:38.940 --> 00:11:40.440]  彷彿都好像是人生照明
[00:11:40.440 --> 00:11:48.440]  作為一個110米的一個特殊級的一個運動員
[00:11:48.440 --> 00:11:51.040]  延長 盡量希望延長他
[00:11:51.040 --> 00:11:54.140]  那個能夠輝煌的生命
[00:11:54.140 --> 00:11:56.240]  不是為自己
[00:11:56.240 --> 00:11:59.540]  是為他所訓練的人
[00:11:59.540 --> 00:12:04.040]  這種就是一種曉澱的生態
[00:12:04.040 --> 00:12:06.940]  有些熟齡的長輩
[00:12:06.940 --> 00:12:10.440]  勉勵我們每個弟兄姊妹
[00:12:10.440 --> 00:12:11.440]  我們最重要的侍奉
[00:12:11.440 --> 00:12:15.640]  未必是在教會有崗位的侍奉
[00:12:15.640 --> 00:12:17.140]  我們最重要的侍奉
[00:12:17.140 --> 00:12:20.440]  是在我們生活裡面的侍奉
[00:12:20.440 --> 00:12:23.340]  但無論是在教會有崗位的侍奉
[00:12:23.340 --> 00:12:27.340]  在生活裡面好像沒有明確崗位的侍奉也好
[00:12:27.340 --> 00:12:29.740]  弟兄姊妹你要作主的工人
[00:12:29.740 --> 00:12:32.240]  你一定要帶著一個
[00:12:32.240 --> 00:12:34.540]  曉澱的生命的態度
[00:12:34.540 --> 00:12:36.340]  來做主的工人
[00:12:36.340 --> 00:12:39.540]  否則你的侍奉將會落空
[00:12:39.540 --> 00:12:40.540]  你的侍奉的價值
[00:12:40.540 --> 00:12:42.340]  只是在乎滿足自己
[00:12:42.340 --> 00:12:44.140]  甚至成為了撒旦
[00:12:44.140 --> 00:12:45.940]  去傷害自己
[00:12:45.940 --> 00:12:48.840]  傷害別人的一個踏腳石
[00:12:48.840 --> 00:12:49.740]  所以弟兄姊妹
[00:12:49.740 --> 00:12:51.540]  曉澱的生命
[00:12:51.540 --> 00:12:53.140]  曉澱的生命的態度
[00:12:53.140 --> 00:12:57.140]  是必須要我們緊緊的捉實
[00:12:57.140 --> 00:12:59.740]  如果你侍奉只是為了滿足自己
[00:12:59.740 --> 00:13:02.140]  去肯定自己的時候
[00:13:02.140 --> 00:13:04.140]  請你安靜下來
[00:13:04.140 --> 00:13:06.140]  去求問神
[00:13:06.140 --> 00:13:07.140]  去悔改
[00:13:07.140 --> 00:13:10.440]  去調整自己的態度
[00:13:10.440 --> 00:13:12.140]  保羅告訴我們
[00:13:12.140 --> 00:13:14.340]  我們要去侍奉
[00:13:14.340 --> 00:13:15.340]  但我們侍奉
[00:13:15.340 --> 00:13:17.340]  不是為了要肯定自己的能力
[00:13:17.340 --> 00:13:19.840]  不是為了要肯定自己的價值
[00:13:19.840 --> 00:13:22.840]  是為了讓神得到榮耀
[00:13:22.840 --> 00:13:25.340]  讓人得到生命的建立
[00:13:25.340 --> 00:13:27.540]  不斷的要放下自己
[00:13:27.540 --> 00:13:30.340]  去成就別人
[00:13:30.340 --> 00:13:32.740]  在西北小組教會很強調
[00:13:32.740 --> 00:13:34.840]  經常在口邊說
[00:13:34.840 --> 00:13:36.740]  在小組裡面說
[00:13:36.740 --> 00:13:39.940]  小組不是一個層壓式的銷售
[00:13:39.940 --> 00:13:42.340]  去爭取成就的
[00:13:42.340 --> 00:13:46.340]  令到教會增長的一個工具
[00:13:46.340 --> 00:13:49.840]  我們看西北小組教會的組織
[00:13:49.840 --> 00:13:53.340]  很多時候看就是一個金字塔
[00:13:53.340 --> 00:13:55.840]  就是最高領導人
[00:13:55.840 --> 00:13:57.840]  去指示下一層領袖
[00:13:57.840 --> 00:13:59.340]  去指示下一層領袖
[00:13:59.340 --> 00:14:00.340]  去meet target
[00:14:00.340 --> 00:14:01.840]  帶到多少人信耶穌
[00:14:01.840 --> 00:14:03.840]  建立多大的教會
[00:14:03.840 --> 00:14:06.840]  他說這個是一個錯誤
[00:14:06.840 --> 00:14:08.840]  在整個教會增長運動裡面
[00:14:08.840 --> 00:14:10.840]  其實出現過有很多
[00:14:10.840 --> 00:14:11.840]  很好的
[00:14:11.840 --> 00:14:12.840]  屬靈的領袖
[00:14:12.840 --> 00:14:14.340]  在開頭的時候
[00:14:14.340 --> 00:14:15.840]  但是去到中途的時候
[00:14:15.840 --> 00:14:17.840]  當他有成就的時候
[00:14:17.840 --> 00:14:19.840]  他們失去了這個
[00:14:19.840 --> 00:14:21.840]  曉電的生命
[00:14:21.840 --> 00:14:23.840]  只是充滿野心
[00:14:23.840 --> 00:14:25.840]  要證明自己的時候
[00:14:25.840 --> 00:14:29.840]  整個教會裡面就出現很多的傷害
[00:14:29.840 --> 00:14:31.840]  這個真正合乎神心意的教會
[00:14:31.840 --> 00:14:32.840]  不是層壓式的
[00:14:32.840 --> 00:14:34.840]  是一個倒轉的三角形
[00:14:34.840 --> 00:14:35.840]  主任同工
[00:14:35.840 --> 00:14:37.840]  委身在同工
[00:14:37.840 --> 00:14:39.840]  信徒領袖
[00:14:39.840 --> 00:14:40.840]  那個侍奉
[00:14:40.840 --> 00:14:41.840]  那個生命的成長
[00:14:41.840 --> 00:14:43.840]  那個成功上面
[00:14:43.840 --> 00:14:47.840]  執事 常委 信徒領袖
[00:14:47.840 --> 00:14:50.840]  就委身在一般的弟兄姊妹
[00:14:50.840 --> 00:14:52.840]  生命的成長上面
[00:14:52.840 --> 00:14:54.840]  弟兄姊妹
[00:14:54.840 --> 00:14:57.840]  他們就是被差遣去到世界
[00:14:57.840 --> 00:15:00.840]  他們就委身在他身邊的鄰舍
[00:15:00.840 --> 00:15:02.840]  能夠與神相遇
[00:15:02.840 --> 00:15:04.840]  能夠享受到神的愛和恩典
[00:15:04.840 --> 00:15:06.840]  這些服事上面
[00:15:06.840 --> 00:15:08.840]  要曉電自己的生命
[00:15:08.840 --> 00:15:10.840]  在他們身上
[00:15:10.840 --> 00:15:12.840]  走十字架的路
[00:15:12.840 --> 00:15:15.840]  讓我們身邊的鄰舍
[00:15:15.840 --> 00:15:16.840]  親人
[00:15:16.840 --> 00:15:18.840]  能夠透過我們的生命
[00:15:18.840 --> 00:15:20.840]  我們願意勝在他們的不是
[00:15:20.840 --> 00:15:23.840]  承擔他們罪所帶來的一些傷痛
[00:15:23.840 --> 00:15:27.840]  但仍然滿有那種寬恕恩慈憐憫
[00:15:27.840 --> 00:15:28.840]  不審判
[00:15:28.840 --> 00:15:29.840]  不抱怨
[00:15:29.840 --> 00:15:31.840]  那種生命的形態
[00:15:31.840 --> 00:15:34.840]  以致能夠讓他們與神相遇
[00:15:34.840 --> 00:15:36.840]  弟兄姊妹曉電的生命
[00:15:36.840 --> 00:15:37.840]  不只是屬於老人家
[00:15:37.840 --> 00:15:39.840]  不只是屬於領袖
[00:15:39.840 --> 00:15:42.840]  是每一個弟兄姊妹都需要有
[00:15:42.840 --> 00:15:44.840]  放下自己的成功
[00:15:44.840 --> 00:15:46.840]  成就別人的成功
[00:15:46.840 --> 00:15:48.840]  當然這兩個成功
[00:15:48.840 --> 00:15:50.840]  要想清楚是什麼內容
[00:15:50.840 --> 00:15:52.840]  但我們需要
[00:15:52.840 --> 00:15:54.840]  我們需要一個倒裝的
[00:15:54.840 --> 00:15:56.840]  金字塔式的
[00:15:56.840 --> 00:15:58.840]  彼此願意去成就
[00:15:58.840 --> 00:16:00.840]  那種生活態度
[00:16:00.840 --> 00:16:03.840]  教會就能夠更加合乎神的心意
[00:16:03.840 --> 00:16:05.840]  真的能夠活出基督身體那種美好
[00:16:05.840 --> 00:16:07.840]  那種美事
[00:16:07.840 --> 00:16:09.840]  保羅在這裡說
[00:16:09.840 --> 00:16:10.840]  他說
[00:16:10.840 --> 00:16:15.840]  我以你們的信心為貢獻的祭物
[00:16:15.840 --> 00:16:18.840]  這個信心是什麼一回事呢
[00:16:18.840 --> 00:16:22.840]  信心其實是一個很積極的
[00:16:22.840 --> 00:16:24.840]  與神相遇的經驗
[00:16:24.840 --> 00:16:26.840]  一個積累的過程
[00:16:26.840 --> 00:16:27.840]  積極的意思
[00:16:27.840 --> 00:16:29.840]  不一定是我們今天用世界的標準來看
[00:16:29.840 --> 00:16:31.840]  是好的
[00:16:31.840 --> 00:16:32.840]  是正面的
[00:16:32.840 --> 00:16:33.840]  你看耶穌
[00:16:33.840 --> 00:16:37.840]  耶穌很積極的信服天父神
[00:16:37.840 --> 00:16:39.840]  的心意去走
[00:16:39.840 --> 00:16:41.840]  祂服侍的路
[00:16:41.840 --> 00:16:42.840]  但在世人眼中
[00:16:42.840 --> 00:16:43.840]  耶穌的路
[00:16:43.840 --> 00:16:45.840]  是一條失敗的路
[00:16:45.840 --> 00:16:47.840]  門徒出賣祂
[00:16:47.840 --> 00:16:50.840]  祂的國民出賣祂
[00:16:50.840 --> 00:16:52.840]  歡迎祂進城的群眾出賣祂
[00:16:52.840 --> 00:16:57.840]  不做王
[00:16:57.840 --> 00:16:58.840]  做奴僕
[00:16:58.840 --> 00:17:00.840]  還要被人冤枉
[00:17:00.840 --> 00:17:02.840]  釘死十字架
[00:17:02.840 --> 00:17:05.840]  但這就是神要的路
[00:17:05.840 --> 00:17:07.840]  一個向下
[00:17:07.840 --> 00:17:09.840]  願意甘心服服
[00:17:09.840 --> 00:17:11.840]  在神的心意裡
[00:17:11.840 --> 00:17:13.840]  向下走
[00:17:13.840 --> 00:17:15.840]  神將祂升為至高
[00:17:15.840 --> 00:17:20.840]  這正是菲律賓書中基督誦的主要內容
[00:17:20.840 --> 00:17:24.840]  我們就要以耶穌基督這個心為心
[00:17:24.840 --> 00:17:27.840]  我們這樣去建立我們的信心
[00:17:29.840 --> 00:17:32.840]  聖經提醒我們謙卑就是要放下自己
[00:17:32.840 --> 00:17:37.840]  剛才很多前書後書的經文提醒我們
[00:17:37.840 --> 00:17:38.840]  什麼是謙卑
[00:17:38.840 --> 00:17:41.840]  謙卑就是願意去死
[00:17:41.840 --> 00:17:43.840]  願意將我們的老我
[00:17:43.840 --> 00:17:45.840]  屬血氣的我去死
[00:17:45.840 --> 00:17:48.840]  以致我們能夠披戴神新的我
[00:17:48.840 --> 00:17:51.840]  基督賜給我們新的身份去活
[00:17:51.840 --> 00:17:54.840]  但這是什麼意思呢
[00:17:54.840 --> 00:17:56.840]  這個信心是怎樣構成
[00:17:56.840 --> 00:17:57.840]  怎樣建立
[00:17:57.840 --> 00:17:58.840]  怎樣操練出來的呢
[00:17:58.840 --> 00:18:00.840]  好像很抽象
[00:18:00.840 --> 00:18:02.840]  我們講很多宗教的用語
[00:18:02.840 --> 00:18:04.840]  有時候都不知道怎樣去操練
[00:18:04.840 --> 00:18:06.840]  最近呢
[00:18:06.840 --> 00:18:08.840]  我很喜歡在
[00:18:08.840 --> 00:18:10.840]  這個祈禱會裡面
[00:18:10.840 --> 00:18:13.840]  有些讀書分享的內容的過程裡面
[00:18:13.840 --> 00:18:15.840]  去發現神的一些訊息
[00:18:15.840 --> 00:18:16.840]  是很好的
[00:18:16.840 --> 00:18:18.840]  最近我們就
[00:18:18.840 --> 00:18:20.840]  有機會看到一篇的
[00:18:20.840 --> 00:18:22.840]  分享
[00:18:22.840 --> 00:18:26.840]  它的小標題叫做缺乏知識
[00:18:26.840 --> 00:18:30.840]  它就在講信心是什麼一回事呢
[00:18:30.840 --> 00:18:36.840]  它在講一個善行的撫修主義的形容
[00:18:36.840 --> 00:18:38.840]  很複雜
[00:18:38.840 --> 00:18:40.840]  善行的撫修主義的形容
[00:18:40.840 --> 00:18:42.840]  是什麼來的
[00:18:42.840 --> 00:18:43.840]  很簡單的
[00:18:43.840 --> 00:18:44.840]  我們經常都經歷的
[00:18:44.840 --> 00:18:46.840]  我和太太拍拖的時候
[00:18:46.840 --> 00:18:48.840]  常常都有這個經歷
[00:18:48.840 --> 00:18:51.840]  因為我說話就喜歡留有餘地
[00:18:51.840 --> 00:18:53.840]  餘地留得太多的時候
[00:18:53.840 --> 00:18:55.840]  就會不夠準確
[00:18:55.840 --> 00:18:57.840]  在某某街等
[00:18:57.840 --> 00:18:59.840]  某某街
