
[00:00:00.000 --> 00:00:02.000]  她的女王,耶西別
[00:01:25.000 --> 00:01:28.000]  (因為我不比我的祖先好)
[00:01:28.000 --> 00:01:32.000]  有沒有留意先知她想怎樣死呢?
[00:01:32.000 --> 00:01:35.000]  (有沒有留意先知她想怎樣死呢?)
[00:01:35.000 --> 00:01:38.000]  我們很容易以為先知想自殺
[00:01:38.000 --> 00:01:41.000]  (我們很容易以為先知想自殺)
[00:01:41.000 --> 00:01:44.000]  但是其實她不是自殺
[00:01:44.000 --> 00:01:46.000]  (但是其實她不是自殺)
[00:01:46.000 --> 00:01:47.000]  她是想死
[00:01:47.000 --> 00:01:48.000]  (她是想死)
[00:01:48.000 --> 00:01:53.000]  但是她不是要自己結束自己的生命
[00:01:53.000 --> 00:01:56.000]  (但是她不是想自己結束自己的生命)
[00:01:56.000 --> 00:01:59.000]  她是求神取她的性命
[00:01:59.000 --> 00:02:02.000]  (她是求神取她的性命)
[00:02:02.000 --> 00:02:04.000]  為什麼她要求神取她的性命呢?
[00:02:04.000 --> 00:02:06.000]  (為什麼她要求神取她的性命呢?)
[00:02:06.000 --> 00:02:12.000]  在這裏背後反映一個很重要的先知想法
[00:02:12.000 --> 00:02:16.000]  (在這裏背後反映了一個很重要先知的想法)
[00:02:16.000 --> 00:02:18.000]  她要求神取她的性命
[00:02:18.000 --> 00:02:20.000]  (她要求神取她的性命)
[00:02:20.000 --> 00:02:25.000]  因為她相信命不是她的
[00:02:25.000 --> 00:02:26.000]  (因為她相信命不是她的)
[00:02:26.000 --> 00:02:27.000]  不是她的
[00:02:27.000 --> 00:02:28.000]  是神的
[00:02:28.000 --> 00:02:29.000]  (是神的)
[00:02:29.000 --> 00:02:31.000]  所以她沒有權
[00:02:31.000 --> 00:02:32.000]  (所以她沒有權)
[00:02:32.000 --> 00:02:36.000]  去殺神賜給她的性命
[00:02:36.000 --> 00:02:38.000]  (去殺神賜給她的性命)
[00:02:38.000 --> 00:02:39.000]  她很想死
[00:02:39.000 --> 00:02:40.000]  (她很想死)
[00:02:40.000 --> 00:02:43.000]  但是她要神出手,不是她自己出手
[00:02:43.000 --> 00:02:47.000]  (但是她要神出手,不是她自己出手)
[00:02:47.000 --> 00:02:51.000]  她承認生命的主
[00:02:51.000 --> 00:02:52.000]  (她承認生命的主)
[00:02:52.000 --> 00:02:53.000]  不是她自己
[00:02:53.000 --> 00:02:54.000]  (不是她自己)
[00:02:54.000 --> 00:02:55.000]  是神
[00:02:55.000 --> 00:02:56.000]  (是神)
[00:02:56.000 --> 00:02:59.000]  所以她不敢毀傷自己的性命
[00:02:59.000 --> 00:03:02.000]  (所以她不敢毀傷自己的性命)
[00:03:02.000 --> 00:03:03.000]  她雖然是想死
[00:03:03.000 --> 00:03:04.000]  (她雖然是想死)
[00:03:04.000 --> 00:03:08.000]  但是她也要求神去做這件事
[00:03:08.000 --> 00:03:11.000]  (但是她要求神去做這件事)
[00:03:11.000 --> 00:03:14.000]  如果她連自己的性命都不敢去傷害
[00:03:14.000 --> 00:03:17.000]  其他的生命她更加不敢
[00:03:17.000 --> 00:03:21.000]  (如果她連自己的性命也不敢去傷害)
[00:03:21.000 --> 00:03:23.000]  (那其他的她更加不敢)
[00:03:23.000 --> 00:03:25.000]  因為其他人的性命都是屬於神的
[00:03:25.000 --> 00:03:26.000]  不是屬於我們
[00:03:26.000 --> 00:03:27.000]  不是屬於她的
[00:03:27.000 --> 00:03:30.000]  (因為其他人的性命也不是屬於他們的)
[00:03:30.000 --> 00:03:32.000]  (也不是屬於她自己的)
[00:03:32.000 --> 00:03:33.000]  也不屬於我們
[00:03:33.000 --> 00:03:34.000]  (也不屬於我們)
[00:03:34.000 --> 00:03:37.000]  我們沒有權去控制別人的生命
[00:03:37.000 --> 00:03:40.000]  (我們沒有權去控制別人的生命)
[00:03:40.000 --> 00:03:41.000]  結果怎樣呢
[00:03:41.000 --> 00:03:42.000]  (結果怎樣呢)
[00:03:42.000 --> 00:03:45.000]  結果仙姿沒有死
[00:03:45.000 --> 00:03:46.000]  (結果仙姿沒有死)
[00:03:46.000 --> 00:03:49.000]  因為耶和華不要她死
[00:03:49.000 --> 00:03:51.000]  (因為耶和華不要她死)
[00:03:51.000 --> 00:03:53.000]  神讓仙姿睡覺
[00:03:53.000 --> 00:03:55.000]  (神讓仙姿睡覺)
[00:03:55.000 --> 00:03:57.000]  然後派使者
[00:03:57.000 --> 00:03:58.000]  (然後派使者)
[00:03:58.000 --> 00:04:00.000]  為她預備食物
[00:04:00.000 --> 00:04:01.000]  (為她預備食物)
[00:04:01.000 --> 00:04:03.000]  為她預備食水
[00:04:03.000 --> 00:04:05.000]  (為她預備食水)
[00:04:05.000 --> 00:04:08.000]  讓她可以吃了之後重新得力
[00:04:08.000 --> 00:04:11.000]  (讓她可以吃了喝了以後重新得力)
[00:04:11.000 --> 00:04:14.000]  吃完之後神又叫她再睡覺
[00:04:14.000 --> 00:04:16.000]  (吃完了以後神又讓她再睡覺)
[00:04:16.000 --> 00:04:21.000]  使她可以繼續有力量走前面的路
[00:04:21.000 --> 00:04:25.000]  (使她能夠有力量去繼續走前面的路)
[00:04:25.000 --> 00:04:28.000]  從這裡我們可以知道
[00:04:28.000 --> 00:04:31.000]  我們的神是很愛惜生命的
[00:04:31.000 --> 00:04:33.000]  (我們的神是非常愛惜生命的)
[00:04:33.000 --> 00:04:35.000]  祂不要傷害生命
[00:04:35.000 --> 00:04:36.000]  (祂不要傷害生命)
[00:04:36.000 --> 00:04:39.000]  神是不會隨便去傷害生命
[00:04:39.000 --> 00:04:42.000]  (神是不會隨便去傷害生命)
[00:04:42.000 --> 00:04:44.000]  睡醒,吃過
[00:04:44.000 --> 00:04:46.000]  (睡醒了,吃了)
[00:04:46.000 --> 00:04:50.000]  仙姿就照神的吩咐去到神的山
[00:04:50.000 --> 00:04:54.000]  (仙姿就照神的吩咐去到神的山)
[00:04:54.000 --> 00:04:57.000]  聽候神進一步的提示
[00:04:57.000 --> 00:04:59.000]  (聽候神進一步的提示)
[00:04:59.000 --> 00:05:01.000]  在山的裡頭
[00:05:01.000 --> 00:05:02.000]  (在山的裡頭)
[00:05:02.000 --> 00:05:05.000]  神的話臨到以利亞
[00:05:05.000 --> 00:05:07.000]  (神的話臨到以利亞)
[00:05:07.000 --> 00:05:09.000]  神問以利亞
[00:05:09.000 --> 00:05:10.000]  (神問以利亞)
[00:05:10.000 --> 00:05:13.000]  你在這裡做什麼?
[00:05:13.000 --> 00:05:15.000]  (你在這裡做什麼?)
[00:05:15.000 --> 00:05:17.000]  你在這裡做什麼?
[00:05:17.000 --> 00:05:18.000]  (你在這裡做什麼?)
[00:05:18.000 --> 00:05:20.000]  為什麼走到礦野這裡?
[00:05:20.000 --> 00:05:22.000]  (為什麼走到礦野這裡?)
[00:05:22.000 --> 00:05:25.000]  以利亞馬上就很快的回答
[00:05:25.000 --> 00:05:28.000]  (以利亞馬上立刻很快的回答)
[00:05:28.000 --> 00:05:34.000]  我為耶和華萬軍之神大發熱心
[00:05:34.000 --> 00:05:40.000]  (我為耶和華萬軍之神大發熱心)
[00:05:40.000 --> 00:05:41.000]  在這個時候
[00:05:41.000 --> 00:05:45.000]  以利亞很強調她是熱心的
[00:05:45.000 --> 00:05:46.000]  (在這個時候
[00:05:46.000 --> 00:05:50.000]  以利亞很強調她是很熱心的)
[00:05:50.000 --> 00:05:53.000]  但是以利亞的熱心
[00:05:53.000 --> 00:05:54.000]  (但是以利亞的熱心)
[00:05:54.000 --> 00:05:56.000]  這個時候的熱心
[00:05:56.000 --> 00:05:57.000]  (這個時候的熱心)
[00:05:57.000 --> 00:06:00.000]  似乎沒有為她帶來生命
[00:06:00.000 --> 00:06:03.000]  (似乎沒有為她帶來生命)
[00:06:03.000 --> 00:06:05.000]  反而因為她這麼熱心
[00:06:05.000 --> 00:06:07.000]  (反而因為她這麼熱心)
[00:06:07.000 --> 00:06:08.000]  她很想死
[00:06:08.000 --> 00:06:10.000]  (她很想死)
[00:06:10.000 --> 00:06:11.000]  所以我說
[00:06:11.000 --> 00:06:15.000]  以利亞的熱心是有問題的
[00:06:15.000 --> 00:06:16.000]  (所以我說
[00:06:16.000 --> 00:06:18.000]  以利亞的熱心是很有問題的)
[00:06:18.000 --> 00:06:22.000]  她的熱心使她沒有辦法看清楚現實
[00:06:22.000 --> 00:06:26.000]  (她的熱心使她沒有辦法看清楚現實)
[00:06:26.000 --> 00:06:29.000]  以為死是唯一的出路
[00:06:29.000 --> 00:06:31.000]  (以為死是唯一的出路)
[00:06:31.000 --> 00:06:34.000]  為甚麼說以利亞沒有看清現實呢
[00:06:34.000 --> 00:06:37.000]  (為甚麼說以利亞沒有看清現實呢)
[00:06:37.000 --> 00:06:38.000]  請大家留意
[00:06:38.000 --> 00:06:41.000]  以利亞跟著說的一番說話
[00:06:41.000 --> 00:06:42.000]  (請大家留意
[00:06:42.000 --> 00:06:44.000]  以利亞跟著說的話)
[00:06:44.000 --> 00:06:46.000]  以利亞說
[00:06:46.000 --> 00:06:47.000]  (以利亞說)
[00:06:47.000 --> 00:06:51.000]  我為耶和華萬軍之神大發熱心
[00:06:51.000 --> 00:06:54.000]  (我為耶和華萬軍之神大發熱心)
[00:06:54.000 --> 00:06:58.000]  因為以色列人背棄了你的約
[00:06:58.000 --> 00:07:01.000]  (因為以色列人背棄了你的約)
[00:07:01.000 --> 00:07:03.000]  毀了你的壇
[00:07:03.000 --> 00:07:04.000]  (毀了你的壇)
[00:07:04.000 --> 00:07:07.000]  用刀殺了你的先知
[00:07:07.000 --> 00:07:09.000]  (用刀殺了你的先知)
[00:07:09.000 --> 00:07:11.000]  只剩下我一人
[00:07:11.000 --> 00:07:13.000]  (只剩我一人)
[00:07:13.000 --> 00:07:16.000]  他們還要追殺我
[00:07:16.000 --> 00:07:19.000]  (他們還要追殺我)
[00:07:19.000 --> 00:07:20.000]  大家留意
[00:07:20.000 --> 00:07:23.000]  以利亞在這裡提出了五個觀察
[00:07:23.000 --> 00:07:25.000]  (大家有注意到
[00:07:25.000 --> 00:07:28.000]  以利亞在這裡提出了五個觀察)
[00:07:28.000 --> 00:07:31.000]  也可以說是五個指控
[00:07:31.000 --> 00:07:34.000]  (也可以說是五個指控)
[00:07:34.000 --> 00:07:35.000]  第一
[00:07:35.000 --> 00:07:37.000]  (第一)
[00:07:37.000 --> 00:07:39.000]  以利亞說
[00:07:39.000 --> 00:07:40.000]  (以利亞說)
[00:07:40.000 --> 00:07:43.000]  以色列人背棄了神的約
[00:07:43.000 --> 00:07:45.000]  (以色列人背棄了神的約)
[00:07:45.000 --> 00:07:46.000]  第二
[00:07:46.000 --> 00:07:49.000]  以色列人毀了神的壇
[00:07:49.000 --> 00:07:51.000]  (以色列人毀了神的壇)
[00:07:51.000 --> 00:07:52.000]  第三
[00:07:52.000 --> 00:07:56.000]  以色列人用刀殺了神的先知
[00:07:56.000 --> 00:07:59.000]  (以色列人用刀殺了神的先知)
[00:07:59.000 --> 00:08:01.000]  以至第四
[00:08:01.000 --> 00:08:02.000]  (以至第四)
[00:08:02.000 --> 00:08:05.000]  當時只剩下他一個人
[00:08:05.000 --> 00:08:07.000]  (當時只剩下他一個人)
[00:08:07.000 --> 00:08:09.000]  而且第五
[00:08:09.000 --> 00:08:10.000]  (而且第五)
[00:08:10.000 --> 00:08:13.000]  以色列人還要追殺以利亞
[00:08:13.000 --> 00:08:15.000]  (以色列人還要追殺以利亞)
[00:08:15.000 --> 00:08:18.000]  這些都是很嚴重的指控
[00:08:18.000 --> 00:08:20.000]  (這些都是非常嚴重的指控)
[00:08:20.000 --> 00:08:22.000]  但是事實是不是這樣呢
[00:08:22.000 --> 00:08:24.000]  (但是事實上是不是這樣呢)
[00:08:24.000 --> 00:08:27.000]  如果你看上文下理
[00:08:27.000 --> 00:08:29.000]  (如果你看上文下理)
[00:08:29.000 --> 00:08:32.000]  你就知道以利亞的陳述
[00:08:32.000 --> 00:08:34.000]  (你就知道以利亞的陳述)
[00:08:34.000 --> 00:08:39.000]  和現實其實存在很大的落差
[00:08:39.000 --> 00:08:42.000]  (跟現實是存在很大的落差的)
[00:08:42.000 --> 00:08:43.000]  首先
[00:08:43.000 --> 00:08:44.000]  以利亞說
[00:08:44.000 --> 00:08:46.000]  以色列人背棄了神的約
[00:08:46.000 --> 00:08:47.000]  (首先以利亞說)
[00:08:47.000 --> 00:08:49.000]  以色列人背棄了神的約
[00:08:49.000 --> 00:08:52.000]  但是他忘記了不久之前
[00:08:52.000 --> 00:08:54.000]  (但是他忘記了不久之前)
[00:08:54.000 --> 00:08:55.000]  在加密山上
[00:08:55.000 --> 00:08:56.000]  (在加密山上)
[00:08:56.000 --> 00:09:00.000]  當百姓看見火從天降下
[00:09:00.000 --> 00:09:04.000]  (當百姓看見火從天降下來)
[00:09:04.000 --> 00:09:06.000]  燒盡了繁濟
[00:09:06.000 --> 00:09:08.000]  (燒盡了繁濟)
[00:09:08.000 --> 00:09:10.000]  就伏伏在地
[00:09:10.000 --> 00:09:11.000]  (就伏伏在地)
[00:09:11.000 --> 00:09:12.000]  承認
[00:09:12.000 --> 00:09:13.000]  (承認)
[00:09:13.000 --> 00:09:15.000]  耶和華是神
[00:09:15.000 --> 00:09:18.000]  (耶和華是神)
[00:09:18.000 --> 00:09:20.000]  第二
[00:09:20.000 --> 00:09:23.000]  說到以色列人毀了神的壇
[00:09:23.000 --> 00:09:26.000]  (說到以色列人毀了神的壇)
[00:09:26.000 --> 00:09:28.000]  有研究聖經的人提醒我們
[00:09:28.000 --> 00:09:32.000]  (有研究聖經的人提醒我們)
[00:09:32.000 --> 00:09:37.000]  要以色列人將耶路撒冷以外的祭壇毀掉
[00:09:37.000 --> 00:09:42.000]  (要以色列人把耶路撒冷以外的祭壇毀掉)
[00:09:42.000 --> 00:09:44.000]  其實是生命記的要求
[00:09:44.000 --> 00:09:46.000]  (其實是生命記的要求)
[00:09:46.000 --> 00:09:51.000]  所以可不可以把責任全歸在百姓身上
[00:09:51.000 --> 00:09:54.000]  (所以可不可以把責任全歸在百姓身上)
[00:09:54.000 --> 00:09:55.000]  其實是有相確的
[00:09:55.000 --> 00:09:57.000]  (其實是有相確的)
[00:09:57.000 --> 00:09:59.000]  第三
[00:09:59.000 --> 00:10:04.000]  以利亞說以色列人用刀殺神的先知
[00:10:04.000 --> 00:10:09.000]  (以利亞說以色列人用刀殺神的先知)
[00:10:09.000 --> 00:10:21.000]  根據《獵王記》第十八章第四節的記載
[00:10:21.000 --> 00:10:25.000]  (根據《獵王記》第十八章第四節的記載)
[00:10:25.000 --> 00:10:28.000]  (根據《獵王記》第十八章第四節的記載)
[00:10:28.000 --> 00:10:31.000]  (根據《獵王記》第十八章第四節的記載)
[00:10:31.000 --> 00:10:34.000]  (根據《獵王記》第十八章第四節的記載)
[00:10:34.000 --> 00:10:37.000]  (根據《獵王記》第十八章第四節的記載)
[00:10:37.000 --> 00:10:39.000]  事實上
[00:10:39.000 --> 00:10:43.000]  在同一節經文告訴我們
[00:10:43.000 --> 00:10:50.000]  就在耶穌別下令要殺先知的時候
[00:10:50.000 --> 00:10:56.000]  有一個叫做「俄巴底」的人
[00:10:56.000 --> 00:11:01.000]  他是亞哈的家宅
[00:11:01.000 --> 00:11:05.000]  似乎是一個敬畏耶和華的以色列人
[00:11:05.000 --> 00:11:08.000]  (似乎是一個敬畏耶和華的以色列人)
[00:11:08.000 --> 00:11:10.000]  這個人做了什麼呢?
[00:11:10.000 --> 00:11:11.000]  (這個人做了什麼呢?)
[00:11:11.000 --> 00:11:17.000]  經文說他偷偷地保存了一百個先知的性命
[00:11:17.000 --> 00:11:21.000]  (經文說他偷偷地保存了一百個先知的性命)
[00:11:21.000 --> 00:11:23.000]  將他們藏起來
[00:11:23.000 --> 00:11:24.000]  (將他們藏起來)
[00:11:24.000 --> 00:11:27.000]  讓他們有吃有住
[00:11:27.000 --> 00:11:29.000]  (讓他們有吃有住)
[00:11:29.000 --> 00:11:33.000]  所以以利亞提出的第四個陳食都是錯的
[00:11:33.000 --> 00:11:36.000]  (所以以利亞提出的第四個陳食都是錯的)
[00:11:36.000 --> 00:11:42.000]  如果俄巴底已經保存了一百個先知的性命
[00:11:42.000 --> 00:11:46.000]  (如果俄巴底已經保存了一百個先知的性命)
[00:11:46.000 --> 00:11:51.000]  以利亞就肯定不是唯一的一個先知
[00:11:51.000 --> 00:11:55.000]  (以利亞就肯定不是唯一的一個先知)
[00:11:55.000 --> 00:11:57.000]  以利亞的熱心
[00:11:57.000 --> 00:11:58.000]  (以利亞的熱心)
[00:11:58.000 --> 00:12:00.000]  使他看不到其他的東西
[00:12:00.000 --> 00:12:02.000]  (使他看不到其他的東西)
[00:12:02.000 --> 00:12:04.000]  他只是看到自己
[00:12:04.000 --> 00:12:06.000]  (他只是看到他自己)
[00:12:06.000 --> 00:12:08.000]  最後以利亞說
[00:12:08.000 --> 00:12:09.000]  (最後以利亞說)
[00:12:09.000 --> 00:12:11.000]  以色列人還要追殺他
[00:12:11.000 --> 00:12:13.000]  (以色列人還要追殺他)
[00:12:13.000 --> 00:12:15.000]  這個也是錯的
[00:12:15.000 --> 00:12:16.000]  (這個也是錯的)
[00:12:16.000 --> 00:12:20.000]  事實上追殺他仍然都是野洗別
[00:12:20.000 --> 00:12:24.000]  (事實上追殺他仍然還是野洗別)
[00:12:24.000 --> 00:12:26.000]  還有一點挺有趣的
[00:12:26.000 --> 00:12:28.000]  (還有一點挺有趣的)
[00:12:28.000 --> 00:12:32.000]  儘管野洗別口口聲聲說要殺他
[00:12:32.000 --> 00:12:37.000]  (儘管野洗別口口聲聲說要殺他)
[00:12:37.000 --> 00:12:40.000]  但是我們看不見有刺客的蹤影
[00:12:40.000 --> 00:12:43.000]  (但是我們看不見有刺客的蹤影)
[00:12:43.000 --> 00:12:44.000]  退一步說
[00:12:44.000 --> 00:12:45.000]  (退一步說)
[00:12:45.000 --> 00:12:48.000]  假如野洗別真的要去殺以利亞
[00:12:48.000 --> 00:12:52.000]  (假如野洗別真的要去殺以利亞)
[00:12:52.000 --> 00:12:55.000]  他會不會找人預先去警告他呢
[00:12:55.000 --> 00:12:58.000]  (他會不會找人去預先警告他呢)
[00:12:58.000 --> 00:13:01.000]  所以我們會看到
[00:13:01.000 --> 00:13:02.000]  (所以我們會看到)
[00:13:02.000 --> 00:13:04.000]  以利亞很熱心
[00:13:04.000 --> 00:13:06.000]  (以利亞非常熱心)
[00:13:06.000 --> 00:13:07.000]  或者他說他很熱心
[00:13:07.000 --> 00:13:09.000]  (或者他說他非常熱心)
[00:13:09.000 --> 00:13:10.000]  但是他的熱心
[00:13:10.000 --> 00:13:13.000]  令他看不清楚周圍的現實
[00:13:13.000 --> 00:13:18.000]  (但是他的熱心讓他看不清楚旁邊的現實)
[00:13:18.000 --> 00:13:21.000]  以致他做出很多錯誤的判斷
[00:13:21.000 --> 00:13:24.000]  (以致他做了很多錯誤的判斷)
[00:13:24.000 --> 00:13:29.000]  甚至在他聽到野洗別試者的信息之後
[00:13:29.000 --> 00:13:33.000]  (甚至他聽到野洗別的試者的信息之後)
[00:13:33.000 --> 00:13:35.000]  他就很害怕地逃亡
[00:13:35.000 --> 00:13:38.000]  (他就很害怕地逃亡)
[00:13:38.000 --> 00:13:43.000]  師父以利亞都是活在自己幻想的世界裡
[00:13:43.000 --> 00:13:48.000]  (師父以利亞是活在自己幻想的世界裡)
[00:13:48.000 --> 00:13:50.000]  而這個世界是以他為中心
[00:13:50.000 --> 00:13:53.000]  (而這個世界是以他為中心)
[00:13:53.000 --> 00:13:57.000]  但是正是因為這個世界是以他為中心
[00:13:57.000 --> 00:14:01.000]  (但是正是因為這個世界是以他為中心)
[00:14:01.000 --> 00:14:04.000]  所以他可以很大聲地在神面前說
[00:14:04.000 --> 00:14:08.000]  (所以他可以很大聲地在神面前說)
[00:14:08.000 --> 00:14:09.000]  我
[00:14:09.000 --> 00:14:10.000]  (我)
[00:14:10.000 --> 00:14:15.000]  為耶和華萬軍之神大發熱心
[00:14:15.000 --> 00:14:19.000]  (為耶和華萬軍之神大發熱心)
[00:14:19.000 --> 00:14:21.000]  這個我真的很大
[00:14:21.000 --> 00:14:24.000]  (這個我真的是非常之大)
[00:14:24.000 --> 00:14:27.000]  無論是因為要邀功
[00:14:27.000 --> 00:14:30.000]  (無論是因為邀功)
[00:14:30.000 --> 00:14:33.000]  還是要指控上帝
[00:14:33.000 --> 00:14:35.000]  (或者是說要指控上帝)
[00:14:35.000 --> 00:14:38.000]  以利亞只是覺得
[00:14:38.000 --> 00:14:41.000]  我為神做這麼多事
[00:14:41.000 --> 00:14:43.000]  但是好像神都沒有理我
[00:14:43.000 --> 00:14:44.000]  (以利亞只是覺得)
[00:14:44.000 --> 00:14:47.000]  我為神做了那麼多東西
[00:14:47.000 --> 00:14:49.000]  但是神好像一點都不覺得
[00:14:49.000 --> 00:14:51.000]  (但是神好像一點都不覺得)
[00:14:51.000 --> 00:14:53.000]  以利亞似乎只是看到自己
[00:14:53.000 --> 00:14:57.000]  (以利亞似乎只是看到自己)
[00:14:57.000 --> 00:14:59.000]  只有他才是愛神的
[00:14:59.000 --> 00:15:01.000]  (只有他才是愛神的)
[00:15:01.000 --> 00:15:03.000]  其他人都不愛神的
[00:15:03.000 --> 00:15:04.000]  (其他人都不愛神的)
[00:15:04.000 --> 00:15:06.000]  只有他才是忠心的
[00:15:06.000 --> 00:15:08.000]  (只有他才是忠心的)
[00:15:08.000 --> 00:15:10.000]  其他人都不忠心的
[00:15:10.000 --> 00:15:11.000]  (其他人都不忠心的)
[00:15:11.000 --> 00:15:14.000]  只有他才是真理的化身
[00:15:14.000 --> 00:15:16.000]  (只有他才是真理的化身)
[00:15:16.000 --> 00:15:19.000]  其他的人都不是認識真理的
[00:15:19.000 --> 00:15:22.000]  (其他的人都不是認識真理的)
[00:15:22.000 --> 00:15:24.000]  丁姊妹
[00:15:24.000 --> 00:15:25.000]  (弟兄姐妹)
[00:15:25.000 --> 00:15:27.000]  以利亞這種的熱心
[00:15:27.000 --> 00:15:29.000]  (以利亞這種的熱心)
[00:15:29.000 --> 00:15:34.000]  是不是真的是熱心呢
[00:15:34.000 --> 00:15:37.000]  不要忘記
[00:15:37.000 --> 00:15:38.000]  (不要忘記)
[00:15:38.000 --> 00:15:42.000]  令到以利亞變成驚弓之鳥
[00:15:42.000 --> 00:15:44.000]  (令到以利亞變成驚弓之鳥)
[00:15:44.000 --> 00:15:46.000]  想一死了之
[00:15:46.000 --> 00:15:48.000]  (想一死了之)
[00:15:48.000 --> 00:15:52.000]  正正是因為他對現實的理解有偏差
[00:15:52.000 --> 00:15:56.000]  (正正是因為他對現實的理解有偏差)
[00:15:56.000 --> 00:15:58.000]  所以我說這個是誤人的熱心
[00:15:58.000 --> 00:16:00.000]  (所以我說這個是誤人的熱心)
[00:16:00.000 --> 00:16:03.000]  會危害人生命的
[00:16:03.000 --> 00:16:07.000]  (會危害人生命的)
[00:16:07.000 --> 00:16:10.000]  面對一個這麼熱心的以利亞
[00:16:10.000 --> 00:16:12.000]  (面對一個這麼熱心的以利亞)
[00:16:12.000 --> 00:16:14.000]  神有什麼反應呢
[00:16:14.000 --> 00:16:16.000]  (神有什麼反應呢)
[00:16:16.000 --> 00:16:18.000]  我留意到
[00:16:18.000 --> 00:16:19.000]  (我留意到)
[00:16:19.000 --> 00:16:22.000]  儘管以利亞一切都是以自己為中心
[00:16:22.000 --> 00:16:25.000]  儘管以利亞一切都是以他自己為中心
[00:16:25.000 --> 00:16:28.000]  神並沒有苛責以利亞
[00:16:28.000 --> 00:16:31.000]  神並沒有苛責以利亞
[00:16:31.000 --> 00:16:33.000]  你聽不到神罵他
[00:16:33.000 --> 00:16:35.000]  你聽不到神罵他
[00:16:35.000 --> 00:16:40.000]  我相信這是因為神認識以利亞的情況
[00:16:40.000 --> 00:16:44.000]  我相信這是因為神認識以利亞的情況
[00:16:44.000 --> 00:16:47.000]  神也是一位滿有體恤的上帝
[00:16:47.000 --> 00:16:50.000]  神也是一位滿有體恤的上帝
[00:16:50.000 --> 00:16:53.000]  神並沒有苛責以利亞
[00:16:53.000 --> 00:16:55.000]  神並沒有苛責以利亞
[00:16:55.000 --> 00:17:00.000]  只是引導他走出這個很偉大的自我
[00:17:00.000 --> 00:17:03.000]  只是引導他走出這個很偉大的自我
[00:17:03.000 --> 00:17:07.000]  所以神一次兩次的問以利亞
[00:17:07.000 --> 00:17:11.000]  所以神一次兩次的問以利亞
[00:17:11.000 --> 00:17:12.000]  (以利亞)
[00:17:12.000 --> 00:17:13.000]  (以利亞)
[00:17:13.000 --> 00:17:15.000]  (你在這裏做什麼)
[00:17:15.000 --> 00:17:16.000]  (你在這裏做什麼)
[00:17:16.000 --> 00:17:17.000]  (你在這裏搞什麼)
[00:17:17.000 --> 00:17:19.000]  (你在這裏幹什麼)
[00:17:19.000 --> 00:17:21.000]  (為什麼你弄到自己這樣)
[00:17:21.000 --> 00:17:23.000]  (為什麼你弄到自己這樣)
[00:17:23.000 --> 00:17:28.000]  神似乎是要以利亞去面對下自己
[00:17:28.000 --> 00:17:31.000]  神似乎是要以利亞去面對下他自己
[00:17:31.000 --> 00:17:32.000]  神似乎是要以利亞去面對下他自己
[00:17:32.000 --> 00:17:34.000]  重新認識他自己的處境
[00:17:34.000 --> 00:17:38.000]  重新認識他自己的處境
[00:17:38.000 --> 00:17:44.000]  然後神又溫柔地引導以利亞去面對現實
[00:17:44.000 --> 00:17:49.000]  然後神又溫柔地引導以利亞去面對現實
