
[00:00:00.000 --> 00:00:03.500]  有一位老人家在他八十大壽的日子
[00:02:35.500 --> 00:02:40.500]  豈不更把好東西給求他的人嗎
[00:02:40.500 --> 00:02:42.500]  所以無論何時
[00:02:42.500 --> 00:02:44.500]  你們願意人怎樣待你們
[00:02:44.500 --> 00:02:46.500]  你們也要怎樣待人
[00:02:46.500 --> 00:02:51.500]  因為這就是律法和先知的道理
[00:02:51.500 --> 00:02:54.500]  有一個人他留落在荒島上面
[00:02:54.500 --> 00:02:57.500]  他一直祈禱 盼望
[00:02:57.500 --> 00:03:01.500]  會有一艘船 可以經過來救他
[00:03:01.500 --> 00:03:04.500]  都不知道過了多少的日子
[00:03:04.500 --> 00:03:06.500]  他天天禱告
[00:03:06.500 --> 00:03:09.500]  終於在遠遠的水連天
[00:03:09.500 --> 00:03:11.500]  天連水的圖畫裡面
[00:03:11.500 --> 00:03:13.500]  見到一個小點
[00:03:13.500 --> 00:03:15.500]  然後這個小點越來越近
[00:03:15.500 --> 00:03:17.500]  越來越大
[00:03:17.500 --> 00:03:20.500]  他的希望出現了
[00:03:20.500 --> 00:03:22.500]  是一艘船
[00:03:22.500 --> 00:03:25.500]  他於是隨手拿起這幾件衣服
[00:03:25.500 --> 00:03:27.500]  就跑到沙灘那裡
[00:03:27.500 --> 00:03:31.500]  在那裡他不停地揮舞那幾件衣服
[00:03:31.500 --> 00:03:36.500]  盼望那艘船會見得到
[00:03:36.500 --> 00:03:39.500]  不知道費了多少的力氣
[00:03:39.500 --> 00:03:42.500]  在沙灘上面不停地揮動那幾件衣服
[00:03:42.500 --> 00:03:45.500]  是一件很累很累的事
[00:03:45.500 --> 00:03:46.500]  結果呢
[00:03:46.500 --> 00:03:49.500]  那艘船就是看不到
[00:03:49.500 --> 00:03:51.500]  於是沒有彎過來
[00:03:51.500 --> 00:03:55.500]  這個人就只有望著這艘船
[00:03:55.500 --> 00:03:58.500]  遠遠的在水面上略過
[00:03:58.500 --> 00:04:00.500]  他很傷心
[00:04:00.500 --> 00:04:03.500]  又或者更加準確地去說
[00:04:03.500 --> 00:04:05.500]  他很灰心
[00:04:05.500 --> 00:04:08.500]  他跌坐在沙灘上面
[00:04:08.500 --> 00:04:10.500]  抱怨神話
[00:04:10.500 --> 00:04:12.500]  為什麼你不聽我的禱告
[00:04:12.500 --> 00:04:14.500]  你不聽都算了
[00:04:14.500 --> 00:04:17.500]  最低限度我都還有個希望
[00:04:17.500 --> 00:04:19.500]  現在你讓我見到這艘船
[00:04:19.500 --> 00:04:22.500]  但是又不讓他們見到我
[00:04:22.500 --> 00:04:24.500]  你最殘忍的就是
[00:04:24.500 --> 00:04:27.500]  將我唯一的希望都還滅了
[00:04:27.500 --> 00:04:30.500]  滿面沮喪
[00:04:30.500 --> 00:04:33.500]  心情是極之的沉重
[00:04:33.500 --> 00:04:36.500]  一個人打算慢慢走回去小山上面
[00:04:36.500 --> 00:04:39.500]  他所搭的一個很簡陋的茅屋
[00:04:39.500 --> 00:04:41.500]  他一轉頭一看
[00:04:41.500 --> 00:04:43.500]  他大吃一驚
[00:04:43.500 --> 00:04:46.500]  他見到他唯一的藏身之處
[00:04:46.500 --> 00:04:49.500]  那間簡陋的茅屋著了火
[00:04:49.500 --> 00:04:51.500]  他記得
[00:04:51.500 --> 00:04:53.500]  當然是他剛才出來的時候
[00:04:53.500 --> 00:04:57.500]  他本來就正在煮午餐
[00:04:57.500 --> 00:05:00.500]  會不會是他走開了的同時
[00:05:00.500 --> 00:05:03.500]  被風吹到營火也好
[00:05:03.500 --> 00:05:06.500]  或者小動物亂竄而造成火灼也好
[00:05:06.500 --> 00:05:09.500]  他這個臨時的居所
[00:05:09.500 --> 00:05:12.500]  都已經毀於一旦
[00:05:12.500 --> 00:05:15.500]  他沒有力再走
[00:05:15.500 --> 00:05:18.500]  癱瘓地躺在沙灘上面
[00:05:18.500 --> 00:05:20.500]  他大聲地喊話
[00:05:20.500 --> 00:05:26.500]  「神啊,你搞什麼?為什麼?」
[00:05:26.500 --> 00:05:28.500]  就在這個時候
[00:05:28.500 --> 00:05:30.500]  剛才經過的那艘船
[00:05:30.500 --> 00:05:33.500]  竟然間去而復返
[00:05:33.500 --> 00:05:34.500]  當他被拯救的時候
[00:05:34.500 --> 00:05:35.500]  他問船員
[00:05:35.500 --> 00:05:37.500]  「為什麼你們會回來?」
[00:05:37.500 --> 00:05:38.500]  船員答話
[00:05:38.500 --> 00:05:42.500]  「我們見到你求救的信號」
[00:05:42.500 --> 00:05:45.500]  這些人大惑不解
[00:05:45.500 --> 00:05:47.500]  他說「我在沙灘上面
[00:05:47.500 --> 00:05:49.500]  用盡我的力氣
[00:05:49.500 --> 00:05:52.500]  去揮動我的率三去求救
[00:05:52.500 --> 00:05:54.500]  我搞到筋疲力盡
[00:05:54.500 --> 00:05:57.500]  你們都看不到」
[00:05:57.500 --> 00:05:59.500]  船員繼續回答說
[00:05:59.500 --> 00:06:03.500]  「我們見到你生火求救的信號」
[00:06:03.500 --> 00:06:07.500]  於是馬上截返
[00:06:07.500 --> 00:06:09.500]  「生火求救」
[00:06:09.500 --> 00:06:13.500]  其實是「茅屋著火」
[00:06:13.500 --> 00:06:17.500]  這個人他曾經惱怒神
[00:06:17.500 --> 00:06:20.500]  讓他錯過了那艘拯救的船
[00:06:20.500 --> 00:06:22.500]  他曾經奏奏神
[00:06:22.500 --> 00:06:25.500]  讓他的茅屋化為灰燼
[00:06:25.500 --> 00:06:30.500]  他曾經懷疑過神不聽禱告
[00:06:30.500 --> 00:06:32.500]  這個究竟是一個怎樣的神?
[00:06:32.500 --> 00:06:34.500]  一個殘忍沒有美善的神
[00:06:34.500 --> 00:06:38.500]  一個不聽禱告的神
[00:06:38.500 --> 00:06:40.500]  大兄姊妹
[00:06:40.500 --> 00:06:42.500]  聽這個故事的同時
[00:06:42.500 --> 00:06:46.500]  我們有沒有見到我們自己的影子?
[00:06:46.500 --> 00:06:48.500]  當我們在生命上面
[00:06:48.500 --> 00:06:50.500]  遇到難關的時候
[00:06:50.500 --> 00:06:53.500]  我們有沒有投訴過神?
[00:06:53.500 --> 00:06:56.500]  有沒有埋怨過神?
[00:06:56.500 --> 00:06:57.500]  或者下一次
[00:06:57.500 --> 00:07:01.500]  當我們遇上一個美夢英雲的禱告
[00:07:01.500 --> 00:07:04.500]  我們是不是應該當作是一個機會
[00:07:04.500 --> 00:07:06.500]  而不是一個路障
[00:07:06.500 --> 00:07:09.500]  然後我們問神
[00:07:09.500 --> 00:07:14.500]  你這次在我生命裡面有什麼計劃?
[00:07:14.500 --> 00:07:19.500]  我們再讀一次這個經文
[00:07:19.500 --> 00:07:23.500]  馬太福音七章七到十二節
[00:07:23.500 --> 00:07:25.500]  「你們祈求就給你們
[00:07:25.500 --> 00:07:28.500]  因為凡祈求的就得著
[00:07:28.500 --> 00:07:30.500]  尋找的就尋見
[00:07:30.500 --> 00:07:34.500]  叩門的就給他開門
[00:07:34.500 --> 00:07:37.500]  你們中間誰有二子求餅
[00:07:37.500 --> 00:07:39.500]  反給他石頭呢?
[00:07:39.500 --> 00:07:41.500]  求魚反給他蛇呢?
[00:07:41.500 --> 00:07:43.500]  你們雖然不好
[00:07:43.500 --> 00:07:46.500]  尚且知道那好東西給兒女
[00:07:46.500 --> 00:07:48.500]  何況你們在天上的父
[00:07:48.500 --> 00:07:53.500]  豈不肯把好東西給求他的人嗎?
[00:07:53.500 --> 00:07:55.500]  所以無論何時
[00:07:55.500 --> 00:07:57.500]  你們願意人怎樣待你們
[00:07:57.500 --> 00:07:59.500]  你們也要怎樣待人
[00:07:59.500 --> 00:08:04.500]  因為這就是律法和先知的道理」
[00:08:04.500 --> 00:08:07.500]  有一個男孩在祈禱
[00:08:07.500 --> 00:08:09.500]  他求神在聖誕節的時候
[00:08:09.500 --> 00:08:11.500]  給他一輛單車
[00:08:11.500 --> 00:08:13.500]  他一直在祈禱
[00:08:13.500 --> 00:08:15.500]  但是他家裡真的很窮
[00:08:15.500 --> 00:08:19.500]  實在沒有多餘的錢去買一輛單車
[00:08:19.500 --> 00:08:21.500]  結果聖誕節來到了
[00:08:21.500 --> 00:08:23.500]  他仍然沒有單車
[00:08:23.500 --> 00:08:26.500]  一個微信主的朋友笑他說
[00:08:26.500 --> 00:08:33.500]  「你看!你的神沒有回答你祈求單車的禱告」
[00:08:33.500 --> 00:08:35.500]  這個男孩看著這位叔叔
[00:08:35.500 --> 00:08:38.500]  他說「神回答了」
[00:08:38.500 --> 00:08:42.500]  他「Say you know」
[00:08:42.500 --> 00:08:45.500]  第十一節說
[00:08:45.500 --> 00:08:46.500]  「你們雖然不好
[00:08:46.500 --> 00:08:50.500]  尚且知道那好東西給兒女
[00:08:50.500 --> 00:08:52.500]  何況你們在天上的父
[00:08:52.500 --> 00:08:55.500]  豈不肯把好東西給求他的人嗎?
[00:08:55.500 --> 00:08:58.500]  給求他的人嗎?
[00:08:58.500 --> 00:09:02.500]  我們作為求他的人
[00:09:02.500 --> 00:09:04.500]  禱告得不到應運
[00:09:04.500 --> 00:09:06.500]  一定有原因
[00:09:06.500 --> 00:09:12.500]  今天就讓我們一起看看其中幾個
[00:09:12.500 --> 00:09:14.500]  第一 神Say no
[00:09:14.500 --> 00:09:18.500]  是因為我們求的不對
[00:09:18.500 --> 00:09:21.500]  神有很多回答我們禱告的方法
[00:09:21.500 --> 00:09:26.500]  祂Say no 是其中一個方法
[00:09:26.500 --> 00:09:35.500]  第十一節 天父給求他的人好東西
[00:09:35.500 --> 00:09:37.500]  若果我們求魚
[00:09:37.500 --> 00:09:40.500]  難道祂會給我們一條蛇嗎?
[00:09:40.500 --> 00:09:43.500]  但是 若果我們真的求蛇呢?
[00:09:43.500 --> 00:09:46.500]  難道祂真的會給我們一條蛇?
[00:09:46.500 --> 00:09:47.500]  所以很多時候
[00:09:47.500 --> 00:09:54.500]  我們會妄求 會亂求 會錯求
[00:09:54.500 --> 00:09:57.500]  主耶穌教導我們怎樣禱告
[00:09:57.500 --> 00:10:00.500]  我們看看主禱文
[00:10:00.500 --> 00:10:03.500]  馬太福音六章九到十節
[00:10:03.500 --> 00:10:05.500]  「所以你們禱告要這樣說
[00:10:05.500 --> 00:10:07.500]  我們在天上的父
[00:10:07.500 --> 00:10:10.500]  願人都尊你的名為聖
[00:10:10.500 --> 00:10:12.500]  願你的國降臨
[00:10:12.500 --> 00:10:17.500]  願你的旨意行在地上 如同行在天上」
[00:10:17.500 --> 00:10:19.500]  我們禱告說
[00:10:19.500 --> 00:10:23.500]  「願你的旨意行在地上」
[00:10:23.500 --> 00:10:24.500]  說到底
[00:10:24.500 --> 00:10:27.500]  很多時候我們都不知道
[00:10:27.500 --> 00:10:33.500]  神的旨意是什麼
[00:10:33.500 --> 00:10:36.500]  有一個體重超標的商人
[00:10:36.500 --> 00:10:39.500]  他訂下了新年計劃
[00:10:39.500 --> 00:10:42.500]  他說今年要減20磅
[00:10:42.500 --> 00:10:43.500]  起初的時候
[00:10:43.500 --> 00:10:46.500]  他很小心地去選擇他的餐單
[00:10:46.500 --> 00:10:49.500]  很嚴格地執行
[00:10:49.500 --> 00:10:51.500]  他甚至改變了他上班
[00:10:51.500 --> 00:10:53.500]  駕車所行的路線
[00:10:53.500 --> 00:10:57.500]  因為他一定會經過一間餅店
[00:10:57.500 --> 00:11:00.500]  而那間餅店的每一件蛋糕
[00:11:00.500 --> 00:11:02.500]  都是那麼吸引
[00:11:02.500 --> 00:11:04.500]  特別是那些芝士蛋糕
[00:11:04.500 --> 00:11:06.500]  他當然又祈求神
[00:11:06.500 --> 00:11:11.500]  讓他有恆心去實行這個計劃
[00:11:11.500 --> 00:11:13.500]  不到一個星期
[00:11:13.500 --> 00:11:15.500]  有一天一個早上
[00:11:15.500 --> 00:11:16.500]  當他回到公司的時候
[00:11:16.500 --> 00:11:18.500]  他很開心
[00:11:18.500 --> 00:11:20.500]  他拿著一個很大很香的
[00:11:20.500 --> 00:11:23.500]  咖啡芝士蛋糕
[00:11:23.500 --> 00:11:24.500]  他對同事說
[00:11:24.500 --> 00:11:26.500]  這個是一個很特別的
[00:11:26.500 --> 00:11:28.500]  咖啡芝士蛋糕
[00:11:28.500 --> 00:11:30.500]  是神叫我買的
[00:11:30.500 --> 00:11:32.500]  他繼續解釋說
[00:11:32.500 --> 00:11:34.500]  他那早上上班的時候
[00:11:34.500 --> 00:11:38.500]  忘記了應該要繞路走
[00:11:38.500 --> 00:11:40.500]  所以他開車
[00:11:40.500 --> 00:11:43.500]  就會經過了這間餅店
[00:11:43.500 --> 00:11:45.500]  一眼望進去
[00:11:45.500 --> 00:11:50.500]  就看到各樣的美食
[00:11:50.500 --> 00:11:51.500]  他繼續說
[00:11:51.500 --> 00:11:54.500]  我覺得這個不是一個意外
[00:11:54.500 --> 00:11:57.500]  因為萬事總有它的原因
[00:11:57.500 --> 00:12:00.500]  我今天忘記繞路是有意思的
[00:12:00.500 --> 00:12:02.500]  於是我立刻祈禱
[00:12:02.500 --> 00:12:05.500]  求神給我一個印證
[00:12:05.500 --> 00:12:06.500]  神啊
[00:12:06.500 --> 00:12:09.500]  求祢就在這間店鋪的前面
[00:12:09.500 --> 00:12:11.500]  給我一個泊車位
[00:12:11.500 --> 00:12:12.500]  哈哈
[00:12:12.500 --> 00:12:14.500]  神真的給我一個
[00:12:14.500 --> 00:12:19.500]  對正這間店鋪門口的泊車位
[00:12:19.500 --> 00:12:24.500]  當我繞了這個路八次之後
[00:12:24.500 --> 00:12:27.500]  神的旨意
[00:12:27.500 --> 00:12:30.500]  我的旨意
[00:12:30.500 --> 00:12:32.500]  耶穌說不
[00:12:32.500 --> 00:12:35.500]  我說是
[00:12:35.500 --> 00:12:38.500]  記得耶穌和彼得、雅各
[00:12:38.500 --> 00:12:41.500]  和約翰去到一個高山
[00:12:41.500 --> 00:12:44.500]  祂在他們面前變了形象
[00:12:44.500 --> 00:12:46.500]  祂的臉面明亮
[00:12:46.500 --> 00:12:48.500]  好像白天一樣
[00:12:48.500 --> 00:12:51.500]  祂的衣裳潔白如光
[00:12:51.500 --> 00:12:53.500]  他們親身經歷到
[00:12:53.500 --> 00:12:55.500]  耶穌登山變象
[00:12:55.500 --> 00:12:57.500]  忽然間有摩西、伊利亞
[00:12:57.500 --> 00:13:01.500]  向他們顯現和耶穌說話
[00:13:01.500 --> 00:13:03.500]  驚訝之餘
[00:13:03.500 --> 00:13:05.500]  在馬太福音17章4節
[00:13:05.500 --> 00:13:06.500]  彼得對耶穌說
[00:13:06.500 --> 00:13:07.500]  主啊
[00:13:07.500 --> 00:13:09.500]  我們在這裡真好
[00:13:09.500 --> 00:13:10.500]  祢若願意
[00:13:10.500 --> 00:13:12.500]  我就在這裡搭三座牌
[00:13:12.500 --> 00:13:13.500]  一座為祢
[00:13:13.500 --> 00:13:15.500]  一座為摩西
[00:13:15.500 --> 00:13:17.500]  一座為伊利亞
[00:13:17.500 --> 00:13:18.500]  換句話說
[00:13:18.500 --> 00:13:22.500]  彼得他們願意停留在這裡
[00:13:22.500 --> 00:13:23.500]  在美好的日子
[00:13:23.500 --> 00:13:27.500]  在美好的光景底下停下來
[00:13:27.500 --> 00:13:32.500]  而不走回到山下的現實裏面
[00:13:32.500 --> 00:13:35.500]  耶穌怎樣回答呢
[00:13:35.500 --> 00:13:36.500]  耶穌說不
[00:13:36.500 --> 00:13:41.500]  因為彼得他們求得不對
[00:13:41.500 --> 00:13:42.500]  又有一次
[00:13:42.500 --> 00:13:44.500]  雅各、約翰他們走進來
[00:13:44.500 --> 00:13:46.500]  對耶穌說
[00:13:46.500 --> 00:13:47.500]  父子
[00:13:47.500 --> 00:13:49.500]  我們無論求什麼
[00:13:49.500 --> 00:13:52.500]  都願祢為我們達成
[00:13:52.500 --> 00:13:53.500]  耶穌又說
[00:13:53.500 --> 00:13:57.500]  那祢要我為祢們做什麼
[00:13:57.500 --> 00:13:59.500]  馬太福音10章37節
[00:13:59.500 --> 00:14:01.500]  他們說
[00:14:01.500 --> 00:14:03.500]  賜我們在祢的榮耀裏
[00:14:03.500 --> 00:14:05.500]  一個在祢右邊
[00:14:05.500 --> 00:14:08.500]  一個在祢左邊
[00:14:08.500 --> 00:14:11.500]  耶穌怎樣回答呢
[00:14:11.500 --> 00:14:12.500]  耶穌說不
[00:14:12.500 --> 00:14:17.500]  因為雅各、約翰他們求得不對
[00:14:17.500 --> 00:14:19.500]  第38節耶穌說
[00:14:19.500 --> 00:14:22.500]  祢們不知道所求的是什麼
[00:14:22.500 --> 00:14:23.500]  我所喝的杯
[00:14:23.500 --> 00:14:25.500]  祢們能喝嗎
[00:14:25.500 --> 00:14:26.500]  我所受的洗
[00:14:26.500 --> 00:14:30.500]  祢們能受嗎
[00:14:30.500 --> 00:14:33.500]  有一個媽媽和她的兒子在聊天
[00:14:33.500 --> 00:14:34.500]  說到身體
[00:14:34.500 --> 00:14:35.500]  說到健康
[00:14:35.500 --> 00:14:38.500]  她說最近覺得心跳得很快
[00:14:38.500 --> 00:14:41.500]  有一些不舒服
[00:14:41.500 --> 00:14:44.500]  所以她睡覺一般般
[00:14:44.500 --> 00:14:46.500]  孫女聽到
[00:14:46.500 --> 00:14:48.500]  就在那一晚臨睡之前
[00:14:48.500 --> 00:14:50.500]  她為媽媽祈禱
[00:14:50.500 --> 00:14:51.500]  她說
[00:14:51.500 --> 00:14:52.500]  主耶穌
[00:14:52.500 --> 00:14:56.500]  求祢使媽媽的心停止跳動
[00:14:56.500 --> 00:14:59.500]  讓祂可以安息
[00:14:59.500 --> 00:15:01.500]  耶穌說不
[00:15:01.500 --> 00:15:05.500]  因為我們求得不對
[00:15:05.500 --> 00:15:08.500]  禱告得不到應允
[00:15:08.500 --> 00:15:11.500]  一定有原因
[00:15:11.500 --> 00:15:12.500]  第二
[00:15:12.500 --> 00:15:13.500]  耶穌說不
[00:15:13.500 --> 00:15:17.500]  是因為時間未到
[00:15:17.500 --> 00:15:18.500]  時間未到
[00:15:18.500 --> 00:15:19.500]  或者未得
[00:15:19.500 --> 00:15:22.500]  是一件挺難捱的事
[00:15:22.500 --> 00:15:24.500]  大家都試過搭飛機回香港
[00:15:24.500 --> 00:15:28.500]  又或者任何的長途飛機
[00:15:28.500 --> 00:15:30.500]  在飛機上是很需要睡覺
[00:15:30.500 --> 00:15:33.500]  而我在飛機上是很難睡得著的
[00:15:33.500 --> 00:15:35.500]  不知道是因為身高的關係
[00:15:35.500 --> 00:15:38.500]  又或者是不能夠分席的關係
[00:15:38.500 --> 00:15:40.500]  還是這個姿勢不對
[00:15:40.500 --> 00:15:42.500]  那個姿勢又不對
[00:15:42.500 --> 00:15:43.500]  有一次
[00:15:43.500 --> 00:15:46.500]  很不容易地睡著了
[00:15:46.500 --> 00:15:48.500]  連夢都睡著了
[00:15:48.500 --> 00:15:50.500]  一覺醒來
[00:15:50.500 --> 00:15:52.500]  就是只有12分鐘
[00:15:52.500 --> 00:15:55.500]  不單止未到未得
[00:15:55.500 --> 00:15:59.500]  時間過得好像矮欄一樣
[00:15:59.500 --> 00:16:01.500]  我們都曾經試過是小朋友
[00:16:01.500 --> 00:16:02.500]  又或者
[00:16:02.500 --> 00:16:04.500]  如果你是有小朋友的話
[00:16:04.500 --> 00:16:05.500]  你就會清楚
[00:16:05.500 --> 00:16:10.500]  如果你開車去長浦旅行
[00:16:10.500 --> 00:16:12.500]  未出溫哥華
[00:16:12.500 --> 00:16:16.500]  他們就已經問:到未呀
[00:16:16.500 --> 00:16:18.500]  我們又試過玩遊戲
[00:16:18.500 --> 00:16:20.500]  玩board game
[00:16:20.500 --> 00:16:22.500]  我們如果是要有比賽
[00:16:22.500 --> 00:16:25.500]  分成兩隊的話
[00:16:25.500 --> 00:16:27.500]  未開始的時候
[00:16:27.500 --> 00:16:29.500]  我們又說要對中
[00:16:29.500 --> 00:16:30.500]  又說要清楚
[00:16:30.500 --> 00:16:34.500]  講清楚的比賽規則
[00:16:34.500 --> 00:16:37.500]  但是兩隊就已經很不耐煩
[00:16:37.500 --> 00:16:41.500]  不停地問:得未呀?得未呀?
[00:16:41.500 --> 00:16:43.500]  中間有鼓噪的
[00:16:43.500 --> 00:16:44.500]  有緊張的
[00:16:44.500 --> 00:16:46.500]  有諸多獻計的
[00:16:46.500 --> 00:16:48.500]  甚至有偷步的
[00:16:48.500 --> 00:16:50.500]  這個就是我們了
[00:16:50.500 --> 00:16:52.500]  我們求就要得
[00:16:52.500 --> 00:16:55.500]  我們等就要有
[00:16:55.500 --> 00:16:57.500]  還記得耶穌所行的
[00:16:57.500 --> 00:16:59.500]  第一個神蹟嗎
[00:16:59.500 --> 00:17:02.500]  記載在約翰福音二章
[00:17:02.500 --> 00:17:04.500]  在加利利的迦拿
[00:17:04.500 --> 00:17:07.500]  有娶親的賢職
[00:17:07.500 --> 00:17:10.500]  耶穌的母親都在那裡
[00:17:10.500 --> 00:17:12.500]  耶穌和祂的門徒
[00:17:12.500 --> 00:17:15.500]  也都被邀請去到父職
[00:17:15.500 --> 00:17:17.500]  酒用盡了
[00:17:17.500 --> 00:17:19.500]  耶穌的母親對祂說
[00:17:19.500 --> 00:17:21.500]  他們沒有酒了
[00:17:21.500 --> 00:17:24.500]  耶穌怎樣回答瑪利亞
[00:17:24.500 --> 00:17:25.500]  第四節
[00:17:25.500 --> 00:17:27.500]  耶穌說:母親
[00:17:27.500 --> 00:17:29.500]  我與你有什麼相干
[00:17:29.500 --> 00:17:33.500]  我的時候還沒有到
[00:17:33.500 --> 00:17:34.500]  我們禱告
[00:17:34.500 --> 00:17:36.500]  耶穌回答說
[00:17:36.500 --> 00:17:38.500]  我的時候還沒有到
[00:17:38.500 --> 00:17:41.500]  又或者沒有回答
[00:17:41.500 --> 00:17:45.500]  是不好受的
[00:17:45.500 --> 00:17:49.500]  以唱下書55章8到9節
[00:17:49.500 --> 00:17:50.500]  耶穌話說
[00:17:50.500 --> 00:17:52.500]  我的意念非同你們的意念
[00:17:52.500 --> 00:17:55.500]  我的道路非同你們的道路
[00:17:55.500 --> 00:17:57.500]  天怎讓高過地
[00:17:57.500 --> 00:18:00.500]  照讓我的道路高過你們的道路
[00:18:00.500 --> 00:18:04.500]  我的意念高過你們的意念
[00:18:04.500 --> 00:18:05.500]  大家看看
[00:18:05.500 --> 00:18:09.500]  這幅由小朋友所畫的圖畫
[00:18:09.500 --> 00:18:11.500]  我們的思想
[00:18:11.500 --> 00:18:14.500]  就是一加一等於二
[00:18:14.500 --> 00:18:16.500]  而耶穌的想法
[00:18:16.500 --> 00:18:19.500]  是無限的大
[00:18:19.500 --> 00:18:21.500]  怎樣可以比呢
[00:18:21.500 --> 00:18:23.500]  有多少次我們的禱告
[00:18:23.500 --> 00:18:24.500]  好像落空一樣
[00:18:24.500 --> 00:18:25.500]  但是原來
[00:18:25.500 --> 00:18:29.500]  只是在當時未得未有
[00:18:29.500 --> 00:18:30.500]  過了之後
[00:18:30.500 --> 00:18:32.500]  我們才體會得到
[00:18:32.500 --> 00:18:39.500]  其實祂正在製作一個更大的神蹟
[00:18:39.500 --> 00:18:41.500]  我們禱告的時候
[00:18:41.500 --> 00:18:46.500]  會為神預定答案的
[00:18:46.500 --> 00:18:48.500]  但是聖經教導我們
[00:18:48.500 --> 00:18:51.500]  答案有時會是跟我們所求的
[00:18:51.500 --> 00:18:53.500]  剛剛相反
[00:18:53.500 --> 00:18:56.500]  有時又會是先苦後甜
[00:18:56.500 --> 00:18:58.500]  有時我們求A
[00:18:58.500 --> 00:19:00.500]  祂給我們的是B
[00:19:00.500 --> 00:19:05.500]  更多的時候是超過我們所想所求
[00:19:05.500 --> 00:19:08.500]  超過我們所想像的美
[00:19:08.500 --> 00:19:12.500]  超過我們所能理解的善
[00:19:12.500 --> 00:19:13.500]  神的意念
[00:19:13.500 --> 00:19:15.500]  非同我們的意念
[00:19:15.500 --> 00:19:21.500]  祂的道路高過我們的道路
[00:19:21.500 --> 00:19:22.500]  大德生
[00:19:22.500 --> 00:19:24.500]  起初去中國的時候
[00:19:24.500 --> 00:19:29.500]  他的負擔是想將福音傳給中國人
[00:19:29.500 --> 00:19:31.500]  但是在侍功的初期
[00:19:31.500 --> 00:19:33.500]  他發現自己
[00:19:33.500 --> 00:19:35.500]  還沒有一個合適的工場
[00:19:35.500 --> 00:19:38.500]  他一直祈禱的侍功
[00:19:38.500 --> 00:19:40.500]  竟然用不到他
[00:19:40.500 --> 00:19:44.500]  但是他並沒有因此而投閒置散
