
[00:00:00.000 --> 00:00:07.340]  我們整個英語的糖的you這些青少年都在玩都在玩這個game玩的很開心花很多的時間
[00:06:47.640 --> 00:06:52.400]  對基督徒而言 你順服是因爲得救的緣故
[00:06:52.400 --> 00:07:01.000]  那我想跟你說清楚 不是因爲你順服 所以你得救 是因爲你得救了 所以你順服 這是不一樣
[00:07:01.000 --> 00:07:04.520]  ok 我們一起來讀一段經文好不好 一起來讀一段經文
[00:07:06.240 --> 00:07:10.480]  那遵守上帝的道的人 他對上帝的愛就達到完全
[00:07:10.480 --> 00:07:13.360]  那說他有上帝的生命的
[00:07:13.360 --> 00:07:21.960]  應該照耶穌基督的言行生活 這樣我們纔有把握說我們有他的生命 約翰一書二章五節
[00:07:21.960 --> 00:07:27.080]  呃 古時候的人他都有問一句問題就是如果我是基督徒我信神呢
[00:07:27.080 --> 00:07:34.400]  到底你有什麼證據證明你真的跟那位創造你的神真的有關係 你真的是一個基督徒
[00:07:35.080 --> 00:07:41.360]  你死了之後 你100%確定你一定得救 以前的人也會問這個問題 你有沒有把握
[00:07:41.360 --> 00:07:51.920]  這邊的經文告訴我們說有一個把握就是 原來當一個人真的相信神的時候 神會給他一個新的生命 而這個生命會在他裏面
[00:07:51.920 --> 00:08:01.080]  去不斷的鼓勵他說 我想要多認識神一點 我想要認識神到底會想要在我生命中有些什麼的expectation
[00:08:01.600 --> 00:08:07.120]  他有什麼計劃給我 我想要照着他的計劃去生活 你會有這樣的一種意願
[00:08:07.120 --> 00:08:13.120]  你不會一輩子不會到了perfect obedience 你不會說完全順服很難
[00:08:13.120 --> 00:08:20.680]  但是至少你有這樣的心 有這樣的意願想說 我想要知道神的話在講什麼 我想要照着做 你有這樣的意願
[00:08:20.680 --> 00:08:28.400]  就表示你可以有把握說我真的認識他 如果你沒有意願 就像有時候在funeral裏面有人死了
[00:08:29.040 --> 00:08:37.600]  過世 有時候牧師會問他說 你確定那個人是現在到哪裏去了 就是他真的認識神嗎 他現在在天國嗎 還是在哪裏
[00:08:37.600 --> 00:08:43.120]  有些人會回答說 我想他應該在天國 因爲他至少對25年前曾經
[00:08:43.120 --> 00:08:49.480]  說他是信主的來過教會 雖然25年沒有來過教會 沒有讀過聖經 但是我相信他可能是
[00:08:49.480 --> 00:08:52.640]  你有把握嗎 你有把握嗎
[00:08:53.440 --> 00:09:00.640]  你真的知道我們順服是因爲我們得救 所以順服神是因爲得救的現象的
[00:09:00.640 --> 00:09:05.080]  後果 而不是原因 不是我 我順服神 我聽神話 所以我得救
[00:09:05.080 --> 00:09:09.760]  沒有人因爲可以順服神的得救的 但是很多人因爲得救
[00:09:09.760 --> 00:09:15.840]  因爲神有恩典給我 他救了我 他給了一個新的生命 因此我能夠活出一個順服的生活
[00:09:15.840 --> 00:09:20.640]  所以大家搞清楚 有時候我們想要順服 可是因爲害怕而順服
[00:09:21.400 --> 00:09:28.920]  不順服搞不好下地獄 好可怕 所以還是乖乖聽話 動機錯就所有東西都錯 動機錯所有東西都錯
[00:09:28.920 --> 00:09:30.120]  第二個
[00:09:30.120 --> 00:09:32.960]  因爲愛的緣故而順服
[00:09:32.960 --> 00:09:42.760]  因爲愛的緣故而順服 在羅馬書那邊說 所以弟兄們 我以神的慈悲勸你們將身體獻上當作活祭 是聖潔的 是神所喜悅的
[00:09:42.760 --> 00:09:46.680]  你們如此侍奉來是理所當然
[00:09:47.160 --> 00:09:51.400]  所以因爲神愛我們 我們跟神有愛的關係 說我願意順服
[00:09:51.400 --> 00:09:58.640]  在在有一個年輕人單身漢 不太懂得照顧自己 所以有一天他就請了一個
[00:09:58.640 --> 00:10:05.240]  呃 工人來幫他做家務 那麼當好那個工人也是一個單身的女生了
[00:10:05.240 --> 00:10:08.640]  說他每天早上起來了 他就寫一張to do list
[00:10:08.640 --> 00:10:16.960]  一張清單說 今天你要幫我洗襪子 牀單張啊 洗枕頭啊 衣服啊 晚沒有洗啊 今晚我想要喫什麼菜 就
[00:10:17.280 --> 00:10:20.000]  你把清單寫在上面 就貼在那個
[00:10:20.000 --> 00:10:28.440]  冰櫃的上面 他的工人來了 他就看着清單 就會照着清單上面的事情幫他做 做好 他晚上回來就給錢
[00:10:28.440 --> 00:10:32.480]  所以他每天就列張清單 清單完了之後 他就去上班
[00:10:32.480 --> 00:10:39.080]  那後來就因爲日久生情嘛 他們兩個就變了戀愛的關係 所以後來他們結婚了
[00:10:39.080 --> 00:10:44.520]  那麼結婚之後呢 他的朋友就問他說 哎 他說你現在每天早上起來
[00:10:45.120 --> 00:10:49.040]  你還是寫張清單給他嗎 就貼在冰櫃上面
[00:10:49.040 --> 00:10:52.000]  他就說沒有啊 我現在完全不需要給他清單
[00:10:52.000 --> 00:10:56.600]  那麼他同時就說 那他現在你太太每天早上起來就家裏睡覺看電視嗎
[00:10:56.600 --> 00:11:03.320]  他說不是啊 現在我不需要給他清單 他每天起來他會自動自覺的說 我有什麼可以爲這個家所做的
[00:11:03.320 --> 00:11:06.800]  我不用清單 他會自動自覺的看到我襪子髒了 他會洗
[00:11:06.800 --> 00:11:13.000]  晚沒有洗 他會洗 他會主動想說 我今晚回來想要喫什麼菜 他就會煮那個菜給我喫
[00:11:13.600 --> 00:11:19.960]  因爲我跟他現在是愛的關係 不是工人 不是故工跟工人的關係
[00:11:19.960 --> 00:11:26.800]  我們之間他會做這件事 不是因爲說他必須要 是因爲愛的緣故
[00:11:26.800 --> 00:11:28.520]  神從來
[00:11:28.520 --> 00:11:36.280]  不想跟我們是故工跟工人的關係 神不要我們順服他是因爲我必須要 不然嚇死我了 天打雷劈
[00:11:36.880 --> 00:11:45.080]  神說 我想要愛你 我想要你要你經歷到我的愛 因爲愛的緣故 你想要做一些事情來回應我
[00:11:45.080 --> 00:11:46.680]  因此你想順服
[00:11:46.680 --> 00:11:48.880]  這個是完全不一樣的
[00:11:48.880 --> 00:11:56.200]  所有做太太的都知道 如果你要命令你的先生說 今天回來買花給我 整件事情就變得沒有意義了 對不對
[00:11:56.200 --> 00:12:04.200]  我不用講 你自己下班自己想說 今天回家有什麼可以讓我太太更開心 你經過買花
[00:12:04.960 --> 00:12:13.120]  我會很開心 太太會很開心 但如果你不懂 要我命令給你一張清單 規定每個禮拜二下班一束花
[00:12:13.120 --> 00:12:21.600]  整件事就會沒意義 男生不懂男生就是你要對你要什麼就直接跟我講嘛 但女生不講 因爲女生要你自己去想
[00:12:21.600 --> 00:12:25.720]  因爲你愛他suppose你應該想得到他想要什麼
[00:12:25.720 --> 00:12:34.000]  神也是一樣 我們跟神相處也是一樣 神不希望我們順服他是逼不得已 好害怕 神你要清單
[00:12:34.920 --> 00:12:38.880]  知道有時候要跟神吵一些事情沒有意義 很多人跟神吵說
[00:12:38.880 --> 00:12:41.760]  聖經哪裏有講十一奉獻
[00:12:41.760 --> 00:12:48.400]  你必須要吵對不對 有清單我就做 沒清單不做 神說我不跟你吵 這沒意思
[00:12:48.400 --> 00:12:50.160]  你知道我多愛你
[00:12:50.160 --> 00:12:57.720]  你知道我多愛你 如果你不知道 你先不要奉獻 完全不要奉獻 這是爲什麼我告訴所有飛機用途千萬不要奉獻
[00:12:57.720 --> 00:13:04.000]  你還不知道爲什麼要奉獻之前千萬不要奉獻 你也沒經歷過神的愛 你也沒有這種感動
[00:13:04.520 --> 00:13:10.200]  奉獻也是錯的 所以因爲愛而順服纔是真正的對 那第三樣
[00:13:10.200 --> 00:13:16.000]  因爲信而順服 因爲你信得過他的緣故 所以你順服
[00:13:16.000 --> 00:13:24.360]  你知道在很多人認識神很久不敢去順服 是因爲其中有一個很大的害怕的地方
[00:13:24.360 --> 00:13:26.840]  是因爲你覺得說
[00:13:26.840 --> 00:13:31.080]  如果你來到神面前跟他關係太好的話
[00:13:31.920 --> 00:13:39.280]  要順服他的話 有時候你不是太信得過神說 那如果這樣的話 我人生前面會變得很悽慘嗎
[00:13:39.280 --> 00:13:47.960]  有些有些會有這樣的顧慮說 如果認識神 我信得他很深 我願意爲他做很多事 那我的人生會變得很悽慘嗎
[00:13:47.960 --> 00:13:52.840]  這句話的意思就是說 你來到神面前 你信不信神
[00:13:52.840 --> 00:13:54.800]  其實是一位很
[00:13:55.760 --> 00:14:04.000]  很有恩慈很慈愛的神 他爲你所預備的計劃比你計劃中更好 你信不信得過他
[00:14:04.000 --> 00:14:09.320]  在聖經裏面告訴我們說 他說他連自己的兒子都不顧惜
[00:14:09.320 --> 00:14:14.920]  給了我們衆人 既然這樣 他不會也把萬物白白的賜給我們嗎
[00:14:14.920 --> 00:14:18.520]  你們做家長的知道
[00:14:18.520 --> 00:14:25.720]  如果你沒有孩子 我告訴你們 如果你肯把你的孩子都給我 基本上你所有東西都可以給我
[00:14:26.280 --> 00:14:26.760]  對嗎
[00:14:26.760 --> 00:14:29.760]  你做個媽媽的知道 你肯把孩子給我
[00:14:29.760 --> 00:14:35.720]  你的車就就就不難給我 你的房子也不難給我 如果你把孩子都肯給我
[00:14:35.720 --> 00:14:44.360]  You can give me everything everything 神就是告訴你說 你信得過我嗎 我獨生子都願意爲你捨棄
[00:14:44.360 --> 00:14:47.560]  有什麼你覺得我不肯給你的
[00:14:47.560 --> 00:14:53.440]  你不肯順服我是因爲你怕 你怕說萬一你順服我 我will take away everything
[00:14:53.960 --> 00:14:58.760]  但神說我不是那位take away的神 我是一位給的神 有什麼可怕的呢
[00:14:58.760 --> 00:15:04.800]  所以來到神面前 我希望大家沒有這種顧慮 不要怕說我信神太深 搞不好神take away something
[00:15:04.800 --> 00:15:08.720]  不會神take awayeverything都會double會還給你
[00:15:08.720 --> 00:15:10.400]  我經歷過神
[00:15:10.400 --> 00:15:18.720]  很多很多每次來到神面前 願意順服 願意給的時候 你發現神給你的總遠是超過百倍 遠超過百倍
[00:15:19.320 --> 00:15:26.560]  所以這是侍奉的一些的原因啊 順服的原因 第二個 我想講順服的後果 順服的後果
[00:15:26.560 --> 00:15:35.760]  順服的結果就是 如果你來到神面前 認識他 你肯順服的話 你的人生其實會活得更加有價值 更加有意義
[00:15:35.760 --> 00:15:40.440]  耶穌說 人子得榮耀的時刻到了
[00:15:40.440 --> 00:15:46.360]  我鄭重的告訴你們 一顆麥子不落在地裏 死了人就是一顆
[00:15:47.160 --> 00:15:49.960]  一粒 如果死了就結出許多子粒來
[00:15:49.960 --> 00:15:59.240]  那愛惜自己生命的要喪失生命 願意犧牲自己在這世上生命的 反而要保存這生命到永生
[00:15:59.240 --> 00:16:00.480]  到永生
[00:16:00.480 --> 00:16:08.720]  主耶穌說 如果我們一直顧着自己的生命 說我不聽你的話 我不想捨棄的東西
[00:16:08.720 --> 00:16:15.760]  你的生命就一顆一顆 但如果說神我把生命交給你 我完全順服在你手中
[00:16:16.560 --> 00:16:21.520]  你可以結出很多很多不同的子粒 你生命會變得不一樣 很不一樣
[00:16:21.520 --> 00:16:25.600]  但是我們有時候其實不肯 不肯 我們害怕 我們不肯
[00:16:25.600 --> 00:16:31.120]  有一個啊 我記得被啊被area fellowship有一個牧師 他講他
[00:16:31.120 --> 00:16:37.760]  導師小時候呢 有一段故事很有意思 他小時候呢 就很想有一有一輛新車
[00:16:37.760 --> 00:16:40.280]  那麼他爸就答應他說
[00:16:41.000 --> 00:16:46.640]  沒關係啊 等你到了16歲的時候 爸爸送你一臺新車 一早就答應了
[00:16:46.640 --> 00:16:52.440]  說他就很高興 他就一直期待說 期待說到了16歲 爸爸會買我最送我一臺新車
[00:16:52.440 --> 00:16:56.760]  所以到了差不多到16歲了 他就不斷提他爸 就跟他說 哎 爸
[00:16:56.760 --> 00:17:05.320]  還有對六個月就16歲生日了 記得啊 當初你答應過我16歲送我新車 16歲送我新車
[00:17:05.320 --> 00:17:10.240]  然後就啊 他爸有一天就告訴他說 沒問題 我答應過你 我一定做得到
[00:17:10.800 --> 00:17:16.040]  等你16歲生日 我就送你一臺車 不過爸爸有件事要你爲爸爸做的
[00:17:16.040 --> 00:17:20.400]  有本書 這本書爸爸送給你 你回去讀
[00:17:20.400 --> 00:17:24.120]  爸爸答應你 等你讀完這本書之後
[00:17:24.120 --> 00:17:32.680]  爸爸就送你一臺車 你大概也也16歲到了 所以我給你幾個月的時間 你讀完這本書 爸爸就送給你一臺車
[00:17:32.680 --> 00:17:35.280]  好 他說 沒問題 沒問題 就把書拿回去
[00:17:36.120 --> 00:17:43.160]  那結果到了summer去放假 本來很多時間去讀的 那後來呢 就沒讀 因爲他不是一個喜歡讀書的人
[00:17:43.160 --> 00:17:47.760]  那就一天到晚跟朋友去什麼喝東西聊天啊 打game打籃球啊
[00:17:47.760 --> 00:17:54.240]  他就不想改變自己的lifestyle 就是我本來就是這樣的lifestyle 暑假本來就應該這樣過啊 就一直過一直過
[00:17:54.240 --> 00:17:59.040]  那一天都沒讀啊 沒讀呢 就眼看着16歲快到了
[00:17:59.040 --> 00:18:04.440]  他就很想吹他爸說 哎 16歲了 那臺車了 那臺車了 很想要很想要
[00:18:05.000 --> 00:18:14.160]  可是他爸叫他做的是他沒做 他是不好意思來到他爸面前說 爸 你叫我讀的書一夜沒讀 可是我還是要這臺車 他不好意思說
[00:18:14.160 --> 00:18:22.920]  可是他沒有這個動力讀那本書 所以他就一直維持着整個暑假打籃球 玩game跟朋友聊天 一一夜都沒讀 什麼都沒做
[00:18:22.920 --> 00:18:29.040]  結果好 終於到了16歲 終於過了16歲 他爸一點動靜都沒有
[00:18:30.000 --> 00:18:35.880]  所以一天一天的過去 他一夜書都沒有讀 結果到最後他實在受不了
[00:18:35.880 --> 00:18:44.560]  他就跑去跟他爸講說 爸 我已經過了16歲 過了好幾個禮拜了 爲什麼沒有動靜 你不是答應我送臺車給我嗎
[00:18:44.560 --> 00:18:47.480]  你知道他爸跟他說什麼 他爸跟他說
[00:18:47.480 --> 00:18:55.160]  你到現在還來問我說那臺車爲什麼沒給你 就表示我叫你讀那本書你根本沒讀對不對
[00:18:55.680 --> 00:19:02.360]  他說 對 我一夜都沒讀 他爸說 如果你肯照我的吩咐去做 那臺車你早就拿到了
[00:19:02.360 --> 00:19:08.200]  他說 不信你去看你那本書第100頁 他回去看那本書第100頁
[00:19:08.200 --> 00:19:13.280]  上面寫着說 恭喜你 兒子 你終於讀到第100頁
[00:19:13.280 --> 00:19:20.400]  爸爸早就爲你買好這輛車 連保險都買好了 現在車子放在哪 鑰匙放在哪 你自己去拿吧
[00:19:21.280 --> 00:19:26.120]  他那時候才知道 原來他爸早就買好那臺車 保險都買好了 早就是他的了
[00:19:26.120 --> 00:19:32.040]  如果他肯照他爸爸的吩咐去做 他早就拿到那臺車 他已經在開幾個月了
[00:19:32.040 --> 00:19:38.400]  但是他爸說 我吩咐你做一點點的事情 你一樣都沒做
[00:19:38.400 --> 00:19:44.320]  整個暑假 你就照着你以往的生活方式 一天一天再過
[00:19:44.320 --> 00:19:49.880]  如果你照着做 你 你書沒讀完讀到第100頁 你就已經得到那臺車
[00:19:51.520 --> 00:19:56.960]  弟兄姐妹 我們有時候跟神也是一樣 神應許我們很多的東西
[00:19:56.960 --> 00:20:03.920]  但是我們一樣沒得到 有些信主 信了十年 說神裏應許的東西 爲什麼我一樣沒得到
[00:20:03.920 --> 00:20:06.840]  你告訴我說信了 你做我 你說
[00:20:06.840 --> 00:20:12.920]  主耶穌應許我們說 他所做的事 信他也要做 並且做得更大 有沒有
[00:20:12.920 --> 00:20:19.400]  神裏應許我的生命 其實應該很有價值 我做些很有意義的是大事
[00:20:20.040 --> 00:20:26.400]  可是奇怪 我信主十年 大事沒做成 這小事還搞砸了 你說到底什麼回事
[00:20:26.400 --> 00:20:32.200]  神說 其實我所應許的東西全部都是你的 也早就都是你的
[00:20:32.200 --> 00:20:36.880]  問題是我吩咐你做的事情 你一樣都沒做
[00:20:36.880 --> 00:20:44.720]  你過去十年都是你按照你的lifestyle 你的生活方式一直在這樣活 你一天都沒改變過
[00:20:44.720 --> 00:20:49.320]  很 你就得不到任何的東西
[00:20:50.440 --> 00:20:52.120]  在主耶穌說
[00:20:52.120 --> 00:21:00.200]  誰要服侍我就得跟從我 我在哪裏 我的僕人也在哪裏 那侍奉我的人 我父親一定重用他
[00:21:00.200 --> 00:21:08.200]  我正中的告訴你們 信我的人也會做我所做的事 甚至要做更大的 因爲我到父那裏去
[00:21:08.200 --> 00:21:14.520]  當你跨出第一步的時候 你會發現你人生會變得不一樣 你做的事情也會變得不一樣
[00:21:16.760 --> 00:21:21.720]  給up啊 給up是我們教會的一個門徒訓練的一個program
[00:21:21.720 --> 00:21:29.840]  就是一個帶一個 一個帶一個的門徒訓練 呃 一個禮拜 只要你一個小時到一個半小時
[00:21:29.840 --> 00:21:32.920]  抽一個一個小時到一個半小時
[00:21:32.920 --> 00:21:37.480]  啊 這個我跟你分享 當初三年前 我們開始這個program
[00:21:37.480 --> 00:21:43.800]  我每個星期花了一個半小時的時間 我是第一代啊 我第一代 我們四代同堂
[00:21:44.320 --> 00:21:51.720]  所以在啊 門徒訓練的層面 我不知不覺已經成了曾祖父 所以這是我的曾孫 我的曾孫
[00:21:51.720 --> 00:21:56.800]  我是第一代 我花每天花一個半小時 我帶了德瑞
[00:21:56.800 --> 00:22:05.880]  我們每個每個禮拜一個半小時 我們在一起讀經 一起禱告 我們一起來談一下我們生活中發生什麼事 彼此來扶持
[00:22:05.880 --> 00:22:10.120]  結果他後來成爲門徒之後 他帶了jason
[00:22:11.240 --> 00:22:16.200]  jason呢就帶了randy 這是第四代 那接下來會有第五代
[00:22:16.200 --> 00:22:23.600]  當主耶穌說我做的事你們也要做 並且做的更大 很大部分知子門徒就是你們要make disciple
[00:22:23.600 --> 00:22:33.600]  我們活着需要使更多的人認識神的愛 更多的人成爲主耶穌一個門徒 這是我們生活存在的一個價值
[00:22:33.600 --> 00:22:39.760]  有時候當你跨出地步的時候 你會經歷到不知不覺神就開始在使用就可以用
[00:22:40.320 --> 00:22:43.160]  但是如果你不肯跨出第一步就很難
[00:22:43.160 --> 00:22:49.560]  啊跨跨出第一步需要需要有點勇氣 所以我鼓勵大家如果你真的
[00:22:49.560 --> 00:22:58.480]  任何方面的的的東西 你有任何的才幹 你想說我想神怎麼可以用我這方面呢啊可以試試幹跨出第一步
[00:22:58.480 --> 00:23:07.520]  啊第所以第三面最後一方面我想跟大家講的是其實順服是一生的功課 但是順服的功課其實是從一小步開始的
[00:23:08.080 --> 00:23:14.800]  一小步開始是說很簡單 我剛剛所說的一個禮拜一個半小時 你肯不肯花那一個半小時
[00:23:14.800 --> 00:23:18.040]  你肯花了神就使用就變得不一樣
[00:23:18.040 --> 00:23:23.480]  你肯不肯說在音樂方面你有興趣 在音樂方面爲神付出
[00:23:23.480 --> 00:23:30.040]  每個禮拜兩個小時 你需要兩個小時練習的時間 再加15分鐘在這邊唱
[00:23:30.040 --> 00:23:35.200]  對啊 這是一小步 可是當你跨出一小步 你人生會變得不一樣
[00:23:35.720 --> 00:23:42.080]  我想跟大家分享一段小小的聖經 我們講看看一個人物 聖經一個人物 他本來是個
[00:23:42.080 --> 00:23:50.960]  很微小的人物 只是個漁夫 我們看看這個漁夫怎麼改變成爲不一樣的人 我們一起來讀 好不好 這個節目一起來讀
[00:23:50.960 --> 00:23:59.600]  有一次耶穌站在格里沙勒湖邊 人們擁上來要聽他說講上帝的話
[00:24:00.520 --> 00:24:06.000]  他看見兩條船停在湖邊 打魚的人離開船 正在岸上洗網
[00:24:06.000 --> 00:24:11.560]  耶穌上了西門的那一條船 吩咐西門把船稍微劃開
[00:24:11.560 --> 00:24:17.760]  耶穌坐下來從船上教導羣衆 講完後他對西門說
[00:24:17.760 --> 00:24:23.880]  把船劃到水深的地方去 然後你跟你的夥伴撒網打魚
[00:24:24.560 --> 00:24:31.800]  西門說 老師 我們整夜辛勞 什麼都沒有打着 既然你這麼說 我就撒網吧
[00:24:31.800 --> 00:24:37.160]  於是他們撒網 捕到了一大羣魚 魚網差一點破了
[00:24:37.160 --> 00:24:42.160]  他們就打手勢 呼召另一條漁船的夥伴過來幫忙
[00:24:42.160 --> 00:24:46.840]  他們來把魚裝滿了兩條船 船幾乎沉下去
