
[00:00:00.000 --> 00:00:05.480]  頂姐妹新年快樂,很開心能夠在一起有崇拜的時間
[00:04:14.760 --> 00:04:16.520]  發生了信主幾十年
[00:04:16.520 --> 00:04:18.000]  經常說神蹟奇事
[00:04:18.000 --> 00:04:19.920]  但是當見到的時候
[00:04:19.920 --> 00:04:21.360]  又接受不了
[00:04:21.360 --> 00:04:22.640]  但是你問為什麼接受不了
[00:04:22.640 --> 00:04:25.280]  又解釋不了為什麼接受不了
[00:04:25.280 --> 00:04:27.520]  但是感恩其實上帝真的很愛我們
[00:04:27.520 --> 00:04:30.160]  祂是很樂意將祂自己向我們啟示
[00:04:30.160 --> 00:04:33.840]  當我們見到很多病能夠得到醫治的時候
[00:04:33.840 --> 00:04:36.000]  其實我們的神就回來了
[00:04:36.000 --> 00:04:37.400]  就是雲魄
[00:04:37.400 --> 00:04:38.480]  定一定神
[00:04:38.480 --> 00:04:41.720]  是的 我們的神真的是超自然的神
[00:04:41.720 --> 00:04:43.400]  自然會做超自然的事
[00:04:43.400 --> 00:04:45.280]  我們都是謙卑的在神的面前
[00:04:45.280 --> 00:04:46.880]  好好地去學習
[00:04:46.880 --> 00:04:49.640]  當我們真的還沒有定神的時候
[00:04:49.640 --> 00:04:51.560]  教會也發生了一件很重要的事
[00:04:51.560 --> 00:04:54.240]  我們的牧師突然宣佈退休
[00:04:54.240 --> 00:04:55.520]  壓力實在太大了
[00:04:55.520 --> 00:04:56.960]  什麼兩個學機構
[00:04:56.960 --> 00:05:00.440]  我們根本不知道怎麼辦
[00:05:00.440 --> 00:05:01.600]  所以你見不見到
[00:05:01.600 --> 00:05:03.800]  2017年整個主題就說什麼
[00:05:03.800 --> 00:05:04.920]  主必在來
[00:05:04.920 --> 00:05:05.720]  我現在回顧的時候
[00:05:05.720 --> 00:05:07.840]  是不是大家那時候很有末世心態
[00:05:07.840 --> 00:05:09.080]  死了不知道怎麼辦
[00:05:09.080 --> 00:05:11.480]  突然間教會會不會有很大的變動
[00:05:11.480 --> 00:05:14.240]  有人說我們教會會不會全部人都走了
[00:05:14.240 --> 00:05:15.800]  也都可能令我們想一下
[00:05:15.800 --> 00:05:18.160]  其實上帝要介入我們生命裡面
[00:05:18.160 --> 00:05:19.480]  上帝一來就是來了
[00:05:19.480 --> 00:05:21.760]  很多事情都是不道理的打算
[00:05:21.760 --> 00:05:23.200]  也都不道理的計劃
[00:05:23.200 --> 00:05:26.040]  所以在那一年我們都用了很多時間
[00:05:26.040 --> 00:05:28.400]  去探討主必在來這個主題
[00:05:28.400 --> 00:05:30.680]  也都在那時候上帝親自的
[00:05:30.680 --> 00:05:33.280]  將新媒體宣教這個概念
[00:05:33.280 --> 00:05:36.400]  灌注在整個教會裡面
[00:05:36.400 --> 00:05:38.520]  現在回顧差不多兩年後
[00:05:38.520 --> 00:05:40.320]  我們知道上帝突然間
[00:05:40.320 --> 00:05:41.640]  馬上抽離牧師
[00:05:41.640 --> 00:05:44.240]  就是侍奉的方向調轉了
[00:05:44.240 --> 00:05:45.920]  其實真的有他的心意
[00:05:45.920 --> 00:05:47.720]  當年他在做耶穌的時候
[00:05:47.720 --> 00:05:49.080]  又被人罵他做耶穌
[00:05:49.080 --> 00:05:50.800]  現在他決定不做耶穌的時候
[00:05:50.800 --> 00:05:52.840]  每次見到別人都叫他做耶穌
[00:05:52.840 --> 00:05:53.880]  真的很古怪
[00:05:53.880 --> 00:05:55.000]  但是他很可憐
[00:05:55.000 --> 00:05:56.800]  他現在又去做一些被人罵的事情
[00:05:56.800 --> 00:05:58.240]  就是你要做新媒體宣教
[00:05:58.240 --> 00:06:00.520]  所以他又拼命在做
[00:06:00.520 --> 00:06:04.120]  但是我們在整個領袖的交接
[00:06:04.120 --> 00:06:06.760]  同胞的彼此的配搭和學習裡面
[00:06:06.760 --> 00:06:09.400]  其實我們都是緊緊的去跟從主
[00:06:09.400 --> 00:06:10.600]  我們知道其實
[00:06:10.600 --> 00:06:13.800]  我們的信仰最重要的是跟著我們的上帝
[00:06:13.800 --> 00:06:15.040]  在這個階段裡面
[00:06:15.040 --> 00:06:17.120]  為什麼會出現了2018年的主題
[00:06:17.120 --> 00:06:18.240]  就是因為我們知道
[00:06:18.240 --> 00:06:20.920]  唯有上帝的國度臨在我們當中
[00:06:20.920 --> 00:06:23.000]  我們緊緊的讓上帝掌權
[00:06:23.000 --> 00:06:24.600]  敬畏祂 跟從祂
[00:06:24.600 --> 00:06:29.960]  我們才能夠面對我們人生餘下的歷程
[00:06:29.960 --> 00:06:32.720]  不過在整個夢想裡面
[00:06:32.720 --> 00:06:34.960]  我們發現整體的氣氛
[00:06:34.960 --> 00:06:38.200]  事實上那個屬靈的渴求
[00:06:38.200 --> 00:06:39.280]  屬靈的質素
[00:06:39.280 --> 00:06:40.960]  我們看到在2018年
[00:06:40.960 --> 00:06:42.080]  我們大家都很努力
[00:06:42.080 --> 00:06:43.640]  也都是很好的進步
[00:06:43.640 --> 00:06:45.640]  給你掌聲你旁邊那個好嗎
[00:06:45.640 --> 00:06:47.360]  但是在夢想上面
[00:06:47.360 --> 00:06:49.480]  我們也都遇到很大的困難
[00:06:49.480 --> 00:06:51.920]  我們發現原來
[00:06:51.920 --> 00:06:55.800]  給神掌權是一件很困難的事
[00:06:55.800 --> 00:06:57.480]  很困難的意思就是說
[00:06:57.480 --> 00:07:01.240]  我們如果上帝按照我們的心意去成就
[00:07:01.240 --> 00:07:02.440]  我們當然會跟從
[00:07:02.440 --> 00:07:04.440]  我們當然會Amen
[00:07:04.440 --> 00:07:06.120]  但是當上帝要介入
[00:07:06.120 --> 00:07:07.800]  或者我們遇到一些事
[00:07:07.800 --> 00:07:09.520]  不是我們自己預期
[00:07:09.520 --> 00:07:11.760]  或者不是我們期盼的時候
[00:07:11.760 --> 00:07:14.640]  當中的角力都挺重要的
[00:07:14.640 --> 00:07:16.840]  特別我們這間是世胞小組教會
[00:07:16.840 --> 00:07:17.960]  你加入小組的時候
[00:07:17.960 --> 00:07:20.320]  你都明知道我們是對內彼此建立
[00:07:20.320 --> 00:07:22.320]  對外是廣傳福音的
[00:07:22.320 --> 00:07:23.280]  但是很有趣的
[00:07:23.280 --> 00:07:26.840]  當小組一路推動我們去做傳福音工作的時候
[00:07:26.840 --> 00:07:29.920]  發覺是越來越大的阻力
[00:07:29.920 --> 00:07:32.720]  因為大家只是喜歡彼此相愛
[00:07:32.720 --> 00:07:33.920]  坐在這裡舒舒服服
[00:07:33.920 --> 00:07:35.800]  早早你愛我照顧我就行了
[00:07:35.800 --> 00:07:36.920]  但是你要我出去
[00:07:36.920 --> 00:07:39.120]  他就十萬個不願意
[00:07:39.120 --> 00:07:40.480]  十萬個理由的
[00:07:40.480 --> 00:07:44.760]  這個是令我們在夢想上面都覺得有點困惑的
[00:07:44.760 --> 00:07:45.880]  你就明白
[00:07:45.880 --> 00:07:48.040]  為什麼今天我們會再踩前一步的
[00:07:48.040 --> 00:07:51.360]  就是說我們發現很多信徒的生命
[00:07:51.360 --> 00:07:53.280]  他只是信徒來的
[00:07:53.280 --> 00:07:55.280]  他不是一個門徒
[00:07:55.280 --> 00:07:59.280]  他沒有將上帝擺在他生命當中的寶座
[00:07:59.280 --> 00:08:02.560]  也沒有讓上帝成為他生命裡面的王
[00:08:02.560 --> 00:08:05.960]  於是當王命下達的時候
[00:08:05.960 --> 00:08:07.680]  其實很多人都不想接旨
[00:08:07.680 --> 00:08:11.480]  因為大家都不覺得這個是王來的
[00:08:11.480 --> 00:08:13.840]  今年是我們一個很特別的日子
[00:08:13.840 --> 00:08:17.800]  我們這個教會開了25週年
[00:08:17.800 --> 00:08:20.080]  我們說的是千脈社的浸信會
[00:08:20.080 --> 00:08:22.200]  還沒有開放的時間
[00:08:22.200 --> 00:08:23.960]  在這個25年頭的裡面
[00:08:23.960 --> 00:08:26.400]  我們頂智媒就開始找舊照片
[00:08:26.400 --> 00:08:29.120]  然後又開始慶祝25週年
[00:08:29.120 --> 00:08:30.800]  30週年的時候的浸信紀念
[00:08:30.800 --> 00:08:34.120]  這些活動其實我們已經一直在催的了
[00:08:34.120 --> 00:08:36.480]  實際上都是一個好的時間
[00:08:36.480 --> 00:08:38.480]  讓我們重新去整領一下
[00:08:38.480 --> 00:08:40.480]  我們自己所謂的屬靈生命
[00:08:40.480 --> 00:08:43.480]  或者我們跟耶穌基督的關係究竟是怎樣
[00:08:43.480 --> 00:08:45.480]  所以第一個的季度
[00:08:45.480 --> 00:08:48.600]  我們是會處理的就是認識基督這個主題
[00:08:48.600 --> 00:08:51.320]  保羅說我先前以為我有益的
[00:08:51.320 --> 00:08:53.720]  現在都當是有損的
[00:08:53.720 --> 00:08:55.240]  頂智媒信了這麼久
[00:08:55.240 --> 00:08:57.360]  你能夠好像保羅這樣說
[00:08:57.360 --> 00:09:00.640]  以前你覺得去玩 去旅行
[00:09:00.640 --> 00:09:02.120]  買樓 結婚生子
[00:09:02.120 --> 00:09:04.760]  這些人人都追求的東西對你來說
[00:09:04.760 --> 00:09:06.200]  其實是自保來的
[00:09:06.200 --> 00:09:09.760]  但是今天你願不願意為耶穌基督犧牲呢
[00:09:09.760 --> 00:09:11.520]  其實你不是犧牲的
[00:09:11.520 --> 00:09:14.800]  我們經常說我們犧牲為主是很苦的事
[00:09:14.800 --> 00:09:16.160]  你看到保羅的時候
[00:09:16.160 --> 00:09:17.880]  保羅一點都不苦的
[00:09:17.880 --> 00:09:21.920]  因為他追尋的是他一生所謂的自保
[00:09:21.920 --> 00:09:24.360]  不過他的自保已經改了
[00:09:24.360 --> 00:09:27.720]  他說耶穌基督才是他一生的至愛
[00:09:27.720 --> 00:09:28.720]  所以頂智媒
[00:09:28.720 --> 00:09:31.440]  這個是值得我們有提醒和反省的
[00:09:31.440 --> 00:09:33.240]  面對作主的門徒
[00:09:33.240 --> 00:09:37.680]  我們相信在那個季度裏面我們會面對的挑戰是會更加的大
[00:09:37.680 --> 00:09:38.920]  然後在下半年度
[00:09:38.920 --> 00:09:40.520]  我們始終要面對回
[00:09:40.520 --> 00:09:42.600]  耶穌基督道成肉身來到這個世界上
[00:09:42.600 --> 00:09:44.720]  究竟他究竟想做些什麼
[00:09:44.720 --> 00:09:46.720]  而我們是他的門徒的時候
[00:09:46.720 --> 00:09:48.800]  我們應該怎樣去跟隨呢
[00:09:48.800 --> 00:09:50.720]  事實上你問我做了這麼多年基督徒
[00:09:50.720 --> 00:09:52.720]  也在教會受訓了這麼多年
[00:09:52.720 --> 00:09:54.760]  耶穌基督是不是我的至愛呢
[00:09:54.760 --> 00:09:57.160]  這個真是自己有時候都不敢回答的
[00:09:57.160 --> 00:09:59.400]  因為人真是很軟弱
[00:09:59.400 --> 00:10:00.160]  我相信你也是
[00:10:00.160 --> 00:10:01.760]  我們的心是很想的
[00:10:01.760 --> 00:10:04.760]  但為什麼每一次都會發覺自己要在一些叫做
[00:10:04.760 --> 00:10:07.200]  馴服的位置裏面去爭拗呢
[00:10:07.200 --> 00:10:09.960]  每一次在一個馴服的位置去爭戰的時候
[00:10:09.960 --> 00:10:12.280]  這兩年我突然間都會給主文
[00:10:12.280 --> 00:10:15.320]  其實你愛我真的比這些更甚
[00:10:15.320 --> 00:10:18.040]  當我們順理生命一直被主去挑戰的時候
[00:10:18.040 --> 00:10:20.840]  我們會經歷保羅所走過的路
[00:10:20.840 --> 00:10:24.640]  究竟我們是不是能夠看萬事如糞土
[00:10:24.640 --> 00:10:28.840]  以致我們以認識我們的耶穌基督為至寶呢
[00:10:28.840 --> 00:10:32.600]  在小組裏面一直吹噓我們要做主門徒
[00:10:32.600 --> 00:10:33.640]  信徒四大本分
[00:10:33.640 --> 00:10:36.760]  大家都已經有很多的聲音了
[00:10:36.760 --> 00:10:39.000]  這段經文其實是提醒我們
[00:10:39.000 --> 00:10:43.160]  耶穌說愛父母過於愛我的
[00:10:43.160 --> 00:10:45.000]  愛子女過於愛我的
[00:10:45.000 --> 00:10:48.600]  甚至不願意背十字架來跟從主的
[00:10:48.600 --> 00:10:49.640]  這些是叫什麼呢
[00:10:49.640 --> 00:10:51.800]  不配作我的門徒
[00:10:51.800 --> 00:10:53.880]  我提醒弟兄姊妹不要經常想著
[00:10:53.880 --> 00:10:55.040]  很多要求啊
[00:10:55.040 --> 00:10:55.920]  上帝又要我這樣
[00:10:55.920 --> 00:10:57.360]  上帝又要我這樣
[00:10:57.360 --> 00:10:59.120]  其實上帝沒有要求你這樣
[00:10:59.120 --> 00:11:03.040]  上帝是呼召一些願意跟從祂的人
[00:11:03.040 --> 00:11:04.440]  去成為他的門徒
[00:11:04.440 --> 00:11:07.160]  你想想五餅二魚吃過的有五千人
[00:11:07.160 --> 00:11:08.520]  跟祂的有多少個人
[00:11:08.520 --> 00:11:13.240]  你就知道耶穌是作出了一些呼召
[00:11:13.240 --> 00:11:14.360]  反過來說
[00:11:14.360 --> 00:11:16.080]  你不合資格的時候
[00:11:16.080 --> 00:11:19.880]  其實耶穌說你不配作我的門徒
[00:11:19.880 --> 00:11:21.680]  所以申請的由你
[00:11:21.680 --> 00:11:23.200]  收不收你做門徒的
[00:11:23.200 --> 00:11:24.640]  其實是由上帝
[00:11:24.640 --> 00:11:27.040]  所以從這樣的角度去研究這個課題
[00:11:27.040 --> 00:11:30.960]  我相信我們會有不一樣的看見和學習
[00:11:30.960 --> 00:11:34.080]  面對著道成肉身或者搶救靈魂
[00:11:34.080 --> 00:11:36.960]  如果前頭兩個題目我們都處理不好的時候
[00:11:36.960 --> 00:11:39.600]  下半年對你來說是辛苦的
[00:11:39.600 --> 00:11:41.240]  因為又要我做事了
[00:11:41.240 --> 00:11:42.920]  又要我傳福音
[00:11:42.920 --> 00:11:45.480]  但是當你明白你所信的神
[00:11:45.480 --> 00:11:46.880]  你真認識祂
[00:11:46.880 --> 00:11:47.800]  你愛祂
[00:11:47.800 --> 00:11:49.600]  你願意毀身給祂的時候
[00:11:49.600 --> 00:11:52.440]  下半年你應該會覺得更加的精彩
[00:11:52.440 --> 00:11:54.040]  為什麼我們這樣去看呢
[00:11:54.040 --> 00:11:56.040]  耶穌在《約翰福音》有一句話
[00:11:56.040 --> 00:11:57.360]  是今天想送給大家的
[00:11:57.360 --> 00:11:59.920]  祂說:我實實在在地告訴你們
[00:11:59.920 --> 00:12:01.160]  我所做的事
[00:12:01.160 --> 00:12:03.800]  信我的人也要做
[00:12:03.800 --> 00:12:06.360]  弟兄姊妹 你信不信
[00:12:06.360 --> 00:12:10.240]  耶穌說祂做的事你也要做
[00:12:10.240 --> 00:12:12.320]  在你信了主這麼多年的裡面
[00:12:12.320 --> 00:12:17.400]  你有沒有得到這個的應許
[00:12:17.400 --> 00:12:20.160]  耶穌在地上所做的一切
[00:12:20.160 --> 00:12:22.040]  原來我們都可以做的
[00:12:22.040 --> 00:12:23.480]  可能在很多人來說
[00:12:23.480 --> 00:12:27.040]  是沒有想過的 也沒有什麼期望
[00:12:27.040 --> 00:12:29.400]  因為信耶穌我們經常都會覺得
[00:12:29.400 --> 00:12:31.760]  耶穌來到是祝福我的
[00:12:31.760 --> 00:12:33.800]  在《路加福音》四章十八節
[00:12:33.800 --> 00:12:35.560]  那裡說耶穌的使命宣言
[00:12:35.560 --> 00:12:36.840]  我們常常這樣說的
[00:12:36.840 --> 00:12:38.880]  耶穌來到是要傳福音給貧窮人
[00:12:38.880 --> 00:12:40.320]  宣告被擄得釋放
[00:12:40.320 --> 00:12:41.560]  黑暗的得看見
[00:12:41.560 --> 00:12:43.080]  受壓制的得自由
[00:12:43.080 --> 00:12:43.800]  如果這麼簡單
[00:12:43.800 --> 00:12:46.800]  我們用一句話簡短去理解
[00:12:46.800 --> 00:12:48.880]  其實耶穌基督來是要報告
[00:12:48.880 --> 00:12:51.560]  神越立人的欺凌
[00:12:51.560 --> 00:12:52.600]  什麼意思呢
[00:12:52.600 --> 00:12:54.600]  在《利未記》二十五章十字那裡說
[00:12:54.600 --> 00:12:57.200]  第五十年你們要當作聖年
[00:12:57.200 --> 00:13:00.880]  在遍地給一切的居民宣告自由
[00:13:00.880 --> 00:13:02.840]  這一年必為你們的欺凌
[00:13:02.840 --> 00:13:04.880]  各人要歸自己的產業
[00:13:04.880 --> 00:13:06.720]  各歸本家
[00:13:06.720 --> 00:13:08.160]  其實在以色列的地方裡面
[00:13:08.160 --> 00:13:10.080]  當時是沒有什麼銀行借貸
[00:13:10.080 --> 00:13:13.200]  各方面的辭位的服務的
[00:13:13.200 --> 00:13:15.200]  那怎樣去面對呢
[00:13:15.200 --> 00:13:16.960]  如果你有一個地 有間屋
[00:13:16.960 --> 00:13:17.760]  你有一個家
[00:13:17.760 --> 00:13:19.280]  誰知道你經營不善
[00:13:19.280 --> 00:13:20.800]  你不能夠維生
[00:13:20.800 --> 00:13:22.680]  你要賣地 你要賣屋
[00:13:22.680 --> 00:13:26.040]  甚至當時是會賣子女去做奴隸的
[00:13:26.040 --> 00:13:27.880]  那就很慘了
[00:13:27.880 --> 00:13:29.200]  窮的永遠都是窮
[00:13:29.200 --> 00:13:30.560]  永遠不能回頭的
[00:13:30.560 --> 00:13:32.240]  那怎麼辦呢
[00:13:32.240 --> 00:13:33.240]  上帝很好
[00:13:33.240 --> 00:13:36.920]  為了讓這個人能夠有一個重生的機會
[00:13:36.920 --> 00:13:38.080]  在欺凌裡面
[00:13:38.080 --> 00:13:39.400]  這第五十年
[00:13:39.400 --> 00:13:42.960]  他要宣告所有的人民是重新得到自由
[00:13:42.960 --> 00:13:45.040]  就是說你被賣的子女
[00:13:45.040 --> 00:13:47.280]  他重新脫離了奴僕的身份
[00:13:47.280 --> 00:13:48.640]  可以回家了
[00:13:48.640 --> 00:13:50.080]  最重要的就是
[00:13:50.080 --> 00:13:51.720]  你賣了那塊地
[00:13:51.720 --> 00:13:53.080]  你被人借貸了
[00:13:53.080 --> 00:13:54.720]  拿走了那間屋
[00:13:54.720 --> 00:13:56.960]  你重新可以歸還
[00:13:56.960 --> 00:13:58.080]  成為給你的
[00:13:58.080 --> 00:14:00.480]  是讓所有貧窮人
[00:14:00.480 --> 00:14:02.280]  他們可能是因為經營不善
[00:14:02.280 --> 00:14:04.080]  而導致自己貧窮的
[00:14:04.080 --> 00:14:07.560]  但是他仍然有一個重生的機會
[00:14:07.560 --> 00:14:08.240]  兄弟姐妹
[00:14:08.240 --> 00:14:10.440]  這就是我們的好消息
[00:14:10.440 --> 00:14:11.480]  耶穌基督降世
[00:14:11.480 --> 00:14:14.680]  就是要讓我們重新得到自由
[00:14:14.680 --> 00:14:17.440]  在你的罪的綑綁裡面
[00:14:17.440 --> 00:14:21.160]  重新可以有一個選擇的能力
[00:14:21.160 --> 00:14:23.080]  所以當你成為驕徒的時候
[00:14:23.080 --> 00:14:24.960]  不要整天只懶惰魔鬼了
[00:14:24.960 --> 00:14:27.800]  魔鬼在你生命當中已經是無能為力
[00:14:27.800 --> 00:14:30.960]  因為我們所信的上帝已經是得勝的
[00:14:30.960 --> 00:14:32.320]  今天我們面對的困惑
[00:14:32.320 --> 00:14:33.400]  我們面對的罪
[00:14:33.400 --> 00:14:34.880]  我們面對的綑綁
[00:14:34.880 --> 00:14:38.920]  某程度是我們需要為自己來負責任的
[00:14:38.920 --> 00:14:40.120]  信耶穌得自由
[00:14:40.120 --> 00:14:41.720]  為什麼說失自由呢
[00:14:41.720 --> 00:14:42.760]  可能很多時候
[00:14:42.760 --> 00:14:44.560]  初初信耶穌的時候覺得很好啊
[00:14:44.560 --> 00:14:45.160]  上教會很好啊
[00:14:45.160 --> 00:14:46.200]  養得很好啊
[00:14:46.200 --> 00:14:49.640]  信久了就覺得上教會很煩啊
[00:14:49.640 --> 00:14:51.080]  很多要求啊
[00:14:51.080 --> 00:14:52.600]  有很多限制啊
[00:14:52.600 --> 00:14:53.920]  這間教會一遲到
[00:14:53.920 --> 00:14:55.080]  關門又不讓人進去
[00:14:55.080 --> 00:14:56.080]  我說去另一間教會吧
[00:14:56.080 --> 00:14:57.760]  那間教會什麼時候來都可以
[00:14:57.760 --> 00:14:58.720]  什麼時候走都可以
[00:14:58.720 --> 00:14:59.840]  我們真的有這樣的弟兄姐妹
[00:14:59.840 --> 00:15:01.720]  這樣轉教會的
[00:15:01.720 --> 00:15:02.360]  問題是
[00:15:02.360 --> 00:15:04.800]  究竟我們怎樣去看信耶穌得自由
[00:15:04.800 --> 00:15:06.280]  這裡有兩隻紙鷂
[00:15:06.280 --> 00:15:07.400]  這一隻紙鷂呢
[00:15:07.400 --> 00:15:08.640]  如果你看清楚一點
[00:15:08.640 --> 00:15:09.840]  它能夠翱翔
[00:15:09.840 --> 00:15:11.320]  是因為它還有一條繩子
[00:15:11.320 --> 00:15:12.920]  一條線是吊著它的
[00:15:12.920 --> 00:15:14.480]  有沒有多少人放過紙鷂的
[00:15:14.480 --> 00:15:15.720]  大家不同年代玩不同的東西
[00:15:15.720 --> 00:15:17.080]  我們給點掌聲的那些
[00:15:17.080 --> 00:15:19.760]  大家都是我們那一代
[00:15:19.760 --> 00:15:21.480]  現在年輕人不知道什麼是放紙鷂的
[00:15:21.480 --> 00:15:24.680]  放飛機他們就很熟悉
[00:15:24.680 --> 00:15:26.480]  一隻紙鷂能夠翱翔
[00:15:26.480 --> 00:15:27.920]  當然是風是最重要的
[00:15:27.920 --> 00:15:29.560]  沒有風就沒得說了
[00:15:29.560 --> 00:15:32.640]  但是它是因為需要放風箏的人
[00:15:32.640 --> 00:15:35.000]  那條線要跟它吊著的
[00:15:35.000 --> 00:15:36.400]  它要升的時候
[00:15:36.400 --> 00:15:38.400]  風能夠帶它翔起的時候
[00:15:38.400 --> 00:15:40.400]  我們要放線的
[00:15:40.400 --> 00:15:43.280]  但是當它開始風力不夠的時候
[00:15:43.280 --> 00:15:45.680]  我們要收緊那條線的
