
[00:00:00.000 --> 00:00:03.480]  今年是年初二
[00:02:56.280 --> 00:02:57.520]  去做福音的工作
[00:02:57.520 --> 00:02:59.240]  去建立了教會
[00:02:59.240 --> 00:03:00.360]  去成立了教會
[00:03:00.360 --> 00:03:02.280]  發展教會
[00:03:02.280 --> 00:03:04.520]  但是在書信裏
[00:03:04.520 --> 00:03:06.160]  是講到兩個人之間
[00:03:06.160 --> 00:03:08.440]  竟然出現了一些嫌隙
[00:03:08.440 --> 00:03:11.760]  沒有交代具體的原因是甚麼原因
[00:03:11.760 --> 00:03:16.240]  但是看來她們之間的這種嫌隙和矛盾
[00:03:16.240 --> 00:03:19.000]  已經到達了一個公開化的情況
[00:03:19.000 --> 00:03:23.480]  甚至驚動了遠在羅馬的保羅
[00:03:23.480 --> 00:03:27.880]  保羅在書信裏公開地去呼籲或者教導
[00:03:27.880 --> 00:03:31.400]  她們兩個要在主裏面去同心
[00:03:31.400 --> 00:03:34.040]  其實是一個很嚴肅的教導
[00:03:34.040 --> 00:03:38.720]  不要忘記那時候書信是怎樣讀出來的
[00:03:38.720 --> 00:03:39.960]  就好像講道一樣
[00:03:39.960 --> 00:03:42.960]  有一個人拿著保羅的書信
[00:03:42.960 --> 00:03:46.560]  等於姐妹坐在下面大聲地中讀出來
[00:03:46.560 --> 00:03:50.800]  讓大家都知道保羅和她們說的話
[00:03:50.800 --> 00:03:52.560]  你想想在這樣的環境裏
[00:03:52.560 --> 00:03:55.080]  將兩個人的名字放上去
[00:03:55.080 --> 00:03:58.160]  而且是在講她們有紛爭
[00:03:58.160 --> 00:04:00.440]  等於姐妹坐在裏面的時候
[00:04:00.440 --> 00:04:02.280]  在下面有甚麼反應呢?
[00:04:02.280 --> 00:04:04.720]  如果那兩位姐妹又在當中的時候
[00:04:04.720 --> 00:04:07.640]  會有甚麼反應呢?
[00:04:07.640 --> 00:04:10.160]  保羅的話是很嚴肅的
[00:04:10.160 --> 00:04:11.520]  很嚴厲
[00:04:11.520 --> 00:04:13.720]  這麼嚴厲其實有兩個原因
[00:04:13.720 --> 00:04:14.640]  第一個原因就是
[00:04:14.640 --> 00:04:17.280]  這個紛爭的問題真的非常嚴重
[00:04:17.280 --> 00:04:20.280]  不單影響了這兩個姐妹之間彼此的同心
[00:04:20.280 --> 00:04:24.800]  甚至影響了整個教會弟兄姐妹的合一
[00:04:24.800 --> 00:04:26.720]  教會如果出現了紛爭
[00:04:26.720 --> 00:04:28.800]  沒有妥善地去處理
[00:04:28.800 --> 00:04:30.480]  後果可以很嚴重
[00:04:30.480 --> 00:04:33.840]  甚至帶來教會的分裂
[00:04:33.840 --> 00:04:36.280]  信徒生命的跌倒
[00:04:36.280 --> 00:04:38.240]  第二個很重要的原因就是
[00:04:38.240 --> 00:04:42.200]  保羅實在很愛這些弟兄姐妹
[00:04:42.200 --> 00:04:44.320]  保羅和弟兄姐妹之間
[00:04:44.320 --> 00:04:45.960]  已經有一個非常緊密的
[00:04:45.960 --> 00:04:48.440]  一個屬靈的關係
[00:04:48.440 --> 00:04:49.960]  保羅是怎樣稱呼
[00:04:49.960 --> 00:04:51.280]  菲律賓教會的弟兄姐妹呢?
[00:04:51.280 --> 00:04:52.640]  我們一起來讀第一節
[00:04:52.640 --> 00:04:54.000]  1 2 3
[00:04:54.000 --> 00:04:57.320]  「我受到親愛的上天的大驚悚
[00:04:57.320 --> 00:04:59.520]  祢保佑的是我們幾個
[00:04:59.520 --> 00:05:02.600]  我們半年和親愛的弟兄
[00:05:02.600 --> 00:05:06.520]  祢會應當教主三百多個年」
[00:05:06.520 --> 00:05:09.080]  以前我信書時在德國的地方
[00:05:09.080 --> 00:05:10.080]  在華人教會裏面
[00:05:10.080 --> 00:05:14.400]  我常常聽到一些很長輩的牧者
[00:05:14.400 --> 00:05:15.880]  他們經常在講道時說
[00:05:15.880 --> 00:05:17.480]  「我親愛的弟兄姐妹」
[00:05:17.480 --> 00:05:19.200]  「我親愛的弟兄姐妹」
[00:05:19.200 --> 00:05:20.800]  我來到香港時發覺
[00:05:20.800 --> 00:05:23.120]  其實少聽了
[00:05:23.120 --> 00:05:24.160]  不過我在想
[00:05:24.160 --> 00:05:26.480]  其實親愛的弟兄姐妹
[00:05:26.480 --> 00:05:28.120]  說出來好像很容易
[00:05:28.120 --> 00:05:29.040]  但是
[00:05:29.040 --> 00:05:30.640]  真的那種關係建立
[00:05:30.640 --> 00:05:33.040]  是否真的那麼容易呢?
[00:05:33.040 --> 00:05:34.800]  如果在夫妻之間
[00:05:34.800 --> 00:05:37.520]  在父母和兒女之間
[00:05:37.520 --> 00:05:39.440]  說這些說話
[00:05:39.440 --> 00:05:41.000]  其實真的不容易
[00:05:41.000 --> 00:05:41.800]  因為這些說話
[00:05:41.800 --> 00:05:44.000]  建立了一個真實的關係
[00:05:44.000 --> 00:05:45.120]  如果你覺得容易的話
[00:05:45.120 --> 00:05:46.920]  你可以回去和子女
[00:05:46.920 --> 00:05:48.200]  和父母聊天
[00:05:48.200 --> 00:05:49.960]  甚至和自己的太太說
[00:05:49.960 --> 00:05:51.080]  「我親愛的
[00:05:51.080 --> 00:05:52.200]  你是我的喜樂
[00:05:52.200 --> 00:05:54.000]  我的冠冕」
[00:05:54.000 --> 00:05:56.920]  可能真的不是那麼容易
[00:05:56.920 --> 00:05:57.800]  保羅這樣說
[00:05:57.800 --> 00:06:01.080]  出於一份非常真誠的愛的表達
[00:06:01.080 --> 00:06:02.800]  完全沒有半點的虛假
[00:06:02.800 --> 00:06:05.200]  和賣弄情感
[00:06:05.200 --> 00:06:06.120]  菲律賓的弟兄姐妹
[00:06:06.120 --> 00:06:10.360]  都同樣感受到這份真誠的關愛
[00:06:10.360 --> 00:06:11.360]  我們看到
[00:06:11.360 --> 00:06:12.520]  不如意的人際關係
[00:06:12.520 --> 00:06:14.800]  其實不單在教會出現
[00:06:14.800 --> 00:06:15.640]  放眼望出去
[00:06:15.640 --> 00:06:16.720]  其實在家庭
[00:06:16.720 --> 00:06:18.000]  在社會裏面
[00:06:18.000 --> 00:06:19.000]  在職場裏面
[00:06:19.000 --> 00:06:20.680]  同樣會出現
[00:06:20.680 --> 00:06:22.440]  這些不如意的人際關係
[00:06:22.440 --> 00:06:23.560]  成為我們
[00:06:23.560 --> 00:06:26.080]  喜樂生命的一個挑戰
[00:06:26.080 --> 00:06:27.440]  不單這樣
[00:06:27.440 --> 00:06:29.360]  有時候物質的缺乏
[00:06:29.360 --> 00:06:32.800]  都成為我們一個很實在的挑戰
[00:06:32.800 --> 00:06:34.400]  經文裏面說到保羅
[00:06:34.400 --> 00:06:35.920]  說他有缺乏
[00:06:35.920 --> 00:06:36.840]  何無懸問
[00:06:36.840 --> 00:06:37.760]  這個缺乏
[00:06:37.760 --> 00:06:40.960]  是說到物質上的缺乏
[00:06:40.960 --> 00:06:42.880]  初期教會建立的時候
[00:06:42.880 --> 00:06:45.040]  保羅是第一代的宣教士
[00:06:45.040 --> 00:06:47.720]  同樣我覺得他是一個最偉大的宣教士
[00:06:47.720 --> 00:06:49.320]  他得到的物質的供應
[00:06:49.320 --> 00:06:51.560]  其實是沒有保障的
[00:06:51.560 --> 00:06:52.600]  現在的宣教士
[00:06:52.600 --> 00:06:53.400]  我們知道
[00:06:53.400 --> 00:06:54.600]  大部分的宣教士
[00:06:54.600 --> 00:06:57.320]  都隸屬於一個差會
[00:06:57.320 --> 00:07:02.160]  差會會提供宣教士各方面的協助
[00:07:02.160 --> 00:07:05.280]  譬如為宣教士去做一個
[00:07:05.280 --> 00:07:08.760]  整體服侍的預算
[00:07:08.760 --> 00:07:10.600]  然後頂姐妹
[00:07:10.600 --> 00:07:12.080]  教會就跟著這個預算
[00:07:12.080 --> 00:07:16.080]  給宣教士金錢的支持
[00:07:16.080 --> 00:07:18.720]  希望讓他在服侍的工場裏面
[00:07:18.720 --> 00:07:22.360]  可以無後顧之憂地去侍奉
[00:07:22.360 --> 00:07:24.560]  去做全方位的工作
[00:07:24.560 --> 00:07:28.720]  但是保羅那個年代有沒有差會?
[00:07:28.720 --> 00:07:30.720]  沒有差會
[00:07:30.720 --> 00:07:32.440]  這麼多年的宣教裏面
[00:07:32.440 --> 00:07:36.040]  他都沒有固定教會的支持
[00:07:36.040 --> 00:07:37.160]  有一段時間
[00:07:37.160 --> 00:07:39.240]  他是透過跡象幕
[00:07:39.240 --> 00:07:42.400]  來維持他生活的所需
[00:07:42.400 --> 00:07:43.560]  我想像他的情況
[00:07:43.560 --> 00:07:45.000]  可能一到五的時間
[00:07:45.000 --> 00:07:45.920]  白天的時間
[00:07:45.920 --> 00:07:47.240]  就是在跡象棚
[00:07:47.240 --> 00:07:48.400]  晚上的時候
[00:07:48.400 --> 00:07:51.000]  就做門徒訓練的工作
[00:07:51.000 --> 00:07:52.200]  週末的時間
[00:07:52.200 --> 00:07:53.320]  就去到會堂
[00:07:53.320 --> 00:07:54.640]  去教會裏面
[00:07:54.640 --> 00:07:57.640]  去講神的話語
[00:07:57.640 --> 00:07:59.800]  另外大家都不要忘記
[00:07:59.800 --> 00:08:02.160]  保羅生命改變之前
[00:08:02.160 --> 00:08:03.200]  他是一個
[00:08:03.200 --> 00:08:06.680]  不需要為生活憂慮的人
[00:08:06.680 --> 00:08:08.600]  他的家庭和學歷的背景
[00:08:08.600 --> 00:08:11.160]  都非常顯赫
[00:08:11.160 --> 00:08:14.200]  他是當時著名拉比
[00:08:14.200 --> 00:08:17.320]  加瑪列門下的高徒
[00:08:17.320 --> 00:08:19.800]  如果大家不要理解這個概念的話
[00:08:19.800 --> 00:08:20.880]  我用一個比較的方式
[00:08:20.880 --> 00:08:21.760]  講給大家聽
[00:08:21.760 --> 00:08:23.520]  如果回到今天的香港
[00:08:23.520 --> 00:08:25.720]  這個加瑪列
[00:08:25.720 --> 00:08:30.960]  很比香港大學法律學院的院長
[00:08:30.960 --> 00:08:33.720]  而保羅就在法律學院裏面畢業
[00:08:33.720 --> 00:08:36.200]  而且是院長的得力門生
[00:08:36.200 --> 00:08:38.800]  他有很好的專業訓練
[00:08:38.800 --> 00:08:43.240]  加上保羅天生就有的激情
[00:08:43.240 --> 00:08:46.600]  如果他想繼續走這條路的話
[00:08:46.600 --> 00:08:48.840]  他會做一個很好的律師
[00:08:48.840 --> 00:08:54.640]  甚至可能成為下一任法律學院的院長
[00:08:54.640 --> 00:08:57.880]  生活不需要太多的擔憂
[00:08:57.880 --> 00:09:01.440]  但如今他成為了一個宣教士
[00:09:01.440 --> 00:09:04.960]  他需要每一天為明天的麵包
[00:09:04.960 --> 00:09:09.400]  而努力的去織帳篷
[00:09:09.400 --> 00:09:11.720]  保羅過去經歷過富足
[00:09:11.720 --> 00:09:13.240]  經歷過飽足
[00:09:13.240 --> 00:09:15.840]  但是今天他常常要經歷
[00:09:15.840 --> 00:09:19.240]  那份的飢餓和缺乏
[00:09:19.240 --> 00:09:21.920]  我們如今在這樣的環境裏面
[00:09:21.920 --> 00:09:24.120]  我們現在所處的光景裏面
[00:09:24.120 --> 00:09:26.280]  在一個物質富裕的環境裏面
[00:09:26.280 --> 00:09:29.520]  還是在一個缺乏的當中呢
[00:09:29.520 --> 00:09:32.320]  將來的日子又會怎樣呢
[00:09:32.320 --> 00:09:35.680]  如果你相信經濟周期的理論的時候
[00:09:35.680 --> 00:09:36.560]  你會覺得
[00:09:36.560 --> 00:09:37.280]  你會知道
[00:09:37.280 --> 00:09:39.360]  估計到將來經濟的走勢
[00:09:39.360 --> 00:09:41.000]  是一個怎樣的情況
[00:09:41.000 --> 00:09:43.640]  不過有人說我不相信這些理論
[00:09:43.640 --> 00:09:46.280]  但是你看看現在世界的局勢
[00:09:46.280 --> 00:09:48.160]  香港的處境
[00:09:48.160 --> 00:09:50.600]  我們很難對未來經濟的環境
[00:09:50.600 --> 00:09:54.040]  有一個樂觀的態度
[00:09:54.040 --> 00:09:55.640]  的確
[00:09:55.640 --> 00:09:57.560]  對喜樂生命在我們生命當中
[00:09:57.560 --> 00:09:59.600]  有很多很多不同的挑戰
[00:09:59.600 --> 00:10:00.840]  但是保羅要求
[00:10:00.840 --> 00:10:02.800]  菲律賓教會的弟兄姊妹
[00:10:02.800 --> 00:10:04.680]  要在主裏面嘗嘗喜樂
[00:10:04.680 --> 00:10:07.120]  怎樣才可以活出一個喜樂的生命
[00:10:07.120 --> 00:10:10.600]  而作為一個禮物獻給上帝呢
[00:10:10.600 --> 00:10:12.920]  經文裏面有三方面的地方
[00:10:12.920 --> 00:10:14.040]  幫我們學習
[00:10:14.040 --> 00:10:16.600]  怎樣可以學到一個
[00:10:16.600 --> 00:10:19.120]  去經歷到一個喜樂的生命
[00:10:19.120 --> 00:10:22.240]  三方面都和簡單有關係
[00:10:22.240 --> 00:10:23.160]  對你沒有聽錯
[00:10:23.160 --> 00:10:24.800]  是簡單
[00:10:24.800 --> 00:10:27.440]  喜樂生命其實可以很簡單
[00:10:27.440 --> 00:10:28.840]  可以和你旁邊的弟兄姊妹說
[00:10:28.840 --> 00:10:31.720]  喜樂生命其實可以很簡單
[00:10:31.720 --> 00:10:32.080]  好嗎?
[00:10:32.080 --> 00:10:35.880]  不覺得是吧?
[00:10:35.880 --> 00:10:38.320]  喜樂生命其實可以很簡單
[00:10:38.320 --> 00:10:39.520]  為什麼這樣說呢?
[00:10:39.520 --> 00:10:43.680]  包括三方面的簡單的描述
[00:10:43.680 --> 00:10:46.000]  簡明的追求
[00:10:46.000 --> 00:10:47.360]  簡樸的生活
[00:10:47.360 --> 00:10:49.160]  簡實的愛心
[00:10:49.160 --> 00:10:51.400]  第一個講到一個
[00:10:51.400 --> 00:10:54.760]  簡單明確的追求
[00:10:54.760 --> 00:10:56.240]  我們生命的裏面
[00:10:56.240 --> 00:11:02.120]  會不會有一些簡單而明確的追求呢?
[00:11:02.120 --> 00:11:04.720]  在很多困難挑戰的裏面
[00:11:04.720 --> 00:11:06.600]  我們會怎樣去面對
[00:11:06.600 --> 00:11:08.160]  怎樣去思想呢?
[00:11:08.160 --> 00:11:09.240]  有時候我們覺得
[00:11:09.240 --> 00:11:12.200]  我們希望這個問題可以很快地解決
[00:11:12.200 --> 00:11:16.880]  這個惡劣的環境可以很快地轉變
[00:11:16.880 --> 00:11:19.760]  和人發生一些關係上的磨擦
[00:11:19.760 --> 00:11:21.160]  有嚴規
[00:11:21.160 --> 00:11:25.960]  我們希望神改變對方
[00:11:25.960 --> 00:11:28.080]  可以快點變好一點
[00:11:28.080 --> 00:11:29.680]  甚至或者會想
[00:11:29.680 --> 00:11:33.040]  希望這個人離開我生命的範圍裏面
[00:11:33.040 --> 00:11:34.120]  他從此消失
[00:11:34.120 --> 00:11:37.120]  我不用面對這個人
[00:11:37.120 --> 00:11:38.720]  在物質缺乏的時候
[00:11:38.720 --> 00:11:41.440]  我們會不會期盼有一個好的轉機
[00:11:41.440 --> 00:11:43.400]  譬如大環境會轉好
[00:11:43.400 --> 00:11:45.280]  跟著會找到一個好的機會
[00:11:45.280 --> 00:11:47.400]  找到一份理想的工作
[00:11:47.400 --> 00:11:49.560]  高薪厚職
[00:11:49.560 --> 00:11:51.800]  或者說香港現在不理想
[00:11:51.800 --> 00:11:54.560]  可能找一個去外地發展的機會
[00:11:54.560 --> 00:11:56.080]  找一個穩定的
[00:11:56.080 --> 00:12:00.840]  舒適一點的環境去工作和生活
[00:12:00.840 --> 00:12:03.640]  有沒有發覺我們很多時候的想法
[00:12:03.640 --> 00:12:06.920]  都是集中在一些外在的環境
[00:12:06.920 --> 00:12:11.240]  或者是其他人怎樣改變的裏面
[00:12:11.240 --> 00:12:13.920]  我們很少想一下
[00:12:13.920 --> 00:12:15.920]  到底我們內在的生命
[00:12:15.920 --> 00:12:17.480]  在這個挑戰
[00:12:17.480 --> 00:12:19.720]  在這個困難的裏面
[00:12:19.720 --> 00:12:23.560]  我們需不需要去改變呢?
[00:12:23.560 --> 00:12:25.400]  我們追求的這一切
[00:12:25.400 --> 00:12:28.200]  是不是神所最看重的呢?
[00:12:28.200 --> 00:12:31.200]  是不是生命當中最寶貴的東西呢?
[00:12:31.200 --> 00:12:34.120]  我們留意經文裏面第四節到九節裏面
[00:12:34.120 --> 00:12:36.120]  有幾個藍色的字
[00:12:36.120 --> 00:12:38.560]  裏面說到什麼意思呢?
[00:12:38.560 --> 00:12:41.280]  什麼叫做謙讓的心
[00:12:41.280 --> 00:12:43.640]  一無掛慮
[00:12:43.640 --> 00:12:45.160]  平安
[00:12:45.160 --> 00:12:46.360]  真實可敬
[00:12:46.360 --> 00:12:47.360]  公義清潔
[00:12:47.360 --> 00:12:49.440]  可愛美名
[00:12:49.440 --> 00:12:50.560]  屬於德行
[00:12:50.560 --> 00:12:52.160]  值得稱讚
[00:12:52.160 --> 00:12:54.160]  什麼是在說這些的情況
[00:12:54.160 --> 00:12:58.400]  這些詞在代表什麼呢?
[00:12:58.400 --> 00:13:01.160]  其實這些詞就是在代表一個生命的品格
[00:13:01.160 --> 00:13:04.480]  屬靈生命的特質
[00:13:04.480 --> 00:13:07.000]  在一些實際生活的艱難挑戰裏面
[00:13:07.000 --> 00:13:08.520]  神所最看重的是
[00:13:08.520 --> 00:13:10.280]  我們可不可以在這些挑戰裏面
[00:13:10.280 --> 00:13:12.520]  學習到一個生命品格的功課
[00:13:12.520 --> 00:13:15.280]  擁有更多屬靈生命的特質
[00:13:15.280 --> 00:13:16.200]  換句話說
[00:13:16.200 --> 00:13:19.080]  是不是更加像耶穌?
[00:13:19.080 --> 00:13:20.600]  記不記得上個星期講羅馬書
[00:13:20.600 --> 00:13:22.200]  萬事都相互效力
[00:13:22.200 --> 00:13:24.080]  叫愛神的人得益處
[00:13:24.080 --> 00:13:27.400]  那裏的益處是在說什麼呢?
[00:13:27.400 --> 00:13:28.760]  是不是環境改變
[00:13:28.760 --> 00:13:31.800]  那個人從此在我生命當中消失
[00:13:31.800 --> 00:13:33.080]  那個益處不是這些
[00:13:33.080 --> 00:13:37.160]  是說生命更加像耶穌基督
[00:13:37.160 --> 00:13:38.240]  如果在患病當中
[00:13:38.240 --> 00:13:41.360]  我們可以學習到功課更加像耶穌
[00:13:41.360 --> 00:13:42.880]  這個就有益處
[00:13:42.880 --> 00:13:44.000]  如果我們在失業裏面
[00:13:44.000 --> 00:13:45.680]  能夠學習到生命的提升
[00:13:45.680 --> 00:13:46.880]  更加像耶穌
[00:13:46.880 --> 00:13:48.600]  我們就有益處
[00:13:48.600 --> 00:13:49.960]  如果在人際關係裏面
[00:13:49.960 --> 00:13:52.440]  我們學習到更加像耶穌
[00:13:52.440 --> 00:13:54.640]  那就有益處
[00:13:54.640 --> 00:13:56.480]  簡單明確的追求
[00:13:56.480 --> 00:13:58.520]  就是追求我們生命的成長
[00:13:58.520 --> 00:14:00.520]  我們一齊讀加泰書這段經文
[00:14:00.520 --> 00:14:01.800]  一二三
[00:14:01.800 --> 00:14:04.920]  聖靈所見的果子就是忍耐
[00:14:04.920 --> 00:14:06.400]  喜樂和平
[00:14:06.400 --> 00:14:10.880]  忍耐 恩慈 強善 信實 渴求 潔濟
[00:14:10.880 --> 00:14:14.000]  這一歷史本有六九十年
[00:14:14.000 --> 00:14:16.520]  聖靈的果子有很多方面的特質
[00:14:16.520 --> 00:14:17.760]  有九方面的表現
[00:14:17.760 --> 00:14:20.320]  當然我要看整本聖經不止這九方面
[00:14:20.320 --> 00:14:23.880]  這個是一個比較整合的表達
[00:14:23.880 --> 00:14:25.800]  有人說這麼多的特質
[00:14:25.800 --> 00:14:27.640]  我怎樣去追求
[00:14:27.640 --> 00:14:31.880]  看上去九項我有十二項都不達標
[00:14:31.880 --> 00:14:34.360]  很難 我怎樣去追求呢
[00:14:34.360 --> 00:14:36.400]  特別是新的一年裏面
[00:14:36.400 --> 00:14:38.720]  怎樣去追求呢
[00:14:38.720 --> 00:14:40.240]  用一年的時間
[00:14:40.240 --> 00:14:44.840]  我們只集中在一到兩個特質的成長
[00:14:44.840 --> 00:14:48.400]  應該不會是太多的情況
[00:14:48.400 --> 00:14:49.640]  有人會問
[00:14:49.640 --> 00:14:51.800]  怎樣去選擇那一兩個的
[00:14:51.800 --> 00:14:54.040]  屬靈的品格特質呢
[00:14:54.040 --> 00:14:56.240]  怎樣去知道呢
[00:14:56.240 --> 00:14:57.520]  其實答案就是
[00:14:57.520 --> 00:15:00.680]  我們身處的這些困境當中
[00:15:00.680 --> 00:15:05.240]  我們要留意上帝給我們看到的事情
[00:15:05.240 --> 00:15:09.680]  我的大女兒正在讀小學一年級
[00:15:09.680 --> 00:15:11.200]  知不知道由幼稚園
[00:15:11.200 --> 00:15:15.120]  去到小學一年級最大的改變是甚麼
[00:15:15.120 --> 00:15:18.520]  做家長或是做同學有甚麼改變
[00:15:18.520 --> 00:15:19.880]  最難的就是
[00:15:19.880 --> 00:15:21.600]  從一個不用考試的環境
[00:15:21.600 --> 00:15:24.280]  要去到考試 要複雜考試
[00:15:24.280 --> 00:15:26.240]  我女兒最近要考試
[00:15:26.240 --> 00:15:29.800]  我要和她一起去溫習
[00:15:29.800 --> 00:15:31.760]  溫習不同科目的時間
[00:15:31.760 --> 00:15:34.520]  其中一科就是要背英文單詞
[00:15:34.520 --> 00:15:37.360]  學英文
[00:15:37.360 --> 00:15:38.600]  反覆地去學習
[00:15:38.600 --> 00:15:40.880]  她有些詞永遠都記不住
[00:15:40.880 --> 00:15:42.120]  記了很多次
[00:15:42.120 --> 00:15:43.680]  用了不同的方法
[00:15:43.680 --> 00:15:44.920]  都是記不住
[00:15:44.920 --> 00:15:46.600]  慢慢地有些不耐煩
[00:15:46.600 --> 00:15:48.320]  有些煩躁
[00:15:48.320 --> 00:15:50.200]  繼續下去的時候
[00:15:50.200 --> 00:15:51.400]  越來越煩躁
[00:15:51.400 --> 00:15:53.320]  她就越來越不願意去讀
[00:15:53.320 --> 00:15:56.600]  越來越不願意去跟著學
[00:15:56.600 --> 00:15:57.880]  接著她到了一個程度
[00:15:57.880 --> 00:15:59.600]  就是一句話都不說
[00:15:59.600 --> 00:16:00.800]  你怎樣教她
[00:16:00.800 --> 00:16:02.200]  她都不出聲
[00:16:02.200 --> 00:16:04.160]  坐在那裏
[00:16:04.160 --> 00:16:06.800]  那一刻我控制不了自己
[00:16:06.800 --> 00:16:10.560]  我用了一些很強烈的言語罵了她
[00:16:10.560 --> 00:16:12.880]  接著她都發脾氣
[00:16:12.880 --> 00:16:14.880]  接著大哭
[00:16:14.880 --> 00:16:17.000]  那天晚上
[00:16:17.000 --> 00:16:18.880]  夜深人靜的時候
[00:16:18.880 --> 00:16:20.080]  我在想
[00:16:20.080 --> 00:16:22.520]  為甚麼我會這麼激動
[00:16:22.520 --> 00:16:25.000]  為甚麼我會這麼激動
[00:16:25.000 --> 00:16:26.000]  剛剛這段時間
[00:16:26.000 --> 00:16:26.920]  我在學習
[00:16:26.920 --> 00:16:29.800]  有一本書在教我
[00:16:29.800 --> 00:16:32.520]  用一種聖經的方法
[00:16:32.520 --> 00:16:34.880]  去怎樣去管理情緒
[00:16:34.880 --> 00:16:36.440]  有很多不同的步驟
[00:16:36.440 --> 00:16:38.320]  其中一個步驟就是說
[00:16:38.320 --> 00:16:41.160]  要怎樣去反思思想
[00:16:41.160 --> 00:16:43.680]  這些情緒的來源
[00:16:43.680 --> 00:16:44.920]  為甚麼會這麼生氣
