
[00:00:00.000 --> 00:00:04.400]  各位大英姐妹,眨眼又一日啦,又一齊睇聖經啦
[00:02:03.400 --> 00:02:06.400]  哎呀好呀我即刻帶人去迎接佢
[00:02:06.400 --> 00:02:08.400]  帶幾多呀
[00:02:08.400 --> 00:02:11.800]  四百人嘩瓦角聽到真係暈低
[00:02:11.800 --> 00:02:14.400]  起返身死囉帶四百人嚟
[00:02:14.400 --> 00:02:17.800]  唔通佢想報仇咁樣
[00:02:17.800 --> 00:02:21.800]  咁呢個呢心底你面前意識嘅投射呢就令佢覺得
[00:02:21.800 --> 00:02:25.800]  嘩四百人梗係想報仇呀如果唔係點使帶咁多人呢
[00:02:25.800 --> 00:02:30.400]  其實佢哥哥耳塑係想嚟歡迎佢最盛大的歡迎
[00:02:30.400 --> 00:02:35.400]  咁呢個藍色線呢就係阿爾耳塑呢就一路嚟喇喎
[00:02:35.400 --> 00:02:40.400]  咁呢條河呢呢條河呢就叫做瓦博河
[00:02:40.400 --> 00:02:45.400]  咁喺呢個有好多地方係過去㗎啦過河啦所以叫渡口
[00:02:45.400 --> 00:02:48.400]  咁呢就係一個過河嘅地方
[00:02:48.400 --> 00:02:53.400]  咁就喺瓦博河嘅瓦博渡口嗰度
[00:02:53.400 --> 00:02:58.400]  咁瓦角呢就自己過咗河
[00:02:58.400 --> 00:03:03.400]  早一晚就喺嗰度呢就擺低晒啲仔女
[00:03:03.400 --> 00:03:07.400]  所有族人就一個人過夜喎
[00:03:07.400 --> 00:03:11.400]  想安靜下啊聽日就見到阿哥啦
[00:03:11.400 --> 00:03:14.400]  如果佢一殺我我全家人就冇㗎啦
[00:03:14.400 --> 00:03:19.400]  咁嗰晚冷靜下咁樣自己點知嗰晚夜晚一個人嚟同我摔交
[00:03:19.400 --> 00:03:24.400]  打摔角咁終於呢就打到天光
[00:03:24.400 --> 00:03:28.400]  咁嗰人就話我要走啦記唔記得呢件事呀我要走啦
[00:03:28.400 --> 00:03:33.400]  咁就唔得唔畀你走除非你為我祝福啦其實佢知道嗰個係上帝
[00:03:33.400 --> 00:03:38.400]  你為我祝福啦咁嗰人呢就為佢祝福你改個名啦叫以色列
[00:03:38.400 --> 00:03:41.400]  咁以色列人呢就係由瓦角開始㗎喎
[00:03:41.400 --> 00:03:45.400]  瓦角嘅重要性叫以色列改名做以色列
[00:03:45.400 --> 00:03:49.400]  其實呢你見到佢完全不畀阿伯拉罕失色㗎喎
[00:03:49.400 --> 00:03:52.400]  嗰個喺信仰上上帝嘅心目中
[00:03:52.400 --> 00:03:56.400]  因為你冇見到叫做阿伯拉罕人㗎喎
[00:03:56.400 --> 00:04:00.400]  今日見到叫以色列人㗎喎而家個國家名都叫以色列㗎喎
[00:04:00.400 --> 00:04:06.400]  都係由瓦角開始㗎咁呢就係呢個地方呢就瓦博道口嗰度摔交
[00:04:06.400 --> 00:04:10.400]  咁然後嗰個天使呢就最尾就捏一捏佢隻腳咁佢呢就跛咗啦
[00:04:10.400 --> 00:04:14.400]  瘸子啦變成咁佢呢就話呢個地方
[00:04:14.400 --> 00:04:19.400]  我要改個新嘅名叫比魯伊啦咁樣咁呢就係咁樣啦
[00:04:19.400 --> 00:04:25.400]  咁喺度見返哥哥囉喎跟住呢就咁呀
[00:04:25.400 --> 00:04:31.400]  阿哥呢就話我哋一齊返去我住嗰度啦我已經預備咗一個大地方畀你住㗎啦咁樣
[00:04:31.400 --> 00:04:38.400]  咁佢好好阿哥你先行啦我呢人多嗰啲細路仔又細啲羊呢又細
[00:04:38.400 --> 00:04:45.400]  我哋行得慢啲㗎你先返去先返去咁呢哥哥就先返去囉喎呢個藍色線先返去
[00:04:45.400 --> 00:04:52.400]  呢度呢就係約旦河嚟㗎有條有條河流入去呢就叫瓦博河
[00:04:52.400 --> 00:04:59.400]  咁呢哥哥先返去我跟住嚟跟住嚟點知瓦角嗰啲古惑嘢呢係都冇改到
[00:04:59.400 --> 00:05:06.400]  見阿哥行遠咗呢佢即刻掉頭就去咗唔行下面喎就去咗疏角呢個地方
[00:05:06.400 --> 00:05:13.400]  原來疏角呢係一個當時嘅市集嚟㗎係有好多疏角呢係嗰啲booth
[00:05:13.400 --> 00:05:20.400]  咁介紹先我哋今日呢係有嗰啲嗰啲嘅嘉年華會呀咁好多個攤位嘅
[00:05:20.400 --> 00:05:27.400]  疏角呢其實就好多個攤位咁解嘅就喺嗰度呢買賣喎咁佢呢就走咗去嗰度就變咗個富戶喺嗰度啦
[00:05:27.400 --> 00:05:35.400]  呢就疏角同埋比魯伊啦如果以佢哋十二支派入去迦南地嚟講呢
[00:05:35.400 --> 00:05:43.400]  呢個地方呢都係河東呢邊呢都係佢哋幾個支派攞咗嘅
[00:05:43.400 --> 00:05:51.400]  所以疏角同埋比魯伊啦人呢都有相當部分係佢哋以色列自己人嚟嘅
[00:05:51.400 --> 00:05:58.400]  即係以色列十二支派嘅啲人嚟嘅夾集咗啲當地居民啦咁樣呢個位
[00:05:58.400 --> 00:06:09.400]  就知道喺約旦河嘅東邊好近嘅地方自私嘅第九章機電和跟隨他的人
[00:06:09.400 --> 00:06:20.400]  三百人將來呢喺天上真係好感恩呀點解將來如果我哋喺天上面呢會我一定會搵機電機電機電你嗰三百人
[00:06:20.400 --> 00:06:26.400]  喺邊呀我介紹大家識同我一齊出生入死嘅三百人
[00:06:26.400 --> 00:06:35.400]  呢三百個真係勇士呀佢勇呢係來自信心嘅而唔係來自佢哋嘅武藝高強
[00:06:35.400 --> 00:06:48.400]  呢三百人去對付米電人第一仗係拎住一個陶瓷器造嘅水瓶裏面擺把火把
[00:06:48.400 --> 00:06:55.400]  另一隻手就拎住個豪國係咁啦冇帶刀咩冇講得好清楚
[00:06:55.400 --> 00:07:01.400]  佢哋只係去吹豪國佢哋會呼喊夜和華和機電的刀就係咁樣嘅啫
[00:07:01.400 --> 00:07:08.400]  然後打佢哋打爛個瓶啲拎火把出嚟聽到啪一聲咁然後呢就得為都係火閃閃咁呀
[00:07:08.400 --> 00:07:14.400]  嚇到啲米電人亂曬係神使米電人潰散
[00:07:14.400 --> 00:07:23.400]  三百人贏咗第一仗之後呢一直跟住佢呢就去到約旦河追埋佢哋呢嗰啲米電人要逃返去
[00:07:23.400 --> 00:07:27.400]  約旦河嘅東邊然後呢就向南走返自己家鄉呀嘛
[00:07:27.400 --> 00:07:35.400]  咁而米電人嚟到呢除咗米電人南邊阿瑪力人呢仲帶咗好多東方人東方人咩意思呀
[00:07:35.400 --> 00:07:41.400]  約旦河東嘅人呀嘛包括咗摩爾阿曼以東等等嗰啲人
[00:07:41.400 --> 00:07:47.400]  帶住三百人去到約旦河呢要渡過喇喎過約旦河
[00:07:47.400 --> 00:07:50.400]  留意第一點
[00:07:50.400 --> 00:07:54.400]  雖然疲乏還是追趕
[00:07:54.400 --> 00:07:57.400]  咁呢一句說話呢句聖經呢
[00:07:57.400 --> 00:08:02.400]  喺我哋讀神學嘅時候呢好多時我哋同學之間學院都勉勵我哋呢
[00:08:02.400 --> 00:08:06.400]  知道係好辛苦呀雖然疲乏
[00:08:06.400 --> 00:08:09.400]  還是追趕
[00:08:09.400 --> 00:08:14.400]  就呢做傳道人呢都好多時攰嘅壓力又大嘅咁其實
[00:08:14.400 --> 00:08:21.400]  疲乏嘅不過咁囉其實我都想講下做媽媽壓力大唔大呀疲唔疲乏呢
[00:08:21.400 --> 00:08:23.400]  超級疲乏
[00:08:23.400 --> 00:08:32.400]  但係點呀有仔都喺度你還是要追趕呀係咪呀咁你返工係唔疲乏呢超級疲乏呢壓力好大呀還是追趕人生就咁喇
[00:08:32.400 --> 00:08:39.400]  雖然呢好多時候係好疲倦呀不過冇辦法呢我仍然要趕路呀人生嘅路就係咁
[00:08:39.400 --> 00:08:40.400]  好唔容易
[00:08:40.400 --> 00:08:44.400]  嗰300人點解會疲乏呢打仗呀嘛
[00:08:44.400 --> 00:08:47.400]  跑呀嘛追呀嘛
[00:08:47.400 --> 00:08:55.400]  廝殺呀嘛會唔會呀梗係會啦做一陣15分鐘20分鐘運動都會到坐喺度啦
[00:08:55.400 --> 00:08:58.400]  疲乏不過
[00:08:58.400 --> 00:09:00.400]  會都好啦我哋繼續追
[00:09:00.400 --> 00:09:09.400]  但係個問題就係呢300人追得太耐呢係其實佢哋去嘅時間去打米電人呢係冇帶食物㗎喎
[00:09:09.400 --> 00:09:13.400]  有冇帶住好多人呢去跟你煮飯喎
[00:09:13.400 --> 00:09:16.400]  所以嗰300人呢又攰仲係追緊
[00:09:16.400 --> 00:09:20.400]  就追到我哋淨係講嘅疏國嗰度啦
[00:09:20.400 --> 00:09:21.400]  過河嘛
[00:09:21.400 --> 00:09:28.400]  機電就對疏國人說求你哋畀啲餅我跟隨嗰啲人食啦
[00:09:28.400 --> 00:09:33.400]  因為佢哋疲乏而且好餓呀可唔可以畀啲餅我哋呀
[00:09:33.400 --> 00:09:45.400]  問疏國人話我哋追趕米電人嘅兩個王就係呢叫做西巴同埋薩摩那而家我哋呢追緊嗰兩個王嗰兩個首領
[00:09:45.400 --> 00:09:50.400]  咁呢就追緊佢哋而家呢過咗河佢哋走緊返鄉下我哋繼續追緊
[00:09:50.400 --> 00:10:00.400]  其實當時嘅疏國人裏面呢好有可能住喺疏國呢個城啫呢個地區啫但其實好有可能佢哋都係以色列人嚟㗎喎
[00:10:00.400 --> 00:10:09.400]  點解咁樣同兄弟講嘢呀求你畀啲餅我跟隨我嘅人食啦因為佢哋好攰啦好耐冇食嘢又打咗仗咁耐
[00:10:09.400 --> 00:10:17.400]  我哋追緊米電嘅王呀大家同一個目標㗎喎點知
[00:10:17.400 --> 00:10:30.400]  疏國人嘅首領就回答西巴和薩摩那已經在你手裏你使我哋將餅給你嘅軍兵嗎
[00:10:30.400 --> 00:10:39.400]  睇多次呀其實呢句呢好得意喎不過只不過係中文嘅翻譯呢令到我哋有啲唔係好明啫
[00:10:39.400 --> 00:10:50.400]  其實呢個係一個比較尖刻啲嘅挑剔嘅問題嚟㗎各位疏國嘅領袖可唔可以畀啲餅我哋三百人食呀
[00:10:50.400 --> 00:10:59.400]  我哋打咗好耐好攰好肚餓啦我哋追緊西巴同埋薩摩那呢兩個米電首領
[00:10:59.400 --> 00:11:12.400]  咁巴閉西巴和薩摩那你哋捉到啦咩已經在你手裏啦咩咁你走嚟問我攞餅食咁巴閉係咪已經捉到呀捉到我畀你
[00:11:12.400 --> 00:11:18.400]  咁喎其實咁嘅意思呀你都未捉到就嚟攞餅咁快咁樣喎
[00:11:18.400 --> 00:11:30.400]  真係機電真係有啲嬲呀機電就話啦有一日如果耶和華將西巴和薩摩那交喺我手之後
[00:11:30.400 --> 00:11:45.400]  我就會返嚟用野地嘅荊條荊棘一條條嘛當做邊咁樣同埋紫棘紫棘即係話一條嗰啲有刺嘅木材呀
[00:11:45.400 --> 00:11:58.400]  咁樣我就會刺棍咁樣我就會打你哋因為佢唔肯畀呀嘛仲笑佢嘛攞餅食捉到啦咩捉到先算啦
[00:11:58.400 --> 00:12:07.400]  機電就話好有一日如果機電都好謙卑㗎喎好有信心喎機電就話如果耶和華畀我捉到嗰兩個領袖返嚟嘅時候呢
[00:12:07.400 --> 00:12:19.400]  我就會對付你點對付你呢我就會用荊棘一條條嘛我呢好似鞭咁樣鞭你同埋呢我會用刺棍打傷你
[00:12:19.400 --> 00:12:29.400]  打傷又冇呀打死呀我打死你咁樣咁就話我打傷你點解呢自己人吖嘛咁呢就機電呢就跟住去啦去到隔離附近
[00:12:29.400 --> 00:12:40.400]  當時大家睇個地圖係咪疏國隔離咪比魯伊勒啦去到比魯伊勒啦又問當地嘅人可唔可以畀啲餅我哋呀我哋呢三百人好餓啦即係打咗好耐
[00:12:40.400 --> 00:12:53.400]  而家追緊兩個首領呀米田人都係咁講點知比魯伊勒嘅人同疏國人回答嘅話一樣捉到啦咩捉到先算啦捉到咪畀你囉咁吓
[00:12:53.400 --> 00:13:10.400]  咁機電真係好嬲咁佢就話如果我有一日能夠平平安安冇事又唔餓死返到嚟呢我會拆咗你呢個樓房拆咗你呢個食咁樣囉喎咁呢就都都好和平嘅竟然咁講
[00:13:10.400 --> 00:13:33.400]  就咁肚餓嘅人行過路人你都畀餅佢啦何況我哋以色列一齊去打緊仗哪時西班和薩姆拿呢就並跟隨嘅軍隊都在加國約有幾多人呢留意有一萬五千人走緊佬嘅呢兩個王米建王都有一萬五千兵馬
[00:13:33.400 --> 00:14:01.400]  其實呢萬五千人呢係東方各族一齊嚟攻打以色列全軍淨返一萬五千人淨返一萬五千人嗰個機電戰狼三百已經被殺嘅呢有十二萬軍兵係拿刀嘅所以呢即係話起碼米電人嚟攻擊佢嘅軍隊呢攻擊以色列呢係十三萬五千已經畀機電
[00:14:01.400 --> 00:14:08.400]  追殺咗十二萬啦其實機電唔係好殺佢哋因為佢哋冇乜武器呢要樽咁樣打咋嘛不過呢
[00:14:08.400 --> 00:14:21.400]  夜和華市米電嘅軍隊與自己用刀擊殺弟兄呀擊殺佢哋嘅同胞佢呢就話聯曬會見到就斬癲咗咁樣
[00:14:21.400 --> 00:14:25.400]  咁而家淨返走嘅呢係一萬五千人
[00:14:25.400 --> 00:14:40.400]  追佢嘅三百就好啦機電就喺拿巴和約比哈嘅東邊就往著張鵬嘅人路上去就殺敗咗最後嗰啲嘅米電軍兵
[00:14:40.400 --> 00:14:48.400]  咁呢因為佢哋咁好打呢最後嗰萬幾都畀佢追殺埋呢係因為佢哋
[00:14:48.400 --> 00:15:00.400]  六色字係解釋嚟㗎係因為他們坦然無懼呀呢四個字呢就要送畀大家㗎啦呢個係我要講嘅第三點嚟㗎
[00:15:00.400 --> 00:15:02.400]  返返上去先
[00:15:02.400 --> 00:15:08.400]  第一點呢同大家講鼓勵大家雖然疲乏
[00:15:08.400 --> 00:15:13.400]  還是要追趕有好多嘢呢係咁㗎啦
[00:15:13.400 --> 00:15:22.400]  好累啦好累唔係理由我呢要完成佢嘅咁呢就嗰啲人唔畀佢食喎咁雖然疲乏
[00:15:22.400 --> 00:15:29.400]  唔畀嘢食呢係只不過係呢段聖經嘅插曲嚟㗎啫其實佢哋係三百人追緊一萬五千人
[00:15:29.400 --> 00:15:41.400]  嘩好大個數目然後點解佢哋咁厲害呢能夠到最後擊敗埋一萬五千人呢係因為佢哋坦然無懼
[00:15:41.400 --> 00:15:50.400]  最大嘅力量唔係佢哋人多佢得三百人人哋有一萬五千人一萬五千人對三百嘩個比例真係實在不成比例
[00:15:50.400 --> 00:15:57.400]  但佢仍然能夠贏到係因為乜嘢係因為上帝幫助佢哋之餘呢係佢哋坦然無懼
[00:15:57.400 --> 00:16:06.400]  但我要同大家特別講呢四個字呢因為他們坦然無懼就係我哋中文聖經有一個希伯來文嘅字呢係冇喺度出現嘅
[00:16:06.400 --> 00:16:20.400]  因為佢哋應該係佢哋是坦然無懼咁呢有一個hia係是is咁解嘅呀或者佢哋呀咁佢哋佢哋是坦然無懼
[00:16:20.400 --> 00:16:39.400]  坦然無懼呢係一個字啫喎hia betach係chk嘅呀hia betach係是安然或者叫是平穩或者叫安然平穩
[00:16:39.400 --> 00:16:43.400]  大家知道咩叫安然平穩嗎
[00:16:43.400 --> 00:16:48.400]  就係呢面對住一個好大嘅考驗
[00:16:48.400 --> 00:17:05.400]  一陣返工有嘢要present啦一陣要見老闆啦要畀佢揸啦或者一陣呢就要去睇醫生啦醫生就話頭零零咁樣睇住個file好耐唔講嘢頭零零咁樣或者要去見牙醫啦
[00:17:05.400 --> 00:17:14.400]  好多人去見牙醫一坐落張床嗰度呢成個薑硬曬好驚或者一陣要做啲咩事啦
[00:17:14.400 --> 00:17:24.400]  好心慌意亂咁呢個呢就不是安然不是平穩㗎喎點解佢哋能夠變得咁好呢
[00:17:24.400 --> 00:17:38.400]  如果呢你現在嗰啲運動員啦嗰啲世界級運動員其實如果去跑步賽跑個個嘅速度差唔多嗰啲去到奧運嗰啲差唔多
[00:17:38.400 --> 00:17:49.400]  入到奧運決賽裏面個個速度差唔多點解有啲人會贏呢就係佢個臨場臨場嘅心理素質好好
[00:17:49.400 --> 00:18:03.400]  人就叫素質士就叫質素佢哋嘅心理質素好好佢會贏其他人零點幾秒係因為佢可能心理嘅質素畀佢好啲
[00:18:03.400 --> 00:18:15.400]  咁呢班戰狼三百呢三百個人呢佢哋嘅心裏面嘅質素好好呀係咩呢安然平穩所以佢哋表現出嚟呢係好好㗎
[00:18:15.400 --> 00:18:31.400]  音樂又係武術又係打打戰鬥又係打交又係考試又係演講又係當佢安然平穩嘅時候佢哋好好表現嘅
[00:18:31.400 --> 00:18:39.400]  嗰啲人雖然餓不過呢佢哋嘅心裏面應該講死都唔驚仲驚乜嘢呢
[00:18:39.400 --> 00:18:46.400]  嘩如果連死都唔怕都冇咩怕囉所以佢哋打起嚟仍然好奮勇心裏面好平安
[00:18:46.400 --> 00:18:55.400]  原來平安穩妥係可以有一個作戰嘅力量嘅令到嗰三百人呢係戰勝咗一萬五千人
[00:18:55.400 --> 00:19:06.400]  嗰一萬五千人同呢三百人嘅唔同喺邊度呀嗰一萬五千人個心驚到急急震呀見路就跑呀見人阻住佢就已經拔刀斬佢啦
[00:19:06.400 --> 00:19:16.400]  咁於是呢嗰一萬五千個驚恐嘅人反而比呢一個三百個安穩平安然平穩嘅人呢係勝過咗
[00:19:16.400 --> 00:19:26.400]  咁嗰三百個人已經冇飯食好耐㗎喇喎哎呀腳都軟曬就靠佢自己淨返嘅體力嘩繼續追趕
[00:19:26.400 --> 00:19:35.400]  而呢獲得全勝嘅咁呢最緊要呢就係第一有意志力雖然疲乏仍然要趕路要追趕
[00:19:35.400 --> 00:19:44.400]  第二呢雖然人少不過唔緊要我哋仍然得嘅最緊要就係坦然無懼坦然無懼呢個最重要啦
[00:19:44.400 --> 00:19:56.400]  好咁呢就西巴和撒姆拿逃跑啦激烈追趕佢捉住嗰兩個王咁呢就連兩個王都捉埋嗰萬五人呢驚散全軍走曬啦
[00:19:56.400 --> 00:20:08.400]  咁約拿丹就對喇頓住要忽然間嚟喺度咁全軍驚散咁呢就事先記到呢度跟住我有一節呢係參考畀大家嘅
[00:20:08.400 --> 00:20:18.400]  呢一節呢就係撒姆爾記上嘅十四章第六節呢個經文好緊要啦約拿丹約拿丹係邊個呢就係以色列第一個王
[00:20:18.400 --> 00:20:30.400]  數羅嘅兒子當時呢佢嘅好朋友就叫大衛咁呢個以後嘅事嚟㗎喇去到撒姆爾記㗎喇約拿丹Jonathan呢就同拿兵器嘅少年人
[00:20:30.400 --> 00:20:44.400]  當時打仗呢係有好多少年人跟住嗰啲戰士㗎喎嗰個少年人做咩㗎係一個學習嘅戰士嘅學習嘅小戰士後生仔咁呢係畀佢哋細啲嘅做咩㗎
[00:20:44.400 --> 00:21:05.400]  就係幫手服侍呢個戰士啦飲水啦著衫啦帶住啲兵器架倉啦把刀跌咗話有第二把啦即係嗰啲咁樣咁你去到邊個帳棚嗰度處呢佢就服侍佢啦咁嗰啲打鬥嘅人如果係高級啲嘅軍事呢佢有個少年人跟班嘅
[00:21:05.400 --> 00:21:19.400]  咁約拿丹就同佢拿兵器即係拎劍嚟咁嗰個咁呢就講啦不如我哋去到未受國禮嘅人嘅防刑嗰度啦未受國禮當時佢哋嘅對手就係非利時人
[00:21:19.400 --> 00:21:33.400]  佢就話嗰啲未受國禮即係唔屬於神嘅人或者呢個或者呢係相信應該咁講如果相信耶和華為我哋施展能力就得㗎啦
[00:21:33.400 --> 00:21:55.400]  咁不如我哋直接去呀嘩呢個約拿丹呢個傻仔同埋嗰個拎兵器嘅少年人少年人識打㗎喎可能拎劍㗎喎攞刀嚟嗱有啲把咁樣咁呢個人就話我哋不如直接我哋我跟你一齊去進攻佢哋嘅營呀咁樣喎
[00:21:55.400 --> 00:22:24.400]  非利時人好好打㗎喎佢進攻非利時嘅營地呀咁個少年人話好呀我哋去呀如果神幫助我哋就得㗎啦真係咁大膽呀因為耶和華使人得勝不在乎人多人少㗎呢句螢光掌呢送畀大家啦心裏面呢有一個記得下有個記住耶和華使人得勝不在乎人多人少㗎
[00:22:24.400 --> 00:22:31.400]  嗰三百個人係戰勝咗十五萬幾嘅米電兵靶
[00:22:31.400 --> 00:22:44.400]  米電係個統稱姐包括埋阿瑪利人同埋好多東方嘅民族一齊結果失敗係因為耶和華使人得勝係不在乎人多人少㗎
[00:22:44.400 --> 00:23:01.400]  咁我同大家分享到呢度啦再次睇返個題目佢哋得勝除咗因為神嘅幫助必然啦係因為佢哋本身坦然無懼呀心裏面係好釋放好安穩好平靜
[00:23:01.400 --> 00:23:14.400]  是死如歸嘩個力量真係非常之大啦咁就祝福大家呀生活上呢靈性上呢雖然疲乏仍然追趕
[00:23:14.400 --> 00:23:27.400]  面對好大嘅挑戰但係心裏面係坦然無懼因為上帝使你得勝係不在乎人多人少在乎耶和華施展大能祝福大家一齊祈禱
[00:23:27.400 --> 00:23:39.400]  主幫助我哋好多時我哋遇到事情馬上第一嘅就係諗我哋手上有幾多籌碼我哋嘅手臂有幾多能力
[00:23:39.400 --> 00:23:50.400]  馬上諗嘅我哋識幾多朋友有邊個熟嘅人可以幫到手有邊個人可以畀到我哋指導有邊個人幫我哋出面擺平
[00:23:50.400 --> 00:24:03.400]  我哋馬上就諗呢一個但係我哋喺事司記喺薩姆爾記我哋見到嘅呢神使人得勝原來不在乎人多人少係在乎施展大能的上帝
[00:24:03.400 --> 00:24:13.400]  更加幫助我哋喺疲憊嘅身軀裏面仍然追趕係倚靠你嘅時候心裏面係坦然無懼
[00:24:13.400 --> 00:24:22.400]  以致我哋獲得更多嘅恩典與能力畀我哋更多仰望以求更有信心誰聽其求奉耶穌基督的名
[00:24:22.400 --> 00:24:23.400]  阿門
