
[00:00:00.000 --> 00:00:07.000]  大家好,我很高興有機會在光復堂與大家一起思想關於基督教的信仰
[00:02:30.000 --> 00:02:32.000]  就是給我們有自由的選擇
[00:02:32.000 --> 00:02:35.000]  自由多個地步,可以選擇去愛他
[00:02:35.000 --> 00:02:37.000]  也可以選擇不去愛他
[00:02:37.000 --> 00:02:40.000]  不要他,拒絕他
[00:02:40.000 --> 00:02:43.000]  但是如果我們願意在他的計劃當中
[00:02:43.000 --> 00:02:46.000]  他本來是希望和我們永遠在一起
[00:02:46.000 --> 00:02:49.000]  讓他最好的福分和愛和我們一起永恆
[00:02:49.000 --> 00:02:52.000]  這個就是神第一個的真理
[00:02:52.000 --> 00:02:55.000]  第二,事實上我們知道
[00:02:55.000 --> 00:02:59.000]  事實上我們就用了我們最尊貴的選擇
[00:02:59.000 --> 00:03:02.000]  選擇了不要他,離開了他
[00:03:02.000 --> 00:03:05.000]  所以本來那個計劃就開始偏離了
[00:03:05.000 --> 00:03:07.000]  越走越遠,越走越遠
[00:03:07.000 --> 00:03:09.000]  人和神離開了
[00:03:09.000 --> 00:03:13.000]  如果繼續走下去的時候,結果就是永遠和神分開
[00:03:13.000 --> 00:03:18.000]  永遠和神分開,這是第二個我們所見到的情況
[00:03:18.000 --> 00:03:23.000]  第三,就在這個時間,甚至我們自己都不知道
[00:03:23.000 --> 00:03:26.000]  不知道是這麼危險的時候
[00:03:26.000 --> 00:03:30.000]  神採取主動來找我們
[00:03:30.000 --> 00:03:33.000]  將我們挽回回去,從天上下來
[00:03:33.000 --> 00:03:37.000]  就是我們聖經裡面時常所說的耶穌基督
[00:03:37.000 --> 00:03:40.000]  祂成為人,是神在人間的顯現
[00:03:40.000 --> 00:03:42.000]  要告訴我們祂是多麼愛我們
[00:03:42.000 --> 00:03:46.000]  希望我們重新迴轉和祂建立一個新的關係
[00:03:46.000 --> 00:03:51.000]  以致我們回到祂本來為我們所預備的美好的計劃當中
[00:03:51.000 --> 00:03:54.000]  祂用的方法,其實祂不需要這樣做
[00:03:54.000 --> 00:03:55.000]  但是祂用了
[00:03:55.000 --> 00:03:58.000]  祂用祂最大的犧牲來表現出
[00:03:58.000 --> 00:04:00.000]  告訴我們祂是多麼愛我們
[00:04:00.000 --> 00:04:02.000]  祂為我們而受苦
[00:04:02.000 --> 00:04:05.000]  甚至是死在這個殘酷的十字架上
[00:04:05.000 --> 00:04:08.000]  為了要告訴我們祂是愛我們到一個地步
[00:04:08.000 --> 00:04:09.000]  願意這樣做
[00:04:09.000 --> 00:04:11.000]  所以祂肯定告訴我們
[00:04:11.000 --> 00:04:13.000]  誰願意回到祂身邊
[00:04:13.000 --> 00:04:15.000]  願意和祂回歸和祂建立關係
[00:04:15.000 --> 00:04:17.000]  祂一定不會拒絕我們
[00:04:17.000 --> 00:04:19.000]  因為祂連死都願意為我們
[00:04:19.000 --> 00:04:21.000]  這就是十字架的道理
[00:04:21.000 --> 00:04:23.000]  第四
[00:04:23.000 --> 00:04:27.000]  就是在這個十字架下開始了一個新的轉換
[00:04:27.000 --> 00:04:29.000]  要麼我們有些人
[00:04:29.000 --> 00:04:32.000]  決定繼續越來越離開神
[00:04:32.000 --> 00:04:34.000]  永遠和祂分開
[00:04:34.000 --> 00:04:37.000]  或者在十字架下開始了一條新的路
[00:04:37.000 --> 00:04:41.000]  重新回復和神在一起的計劃
[00:04:41.000 --> 00:04:46.000]  這條第四的路就是人生有神願意繼續和你一起
[00:04:46.000 --> 00:04:49.000]  一個人生很不同的經驗
[00:04:49.000 --> 00:04:50.000]  與神同行
[00:04:50.000 --> 00:04:53.000]  神願意一起走這條人生的路
[00:04:53.000 --> 00:04:57.000]  產生一個很不同的信仰和生活的經驗
[00:04:57.000 --> 00:04:59.000]  然後第五
[00:04:59.000 --> 00:05:01.000]  這條路是沒有盡頭的
[00:05:01.000 --> 00:05:03.000]  因為我們生命會結束
[00:05:03.000 --> 00:05:09.000]  但是我們重新接上神本來為我們預備每一個人的美好的計劃
[00:05:09.000 --> 00:05:11.000]  我們永遠和祂在一起
[00:05:11.000 --> 00:05:14.000]  恢復那個美麗的計劃
[00:05:14.000 --> 00:05:17.000]  兩分五十秒
[00:05:17.000 --> 00:05:18.000]  當然了
[00:05:18.000 --> 00:05:20.000]  基督教就是這麼簡單
[00:05:20.000 --> 00:05:21.000]  很簡單
[00:05:21.000 --> 00:05:23.000]  但是也可以很深刻
[00:05:23.000 --> 00:05:25.000]  也可以一輩子都講不完
[00:05:25.000 --> 00:05:27.000]  今天我時間有限
[00:05:27.000 --> 00:05:31.000]  我想和大家用剛才的一二三四五
[00:05:31.000 --> 00:05:32.000]  講這五樣東西
[00:05:32.000 --> 00:05:35.000]  我也將它和其他的宗教
[00:05:35.000 --> 00:05:36.000]  不是很仔細
[00:05:36.000 --> 00:05:38.000]  因為今天時間不多
[00:05:38.000 --> 00:05:41.000]  可以開一課或者開幾課
[00:05:41.000 --> 00:05:43.000]  但是我想總括一下
[00:05:43.000 --> 00:05:45.000]  這個對於我們也是一個挑戰
[00:05:45.000 --> 00:05:46.000]  因為我也想試一下
[00:05:46.000 --> 00:05:49.000]  總括一下基督教為什麼這麼特別
[00:05:49.000 --> 00:05:50.000]  它特別在哪裡
[00:05:50.000 --> 00:05:52.000]  為什麼其他宗教不可以取代它
[00:05:52.000 --> 00:05:58.000]  而我們要在基督教信仰裡面去做一個決定
[00:05:58.000 --> 00:06:02.000]  這五方面我跟著和大家一起看看
[00:06:02.000 --> 00:06:03.000]  第一
[00:06:03.000 --> 00:06:05.000]  基督教獨特的信仰
[00:06:05.000 --> 00:06:11.000]  所有宗教尤其是現在我講的是我們中國的宗教
[00:06:11.000 --> 00:06:14.000]  最主要的人生的哲學
[00:06:14.000 --> 00:06:15.000]  很精彩
[00:06:15.000 --> 00:06:17.000]  它幫我們發現自己
[00:06:17.000 --> 00:06:19.000]  發現自我
[00:06:19.000 --> 00:06:20.000]  宗教的修煉
[00:06:20.000 --> 00:06:22.000]  教我們安身立命
[00:06:22.000 --> 00:06:25.000]  最重要的基礎是我們知道自己是誰
[00:06:25.000 --> 00:06:27.000]  在佛教佛學的思想裡面
[00:06:27.000 --> 00:06:30.000]  當下知道佛性就在你裡面
[00:06:30.000 --> 00:06:32.000]  眾類尋他千百度
[00:06:32.000 --> 00:06:35.000]  默然回首乃人卻在燈火闌珊處
[00:06:35.000 --> 00:06:36.000]  找來找去找不到
[00:06:36.000 --> 00:06:38.000]  原來佛就在你裡面
[00:06:38.000 --> 00:06:40.000]  你裡面就是
[00:06:40.000 --> 00:06:41.000]  儒家的思想
[00:06:41.000 --> 00:06:42.000]  孟子所講
[00:06:42.000 --> 00:06:44.000]  我們是掘井及泉
[00:06:44.000 --> 00:06:47.000]  當你發現你生命裡面一點點的靈明
[00:06:47.000 --> 00:06:49.000]  一些善端的時候
[00:06:49.000 --> 00:06:51.000]  你將它抗而充之
[00:06:51.000 --> 00:06:53.000]  你發覺原來你的良知就在你裡面
[00:06:53.000 --> 00:06:54.000]  在那裡的時候
[00:06:54.000 --> 00:06:56.000]  你的生命就可以豐富起來
[00:06:56.000 --> 00:06:57.000]  它幫你發現自己
[00:06:57.000 --> 00:07:00.000]  用各樣的方式去發現你自己
[00:07:00.000 --> 00:07:03.000]  佛教不是不叫你發現自己
[00:07:03.000 --> 00:07:04.000]  不過更加重要的
[00:07:04.000 --> 00:07:05.000]  要你發現另外一位
[00:07:05.000 --> 00:07:07.000]  發現上帝
[00:07:07.000 --> 00:07:08.000]  發現上帝
[00:07:08.000 --> 00:07:10.000]  所以基督徒時常邀請你
[00:07:10.000 --> 00:07:11.000]  不如你來吧
[00:07:11.000 --> 00:07:12.000]  你聽一下吧
[00:07:12.000 --> 00:07:13.000]  他不是聽道理
[00:07:13.000 --> 00:07:15.000]  不是教你一種人生的修養
[00:07:15.000 --> 00:07:18.000]  他介紹耶穌給你的時候
[00:07:18.000 --> 00:07:19.000]  介紹另外一位給你認識
[00:07:19.000 --> 00:07:22.000]  就是那位創造你的上帝
[00:07:22.000 --> 00:07:25.000]  可能有些人心裡面說
[00:07:25.000 --> 00:07:26.000]  真的有個上帝嗎?
[00:07:26.000 --> 00:07:28.000]  有個神的嗎?
[00:07:28.000 --> 00:07:30.000]  我站在這裡
[00:07:30.000 --> 00:07:32.000]  在這四十五年的經驗裡面
[00:07:32.000 --> 00:07:34.000]  我想告訴你
[00:07:34.000 --> 00:07:36.000]  我相信
[00:07:36.000 --> 00:07:37.000]  我很清楚地告訴你
[00:07:37.000 --> 00:07:39.000]  我相信有上帝
[00:07:39.000 --> 00:07:40.000]  四十五年前
[00:07:40.000 --> 00:07:41.000]  年輕的時候
[00:07:41.000 --> 00:07:44.000]  你可以說是一時衝動
[00:07:44.000 --> 00:07:46.000]  四十五年不會衝動了
[00:07:46.000 --> 00:07:48.000]  衝動衝動不了四十五年
[00:07:48.000 --> 00:07:49.000]  在這四十五年裡面
[00:07:49.000 --> 00:07:51.000]  人生我有很多高高低低
[00:07:51.000 --> 00:07:52.000]  也讀了很多書
[00:07:52.000 --> 00:07:54.000]  我不相信我是一個盲目的人
[00:07:54.000 --> 00:07:55.000]  但我告訴你
[00:07:55.000 --> 00:07:57.000]  神是很真實的
[00:07:57.000 --> 00:07:58.000]  眼看不到祂
[00:07:58.000 --> 00:08:00.000]  剛才我們說聖經很有意思
[00:08:00.000 --> 00:08:02.000]  眼看不到祂就不存在了嗎?
[00:08:02.000 --> 00:08:03.000]  當然不是
[00:08:03.000 --> 00:08:05.000]  大家都知道這不是一個理由
[00:08:05.000 --> 00:08:07.000]  因為祂看不到
[00:08:07.000 --> 00:08:09.000]  但是祂所創造的世界
[00:08:09.000 --> 00:08:11.000]  的奇妙
[00:08:11.000 --> 00:08:13.000]  花草樹木
[00:08:13.000 --> 00:08:14.000]  那些動物
[00:08:14.000 --> 00:08:15.000]  那些昆蟲
[00:08:15.000 --> 00:08:16.000]  你只要和我一起
[00:08:16.000 --> 00:08:18.000]  去客觀一點
[00:08:18.000 --> 00:08:20.000]  放開你的主觀的心懷
[00:08:20.000 --> 00:08:22.000]  你看看那種奇妙
[00:08:22.000 --> 00:08:23.000]  每一朵花
[00:08:23.000 --> 00:08:25.000]  每一個動物的奇妙的時候
[00:08:25.000 --> 00:08:27.000]  不可能沒有一個
[00:08:27.000 --> 00:08:30.000]  匠心設計的設計者和創造者
[00:08:30.000 --> 00:08:34.000]  我前一年出了一本書
[00:08:34.000 --> 00:08:36.000]  叫《是否真有神的存在》
[00:08:36.000 --> 00:08:38.000]  那裡舉了很多很多的例子
[00:08:38.000 --> 00:08:40.000]  今天沒時間和大家慢慢舉
[00:08:40.000 --> 00:08:41.000]  如果說完的話
[00:08:41.000 --> 00:08:43.000]  今天晚上也說不完
[00:08:43.000 --> 00:08:45.000]  其實也不用這麼複雜
[00:08:45.000 --> 00:08:47.000]  你不用一定要看我那本書
[00:08:47.000 --> 00:08:50.000]  因為其實我們現在的電視
[00:08:50.000 --> 00:08:53.000]  電視有很多紀錄片
[00:08:53.000 --> 00:08:54.000]  有些動物的
[00:08:54.000 --> 00:08:55.000]  看看那些企鵝
[00:08:55.000 --> 00:08:57.000]  看看那些鯨魚
[00:08:57.000 --> 00:08:58.000]  看看那些蝴蝶
[00:08:58.000 --> 00:09:00.000]  飛幾千里回到那棵樹上
[00:09:00.000 --> 00:09:02.000]  那個導航系統
[00:09:02.000 --> 00:09:04.000]  你知不知道有這麼簡單的蝴蝶
[00:09:04.000 --> 00:09:05.000]  生物學家
[00:09:05.000 --> 00:09:06.000]  當時研究的時候發現
[00:09:06.000 --> 00:09:08.000]  那種極精美的導航系統
[00:09:08.000 --> 00:09:11.000]  比我們現在最新的飛機更加厲害
[00:09:11.000 --> 00:09:12.000]  它是找得到路的
[00:09:12.000 --> 00:09:14.000]  它怎麼找得到路呢
[00:09:14.000 --> 00:09:19.000]  非洲的大象
[00:09:19.000 --> 00:09:20.000]  大家都知道的
[00:09:20.000 --> 00:09:22.000]  每年就是遷徙的
[00:09:22.000 --> 00:09:23.000]  到那個時間
[00:09:23.000 --> 00:09:24.000]  到時候到後
[00:09:24.000 --> 00:09:26.000]  他們整群就走了
[00:09:26.000 --> 00:09:27.000]  那個方向是誰教的
[00:09:27.000 --> 00:09:28.000]  沒有人教的
[00:09:28.000 --> 00:09:29.000]  但是他們就知道了
[00:09:29.000 --> 00:09:30.000]  誰先帶頭就不知道
[00:09:30.000 --> 00:09:32.000]  總之他們就這樣去
[00:09:32.000 --> 00:09:34.000]  去那個水泉那裡
[00:09:34.000 --> 00:09:35.000]  去那個方向
[00:09:35.000 --> 00:09:37.000]  那個水泉本來是沒有水的
[00:09:37.000 --> 00:09:38.000]  那個方向
[00:09:38.000 --> 00:09:39.000]  去到那裡的時候
[00:09:39.000 --> 00:09:41.000]  走了幾個月了
[00:09:41.000 --> 00:09:42.000]  去到那裡的時候
[00:09:42.000 --> 00:09:44.000]  剛剛快到的時候
[00:09:44.000 --> 00:09:47.000]  旁邊的山上那些冰
[00:09:47.000 --> 00:09:48.000]  就暖了
[00:09:48.000 --> 00:09:49.000]  開始融了
[00:09:49.000 --> 00:09:50.000]  那些水就開始流下來
[00:09:50.000 --> 00:09:54.000]  剛剛那些水流到那個平原的時候
[00:09:54.000 --> 00:09:55.000]  那些大象就到了
[00:09:55.000 --> 00:09:57.000]  他到遲一個禮拜就渴死了
[00:09:57.000 --> 00:09:59.000]  誰教他
[00:09:59.000 --> 00:10:00.000]  就是那個時候剛開始走
[00:10:00.000 --> 00:10:01.000]  幾個月前
[00:10:01.000 --> 00:10:02.000]  他那天就開始走了
[00:10:02.000 --> 00:10:04.000]  年年不同的時間走
[00:10:04.000 --> 00:10:05.000]  你知不知道
[00:10:05.000 --> 00:10:07.000]  年年不同的時間走
[00:10:07.000 --> 00:10:09.000]  他就剛剛有水了
[00:10:09.000 --> 00:10:14.000]  這不是叫神奇
[00:10:14.000 --> 00:10:17.000]  這是因為有神
[00:10:17.000 --> 00:10:18.000]  你明白嗎
[00:10:18.000 --> 00:10:21.000]  正如你看那些紀錄片的時候
[00:10:21.000 --> 00:10:22.000]  那個評論員說過
[00:10:22.000 --> 00:10:23.000]  真是奇怪
[00:10:23.000 --> 00:10:24.000]  真是奇妙
[00:10:24.000 --> 00:10:25.000]  他不是基督徒
[00:10:25.000 --> 00:10:27.000]  他都忍不住要說兩句
[00:10:27.000 --> 00:10:29.000]  因為你看不到神
[00:10:29.000 --> 00:10:31.000]  但是神所創造的世界
[00:10:31.000 --> 00:10:32.000]  你睜開眼睛就在那裡
[00:10:32.000 --> 00:10:35.000]  還有他創造的世界之餘
[00:10:35.000 --> 00:10:37.000]  還有很多他碰見過的
[00:10:37.000 --> 00:10:39.000]  經驗過的認識神
[00:10:39.000 --> 00:10:41.000]  他要介紹給你認識的那些人
[00:10:41.000 --> 00:10:44.000]  他的生命那種真實的改變
[00:10:44.000 --> 00:10:45.000]  還有他藉口告訴你
[00:10:45.000 --> 00:10:47.000]  是有一位神
[00:10:47.000 --> 00:10:49.000]  難道他是假的嗎
[00:10:49.000 --> 00:10:50.000]  一個可以是假的
[00:10:50.000 --> 00:10:51.000]  兩個可以是假的
[00:10:51.000 --> 00:10:53.000]  但是你看歷代這麼多的人
[00:10:53.000 --> 00:10:55.000]  這麼多的經驗
[00:10:55.000 --> 00:10:56.000]  這麼多不同的人
[00:10:56.000 --> 00:10:57.000]  這麼多不同的民族
[00:10:57.000 --> 00:10:59.000]  有讀了很多書的
[00:10:59.000 --> 00:11:01.000]  有讀了很少書的
[00:11:01.000 --> 00:11:02.000]  有男有女的
[00:11:02.000 --> 00:11:03.000]  有老年的
[00:11:03.000 --> 00:11:04.000]  有年輕的
[00:11:04.000 --> 00:11:06.000]  他都說經驗到
[00:11:06.000 --> 00:11:09.000]  經驗到那位神這麼真實
[00:11:09.000 --> 00:11:11.000]  那位神這麼真實
[00:11:11.000 --> 00:11:14.000]  你不能夠說他迷信
[00:11:14.000 --> 00:11:16.000]  有些不可能是迷信的
[00:11:16.000 --> 00:11:18.000]  有些人你知道他是專業的人士
[00:11:18.000 --> 00:11:21.000]  甚至拿諾貝爾的獎
[00:11:21.000 --> 00:11:23.000]  是不是
[00:11:23.000 --> 00:11:25.000]  還有一些你很佩服的
[00:11:25.000 --> 00:11:26.000]  外科醫生
[00:11:26.000 --> 00:11:28.000]  有最危險的手術都找他做
[00:11:28.000 --> 00:11:29.000]  然後他告訴你
[00:11:29.000 --> 00:11:30.000]  我相信有神的
[00:11:30.000 --> 00:11:32.000]  我想介紹給你認識的時候
[00:11:32.000 --> 00:11:33.000]  難道你想一下
[00:11:33.000 --> 00:11:35.000]  這個人腦子只有夠粗
[00:11:35.000 --> 00:11:36.000]  當然不是
[00:11:36.000 --> 00:11:38.000]  他知道自己在說什麼
[00:11:38.000 --> 00:11:40.000]  他知道自己在說什麼
[00:11:40.000 --> 00:11:41.000]  他說不是的
[00:11:41.000 --> 00:11:43.000]  你說他做手術的時候是醫生
[00:11:43.000 --> 00:11:45.000]  立了禮拜堂就變了另外一個人
[00:11:45.000 --> 00:11:49.000]  你不要這麼容易說別人精神分裂
[00:11:49.000 --> 00:11:51.000]  他多麼冷靜地告訴你
[00:11:51.000 --> 00:11:54.000]  神是很真實的
[00:11:54.000 --> 00:11:57.000]  我相信耶穌之後
[00:11:57.000 --> 00:11:59.000]  我自己在七十年代
[00:11:59.000 --> 00:12:01.000]  第一次離開香港
[00:12:01.000 --> 00:12:03.000]  去菲律賓開會
[00:12:03.000 --> 00:12:05.000]  去菲律賓的碧瑤我還記得
[00:12:05.000 --> 00:12:06.000]  在一個大學裡面
[00:12:06.000 --> 00:12:08.000]  有一個全世界來自不同的大學
[00:12:08.000 --> 00:12:11.000]  大學生的一個會議
[00:12:11.000 --> 00:12:13.000]  一個基督教的會議
[00:12:13.000 --> 00:12:15.000]  我最記得那次我去的時候
[00:12:15.000 --> 00:12:17.000]  我第一次出外
[00:12:17.000 --> 00:12:18.000]  有點緊張
[00:12:18.000 --> 00:12:19.000]  一早就去到了
[00:12:19.000 --> 00:12:20.000]  坐了很久的巴士
[00:12:20.000 --> 00:12:22.000]  去到那個大學宿舍
[00:12:22.000 --> 00:12:23.000]  進去房間還沒有人
[00:12:23.000 --> 00:12:25.000]  兩張雙層床
[00:12:25.000 --> 00:12:26.000]  我將行李放在那裡
[00:12:26.000 --> 00:12:27.000]  不敢動
[00:12:27.000 --> 00:12:29.000]  等到吃飯才走出去
[00:12:29.000 --> 00:12:30.000]  看誰人多
[00:12:30.000 --> 00:12:31.000]  我們就去那裡吃
[00:12:31.000 --> 00:12:32.000]  怕走失路
[00:12:32.000 --> 00:12:33.000]  坐在那裡等
[00:12:33.000 --> 00:12:35.000]  然後又進來另外一個
[00:12:35.000 --> 00:12:36.000]  他又是住那個房間
[00:12:36.000 --> 00:12:37.000]  一個黑人很高大
[00:12:37.000 --> 00:12:39.000]  年輕的黑人
[00:12:39.000 --> 00:12:41.000]  揹著背包
[00:12:41.000 --> 00:12:43.000]  丟在我的床上
[00:12:43.000 --> 00:12:45.000]  他就坐下來
[00:12:45.000 --> 00:12:46.000]  尷尬了
[00:12:46.000 --> 00:12:47.000]  他又坐下來
[00:12:47.000 --> 00:12:48.000]  我又坐下來
[00:12:48.000 --> 00:12:49.000]  那怎麼辦呢
[00:12:49.000 --> 00:12:50.000]  等了很久
[00:12:50.000 --> 00:12:51.000]  兩個小時都還沒吃飯
[00:12:51.000 --> 00:12:52.000]  他開始生我的氣
[00:12:52.000 --> 00:12:53.000]  說話
[00:12:53.000 --> 00:12:54.000]  開口的時候
[00:12:54.000 --> 00:12:55.000]  我發覺原來他來自非洲
[00:12:55.000 --> 00:12:57.000]  一個伊斯蘭的
[00:12:57.000 --> 00:12:58.000]  就是穆斯林的國家
[00:12:58.000 --> 00:12:59.000]  他英文一般
[00:12:59.000 --> 00:13:01.000]  我英文也一般
[00:13:01.000 --> 00:13:02.000]  兩個總之
[00:13:02.000 --> 00:13:04.000]  但是都能說
[00:13:04.000 --> 00:13:08.000]  我就不知道說什麼好
[00:13:08.000 --> 00:13:09.000]  那時候第一次
[00:13:09.000 --> 00:13:10.000]  沒有什麼經驗
[00:13:10.000 --> 00:13:12.000]  我就問了一個很愚蠢的問題
[00:13:12.000 --> 00:13:13.000]  你是不是基督徒
[00:13:13.000 --> 00:13:14.000]  當然是基督徒
[00:13:14.000 --> 00:13:16.000]  不基督徒開會幹嘛呢
[00:13:16.000 --> 00:13:17.000]  他說我是基督徒
[00:13:17.000 --> 00:13:19.000]  難得他很有心機
[00:13:19.000 --> 00:13:21.000]  他說我信了五年了
[00:13:21.000 --> 00:13:23.000]  我說我沒你信那麼久
[00:13:23.000 --> 00:13:25.000]  我信一年贏兩年
[00:13:25.000 --> 00:13:28.000]  然後我們就聊天
[00:13:28.000 --> 00:13:29.000]  我跟他說
[00:13:29.000 --> 00:13:30.000]  我信得其實很難
[00:13:30.000 --> 00:13:32.000]  他說因為我的國家
[00:13:32.000 --> 00:13:36.000]  信耶穌可能要命都沒有
[00:13:36.000 --> 00:13:37.000]  我爸爸
[00:13:37.000 --> 00:13:38.000]  我的家族
[00:13:38.000 --> 00:13:39.000]  差不多要殺我
[00:13:39.000 --> 00:13:40.000]  不過神是很奇妙的
[00:13:40.000 --> 00:13:41.000]  這樣這樣
[00:13:41.000 --> 00:13:42.000]  是很奇妙
[00:13:42.000 --> 00:13:43.000]  想都想不到的方式
[00:13:43.000 --> 00:13:45.000]  救了我的命
[00:13:45.000 --> 00:13:46.000]  他一說的時候
[00:13:46.000 --> 00:13:47.000]  我說我是很共鳴
[00:13:47.000 --> 00:13:49.000]  雖然我跟你完全不同的背景
[00:13:49.000 --> 00:13:50.000]  但是我認識了上帝之後
[00:13:50.000 --> 00:13:51.000]  我祈禱的時候
[00:13:51.000 --> 00:13:52.000]  神就有這樣的事
[00:13:52.000 --> 00:13:53.000]  這樣發生
[00:13:53.000 --> 00:13:56.000]  跟你所經驗的
[00:13:56.000 --> 00:13:57.000]  很相同
[00:13:57.000 --> 00:13:58.000]  方法很像
[00:13:58.000 --> 00:13:59.000]  於是我們這樣聊
[00:13:59.000 --> 00:14:00.000]  我只記得一件事
[00:14:00.000 --> 00:14:01.000]  那麼多年之後
[00:14:01.000 --> 00:14:02.000]  我還記得一件事
[00:14:02.000 --> 00:14:03.000]  我們兩個一起走出去的時候
[00:14:03.000 --> 00:14:04.000]  一個多小時
[00:14:04.000 --> 00:14:05.000]  去吃飯的時候
[00:14:05.000 --> 00:14:07.000]  我們好像認識了很久的老友
[00:14:07.000 --> 00:14:10.000]  後來我坐下來想
[00:14:10.000 --> 00:14:12.000]  這個問題真的很有趣
[00:14:12.000 --> 00:14:14.000]  一定是有一位神
[00:14:14.000 --> 00:14:16.000]  他來自非洲
[00:14:16.000 --> 00:14:17.000]  我來自香港
[00:14:17.000 --> 00:14:18.000]  大家又不認識
[00:14:18.000 --> 00:14:19.000]  又沒有串通過
[00:14:19.000 --> 00:14:20.000]  為什麼我兩個人
[00:14:20.000 --> 00:14:21.000]  經驗到那位這麼相似
[00:14:21.000 --> 00:14:23.000]  你明不明白
[00:14:23.000 --> 00:14:25.000]  當然是有一位在這裡
[00:14:25.000 --> 00:14:26.000]  不單單是這個
[00:14:26.000 --> 00:14:27.000]  經驗了很多
[00:14:27.000 --> 00:14:29.000]  所以神你自己不見得
[00:14:29.000 --> 00:14:30.000]  但不等於祂在這裡
[00:14:30.000 --> 00:14:31.000]  祂在這裡
[00:14:31.000 --> 00:14:33.000]  所以今天我們介紹認識
[00:14:33.000 --> 00:14:35.000]  介紹你認識祂
[00:14:35.000 --> 00:14:36.000]  認識上帝
[00:14:36.000 --> 00:14:38.000]  透過上帝重新再認識自己
[00:14:38.000 --> 00:14:40.000]  這不是其他宗教有的地方
[00:14:40.000 --> 00:14:42.000]  其他宗教教你認識自己
[00:14:42.000 --> 00:14:44.000]  但我們基督教說
[00:14:44.000 --> 00:14:47.000]  你先認識那位創造你的上帝
[00:14:47.000 --> 00:14:48.000]  第二
[00:14:48.000 --> 00:14:50.000]  基督教的獨特信仰是
[00:14:50.000 --> 00:14:52.000]  人偏離了上帝
[00:14:52.000 --> 00:14:54.000]  是人性墮落的根源
[00:14:54.000 --> 00:14:55.000]  我這麼多年
[00:14:55.000 --> 00:14:57.000]  我教了這麼多中國的哲學
[00:14:57.000 --> 00:14:58.000]  中國的修養功夫
[00:14:58.000 --> 00:15:02.000]  這是我接近三十年的研究
