
[00:00:00.000 --> 00:00:04.440]  最近聽人分享過一件這樣的事
[00:05:20.080 --> 00:05:23.520]  因為慾望人他解決問題是不講理性
[00:05:23.520 --> 00:05:26.240]  甚至不講道德標準
[00:05:26.240 --> 00:05:28.440]  任由他的情緒發洩
[00:05:28.440 --> 00:05:31.360]  甚至不擇手段
[00:05:31.360 --> 00:05:34.640]  第十節說到很流人血的
[00:05:34.640 --> 00:05:39.920]  「恨惡原全人 索取正直人的性命」
[00:05:39.920 --> 00:05:45.520]  其實這句原文的意思是有些陷惡或不明
[00:05:45.520 --> 00:05:49.240]  我嘗試和大家看其他的譯本
[00:05:49.240 --> 00:05:50.560]  看看如何譯法
[00:05:50.560 --> 00:05:52.560]  你們會發覺有些少不同
[00:05:52.560 --> 00:05:54.640]  主要在下半句
[00:05:54.640 --> 00:05:57.240]  例如我們剛剛看過和合本
[00:05:57.240 --> 00:05:59.920]  和合本出了和合本修訂版
[00:05:59.920 --> 00:06:06.080]  是這樣譯的「好流人血的 恨惡原人 正直人卻顧惜他的性命」
[00:06:06.080 --> 00:06:07.800]  現代中文譯本說
[00:06:07.800 --> 00:06:13.920]  「好殺人 憎恨正直人 義人卻保護他的生命」
[00:06:13.920 --> 00:06:16.680]  這兩個譯本好像都有些相似
[00:06:16.680 --> 00:06:20.480]  但另一個譯本跟和合本有些相似
[00:06:20.480 --> 00:06:28.240]  新譯本是「好流人血的 恨惡原全人 並尋索正直人的性命」
[00:06:28.240 --> 00:06:30.800]  不過我們看到
[00:06:30.800 --> 00:06:33.240]  無論上半節都是相似
[00:06:33.240 --> 00:06:35.640]  下半節無論有些怎樣不同
[00:06:35.640 --> 00:06:39.080]  例如正直人顧惜保護他的性命
[00:06:39.080 --> 00:06:43.160]  還是被索取正直人的性命
[00:06:43.160 --> 00:06:46.440]  其實都是看到一個暴力的出現
[00:06:46.440 --> 00:06:49.560]  因為衝突而產生暴力
[00:06:49.560 --> 00:06:52.240]  可能要賠上性命
[00:06:52.240 --> 00:06:54.560]  當你面對這類人的時候
[00:06:54.560 --> 00:06:56.080]  遇上衝突
[00:06:56.080 --> 00:06:59.080]  經文要教我們要做「智慧人」
[00:06:59.080 --> 00:07:03.720]  即是千萬不要跟隨他們的處事態度和行為
[00:07:03.720 --> 00:07:07.400]  又暴戾又無理
[00:07:07.400 --> 00:07:12.920]  看來全都是這些死亡人 冤枉人 流血的人的錯
[00:07:12.920 --> 00:07:17.840]  似乎是因為他們「聊是鬥非 脾氣暴躁」所引起
[00:07:17.840 --> 00:07:19.720]  而我們遇到這些人的時候
[00:07:19.720 --> 00:07:21.640]  就真的要更加留意
[00:07:21.640 --> 00:07:22.560]  不要學了他們
[00:07:22.560 --> 00:07:24.320]  有時我們會遇到他們的時候
[00:07:24.320 --> 00:07:26.360]  不知不覺被他們影響
[00:07:26.360 --> 00:07:27.840]  學了他們那種態度
[00:07:27.840 --> 00:07:30.840]  以為以暴易暴 以惡制惡
[00:07:30.840 --> 00:07:32.320]  但經文提醒我們
[00:07:32.320 --> 00:07:34.960]  不要學了他們那種傲慢的態度
[00:07:34.960 --> 00:07:37.560]  這些是愚妄的行為
[00:07:37.560 --> 00:07:40.120]  亦都所謂孤掌難鳴
[00:07:40.120 --> 00:07:43.800]  如果我們被他們煽動到一樣怒火
[00:07:43.800 --> 00:07:47.840]  跟他們一樣做出一些愚妄傷憎的行為
[00:07:47.840 --> 00:07:50.720]  相信衝突不單止解決不了
[00:07:50.720 --> 00:07:53.240]  可能還會升級
[00:07:53.240 --> 00:07:57.520]  所以聖經提醒我們要做一個智慧人
[00:07:57.520 --> 00:08:00.480]  不要跟他們一樣的見識
[00:08:00.480 --> 00:08:01.760]  他們要放火
[00:08:01.760 --> 00:08:04.720]  我們就要救熄那火
[00:08:04.720 --> 00:08:07.200]  亦都像十一節所說
[00:08:07.200 --> 00:08:09.360]  他們怒氣全發的話
[00:08:09.360 --> 00:08:13.720]  我們智慧人就要忍氣含怒
[00:08:13.720 --> 00:08:16.800]  其實主耶穌都是這樣教過我們
[00:08:16.800 --> 00:08:22.120]  就好像剛才馬太福音所讀出來
[00:08:22.120 --> 00:08:26.320]  但我們看來好像是弱者的行為
[00:08:26.320 --> 00:08:31.680]  甚至用世俗眼光會覺得很愚蠢
[00:08:31.680 --> 00:08:35.400]  但這種非暴力愛的回應
[00:08:35.400 --> 00:08:38.880]  反而才是發生最大的功效
[00:08:38.880 --> 00:08:42.120]  這不單止不是愚蠢的行為
[00:08:42.120 --> 00:08:45.760]  反而是要有屬靈智慧才做得到的
[00:08:45.760 --> 00:08:49.400]  就是主耶穌這樣教我們
[00:08:49.400 --> 00:08:52.440]  所以有時被動的衝突
[00:08:52.440 --> 00:08:54.600]  可以視作一場試煉
[00:08:54.600 --> 00:08:58.200]  令我們的生命更加的剛強
[00:08:58.200 --> 00:09:00.600]  可以視為一個功課
[00:09:00.600 --> 00:09:04.120]  令我們學習更多待人接物的智慧
[00:09:04.120 --> 00:09:06.120]  更加可以視作被神使用
[00:09:06.120 --> 00:09:09.880]  以顯明主恩惠的一個良機
[00:09:09.880 --> 00:09:12.800]  其實如果你有看教會歷史
[00:09:12.800 --> 00:09:14.480]  原來有很多重要的真理
[00:09:14.480 --> 00:09:17.520]  都是透過諸多的激辯
[00:09:17.520 --> 00:09:19.640]  以致發揚光大
[00:09:19.640 --> 00:09:22.960]  甚至將這些異端排除
[00:09:22.960 --> 00:09:27.080]  所以我們未必需要很懼怕去面對衝突
[00:09:27.080 --> 00:09:30.760]  而是可以正面的去處理它
[00:09:30.760 --> 00:09:34.000]  其中一個屬靈的方程式是這樣的
[00:09:34.000 --> 00:09:36.560]  這個衝突加上愛心
[00:09:36.560 --> 00:09:39.480]  其實是等於成長的
[00:09:39.480 --> 00:09:41.960]  原來我們可以用愛面對衝突
[00:09:41.960 --> 00:09:45.840]  可以帶來一個生命正面的成長
[00:09:45.840 --> 00:09:49.880]  因為愛是一種饒恕的愛
[00:09:49.880 --> 00:09:53.360]  人如果被過去種種的仇恨所捆綁
[00:09:53.360 --> 00:09:55.680]  不能夠釋放的話
[00:09:55.680 --> 00:09:58.520]  生命又如何去成長
[00:09:58.520 --> 00:10:01.920]  如果我們能夠可以饒恕人的話
[00:10:01.920 --> 00:10:05.760]  生命才是可以有突破
[00:10:05.760 --> 00:10:07.320]  在我們的生活裏
[00:10:07.320 --> 00:10:09.840]  其實真的難免會遇到衝突
[00:10:09.840 --> 00:10:11.120]  有人未遇過
[00:10:11.120 --> 00:10:15.960]  「這一刻我從未遇到過衝突」
[00:10:15.960 --> 00:10:17.280]  沒有啊 我也不敢說
[00:10:17.280 --> 00:10:19.000]  在工作上可能有
[00:10:19.000 --> 00:10:22.000]  在家庭更加不用說了
[00:10:22.000 --> 00:10:23.280]  在教會裏面
[00:10:23.280 --> 00:10:25.120]  甚至在教會裏面
[00:10:25.120 --> 00:10:27.320]  都是不能夠避免的
[00:10:27.320 --> 00:10:28.600]  有些人會覺得
[00:10:28.600 --> 00:10:31.400]  如果一個充滿愛的教會
[00:10:31.400 --> 00:10:34.920]  怎可能有爭吵呢
[00:10:34.920 --> 00:10:37.560]  大家覺得呢
[00:10:37.560 --> 00:10:40.880]  這個想法可能真的太天真了
[00:10:40.880 --> 00:10:43.720]  有本書的名字很多人都會買
[00:10:43.720 --> 00:10:46.840]  這本書的名字叫《相愛又相憎》
[00:10:46.840 --> 00:10:48.760]  因為有愛的時候
[00:10:48.760 --> 00:10:52.640]  可能才容易有衝突
[00:10:52.640 --> 00:10:56.800]  甚至我們這一群聚集在一起的時候
[00:10:56.800 --> 00:10:59.720]  又怎會沒有衝突呢
[00:10:59.720 --> 00:11:04.040]  所以大家仔細看看聖經的時候
[00:11:04.040 --> 00:11:05.280]  你可能會發現
[00:11:05.280 --> 00:11:06.840]  聖經記載著歷史
[00:11:06.840 --> 00:11:11.120]  有很多大大小小不同的衝突
[00:11:11.120 --> 00:11:12.880]  畢竟天父做我們
[00:11:12.880 --> 00:11:15.120]  每一個人都不同
[00:11:15.120 --> 00:11:16.640]  有自由意志
[00:11:16.640 --> 00:11:19.560]  自然思想亦都很不同
[00:11:19.560 --> 00:11:21.280]  但是天父可能藉著我們
[00:11:21.280 --> 00:11:24.000]  視為不好的衝突
[00:11:24.000 --> 00:11:25.800]  可以成為我們生命成長
[00:11:25.800 --> 00:11:29.120]  一個重要的階段
[00:11:29.120 --> 00:11:30.280]  我們可以看看
[00:11:30.280 --> 00:11:33.560]  剛才提到聖經有這麼多的故事
[00:11:33.560 --> 00:11:35.640]  我們儘管在聖經裏面
[00:11:35.640 --> 00:11:38.480]  找一些例子來看看
[00:11:38.480 --> 00:11:39.960]  大家記不記得
[00:11:39.960 --> 00:11:40.440]  如果不記得
[00:11:40.440 --> 00:11:43.800]  亦都可以嘗試打開你們的聖經
[00:11:43.800 --> 00:11:45.680]  第一個想和大家看的例子
[00:11:45.680 --> 00:11:48.320]  是在舊約的《撒慕爾記》第20
[00:11:48.320 --> 00:11:51.440]  《撒慕爾記》上的第25章
[00:11:51.440 --> 00:11:52.720]  我們可以看看
[00:11:52.720 --> 00:11:56.240]  一個故事是關於大衛
[00:11:56.240 --> 00:11:56.840]  大家很熟悉
[00:11:56.840 --> 00:12:02.800]  和另一個叫拿伯的人的衝突個案
[00:12:02.800 --> 00:12:08.920]  當時背景是大衛正在逃難
[00:12:08.920 --> 00:12:13.400]  他和一些跟隨他的人有缺乏
[00:12:13.400 --> 00:12:18.480]  於是向一個大富戶拿伯求助
[00:12:18.480 --> 00:12:21.320]  大衛以為拿伯既然是一個大富戶
[00:12:21.320 --> 00:12:23.720]  當然有家道豐富很多
[00:12:23.720 --> 00:12:25.440]  要一點他又不是要很多
[00:12:25.440 --> 00:12:27.080]  又不是和他分家產
[00:12:27.080 --> 00:12:28.880]  但應該沒有什麼問題
[00:12:28.880 --> 00:12:33.600]  因為一來大家都是猶大支派的後裔
[00:12:33.600 --> 00:12:35.360]  而經文亦都提到
[00:12:35.360 --> 00:12:38.480]  當時大衛都是有名望的人
[00:12:38.480 --> 00:12:41.280]  以色列人應該很多人都認識他
[00:12:41.280 --> 00:12:43.120]  甚至敬重他
[00:12:43.120 --> 00:12:44.360]  於是我想他都心想
[00:12:44.360 --> 00:12:46.960]  拿伯應該沒有理由不給他面子
[00:12:46.960 --> 00:12:48.520]  供應他的需要
[00:12:48.520 --> 00:12:52.360]  再加上平時有對他那麼好
[00:12:52.360 --> 00:12:54.800]  這個提到其實他對他有恩
[00:12:54.800 --> 00:12:59.480]  都有保護他的家財
[00:12:59.480 --> 00:13:01.920]  所以都想既然是這樣
[00:13:01.920 --> 00:13:05.480]  他應該都會紀念會答謝
[00:13:05.480 --> 00:13:08.120]  何況他又不是真的要很多
[00:13:08.120 --> 00:13:11.400]  純粹供應他生活的需要
[00:13:11.400 --> 00:13:15.200]  但似乎大衛這個想法錯了
[00:13:15.200 --> 00:13:19.000]  拿伯似乎一點都不賣大衛的帳
[00:13:19.000 --> 00:13:21.200]  確實人有很多種
[00:13:21.200 --> 00:13:23.120]  個個性情都不同
[00:13:23.120 --> 00:13:25.960]  偏偏大衛遇到的這個拿伯
[00:13:25.960 --> 00:13:28.240]  就好像我們剛才曾圓所說的
[00:13:28.240 --> 00:13:33.160]  這種那麼典型的蝕慢人和慾望人
[00:13:33.160 --> 00:13:35.800]  拿伯的慾望不知好歹
[00:13:35.800 --> 00:13:37.600]  更加厚不擇言
[00:13:37.600 --> 00:13:39.000]  又孤寒
[00:13:39.000 --> 00:13:41.320]  其實他給的不是很多
[00:13:41.320 --> 00:13:43.000]  完全不理會
[00:13:43.000 --> 00:13:47.080]  完全寧願花費在他的燕落當中
[00:13:47.080 --> 00:13:51.400]  大衛是誰我不認識他
[00:13:51.400 --> 00:13:53.400]  大衛感到被羞辱
[00:13:53.400 --> 00:13:55.280]  大大的動怒
[00:13:55.280 --> 00:13:59.040]  於是甚至他的嬲怒令他起了殺忌
[00:13:59.040 --> 00:14:04.000]  大衛的手下要向拿伯討罪
[00:14:04.000 --> 00:14:07.520]  我想發嬲每個人都會
[00:14:07.520 --> 00:14:09.680]  有沒有人未試過發嬲
[00:14:09.680 --> 00:14:12.320]  遇到這樣的事情
[00:14:12.320 --> 00:14:13.720]  嬲是對的
[00:14:13.720 --> 00:14:17.680]  不過能否及時釋怒
[00:14:17.680 --> 00:14:19.760]  又不是每個人都可以
[00:14:19.760 --> 00:14:22.000]  更加可不可以成為一個和平之子
[00:14:22.000 --> 00:14:23.520]  去幫助別人釋怒
[00:14:23.520 --> 00:14:24.480]  如果有的話
[00:14:24.480 --> 00:14:27.880]  找到這些人就更加難能可貴
[00:14:27.880 --> 00:14:30.080]  拿伯是一個慾望人
[00:14:30.080 --> 00:14:34.600]  但他卻是有一位言內助亞比蓋
[00:14:34.600 --> 00:14:37.720]  他被稱為聰明盡美的婦人
[00:14:37.720 --> 00:14:40.680]  真是確乎是名副其實
[00:14:40.680 --> 00:14:42.040]  他的聰明的行動
[00:14:42.040 --> 00:14:44.480]  不但救回他丈夫和他的家族
[00:14:44.480 --> 00:14:46.360]  更加令大衛可以釋怒
[00:14:46.360 --> 00:14:50.120]  免於一次暴力解決問題
[00:14:50.120 --> 00:14:53.400]  亞比蓋亦是我們《針原書》裏
[00:14:53.400 --> 00:14:55.800]  看到一個典型的智慧人
[00:14:55.800 --> 00:14:59.240]  他可以很冷靜地分辨到問題所在
[00:14:59.240 --> 00:15:03.120]  首先他非常相信他人的報告
[00:15:03.120 --> 00:15:06.080]  亦明白他很了解他丈夫的情況
[00:15:06.080 --> 00:15:07.720]  知道是他的不對
[00:15:07.720 --> 00:15:11.320]  亦不會因為他是他丈夫而袒護他
[00:15:11.320 --> 00:15:13.880]  而且行動是很果斷很快的
[00:15:13.880 --> 00:15:15.840]  因為他知道不能拖延
[00:15:15.840 --> 00:15:18.640]  否則後果會很嚴重
[00:15:18.640 --> 00:15:21.160]  他第一時間預備好一些東西
[00:15:21.160 --> 00:15:23.520]  親身送去給大衛
[00:15:23.520 --> 00:15:28.400]  果然大衛真是人馬已經殺到來
[00:15:28.400 --> 00:15:29.920]  而且這件事
[00:15:29.920 --> 00:15:33.720]  亞比蓋亦智慧地沒有讓他丈夫拿伯知道
[00:15:33.720 --> 00:15:36.560]  因為他深信如果讓他知道的話
[00:15:36.560 --> 00:15:39.800]  一定沒有那麼順利去解決這件事
[00:15:39.800 --> 00:15:41.040]  果斷的行動
[00:15:41.040 --> 00:15:43.840]  阻止了一場無辜的死傷
[00:15:43.840 --> 00:15:48.760]  這個亦是真正在《針研》所說的智慧人
[00:15:48.760 --> 00:15:50.040]  亞比蓋言之有理
[00:15:50.040 --> 00:15:51.800]  他承認自己丈夫不對
[00:15:51.800 --> 00:15:53.880]  說話太過愚妄
[00:15:53.880 --> 00:15:56.320]  亦勸告大衛不要殺人
[00:15:56.320 --> 00:15:59.600]  免受一個流無辜人的血
[00:15:59.600 --> 00:16:03.000]  以致令他一身清白卻留下污點
[00:16:03.000 --> 00:16:07.240]  更加免得在神的面前有所虧欠
[00:16:07.240 --> 00:16:09.520]  面對亞比蓋的智慧
[00:16:09.520 --> 00:16:12.200]  大衛也立即息怒
[00:16:12.200 --> 00:16:15.960]  他也承認亞比蓋所說的真是對的
[00:16:15.960 --> 00:16:18.840]  他願意信服在道理之下
[00:16:18.840 --> 00:16:21.080]  願意聽人去勸告
[00:16:21.080 --> 00:16:24.560]  這其實也是一個智慧人的表現
[00:16:24.560 --> 00:16:26.760]  如果他又不明白你又不聽的話
[00:16:26.760 --> 00:16:30.080]  他就是另一個喇叭
[00:16:30.080 --> 00:16:32.480]  所以他願意聽你游
[00:16:32.480 --> 00:16:36.360]  因為相信大衛也有一個美好的靈性
[00:16:36.360 --> 00:16:38.960]  心裏面有神願意信服神
[00:16:38.960 --> 00:16:41.720]  當人願意信服神的時候
[00:16:41.720 --> 00:16:44.640]  人也沒那麼容易意氣用事
[00:16:44.640 --> 00:16:47.680]  會發洩很多怒氣
[00:16:47.680 --> 00:16:49.760]  即使真的發怒的時候
[00:16:49.760 --> 00:16:53.560]  亦可以像大衛般千勾一髮的時候
[00:16:53.560 --> 00:16:55.000]  收刀入肢
[00:16:55.000 --> 00:16:58.680]  免傷害人,又傷害到自己
[00:16:58.680 --> 00:17:01.880]  亞比蓋的話令大衛息怒
[00:17:01.880 --> 00:17:05.240]  很多人的性命也得以保存
[00:17:05.240 --> 00:17:09.320]  不過我們看喇叭的命似乎保不住了
[00:17:09.320 --> 00:17:13.320]  或者可能因為他聽到太太講真相的時候
[00:17:13.320 --> 00:17:15.600]  真的嚇到死了
[00:17:15.600 --> 00:17:19.240]  他可以說是死於自己的無知
[00:17:19.240 --> 00:17:21.640]  死於自己的奢華
[00:17:21.640 --> 00:17:23.640]  在這件事我們看到
[00:17:23.640 --> 00:17:25.640]  喇叭是一個餘患
[00:17:25.640 --> 00:17:29.240]  而這樣的餘患令他喪失了性命
[00:17:29.240 --> 00:17:31.200]  而大衛明知的抉擇
[00:17:31.200 --> 00:17:34.240]  令他不至於濫殺無辜
[00:17:34.240 --> 00:17:35.960]  亞比蓋的智慧
[00:17:35.960 --> 00:17:39.760]  救了他全家人的性命
[00:17:39.760 --> 00:17:41.040]  對著漁網人
[00:17:41.040 --> 00:17:43.840]  真的有時候像大衛對著喇叭那樣
[00:17:43.840 --> 00:17:46.520]  真的很容易有衝突
[00:17:46.520 --> 00:17:48.720]  不過我們看完這裡的時候
[00:17:48.720 --> 00:17:49.520]  我們又想
[00:17:49.520 --> 00:17:54.720]  智慧人之間又會不會有一些衝突呢?
[00:17:54.720 --> 00:17:56.800]  正如之前所講
[00:17:56.800 --> 00:17:59.680]  神都創造我們每一個都不同的
[00:17:59.680 --> 00:18:01.680]  所以智慧人之間
[00:18:01.680 --> 00:18:04.640]  其實都一樣有機會有衝突的
[00:18:04.640 --> 00:18:09.000]  不過我猜如果大家都處理得恰當
[00:18:09.000 --> 00:18:10.040]  不留怨恨
[00:18:10.040 --> 00:18:12.520]  相對危機也不會那麼大
[00:18:12.520 --> 00:18:15.760]  就好像分享另一個聖經的例子
[00:18:15.760 --> 00:18:17.760]  一個個案給大家聽
[00:18:17.760 --> 00:18:22.320]  就是關於保羅和巴拿巴的衝突
[00:18:22.320 --> 00:18:25.160]  在《新約史圖行傳》15章36-41
[00:18:25.160 --> 00:18:28.360]  就記載了這一次的衝突事件
[00:18:28.360 --> 00:18:33.240]  事源就是保羅向巴拿巴提出第二次宣教旅程
[00:18:33.240 --> 00:18:38.480]  巴拿巴亦提出有意要帶馬可和王
[00:18:38.480 --> 00:18:42.720]  因為這件事就與保羅引起爭論
[00:18:42.720 --> 00:18:44.040]  問題在哪裡呢?
[00:18:44.040 --> 00:18:46.160]  多帶一個人而已
[00:18:46.160 --> 00:18:47.920]  多一個人不是更好嗎?
[00:18:47.920 --> 00:18:52.040]  當然要追溯在13章發生的事情
[00:18:52.040 --> 00:18:53.720]  原來之前保羅和巴拿巴
[00:18:53.720 --> 00:18:57.760]  曾經在安提阿猜拜出去共赴宣教的旅程
[00:18:57.760 --> 00:19:00.600]  確實也有年輕人的約翰·馬可
[00:19:00.600 --> 00:19:02.400]  一起跟他們同行
[00:19:02.400 --> 00:19:05.840]  不過在13章13字都記載
[00:19:05.840 --> 00:19:08.520]  約翰·馬可卻在途中離隊
[00:19:08.520 --> 00:19:13.120]  經文沒有交代馬可為何半途離開的原因
[00:19:13.120 --> 00:19:16.760]  但似乎保羅相當介懷
[00:19:16.760 --> 00:19:22.840]  這兩位屬靈人居然在他們之間產生了衝突
[00:19:22.840 --> 00:19:26.760]  究竟誰是對誰是錯呢?
[00:19:26.760 --> 00:19:30.120]  其實看來沒甚麼特別說錯對之分
[00:19:30.120 --> 00:19:33.400]  為甚麼呢?我們可以這樣分析一下
[00:19:33.400 --> 00:19:35.720]  首先我們再看看
[00:19:35.720 --> 00:19:38.160]  巴拿巴和馬可的關係很密切
[00:19:38.160 --> 00:19:40.760]  因為馬可是巴拿巴的表弟
[00:19:40.760 --> 00:19:45.480]  當然會覺得親戚上頭要特別照顧他
[00:19:45.480 --> 00:19:46.520]  但更重要的是
